Orthogroup	Arabidopsis_thaliana	Arabidopsis_lyrata
OG0000074	AT5G59190	scaffold_802534.1
OG0000074	AT3G46840	fgenesh2_kg.5__1049__AT3G46850.1
OG0000074	AT3G46850	Al_scaffold_0005_1477
OG0000074	AT5G59100	fgenesh2_kg.8__1863__AT5G59100.1
OG0000074	AT5G59130	fgenesh2_kg.48__4__AT5G59130.1, fgenesh2_kg.8__1860__AT5G59130.1
OG0000074	AT5G58830	fgenesh2_kg.8__1825__AT5G58830.1, scaffold_28500001.1
OG0000074	AT5G58820	scaffold_802490.1, fgenesh2_kg.8__1780__AT5G58820.1, Al_scaffold_0008_1574
OG0000074	AT5G58840	Al_scaffold_0008_2368, fgenesh1_pm.C_scaffold_285000001
OG0000074	AT5G59090	scaffold_4800001.1
OG0000074	AT5G59120	fgenesh2_kg.8__1861__AT5G59120.1
OG0000074	AT5G59110	Al_scaffold_0008_2409
OG0000076	AT2G02650, AT4G03292	scaffold_702880.1
OG0000076	AT4G09775	Al_scaffold_0007_3258
OG0000077	AT2G33060	fgenesh2_kg.348__3__AT2G33060.1, fgenesh2_kg.4__1304__AT2G33060.1
OG0000077	AT2G33050	fgenesh2_kg.4__1303__AT2G33050.1
OG0000077	AT3G25010, AT3G25020, AT3G24982, AT3G24900	fgenesh2_kg.3__2709__AT3G24900.1, fgenesh2_kg.3__2774__AT3G24982.1
OG0000078	AT1G20090	fgenesh2_kg.1__2189__AT1G20090.1
OG0000078	AT1G75840	scaffold_202533.1
OG0000078	AT4G35020	fgenesh2_kg.7__588__AT4G35020.1
OG0000078	AT5G45970	fgenesh2_kg.8__197__AT5G45970.1
OG0000078	AT4G35950	fgenesh2_kg.7__474__AT4G35950.1
OG0000078	AT2G17800	fgenesh2_kg.3__3379__AT2G17800.1
OG0000078	AT3G51300	scaffold_502181.1
OG0000079	AT2G25540	fgenesh2_kg.4__465__AT2G25540.1
OG0000079	AT4G32410	fgenesh2_kg.7__919__AT4G32410.1
OG0000079	AT5G05170	fgenesh2_kg.6__440__AT5G05170.1
OG0000079	AT5G44030	fgenesh2_kg.8__409__AT5G44030.1
OG0000079	AT5G17420	scaffold_601794.1
OG0000079	AT2G21770	scaffold_400107.1
OG0000079	AT4G39350	fgenesh2_kg.7__145__AT4G39350.1
OG0000079	AT5G64740	fgenesh2_kg.8__2505__AT5G64740.1
OG0000079	AT5G09870	scaffold_600993.1
OG0000080	AT5G54420, AT5G54450	fgenesh2_kg.8__1341__AT5G54450.1
OG0000080	AT5G52930	fgenesh2_kg.8__1173__AT5G52930.1
OG0000080	AT5G52940	fgenesh2_kg.8__1174__AT5G52940.1
OG0000080	AT5G54550, AT5G54560	fgenesh2_kg.8__1351__AT5G54550.1
OG0000080	AT5G55270	fgenesh2_kg.8__1429__AT5G55270.1
OG0000080	AT5G55890, AT5G55880	fgenesh2_kg.236__1__AT5G55880.1, fgenesh2_kg.8__1485__AT5G55890.1
OG0000080	AT5G54320	fgenesh2_kg.8__1338__AT5G54320.1
OG0000080	AT5G55870, AT5G54330	fgenesh2_kg.8__1337__AT5G54330.1
OG0000083	AT1G26730	scaffold_103971.1
OG0000084	AT4G27960	scaffold_701472.1
OG0000084	AT5G53300	fgenesh1_pm.C_scaffold_8001028
OG0000084	AT5G41700	fgenesh2_kg.7__3249__AT5G41700.4
OG0000084	AT1G64230	Al_scaffold_0002_69
OG0000084	AT2G16740	fgenesh2_kg.3__3258__AT2G16740.1
OG0000084	AT5G56150	fgenesh2_kg.8__1517__AT5G56150.1
OG0000084	AT3G08700	Al_scaffold_0003_857
OG0000084	AT3G08690	fgenesh2_kg.3__873__AT3G08690.1
OG0000085	AT1G05080	fgenesh2_kg.1__453__AT1G05080.1
OG0000085	AT5G44850	fgenesh2_kg.8__312__AT5G44850.1
OG0000085	AT3G53550	fgenesh2_kg.5__1728__AT3G53550.1
OG0000086	AT4G25590	fgenesh2_kg.7__1701__AT4G25590.1
OG0000086	AT5G52360	fgenesh2_kg.8__1121__AT5G52360.1
OG0000086	AT1G01750	scaffold_100061.1
OG0000086	AT4G00680	fgenesh2_kg.6__3635__AT4G00680.1
OG0000086	AT3G46010	fgenesh2_kg.5__973__AT3G46010.1
OG0000086	AT5G59890	fgenesh1_pm.C_scaffold_8001603
OG0000086	AT5G59880	fgenesh2_kg.8__1940__AT5G59880.1
OG0000086	AT3G45990	fgenesh1_pm.C_scaffold_5000802
OG0000086	AT3G46000	fgenesh2_kg.5__971__AT3G46000.1
OG0000087	AT3G29638	scaffold_104242.1
OG0000088	AT5G60310	scaffold_802671.1
OG0000088	AT5G60300	fgenesh2_kg.8__1982__AT5G60300.2
OG0000088	AT5G60270	fgenesh2_kg.8__1979__AT5G60270.1
OG0000088	AT5G60280	scaffold_802669.1
OG0000088	AT3G45440	scaffold_501398.1
OG0000088	AT3G45410	scaffold_501396.1
OG0000088	AT3G45420	scaffold_501397.1
OG0000088	AT3G45390, AT3G45330	scaffold_501394.1
OG0000088	AT5G60320	fgenesh2_kg.8__1985__AT5G60320.1
OG0000090	AT2G30670	scaffold_401560.1
OG0000090	AT2G29310	fgenesh2_kg.4__906__AT2G29310.1
OG0000093	AT4G03566	Al_scaffold_0001_5240, fgenesh1_pg.C_scaffold_8002229, scaffold_703138.1, scaffold_603208.1, scaffold_800830.1, scaffold_703432.1, Al_scaffold_0004_1106, scaffold_100972.1
OG0000094	AT1G61370	Al_scaffold_0002_396
OG0000094	AT1G61550	Al_scaffold_0002_381
OG0000094	AT1G61500	Al_scaffold_0002_384
OG0000094	AT1G61400, AT1G61440	Al_scaffold_0002_393
OG0000094	AT1G61490	fgenesh2_kg.2__307__AT1G61490.1
OG0000094	AT1G61420	fgenesh2_kg.2__311__AT1G61420.1
OG0000094	AT1G61460	fgenesh2_kg.2__308__AT1G61460.1
OG0000094	AT1G61480	scaffold_200445.1
OG0000094	AT1G11280	fgenesh2_kg.1__1218__AT1G11280.2
OG0000094	AT1G61390	Al_scaffold_0002_394
OG0000094	AT1G61380	fgenesh2_kg.2__315__AT1G61380.1
OG0000094	AT1G61360	fgenesh2_kg.2__317__AT1G61360.1
OG0000095	AT4G23670	scaffold_701972.1
OG0000095	AT4G23680	fgenesh2_kg.7__1933__AT4G23680.1
OG0000095	AT3G26460, AT3G26450	fgenesh2_kg.5__401__AT3G26460.1
OG0000095	AT1G30990	Al_scaffold_0001_3201
OG0000095	AT1G14960	fgenesh2_kg.1__1638__AT1G14960.1
OG0000095	AT1G14950	fgenesh2_kg.1__1637__AT1G14950.1
OG0000095	AT1G14930	fgenesh1_pm.C_scaffold_1001269
OG0000095	AT2G01530, AT4G14060	fgenesh2_kg.7__2939__AT4G14060.1
OG0000095	AT2G01520	fgenesh1_pm.C_scaffold_5000188, scaffold_500051.1
OG0000096	AT3G53240	fgenesh2_kg.5__1691__AT3G53240.1
OG0000096	AT1G74190	fgenesh2_kg.2__1688__AT1G74190.1
OG0000096	AT2G25470	fgenesh2_kg.4__458__AT2G25470.1
OG0000096	AT1G54470	fgenesh2_kg.1__4677__AT1G54470.1
OG0000097	AT5G30520	scaffold_501060.1, scaffold_303498.1, scaffold_400970.1, scaffold_402077.1, Al_scaffold_0007_3632, Al_scaffold_0059_7, Al_scaffold_0008_1844, scaffold_104026.1, scaffold_602755.1, scaffold_801932.1, fgenesh1_pg.C_scaffold_6002455, scaffold_400847.1, scaffold_801018.1, scaffold_303219.1, scaffold_303548.1, scaffold_602959.1, scaffold_8900002.1, scaffold_402078.1, scaffold_200990.1
OG0000098	AT1G66950	scaffold_201480.1
OG0000098	AT2G36380	fgenesh2_kg.4__1673__AT2G36380.1
OG0000098	AT2G26910	fgenesh2_kg.4__626__AT2G26910.1
OG0000098	AT3G30842	fgenesh2_kg.5__745__AT3G30842.1
OG0000098	AT1G15520	fgenesh2_kg.1__1707__AT1G15520.1
OG0000098	AT1G15210	fgenesh2_kg.1__1667__AT1G15210.1
OG0000098	AT1G59870	fgenesh2_kg.2__450__AT1G59870.1
OG0000098	AT3G16340	fgenesh1_pm.C_scaffold_3001425
OG0000099	AT1G02440	Al_scaffold_0001_159
OG0000099	AT1G02430	Al_scaffold_0005_2107
OG0000099	AT5G14670	fgenesh1_pm.C_scaffold_6001155
OG0000099	AT3G62290	fgenesh2_kg.4__2953__AT2G47170.1
OG0000099	AT1G23490	fgenesh2_kg.1__2566__AT1G23490.1
OG0000099	AT1G70490	fgenesh2_kg.1__2566__AT1G23490.1
OG0000102	AT4G03740	Al_scaffold_0008_851
OG0000103	AT4G10530, AT4G10520	fgenesh2_kg.6__3031__AT4G10520.1
OG0000103	AT4G21650	fgenesh2_kg.7__2143__AT4G21650.1
OG0000103	AT4G10540	fgenesh2_kg.6__3033__AT4G10540.1
OG0000103	AT4G10510	Al_scaffold_0006_3187
OG0000103	AT4G10550	scaffold_603416.1
OG0000103	AT1G32950	Al_scaffold_0001_3370
OG0000103	AT1G32960	scaffold_103673.1
OG0000103	AT1G32940	fgenesh2_kg.1__3430__AT1G32940.1
OG0000103	AT1G32970	fgenesh2_kg.1__3433__AT1G32970.1
OG0000104	AT2G41930	fgenesh2_kg.4__2339__AT2G41930.1
OG0000104	AT2G42550	fgenesh2_kg.4__2409__AT2G42550.1
OG0000104	AT5G27510	fgenesh2_kg.6__2711__AT5G27510.1
OG0000106	AT1G65200	fgenesh2_kg.2__657__AT1G65200.1
OG0000106	AT1G65110	fgenesh1_pm.C_scaffold_2000507
OG0000106	AT1G65120	scaffold_200953.1, fgenesh2_kg.2__651__AT1G65120.1
OG0000106	AT1G65130	fgenesh2_kg.2__652__AT1G65130.1
OG0000106	AT1G52450, AT1G52430	scaffold_105048.1
OG0000106	AT5G61950	fgenesh1_pm.C_scaffold_8001772
OG0000106	AT5G61940	Al_scaffold_0008_2698
OG0000106	AT5G51530	fgenesh2_kg.8__1041__AT5G51530.1
OG0000106	AT2G27630	Al_scaffold_0004_1234, scaffold_401271.1
OG0000106	AT2G27650	Al_scaffold_0004_1230
OG0000108	AT3G54700	fgenesh2_kg.5__1867__AT3G54700.1
OG0000108	AT2G38940	fgenesh2_kg.4__1973__AT2G38940.1
OG0000108	AT5G43360	scaffold_11700004.1, Al_scaffold_0178_3, fgenesh1_pm.C_scaffold_8000402
OG0000108	AT5G43350, AT5G43370	fgenesh2_kg.8__480__AT5G43350.1, fgenesh2_kg.178__1__AT5G43350.1, fgenesh2_kg.8__478__AT5G43370.1
OG0000109	AT1G50750	scaffold_104811.1
OG0000109	AT1G50745, AT1G50770, AT1G50820, AT1G50790, AT1G48145	scaffold_104814.1
OG0000109	AT5G18510	fgenesh1_pm.C_scaffold_6001480
OG0000110	AT4G16730	fgenesh1_pm.C_scaffold_7002067
OG0000110	AT4G16740	fgenesh2_kg.7__2635__AT4G16740.1
OG0000110	AT2G24210	Al_scaffold_0004_406, scaffold_400428.1
OG0000110	AT3G25820, AT3G25830	scaffold_500454.1, Al_scaffold_0005_401
OG0000110	AT3G25810	fgenesh1_pm.C_scaffold_5000266
OG0000112	AT4G01380	scaffold_500885.1
OG0000112	AT1G45063	fgenesh1_pg.C_scaffold_6002504, Al_scaffold_0006_2910, scaffold_603124.1, scaffold_603123.1, scaffold_49600002.1, scaffold_604139.1, scaffold_49600001.1, scaffold_604136.1
OG0000113	AT3G58960	Al_scaffold_0005_2822
OG0000113	AT3G54160	fgenesh1_pm.C_scaffold_5001496
OG0000113	AT3G62430	scaffold_503485.1, fgenesh1_pg.C_scaffold_5002700, scaffold_801281.1
OG0000113	AT3G62440	scaffold_503096.1
OG0000114	AT5G18600	fgenesh2_kg.6__1878__AT5G18600.1
OG0000114	AT4G15670, AT4G15660	scaffold_702973.1
OG0000114	AT4G15690	scaffold_702970.1
OG0000114	AT4G15700	fgenesh2_kg.7__2750__AT4G15700.1
OG0000114	AT4G15680	fgenesh2_kg.7__2751__AT4G15680.1
OG0000115	AT5G17730	fgenesh1_pg.C_scaffold_6001475
OG0000115	AT5G17760	fgenesh1_pg.C_scaffold_6001478
OG0000116	AT5G36680, AT5G36770	scaffold_703516.1
OG0000116	AT5G25410	fgenesh2_kg.6__2527__AT5G25410.1
OG0000116	AT5G60380	fgenesh1_pm.C_scaffold_8001637
OG0000116	AT5G25415	fgenesh1_pg.C_scaffold_6002146, scaffold_602654.1
OG0000116	AT5G05030	fgenesh2_kg.6__426__AT5G05030.1
OG0000117	AT2G43510	Al_scaffold_0002_1289, fgenesh2_kg.4__2523__AT2G43510.1
OG0000117	AT2G43535	scaffold_403245.1
OG0000117	AT1G47540	fgenesh2_kg.1__3851__AT1G47540.2
OG0000117	AT2G43520	fgenesh2_kg.4__2524__AT2G43520.1
OG0000119	AT4G17780	fgenesh1_pg.C_scaffold_7002148
OG0000119	AT2G43445, AT2G43440	fgenesh2_kg.4__2515__AT2G43445.1
OG0000119	AT2G43270	fgenesh1_pm.C_scaffold_4002061
OG0000119	AT2G30385	Al_scaffold_0004_2505
OG0000120	AT1G01380	Al_scaffold_0001_92
OG0000120	AT4G01060	fgenesh1_pm.C_scaffold_6002892
OG0000120	AT5G53200	fgenesh1_pg.C_scaffold_8001350
OG0000120	AT2G30432	fgenesh2_kg.4__1015__AT2G30432.1
OG0000120	AT2G30424	scaffold_401531.1
OG0000120	AT2G30420	Al_scaffold_0136_3, scaffold_401530.1
OG0000121	AT1G75830	fgenesh2_kg.2__1861__AT1G75830.1
OG0000121	AT1G55010	Al_scaffold_0001_5134
OG0000121	AT2G26020, AT2G26010, AT5G44430, AT5G44420	fgenesh1_pm.C_scaffold_8000296
OG0000123	AT3G60640	scaffold_503299.1
OG0000123	AT2G45170	fgenesh2_kg.4__2712__AT2G45170.1
OG0000123	AT4G16520	scaffold_702834.1
OG0000123	AT2G05630	fgenesh2_kg.3__2886__AT2G05630.1
OG0000123	AT1G62040	fgenesh2_kg.2__262__AT1G62040.1
OG0000123	AT4G04620	scaffold_603777.1
OG0000123	AT4G21980	Al_scaffold_0007_1962
OG0000125	AT1G64840	scaffold_400558.1, scaffold_400827.1, scaffold_400556.1
OG0000125	AT2G24250	scaffold_400439.1, fgenesh1_pm.C_scaffold_4000292
OG0000126	AT5G38344	Al_scaffold_0007_3914
OG0000128	AT4G29970	scaffold_701232.1
OG0000128	AT3G10790	fgenesh1_pg.C_scaffold_3000978
OG0000128	AT3G04660	fgenesh1_pg.C_scaffold_3000379
OG0000129	AT1G32430	Al_scaffold_0001_3312, scaffold_103609.1
OG0000129	AT1G47390	scaffold_104316.1
OG0000129	AT3G16580	scaffold_301908.1, fgenesh2_kg.3__1824__AT3G16580.1
OG0000129	AT3G16590	fgenesh1_pm.C_scaffold_3001446
OG0000132	AT2G18328	fgenesh2_kg.3__3442__AT2G18328.1
OG0000132	AT4G36570	scaffold_700452.1
OG0000132	AT1G75250	fgenesh2_kg.2__1798__AT1G75250.2
OG0000132	AT4G39250	scaffold_700126.1
OG0000132	AT2G21650	fgenesh2_kg.4__92__AT2G21650.1
OG0000133	AT1G70890	fgenesh2_kg.2__1354__AT1G70890.1
OG0000133	AT5G28000	fgenesh1_pg.C_scaffold_6002380
OG0000133	AT5G28010	fgenesh2_kg.6__2764__AT5G28010.1
OG0000133	AT1G70840	fgenesh2_kg.173__1__AT1G70840.1, fgenesh2_kg.2__1348__AT1G70840.1
OG0000133	AT1G70880	fgenesh2_kg.2__1353__AT1G70880.1
OG0000134	AT4G08450	fgenesh2_kg.6__2885__AT4G08450.1
OG0000134	AT5G46490, AT1G31540	Al_scaffold_0008_175
OG0000134	AT5G46260, AT5G46500	fgenesh2_kg.8__162__AT5G46260.1
OG0000134	AT5G40060	Al_scaffold_0008_167
OG0000134	AT5G46450	Al_scaffold_0005_801
OG0000134	AT5G46470	Al_scaffold_0008_807, fgenesh2_kg.8__141__AT5G46470.1
OG0000135	AT3G22085	fgenesh1_pm.C_scaffold_3001955
OG0000135	AT2G15710	scaffold_201262.1
OG0000135	AT1G69660	fgenesh1_pm.C_scaffold_2001000
OG0000135	AT1G69650	Al_scaffold_0002_1624
OG0000135	AT3G22080	Al_scaffold_0004_605
OG0000137	AT1G29460	fgenesh2_kg.1__3111__AT1G29460.1
OG0000137	AT1G29490	scaffold_104829.1
OG0000138	AT1G78400	Al_scaffold_0002_2549
OG0000138	AT2G33160	scaffold_401881.1
OG0000138	AT1G17150	fgenesh2_kg.1__1871__AT1G17150.1
OG0000138	AT1G43080, AT1G43090, AT1G43100	Al_scaffold_0001_3797
OG0000138	AT2G40310, AT4G13760	Al_scaffold_0006_3063, Al_scaffold_0004_2636
OG0000138	AT2G26620, AT2G15470, AT2G15460, AT2G15450	Al_scaffold_0004_2632
OG0000140	AT2G07200	Al_scaffold_0001_3661, Al_scaffold_0002_2516
OG0000143	AT3G18650	fgenesh2_kg.3__2072__AT3G18650.1
OG0000143	AT4G02235, AT5G65330, AT4G11250	fgenesh2_kg.8__2584__AT5G65330.1
OG0000143	AT5G40070, AT5G40120, AT5G41200, AT5G40220, AT5G38740, AT5G37415, AT5G39810, AT5G39750	scaffold_704060.1, fgenesh2_kg.7__3412__AT5G41200.1, Al_scaffold_0007_3741
OG0000144	AT2G45570	fgenesh1_pg.C_scaffold_4002708
OG0000144	AT2G45560	Al_scaffold_0004_3241
OG0000144	AT3G61040	fgenesh2_kg.5__2562__AT3G61040.1
OG0000144	AT2G45580	fgenesh1_pm.C_scaffold_4002268
OG0000146	AT4G35210	fgenesh2_kg.7__562__AT4G35210.1
OG0000146	AT2G17070	scaffold_304011.1
OG0000146	AT2G17080	scaffold_304012.1
OG0000149	AT1G56145	Al_scaffold_0001_5007
OG0000149	AT1G56130	scaffold_105434.1
OG0000149	AT1G56120	scaffold_105432.1
OG0000150	AT5G34828, AT1G58242	fgenesh2_kg.1__4706__AT5G34828.1
OG0000150	AT1G54775	scaffold_401121.1, scaffold_200777.1, scaffold_200772.1, scaffold_200773.1
OG0000150	AT1G58245, AT1G58248	scaffold_200778.1
OG0000150	AT1G35035, AT1G34840, AT1G34850, AT1G34795, AT1G34830, AT1G34810, AT1G34815, AT1G34792, AT1G34825, AT1G34805, AT1G34820, AT1G34800, AT1G34930, AT1G34860, AT1G21835	scaffold_102449.1
OG0000150	AT1G21928, AT1G21925	scaffold_102474.1, scaffold_102460.1, scaffold_102472.1
OG0000150	AT1G21864, AT1G21866	scaffold_102452.1
OG0000153	AT1G35850, AT5G59280	scaffold_802557.1
OG0000153	AT1G21620	fgenesh1_pg.C_scaffold_1001965
OG0000153	AT5G60110, AT5G60180	scaffold_802661.1, scaffold_7100006.1, scaffold_802650.1
OG0000154	AT5G24550	scaffold_602553.1
OG0000154	AT5G24540	Al_scaffold_0006_2354
OG0000154	AT3G60140	fgenesh2_kg.5__2473__AT3G60140.1
OG0000154	AT2G44470	scaffold_200821.1, fgenesh2_kg.4__2632__AT2G44470.3
OG0000154	AT2G44460	scaffold_403369.1
OG0000155	AT2G31050	Al_scaffold_0004_1554, Al_scaffold_0004_1382
OG0000156	AT5G57260	fgenesh1_pm.C_scaffold_8001367
OG0000156	AT2G02580	fgenesh1_pg.C_scaffold_5000386
OG0000156	AT3G26330	fgenesh2_kg.5__388__AT3G26330.1
OG0000156	AT3G26300	fgenesh1_pg.C_scaffold_5000381, fgenesh2_kg.5__386__AT3G26300.1
OG0000156	AT3G26310	Al_scaffold_0005_456
OG0000156	AT3G26290	scaffold_500517.1
OG0000157	AT1G50080	scaffold_201529.1
OG0000158	AT1G48660	fgenesh2_kg.1__3961__AT1G48660.1
OG0000159	AT1G13420	fgenesh2_kg.1__1451__AT1G13420.1
OG0000159	AT1G13430, AT2G14920	fgenesh2_kg.1__1452__AT1G13430.1
OG0000159	AT4G26280	Al_scaffold_0007_1510
OG0000159	AT2G27570, AT3G45080, AT3G45070	fgenesh2_kg.5__894__AT3G45070.1
OG0000160	AT1G70120	scaffold_201883.1
OG0000160	AT3G54410	Al_scaffold_0005_2345
OG0000160	AT1G70040	scaffold_201870.1, fgenesh2_kg.2__1259__AT1G70040.1, scaffold_201873.1
OG0000160	AT1G70020	Al_scaffold_0002_1665
OG0000160	AT5G39330	fgenesh2_kg.7__3487__AT5G39330.2
OG0000161	AT4G10305	Al_scaffold_0002_679
OG0000162	AT1G09665	Al_scaffold_0001_930
OG0000162	AT1G57830, AT1G60320	Al_scaffold_0002_459
OG0000162	AT2G03030, AT2G03300	Al_scaffold_0005_262
OG0000162	AT1G47370, AT1G57850	scaffold_200810.1
OG0000163	AT2G05540	fgenesh1_pg.C_scaffold_3002622
OG0000163	AT2G05380	scaffold_303306.1
OG0000163	AT2G05520	fgenesh2_kg.3__2871__AT2G05520.6
OG0000163	AT2G05440	fgenesh1_pg.C_scaffold_3002618
OG0000163	AT2G05510	scaffold_303315.1
OG0000163	AT2G05530	fgenesh2_kg.3__2874__AT2G05530.1
OG0000164	AT4G21860	fgenesh2_kg.7__2119__AT4G21860.1
OG0000164	AT4G04840	scaffold_603799.1
OG0000164	AT4G21830, AT4G21840	fgenesh1_pg.C_scaffold_7001768, fgenesh2_kg.7__2123__AT4G21840.1
OG0000164	AT4G21850	fgenesh1_pg.C_scaffold_7001765
OG0000164	AT4G04800, AT4G04830, AT4G04810	fgenesh2_kg.6__3252__AT4G04830.1
OG0000166	AT3G05660	fgenesh2_kg.3__558__AT3G05660.1
OG0000167	AT3G12580	scaffold_301435.1
OG0000167	AT1G16030	fgenesh2_kg.1__1758__AT1G16030.1
OG0000167	AT3G09440	scaffold_301074.1
OG0000167	AT5G02490	Al_scaffold_0006_155
OG0000167	AT5G02500	fgenesh2_kg.6__163__AT5G02500.1
OG0000167	AT1G56410	fgenesh1_pm.C_scaffold_1003691
OG0000170	AT2G29735	scaffold_27800003.1, scaffold_401447.1
OG0000170	AT4G09462, AT4G09465, AT4G09464, AT4G09467, AT4G09466	fgenesh2_kg.6__2933__AT4G09466.1
OG0000170	AT1G66870	scaffold_201462.1, scaffold_201467.1
OG0000170	AT1G66852	Al_scaffold_0002_1302
OG0000170	AT1G66855	scaffold_201455.1, scaffold_201463.1
OG0000170	AT5G63225	fgenesh1_pm.C_scaffold_8001891
OG0000170	AT5G53600	scaffold_801844.1
OG0000170	AT5G53610	scaffold_801845.1
OG0000170	AT5G63230	scaffold_83500002.1
OG0000171	AT4G05040, AT4G14400, AT4G14390	scaffold_703176.1
OG0000173	AT1G60880	fgenesh2_kg.2__374__AT1G60880.1
OG0000173	AT1G60920	fgenesh2_kg.2__370__AT1G60920.1
OG0000173	AT5G04640	fgenesh2_kg.6__380__AT5G04640.1
OG0000174	AT1G66850	fgenesh2_kg.2__911__AT1G66850.1
OG0000174	AT5G38160, AT5G38170	scaffold_704291.1
OG0000174	AT5G38197, AT5G38195, AT5G38180	scaffold_704290.1
OG0000174	AT3G57310	scaffold_502897.1
OG0000178	AT1G05920	fgenesh1_pm.C_scaffold_1000455
OG0000178	AT1G32030	fgenesh2_kg.1__3340__AT1G32030.1
OG0000178	AT5G24050	scaffold_303024.1
OG0000178	AT3G24850	Al_scaffold_0003_2791, fgenesh2_kg.26__5__AT5G24050.1, scaffold_303102.1, fgenesh2_kg.3__2702__AT3G24850.1
OG0000178	AT1G05930	fgenesh1_pm.C_scaffold_1000456
OG0000179	AT1G47620	scaffold_104352.1, scaffold_104351.1
OG0000179	AT5G02900	scaffold_704175.1
OG0000179	AT4G39510	fgenesh1_pg.C_scaffold_7000117, fgenesh2_kg.7__161__AT4G39510.1
OG0000179	AT4G32170	fgenesh2_kg.7__950__AT4G32170.1
OG0000180	AT4G34720	Al_scaffold_0007_581
OG0000180	AT4G38920	Al_scaffold_0007_581
OG0000180	AT2G16510	Al_scaffold_0007_581
OG0000180	AT4G34720	fgenesh2_kg.3__3242__AT2G16510.1
OG0000180	AT4G38920	fgenesh2_kg.3__3242__AT2G16510.1
OG0000180	AT2G16510	fgenesh2_kg.3__3242__AT2G16510.1
OG0000180	AT4G34720	scaffold_700087.1
OG0000180	AT4G38920	scaffold_700087.1
OG0000180	AT2G16510	scaffold_700087.1
OG0000181	AT1G32225	Al_scaffold_0008_1039, scaffold_500968.1, scaffold_502829.1, scaffold_704294.1, scaffold_402730.1, scaffold_78200001.1
OG0000182	AT4G15970, AT4G19975, AT5G44820	scaffold_500889.1
OG0000183	AT3G47790	fgenesh2_kg.5__1132__AT3G47790.1
OG0000183	AT5G61700	Al_scaffold_0008_2676, fgenesh2_kg.8__2154__AT5G61700.1
OG0000183	AT5G61740	fgenesh2_kg.8__2156__AT5G61740.1
OG0000183	AT3G47780	fgenesh2_kg.5__1131__AT3G47780.1
OG0000183	AT3G47750	fgenesh2_kg.5__1129__AT3G47750.1
OG0000183	AT3G47770	fgenesh2_kg.5__1130__AT3G47770.1
OG0000183	AT3G47740	fgenesh2_kg.5__1128__AT3G47740.1
OG0000184	AT3G22470	fgenesh2_kg.3__2466__AT3G22470.1
OG0000184	AT1G12700	fgenesh2_kg.1__1374__AT1G12700.1
OG0000185	AT5G37400	fgenesh2_kg.7__3151__AT5G37400.1
OG0000185	AT5G37650	Al_scaffold_0007_3355
OG0000185	AT5G37470, AT4G09440	scaffold_703618.1
OG0000185	AT5G37460	scaffold_703617.1
OG0000185	AT5G37420	scaffold_703600.1
OG0000185	AT4G16530	scaffold_702826.1, scaffold_702829.1
OG0000185	AT5G37410	scaffold_703612.1
OG0000186	AT1G31550	fgenesh1_pg.C_scaffold_1003121
OG0000186	AT1G28600	Al_scaffold_0001_2945
OG0000186	AT2G27360	Al_scaffold_0004_1094
OG0000186	AT1G28580	fgenesh2_kg.1__3032__AT1G28580.1
OG0000188	AT3G32904	scaffold_801354.1, fgenesh2_kg.1__3985__AT3G32904.1, Al_scaffold_0001_3712, scaffold_800956.1, fgenesh2_kg.7__3181__AT3G32904.1
OG0000188	AT3G30520, AT1G43720, AT1G35820, AT3G42870	fgenesh2_kg.3__3098__AT3G30520.1
OG0000188	AT5G36080	fgenesh1_pm.C_scaffold_5000608, Al_scaffold_0005_974
OG0000189	AT3G59200	Al_scaffold_0005_2847
OG0000189	AT4G14103, AT4G14096	Al_scaffold_0007_2939
OG0000189	AT1G58310	Al_scaffold_0002_723
OG0000190	AT1G12660	Al_scaffold_0001_1290
OG0000190	AT1G12665	scaffold_101395.1
OG0000190	AT1G12663	Al_scaffold_0001_1291
OG0000190	AT1G12672	fgenesh2_kg.1__1372__AT1G12672.1
OG0000191	AT5G56600	scaffold_802219.1
OG0000191	AT2G19770	fgenesh2_kg.3__3193__AT2G19770.1
OG0000191	AT4G29340	fgenesh1_pm.C_scaffold_7001001
OG0000191	AT2G19760	fgenesh2_kg.3__3194__AT2G19760.1
OG0000191	AT4G29350	scaffold_701315.1
OG0000192	AT5G46540	fgenesh2_kg.8__139__AT5G46540.1
OG0000192	AT4G18050	fgenesh2_kg.7__2498__AT4G18050.1
OG0000192	AT1G02530	fgenesh2_kg.1__167__AT1G02530.1
OG0000192	AT4G01820, AT4G01830	fgenesh2_kg.6__3530__AT4G01830.1
OG0000192	AT3G62150	fgenesh2_kg.5__2710__AT3G62150.1
OG0000192	AT2G47000	fgenesh2_kg.4__2931__AT2G47000.1
OG0000193	AT1G48470	scaffold_104462.1
OG0000193	AT3G17820	fgenesh2_kg.3__1967__AT3G17820.1
OG0000193	AT1G66200	fgenesh2_kg.2__853__AT1G66200.1
OG0000193	AT5G37600	scaffold_703639.1
OG0000193	AT5G16570	fgenesh2_kg.6__1649__AT5G16570.1
OG0000194	AT2G05330	Al_scaffold_0003_2989
OG0000194	AT5G48510	Al_scaffold_0008_1100, fgenesh1_pg.C_scaffold_8000843
OG0000194	AT2G40450	fgenesh1_pg.C_scaffold_4002184
OG0000194	AT4G04090	scaffold_402837.1
OG0000195	AT1G14800	scaffold_102912.1, scaffold_603276.1, scaffold_400957.1
