Orthogroup	Arabidopsis_thaliana	Eutrema_salsugineum
OG0000088	AT3G45410	EUTSA_v10002842mg
OG0000088	AT3G45390, AT3G45330	EUTSA_v10002427mg
OG0000088	AT5G60320	EUTSA_v10015671mg
OG0000089	AT2G06420	EUTSA_v10000512mg
OG0000090	AT2G30670	EUTSA_v10017057mg, EUTSA_v10017909mg, EUTSA_v10017639mg, EUTSA_v10017106mg
OG0000090	AT2G29300, AT2G29320	EUTSA_v10017079mg, EUTSA_v10017118mg
OG0000093	AT5G19270	EUTSA_v10009535mg
OG0000094	AT1G61370	EUTSA_v10023284mg
OG0000094	AT1G61420, AT1G61460, AT1G61475, AT1G61480	EUTSA_v10023285mg
OG0000094	AT1G11280	EUTSA_v10023836mg, EUTSA_v10023852mg
OG0000094	AT1G61390	EUTSA_v10023295mg
OG0000094	AT1G61380	EUTSA_v10023279mg, EUTSA_v10023335mg
OG0000094	AT1G61360	EUTSA_v10023278mg
OG0000095	AT4G23670, AT4G23680	EUTSA_v10026489mg
OG0000095	AT3G26460, AT3G26450	EUTSA_v10026372mg
OG0000095	AT2G01530, AT4G14060	EUTSA_v10005071mg, EUTSA_v10005076mg
OG0000096	AT1G58190	EUTSA_v10023377mg
OG0000096	AT3G53240	EUTSA_v10010101mg
OG0000096	AT1G74190	EUTSA_v10018087mg
OG0000096	AT1G54470	EUTSA_v10000563mg, EUTSA_v10000565mg, EUTSA_v10000451mg
OG0000098	AT1G66950, AT2G36380	EUTSA_v10016140mg
OG0000098	AT2G26910	EUTSA_v10001880mg
OG0000098	AT3G30842	EUTSA_v10005611mg
OG0000098	AT1G15520	EUTSA_v10006564mg
OG0000098	AT1G15210	EUTSA_v10006563mg
OG0000098	AT1G59870	EUTSA_v10018005mg
OG0000098	AT3G16340	EUTSA_v10019897mg
OG0000099	AT1G02440, AT1G02430	EUTSA_v10009982mg
OG0000099	AT5G14670	EUTSA_v10014797mg
OG0000099	AT1G23490, AT1G70490	EUTSA_v10008884mg
OG0000102	AT4G03740	EUTSA_v10029449mg
OG0000103	AT4G10530, AT4G10520	EUTSA_v10028454mg
OG0000103	AT4G21650, AT4G21640, AT4G21630	EUTSA_v10027359mg, EUTSA_v10024480mg
OG0000103	AT4G10540	EUTSA_v10028468mg
OG0000103	AT4G10550	EUTSA_v10028448mg
OG0000103	AT1G32940	EUTSA_v10006855mg
OG0000103	AT1G32970	EUTSA_v10006863mg
OG0000104	AT2G41930	EUTSA_v10016824mg
OG0000104	AT5G12090	EUTSA_v10012027mg, EUTSA_v10012148mg, EUTSA_v10012166mg, EUTSA_v10012137mg, EUTSA_v10027196mg, EUTSA_v10000714mg, EUTSA_v10019424mg, EUTSA_v10015481mg, EUTSA_v10019430mg
OG0000104	AT5G27510	EUTSA_v10015480mg
OG0000106	AT1G65110, AT1G65120	EUTSA_v10019959mg
OG0000106	AT1G52450, AT1G52430, AT5G61950, AT5G61940, AT5G51530, AT2G27630, AT2G27650	EUTSA_v10005405mg, EUTSA_v10005598mg, EUTSA_v10005669mg
OG0000108	AT3G54700	EUTSA_v10010274mg
OG0000108	AT2G38940	EUTSA_v10016497mg
OG0000108	AT5G43360, AT5G43350, AT5G43370	EUTSA_v10003187mg, EUTSA_v10003336mg, EUTSA_v10003340mg, EUTSA_v10003184mg, EUTSA_v10003182mg, EUTSA_v10003186mg, EUTSA_v10003183mg
OG0000109	AT1G50790, AT1G48145	EUTSA_v10012003mg
OG0000109	AT4G16050	EUTSA_v10027173mg
OG0000109	AT1G51538	EUTSA_v10012017mg
OG0000109	AT5G18510, AT1G50830	EUTSA_v10011263mg
OG0000110	AT4G16730	EUTSA_v10027480mg
OG0000110	AT4G16740	EUTSA_v10027310mg
OG0000112	AT1G45063	EUTSA_v10027422mg
OG0000113	AT3G58960	EUTSA_v10006370mg
OG0000113	AT5G15620, AT3G54160, AT3G62430	EUTSA_v10006381mg, EUTSA_v10021060mg, EUTSA_v10020569mg
OG0000113	AT3G62440	EUTSA_v10006436mg
OG0000114	AT5G18600	EUTSA_v10015538mg
OG0000115	AT5G17740, AT5G17750, AT5G17730	EUTSA_v10015279mg
OG0000115	AT5G17760	EUTSA_v10013330mg
OG0000115	AT2G18193, AT2G18190	EUTSA_v10022958mg
OG0000115	AT3G50940	EUTSA_v10010367mg, EUTSA_v10023872mg
OG0000115	AT3G50930	EUTSA_v10010287mg, EUTSA_v10023809mg
OG0000116	AT5G36680, AT5G36770	EUTSA_v10028179mg
OG0000116	AT5G25415	EUTSA_v10005554mg
OG0000116	AT5G11660	EUTSA_v10015562mg, EUTSA_v10015383mg
OG0000117	AT1G47540, AT2G43520	EUTSA_v10001697mg
OG0000119	AT4G17780	EUTSA_v10027244mg
OG0000120	AT1G01380	EUTSA_v10009233mg
OG0000120	AT4G01060	EUTSA_v10029104mg
OG0000120	AT5G53200	EUTSA_v10015741mg
OG0000120	AT2G30424, AT2G30420	EUTSA_v10017480mg
OG0000120	AT2G46410	EUTSA_v10001695mg
OG0000121	AT1G75830	EUTSA_v10019398mg
OG0000121	AT2G26020, AT2G26010, AT5G44430, AT5G44420	EUTSA_v10019395mg, EUTSA_v10000535mg, EUTSA_v10000662mg
OG0000123	AT3G60640	EUTSA_v10006314mg
OG0000123	AT4G16520	EUTSA_v10026582mg
OG0000123	AT1G62040	EUTSA_v10023763mg
OG0000123	AT4G04620	EUTSA_v10029077mg
OG0000123	AT4G21980	EUTSA_v10026531mg
OG0000124	AT1G21280	EUTSA_v10009474mg
OG0000125	AT1G64840	EUTSA_v10000198mg
OG0000128	AT2G13630, AT3G04660	EUTSA_v10022230mg
OG0000129	AT1G32430	EUTSA_v10009774mg
OG0000129	AT1G47390	EUTSA_v10017596mg, EUTSA_v10009548mg
OG0000129	AT2G14710, AT3G16580, AT3G16590	EUTSA_v10022086mg, EUTSA_v10021923mg, EUTSA_v10022412mg
OG0000132	AT2G18328	EUTSA_v10023187mg
OG0000132	AT4G36570	EUTSA_v10026710mg
OG0000132	AT1G19510	EUTSA_v10009748mg
OG0000132	AT1G75250	EUTSA_v10019367mg
OG0000132	AT4G39250	EUTSA_v10027169mg
OG0000132	AT2G21650	EUTSA_v10000389mg
OG0000133	AT5G28000, AT5G28010	EUTSA_v10009858mg
OG0000133	AT1G70880	EUTSA_v10019433mg
OG0000134	AT5G46520, AT5G46510, AT5G46490, AT1G31540, AT5G46260, AT5G46500, AT5G46270	EUTSA_v10003136mg
OG0000134	AT5G40060	EUTSA_v10028756mg, EUTSA_v10000753mg
OG0000134	AT5G46450	EUTSA_v10001234mg
OG0000135	AT1G69660, AT1G69650	EUTSA_v10019457mg, EUTSA_v10019611mg
OG0000137	AT1G29500	EUTSA_v10009397mg, EUTSA_v10009068mg
OG0000137	AT1G29420	EUTSA_v10009036mg
OG0000137	AT1G29490	EUTSA_v10009169mg
OG0000138	AT1G78400	EUTSA_v10018650mg
OG0000138	AT2G33160	EUTSA_v10017763mg
OG0000138	AT1G17150	EUTSA_v10009641mg
OG0000138	AT1G43080, AT1G43090, AT1G43100, AT2G40310, AT4G13760, AT2G26620, AT2G15470, AT2G15460, AT2G15450	EUTSA_v10017738mg
OG0000140	AT2G07200	EUTSA_v10002273mg, EUTSA_v10012310mg, EUTSA_v10003498mg, EUTSA_v10027407mg, EUTSA_v10019487mg, EUTSA_v10000546mg, EUTSA_v10017585mg, EUTSA_v10003049mg, EUTSA_v10021988mg, EUTSA_v10003081mg, EUTSA_v10023117mg, EUTSA_v10002206mg, EUTSA_v10002319mg, EUTSA_v10000658mg, EUTSA_v10011100mg
OG0000143	AT3G18650	EUTSA_v10022126mg
OG0000143	AT4G02235, AT5G65330, AT4G11250	EUTSA_v10005313mg
OG0000143	AT5G40070, AT5G40120, AT5G41200, AT5G40220, AT5G38740, AT5G37415, AT5G39810, AT5G39750	EUTSA_v10028184mg, EUTSA_v10028281mg, EUTSA_v10028282mg
OG0000144	AT2G45550	EUTSA_v10010304mg
OG0000144	AT2G45570, AT2G45560	EUTSA_v10016531mg
OG0000144	AT1G33730, AT1G33720	EUTSA_v10001282mg
OG0000144	AT2G45580	EUTSA_v10001412mg
OG0000146	AT4G35200	EUTSA_v10027560mg, EUTSA_v10027348mg
OG0000146	AT4G35210	EUTSA_v10026047mg
OG0000146	AT2G17070, AT2G17080	EUTSA_v10023068mg, EUTSA_v10022833mg
OG0000149	AT1G56145	EUTSA_v10000587mg, EUTSA_v10012006mg
OG0000149	AT1G56140, AT1G56130, AT1G56120	EUTSA_v10011215mg
OG0000150	AT1G35035, AT1G34840, AT1G34850, AT1G34795, AT1G34830, AT1G34810, AT1G34815, AT1G34792, AT1G34825, AT1G34805, AT1G34820, AT1G34800, AT1G34930, AT1G34860, AT1G21835	EUTSA_v10009885mg, EUTSA_v10009544mg, EUTSA_v10009676mg
OG0000150	AT1G21928, AT1G21925	EUTSA_v10009497mg
OG0000150	AT1G21864, AT1G21866	EUTSA_v10023052mg, EUTSA_v10022969mg, EUTSA_v10027249mg, EUTSA_v10027078mg
OG0000153	AT1G21620	EUTSA_v10015334mg, EUTSA_v10015341mg, EUTSA_v10014036mg
OG0000153	AT5G60110, AT5G60180	EUTSA_v10016021mg, EUTSA_v10015422mg, EUTSA_v10011949mg, EUTSA_v10015510mg
OG0000154	AT3G60140	EUTSA_v10005858mg
OG0000154	AT2G44470	EUTSA_v10001770mg
OG0000154	AT2G44460	EUTSA_v10001756mg
OG0000155	AT2G26720, AT2G31050	EUTSA_v10017630mg, EUTSA_v10017608mg, EUTSA_v10017820mg, EUTSA_v10017853mg, EUTSA_v10017770mg, EUTSA_v10017858mg, EUTSA_v10017707mg, EUTSA_v10017568mg, EUTSA_v10026766mg
OG0000156	AT5G57260	EUTSA_v10013314mg
OG0000156	AT2G02580	EUTSA_v10004067mg
OG0000156	AT3G26330, AT3G26320	EUTSA_v100040361mg
OG0000156	AT3G26300, AT3G26310	EUTSA_v10004078mg
OG0000156	AT3G26290	EUTSA_v10004070mg
OG0000158	AT1G48660	EUTSA_v10011352mg
OG0000158	AT1G48670	EUTSA_v10012014mg, EUTSA_v10011483mg
OG0000158	AT5G51470	EUTSA_v10015256mg
OG0000159	AT1G13420, AT1G13430, AT2G14920	EUTSA_v10009721mg
OG0000159	AT5G43690	EUTSA_v10002041mg, EUTSA_v10009882mg, EUTSA_v10008193mg, EUTSA_v10023962mg, EUTSA_v10024038mg, EUTSA_v10024068mg, EUTSA_v10022446mg, EUTSA_v10024157mg, EUTSA_v10022458mg, EUTSA_v10024127mg, EUTSA_v10008182mg, EUTSA_v10014092mg
OG0000160	AT3G54410, AT1G70040	EUTSA_v10019602mg
OG0000160	AT1G70020, AT5G39330	EUTSA_v10019156mg
OG0000162	AT1G57830, AT1G60320	EUTSA_v10024056mg
OG0000163	AT2G05540	EUTSA_v10002728mg
OG0000163	AT2G05440, AT2G05510	EUTSA_v10011753mg, EUTSA_v10003123mg
OG0000164	AT4G21860	EUTSA_v10026236mg
OG0000164	AT4G04840	EUTSA_v10029338mg
OG0000164	AT4G21850	EUTSA_v10026512mg
OG0000164	AT4G04800	EUTSA_v10029054mg
OG0000166	AT2G15042	EUTSA_v10003118mg
OG0000167	AT3G12580	EUTSA_v10020257mg
OG0000167	AT1G16030	EUTSA_v10007031mg
OG0000167	AT3G09440	EUTSA_v10020258mg
OG0000167	AT5G02500	EUTSA_v10012922mg
OG0000167	AT1G56410	EUTSA_v10023343mg
OG0000170	AT2G29735	EUTSA_v10017796mg
OG0000170	AT4G16165, AT1G66870, AT1G66852, AT1G66855	EUTSA_v10019456mg
OG0000170	AT5G53600, AT5G53610	EUTSA_v10005328mg
OG0000171	AT4G03505, AT4G03470	EUTSA_v10029249mg
OG0000171	AT4G05040, AT4G14400, AT4G14390	EUTSA_v10002422mg, EUTSA_v10002620mg, EUTSA_v10002604mg
OG0000171	AT1G03670	EUTSA_v10002443mg
OG0000173	AT1G60880, AT1G60920	EUTSA_v10023871mg, EUTSA_v10023813mg
OG0000173	AT5G04640, AT4G14530, AT1G46408	EUTSA_v10023175mg, EUTSA_v10015623mg
OG0000174	AT1G66850	EUTSA_v10019362mg
OG0000174	AT5G38197, AT5G38195, AT5G38180	EUTSA_v10028232mg
OG0000174	AT3G57310	EUTSA_v10029435mg, EUTSA_v10009184mg, EUTSA_v10009190mg
OG0000178	AT1G05920	EUTSA_v10022269mg, EUTSA_v10009348mg
OG0000178	AT1G32030	EUTSA_v10009508mg, EUTSA_v10009706mg, EUTSA_v10009730mg, EUTSA_v10029469mg, EUTSA_v10029136mg, EUTSA_v10029471mg, EUTSA_v10029259mg
OG0000179	AT1G47620, AT1G66030	EUTSA_v10027722mg, EUTSA_v10028238mg
OG0000179	AT5G02900	EUTSA_v10028261mg
OG0000179	AT4G39510	EUTSA_v10027133mg
OG0000179	AT4G32170	EUTSA_v10024958mg
OG0000180	AT4G34720	EUTSA_v10026432mg
OG0000180	AT4G38920	EUTSA_v10026432mg
OG0000180	AT2G16510	EUTSA_v10026432mg
OG0000181	AT1G32225	EUTSA_v10011074mg
OG0000182	AT4G15970	EUTSA_v10026794mg, EUTSA_v10027358mg
OG0000182	AT4G19975	EUTSA_v10025579mg
OG0000182	AT5G44820	EUTSA_v10000930mg
OG0000182	AT1G14590	EUTSA_v10025388mg, EUTSA_v10004358mg
OG0000183	AT3G47790	EUTSA_v10010110mg
OG0000183	AT5G61700	EUTSA_v10023276mg
OG0000183	AT5G61740	EUTSA_v10003645mg
OG0000183	AT3G47780	EUTSA_v10010102mg
OG0000183	AT3G47750, AT3G47760, AT3G47770	EUTSA_v10010112mg, EUTSA_v10011002mg
OG0000183	AT3G47740	EUTSA_v10011038mg
OG0000184	AT3G22470, AT1G12700	EUTSA_v10020312mg, EUTSA_v10002441mg
OG0000184	AT1G12775, AT1G12300, AT1G12620	EUTSA_v10007258mg, EUTSA_v10007046mg, EUTSA_v10007095mg, EUTSA_v10007048mg
OG0000185	AT5G37400, AT5G37650	EUTSA_v10001931mg
OG0000186	AT1G28610, AT2G27360	EUTSA_v10006895mg
OG0000189	AT3G59200	EUTSA_v10006442mg
OG0000189	AT3G59240	EUTSA_v10006443mg
OG0000189	AT3G59250	EUTSA_v10002546mg
OG0000189	AT3G59180, AT3G59190	EUTSA_v10005952mg, EUTSA_v10006403mg
OG0000189	AT4G14103, AT4G14096	EUTSA_v10005904mg
OG0000189	AT3G59210	EUTSA_v10006219mg, EUTSA_v10005937mg
OG0000190	AT1G12665, AT1G12663	EUTSA_v10023017mg
OG0000190	AT1G12672	EUTSA_v10009133mg
OG0000192	AT4G18050	EUTSA_v10024238mg
OG0000192	AT1G02520, AT1G02530	EUTSA_v10006577mg
OG0000192	AT4G01820, AT4G01830	EUTSA_v10029333mg
OG0000192	AT3G62150	EUTSA_v10005750mg
OG0000192	AT2G47000	EUTSA_v10001285mg
OG0000193	AT1G48470	EUTSA_v10011613mg
OG0000193	AT3G17820	EUTSA_v10021026mg
OG0000193	AT1G66200	EUTSA_v10018774mg
OG0000193	AT5G37600	EUTSA_v10027817mg
OG0000193	AT5G16570	EUTSA_v10013948mg
OG0000194	AT2G05330, AT5G48510	EUTSA_v10017689mg, EUTSA_v10012296mg, EUTSA_v10011969mg
OG0000194	AT2G40450	EUTSA_v10017581mg, EUTSA_v10017692mg, EUTSA_v10017253mg
OG0000194	AT4G04090	EUTSA_v10029229mg
OG0000195	AT1G14800	EUTSA_v10002217mg, EUTSA_v10015887mg, EUTSA_v10002797mg, EUTSA_v10000462mg, EUTSA_v10009766mg, EUTSA_v10005358mg
OG0000197	AT2G14378, AT4G35165	EUTSA_v10005158mg
OG0000197	AT2G27315	EUTSA_v10005396mg
OG0000198	AT3G45555	EUTSA_v10015687mg
OG0000198	AT3G45540	EUTSA_v10003078mg
OG0000199	AT5G59840	EUTSA_v10014643mg
OG0000199	AT5G03520, AT3G09900	EUTSA_v10021492mg
OG0000199	AT3G53610	EUTSA_v10010710mg
OG0000202	AT1G47730, AT1G48060	EUTSA_v10011966mg, EUTSA_v10012059mg, EUTSA_v10015925mg
OG0000202	AT1G50870	EUTSA_v10012180mg
OG0000202	AT3G10240, AT1G47765	EUTSA_v10012345mg, EUTSA_v10012245mg, EUTSA_v10012176mg, EUTSA_v10011993mg, EUTSA_v10012065mg, EUTSA_v10003413mg, EUTSA_v10003347mg, EUTSA_v10003313mg, EUTSA_v10017831mg, EUTSA_v10012114mg, EUTSA_v10011960mg
OG0000202	AT1G47790	EUTSA_v10003356mg
OG0000203	AT5G03390	EUTSA_v10013853mg
OG0000203	AT1G68960	EUTSA_v10019605mg
OG0000204	AT4G39756	EUTSA_v10026900mg
OG0000204	AT4G39060	EUTSA_v10005635mg, EUTSA_v10005584mg
OG0000204	AT4G39753, AT5G28180, AT5G28160	EUTSA_v10012131mg, EUTSA_v10023938mg
OG0000205	AT1G14080	EUTSA_v10009946mg
OG0000205	AT2G15390, AT2G15360, AT2G15370, AT2G15350	EUTSA_v10022636mg
OG0000205	AT1G14110	EUTSA_v10009405mg
OG0000210	AT4G13290, AT4G13310	EUTSA_v10027074mg
OG0000211	AT1G21210	EUTSA_v10006909mg
OG0000212	AT5G28823	EUTSA_v10019718mg, EUTSA_v10016371mg, EUTSA_v10009948mg, EUTSA_v10029298mg
OG0000213	AT3G22940, AT3G22421	EUTSA_v10015830mg, EUTSA_v10015464mg
OG0000214	AT4G04510	EUTSA_v10028498mg
OG0000214	AT4G04570	EUTSA_v10028504mg
OG0000214	AT4G04540	EUTSA_v10028500mg, EUTSA_v10028501mg
OG0000216	AT4G18360	EUTSA_v10025514mg
OG0000216	AT3G14420	EUTSA_v10020979mg
OG0000216	AT3G14415	EUTSA_v10020982mg
OG0000217	AT3G05370	EUTSA_v10018259mg
OG0000217	AT1G71400, AT1G71390	EUTSA_v10018341mg
OG0000217	AT3G05360	EUTSA_v10026970mg, EUTSA_v10024473mg, EUTSA_v10024400mg, EUTSA_v10024467mg, EUTSA_v10024443mg
OG0000218	AT5G63070	EUTSA_v10005643mg
OG0000218	AT1G04270	EUTSA_v10009006mg
OG0000218	AT5G09510	EUTSA_v10014917mg
OG0000219	AT3G61182	EUTSA_v10017941mg
OG0000219	AT3G43505	EUTSA_v10003401mg
OG0000219	AT3G20997, AT3G20993, AT3G61175, AT3G61177	EUTSA_v10006351mg, EUTSA_v10006468mg
OG0000220	AT4G20210	EUTSA_v10028539mg
OG0000220	AT1G66020, AT4G20200, AT4G20230, AT3G29190	EUTSA_v10027515mg
OG0000220	AT1G48800, AT1G48820	EUTSA_v10012385mg, EUTSA_v10012075mg
OG0000222	AT4G15430	EUTSA_v10024504mg
OG0000222	AT3G21620	EUTSA_v10020132mg
OG0000222	AT1G11960	EUTSA_v10006870mg
OG0000222	AT1G62320	EUTSA_v10023297mg
OG0000222	AT4G04340	EUTSA_v10028449mg
OG0000222	AT4G22120	EUTSA_v10024476mg
OG0000223	AT3G20520	EUTSA_v10020151mg
OG0000223	AT5G55480	EUTSA_v10012748mg
OG0000223	AT1G66980, AT1G66970	EUTSA_v10018170mg
OG0000223	AT4G26690	EUTSA_v10024494mg
OG0000225	AT5G41690	EUTSA_v10018369mg, EUTSA_v10019472mg, EUTSA_v10018407mg
OG0000226	AT1G27220, AT1G27250	EUTSA_v10009361mg, EUTSA_v10009595mg
OG0000226	AT1G70030	EUTSA_v10019296mg
OG0000228	AT4G23400	EUTSA_v10025910mg
OG0000228	AT4G00430	EUTSA_v10028860mg
OG0000228	AT1G01620	EUTSA_v10008397mg
OG0000228	AT3G61430	EUTSA_v10006141mg
OG0000228	AT2G45960	EUTSA_v10001573mg
OG0000229	AT4G03625	EUTSA_v10009631mg, EUTSA_v10023830mg
OG0000230	AT1G29730, AT1G29740	EUTSA_v10006680mg
OG0000230	AT1G29720	EUTSA_v10009409mg, EUTSA_v10015261mg
OG0000232	AT1G32375	EUTSA_v10015652mg
OG0000232	AT5G50270	EUTSA_v10013717mg, EUTSA_v10028200mg, EUTSA_v10028119mg
OG0000233	AT1G77570	EUTSA_v10028027mg
OG0000234	AT1G78340	EUTSA_v10019120mg
OG0000234	AT1G78380	EUTSA_v10019118mg
OG0000234	AT1G17180	EUTSA_v10008735mg
OG0000234	AT1G78360	EUTSA_v10019490mg
OG0000235	AT3G14610	EUTSA_v10020533mg
OG0000235	AT3G14630	EUTSA_v10021962mg
OG0000235	AT3G14680, AT3G14640	EUTSA_v10020855mg
OG0000236	AT1G45616	EUTSA_v10023121mg
OG0000237	AT2G18240	EUTSA_v10022852mg
OG0000237	AT2G23310	EUTSA_v10000326mg
OG0000237	AT2G21600	EUTSA_v10000333mg
OG0000237	AT4G39220	EUTSA_v10026317mg
OG0000238	AT5G10140	EUTSA_v10014726mg
OG0000238	AT5G65050, AT5G65060, AT1G77080	EUTSA_v10005413mg
OG0000238	AT5G65080, AT5G65070	EUTSA_v10004949mg
OG0000239	AT3G62850	EUTSA_v10000121mg
OG0000240	AT2G22290	EUTSA_v10000663mg
OG0000240	AT4G39890	EUTSA_v10026225mg
OG0000240	AT5G10260	EUTSA_v10014689mg
OG0000240	AT5G64990	EUTSA_v10005261mg
OG0000240	AT2G44610	EUTSA_v10001633mg
OG0000241	AT5G37640	EUTSA_v10022008mg
OG0000241	AT4G02890	EUTSA_v10028728mg
OG0000241	AT4G05320	EUTSA_v10011466mg
OG0000241	AT5G03240, AT5G20620	EUTSA_v10028730mg
OG0000242	AT4G20800	EUTSA_v10017619mg, EUTSA_v10027353mg, EUTSA_v10027093mg, EUTSA_v10027126mg
OG0000242	AT1G26400, AT1G26410, AT1G26380, AT1G26420	EUTSA_v10007352mg
OG0000242	AT1G26390	EUTSA_v10007336mg
OG0000243	AT2G29810, AT2G29800, AT2G29600, AT2G29820, AT2G29830, AT2G29860, AT2G29780, AT2G29770	EUTSA_v10012053mg, EUTSA_v10009897mg
OG0000244	AT1G66045, AT4G03040	EUTSA_v10001198mg
OG0000245	AT1G65800, AT1G65790	EUTSA_v10018108mg
OG0000245	AT3G12000	EUTSA_v10002984mg
OG0000248	AT2G36880	EUTSA_v10016774mg
OG0000248	AT3G17390	EUTSA_v10020887mg
OG0000248	AT4G01850	EUTSA_v10027815mg
OG0000248	AT1G02500	EUTSA_v10007845mg
OG0000249	AT3G32960	EUTSA_v10029088mg, EUTSA_v10028115mg, EUTSA_v10024057mg, EUTSA_v10003375mg, EUTSA_v10028100mg, EUTSA_v100282571mg, EUTSA_v100282570mg, EUTSA_v10011091mg, EUTSA_v10002282mg, EUTSA_v10022492mg, EUTSA_v10012309mg, EUTSA_v10023812mg
OG0000250	AT5G53380	EUTSA_v10015825mg, EUTSA_v10015275mg, EUTSA_v10003009mg
OG0000250	AT5G16350, AT5G12420	EUTSA_v10013397mg
OG0000251	AT4G15310	EUTSA_v10027495mg, EUTSA_v10025084mg
OG0000251	AT3G30290	EUTSA_v10027217mg, EUTSA_v10027528mg, EUTSA_v10027049mg
OG0000251	AT1G65670, AT4G15300, AT4G15396, AT4G15393	EUTSA_v10025137mg, EUTSA_v10027045mg
OG0000252	AT1G22370	EUTSA_v10007502mg, EUTSA_v10007489mg
OG0000252	AT1G22360	EUTSA_v100074990mg
OG0000252	AT1G22400	EUTSA_v10009957mg
OG0000256	AT5G53840	EUTSA_v10023168mg, EUTSA_v10015239mg
OG0000256	AT1G51370	EUTSA_v10015903mg, EUTSA_v10015428mg
OG0000257	AT1G09590, AT1G09690	EUTSA_v10008951mg, EUTSA_v10008955mg
OG0000258	AT3G27870	EUTSA_v10003537mg
OG0000258	AT1G26130	EUTSA_v10006594mg
OG0000258	AT1G68710	EUTSA_v10018025mg
OG0000258	AT1G13210	EUTSA_v10006589mg
OG0000258	AT3G25610	EUTSA_v10003538mg
OG0000259	AT2G23142, AT2G23148, AT5G38435, AT5G38440	EUTSA_v10028054mg
OG0000261	AT3G21120, AT3G21130	EUTSA_v10022141mg, EUTSA_v10020934mg, EUTSA_v10006371mg
OG0000262	AT1G69630	EUTSA_v10018570mg
OG0000262	AT1G66290, AT1G66320, AT1G66640, AT1G66300, AT1G66310, AT1G78760, AT1G78730, AT4G13985	EUTSA_v10007642mg, EUTSA_v10007510mg
OG0000262	AT1G78740	EUTSA_v10015993mg, EUTSA_v10015301mg, EUTSA_v10015350mg, EUTSA_v10015736mg, EUTSA_v10015884mg
OG0000263	AT3G06570	EUTSA_v10022428mg
OG0000265	AT1G56330	EUTSA_v10023657mg, EUTSA_v10023704mg
OG0000265	AT1G09180	EUTSA_v10008843mg
OG0000265	AT3G62560	EUTSA_v10006249mg
OG0000266	AT5G08350	EUTSA_v10014408mg
OG0000266	AT5G23360, AT5G23350, AT5G23370	EUTSA_v10004897mg, EUTSA_v10004905mg
OG0000268	AT2G28270	EUTSA_v10002650mg, EUTSA_v10023934mg
OG0000268	AT2G44380, AT2G44390	EUTSA_v10001796mg
OG0000268	AT2G44370	EUTSA_v10001601mg
OG0000269	AT1G22650	EUTSA_v10007305mg
OG0000269	AT1G72000	EUTSA_v10019647mg
OG0000269	AT4G34860	EUTSA_v10024783mg
OG0000269	AT1G35580	EUTSA_v10001814mg
OG0000269	AT4G09510	EUTSA_v10028553mg
OG0000270	AT1G60750	EUTSA_v10023569mg
OG0000270	AT1G60690	EUTSA_v10024059mg
OG0000270	AT1G60730, AT1G60680	EUTSA_v10023573mg, EUTSA_v10023904mg
OG0000271	AT5G46950, AT5G46960	EUTSA_v10001199mg, EUTSA_v10001105mg
OG0000271	AT5G46930, AT5G46940	EUTSA_v10001100mg
OG0000272	AT1G22710	EUTSA_v10009321mg
OG0000272	AT5G06170, AT5G43610, AT2G14670, AT1G66570	EUTSA_v10015600mg, EUTSA_v10023916mg, EUTSA_v10023799mg
OG0000272	AT1G71890, AT1G71880	EUTSA_v10018412mg
OG0000273	AT4G11760, AT4G11485	EUTSA_v10011889mg, EUTSA_v10022447mg, EUTSA_v10011890mg, EUTSA_v10011989mg, EUTSA_v10011888mg
OG0000273	AT3G25265	EUTSA_v10028008mg
OG0000275	AT3G21800, AT3G21790	EUTSA_v10021907mg
OG0000275	AT4G15270, AT4G15280, AT4G15260	EUTSA_v10025075mg
OG0000276	AT5G48000, AT1G78490	EUTSA_v10016633mg
OG0000276	AT1G55940	EUTSA_v10004108mg
OG0000276	AT3G44970	EUTSA_v10010943mg
OG0000277	AT1G07920, AT1G07940, AT5G60390, AT1G07930	EUTSA_v10013526mg, EUTSA_v10007618mg, EUTSA_v10007619mg, EUTSA_v10007620mg
OG0000279	AT4G04460	EUTSA_v10028587mg
OG0000279	AT1G11910	EUTSA_v10007418mg
OG0000279	AT1G62290	EUTSA_v10023414mg
OG0000280	AT2G36750	EUTSA_v10016560mg
OG0000280	AT2G36790, AT2G36800	EUTSA_v10016558mg, EUTSA_v10017544mg
OG0000281	AT1G77520	EUTSA_v10018703mg
OG0000282	AT5G15160	EUTSA_v10015131mg
OG0000282	AT1G26945	EUTSA_v10009197mg
OG0000282	AT3G28857	EUTSA_v10005197mg
OG0000282	AT5G39860	EUTSA_v10028074mg
OG0000283	AT2G35250	EUTSA_v10017910mg
OG0000283	AT2G27320, AT2G38255	EUTSA_v10017827mg, EUTSA_v10009920mg
OG0000287	AT4G08780, AT4G08770	EUTSA_v10028769mg
OG0000287	AT3G32980	EUTSA_v10022759mg
OG0000287	AT3G49110, AT3G49120	EUTSA_v10010494mg
OG0000288	AT2G24170	EUTSA_v10000079mg
OG0000288	AT5G25100	EUTSA_v10003800mg
OG0000288	AT5G10840	EUTSA_v10012938mg
OG0000290	AT3G62960	EUTSA_v10006331mg
OG0000290	AT2G47880	EUTSA_v10001691mg
OG0000290	AT1G06830	EUTSA_v10009180mg
OG0000290	AT2G30540	EUTSA_v10017804mg
OG0000291	AT5G54010	EUTSA_v10013535mg
