Orthogroup	Arabidopsis_thaliana	Tarenaya_hassleriana
OG0000216	AT4G18360	Th2v07402, Th2v10676
OG0000216	AT3G14420, AT3G14415	Th2v00910
OG0000218	AT5G09490, AT5G09500, AT5G43640, AT5G63070, AT1G04270, AT5G09510	Th2v08033, Th2v16117, Th2v19289, Th2v24582
OG0000219	AT3G61182, AT3G43505, AT1G49435, AT3G20997, AT3G20993, AT3G61175, AT3G61177, AT3G61172	Th2v04662, Th2v04663
OG0000220	AT4G15870, AT2G23230, AT4G20210, AT1G66020, AT4G20200, AT4G20230, AT3G29190, AT3G29110, AT1G48800, AT1G48820	Th2v24410, Th2v26018, Th2v31556, Th2v26019
OG0000222	AT4G15430, AT3G21620	Th2v26221
OG0000222	AT1G11960, AT1G62320	Th2v04921
OG0000222	AT4G04340, AT4G22120	Th2v04430
OG0000223	AT3G20520	Th2v21819
OG0000223	AT5G55480, AT1G66980, AT1G66970, AT4G26690	Th2v09446, Th2v21656
OG0000226	AT5G15025, AT1G27220, AT1G27250, AT1G70030, AT1G24200, AT5G15040, AT5G15030	Th2v07013
OG0000227	AT4G08410, AT4G08400, AT5G06640, AT4G13390, AT5G06630, AT2G24980, AT5G35190, AT3G28550	Th2v30189
OG0000228	AT4G23400, AT4G00430, AT1G01620, AT3G61430, AT2G45960	Th2v07170, Th2v12873, Th2v22568, Th2v20231, Th2v20501, Th2v07809
OG0000229	AT4G03625, AT4G05460	Th2v04341
OG0000230	AT1G29730, AT1G29740	Th2v26562, Th2v26564
OG0000230	AT1G29720	Th2v26563
OG0000234	AT1G78340, AT1G78380	Th2v10044
OG0000234	AT1G17180, AT1G17170, AT1G78360	Th2v23289
OG0000235	AT3G14610, AT3G14630, AT3G14650, AT3G14660, AT3G14690, AT3G14680, AT3G14640	Th2v00901, Th2v23742, Th2v23740, Th2v23741, Th2v27421
OG0000236	AT1G45616, AT1G47890	Th2v11181
OG0000237	AT2G18240	Th2v12237, Th2v03017, Th2v21539
OG0000237	AT2G23310	Th2v03091, Th2v12313
OG0000237	AT2G21600	Th2v02322, Th2v03237, Th2v12547
OG0000238	AT5G10140, AT5G65050, AT5G65060, AT1G77080, AT5G65080, AT5G65070	Th2v11783, Th2v13634, Th2v13635
OG0000240	AT2G22290, AT4G39890	Th2v03187
OG0000240	AT5G10260, AT5G64990	Th2v13625, Th2v11779, Th2v31476
OG0000240	AT2G44610	Th2v07107, Th2v18070, Th2v12770, Th2v22457
OG0000241	AT5G37640	Th2v14446
OG0000241	AT1G55060	Th2v10001
OG0000241	AT4G05050	Th2v04354
OG0000241	AT4G02890	Th2v08824
OG0000241	AT4G05320	Th2v10763
OG0000242	AT4G20800, AT1G26400, AT1G26410, AT1G26380, AT1G26420, AT1G26390	Th2v04309, Th2v04310
OG0000245	AT4G21380, AT1G65800, AT1G65790, AT3G12000	Th2v10771
OG0000246	AT3G23950, AT3G23970	Th2v00475
OG0000247	AT5G48770, AT4G09360, AT1G17600, AT5G40100, AT1G72840, AT4G09430	Th2v09989
OG0000248	AT2G36880	Th2v08838, Th2v20036
OG0000248	AT4G01850, AT1G02500	Th2v07889
OG0000250	AT5G22490, AT5G53380, AT5G16350, AT5G12420	Th2v09707
OG0000251	AT4G15310	Th2v00716
OG0000251	AT3G30290, AT1G65670, AT4G15300, AT4G15396, AT4G15393	Th2v00717
OG0000252	AT1G22380, AT1G22340, AT1G22370, AT1G22360, AT1G22400	Th2v21144, Th2v04200, Th2v27956
OG0000255	AT4G05360	Th2v05000, Th2v30445
OG0000257	AT1G57660, AT1G57860, AT1G09590, AT1G09690	Th2v03799, Th2v28611, Th2v05070, Th2v06164, Th2v14869, Th2v24339
OG0000258	AT3G27870	Th2v28926
OG0000258	AT1G26130, AT1G68710	Th2v24886
OG0000258	AT1G13210, AT3G25610	Th2v00183, Th2v06461, Th2v15159
OG0000259	AT2G23142, AT2G23148, AT5G38435, AT5G38440	Th2v20115, Th2v20116, Th2v20117, Th2v20118, Th2v20119
OG0000264	AT3G57640, AT1G65250, AT1G65190, AT1G67470	Th2v13204
OG0000265	AT1G09180	Th2v05099
OG0000265	AT3G62560	Th2v07320
OG0000265	AT4G02080, AT1G02620	Th2v16316
OG0000266	AT5G08350, AT5G23360, AT5G23350, AT5G23370	Th2v24131, Th2v11848, Th2v13802
OG0000267	AT5G27810, AT5G48670	Th2v11248
OG0000268	AT5G43520, AT2G28270, AT2G44380, AT2G44390, AT2G17740, AT2G44370, AT5G40590	Th2v13146, Th2v12756, Th2v22444
OG0000269	AT1G22650	Th2v27927
OG0000269	AT1G35580, AT4G09510	Th2v17153, Th2v04714
OG0000270	AT1G60750, AT1G10810, AT1G60710, AT1G60690, AT1G60730, AT1G60680	Th2v06114, Th2v14823, Th2v04983, Th2v20710
OG0000271	AT5G46950, AT5G46960, AT5G46930, AT5G46940, AT5G46970	Th2v06834, Th2v15532
OG0000272	AT1G22710, AT5G06170, AT5G43610, AT2G14670, AT1G66570, AT1G71890, AT1G71880	Th2v27919, Th2v30058
OG0000277	AT1G07920, AT1G07940, AT5G60390, AT1G07930	Th2v01062, Th2v01063, Th2v07596, Th2v15693, Th2v08316, Th2v08317, Th2v21249, Th2v18836, Th2v07737, Th2v15564
OG0000279	AT4G04460	Th2v04426, Th2v16701
OG0000279	AT1G11910	Th2v04925, Th2v05997, Th2v14706, Th2v20611
OG0000279	AT1G62290	Th2v20610
OG0000280	AT2G36750, AT2G36790, AT2G36800, AT2G36760, AT2G36770, AT2G36780	Th2v03647, Th2v11092, Th2v30056, Th2v11091, Th2v30054
OG0000281	AT1G77530, AT1G77520, AT1G63140, AT1G62900	Th2v04156
OG0000282	AT5G15160	Th2v23117, Th2v24687
OG0000282	AT1G26945	Th2v25008, Th2v25639
OG0000282	AT3G28857, AT5G39860	Th2v00381, Th2v23235
OG0000283	AT2G35250, AT2G27320, AT2G38255	Th2v17282
OG0000286	AT4G03728	Th2v21894, Th2v31507
OG0000287	AT4G08780, AT4G08770, AT3G32980, AT3G49110, AT3G49120	Th2v17660, Th2v19042
OG0000288	AT2G24170	Th2v01784
OG0000288	AT3G13772, AT1G55130	Th2v26092, Th2v00965
OG0000288	AT5G25100, AT5G10840	Th2v30695, Th2v17442, Th2v21398
OG0000290	AT3G62960	Th2v07327, Th2v22768
OG0000290	AT1G06830	Th2v08226, Th2v10455
OG0000291	AT5G54010, AT4G27570, AT4G27560, AT2G22930, AT4G09500, AT5G53990, AT1G64910, AT1G64920	Th2v09669
OG0000292	AT5G37910, AT5G37900, AT5G37870, AT5G37890	Th2v05300
OG0000293	AT2G29150, AT2G29170, AT2G29360, AT2G29370, AT2G29290, AT2G29350	Th2v07508, Th2v15765, Th2v07509, Th2v15764
OG0000298	AT1G32880, AT5G49310, AT3G06720	Th2v11380, Th2v08998, Th2v18370
OG0000298	AT4G16143	Th2v26274, Th2v25516
OG0000298	AT1G02690, AT4G02150	Th2v07916, Th2v16308
OG0000299	AT1G64740	Th2v00676
OG0000300	AT3G53810, AT2G37710, AT4G02420, AT4G02410	Th2v16941
OG0000302	AT1G20510	Th2v05793, Th2v20887, Th2v28132
OG0000302	AT1G20480	Th2v04099
OG0000302	AT5G38120, AT1G20500, AT1G20490	Th2v28131
OG0000303	AT1G04380, AT5G59540, AT5G59530, AT1G04350	Th2v08035, Th2v08036
OG0000304	AT3G29375	Th2v17744
OG0000304	AT4G00380, AT1G15910	Th2v10178, Th2v10177
OG0000305	AT4G30074, AT5G38330, AT5G42242, AT5G38317, AT4G30070	Th2v02151, Th2v02152
OG0000306	AT3G14210, AT1G54020, AT1G54000, AT1G54010	Th2v00927, Th2v26083
OG0000307	AT5G60660	Th2v07603, Th2v15687
OG0000307	AT2G37170, AT2G37180, AT3G53420	Th2v16894
OG0000308	AT1G23480	Th2v03572, Th2v30172
OG0000308	AT4G16590, AT1G24070, AT5G16190, AT4G13410	Th2v29250, Th2v06617, Th2v15316
OG0000310	AT3G48290, AT3G48310, AT3G48320, AT3G48280, AT3G48270, AT3G48300	Th2v14047, Th2v11952, Th2v02637, Th2v02638
OG0000314	AT3G13650, AT5G49040, AT3G13662, AT1G55210	Th2v00974
OG0000317	AT1G52740	Th2v20323, Th2v29602
OG0000317	AT3G54560	Th2v03567, Th2v06588, Th2v15287
OG0000317	AT2G38810	Th2v29720
OG0000318	AT2G43700, AT2G43690, AT3G59730, AT3G59740, AT3G59750, AT3G59700	Th2v03320
OG0000319	AT3G60130, AT2G25630, AT5G44640, AT5G42260, AT2G44450	Th2v12759, Th2v22447, Th2v07115, Th2v18063, Th2v31360
OG0000321	AT1G26570	Th2v31218, Th2v24928
OG0000321	AT5G39320, AT3G29360	Th2v24085
OG0000321	AT5G15490	Th2v06331, Th2v15029, Th2v23090, Th2v24661
OG0000323	AT2G24560, AT1G58430, AT2G31550, AT2G31540, AT2G30220, AT2G30310	Th2v08237
OG0000327	AT4G15233, AT4G15236, AT4G15230, AT4G15215	Th2v19302
OG0000327	AT3G53480, AT2G37280	Th2v21263, Th2v16902
OG0000329	AT1G04580, AT2G27150	Th2v07712, Th2v15587, Th2v07711, Th2v15588
OG0000329	AT3G43600	Th2v17982
OG0000329	AT5G20960	Th2v17983
OG0000330	AT2G14900	Th2v01251
OG0000330	AT2G39540, AT1G10588, AT5G59845	Th2v28819
OG0000332	AT2G23350	Th2v02398, Th2v03087
OG0000332	AT1G49760	Th2v29408, Th2v29117
OG0000332	AT4G34110, AT2G15500	Th2v02562, Th2v02780
OG0000333	AT2G34430, AT2G34420, AT1G29930, AT1G29920, AT1G29910	Th2v10398, Th2v26572
OG0000334	AT3G09500	Th2v19991, Th2v08920, Th2v14459
OG0000334	AT2G39390	Th2v22311, Th2v03525, Th2v06653, Th2v15352
OG0000335	AT3G54270	Th2v30294
OG0000335	AT3G52340	Th2v30378
OG0000336	AT5G38910, AT5G38940, AT5G38930, AT5G38960, AT4G14630	Th2v00653, Th2v00654
OG0000337	AT4G15160	Th2v24613, Th2v19310
OG0000337	AT1G62500	Th2v20589
OG0000338	AT3G02480, AT5G15970, AT5G15960	Th2v23045
OG0000338	AT5G38760	Th2v06315, Th2v15013
OG0000342	AT2G01750, AT1G14840	Th2v05417, Th2v06539, Th2v15238
OG0000342	AT1G68060, AT1G24764	Th2v24819, Th2v03930, Th2v30519
OG0000343	AT1G73260	Th2v28094, Th2v28095
OG0000345	AT2G13800, AT2G13790, AT4G33430	Th2v02589, Th2v02669
OG0000345	AT1G71830, AT1G34210	Th2v04692, Th2v17139
OG0000346	AT1G79320, AT1G79330	Th2v10139
OG0000346	AT1G79310	Th2v23361
OG0000346	AT1G79340	Th2v10138
OG0000347	AT2G32670, AT1G04760	Th2v16060
OG0000347	AT2G33120, AT1G04750	Th2v08079, Th2v16058, Th2v27115
OG0000350	AT3G17010, AT5G18090, AT5G18000	Th2v12063, Th2v19099
OG0000351	AT1G49490	Th2v29543, Th2v30874
OG0000351	AT2G15880, AT4G33970	Th2v02859
OG0000352	AT1G16930, AT1G16945, AT1G60400, AT1G60410, AT1G80470	Th2v10071, Th2v30002, Th2v23304
OG0000353	AT2G44030, AT2G45406, AT3G46050, AT5G03000, AT5G02990, AT5G02995, AT5G03020, AT5G03010, AT5G02980	Th2v19696
OG0000354	AT5G61680, AT1G69940, AT5G07410, AT5G07420, AT5G07430	Th2v24043, Th2v13903, Th2v13904
OG0000355	AT4G02760, AT4G02735, AT4G02733, AT4G08535, AT4G02740	Th2v16252
OG0000357	AT5G10625, AT5G24860	Th2v17425, Th2v29453
OG0000357	AT4G31380	Th2v12385, Th2v02083, Th2v01819
OG0000358	AT2G02360, AT2G02250, AT2G02240	Th2v00077
OG0000360	AT3G24670, AT4G13210	Th2v19562, Th2v25300
OG0000360	AT5G48900	Th2v09236
OG0000362	AT2G32940	Th2v08096
OG0000362	AT5G21150, AT5G21030	Th2v17973
OG0000362	AT2G27040	Th2v07725, Th2v15576
OG0000363	AT4G26230, AT5G56710, AT2G19740	Th2v12489, Th2v21706
OG0000364	AT3G20670, AT1G51060, AT5G54640, AT4G27230	Th2v24423, Th2v21836, Th2v28288, Th2v05469, Th2v20406
OG0000365	AT1G51490, AT1G51470, AT1G47600	Th2v17305
OG0000367	AT2G41240, AT3G56970, AT3G56980	Th2v03440, Th2v06781, Th2v15479
OG0000368	AT3G16780	Th2v26283, Th2v27687, Th2v18258, Th2v25507
OG0000368	AT1G02780, AT4G02230	Th2v07306, Th2v25801, Th2v31094, Th2v31564, Th2v13019, Th2v22725, Th2v27587, Th2v07922
OG0000369	AT2G31780, AT2G31770, AT2G31760, AT1G05890, AT2G31510	Th2v01176, Th2v15932
OG0000370	AT5G56470, AT1G32300, AT5G56490, AT2G46740, AT2G46750, AT2G46760	Th2v06620, Th2v15319, Th2v07223, Th2v12953, Th2v22651
OG0000372	AT1G57565, AT1G57580, AT1G20795, AT1G20800, AT1G20790	Th2v09783, Th2v28155
OG0000373	AT2G39590, AT5G59850, AT1G07770, AT3G46040	Th2v18810, Th2v19804, Th2v03796, Th2v06671, Th2v15371, Th2v22333, Th2v21276
OG0000374	AT3G01185, AT2G25482, AT2G21655, AT3G29797, AT3G30247, AT2G21727	Th2v17698, Th2v17699, Th2v28096, Th2v31037
OG0000376	AT1G29140	Th2v01320, Th2v26520
OG0000376	AT5G45880, AT4G18596	Th2v16550, Th2v27268
OG0000379	AT3G14540, AT3G14520, AT1G31950, AT3G32030, AT1G33750, AT3G14490, AT3G29410	Th2v19177
OG0000380	AT5G55340, AT5G55350, AT5G55360	Th2v21652
OG0000383	AT5G60860, AT3G15060	Th2v23771, Th2v27392, Th2v00884, Th2v30084
OG0000383	AT2G33870, AT1G28550	Th2v01304
OG0000384	AT2G29045, AT4G30064, AT4G30067, AT2G20208	Th2v12463, Th2v12464, Th2v12422, Th2v12457, Th2v12462
OG0000387	AT1G78955	Th2v10091
OG0000387	AT1G78970, AT1G78960, AT1G66960	Th2v23317, Th2v05667, Th2v23320, Th2v23318, Th2v23319
OG0000389	AT3G12670, AT4G20320	Th2v19840
OG0000389	AT2G34890, AT1G30820	Th2v10508, Th2v01397
OG0000390	AT3G14225, AT1G53990, AT1G53940, AT5G40990	Th2v26081
OG0000391	AT1G33840, AT2G14560, AT5G01750, AT3G11740	Th2v14514
OG0000392	AT3G24830	Th2v19572, Th2v25292
OG0000392	AT4G13170, AT3G07110, AT5G48760	Th2v24810, Th2v11431, Th2v18342
OG0000393	AT2G36160, AT3G11510, AT3G52580	Th2v03615, Th2v14351, Th2v22175, Th2v08743
OG0000395	AT1G02730	Th2v07918, Th2v16305
OG0000395	AT4G38190	Th2v12628
OG0000395	AT3G03050	Th2v09112, Th2v22977, Th2v18573
OG0000396	AT5G20560, AT1G33220, AT5G20340, AT5G20330, AT5G20390	Th2v18993
OG0000397	AT5G52750, AT5G52760, AT5G52770	Th2v26920
OG0000398	AT5G04370, AT5G04380, AT5G66430, AT3G11480	Th2v23928, Th2v11675, Th2v11673, Th2v11674
OG0000399	AT5G61160, AT3G29690, AT3G29680, AT3G29720, AT3G29635	Th2v06326, Th2v15024
OG0000401	AT3G16100, AT1G52280, AT1G49300, AT3G18820	Th2v23863, Th2v27304, Th2v21935
OG0000403	AT4G32840	Th2v01963
OG0000403	AT4G29220	Th2v01639, Th2v02192
OG0000403	AT4G26270, AT5G56630	Th2v21704, Th2v05537, Th2v09532
OG0000404	AT5G24150, AT5G24160, AT5G24140	Th2v30699, Th2v17325, Th2v17309, Th2v17324
OG0000405	AT2G28305	Th2v08329
OG0000405	AT3G53450, AT2G37210	Th2v16895
OG0000406	AT5G25400	Th2v17652
OG0000406	AT5G11230, AT2G25520, AT4G32390	Th2v02046, Th2v11121
OG0000407	AT5G54145, AT4G27657, AT4G27652	Th2v28338, Th2v09675, Th2v09676, Th2v09674, Th2v28337
OG0000408	AT1G04250	Th2v08031, Th2v16122
OG0000408	AT4G14550, AT3G23050	Th2v24584, Th2v19386, Th2v30090
OG0000409	AT5G27670	Th2v25441
OG0000409	AT5G02560	Th2v07563, Th2v15721, Th2v08300, Th2v08921
OG0000410	AT5G61412	Th2v01613, Th2v02201, Th2v02202
OG0000410	AT4G33145	Th2v01614
OG0000411	AT5G62540	Th2v05171, Th2v28677
OG0000411	AT1G14400, AT2G02760	Th2v25643, Th2v24004
OG0000412	AT1G79750	Th2v05595, Th2v07759
OG0000412	AT2G19900	Th2v02200
OG0000412	AT5G25880, AT5G11670	Th2v19280
OG0000413	AT5G17330	Th2v09128
OG0000413	AT1G65960	Th2v06275, Th2v14976
OG0000413	AT2G02010	Th2v00061
OG0000414	AT4G30140, AT2G19010, AT2G19060, AT2G19050	Th2v01712, Th2v01710, Th2v01711
OG0000417	AT5G62300, AT3G45030	Th2v24015, Th2v27882, Th2v13953
OG0000418	AT5G01140, AT5G01150, AT5G01130, AT5G43240, AT5G01120	Th2v14487
OG0000420	AT1G17745	Th2v30783
OG0000420	AT3G19480	Th2v29418
OG0000420	AT4G34200	Th2v02766, Th2v02570, Th2v12029
OG0000421	AT4G23590, AT4G23600	Th2v01783, Th2v02106, Th2v03771
OG0000422	AT4G11580	Th2v04522, Th2v16771
OG0000423	AT5G41120, AT5G41130, AT3G26820, AT3G26840	Th2v00261, Th2v06418, Th2v15117
OG0000424	AT3G20380, AT3G20370, AT3G20360	Th2v08403
OG0000425	AT4G10270, AT4G10265	Th2v04646, Th2v10913
OG0000426	AT3G48930, AT5G23740, AT4G30800	Th2v08505, Th2v19711, Th2v25254
OG0000427	AT5G40210	Th2v00341
OG0000427	AT3G28100, AT3G28080, AT3G28070, AT3G28130	Th2v28885
OG0000428	AT3G60415, AT3G60420, AT3G60440, AT3G60450	Th2v07084, Th2v18091, Th2v12793, Th2v22480
OG0000432	AT3G18773, AT1G49220, AT1G49210, AT1G49200	Th2v29435
OG0000433	AT2G02140, AT1G61070, AT2G02120, AT2G02130, AT2G02100	Th2v28662
OG0000435	AT1G20320, AT5G54210, AT3G17550, AT3G19600, AT3G19595, AT2G04930	Th2v22018
OG0000436	AT1G02930, AT1G02920, AT4G02520, AT2G02930	Th2v16275
OG0000437	AT5G40382	Th2v00322
OG0000437	AT5G61310, AT2G47380	Th2v07279, Th2v27577, Th2v30334
OG0000439	AT2G01820	Th2v00047
OG0000439	AT1G24650	Th2v28270
OG0000439	AT1G66150	Th2v00563
OG0000440	AT3G61110	Th2v03856, Th2v30786, Th2v30704
OG0000440	AT3G61111	Th2v16452
OG0000441	AT5G39130, AT5G39160, AT5G39190, AT5G39110, AT5G39120, AT5G39180, AT5G39150	Th2v00700
OG0000442	AT3G13520, AT1G55330, AT4G26320, AT5G56540	Th2v09527
OG0000443	AT1G60530, AT1G60500	Th2v20729, Th2v20727, Th2v20725, Th2v09728
OG0000445	AT2G16360, AT4G34555	Th2v02820, Th2v12080, Th2v02821
OG0000445	AT4G39200, AT2G21580	Th2v02321, Th2v12548, Th2v03239
OG0000447	AT5G55410, AT5G55460, AT5G55450	Th2v21654
OG0000448	AT2G37190, AT3G53430, AT5G60670	Th2v21240, Th2v14630, Th2v18850
OG0000449	AT5G48140, AT3G07830, AT3G07840, AT3G07820	Th2v11517, Th2v11515, Th2v11516, Th2v11518
OG0000451	AT5G52640	Th2v09742, Th2v26918
OG0000451	AT5G56000, AT5G56010, AT5G56030	Th2v09083, Th2v26176, Th2v05512, Th2v09486, Th2v21680
OG0000452	AT3G42170	Th2v21497, Th2v19013, Th2v18030
OG0000454	AT1G10540, AT1G60030	Th2v30424
OG0000454	AT5G49990	Th2v23521
OG0000454	AT5G62890	Th2v14017, Th2v09253, Th2v17393, Th2v23977
OG0000455	AT5G41980	Th2v06956
OG0000455	AT5G28730, AT3G30525, AT1G43722	Th2v31297
OG0000456	AT2G44790, AT3G60280, AT3G60270	Th2v07095, Th2v18081, Th2v12780, Th2v22467
OG0000458	AT5G47160, AT5G47150	Th2v10634
OG0000459	AT5G16970, AT5G16990, AT5G17000, AT5G16980, AT1G26320, AT3G03080	Th2v18570, Th2v22973
OG0000460	AT2G24040, AT4G28088	Th2v21772
OG0000460	AT4G30650, AT4G30660	Th2v01769, Th2v02117
OG0000461	AT3G59480	Th2v13331, Th2v25961
OG0000461	AT1G06020, AT1G06030, AT2G31390	Th2v08167, Th2v15928
OG0000462	AT1G48630, AT3G18130	Th2v25556, Th2v26350, Th2v27616, Th2v26351, Th2v27615
OG0000462	AT1G18080	Th2v05917, Th2v21030, Th2v09927
OG0000463	AT3G17690, AT3G17700	Th2v25542, Th2v26324, Th2v27645
OG0000464	AT4G34870	Th2v02520, Th2v02794, Th2v12099
OG0000464	AT2G16600, AT4G38740, AT2G21130	Th2v03287
OG0000466	AT3G08900, AT3G02230, AT5G15650	Th2v18626, Th2v09037, Th2v23072
OG0000467	AT4G36410	Th2v02433
OG0000467	AT1G45050, AT5G42990	Th2v01216, Th2v29063
OG0000467	AT1G75440	Th2v20937
OG0000469	AT3G12460, AT3G12430, AT3G12410, AT3G12420, AT3G12470	Th2v14035, Th2v14038, Th2v14036, Th2v14037
OG0000470	AT1G13530, AT1G13500, AT1G13490, AT1G13480, AT1G13520, AT1G13470	Th2v06462, Th2v15160
OG0000471	AT3G09750, AT4G05620, AT1G77880, AT4G39560	Th2v08507
OG0000472	AT5G48375, AT5G26000, AT5G25980	Th2v17598, Th2v17596, Th2v17597
OG0000473	AT3G23530, AT3G23510, AT3G23480, AT3G23470	Th2v28762, Th2v19443, Th2v19441, Th2v03770, Th2v03790
OG0000479	AT1G02830	Th2v13031, Th2v22738, Th2v29934, Th2v27020, Th2v07934
OG0000479	AT3G05560, AT5G27770	Th2v11211, Th2v18454
OG0000482	AT3G57490, AT2G41840, AT1G58380, AT1G58684, AT1G59359, AT1G58983	Th2v28997, Th2v17533, Th2v19179
OG0000483	AT1G66800, AT1G09480, AT1G09490, AT1G09510, AT1G09500	Th2v08621, Th2v08622
OG0000484	AT5G61170, AT3G02080, AT5G15520	Th2v13862, Th2v24086, Th2v18612, Th2v23088, Th2v24659
OG0000485	AT2G43610, AT2G43620, AT1G56680, AT2G43600	Th2v03326, Th2v03345
OG0000486	AT3G08870, AT5G01560, AT5G01540, AT5G01550	Th2v19889
OG0000487	AT4G27710	Th2v27553
OG0000487	AT2G46950	Th2v27554
OG0000488	AT5G05860, AT5G05870, AT5G05880, AT5G05900, AT5G05890	Th2v08787
OG0000489	AT4G18660, AT4G18680, AT4G18690, AT5G45830	Th2v27272
OG0000490	AT3G44550, AT3G44560, AT3G44540, AT5G22500	Th2v18899
OG0000491	AT3G46565, AT1G35890	Th2v17848
OG0000495	AT1G76800, AT1G21140, AT3G43660, AT3G43630	Th2v04133, Th2v05743, Th2v20834
OG0000496	AT5G59720, AT3G46230, AT1G53540	Th2v17856
OG0000499	AT3G44240, AT1G61470, AT1G27820, AT1G27890	Th2v08834, Th2v16430, Th2v24441, Th2v24476
OG0000501	AT2G28950	Th2v07541, Th2v15741, Th2v08284
OG0000501	AT3G55500, AT2G39700	Th2v06680, Th2v15379, Th2v03362, Th2v22340
OG0000502	AT3G16430, AT3G16420, AT3G16440, AT3G16450, AT3G16460	Th2v21899
OG0000504	AT4G36130, AT3G51190, AT2G18020	Th2v14157, Th2v26729, Th2v02441, Th2v12220, Th2v11658
OG0000505	AT5G20980	Th2v21463
OG0000505	AT3G03780, AT5G17920	Th2v06230, Th2v14931, Th2v00684, Th2v30250, Th2v22881, Th2v18528, Th2v09155
OG0000506	AT5G48070, AT4G30290, AT1G65310, AT4G30280	Th2v21753, Th2v19125, Th2v01732, Th2v01733
OG0000507	AT5G39550, AT1G66050, AT1G66040, AT4G08590, AT1G57820, AT1G57800	Th2v22051, Th2v26354, Th2v27612
OG0000508	AT1G54280	Th2v00956, Th2v23675
OG0000508	AT1G17500, AT1G72700	Th2v05949, Th2v21070, Th2v09998
OG0000510	AT5G51930, AT3G56060, AT5G51950	Th2v09298, Th2v26893, Th2v31208
OG0000514	AT5G54940, AT1G54290, AT5G54760, AT4G27130	Th2v00957
OG0000515	AT1G67890, AT5G49470, AT3G06630, AT3G06640, AT3G06620	Th2v11366
OG0000517	AT5G58420, AT5G07090, AT2G17360	Th2v14562, Th2v03730, Th2v16997
OG0000518	AT5G46900, AT5G46890	Th2v30113, Th2v06219, Th2v14920, Th2v06220, Th2v14921
OG0000519	AT1G35160, AT4G09000	Th2v04734, Th2v17157
OG0000519	AT1G78300	Th2v27955, Th2v04195, Th2v21147
OG0000520	AT5G58784, AT2G23410, AT2G23400, AT5G58780, AT5G58782	Th2v17801, Th2v18717
OG0000521	AT1G22900, AT5G42510, AT5G42500, AT1G65870	Th2v03488, Th2v13244, Th2v25879
OG0000522	AT3G57710, AT3G57720, AT3G57730	Th2v13205, Th2v03557, Th2v03558, Th2v03561, Th2v03560, Th2v03559
OG0000526	AT1G19840, AT5G10990, AT1G75590	Th2v05834, Th2v20929
OG0000527	AT2G40110	Th2v22395
OG0000527	AT3G55890	Th2v22398
OG0000527	AT3G11230	Th2v20227, Th2v08779
OG0000528	AT1G67090, AT5G38410, AT5G38430, AT5G38420	Th2v24847, Th2v30626
OG0000529	AT1G51690	Th2v00816, Th2v21880
OG0000529	AT1G17720	Th2v09976, Th2v05941, Th2v21062, Th2v29473
OG0000530	AT2G04040, AT2G04080, AT2G04070, AT2G04050, AT2G04100, AT2G04090	Th2v23023
OG0000532	AT5G42560	Th2v11028, Th2v17248
OG0000532	AT1G19950	Th2v05823, Th2v20919
OG0000533	AT5G49750, AT5G49760, AT5G49770, AT5G49780	Th2v19810, Th2v29568
OG0000534	AT5G25140, AT5G25120, AT5G25130, AT5G25180	Th2v17461, Th2v17430, Th2v17429, Th2v17460
OG0000535	AT4G26970, AT2G05710, AT4G35830	Th2v16626, Th2v02459
OG0000536	AT2G30650, AT2G30660, AT5G65940	Th2v02272, Th2v07752, Th2v15551, Th2v07753, Th2v15550
OG0000542	AT5G13000	Th2v17503
OG0000542	AT2G13680	Th2v02667
OG0000542	AT5G36870, AT2G31960, AT1G05570	Th2v15974
OG0000543	AT1G29962, AT1G28460, AT1G28450, AT1G54760	Th2v26575, Th2v26576
OG0000544	AT4G30120	Th2v01707
OG0000544	AT2G19110, AT4G30110	Th2v12424
OG0000546	AT3G44590	Th2v21208, Th2v17930, Th2v18898
OG0000546	AT2G27720, AT2G27710	Th2v07665, Th2v15627, Th2v01040
OG0000547	AT4G29900	Th2v01688
OG0000547	AT5G57110	Th2v09564
OG0000547	AT3G21180	Th2v21872
OG0000548	AT1G63380, AT1G62610, AT3G55290, AT3G55310, AT3G46170, AT2G17845	Th2v03349
OG0000550	AT1G67980, AT1G67990, AT1G24735	Th2v03925, Th2v26866
OG0000551	AT3G18040	Th2v26345, Th2v27620
OG0000551	AT1G18150, AT1G73670	Th2v09929, Th2v21034
OG0000553	AT2G38905	Th2v06626, Th2v15325
OG0000553	AT3G05890	Th2v05078, Th2v24347
OG0000554	AT2G01420	Th2v00017
OG0000554	AT1G23080, AT1G70940	Th2v25733
OG0000555	AT5G10420, AT5G44050, AT5G65380	Th2v11774, Th2v13607
OG0000556	AT2G33370	Th2v22862
OG0000556	AT1G04480	Th2v22862
OG0000556	AT3G04400	Th2v22862
OG0000557	AT2G31335	Th2v15920, Th2v31152
OG0000557	AT1G06135, AT2G31345	Th2v08178, Th2v15919
OG0000558	AT4G12560, AT4G22390	Th2v04451, Th2v16719
OG0000559	AT1G69960	Th2v24978, Th2v25663
OG0000559	AT1G59830, AT1G10430	Th2v05016
OG0000560	AT1G66370, AT1G66380, AT1G66390, AT1G56650	Th2v00536, Th2v05286, Th2v05291, Th2v05292
OG0000561	AT4G38510	Th2v03295
OG0000561	AT1G20260, AT1G76030	Th2v12606, Th2v04091, Th2v28117
OG0000563	AT5G20710	Th2v18980, Th2v21479
