Orthogroup	Arabidopsis_thaliana	Thellungiella_parvula
OG0000240	AT5G64990	Sp2g28070.1
OG0000240	AT2G44610	Sp4g26700.1
OG0000242	AT4G20800	Sp4g21040.1, Sp7g18880.1, Sp7g18900.1, Sp7g18870.1
OG0000242	AT1G26400, AT1G26410, AT1G26380, AT1G26420	Sp1g22300.1
OG0000242	AT1G26390	Sp1g22310.1
OG0000244	AT4G03040	Sp2g15540.1
OG0000244	AT5G33330	Sp7g05090.1
OG0000245	AT4G21380	Sp7g19500.1
OG0000245	AT3G12000	Sp3g10230.1
OG0000246	AT3G23950, AT3G23970	Sp3g21990.1
OG0000247	AT5G40100	Sp7g01900.1
OG0000247	AT4G09430	Sp5g27880.1
OG0000248	AT2G36880	Sp4g19160.1
OG0000248	AT3G17390	Sp3g15570.1
OG0000248	AT4G01850	Sp6g01690.1
OG0000249	AT3G32960	Sp7g07730.1, Sp5g17540.1, Sp5g13405.1, Sp5g20850.1
OG0000250	AT5G53380	Sp6g15520.1
OG0000250	AT5G16350, AT5G12420	Sp6g31210.1, Sp6g31220.1
OG0000251	AT4G15310	Sp7g13500.1
OG0000251	AT3G30290	Sp7g13540.1
OG0000251	AT1G65670, AT4G15300, AT4G15396, AT4G15393	Sp7g13550.1
OG0000252	AT1G22380	Sp1g19860.1
OG0000252	AT1G22370	Sp1g19850.1
OG0000252	AT1G22360	Sp1g19830.1
OG0000252	AT1G22400	Sp1g19880.1
OG0000256	AT1G51370	Sp6g15740.1
OG0000258	AT3G27870	Sp2g16930.1
OG0000258	AT1G26130	Sp1g22530.1
OG0000258	AT1G68710	Sp5g23810.1
OG0000258	AT1G13210	SpUn0138_0010.1, Sp1g11730.1
OG0000258	AT3G25610	Sp2g14890.1
OG0000259	AT2G23142, AT2G23148, AT5G38435, AT5G38440	Sp7g03610.1
OG0000261	AT3G21130	Sp3g19130.1
OG0000262	AT1G69630	Sp5g33780.1
OG0000265	AT1G56330	Sp2g06570.1, Sp2g06540.1
OG0000265	AT1G09180	Sp1g07800.1
OG0000265	AT3G62560	Sp5g00940.1
OG0000265	AT1G02620	Sp1g01620.1
OG0000266	AT5G08350	Sp6g34590.1
OG0000266	AT5G23360, AT5G23350, AT5G23370	Sp2g23810.1, Sp2g23800.1
OG0000268	AT2G28270	Sp4g26440.1
OG0000268	AT2G44380, AT2G44390	Sp4g26470.1
OG0000268	AT2G44370	Sp4g26430.1
OG0000269	AT1G22650	Sp1g20160.1
OG0000269	AT1G72000	Sp5g27070.1
OG0000269	AT4G34860	Sp7g32630.1
OG0000269	AT1G35580	Sp1g30310.1
OG0000269	AT4G09510	Sp6g08130.1
OG0000270	AT1G60750	Sp2g04010.1
OG0000270	AT1G60690	Sp2g04020.1
OG0000271	AT5G46950, AT5G46960	Sp2g11740.1, Sp2g11750.1, Sp2g11730.1
OG0000271	AT5G46930, AT5G46940	Sp2g11720.1
OG0000271	AT5G46970	Sp2g11760.1
OG0000272	AT1G22710	Sp1g20220.1
OG0000272	AT5G06170, AT5G43610, AT2G14670, AT1G66570	Sp6g36710.1
OG0000272	AT1G71890, AT1G71880	Sp5g26960.1
OG0000275	AT3G21800, AT3G21790	Sp3g19790.1, Sp3g19800.1
OG0000275	AT4G15270, AT4G15280, AT4G15260	Sp7g13480.1
OG0000276	AT1G78490	Sp5g33590.1
OG0000276	AT1G55940	Sp1g41560.1, Sp1g41550.1
OG0000276	AT3G44970	Sp7g13520.1
OG0000278	AT4G20095, AT2G20620	Sp5g20790.1
OG0000279	AT4G04460	Sp6g04440.1
OG0000279	AT1G11910	Sp1g10560.1
OG0000279	AT1G62290	Sp2g02340.1
OG0000280	AT2G36750	Sp4g19030.1
OG0000280	AT2G36790, AT2G36800	Sp4g19060.1, Sp4g19040.1
OG0000280	AT2G36770, AT2G36780	Sp4g19050.1
OG0000281	AT1G77520	Sp5g32700.1
OG0000281	AT1G63140, AT1G62900	Sp2g01440.1
OG0000282	AT5G15160	Sp6g28910.1
OG0000282	AT1G26945	Sp1g21830.1
OG0000282	AT3G28857	Sp2g17480.1
OG0000282	AT5G39860	Sp7g02200.1
OG0000283	AT2G35250	Sp4g17470.1
OG0000286	AT4G03728	SpUn0089_0010.1, Sp1g30400.1, SpUn0001_0790.1, SpUn0001_0460.1, Sp7g06740.1, Sp4g06400.1, Sp5g18700.1, SpUn0001_0660.1, SpUn0396_0010.1, Sp7g07610.1, Sp3g25440.1, Sp2g05060.1, Sp5g18200.1, Sp1g33010.1, Sp6g08730.1
OG0000287	AT4G08780, AT4G08770	Sp6g09010.1, Sp6g09020.1
OG0000287	AT3G32980	Sp3g27850.1
OG0000287	AT3G49110, AT3G49120	Sp5g12960.1
OG0000288	AT2G24170	Sp4g03110.1
OG0000288	AT3G13772	Sp3g11970.1
OG0000288	AT1G55130	Sp1g40790.1
OG0000288	AT5G25100	Sp2g22430.1
OG0000288	AT5G10840	Sp6g32620.1
OG0000289	AT1G20680, AT1G20405	Sp3g32010.1, Sp3g31150.1, Sp3g32020.1
OG0000289	AT1G20730, AT1G20740	Sp1g18400.1
OG0000290	AT3G62960	Sp5g00560.1
OG0000290	AT2G47880	Sp4g29790.1
OG0000290	AT1G06830	Sp1g05560.1
OG0000290	AT2G30540	Sp4g13090.1
OG0000291	AT5G54010	Sp6g16080.1
OG0000291	AT4G27570, AT4G27560	Sp4g02010.1
OG0000291	AT1G64910	Sp6g16060.1
OG0000291	AT1G64920	Sp6g16070.1
OG0000292	AT5G37890	Sp7g05350.1
OG0000293	AT2G29350	Sp4g12050.1
OG0000295	AT2G07190	Sp1g31020.1
OG0000296	AT3G10455	Sp5g23990.1
OG0000298	AT5G49310	Sp2g19660.1
OG0000298	AT3G06720	Sp3g05690.1
OG0000298	AT4G16143	Sp7g14620.1
OG0000298	AT4G02150	Sp6g02050.1
OG0000300	AT3G53810	Sp5g08570.1
OG0000300	AT2G37710	Sp4g20080.1
OG0000300	AT4G02420, AT4G02410	Sp6g02320.1
OG0000302	AT1G20510	Sp1g18220.1
OG0000302	AT1G20480	Sp1g18190.1
OG0000302	AT1G20500, AT1G20490	Sp1g18195.1, Sp1g18200.1
OG0000303	AT1G04380	Sp1g03190.1
OG0000303	AT5G59540, AT5G59530	Sp6g21240.1
OG0000303	AT1G04350	Sp1g03160.1, Sp1g03155.1
OG0000304	AT1G80790	Sp5g34970.1
OG0000304	AT4G00380, AT1G15910	Sp5g18080.1, Sp5g18070.1, Sp1g14210.1, Sp3g32940.1
OG0000305	AT4G30074	Sp7g27900.1, Sp7g27890.1
OG0000305	AT5G38330, AT5G42242, AT5G38317	Sp7g27870.1, Sp7g27880.1
OG0000305	AT4G30070	Sp5g15500.1, Sp7g27850.1
OG0000306	AT3G14210	SpUn0420_0010.1
OG0000306	AT1G54020	Sp1g40450.1
OG0000306	AT1G54000, AT1G54010	Sp1g40440.1
OG0000307	AT5G60660	Sp6g22230.1
OG0000307	AT2G37170, AT2G37180	Sp4g19480.1, Sp4g19490.1
OG0000307	AT3G53420	Sp5g08920.1
OG0000308	AT1G23480	Sp1g20900.1
OG0000308	AT4G16590	Sp7g15210.1
OG0000308	AT1G24070	Sp1g21390.1
OG0000308	AT5G16190	Sp6g27960.1
OG0000308	AT4G13410	Sp7g10970.1
OG0000309	AT5G36658, AT5G36738, AT5G36661, AT5G36659, AT5G36320, AT5G36739, AT5G36662, AT3G42565, AT5G36657, AT5G36370, AT5G36540, AT5G36330, AT5G36340, AT5G36310, AT5G36470, AT5G36440, AT5G36390, AT5G36430, AT5G36450, AT5G36360, AT5G36350, AT5G36420, AT5G36400, AT5G36380, AT5G36410, AT5G36460, AT5G36550, AT5G36490, AT5G36500, AT5G36520, AT5G36480, AT5G42895, AT4G09545, AT5G51105, AT5G44495, AT2G24205, AT5G60945, AT5G60964	Sp1g35035.1
OG0000310	AT3G48300	Sp5g13740.1
OG0000313	AT1G42700	Sp4g09570.1
OG0000314	AT3G13650	Sp3g11850.1
OG0000314	AT1G55210	Sp1g40900.1
OG0000315	AT2G14540, AT1G62170, AT1G62160	Sp2g00680.1
OG0000316	AT1G18710	Sp1g16700.1
OG0000316	AT1G74430	Sp5g29600.1
OG0000317	AT1G52740	Sp1g39310.1
OG0000317	AT2G38810	Sp4g21200.1
OG0000318	AT3G59730, AT3G59740, AT3G59750	Sp5g03460.1
OG0000318	AT3G59700	Sp5g03480.1
OG0000319	AT3G60130	Sp5g03080.1
OG0000319	AT2G25630, AT5G44640, AT5G42260	Sp2g05280.1, Sp5g13370.1
OG0000319	AT2G44450	Sp4g26530.1
OG0000321	AT1G26570	Sp1g22210.1
OG0000321	AT5G39320	Sp7g02670.1
OG0000321	AT3G29360	Sp2g17950.1
OG0000321	AT5G15490	Sp6g28610.1
OG0000322	AT1G23570, AT1G23580	Sp1g21040.1, Sp1g21000.1, Sp1g21050.1
OG0000322	AT1G23600	Sp1g21060.1
OG0000322	AT1G23690	Sp1g21090.1
OG0000323	AT2G24560, AT1G58430, AT2G31550, AT2G31540	Sp4g13990.1
OG0000324	AT5G36225, AT2G17905	Sp7g08970.1
OG0000324	AT3G31430	Sp6g10660.1
OG0000325	AT3G26210	Sp2g15400.1
OG0000325	AT1G13110	Sp1g11640.1
OG0000325	AT1G13100	Sp1g11630.1
OG0000325	AT3G26830, AT1G13090	Sp1g32170.1
OG0000327	AT4G15233, AT4G15236	Sp7g13440.1
OG0000327	AT4G15230, AT4G15215	Sp7g13430.1
OG0000327	AT3G53480	Sp5g08860.1
OG0000327	AT2G37280	Sp4g19600.1, Sp4g19595.1
OG0000328	AT4G10695, AT4G10660, AT4G10700	Sp6g05180.1, Sp6g05200.1
OG0000328	AT4G00893, AT4G12382	Sp4g03050.1, Sp6g05700.1, Sp6g05210.1
OG0000328	AT4G12370	Sp6g05220.1
OG0000329	AT1G04580	Sp1g03420.1
OG0000329	AT2G27150	Sp4g09940.1
OG0000329	AT3G43600	Sp5g17560.1
OG0000329	AT5G20960	Sp6g23560.1
OG0000330	AT2G14900	Sp3g28350.1
OG0000330	AT2G39540, AT1G10588	Sp1g09260.1
OG0000330	AT5G59845	Sp6g21530.1
OG0000332	AT2G23350	Sp4g02340.1
OG0000332	AT1G49760	Sp1g36650.1
OG0000332	AT4G34110	Sp7g31820.1
OG0000332	AT2G15500	Sp3g28770.1
OG0000333	AT2G34430	Sp5g34370.1
OG0000334	AT3G09500	Sp3g07860.1
OG0000334	AT2G39390	Sp4g21700.1
OG0000335	AT3G54270	Sp5g08120.1
OG0000335	AT1G51420	Sp1g38100.1
OG0000335	AT3G52340	Sp5g09940.1
OG0000335	AT2G35840	Sp4g18100.1
OG0000336	AT5G38910, AT5G38940, AT5G38930	Sp7g02930.1, Sp7g02920.1
OG0000337	AT4G15160	Sp7g13380.1
OG0000337	AT1G62500	Sp2g02090.1
OG0000338	AT3G02480	Sp3g01520.1
OG0000338	AT5G15970, AT5G15960	Sp6g28150.1
OG0000338	AT5G53820	Sp6g15890.1
OG0000338	AT5G38760	SpUn0185_0020.1
OG0000339	AT5G26865, AT5G27944, AT5G27090, AT5G27070, AT5G26950, AT5G27050, AT5G27580	Sp5g22080.1
OG0000340	AT4G21080, AT4G21040, AT4G21030, AT4G21050	Sp7g19090.1
OG0000342	AT2G01750	Sp2g13200.1
OG0000342	AT1G14840	Sp1g13280.1
OG0000342	AT1G68060	Sp5g23060.1
OG0000342	AT1G24764	Sp1g23090.1
OG0000343	AT1G73260	Sp5g28230.1
OG0000345	AT2G13800, AT2G13790	Sp3g27100.1
OG0000345	AT4G33430	Sp7g31130.1
OG0000345	AT1G71830	SpUn0020_0110.1, Sp5g26860.1
OG0000345	AT1G34210	Sp1g29440.1
OG0000346	AT1G79330	Sp5g34390.1
OG0000346	AT1G79310	Sp5g34380.1
OG0000346	AT1G79340	Sp5g34400.1, Sp7g12170.1
OG0000347	AT1G04760	Sp1g03590.1
OG0000347	AT2G33120	Sp4g15440.1
OG0000347	AT1G04750	Sp1g03580.1
OG0000349	AT3G43710	Sp7g29610.1
OG0000349	AT4G39290	Sp1g37820.1
OG0000350	AT3G17010	Sp1g09320.1, Sp3g15230.1
OG0000350	AT5G18090	Sp6g26220.1
OG0000350	AT5G18000	Sp6g26290.1
OG0000351	AT1G49490	Sp1g36330.1
OG0000351	AT4G33970	Sp7g31700.1
OG0000351	AT3G19020	Sp3g17120.1
OG0000352	AT1G16930, AT1G16945	Sp1g15070.1
OG0000352	AT1G60400, AT1G60410, AT1G80470	Sp4g03380.1
OG0000354	AT5G61680	Sp2g24890.1
OG0000354	AT1G69940, AT5G07410	Sp6g35460.1
OG0000354	AT5G07420	Sp6g35450.1
OG0000354	AT5G07430	Sp6g35440.1
OG0000355	AT4G02760	Sp6g02780.1
OG0000355	AT4G02735, AT4G02733, AT4G08535	Sp6g02720.1, Sp6g02730.1, Sp6g02700.1
OG0000355	AT4G02740	Sp6g02760.1
OG0000356	AT3G53280	Sp5g09060.1
OG0000356	AT3G44250	Sp5g09050.1
OG0000356	AT3G53300, AT5G35715	Sp5g09030.1
OG0000356	AT3G53290	Sp5g09040.1
OG0000357	AT5G10625	Sp6g32820.1
OG0000357	AT5G24860	Sp2g22590.1
OG0000357	AT4G31380	Sp7g29240.1
OG0000358	AT2G02360	Sp2g13640.1, Sp2g13635.1
OG0000358	AT2G02250, AT2G02240	Sp2g13620.1
OG0000359	AT2G40560, AT2G40500	Sp2g04290.1
OG0000360	AT3G24670	Sp3g22440.1
OG0000360	AT4G13210	Sp7g10680.1
OG0000360	AT5G48900	Sp2g19290.1
OG0000360	AT3G07010	Sp3g05950.1
OG0000362	AT2G32940	Sp4g15300.1
OG0000362	AT5G21150	Sp6g23370.1
OG0000362	AT5G21030	Sp6g23510.1
OG0000362	AT2G27040	Sp4g08240.1
OG0000363	AT4G26230	Sp7g24230.1
OG0000363	AT5G56710	Sp6g18460.1
OG0000363	AT2G19740	Sp3g33070.1
OG0000364	AT3G20670	Sp3g18710.1
OG0000364	AT1G51060	Sp1g37780.1
OG0000364	AT5G54640	Sp6g16600.1
OG0000364	AT4G27230	Sp7g25150.1
OG0000366	AT4G15050, AT1G10190, AT4G15056, AT4G15053	Sp7g13250.1, Sp7g13240.1
OG0000366	AT2G24950, AT5G37520	Sp7g04120.1
OG0000367	AT2G41240	Sp4g23560.1
OG0000367	AT3G56970	Sp5g05610.1
OG0000367	AT3G56980	Sp5g05600.1
OG0000368	AT3G16780	Sp3g15030.1, Sp7g14510.1
OG0000368	AT1G02780	Sp1g01740.1
OG0000368	AT4G02230	Sp6g02130.1
OG0000369	AT2G31780, AT2G31770, AT2G31760	Sp4g14160.1, Sp7g00980.1
OG0000369	AT1G05890	Sp1g04720.1
OG0000369	AT2G31510	Sp4g13970.1
OG0000370	AT5G56470	Sp6g18280.1, Sp6g18290.1
OG0000370	AT2G46740	Sp4g28770.1
OG0000370	AT2G46750	Sp4g28780.1
OG0000370	AT2G46760	Sp4g28790.1
OG0000371	AT3G48220, AT3G28223	SpUn0003_0080.1
OG0000372	AT1G57565, AT1G57580	Sp5g11780.1
OG0000372	AT1G20790	Sp1g18490.1
OG0000373	AT5G59850, AT1G07770, AT3G46040	Sp5g15560.1, Sp6g21540.1, Sp1g06420.1
OG0000374	AT2G25482	Sp4g04720.1, Sp4g04740.1, Sp4g04700.1, Sp4g04710.1
OG0000374	AT2G21655, AT3G29797, AT3G30247, AT2G21727	Sp2g20590.1
OG0000376	AT1G29140	Sp1g25070.1
OG0000376	AT5G45880, AT4G18596	Sp7g15430.1
OG0000379	AT3G14540, AT3G14520, AT1G31950	Sp3g12800.1
OG0000379	AT3G32030	Sp1g39450.1
OG0000379	AT1G33750, AT3G14490	Sp3g12810.1
OG0000379	AT3G29410	Sp3g12790.1
OG0000380	AT5G55340	Sp6g17260.1
OG0000380	AT5G55350	Sp6g17270.1
OG0000380	AT5G55360	Sp6g17280.1
OG0000381	AT1G62225	Sp2g02460.1, Sp2g02470.1, Sp2g02400.1, Sp2g02420.1, Sp2g02440.1
OG0000382	AT3G50300	Sp5g11880.1
OG0000382	AT3G50270	Sp5g11900.1
OG0000383	AT3G15060	Sp3g13260.1
OG0000383	AT2G33870	Sp4g16300.1
OG0000383	AT1G28550	Sp1g24800.1
OG0000384	AT2G20208	Sp3g33440.1
OG0000387	AT1G78955	Sp5g34000.1
OG0000387	AT1G78950	Sp5g33990.1
OG0000388	AT1G49920	Sp2g00480.1
OG0000389	AT3G12670	Sp3g10820.1
OG0000389	AT4G20320	Sp7g18660.1
OG0000389	AT2G34890	Sp4g17170.1
OG0000389	AT1G30820	Sp1g26710.1
OG0000390	AT3G14225	Sp3g12510.1
OG0000390	AT1G53990	Sp1g40430.1
OG0000391	AT1G33840, AT2G14560	Sp3g28980.1
OG0000391	AT5G01750	Sp6g41010.1
OG0000391	AT3G11740	Sp3g09970.1
OG0000392	AT3G24830	SpUn0027_0050.1, Sp3g22570.1
OG0000392	AT3G07110	Sp3g06050.1
OG0000392	AT5G48760	Sp2g19170.1
OG0000393	AT2G36160, AT3G11510, AT3G52580	Sp5g09720.1, Sp3g09750.1, Sp4g18390.1, Sp6g36780.1
OG0000394	AT3G14820	Sp3g13040.1
OG0000394	AT1G59406, AT1G59030, AT1G58725, AT3G43570, AT3G43550, AT1G58525	SpUn0004_0290.1
OG0000395	AT1G02730	Sp1g01710.1
OG0000395	AT4G38190	Sp7g37560.1
OG0000395	AT3G03050	Sp3g02090.1
OG0000395	AT5G16910	Sp6g27200.1
OG0000396	AT1G33220, AT5G20340, AT5G20330	Sp6g24090.1
OG0000396	AT5G20390	Sp6g23920.1, Sp4g04300.1
OG0000397	AT5G52750, AT5G52760, AT5G52770	Sp6g14910.1, Sp6g14900.1, Sp6g14880.1, Sp6g09500.1, Sp6g14870.1
OG0000398	AT5G04370	Sp6g38360.1
OG0000398	AT3G11480	Sp3g09710.1
OG0000401	AT1G52280	Sp1g38810.1
OG0000401	AT1G49300	Sp1g36180.1
OG0000401	AT3G18820	Sp3g16910.1
OG0000403	AT4G32840	Sp7g30610.1
OG0000403	AT4G29220	Sp7g27150.1
OG0000403	AT4G26270	Sp7g24260.1
OG0000403	AT5G56630	Sp6g18410.1
OG0000404	AT5G24150, AT5G24160	Sp2g23160.1
OG0000404	AT5G24140	Sp2g23170.1
OG0000405	AT2G28305	Sp4g11080.1
OG0000405	AT3G53450	Sp5g08890.1
OG0000405	AT2G37210	Sp4g19530.1
OG0000406	AT5G25400	Sp2g22150.1
OG0000406	AT5G11230	Sp6g32330.1
OG0000406	AT2G25520	Sp4g04800.1
OG0000406	AT4G32390	Sp7g30170.1
OG0000408	AT1G04250	Sp1g03060.1
OG0000408	AT4G14550	Sp7g12640.1
OG0000409	AT5G27670	Sp2g20830.1
OG0000409	AT5G59870	Sp6g21570.1
OG0000410	AT4G33145	Sp7g30890.1, Sp7g09720.1
OG0000411	AT5G62540	Sp5g24910.1
OG0000412	AT1G79750	Sp5g36030.1
OG0000412	AT2G19900	Sp3g33230.1
OG0000412	AT5G25880	Sp2g21770.1
OG0000412	AT5G11670	Sp6g31940.1
OG0000413	AT5G17330	Sp6g26900.1
OG0000413	AT1G65960	Sp5g21030.1
OG0000414	AT4G30140	Sp7g28000.1, Sp7g27990.1
OG0000414	AT2G19010	Sp3g32440.1
OG0000414	AT2G19060, AT2G19050	Sp3g32470.1
OG0000415	AT5G26617, AT2G13980, AT3G09510	Sp7g08960.1
OG0000415	AT3G25270, AT1G50160, AT2G04420	Sp6g11330.1, Sp7g06900.1, Sp4g00970.1, Sp5g16840.1, Sp1g19240.1
OG0000416	AT1G06630, AT3G60040	Sp3g28160.1
OG0000417	AT5G62300, AT3G45030	Sp5g14530.1
OG0000418	AT5G01140	Sp6g40510.1
OG0000418	AT5G01130	Sp7g01870.1
OG0000420	AT1G17745	Sp1g15820.1
OG0000420	AT3G19480	Sp3g17530.1
OG0000420	AT4G34200	Sp7g31970.1
OG0000421	AT4G23590	Sp7g21500.1
OG0000421	AT4G23600	Sp7g21520.1
OG0000422	AT4G11580	Sp6g05860.1, SpUn0146_0030.1
OG0000423	AT5G41120, AT5G41130	Sp7g00770.1
OG0000423	AT3G26820, AT3G26840	Sp2g15990.1, Sp2g15980.1
OG0000424	AT3G20370	Sp6g09560.1, Sp3g18390.1, Sp3g18395.1
OG0000425	AT4G10270	Sp6g07170.1, Sp6g07160.1
OG0000426	AT5G23740	Sp5g13120.1, Sp2g23480.1
OG0000427	AT5G40210	Sp7g01750.1
OG0000428	AT3G60415	Sp5g02800.1
OG0000428	AT3G60440	Sp5g02790.1, Sp5g14680.1
OG0000428	AT3G60450	Sp5g02780.1
OG0000430	AT3G46720	Sp5g15020.1
OG0000430	AT3G46700	Sp5g15010.1, Sp6g08090.1
OG0000431	AT1G26540, AT2G47230	Sp3g05300.1
OG0000432	AT3G18773	Sp3g16850.1
OG0000432	AT1G49220, AT1G49210, AT1G49200	Sp1g36090.1, Sp1g36100.1
OG0000433	AT2G02140	Sp2g13540.1
OG0000433	AT2G02120, AT2G02130	Sp2g13520.1, Sp2g13530.1
OG0000435	AT1G20320, AT5G54210	Sp6g16160.1
OG0000435	AT3G19600, AT3G19595, AT2G04930	Sp3g17640.1
OG0000436	AT1G02930, AT1G02920	Sp1g01920.1
OG0000436	AT4G02520, AT2G02930	SpUN0996_0010.1
OG0000437	AT5G61310	Sp2g24530.1
OG0000437	AT2G47380	Sp5g01010.1
OG0000438	AT1G63190	Sp2g01360.1
OG0000439	AT2G01820	Sp2g13250.1
OG0000439	AT1G24650	Sp1g23130.1
OG0000439	AT1G66150	Sp5g21210.1
OG0000440	AT3G61111	Sp4g27760.1
OG0000441	AT5G39130, AT5G39160, AT5G39190	Sp7g02810.1
OG0000441	AT5G39110, AT5G39120, AT5G39180, AT5G39150	Sp7g02820.1
OG0000442	AT3G13520	Sp3g11730.1
OG0000442	AT1G55330	Sp1g41010.1
OG0000442	AT5G56540	Sp6g18330.1
OG0000443	AT1G60530	Sp2g04220.1
OG0000443	AT1G60500	Sp2g04230.1
OG0000444	AT2G41920, AT2G34290, AT5G27790, AT2G05060, AT2G41910	Sp2g03310.1, SpUn0101_0010.1
OG0000445	AT2G16360	Sp3g29590.1
OG0000446	AT5G43200, AT3G28620, AT2G24480, AT2G24460, AT2G24285, AT3G42940	Sp4g03480.1
OG0000447	AT5G55410	Sp6g17330.1
OG0000447	AT5G55450	Sp6g17340.1
OG0000448	AT2G37190	Sp4g19500.1
OG0000448	AT5G60670	Sp6g22240.1
OG0000449	AT5G48140	Sp2g18540.1
OG0000449	AT3G07840	Sp3g06760.1
OG0000449	AT3G07820	Sp3g06750.1
OG0000450	AT4G13820	Sp7g11200.1, Sp7g11600.1
OG0000450	AT4G13920, AT4G13880, AT4G13810	Sp7g11610.1, Sp7g11700.1
OG0000451	AT5G52640	Sp6g14810.1
OG0000451	AT5G56000, AT5G56010, AT5G56030	Sp6g17850.1
OG0000452	AT3G42170	Sp5g23480.1, SpUn0732_0010.1, Sp5g17990.1
OG0000453	AT1G57570	Sp2g03250.1
OG0000454	AT1G10540	Sp1g09190.1
OG0000454	AT1G60030	Sp2g04560.1
OG0000454	AT5G49990	Sp6g11820.1
OG0000454	AT5G62890	Sp2g26030.1
OG0000455	AT5G41980	Sp7g00150.1
OG0000455	AT5G28730	Sp7g08920.1
OG0000455	AT3G30525, AT1G43722	Sp3g29190.1, Sp4g10210.1, Sp4g09120.1, Sp3g24730.1
OG0000455	AT5G28950, AT5G35695	Sp6g34460.1
OG0000456	AT2G44790	Sp4g26880.1
OG0000458	AT5G47160	Sp2g11970.1
OG0000458	AT5G47150	Sp2g11960.1
OG0000459	AT5G16970, AT5G16990, AT5G17000, AT5G16980	Sp6g27140.1
OG0000459	AT1G26320	Sp1g22370.1
OG0000459	AT3G03080	Sp3g02120.1
OG0000460	AT2G24040	Sp4g02950.1
OG0000460	AT4G28088	Sp7g26050.1
OG0000460	AT4G30650	Sp7g28560.1
OG0000460	AT4G30660	Sp7g28570.1
OG0000461	AT3G59480	Sp5g03680.1
OG0000461	AT1G06020, AT1G06030	Sp1g04840.1
OG0000461	AT2G31390	Sp4g13870.1
OG0000462	AT1G48630	Sp1g35600.1
OG0000462	AT3G18130	Sp3g16240.1
OG0000462	AT1G18080	Sp1g16100.1
OG0000463	AT3G17690	Sp3g15830.1
OG0000464	AT4G34870	Sp7g32640.1
OG0000464	AT2G16600	Sp3g30130.1
OG0000464	AT4G38740	Sp7g37060.1
OG0000464	AT2G21130	Sp4g00280.1
OG0000466	AT3G08900	Sp3g07290.1, Sp5g24240.1
OG0000466	AT3G02230	Sp3g01300.1
OG0000466	AT5G15650	Sp6g28460.1
OG0000467	AT4G36410	Sp7g34070.1
OG0000467	AT1G45050	Sp1g33870.1
OG0000467	AT5G42990	Sp2g07750.1
OG0000467	AT1G75440	Sp5g30590.1
OG0000469	AT3G12460, AT3G12430, AT3G12410, AT3G12420	Sp7g04890.1
OG0000469	AT3G12470	Sp3g10600.1
OG0000470	AT1G13470	Sp1g11940.1
OG0000472	AT5G26000	Sp7g13110.1, Sp2g07490.1
OG0000472	AT5G25980	Sp2g02940.1
OG0000473	AT3G23530, AT3G23510	Sp3g21180.1
OG0000476	AT3G30305	Sp6g08240.1
OG0000479	AT1G02830	Sp1g01810.1
OG0000479	AT3G05560	Sp3g04410.1
OG0000482	AT3G57490	Sp5g05110.1
OG0000483	AT1G66800	Sp1g08090.1
OG0000483	AT1G09480, AT1G09490	Sp1g08100.1
OG0000483	AT1G09510, AT1G09500	Sp1g08110.1, Sp5g24000.1
OG0000484	AT3G02080	Sp3g01140.1
OG0000484	AT5G15520	Sp6g28580.1
OG0000485	AT2G43620	Sp4g25720.1
OG0000486	AT3G08870	Sp3g07260.1
OG0000486	AT5G01540	Sp6g40820.1
OG0000486	AT5G01550	Sp6g40830.1
OG0000487	AT2G46960	SpUn0020_0090.1, Sp5g26880.1
OG0000488	AT5G05860	Sp6g37040.1
OG0000488	AT5G05870	Sp6g37030.1
OG0000488	AT5G05890	Sp6g37010.1
OG0000489	AT4G18660	Sp7g17400.1
OG0000489	AT5G45830	Sp2g10750.1
OG0000490	AT3G44550, AT3G44560	Sp5g16640.1
OG0000490	AT3G44540	Sp5g16650.1
OG0000490	AT5G22500	Sp6g22760.1
OG0000491	AT3G46565, AT1G35890	Sp6g20730.1
OG0000495	AT1G76800	Sp5g31960.1
OG0000495	AT1G21140	Sp1g18790.1
OG0000495	AT3G43660, AT3G43630	Sp1g37730.1
OG0000496	AT5G59720	Sp6g21390.1
OG0000496	AT3G46230	Sp5g15400.1
OG0000497	AT3G09990	Sp6g03880.1
OG0000497	AT4G05140	Sp6g03860.1, Sp6g03870.1
OG0000498	AT1G65340	Sp7g36410.1
OG0000498	AT1G57750	Sp2g05710.1
OG0000499	AT1G61470, AT1G27820, AT1G27890	Sp1g27570.1
OG0000500	AT2G28220, AT2G28225, AT2G28040, AT2G28010, AT2G28030	Sp4g11310.1, SpUn0582_0020.1, Sp4g11030.1, Sp5g17010.1, SpUn0582_0010.1
OG0000501	AT2G28950	Sp4g11760.1
OG0000501	AT3G55500	Sp5g06980.1
OG0000501	AT2G39700	Sp4g21950.1
OG0000502	AT3G16440	Sp3g14790.1
OG0000502	AT3G16460	Sp3g14810.1
OG0000503	AT2G26030, AT3G19085	Sp4g05750.1
OG0000504	AT4G36130	Sp7g33910.1
OG0000504	AT3G51190	Sp5g11030.1
OG0000504	AT2G18020	Sp3g31450.1
OG0000505	AT5G20980	Sp6g23540.1
OG0000505	AT3G03780	Sp3g02760.1
OG0000505	AT5G17920	Sp6g26350.1
OG0000506	AT4G30290, AT1G65310, AT4G30280	Sp7g28170.1, SpUN0954_0010.1
