Orthogroup	Arabidopsis_thaliana	Camelina_sativa
OG0000065	AT5G62690, AT5G62700	Csa11g099520, Csa06g020710, Csa02g070900
OG0000066	AT4G11700	Csa08g043970, Csa22991s010
OG0000066	AT1G24388	Csa17g035800, Csa03g030340, Csa14g034710
OG0000066	AT1G02770, AT1G19060	Csa19g022980, Csa01g018760, Csa15g020950, Csa19g011220
OG0000066	AT3G19520	Csa19g027100, Csa15g027370, Csa19g027080, Csa15g027330, Csa15g027380, Csa19g027110, Csa15g027340
OG0000066	AT1G27860, AT1G28500	Csa14g035410, Csa17g037600, Csa14g036190, Csa03g031090
OG0000066	AT1G23960	Csa14g038290, Csa03g027720, Csa17g031060
OG0000066	AT1G23950, AT1G23970	Csa14g031050, Csa03g027750, Csa03g027710, Csa17g031040, Csa17g031110
OG0000066	AT3G25080	Csa08g014730
OG0000066	AT5G41640	Csa10g049980, Csa02g054790
OG0000066	AT3G57210	Csa09g071140
OG0000068	AT5G42190	Csa20g061910, Csa11g073830
OG0000068	AT2G25700, AT1G20140	Csa11g007120, Csa12g029530, Csa11g019950, Csa10g018280, Csa14g025430, Csa17g026030
OG0000068	AT1G75950	Csa07g047470, Csa16g040060, Csa09g080670
OG0000068	AT3G60010	Csa16g005950, Csa07g005060, Csa05g091620
OG0000068	AT3G53060, AT3G60020	Csa16g005940, Csa05g091640
OG0000068	AT3G21860, AT3G21830, AT3G21840, AT3G21850	Csa01g025080
OG0000068	AT4G34470, AT4G34210	Csa11g055610, Csa10g046980, Csa11g053590, Csa12g083980, Csa10g044710, Csa12g081860, Csa10g007660, Csa12g009110, Csa11g007460
OG0000069	AT3G53730	Csa02g065780
OG0000069	AT3G53730	Csa06g020130
OG0000069	AT3G53730	Csa03g011270
OG0000069	AT3G53730	Csa04g039760
OG0000069	AT3G53730	Csa04g029130
OG0000069	AT3G53730	Csa11g093510
OG0000069	AT3G53730	Csa05g035660
OG0000069	AT3G53730	Csa11g093870
OG0000069	AT3G53730	Csa02g065410
OG0000069	AT3G53730	Csa09g062160
OG0000069	AT3G53730	Csa04g028570
OG0000069	AT3G53730	Csa06g019650
OG0000069	AT3G53730	Csa14g009040
OG0000069	AT3G53730	Csa09g042470
OG0000069	AT3G53730	Csa17g011250
OG0000069	AT3G53730	Csa14g009220
OG0000069	AT3G53730	Csa06g028200
OG0000069	AT3G53730	Csa17g011050
OG0000069	AT3G53730	Csa09g040980
OG0000069	AT3G53730	Csa18g032960
OG0000069	AT1G07820	Csa02g065780
OG0000069	AT1G07820	Csa06g020130
OG0000069	AT1G07820	Csa03g011270
OG0000069	AT1G07820	Csa04g039760
OG0000069	AT1G07820	Csa04g029130
OG0000069	AT1G07820	Csa11g093510
OG0000069	AT1G07820	Csa05g035660
OG0000069	AT1G07820	Csa11g093870
OG0000069	AT1G07820	Csa02g065410
OG0000069	AT1G07820	Csa09g062160
OG0000069	AT1G07820	Csa04g028570
OG0000069	AT1G07820	Csa06g019650
OG0000069	AT1G07820	Csa14g009040
OG0000069	AT1G07820	Csa09g042470
OG0000069	AT1G07820	Csa17g011250
OG0000069	AT1G07820	Csa14g009220
OG0000069	AT1G07820	Csa06g028200
OG0000069	AT1G07820	Csa17g011050
OG0000069	AT1G07820	Csa09g040980
OG0000069	AT1G07820	Csa18g032960
OG0000069	AT5G59690	Csa02g065780
OG0000069	AT5G59690	Csa06g020130
OG0000069	AT5G59690	Csa03g011270
OG0000069	AT5G59690	Csa04g039760
OG0000069	AT5G59690	Csa04g029130
OG0000069	AT5G59690	Csa11g093510
OG0000069	AT5G59690	Csa05g035660
OG0000069	AT5G59690	Csa11g093870
OG0000069	AT5G59690	Csa02g065410
OG0000069	AT5G59690	Csa09g062160
OG0000069	AT5G59690	Csa04g028570
OG0000069	AT5G59690	Csa06g019650
OG0000069	AT5G59690	Csa14g009040
OG0000069	AT5G59690	Csa09g042470
OG0000069	AT5G59690	Csa17g011250
OG0000069	AT5G59690	Csa14g009220
OG0000069	AT5G59690	Csa06g028200
OG0000069	AT5G59690	Csa17g011050
OG0000069	AT5G59690	Csa09g040980
OG0000069	AT5G59690	Csa18g032960
OG0000069	AT3G46320	Csa02g065780
OG0000069	AT3G46320	Csa06g020130
OG0000069	AT3G46320	Csa03g011270
OG0000069	AT3G46320	Csa04g039760
OG0000069	AT3G46320	Csa04g029130
OG0000069	AT3G46320	Csa11g093510
OG0000069	AT3G46320	Csa05g035660
OG0000069	AT3G46320	Csa11g093870
OG0000069	AT3G46320	Csa02g065410
OG0000069	AT3G46320	Csa09g062160
OG0000069	AT3G46320	Csa04g028570
OG0000069	AT3G46320	Csa06g019650
OG0000069	AT3G46320	Csa14g009040
OG0000069	AT3G46320	Csa09g042470
OG0000069	AT3G46320	Csa17g011250
OG0000069	AT3G46320	Csa14g009220
OG0000069	AT3G46320	Csa06g028200
OG0000069	AT3G46320	Csa17g011050
OG0000069	AT3G46320	Csa09g040980
OG0000069	AT3G46320	Csa18g032960
OG0000069	AT2G28740	Csa02g065780
OG0000069	AT2G28740	Csa06g020130
OG0000069	AT2G28740	Csa03g011270
OG0000069	AT2G28740	Csa04g039760
OG0000069	AT2G28740	Csa04g029130
OG0000069	AT2G28740	Csa11g093510
OG0000069	AT2G28740	Csa05g035660
OG0000069	AT2G28740	Csa11g093870
OG0000069	AT2G28740	Csa02g065410
OG0000069	AT2G28740	Csa09g062160
OG0000069	AT2G28740	Csa04g028570
OG0000069	AT2G28740	Csa06g019650
OG0000069	AT2G28740	Csa14g009040
OG0000069	AT2G28740	Csa09g042470
OG0000069	AT2G28740	Csa17g011250
OG0000069	AT2G28740	Csa14g009220
OG0000069	AT2G28740	Csa06g028200
OG0000069	AT2G28740	Csa17g011050
OG0000069	AT2G28740	Csa09g040980
OG0000069	AT2G28740	Csa18g032960
OG0000069	AT1G07660	Csa02g065780
OG0000069	AT1G07660	Csa06g020130
OG0000069	AT1G07660	Csa03g011270
OG0000069	AT1G07660	Csa04g039760
OG0000069	AT1G07660	Csa04g029130
OG0000069	AT1G07660	Csa11g093510
OG0000069	AT1G07660	Csa05g035660
OG0000069	AT1G07660	Csa11g093870
OG0000069	AT1G07660	Csa02g065410
OG0000069	AT1G07660	Csa09g062160
OG0000069	AT1G07660	Csa04g028570
OG0000069	AT1G07660	Csa06g019650
OG0000069	AT1G07660	Csa14g009040
OG0000069	AT1G07660	Csa09g042470
OG0000069	AT1G07660	Csa17g011250
OG0000069	AT1G07660	Csa14g009220
OG0000069	AT1G07660	Csa06g028200
OG0000069	AT1G07660	Csa17g011050
OG0000069	AT1G07660	Csa09g040980
OG0000069	AT1G07660	Csa18g032960
OG0000069	AT3G45930	Csa02g065780
OG0000069	AT3G45930	Csa06g020130
OG0000069	AT3G45930	Csa03g011270
OG0000069	AT3G45930	Csa04g039760
OG0000069	AT3G45930	Csa04g029130
OG0000069	AT3G45930	Csa11g093510
OG0000069	AT3G45930	Csa05g035660
OG0000069	AT3G45930	Csa11g093870
OG0000069	AT3G45930	Csa02g065410
OG0000069	AT3G45930	Csa09g062160
OG0000069	AT3G45930	Csa04g028570
OG0000069	AT3G45930	Csa06g019650
OG0000069	AT3G45930	Csa14g009040
OG0000069	AT3G45930	Csa09g042470
OG0000069	AT3G45930	Csa17g011250
OG0000069	AT3G45930	Csa14g009220
OG0000069	AT3G45930	Csa06g028200
OG0000069	AT3G45930	Csa17g011050
OG0000069	AT3G45930	Csa09g040980
OG0000069	AT3G45930	Csa18g032960
OG0000069	AT5G59970	Csa02g065780
OG0000069	AT5G59970	Csa06g020130
OG0000069	AT5G59970	Csa03g011270
OG0000069	AT5G59970	Csa04g039760
OG0000069	AT5G59970	Csa04g029130
OG0000069	AT5G59970	Csa11g093510
OG0000069	AT5G59970	Csa05g035660
OG0000069	AT5G59970	Csa11g093870
OG0000069	AT5G59970	Csa02g065410
OG0000069	AT5G59970	Csa09g062160
OG0000069	AT5G59970	Csa04g028570
OG0000069	AT5G59970	Csa06g019650
OG0000069	AT5G59970	Csa14g009040
OG0000069	AT5G59970	Csa09g042470
OG0000069	AT5G59970	Csa17g011250
OG0000069	AT5G59970	Csa14g009220
OG0000069	AT5G59970	Csa06g028200
OG0000069	AT5G59970	Csa17g011050
OG0000069	AT5G59970	Csa09g040980
OG0000069	AT5G59970	Csa18g032960
OG0000070	AT4G38860	Csa11g001760, Csa12g001660, Csa10g001580
OG0000070	AT2G21220	Csa09g085600, Csa07g051410
OG0000070	AT2G18010	Csa15g076460, Csa01g039620, Csa19g054990
OG0000070	AT4G36110	Csa11g005580, Csa12g006260
OG0000070	AT1G75580	Csa16g039520, Csa07g047060, Csa09g080200
OG0000070	AT1G19830	Csa14g025090, Csa03g023670, Csa17g025620
OG0000070	AT2G16580	Csa01g034500, Csa12973s010, Csa15g072380
OG0000070	AT4G34760	Csa10g007380, Csa12g008830, Csa11g007180
OG0000071	AT1G21990	Csa17g028870, Csa14g027230, Csa03g025890
OG0000071	AT2G29930	Csa16g015040, Csa05g034010, Csa07g013420
OG0000071	AT2G29910	Csa04013s010, Csa17g078990
OG0000071	AT1G64540	Csa06g047030, Csa09g099400, Csa17g037710
OG0000071	AT4G27050	Csa12g024830, Csa10g015780, Csa11g017110
OG0000071	AT5G12450	Csa08g004640
OG0000071	AT1G48400	Csa03182s010, Csa11g024670, Csa10g021650
OG0000071	AT1G47920	Csa17g074330, Csa17g072690, Csa17g072680, Csa17g079010, Csa14g054400, Csa03g053160
OG0000072	AT2G07505, AT2G06265	Csa03g051710, Csa13g034580, Csa12g065370, Csa19g019140
OG0000074	AT5G59190	Csa02g064810, Csa11g092920
OG0000074	AT3G46840, AT3G46850	Csa06g020630, Csa04g029720, Csa09g044110
OG0000074	AT5G59100	Csa18g032460, Csa11g093010
OG0000074	AT5G59130	Csa02g064860
OG0000074	AT5G58830	Csa02g064480, Csa18g032000
OG0000074	AT5G59090	Csa18g032480, Csa11g093020, Csa02g064890
OG0000074	AT5G59120	Csa18g032470, Csa11g092980, Csa18g032450, Csa11664s010, Csa02g064870
OG0000077	AT2G33060	Csa16g008220
OG0000077	AT2G33050	Csa07g008450, Csa16g008260
OG0000077	AT3G25010, AT3G25020, AT3G24982, AT3G24900	Csa19g036840, Csa15g052720, Csa01g031010
OG0000077	AT2G32680	Csa07g009870
OG0000077	AT2G33020	Csa05g024010
OG0000077	AT2G33080	Csa05g023500
OG0000078	AT1G20090	Csa14g025360, Csa03g023940
OG0000078	AT1G75840	Csa09g080590
OG0000078	AT1G75840	Csa16g039950
OG0000078	AT4G35020	Csa12g008620, Csa11g006860
OG0000078	AT5G45970	Csa20g077950, Csa11g066080, Csa18g005160
OG0000078	AT4G35950	Csa10g006100, Csa12g007440
OG0000078	AT2G17800	Csa15g076230
OG0000078	AT3G51300	Csa06g025470, Csa09g058290, Csa04g037090
OG0000079	AT2G25540	Csa16g047170, Csa09g091730
OG0000079	AT4G32410	Csa10g010050
OG0000079	AT5G05170	Csa13g007150
OG0000079	AT5G44030	Csa20g070070, Csa18g009790
OG0000079	AT5G17420	Csa08g009610
OG0000079	AT4G39350	Csa10g002100, Csa11g002360
OG0000079	AT5G64740	Csa18g038430
OG0000079	AT5G09870	Csa13g011570, Csa20g013060
OG0000080	AT5G54420, AT5G54450	Csa11g087450
OG0000080	AT5G52930, AT5G52940	Csa02g049210
OG0000080	AT5G54550, AT5G54560	Csa11g087560, Csa02g055600, Csa18g025710, Csa02g055610, Csa22663s010
OG0000080	AT5G55270	Csa02g057740, Csa18g026720
OG0000080	AT5G55890, AT5G55880	Csa02g058650, Csa02g058610, Csa18g028440
OG0000080	AT3G43170	Csa11g094100, Csa18g033500
OG0000083	AT4G25350	Csa11g019220, Csa12g027880, Csa10g017620
OG0000083	AT1G26730	Csa14g031980, Csa17g034160, Csa03g028800
OG0000083	AT1G35350	Csa17g063450, Csa14g046670, Csa03g038920, Csa14g046660
OG0000083	AT1G14040	Csa17g019420, Csa14g017010, Csa03g017780
OG0000083	AT2G03250	Csa06g003200
OG0000083	AT2G03260	Csa06g003260, Csa06g003220, Csa04g008750, Csa09g005530
OG0000083	AT2G03240	Csa09g005520, Csa04g008740, Csa06g003190
OG0000084	AT4G27960	Csa20g030630
OG0000084	AT5G53300	Csa02g049620
OG0000084	AT5G41700	Csa11g061240, Csa02g055100
OG0000084	AT1G64230	Csa16g056960
OG0000084	AT2G16740	Csa01g033230, Csa00626s010, Csa19g053440
OG0000084	AT5G56150	Csa02g059040, Csa11g089470, Csa18g028840
OG0000084	AT3G08700	Csa19g012060, Csa01g009350
OG0000084	AT3G08690	Csa01g009330, Csa15g009970
OG0000085	AT1G05080	Csa03g006460, Csa17g008360, Csa14g006350
OG0000086	AT4G25590	Csa11g018930, Csa10g017320, Csa12g026570
OG0000086	AT5G52360	Csa02g045420, Csa18g023290, Csa11g084070
OG0000086	AT1G01750	Csa14g001370, Csa03g001470, Csa17g002270
OG0000086	AT4G00680	Csa02g001740, Csa08g001790, Csa13g056730
OG0000086	AT3G46010	Csa06g019760, Csa04g028750
OG0000086	AT5G59890	Csa02g065720, Csa11g093760, Csa18g033200
OG0000086	AT5G59880	Csa11g093750, Csa18g033190, Csa02g065710
OG0000086	AT3G46000	Csa04g028740, Csa06g019750
OG0000088	AT3G45430	Csa06g019140
OG0000088	AT5G60300	Csa02g067210, Csa18g033620
OG0000088	AT5G60270	Csa02g067200, Csa18g033600, Csa11g094160
OG0000088	AT3G45440	Csa09g039410, Csa06g019170
OG0000088	AT3G45410	Csa06g019130, Csa09g039370
OG0000088	AT5G60320	Csa02g067220
OG0000090	AT2G29330	Csa05g034910
OG0000090	AT2G30670	Csa05g031970, Csa16g014130, Csa05g031930
OG0000093	AT5G19270	Csa20g028910
OG0000093	AT4G03566	Csa06g024090, Csa01g039590, Csa19g057580, Csa15g072410
OG0000094	AT1G61500	Csa07g062630
OG0000094	AT1G61430, AT1G61400, AT1G61440	Csa07g062590
OG0000094	AT1G11280	Csa17g015320, Csa03g014920, Csa14g014030
OG0000094	AT1G61380	Csa16g053250, Csa07g062580, Csa04306s010
OG0000095	AT4G23670	Csa11g021230, Csa05g016100, Csa00903s010, Csa10g019460, Csa11g021220
OG0000095	AT4G23680	Csa11g021200, Csa10g019430, Csa12g030780, Csa12g030770, Csa11g021210
OG0000095	AT3G26460, AT3G26450	Csa04g011980, Csa06g006000, Csa09g009760, Csa09g009770, Csa09g010000
OG0000095	AT1G14950	Csa17g020520
OG0000095	AT1G14930	Csa17g020510
OG0000095	AT2G01520	Csa04g002640, Csa09g002770, Csa06g001440
OG0000096	AT1G58190	Csa05g053680, Csa16g018560, Csa07g019350
OG0000096	AT1G74200	Csa07g044510
OG0000096	AT1G74170	Csa07g044540, Csa07g044550, Csa07g045580, Csa16g038120, Csa07g044520
OG0000096	AT1G74190	Csa09g078780, Csa07g044430, Csa16g038110
OG0000096	AT2G25470	Csa16g047090, Csa09g091650
OG0000096	AT1G54470	Csa05g059410, Csa07g023340, Csa16g020150
OG0000096	AT5G49290	Csa18g018640, Csa02g035380
OG0000096	AT1G74180	Csa09g078790
OG0000097	AT5G30520	Csa19g057660, Csa19g046120, Csa14g059320, Csa16g024070, Csa06g011240, Csa19g057650, Csa15g053080, Csa04g012490, Csa11g038500, Csa18g012740, Csa05g034850, Csa06g046500, Csa04g011670, Csa13g052490, Csa15g064820, Csa16g057300, Csa18g012750, Csa14g051070, Csa19g057640, Csa10g050330
OG0000097	AT2G06565	Csa02g023180, Csa11g075880
OG0000098	AT1G66950	Csa00495s180, Csa05g079710
OG0000098	AT2G36380	Csa06g039020, Csa04g049870
OG0000098	AT2G26910	Csa16g051070, Csa07g060470
OG0000098	AT3G30842	Csa00427s050, Csa06g013030
OG0000098	AT1G15520	Csa03g019340
OG0000098	AT1G15210	Csa17g020750, Csa03g018990
OG0000098	AT1G59870	Csa07g016960, Csa05g048580, Csa16g017450
OG0000098	AT3G16340	Csa15g021230
OG0000099	AT1G02440, AT1G02430	Csa14g002500, Csa03g002480, Csa17g001210
OG0000099	AT5G14670	Csa14g012240, Csa13g017490, Csa20g021200
OG0000099	AT1G23490	Csa14g030740
OG0000099	AT1G70490	Csa14g030740
OG0000100	AT3G26616	Csa03674s010, Csa06178s010
OG0000102	AT4G03740	Csa09g053250
OG0000103	AT4G10530, AT4G10520	Csa02g026110, Csa08g040530, Csa13g047690
OG0000103	AT4G21650, AT4G21640, AT4G21630	Csa11g024730, Csa12g036630
OG0000103	AT4G10510	Csa02g026210
OG0000103	AT1G32950, AT1G32960	Csa14g042920
OG0000103	AT1G32970	Csa14g042930, Csa03g037270
OG0000104	AT2G41930	Csa05g009640, Csa06g047920, Csa04g057390
OG0000104	AT2G42550	Csa05g032210, Csa07g012630, Csa07g012620, Csa06g048680, Csa05g009010, Csa04g058140
OG0000104	AT5G12090	Csa13g014620, Csa20g017340, Csa08g002950, Csa14g036210
OG0000104	AT5G27510	Csa13g036350, Csa08g028150, Csa20g055660
OG0000106	AT1G65200	Csa02g073400, Csa11g102820, Csa02g074600
OG0000106	AT1G65110	Csa16g021590, Csa05g067300
OG0000106	AT1G65120	Csa05g067320, Csa07g027970, Csa07g027960, Csa16g021610
OG0000106	AT1G65130	Csa20g030680, Csa07g027990, Csa16g021640, Csa16g021630, Csa05g094780, Csa20g030670
OG0000106	AT1G52450, AT1G52430	Csa14g061720
OG0000106	AT2G27630	Csa05g041310, Csa16g051800, Csa07g061160
OG0000106	AT2G27650	Csa16g051820, Csa05g041280
OG0000108	AT3G54700	Csa04g040820, Csa06g029160
OG0000108	AT2G38940	Csa05g014350, Csa06g042880
OG0000108	AT5G43360, AT5G43350, AT5G43370	Csa20g067290, Csa11g071550, Csa20g067340, Csa11g071520, Csa18g010450, Csa20g067350, Csa11g071500, Csa11g071490, Csa20g067330, Csa20g067310, Csa11g071530, Csa11g071540, Csa20g067300
OG0000109	AT1G50750	Csa14g059110, Csa17g088510, Csa14g059100
OG0000109	AT1G50745, AT1G50770	Csa17g088520
OG0000109	AT1G50820	Csa17g088580
OG0000109	AT1G50790, AT1G48145	Csa17g085680, Csa14g056150, Csa03g055740, Csa06803s010
OG0000109	AT4G16050	Csa12g053450, Csa11g034100, Csa10g029860
OG0000109	AT1G51538	Csa03g058440, Csa14g059780, Csa17g090430
OG0000109	AT5G18510	Csa13g021410, Csa08g011030, Csa08g011050, Csa20g026900, Csa08g011020, Csa03g056760
OG0000109	AT1G50830	Csa14g051490
OG0000110	AT4G16730	Csa11g033010, Csa12g051030, Csa10g028820
OG0000110	AT4G16740	Csa12g051010, Csa10g028800, Csa11g033000
OG0000110	AT2G24210	Csa07g054100, Csa09g088350
OG0000110	AT3G25820, AT3G25830	Csa04g011050, Csa09g008970, Csa09g008980, Csa06g005400, Csa09g008950
OG0000110	AT3G25810	Csa09g008930, Csa04g011040, Csa06g005380
OG0000112	AT4G01380	Csa09g064220, Csa09g050280, Csa15g077930, Csa15g077960, Csa15g077990, Csa01g041520, Csa09g034520, Csa08g053620, Csa02g026120, Csa13g056500, Csa13g056510, Csa08g052990, Csa02g004630, Csa02g002010, Csa02g001990, Csa08g001940, Csa02g001860, Csa02g029630, Csa08g052980, Csa13g055770
OG0000113	AT3G58960	Csa04g046430, Csa05g089370
OG0000113	AT3G58920	Csa05g089500, Csa04g046480, Csa04g046470, Csa06g036680, Csa04g046460, Csa05g089420, Csa05g089380, Csa06g036660, Csa04g046440, Csa05g089760, Csa16g006610, Csa05g089480
OG0000113	AT3G54160	Csa09g062630, Csa04g040200, Csa06g028660
OG0000113	AT3G62430	Csa16g002210, Csa05g094790, Csa07g002180, Csa16g002200, Csa05g088910, Csa05g094700, Csa16g001590, Csa07g002190, Csa16g055890, Csa09g097910
OG0000113	AT3G62440	Csa05g094850, Csa07g002170
OG0000114	AT5G18600	Csa20g026990, Csa08g011150, Csa13g021520
OG0000114	AT4G15670, AT4G15660	Csa11g034770, Csa10g030380, Csa11g034750
OG0000114	AT4G15690	Csa16543s010, Csa12g054120, Csa10g030340, Csa11g034730
OG0000114	AT4G15680	Csa12g054130, Csa10g030350, Csa11g034740
OG0000115	AT5G17730	Csa20g025920, Csa13g020530
OG0000115	AT5G17760	Csa08g010010, Csa14776s010, Csa13g020580
OG0000115	AT2G18193	Csa15g076690, Csa01g041330, Csa15g076700, Csa19g057770
OG0000115	AT2G18190	Csa15g076680
OG0000115	AT3G50940	Csa09g057910, Csa06g025070, Csa04g036700
OG0000115	AT3G50930	Csa20987s010, Csa04g036680, Csa10990s010, Csa09g002400, Csa06g025060
OG0000116	AT5G25410	Csa05g068500, Csa00517s020, Csa07g028110, Csa05g067500
OG0000116	AT5G60380	Csa02g067310, Csa18g033700, Csa11g094230
OG0000116	AT5G25415	Csa05g089010, Csa08g023070, Csa20g048780, Csa13g031330, Csa20g048760, Csa09g048760, Csa06g021830, Csa09g048780, Csa18g002650
OG0000116	AT5G04933, AT5G04937	Csa08g059630, Csa20g006030, Csa13g006810
OG0000117	AT2G43510	Csa05g006950, Csa04g056050, Csa04g061150, Csa06g049740
OG0000117	AT2G43530	Csa07g015580, Csa16g016120, Csa05g006930, Csa04g061170, Csa04g061220, Csa04g061230, Csa06g049800, Csa05g006880, Csa05g006920, Csa04g061180, Csa04g061250, Csa05g006870, Csa04g061240, Csa04g061280, Csa06g049820, Csa05g006850, Csa06g049790, Csa04g061210
OG0000117	AT2G43535	Csa05g006940
OG0000117	AT2G43520	Csa06g049750, Csa04g061160
OG0000119	AT4G17780	Csa10g027570, Csa12g046760, Csa11g030820
OG0000119	AT2G43260, AT2G43445, AT2G43440	Csa06g049670, Csa04g061080
OG0000119	AT2G43270	Csa04g060860, Csa04g044800, Csa06g049500, Csa05g007200, Csa04g060880
OG0000119	AT2G42955	Csa15g032060, Csa19g029730, Csa06g049140, Csa06g025760, Csa04g060550, Csa05g007510, Csa06642s010
OG0000119	AT2G30385	Csa06g043270, Csa05g013950, Csa04g053310
OG0000119	AT1G49790	Csa07g008270, Csa05g023260, Csa12g084300
OG0000120	AT1G01380	Csa17g001840, Csa03g001830, Csa14g001750
OG0000120	AT4G01060	Csa13g056270, Csa02g002230, Csa08g053430
OG0000120	AT5G53200	Csa18g024230, Csa11g085060, Csa02g049550
OG0000120	AT2G30420	Csa05g033290, Csa07g012710, Csa16g014450
OG0000120	AT2G46410	Csa05g002790, Csa04g065460, Csa06g052900
OG0000121	AT1G75830	Csa07g047380, Csa09g080580, Csa16g039940
OG0000121	AT1G55010	Csa07g023910, Csa05g060830
OG0000123	AT3G60640	Csa16g004260, Csa07g004300, Csa05g092450
OG0000123	AT2G45170	Csa04g063070, Csa05g004090
OG0000123	AT4G16520	Csa12g051580, Csa11g033390, Csa04243s010
OG0000123	AT2G05630	Csa19g040540, Csa15g058440, Csa01g038060
OG0000123	AT1G62040	Csa09g096660, Csa16g053820, Csa07g063370
OG0000123	AT4G04620	Csa13g052390, Csa02g011510, Csa08g048570
OG0000123	AT4G21980	Csa10g021290, Csa12g036110
OG0000124	AT1G21280	Csa14g026510, Csa03g025090, Csa14g026520, Csa17g027200, Csa00441s310, Csa00441s340, Csa17g027070, Csa14g026380, Csa14g026400, Csa17g027090, Csa14g025990, Csa03g024650, Csa17g026640, Csa14g026490, Csa17g027140, Csa03g025060
OG0000125	AT1G64840	Csa16g046440
OG0000125	AT2G24250	Csa16g045890
OG0000126	AT4G04110, AT1G57630, AT5G38344	Csa17g098330
OG0000128	AT4G29970	Csa11g013500, Csa10g012590, Csa11g013530, Csa12g017270, Csa10g012600
OG0000128	AT3G10790	Csa15g014350, Csa15g014340, Csa13g030960, Csa20g048640, Csa20g046080, Csa08g022760, Csa01g011720, Csa19g014470, Csa15g021610, Csa19g014480, Csa15g014370
OG0000128	AT2G13630, AT3G04660	Csa15g005610, Csa19g006810, Csa01g005390
OG0000129	AT1G32430	Csa17g051850, Csa03g036800
OG0000129	AT1G47390	Csa14g051250, Csa17g072880, Csa03g051080, Csa07g011900
OG0000129	AT2G14710	Csa15g064800, Csa19g044980, Csa01g035490, Csa15g069900, Csa03613s010, Csa19g044970
OG0000129	AT3G16590	Csa15g021490, Csa19g023440, Csa01g019270, Csa05g038310
OG0000130	ATMG00850	Csa09g005190
OG0000132	AT2G18328	Csa01g041460, Csa28725s010, Csa15g076870
OG0000132	AT4G36570	Csa11g005220, Csa12g004910, Csa10g004700
OG0000132	AT1G19510	Csa14g024820, Csa03g023320
OG0000132	AT1G75250	Csa07g046690, Csa09g079840
OG0000132	AT4G39250	Csa10g002020, Csa12g002120, Csa11g002220
OG0000132	AT2G21650	Csa07g051790, Csa16g043450, Csa09g086050, Csa07857s010
OG0000133	AT1G70890	Csa16g032540
OG0000133	AT5G28000	Csa20g057230, Csa08g029660
OG0000133	AT1G70840	Csa16g032460
OG0000133	AT1G70880	Csa16g032520, Csa07g037760
OG0000134	AT5G46490, AT1G31540	Csa20g079410
OG0000134	AT5G46260, AT5G46500	Csa00470s040
OG0000134	AT5G46270	Csa18g003760
OG0000135	AT3G22085	Csa19g031270, Csa15g034650, Csa01g025290
OG0000135	AT2G15710	Csa15g034640
OG0000135	AT1G69660, AT1G69650	Csa05g086440, Csa05g087440
OG0000135	AT3G22080	Csa05g041810, Csa01g025270
OG0000137	AT1G29510, AT1G29440, AT1G29430, AT5G27780	Csa14g037000, Csa03g032590
OG0000137	AT1G29460	Csa17g042390, Csa03g032610
OG0000138	AT1G78400	Csa09g085190, Csa16g042620, Csa07g051050
OG0000138	AT2G33160	Csa07g008360, Csa05g023400, Csa16g008160
OG0000138	AT1G17150	Csa17g022810, Csa17g030330, Csa03g020920, Csa17g022800, Csa14g021360
OG0000138	AT1G43080, AT1G43090, AT1G43100, AT2G40310, AT4G13760, AT2G26620, AT2G15470, AT2G15460, AT2G15450	Csa05g012470, Csa06g044680, Csa04g054630, Csa17g099110, Csa07g026610, Csa07g016860, Csa16g017360, Csa05g048510
OG0000140	AT2G07200	Csa06g021860, Csa03g061140
OG0000143	AT3G18650	Csa19g026030, Csa15g025250, Csa01g021520
OG0000143	AT4G02235, AT5G65330, AT4G11250	Csa20g011700, Csa02g074480, Csa09g002990, Csa18g039280
OG0000143	AT5G40070, AT5G40120, AT5G41200, AT5G40220, AT5G38740, AT5G37415, AT5G39810, AT5G39750	Csa07g016560, Csa03g004690, Csa12g037430, Csa11g070460, Csa15g048330, Csa15g027790, Csa17g094960, Csa17g095120, Csa17g092430, Csa10g047360, Csa10g046720, Csa01172s010, Csa11g057180, Csa11g055860, Csa11g057430, Csa12g081610, Csa17g025910, Csa17g025890, Csa16470s010
