Orthogroup	Arabidopsis_thaliana	Arabidopsis_halleri
OG0000120	AT2G30432	g24213
OG0000120	AT2G30424	g24214
OG0000120	AT2G46410	g09688
OG0000121	AT1G75830	g01132, g25399
OG0000121	AT1G55010	g28465
OG0000121	AT2G26020, AT2G26010, AT5G44430	g28592, g32339
OG0000121	AT5G44420	g30719
OG0000123	AT3G60640	g05556
OG0000123	AT2G45170	g09830
OG0000123	AT4G16520	g23081
OG0000123	AT2G05630	g29627
OG0000123	AT1G62040	g17785
OG0000123	AT4G21980	g21809
OG0000124	AT1G21280	g13438, g13439, g13441
OG0000125	AT1G64840	g08911, g30742, g08908, g28283, g28284, g08907
OG0000125	AT2G24250	g08802, g08799, g08800
OG0000126	AT4G04110	g27847
OG0000126	AT5G38344	g26618
OG0000128	AT2G13630, AT3G04660	g06213
OG0000129	AT1G32430	g16007, g16009
OG0000129	AT1G47390	g19000
OG0000129	AT2G14710	g19649
OG0000129	AT3G16580	g06548
OG0000129	AT3G16590	g06544
OG0000130	ATMG00850	g25818, g25066, g28365, g04959
OG0000130	ATMG00860	g07141
OG0000132	AT2G18328	g21971
OG0000132	AT4G36570	g03067
OG0000132	AT1G19510	g13895
OG0000132	AT1G75250	g01063
OG0000132	AT4G39250	g02805
OG0000132	AT2G21650	g23975
OG0000133	AT1G70890	g03833
OG0000133	AT5G28000	g25706
OG0000133	AT5G28010	g25707
OG0000133	AT1G70840	g03826
OG0000134	AT4G08450	g20324
OG0000134	AT5G46450	g27849
OG0000135	AT3G22085	g11323
OG0000135	AT1G69660	g25182
OG0000135	AT3G22080	g18571
OG0000137	AT1G29500	g13097
OG0000137	AT1G29510, AT1G29440, AT1G29430, AT5G27780	g13099
OG0000137	AT1G29460	g13102
OG0000138	AT1G78400	g01402
OG0000138	AT2G33160	g03208
OG0000138	AT1G17150	g09875
OG0000138	AT1G43080, AT1G43090, AT1G43100	g26114
OG0000138	AT2G40310, AT4G13760	g12614
OG0000138	AT2G26620, AT2G15470, AT2G15460, AT2G15450	g12618
OG0000140	AT2G07200	g30370
OG0000143	AT3G18650	g21615
OG0000143	AT4G02235, AT5G65330, AT4G11250	g07431
OG0000143	AT5G40070, AT5G40120, AT5G41200, AT5G40220, AT5G38740, AT5G37415, AT5G39810, AT5G39750	g26761, g29024, g26751
OG0000144	AT2G45560	g09786
OG0000144	AT1G33730, AT1G33720	g17709
OG0000144	AT2G45580	g09784
OG0000146	AT4G35210	g00403
OG0000146	AT2G17070	g30036
OG0000146	AT2G17080	g30035
OG0000148	AT5G29054	g30358, g29197, g26401, g27534, g15937, g27031, g06973, g17011, g26102, g31567, g26171, g30091, g23970, g24828, g29235, g21505, g18714, g18715, g18660, g27383, g30458, g15421, g24201, g30850, g30606, g17918, g28558, g14356, g29632, g20107, g07787, g16679, g19698, g25352, g25661, g19618, g32536, g30737, g27300, g00836, g17646, g19658, g30936, g19739, g30581, g15020, g31360, g19534, g22142, g29622, g18940, g29699, g29741, g30908, g31090, g23143, g29483, g29722, g22048, g31343, g32026, g25061, g29223, g18902, g24736, g20060, g27389, g30873, g20095, g28898, g23278, g28309, g27981, g27830, g24716, g31189, g29234, g31376, g25785, g28313, g29804, g20035, g18488, g18583, g29219, g23403, g31225, g31592, g08838, g26177
OG0000149	AT1G56145	g24610
OG0000149	AT1G56140	g24609
OG0000149	AT1G56130	g24608
OG0000149	AT1G56120	g24606
OG0000153	AT1G35850, AT5G59280	g11033
OG0000153	AT1G21620	g13399
OG0000153	AT5G60110, AT5G60180	g10925, g10938
OG0000154	AT5G24550	g27600
OG0000154	AT5G24540	g27599
OG0000154	AT3G60140	g05617
OG0000154	AT2G44470	g18129
OG0000154	AT2G44460	g18127
OG0000155	AT2G31050	g25757, g06941
OG0000156	AT5G57260	g32541, g32461
OG0000156	AT2G02580	g20725
OG0000156	AT3G26330	g20723
OG0000156	AT3G26300	g20721, g20722
OG0000157	AT2G19146, AT1G60720	g23101
OG0000157	AT1G33710	g17534
OG0000157	AT4G10613, AT3G25720	g28393, g22064, g20657, g20700
OG0000158	AT1G48670	g16281
OG0000158	AT5G51470	g17052, g13360
OG0000159	AT1G13420	g04723
OG0000159	AT1G13430, AT2G14920	g04722
OG0000159	AT4G26280	g10188
OG0000159	AT2G27570, AT3G45080, AT3G45070	g11873
OG0000160	AT3G54410	g11460
OG0000160	AT1G70040	g03743, g03742, g03745
OG0000160	AT1G70020	g03740
OG0000161	AT4G10305	g12063, g20691, g26281, g07674, g09785
OG0000162	AT1G57830, AT1G60320	g27035
OG0000162	AT2G03030, AT2G03300	g23614
OG0000162	AT1G47370, AT1G57850	g27039
OG0000163	AT2G05380	g16373
OG0000163	AT2G05520	g31179
OG0000163	AT2G05530	g31176, g17038
OG0000164	AT4G21860	g21786
OG0000164	AT4G21830, AT4G21840	g21782
OG0000164	AT4G21850	g21784
OG0000164	AT4G04800	g21467
OG0000164	AT4G04810	g21466
OG0000166	AT3G05650	g06342
OG0000166	AT2G15080	g14214
OG0000166	AT2G15042	g14210
OG0000166	AT3G11080	g05942
OG0000167	AT3G12580	g05774
OG0000167	AT1G16030	g09988
OG0000167	AT3G09440	g06111
OG0000167	AT5G02490	g19452
OG0000167	AT5G02500	g19451
OG0000167	AT1G56410	g24771
OG0000170	AT5G63225	g12329
OG0000170	AT5G53600	g29982
OG0000170	AT5G53610	g29983
OG0000170	AT5G63230	g12330
OG0000171	AT4G03505, AT4G03470	g08993
OG0000171	AT4G05040	g21434
OG0000171	AT4G14400	g23182
OG0000171	AT4G14390	g23183
OG0000171	AT1G03670	g01993
OG0000171	AT4G03500	g26308
OG0000173	AT1G60880	g19923
OG0000173	AT5G04640	g20720, g15716
OG0000173	AT4G14530, AT1G46408	g23313
OG0000174	AT1G66850	g23287
OG0000174	AT3G57310	g16663
OG0000178	AT1G05920	g02240
OG0000178	AT1G32030	g16062
OG0000178	AT3G24850	g30119, g28259, g28237
OG0000178	AT1G05930	g02241
OG0000179	AT1G47620	g19031
OG0000179	AT1G66030	g19032
OG0000179	AT5G02900	g25018, g32005
OG0000179	AT4G39510	g02825
OG0000179	AT4G32170	g00755
OG0000179	AT4G39500	g31473
OG0000180	AT1G75630	g01107
OG0000180	AT4G34720	g02764
OG0000180	AT4G38920	g02764
OG0000180	AT2G16510	g02764
OG0000180	AT4G34720	g00456
OG0000180	AT4G38920	g00456
OG0000180	AT2G16510	g00456
OG0000180	AT4G34720	g26536
OG0000180	AT4G38920	g26536
OG0000180	AT2G16510	g26536
OG0000181	AT1G32225	g07483, g31577, g14613, g16766, g27414, g14305, g27374, g24640, g12141, g26400, g28909, g29759, g29750, g25130, g26942, g25101, g18554, g13186, g07048, g18726, g29293, g06851, g11489, g01096, g29347, g01366, g00111, g14281, g12820
OG0000182	AT4G15970	g20202
OG0000182	AT4G19975	g05139
OG0000182	AT5G44820	g23667
OG0000182	AT2G02061	g14602
OG0000182	AT1G14590	g10137
OG0000183	AT3G47790	g12857
OG0000183	AT5G61700	g31954
OG0000183	AT5G61740	g30996
OG0000183	AT3G47780	g12856
OG0000183	AT3G47750	g12854
OG0000183	AT3G47770	g12855
OG0000183	AT3G47740	g12853
OG0000184	AT3G22470	g22727
OG0000184	AT1G12700	g04805
OG0000184	AT1G12775, AT1G12300, AT1G12620	g04818, g04815, g04847, g04806, g31814, g04816
OG0000185	AT5G37400	g28436
OG0000185	AT5G37650	g20600
OG0000185	AT5G37470, AT4G09440	g20579
OG0000185	AT5G37460	g28451
OG0000185	AT5G37420	g28438, g28439
OG0000185	AT4G16530	g23073
OG0000185	AT5G37410	g28437
OG0000186	AT1G31550	g32166
OG0000186	AT1G28600	g13020
OG0000186	AT2G27360	g26228
OG0000186	AT1G28590	g13019
OG0000186	AT1G28580	g13018
OG0000186	AT1G28570	g13017
OG0000188	AT3G32904	g31582, g17003, g19645, g26509
OG0000188	AT3G30520, AT1G43720, AT1G35820, AT3G42870	g31149
OG0000188	AT5G36080	g31677, g22061, g29191, g29190, g21290
OG0000189	AT3G59200	g22881
OG0000189	AT3G59240	g22877
OG0000189	AT3G59250	g22875
OG0000189	AT3G59190	g22882
OG0000189	AT4G14103, AT4G14096	g21387
OG0000189	AT1G58310	g24701
OG0000189	AT3G59210	g22880
OG0000190	AT1G12665	g04810
OG0000190	AT1G12663	g04811
OG0000190	AT1G12672	g04808
OG0000191	AT5G56600	g24076
OG0000191	AT2G19770	g20920
OG0000191	AT2G19760	g20921
OG0000191	AT4G29350	g04303
OG0000192	AT5G46540	g07711
OG0000192	AT4G18050	g22622
OG0000192	AT1G02520	g01861
OG0000192	AT1G02530	g01862
OG0000192	AT4G01820, AT4G01830	g09185
OG0000192	AT3G62150	g05376
OG0000192	AT2G47000	g09624
OG0000193	AT1G48470	g17422
OG0000193	AT3G17820	g16121
OG0000193	AT1G66200	g22086
OG0000193	AT5G37600	g20595
OG0000193	AT5G16570	g00114
OG0000194	AT2G05330	g16374
OG0000194	AT5G48510	g15934, g15933
OG0000194	AT2G40450	g12633
OG0000194	AT4G04090	g31439
OG0000195	AT1G14800	g20446, g03308, g13382
OG0000197	AT2G14378, AT4G35165	g00411
OG0000197	AT5G52975	g08205
OG0000197	AT5G52965	g08203
OG0000197	AT2G27315	g26237
OG0000198	AT3G43750	g29154
OG0000198	AT3G45570, AT3G45580	g30678
OG0000198	AT2G26135	g27380
OG0000198	AT2G26130	g27379, g27375
OG0000198	AT3G45540	g30682
OG0000199	AT5G59840	g10974
OG0000199	AT3G46060	g27038
OG0000199	AT3G46060	g29048
OG0000199	AT5G03520	g15847
OG0000199	AT3G09900	g06069
OG0000199	AT3G53610	g11368
OG0000201	AT4G31660	g00819
OG0000202	AT1G48060	g17471
OG0000203	AT5G03390	g15863
OG0000203	AT1G68960	g32084
OG0000204	AT4G39756	g02859
OG0000204	AT4G39753	g02858
OG0000204	AT5G28180	g27862
OG0000204	AT5G28160	g25717
OG0000205	AT1G14080	g04653
OG0000205	AT2G15390, AT2G15360	g14244
OG0000205	AT2G15370, AT2G15350	g14243
OG0000205	AT1G14110	g04652
OG0000206	AT1G67020	g28421, g08170
OG0000210	AT4G13290, AT4G13310	g19984
OG0000210	AT4G20235	g05173
OG0000210	AT1G11610, AT2G30750	g30723
OG0000210	AT2G30770	g25722
OG0000211	AT1G21270	g13445, g13440
OG0000211	AT1G21240	g13443
OG0000211	AT1G21230	g13444
OG0000211	AT1G21250	g13442
OG0000212	AT2G07760	g23770, g20698, g01274, g32344, g31735
OG0000212	AT5G28823	g27761
OG0000213	AT3G22940, AT3G22421	g22718
OG0000213	AT2G38590	g18416
OG0000213	AT5G41490	g32416
OG0000214	AT4G04510	g21416
OG0000214	AT4G04570	g21419
OG0000214	AT4G04540	g21417
OG0000216	AT3G14150	g06836
OG0000216	AT3G14130	g06837
OG0000216	AT4G18360	g22584
OG0000216	AT3G14420	g06801
OG0000216	AT3G14415	g06802
OG0000217	AT3G05370	g17692
OG0000217	AT1G71400	g03894
OG0000217	AT1G71390	g03893
OG0000218	AT5G09490	g19122
OG0000218	AT5G09500	g19123
OG0000218	AT5G43640	g17576
OG0000218	AT5G63070	g12311
OG0000218	AT1G04270	g02057
OG0000218	AT5G09510	g19124
OG0000220	AT4G20200	g05171
OG0000220	AT1G48800	g24285
OG0000220	AT1G48820	g24286
OG0000222	AT4G15430	g20285
OG0000222	AT1G62320	g17817
OG0000222	AT4G04340	g21403
OG0000222	AT4G22120	g14478, g14479
OG0000223	AT3G20520	g11135
OG0000223	AT5G55480	g09278
OG0000223	AT1G66980	g23307
OG0000223	AT1G66970	g23306
OG0000223	AT4G26690	g04595
OG0000224	AT3G24610	g20076
OG0000225	AT5G41690	g28440, g28441, g22429, g22474
OG0000225	AT3G10845	g26896
OG0000225	AT1G45100	g20752
OG0000225	AT3G48835	g16722
OG0000225	AT3G48840	g16735
OG0000226	AT5G15025	g00273
OG0000226	AT1G24200	g13577
OG0000226	AT5G15040	g00271
OG0000226	AT5G15030	g00272
OG0000227	AT5G06640, AT4G13390	g21362
OG0000227	AT5G06630, AT2G24980	g25081, g15596, g26951
OG0000227	AT5G35190	g24818
OG0000228	AT4G23400	g14313
OG0000228	AT4G00430	g19810
OG0000228	AT1G01620	g01756
OG0000228	AT3G61430	g05468
OG0000228	AT2G45960	g09740
OG0000229	AT4G05460	g08958, g08951
OG0000230	AT1G29740	g26347
OG0000232	AT1G32375	g16015
OG0000232	AT5G50270	g09811
OG0000233	AT1G77570	g01315
OG0000233	AT4G19630	g15465
OG0000234	AT1G78340	g01396
OG0000234	AT1G78380	g01399
OG0000234	AT1G17180	g09872
OG0000234	AT1G17170	g09873
OG0000234	AT1G78360	g01397
OG0000235	AT3G14610	g06785
OG0000235	AT3G14650, AT3G14660	g06781, g06782
OG0000235	AT3G14690	g06779
OG0000235	AT3G14640	g06783
OG0000236	AT1G45616	g18966
OG0000236	AT1G47890	g17496
OG0000237	AT2G18240	g24941
OG0000237	AT2G23310	g21020
OG0000237	AT2G21600	g23968
OG0000237	AT4G39220	g02801
OG0000238	AT5G10140	g19190
OG0000238	AT5G65050, AT5G65060	g07462
OG0000238	AT1G77080	g01263
OG0000238	AT5G65070	g07460
OG0000239	AT3G62850	g05306, g05301
OG0000240	AT2G22290	g21673
OG0000240	AT5G10260	g10490
OG0000240	AT5G64990	g07468
OG0000240	AT2G44610	g18143
OG0000241	AT1G65350	g19380
OG0000241	AT4G02890	g16310, g21433
OG0000241	AT4G05320	g09051
OG0000241	AT5G03240	g12055
OG0000241	AT5G20620	g28782
OG0000241	AT5G20620	g08494
OG0000241	AT5G20620	g31650
OG0000241	AT5G20620	g25308
OG0000242	AT4G20800	g05205, g05206
OG0000242	AT1G26400	g08102
OG0000242	AT1G26410	g08101
OG0000242	AT1G26380	g08104
OG0000242	AT1G26420	g08100
OG0000242	AT1G26390	g08103
OG0000243	AT2G29800	g06916, g06942
OG0000243	AT2G29600	g06944
OG0000243	AT2G29820	g06943
OG0000243	AT2G29830	g06915
OG0000243	AT2G29860	g06945
OG0000243	AT2G29780	g06917
OG0000243	AT2G29770	g06919
OG0000244	AT1G66045	g08584, g05535
OG0000244	AT4G03040	g04173, g26073, g05156
OG0000244	AT5G33330	g17617, g23649, g04306
OG0000245	AT4G21380	g21726
OG0000245	AT3G12000	g05838
OG0000246	AT3G23950	g20008
OG0000246	AT3G23970	g20011
OG0000247	AT4G09360	g04044
OG0000247	AT1G17600	g25931
OG0000247	AT5G40100	g29022
OG0000247	AT4G09430	g04042
OG0000248	AT2G36880	g03594
OG0000248	AT3G17390	g16169
OG0000248	AT4G01850	g09183
OG0000248	AT1G02500	g01859
OG0000249	AT3G32960	g20724
OG0000250	AT5G53380	g23043
OG0000250	AT5G16350	g00142
OG0000250	AT5G12420	g10715
OG0000251	AT4G15310	g20116
OG0000251	AT3G30290	g30622
OG0000251	AT1G65670, AT4G15300	g30270
OG0000251	AT4G15396, AT4G15393	g30269
OG0000252	AT1G22380	g13773
OG0000252	AT1G22340	g13776, g13777
OG0000252	AT1G22370	g13774
OG0000252	AT1G22360	g13775
OG0000252	AT1G22400	g27551, g13772
OG0000255	AT4G05360	g07598, g20917, g21719, g03385, g28387, g29345, g19671, g28900, g31997, g29344, g32125, g19991, g29288, g29642
OG0000256	AT5G53840	g09471
OG0000256	AT1G51370	g21912
OG0000257	AT1G57660, AT1G57860	g26285, g31163
OG0000258	AT3G27870	g18957
OG0000258	AT1G26130	g08125
OG0000258	AT1G68710	g14719
OG0000258	AT1G13210	g04748
OG0000258	AT3G25610	g19601
OG0000259	AT2G23142	g04978
OG0000261	AT3G21120	g11206, g30679
OG0000261	AT3G21130	g11207
OG0000262	AT1G69630	g25185
OG0000262	AT1G78750	g01434
OG0000262	AT1G66290	g22075, g24672
OG0000262	AT1G66320, AT1G66640	g22073, g22071
OG0000262	AT1G66300, AT1G66310	g22072
OG0000262	AT1G78760	g01435
OG0000262	AT1G78730	g01432
OG0000262	AT1G78740	g01433
OG0000263	AT4G25710	g06627, g08489, g05854, g07774
OG0000263	AT3G06570	g06463
OG0000263	AT5G38670	g25037
OG0000263	AT5G38680	g25035, g25036
OG0000264	AT3G57640	g16632
OG0000264	AT1G65250, AT1G65190	g27825, g27822
OG0000264	AT1G67470	g31125
OG0000265	AT1G56330	g24788
OG0000265	AT3G62560	g05338
OG0000265	AT4G02080, AT1G02620	g09151
OG0000266	AT5G08350	g23802, g30317
OG0000266	AT5G23360	g27744
OG0000266	AT5G23350	g27743
OG0000266	AT5G23370	g27745
OG0000267	AT5G27810, AT5G48670	g15968
OG0000268	AT2G28270	g07121
OG0000268	AT2G44380, AT2G44390	g18117
OG0000268	AT2G17740	g22156
OG0000268	AT2G44370	g18113
OG0000268	AT5G40590	g26903
OG0000269	AT1G22650	g13744
OG0000269	AT1G72000	g03954
OG0000269	AT4G34860	g00441
OG0000269	AT1G35580	g26451
OG0000269	AT4G09510	g18552
OG0000270	AT1G60750	g25453
OG0000270	AT1G10810	g05020
OG0000270	AT1G60710	g25448
OG0000270	AT1G60690	g25445
OG0000270	AT1G60730	g25449
OG0000270	AT1G60680	g25444
OG0000271	AT5G46950, AT5G46960	g07763
OG0000271	AT5G46940	g07762
OG0000271	AT5G46970	g07764
OG0000272	AT1G22710	g13738
OG0000272	AT5G06170	g30943, g15539
OG0000272	AT1G71890	g03941
OG0000272	AT1G71880	g03940
OG0000275	AT3G21780	g11287
OG0000275	AT3G21800	g11292
OG0000275	AT3G21790	g11288
OG0000275	AT4G15270	g20186
OG0000275	AT4G15280	g20188
OG0000275	AT4G15260	g20185
OG0000276	AT1G78490	g22002
OG0000276	AT1G55940	g24580, g24585
OG0000276	AT3G44970	g26053
OG0000277	AT1G07920	g10910
OG0000277	AT1G07940	g10910
OG0000277	AT5G60390	g10910
OG0000277	AT1G07930	g10910
OG0000278	AT4G20095	g05160
OG0000278	AT2G20620	g25819
OG0000279	AT4G04460	g21407
OG0000279	AT1G11910	g04892
OG0000279	AT1G62290	g17811
OG0000280	AT2G36750	g03583
OG0000280	AT2G36790, AT2G36800	g03585
OG0000280	AT2G36780	g03584
OG0000281	AT1G77530	g01311
OG0000281	AT1G77520	g01310
OG0000281	AT1G63140, AT1G62900	g18704
OG0000282	AT5G15160	g00258
OG0000282	AT1G26945	g08031
OG0000282	AT3G28857	g08643
OG0000282	AT5G39860	g26768
OG0000286	AT4G03728	g31642, g30924, g29289, g31962, g06598, g26504
OG0000287	AT4G08780	g25651, g25645
OG0000287	AT4G08770	g25644
OG0000287	AT3G32980	g29816
OG0000287	AT3G49110	g16767
OG0000287	AT3G49120	g16768
OG0000288	AT2G24170	g08785
OG0000288	AT3G13772	g06892
OG0000288	AT1G55130	g24854
OG0000288	AT5G25100	g14148
OG0000288	AT5G10840	g10547
OG0000289	AT1G20680	g13500
OG0000289	AT1G20405	g13535
OG0000289	AT1G20730	g13538
OG0000290	AT3G62960	g05289
OG0000290	AT2G47880	g09536
OG0000290	AT1G06830	g02324
OG0000290	AT2G30540	g30011
OG0000291	AT5G54010	g09451
OG0000291	AT4G27570, AT4G27560	g04506
OG0000291	AT5G53990	g09454
OG0000291	AT1G64910	g26484
OG0000291	AT1G64920	g26483
OG0000292	AT5G37870	g20628
OG0000292	AT5G37890	g20629, g20630
OG0000293	AT2G29150	g06996
OG0000293	AT2G29370	g06974
OG0000293	AT2G29290	g06986
OG0000293	AT2G29350	g06977
OG0000295	AT2G07190	g32123, g28264, g32090, g27427
OG0000297	AT1G05540	g02193
OG0000297	AT1G30160	g23698
OG0000297	AT1G05550	g02194
OG0000298	AT5G49310	g25119
OG0000298	AT3G06720	g06482
OG0000298	AT4G16143	g31749, g31751
OG0000298	AT1G02690	g01881
OG0000298	AT4G02150	g09138
OG0000299	AT1G50010	g29115
OG0000299	AT1G04820	g29115
OG0000299	AT1G64740	g30806
OG0000299	AT5G19780	g12149
OG0000299	AT5G19770	g12149
OG0000299	AT5G19780	g12148
OG0000299	AT5G19770	g12148
OG0000300	AT3G53810	g11388
OG0000300	AT2G37710	g18308
OG0000300	AT4G02420	g09107
OG0000300	AT4G02410	g09106
OG0000301	AT2G02890, AT2G02660	g13805, g13803, g13802, g13804
OG0000301	AT2G16220, AT2G16450, AT2G15640	g23927
OG0000302	AT1G20510	g13524
OG0000302	AT1G20480	g13527
OG0000302	AT5G38120	g20824
OG0000302	AT1G20500, AT1G20490	g13526
OG0000303	AT1G04380	g02067
OG0000303	AT5G59540	g11004
OG0000303	AT5G59530	g11006
OG0000303	AT1G04350	g02064
OG0000304	AT3G29375	g01566, g24178
OG0000304	AT1G80790	g01563
OG0000306	AT3G14210	g06826
OG0000306	AT1G54020	g24897
OG0000306	AT1G54000, AT1G54010	g24900
OG0000307	AT5G60660	g10887
OG0000307	AT2G37170, AT2G37180	g03640
OG0000307	AT3G53420	g20376
OG0000308	AT1G23480	g13646
OG0000308	AT4G16590	g17215
OG0000308	AT1G24070	g13596
OG0000308	AT4G13410	g20001
OG0000309	AT5G51105	g08442
OG0000310	AT3G48310, AT3G48320	g16683
OG0000310	AT3G48280	g16676
OG0000310	AT3G48270	g16675
OG0000310	AT3G48300	g16681
OG0000311	AT4G16960, AT4G16880, AT4G16940, AT4G16900, AT4G16920, AT4G16860, AT4G16950, AT4G16890	g17177
OG0000311	AT5G51630	g08376
OG0000312	AT5G25850	g20014, g16378
OG0000312	AT5G53640	g09492, g09491
OG0000312	AT5G53635	g09499
OG0000313	AT1G42700	g32337, g31551
OG0000313	AT1G40087, AT3G30200	g16337, g18996
OG0000314	AT3G13650	g05636
OG0000314	AT3G13662	g06911
OG0000314	AT1G55210	g24843
OG0000315	AT2G14540	g19673
OG0000315	AT1G62170, AT1G62160	g17799, g17800
OG0000315	AT1G64030	g22979, g18599, g18600, g22976
OG0000316	AT1G18710	g13976
OG0000316	AT1G74430	g00983
OG0000317	AT1G52740	g15109
OG0000317	AT3G54560	g11477
OG0000317	AT2G38810	g27233
OG0000318	AT2G43700	g18039
OG0000318	AT2G43690	g18038
OG0000318	AT3G59730, AT3G59740, AT3G59750	g22818
OG0000318	AT3G59700	g22820
OG0000319	AT3G60130	g05618
OG0000319	AT2G25630	g21525, g21516
OG0000319	AT5G44640, AT5G42260	g23652
OG0000319	AT2G44450	g18126
OG0000321	AT1G26570	g08084
OG0000321	AT5G39320	g24665
OG0000321	AT3G29360	g24170
OG0000321	AT5G15490	g00222
OG0000322	AT1G23690	g13637
OG0000322	AT1G23645	g13638
OG0000323	AT2G24560	g08863
OG0000323	AT1G58430	g28155
OG0000323	AT2G31550, AT2G31540	g07910
OG0000323	AT2G30220	g24238
OG0000323	AT2G30310	g32199, g32365, g24228
OG0000324	AT5G36225, AT2G17905	g27709
OG0000325	AT3G26210	g20711
OG0000325	AT1G13110	g04761
OG0000325	AT1G13100	g04762
OG0000325	AT3G26830	g20782
OG0000325	AT1G13090	g04764
OG0000326	AT3G17710	g16135
OG0000326	AT2G17310	g26100, g22205
OG0000326	AT3G16555, AT3G51171	g06553, g06554
OG0000327	AT4G15233, AT4G15236	g20178
OG0000327	AT4G15230	g20177
OG0000327	AT4G15215	g20176
OG0000327	AT3G53480	g20370
OG0000327	AT2G37280	g03652
OG0000328	AT4G10695	g27808, g27811, g27807
OG0000328	AT4G00893, AT4G12382	g27681
OG0000328	AT4G12370	g27680
OG0000329	AT1G04580	g02089
OG0000329	AT2G27150	g26187
OG0000329	AT3G43600	g27351
OG0000329	AT5G20960	g12022
OG0000330	AT2G14900	g14200
OG0000330	AT1G10588	g05045
OG0000330	AT5G59845	g10973
OG0000332	AT2G23350	g29938
OG0000332	AT1G49760	g15265
OG0000332	AT4G34110	g00532
OG0000332	AT2G15500	g14255
OG0000333	AT2G34430	g03340
OG0000333	AT2G34420	g03339
OG0000333	AT1G29920	g26330
OG0000333	AT1G29910	g26330
OG0000334	AT3G09500	g06106
OG0000334	AT3G55170	g11544
OG0000334	AT2G39390	g12496
OG0000335	AT3G54270	g11446
OG0000335	AT1G51420	g21921
OG0000335	AT3G52340	g28353
OG0000335	AT2G35840	g03485
OG0000336	AT5G38910	g25011
OG0000336	AT5G38940, AT5G38930	g24631
OG0000336	AT4G14630	g23212
OG0000337	AT4G15160	g20170
OG0000337	AT3G22120	g31664
OG0000337	AT1G62500	g17836
OG0000337	AT3G22125	g11330
OG0000338	AT3G02480	g02520
OG0000338	AT5G15970, AT5G15960	g00174
OG0000338	AT5G53820	g09473
OG0000338	AT5G38760	g25028
OG0000339	AT5G26865, AT5G27944, AT5G27090, AT5G27070, AT5G26950, AT5G27050, AT5G27580	g32187, g25699, g17894, g25700
OG0000340	AT4G21080, AT4G21040	g05234
OG0000340	AT4G21050	g05228
OG0000342	AT2G01750	g14562
OG0000342	AT1G14840	g10103
OG0000342	AT1G68060	g14801
OG0000342	AT1G24764	g31794
OG0000343	AT1G73260	g04079
OG0000345	AT2G13790	g21292
OG0000345	AT4G33430	g00608
OG0000345	AT1G71830	g03931
OG0000345	AT1G34210	g27247
OG0000346	AT1G79320	g01495
OG0000346	AT1G79330	g01498
OG0000346	AT1G79310	g01494
OG0000346	AT1G79340	g01499
OG0000347	AT2G32670	g03153
OG0000347	AT1G04760	g02108
OG0000347	AT2G33120	g03204
OG0000347	AT1G04750	g02107
OG0000348	AT5G32613	g26116
OG0000349	AT3G43710	g00683
OG0000349	AT4G39290	g02809
OG0000349	AT4G34170	g00523
