Orthogroup	Arabidopsis_thaliana	Boechera_stricta
OG0000094	AT1G61420, AT1G61460	Bostr.10040s0044.1.p
OG0000094	AT1G61475	Bostr.10040s0036.1.p, Bostr.10040s0041.1.p, Bostr.10040s0042.1.p
OG0000094	AT1G61480	Bostr.10040s0045.1.p
OG0000094	AT1G61390	Bostr.10040s0050.1.p
OG0000094	AT1G61360	Bostr.10040s0055.1.p
OG0000095	AT4G23670	Bostr.7867s0165.1.p
OG0000095	AT4G23680	Bostr.7867s0166.1.p
OG0000095	AT3G26460, AT3G26450	Bostr.0556s0318.1.p
OG0000095	AT1G14950	Bostr.7128s0109.1.p
OG0000095	AT1G14930, AT1G14940	Bostr.7128s0108.1.p
OG0000095	AT2G01530, AT4G14060	Bostr.2902s0371.1.p, Bostr.0597s0006.1.p
OG0000095	AT2G01520	Bostr.7903s0024.1.p
OG0000096	AT3G53240	Bostr.23493s0001.1.p
OG0000096	AT1G74170	Bostr.10058s0054.1.p
OG0000097	AT5G30520	Bostr.13083s0019.1.p
OG0000098	AT1G66950	Bostr.11223s0001.1.p
OG0000098	AT2G26910	Bostr.29505s0021.1.p
OG0000098	AT3G30842	Bostr.0556s0634.1.p
OG0000098	AT1G15520	Bostr.7128s0167.1.p
OG0000098	AT1G15210	Bostr.7128s0134.1.p
OG0000098	AT1G59870	Bostr.10040s0237.1.p
OG0000098	AT3G16340	Bostr.28625s0056.1.p
OG0000099	AT1G02440, AT1G02430	Bostr.4824s0016.1.p
OG0000099	AT5G14670	Bostr.2902s0202.1.p
OG0000099	AT1G10630	Bostr.25463s0104.1.p
OG0000099	AT2G47170	Bostr.20505s0157.1.p
OG0000099	AT1G23490, AT1G70490	Bostr.5763s0066.1.p
OG0000102	AT4G03740	Bostr.2392s0056.1.p
OG0000103	AT4G10530, AT4G10520	Bostr.25463s0267.1.p
OG0000103	AT4G21650, AT4G21640, AT4G21630	Bostr.10689s0110.1.p
OG0000103	AT4G10540	Bostr.25463s0266.1.p
OG0000103	AT4G10510	Bostr.25463s0268.1.p
OG0000103	AT4G10550	Bostr.25463s0265.1.p
OG0000103	AT1G32940	Bostr.3359s0066.1.p
OG0000104	AT2G41930	Bostr.25993s0586.1.p
OG0000104	AT2G42550	Bostr.25993s0527.1.p
OG0000104	AT5G27510	Bostr.29827s0049.1.p
OG0000106	AT1G65200	Bostr.26959s0422.1.p
OG0000106	AT1G65110	Bostr.26959s0430.1.p
OG0000106	AT1G65120	Bostr.26959s0429.1.p
OG0000106	AT1G65130	Bostr.17783s0002.1.p
OG0000106	AT1G52450, AT1G52430	Bostr.0124s0036.1.p
OG0000106	AT5G61950, AT5G61940	Bostr.26833s0043.1.p
OG0000106	AT2G27630	Bostr.27991s0006.1.p
OG0000106	AT2G27650	Bostr.27991s0161.1.p
OG0000108	AT3G54700	Bostr.0697s0084.1.p
OG0000108	AT2G38940	Bostr.23794s0176.1.p
OG0000108	AT5G43360, AT5G43350, AT5G43370	Bostr.3148s0135.1.p, Bostr.3148s0134.1.p, Bostr.3148s0132.1.p
OG0000109	AT1G50750	Bostr.26675s0101.1.p
OG0000109	AT1G50820	Bostr.26675s0100.1.p
OG0000109	AT4G16050	Bostr.30275s0044.1.p
OG0000109	AT1G51538	Bostr.26675s0040.1.p
OG0000109	AT5G18510	Bostr.26527s0360.1.p
OG0000110	AT2G24210	Bostr.10199s0123.1.p, Bostr.27895s0060.1.p, Bostr.27895s0063.1.p, Bostr.27895s0062.1.p, Bostr.27895s0064.1.p, Bostr.27895s0061.1.p
OG0000110	AT3G25820, AT3G25830	Bostr.17016s0008.1.p, Bostr.0556s0253.1.p, Bostr.7867s0848.1.p
OG0000112	AT4G01380	Bostr.10064s0025.1.p, Bostr.10064s0027.1.p, Bostr.7365s0019.1.p, Bostr.7365s0003.1.p
OG0000112	AT1G45063	Bostr.7365s0020.1.p
OG0000113	AT3G58920	Bostr.20903s0132.1.p
OG0000113	AT3G54160	Bostr.0697s0027.1.p
OG0000113	AT3G62430	Bostr.13158s0251.1.p
OG0000114	AT5G18600	Bostr.26527s0351.1.p
OG0000114	AT4G15670, AT4G15660	Bostr.0597s0202.1.p
OG0000114	AT4G15700	Bostr.0597s0205.1.p
OG0000114	AT4G15680	Bostr.0597s0204.1.p
OG0000115	AT5G17750	Bostr.26527s0433.1.p
OG0000115	AT5G17730	Bostr.26527s0434.1.p
OG0000115	AT5G17760	Bostr.26527s0432.1.p
OG0000115	AT2G18193	Bostr.18351s0286.1.p
OG0000115	AT3G50940	Bostr.6864s0150.1.p
OG0000115	AT3G50930	Bostr.6864s0152.1.p
OG0000116	AT5G36680, AT5G36770	Bostr.29044s0002.1.p
OG0000116	AT5G25410	Bostr.26959s0402.1.p
OG0000116	AT5G60380	Bostr.26833s0203.1.p
OG0000116	AT5G05030	Bostr.29044s0005.1.p
OG0000116	AT5G11660	Bostr.20055s0072.1.p
OG0000117	AT2G43510	Bostr.25993s0429.1.p
OG0000117	AT2G43530	Bostr.10040s0023.1.p, Bostr.10040s0024.1.p, Bostr.25993s0423.1.p
OG0000117	AT2G43520	Bostr.25993s0428.1.p
OG0000119	AT4G17780	Bostr.30275s0242.1.p
OG0000120	AT1G01380	Bostr.5325s0057.1.p
OG0000120	AT4G01060	Bostr.7365s0058.1.p
OG0000120	AT5G53200	Bostr.26833s0960.1.p
OG0000120	AT2G30424	Bostr.24513s0195.1.p
OG0000120	AT2G30420	Bostr.24513s0196.1.p
OG0000120	AT2G46410	Bostr.25993s0128.1.p
OG0000121	AT1G75830	Bostr.20129s0018.1.p, Bostr.20129s0020.1.p
OG0000121	AT1G55010	Bostr.13404s0082.1.p
OG0000121	AT2G26020, AT2G26010, AT5G44430, AT5G44420	Bostr.20129s0017.1.p
OG0000123	AT3G60640	Bostr.13158s0063.1.p
OG0000123	AT2G45170	Bostr.25993s0257.1.p
OG0000123	AT4G16520	Bostr.30275s0106.1.p
OG0000123	AT2G05630	Bostr.24399s0062.1.p
OG0000123	AT1G62040	Bostr.22157s0148.1.p
OG0000123	AT4G04620	Bostr.2983s0003.1.p
OG0000123	AT4G21980	Bostr.10089s0019.1.p
OG0000124	AT1G21280	Bostr.25570s0003.1.p, Bostr.25570s0006.1.p, Bostr.25570s0002.1.p
OG0000125	AT1G64840, AT2G24250	Bostr.8705s0003.1.p
OG0000126	AT4G04110	Bostr.5055s0001.1.p
OG0000126	AT1G57630	Bostr.30057s0012.1.p, Bostr.26833s0012.1.p, Bostr.24399s0033.1.p
OG0000126	AT5G38344	Bostr.2570s0333.1.p, Bostr.2570s0308.1.p, Bostr.18473s0377.1.p, Bostr.6773s0001.1.p, Bostr.29514s0003.1.p, Bostr.8819s0042.1.p, Bostr.26326s0130.1.p
OG0000128	AT4G29970	Bostr.7867s0844.1.p
OG0000128	AT3G10790	Bostr.5022s0089.1.p
OG0000129	AT1G32430	Bostr.3359s0116.1.p
OG0000129	AT2G14710, AT3G16580	Bostr.19424s0018.1.p
OG0000130	ATMG00850, ATMG00860	Bostr.27895s0044.1.p
OG0000132	AT2G18328	Bostr.18351s0300.1.p
OG0000132	AT4G36570	Bostr.7867s1513.1.p
OG0000132	AT1G19510	Bostr.7128s0554.1.p
OG0000132	AT1G75250	Bostr.3288s0173.1.p
OG0000132	AT4G39250	Bostr.25542s0114.1.p
OG0000132	AT2G21650	Bostr.5022s0065.1.p
OG0000133	AT5G28000	Bostr.29827s0029.1.p
OG0000133	AT5G28010	Bostr.29827s0030.1.p
OG0000133	AT1G70840	Bostr.10273s0269.1.p
OG0000133	AT1G70880	Bostr.10273s0262.1.p
OG0000134	AT5G46490, AT1G31540	Bostr.4485s0004.1.p, Bostr.13083s0042.1.p, Bostr.28243s0020.1.p, Bostr.8819s0190.1.p, Bostr.28243s0018.1.p, Bostr.8819s0184.1.p, Bostr.4485s0002.1.p, Bostr.28243s0043.1.p, Bostr.28243s0017.1.p, Bostr.8819s0189.1.p, Bostr.28243s0042.1.p, Bostr.4485s0017.1.p
OG0000134	AT5G46260, AT5G46500	Bostr.7867s1043.1.p
OG0000135	AT2G15710	Bostr.19424s0453.1.p
OG0000138	AT1G78400	Bostr.20129s0275.1.p
OG0000138	AT2G33160	Bostr.23794s0789.1.p
OG0000138	AT1G17150	Bostr.7128s0326.1.p
OG0000140	AT2G07200	Bostr.7128s0449.1.p, Bostr.13158s0349.1.p, Bostr.7305s0006.1.p, Bostr.3279s0005.1.p, Bostr.29223s0001.1.p, Bostr.12302s0045.1.p, Bostr.3053s0009.1.p, Bostr.13404s0012.1.p, Bostr.2021s0037.1.p, Bostr.10273s0375.1.p, Bostr.22685s0007.1.p, Bostr.25463s0051.1.p, Bostr.7128s0584.1.p, Bostr.15774s0164.1.p
OG0000143	AT3G18650	Bostr.19424s0797.1.p, Bostr.25375s0045.1.p, Bostr.25375s0043.1.p
OG0000143	AT4G02235, AT5G65330, AT4G11250	Bostr.0568s0255.1.p
OG0000143	AT5G40070, AT5G40120, AT5G41200, AT5G40220, AT5G38740, AT5G37415, AT5G39810, AT5G39750	Bostr.10058s0014.1.p, Bostr.3751s0025.1.p, Bostr.3751s0030.1.p, Bostr.3751s0031.1.p, Bostr.3751s0039.1.p, Bostr.3751s0043.1.p
OG0000144	AT2G45550	Bostr.25993s0220.1.p
OG0000144	AT2G45570	Bostr.25993s0217.1.p
OG0000144	AT2G45560	Bostr.25993s0219.1.p
OG0000144	AT1G33730, AT1G33720	Bostr.25993s0218.1.p
OG0000144	AT3G61040	Bostr.13158s0092.1.p
OG0000144	AT2G45580	Bostr.25993s0216.1.p
OG0000146	AT4G35200	Bostr.7867s1371.1.p
OG0000146	AT4G35210	Bostr.10273s0473.1.p, Bostr.10273s0472.1.p
OG0000146	AT2G17070	Bostr.18351s0168.1.p
OG0000146	AT2G17080	Bostr.18351s0169.1.p
OG0000149	AT1G56145	Bostr.6758s0072.1.p
OG0000149	AT1G56140	Bostr.6758s0071.1.p
OG0000149	AT1G56120	Bostr.6758s0070.1.p
OG0000150	AT3G24465, AT5G36720, AT5G36805, AT5G38378, AT5G34828, AT1G58242, AT1G54775, AT1G58245, AT1G58248	Bostr.30057s0102.1.p, Bostr.30057s0103.1.p
OG0000150	AT1G35035, AT1G34840, AT1G34850, AT1G34795, AT1G34830, AT1G34810, AT1G34815, AT1G34792, AT1G34825, AT1G34805, AT1G34820, AT1G34800, AT1G34930, AT1G34860, AT1G21835	Bostr.12659s0033.1.p
OG0000150	AT1G21928, AT1G21925	Bostr.12659s0046.1.p
OG0000150	AT1G21864, AT1G21866	Bostr.12659s0036.1.p, Bostr.12659s0043.1.p
OG0000153	AT1G35850, AT5G59280	Bostr.26833s0317.1.p
OG0000153	AT5G60110, AT5G60180	Bostr.26833s0223.1.p, Bostr.26833s0216.1.p, Bostr.25494s0002.1.p
OG0000154	AT5G24550, AT5G24540	Bostr.5763s0075.1.p, Bostr.5763s0064.1.p
OG0000154	AT3G60140	Bostr.11654s0002.1.p
OG0000154	AT2G44470	Bostr.30057s0061.1.p
OG0000154	AT2G44460	Bostr.25993s0325.1.p
OG0000156	AT3G26330	Bostr.0556s0305.1.p
OG0000156	AT3G26300, AT3G26310	Bostr.0556s0303.1.p
OG0000156	AT3G26290	Bostr.0556s0302.1.p
OG0000157	AT2G19146, AT1G60720	Bostr.29505s0042.1.p
OG0000158	AT1G48660	Bostr.25219s0525.1.p
OG0000158	AT5G51470	Bostr.15774s0285.1.p
OG0000159	AT2G27570, AT3G45080, AT3G45070	Bostr.0556s0795.1.p
OG0000160	AT3G60700	Bostr.13158s0070.1.p
OG0000160	AT3G54410	Bostr.0697s0052.1.p
OG0000160	AT1G70040	Bostr.10273s0352.1.p
OG0000160	AT5G39330	Bostr.25849s0010.1.p
OG0000162	AT1G09665	Bostr.25494s0026.1.p
OG0000162	AT2G03030, AT2G03300	Bostr.13709s0001.1.p, Bostr.0556s0153.1.p
OG0000162	AT1G47370, AT1G57850	Bostr.30057s0052.1.p
OG0000163	AT2G05440, AT2G05510	Bostr.19424s0306.1.p, Bostr.3053s0012.1.p, Bostr.3053s0011.1.p, Bostr.3053s0014.1.p, Bostr.3053s0010.1.p
OG0000163	AT2G05530	Bostr.3053s0001.1.p, Bostr.3053s0002.1.p
OG0000164	AT4G21860	Bostr.10689s0112.1.p
OG0000164	AT4G04840	Bostr.2983s0021.1.p
OG0000164	AT4G21830, AT4G21840	Bostr.10689s0117.1.p, Bostr.10689s0115.1.p
OG0000164	AT4G21850	Bostr.9638s0122.1.p, Bostr.10689s0114.1.p, Bostr.10689s0113.1.p
OG0000164	AT4G04800	Bostr.2983s0018.1.p
OG0000164	AT4G04830	Bostr.2983s0020.1.p
OG0000164	AT4G04810	Bostr.2983s0019.1.p
OG0000166	AT2G15080	Bostr.2199s0003.1.p, Bostr.18351s0001.1.p, Bostr.5776s0003.1.p
OG0000166	AT3G28890, AT3G11010, AT5G27060, AT3G11080	Bostr.10199s0122.1.p, Bostr.19424s1043.1.p, Bostr.19424s1026.1.p, Bostr.19424s1036.1.p, Bostr.19424s1033.1.p, Bostr.19424s1114.1.p, Bostr.19424s1113.1.p, Bostr.19424s1044.1.p
OG0000167	AT3G12580	Bostr.3640s0030.1.p
OG0000167	AT1G16030	Bostr.1166s0002.1.p
OG0000167	AT3G09440	Bostr.22252s0123.1.p
OG0000167	AT5G02490	Bostr.6251s0024.1.p
OG0000167	AT5G02500	Bostr.6251s0022.1.p
OG0000170	AT2G29735	Bostr.29246s0034.1.p, Bostr.20129s0165.1.p
OG0000170	AT4G09462, AT4G09465, AT4G09464, AT4G09467, AT4G09466	Bostr.25463s0378.1.p, Bostr.25463s0380.1.p, Bostr.25463s0381.1.p, Bostr.25463s0379.1.p
OG0000170	AT4G09090	Bostr.29246s0033.1.p
OG0000170	AT1G66855	Bostr.26959s0236.1.p
OG0000170	AT5G63225	Bostr.0568s0483.1.p
OG0000171	AT4G03505, AT4G03470	Bostr.26675s0254.1.p, Bostr.26675s0253.1.p
OG0000171	AT4G03480, AT4G03440, AT4G03450	Bostr.7867s0788.1.p, Bostr.7867s0771.1.p
OG0000171	AT4G03460	Bostr.2983s0095.1.p
OG0000171	AT4G03500	Bostr.2983s0096.1.p, Bostr.2983s0093.1.p
OG0000173	AT1G60880	Bostr.10040s0123.1.p
OG0000173	AT5G04640	Bostr.13129s0496.1.p
OG0000173	AT4G14530, AT1G46408	Bostr.26959s0207.1.p
OG0000174	AT1G66850	Bostr.26959s0238.1.p
OG0000174	AT5G38160, AT5G38170	Bostr.9638s0130.1.p
OG0000174	AT5G38197, AT5G38195, AT5G38180	Bostr.12645s0043.1.p
OG0000178	AT1G05920	Bostr.25219s0371.1.p
OG0000178	AT5G24050, AT3G24850	Bostr.19424s0112.1.p
OG0000178	AT1G05930	Bostr.25219s0370.1.p
OG0000179	AT1G47620	Bostr.15654s0064.1.p
OG0000179	AT5G02900	Bostr.18809s0001.1.p
OG0000179	AT4G39510	Bostr.25542s0138.1.p
OG0000179	AT4G32170	Bostr.7867s1071.1.p
OG0000179	AT4G39500	Bostr.25542s0137.1.p
OG0000180	AT4G34720, AT4G38920, AT2G16510	Bostr.7867s1332.1.p, Bostr.25542s0075.1.p, Bostr.18351s0112.1.p
OG0000182	AT4G15970	Bostr.30275s0033.1.p
OG0000182	AT4G19975	Bostr.30275s0468.1.p
OG0000182	AT5G44820	Bostr.29514s0023.1.p
OG0000182	AT2G02061	Bostr.0556s0032.1.p
OG0000182	AT1G14590	Bostr.24340s0005.1.p
OG0000183	AT3G47790	Bostr.18473s0179.1.p
OG0000183	AT5G61700	Bostr.26833s0063.1.p
OG0000183	AT5G61740	Bostr.26833s0061.1.p
OG0000183	AT3G47780	Bostr.18473s0180.1.p
OG0000183	AT3G47750	Bostr.18473s0181.1.p
OG0000183	AT3G47740	Bostr.18473s0183.1.p
OG0000184	AT3G22470	Bostr.19424s0407.1.p
OG0000184	AT1G12700	Bostr.13671s0187.1.p
OG0000184	AT1G12775, AT1G12300, AT1G12620	Bostr.15697s0234.1.p, Bostr.13671s0199.1.p, Bostr.9638s0092.1.p
OG0000185	AT5G37400, AT5G37650	Bostr.9638s0083.1.p
OG0000185	AT5G37470, AT4G09440, AT5G37460	Bostr.9638s0059.1.p
OG0000185	AT4G16530, AT5G37410	Bostr.9638s0057.1.p
OG0000186	AT1G28600	Bostr.15697s0181.1.p
OG0000186	AT1G28610, AT2G27360	Bostr.15697s0182.1.p
OG0000186	AT1G28580	Bostr.15697s0180.1.p
OG0000188	AT3G32904, AT3G30520, AT1G43720, AT1G35820, AT3G42870, AT5G36080	Bostr.19424s0355.1.p, Bostr.26326s0177.1.p, Bostr.18351s0090.1.p
OG0000189	AT3G59200	Bostr.5022s0130.1.p, Bostr.19424s0558.1.p, Bostr.20903s0150.1.p
OG0000189	AT3G59190	Bostr.20903s0149.1.p
OG0000189	AT3G59210	Bostr.20903s0151.1.p
OG0000190	AT1G12660	Bostr.13671s0195.1.p
OG0000190	AT1G12665	Bostr.13671s0193.1.p
OG0000190	AT1G12663	Bostr.13671s0194.1.p
OG0000190	AT1G12672	Bostr.1040s0041.1.p, Bostr.13671s0190.1.p
OG0000191	AT5G56600	Bostr.26833s0598.1.p
OG0000191	AT2G19770	Bostr.18351s0434.1.p
OG0000191	AT4G29340	Bostr.7867s0783.1.p
OG0000191	AT2G19760	Bostr.18351s0433.1.p
OG0000191	AT4G29350	Bostr.7867s0784.1.p
OG0000192	AT4G18050	Bostr.30275s0273.1.p
OG0000192	AT1G02520, AT1G02530	Bostr.4824s0023.1.p
OG0000192	AT4G01820, AT4G01830	Bostr.16335s0083.1.p
OG0000192	AT3G62150	Bostr.13158s0220.1.p
OG0000192	AT2G47000	Bostr.25993s0066.1.p
OG0000193	AT1G48470	Bostr.25219s0551.1.p
OG0000193	AT3G17820	Bostr.19424s0888.1.p
OG0000193	AT1G66200	Bostr.26959s0298.1.p
OG0000193	AT5G37600	Bostr.9638s0080.1.p
OG0000193	AT5G16570	Bostr.2902s0394.1.p
OG0000194	AT5G48510	Bostr.2392s0017.1.p
OG0000194	AT2G40450	Bostr.23794s0015.1.p, Bostr.5022s0129.1.p
OG0000194	AT4G04090	Bostr.25463s0026.1.p
OG0000197	AT3G48675	Bostr.18473s0085.1.p
OG0000197	AT2G14378, AT4G35165	Bostr.7867s1377.1.p
OG0000197	AT5G52975, AT5G52965	Bostr.7305s0085.1.p
OG0000197	AT2G27315	Bostr.28794s0031.1.p
OG0000199	AT5G59840	Bostr.26833s0252.1.p
OG0000199	AT3G46060	Bostr.18473s0335.1.p
OG0000199	AT5G03520	Bostr.2128s0102.1.p
OG0000199	AT3G09900	Bostr.22252s0076.1.p
OG0000199	AT3G53610	Bostr.11793s0033.1.p, Bostr.23794s0338.1.p
OG0000202	AT1G47730, AT1G48060	Bostr.15654s0027.1.p
OG0000202	AT3G10240	Bostr.10058s0032.1.p
OG0000202	AT1G47765	Bostr.15654s0053.1.p
OG0000204	AT4G39753	Bostr.15774s0097.1.p
OG0000204	AT5G28180, AT5G28160	Bostr.25542s0165.1.p
OG0000205	AT1G14080	Bostr.13671s0046.1.p
OG0000205	AT2G15370, AT2G15350	Bostr.26925s0001.1.p
OG0000208	AT3G59930, AT5G33355	Bostr.13158s0015.1.p
OG0000208	AT1G34047	Bostr.25463s0427.1.p, Bostr.25463s0429.1.p
OG0000210	AT1G11610, AT2G30750	Bostr.12092s0001.1.p
OG0000211	AT1G21270	Bostr.25570s0001.1.p
OG0000211	AT1G21230	Bostr.27865s0001.1.p
OG0000211	AT1G21210	Bostr.12845s0002.1.p
OG0000212	AT2G07760	Bostr.28243s0029.1.p
OG0000213	AT5G41490, AT5G41500, AT5G41510	Bostr.7200s0161.1.p, Bostr.7200s0165.1.p
OG0000214	AT4G04510	Bostr.25463s0005.1.p
OG0000214	AT4G04570	Bostr.7199s0002.1.p, Bostr.7199s0001.1.p, Bostr.2983s0174.1.p, Bostr.25463s0001.1.p, Bostr.25463s0004.1.p, Bostr.25463s0002.1.p, Bostr.13130s0001.1.p
OG0000216	AT3G14130	Bostr.28625s0291.1.p
OG0000216	AT4G18360	Bostr.30275s0305.1.p
OG0000217	AT1G71400	Bostr.10273s0208.1.p
OG0000217	AT1G71390	Bostr.10273s0212.1.p
OG0000218	AT5G09500	Bostr.13129s0045.1.p
OG0000218	AT5G63070	Bostr.0568s0501.1.p
OG0000218	AT1G04270	Bostr.13129s0044.1.p, Bostr.26675s0326.1.p
OG0000219	AT3G61182	Bostr.28794s0004.1.p
OG0000219	AT3G43505	Bostr.26675s0229.1.p, Bostr.26675s0231.1.p
OG0000219	AT1G49435	Bostr.26675s0230.1.p
OG0000219	AT3G20997, AT3G20993, AT3G61175, AT3G61177	Bostr.13158s0109.1.p
OG0000219	AT3G61172	Bostr.13158s0108.1.p
OG0000220	AT4G15870	Bostr.30275s0018.1.p
OG0000222	AT4G15430	Bostr.0597s0169.1.p
OG0000222	AT3G21620	Bostr.19424s0485.1.p
OG0000222	AT1G11960	Bostr.13671s0262.1.p
OG0000222	AT4G04340	Bostr.25463s0016.1.p
OG0000222	AT4G22120	Bostr.10089s0032.1.p
OG0000223	AT3G20520	Bostr.19424s0602.1.p
OG0000223	AT5G55480	Bostr.26833s0712.1.p
OG0000223	AT1G66980, AT1G66970	Bostr.26959s0213.1.p, Bostr.26959s0216.1.p, Bostr.26959s0215.1.p
OG0000223	AT4G26690	Bostr.7867s0491.1.p
OG0000224	AT3G24610	Bostr.19424s0158.1.p
OG0000225	AT3G48840	Bostr.7200s0141.1.p
OG0000226	AT1G27220	Bostr.12659s0273.1.p
OG0000226	AT1G27250	Bostr.12659s0272.1.p
OG0000226	AT1G70030	Bostr.10273s0353.1.p
OG0000226	AT5G15040, AT5G15030	Bostr.2902s0237.1.p
OG0000227	AT4G08410, AT4G08400	Bostr.13129s0309.1.p
OG0000227	AT5G06630, AT2G24980	Bostr.29044s0033.1.p, Bostr.0697s0071.1.p
OG0000227	AT5G35190	Bostr.29044s0091.1.p, Bostr.6884s0001.1.p, Bostr.29044s0090.1.p, Bostr.29044s0092.1.p, Bostr.21422s0001.1.p
OG0000228	AT4G23400	Bostr.7867s0134.1.p
OG0000228	AT4G00430	Bostr.10064s0064.1.p
OG0000228	AT1G01620	Bostr.5325s0083.1.p
OG0000228	AT3G61430	Bostr.13158s0136.1.p
OG0000228	AT2G45960	Bostr.25993s0173.1.p
OG0000229	AT4G05460	Bostr.2983s0080.1.p
OG0000230	AT1G29720	Bostr.15697s0265.1.p
OG0000232	AT5G50270	Bostr.26833s0629.1.p, Bostr.26833s0627.1.p
OG0000233	AT1G77570	Bostr.20129s0193.1.p
OG0000234	AT1G78340	Bostr.20129s0269.1.p
OG0000234	AT1G78380	Bostr.20129s0271.1.p
OG0000234	AT1G17180	Bostr.7128s0329.1.p
OG0000234	AT1G17170	Bostr.7128s0328.1.p
OG0000235	AT3G14610	Bostr.28625s0243.1.p
OG0000236	AT1G47890	Bostr.9638s0110.1.p
OG0000237	AT2G18240	Bostr.18351s0293.1.p, Bostr.7903s0173.1.p
OG0000237	AT2G23310	Bostr.27895s0155.1.p
OG0000237	AT2G21600	Bostr.5022s0070.1.p
OG0000237	AT4G39220	Bostr.25542s0110.1.p
OG0000238	AT5G10140	Bostr.19272s0001.1.p
OG0000238	AT5G65050, AT5G65060	Bostr.4104s0001.1.p
OG0000238	AT5G65070	Bostr.0568s0284.1.p
OG0000239	AT3G62850	Bostr.6758s0047.1.p, Bostr.6758s0046.1.p, Bostr.14419s0076.1.p
OG0000240	AT2G22290	Bostr.5022s0005.1.p
OG0000240	AT4G39890	Bostr.25542s0179.1.p
OG0000240	AT5G10260	Bostr.13175s0073.1.p
OG0000240	AT5G64990	Bostr.0568s0292.1.p
OG0000240	AT2G44610	Bostr.25993s0310.1.p
OG0000241	AT1G65350	Bostr.26959s0389.1.p
OG0000241	AT5G37640	Bostr.29044s0026.1.p
OG0000241	AT4G02890, AT4G05320	Bostr.2983s0070.1.p
OG0000242	AT1G26400	Bostr.12659s0359.1.p
OG0000242	AT1G26410	Bostr.12659s0356.1.p
OG0000242	AT1G26380	Bostr.12659s0360.1.p
OG0000242	AT1G26420	Bostr.12659s0355.1.p
OG0000243	AT2G29800, AT2G29600	Bostr.29246s0029.1.p, Bostr.21472s0001.1.p
OG0000243	AT2G29770	Bostr.29863s0003.1.p
OG0000244	AT1G66045, AT4G03040	Bostr.3148s0097.1.p, Bostr.2199s0056.1.p, Bostr.18351s0236.1.p
OG0000245	AT4G21380	Bostr.10689s0086.1.p
OG0000245	AT1G65800, AT1G65790	Bostr.23838s0001.1.p
OG0000245	AT3G12000	Bostr.19424s1136.1.p
OG0000246	AT3G23950, AT3G23970	Bostr.19424s0033.1.p
OG0000247	AT5G40100	Bostr.3751s0035.1.p, Bostr.3751s0028.1.p, Bostr.3751s0023.1.p, Bostr.3751s0032.1.p, Bostr.3751s0040.1.p
OG0000248	AT2G36880	Bostr.23794s0406.1.p
OG0000248	AT3G17390	Bostr.19424s0925.1.p
OG0000248	AT4G01850	Bostr.16335s0081.1.p
OG0000248	AT1G02500	Bostr.4824s0021.1.p
OG0000249	AT3G32960	Bostr.9638s0046.1.p
OG0000250	AT5G12420	Bostr.2902s0012.1.p
OG0000251	AT1G65670, AT4G15300	Bostr.0597s0163.1.p
OG0000252	AT1G22380	Bostr.12659s0092.1.p
OG0000252	AT1G22360	Bostr.12659s0089.1.p, Bostr.12659s0085.1.p, Bostr.12659s0086.1.p
OG0000252	AT1G22400	Bostr.3359s0151.1.p
OG0000257	AT1G09590, AT1G09690	Bostr.25494s0027.1.p, Bostr.25494s0018.1.p
OG0000258	AT3G27870	Bostr.0556s0464.1.p
OG0000258	AT1G26130	Bostr.12659s0388.1.p
OG0000258	AT1G68710	Bostr.26959s0018.1.p
OG0000258	AT1G13210	Bostr.13671s0125.1.p
OG0000258	AT3G25610	Bostr.0556s0231.1.p
OG0000259	AT2G23148	Bostr.27895s0166.1.p
OG0000261	AT4G10190	Bostr.25463s0296.1.p
OG0000261	AT3G21130	Bostr.19424s0543.1.p
OG0000262	AT1G69630	Bostr.10273s0401.1.p
OG0000262	AT1G78750	Bostr.20129s0308.1.p
OG0000262	AT1G66300, AT1G66310	Bostr.26959s0289.1.p
OG0000262	AT1G78740	Bostr.20129s0306.1.p
OG0000263	AT5G51250, AT5G38670, AT5G38680	Bostr.17584s0023.1.p
OG0000264	AT3G57640	Bostr.20903s0016.1.p
OG0000264	AT1G65250, AT1G65190, AT1G67470	Bostr.26959s0393.1.p, Bostr.26959s0400.1.p, Bostr.26959s0411.1.p, Bostr.26959s0412.1.p, Bostr.26959s0407.1.p, Bostr.26959s0392.1.p, Bostr.26959s0395.1.p, Bostr.26959s0401.1.p, Bostr.26675s0103.1.p, Bostr.26959s0408.1.p, Bostr.26959s0436.1.p, Bostr.26959s0442.1.p, Bostr.29223s0030.1.p, Bostr.29223s0034.1.p, Bostr.29223s0025.1.p, Bostr.26959s0414.1.p, Bostr.10040s0115.1.p
OG0000265	AT1G56330	Bostr.8169s0048.1.p
OG0000265	AT1G09180	Bostr.25219s0029.1.p
OG0000265	AT3G62560	Bostr.13158s0256.1.p
OG0000266	AT5G08350	Bostr.13129s0124.1.p
OG0000266	AT5G23370	Bostr.10199s0116.1.p
OG0000267	AT5G27810, AT5G48670	Bostr.2392s0039.1.p
OG0000268	AT5G43520	Bostr.3148s0117.1.p
OG0000268	AT2G28270	Bostr.27991s0099.1.p
OG0000268	AT2G44380, AT2G44390	Bostr.25993s0335.1.p
OG0000268	AT2G44370	Bostr.25993s0333.1.p
OG0000268	AT5G40590	Bostr.12722s0037.1.p, Bostr.7200s0057.1.p
OG0000269	AT1G22650	Bostr.12659s0118.1.p
