Orthogroup	Arabidopsis_thaliana	Brassica_oleracea
OG0000069	AT5G59970	Bo8g112850
OG0000069	AT5G59970	Bo4g069210
OG0000069	AT5G59970	Bo6g120620
OG0000070	AT4G38860	Bo1g002200, Bo7g119560
OG0000070	AT2G21220	Bo8g101930
OG0000070	AT2G18010	Bo9g026290, Bo7g012710, Bo3g093920
OG0000070	AT4G36110	Bo8g050070, Bo7g117780, Bo1g005930
OG0000070	AT1G75580	Bo6g086220, Bo6g119730
OG0000070	AT1G19830	Bo7g062200, Bo5g027790
OG0000070	AT2G16580	Bo7g017530, Bo3g091420
OG0000070	AT4G34760	Bo1g006970
OG0000071	AT1G21990	Bo4g164770
OG0000071	AT2G29930, AT2G29910	Bo4g060070, Bo4g060020, Bo3g039880, Bo3g039890
OG0000071	AT5G12450	Bo8g016600
OG0000071	AT1G47920	Bo05709s010
OG0000072	AT4G07445	Bo2g002370, Bo4g137370
OG0000072	AT2G07505, AT2G06265	Bo1g033100
OG0000072	AT3G30165	Bo9g018670, Bo7g030690, Bo1g071030, Bo2g104780, Bo4g069250
OG0000073	AT1G43760, AT1G40390	Bo7g062110, Bo2g037760, Bo4g140530, Bo2g070710, Bo6g121630, Bo2g160850, Bo9g024040, Bo4g158570, Bo5g095850, Bo1g088100, Bo8g016360, Bo6g107250, Bo22511s010, Bo5g042820
OG0000074	AT5G59190	Bo9g137000
OG0000074	AT3G46840, AT3G46850	Bo3g132990
OG0000074	AT5G59130	Bo3g018340
OG0000074	AT5G58830, AT5G58820, AT5G58840	Bo2g028300, Bo2g094780, Bo2g028330, Bo2g028350
OG0000074	AT5G59090, AT5G59120	Bo9g137050
OG0000077	AT2G33060	Bo4g045230, Bo4g045290
OG0000077	AT2G33050	Bo3g026890, Bo4g045330
OG0000077	AT2G32680, AT2G33020, AT2G33080	Bo4g178190
OG0000078	AT1G20090	Bo8g069990, Bo7g061840
OG0000078	AT1G75840	Bo6g119920
OG0000078	AT4G35020	Bo1g006800, Bo7g016350
OG0000078	AT5G45970	Bo7g073960
OG0000078	AT4G35950	Bo3g093780
OG0000078	AT2G17800	Bo1g006070, Bo7g117710
OG0000078	AT3G51300	Bo1g059260, Bo8g081690, Bo7g100890
OG0000079	AT4G32410	Bo7g115740, Bo1g010450
OG0000079	AT5G05170	Bo3g003250, Bo2g006860
OG0000079	AT5G44030	Bo7g066970
OG0000079	AT5G17420	Bo3g012630
OG0000079	AT4G39350	Bo1g002500
OG0000079	AT5G09870	Bo3g005320
OG0000080	AT5G54550, AT5G54560	Bo2g041690, Bo2g041680
OG0000080	AT5G53230, AT5G53240, AT5G55270, AT5G55890, AT5G55880, AT5G54320, AT5G55870, AT5G54330, AT3G43170	Bo8g043470, Bo8g043490
OG0000083	AT4G25350	Bo7g110200, Bo8g050640, Bo7g110210
OG0000083	AT1G26730, AT1G35350	Bo1g025610, Bo5g045030
OG0000083	AT1G14040	Bo8g107080, Bo5g018130, Bo2g131680, Bo8g107090, Bo5g018050
OG0000083	AT2G03250	Bo9g073030
OG0000083	AT2G03260	Bo7g081030, Bo7g081050
OG0000083	AT2G03240	Bo9g073020, Bo2g136730, Bo05202s010, Bo7g081020
OG0000084	AT4G27960	Bo1g051090, Bo8g053010
OG0000084	AT5G53300	Bo3g022730, Bo2g045910
OG0000084	AT2G16740	Bo3g091660, Bo7g016340
OG0000084	AT5G56150	Bo9g123500
OG0000084	AT3G08690	Bo3g062460, Bo5g139930, Bo1g144930
OG0000085	AT3G53550	Bo00576s130, Bo8g082930
OG0000086	AT4G25590	Bo7g110430, Bo1g040310
OG0000086	AT5G52360	Bo9g107090, Bo2g047920
OG0000086	AT4G00680	Bo9g002450
OG0000086	AT5G59890	Bo3g017670
OG0000086	AT5G59880	Bo3g017680, Bo9g140920, Bo2g025270
OG0000086	AT3G46000	Bo3g130270
OG0000087	AT3G29638	Bo3g158520, Bo7g021230, Bo21467s010, Bo7g021200, Bo1g118910, Bo3g039610
OG0000087	AT2G16040	Bo2g051240, Bo2g150110, Bo27102s010, Bo2g148040, Bo10677s010, Bo5g086530, Bo1g103450, Bo7g075780, Bo6g117990, Bo4g176320, Bo3g042420
OG0000087	AT1G35150, AT2G06500	Bo8g079490
OG0000087	AT3G29794	Bo5g028000, Bo1g101940, Bo1g101950
OG0000088	AT3G45430	Bo3g129910
OG0000088	AT5G60310	Bo9g142470, Bo2g025000
OG0000088	AT5G60300	Bo3g017450, Bo9g142390, Bo9g142350
OG0000088	AT5G60270	Bo2g025010, Bo9g142330, Bo3g017460
OG0000088	AT5G60280	Bo9g142340
OG0000088	AT3G45440	Bo3g129930, Bo3g118520
OG0000088	AT3G45420	Bo3g129900, Bo7g014400
OG0000088	AT3G45390, AT3G45330	Bo3g129880
OG0000088	AT5G60320	Bo3g017440
OG0000089	AT2G06420	Bo6g095710, Bo5g081330
OG0000090	AT2G29330	Bo4g064600
OG0000090	AT2G30670	Bo4g055070, Bo4g055120, Bo4g169210, Bo4g055150, Bo4g063570
OG0000090	AT2G29300, AT2G29320	Bo3g039980, Bo4g169240, Bo4g169250, Bo4g169180, Bo3g040000
OG0000093	AT5G19270	Bo5g109890, Bo4g136230, Bo8g029080, Bo1g136110, Bo3g121980, Bo4g083520, Bo6g068380, Bo3g158630, Bo5g057390, Bo3g179830, Bo7g081120, Bo5g025760, Bo1g011030, Bo5g089450, Bo5g067030, Bo9g085840, Bo9g117280, Bo3g040270, Bo3g044270, Bo3g175420
OG0000093	AT4G03566	Bo8g040830
OG0000094	AT1G61370	Bo9g042150
OG0000094	AT1G61500	Bo1g098150
OG0000094	AT1G61420, AT1G61460, AT1G61475, AT1G61480	Bo9g042100, Bo1g098140, Bo4g086730, Bo9g042090
OG0000094	AT1G11280	Bo7g017560, Bo8g099130, Bo4g158620
OG0000094	AT1G61390	Bo9g042110
OG0000094	AT1G61380	Bo4g086710, Bo1g098130
OG0000094	AT1G61360	Bo4g086700
OG0000095	AT4G23670, AT4G23680	Bo1g037040
OG0000095	AT3G26460, AT3G26450	Bo1g037070, Bo7g108980, Bo1g037050
OG0000095	AT1G30990, AT1G14960	Bo5g020370
OG0000095	AT1G14950	Bo8g106370
OG0000095	AT1G14930, AT1G14940	Bo5g020330
OG0000095	AT2G01530, AT4G14060	Bo2g134360
OG0000096	AT3G53240	Bo6g067230
OG0000096	AT1G74190	Bo2g081000
OG0000096	AT2G25470, AT1G54470	Bo4g157210, Bo4g158560
OG0000096	AT5G49290	Bo4g149890
OG0000096	AT1G74180	Bo2g080980, Bo6g118550
OG0000098	AT1G66950, AT2G36380	Bo4g186210, Bo3g030080
OG0000098	AT2G26910	Bo4g161200
OG0000098	AT3G30842	Bo7g088820
OG0000098	AT1G15520	Bo5g021040
OG0000098	AT1G15210	Bo5g020640, Bo5g020620, Bo8g066280
OG0000098	AT1G59870	Bo6g079920
OG0000098	AT3G16340	Bo5g126190
OG0000099	AT1G02440, AT1G02430	Bo5g003170, Bo8g117460
OG0000099	AT5G14670	Bo9g165730
OG0000099	AT1G10630	Bo6g111080
OG0000099	AT3G62290	Bo3g039560
OG0000099	AT3G62290	Bo00954s100
OG0000099	AT3G62290	Bo4g198490
OG0000099	AT2G47170	Bo8g074830
OG0000099	AT1G23490	Bo6g111090
OG0000099	AT1G23490	Bo2g068190
OG0000099	AT1G23490	Bo5g039650
OG0000099	AT1G23490	Bo7g056150
OG0000099	AT1G70490	Bo6g111090
OG0000099	AT1G70490	Bo2g068190
OG0000099	AT1G70490	Bo5g039650
OG0000099	AT1G70490	Bo7g056150
OG0000100	AT3G26616	Bo3g066890, Bo9g119070, Bo2g032700, Bo4g026210, Bo8g067940, Bo7g003850, Bo04429s010, Bo6g098600, Bo1g123200, Bo9g030840, Bo1g041810, Bo2g156360, Bo4g021700, Bo2g151650, Bo02419s010, Bo7g082070, Bo13682s010, Bo3g154030, Bo4g188750, Bo7g088750, Bo6g086690, Bo3g078710, Bo6g108260, Bo30795s010, Bo6g108250, Bo1g143720, Bo3g028340, Bo2g064600, Bo7g087080, Bo8g004630, Bo15292s010, Bo25551s010, Bo2g102200, Bo7g063840, Bo7g056500, Bo1g102370, Bo7g056490
OG0000102	AT4G03740	Bo6g094790
OG0000103	AT4G10530, AT4G10520	Bo2g109300
OG0000103	AT4G21650, AT4G21640, AT4G21630	Bo1g024330, Bo7g107470, Bo7g107480
OG0000103	AT4G10540	Bo9g088140
OG0000103	AT1G32950, AT1G32960	Bo5g049470
OG0000104	AT2G41930	Bo4g014610, Bo4g191220
OG0000104	AT2G42550	Bo4g016160
OG0000104	AT5G12090	Bo8g019170, Bo8g011190, Bo8g020650, Bo8g021670, Bo8g021680, Bo6g005860, Bo6g006940, Bo03151s010, Bo6g010560
OG0000106	AT1G65200	Bo2g051180
OG0000106	AT1G65110, AT1G65120	Bo5g148240
OG0000106	AT1G65130	Bo2g051160
OG0000106	AT1G52450, AT1G52430, AT5G61950, AT5G61940, AT5G51530, AT2G27630, AT2G27650	Bo2g161700, Bo2g161740
OG0000108	AT3G54700	Bo4g119740, Bo8g084860
OG0000108	AT2G38940	Bo4g026850, Bo4g026840, Bo4g026830, Bo3g033000, Bo4g187910
OG0000108	AT5G43360, AT5G43350, AT5G43370	Bo9g059100, Bo9g059170, Bo2g119310, Bo2g119320, Bo7g065370, Bo7g065360
OG0000109	AT1G50790, AT1G48145	Bo01122s010, Bo6g023660, Bo01122s020
OG0000109	AT5G18510, AT1G50830	Bo6g022530
OG0000110	AT4G16730	Bo1g053300, Bo1g053310
OG0000110	AT4G16740	Bo8g045810, Bo8g045830
OG0000110	AT2G24210	Bo3g042210, Bo3g044990
OG0000110	AT3G25820, AT3G25830, AT3G25810	Bo7g082170, Bo7g082200, Bo7g082080, Bo7g082180, Bo7g082140
OG0000113	AT3G58960	Bo1g094310
OG0000113	AT3G58980	Bo5g090570
OG0000113	AT3G58920	Bo1g059320
OG0000114	AT5G18600	Bo9g154740, Bo2g016620, Bo3g013240
OG0000114	AT4G15670, AT4G15660	Bo1g056560, Bo01923s010
OG0000114	AT4G15690, AT4G15700	Bo8g040860
OG0000115	AT5G17760	Bo9g159880, Bo3g012750, Bo3g012740, Bo2g013900
OG0000115	AT2G18193, AT2G18190	Bo3g093990, Bo9g026170, Bo9g026160
OG0000115	AT3G50940	Bo8g080470
OG0000115	AT3G50930	Bo8g080460, Bo7g100650
OG0000116	AT5G60380	Bo2g133690
OG0000116	AT5G25415	Bo2g158810, Bo8g104250, Bo2g158860, Bo4g040040, Bo2g159130, Bo2g157380, Bo2g157370, Bo2g158410, Bo2g159110
OG0000116	AT5G11660	Bo3g007130, Bo3g007160, Bo9g169970, Bo9g170000
OG0000116	AT5G04933, AT5G04937	Bo2g009570
OG0000117	AT2G43510	Bo4g020870, Bo4g019850
OG0000117	AT2G43535	Bo4g194410, Bo4g194400
OG0000117	AT1G47540, AT2G43520	Bo3g036630
OG0000119	AT4G17780	Bo7g105420
OG0000119	AT2G43260, AT2G43445, AT2G43440	Bo4g019710, Bo4g019700, Bo14212s010
OG0000119	AT2G42955, AT2G30615, AT2G30385, AT1G49790	Bo4g179460, Bo3g010660, Bo3g010770
OG0000120	AT1G01380	Bo8g117860
OG0000120	AT4G01060	Bo9g003750, Bo2g098940, Bo3g054440
OG0000120	AT5G53200	Bo9g110930, Bo2g046050, Bo3g022870, Bo1g051040
OG0000120	AT2G30424, AT2G30420	Bo3g024610
OG0000120	AT2G46410	Bo3g039260
OG0000121	AT1G75830	Bo6g086130, Bo6g086120, Bo33549s010
OG0000121	AT1G55010	Bo2g086430
OG0000121	AT2G26020, AT2G26010, AT5G44430, AT5G44420	Bo2g085210
OG0000123	AT3G60640, AT2G45170	Bo6g073340, Bo3g037610
OG0000123	AT4G16520	Bo8g044730, Bo1g053610, Bo7g104500
OG0000123	AT2G05630	Bo3g086720
OG0000123	AT1G62040	Bo4g091400
OG0000123	AT4G04620	Bo2g104590, Bo9g077910
OG0000123	AT4G21980	Bo3g162050, Bo1g025820, Bo7g107760
OG0000124	AT1G21280	Bo5g034180, Bo5g034190
OG0000125	AT2G24250	Bo4g156060
OG0000126	AT4G04110	Bo3g088650
OG0000126	AT5G38344	Bo6g056290, Bo8g050260, Bo6g095500, Bo5g148340
OG0000128	AT2G13630, AT3G04660	Bo9g027790, Bo1g129790, Bo5g051880, Bo5g046300, Bo04184s010
OG0000129	AT1G32430	Bo5g137300, Bo5g048490
OG0000129	AT1G47390	Bo5g048480, Bo5g137310
OG0000129	AT3G16590	Bo1g119020
OG0000130	ATMG00850	Bo2g103330, Bo4g174850, Bo01410s020, Bo5g083920, Bo00686s010, Bo6g081890
OG0000130	ATMG00860	Bo01836s010, Bo4g045250
OG0000132	AT2G18328	Bo3g094110
OG0000132	AT4G36570	Bo3g154100, Bo1g005570
OG0000132	AT1G19510	Bo7g062280
OG0000132	AT1G75250	Bo2g082620
OG0000132	AT4G39250	Bo1g002450
OG0000132	AT2G21650	Bo3g042360, Bo8g101590, Bo4g147040
OG0000133	AT5G28000, AT5G28010	Bo01281s010, Bo8g072640
OG0000133	AT1G70840	Bo6g112480
OG0000133	AT1G70880	Bo6g112500, Bo6g112490
OG0000134	AT4G08450	Bo7g075410
OG0000134	AT5G46520, AT5G46510, AT5G46490, AT1G31540, AT5G46260, AT5G46500, AT5G46270	Bo2g130080, Bo2g131620, Bo03244s010, Bo3g060320
OG0000134	AT5G40060	Bo2g010410, Bo2g130150, Bo2g057850
OG0000134	AT5G46470	Bo3g149260
OG0000135	AT1G69660, AT1G69650	Bo6g095320, Bo6g095330, Bo2g064350, Bo2g064300, Bo2g064270
OG0000137	AT1G29450	Bo5g059790, Bo5g059740
OG0000137	AT1G29460	Bo3g144120, Bo5g059730, Bo3g144110
OG0000137	AT1G29490	Bo3g144130
OG0000138	AT1G78400	Bo6g122010
OG0000138	AT2G33160	Bo4g181660, Bo3g027160
OG0000138	AT1G43080, AT1G43090, AT1G43100, AT2G40310, AT4G13760, AT2G26620, AT2G15470, AT2G15460, AT2G15450	Bo3g036840, Bo3g043070, Bo9g126100, Bo6g099220, Bo3g034890, Bo4g190010
OG0000140	AT2G07200	Bo8g028720, Bo9g075690, Bo00883s110, Bo16142s010, Bo09929s010, Bo7g001040, Bo2g024620, Bo7g094860, Bo00883s100, Bo2g085280, Bo11112s010, Bo8g022990, Bo01203s010, Bo24520s010, Bo3g153280, Bo3g107440, Bo1g107130, Bo4g116940, Bo3g155440, Bo8g051060, Bo2g094930, Bo4g127360, Bo03980s010, Bo10013s010, Bo2g085070, Bo9g040910, Bo9g074450, Bo4g096490, Bo9g037190, Bo1g079100, Bo2g086450, Bo19243s010, Bo5g132590, Bo1g078940, Bo5g143110, Bo4g112970, Bo4g105050, Bo7g015060, Bo1g055130, Bo4g044050, Bo6g048140, Bo1g119410, Bo9g076490, Bo9g069850, Bo6g065140, Bo2g159350, Bo5g077540, Bo3g142870, Bo7g031190, Bo9g098680, Bo9g120760, Bo6g039800
OG0000143	AT3G18650	Bo3g071680, Bo1g117390, Bo5g117290
OG0000143	AT4G02235, AT5G65330, AT4G11250	Bo00615s090
OG0000143	AT5G40070, AT5G40120, AT5G41200, AT5G40220, AT5G38740, AT5G37415, AT5G39810, AT5G39750	Bo4g139620, Bo4g139560, Bo4g139640, Bo4g139260
OG0000144	AT2G45550	Bo4g195610
OG0000144	AT2G45570, AT2G45560	Bo4g195670, Bo4g195660
OG0000144	AT1G33730, AT1G33720	Bo4g195650
OG0000144	AT3G61040	Bo8g095620
OG0000144	AT2G45580	Bo4g195680, Bo4g024790
OG0000146	AT4G35200	Bo3g167010, Bo7g117280
OG0000146	AT4G35210	Bo3g167020, Bo3g167000
OG0000146	AT2G17070, AT2G17080	Bo7g015030, Bo3g092050, Bo3g092170
OG0000149	AT1G56145	Bo01075s030, Bo6g074760
OG0000149	AT1G56140, AT1G56130, AT1G56120	Bo3g185820
OG0000150	AT1G35035, AT1G34840, AT1G34850, AT1G34795, AT1G34830, AT1G34810, AT1G34815, AT1G34792, AT1G34825, AT1G34805, AT1G34820, AT1G34800, AT1G34930, AT1G34860, AT1G21835	Bo5g034840
OG0000150	AT1G21864, AT1G21866	Bo8g082150, Bo8g082130
OG0000153	AT1G21620	Bo9g137200, Bo9g139540, Bo3g017990, Bo3g017950, Bo3g017930, Bo3g017970, Bo08177s010, Bo9g139550, Bo2g026600
OG0000153	AT5G60110, AT5G60180	Bo2g025430, Bo3g017570, Bo3g017540, Bo3g021090, Bo9g141170, Bo9g141090, Bo9g140740
OG0000154	AT3G60140	Bo4g106230, Bo8g094910
OG0000154	AT2G44470	Bo4g022760
OG0000154	AT2G44460	Bo4g194990
OG0000155	AT2G26720, AT2G31050	Bo4g175940, Bo2g036420, Bo4g175960, Bo4g175950, Bo4g175920, Bo4g175930, Bo4g053720, Bo4g053690, Bo4g170800, Bo4g170790, Bo2g164260
OG0000156	AT5G57260	Bo3g019410
OG0000156	AT2G02580	Bo9g007930, Bo2g139100
OG0000156	AT3G26330, AT3G26320	Bo2g139040
OG0000156	AT3G26300, AT3G26310	Bo2g139020
OG0000156	AT3G26290	Bo9g007900
OG0000157	AT2G19146, AT1G60720	Bo1g039290
OG0000157	AT1G50080	Bo3g098040
OG0000157	AT1G33710	Bo00737s020, Bo4g136590, Bo6g099740, Bo7g062100
OG0000157	AT4G10613, AT3G25720	Bo2g136020
OG0000158	AT1G48660, AT1G48670	Bo6g010670
OG0000158	AT5G51470	Bo3g023700, Bo2g050470
OG0000159	AT4G26280	Bo1g043090, Bo7g110800
OG0000159	AT5G43690	Bo9g037030, Bo9g029480, Bo01065s020, Bo4g094420, Bo4g094360, Bo01065s030, Bo3g003680, Bo3g003670, Bo3g003700
OG0000160	AT1G70120	Bo2g066890
OG0000160	AT3G54410, AT1G70040	Bo6g110710, Bo6g110700
OG0000160	AT1G70020, AT5G39330	Bo6g110680
OG0000161	AT4G10305	Bo5g028020, Bo3g130320
OG0000162	AT1G09665	Bo5g010080
OG0000162	AT2G03030, AT2G03300	Bo2g136880, Bo7g081100
OG0000162	AT1G47370, AT1G57850	Bo1g087610
OG0000163	AT2G05530	Bo3g086680
OG0000164	AT4G21860	Bo1g025620, Bo7g107610
OG0000164	AT4G04800	Bo9g077770
OG0000164	AT4G04830, AT4G04810	Bo3g048350
OG0000166	AT3G05650, AT3G05660	Bo4g158850
OG0000166	AT2G15080, AT2G15042	Bo3g088590, Bo9g169800
OG0000166	AT3G28890, AT3G11010, AT5G27060, AT3G11080	Bo3g063960, Bo1g141270, Bo1g141280, Bo1g141290, Bo1g141230, Bo3g074860
OG0000167	AT3G12580	Bo3g065020, Bo1g139130
OG0000167	AT1G16030	Bo8g066630, Bo5g021500
OG0000167	AT3G09440	Bo1g144470
OG0000167	AT5G02500	Bo4g176050, Bo9g183560
OG0000170	AT2G29735	Bo4g169560
OG0000170	AT4G16165, AT1G66870, AT1G66852, AT1G66855	Bo3g093530, Bo2g148050
OG0000170	AT5G63230	Bo3g104620
OG0000171	AT4G03505, AT4G03470, AT4G05040, AT4G14400, AT4G14390	Bo9g010750
OG0000171	AT4G03480	Bo01088s040
OG0000171	AT4G03440	Bo9g007610
OG0000171	AT1G03670	Bo2g052840
OG0000171	AT4G03460	Bo01088s030
OG0000171	AT4G03500	Bo2g149550, Bo8g086980
OG0000173	AT1G60880, AT1G60920	Bo9g043530, Bo9g043470
OG0000173	AT5G04640, AT4G14530, AT1G46408	Bo9g178940
OG0000174	AT1G66850	Bo6g101330, Bo2g053950
OG0000174	AT5G38197, AT5G38195, AT5G38180	Bo4g137010
OG0000174	AT3G57310	Bo8g010780, Bo8g010770, Bo9g043440, Bo5g008480, Bo5g008470, Bo5g008460, Bo02331s010
OG0000178	AT1G05920	Bo5g007120
OG0000178	AT1G32030	Bo5g048410
OG0000178	AT5G24050, AT3G24850	Bo9g044130, Bo1g021710
OG0000178	AT1G05930	Bo5g005620
OG0000179	AT1G47620, AT1G66030	Bo7g119150
OG0000179	AT5G02900	Bo4g137560
OG0000179	AT4G39510	Bo1g002560
OG0000179	AT4G32170	Bo7g119140
OG0000180	AT4G34720	Bo1g002240
OG0000180	AT4G34720	Bo3g091390
OG0000180	AT4G34720	Bo3g149660
OG0000180	AT4G38920	Bo1g002240
OG0000180	AT4G38920	Bo3g091390
OG0000180	AT4G38920	Bo3g149660
OG0000180	AT2G16510	Bo1g002240
OG0000180	AT2G16510	Bo3g091390
OG0000180	AT2G16510	Bo3g149660
OG0000181	AT1G32225	Bo9g154440, Bo9g174910, Bo10120s010, Bo3g040130, Bo7g116750, Bo5g088240, Bo1g019070, Bo9g175660, Bo1g101880, Bo5g075190
OG0000182	AT4G19975	Bo7g106880
OG0000182	AT5G44820	Bo7g069940
OG0000182	AT1G14590	Bo7g080170
OG0000183	AT3G47790	Bo3g114920
OG0000183	AT5G61700	Bo7g098970, Bo1g087530
OG0000183	AT5G61740	Bo7g099020
OG0000183	AT3G47780	Bo1g072440, Bo3g135870
OG0000183	AT3G47750, AT3G47760, AT3G47770	Bo3g135860
OG0000183	AT3G47740	Bo7g033010
OG0000184	AT3G22470, AT1G12700	Bo8g107960
OG0000184	AT1G12775, AT1G12300, AT1G12620	Bo9g102450, Bo8g106830, Bo8g107930, Bo9g152160, Bo8g107970, Bo8g107230, Bo8g107920, Bo8g092490, Bo1g101310, Bo8g109080, Bo3g084230, Bo8g108180, Bo8g108190, Bo8g064930, Bo8g064920, Bo8g107750, Bo1g101330
OG0000185	AT5G37400, AT5G37650	Bo3g138500
OG0000186	AT1G28580, AT1G28570	Bo5g057110, Bo7g046950, Bo7g046960
OG0000188	AT3G32904	Bo6g039660, Bo5g109880, Bo8g081220, Bo4g119650, Bo3g071410
OG0000188	AT5G36080	Bo4g085240
OG0000189	AT3G59200	Bo8g093140, Bo6g076220
OG0000189	AT3G59250	Bo6g076260, Bo6g076240
OG0000189	AT3G59210	Bo6g076230
OG0000190	AT1G12660	Bo8g108020, Bo8g108030
OG0000190	AT1G12665, AT1G12663	Bo5g016720
OG0000190	AT1G12672	Bo5g112280, Bo8g108000, Bo5g065530, Bo8g107990, Bo5g065540, Bo00969s070
OG0000191	AT5G56600	Bo3g019780, Bo9g126170
OG0000191	AT2G19770	Bo8g102560, Bo7g005460
OG0000191	AT4G29340	Bo3g178180, Bo1g016530, Bo7g113720
OG0000191	AT2G19760	Bo7g005470, Bo8g102570, Bo9g027880
OG0000191	AT4G29350	Bo1g016510
OG0000192	AT5G46540	Bo9g065400
OG0000192	AT4G18050	Bo7g105710
OG0000192	AT1G02520, AT1G02530	Bo01094s020, Bo5g003210
OG0000192	AT4G01820, AT4G01830	Bo6g077630, Bo7g012990
OG0000192	AT3G62150	Bo6g079280
OG0000192	AT2G47000	Bo4g197450, Bo4g005800, Bo00802s010
OG0000193	AT1G48470	Bo6g014300
OG0000193	AT3G17820	Bo3g070270, Bo5g122570, Bo1g119140
OG0000193	AT1G66200	Bo2g052760
OG0000193	AT5G37600	Bo4g136670
OG0000193	AT5G16570	Bo2g013150, Bo9g163050
OG0000194	AT2G40450	Bo3g034950, Bo3g034940, Bo3g034930
OG0000195	AT1G14800	Bo7g110070, Bo2g089970, Bo14909s010, Bo19491s010, Bo5g064320, Bo6g069960, Bo2g132060, Bo01298s010, Bo3g139850, Bo7g005860, Bo19492s010, Bo01710s010, Bo2g159560, Bo9g064330, Bo3g123860, Bo6g077150, Bo3g123870, Bo6g077160, Bo01682s020, Bo9g150370, Bo5g043820, Bo4g137090, Bo04980s010, Bo4g177570, Bo4g154050, Bo4g040000, Bo4g106450, Bo5g106290, Bo16691s010, Bo6g116590, Bo7g012900, Bo7g012890, Bo5g045230, Bo9g156060, Bo6g044320, Bo2g063130, Bo1g049380, Bo2g100320, Bo4g050920, Bo4g051010, Bo4g050900
OG0000197	AT2G14378, AT4G35165	Bo2g165720, Bo7g087400
OG0000197	AT2G27315	Bo06233s010, Bo2g046310, Bo2g046300
OG0000198	AT2G26135, AT2G26130	Bo3g040420
OG0000198	AT3G45540	Bo4g074170, Bo2g134410
OG0000199	AT5G59840	Bo9g140840
OG0000199	AT3G46060	Bo3g118420
OG0000199	AT5G03520	Bo3g002380
OG0000199	AT3G53610	Bo6g067590, Bo8g083000, Bo00576s180
OG0000202	AT1G47730, AT1G48060	Bo6g022550
OG0000202	AT3G10240, AT1G47765	Bo3g093620, Bo7g014180, Bo7g014170, Bo7g014190, Bo3g026920
OG0000203	AT5G03390	Bo4g195100, Bo4g196090
OG0000203	AT1G68960	Bo2g062800, Bo6g108510
OG0000204	AT4G39756	Bo3g152580, Bo3g152590
OG0000204	AT4G39060	Bo1g021410
OG0000204	AT4G39753	Bo1g002800, Bo3g152540, Bo3g152550, Bo3g152570, Bo9g177670, Bo9g177720, Bo9g179050
OG0000204	AT5G28180, AT5G28160	Bo02836s010
OG0000205	AT1G14080	Bo8g065840, Bo5g018160, Bo8g107050
OG0000205	AT2G15390, AT2G15360, AT2G15370, AT2G15350	Bo9g023810, Bo7g021660
OG0000205	AT1G14110	Bo8g065850
OG0000205	AT1G14100	Bo8g107040, Bo5g018170
OG0000206	AT1G67020	Bo2g016600
OG0000208	AT3G59930, AT5G33355, AT1G34047	Bo4g140790, Bo1g095840, Bo1g097920, Bo1g097910, Bo1g097850, Bo1g097950, Bo01209s020, Bo1g095850, Bo9g043560, Bo9g043610
OG0000210	AT4G20235	Bo1g055440
OG0000210	AT1G11610, AT2G30750, AT2G30770	Bo3g024820
OG0000211	AT1G21250	Bo5g034170
OG0000211	AT1G21210	Bo7g059570
OG0000212	AT5G28823	Bo4g044120
OG0000213	AT3G22940, AT3G22421, AT2G38590, AT5G41490, AT5G41500, AT5G41510, AT4G33290	Bo3g062210, Bo3g062230
OG0000214	AT4G04510	Bo3g048470
OG0000214	AT4G04570	Bo3g048570, Bo3g048560
OG0000214	AT4G04540	Bo2g131980, Bo2g104650
OG0000216	AT3G14130	Bo5g131690
OG0000216	AT4G18360	Bo1g019470, Bo7g105940
OG0000216	AT3G14420	Bo1g133310, Bo5g130300
OG0000216	AT3G14415	Bo3g066140, Bo1g133320
OG0000217	AT3G05370	Bo1g151640
OG0000217	AT1G71400, AT1G71390	Bo01689s010, Bo6g112970, Bo6g094240, Bo2g072860, Bo3g083800, Bo6g098580
OG0000217	AT3G05360	Bo5g025040
OG0000218	AT5G09490	Bo2g009380
OG0000218	AT5G09500, AT5G43640, AT5G63070	Bo9g017440
OG0000218	AT1G04270	Bo5g004420, Bo8g115670
OG0000219	AT3G61182	Bo03249s010, Bo4g158910
OG0000219	AT3G43505	Bo4g101530
OG0000219	AT1G49435	Bo9g151510
OG0000219	AT3G61172	Bo8g095710
OG0000220	AT4G20210	Bo4g070540
OG0000220	AT1G66020, AT4G20200, AT4G20230	Bo7g107010, Bo7g106990, Bo3g162140
OG0000220	AT3G29190	Bo3g159890
OG0000220	AT1G48800, AT1G48820	Bo9g054610, Bo5g072860, Bo9g061470, Bo6g079460
OG0000222	AT4G15430	Bo8g040660, Bo1g056830
OG0000222	AT3G21620	Bo3g078700
OG0000222	AT1G62320	Bo9g037460
OG0000222	AT4G04340	Bo3g048630
OG0000222	AT4G22120	Bo3g164150, Bo1g026980
OG0000223	AT3G20520	Bo5g108580, Bo2g133620, Bo3g076060
OG0000223	AT5G55480	Bo9g120610, Bo9g092670
OG0000223	AT1G66980, AT1G66970	Bo6g099090, Bo9g091160, Bo2g055250
OG0000223	AT4G26690	Bo1g046580, Bo7g111020
OG0000224	AT2G14288	Bo5g016420, Bo5g020220, Bo14772s010
OG0000225	AT3G10845, AT1G45100, AT3G48835, AT3G48840	Bo8g067450
OG0000226	AT1G27220, AT1G27250	Bo5g041240
OG0000226	AT5G15040, AT5G15030	Bo9g165490
