Orthogroup	Arabidopsis_thaliana	Brassica_rapa
OG0000182	AT5G44820	Bra021946, Bra025100
OG0000182	AT1G14590	Bra024835
OG0000183	AT3G47790	Bra019513
OG0000183	AT3G47780	Bra033785, Bra018113
OG0000183	AT3G47750, AT3G47760, AT3G47770	Bra018115, Bra018114
OG0000183	AT3G47740	Bra015049
OG0000184	AT3G22470, AT1G12700	Bra026957
OG0000184	AT1G12775, AT1G12300, AT1G12620	Bra028267, Bra026882, Bra026958, Bra026954, Bra031731, Bra026884, Bra026836, Bra026971, Bra016762
OG0000185	AT5G37400, AT5G37650	Bra011005
OG0000186	AT1G28610, AT2G27360	Bra032917
OG0000186	AT1G28580, AT1G28570	Bra030108, Bra030107, Bra030106
OG0000188	AT3G32904	Bra041113
OG0000190	AT1G12660	Bra024407, Bra026960
OG0000190	AT1G12665, AT1G12663	Bra019779
OG0000190	AT1G12672	Bra035832, Bra023145, Bra035831
OG0000191	AT5G56600	Bra006865, Bra002804
OG0000191	AT2G19770	Bra031101, Bra036705, Bra039019
OG0000191	AT4G29340	Bra010331, Bra024148, Bra011098
OG0000191	AT2G19760	Bra039018, Bra031097, Bra036707
OG0000191	AT4G29350	Bra011099
OG0000192	AT5G46540	Bra017539
OG0000192	AT4G18050	Bra012621
OG0000192	AT1G02520, AT1G02530	Bra030503, Bra033331
OG0000192	AT4G01820, AT4G01830	Bra003445, Bra002094
OG0000192	AT3G62150	Bra003490
OG0000192	AT2G47000	Bra040475, Bra004484
OG0000193	AT1G48470	Bra018729
OG0000193	AT3G17820	Bra001686, Bra022247, Bra021276
OG0000193	AT1G66200	Bra039756
OG0000193	AT5G37600	Bra028132
OG0000193	AT5G16570	Bra023573, Bra008612
OG0000194	AT2G05330, AT5G48510	Bra037082
OG0000194	AT2G40450	Bra000186, Bra000185
OG0000195	AT1G14800	Bra035007, Bra022234, Bra025146, Bra034105, Bra038393, Bra024745, Bra036268, Bra002701, Bra040784, Bra037893, Bra004868, Bra024525
OG0000197	AT2G14378, AT4G35165	Bra029220
OG0000197	AT5G52975, AT5G52965	Bra029219
OG0000197	AT2G27315	Bra040935, Bra040936
OG0000198	AT3G45555, AT3G43750, AT3G45570, AT3G45580	Bra015067
OG0000198	AT2G26135, AT2G26130	Bra000504
OG0000198	AT3G45540	Bra011996, Bra026648
OG0000199	AT5G59840	Bra002527
OG0000199	AT3G46060	Bra019475
OG0000199	AT5G03520	Bra005767
OG0000199	AT3G53610	Bra003149, Bra039807
OG0000202	AT1G47730, AT1G48060	Bra018875
OG0000202	AT3G10240, AT1G47765	Bra040679, Bra027025, Bra022909, Bra022911
OG0000203	AT5G03390	Bra039286
OG0000203	AT1G68960	Bra004352
OG0000204	AT4G39756	Bra010659
OG0000204	AT4G39753	Bra011836, Bra010661, Bra010660, Bra009425
OG0000205	AT1G14080	Bra016712, Bra019683, Bra026860
OG0000205	AT2G15390, AT2G15360, AT2G15370, AT2G15350	Bra039838, Bra015217
OG0000205	AT1G14110	Bra016711
OG0000205	AT1G14100	Bra026859, Bra019681, Bra019680
OG0000206	AT1G67020	Bra033016
OG0000208	AT3G59930, AT5G33355, AT1G34047	Bra025525, Bra040963, Bra040964
OG0000210	AT4G20235	Bra033509, Bra013449
OG0000210	AT1G11610, AT2G30750, AT2G30770	Bra022813
OG0000211	AT1G21250	Bra025884
OG0000211	AT1G21210	Bra012272
OG0000212	AT5G28823	Bra011004, Bra032500, Bra032593, Bra005518
OG0000213	AT3G22940, AT3G22421, AT2G38590, AT5G41490, AT5G41500, AT5G41510, AT4G33290	Bra032916, Bra024583, Bra001328, Bra001330, Bra024586, Bra035947
OG0000214	AT4G04510	Bra000799
OG0000214	AT4G04570	Bra000797, Bra017551, Bra000796, Bra017552
OG0000214	AT4G04540	Bra022095, Bra018496
OG0000216	AT3G14150	Bra027370
OG0000216	AT4G18360	Bra013299, Bra012602
OG0000216	AT3G14420	Bra001551, Bra021556, Bra027338
OG0000216	AT3G14415	Bra001550, Bra021555
OG0000217	AT3G05370	Bra040648
OG0000217	AT1G71400, AT1G71390	Bra016141, Bra007978, Bra003925, Bra004069
OG0000217	AT3G05360	Bra025934
OG0000218	AT5G09500, AT5G43640, AT5G63070	Bra035862
OG0000218	AT1G04270	Bra032519, Bra015299
OG0000219	AT3G61182	Bra034282
OG0000219	AT3G43505, AT1G49435	Bra003441
OG0000219	AT3G61172	Bra007579
OG0000220	AT1G66020, AT4G20200, AT4G20230	Bra020921
OG0000220	AT3G29190	Bra020953
OG0000220	AT3G29110	Bra002714
OG0000220	AT1G48800, AT1G48820	Bra027931, Bra027609, Bra027608
OG0000222	AT4G15430	Bra038083, Bra039550
OG0000222	AT3G21620	Bra001837
OG0000222	AT1G11960	Bra019731
OG0000222	AT1G62320	Bra034495, Bra027052
OG0000222	AT4G04340	Bra000789
OG0000222	AT4G22120	Bra020857, Bra013587
OG0000223	AT3G20520	Bra035774, Bra022155, Bra001790
OG0000223	AT5G55480	Bra002904, Bra028979, Bra035208, Bra035209
OG0000223	AT1G66980, AT1G66970	Bra019073, Bra004101, Bra035244, Bra034037
OG0000223	AT4G26690	Bra026409, Bra019092
OG0000226	AT1G27220, AT1G27250	Bra024645, Bra012419
OG0000226	AT1G70030	Bra003968
OG0000227	AT4G08410, AT4G08400, AT5G06640, AT4G13390, AT5G06630, AT2G24980, AT5G35190, AT3G28550	Bra014807, Bra014810
OG0000228	AT4G23400	Bra019307
OG0000228	AT4G00430	Bra000974
OG0000228	AT1G01620	Bra032644, Bra033248
OG0000228	AT3G61430	Bra014437, Bra007603
OG0000228	AT2G45960	Bra039301, Bra004950
OG0000229	AT4G03625	Bra015586, Bra031582
OG0000230	AT1G29730, AT1G29740	Bra030169, Bra030170, Bra030174
OG0000230	AT1G29720	Bra028414, Bra010816
OG0000233	AT1G77570	Bra030341
OG0000234	AT1G78340	Bra003648, Bra003646
OG0000234	AT1G78380	Bra003644
OG0000234	AT1G17180	Bra025994, Bra026684, Bra026681, Bra026679, Bra026680
OG0000234	AT1G17170	Bra025995
OG0000235	AT3G14610	Bra027324
OG0000235	AT3G14630	Bra001560, Bra027322
OG0000235	AT3G14650, AT3G14660, AT3G14690	Bra021570, Bra027320
OG0000235	AT3G14680, AT3G14640	Bra027321, Bra001562, Bra001563, Bra001564
OG0000236	AT1G45616	Bra007453, Bra037254, Bra002085
OG0000237	AT2G18240	Bra039625
OG0000237	AT2G21600	Bra031203, Bra030290
OG0000237	AT4G39220	Bra010695
OG0000238	AT5G10140	Bra022771, Bra028599, Bra006051
OG0000238	AT5G65050, AT5G65060, AT1G77080	Bra024350, Bra031888
OG0000238	AT5G65080, AT5G65070	Bra031884
OG0000240	AT2G22290	Bra038535
OG0000240	AT4G39890	Bra017875
OG0000240	AT5G10260	Bra009046, Bra006054
OG0000240	AT5G64990	Bra037802
OG0000240	AT2G44610	Bra004850, Bra000355
OG0000241	AT1G65350, AT5G37640, AT1G55060, AT4G05050	Bra029570
OG0000242	AT4G20800	Bra013473, Bra013472
OG0000242	AT1G26400, AT1G26410, AT1G26380, AT1G26420	Bra024717
OG0000242	AT1G26390	Bra024719
OG0000243	AT2G29810, AT2G29800, AT2G29600, AT2G29820, AT2G29830, AT2G29860, AT2G29780, AT2G29770	Bra031212, Bra030282
OG0000244	AT1G66045, AT4G03040, AT5G33330	Bra013946
OG0000245	AT4G21380	Bra013522
OG0000245	AT1G65800, AT1G65790	Bra004130, Bra004129, Bra004131
OG0000245	AT3G12000	Bra001432
OG0000246	AT3G23950, AT3G23970	Bra015021
OG0000247	AT1G17600	Bra030998
OG0000247	AT4G09430	Bra003867
OG0000248	AT2G36880	Bra023084
OG0000248	AT3G17390	Bra021241, Bra001661
OG0000248	AT4G01850	Bra000914
OG0000250	AT5G16350, AT5G12420	Bra006162, Bra006161, Bra023377, Bra006160
OG0000251	AT4G15310	Bra012793
OG0000251	AT3G30290	Bra027948, Bra000843
OG0000251	AT1G65670, AT4G15300, AT4G15396, AT4G15393	Bra039554, Bra012792
OG0000252	AT1G22380	Bra012322
OG0000252	AT1G22340	Bra031386
OG0000252	AT1G22370	Bra016382, Bra031388
OG0000252	AT1G22360	Bra031387
OG0000252	AT1G22400	Bra012324
OG0000256	AT5G53840	Bra003043
OG0000256	AT1G51370	Bra029060, Bra029061
OG0000258	AT3G27870	Bra025307
OG0000258	AT1G26130	Bra012469
OG0000258	AT1G68710	Bra004332, Bra004020
OG0000258	AT1G13210	Bra019818, Bra026919
OG0000258	AT3G25610	Bra026515, Bra025150
OG0000259	AT2G23142, AT2G23148, AT5G38435, AT5G38440	Bra028407
OG0000262	AT1G78740	Bra003638, Bra010092
OG0000265	AT1G56330	Bra038169, Bra027937
OG0000265	AT1G09180	Bra018576
OG0000265	AT4G02080, AT1G02620	Bra000895
OG0000266	AT5G08350	Bra005987
OG0000266	AT5G23360, AT5G23350, AT5G23370	Bra029370, Bra029368, Bra029369, Bra026502, Bra009675, Bra009674, Bra009672, Bra009677
OG0000268	AT5G43520	Bra004828
OG0000268	AT2G28270	Bra037654
OG0000268	AT2G44380, AT2G44390	Bra037653, Bra040653
OG0000268	AT2G17740	Bra004826
OG0000268	AT2G44370	Bra037655
OG0000268	AT5G40590	Bra028465
OG0000269	AT1G22650	Bra024527
OG0000269	AT1G72000	Bra016091
OG0000269	AT4G34860	Bra011567
OG0000269	AT1G35580	Bra036761, Bra034413
OG0000269	AT4G09510	Bra000681
OG0000270	AT1G60750	Bra027134, Bra031486, Bra031485
OG0000271	AT5G46950, AT5G46960	Bra022050, Bra022081, Bra022088, Bra022087, Bra024997
OG0000271	AT5G46930, AT5G46940	Bra024978, Bra022076
OG0000272	AT1G22710	Bra024532, Bra012340
OG0000272	AT5G06170, AT5G43610, AT2G14670, AT1G66570	Bra005883, Bra009167
OG0000272	AT1G71890, AT1G71880	Bra003906, Bra007991, Bra017654, Bra016103
OG0000275	AT3G21780	Bra031310
OG0000275	AT3G21800, AT3G21790	Bra001847
OG0000275	AT4G15270, AT4G15280, AT4G15260	Bra012795, Bra039557
OG0000276	AT5G48000, AT1G78490	Bra014144, Bra039931, Bra032183, Bra032184
OG0000276	AT3G44970	Bra028769, Bra005843
OG0000277	AT1G07920, AT1G07940, AT5G60390, AT1G07930	Bra031605, Bra002483, Bra031602, Bra018669
OG0000278	AT4G20095, AT2G20620	Bra011309
OG0000279	AT4G04460	Bra029492, Bra000794, Bra041109
OG0000279	AT1G11910	Bra016805, Bra031790
OG0000279	AT1G62290	Bra034478
OG0000280	AT2G36750	Bra005246, Bra017463, Bra017224
OG0000280	AT2G36790, AT2G36800	Bra005242, Bra005241, Bra023081, Bra023079
OG0000280	AT2G36770, AT2G36780	Bra005245, Bra005243, Bra023080
OG0000281	AT1G77530	Bra003682, Bra008316
OG0000281	AT1G77520	Bra008313, Bra033733
OG0000281	AT1G63140, AT1G62900	Bra027815
OG0000282	AT5G15160	Bra008716, Bra006286
OG0000282	AT1G26945	Bra024672, Bra012435, Bra016299
OG0000282	AT3G28857	Bra025358, Bra033063
OG0000282	AT5G39860	Bra028443
OG0000283	AT2G35250	Bra017325, Bra017327, Bra017326
OG0000283	AT2G27320, AT2G38255	Bra000076, Bra000050
OG0000287	AT4G08780, AT4G08770	Bra037877
OG0000287	AT3G32980	Bra039816
OG0000287	AT3G49110, AT3G49120	Bra018007, Bra018006, Bra029933
OG0000288	AT2G24170	Bra039235
OG0000288	AT3G13772	Bra027401, Bra001521
OG0000288	AT5G10840	Bra028563, Bra006079, Bra006080
OG0000290	AT3G62960	Bra007718, Bra003517, Bra014379
OG0000290	AT2G47880	Bra004424, Bra021444
OG0000290	AT1G06830	Bra031540
OG0000290	AT2G30540	Bra021641, Bra018307
OG0000291	AT5G54010	Bra029046, Bra029045
OG0000291	AT1G64910	Bra022688, Bra029049
OG0000292	AT5G37890	Bra025434
OG0000293	AT1G07450	Bra031575
OG0000293	AT2G29150	Bra039976
OG0000295	AT2G07190	Bra017994
OG0000297	AT1G05540	Bra015433
OG0000297	AT1G30160	Bra010792, Bra010791
OG0000297	AT1G05550	Bra015434, Bra030614
OG0000298	AT5G49310	Bra020649
OG0000298	AT4G16143	Bra033534, Bra038043
OG0000298	AT1G02690	Bra033342
OG0000298	AT4G02150	Bra000891, Bra008559
OG0000299	AT4G14960	Bra018825
OG0000299	AT1G50010	Bra014232
OG0000299	AT1G04820	Bra014232
OG0000300	AT2G37710	Bra005168
OG0000300	AT4G02420, AT4G02410	Bra018553, Bra000881
OG0000301	AT2G02890, AT2G02660, AT2G16220, AT2G16450, AT2G15640	Bra013195
OG0000302	AT1G20510	Bra016463
OG0000302	AT1G20480	Bra037198, Bra025822, Bra016466
OG0000302	AT5G38120	Bra016465
OG0000302	AT1G20500, AT1G20490	Bra012232, Bra012233
OG0000303	AT1G04380	Bra015311
OG0000303	AT5G59540, AT5G59530	Bra006711, Bra006713, Bra006712, Bra006710, Bra006714
OG0000303	AT1G04350	Bra032515, Bra030566
OG0000304	AT3G29375	Bra008440, Bra012589, Bra008441
OG0000304	AT1G80790	Bra003585
OG0000304	AT4G00380, AT1G15910	Bra026740, Bra026094
OG0000305	AT5G38330, AT5G42242, AT5G38317	Bra024110
OG0000305	AT4G30070	Bra012502
OG0000306	AT3G14210	Bra027358, Bra027359
OG0000306	AT1G54020	Bra030913, Bra037957, Bra037954
OG0000306	AT1G54000, AT1G54010	Bra014374, Bra030912, Bra030915, Bra014372
OG0000307	AT5G60660	Bra002462, Bra020238, Bra006650
OG0000307	AT2G37170, AT2G37180	Bra005215, Bra005216, Bra023102, Bra023103
OG0000307	AT3G53420	Bra006997
OG0000308	AT1G23480	Bra024603
OG0000308	AT4G16590	Bra012702
OG0000308	AT1G24070	Bra012416
OG0000308	AT5G16190	Bra006343, Bra008638
OG0000309	AT5G51105	Bra029189
OG0000310	AT3G48300	Bra029898, Bra029897
OG0000311	AT5G51630	Bra020693
OG0000312	AT5G25850	Bra003042
OG0000312	AT5G53640	Bra022665
OG0000313	AT1G40087, AT3G30200	Bra008161
OG0000314	AT3G13650	Bra027410, Bra001516
OG0000314	AT3G13662	Bra021497
OG0000314	AT1G55210	Bra014354
OG0000315	AT2G14540, AT1G62170, AT1G62160	Bra029153, Bra008868, Bra027767
OG0000315	AT1G64030	Bra024467
OG0000316	AT1G18710	Bra025678, Bra031041, Bra016546
OG0000316	AT1G74430	Bra015911, Bra015912, Bra003801, Bra008149
OG0000317	AT1G52740	Bra018984, Bra030365
OG0000317	AT3G54560	Bra007080, Bra014808, Bra003188
OG0000317	AT2G38810	Bra000097
OG0000318	AT2G43700	Bra000319, Bra000320
OG0000318	AT3G59730, AT3G59740, AT3G59750	Bra033984
OG0000318	AT3G59700	Bra003386, Bra014532
OG0000319	AT3G60130	Bra003401, Bra007508
OG0000319	AT2G25630, AT5G44640, AT5G42260	Bra027873, Bra019555
OG0000319	AT2G44450	Bra004836, Bra039970, Bra004835, Bra037651
OG0000321	AT1G26570	Bra024708
OG0000321	AT5G39320	Bra028430, Bra028234
OG0000321	AT5G15490	Bra006303, Bra008695
OG0000322	AT1G23570, AT1G23580	Bra035912, Bra016338, Bra016341, Bra016337
OG0000322	AT1G23600, AT1G23690	Bra012381
OG0000323	AT2G24560, AT1G58430, AT2G31550, AT2G31540	Bra022848, Bra018234, Bra021725
OG0000323	AT2G30220, AT2G30310	Bra021626
OG0000325	AT3G26210	Bra025193, Bra036344
OG0000325	AT1G13110	Bra019809, Bra026930
OG0000325	AT1G13100	Bra026933
OG0000325	AT3G26830, AT1G13090	Bra026936
OG0000326	AT2G17310, AT3G16555, AT3G51171	Bra022227
OG0000327	AT4G15233, AT4G15236	Bra012797
OG0000327	AT4G15230, AT4G15215	Bra037088
OG0000327	AT3G53480	Bra003137
OG0000327	AT2G37280	Bra017198, Bra005207, Bra005208
OG0000328	AT4G10695, AT4G10660, AT4G10700	Bra000770
OG0000328	AT4G00893, AT4G12382	Bra039846, Bra000751, Bra000750
OG0000328	AT4G12370	Bra029448, Bra018474
OG0000329	AT1G04580	Bra015330
OG0000329	AT3G43600	Bra019448, Bra034975
OG0000329	AT5G20960	Bra002347, Bra020140
OG0000330	AT2G14900	Bra039830, Bra013115
OG0000330	AT2G39540, AT1G10588	Bra019917
OG0000330	AT5G59845	Bra020281, Bra002526, Bra002525
OG0000332	AT2G23350	Bra032172, Bra039195
OG0000332	AT1G49760	Bra018797
OG0000332	AT4G34110	Bra034603, Bra011488
OG0000332	AT2G15500	Bra013104, Bra015220
OG0000333	AT2G34430	Bra005425, Bra022976
OG0000333	AT1G29930, AT1G29920, AT1G29910	Bra005423
OG0000334	AT3G09500	Bra034070, Bra001306, Bra029771
OG0000335	AT3G54270	Bra007060
OG0000335	AT1G51420	Bra030439, Bra014262
OG0000335	AT2G35840	Bra017287, Bra023033
OG0000336	AT5G38910, AT5G38940, AT5G38930	Bra025428
OG0000336	AT5G38960	Bra027979
OG0000336	AT4G14630	Bra039727
OG0000337	AT4G15160	Bra038089, Bra039563, Bra037084
OG0000337	AT3G22120	Bra001852, Bra023850, Bra031329
OG0000337	AT1G62500	Bra027040
OG0000338	AT3G02480	Bra021436, Bra021457
OG0000338	AT5G15970, AT5G15960	Bra008661
OG0000338	AT5G53820	Bra022674, Bra003033
OG0000339	AT5G26865, AT5G27944, AT5G27090, AT5G27070, AT5G26950, AT5G27050, AT5G27580	Bra007138, Bra028020, Bra007139, Bra028019, Bra011039, Bra004071
OG0000340	AT4G21080, AT4G21040, AT4G21030, AT4G21050	Bra013494, Bra038789
OG0000341	AT1G36510, AT3G32260	Bra035333
OG0000342	AT2G01750	Bra024854
OG0000342	AT1G14840	Bra025859, Bra026800, Bra026184
OG0000342	AT1G68060	Bra004279, Bra004053
OG0000342	AT1G24764	Bra010978, Bra032784, Bra012493
OG0000343	AT1G73260	Bra016007, Bra003850
OG0000345	AT4G33430	Bra037006, Bra034562, Bra011439
OG0000345	AT1G71830	Bra016112, Bra003911
OG0000346	AT1G79320	Bra035107
OG0000346	AT1G79330	Bra035108, Bra008407
OG0000346	AT1G79310	Bra003613
OG0000346	AT1G79340	Bra035109
OG0000347	AT2G32670, AT1G04760	Bra005568, Bra021804, Bra022893
OG0000347	AT2G33120	Bra005523, Bra022926
OG0000347	AT1G04750	Bra032493, Bra015345, Bra030588
OG0000349	AT3G43710	Bra011300
OG0000350	AT3G17010	Bra018430, Bra001647, Bra001648, Bra022189, Bra021943
OG0000350	AT5G18090	Bra002132
OG0000350	AT5G18000	Bra023652
OG0000351	AT1G49490	Bra014193
OG0000351	AT2G15880	Bra013092, Bra015245
OG0000351	AT4G33970	Bra034594, Bra011483
OG0000351	AT3G19020	Bra001730, Bra037543
OG0000352	AT1G16930, AT1G16945	Bra026014, Bra026015
OG0000352	AT1G60400, AT1G60410, AT1G80470	Bra007858
OG0000353	AT3G46050, AT5G03000, AT5G02990, AT5G02995, AT5G03020, AT5G03010, AT5G02980	Bra029097
OG0000354	AT5G61680	Bra012932
OG0000354	AT1G69940, AT5G07410	Bra028699, Bra009265
OG0000354	AT5G07420	Bra009264, Bra040910
OG0000354	AT5G07430	Bra005934, Bra028698
OG0000355	AT4G02760	Bra036241
OG0000355	AT4G02740	Bra036242, Bra000866, Bra000865
OG0000356	AT3G53280	Bra003129
OG0000356	AT3G53300, AT5G35715	Bra006988
OG0000356	AT3G26200	Bra025192, Bra036345
OG0000356	AT3G26190	Bra025191
OG0000357	AT5G10625	Bra009017
OG0000357	AT5G24860	Bra009799, Bra036525
OG0000357	AT4G31380	Bra024011, Bra010240, Bra011267, Bra011264, Bra011265
OG0000358	AT2G02360	Bra026603, Bra024822
OG0000358	AT2G02240	Bra026608, Bra026606, Bra024823
OG0000359	AT2G40560, AT2G40500	Bra016984
OG0000360	AT3G24670	Bra015070
OG0000360	AT4G13210	Bra032696
OG0000360	AT5G48900	Bra036155, Bra020672
OG0000360	AT3G07010	Bra029614
OG0000361	AT1G69730	Bra003598
OG0000362	AT2G32940	Bra022918, Bra022057
OG0000362	AT5G21150	Bra020152, Bra002361, Bra002360
OG0000362	AT5G21030	Bra002349
OG0000362	AT2G27040	Bra034318
OG0000363	AT4G26230	Bra006860, Bra035629, Bra026455, Bra002798, Bra010436
OG0000363	AT2G19740	Bra031094, Bra036709
OG0000364	AT3G20670	Bra035755, Bra023937
OG0000364	AT1G51060	Bra030460
OG0000364	AT5G54640	Bra002970
OG0000364	AT4G27230	Bra026367
OG0000365	AT1G51490, AT1G51470, AT1G47600	Bra014287
OG0000366	AT4G15050, AT1G10190, AT4G15056, AT4G15053	Bra039570, Bra036925, Bra039571
OG0000366	AT2G24950, AT5G37520	Bra019334
OG0000367	AT2G41240	Bra016946, Bra004609
OG0000367	AT3G56970	Bra014659
OG0000367	AT3G56980	Bra003260, Bra003261, Bra014970, Bra041013, Bra007290, Bra007289, Bra014971, Bra014653, Bra014657, Bra014654, Bra014658
OG0000368	AT1G02780	Bra032586, Bra030509
OG0000368	AT4G02230	Bra036285, Bra000887
OG0000369	AT2G31780, AT2G31770, AT2G31760	Bra021742, Bra022865
OG0000369	AT1G05890	Bra015463
OG0000369	AT2G31510	Bra022845, Bra021726
OG0000370	AT5G56470	Bra002814
OG0000370	AT1G32300, AT5G56490	Bra035623
OG0000370	AT2G46740	Bra004512
OG0000370	AT2G46750	Bra004511
OG0000370	AT2G46760	Bra004510
OG0000371	AT3G28330	Bra033042
OG0000371	AT3G28280, AT3G48220, AT3G28223	Bra019304, Bra028158, Bra015056
OG0000372	AT1G57565, AT1G57580	Bra036077, Bra036079
OG0000372	AT1G20790	Bra016452
OG0000373	AT5G59850	Bra031590
OG0000373	AT1G07770	Bra031590
OG0000373	AT3G46040	Bra018689, Bra002524, Bra030697, Bra006689, Bra020280
OG0000374	AT2G21655, AT3G29797, AT3G30247, AT2G21727	Bra038710, Bra038713, Bra038711, Bra038712, Bra038720, Bra038718, Bra038719, Bra038699, Bra038709
OG0000376	AT1G29140	Bra030122, Bra010850, Bra032290
OG0000376	AT5G45880, AT4G18596	Bra012585, Bra013328, Bra021001
OG0000379	AT3G32030	Bra001555
OG0000379	AT3G14490	Bra001557
OG0000379	AT3G29410	Bra021564, Bra021560, Bra021563, Bra021566
OG0000380	AT5G55340	Bra028984
OG0000380	AT5G55360	Bra002910, Bra002911
OG0000381	AT1G62225	Bra003686, Bra027064, Bra027063, Bra027061
OG0000381	AT1G62080, AT1G62000, AT1G62220, AT1G62060	Bra036663
OG0000382	AT3G50270	Bra036069, Bra029999
OG0000383	AT3G15060	Bra001581, Bra021589
OG0000383	AT2G33870	Bra022959
OG0000383	AT1G28550	Bra032914, Bra030105, Bra010860
OG0000384	AT2G20208	Bra036691
OG0000388	AT1G64255	Bra034516, Bra025475, Bra025473, Bra020392, Bra018840
OG0000389	AT3G12670	Bra034745, Bra038742, Bra001465
OG0000389	AT4G20320	Bra038807, Bra013456
OG0000389	AT2G34890	Bra005384
OG0000389	AT1G30820	Bra014891, Bra023137
OG0000390	AT3G14225	Bra027357
OG0000390	AT1G53990	Bra014375, Bra030916, Bra030917
OG0000390	AT1G53940, AT5G40990	Bra039701
OG0000391	AT5G01750	Bra005668, Bra028910
OG0000391	AT3G11740	Bra038677
OG0000392	AT3G24830	Bra036669, Bra015088, Bra013239
OG0000392	AT5G48760	Bra036161, Bra020681
OG0000393	AT2G36160, AT3G11510, AT3G52580	Bra017258, Bra009165, Bra023052, Bra005296, Bra001406, Bra002045, Bra034833
OG0000394	AT1G59406, AT1G59030, AT1G58725, AT3G43570, AT3G43550, AT1G58525	Bra026636, Bra027951, Bra027950, Bra027858, Bra027859
OG0000395	AT1G02730	Bra033344
OG0000395	AT4G38190	Bra033554
OG0000395	AT3G03050	Bra021377, Bra032022
OG0000395	AT5G16910	Bra023588, Bra008583
OG0000396	AT1G33220, AT5G20340, AT5G20330	Bra020100, Bra002295
OG0000397	AT5G52750, AT5G52760, AT5G52770	Bra022607, Bra022605, Bra022606, Bra029107, Bra022609
OG0000398	AT5G04370	Bra005802
OG0000398	AT5G04380	Bra022603
OG0000398	AT5G66430	Bra012070
OG0000398	AT3G11480	Bra034838, Bra034836, Bra001405
OG0000399	AT5G61160, AT3G29690, AT3G29680, AT3G29720	Bra030279
OG0000399	AT3G29635	Bra025402, Bra033107
OG0000401	AT1G52280	Bra030395, Bra018959, Bra014320
OG0000401	AT1G49300	Bra014179
OG0000401	AT3G18820	Bra022360, Bra001724
OG0000402	AT2G43730	Bra000324
OG0000403	AT4G32840	Bra011387
OG0000403	AT4G29220	Bra011089
OG0000403	AT4G26270	Bra026452
OG0000403	AT5G56630	Bra002801, Bra006864
OG0000404	AT5G24150, AT5G24160	Bra032779, Bra029393, Bra026465, Bra029392, Bra009738
OG0000404	AT5G24140	Bra029391, Bra009737
OG0000405	AT2G28305	Bra011962, Bra034399
OG0000405	AT2G37210	Bra017202, Bra023107
OG0000406	AT5G25400	Bra020498, Bra009838
OG0000406	AT5G11230	Bra008981, Bra006092
OG0000406	AT2G25520	Bra034256, Bra007795
OG0000406	AT4G32390	Bra011343
OG0000407	AT5G54145	Bra022699, Bra003010
OG0000407	AT4G27657	Bra010396, Bra019035
OG0000407	AT4G27652	Bra019036, Bra010397
OG0000408	AT1G04250	Bra015298, Bra030560, Bra032520
OG0000408	AT4G14550	Bra039855
OG0000409	AT5G27670	Bra009949, Bra036619, Bra020581
OG0000409	AT5G02560	Bra028869
OG0000409	AT5G59870	Bra020278, Bra006688, Bra002523
OG0000410	AT5G61412	Bra035930
OG0000410	AT4G33145	Bra011418, Bra011421, Bra011419, Bra011420
OG0000411	AT5G62540	Bra029252
OG0000411	AT1G14400	Bra026833
OG0000411	AT2G02760	Bra024808
OG0000411	AT2G02760	Bra026582
OG0000412	AT1G79750	Bra003738
OG0000412	AT2G19900	Bra039029
OG0000412	AT5G25880	Bra009866
OG0000412	AT5G11670	Bra023336, Bra006107
OG0000413	AT5G17330	Bra006396, Bra008561, Bra023612, Bra006397
OG0000413	AT1G65960	Bra021090
OG0000414	AT4G30140	Bra010304, Bra010306
OG0000414	AT2G19010	Bra038560, Bra038837
