Orthogroup	Arabidopsis_thaliana	Arabis_alpina
OG0000183	AT3G47780	AALP_AA5G099400
OG0000183	AT3G47750, AT3G47760, AT3G47770	AALP_AA5G099200
OG0000183	AT3G47740	AALP_AAs66804U000100
OG0000184	AT1G12775, AT1G12300, AT1G12620	AALP_AA1G139600, AALP_AA1G139900, AALP_AA1G135600
OG0000186	AT2G27360	AALP_AA1G296900
OG0000186	AT1G28580, AT1G28570	AALP_AA1G297000
OG0000189	AT3G59200	AALP_AAs55242U000100
OG0000189	AT3G59250	AALP_AA5G246900
OG0000189	AT3G59180	AALP_AA5G245400, AALP_AAs69437U000100
OG0000189	AT3G59190	AALP_AA5G245700, AALP_AAs42053U000100
OG0000189	AT4G14103, AT4G14096	AALP_AA5G246200
OG0000189	AT1G58310	AALP_AA2G099400
OG0000190	AT1G12672	AALP_AA1G138600
OG0000191	AT5G56600	AALP_AA8G353900
OG0000191	AT2G19770	AALP_AA3G361600
OG0000191	AT4G29340	AALP_AA7G141400
OG0000191	AT4G29350	AALP_AA3G361400, AALP_AA7G141900
OG0000192	AT4G18050	AALP_AAs50902U000500
OG0000192	AT4G01820, AT4G01830	AALP_AA5G059200, AALP_AA6G020200
OG0000192	AT3G62150	AALP_AA5G280000
OG0000193	AT1G48470	AALP_AA4G076200
OG0000193	AT3G17820	AALP_AA3G202500
OG0000193	AT1G66200	AALP_AA2G077900
OG0000193	AT5G37600	AALP_AA6G357500
OG0000193	AT5G16570	AALP_AA8G173600
OG0000195	AT1G14800	AALP_AA1G164500, AALP_AA2G173800
OG0000197	AT2G14378, AT4G35165	AALP_AA8G466800
OG0000198	AT3G45540	AALP_AA6G289400
OG0000199	AT5G03520	AALP_AA8G027200
OG0000199	AT3G09900	AALP_AA3G101800
OG0000201	AT4G31660	AALP_AA7G175100
OG0000203	AT5G03390	AALP_AA8G033100, AALP_AAs74908U000200, AALP_AA6G004200, AALP_AAs47945U000100, AALP_AA3G106200, AALP_AAs74908U000300, AALP_AA8G027500, AALP_AAs47945U000300, AALP_AAs43189U000100, AALP_AAs44809U000200, AALP_AAs66664U000100
OG0000205	AT1G14080	AALP_AA1G154900
OG0000205	AT2G15390, AT2G15360, AT2G15370, AT2G15350	AALP_AA3G319400
OG0000206	AT1G67020	AALP_AAs71639U000100, AALP_AAs67142U000200, AALP_AAs59711U000100
OG0000208	AT3G59930, AT5G33355, AT1G34047	AALP_AA5G253900
OG0000210	AT1G11610, AT2G30750, AT2G30770	AALP_AA6G089700
OG0000211	AT1G21240, AT1G21230, AT1G21250	AALP_AA1G235400, AALP_AA7G067700
OG0000211	AT1G21210	AALP_AA1G229100
OG0000212	AT5G28823	AALP_AA2G002600, AALP_AA8G183400
OG0000216	AT3G14130	AALP_AA3G158000
OG0000217	AT3G05370	AALP_AA7G176800
OG0000217	AT1G71400, AT1G71390	AALP_AAs62413U000100, AALP_AA2G150100, AALP_AA2G146600, AALP_AA2G146800, AALP_AA2G146500, AALP_AA2G150000
OG0000217	AT3G05360	AALP_AA1G197300, AALP_AA1G197100
OG0000218	AT5G63070	AALP_AA8G462800
OG0000218	AT1G04270	AALP_AA1G037000
OG0000220	AT4G15870, AT2G23230	AALP_AA4G092400
OG0000220	AT1G66020, AT4G20200, AT4G20230, AT3G29190	AALP_AAs42715U000100, AALP_AAs48788U000100
OG0000223	AT3G20520	AALP_AA3G234500
OG0000223	AT5G55480	AALP_AA8G339300
OG0000223	AT1G66980, AT1G66970, AT4G26690	AALP_AA7G100300
OG0000225	AT5G41690	AALP_AA5G110900, AALP_AAs55388U000100, AALP_AA4G146600, AALP_AAs46730U000200
OG0000225	AT3G10845, AT1G45100	AALP_AA5G265900
OG0000226	AT5G15025, AT1G27220, AT1G27250, AT1G70030, AT1G24200, AT5G15040, AT5G15030	AALP_AA6G341800, AALP_AAs45238U000100
OG0000227	AT4G08410, AT4G08400, AT5G06640, AT4G13390, AT5G06630, AT2G24980, AT5G35190	AALP_AA5G116800, AALP_AA8G063200, AALP_AAs48794U000300, AALP_AA5G116100
OG0000228	AT4G23400	AALP_AA7G063900
OG0000228	AT4G00430	AALP_AA6G005800
OG0000228	AT1G01620	AALP_AA1G005400
OG0000228	AT2G45960	AALP_AA4G249600
OG0000229	AT4G03625, AT4G05460	AALP_AA6G211300
OG0000230	AT1G29720	AALP_AA1G305000, AALP_AA1G304800, AALP_AA1G304700
OG0000234	AT1G78340	AALP_AA2G226700
OG0000234	AT1G78380	AALP_AA2G227300, AALP_AA2G227200
OG0000234	AT1G17180, AT1G17170	AALP_AA1G190000
OG0000234	AT1G78360	AALP_AA2G227000
OG0000235	AT3G14610	AALP_AA3G164500
OG0000235	AT3G14630	AALP_AA3G164700
OG0000237	AT2G18240, AT2G23310, AT2G21600, AT4G39220	AALP_AA7G246000
OG0000238	AT5G65050, AT5G65060, AT1G77080	AALP_AA8G484300, AALP_AA8G484000
OG0000238	AT5G65080, AT5G65070	AALP_AA8G484400
OG0000239	AT3G62850	AALP_AA3G091400
OG0000240	AT2G22290	AALP_AA6G292500
OG0000240	AT4G39890	AALP_AA7G277600
OG0000240	AT5G10260	AALP_AA8G100400
OG0000241	AT5G37640	AALP_AA7G029700
OG0000241	AT4G02890, AT4G05320, AT5G03240, AT5G20620	AALP_AA3G105100
OG0000242	AT4G20800	AALP_AA7G032200, AALP_AA7G032100, AALP_AA7G032000
OG0000242	AT1G26400, AT1G26410, AT1G26380, AT1G26420	AALP_AA8G474200
OG0000242	AT1G26390	AALP_AA8G474000
OG0000245	AT4G21380, AT1G65800, AT1G65790	AALP_AA7G037900
OG0000245	AT3G12000	AALP_AA3G129900
OG0000247	AT4G09360	AALP_AA2G163700
OG0000247	AT4G09430	AALP_AA2G162800
OG0000249	AT3G32960	AALP_AAs65934U000100
OG0000250	AT5G53380	AALP_AA7G224600
OG0000250	AT5G16350, AT5G12420	AALP_AA8G125200, AALP_AAs42612U000100
OG0000251	AT4G15310	AALP_AAs50902U000800
OG0000251	AT3G30290	AALP_AA2G073600
OG0000251	AT1G65670, AT4G15300, AT4G15396, AT4G15393	AALP_AA5G063100, AALP_AAs50902U000700
OG0000252	AT1G22340	AALP_AA1G244300, AALP_AA1G244500
OG0000252	AT1G22370	AALP_AA1G244400
OG0000252	AT1G22360	AALP_AA1G244100
OG0000252	AT1G22400	AALP_AA1G282400, AALP_AA1G244800, AALP_AA1G244700, AALP_AA1G244600
OG0000255	AT4G05360	AALP_AA7G025100, AALP_AA6G003100, AALP_AAs61749U000100
OG0000258	AT3G27870	AALP_AA5G049700
OG0000258	AT1G13210	AALP_AA1G145400
OG0000258	AT3G25610	AALP_AA3G297100
OG0000261	AT4G10190, AT3G21120, AT3G21130	AALP_AA3G242800
OG0000262	AT1G69630	AALP_AA2G047200
OG0000262	AT1G78750	AALP_AA2G230300
OG0000262	AT1G78740	AALP_AA1G333400
OG0000264	AT3G57640, AT1G65250, AT1G65190, AT1G67470	AALP_AA5G222300
OG0000265	AT1G56330	AALP_AA4G000500
OG0000265	AT1G02620	AALP_AA1G018800
OG0000266	AT5G08350	AALP_AA8G080500, AALP_AA8G080400
OG0000266	AT5G23360, AT5G23350, AT5G23370	AALP_AA3G212500, AALP_AA3G212600
OG0000267	AT5G27810, AT5G48670	AALP_AA3G057200, AALP_AA7G160600, AALP_AA7G160500
OG0000268	AT2G17740	AALP_AA2G102500
OG0000268	AT2G44370	AALP_AA4G232600
OG0000270	AT1G60750	AALP_AAs39864U000300, AALP_AA6G048800
OG0000270	AT1G60690	AALP_AA6G048900
OG0000270	AT1G60730, AT1G60680	AALP_AAs39864U000400, AALP_AA6G049000
OG0000272	AT1G22710	AALP_AA1G247500
OG0000272	AT1G71890, AT1G71880	AALP_AA2G150200
OG0000273	AT2G27145	AALP_AA6G239500
OG0000273	AT2G28405, AT2G25344, AT3G25265, AT5G48543	AALP_AA1G116300, AALP_AA6G044400
OG0000275	AT3G21780	AALP_AA3G251600
OG0000275	AT3G21800, AT3G21790	AALP_AA3G251800, AALP_AA3G251700
OG0000275	AT4G15270, AT4G15280, AT4G15260	AALP_AAs61551U000200, AALP_AAs61551U000100
OG0000276	AT1G55940	AALP_AA4G004900
OG0000276	AT3G44970	AALP_AA8G203400
OG0000278	AT2G20620	AALP_AAs42753U000300
OG0000280	AT2G36750	AALP_AA4G138400
OG0000280	AT2G36790, AT2G36800	AALP_AA4G138700, AALP_AA4G138500
OG0000280	AT2G36760	AALP_AA4G138200
OG0000280	AT2G36770, AT2G36780	AALP_AA4G138600
OG0000281	AT1G77530	AALP_AA2G217300
OG0000281	AT1G77520	AALP_AA2G217100
OG0000281	AT1G63140, AT1G62900	AALP_AA2G007600
OG0000282	AT5G15160	AALP_AA8G155000
OG0000282	AT1G26945	AALP_AA1G280300
OG0000282	AT3G28857	AALP_AA5G056500
OG0000282	AT5G39860	AALP_AA6G341300
OG0000287	AT4G08780, AT4G08770	AALP_AA6G200400
OG0000287	AT3G32980	AALP_AA3G314000
OG0000287	AT3G49110, AT3G49120	AALP_AAs67539U000600
OG0000288	AT2G24170	AALP_AA6G274800
OG0000288	AT3G13772	AALP_AA3G152600
OG0000288	AT1G55130	AALP_AA4G011800
OG0000288	AT5G25100	AALP_AA8G426700
OG0000288	AT5G10840	AALP_AA8G104100
OG0000289	AT1G20680, AT1G20405	AALP_AA1G225000
OG0000290	AT3G62960	AALP_AA5G290300
OG0000290	AT2G47880	AALP_AA4G270200
OG0000290	AT1G06830	AALP_AA1G066100
OG0000291	AT5G54010	AALP_AA8G323600
OG0000291	AT4G27570, AT4G27560	AALP_AA6G287200, AALP_AA7G237800
OG0000291	AT2G22930, AT4G09500, AT5G53990, AT1G64910, AT1G64920	AALP_AA8G323200
OG0000292	AT5G37910, AT5G37900, AT5G37870	AALP_AA5G224000, AALP_AA2G064200, AALP_AA5G223900, AALP_AA5G224100
OG0000293	AT1G07450	AALP_AA1G074500
OG0000296	AT2G04115	AALP_AA2G247400
OG0000296	AT1G51250, AT1G51240, AT1G51230	AALP_AA7G279300, AALP_AA4G046900
OG0000297	AT1G30160	AALP_AA1G309500, AALP_AA8G487300
OG0000298	AT1G02690	AALP_AA1G019500
OG0000299	AT1G50010	AALP_AA3G226100
OG0000299	AT1G50010	AALP_AA4G059800
OG0000299	AT1G04820	AALP_AA3G226100
OG0000299	AT1G04820	AALP_AA4G059800
OG0000299	AT5G19780	AALP_AA8G217400
OG0000299	AT5G19780	AALP_AA8G217300
OG0000299	AT5G19770	AALP_AA8G217400
OG0000299	AT5G19770	AALP_AA8G217300
OG0000300	AT3G53810	AALP_AA5G171000
OG0000300	AT2G37710	AALP_AA4G153600
OG0000300	AT4G02420, AT4G02410	AALP_AA6G031500, AALP_AA6G031600
OG0000302	AT1G20510	AALP_AA1G223400
OG0000302	AT1G20480	AALP_AA1G222800
OG0000302	AT5G38120	AALP_AA1G223100
OG0000302	AT1G20500, AT1G20490	AALP_AA1G222900, AALP_AA1G223000
OG0000303	AT1G04380	AALP_AA1G037900
OG0000303	AT5G59540	AALP_AA8G388900
OG0000303	AT5G59530	AALP_AA8G389000
OG0000303	AT1G04350	AALP_AA1G037700
OG0000304	AT3G29375	AALP_AA2G259200
OG0000304	AT4G00380, AT1G15910	AALP_AAs44791U000100
OG0000306	AT3G14210	AALP_AA3G159100, AALP_AAs73856U000200
OG0000306	AT1G54020	AALP_AA4G021600
OG0000306	AT1G54000, AT1G54010	AALP_AA4G021700
OG0000307	AT2G37170, AT2G37180	AALP_AA4G145300
OG0000307	AT3G53420	AALP_AA5G165800
OG0000308	AT4G16590	AALP_AA8G260200
OG0000308	AT1G24070	AALP_AA1G260600
OG0000308	AT5G16190	AALP_AA8G168900
OG0000309	AT5G36658, AT5G36738, AT5G36661, AT5G36659, AT5G36320, AT5G36739, AT5G36662, AT3G42565, AT5G36657, AT5G36370, AT5G36540, AT5G36330, AT5G36340, AT5G36310, AT5G36470, AT5G36440, AT5G36390, AT5G36430, AT5G36450, AT5G36360, AT5G36350, AT5G36420, AT5G36400, AT5G36380, AT5G36410, AT5G36460, AT5G36550, AT5G36490, AT5G36500, AT5G36520, AT5G36480, AT5G42895, AT4G09545, AT5G51105, AT5G44495, AT2G24205, AT5G60945, AT5G60964	AALP_AA6G274500
OG0000310	AT3G48300	AALP_AA5G104300
OG0000311	AT4G16900	AALP_AAs72129U000100
OG0000311	AT5G51630	AALP_AA4G171500, AALP_AAs75065U000300, AALP_AAs46524U000200, AALP_AAs41246U000500, AALP_AA8G289500, AALP_AAs75065U000100, AALP_AAs41246U000400, AALP_AAs46524U000400, AALP_AAs66747U000400, AALP_AAs45745U000100, AALP_AAs73290U000100, AALP_AAs46524U000600, AALP_AA8G289900
OG0000313	AT1G42700	AALP_AAs52616U000100
OG0000314	AT3G13650	AALP_AA3G149600
OG0000314	AT3G13662	AALP_AA3G150200, AALP_AA3G150400, AALP_AA3G149700
OG0000315	AT1G64030	AALP_AA3G321000
OG0000316	AT1G18710	AALP_AA1G205500, AALP_AA7G248400
OG0000316	AT1G74430	AALP_AA2G185100
OG0000317	AT1G52740	AALP_AA4G034200
OG0000317	AT2G38810	AALP_AA4G170200
OG0000318	AT2G43700	AALP_AA4G226200
OG0000318	AT3G59730, AT3G59740, AT3G59750	AALP_AA5G251600, AALP_AA5G251500
OG0000318	AT3G59700	AALP_AA5G251200, AALP_AA5G251300
OG0000319	AT3G60130	AALP_AA1G050700, AALP_AA5G255400
OG0000319	AT2G25630, AT5G44640, AT5G42260	AALP_AA5G109000
OG0000319	AT2G44450	AALP_AA4G233400
OG0000322	AT1G23570, AT1G23580	AALP_AAs47394U000100, AALP_AA3G272000, AALP_AA1G257400, AALP_AA3G330000, AALP_AA1G257200
OG0000323	AT2G30220, AT2G30310	AALP_AAs65934U000400
OG0000324	AT5G36225, AT2G17905	AALP_AA2G093400
OG0000324	AT3G31430	AALP_AA4G121100, AALP_AA7G124000, AALP_AA4G017000, AALP_AA5G065400, AALP_AA7G187700, AALP_AA8G120300, AALP_AA1G178100, AALP_AA3G280300, AALP_AA8G328900, AALP_AA2G110500, AALP_AAs75041U000100, AALP_AAs46456U000100
OG0000324	AT3G42140	AALP_AA8G292600, AALP_AAs49362U000100
OG0000325	AT3G26830, AT1G13090	AALP_AA1G144100
OG0000327	AT4G15233, AT4G15236	AALP_AAs61551U000700
OG0000327	AT2G37280	AALP_AA4G146800
OG0000328	AT4G10695, AT4G10660, AT4G10700, AT4G00893, AT4G12382	AALP_AA6G288300
OG0000328	AT4G12370	AALP_AA6G183500
OG0000329	AT1G04580	AALP_AA1G040200
OG0000329	AT3G43600	AALP_AA5G068800
OG0000329	AT5G20960	AALP_AA8G231200
OG0000330	AT2G14900	AALP_AA3G316000
OG0000330	AT5G59845	AALP_AA8G394700
OG0000332	AT2G23350	AALP_AA6G283800
OG0000332	AT1G49760	AALP_AA4G062600, AALP_AAs59809U000100
OG0000332	AT4G34110	AALP_AA7G209600
OG0000332	AT2G15500	AALP_AA3G319900
OG0000333	AT2G34430	AALP_AA4G109200, AALP_AA2G243100, AALP_AA4G109300
OG0000333	AT1G29930	AALP_AA1G306800
OG0000333	AT1G29920, AT1G29910	AALP_AA1G306700
OG0000334	AT3G09500	AALP_AA3G100700
OG0000334	AT5G02610, AT3G55170, AT2G39390	AALP_AA8G015700
OG0000335	AT2G35840	AALP_AAs58241U000100
OG0000336	AT5G38910, AT5G38940, AT5G38930	AALP_AA6G347300, AALP_AA6G347400
OG0000336	AT4G14630	AALP_AAs70636U000400
OG0000337	AT4G15160	AALP_AAs65529U000100
OG0000337	AT3G22120	AALP_AA8G053900
OG0000337	AT1G62500	AALP_AA8G178300
OG0000338	AT3G02480	AALP_AA3G018700
OG0000338	AT5G15970, AT5G15960	AALP_AA8G167200, AALP_AA8G167100
OG0000338	AT5G53820	AALP_AA8G321300
OG0000338	AT5G38760	AALP_AA6G347700
OG0000339	AT5G26865, AT5G27944, AT5G27090, AT5G27070, AT5G26950, AT5G27050, AT5G27580	AALP_AA1G286100
OG0000340	AT4G21080, AT4G21040, AT4G21030, AT4G21050	AALP_AA7G224300
OG0000341	AT1G36510, AT3G32260	AALP_AAs65394U000300, AALP_AA3G177000
OG0000342	AT2G01750, AT1G14840	AALP_AA1G168500
OG0000342	AT1G24764	AALP_AA1G266900
OG0000343	AT1G73260	AALP_AA2G169300, AALP_AAs43812U000100
OG0000345	AT4G33430	AALP_AA7G199700
OG0000345	AT1G71830	AALP_AA2G149900
OG0000345	AT1G34210	AALP_AA1G347300
OG0000346	AT1G79330	AALP_AA2G243400
OG0000346	AT1G79310	AALP_AA2G243200
OG0000346	AT1G79340	AALP_AA2G243500
OG0000347	AT1G04760	AALP_AA1G041700
OG0000347	AT2G33120	AALP_AA6G065800
OG0000347	AT1G04750	AALP_AA1G041800
OG0000350	AT3G17010	AALP_AA3G193000
OG0000350	AT5G18000	AALP_AA8G193800
OG0000351	AT1G49490	AALP_AA4G065700
OG0000351	AT2G15880	AALP_AA3G322800
OG0000351	AT4G33970	AALP_AA7G207900
OG0000351	AT3G19020	AALP_AA3G216900
OG0000352	AT1G16930, AT1G16945, AT1G60400, AT1G60410, AT1G80470	AALP_AA6G317900
OG0000353	AT3G46050, AT5G03000, AT5G02990, AT5G02995, AT5G03020, AT5G03010, AT5G02980	AALP_AA8G020700
OG0000354	AT5G61680	AALP_AA8G447400
OG0000354	AT1G69940, AT5G07410	AALP_AA8G069500
OG0000354	AT5G07420	AALP_AA8G069600
OG0000354	AT5G07430	AALP_AA8G069700
OG0000355	AT4G02740	AALP_AA6G037900
OG0000356	AT3G53280	AALP_AA5G163900
OG0000356	AT5G35715	AALP_AA5G164100
OG0000356	AT3G53290	AALP_AA5G164300
OG0000357	AT5G24860	AALP_AA8G425100
OG0000357	AT4G31380	AALP_AA8G037400
OG0000358	AT2G02360	AALP_AA5G013300
OG0000360	AT3G24670	AALP_AA3G287800
OG0000360	AT4G13210	AALP_AA3G285000
OG0000360	AT5G48900	AALP_AA6G091900
OG0000360	AT3G07010	AALP_AA3G068900
OG0000361	AT1G69730	AALP_AAs58191U000100, AALP_AA2G257100
OG0000362	AT5G21030	AALP_AA7G031700
OG0000363	AT4G26230	AALP_AA7G092700
OG0000363	AT2G19740	AALP_AA3G361000
OG0000364	AT3G20670	AALP_AA3G238600
OG0000364	AT5G54640	AALP_AA8G331000
OG0000364	AT4G27230	AALP_AA7G106700
OG0000365	AT1G51490, AT1G51470, AT1G47600	AALP_AA4G045000
OG0000366	AT4G15050, AT1G10190, AT4G15056, AT4G15053, AT2G24950, AT5G37520	AALP_AA6G322200
OG0000367	AT3G56980	AALP_AA5G212600
OG0000368	AT1G02780	AALP_AA1G020000, AALP_AA6G208700
OG0000369	AT2G31780, AT2G31770, AT2G31760	AALP_AA6G079600, AALP_AA6G079700, AALP_AA8G130200
OG0000369	AT1G05890	AALP_AA1G056000
OG0000369	AT2G31510	AALP_AA6G082100
OG0000370	AT2G46760	AALP_AA4G257300
OG0000376	AT1G29140	AALP_AA1G297400
OG0000376	AT5G45880, AT4G18596	AALP_AA7G008600
OG0000379	AT3G14540, AT3G14520, AT1G31950	AALP_AAs45078U000300
OG0000379	AT3G29410	AALP_AA3G163500
OG0000380	AT5G55340	AALP_AA8G338200
OG0000380	AT5G55360	AALP_AA8G338700, AALP_AA8G338100
OG0000381	AT1G62080, AT1G62000, AT1G62220, AT1G62060	AALP_AA2G020000, AALP_AA2G019800, AALP_AA2G019900, AALP_AA2G020100
OG0000382	AT3G50300	AALP_AA5G125200, AALP_AA8G156600
OG0000382	AT5G38130	AALP_AA6G352200
OG0000382	AT3G50270	AALP_AA5G124900
OG0000383	AT3G15060	AALP_AA3G169000
OG0000383	AT2G33870	AALP_AA8G028400
OG0000383	AT1G28550	AALP_AA1G294500
OG0000386	AT2G06425, AT4G04265	AALP_AA6G157300, AALP_AAs56901U000200
OG0000387	AT1G78955	AALP_AA2G234200
OG0000387	AT1G78950	AALP_AA2G234300, AALP_AA2G234400
OG0000387	AT1G66960	AALP_AA3G344300
OG0000388	AT1G64253, AT1G64260, AT1G64255, AT1G49920	AALP_AA6G009000
OG0000390	AT1G53990	AALP_AA5G193300, AALP_AA5G193200
OG0000391	AT1G33840, AT2G14560	AALP_AA3G354200, AALP_AA3G354100, AALP_AA8G010000, AALP_AA8G005200, AALP_AA8G005300
OG0000391	AT3G11740	AALP_AA3G127300
OG0000392	AT3G24830	AALP_AA3G290300
OG0000393	AT2G36160, AT3G11510, AT3G52580	AALP_AA4G133600, AALP_AA8G055500
OG0000395	AT1G02730	AALP_AA1G019700
OG0000397	AT5G52750, AT5G52760, AT5G52770	AALP_AA8G304700, AALP_AA8G304800, AALP_AA8G302900, AALP_AA8G304600
OG0000398	AT5G66430	AALP_AA8G500400, AALP_AA8G500500
OG0000399	AT5G61160, AT3G29690, AT3G29680, AT3G29720	AALP_AA1G107200
OG0000400	AT1G10230, AT2G20160, AT2G03190, AT3G25650, AT2G03160	AALP_AA5G019100, AALP_AA5G254600, AALP_AA5G018900, AALP_AA5G018800, AALP_AA5G019000, AALP_AA5G019200
OG0000401	AT1G52280	AALP_AA3G182500
OG0000401	AT1G49300	AALP_AA4G067800
OG0000401	AT3G18820	AALP_AA7G244800
OG0000403	AT4G32840	AALP_AA7G192500
OG0000403	AT5G56630	AALP_AA8G354500
OG0000404	AT5G24150, AT5G24160	AALP_AA8G416900, AALP_AAs41881U000500
OG0000405	AT5G03270	AALP_AA8G023600
OG0000405	AT2G28305	AALP_AA8G023700
OG0000405	AT3G53450	AALP_AA5G166100
OG0000405	AT2G37210	AALP_AA4G145900
OG0000406	AT5G25400	AALP_AA8G429000
OG0000406	AT5G11230	AALP_AA8G107800
OG0000406	AT2G25520	AALP_AA6G261200
OG0000406	AT4G32390	AALP_AA7G186600
OG0000407	AT5G54145	AALP_AA8G324500
OG0000407	AT4G27657	AALP_AA7G113800
OG0000408	AT1G04250	AALP_AAs45060U000200, AALP_AA6G148100
OG0000408	AT4G14550	AALP_AAs58011U000100
OG0000408	AT3G23050	AALP_AA3G264300
OG0000409	AT5G27670	AALP_AA8G255900
OG0000409	AT5G02560	AALP_AA8G015200
OG0000409	AT5G59870	AALP_AA8G393700
OG0000410	AT5G61412	AALP_AAs64694U000300
OG0000411	AT1G14400	AALP_AA1G159800
OG0000411	AT2G02760	AALP_AA5G016200
OG0000412	AT1G79750	AALP_AA2G248700
OG0000412	AT2G19900	AALP_AA3G363600
OG0000412	AT5G25880	AALP_AA8G239500
OG0000412	AT5G11670	AALP_AA8G113600
OG0000413	AT5G17330	AALP_AA2G144700
OG0000413	AT1G65960	AALP_AA2G076300
OG0000413	AT2G02010	AALP_AA5G011500
OG0000414	AT4G30140	AALP_AA7G151600
OG0000414	AT2G19010	AALP_AA3G354400
OG0000414	AT2G19060, AT2G19050	AALP_AA3G354600, AALP_AA8G106800, AALP_AA3G354500, AALP_AA3G331800
OG0000415	AT3G25270, AT1G50160, AT2G04420	AALP_AA2G197100
OG0000416	AT1G06630, AT3G60040	AALP_AA5G252800
OG0000420	AT1G17745	AALP_AA1G196500
OG0000420	AT3G19480	AALP_AA3G223000
OG0000420	AT4G34200	AALP_AA2G125400
OG0000421	AT4G23600	AALP_AA7G064600
OG0000423	AT5G41120, AT5G41130	AALP_AA6G321600
OG0000423	AT3G26820, AT3G26840	AALP_AA5G035300, AALP_AA5G035400
OG0000424	AT3G20380	AALP_AA3G236600, AALP_AA3G236700
OG0000424	AT3G20370	AALP_AA3G193700, AALP_AA3G236300, AALP_AA3G236100, AALP_AA3G236400
OG0000425	AT4G10270	AALP_AA6G187800
OG0000425	AT4G10265	AALP_AA1G340000
OG0000426	AT5G23740	AALP_AA8G413500
OG0000427	AT5G40210	AALP_AA6G336700, AALP_AAs56120U000100
OG0000427	AT3G28130	AALP_AA5G051300
OG0000428	AT3G60415	AALP_AA5G260000
OG0000428	AT3G60440	AALP_AA5G260200
OG0000428	AT3G60450	AALP_AA5G260300
OG0000430	AT3G46720, AT3G46700, AT3G46690, AT3G46650, AT3G46680	AALP_AAs44436U000100
OG0000431	AT1G26540, AT2G47230	AALP_AA4G264100, AALP_AA6G201900
OG0000432	AT3G18773	AALP_AA7G244200
OG0000433	AT2G02140	AALP_AA5G011900
OG0000433	AT1G61070	AALP_AA8G233400
OG0000433	AT2G02120, AT2G02130	AALP_AA5G011600
OG0000436	AT1G02930, AT1G02920	AALP_AA1G022400, AALP_AA1G022500
OG0000436	AT4G02520, AT2G02930	AALP_AA6G033300, AALP_AA6G033500, AALP_AA6G033400, AALP_AA6G034000, AALP_AA6G033800, AALP_AA6G033900
OG0000437	AT5G40382	AALP_AA6G332300
OG0000438	AT1G63200	AALP_AA2G008900, AALP_AA2G009000
OG0000438	AT1G63190	AALP_AA8G233200, AALP_AA8G233100
OG0000439	AT2G01820	AALP_AA1G335600
OG0000439	AT1G24650	AALP_AA1G266600
OG0000439	AT1G66150	AALP_AA2G077000
OG0000440	AT3G61111	AALP_AA5G267800
OG0000442	AT3G13520	AALP_AA3G148700
OG0000442	AT1G55330	AALP_AA4G010900
OG0000442	AT5G56540	AALP_AA8G353500
OG0000443	AT1G60530	AALP_AA2G039600, AALP_AA2G039700
OG0000443	AT1G60500	AALP_AA2G039400
OG0000445	AT4G39200	AALP_AA7G269800
OG0000447	AT5G55410	AALP_AA8G338800
OG0000447	AT5G55450	AALP_AA1G294700, AALP_AA8G338900, AALP_AA8G339100
OG0000448	AT2G37190, AT3G53430	AALP_AA4G145600
OG0000448	AT5G60670	AALP_AA8G403900
OG0000449	AT5G48140	AALP_AA6G096900
OG0000449	AT3G07840	AALP_AA3G089200
OG0000449	AT3G07820	AALP_AA3G089100
OG0000450	AT4G13920, AT4G13880, AT4G13810	AALP_AAs69602U000300, AALP_AAs68076U000100, AALP_AA4G102200, AALP_AAs71336U000100
OG0000451	AT5G52640	AALP_AA8G303900
OG0000451	AT5G56000, AT5G56010, AT5G56030	AALP_AA8G344900
OG0000453	AT1G60110, AT1G60130, AT1G60095	AALP_AA4G039500
OG0000454	AT1G10540	AALP_AA1G114400
OG0000454	AT1G60030	AALP_AA2G046200
OG0000454	AT5G49990	AALP_AA8G273900
OG0000455	AT5G41980	AALP_AA6G313900
OG0000456	AT2G44790	AALP_AA4G236600
OG0000456	AT3G60280, AT3G60270	AALP_AA5G116200
OG0000459	AT5G16970, AT5G16990, AT5G17000, AT5G16980	AALP_AA8G181100
OG0000459	AT3G03080	AALP_AA3G025100
OG0000460	AT4G30650	AALP_AA7G160000
OG0000460	AT4G30660	AALP_AA7G160100
OG0000461	AT3G59480	AALP_AA3G348700, AALP_AA5G248700
OG0000461	AT2G31390	AALP_AA6G083600
OG0000462	AT3G18130	AALP_AA3G205500
OG0000462	AT1G18080	AALP_AA1G198800
OG0000463	AT3G17690	AALP_AA3G200700
OG0000463	AT3G17700	AALP_AA5G169900
OG0000464	AT4G34870	AALP_AA7G219300
OG0000464	AT2G16600, AT4G38740, AT2G21130	AALP_AA7G265300
OG0000466	AT3G08900	AALP_AA3G093300
OG0000466	AT3G02230	AALP_AA3G014800
OG0000466	AT5G15650	AALP_AA8G161500
OG0000467	AT4G36410	AALP_AA7G239000
OG0000467	AT1G45050	AALP_AA4G088400
OG0000467	AT5G42990	AALP_AA6G156000
OG0000467	AT1G75440	AALP_AA2G196800
OG0000469	AT3G12460, AT3G12430, AT3G12410, AT3G12420	AALP_AA3G134400
OG0000470	AT1G13530, AT1G13500, AT1G13490	AALP_AA1G148500
OG0000470	AT1G13480	AALP_AA1G148400
OG0000470	AT1G13470	AALP_AA1G148300
OG0000471	AT1G77880	AALP_AA5G201500
OG0000471	AT4G39560	AALP_AA7G273900
