Orthogroup	Thellungiella_parvula	Brassica_oleracea
OG0000034	Sp7g04575.1	Bo1g078360
OG0000034	Sp3g26825.1	Bo5g057290, Bo6g001050, Bo00871s050, Bo3g044740
OG0000036	Sp7g06680.1	Bo1g102070, Bo5g083770, Bo1g102080, Bo2g158740, Bo1g031750, Bo9g054620, Bo6g054770, Bo7g049840, Bo9g141010
OG0000037	Sp5g08630.1, Sp4g19980.1	Bo4g121630, Bo8g083100, Bo4g187100, Bo4g030350, Bo3g031870, Bo1g040130
OG0000037	Sp3g16870.1	Bo1g116200, Bo5g117040, Bo3g071760
OG0000037	Sp3g10340.1	Bo5g134740
OG0000037	Sp5g15160.1, Sp6g21050.1	Bo3g018230, Bo3g117300
OG0000037	Sp1g28660.1	Bo6g049540, Bo6g049530
OG0000037	Sp6g33600.1	Bo3g005290
OG0000038	Sp4g09920.1	Bo4g161340, Bo4g161360
OG0000039	Sp7g21010.1	Bo1g031850, Bo3g165690, Bo3g165700, Bo1g031830
OG0000039	Sp6g06030.1	Bo9g092530
OG0000039	Sp6g06040.1	Bo9g092480
OG0000039	Sp6g05950.1	Bo9g092570
OG0000039	Sp6g05970.1	Bo2g155630
OG0000039	Sp6g05980.1	Bo3g045310
OG0000040	Sp6g27520.1, Sp6g27530.1	Bo9g162990
OG0000040	Sp3g10450.1	Bo1g139500
OG0000040	Sp1g26630.1	Bo7g042340, Bo5g064350
OG0000040	Sp7g01830.1	Bo4g139760
OG0000040	Sp4g02040.1	Bo4g151230
OG0000040	Sp4g01990.1, Sp4g02000.1	Bo8g100760
OG0000040	Sp3g08720.1	Bo5g137400, Bo4g139150
OG0000040	SpUn0245_0010.1	Bo6g116690, Bo6g087890, Bo6g087850
OG0000041	Sp7g09260.1, Sp1g16530.1, Sp3g28380.1	Bo5g123820, Bo9g108190, Bo7g003730, Bo7g003900, Bo3g179550, Bo9g151830, Bo7g005950, Bo5g091680, Bo8g033570, Bo1g119270, Bo5g115140, Bo4g154820, Bo01202s020
OG0000042	Sp5g03990.1	Bo6g076130, Bo1g116040, Bo4g025310, Bo02116s010
OG0000042	Sp5g03860.1	Bo4g108170
OG0000042	Sp3g28560.1, Sp3g28550.1, Sp3g28540.1	Bo3g093700
OG0000043	Sp5g14630.1	Bo3g134260
OG0000043	Sp6g23980.1	Bo9g151860, Bo3g015190
OG0000043	Sp2g09620.1	Bo3g018170, Bo3g018130, Bo1g131070, Bo3g017490, Bo00418s060
OG0000044	Sp3g04430.1, Sp3g28660.1	Bo5g145280
OG0000044	Sp5g14790.1	Bo3g134070
OG0000044	Sp2g02570.1	Bo4g090390
OG0000044	Sp2g02550.1	Bo9g040750
OG0000044	Sp2g02100.1	Bo01976s010
OG0000044	Sp2g02560.1	Bo9g040770
OG0000044	Sp2g02600.1	Bo9g040790, Bo4g091420, Bo1g098770
OG0000044	Sp2g02110.1	Bo6g106640, Bo01960s010, Bo9g037270
OG0000045	Sp7g21190.1	Bo7g108510
OG0000045	Sp7g21200.1	Bo1g033170
OG0000045	Sp1g30740.1	Bo7g106580, Bo7g108580, Bo7g108560
OG0000046	Sp2g10160.1	Bo7g070250
OG0000046	Sp2g10150.1	Bo3g027680
OG0000046	Sp2g10140.1	Bo3g027690, Bo7g070170, Bo7g070210
OG0000046	Sp2g10070.1	Bo2g126920
OG0000046	Sp6g06620.1	Bo3g045090
OG0000048	Sp1g29630.1	Bo01020s020, Bo12788s010, Bo6g032980, Bo8g001440, Bo7g065160, Bo21564s010, Bo01819s010, Bo01828s010, Bo01817s010
OG0000048	Sp5g16670.1	Bo8g100640, Bo2g134370, Bo9g044030
OG0000048	Sp7g08750.1	Bo13896s010, Bo10343s010, Bo5g129160, Bo9g070380, Bo8g016610, Bo01038s040, Bo9g090750, Bo2g064580, Bo3g078590, Bo9g032100
OG0000048	Sp4g06220.1	Bo01834s010, Bo01604s020, Bo6g031350, Bo1g098390, Bo00932s050, Bo09601s010, Bo2g149380
OG0000049	Sp1g30605.1	Bo1g040610, Bo9g111320, Bo3g170880, Bo1g040600, Bo9g130690, Bo8g030260, Bo11159s010, Bo9g069820, Bo4g154390, Bo3g043030, Bo7g014260, Bo4g078550, Bo4g038810, Bo6g010900, Bo4g107590, Bo6g058790, Bo7g095330, Bo8g027330, Bo7g095320, Bo4g038410, Bo6g058800, Bo01149s010, Bo7g014420, Bo2g075290, Bo1g048180, Bo4g029960, Bo3g158600
OG0000050	Sp7g35840.1, Sp7g35830.1	Bo7g017540, Bo2g085140, Bo6g086210, Bo1g003080, Bo3g006860
OG0000050	Sp6g33050.1, Sp6g33060.1, Sp2g05210.1, Sp2g06530.1, Sp1g07810.1	Bo3g005560
OG0000051	Sp6g34560.1	Bo3g004900, Bo2g009070
OG0000051	Sp2g16170.1	Bo2g140290
OG0000051	Sp7g00950.1	Bo4g140720
OG0000051	Sp2g16160.1	Bo2g140280
OG0000051	Sp7g00940.1	Bo4g140730
OG0000051	Sp3g00160.1	Bo5g153900
OG0000051	Sp6g12730.1	Bo9g098660
OG0000051	Sp5g13350.1	Bo3g112270, Bo01539s020, Bo01539s010, Bo8g077180
OG0000053	Sp6g23330.1, Sp5g17420.1	Bo3g127520, Bo2g023510, Bo3g015550, Bo9g149940, Bo4g161230
OG0000053	Sp7g12750.1	Bo6g055980, Bo8g038230
OG0000053	Sp3g20610.1	Bo1g103630
OG0000053	Sp4g08270.1	Bo8g091060
OG0000054	Sp1g10770.1	Bo5g017210, Bo8g062550
OG0000054	Sp2g02080.1	Bo02928s010, Bo9g037220
OG0000054	SpUn0055_0060.1, Sp6g05020.1, Sp6g05030.1	Bo4g050960, Bo3g045750, Bo07665s010
OG0000054	Sp4g27230.1, SpUn0031_0090.1	Bo3g037620
OG0000054	Sp6g04960.1	Bo3g045820
OG0000054	SpUn0055_0010.1, Sp6g04970.1	Bo3g045810, Bo9g079600
OG0000054	Sp7g20540.1	Bo1g027300
OG0000057	Sp6g19080.1	Bo9g133110
OG0000057	Sp1g15390.1	Bo8g067040
OG0000057	Sp2g25850.1	Bo2g164300
OG0000057	Sp5g18280.1	Bo3g124970
OG0000057	Sp3g25350.1	Bo3g086800
OG0000057	Sp3g32410.1	Bo9g027480
OG0000060	Sp4g11580.1	Bo3g040070, Bo4g166700, Bo4g069220
OG0000060	Sp6g22520.1	Bo3g017650, Bo3g017110, Bo9g148120
OG0000060	Sp3g07850.1	Bo6g067610
OG0000060	Sp5g08710.1	Bo8g083030, Bo4g121670
OG0000060	Sp5g15620.1, Sp6g21620.1	Bo2g025250, Bo9g140940
OG0000060	Sp5g15570.1	Bo3g130260
OG0000062	Sp3g18120.1	Bo5g110080
OG0000062	Sp7g14050.1	Bo3g074680
OG0000062	Sp7g09440.1, Sp3g18110.1	Bo5g110090
OG0000062	Sp3g18105.1	Bo5g111160
OG0000064	Sp3g33520.1	Bo7g003750, Bo9g028130
OG0000064	Sp7g26710.1	Bo1g017260
OG0000064	Sp2g08710.1	Bo9g059370, Bo7g066830
OG0000064	Sp1g02980.1	Bo8g115720
OG0000064	Sp4g14250.1	Bo3g026490
OG0000064	Sp1g15710.1	Bo8g104800
OG0000064	Sp6g23970.1	Bo3g015200, Bo2g021860
OG0000064	Sp5g04560.1	Bo4g108610, Bo6g074590
OG0000064	SpUn0001_0160.1	Bo9g056070
OG0000064	Sp1g07380.1	Bo5g009220
OG0000065	Sp5g30900.1	Bo6g119870
OG0000065	Sp2g09180.1	Bo7g067360, Bo9g059850, Bo2g124350
OG0000065	Sp7g18980.1	Bo3g162350, Bo1g022580, Bo7g107230
OG0000065	Sp6g31390.1	Bo9g169510
OG0000065	Sp2g23430.1	Bo7g097420
OG0000065	Sp4g12280.1	Bo4g061410, Bo4g169440
OG0000065	Sp2g25870.1	Bo3g107240
OG0000066	Sp7g00780.1	Bo9g174470, Bo2g150360, Bo7g055800, Bo7g054720, Bo7g054730, Bo7g054770, Bo7g054710, Bo7g054760
OG0000068	Sp5g31070.1	Bo6g119980, Bo2g086550, Bo6g085070
OG0000068	Sp2g14110.1, Sp2g14120.1	Bo7g080950
OG0000068	Sp1g35770.1	Bo8g012800
OG0000068	Sp1g36050.1	Bo6g015720
OG0000068	Sp4g08260.1, Sp5g03170.1	Bo4g106410, Bo4g106400
OG0000070	Sp7g36970.1	Bo1g002200, Bo7g119560
OG0000070	Sp4g00400.1	Bo8g101930
OG0000070	Sp3g31440.1	Bo9g026290, Bo7g012710, Bo3g093920
OG0000070	Sp7g33890.1	Bo8g050070, Bo7g117780, Bo1g005930
OG0000070	Sp5g30700.1	Bo6g086220, Bo6g119730
OG0000070	Sp1g17620.1	Bo7g062200, Bo5g027790
OG0000070	Sp3g29850.1	Bo7g017530, Bo3g091420
OG0000070	Sp7g32540.1	Bo1g006970, Bo7g117030
OG0000071	Sp4g12490.1	Bo4g060070, Bo4g060020, Bo3g039880, Bo3g039890
OG0000072	Sp5g21400.1	Bo6g066330, Bo7g033040, Bo8g098430, Bo5g123040, Bo5g069390
OG0000072	Sp1g34950.1, Sp7g13130.1, Sp6g09820.1, SpUn1230_0020.1	Bo4g125800
OG0000072	Sp5g15320.1, Sp6g12290.1	Bo2g105080, Bo08071s010, Bo06352s010, Bo5g027810, Bo3g107450, Bo5g027880
OG0000072	Sp7g12150.1, Sp7g02510.1	Bo4g098480
OG0000073	Sp5g21235.1	Bo7g062110
OG0000073	Sp2g01620.1	Bo5g042820
OG0000074	Sp6g20800.1	Bo9g137000
OG0000074	Sp5g14890.1	Bo3g132990
OG0000074	Sp6g20880.1	Bo2g026940
OG0000074	Sp6g20520.1	Bo9g135670
OG0000074	Sp6g20510.1	Bo2g028300, Bo2g094780, Bo2g028330, Bo2g028350
OG0000074	Sp6g20870.1	Bo9g137050
OG0000077	Sp4g15410.1	Bo4g043900, Bo4g181620, Bo01855s010, Bo3g027110, Bo4g044220, Bo3g027130, Bo4g045230, Bo4g045290, Bo4g181800, Bo3g026890, Bo4g045330
OG0000077	Sp4g15360.1	Bo4g045350
OG0000077	Sp4g15020.1	Bo4g157380, Bo4g179310, Bo4g181930, Bo4g169190, Bo4g182620, Bo4g177590, Bo4g179300, Bo4g045720
OG0000077	Sp4g14900.1	Bo4g178190
OG0000078	Sp1g17860.1	Bo7g061840
OG0000078	Sp5g30980.1	Bo6g119920
OG0000078	Sp7g32780.1	Bo1g006800
OG0000078	Sp3g29990.1	Bo7g016350
OG0000078	Sp2g10850.1	Bo2g127620, Bo7g073960
OG0000078	Sp3g31210.1	Bo1g059260, Bo8g081690, Bo7g100890
OG0000079	Sp7g30200.1	Bo7g115740, Bo1g010450
OG0000079	Sp6g37660.1	Bo3g003250, Bo2g006860
OG0000079	Sp2g08870.1	Bo7g066970
OG0000079	Sp6g26800.1	Bo3g012630
OG0000079	Sp7g36530.1	Bo1g002500
OG0000079	Sp2g27810.1	Bo9g018320, Bo2g166370, Bo3g100970
OG0000079	Sp6g33540.1	Bo3g005320
OG0000080	Sp7g14750.1	Bo8g043470, Bo8g043490
OG0000083	Sp7g23370.1	Bo7g110210
OG0000083	Sp1g22080.1	Bo1g025610, Bo5g045030
OG0000083	Sp1g12400.1	Bo8g107080, Bo5g018130, Bo2g131680, Bo8g107090, Bo5g018050
OG0000083	Sp2g14180.1	Bo9g073030
OG0000083	Sp2g14170.1	Bo9g073020, Bo2g136730, Bo05202s010, Bo7g081020
OG0000084	Sp7g25920.1	Bo1g051090, Bo8g053010
OG0000084	Sp6g15450.1	Bo3g022730, Bo2g045910
OG0000084	Sp2g00510.1	Bo9g032580
OG0000084	Sp3g29980.1	Bo3g091660, Bo7g016340
OG0000084	Sp6g18000.1	Bo9g123500
OG0000084	Sp3g07130.1	Bo3g062460, Bo5g139930, Bo1g144930
OG0000085	Sp3g31850.1	Bo9g025740, Bo7g010070
OG0000085	Sp5g13500.1	Bo00576s130, Bo8g082930
OG0000086	Sp7g23620.1	Bo7g110430, Bo1g040310
OG0000086	Sp6g00670.1	Bo9g002450
OG0000086	Sp6g21600.1	Bo2g025260, Bo3g017670
OG0000086	Sp6g21590.1	Bo3g017680, Bo9g140920, Bo2g025270
OG0000086	Sp5g15610.1	Bo3g130270
OG0000087	Sp5g19890.1	Bo9g035450, Bo4g111070, Bo1g055340
OG0000087	Sp3g27040.1, Sp4g06670.1, Sp6g08540.1, Sp3g26320.1	Bo5g086530, Bo1g103450
OG0000087	Sp3g17010.1, SpUn0007_0210.1, Sp4g09900.1	Bo8g079490
OG0000087	Sp5g13100.1	Bo5g028000, Bo1g101940, Bo1g101950, Bo6g062120, Bo9g032660, Bo3g108230, Bo7g032950
OG0000087	SpUn1024_0010.1	Bo20330s010
OG0000088	Sp5g15930.1	Bo3g129910
OG0000088	Sp6g21910.1	Bo3g017450, Bo9g142390, Bo9g142350
OG0000088	Sp6g21880.1	Bo2g025010, Bo9g142330, Bo3g017460
OG0000088	Sp6g21890.1	Bo9g142340
OG0000088	Sp5g15920.1	Bo3g129930, Bo3g118520
OG0000088	Sp5g15940.1	Bo3g129900, Bo7g014400
OG0000088	Sp5g15970.1	Bo3g129880
OG0000088	Sp6g21920.1	Bo3g017440
OG0000089	Sp7g02635.1	Bo6g095710, Bo5g081330
OG0000090	Sp4g12090.1	Bo4g169210
OG0000090	Sp4g12160.1	Bo4g055150, Bo4g063570
OG0000090	Sp1g06180.1	Bo8g114070
OG0000090	Sp4g12085.1	Bo3g039980
OG0000090	Sp4g12060.1	Bo4g169240, Bo4g169250, Bo4g169180, Bo3g040000
OG0000090	Sp4g12080.1	Bo4g064610, Bo4g064620, Bo00898s040
OG0000094	Sp2g03130.1	Bo9g042150
OG0000094	Sp2g03070.1	Bo1g098150
OG0000094	Sp2g03090.1	Bo9g042100
OG0000094	Sp4g04840.1	Bo7g017560, Bo8g099130, Bo4g158620
OG0000094	Sp2g03110.1	Bo9g042110
OG0000094	Sp2g03120.1	Bo4g086710, Bo1g098130
OG0000094	Sp1g09940.1	Bo8g059880
OG0000094	Sp2g03140.1	Bo4g086700
OG0000095	Sp7g21600.1	Bo1g037040
OG0000095	Sp7g21610.1	Bo1g037050
OG0000096	Sp5g29380.1	Bo2g081000, Bo6g087230, Bo6g118500, Bo6g087210, Bo6g085010, Bo6g087200
OG0000098	Sp4g17010.1, Sp4g18670.1	Bo4g186210, Bo3g030080
OG0000098	Sp4g08450.1	Bo4g161200
OG0000098	Sp2g18270.1	Bo7g088820
OG0000098	Sp1g13880.1	Bo5g021040
OG0000098	Sp1g13520.1	Bo5g020640, Bo5g020620, Bo8g066280
OG0000098	Sp5g36020.1	Bo6g079920
OG0000098	Sp3g14720.1	Bo5g126190
OG0000099	Sp6g29370.1	Bo9g165730
OG0000099	Sp5g01100.1, Sp4g29160.1, Sp1g09310.1, Sp2g04250.1	Bo9g044070
OG0000103	Sp6g06900.1	Bo2g109300
OG0000103	SpUn0266_0020.1, SpUn0350_0010.1, SpUn0703_0010.1, SpUn0266_0010.1, Sp7g19750.1	Bo7g107470, Bo7g107480
OG0000103	Sp6g06870.1	Bo9g088140
OG0000103	Sp1g28050.1	Bo5g049470
OG0000104	Sp4g24190.1	Bo4g014610, Bo4g191220
OG0000104	Sp4g12780.1	Bo4g052590
OG0000104	Sp1g33950.1	Bo8g019170, Bo8g011190, Bo8g020650, Bo8g021670, Bo8g021680, Bo6g005860, Bo6g006940, Bo03151s010, Bo6g010560
OG0000104	Sp5g13700.1, Sp4g24500.1	Bo4g017220, Bo4g015910
OG0000106	Sp6g11660.1, Sp3g03240.1	Bo5g148240
OG0000106	Sp2g25130.1	Bo2g161700, Bo2g161740
OG0000108	Sp5g07750.1	Bo4g119740, Bo8g084860
OG0000108	Sp4g21310.1	Bo4g026850, Bo4g026840, Bo4g026830, Bo3g033000, Bo4g187910
OG0000109	Sp1g38180.1	Bo3g181470, Bo6g026070, Bo6g026090
OG0000109	Sp1g37590.1	Bo6g022530, Bo6g026060, Bo6g026080, Bo4g026930
OG0000110	Sp2g15060.1	Bo7g082170, Bo7g082200
OG0000113	Sp5g11010.1	Bo1g059320
OG0000113	Sp7g01320.1	Bo6g064540, Bo4g140350
OG0000114	Sp6g25730.1	Bo2g016620, Bo3g013240
OG0000114	Sp7g13940.1	Bo8g040930
OG0000114	Sp7g13960.1	Bo1g056560, Bo01923s010
OG0000115	Sp6g26490.1	Bo9g159880, Bo3g012750, Bo3g012740, Bo2g013900
OG0000115	Sp3g31620.1	Bo3g093990, Bo9g026170, Bo9g026160
OG0000115	Sp5g11270.1	Bo1g060570
OG0000115	Sp5g11280.1	Bo8g080460, Bo7g100650
OG0000116	Sp1g31050.1, Sp1g31170.1	Bo2g133690
OG0000116	Sp2g22120.1	Bo2g158810, Bo8g104250, Bo2g158860, Bo4g040040
OG0000116	Sp6g39360.1	Bo3g003190
OG0000116	Sp6g31960.1	Bo3g007130, Bo3g007160, Bo9g169970, Bo9g170000
OG0000117	Sp4g25600.1	Bo4g020870, Bo4g019850
OG0000117	Sp3g24100.1	Bo3g036630
OG0000118	Sp7g03745.1	Bo1g110090, Bo8g105940
OG0000118	Sp6g06080.1	Bo7g040310, Bo9g011200, Bo5g087110, Bo3g060240, Bo01120s020, Bo7g009970, Bo6g108550
OG0000118	Sp2g04440.1	Bo7g011310, Bo7g081920, Bo05050s010
OG0000118	SpUn0003_0140.1	Bo5g049170, Bo4g075550, Bo4g021470
OG0000118	SpUn0001_0970.1, Sp4g06690.1, Sp6g10470.1	Bo5g019750, Bo7g085750
OG0000118	Sp2g02350.1, Sp1g34110.1	Bo6g053690, Bo4g119600, Bo6g011130, Bo3g070240, Bo2g119380
OG0000119	Sp1g31660.1	Bo5g009530, Bo4g019750
OG0000120	Sp1g00910.1	Bo8g117860
OG0000120	Sp6g01080.1	Bo9g003750, Bo2g098940, Bo3g054440
OG0000120	Sp6g15380.1	Bo2g046050, Bo3g022870
OG0000120	Sp4g28430.1	Bo3g039260, Bo4g009260, Bo4g197120
OG0000121	Sp5g30950.1	Bo6g086130, Bo6g086120, Bo33549s010
OG0000121	Sp5g30970.1	Bo2g086460
OG0000123	Sp5g02600.1, Sp4g27220.1, SpUn0031_0100.1	Bo6g073340, Bo3g037610
OG0000123	Sp7g15090.1	Bo8g044730, Bo1g053610, Bo7g104500
OG0000123	Sp3g24090.1	Bo3g086720
OG0000123	Sp2g02520.1	Bo4g091400
OG0000123	Sp7g20170.1	Bo1g025820
OG0000124	Sp5g25877.1, SpUn0004_0250.1	Bo1g116060
OG0000124	Sp5g18880.1	Bo24839s010, Bo3g153800, Bo8g011360
OG0000124	Sp2g02943.1	Bo17356s010, Bo06312s010, Bo5g131570
OG0000124	Sp5g16405.1	Bo27449s010, Bo08758s010
OG0000125	Sp4g03230.1, Sp4g03220.1	Bo4g156060, Bo4g154330, Bo4g154350, Bo4g154360
OG0000126	Sp6g26320.1	Bo01425s020
OG0000126	Sp3g02980.1	Bo8g050260, Bo6g095500, Bo5g148340
OG0000128	Sp3g03500.1	Bo1g151940, Bo1g151910
OG0000129	Sp5g16370.1, Sp1g27690.1	Bo5g048480, Bo5g137310
OG0000130	Sp6g13955.1	Bo2g103330, Bo4g174850
OG0000130	Sp3g25725.1	Bo01410s020
OG0000130	Sp5g19285.1, SpUn0293_0017.1, SpUn0040_0003.1	Bo5g083920
OG0000130	Sp4g04515.1	Bo00686s010, Bo6g081890
OG0000130	Sp4g08820.1	Bo01836s010, Bo4g045250
OG0000132	SpUn0030_0110.1, Sp3g31720.1	Bo3g094110, Bo7g011290
OG0000132	Sp7g34210.1	Bo3g154100, Bo1g005570
OG0000132	Sp1g17380.1	Bo7g062280
OG0000132	Sp5g30410.1	Bo2g082620
OG0000132	Sp4g00810.1	Bo3g042360, Bo8g101590, Bo4g147040
OG0000133	Sp5g26020.1	Bo6g112520
OG0000133	Sp5g26050.1	Bo2g069610
OG0000133	Sp5g26010.1	Bo2g069590, Bo6g112450, Bo6g112470
OG0000133	Sp5g26030.1	Bo6g112500, Bo6g112490
OG0000134	Sp6g04660.1	Bo2g010410
OG0000134	Sp2g11320.1	Bo2g130150
OG0000134	Sp2g11310.1	Bo2g037810
OG0000137	Sp1g25420.1	Bo5g059790, Bo5g059740
OG0000138	Sp5g33500.1	Bo6g122010
OG0000138	Sp4g15460.1	Bo4g181660, Bo3g027160
OG0000138	Sp6g09060.1	Bo7g012750
OG0000138	Sp4g22640.1, Sp1g21630.1	Bo3g036840, Bo3g043070, Bo9g126100, Bo6g099220, Bo3g034890, Bo4g190010
OG0000141	Sp6g03390.1	Bo4g182700, Bo6g044170, Bo3g091450, Bo1g048110, Bo3g064250, Bo4g075480, Bo5g019880, Bo3g083260, Bo3g062680, Bo20032s010, Bo8g032210
OG0000142	Sp5g12970.1, Sp3g26190.1	Bo7g080770, Bo18139s010
OG0000142	SpUn1230_0010.1	Bo3g137070, Bo6g018290, Bo9g044200, Bo7g040800, Bo3g183900, Bo3g183890, Bo01379s030, Bo4g125790, Bo19921s010, Bo2g116800, Bo4g103710, Bo1g105740
OG0000142	Sp5g12335.1	Bo8g034140, Bo17813s010, Bo13063s010
OG0000143	Sp3g16720.1	Bo3g071680, Bo1g117390, Bo5g117290
OG0000143	Sp2g28440.1	Bo00615s090
OG0000144	Sp5g02320.1	Bo4g102580, Bo4g102560
OG0000144	Sp4g27590.1	Bo4g195610
OG0000144	Sp4g27600.1	Bo4g195630, Bo4g195640, Bo7g040400, Bo7g040380
OG0000144	Sp7g18740.1	Bo4g195670
OG0000144	Sp4g27620.1	Bo4g195660
OG0000144	Sp4g27610.1	Bo4g195650
OG0000144	Sp4g27630.1	Bo4g024790
OG0000146	Sp7g32980.1	Bo7g117290
OG0000146	Sp7g32970.1	Bo3g167010, Bo7g117280
OG0000146	Sp7g32960.1	Bo3g167020, Bo3g167000
OG0000146	Sp3g30370.1	Bo7g015020
OG0000146	Sp3g30350.1	Bo3g092040
OG0000146	Sp3g30360.1	Bo7g015030, Bo3g092050
OG0000149	Sp1g41790.1	Bo01075s030, Bo6g074760
OG0000149	Sp5g25410.1	Bo2g068080
OG0000149	Sp2g08080.1	Bo2g118150, Bo9g058940, Bo2g118200, Bo2g057500, Bo2g057490, Bo9g058960, Bo7g065280
OG0000149	Sp1g41770.1	Bo3g185810
OG0000149	Sp1g41780.1	Bo3g185820
OG0000153	Sp6g20950.1	Bo9g137200
OG0000153	Sp1g28540.1	Bo9g139540
OG0000153	Sp6g21310.1	Bo3g017990, Bo3g017950, Bo3g017930, Bo3g017970, Bo08177s010, Bo9g139550, Bo2g026600
OG0000153	Sp6g21810.1, Sp6g21760.1, SpUn1070_0010.1	Bo2g025430, Bo3g017570, Bo3g017540, Bo3g021090, Bo9g141170, Bo9g141090, Bo9g140740
OG0000154	Sp4g26560.1	Bo4g195000
OG0000154	Sp5g03070.1	Bo4g106230, Bo8g094910
OG0000154	Sp4g26550.1	Bo4g022760
OG0000154	Sp4g26540.1	Bo4g194990
OG0000155	Sp4g13520.1	Bo4g053720, Bo4g053690
OG0000156	Sp6g18990.1	Bo3g019410
OG0000156	Sp2g15480.1	Bo2g139040
OG0000156	Sp2g15470.1	Bo2g139020
OG0000156	Sp2g15450.1	Bo9g007900
OG0000156	Sp2g15440.1	Bo7g082540
OG0000156	Sp2g15460.1	Bo7g082600
OG0000157	Sp2g06430.1	Bo3g031600
OG0000157	Sp3g29560.1	Bo7g014450
OG0000158	SpUn0333_0010.1	Bo6g010670
OG0000158	Sp1g09230.1	Bo8g109430, Bo8g109440, Bo8g109480, Bo8g109490, Bo5g012040
OG0000159	Sp1g38860.1	Bo1g043090, Bo7g110800
OG0000159	Sp7g03310.1	Bo6g067810
OG0000159	Sp1g12250.1	Bo6g097270, Bo8g065620, Bo6g108470, Bo8g065610
OG0000161	Sp2g03860.1, Sp2g02500.1	Bo5g028020, Bo3g130320
OG0000162	Sp2g10170.1	Bo7g106690, Bo3g102890, Bo3g092110
OG0000162	Sp2g14240.1	Bo2g136880, Bo7g081100
OG0000162	Sp2g05790.1	Bo1g087610
OG0000163	Sp3g23980.1, Sp3g23870.1, Sp3g23860.1	Bo01487s010
OG0000163	Sp3g24040.1, Sp3g24050.1, Sp3g24030.1	Bo3g086680
OG0000164	Sp7g20000.1	Bo1g025620, Bo7g107610
OG0000164	Sp6g04140.1	Bo9g077770
OG0000165	SpUn0001_0880.1, Sp1g30980.1	Bo1g063660, Bo5g095680, Bo7g039210, Bo4g086510, Bo4g086520, Bo2g110670, Bo7g030820, Bo4g086530, Bo5g069370, Bo1g068600, Bo2g110680, Bo4g086540, Bo01084s010, Bo4g090370, Bo00679s050, Bo4g086550, Bo00580s060, Bo4g090360, Bo4g086560, Bo4g086450, Bo2g124460, Bo8g034400, Bo00580s020, Bo5g098350, Bo5g098340, Bo6g058820, Bo8g034060, Bo7g092980, Bo3g103520, Bo7g030830, Bo7g030810, Bo1g126200, Bo23941s010, Bo2g124470, Bo8g040760, Bo7g007100, Bo9g089670, Bo01151s010, Bo5g095700, Bo4g086580, Bo5g121150, Bo5g103500, Bo5g086870, Bo8g024460, Bo00770s030, Bo02161s010, Bo8g040750, Bo1g064020, Bo8g020400, Bo8g024270, Bo8g035410, Bo3g118470, Bo4g078200, Bo5g069360, Bo4g086570, Bo9g095750, Bo9g097060, Bo4g086870, Bo9g081820, Bo4g086820, Bo5g069470, Bo27098s010, Bo3g118500, Bo2g115150, Bo7g009640
OG0000166	Sp7g03130.1	Bo4g158850
OG0000167	Sp3g10720.1	Bo3g065020, Bo1g139130
OG0000167	Sp1g14350.1	Bo8g066630, Bo5g021500
OG0000167	Sp3g07820.1	Bo1g144470
OG0000167	Sp6g40010.1	Bo4g176050, Bo9g183560
OG0000167	Sp6g40020.1, Sp2g05640.1	Bo3g091720, Bo00418s120, Bo4g081170, Bo1g087700
OG0000170	Sp4g12440.1	Bo4g169560
OG0000170	Sp2g26350.1	Bo3g104620
OG0000171	Sp6g03520.1	Bo9g010750
OG0000171	Sp6g04290.1	Bo2g052840
OG0000173	Sp2g03710.1, Sp2g03770.1	Bo9g043530, Bo9g043470
OG0000173	Sp5g22450.1	Bo9g178940
OG0000174	Sp5g21840.1	Bo6g101330, Bo2g053950
OG0000174	Sp7g03900.1	Bo4g137010
OG0000174	Sp2g17750.1	Bo2g147700
OG0000174	Sp4g02860.1	Bo8g010780, Bo8g010770, Bo9g043440, Bo5g008480, Bo5g008470, Bo5g008460, Bo02331s010
OG0000176	Sp7g10000.1, Sp5g19880.1, Sp4g06080.1, Sp4g06870.1, SpUn0158_0010.1, SpUn0002_0760.1, SpUn0035_0100.1, SpUn0005_0270.1, Sp7g03400.1, Sp3g25220.1, Sp3g25520.1, Sp3g26550.1, Sp3g25260.1, SpUn0002_0430.1, SpUn0001_0340.1, Sp4g07690.1	Bo9g032340, Bo4g134570
OG0000178	Sp1g04760.1	Bo5g007120
OG0000178	SpUn1102_0010.1, Sp6g07490.1	Bo5g048410
OG0000178	Sp1g04320.1	Bo5g005620
OG0000179	Sp1g38300.1	Bo7g119150
OG0000179	Sp7g36370.1	Bo1g002560
OG0000179	Sp7g12040.1	Bo7g119140
OG0000180	Sp1g17700.1, Sp5g30740.1	Bo5g029060, Bo7g061990, Bo8g069870
OG0000180	Sp7g32500.1	Bo7g119530, Bo1g002240, Bo3g091390, Bo3g149660
OG0000181	SpUn0001_0050.1, Sp3g26840.1	Bo9g154440, Bo9g174910, Bo10120s010, Bo3g040130, Bo7g116750, Bo5g088240, Bo1g019070, Bo9g175660, Bo1g101880, Bo5g075190
OG0000182	Sp1g26930.1	Bo2g121160
OG0000182	Sp7g18420.1	Bo7g106880
OG0000182	Sp2g09660.1	Bo7g069940
OG0000182	Sp2g13480.1	Bo7g080170
OG0000183	Sp5g14170.1	Bo3g114920
OG0000183	Sp2g24900.1	Bo7g098970, Bo1g087530
