Orthogroup	Thellungiella_parvula	Capsella_rubella
OG0000138	Sp4g22640.1, Sp1g21630.1	Carub.0004s2255.1.p, Carub.0002s0725.1.p, Carub.0001s4371.1.p
OG0000141	Sp6g03390.1	Carub.0002s1911.1.p
OG0000143	Sp3g16720.1	Carub.0003s1843.1.p
OG0000143	Sp2g28440.1	Carub.0008s2621.1.p
OG0000144	Sp5g02320.1	Carub.0005s2768.1.p
OG0000144	Sp4g27590.1	Carub.0004s2818.1.p, Carub.0004s2817.1.p
OG0000144	Sp7g18740.1, Sp4g27620.1	Carub.0004s2821.1.p, Carub.0004s2819.1.p
OG0000144	Sp4g27610.1	Carub.0004s2820.1.p, Carub.0001s3189.1.p
OG0000144	Sp4g27630.1	Carub.0004s2822.1.p
OG0000146	Sp7g32970.1	Carub.0007s0518.1.p
OG0000146	Sp7g32960.1	Carub.0007s0510.1.p, Carub.0007s0519.1.p
OG0000146	Sp3g30370.1	Carub.0003s3099.1.p
OG0000146	Sp3g30360.1	Carub.0003s3101.1.p, Carub.0003s3102.1.p
OG0000149	Sp1g41790.1	Carub.0001s4475.1.p
OG0000149	Sp2g08080.1	Carub.0001s4390.1.p, Carub.0001s4392.1.p, Carub.0001s4394.1.p, Carub.0001s4391.1.p
OG0000149	Sp1g41780.1	Carub.0001s4474.1.p, Carub.0001s4473.1.p
OG0000153	Sp6g21810.1, Sp6g21760.1, SpUn1070_0010.1	Carub.0008s2083.1.p, Carub.0008s2091.1.p
OG0000154	Sp4g26560.1	Carub.0006s2239.1.p, Carub.0006s2241.1.p, Carub.0006s2238.1.p, Carub.0006s2240.1.p, Carub.0001s3511.1.p, Carub.0004s2705.1.p
OG0000154	Sp5g03070.1	Carub.0005s2687.1.p, Carub.0004s0629.1.p
OG0000154	Sp4g26550.1	Carub.0002s0665.1.p, Carub.0002s0666.1.p
OG0000154	Sp4g26540.1	Carub.0004s2704.1.p
OG0000155	Sp4g13520.1	Carub.0006s2585.1.p, Carub.0004s1242.1.p, Carub.0004s1240.1.p, Carub.0004s1227.1.p, Carub.0004s1241.1.p, Carub.0006s2584.1.p
OG0000156	Sp6g18990.1	Carub.0008s1776.1.p
OG0000156	Sp2g15480.1	Carub.0005s0423.1.p, Carub.0005s0421.1.p
OG0000156	Sp2g15470.1	Carub.0005s0357.1.p, Carub.0005s0420.1.p
OG0000156	Sp2g15450.1	Carub.0005s0419.1.p, Carub.0005s0418.1.p, Carub.0005s0417.1.p
OG0000157	Sp2g06430.1	Carub.0004s0983.1.p
OG0000158	SpUn0333_0010.1	Carub.0001s3782.1.p, Carub.0001s3784.1.p, Carub.0001s3783.1.p
OG0000159	Sp1g38860.1	Carub.0005s1086.1.p
OG0000159	Sp1g35030.1	Carub.0001s1339.1.p
OG0000159	Sp7g03310.1, Sp1g12250.1	Carub.0007s2881.1.p, Carub.0007s2883.1.p
OG0000162	Sp2g14240.1	Carub.0005s0230.1.p, Carub.0005s0229.1.p, Carub.0005s0223.1.p, Carub.0005s0226.1.p, Carub.0005s0224.1.p, Carub.0005s0225.1.p
OG0000162	Sp2g05790.1	Carub.0002s0670.1.p
OG0000163	Sp3g23960.1	Carub.0003s2684.1.p, Carub.0003s2683.1.p, Carub.0003s2682.1.p
OG0000163	Sp3g24040.1, Sp3g24050.1, Sp3g24030.1	Carub.0003s2686.1.p, Carub.0003s2685.1.p
OG0000164	Sp7g20000.1	Carub.0007s1952.1.p
OG0000164	Sp6g04140.1	Carub.0006s3272.1.p
OG0000166	Sp7g03130.1	Carub.0003s0498.1.p
OG0000167	Sp3g10720.1	Carub.0003s1192.1.p
OG0000167	Sp1g14350.1	Carub.0001s1584.1.p
OG0000167	Sp3g07820.1	Carub.0003s0854.1.p
OG0000167	Sp6g40010.1	Carub.0006s0130.1.p
OG0000170	Sp4g12440.1	Carub.0004s1083.1.p
OG0000171	Sp6g03520.1	Carub.0006s3357.1.p, Carub.0006s3358.1.p
OG0000171	Sp6g04290.1	Carub.0008s1779.1.p
OG0000173	Sp2g03710.1, Sp2g03770.1	Carub.0002s0441.1.p, Carub.0002s0435.1.p
OG0000173	Sp5g22450.1	Carub.0004s0822.1.p, Carub.0002s1331.1.p, Carub.0002s1330.1.p
OG0000174	Sp5g21840.1	Carub.0002s1305.1.p
OG0000174	Sp7g03900.1	Carub.0005s1256.1.p, Carub.0005s1255.1.p
OG0000174	Sp2g17750.1	Carub.0005s0785.1.p, Carub.0005s0784.1.p
OG0000174	Sp4g02860.1, Sp5g05290.1	Carub.0005s2416.1.p
OG0000178	Sp1g04760.1	Carub.0001s0529.1.p
OG0000178	Sp1g04320.1	Carub.0001s0530.1.p, Carub.0007s1353.1.p
OG0000179	Sp1g38300.1	Carub.0001s3641.1.p
OG0000179	Sp7g36370.1	Carub.0007s0139.1.p
OG0000179	Sp7g12040.1	Carub.0007s0839.1.p
OG0000180	Sp7g32500.1	Carub.0007s0557.1.p
OG0000181	Sp6g06510.1, SpUn0001_0050.1, Sp3g26840.1	Carub.0007s2445.1.p, Carub.0004s1123.1.p, Carub.0013s0014.1.p
OG0000182	Sp7g14460.1	Carub.0007s2566.1.p
OG0000182	Sp1g26920.1, Sp1g26930.1	Carub.0001s2951.1.p
OG0000182	Sp2g13480.1	Carub.0001s1435.1.p
OG0000183	Sp5g14170.1	Carub.0005s1390.1.p
OG0000183	Sp2g24900.1	Carub.0172s0002.1.p
OG0000183	Sp2g24940.1	Carub.0008s2243.1.p
OG0000183	Sp5g14180.1	Carub.0005s1389.1.p
OG0000183	Sp5g14185.1	Carub.0005s1388.1.p
OG0000184	Sp3g20240.1	Carub.0001s1241.1.p
OG0000185	Sp7g04470.1	Carub.0007s3252.1.p, Carub.0007s3280.1.p
OG0000186	SpUn0988_0010.1	Carub.0004s0798.1.p
OG0000186	Sp1g24835.1, Sp1g24830.1, Sp1g24820.1	Carub.0001s2704.1.p, Carub.0001s2705.1.p
OG0000188	Sp2g07590.1, Sp1g33580.1, Sp3g24280.1, Sp5g19020.1, SpUn0171_0010.1	Carub.0007s3044.1.p, Carub.0007s3045.1.p, Carub.0012s0003.1.p, Carub.0007s3043.1.p, Carub.0007s3042.1.p
OG0000188	Sp3g29180.1, Sp4g02630.1	Carub.0007s3014.1.p, Carub.0005s0823.1.p
OG0000189	Sp4g10190.1	Carub.0007s2832.1.p
OG0000190	Sp1g11270.1	Carub.0004s0495.1.p, Carub.0001s1238.1.p, Carub.0001s1239.1.p
OG0000191	Sp6g18380.1	Carub.0008s1708.1.p
OG0000191	Sp3g33100.1	Carub.0003s3405.1.p
OG0000191	Sp7g27220.1	Carub.0007s1122.1.p
OG0000191	Sp3g33090.1	Carub.0003s3404.1.p
OG0000191	Sp7g27230.1	Carub.0007s1121.1.p
OG0000192	Sp7g16080.1	Carub.0007s2328.1.p
OG0000192	Sp1g01570.1	Carub.0001s0158.1.p
OG0000192	Sp4g29000.1	Carub.0004s2973.1.p
OG0000193	Sp1g35420.1	Carub.0001s3760.1.p
OG0000193	Sp3g15940.1	Carub.0003s1753.1.p
OG0000193	Sp5g21260.1	Carub.0002s1219.1.p
OG0000193	Sp7g04500.1	Carub.0007s3276.1.p
OG0000193	Sp6g27590.1	Carub.0006s1478.1.p
OG0000194	Sp4g22790.1	Carub.0004s0485.1.p, Carub.0004s0484.1.p, Carub.0004s0486.1.p
OG0000194	Sp7g13200.1	Carub.0003s2674.1.p, Carub.0008s0809.1.p
OG0000194	Sp6g04670.1	Carub.0005s0831.1.p
OG0000196	Sp1g34960.1	Carub.0006s2552.1.p
OG0000197	Sp2g17840.1	Carub.0007s0514.1.p, Carub.0008s2422.1.p
OG0000197	Sp6g15130.1	Carub.0008s1317.1.p, Carub.0008s0802.1.p, Carub.0008s1315.1.p
OG0000198	Sp4g06090.1	Carub.0004s0598.1.p, Carub.0004s0597.1.p
OG0000198	Sp5g15900.1	Carub.0005s1136.1.p, Carub.0005s1131.1.p, Carub.0005s1135.1.p
OG0000199	Sp6g21520.1	Carub.0008s2063.1.p
OG0000199	Sp5g15550.1	Carub.0005s1191.1.p
OG0000199	Sp6g39230.1	Carub.0006s0232.1.p
OG0000199	Sp3g08250.1	Carub.0003s0922.1.p, Carub.0003s0900.1.p
OG0000199	Sp5g08740.1	Carub.0005s2019.1.p
OG0000201	Sp3g09390.1	Carub.0003s1035.1.p
OG0000201	Sp4g03720.1	Carub.0004s0425.1.p, Carub.0004s0431.1.p
OG0000202	Sp1g37610.1, Sp1g37770.1	Carub.0001s3717.1.p, Carub.0001s3981.1.p
OG0000202	Sp1g34800.1	Carub.0003s0941.1.p, Carub.0001s3671.1.p, Carub.0196s0001.1.p, Carub.0001s3670.1.p, Carub.0001s3666.1.p, Carub.0001s3663.1.p, Carub.0001s3672.1.p
OG0000203	Sp6g39340.1	Carub.0006s0221.1.p
OG0000205	Sp1g12430.1	Carub.0001s1377.1.p
OG0000205	Sp3g28690.1	Carub.0003s2926.1.p, Carub.0003s2925.1.p
OG0000205	Sp1g12450.1, Sp1g12440.1	Carub.0001s1379.1.p
OG0000206	Sp7g08150.1	Carub.0004s0689.1.p
OG0000208	Sp7g07650.1, Sp3g32460.1, SpUn1255_0010.1, Sp3g31250.1, Sp3g31220.1	Carub.0005s1074.1.p, Carub.0005s1072.1.p, Carub.0005s1073.1.p
OG0000210	Sp7g10800.1	Carub.0007s2932.1.p
OG0000210	Sp7g12870.1	Carub.0006s2746.1.p
OG0000210	Sp7g14120.1	Carub.0007s2092.1.p
OG0000210	Sp4g13260.1, Sp4g13270.1	Carub.0004s1194.1.p, Carub.0004s1196.1.p, Carub.0004s1197.1.p, Carub.0004s1198.1.p
OG0000211	Sp7g03550.1	Carub.0001s2065.1.p
OG0000211	Sp1g18850.1	Carub.0001s2064.1.p
OG0000212	Sp2g07330.1	Carub.0001s1624.1.p, Carub.0002s1565.1.p
OG0000213	Sp1g20770.1	Carub.0003s2294.1.p, Carub.0007s3401.1.p, Carub.0004s0861.1.p, Carub.0006s2772.1.p
OG0000214	Sp6g04370.1	Carub.0006s3230.1.p
OG0000214	Sp6g04390.1	Carub.0006s3239.1.p, Carub.0006s3238.1.p, Carub.0006s3235.1.p, Carub.0006s3237.1.p
OG0000214	Sp6g04380.1	Carub.0006s3233.1.p, Carub.0006s3231.1.p, Carub.0006s3232.1.p
OG0000216	Sp7g15710.1	Carub.0007s2293.1.p
OG0000216	Sp3g12720.1	Carub.0003s1414.1.p
OG0000216	Sp3g12710.1	Carub.0003s1413.1.p
OG0000217	Sp5g26550.1	Carub.0002s1824.1.p, Carub.0002s1825.1.p, Carub.0005s0674.1.p
OG0000218	SpUn1204_0010.1	Carub.0006s0807.1.p, Carub.0008s0501.1.p, Carub.0003s2768.1.p
OG0000218	Sp2g26200.1	Carub.0008s2379.1.p
OG0000218	Sp1g03080.1	Carub.0001s0346.1.p
OG0000219	Sp5g02207.1	Carub.0002s0802.1.p, Carub.0002s1314.1.p, Carub.0005s0920.1.p, Carub.0001s3631.1.p, Carub.0002s0801.1.p
OG0000219	Sp5g02203.1	Carub.0005s2783.1.p
OG0000220	Sp7g14110.1	Carub.0007s2093.1.p
OG0000222	Sp7g13630.1	Carub.0007s2650.1.p
OG0000222	Sp3g19640.1	Carub.0003s2166.1.p
OG0000222	Sp1g10650.1	Carub.0001s1166.1.p
OG0000222	Sp2g02300.1	Carub.0002s0267.1.p
OG0000222	Sp6g04510.1	Carub.0006s3217.1.p
OG0000222	Sp7g20270.1	Carub.0007s1920.1.p
OG0000223	Sp3g18520.1	Carub.0003s2048.1.p
OG0000223	Sp6g17360.1	Carub.0008s1582.1.p
OG0000223	Sp5g21930.1	Carub.0002s1327.1.p, Carub.0120s0002.1.p, Carub.0002s1325.1.p
OG0000223	Sp7g24660.1	Carub.0007s1416.1.p
OG0000226	Sp1g21550.1	Carub.0001s2374.1.p, Carub.0001s2373.1.p, Carub.0006s2778.1.p, Carub.0006s2777.1.p
OG0000226	Sp5g25130.1	Carub.0002s1671.1.p
OG0000226	Sp5g25170.1, Sp5g25160.1, Sp5g25150.1	Carub.0007s3135.1.p, Carub.0350s0001.1.p, Carub.0006s2752.1.p
OG0000227	SpUn0270_0010.1	Carub.0001s2324.1.p
OG0000228	Sp7g21310.1	Carub.0007s1779.1.p
OG0000228	Sp6g00460.1	Carub.0006s3683.1.p
OG0000228	Sp1g00700.1	Carub.0001s0060.1.p
OG0000228	Sp5g01970.1	Carub.0005s2812.1.p
OG0000228	Sp4g28030.1	Carub.0004s2866.1.p
OG0000229	SpUn0416_0020.1, Sp6g03620.1	Carub.0006s3338.1.p, Carub.0006s3341.1.p, Carub.0007s2914.1.p, Carub.0006s3337.1.p
OG0000230	Sp1g25630.1	Carub.0001s2797.1.p, Carub.0001s2798.1.p
OG0000230	Sp1g25610.1, Sp1g25600.1	Carub.0001s2796.1.p
OG0000230	Sp1g25590.1	Carub.0001s2795.1.p
OG0000232	Sp6g18220.1	Carub.0001s3443.1.p, Carub.0008s1683.1.p, Carub.0008s1682.1.p
OG0000234	Sp5g33440.1	Carub.0002s2523.1.p
OG0000234	Sp5g33470.1	Carub.0002s2527.1.p
OG0000234	Sp1g15320.1, Sp1g15325.1	Carub.0001s1693.1.p
OG0000235	Sp3g12880.1	Carub.0003s1432.1.p
OG0000235	Sp3g12920.1	Carub.0003s1434.1.p, Carub.0003s1435.1.p
OG0000237	Sp3g31650.1	Carub.0003s3241.1.p
OG0000237	Sp4g02310.1	Carub.0004s0252.1.p
OG0000237	Sp4g00760.1	Carub.0001s4236.1.p
OG0000237	Sp7g36620.1	Carub.0007s0113.1.p
OG0000238	Sp6g33260.1	Carub.0006s0860.1.p
OG0000238	Sp2g28130.1	Carub.0008s2590.1.p, Carub.0008s2589.1.p, Carub.0002s2396.1.p
OG0000238	Sp2g28150.1	Carub.0008s2591.1.p, Carub.0008s2592.1.p
OG0000240	Sp4g01330.1	Carub.0004s0143.1.p
OG0000240	Sp7g36000.1	Carub.0007s0182.1.p
OG0000240	Sp2g28070.1	Carub.0008s2582.1.p, Carub.0008s2583.1.p
OG0000240	Sp4g26700.1	Carub.0004s2716.1.p
OG0000241	Sp6g39490.1	Carub.0006s0203.1.p
OG0000242	Sp4g21040.1, Sp7g18880.1, Sp7g18900.1, Sp7g18870.1	Carub.0007s2064.1.p, Carub.0007s2065.1.p
OG0000242	Sp1g22300.1	Carub.0001s2461.1.p, Carub.0001s2462.1.p, Carub.0001s2460.1.p, Carub.0001s2463.1.p, Carub.0001s2459.1.p
OG0000245	Sp7g19500.1	Carub.0007s2005.1.p
OG0000245	Sp3g10230.1	Carub.0003s1133.1.p
OG0000245	Sp7g19490.1	Carub.0007s2006.1.p
OG0000246	Sp3g21990.1	Carub.0006s2838.1.p, Carub.0006s3248.1.p, Carub.0003s2456.1.p, Carub.0003s2455.1.p
OG0000247	Sp7g01900.1	Carub.0007s3555.1.p, Carub.0007s3558.1.p
OG0000248	Sp4g19160.1	Carub.0004s1872.1.p
OG0000248	Sp3g15570.1	Carub.0003s1712.1.p
OG0000248	Sp4g29070.1	Carub.0004s2982.1.p
OG0000248	Sp6g01690.1	Carub.0006s3539.1.p
OG0000249	Sp7g07730.1, Sp5g17540.1, Sp5g13405.1, Sp5g20850.1	Carub.0027s0001.1.p, Carub.0002s0847.1.p, Carub.0006s2603.1.p, Carub.0016s0011.1.p, Carub.0006s2616.1.p
OG0000250	Sp6g31210.1, Sp6g31220.1	Carub.0006s1454.1.p, Carub.0006s1093.1.p, Carub.0006s1092.1.p
OG0000251	Sp7g13540.1	Carub.0005s0856.1.p, Carub.0005s0855.1.p
OG0000251	Sp7g13550.1	Carub.0007s2660.1.p, Carub.0007s2663.1.p, Carub.0007s2665.1.p
OG0000252	Sp1g19860.1	Carub.0001s2192.1.p
OG0000252	Sp1g19850.1	Carub.0001s2191.1.p, Carub.0001s2190.1.p
OG0000252	Sp1g19830.1	Carub.0001s2189.1.p
OG0000252	Sp1g19870.1, Sp1g19880.1	Carub.0001s2193.1.p
OG0000253	Sp3g28800.1, Sp5g18420.1	Carub.0008s0693.1.p
OG0000256	Sp6g15740.1	Carub.0008s1396.1.p, Carub.0008s1389.1.p, Carub.0008s1392.1.p, Carub.0008s1395.1.p, Carub.0008s1394.1.p, Carub.0008s1391.1.p, Carub.0008s1386.1.p, Carub.0008s1259.1.p, Carub.0008s1390.1.p
OG0000258	Sp2g16930.1	Carub.0005s0642.1.p
OG0000258	Sp1g22530.1	Carub.0001s2483.1.p
OG0000258	Sp5g23810.1	Carub.0002s1525.1.p
OG0000258	SpUn0138_0010.1, Sp1g11730.1	Carub.0001s1294.1.p
OG0000258	Sp2g14890.1	Carub.0005s0340.1.p
OG0000259	Sp7g03610.1	Carub.0004s0236.1.p, Carub.0007s3750.1.p, Carub.0007s3746.1.p, Carub.0007s3747.1.p
OG0000261	Sp3g19130.1	Carub.0003s2103.1.p
OG0000264	Sp2g28600.1	Carub.0003s2022.1.p
OG0000265	Sp2g06570.1, Sp2g06540.1	Carub.0002s0783.1.p
OG0000265	Sp1g07800.1	Carub.0001s0850.1.p
OG0000265	Sp5g00940.1	Carub.0005s2921.1.p
OG0000265	Sp1g01620.1	Carub.0006s3514.1.p
OG0000266	Sp6g34590.1	Carub.0006s0725.1.p
OG0000266	Sp2g23810.1, Sp2g23800.1	Carub.0006s2114.1.p, Carub.0006s2113.1.p, Carub.0006s2115.1.p
OG0000267	Sp6g04860.1	Carub.0003s0523.1.p
OG0000268	Sp4g26460.1	Carub.0004s2696.1.p
OG0000268	Sp4g26470.1	Carub.0004s2697.1.p
OG0000268	Sp4g26430.1	Carub.0004s2695.1.p
OG0000269	Sp1g20160.1	Carub.0001s2217.1.p
OG0000269	Sp5g27070.1	Carub.0002s1878.1.p
OG0000269	Sp7g32630.1	Carub.0007s0544.1.p
OG0000269	Sp1g30310.1	Carub.0001s3318.1.p
OG0000269	Sp6g08130.1	Carub.0006s2792.1.p
OG0000270	Sp2g04010.1	Carub.0002s0460.1.p
OG0000270	Sp2g04020.1	Carub.0002s0464.1.p
OG0000271	Sp2g11740.1, Sp2g11750.1, Sp2g11730.1	Carub.0008s0090.1.p
OG0000271	Sp2g11720.1	Carub.0008s0092.1.p, Carub.0008s0091.1.p
OG0000271	Sp2g11760.1	Carub.0008s0089.1.p
OG0000272	Sp1g20220.1	Carub.0001s2223.1.p
OG0000272	Sp6g36710.1	Carub.0006s0505.1.p, Carub.0007s2922.1.p
OG0000272	Sp5g26960.1	Carub.0002s1867.1.p, Carub.0002s1866.1.p
OG0000275	Sp3g19790.1, Sp3g19800.1	Carub.0003s2186.1.p, Carub.0003s2187.1.p, Carub.0008s0470.1.p, Carub.0003s2185.1.p, Carub.0005s0435.1.p, Carub.0003s2893.1.p
OG0000275	Sp7g13480.1	Carub.0007s2671.1.p, Carub.0007s2668.1.p
OG0000276	Sp1g41560.1, Sp1g41550.1	Carub.0001s4455.1.p
OG0000276	Sp7g13520.1	Carub.0005s0777.1.p, Carub.0005s1070.1.p, Carub.0227s0001.1.p
OG0000278	Sp5g20790.1	Carub.0004s2120.1.p, Carub.0007s2103.1.p, Carub.0002s0722.1.p, Carub.0030s0003.1.p, Carub.0008s1551.1.p
OG0000279	Sp6g04440.1	Carub.0006s3225.1.p
OG0000279	Sp2g05940.1	Carub.0002s0711.1.p
OG0000279	Sp1g10560.1	Carub.0001s1158.1.p
OG0000279	Sp2g02340.1	Carub.0002s0271.1.p
OG0000280	Sp4g19030.1	Carub.0004s1860.1.p
OG0000280	Sp4g19060.1, Sp4g19040.1	Carub.0004s1864.1.p, Carub.0004s1863.1.p
OG0000280	Sp4g19050.1	Carub.0004s1861.1.p, Carub.0004s1862.1.p
OG0000281	Sp5g32700.1	Carub.0002s2442.1.p
OG0000281	Sp2g06080.1	Carub.0003s3339.1.p
OG0000281	Sp2g01440.1	Carub.0002s0181.1.p, Carub.0002s0178.1.p
OG0000282	Sp6g28910.1	Carub.0006s1333.1.p
OG0000282	Sp1g21830.1	Carub.0001s2403.1.p
OG0000282	Sp2g17480.1	Carub.0005s0740.1.p
OG0000282	Sp7g02200.1	Carub.0007s3587.1.p
OG0000283	Sp4g17470.1	Carub.0004s1695.1.p
OG0000287	Sp6g09010.1, Sp6g09020.1	Carub.0006s2727.1.p, Carub.0006s2728.1.p
OG0000287	Sp3g27850.1	Carub.0009s0006.1.p
OG0000287	Sp5g12960.1	Carub.0005s1531.1.p, Carub.0005s1532.1.p, Carub.0005s1536.1.p, Carub.0005s1534.1.p, Carub.0005s1535.1.p
OG0000288	Sp4g03110.1	Carub.0004s0343.1.p
OG0000288	Sp3g11970.1	Carub.0003s1329.1.p
OG0000288	Sp1g40790.1	Carub.0001s4363.1.p
OG0000288	Sp2g22430.1	Carub.0006s2293.1.p
OG0000288	Sp6g32620.1	Carub.0006s0935.1.p
OG0000289	Sp3g32010.1, Sp3g31150.1, Sp3g32020.1	Carub.0004s0896.1.p, Carub.0004s1094.1.p, Carub.0004s0097.1.p, Carub.0007s2762.1.p, Carub.0004s1095.1.p, Carub.0004s1092.1.p, Carub.0004s0098.1.p, Carub.0004s1093.1.p, Carub.0004s1067.1.p, Carub.0001s3070.1.p, Carub.0001s3069.1.p, Carub.0001s3068.1.p, Carub.0008s0973.1.p, Carub.0008s2041.1.p
OG0000289	Sp1g18400.1	Carub.0001s3067.1.p
OG0000290	Sp5g00560.1	Carub.0005s2961.1.p
OG0000290	Sp4g29790.1	Carub.0004s3059.1.p
OG0000290	Sp1g05560.1	Carub.0001s0614.1.p
OG0000290	Sp4g13090.1	Carub.0004s1170.1.p
OG0000291	Sp6g16080.1	Carub.0008s1431.1.p
OG0000292	Sp7g04100.1	Carub.0006s2401.1.p
OG0000292	Sp7g05350.1	Carub.0007s3310.1.p
OG0000293	Sp4g12050.1	Carub.0004s1019.1.p
OG0000295	Sp1g31020.1	Carub.0002s0947.1.p, Carub.0027s0003.1.p, Carub.0008s0688.1.p, Carub.0007s3162.1.p, Carub.0004s0699.1.p
OG0000296	Sp5g23990.1	Carub.0003s0967.1.p
OG0000298	Sp3g05690.1	Carub.0002s0902.1.p, Carub.0003s0626.1.p
OG0000298	Sp7g14620.1	Carub.0007s2545.1.p
OG0000298	Sp6g02050.1	Carub.0006s3502.1.p
OG0000300	Sp4g20080.1	Carub.0004s1966.1.p
OG0000300	Sp6g02320.1	Carub.0006s3474.1.p, Carub.0006s3473.1.p
OG0000302	Sp1g18220.1	Carub.0001s1998.1.p
OG0000302	Sp1g18190.1	Carub.0001s1995.1.p
OG0000302	Sp1g18195.1, Sp1g18200.1	Carub.0001s1996.1.p
OG0000303	Sp1g03190.1	Carub.0001s0355.1.p
OG0000303	Sp6g21240.1	Carub.0004s0728.1.p, Carub.0008s2022.1.p, Carub.0008s2021.1.p
OG0000304	Sp5g34970.1	Carub.0002s2675.1.p
OG0000304	Sp5g18080.1, Sp5g18070.1, Sp1g14210.1, Sp3g32940.1	Carub.0001s1571.1.p
OG0000305	Sp7g27900.1, Sp7g27890.1	Carub.0005s0829.1.p, Carub.0007s1053.1.p
OG0000305	Sp7g27870.1, Sp7g27880.1	Carub.0004s0306.1.p, Carub.0008s0696.1.p, Carub.0007s3775.1.p
OG0000305	Sp5g15500.1, Sp7g27850.1	Carub.0007s1055.1.p, Carub.0004s0716.1.p
OG0000306	SpUn0420_0010.1	Carub.0025s0008.1.p, Carub.0003s1390.1.p
OG0000306	Sp1g40440.1	Carub.0001s4326.1.p
OG0000307	Sp6g22230.1	Carub.0008s2134.1.p
OG0000307	Sp4g19480.1, Sp4g19490.1	Carub.0004s1906.1.p, Carub.0004s1907.1.p
OG0000307	Sp5g08920.1	Carub.0005s1999.1.p
OG0000308	Sp1g20900.1	Carub.0001s2304.1.p
OG0000308	Sp7g15210.1	Carub.0007s2481.1.p
OG0000308	Sp1g21390.1	Carub.0001s2350.1.p
OG0000308	Sp6g27960.1	Carub.0006s1438.1.p
OG0000308	Sp7g10970.1	Carub.0007s2915.1.p
OG0000310	Sp5g13740.1	Carub.0005s1448.1.p
OG0000311	Sp7g17220.1	Carub.0008s0320.1.p
OG0000312	Sp6g15230.1	Carub.0008s1388.1.p, Carub.0008s1384.1.p
OG0000314	Sp3g11850.1	Carub.0003s1314.1.p
OG0000314	Sp1g40900.1	Carub.0001s4374.1.p
OG0000315	Sp2g00680.1	Carub.0003s2854.1.p, Carub.0002s0079.1.p, Carub.0006s3603.1.p, Carub.0006s3604.1.p, Carub.0002s0077.1.p, Carub.0170s0001.1.p, Carub.0002s0289.1.p
OG0000316	Sp1g16700.1	Carub.0001s1835.1.p, Carub.0001s1834.1.p
OG0000316	Sp1g16710.1	Carub.0001s1836.1.p
OG0000316	Sp5g29600.1	Carub.0007s3737.1.p, Carub.0003s1048.1.p, Carub.0002s2120.1.p
OG0000317	Sp3g13890.1	Carub.0003s1535.1.p
OG0000317	Sp1g39310.1	Carub.0001s4182.1.p
OG0000317	Sp4g21200.1	Carub.0004s2083.1.p
OG0000318	Sp5g03460.1	Carub.0005s2646.1.p, Carub.0005s2644.1.p, Carub.0005s2645.1.p
OG0000318	Sp5g03480.1	Carub.0005s2642.1.p
OG0000319	Sp5g03080.1	Carub.0005s2686.1.p
OG0000319	Sp2g05280.1, Sp5g13370.1	Carub.0008s0362.1.p
OG0000319	Sp4g26530.1	Carub.0004s2703.1.p
OG0000321	Sp1g22210.1	Carub.0001s2447.1.p
OG0000321	Sp7g02670.1	Carub.0007s3661.1.p
OG0000321	Sp2g17950.1	Carub.0005s0807.1.p
OG0000321	Sp3g01120.1	Carub.0003s0117.1.p
OG0000321	Sp6g28610.1	Carub.0006s1365.1.p
OG0000322	Sp1g21040.1, Sp1g21000.1, Sp1g21050.1	Carub.0001s2311.1.p, Carub.0001s2313.1.p, Carub.0001s2312.1.p
OG0000322	Sp1g21060.1	Carub.0001s2314.1.p
OG0000322	Sp1g21100.1	Carub.0001s2320.1.p
OG0000322	Sp1g21090.1	Carub.0001s2321.1.p
OG0000323	Sp4g13990.1	Carub.0004s0395.1.p, Carub.0004s0392.1.p, Carub.0002s0608.1.p, Carub.0004s1285.1.p
OG0000324	Sp7g08970.1	Carub.0008s0689.1.p
OG0000325	Sp2g15400.1	Carub.0005s0411.1.p
OG0000325	Sp3g31920.1	Carub.0003s2974.1.p
OG0000325	Sp1g32170.1	Carub.0001s3889.1.p, Carub.0005s0492.1.p
OG0000327	Sp7g13440.1	Carub.0007s2673.1.p
OG0000327	Sp7g13430.1	Carub.0007s2674.1.p
OG0000327	Sp5g08860.1	Carub.0005s2005.1.p
OG0000327	Sp4g19600.1, Sp4g19595.1	Carub.0004s1919.1.p
OG0000328	Sp4g03050.1, Sp6g05700.1, Sp6g05210.1	Carub.0006s3153.1.p, Carub.0006s3152.1.p
OG0000328	Sp6g05220.1	Carub.0006s3151.1.p
OG0000329	Sp1g03420.1	Carub.0001s0380.1.p
OG0000329	Sp4g09940.1	Carub.0004s0769.1.p
OG0000329	Sp5g17560.1	Carub.0005s0947.1.p, Carub.0005s0932.1.p
OG0000329	Sp6g23560.1	Carub.0006s1928.1.p
OG0000330	Sp3g28350.1	Carub.0003s2891.1.p
OG0000330	Sp1g09260.1	Carub.0002s0794.1.p, Carub.0002s0793.1.p, Carub.0005s0930.1.p, Carub.0251s0002.1.p, Carub.0001s1005.1.p
OG0000330	Sp6g21530.1	Carub.0008s2062.1.p
OG0000331	Sp5g22490.1, Sp4g12680.1	Carub.0006s0462.1.p
OG0000332	Sp4g02340.1	Carub.0004s0255.1.p
OG0000332	Sp7g31820.1	Carub.0007s0631.1.p, Carub.0225s0001.1.p
OG0000333	Sp5g34370.1	Carub.0004s1610.1.p
OG0000334	Sp3g07860.1	Carub.0003s0860.1.p
