Orthogroup	Thellungiella_parvula	Arabidopsis_halleri
OG0000275	Sp3g19790.1, Sp3g19800.1	g11289, g11292, g11288
OG0000275	Sp7g13480.1	g20186, g19932, g20188, g20185
OG0000276	Sp5g33590.1	g22002, g01410
OG0000276	Sp1g41560.1, Sp1g41550.1	g24580, g24585
OG0000276	Sp7g13520.1	g26053
OG0000278	Sp5g20790.1	g08245, g24162, g05160, g25819
OG0000279	Sp6g04440.1	g21407
OG0000279	Sp2g05940.1	g26264
OG0000279	Sp1g10560.1	g04892
OG0000279	Sp2g02340.1	g17811
OG0000280	Sp4g19030.1	g03583
OG0000280	Sp4g19060.1, Sp4g19040.1	g03585
OG0000280	Sp4g19050.1	g03584
OG0000281	Sp5g32700.1	g01310
OG0000281	Sp2g01440.1	g18704
OG0000282	Sp6g28910.1	g00258
OG0000282	Sp1g21830.1	g08031
OG0000282	Sp2g17480.1	g08643
OG0000282	Sp7g02200.1	g26768
OG0000286	Sp4g09500.1, Sp4g06020.1	g14242, g29614, g14290, g12252
OG0000286	SpUn0089_0010.1, Sp1g30400.1, SpUn0001_0790.1, SpUn0001_0460.1, Sp7g06740.1, Sp4g06400.1, Sp5g18700.1, SpUn0001_0660.1, SpUn0396_0010.1, Sp7g07610.1, Sp3g25440.1, Sp2g05060.1, Sp5g18200.1, Sp1g33010.1, Sp6g08730.1	g31642, g30924, g29289, g31962, g06598, g26504
OG0000287	Sp6g09010.1, Sp6g09020.1	g25651, g25645, g25644
OG0000287	Sp3g27850.1	g29816
OG0000287	Sp5g12960.1	g16767, g29597, g16768
OG0000288	Sp4g03110.1	g08785
OG0000288	Sp3g11970.1	g06892
OG0000288	Sp1g40790.1	g24854
OG0000288	Sp2g22430.1	g14148
OG0000288	Sp6g32620.1	g10547
OG0000289	Sp3g32010.1, Sp3g31150.1, Sp3g32020.1	g13500, g13055, g13535, g18870, g13492
OG0000289	Sp1g18400.1	g13538
OG0000290	Sp5g00560.1	g05289
OG0000290	Sp4g29790.1	g09536
OG0000290	Sp1g05560.1	g02324
OG0000290	Sp4g13090.1	g30011
OG0000291	Sp6g16080.1	g09452, g09451
OG0000291	Sp4g02010.1	g04506
OG0000291	Sp6g16060.1	g26484
OG0000291	Sp6g16070.1	g26483
OG0000292	Sp7g04100.1	g20849
OG0000292	Sp7g05350.1	g20634, g20629, g20630
OG0000293	Sp4g12050.1	g06977
OG0000294	Sp4g09190.1	g08877, g27304
OG0000294	Sp4g06970.1	g24530
OG0000295	Sp1g31020.1	g32123, g28264, g32090, g27427
OG0000298	Sp2g19660.1	g25119
OG0000298	Sp3g05690.1	g06482
OG0000298	Sp7g14620.1	g31749, g31751
OG0000298	Sp6g02050.1	g09138
OG0000300	Sp5g08570.1	g11388
OG0000300	Sp4g20080.1	g18308
OG0000300	Sp6g02320.1	g09107, g09106
OG0000302	Sp1g18220.1	g13524
OG0000302	Sp1g18190.1	g13527
OG0000302	Sp1g18195.1, Sp1g18200.1	g13526
OG0000303	Sp1g03190.1	g02067
OG0000303	Sp6g21240.1	g11004, g11006
OG0000303	Sp1g03160.1, Sp1g03155.1	g02064
OG0000304	Sp5g34970.1	g01563
OG0000306	SpUn0420_0010.1	g06826
OG0000306	Sp1g40450.1	g24897
OG0000306	Sp1g40440.1	g24900
OG0000307	Sp6g22230.1	g10887
OG0000307	Sp4g19480.1, Sp4g19490.1	g03639, g03640
OG0000307	Sp5g08920.1	g20376
OG0000308	Sp1g20900.1	g13646
OG0000308	Sp7g15210.1	g17215
OG0000308	Sp1g21390.1	g13596
OG0000308	Sp7g10970.1	g20001
OG0000309	Sp1g35035.1	g08442
OG0000310	Sp5g13740.1	g16681
OG0000310	Sp5g13730.1	g16682
OG0000311	Sp7g17220.1	g17176
OG0000312	Sp6g15230.1	g09504, g09498
OG0000313	Sp4g09570.1	g32337, g31551
OG0000314	Sp3g11850.1	g05636
OG0000314	Sp1g40900.1	g24843
OG0000315	Sp2g00680.1	g19673, g22977, g22982, g22978, g22983, g18582, g17799, g17800
OG0000316	Sp1g16700.1	g13976
OG0000316	Sp1g16710.1	g13975
OG0000316	Sp5g29600.1	g00983
OG0000317	Sp3g13890.1	g06664
OG0000317	Sp1g39310.1	g15109
OG0000317	Sp4g21200.1	g27233
OG0000318	Sp5g03460.1	g22818
OG0000318	Sp5g03480.1	g22820
OG0000319	Sp5g03080.1	g05618
OG0000319	Sp2g05280.1, Sp5g13370.1	g21525, g21516, g23652
OG0000319	Sp4g26530.1	g18126
OG0000321	Sp1g22210.1	g08084
OG0000321	Sp7g02670.1	g24665
OG0000321	Sp2g17950.1	g24170
OG0000321	Sp3g01120.1	g02572
OG0000321	Sp6g28610.1	g00222
OG0000322	Sp1g21090.1	g13637
OG0000323	Sp4g13990.1	g08863, g28155, g07910
OG0000324	Sp7g08970.1	g27709, g12505, g08316, g17791
OG0000324	SpUn0816_0010.1	g00666
OG0000325	Sp2g15400.1	g20711
OG0000325	Sp1g11640.1	g04761
OG0000325	Sp1g11630.1	g04762
OG0000325	Sp1g32170.1	g20782, g04764
OG0000327	Sp7g13440.1	g20178
OG0000327	Sp7g13430.1	g20177, g20176
OG0000327	Sp5g08860.1	g20370
OG0000327	Sp4g19600.1, Sp4g19595.1	g03652
OG0000328	Sp6g05180.1, Sp6g05200.1	g27808, g27811, g27807
OG0000328	Sp4g03050.1, Sp6g05700.1, Sp6g05210.1	g27681
OG0000328	Sp6g05220.1	g27680
OG0000329	Sp1g03420.1	g02089
OG0000329	Sp4g09940.1	g26187
OG0000329	Sp5g17560.1	g27351
OG0000329	Sp6g23560.1	g12022
OG0000330	Sp3g28350.1	g14200
OG0000330	Sp1g09260.1	g05045
OG0000330	Sp6g21530.1	g10973
OG0000331	Sp5g22490.1, Sp4g12680.1	g25865
OG0000332	Sp4g02340.1	g29938
OG0000332	Sp1g36650.1	g15265
OG0000332	Sp7g31820.1	g00532
OG0000332	Sp3g28770.1	g14255
OG0000333	Sp5g34370.1	g03340
OG0000334	Sp3g07860.1	g06106
OG0000334	Sp6g39900.1	g19439
OG0000334	Sp4g21700.1	g12496
OG0000335	Sp5g08120.1	g11446
OG0000335	Sp1g38100.1	g21921
OG0000335	Sp5g09940.1	g28353
OG0000335	Sp4g18100.1	g03485
OG0000336	Sp7g02930.1, Sp7g02920.1	g25011, g25009, g25008, g24631, g24630
OG0000337	Sp7g13380.1	g20170
OG0000337	Sp2g02090.1	g17836
OG0000338	Sp3g01520.1	g02520
OG0000338	Sp6g28150.1	g00174
OG0000338	Sp6g15890.1	g09473
OG0000338	SpUn0185_0020.1	g25028
OG0000339	Sp5g22080.1	g32187, g25699, g17894, g25700
OG0000340	Sp7g19090.1	g05234, g05228
OG0000342	Sp2g13200.1	g14562
OG0000342	Sp1g13280.1	g10103
OG0000342	Sp5g23060.1	g14801
OG0000342	Sp1g23090.1	g31794
OG0000343	Sp5g28230.1	g04079
OG0000345	Sp3g27100.1	g21292
OG0000345	Sp7g31130.1	g00608
OG0000345	SpUn0020_0110.1, Sp5g26860.1	g03931
OG0000345	Sp1g29440.1	g27247
OG0000346	Sp5g34390.1	g01498
OG0000346	Sp5g34380.1	g01494
OG0000346	Sp5g34400.1, Sp7g12170.1	g01499
OG0000347	Sp1g03590.1	g02108
OG0000347	Sp4g15440.1	g03204
OG0000347	Sp1g03580.1	g02107
OG0000349	Sp7g29610.1	g00683
OG0000349	Sp1g37820.1	g02809
OG0000350	Sp1g09320.1, Sp3g15230.1	g16224, g13413
OG0000350	Sp6g26220.1	g08736
OG0000350	Sp6g26290.1	g13298
OG0000351	Sp1g36330.1	g15232
OG0000351	Sp7g31700.1	g00545
OG0000351	Sp3g17120.1	g29031
OG0000352	Sp1g15070.1	g09898
OG0000352	Sp4g03380.1	g25401, g25398, g25402, g01606
OG0000354	Sp2g24890.1	g10776
OG0000354	Sp6g35460.1	g15681
OG0000354	Sp6g35450.1	g15682
OG0000354	Sp6g35440.1	g23896
OG0000355	Sp6g02780.1	g09064
OG0000355	Sp6g02720.1, Sp6g02730.1, Sp6g02700.1	g09067, g09068
OG0000355	Sp6g02760.1	g09066
OG0000356	Sp5g09060.1	g20389
OG0000356	Sp5g09030.1	g20387
OG0000356	Sp5g09040.1	g20388
OG0000357	Sp6g32820.1	g10529
OG0000357	Sp2g22590.1	g14169
OG0000357	Sp7g29240.1	g00860
OG0000357	Sp2g19370.1	g27461
OG0000358	Sp2g13640.1, Sp2g13635.1	g14625, g26405, g14628
OG0000358	Sp2g13620.1	g14624, g14622
OG0000359	Sp2g09540.1	g06222
OG0000359	Sp2g04290.1	g12644
OG0000360	Sp3g22440.1	g20084
OG0000360	Sp7g10680.1	g19960
OG0000360	Sp2g19290.1	g27446
OG0000360	Sp3g05950.1	g11868
OG0000361	Sp3g23230.1	g01536
OG0000361	Sp5g20100.1	g31300, g08495, g08496
OG0000362	Sp4g15300.1	g03185
OG0000362	Sp6g23370.1	g12002
OG0000362	Sp6g23510.1	g12017
OG0000362	Sp4g08240.1	g26201
OG0000363	Sp6g18460.1	g24091, g10196
OG0000363	Sp3g33070.1, Sp7g27270.1	g20923
OG0000364	Sp3g18710.1	g11153
OG0000364	Sp1g37780.1	g21889
OG0000364	Sp6g16600.1	g09374
OG0000364	Sp7g25150.1	g04543
OG0000365	SpUn0966_0010.1	g21927
OG0000366	Sp7g13250.1, Sp7g13240.1	g20152, g20153, g20155, g20158, g20156
OG0000367	Sp4g23560.1	g24495
OG0000367	Sp5g05610.1	g21155
OG0000367	Sp5g05600.1	g21154
OG0000368	Sp3g15030.1, Sp7g14510.1	g06526
OG0000368	Sp1g01740.1	g01887
OG0000368	Sp6g02130.1	g09127
OG0000369	Sp4g14160.1, Sp7g00980.1	g07929, g07927
OG0000369	Sp1g04720.1	g02236
OG0000369	Sp4g13970.1	g07908
OG0000370	Sp6g18280.1, Sp6g18290.1	g23415
OG0000370	Sp4g28770.1	g09650
OG0000370	Sp4g28780.1	g09648
OG0000370	Sp4g28790.1	g09647
OG0000371	SpUn0003_0080.1	g09681
OG0000372	Sp5g11780.1	g15003, g26266, g26267
OG0000373	Sp5g15560.1, Sp6g21540.1, Sp1g06420.1	g10972, g02443, g29047
OG0000376	Sp1g25070.1	g20430, g13058
OG0000376	Sp7g15430.1	g07632, g15341
OG0000377	Sp6g32200.1	g20218
OG0000379	Sp3g12800.1	g31461
OG0000379	Sp3g12810.1	g17716, g17715, g06792
OG0000380	Sp6g17260.1	g08334, g28485, g09290
OG0000380	Sp6g17270.1	g09289
OG0000380	Sp6g17280.1	g09288, g09287
OG0000381	Sp2g02460.1, Sp2g02470.1, Sp2g02400.1, Sp2g02420.1, Sp2g02440.1	g17805
OG0000382	Sp5g11880.1	g15012
OG0000382	Sp5g11900.1	g15015
OG0000383	Sp3g13260.1	g06737
OG0000383	Sp4g16300.1	g03296
OG0000387	Sp5g34000.1	g01457
OG0000387	Sp5g34010.1	g21060
OG0000388	Sp2g00480.1	g06061, g21459, g15282
OG0000389	Sp3g10820.1	g05763
OG0000389	Sp7g18660.1	g05181
OG0000389	Sp4g17170.1	g03381
OG0000389	Sp1g26710.1	g18824, g23745
OG0000390	Sp3g12510.1	g06824
OG0000390	Sp1g40430.1	g24901
OG0000391	Sp3g28980.1	g30422, g17731, g19669
OG0000391	Sp6g41010.1	g27915
OG0000391	Sp3g09970.1	g05864
OG0000392	SpUn0027_0050.1, Sp3g22570.1	g28236
OG0000392	Sp3g06050.1	g11856
OG0000392	Sp2g19170.1	g28953
OG0000393	Sp5g09720.1, Sp3g09750.1, Sp4g18390.1, Sp6g36780.1	g15534, g03515, g05886, g20471
OG0000394	SpUn0004_0290.1	g25135, g28149
OG0000395	Sp1g01710.1	g01884
OG0000395	Sp7g37560.1	g02694
OG0000395	Sp6g27200.1	g00079
OG0000396	Sp6g24090.1	g17645, g12083, g12084
OG0000396	Sp6g23920.1, Sp4g04300.1	g12062, g23340
OG0000397	Sp6g14910.1, Sp6g14900.1, Sp6g14880.1, Sp6g09500.1, Sp6g14870.1	g08232, g08230, g08229
OG0000398	Sp6g38360.1	g32401, g15745
OG0000398	Sp3g09710.1	g05889
OG0000399	Sp7g02830.1	g24644
OG0000401	Sp1g38810.1	g15166
OG0000401	Sp1g36180.1	g15190
OG0000401	Sp3g16910.1	g31874
OG0000402	Sp4g25800.1	g18044
OG0000402	Sp7g10340.1	g18047
OG0000403	Sp7g30610.1	g00682
OG0000403	Sp7g27150.1	g04318
OG0000403	Sp7g24260.1	g10189
OG0000403	Sp6g18410.1	g24079
OG0000404	Sp2g23160.1	g25278, g25280, g32228, g25283
OG0000404	Sp2g23170.1	g25276
OG0000405	Sp4g11080.1	g07116
OG0000405	Sp5g08890.1	g20373
OG0000405	Sp4g19530.1	g03644
OG0000406	Sp2g22150.1	g31826, g14111
OG0000406	Sp6g32330.1	g10588
OG0000406	Sp4g04800.1	g30237
OG0000406	Sp7g30170.1	g00730
OG0000408	Sp1g03060.1	g02055
OG0000408	Sp7g12640.1	g23202
OG0000408	Sp3g20720.1	g32340
OG0000409	Sp2g20830.1	g17936
OG0000409	Sp6g21570.1	g10969, g10968
OG0000410	Sp7g30890.1, Sp7g09720.1	g00640
OG0000410	Sp7g27040.1	g04332
OG0000411	Sp5g24910.1	g12245
OG0000412	Sp5g36030.1	g01679
OG0000412	Sp3g33230.1	g20902
OG0000412	Sp2g21770.1	g14052
OG0000412	Sp6g31940.1	g10636
OG0000413	Sp6g26900.1	g00038
OG0000413	Sp5g21030.1	g25975
OG0000414	Sp7g28000.1, Sp7g27990.1	g04210
OG0000414	Sp3g32470.1	g22687, g22686
OG0000415	Sp7g08960.1	g12356
OG0000416	Sp3g28160.1	g24197, g05628, g05629, g05631
OG0000417	Sp5g14530.1	g12222, g12221
OG0000418	Sp6g40510.1	g19512
OG0000420	Sp1g15820.1	g25918
OG0000420	Sp3g17530.1	g22524
OG0000420	Sp3g28600.1	g14231
OG0000420	Sp7g31970.1	g00517
OG0000421	Sp7g21500.1	g10471, g31804
OG0000421	Sp7g21520.1	g10470
OG0000422	Sp6g05860.1, SpUn0146_0030.1	g20703, g20702, g27584, g20697, g20701
OG0000423	Sp7g00770.1	g22418, g22420
OG0000423	Sp2g15990.1, Sp2g15980.1	g20781, g20785, g20784
OG0000424	Sp6g09560.1, Sp3g18390.1, Sp3g18395.1	g08154, g11110
OG0000425	Sp6g07170.1, Sp6g07160.1	g25361
OG0000425	Sp1g28760.1	g17667, g17661
OG0000426	Sp5g13120.1, Sp2g23480.1	g29104
OG0000426	Sp4g03060.1	g08773
OG0000427	Sp7g01750.1	g29011
OG0000427	Sp2g17060.1	g18927
OG0000428	Sp5g02800.1	g05580
OG0000428	Sp5g02790.1, Sp5g14680.1	g05578
OG0000428	Sp5g02780.1	g05577
OG0000430	Sp5g15020.1	g21838
OG0000430	Sp5g15010.1	g12740, g12743
OG0000431	Sp3g05300.1	g08087, g09599
OG0000432	Sp3g16850.1	g21630
OG0000432	Sp1g36090.1, Sp1g36100.1	g24335, g24334, g24333
OG0000433	Sp2g13520.1, Sp2g13530.1	g14610, g14611
OG0000435	Sp6g16160.1	g13548, g09423
OG0000435	Sp3g17640.1	g22539, g22538
OG0000436	Sp1g01920.1	g01908, g01907
OG0000436	SpUN0996_0010.1	g09092, g13809
OG0000437	Sp4g29320.1, Sp2g24530.1	g10818
OG0000437	Sp5g01010.1	g09586
OG0000438	Sp2g04770.1	g18697, g18689
OG0000438	Sp2g01360.1	g18694, g18699, g18691, g18693
OG0000439	Sp2g13250.1	g14568
OG0000439	Sp1g23130.1	g08183
OG0000439	Sp5g21210.1	g22094
OG0000440	Sp4g27760.1	g05518
OG0000441	Sp7g02825.1	g24647
OG0000441	Sp7g02820.1	g24646, g20811, g24645
OG0000442	Sp3g11730.1	g05653
OG0000442	Sp1g41010.1	g27947
OG0000442	Sp6g18330.1	g23409
OG0000443	Sp2g04220.1	g25420
OG0000443	Sp2g04230.1	g25418, g25419
OG0000444	Sp2g03310.1, SpUn0101_0010.1	g28102, g17257, g16391
OG0000445	Sp7g32340.1	g26922
OG0000446	Sp4g03480.1	g08850, g08849, g08844, g08845, g08899
OG0000447	Sp6g17330.1	g09283
OG0000447	Sp6g17340.1	g09281
OG0000448	Sp4g19500.1	g03641
OG0000448	Sp5g08910.1	g20375
OG0000448	Sp6g22240.1	g10886
OG0000449	Sp2g18540.1	g15873
OG0000449	Sp3g06750.1	g11783
OG0000450	Sp7g11200.1, Sp7g11600.1	g21350
OG0000450	Sp7g11610.1, Sp7g11700.1	g21355, g21357, g21349
OG0000451	Sp6g14810.1	g08236
OG0000451	Sp6g17850.1	g04609, g09215, g09214
OG0000452	Sp1g13620.1	g10053
OG0000452	Sp3g13020.1	g06769
OG0000452	Sp5g25070.1	g03734
OG0000452	Sp5g23480.1, SpUn0732_0010.1, Sp5g17990.1	g30482
OG0000453	Sp2g03250.1	g19867
OG0000454	Sp1g09190.1	g05051
OG0000454	Sp2g04560.1	g28826
OG0000454	Sp6g11820.1	g30400
OG0000454	Sp2g26030.1	g12289
OG0000455	Sp7g00150.1	g28514
OG0000455	Sp7g08920.1, Sp2g07600.1, Sp3g29190.1, Sp4g10210.1, Sp4g09120.1, Sp3g24730.1	g26163
OG0000456	Sp4g26870.1	g28042
OG0000456	Sp4g26880.1	g28041
OG0000458	Sp2g11970.1	g07800
OG0000458	Sp2g11960.1	g18041, g07799
OG0000459	Sp6g27140.1	g00073, g00071, g00072
OG0000459	Sp1g22370.1	g08110
OG0000459	Sp3g02120.1	g31041
OG0000460	Sp4g02950.1	g31472, g08764
OG0000460	Sp7g28560.1	g04160
OG0000460	Sp7g28570.1	g04159
OG0000461	Sp5g03680.1	g22855
OG0000461	Sp4g13870.1	g07897
OG0000462	Sp1g35600.1	g17402
OG0000462	Sp3g16240.1	g21554
OG0000462	Sp1g16100.1	g25885
OG0000463	Sp3g15830.1	g16137
OG0000464	Sp7g32640.1	g00439
OG0000464	Sp3g30130.1	g31363
OG0000464	Sp7g37060.1	g02746
OG0000464	Sp4g00280.1	g23918
OG0000466	Sp3g07290.1, Sp5g24240.1	g11710
OG0000466	Sp3g01300.1	g02554
OG0000466	Sp6g28460.1	g00208
OG0000467	Sp7g34070.1	g03083
OG0000467	Sp2g07750.1	g23794
OG0000467	Sp5g30590.1	g01086
OG0000468	Sp7g36960.1	g16938
OG0000469	Sp7g04890.1	g05788, g05789, g05791
OG0000469	Sp3g10600.1	g05787
OG0000470	Sp1g11940.1	g04715, g04716
OG0000472	Sp7g13110.1, Sp2g07490.1	g14035
OG0000472	Sp2g02940.1	g14036
OG0000473	Sp3g21180.1	g27164
OG0000474	Sp1g29090.1, Sp6g07660.1, Sp1g29540.1, Sp7g26700.1, Sp3g28720.1, Sp7g06400.1, Sp3g29680.1, Sp7g10630.1, SpUn0030_0070.1, Sp3g31760.1, SpUn0002_0700.1, Sp1g31130.1, Sp2g06260.1, Sp7g07740.1, Sp2g22320.1, Sp4g06170.1, Sp2g01850.1, Sp3g29630.1, Sp4g09620.1, Sp7g10930.1, Sp7g04130.1, Sp7g10230.1, Sp7g07530.1, Sp7g05980.1, Sp4g06470.1, Sp7g08450.1, Sp6g10060.1, Sp7g03320.1, Sp7g05470.1, Sp6g09390.1, Sp3g23930.1, Sp5g17770.1, Sp6g16700.1, Sp7g09760.1, Sp3g21330.1, Sp5g20730.1, Sp6g07800.1, Sp3g26380.1, Sp4g09450.1	g29032
OG0000475	SpUn1898_0010.1, Sp4g07960.1, SpUn0701_0010.1, Sp4g05340.1	g08265
OG0000479	Sp1g01810.1	g01895
OG0000479	Sp3g04410.1	g06329
OG0000482	Sp5g05110.1	g16644
OG0000483	Sp1g08100.1	g31871
OG0000483	Sp1g08110.1, Sp5g24000.1	g28827, g31870
OG0000484	Sp3g01140.1	g02570
OG0000484	Sp6g28580.1	g00219
OG0000485	Sp4g25720.1	g18032, g18031
OG0000486	Sp3g07260.1	g11714
OG0000486	Sp6g40820.1	g28648
OG0000486	Sp6g40830.1	g28649
OG0000487	SpUn0020_0090.1, Sp5g26880.1	g09628
OG0000488	Sp6g37030.1	g18349
OG0000489	Sp7g17400.1	g15349
OG0000489	Sp2g10750.1	g07626
OG0000490	Sp5g16640.1	g26866, g26867
OG0000490	Sp5g16650.1	g26865
OG0000490	Sp6g22760.1	g11918
OG0000491	Sp6g20730.1	g11060, g26208, g11035
OG0000495	Sp5g31960.1	g01236
OG0000495	Sp1g18790.1	g13452
OG0000495	Sp1g37730.1	g27357, g27355
OG0000496	Sp6g21390.1	g10985
OG0000496	Sp5g15400.1	g12683, g29069
OG0000497	Sp6g03880.1	g06055
OG0000497	Sp6g03860.1, Sp6g03870.1	g08918
OG0000498	Sp7g36410.1	g31297, g31649
OG0000498	Sp2g05710.1	g26307
OG0000499	Sp1g27570.1	g12934
OG0000500	Sp4g11310.1, SpUn0582_0020.1, Sp4g11030.1, Sp5g17010.1, SpUn0582_0010.1	g07126, g07158, g07157, g07159
OG0000501	Sp4g11760.1	g07017
OG0000501	Sp5g06980.1	g11577
OG0000501	Sp4g21950.1	g12530
OG0000502	Sp3g14780.1	g06570
OG0000502	Sp3g14790.1	g06569
OG0000502	Sp3g14810.1	g06567
OG0000503	Sp4g05750.1	g23677, g30717
OG0000504	Sp7g33910.1	g03105
OG0000504	Sp5g11030.1	g14908
OG0000504	Sp3g31450.1	g24981
OG0000505	Sp6g23540.1	g12020
OG0000505	Sp3g02760.1	g26780
OG0000505	Sp6g26350.1	g13304
OG0000506	Sp7g28170.1, SpUN0954_0010.1	g04195, g31608, g04196
OG0000507	Sp1g40830.1, Sp4g01540.1	g30297
OG0000507	Sp2g06440.1, Sp4g04320.1, Sp4g04310.1, Sp5g22570.1	g27030, g27027
OG0000508	Sp3g12140.1	g06867
OG0000508	Sp1g40710.1	g24865
OG0000508	Sp1g15640.1	g31852
OG0000508	Sp5g27760.1	g04028
OG0000509	Sp2g28140.1	g19702
OG0000510	Sp5g06470.1	g11642
OG0000510	Sp6g14200.1	g08328
OG0000511	Sp4g04050.1	g30592
OG0000511	Sp6g13720.1, Sp6g13710.1, Sp6g16760.1, Sp6g16780.1	g09356, g24778
OG0000512	Sp5g27360.1	g03984
OG0000514	Sp6g16900.1	g09344
OG0000515	Sp2g19790.1, SpUn0021_0060.1	g14817, g27718
OG0000515	Sp3g05580.1, Sp3g05570.1	g06467
OG0000515	Sp3g05550.1	g06466
OG0000517	Sp6g35780.1, Sp4g20620.1, Sp3g30680.1	g22201
OG0000518	Sp7g04990.1, SpUn0312_0010.1, SpUn0321_0010.1, SpUn0312_0020.1, SpUn0887_0010.1, SpUn1264_0010.1, Sp2g11690.1	g07758
OG0000519	Sp1g29890.1	g24397
OG0000519	Sp5g33420.1	g01393
OG0000520	Sp6g20470.1	g16987
OG0000521	Sp5g04640.1, SpUn0003_0290.1	g16583
OG0000522	Sp6g08210.1	g16621
OG0000522	Sp3g24520.1	g07789, g16620
OG0000523	SpUn0001_0800.1, Sp7g10830.1	g27397
OG0000523	Sp5g19230.1	g26425
OG0000524	Sp7g20240.1	g14482
OG0000524	Sp4g29670.1	g00113
OG0000525	Sp5g09270.1	g20413
OG0000525	Sp5g09240.1	g20410
OG0000526	Sp1g17640.1	g13865
OG0000526	Sp6g32500.1	g10565
OG0000526	Sp5g30710.1	g01102
OG0000527	Sp4g22420.1	g12583
OG0000527	Sp5g06610.1	g11622
OG0000527	Sp3g09510.1	g05919
OG0000528	Sp5g22020.1	g23323
OG0000529	Sp1g38330.1	g28448, g21953
OG0000529	Sp3g19300.1	g11225
OG0000529	Sp1g15810.1	g25920
OG0000530	Sp3g23060.1	g23397, g23396
OG0000531	Sp4g11155.1	g19879, g19877, g19871, g19875
OG0000532	SpUn0014_0080.1, SpUn0077_0010.1, Sp2g06930.1	g25372
OG0000532	Sp5g30810.1	g01114
OG0000532	Sp1g17730.1	g13851
OG0000533	Sp6g11130.1	g27073
OG0000535	Sp7g24930.1	g04567
OG0000535	Sp3g24150.1	g16351, g18520
OG0000535	Sp7g33610.1	g00326
OG0000536	Sp4g12100.1, Sp4g12140.1, Sp4g12150.1	g29996, g30731, g29995
OG0000536	Sp2g30760.1	g07168
OG0000537	Sp2g09370.1	g23628, g23634, g23635
OG0000538	Sp4g09330.1, Sp7g06980.1, Sp5g19010.1, Sp4g09100.1, SpUn0088_0020.1, SpUn0107_0010.1, Sp4g08840.1, SpUn0041_0050.1, Sp5g16770.1, SpUn0016_0120.1, Sp7g06960.1, Sp1g31590.1, SpUn0003_0250.1, Sp3g26270.1, SpUn0005_0280.1, SpUn0150_0020.1, Sp7g05870.1, Sp5g18300.1, Sp7g10250.1, SpUn0041_0020.1, SpUn0016_0170.1, SpUn0004_0230.1, SpUn0004_0220.1, SpUn1315_0010.1, Sp4g07630.1, Sp7g08740.1, Sp3g23920.1, Sp3g23900.1, Sp7g06940.1, Sp7g06920.1, Sp1g33040.1, Sp1g33050.1, Sp6g08100.1, SpUn0005_0340.1, Sp1g31570.1, Sp5g18970.1, SpUn0016_0150.1, SpUn0784_0010.1, Sp4g07830.1, Sp3g24460.1, Sp4g07680.1, SpUn0469_0010.1, Sp6g11230.1, Sp3g24450.1, Sp1g32190.1, Sp3g25170.1, SpUn0458_0020.1, SpUn0008_0040.1, Sp7g07550.1, Sp3g24160.1	g31992
OG0000542	Sp6g30970.1	g10736
OG0000542	Sp4g14330.1	g07953
OG0000542	Sp1g04410.1	g02199
OG0000543	Sp1g25830.1	g26465, g28002, g26324
OG0000544	Sp7g27970.1	g04212, g17806, g31951
OG0000544	Sp3g32510.1	g22702, g22707, g22694
OG0000544	Sp7g27960.1	g04213
OG0000545	Sp4g09630.1	g19903, g32047, g26770, g30880, g10963, g05910, g11227, g14131, g32467
OG0000546	Sp5g16620.1	g26868
OG0000546	Sp4g10510.1, Sp4g10490.1	g30322, g27219, g20192
OG0000547	Sp7g27710.1	g04235
OG0000547	Sp6g18840.1	g24144
OG0000547	Sp3g19160.1	g11217
OG0000548	Sp3g31300.1, Sp5g07175.1, Sp5g07170.1	g11556
OG0000550	Sp5g23000.1	g14791
OG0000550	Sp5g23010.1	g14792
OG0000550	Sp1g23100.1	g31795
OG0000551	Sp3g16160.1	g21546
OG0000551	Sp1g16140.1	g25878
OG0000551	Sp5g28850.1	g04115
OG0000553	Sp3g04780.1	g06372
OG0000554	Sp2g12860.1	g14524
OG0000554	Sp1g20520.1	g13698
OG0000554	Sp5g26110.1	g03838
OG0000555	Sp2g28460.1, Sp2g28465.1	g07428
OG0000556	Sp3g03290.1, Sp4g15680.1, Sp1g03310.1	g03236, g02079, g06181
OG0000557	Sp4g13820.1	g07891
OG0000558	Sp6g04950.1	g29644
OG0000558	Sp7g20530.1	g14433
OG0000559	Sp2g04740.1	g26647
OG0000559	Sp1g09070.1	g05066
OG0000560	Sp5g21460.1	g22062, g30510
OG0000561	Sp4g00100.1, Sp7g37260.1	g02723
OG0000561	Sp1g18010.1	g13552
OG0000561	Sp5g31140.1	g01153
OG0000562	Sp6g28450.1	g00207
OG0000563	Sp6g23770.1	g12044
OG0000563	Sp1g27410.1, Sp1g27420.1	g16093
OG0000564	Sp2g21540.1	g21835
OG0000564	SpUn0007_0200.1, SpUn0127_0010.1	g29901
OG0000564	Sp6g23950.1	g12069
OG0000565	Sp4g14580.1, Sp4g14570.1	g07987, g07986, g07989
OG0000566	Sp5g02750.1	g05574
OG0000566	Sp5g02760.1	g03727
OG0000567	Sp2g08380.1	g17585
OG0000567	Sp1g28310.1	g30902
OG0000567	Sp1g03110.1	g08279, g02060
OG0000569	Sp3g14770.1, Sp3g19080.1	g03200, g06573, g06574
OG0000570	Sp2g18030.1	g24194, g24190
OG0000571	Sp5g27790.1	g04031
