Orthogroup	Thellungiella_parvula	Arabidopsis_lyrata
OG0000125	Sp4g03230.1, Sp4g03220.1	scaffold_400558.1, scaffold_400827.1, scaffold_400556.1, scaffold_400439.1, fgenesh1_pm.C_scaffold_4000292, scaffold_400551.1, scaffold_400550.1, scaffold_400549.1, scaffold_400562.1, scaffold_400830.1
OG0000126	Sp3g02980.1	Al_scaffold_0007_3914
OG0000128	Sp3g03500.1	scaffold_300477.1, scaffold_300476.1
OG0000128	Sp3g03510.1	scaffold_300424.1, scaffold_601213.1, Al_scaffold_0006_1089, fgenesh1_pm.C_scaffold_6000920
OG0000129	Sp5g16370.1, Sp1g27690.1	scaffold_104316.1
OG0000132	SpUn0030_0110.1, Sp3g31720.1	fgenesh2_kg.3__3442__AT2G18328.1
OG0000132	Sp7g34210.1	scaffold_700452.1
OG0000132	Sp5g30410.1	fgenesh2_kg.2__1798__AT1G75250.2
OG0000132	Sp4g00810.1	fgenesh2_kg.4__92__AT2G21650.1
OG0000133	Sp5g26020.1	scaffold_201980.1, scaffold_201979.1
OG0000133	Sp5g26030.1	fgenesh2_kg.2__1353__AT1G70880.1
OG0000134	Sp2g11320.1	Al_scaffold_0008_167
OG0000134	Sp2g11310.1	Al_scaffold_0008_176, Al_scaffold_0008_174
OG0000134	Sp3g28820.1	Al_scaffold_0005_801
OG0000135	Sp1g33820.1	scaffold_201262.1
OG0000137	Sp1g25430.1	fgenesh2_kg.1__3111__AT1G29460.1
OG0000137	Sp1g25360.1, Sp1g25450.1	Al_scaffold_0001_3008, scaffold_103272.1
OG0000138	Sp5g33500.1	Al_scaffold_0002_2549
OG0000138	Sp4g15460.1	scaffold_401881.1
OG0000138	Sp1g15300.1	fgenesh2_kg.1__1871__AT1G17150.1
OG0000138	Sp4g22640.1, Sp1g21630.1	Al_scaffold_0001_3797, Al_scaffold_0006_3063, Al_scaffold_0004_2636, Al_scaffold_0004_2632
OG0000141	Sp6g03390.1	Al_scaffold_0481_1
OG0000143	Sp3g16720.1	fgenesh2_kg.3__2072__AT3G18650.1
OG0000143	Sp2g28440.1	fgenesh2_kg.8__2584__AT5G65330.1
OG0000144	Sp5g02320.1	Al_scaffold_0005_3026
OG0000144	Sp7g18740.1, Sp4g27620.1	fgenesh1_pg.C_scaffold_4002708, Al_scaffold_0004_3241
OG0000144	Sp4g27630.1	fgenesh1_pm.C_scaffold_4002268
OG0000146	Sp7g32960.1	fgenesh2_kg.7__562__AT4G35210.1
OG0000146	Sp3g30370.1	scaffold_304008.1
OG0000146	Sp3g30350.1	scaffold_304006.1
OG0000146	Sp3g30360.1	scaffold_304011.1, scaffold_304012.1
OG0000149	Sp1g41790.1	Al_scaffold_0001_5007
OG0000149	Sp1g41780.1	scaffold_105434.1, scaffold_105433.1, scaffold_105432.1
OG0000153	Sp6g20950.1, Sp1g28540.1, Sp6g21310.1	fgenesh1_pg.C_scaffold_1001965
OG0000153	Sp6g21810.1, Sp6g21760.1, SpUn1070_0010.1	scaffold_802661.1, scaffold_7100006.1, scaffold_802650.1
OG0000154	Sp4g26560.1	scaffold_602553.1, Al_scaffold_0006_2354
OG0000154	Sp5g03070.1	fgenesh2_kg.5__2473__AT3G60140.1
OG0000154	Sp4g26550.1	scaffold_200821.1, fgenesh2_kg.4__2632__AT2G44470.3
OG0000154	Sp4g26540.1	scaffold_403369.1
OG0000155	Sp4g13520.1	Al_scaffold_0004_1554, Al_scaffold_0004_1382, scaffold_401638.1
OG0000156	Sp6g18990.1	fgenesh1_pm.C_scaffold_8001367
OG0000156	Sp2g15480.1	fgenesh2_kg.5__388__AT3G26330.1
OG0000156	Sp2g15470.1	fgenesh1_pg.C_scaffold_5000381, fgenesh2_kg.5__386__AT3G26300.1, Al_scaffold_0005_456
OG0000156	Sp2g15450.1	fgenesh1_pg.C_scaffold_5000380, scaffold_500517.1
OG0000157	Sp2g06430.1	scaffold_403198.1
OG0000158	SpUn0333_0010.1	fgenesh2_kg.1__3961__AT1G48660.1
OG0000159	Sp1g38860.1	Al_scaffold_0007_1510, fgenesh2_kg.5__894__AT3G45070.1
OG0000161	Sp2g03860.1, Sp2g02500.1	Al_scaffold_0002_679
OG0000162	Sp2g05800.1	Al_scaffold_0008_1238, Al_scaffold_0008_982, Al_scaffold_0002_459
OG0000162	Sp2g14240.1	Al_scaffold_0005_262
OG0000162	Sp2g05790.1	scaffold_200810.1
OG0000163	Sp3g23960.1	fgenesh1_pg.C_scaffold_3002618, scaffold_303315.1
OG0000163	Sp3g24040.1, Sp3g24050.1, Sp3g24030.1	fgenesh2_kg.3__2874__AT2G05530.1
OG0000164	Sp7g20000.1	fgenesh2_kg.7__2119__AT4G21860.1
OG0000164	Sp6g04140.1	fgenesh2_kg.6__3252__AT4G04830.1
OG0000166	Sp7g03130.1	fgenesh2_kg.3__558__AT3G05660.1
OG0000167	Sp3g10720.1	scaffold_301435.1
OG0000167	Sp1g14350.1	fgenesh2_kg.1__1758__AT1G16030.1
OG0000167	Sp3g07820.1	scaffold_301074.1
OG0000167	Sp6g40010.1	fgenesh2_kg.6__163__AT5G02500.1
OG0000170	Sp4g12440.1	scaffold_27800003.1, scaffold_401447.1
OG0000170	Sp2g26350.1	scaffold_83500002.1
OG0000172	Sp3g24340.1	fgenesh1_pg.C_scaffold_7002743
OG0000173	Sp2g03710.1, Sp2g03770.1	fgenesh2_kg.2__374__AT1G60880.1, fgenesh2_kg.2__370__AT1G60920.1
OG0000173	Sp5g22450.1	fgenesh2_kg.6__380__AT5G04640.1
OG0000174	Sp5g21840.1	fgenesh2_kg.2__911__AT1G66850.1
OG0000174	Sp7g03900.1	scaffold_704290.1
OG0000174	Sp2g17750.1	scaffold_500906.1
OG0000174	Sp4g02860.1, Sp5g05290.1	scaffold_502897.1
OG0000178	Sp1g04760.1	fgenesh1_pm.C_scaffold_1000455
OG0000178	SpUn1102_0010.1, Sp6g07490.1	fgenesh2_kg.1__3340__AT1G32030.1
OG0000178	Sp1g04320.1	fgenesh1_pm.C_scaffold_1000456, scaffold_701550.1, fgenesh1_pm.C_scaffold_7002839
OG0000179	Sp1g38300.1	scaffold_104352.1, scaffold_104351.1
OG0000179	Sp7g36370.1	fgenesh1_pg.C_scaffold_7000117, fgenesh2_kg.7__161__AT4G39510.1
OG0000179	Sp7g12040.1	fgenesh2_kg.7__950__AT4G32170.1
OG0000180	Sp1g17700.1, Sp5g30740.1	fgenesh2_kg.2__1842__AT1G75630.1
OG0000180	Sp7g32500.1	Al_scaffold_0007_581, fgenesh2_kg.3__3242__AT2G16510.1, scaffold_700087.1
OG0000181	Sp6g06510.1, SpUn0001_0050.1, Sp3g26840.1	Al_scaffold_0008_1039, scaffold_500968.1, scaffold_502829.1, scaffold_704294.1, scaffold_402730.1, scaffold_78200001.1
OG0000182	Sp7g14460.1, Sp7g14440.1, Sp1g26920.1, Sp1g26930.1, Sp1g26940.1, Sp7g18420.1, Sp2g09660.1	scaffold_500889.1
OG0000183	Sp5g14170.1	fgenesh2_kg.5__1132__AT3G47790.1
OG0000183	Sp2g24900.1	Al_scaffold_0008_2676, fgenesh2_kg.8__2154__AT5G61700.1
OG0000183	Sp2g24940.1	fgenesh2_kg.8__2156__AT5G61740.1
OG0000183	Sp5g14180.1	fgenesh2_kg.5__1131__AT3G47780.1
OG0000183	Sp5g14185.1	fgenesh2_kg.5__1129__AT3G47750.1, fgenesh2_kg.5__1130__AT3G47770.1
OG0000183	Sp5g14187.1	fgenesh2_kg.5__1128__AT3G47740.1
OG0000184	Sp3g20240.1	fgenesh2_kg.3__2466__AT3G22470.1, fgenesh2_kg.1__1374__AT1G12700.1
OG0000185	Sp7g04470.1	fgenesh2_kg.7__3151__AT5G37400.1, Al_scaffold_0007_3355
OG0000186	SpUn0988_0010.1	Al_scaffold_0004_1094
OG0000186	Sp1g24835.1, Sp1g24830.1, Sp1g24820.1	fgenesh2_kg.1__3032__AT1G28580.1
OG0000188	Sp2g07590.1, Sp1g33580.1, Sp3g24280.1, Sp5g19020.1, SpUn0171_0010.1	Al_scaffold_0005_109, fgenesh1_pm.C_scaffold_8000513, scaffold_801354.1, fgenesh2_kg.1__3985__AT3G32904.1, Al_scaffold_0001_3712, scaffold_800956.1, fgenesh2_kg.7__3181__AT3G32904.1
OG0000188	Sp3g29180.1, Sp4g02630.1	fgenesh1_pm.C_scaffold_5000608, Al_scaffold_0005_974
OG0000189	Sp4g10190.1	Al_scaffold_0007_2939
OG0000190	Sp1g11260.1	Al_scaffold_0001_1293
OG0000190	Sp1g11270.1	fgenesh2_kg.1__1372__AT1G12672.1
OG0000191	Sp6g18380.1	scaffold_802219.1
OG0000191	Sp3g33100.1	fgenesh2_kg.3__3193__AT2G19770.1
OG0000191	Sp7g27220.1	fgenesh1_pm.C_scaffold_7001001
OG0000191	Sp3g33090.1	fgenesh2_kg.3__3194__AT2G19760.1
OG0000191	Sp7g27230.1	scaffold_701315.1
OG0000192	Sp7g16080.1	fgenesh2_kg.7__2498__AT4G18050.1
OG0000192	Sp1g01570.1	fgenesh2_kg.1__167__AT1G02530.1
OG0000192	Sp6g01670.1	fgenesh2_kg.6__3530__AT4G01830.1
OG0000192	Sp5g01220.1	fgenesh2_kg.5__2710__AT3G62150.1
OG0000192	Sp4g29000.1	fgenesh2_kg.4__2931__AT2G47000.1
OG0000193	Sp1g35420.1	scaffold_104462.1
OG0000193	Sp3g15940.1	fgenesh2_kg.3__1967__AT3G17820.1
OG0000193	Sp5g21260.1	fgenesh2_kg.2__853__AT1G66200.1
OG0000193	Sp7g04500.1	scaffold_703639.1
OG0000193	Sp6g27590.1	fgenesh2_kg.6__1649__AT5G16570.1
OG0000194	Sp4g22790.1	scaffold_400646.1, scaffold_400649.1, scaffold_400645.1
OG0000194	Sp7g13200.1	Al_scaffold_0003_2989, Al_scaffold_0008_1100, fgenesh1_pg.C_scaffold_8000843
OG0000194	Sp6g04670.1	scaffold_402837.1
OG0000197	Sp2g17840.1	scaffold_700607.1, scaffold_803040.1
OG0000197	Sp6g15130.1	Al_scaffold_0008_1678, Al_scaffold_0008_1675
OG0000198	Sp4g06090.1	Al_scaffold_0004_773, Al_scaffold_0004_772, Al_scaffold_0004_770
OG0000198	Sp5g15900.1	fgenesh2_kg.5__930__AT3G45540.1, scaffold_501409.1, scaffold_501417.1, scaffold_501418.1
OG0000199	Sp6g21520.1	fgenesh2_kg.8__1936__AT5G59840.1
OG0000199	Sp5g15550.1	fgenesh2_kg.5__977__AT3G46060.1
OG0000199	Sp3g08250.1	fgenesh2_kg.3__1015__AT3G09900.1
OG0000199	Sp5g08740.1	fgenesh2_kg.5__1739__AT3G53610.1
OG0000201	Sp3g09390.1	fgenesh1_pm.C_scaffold_3000920
OG0000201	Sp4g03720.1	scaffold_302367.1, scaffold_400948.1, scaffold_400825.1
OG0000202	Sp1g37610.1, Sp1g37770.1	Al_scaffold_0001_4085, fgenesh1_pm.C_scaffold_1003020, fgenesh1_pg.C_scaffold_1003496
OG0000202	Sp1g34800.1	fgenesh1_pm.C_scaffold_1003003
OG0000203	Sp6g39340.1	Al_scaffold_0009_86, scaffold_600347.1, scaffold_600348.1, scaffold_600263.1
OG0000205	Sp1g12430.1	fgenesh1_pm.C_scaffold_1001189
OG0000205	Sp3g28690.1	fgenesh2_kg.3__3107__AT2G15390.2, Al_scaffold_0003_3402
OG0000205	Sp1g12450.1, Sp1g12440.1	Al_scaffold_0001_1457
OG0000208	Sp7g07650.1, Sp3g32460.1, SpUn1255_0010.1, Sp3g31250.1, Sp3g31220.1, Sp7g00850.1, Sp4g10780.1, Sp6g08720.1, Sp6g08680.1, Sp5g03380.1, Sp5g03390.1, Sp5g03400.1, Sp5g03420.1, Sp5g03410.1, Sp2g03760.1, Sp2g03780.1	Al_scaffold_0005_2917, Al_scaffold_0001_3484, scaffold_103789.1
OG0000210	Sp7g10800.1	Al_scaffold_0009_33
OG0000210	Sp7g12870.1	fgenesh1_pm.C_scaffold_8000297
OG0000210	Sp4g13260.1, Sp4g13270.1	fgenesh1_pm.C_scaffold_4000881, fgenesh2_kg.4__1054__AT2G30770.1
OG0000213	Sp1g20770.1	fgenesh2_kg.3__2458__AT3G22421.1, fgenesh1_pg.C_scaffold_3000343, fgenesh1_pm.C_scaffold_1003077, scaffold_402570.1, fgenesh2_kg.4__1928__AT2G38590.1, scaffold_703799.1, scaffold_402571.1, fgenesh1_pg.C_scaffold_4001964, fgenesh1_pg.C_scaffold_4001966, Al_scaffold_0003_2935
OG0000214	Sp6g04370.1	fgenesh2_kg.6__3232__AT4G04510.1
OG0000214	Sp6g04390.1	scaffold_603770.1
OG0000214	Sp6g04380.1	Al_scaffold_0006_3519
OG0000216	Sp7g15710.1	scaffold_702596.1
OG0000216	Sp3g12720.1	fgenesh2_kg.3__1563__AT3G14420.2
OG0000217	Sp5g26550.1	fgenesh2_kg.158__1__AT1G71400.1, fgenesh2_kg.2__1401__AT1G71400.1, fgenesh2_kg.2__1400__AT1G71390.1
OG0000218	SpUn1204_0010.1	fgenesh2_kg.6__900__AT5G09500.1, fgenesh2_kg.390__2__AT5G43640.1, fgenesh2_kg.8__456__AT5G43640.1
OG0000218	Sp2g26200.1	scaffold_802989.1
OG0000218	Sp2g08430.1, Sp1g03080.1	fgenesh2_kg.1__358__AT1G04270.1
OG0000219	Sp5g02207.1	scaffold_201722.1, scaffold_501135.1, Al_scaffold_0005_1060, fgenesh1_pm.C_scaffold_1003143
OG0000219	Sp5g02203.1	fgenesh2_kg.5__2582__AT3G61172.1
OG0000222	Sp7g13630.1	fgenesh2_kg.7__2779__AT4G15430.1
OG0000222	Sp3g19640.1	fgenesh1_pg.C_scaffold_3002075
OG0000222	Sp1g10650.1	fgenesh1_pm.C_scaffold_1001006
OG0000222	Sp2g02300.1	fgenesh1_pg.C_scaffold_2000249
OG0000222	Sp6g04510.1	scaffold_603754.1
OG0000222	Sp7g20270.1	fgenesh2_kg.7__2091__AT4G22120.2
OG0000223	Sp3g18520.1	fgenesh2_kg.126__1__AT3G20520.1, fgenesh2_kg.3__2278__AT3G20520.1
OG0000223	Sp6g17360.1	fgenesh2_kg.8__1447__AT5G55480.1
OG0000223	Sp5g21930.1	fgenesh2_kg.2__923__AT1G66980.1, fgenesh2_kg.2__922__AT1G66970.1
OG0000223	Sp7g24660.1	fgenesh2_kg.7__1570__AT4G26690.1
OG0000224	Sp7g31430.1	fgenesh1_pg.C_scaffold_7000304
OG0000225	Sp5g24500.1, Sp5g26900.1, SpUn0020_0070.1, Sp5g26910.1, Sp5g24210.1	Al_scaffold_0003_3918
OG0000226	Sp1g21550.1	Al_scaffold_0001_2553, Al_scaffold_0001_2550, Al_scaffold_0001_2545, Al_scaffold_0001_2542
OG0000226	Sp5g25130.1	fgenesh2_kg.2__1258__AT1G70030.1
OG0000226	Sp5g25170.1, Sp5g25160.1, Sp5g25150.1	scaffold_603117.1
OG0000227	SpUn2053_0010.1	Al_scaffold_0001_2486
OG0000228	Sp7g21310.1	fgenesh2_kg.7__1969__AT4G23400.1
OG0000228	Sp6g00460.1	scaffold_604260.1
OG0000228	Sp1g00700.1	fgenesh2_kg.1__69__AT1G01620.1
OG0000228	Sp5g01970.1	fgenesh2_kg.5__2610__AT3G61430.2
OG0000228	Sp4g28030.1	fgenesh2_kg.4__2797__AT2G45960.1
OG0000229	SpUn0416_0020.1, Sp6g03620.1	scaffold_603877.1, fgenesh1_pm.C_scaffold_9000023, fgenesh1_pg.C_scaffold_6003049, scaffold_801299.1, fgenesh1_pg.C_scaffold_6003047
OG0000230	Sp1g25630.1	fgenesh2_kg.1__3130__AT1G29740.1
OG0000234	Sp5g33440.1	fgenesh2_kg.2__2131__AT1G78340.1
OG0000234	Sp1g15320.1, Sp1g15325.1	Al_scaffold_0001_1778
OG0000235	Sp3g12880.1	fgenesh2_kg.3__1581__AT3G14610.1
OG0000235	Sp3g12920.1	fgenesh2_kg.3__1583__AT3G14660.1
OG0000237	Sp3g31650.1	fgenesh2_kg.3__3430__AT2G18240.2
OG0000237	Sp4g02310.1	scaffold_400313.1
OG0000237	Sp4g00760.1	fgenesh2_kg.4__87__AT2G21600.1
OG0000237	Sp7g36620.1	fgenesh2_kg.7__127__AT4G39220.1
OG0000238	Sp6g33260.1	scaffold_601028.1
OG0000238	Sp2g28130.1	fgenesh2_kg.233__4__AT5G65050.3, fgenesh2_kg.8__2543__AT5G65050.2, fgenesh2_kg.2__2000__AT1G77080.2
OG0000238	Sp2g28150.1	Al_scaffold_0008_3055
OG0000240	Sp4g01330.1	Al_scaffold_0004_171
OG0000240	Sp7g36000.1	scaffold_700219.1
OG0000240	Sp2g28070.1	fgenesh2_kg.8__2535__AT5G64990.1
OG0000240	Sp4g26700.1	scaffold_403388.1
OG0000241	Sp6g39490.1	fgenesh2_kg.6__229__AT5G03240.1, Al_scaffold_0001_4880
OG0000242	Sp4g21040.1, Sp7g18880.1, Sp7g18900.1, Sp7g18870.1	fgenesh2_kg.7__2239__AT4G20800.1
OG0000242	Sp1g22300.1	Al_scaffold_0001_2665, fgenesh2_kg.1__2733__AT1G26410.1, fgenesh2_kg.1__2735__AT1G26380.1, fgenesh2_kg.1__2732__AT1G26420.1
OG0000242	Sp1g22310.1	fgenesh2_kg.1__2734__AT1G26390.1
OG0000244	Sp2g15540.1	Al_scaffold_0003_1709
OG0000244	Sp7g05090.1	scaffold_800946.1
OG0000245	Sp7g19500.1	scaffold_702281.1
OG0000245	Sp3g10230.1	Al_scaffold_0003_1217
OG0000246	Sp3g21990.1	scaffold_603313.1, scaffold_603672.1, scaffold_603784.1, Al_scaffold_0006_3536, scaffold_302961.1, fgenesh2_kg.3__2639__AT3G23950.1, Al_scaffold_0003_2659
OG0000247	Sp7g01900.1	scaffold_703996.1
OG0000247	Sp5g27880.1	Al_scaffold_0002_1975
OG0000248	Sp3g15570.1	fgenesh2_kg.3__1916__AT3G17390.1
OG0000248	Sp6g01690.1	scaffold_604104.1
OG0000249	Sp7g07730.1, Sp5g17540.1, Sp5g13405.1, Sp5g20850.1	scaffold_801902.1, fgenesh1_pg.C_scaffold_7002949, Al_scaffold_0007_1826, fgenesh1_pg.C_scaffold_6001968, fgenesh1_pg.C_scaffold_1003836, fgenesh1_pg.C_scaffold_4001270, scaffold_800655.1, scaffold_303284.1, scaffold_303283.1, fgenesh1_pg.C_scaffold_3002592, Al_scaffold_0008_602, fgenesh1_pg.C_scaffold_2000227
OG0000250	Sp6g15520.1	fgenesh2_kg.8__1226__AT5G53380.1
OG0000250	Sp6g31210.1, Sp6g31220.1	fgenesh2_kg.6__1621__AT5G16350.1, fgenesh1_pg.C_scaffold_6001025, fgenesh2_kg.6__1223__AT5G12420.1
OG0000251	Sp7g13500.1	Al_scaffold_0007_2831
OG0000251	Sp7g13540.1	fgenesh1_pm.C_scaffold_5000576
OG0000251	Sp7g13550.1	fgenesh1_pg.C_scaffold_7002418, fgenesh2_kg.7__2787__AT4G15393.2
OG0000252	Sp1g19860.1	fgenesh1_pm.C_scaffold_1001903
OG0000252	Sp1g19850.1	fgenesh2_kg.1__2432__AT1G22370.2
OG0000252	Sp1g19830.1	fgenesh2_kg.1__2430__AT1G22360.2
OG0000252	Sp1g19870.1	fgenesh1_pm.C_scaffold_3002372
OG0000252	Sp1g19880.1	Al_scaffold_0001_3548, fgenesh2_kg.1__2434__AT1G22400.1
OG0000256	Sp6g15740.1	Al_scaffold_0008_1763, Al_scaffold_0008_1764
OG0000257	Sp2g05830.1, Sp1g08280.1, Sp1g08200.1, Sp2g05630.1	fgenesh2_kg.1__1011__AT1G09590.1
OG0000258	Sp2g16930.1	fgenesh2_kg.5__569__AT3G27870.1
OG0000258	Sp1g22530.1	scaffold_102929.1
OG0000258	Sp5g23810.1	fgenesh2_kg.2__1127__AT1G68710.1
OG0000258	SpUn0138_0010.1, Sp1g11730.1	fgenesh2_kg.1__1430__AT1G13210.1
OG0000258	Sp2g14890.1	fgenesh1_pm.C_scaffold_5000250
OG0000259	Sp7g03610.1	Al_scaffold_0004_273, scaffold_400290.1, fgenesh2_kg.7__3567__AT5G38435.1, scaffold_704226.1
OG0000262	Sp5g33780.1	fgenesh2_kg.2__1228__AT1G69630.1
OG0000263	Sp3g20980.1	scaffold_301893.1
OG0000264	Sp2g28600.1	scaffold_302410.1
OG0000265	Sp2g06570.1, Sp2g06540.1	fgenesh1_pg.C_scaffold_1004376
OG0000265	Sp1g07800.1	fgenesh2_kg.1__960__AT1G09180.1
OG0000265	Sp5g00940.1	scaffold_503533.1
OG0000265	Sp1g01620.1	scaffold_604077.1
OG0000266	Sp6g34590.1	fgenesh2_kg.6__803__AT5G08350.1
OG0000266	Sp2g23810.1, Sp2g23800.1	scaffold_602405.1, fgenesh2_kg.6__2330__AT5G23360.1, scaffold_602406.1
OG0000267	Sp6g04860.1	Al_scaffold_0003_569
OG0000269	Sp1g20160.1	fgenesh2_kg.1__2458__AT1G22650.1
OG0000269	Sp5g27070.1	fgenesh1_pm.C_scaffold_2001203
OG0000269	Sp7g32630.1	fgenesh2_kg.7__603__AT4G34860.1
OG0000269	Sp1g30310.1	scaffold_104004.1
OG0000269	Sp6g08130.1	fgenesh2_kg.6__2937__AT4G09510.1
OG0000270	Sp2g04010.1	Al_scaffold_0002_473
OG0000270	Sp2g04020.1	scaffold_200544.1
OG0000271	Sp2g11740.1, Sp2g11750.1, Sp2g11730.1	scaffold_800126.1
OG0000271	Sp2g11720.1	scaffold_800128.1, fgenesh2_kg.8__100__AT5G46940.1
OG0000271	Sp2g11760.1	scaffold_800125.1
OG0000272	Sp1g20220.1	fgenesh2_kg.1__2467__AT1G22710.1
OG0000272	Sp6g36710.1	Al_scaffold_0002_1232, fgenesh2_kg.6__554__AT1G66570.1, fgenesh1_pm.C_scaffold_3002472
OG0000272	Sp5g26960.1	fgenesh2_kg.106__1__AT1G71890.1, fgenesh2_kg.2__1445__AT1G71890.1, scaffold_202108.1
OG0000275	Sp3g19790.1, Sp3g19800.1	fgenesh2_kg.3__2404__AT3G21800.1, scaffold_302601.1
OG0000275	Sp7g13480.1	fgenesh2_kg.7__2794__AT4G15270.1, fgenesh1_pm.C_scaffold_9000047, scaffold_703029.1, fgenesh2_kg.7__2795__AT4G15260.1
OG0000276	Sp5g33590.1	fgenesh1_pm.C_scaffold_122000001, fgenesh2_kg.2__2142__AT1G78490.1, fgenesh1_pm.C_scaffold_2001783, scaffold_12200001.1
OG0000276	Sp1g41560.1, Sp1g41550.1	scaffold_105411.1
OG0000278	Sp5g20790.1	scaffold_801709.1, fgenesh2_kg.7__2294__AT4G20095.3, fgenesh1_pm.C_scaffold_3002929
OG0000279	Sp6g04440.1	fgenesh2_kg.6__3227__AT4G04460.1
OG0000279	Sp2g05940.1	fgenesh1_pm.C_scaffold_1003726
OG0000279	Sp1g10560.1	fgenesh2_kg.1__1294__AT1G11910.1
OG0000279	Sp2g02340.1	fgenesh2_kg.2__247__AT1G62290.2
OG0000280	Sp4g19030.1	fgenesh2_kg.4__1718__AT2G36750.1
OG0000280	Sp4g19060.1, Sp4g19040.1	fgenesh2_kg.4__1720__AT2G36800.1
OG0000280	Sp4g19050.1	scaffold_402300.1
OG0000281	Sp5g32700.1	fgenesh2_kg.2__2047__AT1G77520.1
OG0000281	Sp2g06080.1	fgenesh1_pg.C_scaffold_7000832
OG0000281	Sp2g01440.1	fgenesh2_kg.2__163__AT1G63140.2, scaffold_200227.1
OG0000282	Sp6g28910.1	scaffold_601543.1
OG0000282	Sp1g21830.1	fgenesh2_kg.1__2658__AT1G26945.1
OG0000282	Sp2g17480.1	scaffold_500871.1
OG0000282	Sp7g02200.1	scaffold_704049.1
OG0000283	Sp4g17470.1	Al_scaffold_0004_2018, scaffold_87100002.1, Al_scaffold_0871_1, fgenesh1_pg.C_scaffold_4001602
OG0000287	Sp6g09010.1, Sp6g09020.1	fgenesh2_kg.6__2909__AT4G08780.1, fgenesh1_pm.C_scaffold_6002329, fgenesh2_kg.6__2906__AT4G08770.1
OG0000287	Sp3g27850.1	fgenesh1_pm.C_scaffold_5000600
OG0000287	Sp5g12960.1	fgenesh2_kg.5__1254__AT3G49110.1, fgenesh1_pm.C_scaffold_6002192, fgenesh2_kg.5__1256__AT3G49120.1
OG0000288	Sp4g03110.1	fgenesh2_kg.4__332__AT2G24170.1
OG0000288	Sp3g11970.1	fgenesh2_kg.3__1477__AT3G13772.1
OG0000288	Sp1g40790.1	fgenesh2_kg.1__4521__AT1G55130.1
OG0000288	Sp2g22430.1	scaffold_602609.1
OG0000288	Sp6g32620.1	scaffold_601101.1
OG0000289	Sp1g18070.1	Al_scaffold_0001_2116
OG0000289	Sp3g32010.1, Sp3g31150.1, Sp3g32020.1	Al_scaffold_0001_2158, Al_scaffold_0001_3190, Al_scaffold_0001_2129, Al_scaffold_0001_2124, Al_scaffold_0001_2167
OG0000289	Sp1g18400.1	Al_scaffold_0001_2120, fgenesh2_kg.1__2264__AT1G20740.1
OG0000290	Sp5g00560.1	fgenesh2_kg.5__2794__AT3G62960.1
OG0000290	Sp4g29790.1	scaffold_3900004.1, scaffold_403764.1
OG0000290	Sp1g05560.1	fgenesh2_kg.1__659__AT1G06830.1
OG0000290	Sp4g13090.1	scaffold_401543.1
OG0000291	Sp6g16080.1	scaffold_801911.1
OG0000291	Sp4g02010.1	fgenesh2_kg.7__1469__AT4G27560.1
OG0000291	Sp6g16060.1	fgenesh2_kg.2__622__AT1G64910.1
OG0000291	Sp6g16070.1	Al_scaffold_0002_826
OG0000292	Sp7g05350.1	scaffold_703698.1, scaffold_703699.1
OG0000293	Sp4g12050.1	fgenesh2_kg.4__910__AT2G29350.1
OG0000294	Sp4g06970.1	scaffold_800853.1, scaffold_800854.1
OG0000295	Sp1g31020.1	scaffold_304216.1, scaffold_800432.1, fgenesh1_pg.C_scaffold_1003680, fgenesh1_pg.C_scaffold_4000705, fgenesh1_pg.C_scaffold_1003800, fgenesh1_pg.C_scaffold_1003809, fgenesh1_pg.C_scaffold_5000515, fgenesh1_pg.C_scaffold_1001597, scaffold_400988.1, fgenesh1_pg.C_scaffold_7002104, Al_scaffold_0005_1586, Al_scaffold_0008_393
OG0000296	Sp5g23990.1	scaffold_301194.1
OG0000298	Sp3g05690.1	fgenesh2_kg.3__687__AT3G06720.1
OG0000298	Sp7g14620.1	scaffold_702897.1
OG0000298	Sp6g02050.1	fgenesh2_kg.6__3491__AT4G02150.1
OG0000300	Sp5g08570.1	Al_scaffold_0001_2269, fgenesh2_kg.5__1767__AT3G53810.1
OG0000300	Sp4g20080.1	fgenesh2_kg.4__1833__AT2G37710.1
OG0000300	Sp6g02320.1	fgenesh2_kg.6__3459__AT4G02420.1, scaffold_104221.1, scaffold_604033.1, fgenesh2_kg.6__3460__AT4G02410.1
OG0000302	Sp1g18220.1	fgenesh2_kg.1__2232__AT1G20510.1
OG0000303	Sp1g03190.1	fgenesh2_kg.1__368__AT1G04380.1
OG0000303	Sp6g21240.1	fgenesh2_kg.8__1904__AT5G59540.1, Al_scaffold_0008_2447
OG0000303	Sp1g03160.1, Sp1g03155.1	fgenesh2_kg.1__366__AT1G04350.1
OG0000304	Sp5g18080.1, Sp5g18070.1, Sp1g14210.1, Sp3g32940.1	fgenesh2_kg.1__1743__AT1G15910.1
OG0000305	Sp7g27900.1, Sp7g27890.1	Al_scaffold_0007_1101
OG0000305	Sp7g27870.1, Sp7g27880.1	fgenesh2_kg.8__621__AT5G42242.1, scaffold_704263.1
OG0000305	Sp5g15500.1, Sp7g27850.1	fgenesh2_kg.7__1180__AT4G30070.1
OG0000306	SpUn0420_0010.1	scaffold_102018.1, fgenesh2_kg.3__1537__AT3G14210.1
OG0000306	Sp1g40450.1	fgenesh2_kg.1__4485__AT1G54020.2
