Orthogroup	Thellungiella_parvula	Boechera_stricta
OG0000106	Sp2g25130.1	Bostr.0124s0036.1.p, Bostr.26833s0043.1.p, Bostr.27991s0006.1.p, Bostr.27991s0161.1.p
OG0000108	Sp5g07750.1	Bostr.0697s0084.1.p
OG0000108	Sp4g21310.1	Bostr.23794s0176.1.p
OG0000109	Sp7g14520.1	Bostr.30275s0044.1.p
OG0000109	Sp1g38170.1	Bostr.26675s0040.1.p
OG0000109	Sp1g37590.1	Bostr.26527s0360.1.p, Bostr.26675s0099.1.p
OG0000110	Sp2g15055.1, Sp2g15060.1	Bostr.17016s0008.1.p, Bostr.0556s0253.1.p, Bostr.7867s0848.1.p
OG0000112	Sp7g12400.1, Sp3g28520.1, Sp7g03450.1	Bostr.7365s0020.1.p
OG0000113	Sp5g11010.1	Bostr.20903s0132.1.p
OG0000114	Sp6g25730.1	Bostr.26527s0351.1.p
OG0000114	Sp7g13960.1	Bostr.0597s0202.1.p, Bostr.0597s0203.1.p
OG0000114	Sp7g13930.1	Bostr.0597s0204.1.p
OG0000115	Sp6g26490.1	Bostr.26527s0433.1.p, Bostr.26527s0434.1.p, Bostr.26527s0432.1.p
OG0000115	Sp3g31620.1	Bostr.18351s0286.1.p
OG0000115	Sp5g11280.1	Bostr.6864s0152.1.p
OG0000116	Sp1g31050.1, Sp1g31170.1	Bostr.26833s0203.1.p
OG0000116	Sp6g39360.1	Bostr.13129s0459.1.p
OG0000116	Sp6g31960.1	Bostr.20055s0072.1.p
OG0000117	Sp4g25600.1	Bostr.25993s0429.1.p
OG0000117	Sp3g24100.1	Bostr.25993s0428.1.p
OG0000118	Sp1g21910.1	Bostr.29827s0235.1.p
OG0000118	Sp7g03745.1	Bostr.0556s0259.1.p, Bostr.10273s0389.1.p, Bostr.12659s0160.1.p, Bostr.13083s0049.1.p, Bostr.26833s0195.1.p, Bostr.15697s0386.1.p, Bostr.26833s0580.1.p, Bostr.15774s0029.1.p, Bostr.29827s0113.1.p, Bostr.2392s0046.1.p, Bostr.0568s0336.1.p, Bostr.5763s0008.1.p, Bostr.26675s0381.1.p, Bostr.19424s0749.1.p, Bostr.25460s0002.1.p, Bostr.10040s0114.1.p, Bostr.28625s0316.1.p, Bostr.19424s0741.1.p, Bostr.5342s0011.1.p
OG0000120	Sp1g00910.1	Bostr.5325s0057.1.p
OG0000120	Sp6g01080.1	Bostr.7365s0058.1.p
OG0000120	Sp4g28430.1	Bostr.25993s0128.1.p
OG0000121	Sp5g30950.1	Bostr.20129s0018.1.p, Bostr.20129s0020.1.p
OG0000123	Sp5g02600.1	Bostr.13158s0063.1.p
OG0000123	Sp4g27220.1, SpUn0031_0100.1	Bostr.25993s0257.1.p
OG0000123	Sp7g15090.1	Bostr.30275s0106.1.p
OG0000123	Sp3g24090.1	Bostr.24399s0062.1.p
OG0000123	Sp2g02520.1	Bostr.22157s0148.1.p
OG0000123	Sp7g20170.1	Bostr.10089s0019.1.p
OG0000124	Sp5g25877.1, SpUn0004_0250.1	Bostr.12857s0001.1.p
OG0000124	Sp5g18880.1	Bostr.26959s0356.1.p, Bostr.25570s0020.1.p, Bostr.15697s0222.1.p
OG0000124	Sp3g23235.1, Sp1g19405.1, Sp2g02943.1, Sp5g16405.1	Bostr.10273s0365.1.p
OG0000125	Sp4g03230.1, Sp4g03220.1	Bostr.8705s0003.1.p
OG0000126	Sp3g02580.1	Bostr.10058s0021.1.p, Bostr.0556s0618.1.p, Bostr.2021s0026.1.p
OG0000126	Sp3g02980.1	Bostr.2570s0308.1.p
OG0000128	Sp3g03500.1	Bostr.2570s0233.1.p
OG0000128	Sp3g03510.1	Bostr.20055s0056.1.p
OG0000130	Sp6g13955.1, Sp3g25725.1, Sp5g19285.1, SpUn0293_0017.1, SpUn0040_0003.1, SpUn0293_0015.1, Sp4g04515.1, Sp4g08820.1	Bostr.27895s0044.1.p
OG0000132	SpUn0030_0110.1, Sp3g31720.1	Bostr.18351s0300.1.p
OG0000132	Sp7g34210.1	Bostr.7867s1513.1.p
OG0000132	Sp1g17380.1	Bostr.7128s0554.1.p
OG0000132	Sp5g30410.1	Bostr.3288s0173.1.p
OG0000132	Sp4g00810.1	Bostr.5022s0065.1.p
OG0000133	Sp5g26020.1	Bostr.10273s0266.1.p
OG0000133	Sp5g26010.1	Bostr.10273s0267.1.p
OG0000133	Sp5g26030.1	Bostr.10273s0265.1.p, Bostr.10273s0262.1.p
OG0000134	Sp2g11310.1	Bostr.28243s0010.1.p, Bostr.8169s0022.1.p
OG0000135	Sp1g33820.1	Bostr.19424s0453.1.p
OG0000137	Sp1g25360.1, Sp1g25450.1	Bostr.15697s0240.1.p
OG0000138	Sp5g33500.1	Bostr.20129s0275.1.p
OG0000138	Sp4g15460.1	Bostr.23794s0789.1.p
OG0000138	Sp1g15300.1	Bostr.7128s0326.1.p
OG0000142	Sp1g33720.1, Sp5g16050.1, Sp7g11640.1	Bostr.8819s0002.1.p, Bostr.15774s0311.1.p, Bostr.18473s0213.1.p, Bostr.3593s0001.1.p, Bostr.13129s0130.1.p, Bostr.29827s0151.1.p
OG0000142	SpUn1230_0010.1	Bostr.29505s0033.1.p, Bostr.3279s0003.1.p, Bostr.19424s0343.1.p, Bostr.2199s0015.1.p
OG0000142	Sp5g12335.1	Bostr.25849s0029.1.p, Bostr.22252s0244.1.p
OG0000143	Sp3g16720.1	Bostr.19424s0797.1.p, Bostr.25375s0045.1.p, Bostr.25375s0043.1.p
OG0000143	Sp2g28440.1	Bostr.0568s0255.1.p
OG0000144	Sp4g27590.1	Bostr.24399s0054.1.p, Bostr.25993s0221.1.p, Bostr.25993s0220.1.p
OG0000144	Sp7g18740.1, Sp4g27620.1	Bostr.25993s0217.1.p, Bostr.25993s0219.1.p
OG0000144	Sp4g27610.1	Bostr.25993s0218.1.p
OG0000144	Sp4g27630.1	Bostr.25993s0216.1.p
OG0000146	Sp7g32970.1	Bostr.7867s1371.1.p
OG0000146	Sp7g32960.1	Bostr.10273s0473.1.p, Bostr.10273s0472.1.p
OG0000146	Sp3g30370.1	Bostr.18351s0166.1.p
OG0000146	Sp3g30360.1	Bostr.18351s0168.1.p, Bostr.18351s0169.1.p
OG0000149	Sp1g41790.1	Bostr.6758s0072.1.p
OG0000149	Sp2g08080.1	Bostr.26675s0154.1.p, Bostr.3359s0020.1.p, Bostr.2199s0046.1.p, Bostr.6758s0033.1.p, Bostr.2392s0057.1.p
OG0000149	Sp1g41780.1	Bostr.6758s0071.1.p, Bostr.17584s0012.1.p, Bostr.6758s0070.1.p
OG0000153	Sp6g21810.1, Sp6g21760.1, SpUn1070_0010.1	Bostr.26833s0223.1.p, Bostr.26833s0216.1.p, Bostr.25494s0002.1.p
OG0000154	Sp4g26560.1	Bostr.5763s0075.1.p, Bostr.5763s0064.1.p, Bostr.5763s0063.1.p
OG0000154	Sp5g03070.1	Bostr.11654s0002.1.p
OG0000154	Sp4g26550.1	Bostr.30057s0061.1.p
OG0000154	Sp4g26540.1	Bostr.25993s0325.1.p
OG0000155	Sp4g13520.1	Bostr.24513s0113.1.p, Bostr.24513s0125.1.p
OG0000156	Sp2g15480.1	Bostr.0556s0305.1.p
OG0000156	Sp2g15470.1	Bostr.0556s0303.1.p
OG0000156	Sp2g15450.1	Bostr.0556s0302.1.p
OG0000158	SpUn0333_0010.1	Bostr.25219s0525.1.p
OG0000158	Sp1g05640.1	Bostr.25219s0266.1.p
OG0000159	Sp1g38860.1	Bostr.0556s0795.1.p
OG0000162	Sp2g14240.1	Bostr.26833s0460.1.p, Bostr.0556s0148.1.p, Bostr.0556s0150.1.p, Bostr.28243s0034.1.p, Bostr.0556s0158.1.p, Bostr.11774s0003.1.p, Bostr.0556s0151.1.p, Bostr.28243s0030.1.p, Bostr.3148s0098.1.p, Bostr.28243s0032.1.p, Bostr.0556s0154.1.p, Bostr.0556s0145.1.p, Bostr.13709s0001.1.p, Bostr.0556s0153.1.p
OG0000162	Sp2g05790.1	Bostr.30057s0052.1.p
OG0000163	Sp3g23960.1	Bostr.3053s0022.1.p, Bostr.19424s0306.1.p, Bostr.3053s0012.1.p, Bostr.3053s0011.1.p, Bostr.3053s0014.1.p, Bostr.3053s0010.1.p
OG0000163	Sp3g24040.1, Sp3g24050.1, Sp3g24030.1	Bostr.3053s0001.1.p, Bostr.3053s0002.1.p
OG0000164	Sp7g20000.1	Bostr.10689s0112.1.p
OG0000164	Sp6g04140.1	Bostr.2983s0018.1.p
OG0000165	SpUn0001_0880.1, Sp1g30980.1	Bostr.29827s0020.1.p
OG0000167	Sp3g10720.1	Bostr.3640s0030.1.p
OG0000167	Sp1g14350.1	Bostr.1166s0002.1.p
OG0000167	Sp3g07820.1	Bostr.22252s0123.1.p
OG0000167	Sp6g40010.1	Bostr.6251s0022.1.p
OG0000170	Sp4g12440.1	Bostr.29246s0034.1.p, Bostr.20129s0165.1.p
OG0000171	Sp6g03520.1	Bostr.26675s0254.1.p, Bostr.26675s0253.1.p
OG0000173	Sp2g03710.1, Sp2g03770.1	Bostr.10040s0123.1.p
OG0000173	Sp5g22450.1	Bostr.13129s0496.1.p, Bostr.26959s0207.1.p
OG0000174	Sp5g21840.1	Bostr.26959s0238.1.p
OG0000174	Sp7g03900.1	Bostr.12645s0043.1.p
OG0000174	Sp2g17750.1	Bostr.0556s0569.1.p, Bostr.0556s0568.1.p
OG0000178	Sp1g04760.1	Bostr.25219s0371.1.p
OG0000178	Sp1g04320.1	Bostr.25219s0369.1.p, Bostr.25219s0370.1.p
OG0000179	Sp1g38300.1	Bostr.15654s0064.1.p
OG0000179	Sp5g16830.1	Bostr.11928s0001.1.p
OG0000179	Sp7g36370.1	Bostr.25542s0138.1.p
OG0000179	Sp7g12040.1	Bostr.7867s1071.1.p
OG0000179	Sp3g27400.1	Bostr.25542s0137.1.p
OG0000180	Sp1g17700.1, Sp5g30740.1	Bostr.3288s0214.1.p
OG0000180	Sp7g32500.1	Bostr.7867s1332.1.p
OG0000180	Sp7g32500.1	Bostr.25542s0075.1.p
OG0000180	Sp7g32500.1	Bostr.18351s0112.1.p
OG0000182	Sp7g14460.1	Bostr.30275s0033.1.p
OG0000182	Sp7g18420.1	Bostr.30275s0468.1.p
OG0000182	Sp2g13480.1	Bostr.24340s0005.1.p
OG0000183	Sp5g14170.1	Bostr.18473s0179.1.p
OG0000183	Sp2g24900.1	Bostr.26833s0063.1.p
OG0000183	Sp2g24940.1	Bostr.26833s0061.1.p
OG0000183	Sp5g14180.1	Bostr.18473s0180.1.p
OG0000183	Sp5g14185.1	Bostr.18473s0181.1.p
OG0000183	Sp5g14187.1	Bostr.18473s0183.1.p
OG0000184	Sp3g20240.1	Bostr.19424s0407.1.p, Bostr.13671s0187.1.p
OG0000185	Sp7g04470.1	Bostr.9638s0083.1.p
OG0000186	SpUn0988_0010.1	Bostr.15697s0182.1.p
OG0000186	Sp1g24835.1, Sp1g24830.1, Sp1g24820.1	Bostr.15697s0180.1.p
OG0000188	Sp2g07590.1, Sp1g33580.1, Sp3g24280.1, Sp5g19020.1, SpUn0171_0010.1, Sp3g29180.1, Sp4g02630.1	Bostr.19424s0355.1.p, Bostr.26326s0177.1.p, Bostr.18351s0090.1.p
OG0000190	Sp1g11260.1	Bostr.13671s0191.1.p
OG0000190	Sp1g11270.1	Bostr.1040s0041.1.p, Bostr.13671s0190.1.p
OG0000191	Sp6g18380.1	Bostr.26833s0598.1.p
OG0000191	Sp3g33100.1	Bostr.18351s0434.1.p
OG0000191	Sp7g27220.1	Bostr.7867s0783.1.p
OG0000191	Sp3g33090.1	Bostr.18351s0433.1.p
OG0000191	Sp7g27230.1	Bostr.7867s0784.1.p
OG0000192	Sp7g16080.1	Bostr.30275s0273.1.p
OG0000192	Sp1g01570.1	Bostr.4824s0023.1.p
OG0000192	Sp6g01670.1	Bostr.16335s0083.1.p
OG0000192	Sp5g01220.1	Bostr.13158s0220.1.p
OG0000192	Sp4g29000.1	Bostr.25993s0066.1.p
OG0000193	Sp1g35420.1	Bostr.25219s0551.1.p
OG0000193	Sp3g15940.1	Bostr.19424s0888.1.p
OG0000193	Sp5g21260.1	Bostr.26959s0298.1.p
OG0000193	Sp7g04500.1	Bostr.9638s0080.1.p
OG0000193	Sp6g27590.1	Bostr.2902s0394.1.p
OG0000194	Sp4g22790.1	Bostr.26326s0143.1.p
OG0000194	Sp7g13200.1	Bostr.2392s0017.1.p
OG0000194	Sp6g04670.1	Bostr.25463s0026.1.p
OG0000196	SpUn0001_0280.1, SpUn0146_0040.1, Sp7g03430.1, Sp3g27390.1, Sp6g12310.1, Sp5g15340.1, Sp4g09550.1, Sp5g15330.1, Sp6g02770.1, Sp5g18510.1, Sp5g22230.1, Sp6g09910.1, Sp7g06810.1, Sp7g13120.1, Sp6g09830.1, Sp6g12280.1, Sp1g34970.1, Sp4g05230.1, Sp1g34960.1, Sp7g12140.1, Sp4g03790.1, Sp7g02500.1, Sp7g05950.1, Sp6g07940.1, Sp5g20970.1, Sp3g29290.1	Bostr.26326s0090.1.p
OG0000197	Sp2g17840.1	Bostr.0568s0459.1.p, Bostr.7867s1377.1.p, Bostr.0568s0458.1.p
OG0000197	Sp6g15130.1	Bostr.7305s0085.1.p
OG0000199	Sp6g21520.1	Bostr.26833s0252.1.p
OG0000199	Sp5g15550.1	Bostr.18473s0335.1.p
OG0000199	Sp6g39230.1	Bostr.2128s0102.1.p
OG0000199	Sp3g08250.1	Bostr.22252s0076.1.p
OG0000199	Sp5g08740.1	Bostr.11793s0033.1.p, Bostr.23794s0338.1.p
OG0000201	Sp3g09390.1	Bostr.19424s1041.1.p
OG0000201	Sp4g03630.1	Bostr.27895s0015.1.p
OG0000201	Sp4g03720.1	Bostr.8705s0006.1.p, Bostr.8705s0004.1.p, Bostr.8705s0005.1.p
OG0000202	Sp1g37610.1, Sp1g37770.1	Bostr.15654s0027.1.p
OG0000202	Sp1g34800.1	Bostr.10058s0032.1.p, Bostr.15654s0053.1.p
OG0000205	Sp1g12430.1	Bostr.13671s0046.1.p
OG0000205	Sp3g28690.1	Bostr.26925s0001.1.p
OG0000206	Sp1g31410.1, Sp7g09030.1, SpUn0027_0100.1, Sp3g22620.1, Sp7g07830.1, Sp6g13440.1, Sp6g12040.1, Sp4g10160.1, Sp1g32560.1, Sp5g19760.1, Sp6g16040.1, Sp6g10260.1	Bostr.14419s0078.1.p, Bostr.26675s0044.1.p
OG0000207	Sp1g32350.1, Sp3g29360.1, Sp5g26950.1, Sp4g02440.1, Sp5g17950.1, SpUn0431_0020.1, Sp4g11850.1, Sp6g00200.1, Sp3g33800.1, SpUn0738_0010.1, Sp3g33810.1, Sp6g04560.1, Sp7g04240.1, Sp3g29490.1	Bostr.7200s0060.1.p
OG0000208	Sp7g07650.1, Sp3g32460.1, SpUn1255_0010.1, Sp3g31250.1, Sp3g31220.1, Sp7g00850.1, Sp4g10780.1, Sp6g08720.1, Sp6g08680.1, Sp5g03380.1, Sp5g03390.1, Sp5g03400.1, Sp5g03420.1, Sp5g03410.1, Sp2g03760.1, Sp2g03780.1	Bostr.10040s0126.1.p, Bostr.13158s0015.1.p, Bostr.25463s0427.1.p, Bostr.25463s0429.1.p
OG0000210	Sp4g13260.1, Sp4g13270.1	Bostr.12092s0001.1.p
OG0000211	Sp1g18850.1	Bostr.12845s0002.1.p
OG0000213	Sp1g20770.1	Bostr.7200s0161.1.p, Bostr.7200s0165.1.p, Bostr.10064s0002.1.p, Bostr.23794s0228.1.p, Bostr.7200s0117.1.p
OG0000214	Sp6g04370.1	Bostr.25463s0005.1.p
OG0000214	Sp6g04390.1	Bostr.7199s0002.1.p, Bostr.7199s0001.1.p, Bostr.2983s0174.1.p, Bostr.25463s0001.1.p, Bostr.25463s0004.1.p, Bostr.25463s0002.1.p, Bostr.13130s0001.1.p
OG0000216	Sp7g15710.1	Bostr.30275s0305.1.p
OG0000217	Sp5g26550.1	Bostr.10273s0208.1.p, Bostr.10273s0212.1.p
OG0000218	SpUn1204_0010.1	Bostr.13129s0045.1.p, Bostr.3148s0107.1.p
OG0000218	Sp2g26200.1	Bostr.0568s0501.1.p
OG0000218	Sp1g03080.1	Bostr.26675s0326.1.p
OG0000219	Sp5g02207.1	Bostr.27991s0107.1.p, Bostr.26675s0229.1.p, Bostr.26675s0231.1.p, Bostr.26675s0227.1.p, Bostr.26675s0228.1.p, Bostr.26675s0230.1.p
OG0000219	Sp5g02203.1	Bostr.13158s0108.1.p
OG0000222	Sp7g13630.1	Bostr.0597s0169.1.p
OG0000222	Sp3g19640.1	Bostr.19424s0485.1.p
OG0000222	Sp1g10650.1	Bostr.13671s0262.1.p
OG0000222	Sp6g04510.1	Bostr.25463s0016.1.p
OG0000222	Sp7g20270.1	Bostr.10089s0032.1.p
OG0000223	Sp3g18520.1	Bostr.19424s0602.1.p
OG0000223	Sp6g17360.1	Bostr.26833s0712.1.p
OG0000223	Sp5g21930.1	Bostr.26959s0213.1.p, Bostr.26959s0216.1.p, Bostr.26959s0215.1.p
OG0000223	Sp7g24660.1	Bostr.7867s0491.1.p
OG0000224	Sp7g31430.1	Bostr.7867s1564.1.p
OG0000226	Sp1g21550.1	Bostr.12659s0273.1.p, Bostr.12659s0272.1.p
OG0000226	Sp5g25130.1	Bostr.10273s0353.1.p
OG0000227	SpUn2053_0010.1	Bostr.12659s0216.1.p
OG0000228	Sp7g21310.1	Bostr.7867s0134.1.p
OG0000228	Sp6g00460.1	Bostr.10064s0064.1.p
OG0000228	Sp1g00700.1	Bostr.5325s0083.1.p
OG0000228	Sp5g01970.1	Bostr.13158s0136.1.p
OG0000228	Sp4g28030.1	Bostr.25993s0173.1.p
OG0000229	SpUn0416_0020.1, Sp6g03620.1	Bostr.2983s0081.1.p, Bostr.2983s0080.1.p
OG0000230	Sp1g25590.1	Bostr.15697s0267.1.p
OG0000230	Sp1g25620.1	Bostr.15697s0265.1.p
OG0000234	Sp5g33440.1	Bostr.20129s0269.1.p
OG0000234	Sp5g33470.1	Bostr.20129s0271.1.p
OG0000234	Sp1g15320.1, Sp1g15325.1	Bostr.7128s0329.1.p
OG0000235	Sp3g12880.1	Bostr.28625s0243.1.p
OG0000237	Sp3g31650.1	Bostr.18351s0293.1.p, Bostr.7903s0173.1.p
OG0000237	Sp4g02310.1	Bostr.27895s0155.1.p
OG0000237	Sp4g00760.1	Bostr.5022s0070.1.p
OG0000237	Sp7g36620.1	Bostr.25542s0110.1.p
OG0000238	Sp6g33260.1	Bostr.19272s0001.1.p
OG0000238	Sp2g28130.1	Bostr.4104s0001.1.p
OG0000238	Sp2g28150.1	Bostr.0568s0284.1.p
OG0000240	Sp4g01330.1	Bostr.5022s0005.1.p
OG0000240	Sp7g36000.1	Bostr.25542s0179.1.p
OG0000240	Sp2g28070.1	Bostr.0568s0292.1.p
OG0000240	Sp4g26700.1	Bostr.25993s0310.1.p
OG0000242	Sp1g22300.1	Bostr.12659s0358.1.p, Bostr.12659s0359.1.p, Bostr.12659s0356.1.p, Bostr.12659s0360.1.p, Bostr.12659s0355.1.p
OG0000244	Sp2g15540.1	Bostr.3148s0097.1.p, Bostr.2199s0056.1.p, Bostr.18351s0236.1.p
OG0000245	Sp7g19500.1	Bostr.10689s0086.1.p
OG0000245	Sp3g10230.1	Bostr.19424s1136.1.p
OG0000246	Sp3g21990.1	Bostr.2983s0005.1.p, Bostr.19424s0203.1.p, Bostr.19424s0202.1.p, Bostr.19424s0033.1.p
OG0000247	Sp7g01900.1	Bostr.3751s0035.1.p, Bostr.3751s0028.1.p, Bostr.3751s0023.1.p, Bostr.3751s0032.1.p, Bostr.3751s0040.1.p
OG0000248	Sp4g19160.1	Bostr.23794s0406.1.p
OG0000248	Sp3g15570.1	Bostr.19424s0925.1.p
OG0000248	Sp4g29070.1	Bostr.25993s0058.1.p
OG0000248	Sp6g01690.1	Bostr.16335s0081.1.p
OG0000249	Sp7g07730.1, Sp5g17540.1, Sp5g13405.1, Sp5g20850.1	Bostr.9638s0046.1.p
OG0000250	Sp6g31210.1, Sp6g31220.1	Bostr.2902s0012.1.p
OG0000251	Sp7g13550.1	Bostr.0597s0163.1.p
OG0000252	Sp1g19860.1	Bostr.12659s0092.1.p
OG0000252	Sp1g19830.1	Bostr.12659s0089.1.p, Bostr.12659s0085.1.p, Bostr.12659s0086.1.p
OG0000252	Sp1g19870.1, Sp1g19880.1	Bostr.3359s0151.1.p
OG0000256	Sp6g15740.1	Bostr.26833s0913.1.p
OG0000257	Sp2g05830.1, Sp1g08280.1, Sp1g08200.1, Sp2g05630.1	Bostr.18857s0001.1.p
OG0000258	Sp2g16930.1	Bostr.0556s0464.1.p
OG0000258	Sp1g22530.1	Bostr.12659s0388.1.p
OG0000258	Sp5g23810.1	Bostr.26959s0018.1.p
OG0000258	SpUn0138_0010.1, Sp1g11730.1	Bostr.13671s0125.1.p
OG0000258	Sp2g14890.1	Bostr.0556s0231.1.p
OG0000259	Sp7g03610.1	Bostr.27895s0166.1.p
OG0000261	Sp3g19130.1	Bostr.19424s0543.1.p
OG0000262	Sp5g33780.1	Bostr.10273s0401.1.p
OG0000264	Sp2g28600.1	Bostr.15697s0016.1.p
OG0000265	Sp2g06570.1, Sp2g06540.1	Bostr.8169s0048.1.p
OG0000265	Sp1g07800.1	Bostr.25219s0029.1.p
OG0000265	Sp5g00940.1	Bostr.13158s0256.1.p
OG0000265	Sp6g01970.1	Bostr.4096s0001.1.p
OG0000266	Sp6g34590.1	Bostr.13129s0124.1.p
OG0000266	Sp2g23810.1, Sp2g23800.1	Bostr.10199s0115.1.p, Bostr.10199s0114.1.p, Bostr.10199s0116.1.p
OG0000267	Sp6g04860.1	Bostr.2570s0082.1.p
OG0000268	Sp4g26440.1	Bostr.27991s0099.1.p
OG0000268	Sp4g26470.1	Bostr.25993s0335.1.p
OG0000268	Sp4g26430.1	Bostr.25993s0333.1.p
OG0000269	Sp1g20160.1	Bostr.12659s0118.1.p
OG0000269	Sp5g27070.1	Bostr.10273s0153.1.p
OG0000269	Sp7g32630.1	Bostr.7867s1345.1.p
OG0000269	Sp1g30310.1	Bostr.1774s0017.1.p
OG0000269	Sp6g08130.1	Bostr.25463s0373.1.p
OG0000271	Sp2g11740.1, Sp2g11750.1, Sp2g11730.1	Bostr.28243s0037.1.p
OG0000271	Sp2g11720.1	Bostr.28243s0039.1.p, Bostr.28243s0038.1.p
OG0000272	Sp1g20220.1	Bostr.12659s0125.1.p
OG0000272	Sp6g36710.1	Bostr.13129s0356.1.p, Bostr.0556s0380.1.p, Bostr.10199s0011.1.p, Bostr.18351s0216.1.p
OG0000272	Sp5g26960.1	Bostr.10273s0164.1.p, Bostr.10273s0165.1.p
OG0000275	Sp3g19790.1, Sp3g19800.1	Bostr.19424s0465.1.p, Bostr.19424s0466.1.p, Bostr.26833s0859.1.p
OG0000276	Sp5g33590.1	Bostr.20129s0284.1.p
OG0000276	Sp1g41560.1, Sp1g41550.1	Bostr.7128s0035.1.p
OG0000276	Sp7g13520.1	Bostr.29442s0001.1.p
OG0000278	Sp5g20790.1	Bostr.26675s0298.1.p
OG0000279	Sp6g04440.1	Bostr.25463s0010.1.p
OG0000279	Sp2g05940.1	Bostr.30057s0002.1.p
OG0000279	Sp1g10560.1	Bostr.13671s0268.1.p
OG0000279	Sp2g02340.1	Bostr.22157s0127.1.p
OG0000280	Sp4g19030.1	Bostr.23794s0418.1.p
OG0000280	Sp4g19060.1, Sp4g19040.1	Bostr.23794s0415.1.p
OG0000280	Sp4g19050.1	Bostr.23794s0417.1.p, Bostr.23794s0416.1.p
OG0000281	Sp5g32700.1	Bostr.20129s0187.1.p
OG0000281	Sp2g01440.1	Bostr.22157s0006.1.p
OG0000282	Sp6g28910.1	Bostr.2902s0250.1.p
OG0000282	Sp1g21830.1	Bostr.12659s0300.1.p
OG0000282	Sp2g17480.1	Bostr.0556s0535.1.p
OG0000282	Sp7g02200.1	Bostr.10058s0009.1.p
OG0000283	Sp4g17470.1	Bostr.23794s0576.1.p
OG0000287	Sp6g09010.1, Sp6g09020.1	Bostr.9686s0004.1.p, Bostr.9686s0005.1.p
OG0000287	Sp3g27850.1	Bostr.0556s0638.1.p
OG0000287	Sp5g12960.1	Bostr.18473s0040.1.p, Bostr.18473s0043.1.p, Bostr.18473s0039.1.p
OG0000288	Sp4g03110.1	Bostr.27895s0070.1.p
OG0000288	Sp3g11970.1	Bostr.3640s0174.1.p
OG0000288	Sp2g22430.1	Bostr.5763s0011.1.p
OG0000288	Sp6g32620.1	Bostr.13175s0019.1.p
OG0000289	Sp3g32010.1, Sp3g31150.1, Sp3g32020.1	Bostr.7128s0011.1.p, Bostr.7128s0031.1.p, Bostr.7128s0030.1.p, Bostr.3279s0001.1.p, Bostr.7128s0704.1.p
OG0000290	Sp5g00560.1	Bostr.13158s0298.1.p
OG0000290	Sp4g29790.1	Bostr.13208s0029.1.p
OG0000290	Sp4g13090.1	Bostr.24513s0182.1.p
OG0000291	Sp6g16080.1	Bostr.26833s0875.1.p, Bostr.26833s0858.1.p
OG0000291	Sp4g02010.1	Bostr.7867s0578.1.p
OG0000291	Sp6g16060.1	Bostr.21554s0010.1.p
OG0000296	Sp5g23990.1	Bostr.22252s0017.1.p
OG0000298	Sp2g19660.1	Bostr.15774s0062.1.p
OG0000298	Sp3g05690.1	Bostr.6192s0006.1.p, Bostr.22252s0364.1.p
OG0000298	Sp7g14620.1	Bostr.30275s0056.1.p
OG0000298	Sp6g02050.1	Bostr.16335s0040.1.p
OG0000300	Sp5g08570.1	Bostr.11793s0011.1.p
OG0000300	Sp4g20080.1	Bostr.23794s0304.1.p
OG0000300	Sp6g02320.1	Bostr.16335s0001.1.p, Bostr.16335s0009.1.p, Bostr.9741s0003.1.p, Bostr.9741s0002.1.p, Bostr.9741s0008.1.p, Bostr.2983s0221.1.p, Bostr.2983s0225.1.p, Bostr.9741s0014.1.p, Bostr.16335s0004.1.p, Bostr.9741s0007.1.p, Bostr.9741s0010.1.p, Bostr.16335s0007.1.p, Bostr.2983s0222.1.p, Bostr.9741s0005.1.p, Bostr.16335s0010.1.p, Bostr.16335s0006.1.p, Bostr.16335s0002.1.p, Bostr.9741s0001.1.p
OG0000302	Sp1g18220.1	Bostr.29654s0001.1.p
OG0000302	Sp1g18190.1	Bostr.7128s0644.1.p
OG0000303	Sp1g03190.1	Bostr.26675s0316.1.p
OG0000303	Sp6g21240.1	Bostr.26833s0283.1.p, Bostr.26833s0285.1.p, Bostr.26833s0288.1.p, Bostr.26833s0291.1.p, Bostr.26833s0286.1.p
OG0000304	Sp5g34970.1	Bostr.20129s0430.1.p
OG0000304	Sp5g18080.1, Sp5g18070.1, Sp1g14210.1, Sp3g32940.1	Bostr.7128s0210.1.p
OG0000305	Sp7g27900.1, Sp7g27890.1	Bostr.7867s0858.1.p
OG0000305	Sp7g27870.1, Sp7g27880.1	Bostr.27895s0104.1.p, Bostr.3148s0283.1.p, Bostr.12645s0024.1.p
OG0000305	Sp5g15500.1, Sp7g27850.1	Bostr.7867s0856.1.p
OG0000306	SpUn0420_0010.1	Bostr.28625s0280.1.p
OG0000306	Sp1g40440.1	Bostr.7128s0083.1.p
OG0000307	Sp6g22230.1	Bostr.26833s0172.1.p
OG0000307	Sp4g19480.1, Sp4g19490.1	Bostr.23794s0372.1.p, Bostr.23794s0367.1.p, Bostr.23794s0371.1.p
OG0000307	Sp5g08920.1	Bostr.11793s0052.1.p
OG0000308	Sp1g20900.1	Bostr.12659s0207.1.p
OG0000308	Sp7g15210.1	Bostr.30275s0115.1.p
OG0000308	Sp1g21390.1	Bostr.12659s0244.1.p
OG0000308	Sp6g27960.1	Bostr.2902s0355.1.p
