Orthogroup	Thellungiella_parvula	Arabidopsis_thaliana
OG0000240	Sp2g28070.1	AT5G64990
OG0000240	Sp4g26700.1	AT2G44610
OG0000242	Sp4g21040.1, Sp7g18880.1, Sp7g18900.1, Sp7g18870.1	AT4G20800
OG0000242	Sp1g22300.1	AT1G26400, AT1G26410, AT1G26380, AT1G26420
OG0000242	Sp1g22310.1	AT1G26390
OG0000244	Sp2g15540.1	AT4G03040
OG0000244	Sp7g05090.1	AT5G33330
OG0000245	Sp7g19500.1	AT4G21380
OG0000245	Sp3g10230.1	AT3G12000
OG0000246	Sp3g21990.1	AT3G23950, AT3G23970
OG0000247	Sp7g01900.1	AT5G40100
OG0000247	Sp5g27880.1	AT4G09430
OG0000248	Sp4g19160.1	AT2G36880
OG0000248	Sp3g15570.1	AT3G17390
OG0000248	Sp6g01690.1	AT4G01850
OG0000249	Sp7g07730.1, Sp5g17540.1, Sp5g13405.1, Sp5g20850.1	AT3G32960
OG0000250	Sp6g15520.1	AT5G53380
OG0000250	Sp6g31210.1, Sp6g31220.1	AT5G16350, AT5G12420
OG0000251	Sp7g13500.1	AT4G15310
OG0000251	Sp7g13540.1	AT3G30290
OG0000251	Sp7g13550.1	AT1G65670, AT4G15300, AT4G15396, AT4G15393
OG0000252	Sp1g19860.1	AT1G22380
OG0000252	Sp1g19850.1	AT1G22370
OG0000252	Sp1g19830.1	AT1G22360
OG0000252	Sp1g19880.1	AT1G22400
OG0000256	Sp6g15740.1	AT1G51370
OG0000258	Sp2g16930.1	AT3G27870
OG0000258	Sp1g22530.1	AT1G26130
OG0000258	Sp5g23810.1	AT1G68710
OG0000258	SpUn0138_0010.1, Sp1g11730.1	AT1G13210
OG0000258	Sp2g14890.1	AT3G25610
OG0000259	Sp7g03610.1	AT2G23142, AT2G23148, AT5G38435, AT5G38440
OG0000261	Sp3g19130.1	AT3G21130
OG0000262	Sp5g33780.1	AT1G69630
OG0000265	Sp2g06570.1, Sp2g06540.1	AT1G56330
OG0000265	Sp1g07800.1	AT1G09180
OG0000265	Sp5g00940.1	AT3G62560
OG0000265	Sp1g01620.1	AT1G02620
OG0000266	Sp6g34590.1	AT5G08350
OG0000266	Sp2g23810.1, Sp2g23800.1	AT5G23360, AT5G23350, AT5G23370
OG0000268	Sp4g26440.1	AT2G28270
OG0000268	Sp4g26470.1	AT2G44380, AT2G44390
OG0000268	Sp4g26430.1	AT2G44370
OG0000269	Sp1g20160.1	AT1G22650
OG0000269	Sp5g27070.1	AT1G72000
OG0000269	Sp7g32630.1	AT4G34860
OG0000269	Sp1g30310.1	AT1G35580
OG0000269	Sp6g08130.1	AT4G09510
OG0000270	Sp2g04010.1	AT1G60750
OG0000270	Sp2g04020.1	AT1G60690
OG0000271	Sp2g11740.1, Sp2g11750.1, Sp2g11730.1	AT5G46950, AT5G46960
OG0000271	Sp2g11720.1	AT5G46930, AT5G46940
OG0000271	Sp2g11760.1	AT5G46970
OG0000272	Sp1g20220.1	AT1G22710
OG0000272	Sp6g36710.1	AT5G06170, AT5G43610, AT2G14670, AT1G66570
OG0000272	Sp5g26960.1	AT1G71890, AT1G71880
OG0000275	Sp3g19790.1, Sp3g19800.1	AT3G21800, AT3G21790
OG0000275	Sp7g13480.1	AT4G15270, AT4G15280, AT4G15260
OG0000276	Sp5g33590.1	AT1G78490
OG0000276	Sp1g41560.1, Sp1g41550.1	AT1G55940
OG0000276	Sp7g13520.1	AT3G44970
OG0000278	Sp5g20790.1	AT4G20095, AT2G20620
OG0000279	Sp6g04440.1	AT4G04460
OG0000279	Sp1g10560.1	AT1G11910
OG0000279	Sp2g02340.1	AT1G62290
OG0000280	Sp4g19030.1	AT2G36750
OG0000280	Sp4g19060.1, Sp4g19040.1	AT2G36790, AT2G36800
OG0000280	Sp4g19050.1	AT2G36770, AT2G36780
OG0000281	Sp5g32700.1	AT1G77520
OG0000281	Sp2g01440.1	AT1G63140, AT1G62900
OG0000282	Sp6g28910.1	AT5G15160
OG0000282	Sp1g21830.1	AT1G26945
OG0000282	Sp2g17480.1	AT3G28857
OG0000282	Sp7g02200.1	AT5G39860
OG0000283	Sp4g17470.1	AT2G35250
OG0000286	SpUn0089_0010.1, Sp1g30400.1, SpUn0001_0790.1, SpUn0001_0460.1, Sp7g06740.1, Sp4g06400.1, Sp5g18700.1, SpUn0001_0660.1, SpUn0396_0010.1, Sp7g07610.1, Sp3g25440.1, Sp2g05060.1, Sp5g18200.1, Sp1g33010.1, Sp6g08730.1	AT4G03728
OG0000287	Sp6g09010.1, Sp6g09020.1	AT4G08780, AT4G08770
OG0000287	Sp3g27850.1	AT3G32980
OG0000287	Sp5g12960.1	AT3G49110, AT3G49120
OG0000288	Sp4g03110.1	AT2G24170
OG0000288	Sp3g11970.1	AT3G13772
OG0000288	Sp1g40790.1	AT1G55130
OG0000288	Sp2g22430.1	AT5G25100
OG0000288	Sp6g32620.1	AT5G10840
OG0000289	Sp3g32010.1, Sp3g31150.1, Sp3g32020.1	AT1G20680, AT1G20405
OG0000289	Sp1g18400.1	AT1G20730, AT1G20740
OG0000290	Sp5g00560.1	AT3G62960
OG0000290	Sp4g29790.1	AT2G47880
OG0000290	Sp1g05560.1	AT1G06830
OG0000290	Sp4g13090.1	AT2G30540
OG0000291	Sp6g16080.1	AT5G54010
OG0000291	Sp4g02010.1	AT4G27570, AT4G27560
OG0000291	Sp6g16060.1	AT1G64910
OG0000291	Sp6g16070.1	AT1G64920
OG0000292	Sp7g05350.1	AT5G37890
OG0000293	Sp4g12050.1	AT2G29350
OG0000295	Sp1g31020.1	AT2G07190
OG0000296	Sp5g23990.1	AT3G10455
OG0000298	Sp2g19660.1	AT5G49310
OG0000298	Sp3g05690.1	AT3G06720
OG0000298	Sp7g14620.1	AT4G16143
OG0000298	Sp6g02050.1	AT4G02150
OG0000300	Sp5g08570.1	AT3G53810
OG0000300	Sp4g20080.1	AT2G37710
OG0000300	Sp6g02320.1	AT4G02420, AT4G02410
OG0000302	Sp1g18220.1	AT1G20510
OG0000302	Sp1g18190.1	AT1G20480
OG0000302	Sp1g18195.1, Sp1g18200.1	AT1G20500, AT1G20490
OG0000303	Sp1g03190.1	AT1G04380
OG0000303	Sp6g21240.1	AT5G59540, AT5G59530
OG0000303	Sp1g03160.1, Sp1g03155.1	AT1G04350
OG0000304	Sp5g34970.1	AT1G80790
OG0000304	Sp5g18080.1, Sp5g18070.1, Sp1g14210.1, Sp3g32940.1	AT4G00380, AT1G15910
OG0000305	Sp7g27900.1, Sp7g27890.1	AT4G30074
OG0000305	Sp7g27870.1, Sp7g27880.1	AT5G38330, AT5G42242, AT5G38317
OG0000305	Sp5g15500.1, Sp7g27850.1	AT4G30070
OG0000306	SpUn0420_0010.1	AT3G14210
OG0000306	Sp1g40450.1	AT1G54020
OG0000306	Sp1g40440.1	AT1G54000, AT1G54010
OG0000307	Sp6g22230.1	AT5G60660
OG0000307	Sp4g19480.1, Sp4g19490.1	AT2G37170, AT2G37180
OG0000307	Sp5g08920.1	AT3G53420
OG0000308	Sp1g20900.1	AT1G23480
OG0000308	Sp7g15210.1	AT4G16590
OG0000308	Sp1g21390.1	AT1G24070
OG0000308	Sp6g27960.1	AT5G16190
OG0000308	Sp7g10970.1	AT4G13410
OG0000309	Sp1g35035.1	AT5G36658, AT5G36738, AT5G36661, AT5G36659, AT5G36320, AT5G36739, AT5G36662, AT3G42565, AT5G36657, AT5G36370, AT5G36540, AT5G36330, AT5G36340, AT5G36310, AT5G36470, AT5G36440, AT5G36390, AT5G36430, AT5G36450, AT5G36360, AT5G36350, AT5G36420, AT5G36400, AT5G36380, AT5G36410, AT5G36460, AT5G36550, AT5G36490, AT5G36500, AT5G36520, AT5G36480, AT5G42895, AT4G09545, AT5G51105, AT5G44495, AT2G24205, AT5G60945, AT5G60964
OG0000310	Sp5g13740.1	AT3G48300
OG0000313	Sp4g09570.1	AT1G42700
OG0000314	Sp3g11850.1	AT3G13650
OG0000314	Sp1g40900.1	AT1G55210
OG0000315	Sp2g00680.1	AT2G14540, AT1G62170, AT1G62160
OG0000316	Sp1g16700.1	AT1G18710
OG0000316	Sp5g29600.1	AT1G74430
OG0000317	Sp1g39310.1	AT1G52740
OG0000317	Sp4g21200.1	AT2G38810
OG0000318	Sp5g03460.1	AT3G59730, AT3G59740, AT3G59750
OG0000318	Sp5g03480.1	AT3G59700
OG0000319	Sp5g03080.1	AT3G60130
OG0000319	Sp2g05280.1, Sp5g13370.1	AT2G25630, AT5G44640, AT5G42260
OG0000319	Sp4g26530.1	AT2G44450
OG0000321	Sp1g22210.1	AT1G26570
OG0000321	Sp7g02670.1	AT5G39320
OG0000321	Sp2g17950.1	AT3G29360
OG0000321	Sp6g28610.1	AT5G15490
OG0000322	Sp1g21040.1, Sp1g21000.1, Sp1g21050.1	AT1G23570, AT1G23580
OG0000322	Sp1g21060.1	AT1G23600
OG0000322	Sp1g21090.1	AT1G23690
OG0000323	Sp4g13990.1	AT2G24560, AT1G58430, AT2G31550, AT2G31540
OG0000324	Sp7g08970.1	AT5G36225, AT2G17905
OG0000324	Sp6g10660.1	AT3G31430
OG0000325	Sp2g15400.1	AT3G26210
OG0000325	Sp1g11640.1	AT1G13110
OG0000325	Sp1g11630.1	AT1G13100
OG0000325	Sp1g32170.1	AT3G26830, AT1G13090
OG0000327	Sp7g13440.1	AT4G15233, AT4G15236
OG0000327	Sp7g13430.1	AT4G15230, AT4G15215
OG0000327	Sp5g08860.1	AT3G53480
OG0000327	Sp4g19600.1, Sp4g19595.1	AT2G37280
OG0000328	Sp6g05180.1, Sp6g05200.1	AT4G10695, AT4G10660, AT4G10700
OG0000328	Sp4g03050.1, Sp6g05700.1, Sp6g05210.1	AT4G00893, AT4G12382
OG0000328	Sp6g05220.1	AT4G12370
OG0000329	Sp1g03420.1	AT1G04580
OG0000329	Sp4g09940.1	AT2G27150
OG0000329	Sp5g17560.1	AT3G43600
OG0000329	Sp6g23560.1	AT5G20960
OG0000330	Sp3g28350.1	AT2G14900
OG0000330	Sp1g09260.1	AT2G39540, AT1G10588
OG0000330	Sp6g21530.1	AT5G59845
OG0000332	Sp4g02340.1	AT2G23350
OG0000332	Sp1g36650.1	AT1G49760
OG0000332	Sp7g31820.1	AT4G34110
OG0000332	Sp3g28770.1	AT2G15500
OG0000333	Sp5g34370.1	AT2G34430
OG0000334	Sp3g07860.1	AT3G09500
OG0000334	Sp4g21700.1	AT2G39390
OG0000335	Sp5g08120.1	AT3G54270
OG0000335	Sp1g38100.1	AT1G51420
OG0000335	Sp5g09940.1	AT3G52340
OG0000335	Sp4g18100.1	AT2G35840
OG0000336	Sp7g02930.1, Sp7g02920.1	AT5G38910, AT5G38940, AT5G38930
OG0000337	Sp7g13380.1	AT4G15160
OG0000337	Sp2g02090.1	AT1G62500
OG0000338	Sp3g01520.1	AT3G02480
OG0000338	Sp6g28150.1	AT5G15970, AT5G15960
OG0000338	Sp6g15890.1	AT5G53820
OG0000338	SpUn0185_0020.1	AT5G38760
OG0000339	Sp5g22080.1	AT5G26865, AT5G27944, AT5G27090, AT5G27070, AT5G26950, AT5G27050, AT5G27580
OG0000340	Sp7g19090.1	AT4G21080, AT4G21040, AT4G21030, AT4G21050
OG0000342	Sp2g13200.1	AT2G01750
OG0000342	Sp1g13280.1	AT1G14840
OG0000342	Sp5g23060.1	AT1G68060
OG0000342	Sp1g23090.1	AT1G24764
OG0000343	Sp5g28230.1	AT1G73260
OG0000345	Sp3g27100.1	AT2G13800, AT2G13790
OG0000345	Sp7g31130.1	AT4G33430
OG0000345	SpUn0020_0110.1, Sp5g26860.1	AT1G71830
OG0000345	Sp1g29440.1	AT1G34210
OG0000346	Sp5g34390.1	AT1G79330
OG0000346	Sp5g34380.1	AT1G79310
OG0000346	Sp5g34400.1, Sp7g12170.1	AT1G79340
OG0000347	Sp1g03590.1	AT1G04760
OG0000347	Sp4g15440.1	AT2G33120
OG0000347	Sp1g03580.1	AT1G04750
OG0000349	Sp7g29610.1	AT3G43710
OG0000349	Sp1g37820.1	AT4G39290
OG0000350	Sp1g09320.1, Sp3g15230.1	AT3G17010
OG0000350	Sp6g26220.1	AT5G18090
OG0000350	Sp6g26290.1	AT5G18000
OG0000351	Sp1g36330.1	AT1G49490
OG0000351	Sp7g31700.1	AT4G33970
OG0000351	Sp3g17120.1	AT3G19020
OG0000352	Sp1g15070.1	AT1G16930, AT1G16945
OG0000352	Sp4g03380.1	AT1G60400, AT1G60410, AT1G80470
OG0000354	Sp2g24890.1	AT5G61680
OG0000354	Sp6g35460.1	AT1G69940, AT5G07410
OG0000354	Sp6g35450.1	AT5G07420
OG0000354	Sp6g35440.1	AT5G07430
OG0000355	Sp6g02780.1	AT4G02760
OG0000355	Sp6g02720.1, Sp6g02730.1, Sp6g02700.1	AT4G02735, AT4G02733, AT4G08535
OG0000355	Sp6g02760.1	AT4G02740
OG0000356	Sp5g09060.1	AT3G53280
OG0000356	Sp5g09050.1	AT3G44250
OG0000356	Sp5g09030.1	AT3G53300, AT5G35715
OG0000356	Sp5g09040.1	AT3G53290
OG0000357	Sp6g32820.1	AT5G10625
OG0000357	Sp2g22590.1	AT5G24860
OG0000357	Sp7g29240.1	AT4G31380
OG0000358	Sp2g13640.1, Sp2g13635.1	AT2G02360
OG0000358	Sp2g13620.1	AT2G02250, AT2G02240
OG0000359	Sp2g04290.1	AT2G40560, AT2G40500
OG0000360	Sp3g22440.1	AT3G24670
OG0000360	Sp7g10680.1	AT4G13210
OG0000360	Sp2g19290.1	AT5G48900
OG0000360	Sp3g05950.1	AT3G07010
OG0000362	Sp4g15300.1	AT2G32940
OG0000362	Sp6g23370.1	AT5G21150
OG0000362	Sp6g23510.1	AT5G21030
OG0000362	Sp4g08240.1	AT2G27040
OG0000363	Sp7g24230.1	AT4G26230
OG0000363	Sp6g18460.1	AT5G56710
OG0000363	Sp3g33070.1	AT2G19740
OG0000364	Sp3g18710.1	AT3G20670
OG0000364	Sp1g37780.1	AT1G51060
OG0000364	Sp6g16600.1	AT5G54640
OG0000364	Sp7g25150.1	AT4G27230
OG0000366	Sp7g13250.1, Sp7g13240.1	AT4G15050, AT1G10190, AT4G15056, AT4G15053
OG0000366	Sp7g04120.1	AT2G24950, AT5G37520
OG0000367	Sp4g23560.1	AT2G41240
OG0000367	Sp5g05610.1	AT3G56970
OG0000367	Sp5g05600.1	AT3G56980
OG0000368	Sp3g15030.1, Sp7g14510.1	AT3G16780
OG0000368	Sp1g01740.1	AT1G02780
OG0000368	Sp6g02130.1	AT4G02230
OG0000369	Sp4g14160.1, Sp7g00980.1	AT2G31780, AT2G31770, AT2G31760
OG0000369	Sp1g04720.1	AT1G05890
OG0000369	Sp4g13970.1	AT2G31510
OG0000370	Sp6g18280.1, Sp6g18290.1	AT5G56470
OG0000370	Sp4g28770.1	AT2G46740
OG0000370	Sp4g28780.1	AT2G46750
OG0000370	Sp4g28790.1	AT2G46760
OG0000371	SpUn0003_0080.1	AT3G48220, AT3G28223
OG0000372	Sp5g11780.1	AT1G57565, AT1G57580
OG0000372	Sp1g18490.1	AT1G20790
OG0000373	Sp5g15560.1, Sp6g21540.1, Sp1g06420.1	AT5G59850, AT1G07770, AT3G46040
OG0000374	Sp4g04720.1, Sp4g04740.1, Sp4g04700.1, Sp4g04710.1	AT2G25482
OG0000374	Sp2g20590.1	AT2G21655, AT3G29797, AT3G30247, AT2G21727
OG0000376	Sp1g25070.1	AT1G29140
OG0000376	Sp7g15430.1	AT5G45880, AT4G18596
OG0000379	Sp3g12800.1	AT3G14540, AT3G14520, AT1G31950
OG0000379	Sp1g39450.1	AT3G32030
OG0000379	Sp3g12810.1	AT1G33750, AT3G14490
OG0000379	Sp3g12790.1	AT3G29410
OG0000380	Sp6g17260.1	AT5G55340
OG0000380	Sp6g17270.1	AT5G55350
OG0000380	Sp6g17280.1	AT5G55360
OG0000381	Sp2g02460.1, Sp2g02470.1, Sp2g02400.1, Sp2g02420.1, Sp2g02440.1	AT1G62225
OG0000382	Sp5g11880.1	AT3G50300
OG0000382	Sp5g11900.1	AT3G50270
OG0000383	Sp3g13260.1	AT3G15060
OG0000383	Sp4g16300.1	AT2G33870
OG0000383	Sp1g24800.1	AT1G28550
OG0000384	Sp3g33440.1	AT2G20208
OG0000387	Sp5g34000.1	AT1G78955
OG0000387	Sp5g33990.1	AT1G78950
OG0000388	Sp2g00480.1	AT1G49920
OG0000389	Sp3g10820.1	AT3G12670
OG0000389	Sp7g18660.1	AT4G20320
OG0000389	Sp4g17170.1	AT2G34890
OG0000389	Sp1g26710.1	AT1G30820
OG0000390	Sp3g12510.1	AT3G14225
OG0000390	Sp1g40430.1	AT1G53990
OG0000391	Sp3g28980.1	AT1G33840, AT2G14560
OG0000391	Sp6g41010.1	AT5G01750
OG0000391	Sp3g09970.1	AT3G11740
OG0000392	SpUn0027_0050.1, Sp3g22570.1	AT3G24830
OG0000392	Sp3g06050.1	AT3G07110
OG0000392	Sp2g19170.1	AT5G48760
OG0000393	Sp5g09720.1, Sp3g09750.1, Sp4g18390.1, Sp6g36780.1	AT2G36160, AT3G11510, AT3G52580
OG0000394	Sp3g13040.1	AT3G14820
OG0000394	SpUn0004_0290.1	AT1G59406, AT1G59030, AT1G58725, AT3G43570, AT3G43550, AT1G58525
OG0000395	Sp1g01710.1	AT1G02730
OG0000395	Sp7g37560.1	AT4G38190
OG0000395	Sp3g02090.1	AT3G03050
OG0000395	Sp6g27200.1	AT5G16910
OG0000396	Sp6g24090.1	AT1G33220, AT5G20340, AT5G20330
OG0000396	Sp6g23920.1, Sp4g04300.1	AT5G20390
OG0000397	Sp6g14910.1, Sp6g14900.1, Sp6g14880.1, Sp6g09500.1, Sp6g14870.1	AT5G52750, AT5G52760, AT5G52770
OG0000398	Sp6g38360.1	AT5G04370
OG0000398	Sp3g09710.1	AT3G11480
OG0000401	Sp1g38810.1	AT1G52280
OG0000401	Sp1g36180.1	AT1G49300
OG0000401	Sp3g16910.1	AT3G18820
OG0000403	Sp7g30610.1	AT4G32840
OG0000403	Sp7g27150.1	AT4G29220
OG0000403	Sp7g24260.1	AT4G26270
OG0000403	Sp6g18410.1	AT5G56630
OG0000404	Sp2g23160.1	AT5G24150, AT5G24160
OG0000404	Sp2g23170.1	AT5G24140
OG0000405	Sp4g11080.1	AT2G28305
OG0000405	Sp5g08890.1	AT3G53450
OG0000405	Sp4g19530.1	AT2G37210
OG0000406	Sp2g22150.1	AT5G25400
OG0000406	Sp6g32330.1	AT5G11230
OG0000406	Sp4g04800.1	AT2G25520
OG0000406	Sp7g30170.1	AT4G32390
OG0000408	Sp1g03060.1	AT1G04250
OG0000408	Sp7g12640.1	AT4G14550
OG0000409	Sp2g20830.1	AT5G27670
OG0000409	Sp6g21570.1	AT5G59870
OG0000410	Sp7g30890.1, Sp7g09720.1	AT4G33145
OG0000411	Sp5g24910.1	AT5G62540
OG0000412	Sp5g36030.1	AT1G79750
OG0000412	Sp3g33230.1	AT2G19900
OG0000412	Sp2g21770.1	AT5G25880
OG0000412	Sp6g31940.1	AT5G11670
OG0000413	Sp6g26900.1	AT5G17330
OG0000413	Sp5g21030.1	AT1G65960
OG0000414	Sp7g28000.1, Sp7g27990.1	AT4G30140
OG0000414	Sp3g32440.1	AT2G19010
OG0000414	Sp3g32470.1	AT2G19060, AT2G19050
OG0000415	Sp7g08960.1	AT5G26617, AT2G13980, AT3G09510
OG0000415	Sp6g11330.1, Sp7g06900.1, Sp4g00970.1, Sp5g16840.1, Sp1g19240.1	AT3G25270, AT1G50160, AT2G04420
OG0000416	Sp3g28160.1	AT1G06630, AT3G60040
OG0000417	Sp5g14530.1	AT5G62300, AT3G45030
OG0000418	Sp6g40510.1	AT5G01140
OG0000418	Sp7g01870.1	AT5G01130
OG0000420	Sp1g15820.1	AT1G17745
OG0000420	Sp3g17530.1	AT3G19480
OG0000420	Sp7g31970.1	AT4G34200
OG0000421	Sp7g21500.1	AT4G23590
OG0000421	Sp7g21520.1	AT4G23600
OG0000422	Sp6g05860.1, SpUn0146_0030.1	AT4G11580
OG0000423	Sp7g00770.1	AT5G41120, AT5G41130
OG0000423	Sp2g15990.1, Sp2g15980.1	AT3G26820, AT3G26840
OG0000424	Sp6g09560.1, Sp3g18390.1, Sp3g18395.1	AT3G20370
OG0000425	Sp6g07170.1, Sp6g07160.1	AT4G10270
OG0000426	Sp5g13120.1, Sp2g23480.1	AT5G23740
OG0000427	Sp7g01750.1	AT5G40210
OG0000428	Sp5g02800.1	AT3G60415
OG0000428	Sp5g02790.1, Sp5g14680.1	AT3G60440
OG0000428	Sp5g02780.1	AT3G60450
OG0000430	Sp5g15020.1	AT3G46720
OG0000430	Sp5g15010.1, Sp6g08090.1	AT3G46700
OG0000431	Sp3g05300.1	AT1G26540, AT2G47230
OG0000432	Sp3g16850.1	AT3G18773
OG0000432	Sp1g36090.1, Sp1g36100.1	AT1G49220, AT1G49210, AT1G49200
OG0000433	Sp2g13540.1	AT2G02140
OG0000433	Sp2g13520.1, Sp2g13530.1	AT2G02120, AT2G02130
OG0000435	Sp6g16160.1	AT1G20320, AT5G54210
OG0000435	Sp3g17640.1	AT3G19600, AT3G19595, AT2G04930
OG0000436	Sp1g01920.1	AT1G02930, AT1G02920
OG0000436	SpUN0996_0010.1	AT4G02520, AT2G02930
OG0000437	Sp2g24530.1	AT5G61310
OG0000437	Sp5g01010.1	AT2G47380
OG0000438	Sp2g01360.1	AT1G63190
OG0000439	Sp2g13250.1	AT2G01820
OG0000439	Sp1g23130.1	AT1G24650
OG0000439	Sp5g21210.1	AT1G66150
OG0000440	Sp4g27760.1	AT3G61111
OG0000441	Sp7g02810.1	AT5G39130, AT5G39160, AT5G39190
OG0000441	Sp7g02820.1	AT5G39110, AT5G39120, AT5G39180, AT5G39150
OG0000442	Sp3g11730.1	AT3G13520
OG0000442	Sp1g41010.1	AT1G55330
OG0000442	Sp6g18330.1	AT5G56540
OG0000443	Sp2g04220.1	AT1G60530
OG0000443	Sp2g04230.1	AT1G60500
OG0000444	Sp2g03310.1, SpUn0101_0010.1	AT2G41920, AT2G34290, AT5G27790, AT2G05060, AT2G41910
OG0000445	Sp3g29590.1	AT2G16360
OG0000446	Sp4g03480.1	AT5G43200, AT3G28620, AT2G24480, AT2G24460, AT2G24285, AT3G42940
OG0000447	Sp6g17330.1	AT5G55410
OG0000447	Sp6g17340.1	AT5G55450
OG0000448	Sp4g19500.1	AT2G37190
OG0000448	Sp6g22240.1	AT5G60670
OG0000449	Sp2g18540.1	AT5G48140
OG0000449	Sp3g06760.1	AT3G07840
OG0000449	Sp3g06750.1	AT3G07820
OG0000450	Sp7g11200.1, Sp7g11600.1	AT4G13820
OG0000450	Sp7g11610.1, Sp7g11700.1	AT4G13920, AT4G13880, AT4G13810
OG0000451	Sp6g14810.1	AT5G52640
OG0000451	Sp6g17850.1	AT5G56000, AT5G56010, AT5G56030
OG0000452	Sp5g23480.1, SpUn0732_0010.1, Sp5g17990.1	AT3G42170
OG0000453	Sp2g03250.1	AT1G57570
OG0000454	Sp1g09190.1	AT1G10540
OG0000454	Sp2g04560.1	AT1G60030
OG0000454	Sp6g11820.1	AT5G49990
OG0000454	Sp2g26030.1	AT5G62890
OG0000455	Sp7g00150.1	AT5G41980
OG0000455	Sp7g08920.1	AT5G28730
OG0000455	Sp3g29190.1, Sp4g10210.1, Sp4g09120.1, Sp3g24730.1	AT3G30525, AT1G43722
OG0000455	Sp6g34460.1	AT5G28950, AT5G35695
OG0000456	Sp4g26880.1	AT2G44790
OG0000458	Sp2g11970.1	AT5G47160
OG0000458	Sp2g11960.1	AT5G47150
OG0000459	Sp6g27140.1	AT5G16970, AT5G16990, AT5G17000, AT5G16980
OG0000459	Sp1g22370.1	AT1G26320
OG0000459	Sp3g02120.1	AT3G03080
OG0000460	Sp4g02950.1	AT2G24040
OG0000460	Sp7g26050.1	AT4G28088
OG0000460	Sp7g28560.1	AT4G30650
OG0000460	Sp7g28570.1	AT4G30660
OG0000461	Sp5g03680.1	AT3G59480
OG0000461	Sp1g04840.1	AT1G06020, AT1G06030
OG0000461	Sp4g13870.1	AT2G31390
OG0000462	Sp1g35600.1	AT1G48630
OG0000462	Sp3g16240.1	AT3G18130
OG0000462	Sp1g16100.1	AT1G18080
OG0000463	Sp3g15830.1	AT3G17690
OG0000464	Sp7g32640.1	AT4G34870
OG0000464	Sp3g30130.1	AT2G16600
OG0000464	Sp7g37060.1	AT4G38740
OG0000464	Sp4g00280.1	AT2G21130
OG0000466	Sp3g07290.1, Sp5g24240.1	AT3G08900
OG0000466	Sp3g01300.1	AT3G02230
OG0000466	Sp6g28460.1	AT5G15650
OG0000467	Sp7g34070.1	AT4G36410
OG0000467	Sp1g33870.1	AT1G45050
OG0000467	Sp2g07750.1	AT5G42990
OG0000467	Sp5g30590.1	AT1G75440
OG0000469	Sp7g04890.1	AT3G12460, AT3G12430, AT3G12410, AT3G12420
OG0000469	Sp3g10600.1	AT3G12470
OG0000470	Sp1g11940.1	AT1G13470
OG0000472	Sp7g13110.1, Sp2g07490.1	AT5G26000
OG0000472	Sp2g02940.1	AT5G25980
OG0000473	Sp3g21180.1	AT3G23530, AT3G23510
OG0000476	Sp6g08240.1	AT3G30305
OG0000479	Sp1g01810.1	AT1G02830
OG0000479	Sp3g04410.1	AT3G05560
OG0000482	Sp5g05110.1	AT3G57490
OG0000483	Sp1g08090.1	AT1G66800
OG0000483	Sp1g08100.1	AT1G09480, AT1G09490
OG0000483	Sp1g08110.1, Sp5g24000.1	AT1G09510, AT1G09500
OG0000484	Sp3g01140.1	AT3G02080
OG0000484	Sp6g28580.1	AT5G15520
OG0000485	Sp4g25720.1	AT2G43620
OG0000486	Sp3g07260.1	AT3G08870
OG0000486	Sp6g40820.1	AT5G01540
OG0000486	Sp6g40830.1	AT5G01550
OG0000487	SpUn0020_0090.1, Sp5g26880.1	AT2G46960
OG0000488	Sp6g37040.1	AT5G05860
OG0000488	Sp6g37030.1	AT5G05870
OG0000488	Sp6g37010.1	AT5G05890
OG0000489	Sp7g17400.1	AT4G18660
OG0000489	Sp2g10750.1	AT5G45830
OG0000490	Sp5g16640.1	AT3G44550, AT3G44560
OG0000490	Sp5g16650.1	AT3G44540
OG0000490	Sp6g22760.1	AT5G22500
OG0000491	Sp6g20730.1	AT3G46565, AT1G35890
OG0000495	Sp5g31960.1	AT1G76800
OG0000495	Sp1g18790.1	AT1G21140
OG0000495	Sp1g37730.1	AT3G43660, AT3G43630
OG0000496	Sp6g21390.1	AT5G59720
OG0000496	Sp5g15400.1	AT3G46230
OG0000497	Sp6g03880.1	AT3G09990
OG0000497	Sp6g03860.1, Sp6g03870.1	AT4G05140
OG0000498	Sp7g36410.1	AT1G65340
OG0000498	Sp2g05710.1	AT1G57750
OG0000499	Sp1g27570.1	AT1G61470, AT1G27820, AT1G27890
OG0000500	Sp4g11310.1, SpUn0582_0020.1, Sp4g11030.1, Sp5g17010.1, SpUn0582_0010.1	AT2G28220, AT2G28225, AT2G28040, AT2G28010, AT2G28030
OG0000501	Sp4g11760.1	AT2G28950
OG0000501	Sp5g06980.1	AT3G55500
OG0000501	Sp4g21950.1	AT2G39700
OG0000502	Sp3g14790.1	AT3G16440
OG0000502	Sp3g14810.1	AT3G16460
OG0000503	Sp4g05750.1	AT2G26030, AT3G19085
OG0000504	Sp7g33910.1	AT4G36130
OG0000504	Sp5g11030.1	AT3G51190
OG0000504	Sp3g31450.1	AT2G18020
OG0000505	Sp6g23540.1	AT5G20980
OG0000505	Sp3g02760.1	AT3G03780
OG0000505	Sp6g26350.1	AT5G17920
OG0000506	Sp7g28170.1, SpUN0954_0010.1	AT4G30290, AT1G65310, AT4G30280
