Orthogroup	Thellungiella_parvula	Aethionema_arabicum
OG0000203	Sp6g38430.1, Sp6g39340.1	AA148G00010, AA137G00001, AA148G00008, AA93G00052, AA93G00035, AA63G00024, AA93G00039, AA93G00005, AA44G00523, AA137G00005, AA11G00026, AA40G00444, AA93G00033, AA40G00445, AA11G00028, AA11G00027, AA93G00047, AA93G00048, AA93G00051, AA81G00059, AA268G00004, AA46G00034, AA46G00079, AA93G00034, AA93G00049, AA93G00050, AA93G00002, AA93G00001, AA93G00038, AA93G00004, AA63G00023, AA93G00040
OG0000205	Sp1g12420.1, Sp1g12430.1, Sp3g28690.1	AA14G00016
OG0000207	Sp5g16920.1, Sp1g32350.1, Sp3g29360.1, Sp5g26950.1, Sp4g02440.1, Sp5g17950.1, SpUn0431_0020.1, Sp4g11850.1, Sp6g00200.1, Sp3g33800.1, SpUn0738_0010.1, Sp3g33810.1, Sp6g04560.1, Sp7g04240.1, Sp3g29490.1, Sp3g27860.1, Sp7g12620.1, Sp1g31030.1, Sp1g29450.1, Sp2g06040.1, Sp7g04070.1, SpUn0002_0800.1, Sp7g08950.1, Sp7g05880.1, Sp3g24950.1, Sp6g07960.1	AA240G00007
OG0000210	Sp7g10800.1	AA183G00004
OG0000210	Sp7g12870.1	AA40G00135, AA40G00133, AA356G00004, AA57G00265
OG0000210	Sp7g14120.1	AA131G00073, AA31G00003, AA31G00001, AA131G00074, AA131G00072
OG0000210	Sp4g13260.1, Sp4g13270.1	AA57G00264, AA57G00262, AA57G00508
OG0000211	Sp7g03550.1, Sp1g18850.1	AA39G00343, AA39G00814, AA205G00005, AA54G00014, AA54G00013, AA69G00031, AA39G00338, AA254G00002, AA16G00031, AA23G00080
OG0000214	Sp6g04370.1, Sp6g04390.1, Sp6g04380.1	AA57G00404, AA57G00400
OG0000216	Sp3g12390.1	AA15G00162, AA26G00135, AA26G00132
OG0000216	Sp7g15710.1	AA57G00117
OG0000216	Sp5g33480.1, Sp3g12720.1, Sp3g12710.1	AA26G00163
OG0000218	Sp6g33840.1, SpUn1204_0010.1, Sp2g26200.1	AA19G00127
OG0000219	Sp5g02207.1, Sp5g02203.1	AA61G00476
OG0000220	Sp7g14110.1	AA131G00071
OG0000222	Sp7g13630.1	AA87G00188
OG0000222	Sp3g19640.1	AA26G00806
OG0000222	Sp1g10650.1, Sp2g02300.1	AA53G01434
OG0000222	Sp6g04510.1	AA6G00280
OG0000222	Sp7g20270.1	AA57G00422
OG0000223	Sp6g17360.1	AA25G00090
OG0000223	Sp5g21930.1, Sp7g24660.1	AA10G00432
OG0000224	Sp7g31430.1	AA30G00349
OG0000226	Sp1g21550.1	AA2921G00001
OG0000228	Sp7g21310.1	AA54G00312
OG0000228	Sp6g00460.1, Sp1g00700.1, Sp5g01970.1, Sp4g28030.1	AA61G00505, AA21G00332
OG0000229	Sp1g06280.1, SpUn0416_0020.1, Sp6g03620.1	AA6G00200, AA6G00199, AA6G00196, AA6G00194, AA6G00191, AA6G00180, AA6G00193, AA6G00176, AA6G00207, AA6G00206, AA6G00195, AA6G00205, AA6G00177, AA6G00175, AA6G00179, AA6G00192, AA6G00189, AA6G00198, AA6G00197, AA6G00178
OG0000230	Sp1g25630.1	AA54G00382
OG0000234	Sp1g15320.1, Sp1g15325.1, Sp5g33450.1	AA31G00137
OG0000235	Sp3g12880.1, Sp3g12900.1, Sp3g12920.1, Sp3g12910.1	AA26G00185
OG0000237	Sp3g31650.1	AA144G00002
OG0000237	Sp7g34900.1	AA30G00237
OG0000237	Sp4g02310.1	AA46G00206
OG0000237	Sp4g00760.1	AA46G00084
OG0000237	Sp7g36620.1	AA20G00022
OG0000238	Sp6g33260.1	AA44G00277
OG0000238	Sp2g28150.1	AA4G00237
OG0000240	Sp4g01330.1, Sp7g36000.1	AA30G00350
OG0000240	Sp4g26700.1	AA21G00213
OG0000242	Sp4g21040.1, Sp7g18880.1, Sp7g18900.1, Sp7g18870.1, Sp1g22300.1, Sp1g22310.1	AA57G00288
OG0000244	Sp2g15540.1, Sp6g06150.1, Sp7g05090.1, Sp4g07090.1, Sp2g02790.1, Sp7g11060.1, Sp7g08400.1, Sp7g08380.1	AA543G00006, AA46G00126, AA73G00008, AA1111G00002, AA222G00002, AA598G00002, AA1469G00003
OG0000245	Sp7g19500.1, Sp5g20750.1, Sp5g20740.1, Sp3g10230.1, Sp7g19490.1	AA57G00342
OG0000246	Sp3g21990.1	AA164G00004, AA99G00001
OG0000247	Sp7g01900.1, Sp5g27880.1	AA31G00655
OG0000248	Sp4g19160.1	AA60G00102
OG0000248	Sp3g15570.1	AA26G00418
OG0000248	Sp4g29070.1	AA21G00433
OG0000248	Sp6g01690.1	AA32G00222
OG0000250	Sp6g15520.1	AA57G00502, AA60G00105, AA1G00078, AA1G00077
OG0000252	Sp1g19860.1, Sp1g19850.1, Sp1g19830.1, Sp1g19870.1, Sp1g19880.1	AA1620G00001
OG0000257	Sp2g05830.1, Sp1g08280.1, Sp1g08200.1, Sp2g05630.1	AA65G00020, AA65G00009
OG0000258	Sp2g16930.1	AA53G01027
OG0000258	Sp1g22530.1	AA39G00670
OG0000258	Sp5g23810.1	AA112G00006
OG0000258	SpUn0138_0010.1, Sp1g11730.1	AA65G00363
OG0000258	Sp2g14890.1	AA53G00803
OG0000265	Sp1g07800.1	AA42G00048
OG0000265	Sp1g01620.1	AA7G00011, AA32G00242
OG0000266	Sp6g34590.1	AA44G00158
OG0000266	Sp2g23810.1, Sp2g23800.1	AA5G00225
OG0000267	Sp6g04880.1, SpUn0302_0010.1, SpUn0779_0010.1, SpUn0302_0015.1, Sp3g04750.1, Sp6g04860.1	AA10G00034, AA10G00033
OG0000268	Sp4g26460.1, Sp4g26440.1, Sp4g26470.1, Sp4g26430.1	AA21G00193
OG0000269	Sp1g20160.1	AA39G00454
OG0000269	Sp5g27070.1	AA31G00126
OG0000269	Sp1g30310.1	AA54G00097
OG0000269	Sp6g08130.1	AA9G00190
OG0000270	Sp2g04010.1	AA53G00504
OG0000271	Sp2g11740.1, Sp2g11750.1, Sp2g11730.1, Sp2g11720.1, Sp2g11760.1	AA99G00013, AA357G00001, AA357G00002
OG0000272	Sp1g20220.1	AA39G00460
OG0000272	Sp6g36710.1, Sp5g26960.1	AA31G00115
OG0000275	Sp3g19790.1, Sp3g19800.1, Sp7g13480.1	AA621G00004, AA315G00001, AA28G00038
OG0000276	Sp5g33590.1	AA87G00361, AA87G00357, AA87G00364, AA87G00368, AA87G00360
OG0000276	Sp1g41560.1, Sp1g41550.1	AA15G00306
OG0000276	Sp7g13520.1	AA31G00725
OG0000277	Sp2g05140.1	AA32G00864, AA32G00861, AA115G00012, AA8G00337
OG0000278	Sp5g20790.1	AA102G00230, AA33G00329, AA67G00037, AA118G00030, AA79G00012, AA40G00308, AA36G00016, AA33G00071, AA33G00327, AA96G00107, AA96G00108, AA96G00106
OG0000279	Sp6g04440.1	AA6G00276
OG0000279	Sp1g10560.1	AA65G00240
OG0000280	Sp4g19030.1	AA60G00116
OG0000280	Sp4g19060.1, Sp4g19040.1	AA60G00110, AA60G00113, AA23G00015
OG0000281	Sp5g32700.1, Sp2g06080.1, Sp2g01440.1	AA53G01380
OG0000282	Sp6g28910.1	AA40G00572
OG0000282	Sp2g17480.1	AA53G01073
OG0000282	Sp7g02200.1	AA9G00050
OG0000286	Sp4g09210.1, Sp4g09500.1, Sp4g06020.1, SpUn0089_0010.1, Sp1g30400.1, SpUn0001_0790.1, SpUn0001_0460.1, Sp7g06740.1, Sp4g06400.1, Sp5g18700.1, SpUn0001_0660.1, SpUn0396_0010.1, Sp7g07610.1, Sp3g25440.1, Sp2g05060.1, Sp5g18200.1, Sp1g33010.1, Sp6g08730.1	AA87G00394
OG0000288	Sp4g03110.1	AA22G00094
OG0000288	Sp3g11970.1	AA26G00095
OG0000288	Sp1g40790.1	AA15G00196
OG0000288	Sp2g22430.1	AA12G00065
OG0000288	Sp6g32620.1	AA44G00345
OG0000290	Sp4g13090.1	AA32G00652
OG0000291	Sp6g16080.1	AA11G00064, AA11G00063
OG0000291	Sp4g02010.1, Sp6g16060.1, Sp6g16070.1	AA11G00062
OG0000292	Sp7g04100.1, Sp7g05350.1	AA60G00042
OG0000293	Sp4g12050.1	AA32G00753
OG0000298	Sp2g19660.1, Sp3g05690.1	AA29G00064
OG0000298	Sp7g14620.1	AA18G00184
OG0000300	Sp5g08570.1	AA62G00008
OG0000300	Sp4g20080.1, Sp6g02320.1	AA135G00011
OG0000302	Sp1g18190.1	AA39G00292
OG0000303	Sp6g21240.1	AA1G00171, AA1G00168
OG0000303	Sp1g03160.1, Sp1g03155.1	AA19G00115
OG0000304	Sp5g34970.1	AA31G00857
OG0000304	Sp5g18080.1, Sp5g18070.1, Sp1g14210.1, Sp3g32940.1	AA37G00156
OG0000305	Sp7g27900.1, Sp7g27890.1, Sp7g27870.1, Sp7g27880.1, Sp5g15500.1, Sp7g27850.1	AA102G00145
OG0000306	SpUn0420_0010.1	AA39G00113, AA93G00272
OG0000306	Sp1g40450.1, Sp1g40440.1	AA15G00154, AA15G00155, AA15G00156, AA15G00153
OG0000307	Sp6g22230.1	AA32G00870
OG0000307	Sp4g19480.1, Sp4g19490.1, Sp5g08920.1	AA36G00057, AA60G00062
OG0000308	Sp1g20900.1	AA753G00001
OG0000308	Sp7g15210.1	AA53G00306
OG0000308	Sp1g21390.1	AA39G00575
OG0000308	Sp6g27960.1, Sp7g10970.1	AA3G00158
OG0000309	Sp1g35035.1	AA5G00181, AA123G00138, AA204G00005, AA123G00137
OG0000310	Sp5g13760.1, Sp5g13740.1, Sp5g13730.1	AA96G00090
OG0000311	Sp7g17220.1	AA53G00270
OG0000314	Sp3g11850.1, Sp3g11860.1	AA26G00081
OG0000314	Sp1g40900.1	AA15G00188
OG0000316	Sp1g16700.1, Sp1g16690.1, Sp1g16710.1	AA39G00162
OG0000316	Sp5g29600.1	AA31G00506
OG0000317	Sp3g13890.1	AA26G00271
OG0000317	Sp1g39310.1	AA15G00060
OG0000317	Sp4g21200.1	AA60G00218
OG0000318	Sp5g03460.1, Sp5g03480.1	AA61G00350
OG0000319	Sp5g03080.1	AA23G00040
OG0000319	Sp2g05280.1, Sp5g13370.1, Sp4g26530.1	AA21G00199, AA123G00110
OG0000321	Sp1g22210.1	AA39G00640
OG0000321	Sp2g17950.1	AA53G01108
OG0000321	Sp3g01120.1, Sp6g28610.1	AA10G00399, AA40G00544
OG0000323	Sp1g05700.1	AA32G00582
OG0000323	Sp4g13990.1	AA32G00671
OG0000324	Sp7g08970.1	AA296G00005
OG0000324	Sp6g10660.1	AA420G00001
OG0000325	Sp2g15400.1	AA65G00336
OG0000325	Sp1g11640.1, Sp3g31920.1, Sp1g11630.1, Sp1g32170.1	AA65G00335
OG0000327	Sp7g13440.1, Sp7g13430.1	AA87G00200
OG0000327	Sp5g08860.1	AA62G00047, AA62G00078
OG0000327	Sp4g19600.1, Sp4g19595.1	AA60G00053
OG0000329	Sp1g03420.1	AA19G00094
OG0000329	Sp4g09940.1	AA32G00943
OG0000329	Sp6g23560.1	AA8G00200, AA8G00197
OG0000330	Sp3g28350.1	AA123G00098
OG0000332	Sp4g02340.1	AA46G00213, AA1173G00003
OG0000332	Sp1g36650.1	AA2G00102
OG0000332	Sp7g31820.1, Sp3g28770.1	AA123G00077
OG0000333	Sp5g34370.1	AA18G00099
OG0000334	Sp6g39900.1	AA93G00112, AA63G00014
OG0000334	Sp4g21700.1	AA60G00274
OG0000335	Sp5g08120.1	AA2G00174
OG0000335	Sp4g18100.1	AA95G00012
OG0000336	Sp7g02930.1, Sp7g02920.1	AA9G00002, AA9G00001, AA27G00001
OG0000337	Sp7g13380.1	AA87G00204
OG0000337	Sp2g02090.1	AA53G01421
OG0000338	Sp3g01520.1, Sp6g28150.1	AA40G00505
OG0000338	Sp6g15890.1	AA11G00048
OG0000338	SpUn0185_0020.1	AA27G00010
OG0000339	Sp5g22080.1	AA26G00658, AA26G00657
OG0000340	Sp7g19130.1, Sp7g19110.1, Sp7g19120.1, Sp7g19080.1, Sp7g19090.1	AA57G00307
OG0000342	Sp2g13200.1, Sp1g13280.1	AA53G00656
OG0000342	Sp5g23060.1, Sp1g23090.1	AA39G00717, AA39G00715
OG0000343	Sp5g28240.1	AA394G00014, AA16G00105, AA16G00106
OG0000345	Sp3g27100.1	AA123G00154
OG0000345	Sp7g31130.1	AA29G00016, AA740G00001
OG0000345	SpUn0020_0110.1, Sp5g26860.1	AA31G00108
OG0000345	Sp1g29440.1	AA54G00136
OG0000346	Sp5g34400.1, Sp7g12170.1	AA31G00795
OG0000347	Sp1g03590.1, Sp4g15000.1	AA32G00486
OG0000347	Sp4g15440.1, Sp1g03580.1	AA19G00080
OG0000350	Sp1g09320.1, Sp3g15230.1	AA40G00300
OG0000350	Sp6g26220.1, Sp6g26290.1	AA40G00302
OG0000351	Sp1g36330.1	AA2G00083
OG0000351	Sp7g31700.1	AA123G00059
OG0000351	Sp3g17120.1	AA26G00579
OG0000352	Sp1g15070.1	AA39G00014, AA59G00030
OG0000354	Sp2g24890.1, Sp6g35460.1, Sp6g35450.1, Sp6g35440.1	AA44G00023
OG0000355	Sp6g02760.1	AA571G00005
OG0000356	Sp5g09060.1, Sp5g09050.1	AA36G00046
OG0000356	Sp5g09030.1, Sp5g09040.1	AA109G00001, AA53G00851, AA53G00850
OG0000357	Sp6g32820.1	AA44G00324
OG0000357	Sp7g29240.1	AA102G00289
OG0000357	Sp2g19370.1	AA242G00005
OG0000359	Sp2g09540.1, Sp2g04290.1	AA403G00001
OG0000360	Sp3g22440.1	AA109G00012
OG0000360	Sp7g10680.1	AA69G00043
OG0000360	Sp2g19290.1	AA202G00003
OG0000360	Sp3g05950.1	AA29G00087
OG0000361	Sp3g23230.1, Sp5g20100.1, Sp3g01030.1	AA787G00001
OG0000362	Sp4g15300.1	AA32G00507
OG0000362	Sp6g23370.1, Sp6g23510.1	AA8G00216
OG0000362	Sp4g08240.1	AA32G00930
OG0000363	Sp7g24230.1, Sp6g18460.1, Sp3g33070.1, Sp7g27270.1	AA44G00717, AA33G00251
OG0000364	Sp3g18710.1	AA78G00045
OG0000364	Sp6g16600.1	AA25G00001
OG0000364	Sp7g25150.1	AA32G01111
OG0000365	SpUn0966_0010.1	AA131G00009, AA61G00025, AA61G00024
OG0000367	Sp4g23560.1, Sp5g05610.1, Sp5g05600.1	AA61G00163, AA61G00160
OG0000368	Sp3g15030.1, Sp7g14510.1	AA18G00170, AA7G00019
OG0000368	Sp1g01740.1, Sp6g02130.1	AA32G00256
OG0000369	Sp4g14160.1, Sp7g00980.1, Sp6g31880.1, Sp1g04720.1	AA114G00026
OG0000369	Sp4g13970.1	AA32G00584
OG0000370	Sp4g28770.1	AA60G00228
OG0000370	Sp4g28790.1	AA21G00404
OG0000372	Sp5g11780.1, Sp1g18490.1	AA33G00111
OG0000373	Sp5g15560.1, Sp6g21540.1, Sp1g06420.1	AA16G00071, AA32G00843, AA60G00122
OG0000376	Sp1g25070.1	AA54G00330
OG0000376	Sp7g15430.1, Sp2g10800.1	AA6G00015, AA57G00142
OG0000382	Sp5g11880.1, Sp7g03950.1, Sp5g11890.1, Sp5g11900.1	AA1241G00001
OG0000383	Sp3g13260.1	AA26G00216
OG0000383	Sp4g16300.1	AA43G00007
OG0000383	Sp1g24800.1	AA49G00047
OG0000387	Sp5g34000.1	AA31G00761
OG0000387	Sp5g34010.1	AA2270G00001, AA31G00762
OG0000389	Sp3g10820.1, Sp7g18660.1	AA57G00272
OG0000389	Sp4g17170.1, Sp1g26710.1	AA30G00035
OG0000390	Sp3g12510.1	AA26G00146
OG0000390	Sp1g40430.1	AA15G00152, AA15G00150
OG0000391	Sp3g28980.1, Sp6g41010.1, Sp3g09970.1	AA19G00437
OG0000393	Sp5g09720.1, Sp3g09750.1, Sp4g18390.1, Sp6g36780.1	AA52G00021, AA18G00042, AA60G00181
OG0000394	Sp3g13040.1	AA26G00196, AA118G00076, AA118G00075
OG0000394	SpUn0004_0290.1	AA53G00419, AA260G00008, AA773G00001, AA54G00405, AA247G00002, AA127G00020, AA101G00002, AA431G00001, AA773G00002, AA15G00148, AA56G00085
OG0000395	Sp1g01710.1	AA32G00251
OG0000395	Sp3g02090.1	AA10G00310
OG0000395	Sp6g27200.1	AA40G00409
OG0000396	Sp6g24090.1, Sp6g23920.1, Sp4g04300.1	AA8G00162
OG0000397	Sp6g14910.1, Sp6g14900.1, Sp6g14880.1, Sp6g09500.1, Sp6g14870.1	AA77G00009, AA77G00008, AA41G00012, AA41G00011, AA41G00010
OG0000398	Sp6g38360.1, Sp6g38350.1, Sp3g09710.1	AA52G00016, AA52G00013
OG0000399	Sp4g04750.1, Sp4g04620.1, Sp4g04610.1, Sp7g02830.1	AA27G00045, AA6G00347, AA57G00460
OG0000401	Sp1g38810.1	AA15G00027
OG0000401	Sp3g14450.1	AA26G00315
OG0000401	Sp1g36180.1	AA2G00068
OG0000401	Sp3g16910.1	AA26G00561
OG0000402	Sp4g25800.1, Sp7g10340.1	AA21G00147
OG0000403	Sp7g27150.1	AA102G00072
OG0000403	Sp7g24260.1	AA81G00058, AA481G00002
OG0000403	Sp6g18410.1	AA44G00720
OG0000404	Sp2g23160.1, Sp2g23170.1	AA5G00287
OG0000405	Sp4g11080.1	AA32G00879
OG0000405	Sp5g08890.1	AA36G00062
OG0000405	Sp4g19530.1	AA60G00059
OG0000406	Sp2g22150.1	AA12G00089
OG0000406	Sp6g32330.1	AA44G00377
OG0000406	Sp4g04800.1, Sp7g30170.1	AA66G00022
OG0000408	Sp1g03060.1	AA19G00124, AA32G00414
OG0000408	Sp7g12640.1	AA87G00261
OG0000408	Sp3g20720.1	AA17G00101
OG0000409	Sp2g20830.1	AA40G00107
OG0000409	Sp6g21570.1	AA97G00036
OG0000411	Sp5g24910.1	AA5G00062
OG0000411	Sp1g12770.1	AA53G00721
OG0000412	Sp5g36030.1	AA89G00006
OG0000412	Sp3g33230.1	AA33G00267
OG0000412	Sp2g21770.1	AA12G00128
OG0000412	Sp6g31940.1	AA390G00005, AA44G00419
OG0000413	Sp6g26900.1	AA40G00376, AA40G00363
OG0000413	Sp5g21030.1	AA53G01137
OG0000413	SpUn1226_0010.1, Sp2g13430.1	AA53G00682
OG0000414	Sp3g32440.1	AA33G00192
OG0000414	Sp3g32470.1	AA33G00193
OG0000417	Sp5g14530.1, Sp2g25580.1	AA5G00081, AA96G00014, AA5G00080
OG0000417	Sp6g13770.1	AA41G00015
OG0000420	Sp1g15820.1	AA39G00072
OG0000420	Sp3g17530.1	AA26G00614, AA26G00616
OG0000420	Sp7g31970.1	AA118G00026
OG0000423	Sp7g00770.1	AA87G00074
OG0000423	Sp2g15990.1, Sp2g15980.1	AA53G00892
OG0000424	Sp6g09560.1, Sp3g18390.1, Sp3g18395.1	AA26G00705, AA169G00002
OG0000425	Sp1g28760.1	AA54G00188
OG0000426	Sp4g03060.1	AA5G00254, AA116G00015, AA96G00143
OG0000427	Sp7g01750.1	AA87G00152
OG0000428	Sp5g02800.1, Sp5g02790.1, Sp5g14680.1, Sp5g02780.1	AA61G00404
OG0000431	Sp3g05300.1	AA21G00449
OG0000432	Sp1g36090.1, Sp1g36100.1	AA2G00064
OG0000433	Sp2g13520.1, Sp2g13530.1	AA53G00690
OG0000435	Sp6g16160.1, Sp6g11720.1, Sp3g17640.1	AA26G00239
OG0000436	Sp1g01920.1	AA7G00034
OG0000436	SpUN0996_0010.1	AA32G00281
OG0000437	Sp4g29320.1, Sp2g24530.1, Sp5g01010.1	AA61G00585, AA21G00463
OG0000439	Sp2g13250.1	AA53G00662
OG0000439	Sp1g23130.1	AA39G00720
OG0000439	Sp5g21210.1	AA53G01127
OG0000442	Sp3g11730.1, Sp1g41010.1, Sp6g18330.1	AA44G00727
OG0000443	Sp2g04220.1	AA53G00486, AA53G00485
OG0000443	Sp2g04230.1	AA53G00488
OG0000444	Sp4g13770.1, Sp2g03310.1, SpUn0101_0010.1	AA21G00003, AA1193G00001, AA21G00004, AA19G00489
OG0000445	Sp3g29590.1	AA123G00016
OG0000445	Sp7g32340.1	AA20G00024
OG0000446	Sp4g03480.1	AA82G00018
OG0000447	Sp6g17330.1	AA25G00088
OG0000448	Sp4g19500.1, Sp5g08910.1	AA36G00061
OG0000448	Sp6g22240.1	AA8G00319
OG0000449	Sp2g18540.1, Sp3g06760.1, Sp3g06750.1	AA29G00169
OG0000451	Sp6g14810.1	AA77G00005
OG0000451	Sp6g17850.1	AA25G00134, AA10G00464
OG0000452	Sp5g23480.1, SpUn0732_0010.1, Sp5g17990.1	AA8G00137
OG0000453	Sp2g03250.1	AA374G00002, AA15G00012, AA15G00011, AA15G00014, AA15G00015, AA15G00010
OG0000454	Sp2g04560.1	AA53G00459
OG0000454	Sp6g11820.1	AA143G00004
OG0000454	Sp2g26030.1	AA5G00032
OG0000455	Sp7g00150.1	AA87G00021
OG0000455	Sp7g08920.1	AA245G00012, AA155G00002
OG0000455	Sp6g34460.1	AA44G00170
OG0000456	Sp4g26870.1, Sp4g26880.1	AA61G00391
OG0000458	Sp2g11970.1, Sp2g11960.1	AA758G00001, AA171G00001, AA3165G00004
OG0000459	Sp6g27140.1, Sp1g22370.1, Sp3g02120.1	AA10G00307
OG0000460	Sp4g02950.1, Sp7g26050.1	AA22G00075
OG0000460	Sp7g28560.1, Sp7g28570.1	AA102G00217
OG0000461	SpUn0372_0010.1, SpUn1020_0010.1, SpUn1408_0010.1, Sp5g03680.1	AA61G00333
OG0000461	Sp1g04840.1	AA114G00007
OG0000461	Sp4g13870.1	AA32G00592
OG0000462	Sp1g16100.1	AA39G00116, AA31G00574
OG0000463	Sp3g15830.1	AA26G00444
OG0000463	Sp3g15840.1	AA26G00445, AA26G00447, AA26G00446
OG0000464	Sp4g00280.1	AA46G00030
OG0000466	Sp3g07290.1, Sp5g24240.1	AA459G00001
OG0000466	Sp3g01300.1	AA10G00383
OG0000466	Sp6g28460.1	AA40G00531
OG0000467	Sp7g34070.1	AA30G00150
OG0000467	Sp5g30590.1	AA31G00411
OG0000468	Sp7g36960.1	AA33G00027
OG0000469	Sp7g04890.1, Sp3g10600.1	AA261G00004
OG0000470	Sp1g11940.1	AA53G00219
OG0000472	Sp7g13070.1	AA7G00123
OG0000472	Sp7g13110.1, Sp2g07490.1, Sp2g02940.1	AA12G00139, AA12G00101
OG0000473	Sp3g21180.1	AA2572G00001
OG0000473	Sp3g21120.1, SpUn0047_0010.1, SpUn0047_0020.1, Sp3g21130.1, Sp3g21140.1	AA17G00135
OG0000479	Sp1g01810.1	AA7G00025
OG0000479	Sp3g04410.1	AA10G00080
OG0000482	Sp4g24110.1, Sp2g05090.1, Sp1g08720.1	AA53G00418, AA19G00483
OG0000483	Sp1g08090.1, Sp1g08100.1, Sp1g08110.1, Sp5g24000.1	AA42G00009, AA42G00007, AA42G00004
OG0000484	Sp3g01140.1	AA10G00397
OG0000485	Sp4g25720.1	AA21G00136
OG0000486	Sp3g07260.1	AA29G00212
OG0000486	Sp6g40820.1, Sp6g40830.1	AA19G00413
OG0000488	Sp6g37040.1, Sp6g37030.1, Sp6g37020.1, Sp6g37010.1	AA105G00012
OG0000489	Sp7g17400.1, Sp2g10750.1	AA6G00020
OG0000490	Sp5g16640.1	AA24G00071
OG0000490	Sp6g22760.1	AA8G00268
OG0000495	Sp5g31960.1	AA31G00290
OG0000495	Sp1g18790.1, Sp1g37730.1	AA39G00336
OG0000496	Sp6g21390.1	AA97G00023
OG0000496	Sp5g15400.1	AA16G00058, AA16G00079, AA16G00077
OG0000497	Sp6g03880.1	AA93G00166
OG0000497	Sp6g03860.1, Sp6g03870.1	AA6G00230
OG0000498	Sp7g36410.1, Sp2g05710.1	AA26G00487, AA54G00337, AA51G00022, AA51G00021
OG0000501	Sp5g06980.1, Sp4g21950.1	AA29G00317
OG0000502	Sp3g14800.1, Sp3g14780.1, Sp3g14790.1, Sp3g14810.1	AA26G00345, AA26G00343
OG0000503	Sp2g09770.1, Sp4g05750.1	AA6G00110
OG0000504	Sp7g33910.1	AA30G00134
OG0000504	Sp3g31450.1	AA33G00099
OG0000505	Sp6g23540.1	AA8G00203
OG0000505	Sp3g02760.1	AA10G00225, AA72G00017
OG0000505	Sp6g26350.1	AA40G00312
OG0000506	Sp7g28170.1, SpUN0954_0010.1	AA102G00175
OG0000507	Sp2g06440.1, Sp4g04320.1, Sp4g04310.1, Sp5g22570.1	AA26G00484
OG0000508	Sp1g40710.1	AA15G00202
OG0000508	Sp1g15640.1	AA39G00048
OG0000508	Sp5g27760.1	AA31G00667
OG0000509	Sp2g28140.1	AA4G00238
OG0000510	Sp6g14190.1, Sp6g14180.1, Sp5g06480.1, Sp5g06470.1, Sp6g14200.1	AA55G00053
OG0000514	Sp6g16900.1	AA25G00029
OG0000515	Sp2g19790.1, SpUn0021_0060.1	AA58G00029
OG0000515	Sp3g05580.1, Sp3g05570.1, Sp3g05550.1	AA29G00050
OG0000517	Sp6g20100.1, Sp6g35780.1, Sp4g20620.1, Sp3g30680.1	AA157G00010, AA3G00049
OG0000518	Sp7g04990.1, SpUn0312_0010.1, SpUn0321_0010.1, SpUn0312_0020.1, SpUn0887_0010.1, SpUn1264_0010.1, Sp2g11690.1	AA34G00057, AA34G00055, AA34G00052, AA34G00050, AA260G00009, AA12G00157, AA12G00154, AA12G00155, AA12G00145
OG0000519	Sp1g29890.1	AA54G00112
OG0000519	Sp5g33420.1	AA39G00432, AA31G00150
OG0000520	Sp6g20480.1	AA5G00015
OG0000520	Sp6g20470.1	AA5G00014
OG0000521	Sp5g04640.1, SpUn0003_0290.1	AA61G00243, AA61G00242
OG0000522	Sp6g08210.1, Sp3g24520.1	AA61G00215
OG0000523	SpUn0001_0800.1, Sp7g10830.1	AA468G00002
OG0000523	Sp5g19230.1	AA168G00033
OG0000524	Sp7g20240.1, Sp4g29670.1	AA21G00501
OG0000525	Sp5g09260.1, Sp5g09270.1, Sp5g09240.1, Sp5g09250.1	AA36G00022
OG0000526	Sp1g17640.1	AA39G00247
OG0000526	Sp6g32500.1, Sp5g30710.1	AA31G00394
OG0000527	Sp4g22420.1	AA29G00269
OG0000527	Sp3g09510.1	AA63G00012
OG0000529	Sp3g19300.1	AA26G00776
OG0000529	Sp1g15810.1	AA31G00646, AA39G00070
OG0000530	Sp3g23060.1	AA476G00003, AA476G00001, AA420G00006, AA420G00007, AA420G00005, AA420G00008
OG0000532	SpUn0014_0080.1, SpUn0077_0010.1, Sp2g06930.1	AA3G00203
OG0000532	Sp1g17730.1	AA39G00257
OG0000533	Sp6g11130.1	AA84G00023
OG0000534	Sp2g22350.1, Sp2g22390.1	AA12G00069
OG0000535	Sp7g24930.1	AA32G01133
OG0000535	Sp3g24150.1	AA185G00004, AA185G00003
OG0000537	Sp2g09370.1	AA6G00149
OG0000542	Sp4g14330.1, Sp1g04410.1	AA4G00024
OG0000544	Sp7g27970.1	AA102G00153
OG0000544	Sp3g32510.1	AA33G00200
OG0000544	Sp7g27960.1	AA102G00152
OG0000546	Sp4g10510.1, Sp4g10490.1	AA32G00913
OG0000547	Sp7g27710.1	AA102G00130
OG0000547	Sp6g18840.1	AA44G00675
OG0000547	Sp3g19160.1	AA26G00768
OG0000548	Sp3g31300.1, Sp5g07175.1, Sp5g07170.1	AA61G00016, AA61G00007, AA61G00012, AA61G00006
OG0000550	Sp1g23100.1	AA39G00716, AA39G00718
OG0000551	Sp3g16160.1	AA26G00476
OG0000551	Sp1g16140.1	AA39G00110
OG0000551	Sp5g28850.1	AA31G00576
OG0000553	Sp3g04780.1	AA1305G00002
OG0000554	Sp2g12860.1	AA53G00623
OG0000554	Sp1g20520.1	AA39G00499
