Orthogroup	Thellungiella_parvula	Camelina_sativa
OG0000141	Sp6g03390.1	Csa19g033670, Csa17g021300, Csa17g090080, Csa16g008990, Csa04g041340, Csa17g059520, Csa20g041520, Csa18g002310, Csa16g014950, Csa02g055530, Csa16g020220, Csa09g062810, Csa17g069290, Csa12g079760, Csa10g042910, Csa18g018740, Csa09g011150, Csa09g059720, Csa08g053160, Csa18g029890, Csa03g032730, Csa11g072110, Csa04g035060, Csa14g037540, Csa04g035050, Csa15g082390, Csa03g015360, Csa14g042790, Csa11g082430, Csa06g005140, Csa16g002630, Csa06264s010, Csa17g053100, Csa14g049690, Csa11g064120, Csa06g006150, Csa04g020030, Csa04g024650, Csa17g035330, Csa17g035230, Csa15g021430, Csa02013s010, Csa02g002180, Csa13g024870, Csa03g059360, Csa04g016880, Csa05g052480, Csa10g039840, Csa07g034640, Csa19g036620, Csa01g028210, Csa18g024170, Csa07g046770, Csa11g089480, Csa18g040280, Csa05g072100, Csa13g050900, Csa12g056740, Csa12g057350, Csa07g048640, Csa06g009350, Csa12g082460, Csa12g075060, Csa14g010050, Csa06g045380, Csa04g007990, Csa06g009360
OG0000142	SpUn1230_0010.1	Csa14g008110, Csa03g051700
OG0000143	Sp3g16720.1	Csa19g026030, Csa15g025250, Csa01g021520
OG0000143	Sp2g28440.1	Csa20g011700, Csa02g074480, Csa09g002990, Csa18g039280
OG0000144	Sp5g02320.1	Csa16g003970, Csa07g003950
OG0000144	Sp4g27590.1	Csa04g063480, Csa04g063470, Csa06g051940, Csa05g003720
OG0000144	Sp7g18740.1, Sp4g27620.1	Csa06g051970
OG0000144	Sp4g27610.1	Csa17g057000, Csa03g037910, Csa14g043600
OG0000146	Sp7g32960.1	Csa10g006940, Csa11g006660, Csa12g008390, Csa12g008470
OG0000146	Sp3g30370.1	Csa01g032840, Csa15g074130, Csa19g053830
OG0000146	Sp3g30350.1	Csa01g032860, Csa01g032850
OG0000149	Sp1g41790.1	Csa17g097180, Csa14g069200, Csa14g069210
OG0000149	Sp2g08080.1	Csa14g066260, Csa17g095230, Csa17g095260, Csa03g062030, Csa03g062000, Csa14g066270, Csa17g095240, Csa03g062010, Csa17g095250
OG0000149	Sp1g41780.1	Csa14g068070, Csa14g069220, Csa17g096060, Csa17g096050, Csa14g068060
OG0000153	Sp6g20950.1, Sp1g28540.1, Sp6g21310.1	Csa03g025450, Csa00535s040, Csa14g026850, Csa03g025460
OG0000153	Sp6g21810.1, Sp6g21760.1, SpUn1070_0010.1	Csa11g094010, Csa18g033400, Csa02g066990, Csa11g094110, Csa18g033510, Csa02g067110
OG0000154	Sp4g26560.1	Csa08g019060, Csa01716s020, Csa01593s010, Csa10g037310, Csa10g037320, Csa01716s010, Csa20g040980, Csa13g029200, Csa08g019040, Csa20g040990, Csa13g029210, Csa08g019050
OG0000154	Sp5g03070.1	Csa05g091890, Csa07g004940, Csa16g005800, Csa09g092500, Csa07g057330, Csa16g047940, Csa09g092510
OG0000154	Sp4g26550.1	Csa07g019550, Csa16g018820, Csa26507s010, Csa05g066030
OG0000154	Sp4g26540.1	Csa04g062290, Csa05g005820
OG0000155	Sp4g13520.1	Csa05g030200, Csa07g011770, Csa05g045060, Csa18g003610, Csa20g079540, Csa05g045050, Csa07g061720, Csa16g052370, Csa07g011750, Csa16g012480, Csa05g030240, Csa05g030220, Csa05g030170, Csa05g030230, Csa05g030160, Csa07g011910, Csa16g012630, Csa05g030360, Csa16g012620, Csa07g011890, Csa05g030370, Csa05g030450
OG0000156	Sp6g18990.1	Csa02g061730, Csa11g090820, Csa18g030250
OG0000156	Sp2g15480.1	Csa09g009900, Csa04g011850, Csa06g006120, Csa03249s010, Csa04g011790
OG0000156	Sp2g15450.1	Csa06g006170, Csa09g009960, Csa04g011770, Csa06g006180, Csa09g009980, Csa04g011740, Csa06g005960
OG0000158	SpUn0333_0010.1	Csa03g053580, Csa14g054830, Csa17g080380, Csa03g053570, Csa14g054820, Csa17g080360
OG0000158	Sp1g05640.1	Csa03g010330, Csa14g008310, Csa03g010320
OG0000159	Sp1g38860.1	Csa06g018800, Csa00645s010, Csa04g025920
OG0000159	Sp7g03310.1, Sp1g12250.1	Csa12g062800, Csa11g041330, Csa10g033140
OG0000162	Sp2g10170.1	Csa09g058600
OG0000162	Sp2g14240.1	Csa06g003270, Csa04g008820, Csa09g005570, Csa05g015920, Csa06g003280, Csa04g008830, Csa09g005630, Csa06g004300, Csa04g008860, Csa04g008840, Csa06g003290, Csa09g005580, Csa09g005600, Csa01226s010, Csa07g027820
OG0000162	Sp2g05790.1	Csa05g065990
OG0000163	Sp3g23960.1	Csa01g038000, Csa19g040410, Csa15g057350, Csa01g037990, Csa15g057330, Csa19g039370, Csa19g040390, Csa19g039040, Csa15g055380
OG0000163	Sp3g24040.1, Sp3g24050.1, Sp3g24030.1	Csa01g038020, Csa15g057410, Csa19g040470, Csa01g038010, Csa15g057360, Csa15g057400
OG0000164	Sp7g20000.1	Csa10g021470, Csa11g024440, Csa12g036310
OG0000164	Sp6g04140.1	Csa13g052660
OG0000166	Sp7g03130.1	Csa01g006540
OG0000167	Sp3g10720.1	Csa19g016790, Csa15g016520
OG0000167	Sp3g07820.1	Csa15g010860
OG0000167	Sp6g40010.1	Csa17537s010, Csa13g002400
OG0000171	Sp6g03520.1	Csa13g053610
OG0000171	Sp6g04290.1	Csa17g005730
OG0000173	Sp2g03710.1, Sp2g03770.1	Csa07g062030, Csa09g095380, Csa16g052720, Csa07g062070, Csa16g052790, Csa09g095430
OG0000173	Sp5g22450.1	Csa13g006630, Csa01g032030, Csa01g032010, Csa01g032000, Csa19g049120, Csa19g054580, Csa05651s010, Csa15g075990, Csa12g034580, Csa07g032730, Csa03g058060, Csa05g041620, Csa05g081500, Csa16g024140, Csa05g079830, Csa09g051540, Csa09g050960, Csa09g050990, Csa07574s010, Csa09g048810, Csa04g034380, Csa04g034390, Csa04g033780, Csa08232s010, Csa04g034010, Csa06g022610, Csa06g022440, Csa06g021890, Csa09g050970, Csa09g052030
OG0000174	Sp5g21840.1	Csa05g079530, Csa16g025400, Csa10190s010, Csa07g032000
OG0000174	Sp2g17750.1	Csa09g022670, Csa06g012450, Csa20g072130, Csa06g012440, Csa04g016850
OG0000176	Sp4g07770.1, Sp4g09110.1, Sp4g06840.1, SpUn0045_0040.1, SpUn0043_0050.1, Sp6g12070.1, Sp7g10270.1, Sp4g07650.1, SpUn0043_0010.1, SpUn1243_0010.1, SpUn0016_0050.1, SpUn0016_0060.1, SpUn0016_0020.1, SpUn0041_0070.1, SpUn0005_0290.1, SpUn0150_0030.1, SpUn0144_0010.1, Sp7g08720.1, Sp5g18860.1, Sp7g08730.1, SpUn0002_0410.1, Sp7g06950.1, SpUn0041_0060.1, Sp4g07610.1, Sp1g30780.1, Sp3g23910.1, Sp7g06930.1, Sp5g18310.1, SpUn0016_0140.1, SpUn0112_0010.1, SpUn0016_0130.1, SpUn0112_0020.1, Sp7g06690.1	Csa06g043700
OG0000178	Sp1g04760.1	Csa14g007330, Csa17g009340
OG0000178	Sp1g04320.1	Csa14g007350, Csa17g009350, Csa03g007370, Csa14g007340, Csa12g030030, Csa10g015530, Csa11g016820, Csa12g023530, Csa11g053390
OG0000179	Sp1g38300.1	Csa14g051510, Csa17g073110
OG0000179	Sp7g36370.1	Csa12g002370, Csa10g002270
OG0000179	Sp7g12040.1	Csa10g010320, Csa11g011130, Csa12g013860
OG0000180	Sp1g17700.1, Sp5g30740.1	Csa09g080250, Csa16g039560
OG0000180	Sp7g32500.1	Csa19g051110, Csa01g034540, Csa10g001640, Csa12g001710, Csa11g001810
OG0000180	Sp7g36920.1	Csa12g008870
OG0000182	Sp7g14460.1	Csa10g029950
OG0000182	Sp1g26920.1, Sp1g26930.1	Csa17g048640
OG0000182	Sp7g18420.1	Csa12g039440, Csa10g023240, Csa11g026280
OG0000182	Sp2g13480.1	Csa03g018360, Csa17g020040, Csa14g017650
OG0000183	Sp2g24900.1	Csa18g035080, Csa11g097550, Csa18g035070
OG0000183	Sp2g24940.1	Csa02g069710
OG0000183	Sp5g14180.1	Csa09g048140, Csa06g021400, Csa04g030700
OG0000183	Sp5g14185.1	Csa06g021370
OG0000183	Sp5g14187.1	Csa04g030680
OG0000184	Sp3g20240.1	Csa03g016480, Csa17g016930
OG0000185	Sp7g04470.1	Csa12g074790, Csa10g040880, Csa11g051090, Csa02g017600, Csa12g074720, Csa10g041130, Csa12g075030, Csa11g051390
OG0000185	Sp7g04910.1	Csa20g063200
OG0000186	Sp1g24835.1, Sp1g24830.1, Sp1g24820.1	Csa14g036320, Csa14g036290, Csa17g039470, Csa17g039520, Csa03g033770, Csa17g039480, Csa17g039460
OG0000188	Sp2g07590.1, Sp1g33580.1, Sp3g24280.1, Sp5g19020.1, SpUn0171_0010.1, Sp3g29180.1, Sp4g02630.1	Csa11g100940, Csa11g103120
OG0000189	Sp4g10190.1	Csa07g006960, Csa10g032630, Csa12g060010
OG0000190	Sp1g11250.1	Csa03g016420, Csa03g032690, Csa17g042450
OG0000190	Sp1g11260.1	Csa17g016880, Csa03g016430, Csa14g015590
OG0000190	Sp1g11270.1	Csa03g016460, Csa03g016440, Csa14g015640, Csa14g015600, Csa14g015630, Csa14g015620, Csa14g015610, Csa17g016910, Csa17g016900, Csa17g016890, Csa17g016870, Csa20g081770, Csa11g064460, Csa18g002500
OG0000191	Sp6g18380.1	Csa18g029510, Csa11g090030, Csa02g059870
OG0000191	Sp3g33100.1	Csa01g044720, Csa19g049090
OG0000191	Sp7g27220.1	Csa11g014160, Csa12g018130, Csa10g013190
OG0000191	Sp3g33090.1	Csa01g044730, Csa19g049100
OG0000191	Sp7g27230.1	Csa12g018120, Csa10g013180, Csa11g014150
OG0000192	Sp7g16080.1	Csa11g030500
OG0000192	Sp1g01570.1	Csa14g002570, Csa03g002550
OG0000192	Sp6g01670.1	Csa08g052710
OG0000192	Sp4g29000.1	Csa06g053520, Csa04g066140, Csa05g002120
OG0000193	Sp1g35420.1	Csa17g079190, Csa03g053270
OG0000193	Sp3g15940.1	Csa15g024100, Csa19g024980
OG0000193	Sp5g21260.1	Csa07g030250, Csa05g075040, Csa16g023630
OG0000193	Sp7g04500.1	Csa11g051370, Csa12g075000, Csa10g041110
OG0000193	Sp6g27590.1	Csa20g024450, Csa13g019360, Csa08g008760
OG0000194	Sp4g22790.1	Csa07g055260
OG0000194	Sp7g13200.1	Csa01g037900, Csa19g040330, Csa15g057250, Csa20g041420, Csa11g071230
OG0000194	Sp6g04670.1	Csa00511s100, Csa00511s070, Csa02g012960
OG0000196	SpUn0001_0280.1	Csa14g011080, Csa02293s010, Csa04g063740, Csa18g037140
OG0000196	SpUn0146_0040.1	Csa03g059720
OG0000196	Sp1g34960.1	Csa27023s010, Csa03g062390, Csa10g028770, Csa09g039840, Csa10g033040, Csa11g097370, Csa03g061390, Csa04g009030, Csa16g050240, Csa19g039830, Csa15g055750
OG0000196	Sp5g20970.1, Sp3g29290.1	Csa11g081710
OG0000197	Sp2g17840.1	Csa12g008430, Csa02g072040, Csa18g037050, Csa11g100460
OG0000197	Sp6g15130.1	Csa10g027800, Csa11g031080, Csa18g023930
OG0000198	Sp4g06090.1	Csa10g041230, Csa12g075170, Csa11g051500, Csa09g092290, Csa16g047730, Csa07g057100
OG0000198	Sp5g15900.1	Csa06g019270, Csa09g039560, Csa04g026240, Csa09g039500, Csa04g026170, Csa06g019230, Csa04g026230, Csa06g019260
OG0000199	Sp5g15550.1	Csa04g028790, Csa06g019810, Csa09g041160
OG0000199	Sp6g39230.1	Csa13g003470, Csa08g061040, Csa20g003560
OG0000199	Sp3g08250.1	Csa01g010700, Csa15g011360
OG0000199	Sp5g08740.1	Csa04g039650, Csa09g062030
OG0000201	Sp3g09390.1	Csa01g012070, Csa15g014730
OG0000201	Sp4g03720.1	Csa15g072280, Csa09g089990, Csa07g054830
OG0000202	Sp1g37610.1, Sp1g37770.1	Csa17g076510, Csa14g051990, Csa03g052810, Csa17g088640, Csa03g056790
OG0000202	Sp1g34800.1	Csa15g012740, Csa01g011100, Csa19g013820, Csa14g051640, Csa17g073220, Csa14g051630, Csa14g051670
OG0000203	Sp6g38430.1	Csa13g003350
OG0000203	Sp6g39340.1	Csa08g061170
OG0000205	Sp1g12430.1	Csa14g017030, Csa17g019470
OG0000205	Sp3g28690.1	Csa19g046510, Csa15g071410, Csa01g035960, Csa15g071400, Csa19g046500, Csa01g035950
OG0000205	Sp1g12450.1, Sp1g12440.1	Csa14g017060, Csa17g019490
OG0000206	Sp1g31410.1, Sp7g09030.1, SpUn0027_0100.1, Sp3g22620.1, Sp7g07830.1, Sp6g13440.1, Sp6g12040.1, Sp4g10160.1, Sp1g32560.1, Sp5g19760.1, Sp6g16040.1, Sp6g10260.1	Csa11g079990
OG0000206	Sp7g08150.1	Csa08g050430
OG0000206	Sp6g23650.1	Csa20g032860, Csa13g024770
OG0000208	Sp7g07650.1, Sp3g32460.1, SpUn1255_0010.1, Sp3g31250.1, Sp3g31220.1	Csa13g044780, Csa05g053690, Csa09g068870, Csa02g057780, Csa06g018650, Csa06g018610, Csa09g036000, Csa04g024770, Csa09g037030, Csa09g037000, Csa06g018600, Csa06g018670, Csa06g018630, Csa06g018640, Csa09g037010
OG0000208	Sp7g00850.1	Csa16g018580, Csa05g053620, Csa05g053610, Csa07g019300, Csa02g028120, Csa02g028150, Csa02g028100, Csa02g028130, Csa02g028140, Csa08g038630, Csa08g038620, Csa13g044770
OG0000210	Sp7g10800.1	Csa12g066100, Csa10g033550
OG0000210	Sp7g12870.1	Csa08g034890
OG0000210	Sp7g14120.1	Csa11g025990, Csa12g039050, Csa10g022960
OG0000210	Sp4g13260.1, Sp4g13270.1	Csa05g031790, Csa05g031800, Csa16g013060, Csa16g013050, Csa07g012260, Csa05g031780, Csa16g013030
OG0000211	Sp7g03550.1	Csa17g027130
OG0000211	Sp1g18850.1	Csa17g027060, Csa14g026370
OG0000213	Sp1g20770.1	Csa06g022460, Csa09g064250, Csa05g015050, Csa11g060010, Csa06g041240, Csa05g014560, Csa05g014570, Csa04g052170, Csa04g052150, Csa04g052160, Csa01g034990, Csa06g022470, Csa04g052430, Csa07633s010, Csa04g052190, Csa04g052200, Csa06g041450, Csa06g041460, Csa05g014790, Csa18g024870, Csa02g051000, Csa06g041260, Csa04g052690, Csa09g064230, Csa05g014590, Csa05g014550, Csa06g041230, Csa02g022930, Csa08g035140, Csa15g005160
OG0000214	Sp6g04370.1	Csa13g052240, Csa08g048410, Csa02g012660, Csa13g052300, Csa08g048480, Csa13g052280, Csa08g048450
OG0000214	Sp6g04390.1	Csa02g011580
OG0000214	Sp6g04380.1	Csa02g011600, Csa13g052320, Csa08g048490, Csa02g012630, Csa02g012650
OG0000216	Sp7g15710.1	Csa10g026850, Csa11g030110, Csa06g046560
OG0000216	Sp3g12720.1	Csa01g016980, Csa19g021130, Csa15g018790
OG0000216	Sp3g12710.1	Csa15g018780
OG0000217	Sp5g26550.1	Csa07g038340, Csa09g072730, Csa16g034100, Csa16g034120, Csa07g038360, Csa09g072740
OG0000218	SpUn1204_0010.1	Csa20g012660, Csa13g011170, Csa08g055140, Csa20g067590, Csa18g010230, Csa11g071280
OG0000218	Sp2g26200.1	Csa18g036580, Csa11g099920, Csa02g071440
OG0000218	Sp1g03080.1	Csa14g005420
OG0000219	Sp5g02207.1	Csa05g061910, Csa17g098490, Csa07g026020, Csa07g026030, Csa05g061920, Csa17g098530, Csa07g026070
OG0000219	Sp5g02203.1	Csa16g003110, Csa07g003760
OG0000220	Sp7g14110.1	Csa12g039060, Csa10g022970, Csa11g026010
OG0000222	Sp7g13630.1	Csa10g030750, Csa11g035090
OG0000222	Sp3g19640.1	Csa15g032040, Csa19g029710, Csa01g024730
OG0000222	Sp1g10650.1	Csa17g016150, Csa14g014850
OG0000222	Sp2g02300.1	Csa16g055060, Csa09g096940, Csa07g063600
OG0000222	Sp6g04510.1	Csa00511s180
OG0000222	Sp7g20270.1	Csa11g024100
OG0000223	Sp3g18520.1	Csa19g028430, Csa15g030770
OG0000223	Sp6g17360.1	Csa18g026930
OG0000223	Sp5g21930.1	Csa05g079800, Csa00495s150, Csa00495s160
OG0000223	Sp7g24660.1	Csa10g016110, Csa12g025170, Csa11g017530
OG0000224	Sp7g31430.1	Csa12g004320, Csa10g004060, Csa11g004580
OG0000226	Sp1g21550.1	Csa17g032490, Csa14g031370, Csa17g032480, Csa03g028210
OG0000226	Sp5g25130.1	Csa05g088980, Csa16g031630, Csa07g036820
OG0000226	Sp5g25170.1, Sp5g25160.1, Sp5g25150.1	Csa02g023140, Csa13g042010
OG0000227	SpUn0270_0010.1	Csa14g030830
OG0000228	Sp7g21310.1	Csa12g032080, Csa10g019800
OG0000228	Sp6g00460.1	Csa13g056990, Csa08g001510
OG0000228	Sp1g00700.1	Csa03g001620, Csa17g002090
OG0000228	Sp5g01970.1	Csa07g003410, Csa05g093390
OG0000228	Sp4g28030.1	Csa04g065010, Csa06g052410, Csa05g003270
OG0000229	SpUn0416_0020.1, Sp6g03620.1	Csa02g008240, Csa09g019980, Csa06g009920, Csa13g053450, Csa13g053390, Csa02g008370, Csa02g008400
OG0000230	Sp1g25630.1	Csa17g042670, Csa17g042680
OG0000230	Sp1g25590.1	Csa03g032880
OG0000230	Sp1g25620.1	Csa17g042600, Csa17g042640, Csa03g032870, Csa17g042610, Csa14g037310, Csa03g032850, Csa14g037290, Csa17g042590
OG0000232	Sp6g18220.1	Csa18g029050, Csa02g059490, Csa11g089780
OG0000234	Sp5g33440.1	Csa07g050990
OG0000234	Sp5g33470.1	Csa09g085150, Csa16g042590
OG0000234	Sp1g15320.1, Sp1g15325.1	Csa17g022870, Csa14g021410, Csa03g020950
OG0000235	Sp3g12880.1	Csa19g021280, Csa15g018990
OG0000235	Sp3g12920.1	Csa15g019030, Csa01g017200, Csa19g021310, Csa19g021330, Csa15g019020, Csa01g017190, Csa19g021320, Csa01g017210
OG0000235	Sp3g12910.1	Csa15g019010
OG0000237	Sp3g31650.1	Csa15g076800, Csa19g057830, Csa01g041370
OG0000237	Sp4g02310.1	Csa16g045050, Csa07g053350, Csa09g087600
OG0000237	Sp4g00760.1	Csa16g043400, Csa09g086000, Csa07g051760
OG0000237	Sp7g36620.1	Csa11g002190, Csa10g001980, Csa12g002080
OG0000238	Sp6g33260.1	Csa08g054450, Csa13g011890, Csa20g015400
OG0000238	Sp2g28130.1	Csa02g073660, Csa11g102230, Csa18g038750, Csa11g102240, Csa02g073650, Csa07g048650, Csa09g083770, Csa16g041240, Csa09g083760
OG0000238	Sp2g28150.1	Csa18g038770, Csa11g102260, Csa02g073630, Csa18g038760, Csa02g073640, Csa11g102250
OG0000240	Sp4g01330.1	Csa16g044010, Csa09g086590, Csa07g052370
OG0000240	Sp7g36000.1	Csa11g003030, Csa10g002670, Csa12g002830
OG0000240	Sp4g26700.1	Csa04g062450, Csa05g005680, Csa06g050950
OG0000241	Sp6g39490.1	Csa20g032580
OG0000242	Sp4g21040.1, Sp7g18880.1, Sp7g18900.1, Sp7g18870.1	Csa11g025700, Csa10g022710, Csa12g038760, Csa10g022720
OG0000242	Sp1g22300.1	Csa14g032400, Csa17g034520, Csa17g034510, Csa14g032380, Csa03g029170, Csa14g032410, Csa17g034540, Csa17g034490, Csa14g032370
OG0000244	Sp2g15540.1	Csa05g089200
OG0000244	Sp7g05090.1	Csa13g034440, Csa04g052980
OG0000245	Sp7g19500.1	Csa12g036990, Csa11g025050, Csa10g022020
OG0000245	Sp3g10230.1	Csa15g015890, Csa19g016180, Csa01g013110
OG0000246	Sp3g21990.1	Csa13g043580, Csa02g028410, Csa13g044820, Csa13g050510, Csa02g017350, Csa08g044580, Csa02g011340, Csa13g052550, Csa15g050170, Csa19g036430, Csa01g030510, Csa19g051130, Csa19g036080, Csa15g048730, Csa15g048770, Csa19g036090, Csa01g030140, Csa15g041810, Csa01g027470, Csa19g033380, Csa19g036070, Csa15g048720, Csa19g036040, Csa01g030110, Csa01g030090, Csa15g048660, Csa15g048710, Csa15g048680, Csa01g030130, Csa19g036060, Csa13g050100, Csa13g049100, Csa02g016120, Csa08g044210, Csa08g044220, Csa13g050110, Csa02g016110, Csa02g016100, Csa13g048360
OG0000247	Sp7g01900.1	Csa11g057390, Csa12g081040, Csa11g057410, Csa10g047560, Csa12g079810, Csa12g081070
OG0000247	Sp5g27880.1	Csa07g039950
OG0000248	Sp3g15570.1	Csa01g020120, Csa15g023550, Csa19g024500
OG0000248	Sp4g29070.1	Csa05g002050, Csa04g066250, Csa06g053630
OG0000248	Sp6g01690.1	Csa08g052690, Csa13g055460
OG0000249	Sp7g07730.1, Sp5g17540.1, Sp5g13405.1, Sp5g20850.1	Csa04g021170, Csa06g015160, Csa08g038680, Csa03g039350, Csa14g036830, Csa11g066560, Csa13g034870, Csa01g036120, Csa16g017850, Csa01g036350, Csa17g085500, Csa11g061580, Csa09g045170, Csa05g023990, Csa16g023350, Csa05g060610, Csa02g033500, Csa09g050110, Csa15g027410, Csa12g074840, Csa09g021410, Csa05g038680, Csa09g039180, Csa20g047430, Csa15g022820, Csa02g020610
OG0000250	Sp6g15520.1	Csa11g085210, Csa02g049700
OG0000250	Sp6g31210.1, Sp6g31220.1	Csa20g024180, Csa20g024170, Csa18g008530, Csa11g068510, Csa20g073450, Csa20g073440, Csa20g024190, Csa20g024150, Csa08g008510, Csa13g019150, Csa20g018070, Csa13g015280, Csa13g015290, Csa08g004600, Csa20g018060
OG0000251	Sp7g13540.1	Csa06g012900, Csa09g025290, Csa06g012890, Csa15g041730, Csa15g027360, Csa02g011270, Csa19g033250, Csa19g033200, Csa19g033210, Csa01g027350, Csa01g027340
OG0000251	Sp7g13550.1	Csa02g033520, Csa11g035190, Csa10g030890, Csa12g055480, Csa11g069590, Csa12g055510, Csa11g035220, Csa10g030910, Csa11g038460, Csa10g030920, Csa12g055520, Csa11g035230
OG0000252	Sp1g19850.1	Csa03g026250, Csa14g027580
OG0000252	Sp1g19830.1	Csa17g029310, Csa03g026240, Csa14g027570
OG0000252	Sp1g19870.1, Sp1g19880.1	Csa17g029360, Csa03g026280, Csa14g027610
OG0000256	Sp6g15740.1	Csa18g024720, Csa00549s090, Csa02g050900, Csa18g024780, Csa02g051210, Csa02g051010, Csa18g024880, Csa11g085530, Csa18g024680, Csa11g085460, Csa00599s070, Csa18g024860, Csa02g067580, Csa20g023840, Csa02g050990, Csa11g078750, Csa18g024770, Csa02g043210, Csa02g046580, Csa00775s010, Csa02g046570, Csa11g084180, Csa18g023410, Csa02g050950
OG0000258	Sp2g16930.1	Csa04g015990
OG0000258	Sp1g22530.1	Csa03g029410, Csa17g034790
OG0000258	Sp5g23810.1	Csa05g085240
OG0000258	SpUn0138_0010.1, Sp1g11730.1	Csa17g018560
OG0000258	Sp2g14890.1	Csa04g009830, Csa06g005110
OG0000259	Sp7g03610.1	Csa07g053190, Csa11g055770, Csa10g046800
OG0000262	Sp5g33780.1	Csa07g036370
OG0000264	Sp2g28600.1	Csa15g029470, Csa19g028100
OG0000265	Sp2g06570.1, Sp2g06540.1	Csa05g062130, Csa17g098640, Csa07g026210
OG0000265	Sp1g07800.1	Csa14g010610, Csa03g012570, Csa17g012650
OG0000265	Sp5g00940.1	Csa16g002150, Csa07g002130
OG0000265	Sp1g01620.1	Csa13g055190
OG0000266	Sp6g34590.1	Csa08g055990, Csa13g010400, Csa20g011800
OG0000266	Sp2g23810.1, Sp2g23800.1	Csa08g017700, Csa20g038310, Csa20g038380, Csa20g038410, Csa20g038350, Csa13g027940, Csa08g017720, Csa13g027930, Csa20g038300, Csa08g017730, Csa13g027950, Csa08g017710, Csa20g038370, Csa20g038390, Csa20g038320
OG0000267	Sp6g04860.1	Csa02g005130, Csa15g007310, Csa15g007320, Csa19g008410, Csa15g007330, Csa01g006790, Csa16g030650, Csa19g008420, Csa15g007340, Csa01g006800
OG0000268	Sp4g26440.1	Csa16g016910, Csa05g038440, Csa07g016330
OG0000268	Sp4g26430.1	Csa06g050710, Csa04g062210, Csa05g005890
OG0000269	Sp1g20160.1	Csa03g026530, Csa14g027850
OG0000269	Sp5g27070.1	Csa09g075360, Csa16g034660, Csa07g038950
OG0000269	Sp7g32630.1	Csa12g008750, Csa10g007290, Csa11g007030
OG0000269	Sp1g30310.1	Csa14g046950
OG0000269	Sp6g08130.1	Csa13g043370, Csa00510s020, Csa02g028540
OG0000270	Sp2g04010.1	Csa16g052540, Csa12g079940, Csa05g044810
OG0000270	Sp2g04020.1	Csa05g044880, Csa16g052510
OG0000271	Sp2g11740.1, Sp2g11750.1, Sp2g11730.1	Csa11g064980, Csa18g003060, Csa15g017550, Csa20g081200, Csa18g003050, Csa11g064960, Csa20g077790, Csa15g020370, Csa18g005290, Csa20g077190, Csa11g066240, Csa07g013600, Csa02g070240, Csa17g022200, Csa15g021010, Csa11g064950, Csa20g081210, Csa18g003030
OG0000271	Sp2g11720.1	Csa18g003080, Csa20g081180, Csa11g065000, Csa20g081190, Csa18g003070, Csa11g064990
OG0000271	Sp2g11760.1	Csa11g064940, Csa20g081220
OG0000272	Sp1g20220.1	Csa17g029640, Csa14g027910
OG0000272	Sp6g36710.1	Csa09g035840, Csa04g024680
OG0000272	Sp5g26960.1	Csa09g075230, Csa16g034540, Csa07g038830, Csa15676s010, Csa07g038820, Csa09g075220
OG0000274	SpUn0860_0010.1, Sp4g06820.1, SpUn0032_0040.1, Sp1g31490.1, Sp3g27220.1, Sp7g10360.1, Sp6g09030.1, SpUn0459_0010.1, Sp1g33190.1, SpUn0007_0010.1, SpUn0114_0010.1, SpUn0008_0070.1, SpUn0005_0080.1, SpUn0032_0080.1, SpUn0192_0010.1, Sp5g19630.1, Sp4g07660.1, Sp4g07880.1, SpUn0056_0010.1, SpUn0075_0010.1, SpUn0660_0010.1, Sp6g08310.1, SpUn0125_0010.1, Sp3g25040.1, SpUn0336_0010.1, Sp4g06830.1, Sp3g24130.1, SpUn0960_0010.1, Sp5g19440.1, Sp5g17240.1, Sp1g30700.1, SpUn0249_0010.1, SpUn0378_0010.1, Sp3g24560.1, Sp3g24990.1, Sp3g25240.1, Sp3g23890.1, Sp7g08870.1, Sp3g24170.1, SpUn0003_0190.1, Sp5g19400.1, Sp5g18830.1, Sp6g10360.1, Sp3g27250.1, SpUn0003_0200.1, Sp3g28040.1, Sp1g31480.1, Sp7g10570.1, Sp6g08850.1, Sp1g32570.1, Sp3g25000.1, Sp6g08840.1, Sp2g07410.1, Sp1g33060.1, Sp5g17700.1, Sp5g17850.1, Sp4g09510.1, SpUn0007_0030.1, Sp7g09500.1, Sp1g32180.1, SpUn0002_0360.1, Sp1g32270.1, Sp7g08860.1, Sp5g18260.1, Sp7g08690.1, Sp5g17800.1, Sp1g31500.1, Sp1g32500.1, Sp3g26400.1, Sp6g09650.1	Csa11g008890
OG0000275	Sp3g19790.1, Sp3g19800.1	Csa19g031000, Csa19g030990, Csa13g047320, Csa02g007760, Csa15g032360, Csa01g025000, Csa19g031010
OG0000275	Sp7g13480.1	Csa00462s070, Csa12g065780, Csa11g043210, Csa00495s010, Csa12g055560, Csa11g035270, Csa10g030950
OG0000276	Sp1g41560.1, Sp1g41550.1	Csa17g095900, Csa12g051340, Csa12g051330, Csa03g062610, Csa14g067860
OG0000276	Sp7g13520.1	Csa00395s020, Csa09g022600, Csa04g018450, Csa06g018590, Csa09g035970, Csa09g085270, Csa16g042680
OG0000278	Sp5g20790.1	Csa10g004400, Csa12g039190, Csa12g039230, Csa12g039240, Csa12g039200, Csa11g088410, Csa11g088360, Csa18g026630, Csa02g057410, Csa18g026320, Csa11g088140
