Orthogroup	Thellungiella_parvula	Brassica_rapa
OG0000188	Sp4g02630.1	Bra018174, Bra036960
OG0000190	Sp1g11250.1	Bra024407, Bra026960
OG0000190	Sp1g11270.1	Bra035832, Bra023145, Bra035831
OG0000191	Sp6g18380.1	Bra006865, Bra002804
OG0000191	Sp3g33100.1	Bra031101, Bra036705, Bra039019
OG0000191	Sp7g27220.1	Bra010331, Bra024148, Bra011098
OG0000191	Sp3g33090.1	Bra039018, Bra031097, Bra036707
OG0000191	Sp7g27230.1	Bra011099
OG0000192	Sp7g16080.1	Bra012621
OG0000192	Sp1g01570.1	Bra030503, Bra033331
OG0000192	Sp6g01670.1	Bra003445, Bra002094
OG0000192	Sp5g01220.1	Bra003490
OG0000192	Sp4g29000.1	Bra040475, Bra004484
OG0000193	Sp1g35420.1	Bra018729
OG0000193	Sp3g15940.1	Bra001686, Bra022247, Bra021276
OG0000193	Sp5g21260.1	Bra039756
OG0000193	Sp7g04500.1	Bra028132
OG0000193	Sp6g27590.1	Bra023573, Bra008612
OG0000194	Sp4g22790.1	Bra004569
OG0000194	Sp7g13200.1	Bra037082
OG0000197	Sp2g17840.1	Bra029220
OG0000197	Sp6g15130.1	Bra029219
OG0000198	Sp4g06090.1	Bra000504
OG0000198	Sp5g15900.1	Bra011996, Bra026648
OG0000199	Sp6g21520.1	Bra002527
OG0000199	Sp5g15550.1	Bra019475
OG0000199	Sp6g39230.1	Bra005767
OG0000199	Sp5g08740.1	Bra003149, Bra039807
OG0000201	Sp3g09390.1	Bra001387, Bra034869, Bra029892
OG0000201	Sp4g03630.1	Bra032078, Bra022855
OG0000202	Sp1g37610.1, Sp1g37770.1	Bra018875
OG0000202	Sp1g34800.1	Bra040679, Bra027025, Bra022909, Bra022911
OG0000203	Sp6g38430.1, Sp6g39340.1	Bra039286
OG0000205	Sp1g12420.1	Bra019685, Bra026861
OG0000205	Sp1g12430.1	Bra016712, Bra019683, Bra026860
OG0000205	Sp3g28690.1	Bra039838, Bra015217
OG0000205	Sp1g12450.1, Sp1g12440.1	Bra016711
OG0000206	Sp1g31410.1, Sp7g09030.1, SpUn0027_0100.1, Sp3g22620.1, Sp7g07830.1, Sp6g13440.1, Sp6g12040.1, Sp4g10160.1, Sp1g32560.1, Sp5g19760.1, Sp6g16040.1, Sp6g10260.1, Sp7g08150.1, Sp7g06650.1, Sp4g08930.1, Sp4g07980.1, Sp4g05780.1, Sp5g16940.1, Sp4g02590.1, SpUn0008_0090.1, SpUn0019_0060.1, Sp5g17490.1, SpUn0004_0150.1, Sp6g10530.1, SpUn0001_0220.1, Sp2g06690.1, Sp7g10840.1, Sp5g17430.1, Sp5g17370.1, Sp7g07320.1, Sp3g28500.1, Sp3g28830.1	Bra033016
OG0000206	Sp6g23650.1	Bra006582
OG0000207	Sp5g16920.1	Bra029322, Bra014669, Bra023557
OG0000208	Sp7g07650.1, Sp3g32460.1, SpUn1255_0010.1, Sp3g31250.1, Sp3g31220.1, Sp7g00850.1	Bra025525
OG0000208	Sp4g10780.1, Sp6g08720.1, Sp6g08680.1, Sp5g03380.1, Sp5g03390.1, Sp5g03400.1, Sp5g03420.1, Sp5g03410.1, Sp2g03760.1, Sp2g03780.1	Bra040963, Bra040964
OG0000210	Sp7g12870.1	Bra036897
OG0000210	Sp7g14120.1	Bra033509, Bra013449
OG0000210	Sp4g13260.1, Sp4g13270.1	Bra022813
OG0000211	Sp7g03550.1	Bra025882, Bra025883, Bra025886, Bra012273
OG0000211	Sp1g18850.1	Bra012272
OG0000212	Sp2g07330.1	Bra028498, Bra027900, Bra028983, Bra013725, Bra037618
OG0000213	Sp1g20770.1	Bra032916, Bra024583, Bra001328, Bra001330, Bra024586, Bra035947
OG0000214	Sp6g04370.1	Bra000799
OG0000214	Sp6g04390.1	Bra000797, Bra017551, Bra000796, Bra017552
OG0000214	Sp6g04380.1	Bra022095, Bra018496
OG0000216	Sp3g12390.1	Bra021533, Bra021535
OG0000216	Sp7g15710.1	Bra013299, Bra012602
OG0000216	Sp3g12720.1	Bra001551, Bra021556, Bra027338
OG0000216	Sp3g12710.1	Bra001550, Bra021555
OG0000217	Sp5g26550.1	Bra007978, Bra003925
OG0000217	Sp7g15720.1	Bra020979, Bra021024, Bra020998, Bra020999
OG0000218	Sp6g33840.1	Bra006024
OG0000218	SpUn1204_0010.1, Sp2g26200.1	Bra035862
OG0000218	Sp2g08430.1, Sp1g03080.1	Bra032519, Bra015299
OG0000219	Sp5g02207.1	Bra003441
OG0000219	Sp5g02203.1	Bra007579
OG0000220	Sp7g14110.1	Bra012513
OG0000222	Sp7g13630.1	Bra038083, Bra039550
OG0000222	Sp3g19640.1	Bra001837
OG0000222	Sp1g10650.1	Bra019731
OG0000222	Sp2g02300.1	Bra034495, Bra027052
OG0000222	Sp6g04510.1	Bra000789
OG0000222	Sp7g20270.1	Bra020857, Bra013587
OG0000223	Sp3g18520.1	Bra035774, Bra022155, Bra001790
OG0000223	Sp6g17360.1	Bra002904, Bra028979, Bra035208, Bra035209
OG0000223	Sp5g21930.1	Bra019073, Bra004101, Bra035244, Bra034037
OG0000223	Sp7g24660.1	Bra026409, Bra019092
OG0000224	Sp7g31430.1	Bra015438, Bra024166, Bra033965, Bra010480, Bra010479, Bra036985
OG0000225	Sp5g24500.1, Sp5g26900.1, SpUn0020_0070.1, Sp5g26910.1, Sp5g24210.1	Bra007989
OG0000226	Sp1g21550.1	Bra024645, Bra012419
OG0000226	Sp5g25130.1, Sp5g25170.1, Sp5g25160.1, Sp5g25150.1	Bra003968
OG0000227	SpUn0270_0010.1	Bra024614
OG0000227	SpUn2053_0010.1	Bra016333
OG0000228	Sp7g21310.1	Bra019307
OG0000228	Sp6g00460.1	Bra000974
OG0000228	Sp1g00700.1	Bra032644, Bra033248
OG0000228	Sp5g01970.1	Bra014437, Bra007603
OG0000228	Sp4g28030.1	Bra004950
OG0000229	Sp1g06280.1	Bra015586, Bra031582
OG0000229	SpUn0416_0020.1, Sp6g03620.1	Bra034227, Bra034230, Bra034226, Bra000816, Bra000817
OG0000230	Sp1g25630.1	Bra030169, Bra030170, Bra030174
OG0000230	Sp1g25590.1	Bra030168, Bra032332, Bra010817
OG0000230	Sp1g25620.1	Bra028414
OG0000231	Sp5g19110.1	Bra032217, Bra035346, Bra040615, Bra023244, Bra041051, Bra034945
OG0000232	Sp6g18220.1	Bra035617, Bra028928
OG0000234	Sp5g33440.1	Bra003648, Bra003646
OG0000234	Sp5g33470.1	Bra003644
OG0000234	Sp1g15320.1	Bra025994
OG0000234	Sp1g15325.1	Bra026684, Bra026681, Bra026679, Bra026680
OG0000234	Sp5g33450.1	Bra035031
OG0000235	Sp3g12880.1	Bra027324
OG0000235	Sp3g12900.1	Bra001560, Bra027322
OG0000235	Sp3g12920.1	Bra021570, Bra027320
OG0000235	Sp3g12910.1	Bra027321, Bra001562, Bra001563, Bra001564
OG0000237	Sp3g31650.1	Bra039625
OG0000237	Sp4g00760.1	Bra031203, Bra030290
OG0000237	Sp7g36620.1	Bra010695
OG0000238	Sp6g33260.1	Bra022771, Bra028599, Bra006051
OG0000238	Sp2g28130.1	Bra024350, Bra031888
OG0000238	Sp2g28150.1	Bra031884
OG0000240	Sp4g01330.1	Bra038535
OG0000240	Sp7g36000.1	Bra017875
OG0000240	Sp2g28070.1	Bra037802
OG0000240	Sp4g26700.1	Bra004850, Bra000355, Bra037641
OG0000241	Sp6g39490.1	Bra009542
OG0000242	Sp7g18880.1, Sp7g18900.1	Bra013473
OG0000242	Sp7g18870.1	Bra013472
OG0000242	Sp1g22300.1	Bra024717
OG0000242	Sp1g22310.1	Bra024719
OG0000244	Sp2g15540.1, Sp6g06150.1, Sp7g05090.1	Bra013946
OG0000245	Sp7g19500.1	Bra013522
OG0000245	Sp5g20750.1, Sp5g20740.1	Bra033474
OG0000245	Sp3g10230.1	Bra001432
OG0000245	Sp7g19490.1	Bra038767, Bra004179, Bra004182, Bra038635
OG0000246	Sp3g21990.1	Bra015021
OG0000247	Sp5g27880.1	Bra003867
OG0000248	Sp4g19160.1	Bra023084
OG0000248	Sp3g15570.1	Bra021241, Bra001661
OG0000248	Sp4g29070.1	Bra041036
OG0000248	Sp6g01690.1	Bra000914
OG0000250	Sp6g31210.1	Bra006162, Bra006161, Bra023377
OG0000250	Sp6g31220.1	Bra006160
OG0000251	Sp7g13500.1	Bra012793
OG0000251	Sp7g13540.1	Bra027948, Bra000843
OG0000251	Sp7g13550.1	Bra012792
OG0000252	Sp1g19860.1	Bra012322
OG0000252	Sp1g19850.1	Bra016382, Bra031388
OG0000252	Sp1g19830.1	Bra031387
OG0000252	Sp1g19870.1	Bra012323
OG0000252	Sp1g19880.1	Bra012324
OG0000253	Sp3g28800.1, Sp5g18420.1	Bra034477
OG0000256	Sp6g15740.1	Bra029060, Bra029061
OG0000257	Sp2g05830.1, Sp1g08280.1, Sp1g08200.1	Bra027910
OG0000257	Sp2g05630.1	Bra020009, Bra020000, Bra031673, Bra030787, Bra031682, Bra030792
OG0000258	Sp2g16930.1	Bra025307
OG0000258	Sp1g22530.1	Bra012469
OG0000258	Sp5g23810.1	Bra004332, Bra004020
OG0000258	SpUn0138_0010.1, Sp1g11730.1	Bra019818, Bra026919
OG0000258	Sp2g14890.1	Bra026515, Bra025150
OG0000259	Sp2g03330.1, SpUn0101_0030.1	Bra040076, Bra031451
OG0000259	Sp7g03610.1	Bra028407
OG0000263	Sp3g20980.1	Bra023735
OG0000264	Sp2g28600.1	Bra031855
OG0000265	Sp2g06570.1, Sp2g06540.1	Bra038169, Bra027937
OG0000265	Sp1g07800.1	Bra018576
OG0000265	Sp1g01620.1	Bra000895
OG0000266	Sp6g34590.1	Bra005987
OG0000266	Sp2g23800.1	Bra029370, Bra029368, Bra029369, Bra026502, Bra009675, Bra009674, Bra009672, Bra009677
OG0000267	Sp6g04880.1	Bra029469, Bra018490
OG0000268	Sp4g26460.1	Bra000352
OG0000268	Sp4g26440.1	Bra037654
OG0000268	Sp4g26470.1	Bra037653, Bra040653
OG0000268	Sp4g26430.1	Bra037655
OG0000269	Sp1g20160.1	Bra024527
OG0000269	Sp5g27070.1	Bra016091
OG0000269	Sp7g32630.1	Bra011567
OG0000269	Sp1g30310.1	Bra036761, Bra034413
OG0000269	Sp6g08130.1	Bra000681
OG0000270	Sp2g04010.1	Bra027134, Bra031486
OG0000271	Sp2g11750.1	Bra022050, Bra022081, Bra022088, Bra022087
OG0000271	Sp2g11730.1	Bra024997
OG0000271	Sp2g11720.1	Bra024978, Bra022076
OG0000272	Sp1g20220.1	Bra024532, Bra012340
OG0000272	Sp6g36710.1	Bra005883, Bra009167
OG0000272	Sp5g26960.1	Bra003906, Bra007991, Bra017654, Bra016103
OG0000275	Sp3g19800.1	Bra001847
OG0000275	Sp7g13480.1	Bra012795, Bra039557
OG0000276	Sp5g33590.1	Bra014144, Bra039931, Bra032183, Bra032184
OG0000276	Sp7g13520.1	Bra028769, Bra005843
OG0000277	Sp2g05140.1	Bra018242
OG0000278	Sp5g20790.1	Bra011309
OG0000279	Sp6g04440.1	Bra029492, Bra000794, Bra041109
OG0000279	Sp2g05940.1	Bra027916, Bra027915
OG0000279	Sp1g10560.1	Bra016805, Bra031790
OG0000279	Sp2g02340.1	Bra034478
OG0000280	Sp4g19030.1	Bra005246, Bra017463, Bra017224
OG0000280	Sp4g19060.1	Bra005242, Bra005241, Bra023081
OG0000280	Sp4g19040.1	Bra023079
OG0000280	Sp4g19050.1	Bra005245, Bra005243, Bra023080
OG0000281	Sp5g32700.1	Bra008313, Bra033733
OG0000281	Sp2g06080.1	Bra010226, Bra011292
OG0000282	Sp6g28910.1	Bra023508, Bra008716, Bra006286
OG0000282	Sp1g21830.1	Bra024672, Bra012435, Bra016299
OG0000282	Sp2g17480.1	Bra025358, Bra033063
OG0000282	Sp7g02200.1	Bra028443
OG0000283	Sp4g17470.1	Bra017325, Bra017327, Bra017326
OG0000283	Sp4g20610.1	Bra005119, Bra005120, Bra005121, Bra005122
OG0000286	Sp4g09210.1	Bra010141, Bra031238
OG0000287	Sp6g09010.1, Sp6g09020.1	Bra037877
OG0000287	Sp3g27850.1	Bra039816
OG0000287	Sp5g12960.1	Bra018007, Bra018006, Bra029933
OG0000288	Sp4g03110.1	Bra039235
OG0000288	Sp3g11970.1	Bra027401, Bra001521
OG0000288	Sp6g32620.1	Bra028563, Bra006079, Bra006080
OG0000289	Sp1g24840.1, SpUn0423_0010.1, Sp1g18100.1	Bra025813
OG0000290	Sp5g00560.1	Bra007718, Bra003517, Bra014379
OG0000290	Sp4g29790.1	Bra004424, Bra021444
OG0000290	Sp1g05560.1	Bra031540
OG0000290	Sp4g13090.1	Bra021641, Bra018307
OG0000291	Sp6g16080.1	Bra029046, Bra029045
OG0000291	Sp6g16060.1	Bra022688, Bra029049
OG0000292	Sp7g04100.1	Bra018266
OG0000295	Sp1g31020.1	Bra017994
OG0000298	Sp2g19660.1	Bra020649
OG0000298	Sp7g14620.1	Bra033534, Bra038043
OG0000298	Sp6g02050.1	Bra000891, Bra008559
OG0000300	Sp4g20080.1	Bra005168
OG0000300	Sp6g02320.1	Bra018553, Bra000881
OG0000302	Sp1g18220.1	Bra016463
OG0000302	Sp1g18190.1	Bra025822, Bra016466
OG0000302	Sp1g18195.1	Bra012232
OG0000302	Sp1g18200.1	Bra012233
OG0000303	Sp1g03190.1	Bra015311
OG0000303	Sp6g21240.1	Bra006711, Bra006713, Bra006712, Bra006710, Bra006714
OG0000303	Sp1g03155.1	Bra032515, Bra030566
OG0000304	Sp5g34970.1	Bra003585
OG0000304	Sp5g18070.1	Bra026740
OG0000304	Sp1g14210.1	Bra026094
OG0000305	Sp7g27870.1, Sp7g27880.1	Bra024110
OG0000305	Sp5g15500.1, Sp7g27850.1	Bra012502
OG0000306	SpUn0420_0010.1	Bra027358
OG0000306	Sp1g40450.1	Bra030913, Bra037957, Bra037954
OG0000306	Sp1g40440.1	Bra030912, Bra030915, Bra014372
OG0000307	Sp6g22230.1	Bra002462, Bra020238, Bra006650
OG0000307	Sp4g19490.1	Bra005215, Bra005216, Bra023102, Bra023103
OG0000307	Sp5g08920.1	Bra006997
OG0000308	Sp1g20900.1	Bra024603
OG0000308	Sp7g15210.1	Bra012702
OG0000308	Sp1g21390.1	Bra012416
OG0000308	Sp6g27960.1	Bra006343, Bra008638
OG0000309	Sp1g35035.1	Bra029189
OG0000310	Sp5g13760.1	Bra029893
OG0000310	Sp5g13740.1	Bra029898, Bra029897
OG0000310	Sp5g13730.1	Bra018069
OG0000311	Sp7g17220.1	Bra012688
OG0000314	Sp3g11850.1	Bra027410, Bra001516
OG0000314	Sp3g11860.1	Bra021496, Bra021495
OG0000314	Sp1g40900.1	Bra014354
OG0000315	Sp2g00680.1	Bra029153, Bra008868
OG0000316	Sp1g16700.1	Bra025678, Bra031041, Bra016546
OG0000316	Sp1g16710.1	Bra025681
OG0000316	Sp5g29600.1	Bra015911, Bra015912, Bra003801, Bra008149
OG0000317	Sp1g39310.1	Bra018984, Bra030365
OG0000317	Sp4g21200.1	Bra000097
OG0000318	Sp5g03460.1	Bra033984
OG0000318	Sp5g03480.1	Bra003386, Bra014532
OG0000319	Sp5g03080.1	Bra003401, Bra007508
OG0000319	Sp2g05280.1	Bra027873
OG0000319	Sp5g13370.1	Bra019555
OG0000319	Sp4g26530.1	Bra004836, Bra039970, Bra004835, Bra037651
OG0000321	Sp1g22210.1	Bra024708
OG0000321	Sp7g02670.1	Bra028430, Bra028234
OG0000321	Sp6g28610.1	Bra006303, Bra008695
OG0000322	Sp1g21000.1	Bra035912, Bra016338, Bra016341, Bra016337
OG0000322	Sp1g21060.1, Sp1g21100.1, Sp1g21090.1	Bra012381
OG0000323	Sp1g05700.1	Bra015542, Bra015541
OG0000323	Sp4g13990.1	Bra022848, Bra018234, Bra021725
OG0000325	Sp2g15400.1	Bra025193, Bra036344
OG0000325	Sp1g11640.1	Bra019809, Bra026930
OG0000325	Sp3g31920.1	Bra024465
OG0000325	Sp1g11630.1	Bra026933
OG0000325	Sp1g32170.1	Bra026936
OG0000327	Sp7g13440.1	Bra012797
OG0000327	Sp7g13430.1	Bra037088
OG0000327	Sp5g08860.1	Bra003137
OG0000327	Sp4g19600.1, Sp4g19595.1	Bra017198, Bra005207, Bra005208
OG0000328	Sp6g05180.1, Sp6g05200.1	Bra000770
OG0000328	Sp6g05700.1	Bra039846
OG0000328	Sp6g05210.1	Bra000751, Bra000750
OG0000328	Sp6g05220.1	Bra018474
OG0000329	Sp1g03420.1	Bra015330
OG0000329	Sp5g17560.1	Bra019448, Bra034975
OG0000329	Sp6g23560.1	Bra002347, Bra020140
OG0000330	Sp3g28350.1	Bra039830, Bra013115
OG0000330	Sp1g09260.1	Bra019917
OG0000330	Sp6g21530.1	Bra020281, Bra002526, Bra002525
OG0000331	Sp5g22490.1	Bra004072, Bra032070
OG0000331	Sp4g12680.1	Bra021684, Bra021683, Bra022778, Bra022777
OG0000332	Sp4g02340.1	Bra032172, Bra039195
OG0000332	Sp1g36650.1	Bra018797
OG0000332	Sp7g31820.1	Bra034603, Bra011488
OG0000332	Sp3g28770.1	Bra013104, Bra015220
OG0000333	Sp5g34370.1	Bra005425
OG0000334	Sp3g07860.1	Bra034070, Bra001306, Bra029771
OG0000334	Sp6g39900.1	Bra009577, Bra028867, Bra000131
OG0000335	Sp5g08120.1	Bra007060
OG0000335	Sp1g38100.1	Bra030439, Bra014262
OG0000335	Sp4g18100.1	Bra017287, Bra023033
OG0000336	Sp7g02930.1, Sp7g02920.1	Bra025428
OG0000337	Sp7g13380.1	Bra038089, Bra039563
OG0000337	Sp2g02090.1	Bra027040
OG0000338	Sp3g01520.1	Bra021436, Bra021457
OG0000338	Sp6g28150.1	Bra008661
OG0000338	Sp6g15890.1	Bra022674, Bra003033
OG0000339	Sp5g22080.1	Bra007138, Bra028020, Bra007139, Bra028019, Bra011039, Bra004071
OG0000340	Sp7g19130.1, Sp7g19110.1, Sp7g19120.1	Bra041062, Bra020881
OG0000340	Sp7g19080.1	Bra013493, Bra013490, Bra013492, Bra020880, Bra020910
OG0000340	Sp7g19090.1	Bra013494, Bra038789
OG0000342	Sp2g13200.1	Bra024854
OG0000342	Sp1g13280.1	Bra025859, Bra026800, Bra026184
OG0000342	Sp5g23060.1	Bra004279, Bra004053
OG0000342	Sp1g23090.1	Bra010978, Bra032784, Bra012493
OG0000343	Sp5g28240.1	Bra027832, Bra016004, Bra016005, Bra016003, Bra008094, Bra008090, Bra008088, Bra008089, Bra016006, Bra016002, Bra000137, Bra008084, Bra008083, Bra008085
OG0000343	Sp5g28230.1	Bra016007, Bra003850
OG0000345	Sp7g31130.1	Bra037006, Bra034562, Bra011439
OG0000345	SpUn0020_0110.1, Sp5g26860.1	Bra016112, Bra003911
OG0000346	Sp5g34390.1	Bra035108, Bra008407
OG0000346	Sp5g34380.1	Bra003613
OG0000346	Sp5g34400.1	Bra035109
OG0000347	Sp1g03590.1, Sp4g15000.1	Bra005568, Bra021804, Bra022893
OG0000347	Sp4g15440.1	Bra005523, Bra022926
OG0000347	Sp1g03580.1	Bra032493, Bra015345, Bra030588
OG0000349	Sp7g29610.1	Bra011300
OG0000350	Sp4g26250.1	Bra037663
OG0000350	Sp1g09320.1	Bra018430
OG0000350	Sp3g15230.1	Bra001647, Bra001648, Bra022189, Bra021943
OG0000350	Sp6g26220.1	Bra002132
OG0000350	Sp6g26290.1	Bra023652
OG0000351	Sp1g36330.1	Bra014193
OG0000351	Sp7g31700.1	Bra034594, Bra011483
OG0000351	Sp3g17120.1	Bra001730, Bra037543
OG0000352	Sp1g15070.1	Bra026014, Bra026015
OG0000352	Sp4g03380.1	Bra007858
OG0000354	Sp2g24890.1	Bra012932
OG0000354	Sp6g35460.1	Bra028699, Bra009265
OG0000354	Sp6g35450.1	Bra009264, Bra040910
OG0000354	Sp6g35440.1	Bra005934, Bra028698
OG0000355	Sp6g02780.1	Bra036241
OG0000355	Sp6g02760.1	Bra036242, Bra000866, Bra000865
OG0000356	Sp5g09060.1	Bra003129
OG0000356	Sp5g09030.1	Bra006988
OG0000357	Sp6g32820.1	Bra009017
OG0000357	Sp2g22590.1	Bra036525
OG0000357	Sp7g29240.1	Bra024011, Bra010240, Bra011267, Bra011264, Bra011265
OG0000357	Sp2g19370.1	Bra037443
OG0000358	Sp2g13640.1	Bra026603
OG0000358	Sp2g13635.1	Bra024822
OG0000358	Sp2g13630.1	Bra026604
OG0000358	Sp2g13620.1	Bra026608, Bra026606, Bra024823
OG0000359	Sp2g09540.1	Bra027564, Bra027565, Bra025110, Bra039527
OG0000360	Sp3g22440.1	Bra015070
OG0000360	Sp7g10680.1	Bra032696
OG0000360	Sp2g19290.1	Bra036155, Bra020672
OG0000360	Sp3g05950.1	Bra029614
OG0000362	Sp4g15300.1	Bra022918, Bra022057
OG0000362	Sp6g23370.1	Bra020152, Bra002361, Bra002360
OG0000362	Sp6g23510.1	Bra002349
OG0000362	Sp4g08240.1	Bra034318
OG0000363	Sp7g24230.1	Bra006860, Bra035629, Bra026455, Bra002798, Bra010436
OG0000363	Sp3g33070.1	Bra031094, Bra036709
OG0000363	Sp7g27270.1	Bra038580
OG0000364	Sp3g18710.1	Bra035755, Bra023937
OG0000364	Sp1g37780.1	Bra030460
OG0000364	Sp6g16600.1	Bra002970
OG0000364	Sp7g25150.1	Bra026367
OG0000365	SpUn0966_0010.1	Bra030473
OG0000366	Sp7g13250.1, Sp7g13240.1	Bra039570, Bra036925, Bra039571
OG0000366	Sp7g04120.1	Bra019334
OG0000367	Sp4g23560.1	Bra016946, Bra004609
OG0000367	Sp5g05610.1	Bra014659
OG0000367	Sp5g05600.1	Bra003260, Bra003261, Bra014970, Bra041013, Bra007290, Bra007289, Bra014971, Bra014653, Bra014657, Bra014654, Bra014658
OG0000368	Sp1g01740.1	Bra032586, Bra030509
OG0000368	Sp6g02130.1	Bra000887
OG0000369	Sp4g14160.1	Bra021742
OG0000369	Sp7g00980.1	Bra022865
OG0000369	Sp1g04720.1	Bra015463
OG0000369	Sp4g13970.1	Bra022845, Bra021726
OG0000370	Sp6g18280.1, Sp6g18290.1	Bra002814
OG0000370	Sp4g28770.1	Bra004512
OG0000370	Sp4g28780.1	Bra004511
OG0000370	Sp4g28790.1	Bra004510
OG0000371	SpUn0003_0080.1	Bra019304, Bra028158, Bra015056
OG0000372	Sp5g11780.1	Bra036077, Bra036079
OG0000372	Sp1g18490.1	Bra016452
OG0000373	Sp5g15560.1, Sp6g21540.1, Sp1g06420.1	Bra031590, Bra018689, Bra002524, Bra030697, Bra006689, Bra020280
OG0000374	Sp2g20590.1	Bra038710, Bra038713, Bra038711, Bra038712, Bra038720, Bra038718, Bra038719, Bra038699, Bra038709
OG0000376	Sp1g25070.1	Bra030122, Bra010850, Bra032290
OG0000376	Sp7g15430.1	Bra012585, Bra013328, Bra021001
OG0000376	Sp2g10800.1	Bra025047, Bra021996
OG0000377	Sp6g32200.1	Bra023323
OG0000379	Sp1g39450.1	Bra001555
OG0000379	Sp3g12810.1	Bra001557
OG0000379	Sp3g12790.1	Bra021564, Bra021560, Bra021563, Bra021566
OG0000380	Sp6g17260.1	Bra028984
OG0000380	Sp6g17280.1	Bra002910, Bra002911
OG0000381	Sp2g02460.1, Sp2g02470.1, Sp2g02400.1, Sp2g02420.1, Sp2g02440.1	Bra003686, Bra027064, Bra027063, Bra027061
OG0000382	Sp7g03950.1	Bra028166
OG0000382	Sp5g11900.1	Bra036069, Bra029999
OG0000383	Sp3g13260.1	Bra001581, Bra021589
OG0000383	Sp4g16300.1	Bra022959
OG0000383	Sp1g24800.1	Bra032914, Bra030105, Bra010860
OG0000384	Sp3g33440.1	Bra036691
OG0000384	Sp7g27910.1	Bra009961
OG0000387	Sp5g34010.1	Bra035079, Bra003630
OG0000389	Sp3g10820.1	Bra034745, Bra038742, Bra001465
OG0000389	Sp7g18660.1	Bra038807, Bra013456
OG0000389	Sp4g17170.1	Bra005384
OG0000389	Sp1g26710.1	Bra014891, Bra023137
OG0000390	Sp3g12510.1	Bra027357
OG0000390	Sp1g40430.1	Bra014375, Bra030916, Bra030917
OG0000391	Sp6g41010.1	Bra005668, Bra028910
OG0000391	Sp3g09970.1	Bra038677, Bra001419
OG0000392	SpUn0027_0050.1, Sp3g22570.1	Bra015088
OG0000392	Sp2g19170.1	Bra036161, Bra020681
OG0000393	Sp5g09720.1, Sp3g09750.1, Sp4g18390.1	Bra009165, Bra023052, Bra005296
OG0000393	Sp6g36780.1	Bra001406
OG0000394	SpUn0004_0290.1	Bra026636, Bra027951, Bra027950, Bra027858, Bra027859
OG0000395	Sp1g01710.1	Bra033344
OG0000395	Sp7g37560.1	Bra033554, Bra011900
OG0000395	Sp3g02090.1	Bra021377, Bra032022
OG0000395	Sp6g27200.1	Bra023588, Bra008583
OG0000396	Sp6g24090.1	Bra020100, Bra002295
OG0000397	Sp6g14910.1	Bra022607, Bra022605, Bra022606
OG0000397	Sp6g14900.1, Sp6g14880.1, Sp6g09500.1, Sp6g14870.1	Bra029107, Bra022609
OG0000398	Sp6g38360.1	Bra005802
OG0000398	Sp6g38350.1	Bra009458
OG0000398	Sp3g09710.1	Bra034838, Bra034836, Bra001405
OG0000399	Sp4g04750.1, Sp4g04620.1, Sp4g04610.1	Bra034255
OG0000401	Sp1g38810.1	Bra030395, Bra018959, Bra014320
OG0000401	Sp1g36180.1	Bra014179
OG0000401	Sp3g16910.1	Bra001724
OG0000402	Sp4g25800.1	Bra037685
OG0000402	Sp7g10340.1	Bra004780, Bra038473
OG0000403	Sp7g30610.1	Bra011387
OG0000403	Sp7g27150.1	Bra011089
OG0000403	Sp7g24260.1	Bra026452
OG0000403	Sp6g18410.1	Bra002801, Bra006864
OG0000404	Sp2g23160.1	Bra032779, Bra029393
OG0000404	Sp2g23170.1	Bra029391, Bra009737
OG0000405	Sp4g11080.1	Bra011962, Bra034399
OG0000405	Sp4g19530.1	Bra017202, Bra023107
OG0000406	Sp2g22150.1	Bra020498, Bra009838
OG0000406	Sp6g32330.1	Bra008981, Bra006092
OG0000406	Sp4g04800.1	Bra034256, Bra007795
OG0000406	Sp7g30170.1	Bra011343
OG0000408	Sp1g03060.1	Bra015298, Bra030560, Bra032520
OG0000408	Sp7g12640.1	Bra039855
OG0000408	Sp3g20720.1	Bra001900, Bra033886
OG0000409	Sp2g20830.1	Bra009949, Bra036619, Bra020581
OG0000409	Sp6g21570.1	Bra020278, Bra006688, Bra002523
OG0000410	Sp7g30890.1, Sp7g09720.1	Bra011418, Bra011421, Bra011419, Bra011420
OG0000411	Sp5g24910.1	Bra016264, Bra029252
OG0000411	Sp1g12770.1	Bra016703
OG0000411	Sp2g13870.1	Bra017410
OG0000412	Sp5g36030.1	Bra003738
OG0000412	Sp3g33230.1	Bra039029
OG0000412	Sp2g21770.1	Bra009866
OG0000412	Sp6g31940.1	Bra023336, Bra006107
OG0000413	Sp6g26900.1	Bra008561, Bra023612, Bra006397
OG0000413	Sp5g21030.1	Bra021090
OG0000413	SpUn1226_0010.1, Sp2g13430.1	Bra017429, Bra026621
OG0000414	Sp7g28000.1, Sp7g27990.1	Bra010304, Bra010306
OG0000414	Sp3g32440.1	Bra038560, Bra038837
OG0000414	Sp3g32470.1	Bra032218, Bra024451
OG0000417	Sp2g25580.1	Bra029263, Bra029265, Bra035895, Bra010078
OG0000417	Sp6g13770.1	Bra028263, Bra029167, Bra038226, Bra022554
OG0000418	Sp7g01870.1	Bra025603
OG0000420	Sp1g15820.1	Bra016589
OG0000420	Sp3g17530.1	Bra001747
OG0000420	Sp7g31970.1	Bra017637, Bra034616, Bra011506
OG0000421	Sp7g21520.1	Bra013714
