Orthogroup	Thellungiella_parvula	Tarenaya_hassleriana
OG0000234	Sp1g15320.1, Sp1g15325.1, Sp5g33450.1	Th2v23289
OG0000235	Sp3g12880.1, Sp3g12900.1, Sp3g12920.1, Sp3g12910.1	Th2v00901, Th2v23742, Th2v23740, Th2v23741, Th2v27421
OG0000237	Sp3g31650.1	Th2v12237, Th2v03017, Th2v21539
OG0000237	Sp7g34900.1, Sp4g02310.1	Th2v03091, Th2v12313
OG0000237	Sp4g00760.1	Th2v02322, Th2v03237, Th2v12547
OG0000238	Sp6g33260.1, Sp2g28130.1, Sp2g28150.1	Th2v11783, Th2v13634, Th2v13635
OG0000240	Sp4g01330.1, Sp7g36000.1	Th2v03187
OG0000240	Sp2g28070.1	Th2v13625, Th2v11779, Th2v31476
OG0000240	Sp4g26700.1	Th2v07107, Th2v18070, Th2v12770, Th2v22457
OG0000241	Sp6g39490.1	Th2v14448
OG0000242	Sp4g21040.1, Sp7g18880.1, Sp7g18900.1, Sp7g18870.1, Sp1g22300.1, Sp1g22310.1	Th2v04309, Th2v04310
OG0000245	Sp7g19500.1, Sp5g20750.1, Sp5g20740.1, Sp3g10230.1, Sp7g19490.1	Th2v10771
OG0000246	Sp3g21990.1	Th2v00475
OG0000247	Sp7g01900.1, Sp5g27880.1	Th2v09989
OG0000248	Sp4g19160.1	Th2v08838, Th2v20036
OG0000248	Sp4g29070.1	Th2v12985, Th2v22686, Th2v07255, Th2v27560
OG0000248	Sp6g01690.1	Th2v07889
OG0000250	Sp6g15520.1, Sp6g31210.1, Sp6g31220.1	Th2v09707
OG0000251	Sp7g13500.1	Th2v00716
OG0000251	Sp7g13540.1, Sp7g13550.1	Th2v00717
OG0000252	Sp1g19860.1, Sp1g19850.1, Sp1g19830.1, Sp1g19870.1, Sp1g19880.1	Th2v21144, Th2v04200, Th2v27956
OG0000257	Sp2g05830.1, Sp1g08280.1, Sp1g08200.1, Sp2g05630.1	Th2v03799, Th2v28611, Th2v05070, Th2v06164, Th2v14869, Th2v24339
OG0000258	Sp2g16930.1	Th2v28926
OG0000258	Sp1g22530.1, Sp5g23810.1	Th2v24886
OG0000258	SpUn0138_0010.1, Sp1g11730.1, Sp2g14890.1	Th2v00183, Th2v06461, Th2v15159
OG0000259	Sp2g03330.1, SpUn0101_0030.1, Sp7g03610.1	Th2v20115, Th2v20116, Th2v20117, Th2v20118, Th2v20119
OG0000264	Sp2g28600.1	Th2v13204
OG0000265	Sp1g07800.1	Th2v05099
OG0000265	Sp5g00940.1	Th2v07320
OG0000265	Sp1g01620.1, Sp6g01970.1	Th2v16316
OG0000266	Sp6g34590.1, Sp2g23810.1, Sp2g23800.1	Th2v24131, Th2v11848, Th2v13802
OG0000267	Sp6g04880.1, SpUn0302_0010.1, SpUn0779_0010.1, SpUn0302_0015.1, Sp3g04750.1, Sp6g04860.1	Th2v11248
OG0000268	Sp4g26460.1, Sp4g26440.1, Sp4g26470.1, Sp4g26430.1	Th2v13146, Th2v12756, Th2v22444
OG0000269	Sp1g20160.1	Th2v27927
OG0000269	Sp1g30310.1, Sp6g08130.1	Th2v17153, Th2v04714
OG0000270	Sp2g04010.1, Sp2g04030.1, Sp2g04040.1, Sp2g04020.1	Th2v06114, Th2v14823, Th2v04983, Th2v20710
OG0000271	Sp2g11740.1, Sp2g11750.1, Sp2g11730.1, Sp2g11720.1, Sp2g11760.1	Th2v06834, Th2v15532
OG0000272	Sp1g20220.1, Sp6g36710.1, Sp5g26960.1	Th2v27919, Th2v30058
OG0000277	Sp2g05140.1	Th2v01062, Th2v01063, Th2v07596, Th2v15693, Th2v08316, Th2v08317, Th2v21249, Th2v18836, Th2v07737, Th2v15564
OG0000279	Sp6g04440.1	Th2v04426, Th2v16701
OG0000279	Sp2g05940.1	Th2v05079
OG0000279	Sp1g10560.1	Th2v04925, Th2v05997, Th2v14706, Th2v20611
OG0000279	Sp2g02340.1	Th2v20610
OG0000280	Sp4g19030.1, Sp4g19060.1, Sp4g19040.1, Sp4g19050.1	Th2v03647, Th2v11092, Th2v30056, Th2v11091, Th2v30054
OG0000281	Sp5g32700.1, Sp2g06080.1, Sp2g01440.1	Th2v04156
OG0000282	Sp6g28910.1	Th2v23117, Th2v24687
OG0000282	Sp1g21830.1	Th2v25008, Th2v25639
OG0000282	Sp2g17480.1, Sp7g02200.1	Th2v00381, Th2v23235
OG0000283	Sp4g17470.1, Sp4g20610.1	Th2v17282
OG0000286	Sp4g09210.1, Sp4g09500.1, Sp4g06020.1, SpUn0089_0010.1, Sp1g30400.1, SpUn0001_0790.1, SpUn0001_0460.1, Sp7g06740.1, Sp4g06400.1, Sp5g18700.1, SpUn0001_0660.1, SpUn0396_0010.1, Sp7g07610.1, Sp3g25440.1, Sp2g05060.1, Sp5g18200.1, Sp1g33010.1, Sp6g08730.1	Th2v21894, Th2v31507
OG0000287	Sp6g09010.1, Sp6g09020.1, Sp3g27850.1, Sp5g12960.1	Th2v17660, Th2v19042
OG0000288	Sp4g03110.1	Th2v01784
OG0000288	Sp3g11970.1, Sp1g40790.1	Th2v26092, Th2v00965
OG0000288	Sp2g22430.1, Sp6g32620.1	Th2v30695, Th2v17442, Th2v21398
OG0000290	Sp5g00560.1	Th2v07327, Th2v22768
OG0000290	Sp1g05560.1	Th2v08226, Th2v10455
OG0000291	Sp6g16080.1, Sp4g02010.1, Sp6g16060.1, Sp6g16070.1	Th2v09669
OG0000292	Sp7g04100.1, Sp7g05350.1	Th2v05300
OG0000293	Sp4g12050.1	Th2v07508, Th2v15765, Th2v07509, Th2v15764
OG0000294	Sp4g09190.1, Sp4g06970.1	Th2v00185, Th2v13349
OG0000298	Sp2g19660.1, Sp3g05690.1	Th2v11380, Th2v08998, Th2v18370
OG0000298	Sp7g14620.1	Th2v26274, Th2v25516
OG0000298	Sp6g02050.1	Th2v07916, Th2v16308
OG0000299	Sp4g01790.1	Th2v03139, Th2v02378, Th2v12745
OG0000300	Sp5g08570.1, Sp4g20080.1, Sp6g02320.1	Th2v16941
OG0000302	Sp1g18220.1	Th2v05793, Th2v20887, Th2v28132
OG0000302	Sp1g18190.1	Th2v04099
OG0000302	Sp1g18195.1, Sp1g18200.1	Th2v28131
OG0000303	Sp1g03190.1, Sp6g21240.1, Sp1g03160.1, Sp1g03155.1	Th2v08035, Th2v08036
OG0000304	Sp5g18080.1, Sp5g18070.1, Sp1g14210.1, Sp3g32940.1	Th2v10178, Th2v10177
OG0000305	Sp7g27900.1, Sp7g27890.1, Sp7g27870.1, Sp7g27880.1, Sp5g15500.1, Sp7g27850.1	Th2v02151, Th2v02152
OG0000306	SpUn0420_0010.1, Sp1g40450.1, Sp1g40440.1	Th2v00927, Th2v26083
OG0000307	Sp6g22230.1	Th2v07603, Th2v15687
OG0000307	Sp4g19480.1, Sp4g19490.1, Sp5g08920.1	Th2v16894
OG0000308	Sp1g20900.1	Th2v03572, Th2v30172
OG0000308	Sp7g15210.1, Sp1g21390.1, Sp6g27960.1, Sp7g10970.1	Th2v29250, Th2v06617, Th2v15316
OG0000310	Sp5g13760.1, Sp5g13740.1, Sp5g13730.1	Th2v14047, Th2v11952, Th2v02637, Th2v02638
OG0000314	Sp3g11850.1, Sp3g11860.1, Sp1g40900.1	Th2v00974
OG0000317	Sp3g13890.1	Th2v21984
OG0000317	Sp1g39310.1	Th2v20323, Th2v29602
OG0000317	Sp4g21200.1	Th2v29720
OG0000318	Sp5g03460.1, Sp5g03480.1	Th2v03320
OG0000319	Sp5g03080.1, Sp2g05280.1, Sp5g13370.1, Sp4g26530.1	Th2v12759, Th2v22447, Th2v07115, Th2v18063, Th2v31360
OG0000321	Sp1g22210.1	Th2v31218, Th2v24928
OG0000321	Sp7g02670.1, Sp2g17950.1	Th2v24085
OG0000321	Sp3g01120.1, Sp6g28610.1	Th2v06331, Th2v15029, Th2v23090, Th2v24661
OG0000323	Sp1g05700.1, Sp4g13990.1	Th2v08237
OG0000327	Sp7g13440.1, Sp7g13430.1	Th2v19302
OG0000327	Sp5g08860.1, Sp4g19600.1, Sp4g19595.1	Th2v21263, Th2v16902
OG0000329	Sp1g03420.1, Sp4g09940.1	Th2v07712, Th2v15587, Th2v07711, Th2v15588
OG0000329	Sp5g17560.1	Th2v17982
OG0000329	Sp6g23560.1	Th2v17983
OG0000330	Sp3g28350.1, Sp3g17580.1	Th2v01251
OG0000330	Sp1g09260.1, Sp6g21530.1	Th2v28819
OG0000332	Sp4g02340.1	Th2v02398, Th2v03087
OG0000332	Sp1g36650.1	Th2v29408, Th2v29117
OG0000332	Sp7g31820.1, Sp3g28770.1	Th2v02562, Th2v02780
OG0000333	Sp5g34370.1	Th2v10398, Th2v26572
OG0000334	Sp3g07860.1	Th2v19991, Th2v08920, Th2v14459
OG0000334	Sp4g21700.1	Th2v22311, Th2v03525, Th2v06653, Th2v15352
OG0000335	Sp5g08120.1	Th2v30294
OG0000335	Sp5g09940.1	Th2v30378
OG0000336	Sp7g02930.1, Sp7g02920.1	Th2v00653, Th2v00654
OG0000337	Sp7g13380.1	Th2v24613, Th2v19310
OG0000337	Sp2g02090.1	Th2v20589
OG0000338	Sp3g01520.1, Sp6g28150.1	Th2v23045
OG0000338	SpUn0185_0020.1	Th2v06315, Th2v15013
OG0000342	Sp2g13200.1, Sp1g13280.1	Th2v05417, Th2v06539, Th2v15238
OG0000342	Sp5g23060.1, Sp1g23090.1	Th2v24819, Th2v03930, Th2v30519
OG0000343	Sp5g28240.1, Sp5g28230.1	Th2v28094, Th2v28095
OG0000344	SpUn1806_0010.1	Th2v30801, Th2v29090, Th2v30854, Th2v31040, Th2v31018, Th2v31497, Th2v31243, Th2v31248
OG0000345	Sp3g27100.1, Sp7g31130.1	Th2v02589, Th2v02669
OG0000345	SpUn0020_0110.1, Sp5g26860.1, Sp1g29440.1	Th2v04692, Th2v17139
OG0000346	Sp5g34390.1	Th2v10139
OG0000346	Sp5g34380.1	Th2v23361
OG0000346	Sp5g34400.1, Sp7g12170.1	Th2v10138
OG0000347	Sp1g03590.1, Sp4g15000.1	Th2v16060
OG0000347	Sp4g15440.1, Sp1g03580.1	Th2v08079, Th2v16058, Th2v27115
OG0000350	Sp4g26250.1, Sp1g09320.1, Sp3g15230.1, Sp6g26220.1, Sp6g26290.1	Th2v12063, Th2v19099
OG0000351	Sp1g36330.1	Th2v29543, Th2v30874
OG0000351	Sp7g31700.1	Th2v02859
OG0000352	Sp1g15070.1, Sp4g03380.1	Th2v10071, Th2v30002, Th2v23304
OG0000354	Sp2g24890.1, Sp6g35460.1, Sp6g35450.1, Sp6g35440.1	Th2v24043, Th2v13903, Th2v13904
OG0000355	Sp6g02780.1, Sp6g02720.1, Sp6g02730.1, Sp6g02700.1, Sp6g02760.1	Th2v16252
OG0000357	Sp6g32820.1, Sp2g22590.1	Th2v17425, Th2v29453
OG0000357	Sp7g29240.1	Th2v12385, Th2v02083, Th2v01819
OG0000357	Sp2g19370.1	Th2v11403, Th2v09232
OG0000358	Sp2g13640.1, Sp2g13635.1, Sp2g13630.1, Sp2g13620.1	Th2v00077
OG0000360	Sp3g22440.1, Sp7g10680.1	Th2v19562, Th2v25300
OG0000360	Sp2g19290.1	Th2v09236
OG0000362	Sp4g15300.1	Th2v08096
OG0000362	Sp6g23370.1, Sp6g23510.1	Th2v17973
OG0000362	Sp4g08240.1	Th2v07725, Th2v15576
OG0000363	Sp7g24230.1, Sp6g18460.1, Sp3g33070.1, Sp7g27270.1	Th2v12489, Th2v21706
OG0000364	Sp3g18710.1, Sp1g37780.1, Sp6g16600.1, Sp7g25150.1	Th2v24423, Th2v21836, Th2v28288, Th2v05469, Th2v20406
OG0000365	SpUn0966_0010.1	Th2v17305
OG0000367	Sp4g23560.1, Sp5g05610.1, Sp5g05600.1	Th2v03440, Th2v06781, Th2v15479
OG0000368	Sp3g15030.1, Sp7g14510.1	Th2v26283, Th2v27687, Th2v18258, Th2v25507
OG0000368	Sp1g01740.1, Sp6g02130.1	Th2v07306, Th2v25801, Th2v31094, Th2v31564, Th2v13019, Th2v22725, Th2v27587, Th2v07922
OG0000369	Sp4g14160.1, Sp7g00980.1, Sp6g31880.1, Sp1g04720.1, Sp4g13970.1	Th2v01176, Th2v15932
OG0000370	Sp6g18280.1, Sp6g18290.1, Sp4g28770.1, Sp4g28780.1, Sp4g28790.1	Th2v06620, Th2v15319, Th2v07223, Th2v12953, Th2v22651
OG0000372	Sp5g11780.1, Sp1g18490.1	Th2v09783, Th2v28155
OG0000373	Sp5g15560.1, Sp6g21540.1, Sp1g06420.1	Th2v18810, Th2v19804, Th2v03796, Th2v06671, Th2v15371, Th2v22333, Th2v21276
OG0000374	Sp4g04720.1, Sp4g04740.1, Sp4g04700.1, Sp4g04710.1, Sp2g20590.1	Th2v17698, Th2v17699, Th2v28096, Th2v31037
OG0000376	Sp1g25070.1	Th2v01320, Th2v26520
OG0000376	Sp7g15430.1, Sp2g10800.1	Th2v16550, Th2v27268
OG0000379	Sp3g12800.1, Sp1g39450.1, Sp3g12810.1, Sp3g12790.1	Th2v19177
OG0000380	Sp6g17260.1, Sp6g17270.1, Sp6g17280.1	Th2v21652
OG0000383	Sp3g13260.1	Th2v23771, Th2v27392, Th2v00884, Th2v30084
OG0000383	Sp4g16300.1, Sp1g24800.1	Th2v01304
OG0000384	Sp7g27860.1, Sp3g33440.1, Sp7g27910.1	Th2v12463, Th2v12464, Th2v12422, Th2v12457, Th2v12462
OG0000387	Sp5g34000.1	Th2v10091
OG0000387	Sp5g34010.1	Th2v23317, Th2v05667, Th2v23320, Th2v23318, Th2v23319
OG0000389	Sp3g10820.1, Sp7g18660.1	Th2v19840
OG0000389	Sp4g17170.1, Sp1g26710.1	Th2v10508, Th2v01397
OG0000390	Sp3g12510.1, Sp1g40430.1	Th2v26081
OG0000391	Sp3g28980.1, Sp6g41010.1, Sp3g09970.1	Th2v14514
OG0000392	SpUn0027_0050.1, Sp3g22570.1	Th2v19572, Th2v25292
OG0000392	Sp3g06050.1, Sp2g19170.1	Th2v24810, Th2v11431, Th2v18342
OG0000393	Sp5g09720.1, Sp3g09750.1, Sp4g18390.1, Sp6g36780.1	Th2v03615, Th2v14351, Th2v22175, Th2v08743
OG0000395	Sp1g01710.1	Th2v07918, Th2v16305
OG0000395	Sp7g37560.1	Th2v12628
OG0000395	Sp3g02090.1	Th2v09112, Th2v22977, Th2v18573
OG0000396	Sp6g24090.1, Sp6g23920.1, Sp4g04300.1	Th2v18993
OG0000397	Sp6g14910.1, Sp6g14900.1, Sp6g14880.1, Sp6g09500.1, Sp6g14870.1	Th2v26920
OG0000398	Sp6g38360.1, Sp6g38350.1, Sp3g09710.1	Th2v23928, Th2v11675, Th2v11673, Th2v11674
OG0000399	Sp4g04750.1, Sp4g04620.1, Sp4g04610.1, Sp7g02830.1	Th2v06326, Th2v15024
OG0000401	Sp1g38810.1, Sp3g14450.1, Sp1g36180.1, Sp3g16910.1	Th2v23863, Th2v27304, Th2v21935
OG0000403	Sp7g30610.1	Th2v01963
OG0000403	Sp7g27150.1	Th2v01639, Th2v02192
OG0000403	Sp7g24260.1, Sp6g18410.1	Th2v21704, Th2v05537, Th2v09532
OG0000404	Sp2g23160.1, Sp2g23170.1	Th2v30699, Th2v17325, Th2v17309, Th2v17324
OG0000405	Sp4g11080.1	Th2v08329
OG0000405	Sp5g08890.1, Sp4g19530.1	Th2v16895
OG0000406	Sp2g22150.1	Th2v17652
OG0000406	Sp6g32330.1, Sp4g04800.1, Sp7g30170.1	Th2v02046, Th2v11121
OG0000408	Sp1g03060.1	Th2v08031, Th2v16122
OG0000408	Sp7g12640.1, Sp3g20720.1	Th2v24584, Th2v19386, Th2v30090
OG0000409	Sp2g20830.1	Th2v25441
OG0000410	Sp7g30890.1, Sp7g09720.1, Sp7g27040.1	Th2v01614
OG0000411	Sp5g24910.1	Th2v05171, Th2v28677
OG0000411	Sp1g12770.1, Sp2g13870.1	Th2v25643, Th2v24004
OG0000412	Sp5g36030.1	Th2v05595, Th2v07759
OG0000412	Sp3g33230.1	Th2v02200
OG0000412	Sp2g21770.1, Sp6g31940.1	Th2v19280
OG0000413	Sp6g26900.1	Th2v09128
OG0000413	Sp5g21030.1	Th2v06275, Th2v14976
OG0000413	SpUn1226_0010.1, Sp2g13430.1	Th2v00061
OG0000414	Sp7g28000.1, Sp7g27990.1, Sp3g32440.1, Sp3g32470.1	Th2v01712, Th2v01710, Th2v01711
OG0000417	Sp5g14530.1, Sp2g25580.1	Th2v24015, Th2v27882, Th2v13953
OG0000417	Sp6g13770.1	Th2v05880, Th2v20983
OG0000418	Sp6g40510.1, Sp7g01870.1	Th2v14487
OG0000420	Sp1g15820.1	Th2v30783
OG0000420	Sp3g17530.1	Th2v29418
OG0000420	Sp3g28600.1, Sp7g31970.1	Th2v02766, Th2v02570, Th2v12029
OG0000421	Sp7g21510.1, Sp7g21500.1, Sp7g21520.1	Th2v01783, Th2v02106, Th2v03771
OG0000422	Sp5g15070.1, Sp6g05860.1, SpUn0146_0030.1	Th2v04522, Th2v16771
OG0000423	Sp7g00770.1, Sp2g15990.1, Sp2g15980.1	Th2v00261, Th2v06418, Th2v15117
OG0000424	Sp6g09560.1, Sp3g18390.1, Sp3g18395.1	Th2v08403
OG0000425	Sp6g07170.1, Sp6g07160.1, Sp1g28760.1	Th2v04646, Th2v10913
OG0000426	Sp7g28670.1, Sp5g13120.1, Sp2g23480.1, Sp4g03060.1	Th2v08505, Th2v19711, Th2v25254
OG0000427	Sp7g01750.1	Th2v00341
OG0000427	Sp2g17060.1	Th2v00342
OG0000428	Sp5g02800.1, Sp5g02790.1, Sp5g14680.1, Sp5g02780.1	Th2v07084, Th2v18091, Th2v12793, Th2v22480
OG0000432	Sp3g16850.1, Sp1g36090.1, Sp1g36100.1	Th2v29435
OG0000433	Sp2g13540.1, Sp2g13520.1, Sp2g13530.1	Th2v28662
OG0000435	Sp6g16160.1, Sp6g11720.1, Sp3g17640.1	Th2v22018
OG0000436	Sp1g01920.1, SpUN0996_0010.1	Th2v16275
OG0000437	Sp4g29320.1, Sp2g24530.1, Sp5g01010.1	Th2v07279, Th2v27577, Th2v30334
OG0000439	Sp2g13250.1	Th2v00047
OG0000439	Sp1g23130.1	Th2v28270
OG0000439	Sp5g21210.1	Th2v00563
OG0000440	Sp4g27760.1, Sp5g02270.1, Sp2g18430.1	Th2v16452
OG0000441	Sp7g02810.1, Sp7g02825.1, Sp7g02820.1	Th2v00700
OG0000442	Sp3g11730.1, Sp1g41010.1, Sp6g18330.1	Th2v09527
OG0000443	Sp2g04220.1, Sp2g04230.1	Th2v20729, Th2v20727, Th2v20725, Th2v09728
OG0000445	Sp3g29590.1	Th2v02820, Th2v12080, Th2v02821
OG0000445	Sp4g00730.1, Sp7g06330.1, Sp7g32340.1	Th2v02321, Th2v12548, Th2v03239
OG0000447	Sp6g17330.1, Sp6g17340.1	Th2v21654
OG0000448	Sp4g19500.1, Sp5g08910.1, Sp6g22240.1	Th2v21240, Th2v14630, Th2v18850
OG0000449	Sp2g18540.1, Sp3g06760.1, Sp3g06750.1	Th2v11517, Th2v11515, Th2v11516, Th2v11518
OG0000451	Sp6g14810.1	Th2v09742, Th2v26918
OG0000451	Sp6g17850.1	Th2v09083, Th2v26176, Th2v05512, Th2v09486, Th2v21680
OG0000452	Sp3g13020.1	Th2v23748, Th2v27416
OG0000452	Sp5g25070.1	Th2v24979
OG0000452	Sp5g23480.1, SpUn0732_0010.1, Sp5g17990.1	Th2v21497, Th2v19013, Th2v18030
OG0000454	Sp1g09190.1, Sp2g04560.1	Th2v30424
OG0000454	Sp6g11820.1	Th2v23521
OG0000454	Sp2g26030.1	Th2v14017, Th2v09253, Th2v17393, Th2v23977
OG0000455	Sp7g00150.1	Th2v06956
OG0000455	Sp7g08920.1, Sp2g07600.1, Sp3g29190.1, Sp4g10210.1, Sp4g09120.1, Sp3g24730.1	Th2v31297
OG0000456	Sp4g26870.1, Sp4g26880.1	Th2v07095, Th2v18081, Th2v12780, Th2v22467
OG0000458	Sp2g11970.1, Sp2g11960.1	Th2v10634
OG0000459	Sp6g27140.1, Sp1g22370.1, Sp3g02120.1	Th2v18570, Th2v22973
OG0000460	Sp4g02950.1, Sp7g26050.1	Th2v21772
OG0000460	Sp7g28560.1, Sp7g28570.1	Th2v01769, Th2v02117
OG0000461	SpUn0372_0010.1, SpUn1020_0010.1, SpUn1408_0010.1, Sp5g03680.1	Th2v13331, Th2v25961
OG0000461	Sp1g04840.1, Sp4g13870.1	Th2v08167, Th2v15928
OG0000462	Sp1g35600.1, Sp3g16240.1	Th2v25556, Th2v26350, Th2v27616, Th2v26351, Th2v27615
OG0000462	Sp1g16100.1	Th2v05917, Th2v21030, Th2v09927
OG0000463	Sp3g15830.1, Sp3g15840.1	Th2v25542, Th2v26324, Th2v27645
OG0000464	Sp7g32640.1	Th2v02520, Th2v02794, Th2v12099
OG0000464	Sp3g30130.1, Sp7g37060.1, Sp4g00280.1	Th2v03287
OG0000466	Sp3g07290.1, Sp5g24240.1, Sp3g01300.1, Sp6g28460.1	Th2v18626, Th2v09037, Th2v23072
OG0000467	Sp7g34070.1	Th2v02433
OG0000467	Sp1g33870.1, Sp2g07750.1	Th2v01216, Th2v29063
OG0000467	Sp5g30590.1	Th2v20937
OG0000469	Sp7g04890.1, Sp3g10600.1	Th2v14035, Th2v14038, Th2v14036, Th2v14037
OG0000470	Sp1g11940.1	Th2v06462, Th2v15160
OG0000472	Sp7g13070.1	Th2v17517, Th2v17478, Th2v21608
OG0000472	Sp7g13110.1, Sp2g07490.1, Sp2g02940.1	Th2v17598, Th2v17596, Th2v17597
OG0000473	Sp3g21180.1, Sp3g21120.1, SpUn0047_0010.1, SpUn0047_0020.1, Sp3g21130.1, Sp3g21140.1	Th2v28762, Th2v19443, Th2v19441, Th2v03770, Th2v03790
OG0000475	SpUn1898_0010.1, Sp4g07960.1, SpUn0701_0010.1, Sp4g05340.1, SpUn0002_0600.1, Sp7g08900.1	Th2v25244
OG0000479	Sp1g01810.1	Th2v13031, Th2v22738, Th2v29934, Th2v27020, Th2v07934
OG0000479	Sp3g04410.1, Sp2g20930.1	Th2v11211, Th2v18454
OG0000482	Sp4g24110.1, Sp2g05090.1, Sp1g08720.1, Sp5g05110.1	Th2v28997, Th2v17533, Th2v19179
OG0000483	Sp1g08090.1, Sp1g08100.1, Sp1g08110.1, Sp5g24000.1	Th2v08621, Th2v08622
OG0000484	Sp6g35020.1, Sp2g24410.1, Sp3g01140.1, Sp6g28580.1	Th2v13862, Th2v24086, Th2v18612, Th2v23088, Th2v24659
OG0000485	Sp4g25720.1, Sp4g25710.1, Sp4g25700.1	Th2v03326, Th2v03345
OG0000486	Sp3g07260.1, Sp6g40820.1, Sp6g40830.1	Th2v19889
OG0000488	Sp6g37040.1, Sp6g37030.1, Sp6g37020.1, Sp6g37010.1	Th2v08787
OG0000489	Sp7g17400.1, Sp2g10750.1	Th2v27272
OG0000490	Sp5g16640.1, Sp5g16650.1, Sp6g22760.1	Th2v18899
OG0000491	Sp6g20730.1, SpUn1022_0010.1	Th2v17848
OG0000495	Sp5g31960.1, Sp1g18790.1, Sp1g37730.1	Th2v04133, Th2v05743, Th2v20834
OG0000496	Sp6g21390.1, Sp5g15400.1	Th2v17856
OG0000499	Sp1g27570.1	Th2v08834, Th2v16430, Th2v24441, Th2v24476
OG0000501	Sp4g11760.1	Th2v07541, Th2v15741, Th2v08284
OG0000501	Sp5g06980.1, Sp4g21950.1	Th2v06680, Th2v15379, Th2v03362, Th2v22340
OG0000502	Sp3g14800.1, Sp3g14780.1, Sp3g14790.1, Sp3g14810.1	Th2v21899
OG0000504	Sp7g33910.1, Sp5g11030.1, Sp3g31450.1	Th2v14157, Th2v26729, Th2v02441, Th2v12220, Th2v11658
OG0000505	Sp6g23540.1	Th2v21463
OG0000505	Sp3g02760.1, Sp6g26350.1	Th2v06230, Th2v14931, Th2v00684, Th2v30250, Th2v22881, Th2v18528, Th2v09155
OG0000506	Sp7g28170.1, SpUN0954_0010.1	Th2v21753, Th2v19125, Th2v01732, Th2v01733
OG0000507	Sp1g40830.1, Sp4g01540.1, Sp2g06440.1, Sp4g04320.1, Sp4g04310.1, Sp5g22570.1	Th2v22051, Th2v26354, Th2v27612
OG0000508	Sp1g40710.1	Th2v00956, Th2v23675
OG0000508	Sp1g15640.1, Sp5g27760.1	Th2v05949, Th2v21070, Th2v09998
OG0000509	Sp2g28140.1	Th2v28637
OG0000510	Sp6g14190.1, Sp6g14180.1, Sp5g06480.1, Sp5g06470.1, Sp6g14200.1	Th2v09298, Th2v26893, Th2v31208
OG0000514	Sp7g25100.1, Sp6g16900.1	Th2v00957
OG0000515	Sp2g19790.1, SpUn0021_0060.1, Sp3g05580.1, Sp3g05570.1, Sp3g05550.1	Th2v11366
OG0000517	Sp6g20100.1, Sp6g35780.1, Sp4g20620.1, Sp3g30680.1	Th2v14562, Th2v03730, Th2v16997
OG0000518	Sp7g04990.1, SpUn0312_0010.1, SpUn0321_0010.1, SpUn0312_0020.1, SpUn0887_0010.1, SpUn1264_0010.1, Sp2g11690.1	Th2v30113, Th2v06219, Th2v14920, Th2v06220, Th2v14921
OG0000519	Sp1g29890.1	Th2v04734, Th2v17157
OG0000519	Sp5g33420.1	Th2v27955, Th2v04195, Th2v21147
OG0000520	Sp6g20480.1, Sp4g08330.1, Sp6g20470.1	Th2v17801, Th2v18717
OG0000521	Sp5g04640.1, SpUn0003_0290.1	Th2v03488, Th2v13244, Th2v25879
OG0000522	Sp6g08210.1, Sp3g24520.1	Th2v13205, Th2v03557, Th2v03558, Th2v03561, Th2v03560, Th2v03559
OG0000526	Sp1g17640.1, Sp6g32500.1, Sp5g30710.1	Th2v05834, Th2v20929
OG0000527	Sp4g22420.1	Th2v22395
OG0000527	Sp5g06610.1	Th2v22398
OG0000527	Sp3g09510.1	Th2v20227, Th2v08779
OG0000528	Sp5g22020.1	Th2v24847, Th2v30626
OG0000529	Sp1g38330.1, Sp3g19300.1	Th2v00816, Th2v21880
OG0000529	Sp1g15810.1	Th2v09976, Th2v05941, Th2v21062, Th2v29473
OG0000530	Sp3g23060.1	Th2v23023
OG0000532	SpUn0014_0080.1, SpUn0077_0010.1, Sp2g06930.1	Th2v11028, Th2v17248
OG0000532	Sp1g17730.1	Th2v05823, Th2v20919
OG0000533	Sp6g11130.1	Th2v19810, Th2v29568
OG0000534	Sp2g22350.1, Sp2g22390.1	Th2v17461, Th2v17430, Th2v17429, Th2v17460
OG0000535	Sp7g24930.1, Sp3g24150.1, Sp7g33610.1	Th2v16626, Th2v02459
OG0000536	Sp4g12100.1, Sp4g12140.1, Sp4g12150.1, Sp2g30760.1	Th2v02272, Th2v07752, Th2v15551, Th2v07753, Th2v15550
OG0000542	Sp6g30970.1	Th2v17503
OG0000542	Sp3g27070.1	Th2v02667
OG0000542	Sp4g14330.1, Sp1g04410.1	Th2v15974
OG0000543	Sp1g25830.1	Th2v26575, Th2v26576
OG0000544	Sp7g27970.1	Th2v01707
OG0000544	Sp3g32510.1, Sp7g27960.1	Th2v12424
OG0000546	Sp5g16620.1	Th2v21208, Th2v17930, Th2v18898
OG0000546	Sp4g10510.1, Sp4g10490.1	Th2v07665, Th2v15627, Th2v01040
OG0000547	Sp7g27710.1	Th2v01688
OG0000547	Sp6g18840.1	Th2v09564
OG0000547	Sp3g19160.1	Th2v21872
OG0000548	Sp3g31300.1, Sp5g07175.1, Sp5g07170.1	Th2v03349
OG0000550	Sp5g23000.1, Sp5g23010.1, Sp1g23100.1	Th2v03925, Th2v26866
OG0000551	Sp3g16160.1	Th2v26345, Th2v27620
OG0000551	Sp1g16140.1, Sp5g28850.1	Th2v09929, Th2v21034
