Orthogroup	Thellungiella_parvula	Eutrema_salsugineum
OG0000149	Sp1g41780.1	EUTSA_v10011215mg
OG0000153	Sp6g20950.1	EUTSA_v10015334mg, EUTSA_v10015341mg
OG0000153	Sp1g28540.1, Sp6g21310.1	EUTSA_v10014036mg
OG0000153	Sp6g21810.1, Sp6g21760.1, SpUn1070_0010.1	EUTSA_v10016021mg, EUTSA_v10015422mg, EUTSA_v10011949mg, EUTSA_v10015510mg
OG0000154	Sp4g26560.1	EUTSA_v10018387mg, EUTSA_v10001744mg
OG0000154	Sp5g03070.1	EUTSA_v10005858mg
OG0000154	Sp4g26550.1	EUTSA_v10001770mg
OG0000154	Sp4g26540.1	EUTSA_v10001756mg
OG0000155	Sp4g13520.1	EUTSA_v10017858mg, EUTSA_v10017707mg, EUTSA_v10017568mg
OG0000156	Sp6g18990.1	EUTSA_v10013314mg
OG0000156	Sp2g15480.1	EUTSA_v100040361mg
OG0000156	Sp2g15470.1	EUTSA_v10004078mg
OG0000156	Sp2g15450.1	EUTSA_v10004070mg
OG0000157	Sp3g29560.1	EUTSA_v10009584mg
OG0000158	SpUn0333_0010.1	EUTSA_v10011352mg
OG0000158	Sp1g05640.1	EUTSA_v10009803mg
OG0000159	Sp1g35030.1	EUTSA_v10014092mg
OG0000162	Sp2g05800.1	EUTSA_v10024056mg
OG0000162	Sp2g14240.1	EUTSA_v10005549mg, EUTSA_v10005569mg, EUTSA_v10004936mg
OG0000163	Sp3g23960.1	EUTSA_v10002748mg, EUTSA_v10011753mg, EUTSA_v10003123mg
OG0000164	Sp7g20000.1	EUTSA_v10026236mg
OG0000164	Sp6g04140.1	EUTSA_v10029054mg
OG0000165	SpUn0001_0880.1, Sp1g30980.1	EUTSA_v10023094mg
OG0000167	Sp3g10720.1	EUTSA_v10020257mg
OG0000167	Sp1g14350.1	EUTSA_v10007031mg
OG0000167	Sp3g07820.1	EUTSA_v10020258mg
OG0000167	Sp6g40010.1	EUTSA_v10012922mg
OG0000167	Sp6g40020.1, Sp2g05640.1	EUTSA_v10002169mg
OG0000170	Sp4g12440.1	EUTSA_v10017796mg
OG0000171	Sp6g03520.1	EUTSA_v10029249mg
OG0000171	Sp6g04290.1	EUTSA_v10002443mg
OG0000173	Sp2g03710.1, Sp2g03770.1	EUTSA_v10023871mg, EUTSA_v10023813mg
OG0000173	Sp5g22450.1	EUTSA_v10023175mg, EUTSA_v10015623mg
OG0000174	Sp5g21840.1	EUTSA_v10019362mg
OG0000174	Sp7g03900.1	EUTSA_v10028232mg
OG0000174	Sp2g17750.1	EUTSA_v10005391mg, EUTSA_v10005534mg
OG0000174	Sp4g02860.1	EUTSA_v10029435mg, EUTSA_v10009184mg, EUTSA_v10009190mg
OG0000176	SpUn0008_0060.1, SpUn0041_0090.1, SpUn0016_0090.1, Sp3g23680.1, SpUn0002_0560.1, SpUn0516_0010.1, Sp4g04500.1, Sp3g27370.1, Sp7g07300.1, SpUn0394_0010.1	EUTSA_v10002848mg
OG0000176	Sp7g10000.1, Sp5g19880.1, Sp4g06080.1, Sp4g06870.1, SpUn0158_0010.1, SpUn0002_0760.1, SpUn0035_0100.1, SpUn0005_0270.1, Sp7g03400.1, Sp3g25220.1, Sp3g25520.1, Sp3g26550.1, Sp3g25260.1, SpUn0002_0430.1, SpUn0001_0340.1, Sp4g07690.1	EUTSA_v10002306mg
OG0000178	Sp1g04760.1	EUTSA_v10022269mg, EUTSA_v10009348mg
OG0000178	SpUn1102_0010.1, Sp6g07490.1	EUTSA_v10009508mg, EUTSA_v10009706mg, EUTSA_v10009730mg, EUTSA_v10029469mg, EUTSA_v10029136mg, EUTSA_v10029471mg, EUTSA_v10029259mg
OG0000179	Sp1g38300.1	EUTSA_v10027722mg, EUTSA_v10028238mg
OG0000179	Sp5g16830.1	EUTSA_v10010970mg
OG0000179	Sp7g36370.1	EUTSA_v10027133mg
OG0000179	Sp7g12040.1	EUTSA_v10024958mg
OG0000180	Sp1g17700.1, Sp5g30740.1	EUTSA_v10008949mg
OG0000180	Sp7g32500.1	EUTSA_v10026432mg
OG0000181	Sp6g06510.1, SpUn0001_0050.1, Sp3g26840.1	EUTSA_v10011074mg
OG0000182	Sp7g14460.1	EUTSA_v10026794mg, EUTSA_v10027358mg
OG0000182	Sp7g14440.1	EUTSA_v10026960mg, EUTSA_v10026780mg
OG0000182	Sp1g26920.1, Sp1g26930.1	EUTSA_v10009446mg
OG0000182	Sp1g26940.1	EUTSA_v10009695mg
OG0000182	Sp7g18420.1	EUTSA_v10025579mg
OG0000182	Sp2g09660.1	EUTSA_v10000930mg
OG0000182	Sp2g13480.1, Sp1g12940.1	EUTSA_v10025388mg, EUTSA_v10004358mg
OG0000183	Sp5g14170.1	EUTSA_v10010110mg
OG0000183	Sp2g24900.1	EUTSA_v10023276mg
OG0000183	Sp2g24940.1	EUTSA_v10003645mg
OG0000183	Sp5g14180.1	EUTSA_v10010102mg
OG0000183	Sp5g14185.1	EUTSA_v10010112mg
OG0000183	Sp5g14187.1	EUTSA_v10011038mg
OG0000184	Sp3g20240.1	EUTSA_v10020312mg, EUTSA_v10002441mg
OG0000185	Sp7g04470.1	EUTSA_v10001931mg
OG0000185	Sp4g15990.1	EUTSA_v10027424mg, EUTSA_v10017892mg
OG0000185	Sp7g04910.1	EUTSA_v10027691mg, EUTSA_v10027695mg
OG0000186	SpUn0988_0010.1	EUTSA_v10006895mg
OG0000189	Sp4g10190.1	EUTSA_v10005904mg
OG0000190	Sp1g11250.1	EUTSA_v10009569mg
OG0000190	Sp1g11260.1	EUTSA_v10009942mg
OG0000190	Sp1g11270.1	EUTSA_v10009133mg
OG0000192	Sp7g16080.1	EUTSA_v10024238mg
OG0000192	Sp7g13560.1	EUTSA_v10024241mg
OG0000192	Sp1g01570.1	EUTSA_v10006577mg
OG0000192	Sp6g01670.1	EUTSA_v10029333mg
OG0000192	Sp5g01220.1	EUTSA_v10005750mg
OG0000192	Sp4g29000.1	EUTSA_v10001285mg
OG0000193	Sp1g35420.1	EUTSA_v10011613mg
OG0000193	Sp3g15940.1	EUTSA_v10021026mg
OG0000193	Sp5g21260.1	EUTSA_v10018774mg
OG0000193	Sp7g04500.1	EUTSA_v10027817mg
OG0000193	Sp6g27590.1	EUTSA_v10013948mg
OG0000194	Sp4g22790.1	EUTSA_v10017873mg
OG0000194	Sp1g34650.1	EUTSA_v10012008mg, EUTSA_v10011973mg
OG0000194	Sp7g13200.1	EUTSA_v10017689mg, EUTSA_v10012296mg, EUTSA_v10011969mg
OG0000194	Sp6g04670.1	EUTSA_v10029229mg
OG0000196	Sp4g05230.1	EUTSA_v10026773mg
OG0000197	Sp2g17840.1	EUTSA_v10005158mg
OG0000197	Sp6g09890.1	EUTSA_v10029475mg, EUTSA_v10005546mg
OG0000198	Sp5g15900.1	EUTSA_v10003078mg
OG0000199	Sp6g21520.1	EUTSA_v10014643mg
OG0000199	Sp6g39230.1, Sp3g08250.1	EUTSA_v10021492mg
OG0000199	Sp5g08740.1	EUTSA_v10010710mg
OG0000201	Sp3g09390.1	EUTSA_v10022336mg
OG0000201	Sp4g03630.1	EUTSA_v10000515mg
OG0000202	Sp1g37770.1	EUTSA_v10011966mg, EUTSA_v10012059mg, EUTSA_v10015925mg
OG0000202	Sp1g34800.1	EUTSA_v10012345mg, EUTSA_v10012245mg, EUTSA_v10012176mg, EUTSA_v10011993mg, EUTSA_v10012065mg, EUTSA_v10003413mg, EUTSA_v10003347mg, EUTSA_v10003313mg, EUTSA_v10017831mg, EUTSA_v10012114mg, EUTSA_v10011960mg
OG0000203	Sp6g39340.1	EUTSA_v10013853mg
OG0000205	Sp1g12420.1	EUTSA_v10007297mg
OG0000205	Sp1g12430.1	EUTSA_v10009946mg
OG0000205	Sp3g28690.1	EUTSA_v10022636mg
OG0000205	Sp1g12450.1, Sp1g12440.1	EUTSA_v10009405mg
OG0000206	Sp3g27120.1, Sp1g30880.1, Sp6g11810.1, Sp4g07510.1, Sp3g24510.1	EUTSA_v10002674mg, EUTSA_v10003066mg
OG0000210	Sp7g10800.1	EUTSA_v10027074mg
OG0000210	Sp7g12870.1	EUTSA_v10024976mg
OG0000211	Sp7g03550.1	EUTSA_v10009893mg
OG0000211	Sp1g18850.1	EUTSA_v10006909mg, EUTSA_v10006905mg
OG0000213	Sp1g20770.1	EUTSA_v10015830mg, EUTSA_v10015464mg, EUTSA_v10029509mg, EUTSA_v10009814mg, EUTSA_v10022089mg, EUTSA_v10021925mg
OG0000214	Sp6g04370.1	EUTSA_v10028498mg
OG0000214	Sp6g04390.1	EUTSA_v10028504mg
OG0000214	Sp6g04380.1	EUTSA_v10028500mg, EUTSA_v10028501mg
OG0000216	Sp3g12390.1	EUTSA_v10020996mg
OG0000216	Sp7g15710.1	EUTSA_v10025514mg
OG0000216	Sp3g12720.1	EUTSA_v10020979mg
OG0000216	Sp3g12710.1	EUTSA_v10020982mg
OG0000217	Sp5g26550.1	EUTSA_v10018341mg
OG0000217	Sp7g15720.1	EUTSA_v10026970mg, EUTSA_v10024473mg, EUTSA_v10024400mg, EUTSA_v10024467mg, EUTSA_v10024443mg
OG0000218	Sp6g33840.1	EUTSA_v10014919mg, EUTSA_v10003334mg
OG0000218	Sp2g26200.1	EUTSA_v10005643mg
OG0000218	Sp1g03080.1	EUTSA_v10009006mg
OG0000219	Sp5g02207.1	EUTSA_v10003401mg, EUTSA_v10029330mg
OG0000222	Sp7g13630.1	EUTSA_v10024504mg
OG0000222	Sp3g19640.1	EUTSA_v10020132mg
OG0000222	Sp1g10650.1	EUTSA_v10006870mg
OG0000222	Sp2g02300.1	EUTSA_v10023297mg
OG0000222	Sp6g04510.1	EUTSA_v10028449mg
OG0000222	Sp7g20270.1	EUTSA_v10024476mg
OG0000223	Sp3g18520.1	EUTSA_v10020151mg
OG0000223	Sp6g17360.1	EUTSA_v10012748mg
OG0000223	Sp5g21930.1	EUTSA_v10018170mg
OG0000223	Sp7g24660.1	EUTSA_v10024494mg
OG0000224	Sp7g31430.1	EUTSA_v10025324mg
OG0000225	Sp5g24500.1, Sp5g26900.1, SpUn0020_0070.1, Sp5g26910.1, Sp5g24210.1	EUTSA_v10018369mg, EUTSA_v10019472mg, EUTSA_v10018407mg
OG0000226	Sp1g21550.1	EUTSA_v10009361mg, EUTSA_v10009595mg
OG0000226	Sp5g25130.1, Sp5g25170.1, Sp5g25160.1, Sp5g25150.1	EUTSA_v10019296mg
OG0000228	Sp7g21310.1	EUTSA_v10025910mg
OG0000228	Sp6g00460.1	EUTSA_v10028860mg
OG0000228	Sp1g00700.1	EUTSA_v10008397mg
OG0000228	Sp5g01970.1	EUTSA_v10006141mg
OG0000228	Sp4g28030.1	EUTSA_v10001573mg
OG0000229	Sp1g06280.1	EUTSA_v10009631mg, EUTSA_v10023830mg
OG0000229	SpUn0416_0020.1, Sp6g03620.1	EUTSA_v10028845mg, EUTSA_v10029272mg, EUTSA_v10029275mg, EUTSA_v10029411mg
OG0000230	Sp1g25630.1	EUTSA_v10006680mg
OG0000230	Sp1g25610.1, Sp1g25600.1	EUTSA_v10015245mg
OG0000230	Sp1g25620.1	EUTSA_v10009409mg
OG0000234	Sp5g33440.1	EUTSA_v10019120mg
OG0000234	Sp5g33470.1	EUTSA_v10019118mg
OG0000234	Sp1g15320.1, Sp1g15325.1	EUTSA_v10008735mg
OG0000234	Sp5g33450.1	EUTSA_v10019479mg
OG0000235	Sp3g12880.1	EUTSA_v10020533mg
OG0000235	Sp3g12900.1	EUTSA_v10021962mg
OG0000235	Sp3g12910.1	EUTSA_v10020855mg
OG0000237	Sp3g31650.1	EUTSA_v10022852mg
OG0000237	Sp7g34900.1	EUTSA_v10026272mg
OG0000237	Sp4g02310.1	EUTSA_v10000326mg
OG0000237	Sp4g00760.1	EUTSA_v10000333mg
OG0000237	Sp7g36620.1	EUTSA_v10026317mg
OG0000238	Sp6g33260.1	EUTSA_v10014726mg
OG0000238	Sp2g28130.1	EUTSA_v10005413mg
OG0000238	Sp2g28150.1	EUTSA_v10004949mg
OG0000240	Sp4g01330.1	EUTSA_v10000663mg
OG0000240	Sp7g36000.1	EUTSA_v10026225mg
OG0000240	Sp2g28070.1	EUTSA_v10005261mg
OG0000240	Sp4g26700.1	EUTSA_v10001633mg
OG0000242	Sp4g21040.1	EUTSA_v10017619mg
OG0000242	Sp7g18880.1, Sp7g18900.1	EUTSA_v10027093mg
OG0000242	Sp7g18870.1	EUTSA_v10027126mg
OG0000242	Sp1g22300.1	EUTSA_v10007352mg
OG0000242	Sp1g22310.1	EUTSA_v10007336mg
OG0000244	Sp2g15540.1	EUTSA_v10001198mg
OG0000244	Sp4g07090.1, Sp2g02790.1, Sp7g11060.1, Sp7g08400.1, Sp7g08380.1	EUTSA_v10009928mg
OG0000245	Sp5g20750.1, Sp5g20740.1	EUTSA_v10018116mg, EUTSA_v10018118mg, EUTSA_v10018117mg
OG0000245	Sp3g10230.1	EUTSA_v10002984mg
OG0000245	Sp7g19490.1	EUTSA_v10024419mg
OG0000246	Sp3g21990.1	EUTSA_v10029227mg, EUTSA_v10023870mg, EUTSA_v10024137mg
OG0000248	Sp4g19160.1	EUTSA_v10016774mg
OG0000248	Sp3g15570.1	EUTSA_v10020887mg
OG0000248	Sp4g29070.1	EUTSA_v10001487mg
OG0000248	Sp6g01690.1	EUTSA_v10027815mg
OG0000249	Sp7g07730.1, Sp5g17540.1, Sp5g13405.1, Sp5g20850.1	EUTSA_v10029088mg, EUTSA_v10028115mg, EUTSA_v10024057mg, EUTSA_v10003375mg, EUTSA_v10028100mg, EUTSA_v100282571mg, EUTSA_v100282570mg, EUTSA_v10011091mg, EUTSA_v10002282mg, EUTSA_v10022492mg, EUTSA_v10012309mg, EUTSA_v10023812mg
OG0000250	Sp6g15520.1	EUTSA_v10015275mg, EUTSA_v10003009mg
OG0000250	Sp6g31210.1	EUTSA_v10013397mg
OG0000251	Sp7g13500.1	EUTSA_v10027495mg, EUTSA_v10025084mg
OG0000251	Sp7g13540.1	EUTSA_v10027217mg, EUTSA_v10027528mg, EUTSA_v10027049mg
OG0000251	Sp7g13550.1	EUTSA_v10027045mg
OG0000252	Sp1g19850.1	EUTSA_v10007502mg, EUTSA_v10007489mg
OG0000252	Sp1g19830.1	EUTSA_v100074990mg
OG0000252	Sp1g19880.1	EUTSA_v10009957mg
OG0000253	Sp3g28800.1	EUTSA_v10029439mg
OG0000253	Sp5g18420.1	EUTSA_v10015776mg, EUTSA_v10012388mg, EUTSA_v10027512mg, EUTSA_v10002316mg, EUTSA_v10029293mg, EUTSA_v10024063mg, EUTSA_v10012362mg, EUTSA_v10002281mg, EUTSA_v10015254mg, EUTSA_v10024008mg, EUTSA_v10012358mg
OG0000256	Sp6g15740.1	EUTSA_v10015903mg, EUTSA_v10015428mg
OG0000257	Sp2g05830.1, Sp1g08280.1, Sp1g08200.1, Sp2g05630.1	EUTSA_v10008951mg, EUTSA_v10008955mg
OG0000258	Sp2g16930.1	EUTSA_v10003537mg
OG0000258	Sp1g22530.1	EUTSA_v10006594mg
OG0000258	Sp5g23810.1	EUTSA_v10018025mg
OG0000258	SpUn0138_0010.1, Sp1g11730.1	EUTSA_v10006589mg
OG0000258	Sp2g14890.1	EUTSA_v10003538mg
OG0000259	Sp2g03330.1, SpUn0101_0030.1	EUTSA_v10002720mg, EUTSA_v10002986mg
OG0000259	Sp7g03610.1	EUTSA_v10028054mg
OG0000261	Sp3g19130.1	EUTSA_v10022141mg, EUTSA_v10020934mg, EUTSA_v10006371mg
OG0000262	Sp5g33780.1	EUTSA_v10018570mg
OG0000263	Sp3g20980.1	EUTSA_v10022355mg, EUTSA_v10021944mg, EUTSA_v10022314mg, EUTSA_v10021905mg, EUTSA_v10022208mg
OG0000265	Sp2g06570.1, Sp2g06540.1	EUTSA_v10023657mg, EUTSA_v10023704mg
OG0000265	Sp1g07800.1	EUTSA_v10008843mg
OG0000265	Sp5g00940.1	EUTSA_v10006249mg
OG0000266	Sp6g34590.1	EUTSA_v10014408mg
OG0000266	Sp2g23800.1	EUTSA_v10004897mg, EUTSA_v10004905mg
OG0000267	Sp6g04880.1	EUTSA_v10019481mg
OG0000267	SpUn0302_0010.1, SpUn0779_0010.1, SpUn0302_0015.1	EUTSA_v10019660mg, EUTSA_v10003027mg, EUTSA_v10002789mg, EUTSA_v10002956mg, EUTSA_v10002996mg, EUTSA_v10019667mg, EUTSA_v10019717mg, EUTSA_v10019692mg, EUTSA_v10019758mg, EUTSA_v10019449mg, EUTSA_v10019751mg, EUTSA_v100023491mg, EUTSA_v10019681mg, EUTSA_v100023490mg, EUTSA_v10019833mg, EUTSA_v10002350mg, EUTSA_v10002346mg, EUTSA_v10019579mg, EUTSA_v10002352mg, EUTSA_v10002353mg, EUTSA_v10019451mg, EUTSA_v10019731mg, EUTSA_v10019516mg, EUTSA_v10019810mg
OG0000267	Sp3g04750.1	EUTSA_v10022373mg, EUTSA_v10024119mg, EUTSA_v10012000mg, EUTSA_v10023873mg, EUTSA_v10024162mg, EUTSA_v10027038mg
OG0000268	Sp4g26440.1	EUTSA_v10002650mg, EUTSA_v10023934mg
OG0000268	Sp4g26470.1	EUTSA_v10001796mg
OG0000268	Sp4g26430.1	EUTSA_v10001601mg
OG0000269	Sp1g20160.1	EUTSA_v10007305mg
OG0000269	Sp5g27070.1	EUTSA_v10019647mg
OG0000269	Sp7g32630.1	EUTSA_v10024783mg
OG0000269	Sp1g30310.1	EUTSA_v10001814mg
OG0000269	Sp6g08130.1	EUTSA_v10028553mg
OG0000270	Sp2g04010.1	EUTSA_v10023569mg
OG0000270	Sp2g04020.1	EUTSA_v10024059mg
OG0000271	Sp2g11730.1	EUTSA_v10001199mg, EUTSA_v10001105mg
OG0000271	Sp2g11720.1	EUTSA_v10001100mg
OG0000272	Sp1g20220.1	EUTSA_v10009321mg
OG0000272	Sp6g36710.1	EUTSA_v10015600mg, EUTSA_v10023916mg, EUTSA_v10023799mg
OG0000272	Sp5g26960.1	EUTSA_v10018412mg
OG0000275	Sp3g19790.1, Sp3g19800.1	EUTSA_v10021907mg
OG0000275	Sp7g13480.1	EUTSA_v10025075mg
OG0000276	Sp5g33590.1	EUTSA_v10016633mg
OG0000276	Sp1g41560.1, Sp1g41550.1	EUTSA_v10004108mg
OG0000276	Sp7g13520.1	EUTSA_v10010943mg
OG0000278	Sp5g20790.1	EUTSA_v10024136mg, EUTSA_v10019458mg, EUTSA_v10000285mg, EUTSA_v10000284mg
OG0000279	Sp6g04440.1	EUTSA_v10028587mg
OG0000279	Sp1g10560.1	EUTSA_v10007418mg
OG0000279	Sp2g02340.1	EUTSA_v10023414mg
OG0000280	Sp4g19030.1	EUTSA_v10016560mg
OG0000280	Sp4g19060.1	EUTSA_v10016558mg
OG0000280	Sp4g19040.1	EUTSA_v10017544mg
OG0000281	Sp5g32700.1	EUTSA_v10018703mg
OG0000281	Sp2g06080.1	EUTSA_v10025490mg
OG0000282	Sp6g28910.1	EUTSA_v10015131mg
OG0000282	Sp1g21830.1	EUTSA_v10009197mg
OG0000282	Sp2g17480.1	EUTSA_v10005197mg
OG0000282	Sp7g02200.1	EUTSA_v10028074mg
OG0000283	Sp4g17470.1	EUTSA_v10017910mg
OG0000287	Sp6g09010.1, Sp6g09020.1	EUTSA_v10028769mg
OG0000287	Sp3g27850.1	EUTSA_v10022759mg
OG0000287	Sp5g12960.1	EUTSA_v10010494mg
OG0000288	Sp4g03110.1	EUTSA_v10000079mg
OG0000288	Sp2g22430.1	EUTSA_v10003800mg
OG0000288	Sp6g32620.1	EUTSA_v10012938mg
OG0000289	Sp1g24840.1, SpUn0423_0010.1, Sp1g18100.1	EUTSA_v10021358mg
OG0000289	Sp1g18070.1	EUTSA_v10008393mg, EUTSA_v10009925mg
OG0000290	Sp5g00560.1	EUTSA_v10006331mg
OG0000290	Sp4g29790.1	EUTSA_v10001691mg
OG0000290	Sp1g05560.1	EUTSA_v10009180mg
OG0000290	Sp4g13090.1	EUTSA_v10017804mg
OG0000291	Sp6g16080.1	EUTSA_v10013535mg
OG0000291	Sp4g02010.1	EUTSA_v10028656mg
OG0000291	Sp6g16060.1, Sp6g16070.1	EUTSA_v10013536mg
OG0000292	Sp7g04100.1	EUTSA_v10028270mg
OG0000292	Sp7g05350.1	EUTSA_v10028216mg, EUTSA_v10027852mg, EUTSA_v10027865mg, EUTSA_v10027866mg, EUTSA_v10027864mg
OG0000293	Sp4g12050.1	EUTSA_v10017105mg
OG0000298	Sp2g19660.1	EUTSA_v10005613mg
OG0000298	Sp3g05690.1	EUTSA_v10020480mg
OG0000298	Sp7g14620.1	EUTSA_v10024884mg
OG0000298	Sp6g02050.1	EUTSA_v10028572mg
OG0000299	Sp4g01790.1	EUTSA_v10000161mg
OG0000300	Sp5g08570.1	EUTSA_v10010174mg
OG0000300	Sp4g20080.1	EUTSA_v10016355mg
OG0000300	Sp6g02320.1	EUTSA_v10028492mg
OG0000302	Sp1g18220.1	EUTSA_v10007270mg
OG0000302	Sp1g18190.1	EUTSA_v10007257mg
OG0000302	Sp1g18195.1	EUTSA_v10007285mg
OG0000302	Sp1g18200.1	EUTSA_v10007272mg
OG0000303	Sp1g03190.1	EUTSA_v10009937mg
OG0000303	Sp6g21240.1	EUTSA_v10013883mg
OG0000304	Sp5g34970.1	EUTSA_v10024003mg, EUTSA_v10019728mg, EUTSA_v10018261mg
OG0000304	Sp5g18080.1, Sp5g18070.1, Sp1g14210.1, Sp3g32940.1	EUTSA_v10007054mg
OG0000305	Sp7g27900.1	EUTSA_v10026848mg
OG0000305	Sp7g27890.1	EUTSA_v10010998mg, EUTSA_v10027387mg
OG0000305	Sp7g27870.1, Sp7g27880.1	EUTSA_v10000699mg
OG0000305	Sp5g15500.1, Sp7g27850.1	EUTSA_v10026566mg
OG0000306	SpUn0420_0010.1	EUTSA_v10020898mg
OG0000306	Sp1g40450.1	EUTSA_v10011572mg
OG0000306	Sp1g40440.1	EUTSA_v10011563mg
OG0000307	Sp6g22230.1	EUTSA_v10014299mg
OG0000307	Sp4g19480.1	EUTSA_v10017874mg
OG0000307	Sp4g19490.1	EUTSA_v10017041mg
OG0000307	Sp5g08920.1	EUTSA_v10010598mg
OG0000308	Sp1g20900.1	EUTSA_v10007266mg
OG0000308	Sp7g15210.1	EUTSA_v10024828mg
OG0000308	Sp1g21390.1	EUTSA_v10007269mg
OG0000310	Sp5g13760.1	EUTSA_v10010383mg
OG0000310	Sp5g13740.1	EUTSA_v10010323mg
OG0000312	Sp6g15230.1	EUTSA_v10013489mg
OG0000314	Sp3g11850.1	EUTSA_v10021602mg
OG0000314	Sp3g11860.1	EUTSA_v10022187mg
OG0000314	Sp1g40900.1	EUTSA_v10011810mg
OG0000315	Sp2g00680.1	EUTSA_v10028062mg
OG0000316	Sp1g16700.1	EUTSA_v10008528mg
OG0000316	Sp5g29600.1	EUTSA_v10018987mg
OG0000317	Sp3g13890.1	EUTSA_v10021747mg
OG0000317	Sp1g39310.1	EUTSA_v10011855mg
OG0000317	Sp4g21200.1	EUTSA_v10017405mg
OG0000318	Sp5g03480.1	EUTSA_v10005823mg
OG0000319	Sp5g03080.1	EUTSA_v10005895mg
OG0000319	Sp2g05280.1	EUTSA_v10023064mg
OG0000319	Sp5g13370.1	EUTSA_v10010985mg
OG0000319	Sp4g26530.1	EUTSA_v10001416mg
OG0000321	Sp1g22210.1	EUTSA_v10010007mg
OG0000321	Sp7g02670.1	EUTSA_v10027800mg
OG0000321	Sp2g17950.1	EUTSA_v10004110mg
OG0000321	Sp6g28610.1	EUTSA_v10013414mg
OG0000322	Sp1g21000.1	EUTSA_v10010034mg
OG0000322	Sp1g21050.1	EUTSA_v10008137mg
OG0000322	Sp1g21060.1	EUTSA_v10009581mg
OG0000323	Sp1g05700.1	EUTSA_v10009433mg
OG0000323	Sp4g13990.1	EUTSA_v10017765mg
OG0000324	Sp7g08970.1	EUTSA_v10014628mg, EUTSA_v10028300mg, EUTSA_v10003091mg, EUTSA_v10017646mg, EUTSA_v10009818mg
OG0000324	SpUn0816_0010.1, Sp6g10660.1	EUTSA_v10012330mg
OG0000325	Sp2g15400.1	EUTSA_v10003650mg
OG0000325	Sp1g11640.1	EUTSA_v10007425mg
OG0000325	Sp3g31920.1	EUTSA_v10023132mg
OG0000325	Sp1g32170.1	EUTSA_v10007466mg
OG0000327	Sp7g13440.1	EUTSA_v10024460mg
OG0000327	Sp7g13430.1	EUTSA_v10024221mg
OG0000327	Sp5g08860.1	EUTSA_v10010063mg
OG0000327	Sp4g19600.1, Sp4g19595.1	EUTSA_v10016141mg, EUTSA_v10016144mg
OG0000328	Sp4g03050.1, Sp6g05700.1, Sp6g05210.1	EUTSA_v10029466mg
OG0000328	Sp6g05220.1	EUTSA_v10029362mg, EUTSA_v10029151mg
OG0000329	Sp1g03420.1	EUTSA_v10006570mg
OG0000329	Sp4g09940.1	EUTSA_v10001885mg
OG0000329	Sp5g17560.1	EUTSA_v10003019mg, EUTSA_v10002813mg, EUTSA_v10002309mg
OG0000329	Sp6g23560.1	EUTSA_v10012448mg
OG0000330	Sp3g28350.1	EUTSA_v10022920mg
OG0000330	Sp3g17580.1	EUTSA_v10022254mg
OG0000330	Sp1g09260.1	EUTSA_v10009615mg
OG0000330	Sp6g21530.1	EUTSA_v10015142mg
OG0000332	Sp4g02340.1	EUTSA_v10000075mg
OG0000332	Sp1g36650.1	EUTSA_v10011289mg
OG0000332	Sp7g31820.1	EUTSA_v10024683mg
OG0000332	Sp3g28770.1	EUTSA_v10022589mg
OG0000333	Sp5g34370.1	EUTSA_v10017953mg, EUTSA_v10017088mg
OG0000334	Sp3g07860.1	EUTSA_v10021774mg
OG0000334	Sp6g39900.1	EUTSA_v10015031mg
OG0000334	Sp4g21700.1	EUTSA_v10017429mg
OG0000335	Sp5g08120.1	EUTSA_v10010402mg, EUTSA_v10023476mg
OG0000335	Sp1g38100.1	EUTSA_v10011514mg
OG0000335	Sp5g09940.1	EUTSA_v10010361mg
OG0000335	Sp4g18100.1	EUTSA_v10016712mg
OG0000336	Sp7g02930.1, Sp7g02920.1	EUTSA_v10027915mg
OG0000337	Sp7g13380.1	EUTSA_v10025987mg
OG0000337	Sp2g02090.1	EUTSA_v10023531mg
OG0000338	Sp6g28150.1	EUTSA_v10015228mg
OG0000338	Sp6g15890.1	EUTSA_v10015216mg
OG0000338	SpUn0185_0020.1	EUTSA_v10028020mg
OG0000339	Sp5g22080.1	EUTSA_v10019780mg, EUTSA_v10005452mg, EUTSA_v10005435mg, EUTSA_v10002808mg
OG0000340	Sp7g19130.1, Sp7g19110.1, Sp7g19120.1, Sp7g19080.1	EUTSA_v10000624mg, EUTSA_v10000527mg, EUTSA_v10000542mg, EUTSA_v10000425mg, EUTSA_v10000492mg, EUTSA_v10000420mg, EUTSA_v10000621mg, EUTSA_v10000493mg, EUTSA_v10027456mg, EUTSA_v10027190mg, EUTSA_v10002284mg, EUTSA_v10027321mg, EUTSA_v10026815mg
OG0000340	Sp7g19090.1	EUTSA_v10027080mg
OG0000342	Sp2g13200.1	EUTSA_v10003816mg
OG0000342	Sp1g13280.1	EUTSA_v10007120mg
OG0000342	Sp5g23060.1	EUTSA_v10018271mg
OG0000342	Sp1g23090.1	EUTSA_v10007068mg
OG0000343	Sp5g28230.1	EUTSA_v10019151mg
OG0000345	Sp7g31130.1	EUTSA_v10024694mg
OG0000345	SpUn0020_0110.1, Sp5g26860.1	EUTSA_v10019435mg
OG0000345	Sp1g29440.1	EUTSA_v10007069mg
OG0000346	Sp5g34390.1	EUTSA_v10018629mg
OG0000346	Sp5g34400.1	EUTSA_v10018618mg
OG0000347	Sp1g03590.1	EUTSA_v10008729mg
OG0000347	Sp4g15000.1	EUTSA_v10017717mg
