Orthogroup	Thellungiella_parvula	Arabis_alpina
OG0000206	Sp1g31410.1, Sp7g09030.1, SpUn0027_0100.1, Sp3g22620.1, Sp7g07830.1, Sp6g13440.1, Sp6g12040.1, Sp4g10160.1, Sp1g32560.1, Sp5g19760.1, Sp6g16040.1, Sp6g10260.1, Sp7g08150.1, Sp7g06650.1, Sp4g08930.1, Sp4g07980.1, Sp4g05780.1, Sp5g16940.1, Sp4g02590.1, SpUn0008_0090.1, SpUn0019_0060.1, Sp5g17490.1, SpUn0004_0150.1, Sp6g10530.1, SpUn0001_0220.1, Sp2g06690.1, Sp7g10840.1, Sp5g17430.1, Sp5g17370.1, Sp7g07320.1, Sp3g28500.1, Sp3g28830.1	AALP_AAs71639U000100, AALP_AAs67142U000200, AALP_AAs59711U000100
OG0000208	Sp7g07650.1, Sp3g32460.1, SpUn1255_0010.1, Sp3g31250.1, Sp3g31220.1, Sp7g00850.1, Sp4g10780.1, Sp6g08720.1, Sp6g08680.1, Sp5g03380.1, Sp5g03390.1, Sp5g03400.1, Sp5g03420.1, Sp5g03410.1, Sp2g03760.1, Sp2g03780.1	AALP_AA5G253900
OG0000210	Sp7g12870.1	AALP_AA6G305000
OG0000210	Sp4g13260.1, Sp4g13270.1	AALP_AA6G089700
OG0000211	Sp7g03550.1	AALP_AA1G229800
OG0000211	Sp1g18850.1	AALP_AA1G229100
OG0000212	Sp2g07330.1	AALP_AAs55280U000100
OG0000216	Sp3g12390.1	AALP_AA3G158200
OG0000217	Sp5g26550.1	AALP_AAs62413U000100
OG0000218	Sp2g26200.1	AALP_AA8G462800
OG0000218	Sp1g03080.1	AALP_AA1G037000
OG0000220	Sp7g14110.1	AALP_AA7G036700, AALP_AA7G035600
OG0000223	Sp3g18520.1	AALP_AA3G234500
OG0000223	Sp6g17360.1	AALP_AA8G339300
OG0000223	Sp5g21930.1, Sp7g24660.1	AALP_AA7G100300
OG0000224	Sp7g31430.1	AALP_AA7G247500, AALP_AA8G282700, AALP_AA8G282600
OG0000225	Sp5g24500.1, Sp5g26900.1, SpUn0020_0070.1, Sp5g26910.1, Sp5g24210.1	AALP_AA5G110900, AALP_AAs55388U000100, AALP_AA4G146600, AALP_AAs46730U000200
OG0000226	Sp1g21550.1, Sp5g25130.1, Sp5g25170.1, Sp5g25160.1, Sp5g25150.1	AALP_AA6G341800, AALP_AAs45238U000100
OG0000227	SpUn0270_0020.1, Sp1g21120.1, Sp7g03410.1	AALP_AAs65730U000100, AALP_AAs62100U000100
OG0000227	Sp7g16780.1	AALP_AAs43190U000100, AALP_AAs67006U000100
OG0000228	Sp7g21310.1	AALP_AA7G063900
OG0000228	Sp6g00460.1	AALP_AA6G005800
OG0000228	Sp1g00700.1	AALP_AA1G005400
OG0000228	Sp4g28030.1	AALP_AA4G249600
OG0000229	Sp1g06280.1, SpUn0416_0020.1, Sp6g03620.1	AALP_AA6G211300
OG0000230	Sp1g25610.1, Sp1g25600.1	AALP_AA1G305100
OG0000230	Sp1g25620.1	AALP_AA1G305000, AALP_AA1G304800, AALP_AA1G304700
OG0000232	Sp6g18220.1	AALP_AA5G060400, AALP_AA1G328600, AALP_AA1G328100
OG0000234	Sp5g33440.1	AALP_AA2G226700
OG0000234	Sp5g33470.1	AALP_AA2G227300, AALP_AA2G227200
OG0000234	Sp1g15320.1, Sp1g15325.1	AALP_AA1G190000
OG0000234	Sp5g33450.1	AALP_AA2G226800
OG0000235	Sp3g12880.1	AALP_AA3G164500
OG0000235	Sp3g12900.1	AALP_AA3G164700
OG0000237	Sp3g31650.1, Sp7g34900.1, Sp4g02310.1, Sp4g00760.1, Sp7g36620.1	AALP_AA7G246000
OG0000238	Sp2g28130.1	AALP_AA8G484300, AALP_AA8G484000
OG0000238	Sp2g28150.1	AALP_AA8G484400
OG0000240	Sp4g01330.1	AALP_AA6G292500
OG0000240	Sp7g36000.1	AALP_AA7G277600
OG0000240	Sp4g26700.1	AALP_AA4G235100
OG0000242	Sp4g21040.1, Sp7g18880.1, Sp7g18900.1, Sp7g18870.1	AALP_AA7G032200, AALP_AA7G032100, AALP_AA7G032000
OG0000242	Sp1g22300.1	AALP_AA8G474200
OG0000242	Sp1g22310.1	AALP_AA8G474000
OG0000245	Sp7g19500.1, Sp5g20750.1, Sp5g20740.1	AALP_AA7G037900
OG0000245	Sp3g10230.1	AALP_AA3G129900
OG0000245	Sp7g19490.1	AALP_AA7G037600
OG0000247	Sp5g27880.1	AALP_AA2G162800
OG0000249	Sp7g07730.1, Sp5g17540.1, Sp5g13405.1, Sp5g20850.1	AALP_AAs65934U000100
OG0000250	Sp6g15520.1	AALP_AA7G224600
OG0000250	Sp6g31210.1	AALP_AA8G125200
OG0000250	Sp6g31220.1	AALP_AAs42612U000100
OG0000251	Sp7g13500.1	AALP_AAs50902U000800
OG0000251	Sp7g13540.1	AALP_AA2G073600
OG0000251	Sp7g13550.1	AALP_AA5G063100, AALP_AAs50902U000700
OG0000252	Sp1g19850.1	AALP_AA1G244400
OG0000252	Sp1g19830.1	AALP_AA1G244100
OG0000252	Sp1g19870.1, Sp1g19880.1	AALP_AA1G282400, AALP_AA1G244800, AALP_AA1G244700, AALP_AA1G244600
OG0000253	Sp3g28800.1	AALP_AA8G267400, AALP_AAs39677U000100
OG0000257	Sp2g05830.1, Sp1g08280.1, Sp1g08200.1, Sp2g05630.1	AALP_AA1G102000, AALP_AA1G100500, AALP_AA2G061600, AALP_AA2G063600
OG0000258	Sp2g16930.1	AALP_AA5G049700
OG0000258	SpUn0138_0010.1, Sp1g11730.1	AALP_AA1G145400
OG0000258	Sp2g14890.1	AALP_AA3G297100
OG0000261	Sp3g19130.1	AALP_AA3G242800
OG0000262	Sp5g33780.1	AALP_AA2G047200
OG0000265	Sp2g06570.1, Sp2g06540.1	AALP_AA4G000500
OG0000265	Sp1g01620.1	AALP_AA1G018800
OG0000266	Sp6g34590.1	AALP_AA8G080500, AALP_AA8G080400
OG0000266	Sp2g23810.1	AALP_AA3G212500
OG0000266	Sp2g23800.1	AALP_AA3G212600
OG0000267	Sp6g04880.1, SpUn0302_0010.1, SpUn0779_0010.1, SpUn0302_0015.1, Sp3g04750.1, Sp6g04860.1	AALP_AA3G057200, AALP_AA7G160600, AALP_AA7G160500
OG0000268	Sp4g26430.1	AALP_AA4G232600
OG0000270	Sp2g04010.1	AALP_AAs39864U000300, AALP_AA6G048800
OG0000270	Sp2g04020.1	AALP_AA6G048900
OG0000272	Sp1g20220.1	AALP_AA1G247500
OG0000272	Sp5g26960.1	AALP_AA2G150200
OG0000275	Sp3g19790.1, Sp3g19800.1	AALP_AA3G251800, AALP_AA3G251700
OG0000275	Sp7g13480.1	AALP_AAs61551U000200, AALP_AAs61551U000100
OG0000276	Sp1g41550.1	AALP_AA4G004900
OG0000276	Sp7g13520.1	AALP_AA8G203400
OG0000278	Sp5g20790.1	AALP_AAs42753U000300
OG0000280	Sp4g19030.1	AALP_AA4G138400
OG0000280	Sp4g19060.1	AALP_AA4G138700
OG0000280	Sp4g19040.1	AALP_AA4G138500
OG0000280	Sp4g19050.1	AALP_AA4G138600
OG0000281	Sp5g32700.1	AALP_AA2G217100
OG0000281	Sp2g06080.1	AALP_AA7G176100, AALP_AA7G175700
OG0000281	Sp2g01440.1	AALP_AA2G007600
OG0000282	Sp6g28910.1	AALP_AA8G155000
OG0000282	Sp1g21830.1	AALP_AA1G280300
OG0000282	Sp2g17480.1	AALP_AA5G056500
OG0000282	Sp7g02200.1	AALP_AA6G341300
OG0000287	Sp6g09010.1, Sp6g09020.1	AALP_AA6G200400
OG0000287	Sp3g27850.1	AALP_AA3G314000
OG0000287	Sp5g12960.1	AALP_AAs67539U000600
OG0000288	Sp4g03110.1	AALP_AA6G274800
OG0000288	Sp3g11970.1	AALP_AA3G152600
OG0000288	Sp1g40790.1	AALP_AA4G011800
OG0000288	Sp2g22430.1	AALP_AA8G426700
OG0000288	Sp6g32620.1	AALP_AA8G104100
OG0000289	Sp1g18070.1	AALP_AA1G225300, AALP_AA1G199800
OG0000289	Sp3g32010.1, Sp3g31150.1, Sp3g32020.1	AALP_AA1G225000
OG0000290	Sp5g00560.1	AALP_AA5G290300
OG0000290	Sp4g29790.1	AALP_AA4G270200
OG0000290	Sp1g05560.1	AALP_AA1G066100
OG0000291	Sp6g16080.1	AALP_AA8G323600
OG0000291	Sp4g02010.1	AALP_AA6G287200, AALP_AA7G237800
OG0000291	Sp6g16060.1, Sp6g16070.1	AALP_AA8G323200
OG0000294	Sp4g09190.1	AALP_AAs43842U000100
OG0000299	Sp4g01790.1	AALP_AA6G289100
OG0000300	Sp5g08570.1	AALP_AA5G171000
OG0000300	Sp4g20080.1	AALP_AA4G153600
OG0000300	Sp6g02320.1	AALP_AA6G031500, AALP_AA6G031600
OG0000302	Sp1g18220.1	AALP_AA1G223400
OG0000302	Sp1g18190.1	AALP_AA1G222800
OG0000302	Sp1g18195.1, Sp1g18200.1	AALP_AA1G222900, AALP_AA1G223000
OG0000303	Sp1g03190.1	AALP_AA1G037900
OG0000303	Sp6g21240.1	AALP_AA8G388900, AALP_AA8G389000
OG0000303	Sp1g03160.1, Sp1g03155.1	AALP_AA1G037700
OG0000304	Sp5g18080.1, Sp5g18070.1, Sp1g14210.1, Sp3g32940.1	AALP_AAs44791U000100
OG0000306	SpUn0420_0010.1	AALP_AA3G159100, AALP_AAs73856U000200
OG0000306	Sp1g40450.1	AALP_AA4G021600
OG0000306	Sp1g40440.1	AALP_AA4G021700
OG0000307	Sp4g19480.1	AALP_AA4G145300
OG0000307	Sp5g08920.1	AALP_AA5G165800
OG0000308	Sp7g15210.1	AALP_AA8G260200
OG0000308	Sp1g21390.1	AALP_AA1G260600
OG0000308	Sp6g27960.1	AALP_AA8G168900
OG0000309	Sp1g35035.1	AALP_AA6G274500
OG0000310	Sp5g13740.1	AALP_AA5G104300
OG0000311	Sp7g17220.1	AALP_AAs66747U000700
OG0000313	Sp4g09570.1	AALP_AAs52616U000100
OG0000314	Sp3g11850.1	AALP_AA3G149600
OG0000316	Sp1g16700.1	AALP_AA1G205500, AALP_AA7G248400
OG0000316	Sp5g29600.1	AALP_AA2G185100
OG0000317	Sp3g13890.1	AALP_AA3G176300
OG0000317	Sp1g39310.1	AALP_AA4G034200
OG0000317	Sp4g21200.1	AALP_AA4G170200
OG0000318	Sp5g03460.1	AALP_AA5G251600, AALP_AA5G251500
OG0000318	Sp5g03480.1	AALP_AA5G251200, AALP_AA5G251300
OG0000319	Sp5g03080.1	AALP_AA1G050700, AALP_AA5G255400
OG0000319	Sp2g05280.1, Sp5g13370.1	AALP_AA5G109000
OG0000319	Sp4g26530.1	AALP_AA4G233400
OG0000322	Sp1g21040.1, Sp1g21000.1, Sp1g21050.1	AALP_AAs47394U000100, AALP_AA3G272000, AALP_AA1G257400, AALP_AA3G330000, AALP_AA1G257200
OG0000324	Sp7g08970.1	AALP_AA8G395600, AALP_AA2G093400
OG0000324	SpUn0816_0010.1	AALP_AA6G334000
OG0000324	Sp6g10660.1	AALP_AA4G121100, AALP_AA7G124000, AALP_AA4G017000, AALP_AA5G065400, AALP_AA7G187700, AALP_AA8G120300, AALP_AA1G178100, AALP_AA3G280300, AALP_AA8G328900, AALP_AA2G110500, AALP_AAs75041U000100, AALP_AAs46456U000100
OG0000325	Sp1g32170.1	AALP_AA1G144100
OG0000327	Sp7g13440.1	AALP_AAs61551U000700
OG0000327	Sp4g19600.1, Sp4g19595.1	AALP_AA4G146800
OG0000328	Sp6g05180.1, Sp6g05200.1, Sp4g03050.1, Sp6g05700.1, Sp6g05210.1	AALP_AA6G288300
OG0000329	Sp1g03420.1	AALP_AA1G040200
OG0000329	Sp5g17560.1	AALP_AA5G068800
OG0000329	Sp6g23560.1	AALP_AA8G231200
OG0000330	Sp3g28350.1	AALP_AA3G316000
OG0000330	Sp3g17580.1	AALP_AA3G223500
OG0000330	Sp6g21530.1	AALP_AA8G394700
OG0000332	Sp4g02340.1	AALP_AA6G283800
OG0000332	Sp1g36650.1	AALP_AA4G062600, AALP_AAs59809U000100
OG0000332	Sp7g31820.1	AALP_AA7G209600
OG0000332	Sp3g28770.1	AALP_AA3G319900
OG0000333	Sp5g34370.1	AALP_AA4G109200, AALP_AA2G243100, AALP_AA4G109300
OG0000334	Sp3g07860.1	AALP_AA3G100700
OG0000334	Sp6g39900.1, Sp4g21700.1	AALP_AA8G015700
OG0000335	Sp4g18100.1	AALP_AAs58241U000100
OG0000336	Sp7g02930.1, Sp7g02920.1	AALP_AA6G347300, AALP_AA6G347400
OG0000337	Sp2g02090.1	AALP_AA8G178300
OG0000338	Sp3g01520.1	AALP_AA3G018700
OG0000338	Sp6g28150.1	AALP_AA8G167200, AALP_AA8G167100
OG0000338	Sp6g15890.1	AALP_AA8G321300
OG0000338	SpUn0185_0020.1	AALP_AA6G347700
OG0000339	Sp5g22080.1	AALP_AA1G286100
OG0000340	Sp7g19130.1, Sp7g19110.1, Sp7g19120.1, Sp7g19080.1, Sp7g19090.1	AALP_AA7G224300
OG0000342	Sp2g13200.1, Sp1g13280.1	AALP_AA1G168500
OG0000342	Sp1g23090.1	AALP_AA1G266900
OG0000343	Sp5g28240.1	AALP_AA5G065900, AALP_AA2G169600, AALP_AA5G065800
OG0000343	Sp5g28230.1	AALP_AA2G169300, AALP_AAs43812U000100
OG0000344	SpUn1806_0010.1	AALP_AAs39707U000100, AALP_AAs70579U000100, AALP_AAs60086U000100, AALP_AAs54433U000100, AALP_AAs40229U000100
OG0000345	Sp7g31130.1	AALP_AA7G199700
OG0000345	SpUn0020_0110.1, Sp5g26860.1	AALP_AA2G149900
OG0000345	Sp1g29440.1	AALP_AA1G347300
OG0000346	Sp5g34390.1	AALP_AA2G243400
OG0000346	Sp5g34380.1	AALP_AA2G243200
OG0000346	Sp5g34400.1	AALP_AA2G243500
OG0000347	Sp1g03590.1	AALP_AA1G041700
OG0000347	Sp4g15440.1	AALP_AA6G065800
OG0000347	Sp1g03580.1	AALP_AA1G041800
OG0000350	Sp4g26250.1	AALP_AA4G231100
OG0000350	Sp1g09320.1, Sp3g15230.1	AALP_AA3G193000
OG0000350	Sp6g26290.1	AALP_AA8G193800
OG0000351	Sp1g36330.1	AALP_AA4G065700
OG0000351	Sp7g31700.1	AALP_AA7G207900
OG0000351	Sp3g17120.1	AALP_AA3G216900
OG0000352	Sp1g15070.1, Sp4g03380.1	AALP_AA6G317900
OG0000354	Sp2g24890.1	AALP_AA8G447400
OG0000354	Sp6g35460.1	AALP_AA8G069500
OG0000354	Sp6g35450.1	AALP_AA8G069600
OG0000354	Sp6g35440.1	AALP_AA8G069700
OG0000355	Sp6g02760.1	AALP_AA6G037900
OG0000356	Sp5g09060.1	AALP_AA5G163900
OG0000356	Sp5g09030.1	AALP_AA5G164100
OG0000356	Sp5g09040.1	AALP_AA5G164300
OG0000357	Sp2g22590.1	AALP_AA8G425100
OG0000357	Sp7g29240.1, Sp2g19370.1	AALP_AA8G037400
OG0000358	Sp2g13640.1, Sp2g13635.1	AALP_AA5G013300
OG0000359	Sp2g09540.1	AALP_AAs74393U000200
OG0000360	Sp3g22440.1	AALP_AA3G287800
OG0000360	Sp7g10680.1	AALP_AA3G285000
OG0000360	Sp2g19290.1	AALP_AA6G091900
OG0000360	Sp3g05950.1	AALP_AA3G068900
OG0000361	Sp3g23230.1	AALP_AA2G263200
OG0000362	Sp6g23510.1	AALP_AA7G031700
OG0000363	Sp7g24230.1	AALP_AA7G092700
OG0000363	Sp3g33070.1	AALP_AA3G361000
OG0000364	Sp3g18710.1	AALP_AA3G238600
OG0000364	Sp6g16600.1	AALP_AA8G331000
OG0000364	Sp7g25150.1	AALP_AA7G106700
OG0000365	SpUn0966_0010.1	AALP_AA4G052300
OG0000366	Sp7g13250.1, Sp7g13240.1, Sp7g04120.1	AALP_AA6G322200
OG0000367	Sp5g05600.1	AALP_AA5G212600
OG0000368	Sp1g01740.1	AALP_AA1G020000, AALP_AA6G208700
OG0000369	Sp4g14160.1, Sp7g00980.1	AALP_AA6G079600, AALP_AA6G079700, AALP_AA8G130200
OG0000369	Sp6g31880.1	AALP_AA3G184900, AALP_AA4G159700
OG0000369	Sp1g04720.1	AALP_AA1G056000
OG0000369	Sp4g13970.1	AALP_AA6G082100
OG0000370	Sp4g28790.1	AALP_AA4G257300
OG0000376	Sp1g25070.1	AALP_AA1G297400
OG0000376	Sp7g15430.1	AALP_AA7G008600
OG0000376	Sp2g10800.1	AALP_AA6G122400
OG0000377	Sp6g32200.1	AALP_AA7G107600
OG0000379	Sp3g12800.1	AALP_AAs45078U000300
OG0000379	Sp3g12790.1	AALP_AA3G163500
OG0000380	Sp6g17260.1	AALP_AA8G338200
OG0000380	Sp6g17280.1	AALP_AA8G338700, AALP_AA8G338100
OG0000382	Sp5g11880.1	AALP_AA5G125200, AALP_AA8G156600
OG0000382	Sp5g11900.1	AALP_AA5G124900
OG0000383	Sp3g13260.1	AALP_AA3G169000
OG0000383	Sp4g16300.1	AALP_AA8G028400
OG0000383	Sp1g24800.1	AALP_AA1G294500
OG0000387	Sp5g34000.1	AALP_AA2G234200
OG0000387	Sp5g33990.1	AALP_AA2G234300, AALP_AA2G234400
OG0000388	Sp2g00480.1	AALP_AA6G009000
OG0000390	Sp1g40430.1	AALP_AA5G193300, AALP_AA5G193200
OG0000391	Sp3g28980.1	AALP_AA3G354200, AALP_AA3G354100, AALP_AA8G010000, AALP_AA8G005200, AALP_AA8G005300
OG0000391	Sp3g09970.1	AALP_AA3G127300
OG0000393	Sp6g36780.1	AALP_AA4G133600, AALP_AA8G055500
OG0000395	Sp1g01710.1	AALP_AA1G019700
OG0000395	Sp7g37560.1	AALP_AA7G260000
OG0000397	Sp6g14910.1, Sp6g14900.1, Sp6g14880.1, Sp6g09500.1, Sp6g14870.1	AALP_AA8G304700, AALP_AA8G304800, AALP_AA8G302900, AALP_AA8G304600
OG0000401	Sp1g38810.1, Sp3g14450.1	AALP_AA3G182500
OG0000401	Sp1g36180.1	AALP_AA4G067800
OG0000403	Sp7g30610.1	AALP_AA7G192500
OG0000403	Sp6g18410.1	AALP_AA8G354500
OG0000404	Sp2g23160.1	AALP_AA8G416900, AALP_AAs41881U000500
OG0000405	Sp4g11080.1	AALP_AA8G023700
OG0000405	Sp5g08890.1	AALP_AA5G166100
OG0000405	Sp4g19530.1	AALP_AA4G145900
OG0000406	Sp2g22150.1	AALP_AA8G429000
OG0000406	Sp6g32330.1	AALP_AA8G107800
OG0000406	Sp4g04800.1	AALP_AA6G261200
OG0000406	Sp7g30170.1	AALP_AA7G186600
OG0000408	Sp1g03060.1	AALP_AAs45060U000200, AALP_AA6G148100
OG0000408	Sp7g12640.1	AALP_AAs58011U000100
OG0000408	Sp3g20720.1	AALP_AA3G264300
OG0000409	Sp2g20830.1	AALP_AA8G255900
OG0000409	Sp6g21570.1	AALP_AA8G393700
OG0000412	Sp5g36030.1	AALP_AA2G248700
OG0000412	Sp3g33230.1	AALP_AA3G363600
OG0000412	Sp2g21770.1	AALP_AA8G239500
OG0000412	Sp6g31940.1	AALP_AA8G113600
OG0000413	Sp6g26900.1	AALP_AA2G144700
OG0000413	Sp5g21030.1	AALP_AA2G076300
OG0000413	SpUn1226_0010.1, Sp2g13430.1	AALP_AA5G009800
OG0000414	Sp7g28000.1, Sp7g27990.1	AALP_AA7G151600
OG0000414	Sp3g32440.1	AALP_AA3G354400
OG0000414	Sp3g32470.1	AALP_AA3G354600, AALP_AA8G106800, AALP_AA3G354500, AALP_AA3G331800
OG0000415	Sp6g11330.1, Sp7g06900.1, Sp4g00970.1, Sp5g16840.1, Sp1g19240.1	AALP_AA2G197100
OG0000416	Sp3g28160.1	AALP_AA5G252800
OG0000417	Sp2g25580.1	AALP_AA3G090600
OG0000420	Sp1g15820.1	AALP_AA1G196500
OG0000420	Sp3g17530.1	AALP_AA3G223000
OG0000420	Sp3g28600.1	AALP_AA3G318500
OG0000420	Sp7g31970.1	AALP_AA2G125400
OG0000421	Sp7g21520.1	AALP_AA7G064600
OG0000423	Sp7g00770.1	AALP_AA6G321600
OG0000423	Sp2g15990.1, Sp2g15980.1	AALP_AA5G035300, AALP_AA5G035400
OG0000424	Sp6g09560.1	AALP_AA3G193700
OG0000424	Sp3g18390.1	AALP_AA3G236300, AALP_AA3G236100, AALP_AA3G236400
OG0000425	Sp6g07170.1, Sp6g07160.1	AALP_AA6G187800
OG0000426	Sp5g13120.1, Sp2g23480.1	AALP_AA8G413500
OG0000426	Sp4g03060.1	AALP_AA5G112300, AALP_AA2G120000, AALP_AA7G161800
OG0000427	Sp7g01750.1	AALP_AA6G336700, AALP_AAs56120U000100
OG0000427	Sp2g17060.1	AALP_AA5G051200
OG0000428	Sp5g02800.1	AALP_AA5G260000
OG0000428	Sp5g02790.1, Sp5g14680.1	AALP_AA5G260200
OG0000428	Sp5g02780.1	AALP_AA5G260300
OG0000430	Sp5g15020.1, Sp5g15010.1, Sp6g08090.1	AALP_AAs44436U000100
OG0000431	Sp3g05300.1	AALP_AA4G264100, AALP_AA6G201900
OG0000432	Sp3g16850.1	AALP_AA7G244200
OG0000433	Sp2g13540.1	AALP_AA5G011900
OG0000433	Sp2g13520.1, Sp2g13530.1	AALP_AA5G011600
OG0000436	Sp1g01920.1	AALP_AA1G022400, AALP_AA1G022500
OG0000436	SpUN0996_0010.1	AALP_AA6G033300, AALP_AA6G033500, AALP_AA6G033400, AALP_AA6G034000, AALP_AA6G033800, AALP_AA6G033900
OG0000438	Sp2g01340.1	AALP_AA2G007000
OG0000438	Sp2g01360.1	AALP_AA8G233200, AALP_AA8G233100
OG0000439	Sp2g13250.1	AALP_AA1G335600
OG0000439	Sp1g23130.1	AALP_AA1G266600
OG0000439	Sp5g21210.1	AALP_AA2G077000
OG0000440	Sp4g27760.1	AALP_AA5G267800
OG0000441	Sp7g02825.1	AALP_AA6G344900, AALP_AA6G344800, AALP_AAs58370U000100
OG0000442	Sp3g11730.1	AALP_AA3G148700
OG0000442	Sp1g41010.1	AALP_AA4G010900
OG0000442	Sp6g18330.1	AALP_AA8G353500
OG0000443	Sp2g04220.1	AALP_AA2G039600, AALP_AA2G039700
OG0000443	Sp2g04230.1	AALP_AA2G039400
OG0000445	Sp4g00730.1, Sp7g06330.1	AALP_AA7G269800
OG0000447	Sp6g17330.1	AALP_AA8G338800
OG0000447	Sp6g17340.1	AALP_AA1G294700, AALP_AA8G338900, AALP_AA8G339100
OG0000448	Sp4g19500.1, Sp5g08910.1	AALP_AA4G145600
OG0000448	Sp6g22240.1	AALP_AA8G403900
OG0000449	Sp2g18540.1	AALP_AA6G096900
OG0000449	Sp3g06760.1	AALP_AA3G089200
OG0000449	Sp3g06750.1	AALP_AA3G089100
OG0000450	Sp7g11610.1, Sp7g11700.1	AALP_AAs69602U000300, AALP_AAs68076U000100, AALP_AA4G102200, AALP_AAs71336U000100
OG0000451	Sp6g14810.1	AALP_AA8G303900
OG0000451	Sp6g17850.1	AALP_AA8G175000, AALP_AA3G338900, AALP_AA7G099100, AALP_AA8G344900
OG0000454	Sp1g09190.1	AALP_AA1G114400
OG0000454	Sp2g04560.1	AALP_AA2G046200
OG0000454	Sp6g11820.1	AALP_AA8G273900
OG0000455	Sp7g00150.1	AALP_AA6G313900
OG0000456	Sp4g26880.1	AALP_AA4G236600
OG0000459	Sp6g27140.1	AALP_AA8G181100, AALP_AA8G181000
OG0000459	Sp3g02120.1	AALP_AA3G025100
OG0000460	Sp7g28560.1	AALP_AA7G160000
OG0000460	Sp7g28570.1	AALP_AA7G160100
OG0000461	Sp5g03680.1	AALP_AA3G348700, AALP_AA5G248700
OG0000461	Sp4g13870.1	AALP_AA6G083600
OG0000462	Sp3g16240.1	AALP_AA3G205500
OG0000462	Sp1g16100.1	AALP_AA1G198800
OG0000463	Sp3g15830.1	AALP_AA3G200700
OG0000463	Sp3g15840.1	AALP_AA3G198800
OG0000464	Sp7g32640.1	AALP_AA7G219300
OG0000464	Sp3g30130.1, Sp7g37060.1, Sp4g00280.1	AALP_AA7G265300
OG0000466	Sp3g07290.1, Sp5g24240.1	AALP_AA3G093300
OG0000466	Sp3g01300.1	AALP_AA3G014800
OG0000466	Sp6g28460.1	AALP_AA8G161500
OG0000467	Sp7g34070.1	AALP_AA7G239000
OG0000467	Sp1g33870.1	AALP_AA4G088400
OG0000467	Sp2g07750.1	AALP_AA6G156000
OG0000467	Sp5g30590.1	AALP_AA2G196800
OG0000468	Sp7g36960.1	AALP_AA7G261100, AALP_AA7G261200
OG0000469	Sp7g04890.1	AALP_AA3G134400
OG0000470	Sp1g11940.1	AALP_AA1G148300
OG0000472	Sp7g13070.1	AALP_AA1G165100
OG0000472	Sp7g13110.1, Sp2g07490.1, Sp2g02940.1	AALP_AA8G241600
OG0000473	Sp3g21120.1, SpUn0047_0010.1	AALP_AA3G270000
OG0000474	Sp3g29630.1, Sp4g09620.1, Sp7g10930.1, Sp7g04130.1, Sp7g10230.1, Sp7g07530.1, Sp7g05980.1, Sp4g06470.1, Sp7g08450.1, Sp6g10060.1, Sp7g03320.1, Sp7g05470.1, Sp6g09390.1, Sp3g23930.1, Sp5g17770.1, Sp6g16700.1, Sp7g09760.1, Sp3g21330.1, Sp5g20730.1, Sp6g07800.1, Sp3g26380.1, Sp4g09450.1	AALP_AA2G040100
OG0000475	SpUn1898_0010.1, Sp4g07960.1, SpUn0701_0010.1, Sp4g05340.1	AALP_AA5G069700
OG0000476	Sp6g08240.1	AALP_AAs63411U000100
OG0000479	Sp1g01810.1	AALP_AA1G021100
OG0000482	Sp4g24110.1, Sp2g05090.1, Sp1g08720.1	AALP_AA2G055200, AALP_AA4G202400
OG0000482	Sp5g05110.1	AALP_AA5G220900
OG0000483	Sp1g08090.1	AALP_AA1G099200
OG0000483	Sp1g08110.1	AALP_AA1G099400, AALP_AA1G099600
OG0000484	Sp3g01140.1	AALP_AA3G013200
OG0000484	Sp6g28580.1	AALP_AA8G159300
OG0000485	Sp4g25720.1	AALP_AA4G225400, AALP_AA4G225300
OG0000485	Sp4g25700.1	AALP_AA4G225000
OG0000486	Sp3g07260.1	AALP_AA3G093000
OG0000486	Sp6g40820.1	AALP_AA8G008100
OG0000486	Sp6g40830.1	AALP_AA8G008200, AALP_AA8G008300
OG0000487	SpUn0020_0090.1, Sp5g26880.1	AALP_AA4G259500
OG0000488	Sp6g37040.1	AALP_AA8G051200
OG0000488	Sp6g37030.1	AALP_AA8G051300
OG0000488	Sp6g37010.1	AALP_AA8G051600
OG0000489	Sp2g10750.1	AALP_AA6G121700
OG0000490	Sp5g16640.1	AALP_AA5G072900
OG0000490	Sp5g16650.1	AALP_AA5G072700
OG0000490	Sp6g22760.1	AALP_AA3G303100, AALP_AA3G303200
OG0000491	Sp6g20730.1	AALP_AA8G380600, AALP_AA8G382300, AALP_AAs59711U000200, AALP_AA8G382600, AALP_AAs56947U000100
OG0000495	Sp5g31960.1	AALP_AA2G210100
OG0000495	Sp1g18790.1	AALP_AA1G228700
OG0000496	Sp6g21390.1	AALP_AA8G392600, AALP_AA8G392400, AALP_AA8G392500
OG0000496	Sp5g15400.1	AALP_AA5G085500, AALP_AA5G085600
OG0000497	Sp6g03860.1, Sp6g03870.1	AALP_AA6G213900, AALP_AA6G213800
OG0000498	Sp7g36410.1	AALP_AA2G070000, AALP_AA7G271300, AALP_AAs72953U000100, AALP_AAs42226U000100
OG0000499	Sp1g27570.1	AALP_AA3G277100
OG0000500	Sp4g11310.1, SpUn0582_0020.1, Sp4g11030.1, Sp5g17010.1, SpUn0582_0010.1	AALP_AA6G154000, AALP_AA6G153200
OG0000501	Sp4g11760.1	AALP_AA6G217100
OG0000501	Sp5g06980.1	AALP_AA5G194700
