Orthogroup	Capsella_rubella	Arabidopsis_thaliana
OG0000097	Carub.0025s0006.1.p	AT2G06565
OG0000098	Carub.0002s1323.1.p	AT1G66950
OG0000098	Carub.0004s1818.1.p	AT2G36380
OG0000098	Carub.0004s0741.1.p	AT2G26910
OG0000098	Carub.0005s0873.1.p	AT3G30842
OG0000098	Carub.0001s1530.1.p	AT1G15520
OG0000098	Carub.0001s1496.1.p	AT1G15210
OG0000098	Carub.0002s0539.1.p	AT1G59870
OG0000098	Carub.0003s1609.1.p	AT3G16340
OG0000099	Carub.0001s0151.1.p	AT1G02440, AT1G02430
OG0000099	Carub.0006s1284.1.p	AT5G14670
OG0000099	Carub.0007s3039.1.p	AT1G10630
OG0000100	Carub.0003s3035.1.p	AT3G26616
OG0000102	Carub.0003s2678.1.p	AT4G03740
OG0000103	Carub.0006s2929.1.p	AT4G10530, AT4G10520
OG0000103	Carub.0006s2931.1.p	AT4G10540
OG0000103	Carub.0006s2925.1.p	AT4G10510
OG0000103	Carub.0006s2932.1.p	AT4G10550
OG0000103	Carub.0001s3127.1.p	AT1G32950, AT1G32960
OG0000103	Carub.0001s3126.1.p	AT1G32940
OG0000103	Carub.0001s3128.1.p	AT1G32970
OG0000104	Carub.0004s2425.1.p	AT2G41930
OG0000104	Carub.0004s2500.1.p	AT2G42550
OG0000104	Carub.0006s1060.1.p	AT5G12090
OG0000104	Carub.0006s2504.1.p	AT5G27510
OG0000106	Carub.0002s1066.1.p, Carub.0002s1069.1.p, Carub.0002s1065.1.p	AT1G65200
OG0000106	Carub.0002s1057.1.p	AT1G65110
OG0000106	Carub.0002s1060.1.p	AT1G65120
OG0000106	Carub.0002s1061.1.p	AT1G65130
OG0000106	Carub.0001s4142.1.p	AT1G52450, AT1G52430
OG0000106	Carub.0008s2264.1.p	AT5G61950, AT5G61940
OG0000106	Carub.0004s0829.1.p	AT2G27630
OG0000106	Carub.0004s0831.1.p	AT2G27650
OG0000108	Carub.0005s2130.1.p	AT3G54700
OG0000108	Carub.0004s2097.1.p	AT2G38940
OG0000108	Carub.0008s0524.1.p, Carub.0008s0526.1.p, Carub.0008s0525.1.p	AT5G43360, AT5G43350, AT5G43370
OG0000109	Carub.0001s3556.1.p	AT1G50745, AT1G50770
OG0000109	Carub.0001s3978.1.p	AT5G18510
OG0000110	Carub.0007s2466.1.p	AT4G16730
OG0000110	Carub.0007s2465.1.p	AT4G16740
OG0000110	Carub.0005s0364.1.p	AT3G25820, AT3G25830
OG0000112	Carub.0006s2793.1.p, Carub.0006s3642.1.p, Carub.0006s3581.1.p, Carub.0006s3569.1.p	AT4G01380
OG0000113	Carub.0005s2571.1.p	AT3G58960
OG0000113	Carub.0005s2572.1.p	AT3G58980
OG0000113	Carub.0005s2596.1.p, Carub.0005s2575.1.p	AT3G58920
OG0000113	Carub.0005s2075.1.p	AT3G54160
OG0000113	Carub.0005s2916.1.p	AT3G62430
OG0000113	Carub.0005s2917.1.p	AT3G62440
OG0000114	Carub.0006s1688.1.p	AT5G18600
OG0000114	Carub.0007s2614.1.p	AT4G15670, AT4G15660
OG0000114	Carub.0007s2610.1.p	AT4G15690
OG0000114	Carub.0007s2611.1.p	AT4G15680
OG0000115	Carub.0006s1597.1.p	AT5G17740
OG0000115	Carub.0006s1598.1.p	AT5G17750
OG0000115	Carub.0006s1599.1.p	AT5G17760
OG0000115	Carub.0007s3256.1.p, Carub.0003s3235.1.p	AT2G18193
OG0000115	Carub.0003s3234.1.p	AT2G18190
OG0000115	Carub.0005s1734.1.p	AT3G50940
OG0000115	Carub.0005s1732.1.p	AT3G50930
OG0000116	Carub.0007s3199.1.p	AT5G36680, AT5G36770
OG0000116	Carub.0002s1094.1.p, Carub.0002s1096.1.p	AT5G25410
OG0000116	Carub.0008s2108.1.p	AT5G60380
OG0000116	Carub.0006s2323.1.p	AT5G25415
OG0000116	Carub.0006s0373.1.p	AT5G04933, AT5G04937
OG0000117	Carub.0004s2597.1.p	AT2G43510
OG0000117	Carub.0004s2599.1.p, Carub.0002s0551.1.p, Carub.0004s2602.1.p, Carub.0004s2604.1.p, Carub.0004s2601.1.p	AT2G43530
OG0000117	Carub.0004s2598.1.p	AT2G43520
OG0000119	Carub.0007s2358.1.p	AT4G17780
OG0000119	Carub.0004s2574.1.p	AT2G43260
OG0000120	Carub.0001s0085.1.p	AT1G01380
OG0000120	Carub.0006s3612.1.p	AT4G01060
OG0000120	Carub.0008s1340.1.p	AT5G53200
OG0000120	Carub.0004s1160.1.p	AT2G30432
OG0000120	Carub.0004s1159.1.p	AT2G30424
OG0000120	Carub.0004s1158.1.p	AT2G30420
OG0000120	Carub.0004s2911.1.p	AT2G46410
OG0000121	Carub.0002s2274.1.p	AT1G75830
OG0000121	Carub.0002s0817.1.p	AT1G55010
OG0000123	Carub.0005s2737.1.p	AT3G60640
OG0000123	Carub.0004s2779.1.p	AT2G45170
OG0000123	Carub.0007s2497.1.p	AT4G16520
OG0000123	Carub.0003s2690.1.p	AT2G05630
OG0000123	Carub.0002s0298.1.p	AT1G62040
OG0000123	Carub.0006s3246.1.p	AT4G04620
OG0000123	Carub.0007s1936.1.p	AT4G21980
OG0000124	Carub.0007s3017.1.p	AT1G21280
OG0000125	Carub.0004s0423.1.p, Carub.0004s0427.1.p	AT1G64840
OG0000125	Carub.0004s0357.1.p	AT2G24250
OG0000128	Carub.0007s1067.1.p	AT4G29970
OG0000128	Carub.0003s1002.1.p	AT3G10790
OG0000129	Carub.0001s3085.1.p, Carub.0001s3084.1.p	AT1G32430
OG0000129	Carub.0001s3616.1.p	AT1G47390
OG0000129	Carub.0003s2873.1.p, Carub.0003s2860.1.p, Carub.0003s2861.1.p, Carub.0003s2859.1.p, Carub.0003s2868.1.p, Carub.0003s2862.1.p, Carub.0003s2875.1.p, Carub.0003s2850.1.p	AT2G14710
OG0000129	Carub.0003s1631.1.p	AT3G16580
OG0000129	Carub.0003s1632.1.p	AT3G16590
OG0000130	Carub.0001s3392.1.p	ATMG00860
OG0000132	Carub.0003s3248.1.p	AT2G18328
OG0000132	Carub.0007s0376.1.p	AT4G36570
OG0000132	Carub.0001s1908.1.p	AT1G19510
OG0000132	Carub.0002s2207.1.p	AT1G75250
OG0000132	Carub.0007s0117.1.p	AT4G39250
OG0000132	Carub.0004s0070.1.p	AT2G21650
OG0000133	Carub.0006s2553.1.p	AT5G28000
OG0000133	Carub.0002s1760.1.p	AT1G70840
OG0000133	Carub.0002s1766.1.p	AT1G70880
OG0000134	Carub.0008s0164.1.p	AT5G46260, AT5G46500
OG0000134	Carub.0008s0650.1.p, Carub.0008s0141.1.p	AT5G40060
OG0000134	Carub.0008s0143.1.p	AT5G46450
OG0000134	Carub.0008s0144.1.p	AT5G46470
OG0000135	Carub.0003s2225.1.p	AT3G22085
OG0000135	Carub.0003s2224.1.p	AT2G15710
OG0000135	Carub.0002s1632.1.p	AT1G69660, AT1G69650
OG0000137	Carub.0001s2771.1.p, Carub.0001s2765.1.p	AT1G29510, AT1G29440, AT1G29430, AT5G27780
OG0000137	Carub.0001s2773.1.p	AT1G29460
OG0000138	Carub.0002s2530.1.p	AT1G78400
OG0000138	Carub.0004s1459.1.p	AT2G33160
OG0000138	Carub.0004s2255.1.p, Carub.0002s0725.1.p, Carub.0001s4371.1.p	AT1G43080, AT1G43090, AT1G43100, AT2G40310, AT4G13760, AT2G26620, AT2G15470, AT2G15460, AT2G15450
OG0000140	Carub.0007s3161.1.p, Carub.0004s0698.1.p	AT2G07200
OG0000143	Carub.0003s1843.1.p	AT3G18650
OG0000143	Carub.0008s2621.1.p	AT4G02235, AT5G65330, AT4G11250
OG0000143	Carub.0007s3594.1.p, Carub.0007s3559.1.p, Carub.0003s3325.1.p, Carub.0007s3561.1.p, Carub.0007s3592.1.p	AT5G40070, AT5G40120, AT5G41200, AT5G40220, AT5G38740, AT5G37415, AT5G39810, AT5G39750
OG0000144	Carub.0004s2818.1.p, Carub.0004s2817.1.p	AT2G45550
OG0000144	Carub.0004s2821.1.p	AT2G45570
OG0000144	Carub.0004s2819.1.p	AT2G45560
OG0000144	Carub.0004s2820.1.p, Carub.0001s3189.1.p	AT1G33730, AT1G33720
OG0000144	Carub.0004s2822.1.p	AT2G45580
OG0000146	Carub.0007s0518.1.p	AT4G35200
OG0000146	Carub.0007s0510.1.p, Carub.0007s0519.1.p	AT4G35210
OG0000146	Carub.0003s3101.1.p	AT2G17070
OG0000146	Carub.0003s3102.1.p	AT2G17080
OG0000149	Carub.0001s4475.1.p	AT1G56145
OG0000149	Carub.0001s4474.1.p	AT1G56140
OG0000149	Carub.0001s4473.1.p	AT1G56130, AT1G56120
OG0000150	Carub.0002s0633.1.p	AT3G24465, AT5G36720, AT5G36805, AT5G38378, AT5G34828, AT1G58242, AT1G54775, AT1G58245, AT1G58248
OG0000150	Carub.0001s2131.1.p, Carub.0006s2922.1.p, Carub.0005s1133.1.p, Carub.0001s2128.1.p, Carub.0001s2130.1.p	AT1G35035, AT1G34840, AT1G34850, AT1G34795, AT1G34830, AT1G34810, AT1G34815, AT1G34792, AT1G34825, AT1G34805, AT1G34820, AT1G34800, AT1G34930, AT1G34860, AT1G21835
OG0000150	Carub.0001s2141.1.p	AT1G21928, AT1G21925
OG0000150	Carub.0001s2140.1.p	AT1G21864, AT1G21866
OG0000153	Carub.0008s1994.1.p	AT1G35850, AT5G59280
OG0000153	Carub.0008s2083.1.p, Carub.0008s2091.1.p	AT5G60110, AT5G60180
OG0000154	Carub.0006s2238.1.p, Carub.0006s2240.1.p	AT5G24550, AT5G24540
OG0000154	Carub.0005s2687.1.p, Carub.0004s0629.1.p	AT3G60140
OG0000154	Carub.0002s0665.1.p, Carub.0002s0666.1.p	AT2G44470
OG0000154	Carub.0004s2704.1.p	AT2G44460
OG0000155	Carub.0004s1227.1.p	AT2G31050
OG0000156	Carub.0008s1776.1.p	AT5G57260
OG0000156	Carub.0005s0415.1.p, Carub.0005s0425.1.p	AT2G02580
OG0000156	Carub.0005s0423.1.p	AT3G26330
OG0000156	Carub.0005s0421.1.p	AT3G26320
OG0000156	Carub.0005s0357.1.p, Carub.0005s0420.1.p	AT3G26300, AT3G26310
OG0000156	Carub.0005s0417.1.p	AT3G26290
OG0000157	Carub.0005s0878.1.p	AT2G19146
OG0000157	Carub.0003s1889.1.p	AT1G60720
OG0000157	Carub.0004s0983.1.p	AT1G50080, AT1G33710, AT4G10613, AT3G25720
OG0000158	Carub.0001s3782.1.p, Carub.0001s3784.1.p, Carub.0001s3783.1.p	AT1G48660
OG0000158	Carub.0001s3781.1.p	AT1G48670
OG0000158	Carub.0008s1151.1.p	AT5G51470
OG0000159	Carub.0001s1313.1.p	AT1G13430, AT2G14920
OG0000159	Carub.0005s1086.1.p	AT4G26280, AT2G27570, AT3G45080, AT3G45070
OG0000159	Carub.0001s1339.1.p	AT5G43690
OG0000160	Carub.0002s1680.1.p, Carub.0002s1679.1.p	AT1G70120
OG0000160	Carub.0002s1672.1.p	AT3G54410, AT1G70040
OG0000160	Carub.0007s3660.1.p	AT5G39330
OG0000162	Carub.0005s0223.1.p, Carub.0005s0226.1.p, Carub.0005s0224.1.p	AT2G03030, AT2G03300
OG0000162	Carub.0002s0670.1.p	AT1G47370, AT1G57850
OG0000163	Carub.0003s2683.1.p	AT2G05440, AT2G05510
OG0000163	Carub.0003s2686.1.p, Carub.0003s2685.1.p	AT2G05530
OG0000164	Carub.0007s1952.1.p	AT4G21860
OG0000164	Carub.0006s3275.1.p	AT4G04840
OG0000164	Carub.0007s1957.1.p, Carub.0007s1956.1.p, Carub.0007s1955.1.p	AT4G21830, AT4G21840
OG0000164	Carub.0222s0003.1.p, Carub.0007s1953.1.p, Carub.0222s0001.1.p, Carub.0007s1954.1.p, Carub.0222s0002.1.p	AT4G21850
OG0000164	Carub.0006s3272.1.p	AT4G04800
OG0000164	Carub.0006s3274.1.p	AT4G04830
OG0000164	Carub.0006s3273.1.p	AT4G04810
OG0000166	Carub.0003s0498.1.p	AT3G05650
OG0000166	Carub.0003s2902.1.p, Carub.0003s2899.1.p	AT2G15080
OG0000166	Carub.0003s2900.1.p	AT2G15042
OG0000166	Carub.0003s1030.1.p, Carub.0001s3297.1.p	AT3G28890, AT3G11010, AT5G27060
OG0000166	Carub.0003s1037.1.p	AT3G11080
OG0000167	Carub.0003s1192.1.p	AT3G12580
OG0000167	Carub.0001s1584.1.p	AT1G16030
OG0000167	Carub.0003s0854.1.p	AT3G09440
OG0000167	Carub.0006s0129.1.p	AT5G02490
OG0000167	Carub.0006s0130.1.p	AT5G02500
OG0000170	Carub.0004s1083.1.p	AT2G29735
OG0000170	Carub.0006s2795.1.p, Carub.0006s2796.1.p, Carub.0006s2798.1.p, Carub.0006s2797.1.p	AT4G09462, AT4G09465, AT4G09464, AT4G09467, AT4G09466
OG0000170	Carub.0004s1084.1.p	AT4G09090
OG0000170	Carub.0002s1306.1.p, Carub.0002s1308.1.p	AT1G66855
OG0000170	Carub.0008s2398.1.p	AT5G63225
OG0000170	Carub.0008s1380.1.p	AT5G53600, AT5G53610
OG0000171	Carub.0006s3357.1.p, Carub.0006s3358.1.p	AT4G03505, AT4G03470
OG0000171	Carub.0006s3302.1.p	AT4G05040
OG0000171	Carub.0007s2782.1.p, Carub.0007s2784.1.p	AT4G14400, AT4G14390
OG0000171	Carub.0006s3362.1.p, Carub.0006s3360.1.p	AT4G03480, AT4G03440, AT4G03450
OG0000171	Carub.0008s1779.1.p	AT1G03670
OG0000171	Carub.0006s3361.1.p	AT4G03460
OG0000173	Carub.0002s0441.1.p	AT1G60880
OG0000173	Carub.0002s0435.1.p	AT1G60920
OG0000173	Carub.0004s0822.1.p, Carub.0002s1331.1.p, Carub.0002s1330.1.p	AT4G14530, AT1G46408
OG0000174	Carub.0002s1305.1.p	AT1G66850
OG0000174	Carub.0005s1254.1.p	AT5G38160, AT5G38170
OG0000174	Carub.0005s1256.1.p, Carub.0005s1255.1.p	AT5G38197, AT5G38195, AT5G38180
OG0000174	Carub.0005s2416.1.p	AT3G57310
OG0000178	Carub.0001s0529.1.p	AT1G05920
OG0000178	Carub.0003s2555.1.p	AT5G24050, AT3G24850
OG0000179	Carub.0001s3641.1.p	AT1G47620, AT1G66030
OG0000179	Carub.0007s3700.1.p	AT5G02900
OG0000179	Carub.0007s0139.1.p	AT4G39510
OG0000179	Carub.0007s0839.1.p	AT4G32170
OG0000180	Carub.0001s1943.1.p	AT1G19910
OG0000180	Carub.0007s0557.1.p	AT4G34720, AT4G38920, AT2G16510
OG0000181	Carub.0007s2445.1.p, Carub.0004s1123.1.p, Carub.0013s0014.1.p	AT1G32225
OG0000182	Carub.0007s2566.1.p	AT4G15970
OG0000182	Carub.0008s0344.1.p	AT5G44820
OG0000182	Carub.0005s0109.1.p	AT2G02061
OG0000182	Carub.0001s1435.1.p	AT1G14590
OG0000183	Carub.0005s1390.1.p	AT3G47790
OG0000183	Carub.0172s0002.1.p	AT5G61700
OG0000183	Carub.0008s2243.1.p	AT5G61740
OG0000183	Carub.0005s1389.1.p	AT3G47780
OG0000183	Carub.0005s1388.1.p	AT3G47750
OG0000184	Carub.0001s1241.1.p	AT1G12700
OG0000184	Carub.0001s1246.1.p, Carub.0001s1189.1.p, Carub.0001s1249.1.p, Carub.0001s1230.1.p	AT1G12775, AT1G12300, AT1G12620
OG0000185	Carub.0007s3252.1.p	AT5G37400
OG0000185	Carub.0007s3280.1.p	AT5G37650
OG0000185	Carub.0007s3260.1.p	AT5G37470, AT4G09440
OG0000185	Carub.0007s3259.1.p	AT5G37460
OG0000185	Carub.0007s3702.1.p	AT5G37420
OG0000185	Carub.0007s3254.1.p	AT4G16530, AT5G37410
OG0000186	Carub.0001s2994.1.p	AT1G31550
OG0000186	Carub.0001s2706.1.p	AT1G28600
OG0000186	Carub.0004s0798.1.p	AT2G27360
OG0000186	Carub.0001s2704.1.p, Carub.0001s2705.1.p	AT1G28580
OG0000188	Carub.0007s3044.1.p, Carub.0007s3045.1.p, Carub.0012s0003.1.p, Carub.0007s3043.1.p, Carub.0007s3042.1.p	AT3G32904
OG0000188	Carub.0007s3014.1.p, Carub.0005s0823.1.p	AT5G36080
OG0000189	Carub.0005s2592.1.p	AT3G59200
OG0000189	Carub.0005s2597.1.p	AT3G59240
OG0000189	Carub.0005s2598.1.p	AT3G59250
OG0000189	Carub.0005s2591.1.p	AT3G59190
OG0000189	Carub.0007s2832.1.p	AT4G14103, AT4G14096
OG0000189	Carub.0002s0624.1.p	AT1G58310
OG0000189	Carub.0005s2593.1.p	AT3G59210
OG0000190	Carub.0001s1235.1.p	AT1G12660
OG0000190	Carub.0001s1237.1.p	AT1G12665
OG0000190	Carub.0001s1236.1.p	AT1G12663
OG0000190	Carub.0004s0495.1.p, Carub.0001s1238.1.p, Carub.0001s1239.1.p	AT1G12672
OG0000191	Carub.0008s1708.1.p	AT5G56600
OG0000191	Carub.0003s3405.1.p	AT2G19770
OG0000191	Carub.0007s1122.1.p	AT4G29340
OG0000191	Carub.0003s3404.1.p	AT2G19760
OG0000191	Carub.0007s1121.1.p	AT4G29350
OG0000192	Carub.0007s2328.1.p	AT4G18050
OG0000192	Carub.0001s0158.1.p	AT1G02520, AT1G02530
OG0000192	Carub.0004s2973.1.p	AT2G47000
OG0000193	Carub.0001s3760.1.p	AT1G48470
OG0000193	Carub.0003s1753.1.p	AT3G17820
OG0000193	Carub.0002s1219.1.p	AT1G66200
OG0000193	Carub.0007s3276.1.p	AT5G37600
OG0000193	Carub.0006s1478.1.p	AT5G16570
OG0000194	Carub.0003s2674.1.p	AT2G05330
OG0000194	Carub.0008s0809.1.p	AT5G48510
OG0000194	Carub.0004s2270.1.p	AT2G40450
OG0000194	Carub.0005s0831.1.p	AT4G04090
OG0000195	Carub.0007s3022.1.p	AT1G14800
OG0000197	Carub.0007s0514.1.p	AT2G14378, AT4G35165
OG0000197	Carub.0008s1317.1.p, Carub.0008s0802.1.p, Carub.0008s1315.1.p	AT5G52975, AT5G52965
OG0000197	Carub.0004s0795.1.p	AT2G27315
OG0000198	Carub.0005s1137.1.p	AT3G45555
OG0000198	Carub.0005s0944.1.p, Carub.0005s0940.1.p, Carub.0005s0953.1.p	AT3G43750
OG0000198	Carub.0004s0598.1.p	AT2G26135
OG0000198	Carub.0004s0597.1.p	AT2G26130
OG0000198	Carub.0005s1136.1.p	AT3G45540
OG0000199	Carub.0008s2063.1.p	AT5G59840
OG0000199	Carub.0005s1191.1.p	AT3G46060
OG0000199	Carub.0006s0232.1.p	AT5G03520
OG0000199	Carub.0003s0922.1.p, Carub.0003s0900.1.p	AT3G09900
OG0000199	Carub.0005s2019.1.p	AT3G53610
OG0000201	Carub.0007s0893.1.p	AT4G31660
OG0000202	Carub.0001s3717.1.p	AT1G47730, AT1G48060
OG0000202	Carub.0003s0941.1.p	AT3G10240
OG0000202	Carub.0001s3671.1.p, Carub.0196s0001.1.p, Carub.0001s3670.1.p, Carub.0001s3666.1.p, Carub.0001s3663.1.p, Carub.0001s3672.1.p	AT1G47765
OG0000203	Carub.0006s0221.1.p	AT5G03390
OG0000203	Carub.0002s1559.1.p	AT1G68960
OG0000204	Carub.0007s0165.1.p	AT4G39756
OG0000204	Carub.0007s0164.1.p, Carub.0004s0447.1.p	AT4G39753
OG0000204	Carub.0006s2565.1.p	AT5G28180, AT5G28160
OG0000205	Carub.0001s1377.1.p	AT1G14080
OG0000205	Carub.0003s2926.1.p	AT2G15390, AT2G15360
OG0000205	Carub.0003s2925.1.p	AT2G15370, AT2G15350
OG0000205	Carub.0001s1379.1.p	AT1G14110
OG0000205	Carub.0001s1378.1.p	AT1G14100
OG0000206	Carub.0004s0689.1.p	AT1G67020
OG0000208	Carub.0005s1074.1.p, Carub.0005s1072.1.p, Carub.0005s1073.1.p, Carub.0005s1075.1.p, Carub.0005s1076.1.p	AT3G59930, AT5G33355, AT1G34047
OG0000210	Carub.0007s2932.1.p	AT4G13290, AT4G13310
OG0000210	Carub.0007s2092.1.p	AT4G20235
OG0000210	Carub.0006s2282.1.p	AT5G24960, AT5G24950
OG0000210	Carub.0004s1194.1.p, Carub.0004s1196.1.p, Carub.0004s1197.1.p	AT1G11610, AT2G30750
OG0000210	Carub.0004s1198.1.p	AT2G30770
OG0000211	Carub.0007s3018.1.p, Carub.0001s2070.1.p	AT1G21270
OG0000211	Carub.0001s2066.1.p	AT1G21230
OG0000211	Carub.0001s2067.1.p	AT1G21250
OG0000211	Carub.0001s2064.1.p	AT1G21210
OG0000212	Carub.0007s3131.1.p, Carub.0002s0549.1.p	AT2G07760
OG0000213	Carub.0003s2294.1.p	AT3G22940, AT3G22421
OG0000213	Carub.0007s3401.1.p	AT5G41490
OG0000213	Carub.0004s0861.1.p	AT5G41500, AT5G41510
OG0000214	Carub.0006s3230.1.p	AT4G04510
OG0000214	Carub.0006s3239.1.p, Carub.0006s3238.1.p, Carub.0006s3235.1.p, Carub.0006s3237.1.p	AT4G04570
OG0000214	Carub.0006s3233.1.p, Carub.0006s3231.1.p, Carub.0006s3232.1.p	AT4G04540
OG0000216	Carub.0003s1374.1.p	AT3G14130
OG0000216	Carub.0007s2293.1.p	AT4G18360
OG0000216	Carub.0003s1414.1.p	AT3G14420
OG0000216	Carub.0003s1413.1.p	AT3G14415
OG0000217	Carub.0002s1825.1.p	AT1G71390
OG0000217	Carub.0003s0465.1.p	AT3G05360
OG0000218	Carub.0003s2769.1.p, Carub.0006s0806.1.p	AT5G09490
OG0000218	Carub.0006s0807.1.p	AT5G09500
OG0000218	Carub.0008s0501.1.p	AT5G43640
OG0000218	Carub.0008s2379.1.p	AT5G63070
OG0000218	Carub.0006s0808.1.p, Carub.0001s0346.1.p	AT1G04270
OG0000219	Carub.0005s2785.1.p	AT3G61182
OG0000219	Carub.0002s1314.1.p, Carub.0005s0920.1.p	AT3G43505
OG0000219	Carub.0002s0801.1.p	AT1G49435
OG0000219	Carub.0001s1285.1.p, Carub.0001s1284.1.p	AT3G61175, AT3G61177
OG0000219	Carub.0005s2783.1.p	AT3G61172
OG0000220	Carub.0004s0244.1.p	AT2G23230
OG0000220	Carub.0007s2094.1.p	AT4G20230
OG0000220	Carub.0006s2747.1.p	AT3G29110
OG0000220	Carub.0001s3795.1.p	AT1G48800
OG0000220	Carub.0001s3796.1.p	AT1G48820
OG0000222	Carub.0007s2650.1.p	AT4G15430
OG0000222	Carub.0003s2166.1.p	AT3G21620
OG0000222	Carub.0001s1166.1.p	AT1G11960
OG0000222	Carub.0002s0267.1.p	AT1G62320
OG0000222	Carub.0006s3217.1.p	AT4G04340
OG0000222	Carub.0007s1920.1.p	AT4G22120
OG0000223	Carub.0003s2048.1.p	AT3G20520
OG0000223	Carub.0008s1582.1.p	AT5G55480
OG0000223	Carub.0002s1327.1.p, Carub.0120s0002.1.p, Carub.0002s1325.1.p	AT1G66980, AT1G66970
OG0000223	Carub.0007s1416.1.p	AT4G26690
OG0000224	Carub.0003s2500.1.p	AT3G24610
OG0000225	Carub.0007s3379.1.p	AT5G41690
OG0000225	Carub.0007s3494.1.p	AT3G10845
OG0000225	Carub.0005s1501.1.p	AT3G48840
OG0000226	Carub.0001s2374.1.p	AT1G27220
OG0000226	Carub.0001s2373.1.p	AT1G27250
OG0000226	Carub.0002s1671.1.p	AT1G70030
OG0000226	Carub.0006s1321.1.p, Carub.0006s1320.1.p, Carub.0006s1319.1.p	AT5G15040, AT5G15030
OG0000227	Carub.0006s0552.1.p	AT5G06640, AT4G13390, AT5G06630, AT2G24980
OG0000227	Carub.0007s3106.1.p, Carub.0007s3105.1.p	AT5G35190
OG0000227	Carub.0005s0710.1.p	AT3G28550
OG0000228	Carub.0007s1779.1.p	AT4G23400
OG0000228	Carub.0006s3683.1.p	AT4G00430
OG0000228	Carub.0001s0060.1.p	AT1G01620
OG0000228	Carub.0005s2812.1.p	AT3G61430
OG0000228	Carub.0004s2866.1.p	AT2G45960
OG0000229	Carub.0006s3337.1.p	AT4G05460
OG0000230	Carub.0001s2797.1.p	AT1G29730
OG0000230	Carub.0001s2798.1.p	AT1G29740
OG0000232	Carub.0001s3076.1.p	AT1G32375
OG0000232	Carub.0008s1667.1.p, Carub.0008s1666.1.p, Carub.0008s1665.1.p	AT5G50270
OG0000233	Carub.0002s2446.1.p	AT1G77570
OG0000233	Carub.0007s2155.1.p, Carub.0007s2154.1.p	AT4G19630
OG0000234	Carub.0002s2523.1.p	AT1G78340
OG0000234	Carub.0002s2527.1.p	AT1G78380
OG0000234	Carub.0001s1693.1.p	AT1G17180
OG0000234	Carub.0001s1692.1.p	AT1G17170
OG0000234	Carub.0002s2525.1.p	AT1G78360
OG0000235	Carub.0003s1432.1.p	AT3G14610
OG0000235	Carub.0003s1434.1.p	AT3G14650, AT3G14660
OG0000235	Carub.0003s1435.1.p	AT3G14690
OG0000237	Carub.0003s3241.1.p	AT2G18240
OG0000237	Carub.0004s0252.1.p	AT2G23310
OG0000237	Carub.0001s4236.1.p	AT2G21600
OG0000237	Carub.0007s0113.1.p	AT4G39220
OG0000238	Carub.0006s0860.1.p	AT5G10140
OG0000238	Carub.0008s2590.1.p, Carub.0008s2589.1.p	AT5G65050, AT5G65060
OG0000238	Carub.0002s2396.1.p	AT1G77080
OG0000238	Carub.0008s2591.1.p	AT5G65080
OG0000238	Carub.0008s2592.1.p	AT5G65070
OG0000239	Carub.0008s0155.1.p	AT3G62850
OG0000240	Carub.0004s0143.1.p	AT2G22290
OG0000240	Carub.0007s0182.1.p	AT4G39890
OG0000240	Carub.0006s0872.1.p	AT5G10260
OG0000240	Carub.0008s2582.1.p, Carub.0008s2583.1.p	AT5G64990
OG0000240	Carub.0004s2716.1.p	AT2G44610
OG0000241	Carub.0001s4320.1.p	AT5G37640
OG0000241	Carub.0006s0698.1.p	AT4G05050
OG0000241	Carub.0001s4355.1.p	AT4G02890
OG0000241	Carub.0006s3323.1.p	AT4G05320
OG0000241	Carub.0006s1895.1.p, Carub.0007s3174.1.p	AT5G03240
OG0000242	Carub.0007s2064.1.p, Carub.0007s2065.1.p	AT4G20800
OG0000242	Carub.0001s2462.1.p	AT1G26400
OG0000242	Carub.0001s2460.1.p	AT1G26410
OG0000242	Carub.0001s2463.1.p	AT1G26380
OG0000242	Carub.0001s2459.1.p	AT1G26420
OG0000243	Carub.0004s1066.1.p, Carub.0001s3418.1.p, Carub.0004s1096.1.p	AT2G29800, AT2G29600
OG0000243	Carub.0001s3420.1.p, Carub.0004s1070.1.p	AT2G29820, AT2G29830, AT2G29860
OG0000243	Carub.0004s1068.1.p, Carub.0004s1090.1.p	AT2G29780
OG0000243	Carub.0004s1087.1.p, Carub.0004s1089.1.p, Carub.0004s1069.1.p	AT2G29770
OG0000245	Carub.0007s2005.1.p	AT4G21380
OG0000245	Carub.0002s1167.1.p	AT1G65800, AT1G65790
OG0000245	Carub.0003s1133.1.p	AT3G12000
OG0000246	Carub.0003s2455.1.p	AT3G23950, AT3G23970
OG0000247	Carub.0007s3555.1.p, Carub.0007s3558.1.p	AT5G40100
OG0000248	Carub.0004s1872.1.p	AT2G36880
OG0000248	Carub.0003s1712.1.p	AT3G17390
OG0000248	Carub.0006s3539.1.p	AT4G01850
OG0000248	Carub.0001s0156.1.p	AT1G02500
OG0000249	Carub.0027s0001.1.p, Carub.0002s0847.1.p, Carub.0006s2603.1.p, Carub.0016s0011.1.p, Carub.0006s2616.1.p	AT3G32960
OG0000250	Carub.0006s1454.1.p	AT5G16350
OG0000250	Carub.0006s1092.1.p	AT5G12420
OG0000251	Carub.0005s0855.1.p	AT3G30290
OG0000251	Carub.0007s2660.1.p, Carub.0007s2663.1.p	AT1G65670, AT4G15300
OG0000251	Carub.0007s2665.1.p	AT4G15396, AT4G15393
