Orthogroup	Capsella_rubella	Boechera_stricta
OG0000050	Carub.0006s0886.1.p	Bostr.25219s0026.1.p
OG0000051	Carub.0006s0729.1.p	Bostr.13129s0120.1.p
OG0000051	Carub.0005s0524.1.p	Bostr.0556s0378.1.p
OG0000051	Carub.0003s0014.1.p	Bostr.1460s0018.1.p
OG0000051	Carub.0006s1231.1.p	Bostr.2902s0148.1.p
OG0000051	Carub.0007s3453.1.p	Bostr.7200s0107.1.p
OG0000051	Carub.0005s0523.1.p	Bostr.0556s0376.1.p
OG0000051	Carub.0007s3452.1.p	Bostr.7200s0108.1.p
OG0000051	Carub.0003s0015.1.p	Bostr.1460s0019.1.p
OG0000051	Carub.0008s1065.1.p	Bostr.15774s0205.1.p
OG0000051	Carub.0005s1480.1.p	Bostr.18473s0087.1.p
OG0000051	Carub.0008s2420.1.p	Bostr.0568s0461.1.p
OG0000052	Carub.0001s3517.1.p, Carub.0008s0754.1.p, Carub.0004s0679.1.p, Carub.0001s3651.1.p, Carub.0013s0007.1.p, Carub.0011s0007.1.p, Carub.0007s3247.1.p, Carub.0006s2637.1.p, Carub.0003s3392.1.p, Carub.0005s2382.1.p, Carub.0001s3741.1.p, Carub.0001s3383.1.p, Carub.0007s3522.1.p	Bostr.0556s0567.1.p, Bostr.24513s0206.1.p
OG0000053	Carub.0005s0961.1.p	Bostr.26527s0092.1.p
OG0000053	Carub.0005s0961.1.p	Bostr.0556s0690.1.p
OG0000053	Carub.0006s1950.1.p	Bostr.26527s0092.1.p
OG0000053	Carub.0006s1950.1.p	Bostr.0556s0690.1.p
OG0000053	Carub.0007s3294.1.p	Bostr.26959s0277.1.p
OG0000053	Carub.0002s1246.1.p	Bostr.26959s0277.1.p
OG0000053	Carub.0007s2756.1.p	Bostr.0597s0077.1.p
OG0000053	Carub.0003s2306.1.p	Bostr.19424s0367.1.p
OG0000053	Carub.0005s2353.1.p	Bostr.9345s0021.1.p
OG0000053	Carub.0005s2353.1.p	Bostr.20505s0073.1.p
OG0000053	Carub.0004s2342.1.p	Bostr.9345s0021.1.p
OG0000053	Carub.0004s2342.1.p	Bostr.20505s0073.1.p
OG0000054	Carub.0001s1178.1.p	Bostr.13671s0250.1.p
OG0000054	Carub.0002s0247.1.p	Bostr.22157s0089.1.p
OG0000054	Carub.0006s3168.1.p, Carub.0006s3169.1.p	Bostr.25463s0062.1.p
OG0000054	Carub.0004s2780.1.p	Bostr.25993s0256.1.p
OG0000054	Carub.0006s3180.1.p, Carub.0006s3177.1.p, Carub.0006s3176.1.p, Carub.0006s3175.1.p, Carub.0006s3182.1.p, Carub.0006s3179.1.p, Carub.0006s3181.1.p	Bostr.18060s0001.1.p
OG0000054	Carub.0006s3172.1.p	Bostr.25463s0053.1.p
OG0000057	Carub.0008s1787.1.p	Bostr.26833s0521.1.p
OG0000057	Carub.0001s1701.1.p	Bostr.7128s0336.1.p
OG0000057	Carub.0005s2708.1.p	Bostr.13158s0024.1.p
OG0000057	Carub.0008s2342.1.p	Bostr.0568s0540.1.p
OG0000057	Carub.0005s1407.1.p	Bostr.18473s0157.1.p
OG0000057	Carub.0002s2690.1.p	Bostr.20129s0447.1.p
OG0000057	Carub.0016s0001.1.p	Bostr.0556s0646.1.p
OG0000057	Carub.0013s0011.1.p	Bostr.24399s0004.1.p
OG0000057	Carub.0007s1042.1.p	Bostr.7867s0870.1.p
OG0000057	Carub.0003s3319.1.p	Bostr.18351s0364.1.p
OG0000059	Carub.0099s0002.1.p	Bostr.7200s0112.1.p
OG0000060	Carub.0006s2066.1.p	Bostr.10199s0157.1.p
OG0000060	Carub.0005s2023.1.p	Bostr.11793s0030.1.p
OG0000060	Carub.0008s2052.1.p	Bostr.26833s0243.1.p
OG0000060	Carub.0005s1183.1.p	Bostr.18473s0337.1.p, Bostr.18473s0341.1.p
OG0000062	Carub.0003s2002.1.p	Bostr.19424s0654.1.p
OG0000062	Carub.0005s0773.1.p	Bostr.2983s0183.1.p, Bostr.0556s0560.1.p, Bostr.19424s0286.1.p, Bostr.0556s0558.1.p, Bostr.3053s0017.1.p
OG0000062	Carub.0003s2092.1.p	Bostr.19424s0553.1.p
OG0000062	Carub.0003s2004.1.p	Bostr.19424s0651.1.p
OG0000062	Carub.0003s2003.1.p	Bostr.19424s0652.1.p
OG0000064	Carub.0003s3462.1.p	Bostr.7903s0140.1.p
OG0000064	Carub.0007s1193.1.p	Bostr.7867s0716.1.p
OG0000064	Carub.0001s0331.1.p	Bostr.26675s0339.1.p
OG0000064	Carub.0004s1320.1.p	Bostr.24513s0034.1.p
OG0000064	Carub.0001s1734.1.p	Bostr.7128s0368.1.p
OG0000064	Carub.0006s1882.1.p	Bostr.26527s0155.1.p
OG0000064	Carub.0005s2501.1.p	Bostr.20903s0067.1.p
OG0000064	Carub.0002s0909.1.p	Bostr.13404s0031.1.p
OG0000064	Carub.0001s0808.1.p	Bostr.25219s0072.1.p
OG0000065	Carub.0002s2263.1.p	Bostr.20129s0012.1.p
OG0000065	Carub.0001s1954.1.p	Bostr.7128s0600.1.p
OG0000065	Carub.0008s0413.1.p	Bostr.3148s0022.1.p
OG0000065	Carub.0007s2054.1.p	Bostr.10689s0041.1.p
OG0000065	Carub.0006s1076.1.p	Bostr.20055s0004.1.p
OG0000065	Carub.0006s2158.1.p	Bostr.10199s0050.1.p
OG0000065	Carub.0004s1060.1.p	Bostr.27991s0217.1.p
OG0000068	Carub.0008s0711.1.p	Bostr.22495s0005.1.p
OG0000068	Carub.0001s3799.1.p	Bostr.7128s0617.1.p, Bostr.5022s0141.1.p
OG0000068	Carub.0002s2286.1.p	Bostr.20129s0032.1.p
OG0000068	Carub.0005s2675.1.p	Bostr.29344s0009.1.p
OG0000068	Carub.0003s2192.1.p, Carub.0006s3234.1.p, Carub.0006s3236.1.p, Carub.0007s0583.1.p	Bostr.7867s1306.1.p
OG0000069	Carub.0005s1176.1.p	Bostr.23794s0323.1.p
OG0000069	Carub.0005s1176.1.p	Bostr.26833s0238.1.p
OG0000069	Carub.0005s1176.1.p	Bostr.18473s0344.1.p
OG0000069	Carub.0005s1176.1.p	Bostr.18473s0314.1.p
OG0000069	Carub.0005s1176.1.p	Bostr.25219s0165.1.p
OG0000069	Carub.0005s1176.1.p	Bostr.25219s0194.1.p
OG0000069	Carub.0005s1176.1.p	Bostr.27991s0042.1.p
OG0000069	Carub.0005s1176.1.p	Bostr.11793s0019.1.p
OG0000069	Carub.0005s2031.1.p	Bostr.23794s0323.1.p
OG0000069	Carub.0005s2031.1.p	Bostr.26833s0238.1.p
OG0000069	Carub.0005s2031.1.p	Bostr.18473s0344.1.p
OG0000069	Carub.0005s2031.1.p	Bostr.18473s0314.1.p
OG0000069	Carub.0005s2031.1.p	Bostr.25219s0165.1.p
OG0000069	Carub.0005s2031.1.p	Bostr.25219s0194.1.p
OG0000069	Carub.0005s2031.1.p	Bostr.27991s0042.1.p
OG0000069	Carub.0005s2031.1.p	Bostr.11793s0019.1.p
OG0000069	Carub.0005s1217.1.p	Bostr.23794s0323.1.p
OG0000069	Carub.0005s1217.1.p	Bostr.26833s0238.1.p
OG0000069	Carub.0005s1217.1.p	Bostr.18473s0344.1.p
OG0000069	Carub.0005s1217.1.p	Bostr.18473s0314.1.p
OG0000069	Carub.0005s1217.1.p	Bostr.25219s0165.1.p
OG0000069	Carub.0005s1217.1.p	Bostr.25219s0194.1.p
OG0000069	Carub.0005s1217.1.p	Bostr.27991s0042.1.p
OG0000069	Carub.0005s1217.1.p	Bostr.11793s0019.1.p
OG0000069	Carub.0001s0700.1.p	Bostr.23794s0323.1.p
OG0000069	Carub.0001s0700.1.p	Bostr.26833s0238.1.p
OG0000069	Carub.0001s0700.1.p	Bostr.18473s0344.1.p
OG0000069	Carub.0001s0700.1.p	Bostr.18473s0314.1.p
OG0000069	Carub.0001s0700.1.p	Bostr.25219s0165.1.p
OG0000069	Carub.0001s0700.1.p	Bostr.25219s0194.1.p
OG0000069	Carub.0001s0700.1.p	Bostr.27991s0042.1.p
OG0000069	Carub.0001s0700.1.p	Bostr.11793s0019.1.p
OG0000069	Carub.0001s0717.1.p	Bostr.23794s0323.1.p
OG0000069	Carub.0001s0717.1.p	Bostr.26833s0238.1.p
OG0000069	Carub.0001s0717.1.p	Bostr.18473s0344.1.p
OG0000069	Carub.0001s0717.1.p	Bostr.18473s0314.1.p
OG0000069	Carub.0001s0717.1.p	Bostr.25219s0165.1.p
OG0000069	Carub.0001s0717.1.p	Bostr.25219s0194.1.p
OG0000069	Carub.0001s0717.1.p	Bostr.27991s0042.1.p
OG0000069	Carub.0001s0717.1.p	Bostr.11793s0019.1.p
OG0000069	Carub.0004s0975.1.p	Bostr.23794s0323.1.p
OG0000069	Carub.0004s0975.1.p	Bostr.26833s0238.1.p
OG0000069	Carub.0004s0975.1.p	Bostr.18473s0344.1.p
OG0000069	Carub.0004s0975.1.p	Bostr.18473s0314.1.p
OG0000069	Carub.0004s0975.1.p	Bostr.25219s0165.1.p
OG0000069	Carub.0004s0975.1.p	Bostr.25219s0194.1.p
OG0000069	Carub.0004s0975.1.p	Bostr.27991s0042.1.p
OG0000069	Carub.0004s0975.1.p	Bostr.11793s0019.1.p
OG0000069	Carub.0008s2033.1.p	Bostr.23794s0323.1.p
OG0000069	Carub.0008s2033.1.p	Bostr.26833s0238.1.p
OG0000069	Carub.0008s2033.1.p	Bostr.18473s0344.1.p
OG0000069	Carub.0008s2033.1.p	Bostr.18473s0314.1.p
OG0000069	Carub.0008s2033.1.p	Bostr.25219s0165.1.p
OG0000069	Carub.0008s2033.1.p	Bostr.25219s0194.1.p
OG0000069	Carub.0008s2033.1.p	Bostr.27991s0042.1.p
OG0000069	Carub.0008s2033.1.p	Bostr.11793s0019.1.p
OG0000070	Carub.0007s0072.1.p	Bostr.25542s0066.1.p
OG0000070	Carub.0004s0025.1.p	Bostr.5022s0115.1.p
OG0000070	Carub.0003s3215.1.p	Bostr.18351s0268.1.p
OG0000070	Carub.0007s0412.1.p	Bostr.7867s1475.1.p
OG0000070	Carub.0002s2243.1.p	Bostr.3288s0210.1.p
OG0000070	Carub.0001s1934.1.p	Bostr.7128s0580.1.p
OG0000070	Carub.0003s3033.1.p	Bostr.18351s0119.1.p
OG0000070	Carub.0007s0553.1.p	Bostr.7867s1336.1.p
OG0000071	Carub.0007s3253.1.p	Bostr.9638s0060.1.p
OG0000071	Carub.0004s1101.1.p	Bostr.3640s0075.1.p
OG0000071	Carub.0001s3703.1.p	Bostr.4635s0001.1.p
OG0000074	Carub.0008s1976.1.p	Bostr.26833s0325.1.p
OG0000074	Carub.0005s1307.1.p	Bostr.18473s0275.1.p
OG0000074	Carub.0008s1984.1.p	Bostr.26833s0334.1.p
OG0000074	Carub.0008s1946.1.p	Bostr.26833s0363.1.p
OG0000074	Carub.0008s1945.1.p	Bostr.26833s0364.1.p
OG0000074	Carub.0008s1983.1.p	Bostr.26833s0331.1.p
OG0000077	Carub.0004s1453.1.p	Bostr.23794s0796.1.p
OG0000077	Carub.0003s2713.1.p, Carub.0003s2530.1.p, Carub.0003s2529.1.p, Carub.0003s2534.1.p, Carub.0003s2532.1.p, Carub.0003s2531.1.p, Carub.0148s0001.1.p	Bostr.8819s0003.1.p
OG0000077	Carub.0004s1403.1.p	Bostr.10199s0149.1.p
OG0000078	Carub.0001s1962.1.p	Bostr.7128s0610.1.p
OG0000078	Carub.0002s2275.1.p	Bostr.20129s0021.1.p
OG0000078	Carub.0007s0529.1.p	Bostr.7867s1361.1.p
OG0000078	Carub.0008s0195.1.p	Bostr.8819s0127.1.p
OG0000078	Carub.0007s0427.1.p	Bostr.7867s1460.1.p
OG0000079	Carub.0004s0525.1.p	Bostr.26326s0105.1.p
OG0000079	Carub.0007s0816.1.p	Bostr.7867s1095.1.p
OG0000079	Carub.0003s1011.1.p	Bostr.19424s1012.1.p
OG0000079	Carub.0006s0410.1.p	Bostr.13129s0448.1.p
OG0000079	Carub.0008s0451.1.p	Bostr.3148s0056.1.p
OG0000079	Carub.0006s1564.1.p	Bostr.26527s0472.1.p
OG0000079	Carub.0007s0125.1.p	Bostr.25542s0122.1.p
OG0000079	Carub.0008s2555.1.p	Bostr.0568s0321.1.p
OG0000079	Carub.0006s0830.1.p	Bostr.13129s0005.1.p
OG0000083	Carub.0007s1566.1.p	Bostr.7867s0344.1.p
OG0000083	Carub.0001s2429.1.p	Bostr.12659s0327.1.p
OG0000083	Carub.0001s3299.1.p	Bostr.1774s0033.1.p
OG0000083	Carub.0001s1373.1.p	Bostr.13671s0049.1.p
OG0000083	Carub.0005s0217.1.p	Bostr.0556s0141.1.p
OG0000083	Carub.0005s0218.1.p	Bostr.0556s0142.1.p
OG0000083	Carub.0005s0216.1.p	Bostr.0556s0140.1.p
OG0000084	Carub.0007s1287.1.p	Bostr.7867s0627.1.p
OG0000084	Carub.0008s1348.1.p	Bostr.26833s0951.1.p
OG0000084	Carub.0007s3378.1.p	Bostr.7200s0198.1.p
OG0000084	Carub.0002s0056.1.p	Bostr.29223s0081.1.p, Bostr.29223s0086.1.p, Bostr.29223s0099.1.p, Bostr.29223s0097.1.p, Bostr.29223s0101.1.p
OG0000084	Carub.0003s3054.1.p	Bostr.18351s0135.1.p
OG0000084	Carub.0008s1647.1.p	Bostr.26833s0648.1.p
OG0000084	Carub.0003s0782.1.p	Bostr.22252s0201.1.p
OG0000085	Carub.0007s0781.1.p	Bostr.7867s1121.1.p
OG0000085	Carub.0008s0420.1.p, Carub.0008s0416.1.p	Bostr.19424s0935.1.p
OG0000085	Carub.0007s3566.1.p, Carub.0007s3567.1.p	Bostr.12722s0005.1.p, Bostr.7200s0127.1.p
OG0000085	Carub.0007s2619.1.p	Bostr.17016s0018.1.p
OG0000085	Carub.0006s2253.1.p	Bostr.3853s0001.1.p
OG0000086	Carub.0007s1539.1.p	Bostr.7867s0370.1.p
OG0000086	Carub.0008s1247.1.p	Bostr.7305s0032.1.p
OG0000086	Carub.0001s0046.1.p	Bostr.5325s0099.1.p
OG0000086	Carub.0006s3653.1.p	Bostr.10064s0040.1.p
OG0000086	Carub.0005s1187.1.p	Bostr.18473s0339.1.p
OG0000086	Carub.0008s2056.1.p	Bostr.26833s0246.1.p
OG0000086	Carub.0005s1186.1.p	Bostr.18473s0340.1.p
OG0000088	Carub.0005s1126.1.p	Bostr.18473s0382.1.p
OG0000088	Carub.0008s2102.1.p	Bostr.26833s0207.1.p
OG0000088	Carub.0008s2101.1.p	Bostr.26833s0208.1.p
OG0000088	Carub.0008s2099.1.p	Bostr.20905s0001.1.p
OG0000088	Carub.0008s2100.1.p	Bostr.26833s0209.1.p
OG0000088	Carub.0005s1127.1.p	Bostr.18473s0381.1.p
OG0000088	Carub.0005s1123.1.p	Bostr.18473s0384.1.p
OG0000088	Carub.0005s1125.1.p	Bostr.18473s0383.1.p
OG0000088	Carub.0005s1121.1.p	Bostr.18473s0386.1.p
OG0000089	Carub.0093s0002.1.p	Bostr.11175s0001.1.p
OG0000089	Carub.0007s3074.1.p, Carub.0002s1014.1.p, Carub.0002s1016.1.p, Carub.0004s0685.1.p	Bostr.26527s0460.1.p, Bostr.13083s0051.1.p, Bostr.29827s0219.1.p, Bostr.13129s0037.1.p, Bostr.10273s0348.1.p, Bostr.1040s0053.1.p, Bostr.26959s0421.1.p, Bostr.24513s0035.1.p, Bostr.29044s0112.1.p, Bostr.15654s0018.1.p, Bostr.24399s0021.1.p, Bostr.18351s0044.1.p
OG0000090	Carub.0004s1027.1.p	Bostr.27991s0187.1.p
OG0000090	Carub.0004s1184.1.p	Bostr.24513s0167.1.p
OG0000090	Carub.0004s1182.1.p	Bostr.24513s0164.1.p, Bostr.24513s0169.1.p
OG0000090	Carub.0004s1038.1.p	Bostr.27991s0191.1.p
OG0000090	Carub.0004s1036.1.p	Bostr.27991s0189.1.p
OG0000094	Carub.0002s0367.1.p	Bostr.6411s0001.1.p
OG0000094	Carub.0002s0373.1.p	Bostr.10040s0037.1.p, Bostr.10040s0039.1.p
OG0000094	Carub.0002s0374.1.p, Carub.0002s0375.1.p	Bostr.10040s0036.1.p, Bostr.10040s0041.1.p, Bostr.10040s0042.1.p
OG0000094	Carub.0002s0379.1.p	Bostr.10040s0050.1.p
OG0000095	Carub.0007s1745.1.p	Bostr.7867s0165.1.p
OG0000095	Carub.0007s1744.1.p	Bostr.7867s0166.1.p
OG0000095	Carub.0005s0443.1.p, Carub.0005s0446.1.p, Carub.0005s0445.1.p, Carub.0005s0444.1.p	Bostr.0556s0318.1.p
OG0000095	Carub.0001s1472.1.p	Bostr.7128s0109.1.p
OG0000095	Carub.0005s0049.1.p	Bostr.7903s0024.1.p
OG0000096	Carub.0004s0512.1.p	Bostr.14437s0001.1.p
OG0000098	Carub.0002s1323.1.p	Bostr.11223s0001.1.p
OG0000098	Carub.0004s0741.1.p	Bostr.29505s0021.1.p
OG0000098	Carub.0005s0873.1.p	Bostr.0556s0634.1.p
OG0000098	Carub.0001s1530.1.p	Bostr.7128s0167.1.p
OG0000098	Carub.0001s1496.1.p	Bostr.7128s0134.1.p
OG0000098	Carub.0002s0539.1.p	Bostr.10040s0237.1.p
OG0000098	Carub.0003s1609.1.p	Bostr.28625s0056.1.p
OG0000099	Carub.0001s0151.1.p	Bostr.4824s0016.1.p
OG0000099	Carub.0006s1284.1.p	Bostr.2902s0202.1.p
OG0000099	Carub.0007s3039.1.p	Bostr.25463s0104.1.p
OG0000099	Carub.0004s2990.1.p	Bostr.13158s0232.1.p
OG0000099	Carub.0005s2901.1.p	Bostr.25993s0047.1.p
OG0000099	Carub.0004s2991.1.p	Bostr.25993s0047.1.p
OG0000099	Carub.0001s1010.1.p	Bostr.13671s0417.1.p, Bostr.10040s0168.1.p
OG0000102	Carub.0003s2678.1.p	Bostr.2392s0056.1.p
OG0000103	Carub.0006s2928.1.p, Carub.0006s2927.1.p, Carub.0006s2929.1.p	Bostr.25463s0267.1.p
OG0000103	Carub.0006s2931.1.p	Bostr.25463s0266.1.p
OG0000103	Carub.0006s2925.1.p	Bostr.25463s0268.1.p
OG0000103	Carub.0006s2932.1.p	Bostr.25463s0265.1.p
OG0000103	Carub.0001s3126.1.p	Bostr.3359s0066.1.p
OG0000104	Carub.0004s2425.1.p	Bostr.25993s0586.1.p
OG0000104	Carub.0004s2500.1.p	Bostr.25993s0527.1.p
OG0000104	Carub.0006s2504.1.p	Bostr.29827s0049.1.p
OG0000104	Carub.0004s2472.1.p, Carub.0004s2471.1.p, Carub.0004s2468.1.p, Carub.0006s2711.1.p	Bostr.19983s0002.1.p
OG0000106	Carub.0002s1066.1.p, Carub.0002s1069.1.p, Carub.0002s1065.1.p	Bostr.26959s0422.1.p
OG0000106	Carub.0002s1057.1.p	Bostr.26959s0430.1.p
OG0000106	Carub.0002s1060.1.p	Bostr.26959s0429.1.p
OG0000106	Carub.0002s1061.1.p	Bostr.17783s0002.1.p
OG0000106	Carub.0001s4142.1.p	Bostr.0124s0036.1.p
OG0000106	Carub.0008s2264.1.p	Bostr.26833s0043.1.p
OG0000106	Carub.0004s0829.1.p	Bostr.27991s0006.1.p
OG0000106	Carub.0004s0831.1.p	Bostr.27991s0161.1.p
OG0000108	Carub.0005s2130.1.p	Bostr.0697s0084.1.p
OG0000108	Carub.0004s2097.1.p	Bostr.23794s0176.1.p
OG0000108	Carub.0008s0524.1.p, Carub.0008s0526.1.p	Bostr.3148s0135.1.p
OG0000108	Carub.0008s0525.1.p	Bostr.3148s0134.1.p
OG0000108	Carub.0008s0523.1.p	Bostr.3148s0128.1.p
OG0000110	Carub.0004s0348.1.p	Bostr.10199s0123.1.p, Bostr.27895s0060.1.p, Bostr.27895s0063.1.p, Bostr.27895s0062.1.p, Bostr.27895s0064.1.p, Bostr.27895s0061.1.p
OG0000110	Carub.0005s0364.1.p	Bostr.17016s0008.1.p, Bostr.0556s0253.1.p, Bostr.7867s0848.1.p
OG0000112	Carub.0006s2793.1.p, Carub.0006s3642.1.p, Carub.0006s3581.1.p, Carub.0006s3569.1.p	Bostr.10064s0025.1.p, Bostr.10064s0027.1.p
OG0000113	Carub.0005s2596.1.p, Carub.0005s2575.1.p	Bostr.20903s0132.1.p
OG0000113	Carub.0005s2075.1.p	Bostr.0697s0027.1.p
OG0000113	Carub.0005s2916.1.p	Bostr.13158s0251.1.p
OG0000114	Carub.0007s2614.1.p	Bostr.0597s0202.1.p
OG0000114	Carub.0007s2608.1.p	Bostr.0597s0206.1.p
OG0000114	Carub.0007s2611.1.p	Bostr.0597s0204.1.p
OG0000115	Carub.0006s1598.1.p	Bostr.26527s0433.1.p
OG0000115	Carub.0006s1599.1.p	Bostr.26527s0432.1.p
OG0000115	Carub.0007s3256.1.p, Carub.0003s3235.1.p	Bostr.18351s0286.1.p
OG0000115	Carub.0005s1734.1.p	Bostr.6864s0150.1.p
OG0000115	Carub.0005s1732.1.p	Bostr.6864s0152.1.p
OG0000116	Carub.0007s3200.1.p, Carub.0007s3199.1.p	Bostr.29044s0002.1.p
OG0000116	Carub.0002s1094.1.p, Carub.0002s1096.1.p	Bostr.26959s0402.1.p
OG0000116	Carub.0008s2108.1.p	Bostr.26833s0203.1.p
OG0000116	Carub.0006s0397.1.p	Bostr.13129s0459.1.p
OG0000117	Carub.0004s2597.1.p	Bostr.25993s0429.1.p
OG0000117	Carub.0004s2601.1.p	Bostr.25993s0423.1.p
OG0000117	Carub.0004s2598.1.p	Bostr.25993s0428.1.p
OG0000118	Carub.0007s3605.1.p	Bostr.0556s0259.1.p
OG0000119	Carub.0007s2358.1.p	Bostr.30275s0242.1.p
OG0000120	Carub.0001s0085.1.p	Bostr.5325s0057.1.p
OG0000120	Carub.0006s3612.1.p	Bostr.7365s0058.1.p
OG0000120	Carub.0008s1340.1.p	Bostr.26833s0960.1.p
OG0000120	Carub.0004s1159.1.p	Bostr.24513s0195.1.p
OG0000120	Carub.0004s1158.1.p	Bostr.24513s0196.1.p
OG0000120	Carub.0005s2840.1.p	Bostr.13158s0169.1.p
OG0000120	Carub.0004s2911.1.p	Bostr.25993s0128.1.p
OG0000121	Carub.0002s2274.1.p	Bostr.20129s0018.1.p, Bostr.20129s0020.1.p
OG0000121	Carub.0002s0817.1.p	Bostr.13404s0082.1.p
OG0000121	Carub.0002s2271.1.p, Carub.0002s2269.1.p, Carub.0002s2270.1.p, Carub.0002s2268.1.p, Carub.0002s2273.1.p, Carub.0002s2272.1.p, Carub.0007s3201.1.p	Bostr.20129s0019.1.p
OG0000123	Carub.0005s2737.1.p	Bostr.13158s0063.1.p
OG0000123	Carub.0004s2779.1.p	Bostr.25993s0257.1.p
OG0000123	Carub.0007s2497.1.p	Bostr.30275s0106.1.p
OG0000123	Carub.0003s2690.1.p	Bostr.24399s0062.1.p
OG0000123	Carub.0002s0298.1.p	Bostr.22157s0148.1.p
OG0000123	Carub.0006s3246.1.p	Bostr.2983s0003.1.p
OG0000123	Carub.0007s1936.1.p	Bostr.10089s0019.1.p
OG0000124	Carub.0007s3017.1.p	Bostr.25570s0002.1.p
OG0000125	Carub.0004s0420.1.p, Carub.0004s0422.1.p	Bostr.8705s0002.1.p
OG0000125	Carub.0004s0432.1.p	Bostr.5022s0120.1.p
OG0000125	Carub.0004s0433.1.p	Bostr.8705s0007.1.p
OG0000125	Carub.0004s0423.1.p, Carub.0004s0427.1.p, Carub.0004s0430.1.p, Carub.0004s0352.1.p, Carub.0004s0353.1.p, Carub.0004s0356.1.p, Carub.0004s0354.1.p, Carub.0004s0357.1.p, Carub.0004s0426.1.p	Bostr.8705s0003.1.p
OG0000126	Carub.0007s3394.1.p, Carub.0007s3395.1.p	Bostr.10040s0223.1.p, Bostr.22157s0041.1.p, Bostr.1774s0039.1.p, Bostr.29223s0148.1.p, Bostr.29223s0035.1.p, Bostr.29223s0154.1.p, Bostr.7200s0103.1.p, Bostr.7200s0101.1.p, Bostr.7200s0098.1.p, Bostr.7200s0181.1.p
OG0000128	Carub.0007s1067.1.p	Bostr.7867s0844.1.p
OG0000128	Carub.0003s1002.1.p	Bostr.5022s0089.1.p
OG0000128	Carub.0006s1027.1.p, Carub.0006s1026.1.p, Carub.0006s1025.1.p	Bostr.20055s0056.1.p
OG0000129	Carub.0001s3085.1.p, Carub.0001s3084.1.p	Bostr.3359s0116.1.p
OG0000129	Carub.0003s2873.1.p, Carub.0003s2860.1.p, Carub.0003s2861.1.p, Carub.0003s2859.1.p, Carub.0003s2868.1.p, Carub.0003s2862.1.p, Carub.0003s2875.1.p, Carub.0003s2850.1.p, Carub.0003s1631.1.p, Carub.0003s2661.1.p, Carub.0003s2658.1.p	Bostr.19424s0018.1.p
OG0000130	Carub.0001s3392.1.p	Bostr.27895s0044.1.p
OG0000132	Carub.0003s3248.1.p	Bostr.18351s0300.1.p
OG0000132	Carub.0007s0376.1.p	Bostr.7867s1513.1.p
OG0000132	Carub.0001s1908.1.p	Bostr.7128s0554.1.p
OG0000132	Carub.0002s2207.1.p	Bostr.3288s0173.1.p
OG0000132	Carub.0007s0117.1.p	Bostr.25542s0114.1.p
OG0000132	Carub.0004s0070.1.p	Bostr.5022s0065.1.p
OG0000133	Carub.0002s1763.1.p	Bostr.10273s0266.1.p
OG0000133	Carub.0006s2553.1.p	Bostr.29827s0029.1.p
OG0000133	Carub.0002s1760.1.p	Bostr.10273s0269.1.p
OG0000133	Carub.0002s1761.1.p, Carub.0002s1762.1.p	Bostr.10273s0267.1.p
OG0000133	Carub.0002s1766.1.p	Bostr.10273s0262.1.p
OG0000134	Carub.0008s0164.1.p	Bostr.7867s1043.1.p
OG0000134	Carub.0008s0142.1.p	Bostr.28243s0010.1.p, Bostr.8169s0022.1.p
OG0000134	Carub.0008s0627.1.p	Bostr.3148s0223.1.p
OG0000135	Carub.0003s2278.1.p	Bostr.19424s0452.1.p
OG0000135	Carub.0003s2224.1.p	Bostr.19424s0453.1.p
OG0000137	Carub.0001s2767.1.p	Bostr.15697s0241.1.p
OG0000137	Carub.0001s2766.1.p, Carub.0001s2768.1.p	Bostr.15697s0240.1.p
OG0000138	Carub.0002s2530.1.p	Bostr.20129s0275.1.p
OG0000138	Carub.0004s1459.1.p	Bostr.23794s0789.1.p
OG0000140	Carub.0007s3161.1.p, Carub.0004s0698.1.p	Bostr.7128s0449.1.p, Bostr.13158s0349.1.p, Bostr.7305s0006.1.p, Bostr.3279s0005.1.p, Bostr.29223s0001.1.p, Bostr.12302s0045.1.p, Bostr.3053s0009.1.p, Bostr.13404s0012.1.p, Bostr.2021s0037.1.p, Bostr.10273s0375.1.p, Bostr.22685s0007.1.p, Bostr.25463s0051.1.p, Bostr.7128s0584.1.p, Bostr.15774s0164.1.p
OG0000143	Carub.0003s1843.1.p	Bostr.19424s0797.1.p, Bostr.25375s0045.1.p, Bostr.25375s0043.1.p
OG0000143	Carub.0008s2621.1.p	Bostr.0568s0255.1.p
OG0000143	Carub.0007s3594.1.p, Carub.0007s3559.1.p, Carub.0003s3325.1.p, Carub.0007s3561.1.p, Carub.0007s3592.1.p	Bostr.10058s0014.1.p, Bostr.3751s0025.1.p, Bostr.3751s0030.1.p, Bostr.3751s0031.1.p, Bostr.3751s0039.1.p, Bostr.3751s0043.1.p
OG0000144	Carub.0004s2818.1.p, Carub.0004s2817.1.p	Bostr.24399s0054.1.p, Bostr.25993s0221.1.p, Bostr.25993s0220.1.p
OG0000144	Carub.0004s2821.1.p	Bostr.25993s0217.1.p
OG0000144	Carub.0004s2819.1.p	Bostr.25993s0219.1.p
OG0000144	Carub.0004s2820.1.p, Carub.0001s3189.1.p	Bostr.25993s0218.1.p
OG0000144	Carub.0004s2822.1.p	Bostr.25993s0216.1.p
OG0000146	Carub.0007s0518.1.p	Bostr.7867s1371.1.p
