Orthogroup	Capsella_rubella	Arabidopsis_halleri
OG0000113	Carub.0005s2596.1.p, Carub.0005s2575.1.p	g16477, g22901, g31934, g32120
OG0000113	Carub.0005s2075.1.p	g11434
OG0000113	Carub.0005s2916.1.p	g05378, g05344
OG0000114	Carub.0007s2614.1.p	g20252, g20253
OG0000114	Carub.0007s2603.1.p, Carub.0007s2605.1.p, Carub.0007s2607.1.p, Carub.0007s2608.1.p	g20250
OG0000114	Carub.0007s2611.1.p	g20251
OG0000115	Carub.0006s1597.1.p	g13332
OG0000115	Carub.0006s1598.1.p	g13331
OG0000115	Carub.0006s1599.1.p	g13330
OG0000115	Carub.0007s3256.1.p, Carub.0003s3235.1.p	g24947
OG0000115	Carub.0003s3234.1.p	g24948, g24949
OG0000115	Carub.0005s1733.1.p	g14934
OG0000115	Carub.0005s1732.1.p	g14935
OG0000116	Carub.0007s3199.1.p	g30520
OG0000117	Carub.0004s2597.1.p	g29441, g18018
OG0000117	Carub.0004s2598.1.p	g18019
OG0000118	Carub.0007s3605.1.p	g14837, g31170
OG0000119	Carub.0004s2574.1.p	g17990, g17991
OG0000119	Carub.0004s1931.1.p	g03664
OG0000119	Carub.0004s1440.1.p	g18004
OG0000119	Carub.0005s2945.1.p	g05311
OG0000120	Carub.0001s0085.1.p	g01785
OG0000120	Carub.0008s1340.1.p	g23020
OG0000120	Carub.0004s1160.1.p	g24213
OG0000120	Carub.0004s1159.1.p	g24214
OG0000120	Carub.0005s2840.1.p	g05436, g05474
OG0000120	Carub.0004s2911.1.p	g09688
OG0000121	Carub.0002s2274.1.p	g25399
OG0000121	Carub.0002s0817.1.p	g28465
OG0000123	Carub.0005s2737.1.p	g05556
OG0000123	Carub.0004s2779.1.p	g09830
OG0000123	Carub.0007s2497.1.p	g23081
OG0000123	Carub.0003s2690.1.p	g29627
OG0000123	Carub.0002s0298.1.p	g17785
OG0000123	Carub.0007s1936.1.p	g21809
OG0000124	Carub.0007s3017.1.p	g13441
OG0000125	Carub.0004s0422.1.p	g28289
OG0000125	Carub.0004s0433.1.p	g08914
OG0000125	Carub.0004s0423.1.p, Carub.0004s0427.1.p	g08911, g30742, g08908, g28283
OG0000125	Carub.0004s0352.1.p, Carub.0004s0353.1.p, Carub.0004s0356.1.p	g08803
OG0000125	Carub.0004s0354.1.p	g08804
OG0000125	Carub.0004s0357.1.p	g08802, g08799, g08800
OG0000125	Carub.0004s0426.1.p	g08902, g08906
OG0000125	Carub.0004s0424.1.p	g08896, g08901, g28287
OG0000126	Carub.0007s3394.1.p, Carub.0007s3395.1.p	g28456
OG0000128	Carub.0006s1027.1.p, Carub.0006s1026.1.p, Carub.0006s1025.1.p	g10655, g10645, g10644
OG0000129	Carub.0001s3085.1.p, Carub.0001s3084.1.p	g16007, g16009
OG0000129	Carub.0001s3616.1.p	g19000
OG0000129	Carub.0003s2873.1.p, Carub.0003s2860.1.p, Carub.0003s2861.1.p, Carub.0003s2859.1.p, Carub.0003s2868.1.p, Carub.0003s2862.1.p, Carub.0003s2875.1.p, Carub.0003s2850.1.p	g19649
OG0000129	Carub.0003s1631.1.p	g06548
OG0000129	Carub.0003s2661.1.p, Carub.0003s2658.1.p	g16398, g16397
OG0000129	Carub.0003s1632.1.p	g06544
OG0000130	Carub.0001s3392.1.p	g07141
OG0000132	Carub.0003s3248.1.p	g21971
OG0000132	Carub.0007s0376.1.p	g03067
OG0000132	Carub.0001s1908.1.p	g13895
OG0000132	Carub.0002s2207.1.p	g01063
OG0000132	Carub.0004s0070.1.p	g23975
OG0000133	Carub.0002s1763.1.p	g03830
OG0000133	Carub.0002s1767.1.p	g03832
OG0000133	Carub.0006s2553.1.p	g25706
OG0000133	Carub.0002s1760.1.p	g03826
OG0000133	Carub.0002s1761.1.p, Carub.0002s1762.1.p	g03828
OG0000134	Carub.0008s0142.1.p	g07703
OG0000134	Carub.0008s0143.1.p	g27849
OG0000135	Carub.0003s2225.1.p	g11323
OG0000135	Carub.0002s1632.1.p	g25182
OG0000135	Carub.0006s2811.1.p	g18571
OG0000137	Carub.0001s2767.1.p	g13100
OG0000137	Carub.0001s2771.1.p, Carub.0001s2765.1.p	g13099
OG0000137	Carub.0001s2773.1.p	g13102
OG0000137	Carub.0001s2766.1.p, Carub.0001s2768.1.p	g13107
OG0000137	Carub.0001s2774.1.p	g13110, g13108, g13101
OG0000138	Carub.0002s2530.1.p	g01402
OG0000138	Carub.0004s1459.1.p	g03208
OG0000138	Carub.0004s2255.1.p, Carub.0002s0725.1.p, Carub.0001s4371.1.p	g26114, g12614, g12618
OG0000140	Carub.0007s3161.1.p, Carub.0004s0698.1.p	g30370
OG0000143	Carub.0003s1843.1.p	g21615
OG0000143	Carub.0008s2621.1.p	g07431
OG0000143	Carub.0007s3594.1.p, Carub.0007s3559.1.p, Carub.0003s3325.1.p, Carub.0007s3561.1.p, Carub.0007s3592.1.p	g26761, g29024, g26751
OG0000144	Carub.0004s2819.1.p	g09786
OG0000144	Carub.0004s2820.1.p, Carub.0001s3189.1.p	g17709
OG0000144	Carub.0004s2822.1.p	g09784
OG0000146	Carub.0007s0510.1.p, Carub.0007s0519.1.p	g00403
OG0000146	Carub.0003s3099.1.p	g30039
OG0000146	Carub.0003s3101.1.p	g30036
OG0000146	Carub.0003s3102.1.p	g30035
OG0000149	Carub.0001s4475.1.p	g24610
OG0000149	Carub.0001s4474.1.p	g24609
OG0000149	Carub.0001s4473.1.p	g24608, g24606
OG0000153	Carub.0008s1994.1.p	g11033
OG0000153	Carub.0008s2083.1.p, Carub.0008s2091.1.p	g10925, g10938
OG0000154	Carub.0006s2239.1.p	g27602
OG0000154	Carub.0006s2238.1.p, Carub.0006s2240.1.p	g27600, g27599
OG0000154	Carub.0005s2687.1.p, Carub.0004s0629.1.p	g05617
OG0000154	Carub.0004s2704.1.p	g18127
OG0000155	Carub.0004s1227.1.p	g25757, g06941
OG0000155	Carub.0004s1228.1.p	g25758
OG0000156	Carub.0008s1776.1.p	g32541, g32461
OG0000156	Carub.0005s0415.1.p, Carub.0005s0425.1.p	g20725
OG0000156	Carub.0005s0423.1.p	g20723
OG0000156	Carub.0005s0357.1.p, Carub.0005s0420.1.p	g20721, g20722
OG0000156	Carub.0005s0419.1.p, Carub.0005s0418.1.p	g20719
OG0000157	Carub.0007s1452.1.p, Carub.0005s0547.1.p, Carub.0001s4255.1.p, Carub.0004s0932.1.p, Carub.0008s1441.1.p	g08779
OG0000157	Carub.0001s4272.1.p, Carub.0005s0878.1.p, Carub.0003s1889.1.p	g23101
OG0000157	Carub.0004s0983.1.p	g17534, g28393, g22064, g20657, g20700
OG0000158	Carub.0001s3781.1.p	g16281
OG0000158	Carub.0008s1151.1.p	g17052, g13360
OG0000159	Carub.0001s1313.1.p	g04722
OG0000159	Carub.0005s1086.1.p	g10188, g11873
OG0000160	Carub.0002s1672.1.p	g11460, g03743, g03742, g03745
OG0000161	Carub.0002s0955.1.p, Carub.0008s0662.1.p	g22112
OG0000161	Carub.0001s3394.1.p	g29306, g18486
OG0000162	Carub.0005s0230.1.p, Carub.0005s0229.1.p	g23609
OG0000162	Carub.0005s0223.1.p, Carub.0005s0226.1.p, Carub.0005s0224.1.p	g23614
OG0000162	Carub.0002s0670.1.p	g27039
OG0000163	Carub.0003s2677.1.p, Carub.0003s2679.1.p	g29640
OG0000163	Carub.0003s2686.1.p, Carub.0003s2685.1.p	g31176, g17038
OG0000164	Carub.0007s1952.1.p	g21786
OG0000164	Carub.0007s1957.1.p, Carub.0007s1956.1.p, Carub.0007s1955.1.p	g21782
OG0000164	Carub.0222s0003.1.p, Carub.0007s1953.1.p, Carub.0222s0001.1.p, Carub.0007s1954.1.p, Carub.0222s0002.1.p	g21784
OG0000164	Carub.0006s3272.1.p	g21467
OG0000164	Carub.0006s3273.1.p	g21466
OG0000166	Carub.0003s0498.1.p	g06342
OG0000166	Carub.0003s2902.1.p, Carub.0003s2899.1.p	g14214
OG0000166	Carub.0003s2900.1.p	g14210
OG0000166	Carub.0003s1037.1.p	g05942
OG0000167	Carub.0003s1192.1.p	g05774
OG0000167	Carub.0001s1584.1.p	g09988
OG0000167	Carub.0003s0854.1.p	g06111
OG0000167	Carub.0006s0129.1.p	g19452
OG0000167	Carub.0006s0130.1.p	g19451
OG0000170	Carub.0008s2398.1.p	g12329
OG0000170	Carub.0008s1380.1.p	g29982, g29983
OG0000171	Carub.0106s0002.1.p, Carub.0006s3356.1.p	g08992
OG0000171	Carub.0006s3359.1.p	g08995
OG0000171	Carub.0006s3357.1.p	g08993
OG0000171	Carub.0006s3302.1.p	g21434
OG0000171	Carub.0007s2782.1.p, Carub.0007s2784.1.p	g23180, g23182, g23183
OG0000171	Carub.0007s2783.1.p	g23181
OG0000171	Carub.0008s1779.1.p	g01993
OG0000173	Carub.0002s0441.1.p	g19923
OG0000173	Carub.0004s0822.1.p, Carub.0002s1331.1.p, Carub.0002s1330.1.p	g23313
OG0000174	Carub.0002s1305.1.p	g23287
OG0000174	Carub.0005s2416.1.p	g16663
OG0000178	Carub.0001s0529.1.p	g02240
OG0000178	Carub.0003s2555.1.p	g30119, g28259, g28237
OG0000178	Carub.0007s1353.1.p	g04530
OG0000179	Carub.0001s3641.1.p	g19031, g19032
OG0000179	Carub.0007s3700.1.p	g25018, g32005
OG0000179	Carub.0008s1196.1.p, Carub.0008s1194.1.p, Carub.0008s1198.1.p	g08335
OG0000179	Carub.0007s0139.1.p	g02825
OG0000179	Carub.0007s0839.1.p	g00755
OG0000180	Carub.0007s0557.1.p	g02764, g00456, g26536
OG0000181	Carub.0007s2445.1.p	g07483, g31577
OG0000181	Carub.0004s1123.1.p, Carub.0013s0014.1.p	g14613, g16766, g27414, g14305, g27374, g24640, g12141, g26400, g28909, g29759, g29750, g25130, g26942, g25101, g18554, g13186, g07048, g18726, g29293, g06851, g11489, g01096, g29347, g01366, g00111, g14281, g12820
OG0000182	Carub.0007s2566.1.p	g20202
OG0000182	Carub.0008s0344.1.p	g23667
OG0000182	Carub.0005s0109.1.p	g14602
OG0000182	Carub.0001s1435.1.p	g10137
OG0000183	Carub.0005s1390.1.p	g12857
OG0000183	Carub.0172s0002.1.p	g31954
OG0000183	Carub.0008s2243.1.p	g30996
OG0000183	Carub.0005s1389.1.p	g12856
OG0000183	Carub.0005s1388.1.p	g12854
OG0000184	Carub.0001s1241.1.p	g04805
OG0000184	Carub.0001s1246.1.p, Carub.0001s1189.1.p, Carub.0001s1249.1.p, Carub.0001s1230.1.p	g04818, g04815, g04847, g04806, g31814, g04816
OG0000185	Carub.0007s3252.1.p	g28436
OG0000185	Carub.0007s3280.1.p	g20600
OG0000185	Carub.0007s3260.1.p	g20579
OG0000185	Carub.0007s3259.1.p	g28451
OG0000185	Carub.0007s3702.1.p	g28438, g28439
OG0000185	Carub.0007s3254.1.p	g23073, g28437, g28445
OG0000186	Carub.0001s2994.1.p	g32166
OG0000186	Carub.0001s2706.1.p	g13020
OG0000186	Carub.0004s0798.1.p	g26228
OG0000186	Carub.0001s2704.1.p, Carub.0001s2705.1.p	g13018
OG0000188	Carub.0007s3044.1.p, Carub.0007s3045.1.p, Carub.0012s0003.1.p, Carub.0007s3043.1.p, Carub.0007s3042.1.p	g25534, g20605, g31445, g26431, g31582, g17003, g19645, g26509
OG0000188	Carub.0007s3014.1.p	g22061, g29191
OG0000188	Carub.0005s0823.1.p	g29190, g21290
OG0000189	Carub.0005s2592.1.p	g22881
OG0000189	Carub.0005s2597.1.p	g22877
OG0000189	Carub.0005s2598.1.p	g22875
OG0000189	Carub.0005s2591.1.p	g22882
OG0000189	Carub.0007s2832.1.p	g21387
OG0000189	Carub.0002s0624.1.p	g24701
OG0000189	Carub.0005s2593.1.p	g22880
OG0000190	Carub.0001s1237.1.p	g04810
OG0000190	Carub.0001s1236.1.p	g04811
OG0000190	Carub.0004s0495.1.p, Carub.0001s1238.1.p, Carub.0001s1239.1.p	g04808
OG0000191	Carub.0008s1708.1.p	g24076
OG0000191	Carub.0003s3405.1.p	g20920
OG0000191	Carub.0003s3404.1.p	g20921
OG0000191	Carub.0007s1121.1.p	g04303
OG0000192	Carub.0007s2328.1.p	g22622
OG0000192	Carub.0001s0158.1.p	g01861, g01862
OG0000192	Carub.0004s2973.1.p	g09624
OG0000193	Carub.0001s3760.1.p	g17422
OG0000193	Carub.0003s1753.1.p	g16121
OG0000193	Carub.0002s1219.1.p	g22086
OG0000193	Carub.0007s3276.1.p	g20595
OG0000193	Carub.0006s1478.1.p	g00114
OG0000194	Carub.0004s0485.1.p, Carub.0004s0484.1.p, Carub.0004s0486.1.p	g27521
OG0000194	Carub.0003s2674.1.p	g16374
OG0000194	Carub.0008s0809.1.p	g15934, g15933
OG0000194	Carub.0004s2270.1.p	g12633
OG0000194	Carub.0005s0831.1.p	g31438, g31439
OG0000195	Carub.0007s3022.1.p	g20446, g03308, g13382
OG0000196	Carub.0006s2552.1.p	g27354
OG0000197	Carub.0007s0514.1.p	g00411
OG0000197	Carub.0008s2422.1.p	g12358
OG0000197	Carub.0008s1317.1.p, Carub.0008s0802.1.p, Carub.0008s1315.1.p	g08205, g08203
OG0000197	Carub.0004s0795.1.p	g26237
OG0000198	Carub.0005s0944.1.p, Carub.0005s0940.1.p, Carub.0005s0953.1.p	g29154, g29153
OG0000198	Carub.0004s0598.1.p	g27380
OG0000198	Carub.0004s0597.1.p	g27379, g27375
OG0000198	Carub.0005s1136.1.p	g30682
OG0000198	Carub.0005s1131.1.p, Carub.0005s1135.1.p	g30828
OG0000199	Carub.0008s2063.1.p	g10974
OG0000199	Carub.0005s1191.1.p	g27038, g29048
OG0000199	Carub.0006s0232.1.p	g15847
OG0000199	Carub.0003s0922.1.p, Carub.0003s0900.1.p	g06069
OG0000199	Carub.0005s2019.1.p	g11368
OG0000201	Carub.0007s0893.1.p	g00819
OG0000201	Carub.0007s0885.1.p	g00811
OG0000201	Carub.0004s0431.1.p	g21881, g31285
OG0000202	Carub.0001s3717.1.p	g17471
OG0000202	Carub.0002s1701.1.p	g03769
OG0000203	Carub.0006s0221.1.p	g15863
OG0000203	Carub.0002s1559.1.p	g32084
OG0000204	Carub.0007s0165.1.p	g02859
OG0000204	Carub.0007s0164.1.p, Carub.0004s0447.1.p	g02858
OG0000204	Carub.0002s0602.1.p	g31540, g32186
OG0000204	Carub.0006s2565.1.p	g27863, g31117, g27862, g32043, g27864, g25717
OG0000205	Carub.0001s1377.1.p	g04653
OG0000205	Carub.0003s2926.1.p	g14244
OG0000205	Carub.0003s2925.1.p	g14243
OG0000205	Carub.0001s1376.1.p	g04654
OG0000205	Carub.0001s1379.1.p	g04652
OG0000206	Carub.0004s0689.1.p	g29773, g28421, g08170
OG0000207	Carub.0026s0003.1.p, Carub.0007s3152.1.p	g07107
OG0000210	Carub.0007s2932.1.p	g19984
OG0000210	Carub.0006s2746.1.p, Carub.0006s2745.1.p, Carub.0008s0405.1.p	g28593
OG0000210	Carub.0007s2092.1.p	g05173
OG0000210	Carub.0004s1194.1.p, Carub.0004s1196.1.p, Carub.0004s1197.1.p	g30723
OG0000210	Carub.0004s1198.1.p	g25722
OG0000211	Carub.0007s3018.1.p, Carub.0001s2070.1.p	g13445, g13440
OG0000211	Carub.0001s2066.1.p	g13444
OG0000211	Carub.0001s2067.1.p	g13442
OG0000212	Carub.0001s1624.1.p, Carub.0002s1565.1.p	g09135
OG0000212	Carub.0007s3131.1.p, Carub.0002s0549.1.p	g23770, g20698, g01274, g32344, g31735, g17789
OG0000213	Carub.0003s2294.1.p	g22718
OG0000213	Carub.0007s3401.1.p	g32416
OG0000213	Carub.0006s2772.1.p	g18396
OG0000214	Carub.0006s3230.1.p	g21416
OG0000214	Carub.0006s3239.1.p, Carub.0006s3238.1.p, Carub.0006s3235.1.p, Carub.0006s3237.1.p	g21419
OG0000214	Carub.0006s3233.1.p, Carub.0006s3231.1.p, Carub.0006s3232.1.p	g21417
OG0000214	Carub.0006s2699.1.p	g24415
OG0000216	Carub.0003s1374.1.p	g06837
OG0000216	Carub.0007s2293.1.p	g22584
OG0000216	Carub.0003s1414.1.p	g06801
OG0000216	Carub.0003s1413.1.p	g06802
OG0000216	Carub.0002s2528.1.p	g01400
OG0000217	Carub.0002s1824.1.p	g03892
OG0000217	Carub.0002s1825.1.p	g03893
OG0000217	Carub.0005s0674.1.p	g24658
OG0000217	Carub.0004s0336.1.p	g08780
OG0000217	Carub.0004s0337.1.p	g08781
OG0000218	Carub.0003s2769.1.p, Carub.0006s0806.1.p	g19122
OG0000218	Carub.0006s0807.1.p	g19123
OG0000218	Carub.0008s0501.1.p	g17576
OG0000218	Carub.0008s2379.1.p	g12311
OG0000218	Carub.0006s0808.1.p, Carub.0001s0346.1.p	g02057
OG0000219	Carub.0002s0802.1.p	g14715
OG0000220	Carub.0007s2093.1.p	g05172
OG0000220	Carub.0001s3795.1.p	g24285
OG0000220	Carub.0001s3796.1.p	g24286
OG0000222	Carub.0007s2650.1.p	g20285
OG0000222	Carub.0002s0267.1.p	g17817
OG0000222	Carub.0006s3217.1.p	g21403
OG0000222	Carub.0007s1920.1.p	g14478, g14479
OG0000223	Carub.0003s2048.1.p	g11135
OG0000223	Carub.0008s1582.1.p	g09278
OG0000223	Carub.0002s1327.1.p, Carub.0120s0002.1.p, Carub.0002s1325.1.p	g23307, g23306
OG0000223	Carub.0007s1416.1.p	g04595
OG0000224	Carub.0007s0183.1.p, Carub.0002s2327.1.p	g02881
OG0000224	Carub.0003s2500.1.p	g20076
OG0000224	Carub.0008s0622.1.p	g02993, g02992
OG0000224	Carub.0007s0234.1.p	g32521
OG0000225	Carub.0007s3379.1.p	g28440, g28441, g22429, g22474
OG0000225	Carub.0007s2554.1.p	g20602, g29026
OG0000225	Carub.0007s3494.1.p	g26896
OG0000225	Carub.0007s3490.1.p, Carub.0007s3512.1.p	g31264, g26895
OG0000225	Carub.0005s1501.1.p	g16735
OG0000226	Carub.0007s3135.1.p	g27396
OG0000226	Carub.0006s1321.1.p, Carub.0006s1320.1.p, Carub.0006s1319.1.p	g00271, g00272
OG0000227	Carub.0006s0552.1.p	g21362, g25081, g15596, g26951
OG0000227	Carub.0007s3106.1.p, Carub.0007s3105.1.p	g24818
OG0000227	Carub.0001s2324.1.p	g13632
OG0000228	Carub.0007s1779.1.p	g14313
OG0000228	Carub.0006s3683.1.p	g19810
OG0000228	Carub.0001s0060.1.p	g01756
OG0000228	Carub.0005s2812.1.p	g05468
OG0000228	Carub.0004s2866.1.p	g09740
OG0000229	Carub.0006s3338.1.p, Carub.0006s3341.1.p	g08967
OG0000229	Carub.0007s2914.1.p	g19972, g19973, g08953, g08962
OG0000229	Carub.0006s3337.1.p	g08958, g08951
OG0000230	Carub.0001s2798.1.p	g26347
OG0000230	Carub.0001s2792.1.p, Carub.0001s2794.1.p	g26350, g26352
OG0000232	Carub.0001s3076.1.p	g16015
OG0000232	Carub.0001s3443.1.p	g02482, g23432
OG0000232	Carub.0008s1683.1.p, Carub.0008s1682.1.p	g23431
OG0000232	Carub.0008s1667.1.p, Carub.0008s1666.1.p, Carub.0008s1665.1.p	g09811
OG0000233	Carub.0002s2446.1.p	g01315
OG0000233	Carub.0007s2155.1.p, Carub.0007s2154.1.p	g15465
OG0000233	Carub.0003s3486.1.p	g30168, g21977
OG0000234	Carub.0002s2523.1.p	g01396
OG0000234	Carub.0002s2527.1.p	g01399
OG0000234	Carub.0001s1693.1.p	g09872
OG0000234	Carub.0001s1692.1.p	g09873
OG0000234	Carub.0002s2525.1.p	g01397
OG0000235	Carub.0003s1432.1.p	g06785
OG0000235	Carub.0003s1434.1.p	g06781, g06782
OG0000235	Carub.0003s1435.1.p	g06779
OG0000236	Carub.0001s3699.1.p, Carub.0001s3657.1.p, Carub.0001s3648.1.p, Carub.0001s3650.1.p, Carub.0001s3654.1.p	g17496
OG0000237	Carub.0003s3241.1.p	g24941
OG0000237	Carub.0004s0252.1.p	g21020
OG0000237	Carub.0003s3007.1.p	g26927
OG0000237	Carub.0001s4236.1.p	g23968
OG0000237	Carub.0007s0113.1.p	g02801
OG0000238	Carub.0006s0860.1.p	g19190
OG0000238	Carub.0008s2590.1.p, Carub.0008s2589.1.p	g07462
OG0000238	Carub.0002s2396.1.p	g01263
OG0000238	Carub.0008s2592.1.p	g07460
OG0000239	Carub.0003s0625.1.p	g11031
OG0000239	Carub.0008s0155.1.p	g05306, g05301
OG0000240	Carub.0004s0143.1.p	g21673
OG0000240	Carub.0006s0872.1.p	g10490
OG0000240	Carub.0008s2582.1.p, Carub.0008s2583.1.p	g07468
OG0000240	Carub.0004s2716.1.p	g18143
OG0000241	Carub.0006s0203.1.p	g24863
OG0000241	Carub.0001s4355.1.p	g16310
OG0000241	Carub.0006s3323.1.p	g09051
OG0000241	Carub.0006s1895.1.p	g12055
OG0000242	Carub.0007s2064.1.p, Carub.0007s2065.1.p	g05205, g05206
OG0000242	Carub.0001s2462.1.p	g08102
OG0000242	Carub.0001s2460.1.p	g08101
OG0000242	Carub.0001s2463.1.p	g08104
OG0000242	Carub.0001s2459.1.p	g08100
OG0000243	Carub.0004s1066.1.p, Carub.0001s3418.1.p, Carub.0004s1096.1.p	g06916, g06942, g06944
OG0000243	Carub.0001s3420.1.p, Carub.0004s1070.1.p	g06943, g06915, g06945
OG0000243	Carub.0004s1068.1.p, Carub.0004s1090.1.p	g06917
OG0000243	Carub.0004s1087.1.p, Carub.0004s1089.1.p, Carub.0004s1069.1.p	g06919
OG0000245	Carub.0007s2005.1.p	g21726
OG0000245	Carub.0003s1133.1.p	g05838
OG0000245	Carub.0007s2006.1.p	g11521
OG0000246	Carub.0006s2838.1.p	g18592
OG0000246	Carub.0006s3248.1.p	g08916, g02481, g27664
OG0000246	Carub.0003s2456.1.p	g20009
OG0000246	Carub.0003s2455.1.p	g20008, g20011
OG0000247	Carub.0007s3555.1.p, Carub.0007s3558.1.p	g29022
OG0000248	Carub.0004s1872.1.p	g03594
OG0000248	Carub.0003s1712.1.p	g16169
OG0000248	Carub.0006s3539.1.p	g09183
OG0000248	Carub.0001s0156.1.p	g01859
OG0000249	Carub.0027s0001.1.p, Carub.0002s0847.1.p, Carub.0006s2603.1.p, Carub.0016s0011.1.p, Carub.0006s2616.1.p	g20724, g17551, g08871, g24432, g21530, g23572, g31896, g17552
OG0000250	Carub.0006s1454.1.p	g00142
OG0000250	Carub.0006s1092.1.p	g10715
OG0000251	Carub.0005s0856.1.p, Carub.0005s0855.1.p	g30622
OG0000251	Carub.0007s2660.1.p, Carub.0007s2663.1.p	g30270
OG0000251	Carub.0007s2665.1.p	g30269
OG0000252	Carub.0001s2192.1.p	g13773
OG0000252	Carub.0001s2188.1.p	g13776, g13777
OG0000252	Carub.0001s2191.1.p, Carub.0001s2190.1.p	g13774
OG0000252	Carub.0001s2189.1.p	g13775
OG0000252	Carub.0001s2193.1.p	g27551, g13772
OG0000253	Carub.0008s0693.1.p	g14042
OG0000256	Carub.0008s1413.1.p	g09471
OG0000256	Carub.0008s1396.1.p, Carub.0008s1389.1.p	g29977
OG0000256	Carub.0008s1392.1.p	g09495
OG0000256	Carub.0008s1395.1.p, Carub.0008s1394.1.p	g09496
OG0000256	Carub.0008s1391.1.p	g21912
OG0000256	Carub.0008s1386.1.p, Carub.0008s1259.1.p, Carub.0008s1390.1.p	g09497, g09500, g31651
OG0000258	Carub.0005s0642.1.p	g18957
OG0000258	Carub.0001s2483.1.p	g08125
OG0000258	Carub.0002s1525.1.p	g14719
OG0000258	Carub.0001s1294.1.p	g04748
OG0000258	Carub.0005s0340.1.p	g19601
OG0000261	Carub.0003s2581.1.p	g23381, g23382, g23380, g23378, g23379
OG0000261	Carub.0003s2516.1.p	g11206, g30679
OG0000261	Carub.0003s2103.1.p	g11207
OG0000262	Carub.0002s0528.1.p	g22075, g24672, g22073, g22071
OG0000262	Carub.0002s1230.1.p, Carub.0002s1227.1.p, Carub.0002s1228.1.p, Carub.0002s1233.1.p, Carub.0002s1229.1.p, Carub.0002s1232.1.p	g22072
OG0000262	Carub.0002s2559.1.p	g01433
OG0000263	Carub.0003s2641.1.p	g06627, g08489, g05854, g07774
OG0000263	Carub.0007s3719.1.p	g25037
OG0000263	Carub.0007s3717.1.p	g25035, g25036
OG0000264	Carub.0002s1085.1.p	g27817
OG0000264	Carub.0002s1079.1.p, Carub.0002s1087.1.p, Carub.0002s1078.1.p, Carub.0002s1086.1.p, Carub.0002s1089.1.p, Carub.0002s1082.1.p, Carub.0002s1088.1.p, Carub.0002s1090.1.p, Carub.0002s1091.1.p, Carub.0002s1081.1.p, Carub.0002s1083.1.p, Carub.0002s1092.1.p	g31607, g31129, g27825, g27822, g27816, g31125
OG0000264	Carub.0003s2022.1.p	g11100
OG0000265	Carub.0002s0783.1.p	g24788
OG0000265	Carub.0005s2921.1.p	g05338
OG0000265	Carub.0006s3514.1.p	g09151
OG0000265	Carub.0001s0166.1.p	g01869
OG0000266	Carub.0006s0725.1.p	g23802, g30317
OG0000266	Carub.0006s2114.1.p	g27743
OG0000266	Carub.0006s2115.1.p	g27745
OG0000267	Carub.0008s0839.1.p	g15968
OG0000267	Carub.0003s0523.1.p	g06369
OG0000268	Carub.0004s2696.1.p	g18116
OG0000268	Carub.0004s2697.1.p	g18117
OG0000268	Carub.0003s3187.1.p	g22156
OG0000268	Carub.0004s2695.1.p	g18113
OG0000268	Carub.0007s3491.1.p	g26903
OG0000269	Carub.0001s2217.1.p	g13744
OG0000269	Carub.0002s1878.1.p	g03954
OG0000269	Carub.0007s0544.1.p	g00441
OG0000269	Carub.0001s3318.1.p	g26451
OG0000269	Carub.0006s2792.1.p	g18552
OG0000270	Carub.0002s0460.1.p	g25453
OG0000270	Carub.0002s0462.1.p	g25448
OG0000270	Carub.0002s0464.1.p	g25450, g25445
OG0000270	Carub.0002s0465.1.p	g25449, g25444
OG0000271	Carub.0008s0090.1.p	g07763
OG0000271	Carub.0008s0091.1.p	g07762
OG0000271	Carub.0008s0089.1.p	g07764
OG0000272	Carub.0001s2223.1.p	g13738
OG0000272	Carub.0006s0505.1.p, Carub.0007s2922.1.p	g30943, g15539
OG0000272	Carub.0002s1867.1.p	g03941
OG0000272	Carub.0002s1866.1.p	g03940
OG0000275	Carub.0003s2186.1.p	g11289
OG0000275	Carub.0003s2187.1.p	g11292
OG0000275	Carub.0008s0470.1.p, Carub.0003s2185.1.p, Carub.0005s0435.1.p, Carub.0003s2893.1.p	g11288
OG0000275	Carub.0007s2671.1.p	g20188
OG0000275	Carub.0007s2668.1.p	g20185
OG0000276	Carub.0005s0777.1.p, Carub.0005s1070.1.p, Carub.0227s0001.1.p	g26053
OG0000278	Carub.0004s2120.1.p	g08245, g24162
OG0000278	Carub.0007s2103.1.p, Carub.0002s0722.1.p	g05160
OG0000278	Carub.0030s0003.1.p, Carub.0008s1551.1.p	g25819
OG0000278	Carub.0004s2249.1.p	g32517, g32518, g12611
OG0000279	Carub.0006s3225.1.p	g21407
OG0000279	Carub.0002s0711.1.p	g26264
OG0000279	Carub.0001s1158.1.p	g04892
OG0000279	Carub.0002s0271.1.p	g17811
OG0000280	Carub.0004s1860.1.p	g03583
OG0000280	Carub.0004s1864.1.p, Carub.0004s1863.1.p	g03585
OG0000280	Carub.0004s1862.1.p	g03584
OG0000281	Carub.0002s2443.1.p	g01311
OG0000281	Carub.0002s2442.1.p	g01310
OG0000281	Carub.0002s0178.1.p	g18704
OG0000282	Carub.0006s1333.1.p	g00258
OG0000282	Carub.0001s2403.1.p	g08031
OG0000282	Carub.0005s0740.1.p	g08643
OG0000282	Carub.0007s3587.1.p	g26768
OG0000287	Carub.0006s2727.1.p, Carub.0006s2728.1.p	g25651, g25645, g25644
OG0000287	Carub.0009s0006.1.p	g29816
