Orthogroup	Capsella_rubella	Arabidopsis_lyrata
OG0000078	Carub.0008s0195.1.p	fgenesh2_kg.8__197__AT5G45970.1
OG0000078	Carub.0007s0427.1.p	fgenesh2_kg.7__474__AT4G35950.1
OG0000078	Carub.0003s3195.1.p	fgenesh2_kg.3__3379__AT2G17800.1
OG0000078	Carub.0005s1767.1.p	scaffold_502181.1
OG0000079	Carub.0004s0525.1.p	fgenesh2_kg.4__465__AT2G25540.1
OG0000079	Carub.0007s0816.1.p	fgenesh2_kg.7__919__AT4G32410.1
OG0000079	Carub.0006s0410.1.p	fgenesh2_kg.6__440__AT5G05170.1
OG0000079	Carub.0008s0451.1.p	fgenesh2_kg.8__409__AT5G44030.1
OG0000079	Carub.0006s1564.1.p	scaffold_601794.1
OG0000079	Carub.0007s0125.1.p	fgenesh2_kg.7__145__AT4G39350.1
OG0000079	Carub.0008s2555.1.p	fgenesh2_kg.8__2505__AT5G64740.1
OG0000079	Carub.0006s0830.1.p	scaffold_600993.1
OG0000083	Carub.0001s2429.1.p	scaffold_103971.1
OG0000084	Carub.0007s1287.1.p	scaffold_701472.1
OG0000084	Carub.0008s1348.1.p	fgenesh1_pm.C_scaffold_8001028
OG0000084	Carub.0007s3378.1.p	fgenesh2_kg.7__3249__AT5G41700.4
OG0000084	Carub.0002s0056.1.p	Al_scaffold_0002_69
OG0000084	Carub.0003s3054.1.p	fgenesh2_kg.3__3258__AT2G16740.1
OG0000084	Carub.0008s1647.1.p	fgenesh2_kg.8__1517__AT5G56150.1
OG0000084	Carub.0003s0783.1.p	Al_scaffold_0003_857
OG0000084	Carub.0003s0782.1.p	fgenesh2_kg.3__873__AT3G08690.1
OG0000085	Carub.0001s0436.1.p	fgenesh2_kg.1__453__AT1G05080.1
OG0000085	Carub.0008s0420.1.p, Carub.0008s0416.1.p	scaffold_800584.1
OG0000085	Carub.0006s0548.1.p	scaffold_701783.1
OG0000085	Carub.0002s0899.1.p, Carub.0008s0417.1.p	Al_scaffold_0006_3561
OG0000085	Carub.0007s3566.1.p, Carub.0007s3567.1.p	scaffold_704010.1
OG0000085	Carub.0007s2619.1.p	scaffold_702911.1
OG0000085	Carub.0006s2253.1.p	scaffold_602569.1, Al_scaffold_0006_2262
OG0000086	Carub.0007s1539.1.p	fgenesh2_kg.7__1701__AT4G25590.1
OG0000086	Carub.0008s1247.1.p	fgenesh2_kg.8__1121__AT5G52360.1
OG0000086	Carub.0001s0046.1.p	scaffold_100061.1
OG0000086	Carub.0006s3653.1.p	fgenesh2_kg.6__3635__AT4G00680.1
OG0000086	Carub.0005s1187.1.p	fgenesh2_kg.5__973__AT3G46010.1
OG0000086	Carub.0008s2054.1.p	fgenesh1_pm.C_scaffold_8001603
OG0000086	Carub.0008s2056.1.p	fgenesh2_kg.8__1940__AT5G59880.1
OG0000086	Carub.0005s1186.1.p	fgenesh2_kg.5__971__AT3G46000.1
OG0000088	Carub.0008s2102.1.p	scaffold_802671.1
OG0000088	Carub.0008s2101.1.p	fgenesh2_kg.8__1982__AT5G60300.2
OG0000088	Carub.0008s2099.1.p	fgenesh2_kg.8__1979__AT5G60270.1
OG0000088	Carub.0008s2100.1.p	scaffold_802669.1
OG0000088	Carub.0005s1127.1.p	scaffold_501398.1
OG0000088	Carub.0005s1123.1.p	scaffold_501396.1
OG0000088	Carub.0005s1125.1.p	scaffold_501397.1
OG0000088	Carub.0005s1121.1.p	scaffold_501394.1
OG0000088	Carub.0008s2103.1.p	fgenesh2_kg.8__1985__AT5G60320.1
OG0000090	Carub.0004s1184.1.p	scaffold_401560.1
OG0000094	Carub.0002s0367.1.p	Al_scaffold_0002_381
OG0000094	Carub.0002s0372.1.p	Al_scaffold_0002_384
OG0000094	Carub.0002s0378.1.p	Al_scaffold_0002_393
OG0000094	Carub.0002s0373.1.p	fgenesh2_kg.2__307__AT1G61490.1
OG0000094	Carub.0002s0379.1.p	Al_scaffold_0002_394
OG0000094	Carub.0002s0380.1.p	fgenesh2_kg.2__315__AT1G61380.1
OG0000095	Carub.0007s1745.1.p	scaffold_701972.1
OG0000095	Carub.0007s1744.1.p	fgenesh2_kg.7__1933__AT4G23680.1
OG0000095	Carub.0005s0443.1.p, Carub.0005s0446.1.p, Carub.0005s0445.1.p, Carub.0005s0444.1.p	fgenesh2_kg.5__401__AT3G26460.1
OG0000095	Carub.0001s1473.1.p	Al_scaffold_0001_3201
OG0000095	Carub.0001s1472.1.p	fgenesh2_kg.1__1637__AT1G14950.1
OG0000095	Carub.0005s0049.1.p	fgenesh1_pm.C_scaffold_5000188, scaffold_500051.1
OG0000096	Carub.0004s0513.1.p	fgenesh2_kg.4__458__AT2G25470.1
OG0000096	Carub.0004s0514.1.p, Carub.0002s0936.1.p	fgenesh2_kg.1__4677__AT1G54470.1
OG0000097	Carub.0005s0343.1.p	scaffold_303480.1, scaffold_603173.1, scaffold_401005.1, scaffold_603021.1, fgenesh1_pg.C_scaffold_3002815, Al_scaffold_0006_2479, fgenesh1_pg.C_scaffold_9000085, scaffold_500920.1, scaffold_603013.1, scaffold_401006.1, scaffold_400751.1, scaffold_603014.1, scaffold_603009.1, scaffold_104334.1, Al_scaffold_0004_741, fgenesh1_pg.C_scaffold_6002170
OG0000098	Carub.0002s1323.1.p	scaffold_201480.1
OG0000098	Carub.0004s1818.1.p	fgenesh2_kg.4__1673__AT2G36380.1
OG0000098	Carub.0004s0741.1.p	fgenesh2_kg.4__626__AT2G26910.1
OG0000098	Carub.0005s0873.1.p	fgenesh2_kg.5__745__AT3G30842.1
OG0000098	Carub.0001s1530.1.p	fgenesh2_kg.1__1707__AT1G15520.1
OG0000098	Carub.0001s1496.1.p	fgenesh2_kg.1__1667__AT1G15210.1
OG0000098	Carub.0002s0539.1.p	fgenesh2_kg.2__450__AT1G59870.1
OG0000098	Carub.0003s1609.1.p	fgenesh1_pm.C_scaffold_3001425
OG0000099	Carub.0001s0151.1.p	Al_scaffold_0001_159, Al_scaffold_0005_2107
OG0000099	Carub.0006s1284.1.p	fgenesh1_pm.C_scaffold_6001155
OG0000099	Carub.0004s2990.1.p, Carub.0005s2901.1.p, Carub.0004s2991.1.p	fgenesh2_kg.2__831__AT3G62290.1, fgenesh2_kg.5__2727__AT3G62290.1
OG0000099	Carub.0001s1010.1.p	scaffold_101133.1
OG0000102	Carub.0003s2678.1.p	Al_scaffold_0008_851
OG0000103	Carub.0006s2929.1.p	fgenesh2_kg.6__3031__AT4G10520.1
OG0000103	Carub.0006s2931.1.p	fgenesh2_kg.6__3033__AT4G10540.1
OG0000103	Carub.0006s2925.1.p	Al_scaffold_0006_3187
OG0000103	Carub.0006s2932.1.p	scaffold_603416.1
OG0000103	Carub.0001s3127.1.p	Al_scaffold_0001_3370, scaffold_103673.1
OG0000103	Carub.0001s3126.1.p	fgenesh2_kg.1__3430__AT1G32940.1
OG0000103	Carub.0001s3128.1.p	fgenesh2_kg.1__3433__AT1G32970.1
OG0000104	Carub.0004s2425.1.p	fgenesh2_kg.4__2339__AT2G41930.1
OG0000104	Carub.0004s2500.1.p	fgenesh2_kg.4__2409__AT2G42550.1
OG0000104	Carub.0006s2504.1.p	fgenesh2_kg.6__2711__AT5G27510.1
OG0000104	Carub.0004s2472.1.p, Carub.0004s2471.1.p, Carub.0004s2468.1.p, Carub.0006s2711.1.p	fgenesh1_pg.C_scaffold_4002371, scaffold_403089.1
OG0000106	Carub.0002s1066.1.p, Carub.0002s1069.1.p, Carub.0002s1065.1.p	fgenesh2_kg.2__657__AT1G65200.1
OG0000106	Carub.0002s1057.1.p	fgenesh1_pm.C_scaffold_2000507
OG0000106	Carub.0002s1060.1.p	scaffold_200953.1, fgenesh2_kg.2__651__AT1G65120.1
OG0000106	Carub.0002s1061.1.p	fgenesh2_kg.2__652__AT1G65130.1
OG0000106	Carub.0001s4142.1.p	scaffold_105048.1
OG0000106	Carub.0008s2264.1.p	fgenesh1_pm.C_scaffold_8001772, Al_scaffold_0008_2698
OG0000106	Carub.0004s0829.1.p	Al_scaffold_0004_1234, scaffold_401271.1
OG0000106	Carub.0004s0831.1.p	Al_scaffold_0004_1230
OG0000108	Carub.0005s2130.1.p	fgenesh2_kg.5__1867__AT3G54700.1
OG0000108	Carub.0004s2097.1.p	fgenesh2_kg.4__1973__AT2G38940.1
OG0000108	Carub.0008s0524.1.p, Carub.0008s0526.1.p, Carub.0008s0525.1.p	scaffold_11700004.1, Al_scaffold_0178_3, fgenesh1_pm.C_scaffold_8000402, fgenesh2_kg.8__480__AT5G43350.1, fgenesh2_kg.178__1__AT5G43350.1, fgenesh2_kg.8__478__AT5G43370.1
OG0000109	Carub.0001s3556.1.p	scaffold_104814.1
OG0000109	Carub.0001s3978.1.p	fgenesh1_pm.C_scaffold_6001480
OG0000110	Carub.0007s2466.1.p	fgenesh1_pm.C_scaffold_7002067
OG0000110	Carub.0007s2465.1.p	fgenesh2_kg.7__2635__AT4G16740.1
OG0000110	Carub.0004s0348.1.p	scaffold_400433.1
OG0000110	Carub.0005s0364.1.p	scaffold_500454.1, Al_scaffold_0005_401
OG0000112	Carub.0006s2793.1.p, Carub.0006s3642.1.p, Carub.0006s3581.1.p, Carub.0006s3569.1.p	scaffold_500886.1, scaffold_500885.1
OG0000113	Carub.0005s2571.1.p	Al_scaffold_0005_2822
OG0000113	Carub.0005s2075.1.p	fgenesh1_pm.C_scaffold_5001496
OG0000113	Carub.0005s2916.1.p	scaffold_503485.1
OG0000113	Carub.0005s2917.1.p	scaffold_503096.1
OG0000114	Carub.0007s2614.1.p	scaffold_702973.1
OG0000114	Carub.0007s2610.1.p	scaffold_702970.1
OG0000114	Carub.0007s2611.1.p	fgenesh2_kg.7__2751__AT4G15680.1
OG0000115	Carub.0006s1599.1.p	fgenesh1_pg.C_scaffold_6001478
OG0000115	Carub.0005s1733.1.p	scaffold_502143.1
OG0000116	Carub.0007s3200.1.p	fgenesh1_pm.C_scaffold_7002467
OG0000116	Carub.0007s3199.1.p	scaffold_703516.1
OG0000116	Carub.0002s1094.1.p, Carub.0002s1096.1.p	fgenesh2_kg.6__2527__AT5G25410.1
OG0000116	Carub.0008s2108.1.p	fgenesh1_pm.C_scaffold_8001637
OG0000116	Carub.0006s2323.1.p	fgenesh1_pg.C_scaffold_6002146, scaffold_602654.1
OG0000116	Carub.0006s0122.1.p	scaffold_600162.1
OG0000117	Carub.0004s2597.1.p	Al_scaffold_0002_1289, fgenesh2_kg.4__2523__AT2G43510.1
OG0000117	Carub.0004s2598.1.p	fgenesh2_kg.4__2524__AT2G43520.1
OG0000119	Carub.0007s2358.1.p	fgenesh1_pg.C_scaffold_7002148
OG0000119	Carub.0004s1931.1.p	scaffold_402379.1, Al_scaffold_0004_2258
OG0000119	Carub.0004s1440.1.p	scaffold_403237.1, scaffold_403228.1
OG0000120	Carub.0001s0085.1.p	Al_scaffold_0001_92
OG0000120	Carub.0006s3612.1.p	fgenesh1_pm.C_scaffold_6002892
OG0000120	Carub.0008s1340.1.p	fgenesh1_pg.C_scaffold_8001350
OG0000120	Carub.0004s1160.1.p	fgenesh2_kg.4__1015__AT2G30432.1
OG0000120	Carub.0004s1159.1.p	scaffold_401531.1
OG0000120	Carub.0004s1158.1.p	Al_scaffold_0136_3, scaffold_401530.1
OG0000120	Carub.0005s2840.1.p	Al_scaffold_0005_3105
OG0000121	Carub.0002s2274.1.p	fgenesh2_kg.2__1861__AT1G75830.1
OG0000121	Carub.0002s0817.1.p	Al_scaffold_0001_5134
OG0000121	Carub.0002s2271.1.p, Carub.0002s2269.1.p, Carub.0002s2270.1.p, Carub.0002s2268.1.p, Carub.0002s2273.1.p, Carub.0002s2272.1.p, Carub.0007s3201.1.p	scaffold_703526.1
OG0000123	Carub.0005s2737.1.p	scaffold_503299.1
OG0000123	Carub.0004s2779.1.p	fgenesh2_kg.4__2712__AT2G45170.1
OG0000123	Carub.0007s2497.1.p	scaffold_702834.1
OG0000123	Carub.0003s2690.1.p	fgenesh2_kg.3__2886__AT2G05630.1
OG0000123	Carub.0002s0298.1.p	fgenesh2_kg.2__262__AT1G62040.1
OG0000123	Carub.0006s3246.1.p	scaffold_603777.1
OG0000123	Carub.0007s1936.1.p	Al_scaffold_0007_1962
OG0000125	Carub.0004s0422.1.p	scaffold_400835.1
OG0000125	Carub.0004s0423.1.p, Carub.0004s0427.1.p	scaffold_400558.1
OG0000125	Carub.0004s0357.1.p	scaffold_400439.1, fgenesh1_pm.C_scaffold_4000292
OG0000125	Carub.0004s0426.1.p	scaffold_400551.1, scaffold_400550.1, scaffold_400549.1, scaffold_400562.1, scaffold_400830.1
OG0000125	Carub.0004s0424.1.p	scaffold_400541.1, scaffold_400833.1
OG0000128	Carub.0007s1067.1.p	scaffold_701232.1
OG0000128	Carub.0003s1002.1.p	fgenesh1_pg.C_scaffold_3000978
OG0000128	Carub.0006s1027.1.p, Carub.0006s1026.1.p, Carub.0006s1025.1.p	scaffold_601213.1, Al_scaffold_0006_1089, fgenesh1_pm.C_scaffold_6000920
OG0000129	Carub.0001s3085.1.p, Carub.0001s3084.1.p	Al_scaffold_0001_3312, scaffold_103609.1
OG0000129	Carub.0001s3616.1.p	scaffold_104316.1
OG0000129	Carub.0003s1631.1.p	scaffold_301908.1, fgenesh2_kg.3__1824__AT3G16580.1
OG0000129	Carub.0003s2661.1.p, Carub.0003s2658.1.p	Al_scaffold_0003_2963
OG0000129	Carub.0003s1632.1.p	fgenesh1_pm.C_scaffold_3001446
OG0000132	Carub.0003s3248.1.p	fgenesh2_kg.3__3442__AT2G18328.1
OG0000132	Carub.0007s0376.1.p	scaffold_700452.1
OG0000132	Carub.0002s2207.1.p	fgenesh2_kg.2__1798__AT1G75250.2
OG0000132	Carub.0007s0117.1.p	scaffold_700126.1
OG0000132	Carub.0004s0070.1.p	fgenesh2_kg.4__92__AT2G21650.1
OG0000133	Carub.0002s1763.1.p	scaffold_201980.1, scaffold_201979.1
OG0000133	Carub.0002s1767.1.p	scaffold_201983.1
OG0000133	Carub.0006s2553.1.p	fgenesh1_pg.C_scaffold_6002380
OG0000133	Carub.0002s1760.1.p	fgenesh2_kg.173__1__AT1G70840.1, fgenesh2_kg.2__1348__AT1G70840.1
OG0000133	Carub.0002s1766.1.p	fgenesh2_kg.2__1353__AT1G70880.1
OG0000134	Carub.0008s0164.1.p	fgenesh2_kg.8__162__AT5G46260.1
OG0000134	Carub.0008s0650.1.p	Al_scaffold_0008_167
OG0000134	Carub.0008s0142.1.p	Al_scaffold_0008_176
OG0000134	Carub.0008s0139.1.p	Al_scaffold_0008_174
OG0000134	Carub.0008s0143.1.p	Al_scaffold_0005_801
OG0000134	Carub.0008s0144.1.p	Al_scaffold_0008_807, fgenesh2_kg.8__141__AT5G46470.1
OG0000134	Carub.0008s0627.1.p	Al_scaffold_0008_806
OG0000135	Carub.0003s2225.1.p	fgenesh1_pm.C_scaffold_3001955
OG0000135	Carub.0003s2224.1.p	scaffold_201262.1
OG0000135	Carub.0002s1632.1.p	fgenesh1_pm.C_scaffold_2001000, Al_scaffold_0002_1624
OG0000137	Carub.0001s2767.1.p	fgenesh2_kg.1__3108__AT5G27780.1
OG0000137	Carub.0001s2773.1.p	fgenesh2_kg.1__3111__AT1G29460.1
OG0000137	Carub.0001s2766.1.p, Carub.0001s2768.1.p	scaffold_103272.1
OG0000137	Carub.0001s2774.1.p	fgenesh2_kg.1__3110__AT1G29450.1
OG0000138	Carub.0002s2530.1.p	Al_scaffold_0002_2549
OG0000138	Carub.0004s1459.1.p	scaffold_401881.1
OG0000138	Carub.0004s2255.1.p, Carub.0002s0725.1.p, Carub.0001s4371.1.p	Al_scaffold_0001_3797, Al_scaffold_0006_3063, Al_scaffold_0004_2636, Al_scaffold_0004_2632
OG0000140	Carub.0003s2819.1.p	Al_scaffold_0007_3181
OG0000140	Carub.0007s3161.1.p, Carub.0004s0698.1.p	Al_scaffold_0001_3661, Al_scaffold_0002_2516
OG0000141	Carub.0002s1911.1.p	Al_scaffold_0481_1
OG0000143	Carub.0003s1843.1.p	fgenesh2_kg.3__2072__AT3G18650.1
OG0000143	Carub.0008s2621.1.p	fgenesh2_kg.8__2584__AT5G65330.1
OG0000143	Carub.0007s3594.1.p, Carub.0007s3559.1.p, Carub.0003s3325.1.p, Carub.0007s3561.1.p, Carub.0007s3592.1.p	scaffold_704060.1, fgenesh2_kg.7__3412__AT5G41200.1, Al_scaffold_0007_3741
OG0000144	Carub.0005s2768.1.p	Al_scaffold_0005_3026
OG0000144	Carub.0004s2821.1.p	fgenesh1_pg.C_scaffold_4002708
OG0000144	Carub.0004s2819.1.p	Al_scaffold_0004_3241
OG0000144	Carub.0004s2822.1.p	fgenesh1_pm.C_scaffold_4002268
OG0000146	Carub.0007s0510.1.p, Carub.0007s0519.1.p	fgenesh2_kg.7__562__AT4G35210.1
OG0000146	Carub.0003s3099.1.p	scaffold_304008.1
OG0000146	Carub.0003s3101.1.p	scaffold_304011.1
OG0000146	Carub.0003s3102.1.p	scaffold_304012.1
OG0000149	Carub.0001s4475.1.p	Al_scaffold_0001_5007
OG0000149	Carub.0001s4473.1.p	scaffold_105434.1, scaffold_105433.1, scaffold_105432.1
OG0000150	Carub.0002s0633.1.p	Al_scaffold_0002_701, scaffold_200771.1, fgenesh2_kg.1__4706__AT5G34828.1, scaffold_401121.1, scaffold_200777.1, scaffold_200772.1, scaffold_200773.1, scaffold_200778.1
OG0000150	Carub.0001s2131.1.p, Carub.0006s2922.1.p, Carub.0005s1133.1.p, Carub.0001s2128.1.p, Carub.0001s2130.1.p	scaffold_102449.1
OG0000150	Carub.0001s2141.1.p	scaffold_102474.1, scaffold_102460.1, scaffold_102472.1
OG0000150	Carub.0001s2140.1.p	scaffold_102452.1
OG0000153	Carub.0008s1994.1.p	scaffold_802557.1
OG0000153	Carub.0008s2083.1.p, Carub.0008s2091.1.p	scaffold_802661.1, scaffold_7100006.1, scaffold_802650.1
OG0000154	Carub.0006s2238.1.p, Carub.0006s2240.1.p	scaffold_602553.1, Al_scaffold_0006_2354
OG0000154	Carub.0005s2687.1.p, Carub.0004s0629.1.p	fgenesh2_kg.5__2473__AT3G60140.1
OG0000154	Carub.0002s0665.1.p, Carub.0002s0666.1.p	scaffold_200821.1
OG0000154	Carub.0004s2704.1.p	scaffold_403369.1
OG0000155	Carub.0004s1227.1.p	Al_scaffold_0004_1554, Al_scaffold_0004_1382
OG0000155	Carub.0004s1228.1.p	scaffold_401623.1
OG0000156	Carub.0008s1776.1.p	fgenesh1_pm.C_scaffold_8001367
OG0000156	Carub.0005s0415.1.p, Carub.0005s0425.1.p	fgenesh1_pg.C_scaffold_5000386
OG0000156	Carub.0005s0423.1.p	fgenesh2_kg.5__388__AT3G26330.1
OG0000156	Carub.0005s0357.1.p, Carub.0005s0420.1.p	fgenesh1_pg.C_scaffold_5000381, fgenesh2_kg.5__386__AT3G26300.1, Al_scaffold_0005_456
OG0000156	Carub.0005s0419.1.p, Carub.0005s0418.1.p	fgenesh1_pg.C_scaffold_5000380
OG0000156	Carub.0005s0417.1.p	scaffold_500517.1
OG0000157	Carub.0004s0983.1.p	scaffold_403198.1, scaffold_201529.1
OG0000158	Carub.0001s3782.1.p, Carub.0001s3784.1.p, Carub.0001s3783.1.p	fgenesh2_kg.1__3961__AT1G48660.1
OG0000159	Carub.0001s1313.1.p	fgenesh2_kg.1__1452__AT1G13430.1
OG0000159	Carub.0005s1086.1.p	Al_scaffold_0007_1510, fgenesh2_kg.5__894__AT3G45070.1
OG0000160	Carub.0007s0174.1.p	scaffold_700211.1
OG0000160	Carub.0002s1680.1.p, Carub.0002s1679.1.p	scaffold_201883.1
OG0000160	Carub.0002s1672.1.p	Al_scaffold_0005_2345, scaffold_201870.1, fgenesh2_kg.2__1259__AT1G70040.1, scaffold_201873.1
OG0000160	Carub.0007s3660.1.p	fgenesh2_kg.7__3487__AT5G39330.2
OG0000161	Carub.0002s0955.1.p, Carub.0008s0662.1.p, Carub.0001s3394.1.p	Al_scaffold_0005_1405
OG0000162	Carub.0005s0223.1.p, Carub.0005s0226.1.p, Carub.0005s0224.1.p	Al_scaffold_0005_262
OG0000162	Carub.0002s0670.1.p	scaffold_200810.1
OG0000163	Carub.0003s2683.1.p	fgenesh1_pg.C_scaffold_3002618, scaffold_303315.1
OG0000163	Carub.0003s2686.1.p, Carub.0003s2685.1.p	fgenesh2_kg.3__2874__AT2G05530.1
OG0000164	Carub.0007s1952.1.p	fgenesh2_kg.7__2119__AT4G21860.1
OG0000164	Carub.0006s3275.1.p	scaffold_603799.1
OG0000164	Carub.0007s1957.1.p, Carub.0007s1956.1.p, Carub.0007s1955.1.p	fgenesh1_pg.C_scaffold_7001768, fgenesh2_kg.7__2123__AT4G21840.1
OG0000164	Carub.0222s0003.1.p, Carub.0007s1953.1.p, Carub.0222s0001.1.p, Carub.0007s1954.1.p, Carub.0222s0002.1.p	fgenesh1_pg.C_scaffold_7001765
OG0000164	Carub.0006s3272.1.p, Carub.0006s3274.1.p, Carub.0006s3273.1.p	fgenesh2_kg.6__3252__AT4G04830.1
OG0000167	Carub.0003s1192.1.p	scaffold_301435.1
OG0000167	Carub.0001s1584.1.p	fgenesh2_kg.1__1758__AT1G16030.1
OG0000167	Carub.0003s0854.1.p	scaffold_301074.1
OG0000167	Carub.0006s0129.1.p	Al_scaffold_0006_155
OG0000167	Carub.0006s0130.1.p	fgenesh2_kg.6__163__AT5G02500.1
OG0000170	Carub.0004s1083.1.p	scaffold_27800003.1, scaffold_401447.1
OG0000170	Carub.0006s2795.1.p, Carub.0006s2796.1.p, Carub.0006s2798.1.p, Carub.0006s2797.1.p	fgenesh2_kg.6__2933__AT4G09466.1
OG0000170	Carub.0002s1306.1.p, Carub.0002s1308.1.p	scaffold_201455.1, scaffold_201463.1
OG0000170	Carub.0008s2398.1.p	fgenesh1_pm.C_scaffold_8001891
OG0000170	Carub.0008s1380.1.p	scaffold_801844.1, scaffold_801845.1
OG0000171	Carub.0006s3302.1.p, Carub.0007s2782.1.p, Carub.0007s2784.1.p, Carub.0007s2783.1.p	scaffold_703176.1
OG0000173	Carub.0002s0441.1.p	fgenesh2_kg.2__374__AT1G60880.1
OG0000173	Carub.0002s0435.1.p	fgenesh2_kg.2__370__AT1G60920.1
OG0000174	Carub.0002s1305.1.p	fgenesh2_kg.2__911__AT1G66850.1
OG0000174	Carub.0005s1254.1.p	scaffold_704291.1
OG0000174	Carub.0005s1256.1.p, Carub.0005s1255.1.p	scaffold_704290.1
OG0000174	Carub.0005s0784.1.p	scaffold_500906.1
OG0000174	Carub.0005s2416.1.p	scaffold_502897.1
OG0000178	Carub.0001s0529.1.p	fgenesh1_pm.C_scaffold_1000455
OG0000178	Carub.0003s2555.1.p	scaffold_303024.1, Al_scaffold_0003_2791, fgenesh2_kg.26__5__AT5G24050.1, scaffold_303102.1, fgenesh2_kg.3__2702__AT3G24850.1
OG0000178	Carub.0007s1353.1.p	scaffold_701550.1
OG0000179	Carub.0001s3641.1.p	scaffold_104352.1, scaffold_104351.1
OG0000179	Carub.0007s3700.1.p	scaffold_704175.1
OG0000179	Carub.0008s1196.1.p, Carub.0008s1194.1.p, Carub.0008s1198.1.p	fgenesh1_pm.C_scaffold_8000909, scaffold_31100001.1
OG0000179	Carub.0007s0139.1.p	fgenesh1_pg.C_scaffold_7000117, fgenesh2_kg.7__161__AT4G39510.1
OG0000179	Carub.0007s0839.1.p	fgenesh2_kg.7__950__AT4G32170.1
OG0000180	Carub.0002s2247.1.p	fgenesh2_kg.1__2170__AT1G19910.1
OG0000180	Carub.0007s0557.1.p	Al_scaffold_0007_581, fgenesh2_kg.3__3242__AT2G16510.1, scaffold_700087.1
OG0000181	Carub.0007s2445.1.p	Al_scaffold_0008_1039
OG0000181	Carub.0004s1123.1.p, Carub.0013s0014.1.p	scaffold_500968.1, scaffold_502829.1, scaffold_704294.1, scaffold_402730.1, scaffold_78200001.1
OG0000182	Carub.0007s2566.1.p, Carub.0001s2951.1.p, Carub.0008s0344.1.p	scaffold_500889.1
OG0000183	Carub.0005s1390.1.p	fgenesh2_kg.5__1132__AT3G47790.1
OG0000183	Carub.0172s0002.1.p	Al_scaffold_0008_2676, fgenesh2_kg.8__2154__AT5G61700.1
OG0000183	Carub.0008s2243.1.p	fgenesh2_kg.8__2156__AT5G61740.1
OG0000183	Carub.0005s1389.1.p	fgenesh2_kg.5__1131__AT3G47780.1
OG0000183	Carub.0005s1388.1.p	fgenesh2_kg.5__1129__AT3G47750.1
OG0000184	Carub.0001s1241.1.p	fgenesh2_kg.1__1374__AT1G12700.1
OG0000185	Carub.0007s3252.1.p	fgenesh2_kg.7__3151__AT5G37400.1
OG0000185	Carub.0007s3280.1.p	Al_scaffold_0007_3355
OG0000185	Carub.0007s3260.1.p	scaffold_703618.1
OG0000185	Carub.0007s3259.1.p	scaffold_703617.1
OG0000185	Carub.0007s3702.1.p	scaffold_703600.1
OG0000185	Carub.0007s3254.1.p	scaffold_702826.1, scaffold_702829.1, scaffold_703612.1
OG0000186	Carub.0001s2994.1.p	fgenesh1_pg.C_scaffold_1003121
OG0000186	Carub.0001s2706.1.p	Al_scaffold_0001_2945
OG0000186	Carub.0004s0798.1.p	Al_scaffold_0004_1094
OG0000186	Carub.0001s2704.1.p, Carub.0001s2705.1.p	fgenesh2_kg.1__3032__AT1G28580.1
OG0000188	Carub.0007s3044.1.p, Carub.0007s3045.1.p, Carub.0012s0003.1.p, Carub.0007s3043.1.p, Carub.0007s3042.1.p	Al_scaffold_0005_109, fgenesh1_pm.C_scaffold_8000513, scaffold_801354.1, fgenesh2_kg.1__3985__AT3G32904.1, Al_scaffold_0001_3712, scaffold_800956.1, fgenesh2_kg.7__3181__AT3G32904.1
OG0000188	Carub.0007s3014.1.p	fgenesh1_pm.C_scaffold_5000608
OG0000188	Carub.0005s0823.1.p	Al_scaffold_0005_974
OG0000189	Carub.0005s2592.1.p	Al_scaffold_0005_2847
OG0000189	Carub.0007s2832.1.p	Al_scaffold_0007_2939
OG0000189	Carub.0002s0624.1.p	Al_scaffold_0002_723
OG0000190	Carub.0001s1235.1.p	Al_scaffold_0001_1290
OG0000190	Carub.0001s1237.1.p	scaffold_101395.1
OG0000190	Carub.0001s1236.1.p	Al_scaffold_0001_1291
OG0000190	Carub.0004s0495.1.p, Carub.0001s1238.1.p, Carub.0001s1239.1.p	fgenesh2_kg.1__1372__AT1G12672.1
OG0000191	Carub.0008s1708.1.p	scaffold_802219.1
OG0000191	Carub.0003s3405.1.p	fgenesh2_kg.3__3193__AT2G19770.1
OG0000191	Carub.0007s1122.1.p	fgenesh1_pm.C_scaffold_7001001
OG0000191	Carub.0003s3404.1.p	fgenesh2_kg.3__3194__AT2G19760.1
OG0000191	Carub.0007s1121.1.p	scaffold_701315.1
OG0000192	Carub.0007s2328.1.p	fgenesh2_kg.7__2498__AT4G18050.1
OG0000192	Carub.0001s0158.1.p	fgenesh2_kg.1__167__AT1G02530.1
OG0000192	Carub.0004s2973.1.p	fgenesh2_kg.4__2931__AT2G47000.1
OG0000193	Carub.0001s3760.1.p	scaffold_104462.1
OG0000193	Carub.0003s1753.1.p	fgenesh2_kg.3__1967__AT3G17820.1
OG0000193	Carub.0002s1219.1.p	fgenesh2_kg.2__853__AT1G66200.1
OG0000193	Carub.0007s3276.1.p	scaffold_703639.1
OG0000193	Carub.0006s1478.1.p	fgenesh2_kg.6__1649__AT5G16570.1
OG0000194	Carub.0004s0485.1.p, Carub.0004s0484.1.p, Carub.0004s0486.1.p	scaffold_400646.1, scaffold_400649.1, scaffold_400645.1
OG0000194	Carub.0003s2674.1.p	Al_scaffold_0003_2989
OG0000194	Carub.0008s0809.1.p	Al_scaffold_0008_1100, fgenesh1_pg.C_scaffold_8000843
