Orthogroup	Capsella_rubella	Camelina_sativa
OG0000045	Carub.0007s1804.1.p	Csa10g019920, Csa12g033430
OG0000045	Carub.0007s1806.1.p	Csa12g033450
OG0000045	Carub.0007s1803.1.p	Csa10g019910, Csa11g022850, Csa12g033420
OG0000045	Carub.0007s2975.1.p	Csa12g025780
OG0000045	Carub.0002s0140.1.p	Csa16g056220
OG0000045	Carub.0007s1810.1.p	Csa11g022900, Csa10g019930
OG0000045	Carub.0007s1811.1.p	Csa11g022910
OG0000045	Carub.0007s1796.1.p	Csa11g022730
OG0000045	Carub.0007s1809.1.p	Csa11g022950, Csa11g022940
OG0000046	Carub.0007s0407.1.p	Csa12g006220, Csa11g005540
OG0000046	Carub.0007s2167.1.p	Csa09g058610
OG0000046	Carub.0008s0325.1.p	Csa00874s010, Csa11g068430
OG0000046	Carub.0008s0294.1.p	Csa18g008100, Csa20g075840
OG0000046	Carub.0008s0297.1.p	Csa18g008160
OG0000046	Carub.0004s0373.1.p, Carub.0008s0292.1.p	Csa20g075880
OG0000047	Carub.0007s3164.1.p	Csa08g024060, Csa01g028300
OG0000050	Carub.0001s1941.1.p	Csa14g025170, Csa17g025710
OG0000050	Carub.0007s0200.1.p, Carub.0007s0201.1.p, Carub.0002s2245.1.p, Carub.0006s0948.1.p	Csa03g053100, Csa20g015710, Csa13g012160, Csa08g002110, Csa12g003040, Csa10g002880, Csa20g016350, Csa11g003200
OG0000051	Carub.0006s0729.1.p	Csa20g011840
OG0000051	Carub.0005s0524.1.p	Csa06g006910, Csa04g013760
OG0000051	Carub.0003s0014.1.p	Csa21410s010
OG0000051	Carub.0006s1231.1.p	Csa20g020570, Csa13g016880, Csa08g006120
OG0000051	Carub.0007s3453.1.p	Csa10g049510, Csa12g077610
OG0000051	Carub.0003s0015.1.p	Csa00555s140, Csa19g001000, Csa19g001010
OG0000051	Carub.0008s1065.1.p	Csa02g039250, Csa11g081990, Csa18g021340
OG0000051	Carub.0005s1480.1.p	Csa06g022420, Csa09g050710
OG0000051	Carub.0008s2420.1.p	Csa18g037030, Csa11g100440
OG0000052	Carub.0001s3517.1.p	Csa08g061450
OG0000052	Carub.0001s3651.1.p	Csa16g052820
OG0000052	Carub.0013s0007.1.p	Csa17g063360, Csa13g024890, Csa03g051460, Csa15g062000, Csa13g055820
OG0000052	Carub.0011s0007.1.p, Carub.0007s3247.1.p, Carub.0006s2637.1.p, Carub.0003s3392.1.p, Carub.0005s2382.1.p, Carub.0001s3741.1.p	Csa07g010780, Csa14g024410, Csa10g037360, Csa10g037340, Csa10g037350, Csa15g071140, Csa11g084220, Csa02g031930, Csa09g045430, Csa04g012420, Csa07g035790, Csa15g071130
OG0000052	Carub.0001s3383.1.p, Carub.0007s3522.1.p	Csa10g021710, Csa13g034450, Csa18g005710, Csa10g033600, Csa10g038690, Csa19g046240, Csa18g009270, Csa17g099450, Csa13g034460, Csa18g005720, Csa02g053490, Csa03g036340, Csa03g056230, Csa13g019900, Csa19g046410, Csa15g072270
OG0000053	Carub.0005s0961.1.p, Carub.0006s1950.1.p	Csa09g032830, Csa04g022630
OG0000053	Carub.0007s3294.1.p, Carub.0002s1246.1.p	Csa05g072060, Csa10g042810, Csa12g076230, Csa16g023910, Csa07g030590, Csa08380s010
OG0000053	Carub.0007s2756.1.p	Csa11g037310
OG0000053	Carub.0003s2306.1.p	Csa01g027300, Csa19g033220
OG0000053	Carub.0004s0751.1.p, Carub.0005s2353.1.p, Carub.0004s2342.1.p	Csa06g031510
OG0000054	Carub.0002s0247.1.p	Csa07g063800, Csa16g055260, Csa09g097130, Csa12520s010
OG0000054	Carub.0006s3168.1.p, Carub.0006s3169.1.p	Csa02g014360, Csa02g014350, Csa13g050920, Csa13g050930, Csa13g050910, Csa08g044830, Csa08g044820
OG0000054	Carub.0004s2780.1.p	Csa05g004080, Csa04g063080, Csa06g051570
OG0000054	Carub.0006s3180.1.p, Carub.0006s3177.1.p, Carub.0006s3176.1.p	Csa02g014280, Csa08g044900, Csa08g044890, Csa13g050980, Csa13g053000, Csa08g049240, Csa02g009880, Csa02g009910, Csa02g009890, Csa02g010910, Csa13g050970, Csa02g014290, Csa08g044880, Csa02g014260, Csa02g014250, Csa08g049250, Csa13g053010, Csa08g046920, Csa02g014240, Csa13g050990, Csa08g044920, Csa02g013240, Csa02g013230
OG0000054	Carub.0006s3172.1.p	Csa08g044870, Csa13g050960, Csa02g014300
OG0000057	Carub.0008s1787.1.p	Csa11g090900
OG0000057	Carub.0001s1701.1.p	Csa14g021480, Csa03g021030
OG0000057	Carub.0005s2708.1.p	Csa16g005570, Csa07g004720
OG0000057	Carub.0008s2342.1.p	Csa18g036100
OG0000057	Carub.0002s2690.1.p	Csa07g059180, Csa16g049760
OG0000057	Carub.0016s0001.1.p	Csa09g028410, Csa06g013070
OG0000057	Carub.0013s0011.1.p	Csa19g041080
OG0000057	Carub.0007s1042.1.p	Csa11g013220
OG0000057	Carub.0003s3319.1.p	Csa15g079720
OG0000059	Carub.0007s3076.1.p, Carub.0003s1040.1.p, Carub.0002s0948.1.p, Carub.0006s2645.1.p, Carub.0006s2648.1.p, Carub.0008s2840.1.p	Csa12g024890
OG0000059	Carub.0002s1040.1.p, Carub.0007s3075.1.p, Carub.0001s4113.1.p, Carub.0003s0398.1.p, Carub.0004s0663.1.p, Carub.0007s3079.1.p, Carub.0001s3710.1.p, Carub.0007s3086.1.p, Carub.0005s0910.1.p	Csa14g002060, Csa11g002580, Csa15g041920, Csa20g057250, Csa20g057240, Csa12g084340, Csa11g093210
OG0000060	Carub.0006s2066.1.p	Csa20g037720, Csa08g017210, Csa13g027500, Csa20g037650
OG0000060	Carub.0005s2023.1.p	Csa09g062070, Csa04g039690, Csa06g028110
OG0000060	Carub.0005s1183.1.p	Csa04g028680, Csa06g019730, Csa09g041040
OG0000060	Carub.0005s1189.1.p	Csa04g028760, Csa06g019770, Csa09g041100
OG0000061	Carub.0002s0328.1.p	Csa05g052190, Csa16g017980, Csa07g017650, Csa16g017960, Csa05g089870, Csa05g052170, Csa07g017630, Csa05g052220, Csa05g042110, Csa16g018040, Csa05g092280, Csa05g052200, Csa07g017660, Csa16g017990, Csa07g017670, Csa07g017710
OG0000061	Carub.0007s3755.1.p, Carub.0007s3756.1.p, Carub.0007s3751.1.p, Carub.0005s1237.1.p	Csa13g026120, Csa13g027300, Csa20g036510, Csa20g074730, Csa05g050800, Csa20g036490, Csa08g016080, Csa20g035960, Csa05g050790, Csa13g027310, Csa05g050810, Csa20g074720, Csa08g016070
OG0000061	Carub.0001s3826.1.p	Csa17g080730, Csa14g054980, Csa03g054930, Csa03g054940, Csa17g090090, Csa03g056270, Csa03g056290
OG0000061	Carub.0007s3246.1.p	Csa10g044770, Csa12g083890
OG0000061	Carub.0003s1043.1.p	Csa02596s010, Csa09g090190
OG0000061	Carub.0005s0981.1.p, Carub.0006s2979.1.p	Csa15g014880
OG0000061	Carub.0007s3753.1.p	Csa08g052960, Csa13g026300, Csa13g027320
OG0000061	Carub.0007s3754.1.p, Carub.0002s0833.1.p, Carub.0007s3749.1.p, Carub.0007s3748.1.p, Carub.0007s3752.1.p, Carub.0007s3736.1.p	Csa11g053320
OG0000061	Carub.0003s3275.1.p, Carub.0003s3277.1.p, Carub.0003s3278.1.p, Carub.0004s0563.1.p, Carub.0003s3276.1.p	Csa15g079190, Csa09g060040, Csa05788s010, Csa16g017100, Csa05g038640, Csa16g017130, Csa05g041300, Csa07g016550, Csa07g016540, Csa05g038620
OG0000062	Carub.0003s2005.1.p	Csa01g023190
OG0000062	Carub.0003s2001.1.p	Csa15g029260
OG0000062	Carub.0003s2002.1.p	Csa19g027910
OG0000062	Carub.0004s0748.1.p, Carub.0004s0749.1.p	Csa05g043210, Csa05g043190
OG0000062	Carub.0005s0773.1.p	Csa06g011420, Csa09g022540, Csa04g018390
OG0000062	Carub.0003s2092.1.p	Csa15g031330, Csa01g024030, Csa19g028930
OG0000062	Carub.0003s2669.1.p	Csa15g057200, Csa19g040260, Csa01g037840
OG0000062	Carub.0006s3567.1.p	Csa08g052970, Csa13g055750, Csa20754s010
OG0000062	Carub.0003s2004.1.p	Csa19g027930
OG0000062	Carub.0003s2003.1.p	Csa19g027920, Csa01g023180
OG0000064	Carub.0003s3462.1.p	Csa01g044140
OG0000064	Carub.0007s1193.1.p	Csa11g014810
OG0000064	Carub.0008s0469.1.p	Csa11g070910
OG0000064	Carub.0001s0331.1.p	Csa17g007260
OG0000064	Carub.0004s1320.1.p	Csa05g029250, Csa07g010910, Csa16g009640
OG0000064	Carub.0001s1734.1.p	Csa17g023320
OG0000064	Carub.0006s1882.1.p	Csa13g023400, Csa08g014300
OG0000064	Carub.0005s2501.1.p	Csa04g044690, Csa09g070760
OG0000064	Carub.0001s0808.1.p	Csa17g012230
OG0000065	Carub.0002s2263.1.p	Csa16g039800
OG0000065	Carub.0001s1954.1.p	Csa03g023850
OG0000065	Carub.0008s0413.1.p	Csa20g071430
OG0000065	Carub.0007s2054.1.p	Csa10g022620
OG0000065	Carub.0004s1060.1.p	Csa07g014850, Csa16g015400
OG0000066	Carub.0003s3340.1.p	Csa15g079940, Csa15g084200, Csa19g056390
OG0000066	Carub.0006s3079.1.p, Carub.0006s2997.1.p	Csa08g043970, Csa22991s010
OG0000066	Carub.0003s1935.1.p, Carub.0003s1934.1.p	Csa19g027100, Csa15g027370, Csa19g027080, Csa15g027330, Csa15g027380, Csa19g027110, Csa15g027340
OG0000066	Carub.0001s2694.1.p, Carub.0001s2632.1.p	Csa14g035410, Csa17g037600, Csa14g036190, Csa03g031090
OG0000066	Carub.0001s2342.1.p	Csa14g038290, Csa03g027720, Csa17g031060, Csa14g031050, Csa03g027750, Csa03g027710, Csa17g031040, Csa17g031110
OG0000066	Carub.0007s3406.1.p, Carub.0007s3405.1.p	Csa10g049980, Csa02g054790
OG0000066	Carub.0005s1849.1.p	Csa09g071140
OG0000068	Carub.0008s0711.1.p	Csa20g061910, Csa11g073830
OG0000068	Carub.0001s3799.1.p	Csa11g007120, Csa12g029530, Csa11g019950, Csa10g018280, Csa14g025430, Csa17g026030
OG0000068	Carub.0002s2286.1.p	Csa07g047470, Csa16g040060, Csa09g080670
OG0000068	Carub.0005s2675.1.p	Csa16g005940, Csa05g091640
OG0000068	Carub.0003s2192.1.p	Csa01g025080
OG0000068	Carub.0006s3234.1.p, Carub.0006s3236.1.p, Carub.0007s0583.1.p	Csa11g055610, Csa10g046980, Csa11g053590, Csa12g083980, Csa10g044710, Csa12g081860, Csa10g007660, Csa12g009110, Csa11g007460
OG0000069	Carub.0005s1176.1.p, Carub.0005s2031.1.p, Carub.0005s1217.1.p, Carub.0001s0700.1.p, Carub.0001s0717.1.p, Carub.0004s0975.1.p, Carub.0008s2033.1.p	Csa07g015750, Csa07g015740
OG0000070	Carub.0007s0072.1.p	Csa11g001760, Csa12g001660, Csa10g001580
OG0000070	Carub.0004s0025.1.p	Csa09g085600, Csa07g051410
OG0000070	Carub.0003s3215.1.p	Csa15g076460, Csa01g039620, Csa19g054990
OG0000070	Carub.0007s0412.1.p	Csa11g005580, Csa12g006260
OG0000070	Carub.0002s2243.1.p	Csa16g039520, Csa07g047060, Csa09g080200
OG0000070	Carub.0001s1934.1.p	Csa14g025090, Csa03g023670, Csa17g025620
OG0000070	Carub.0003s3033.1.p	Csa01g034500, Csa12973s010, Csa15g072380
OG0000070	Carub.0007s0553.1.p	Csa10g007380, Csa12g008830, Csa11g007180
OG0000071	Carub.0007s3253.1.p	Csa11g051120, Csa10g040910
OG0000071	Carub.0006s0530.1.p	Csa08g058050, Csa20g008710, Csa20g008940
OG0000071	Carub.0004s1101.1.p	Csa16g015040, Csa05g034010, Csa07g013420
OG0000071	Carub.0004s1100.1.p	Csa04013s010, Csa17g078990
OG0000071	Carub.0007s3428.1.p	Csa11g059770, Csa10g049760, Csa02g054560
OG0000071	Carub.0001s3703.1.p	Csa17g074330, Csa17g072690, Csa17g072680, Csa17g079010, Csa14g054400, Csa03g053160
OG0000071	Carub.0001s3702.1.p	Csa14g051820, Csa03g051610, Csa03g051620
OG0000071	Carub.0006s1098.1.p	Csa13g015330
OG0000072	Carub.0003s3077.1.p	Csa04g009040, Csa03g061380, Csa09g039830, Csa11g097380, Csa10g033030, Csa15g056750
OG0000072	Carub.0008s0706.1.p	Csa20g020760, Csa13g031570, Csa11g064230, Csa04g003110, Csa19g018440, Csa14g048540, Csa16g040970, Csa16g016130, Csa07g037270, Csa16g048090, Csa12g075220
OG0000074	Carub.0008s1976.1.p	Csa02g064810, Csa11g092920
OG0000074	Carub.0005s1307.1.p	Csa06g020630, Csa04g029720, Csa09g044110
OG0000074	Carub.0008s1984.1.p	Csa18g032460, Csa11g093010
OG0000074	Carub.0008s1982.1.p	Csa02g064860
OG0000074	Carub.0008s1946.1.p	Csa02g064480, Csa18g032000
OG0000074	Carub.0008s1985.1.p	Csa18g032480, Csa11g093020, Csa02g064890
OG0000074	Carub.0008s1983.1.p	Csa18g032470, Csa11g092980, Csa18g032450, Csa11664s010, Csa02g064870
OG0000077	Carub.0004s1453.1.p	Csa07g008450, Csa16g008260
OG0000077	Carub.0003s2713.1.p, Carub.0003s2530.1.p, Carub.0003s2529.1.p, Carub.0003s2534.1.p, Carub.0003s2532.1.p, Carub.0003s2531.1.p, Carub.0148s0001.1.p	Csa19g036840, Csa15g052720, Csa01g031010
OG0000077	Carub.0004s1404.1.p	Csa07g009870, Csa05g024010
OG0000077	Carub.0004s1403.1.p	Csa05g023500
OG0000078	Carub.0001s1962.1.p	Csa14g025360, Csa03g023940
OG0000078	Carub.0002s2275.1.p	Csa09g080590, Csa16g039950, Csa07g047390
OG0000078	Carub.0007s0529.1.p	Csa12g008620, Csa11g006860
OG0000078	Carub.0008s0195.1.p	Csa20g077950, Csa11g066080, Csa18g005160
OG0000078	Carub.0007s0427.1.p	Csa10g006100, Csa12g007440
OG0000078	Carub.0003s3195.1.p	Csa15g076230
OG0000078	Carub.0005s1767.1.p	Csa06g025470, Csa09g058290, Csa04g037090
OG0000079	Carub.0004s0525.1.p	Csa16g047170, Csa09g091730
OG0000079	Carub.0007s0816.1.p	Csa10g010050
OG0000079	Carub.0003s1011.1.p	Csa15g014460
OG0000079	Carub.0006s0410.1.p	Csa13g007150
OG0000079	Carub.0008s0451.1.p	Csa20g070070, Csa18g009790
OG0000079	Carub.0006s1564.1.p	Csa08g009610
OG0000079	Carub.0007s0125.1.p	Csa10g002100, Csa11g002360
OG0000079	Carub.0008s2555.1.p	Csa18g038430
OG0000079	Carub.0006s0830.1.p	Csa13g011570, Csa20g013060
OG0000080	Carub.0008s1461.1.p	Csa02g052070, Csa07g049740, Csa18g025570, Csa03793s010
OG0000080	Carub.0001s2878.1.p	Csa17g043240, Csa03g033460, Csa14g037930
OG0000083	Carub.0007s1566.1.p	Csa11g019220, Csa12g027880, Csa10g017620
OG0000083	Carub.0001s2429.1.p	Csa14g031980, Csa17g034160, Csa03g028800
OG0000083	Carub.0001s3299.1.p	Csa17g063450, Csa14g046670, Csa03g038920, Csa14g046660
OG0000083	Carub.0001s1373.1.p	Csa17g019420, Csa14g017010, Csa03g017780
OG0000083	Carub.0005s0217.1.p	Csa06g003200
OG0000083	Carub.0005s0218.1.p	Csa06g003260, Csa06g003220, Csa04g008750, Csa09g005530
OG0000083	Carub.0005s0216.1.p	Csa09g005520, Csa04g008740, Csa06g003190
OG0000084	Carub.0007s1287.1.p	Csa20g030630
OG0000084	Carub.0008s1348.1.p	Csa18g024310, Csa11g085130, Csa02g049620
OG0000084	Carub.0007s3378.1.p	Csa11g061240, Csa02g055100
OG0000084	Carub.0002s0056.1.p	Csa16g056960
OG0000084	Carub.0003s3054.1.p	Csa01g033230, Csa00626s010, Csa19g053440
OG0000084	Carub.0008s1647.1.p	Csa02g059040, Csa11g089470, Csa18g028840
OG0000084	Carub.0003s0783.1.p	Csa19g012060, Csa01g009350
OG0000084	Carub.0003s0782.1.p	Csa01g009330, Csa15g009970
OG0000085	Carub.0001s0436.1.p	Csa03g006460, Csa17g008360, Csa14g006350
OG0000085	Carub.0007s0781.1.p	Csa12g013260, Csa11g010520, Csa10g009650, Csa11g010510
OG0000085	Carub.0008s0416.1.p	Csa18g009380, Csa11g070330, Csa20g071380
OG0000085	Carub.0006s0548.1.p	Csa12g027850
OG0000085	Carub.0008s0418.1.p	Csa18g009390
OG0000085	Carub.0002s0899.1.p, Carub.0008s0417.1.p	Csa02g014470, Csa13g050770
OG0000085	Carub.0006s2253.1.p	Csa20g044810, Csa08g021240, Csa13g030420, Csa20g044820
OG0000086	Carub.0007s1539.1.p	Csa11g018930, Csa10g017320, Csa12g026570
OG0000086	Carub.0008s1247.1.p	Csa02g045420, Csa18g023290, Csa11g084070
OG0000086	Carub.0001s0046.1.p	Csa14g001370, Csa03g001470, Csa17g002270
OG0000086	Carub.0006s3653.1.p	Csa02g001740, Csa08g001790, Csa13g056730
OG0000086	Carub.0005s1187.1.p	Csa06g019760, Csa04g028750
OG0000086	Carub.0008s2054.1.p	Csa02g065720, Csa11g093760, Csa18g033200
OG0000086	Carub.0008s2056.1.p	Csa11g093750, Csa18g033190, Csa02g065710
OG0000086	Carub.0005s1186.1.p	Csa04g028740, Csa06g019750
OG0000088	Carub.0005s1126.1.p	Csa06g019140
OG0000088	Carub.0008s2101.1.p	Csa02g067210, Csa18g033620
OG0000088	Carub.0008s2099.1.p	Csa02g067200, Csa18g033600, Csa11g094160
OG0000088	Carub.0005s1127.1.p	Csa09g039410, Csa06g019170
OG0000088	Carub.0005s1123.1.p	Csa06g019130, Csa09g039370
OG0000088	Carub.0008s2103.1.p	Csa02g067220
OG0000090	Carub.0004s1027.1.p	Csa16g015670, Csa05g034990
OG0000090	Carub.0004s1037.1.p	Csa05g034910
OG0000090	Carub.0004s1184.1.p	Csa05g031970, Csa16g014130, Csa05g031930
OG0000090	Carub.0004s1182.1.p	Csa05g031920, Csa17g098540, Csa16g014180, Csa05g031950, Csa03g050930, Csa07g012420
OG0000090	Carub.0004s1039.1.p	Csa07g015080
OG0000090	Carub.0004s1033.1.p	Csa05g034940
OG0000090	Carub.0004s1035.1.p, Carub.0004s1034.1.p	Csa05g034930
OG0000094	Carub.0002s0372.1.p	Csa07g062630
OG0000094	Carub.0002s0378.1.p	Csa07g062590
OG0000094	Carub.0002s0380.1.p	Csa16g053250, Csa07g062580, Csa04306s010
OG0000095	Carub.0007s1745.1.p	Csa11g021230, Csa05g016100, Csa00903s010, Csa10g019460, Csa11g021220
OG0000095	Carub.0007s1744.1.p	Csa11g021200, Csa10g019430, Csa12g030780, Csa12g030770, Csa11g021210
OG0000095	Carub.0005s0443.1.p, Carub.0005s0446.1.p, Carub.0005s0445.1.p, Carub.0005s0444.1.p	Csa04g011980, Csa06g006000, Csa09g009760, Csa09g009770, Csa09g010000
OG0000095	Carub.0001s1472.1.p	Csa17g020520
OG0000095	Carub.0005s0049.1.p	Csa04g002640, Csa09g002770, Csa06g001440
OG0000096	Carub.0002s0642.1.p	Csa05g053680, Csa16g018560, Csa07g019350
OG0000096	Carub.0002s1339.1.p	Csa09g078780, Csa07g044430, Csa16g038110
OG0000096	Carub.0004s0512.1.p	Csa16g047080
OG0000096	Carub.0004s0513.1.p	Csa16g047090, Csa09g091650
OG0000096	Carub.0004s0514.1.p	Csa16g047100
OG0000096	Carub.0002s0936.1.p	Csa05g059410, Csa07g023340, Csa16g020150
OG0000097	Carub.0005s0343.1.p	Csa05g079930, Csa17g090230, Csa17g014570, Csa04g009710, Csa04g016300, Csa14g014830, Csa14g047210, Csa14g020040, Csa11g081120, Csa04g008790
OG0000097	Carub.0025s0006.1.p	Csa02g023180, Csa11g075880
OG0000098	Carub.0002s1323.1.p	Csa00495s180, Csa05g079710
OG0000098	Carub.0004s1818.1.p	Csa06g039020, Csa04g049870
OG0000098	Carub.0004s0741.1.p	Csa16g051070, Csa07g060470
OG0000098	Carub.0005s0873.1.p	Csa00427s050, Csa06g013030
OG0000098	Carub.0001s1530.1.p	Csa03g019340
OG0000098	Carub.0001s1496.1.p	Csa17g020750, Csa03g018990
OG0000098	Carub.0002s0539.1.p	Csa07g016960, Csa05g048580, Csa16g017450
OG0000098	Carub.0003s1609.1.p	Csa15g021230
OG0000099	Carub.0001s0151.1.p	Csa14g002500, Csa03g002480, Csa17g001210
OG0000099	Carub.0006s1284.1.p	Csa13g017490, Csa20g021200
OG0000099	Carub.0004s2990.1.p	Csa07g002340
OG0000100	Carub.0003s3035.1.p	Csa03674s010, Csa06178s010
OG0000102	Carub.0003s2678.1.p	Csa09g053250
OG0000103	Carub.0006s2928.1.p	Csa02g026130
OG0000103	Carub.0006s2927.1.p	Csa02g026190, Csa08g040520
OG0000103	Carub.0006s2929.1.p	Csa02g026110, Csa08g040530, Csa13g047690
OG0000103	Carub.0006s2925.1.p	Csa02g026210
OG0000103	Carub.0001s3127.1.p	Csa14g042920
OG0000103	Carub.0001s3128.1.p	Csa14g042930, Csa03g037270
OG0000104	Carub.0004s2425.1.p	Csa05g009640, Csa06g047920, Csa04g057390
OG0000104	Carub.0004s2500.1.p	Csa05g032210, Csa07g012630, Csa07g012620, Csa06g048680, Csa05g009010, Csa04g058140
OG0000104	Carub.0006s1060.1.p	Csa13g014620, Csa20g017340, Csa08g002950, Csa14g036210
OG0000104	Carub.0006s2504.1.p	Csa13g036350, Csa08g028150, Csa20g055660
OG0000104	Carub.0004s2472.1.p, Carub.0004s2471.1.p, Carub.0004s2468.1.p, Carub.0006s2711.1.p	Csa05g009250, Csa04g057860, Csa06g048390, Csa19g015340, Csa15g015030, Csa01g012330
OG0000106	Carub.0002s1066.1.p, Carub.0002s1069.1.p, Carub.0002s1065.1.p	Csa02g073400, Csa11g102820, Csa02g074600
OG0000106	Carub.0002s1057.1.p	Csa16g021590, Csa05g067300
OG0000106	Carub.0002s1060.1.p	Csa05g067320, Csa07g027970, Csa07g027960, Csa16g021610
OG0000106	Carub.0002s1061.1.p	Csa20g030680, Csa07g027990, Csa16g021640, Csa16g021630, Csa05g094780, Csa20g030670
OG0000106	Carub.0001s4142.1.p	Csa14g061720
OG0000106	Carub.0008s2263.1.p, Carub.0008s2262.1.p	Csa02g069960
OG0000106	Carub.0004s0829.1.p	Csa05g041310, Csa16g051800, Csa07g061160
OG0000106	Carub.0004s0831.1.p	Csa16g051820, Csa05g041280
OG0000108	Carub.0005s2130.1.p	Csa04g040820, Csa06g029160
OG0000108	Carub.0004s2097.1.p	Csa05g014350, Csa06g042880
OG0000108	Carub.0008s0524.1.p, Carub.0008s0526.1.p	Csa20g067290, Csa11g071550
OG0000108	Carub.0008s0525.1.p	Csa11g071540, Csa20g067300
OG0000108	Carub.0008s0523.1.p	Csa11g071480
OG0000109	Carub.0001s3556.1.p	Csa17g088520
OG0000109	Carub.0001s3978.1.p	Csa03g056760
OG0000110	Carub.0007s2466.1.p	Csa11g033010, Csa12g051030, Csa10g028820
OG0000110	Carub.0007s2465.1.p	Csa12g051010, Csa10g028800, Csa11g033000
OG0000110	Carub.0004s0348.1.p	Csa16g045840, Csa16g045830
OG0000110	Carub.0005s0364.1.p	Csa04g011050, Csa09g008970, Csa09g008980, Csa06g005400, Csa09g008950
OG0000112	Carub.0006s2793.1.p, Carub.0006s3642.1.p, Carub.0006s3581.1.p, Carub.0006s3569.1.p	Csa09g064220, Csa09g050280, Csa15g077930, Csa15g077960, Csa15g077990, Csa01g041520, Csa09g034520, Csa08g053620, Csa02g026120, Csa13g056500, Csa13g056510, Csa08g052990, Csa02g004630, Csa02g002010, Csa02g001990, Csa08g001940, Csa02g001860
OG0000113	Carub.0005s2571.1.p	Csa04g046430, Csa05g089370
OG0000113	Carub.0005s2596.1.p, Carub.0005s2575.1.p	Csa05g089500, Csa04g046480, Csa04g046470, Csa06g036680, Csa04g046460, Csa05g089420, Csa05g089380, Csa06g036660, Csa04g046440, Csa05g089760, Csa16g006610, Csa05g089480
OG0000113	Carub.0005s2075.1.p	Csa09g062630, Csa04g040200, Csa06g028660
OG0000113	Carub.0005s2916.1.p	Csa16g002210, Csa05g094790, Csa07g002180, Csa16g002200
OG0000113	Carub.0005s2917.1.p	Csa05g094850, Csa07g002170
OG0000114	Carub.0006s1688.1.p	Csa20g026990
OG0000114	Carub.0007s2614.1.p	Csa11g034770, Csa10g030380, Csa11g034750
OG0000114	Carub.0007s2610.1.p	Csa16543s010, Csa12g054120, Csa10g030340, Csa11g034730
OG0000114	Carub.0007s2603.1.p	Csa20090s010, Csa12g054090
OG0000114	Carub.0007s2605.1.p, Carub.0007s2607.1.p	Csa11g034720
OG0000114	Carub.0007s2608.1.p	Csa10g030320, Csa12g054100, Csa10g030330, Csa12g054110
OG0000114	Carub.0007s2611.1.p	Csa12g054130, Csa10g030350, Csa11g034740
OG0000115	Carub.0006s1599.1.p	Csa08g010010, Csa14776s010, Csa13g020580
OG0000115	Carub.0007s3256.1.p, Carub.0003s3235.1.p	Csa15g076690, Csa01g041330, Csa15g076700, Csa19g057770
OG0000115	Carub.0003s3234.1.p	Csa15g076680, Csa04g020090
OG0000115	Carub.0005s1734.1.p	Csa09g057910, Csa06g025070, Csa04g036700
OG0000115	Carub.0005s1733.1.p	Csa04g036690, Csa09g057900
OG0000115	Carub.0005s1732.1.p	Csa20987s010, Csa04g036680, Csa10990s010, Csa09g002400, Csa06g025060
OG0000116	Carub.0002s1094.1.p, Carub.0002s1096.1.p	Csa05g068500, Csa00517s020, Csa07g028110, Csa05g067500
OG0000116	Carub.0008s0170.1.p	Csa20g078330, Csa11g065790, Csa20g078320, Csa18g003840
OG0000116	Carub.0008s2108.1.p	Csa02g067310, Csa18g033700, Csa11g094230
OG0000116	Carub.0006s2323.1.p	Csa05g089010, Csa08g023070, Csa20g048780, Csa13g031330, Csa20g048760, Csa09g048760, Csa06g021830, Csa09g048780, Csa18g002650
OG0000116	Carub.0006s0373.1.p	Csa08g059630, Csa20g006030, Csa13g006810
OG0000117	Carub.0004s2597.1.p	Csa05g006950, Csa04g056050, Csa04g061150, Csa06g049740
OG0000117	Carub.0004s2602.1.p	Csa07g015580, Csa16g016120, Csa05g006930, Csa04g061170, Csa04g061220, Csa04g061230, Csa06g049800, Csa05g006880
OG0000117	Carub.0004s2601.1.p	Csa06g049790, Csa04g061210
OG0000117	Carub.0004s2598.1.p	Csa06g049750, Csa04g061160
OG0000118	Carub.0007s3605.1.p	Csa08g043720
OG0000119	Carub.0007s2358.1.p	Csa10g027570, Csa12g046760, Csa11g030820
OG0000119	Carub.0004s2574.1.p	Csa06g049670, Csa04g061080
OG0000119	Carub.0004s1931.1.p	Csa06g040100, Csa04g050960
OG0000119	Carub.0004s1440.1.p	Csa04g065500, Csa05g002750
OG0000119	Carub.0005s2945.1.p	Csa07g001880, Csa16g001870
OG0000120	Carub.0001s0085.1.p	Csa17g001840, Csa03g001830, Csa14g001750
OG0000120	Carub.0006s3612.1.p	Csa13g056270, Csa02g002230, Csa08g053430
OG0000120	Carub.0008s1340.1.p	Csa18g024230, Csa11g085060, Csa02g049550
OG0000120	Carub.0004s1158.1.p	Csa05g033290, Csa07g012710, Csa16g014450
OG0000120	Carub.0005s2840.1.p	Csa16g003790, Csa07g002980, Csa05g093780
OG0000120	Carub.0004s2911.1.p	Csa05g002790, Csa04g065460, Csa06g052900
OG0000121	Carub.0002s2274.1.p	Csa07g047380, Csa09g080580, Csa16g039940
OG0000121	Carub.0002s0817.1.p	Csa07g023910, Csa05g060830
OG0000121	Carub.0002s1189.1.p	Csa05g073660, Csa05g073650, Csa16g023280
