Orthogroup	Capsella_rubella	Arabis_alpina
OG0000160	Carub.0007s0174.1.p, Carub.0002s1680.1.p, Carub.0002s1679.1.p, Carub.0002s1672.1.p, Carub.0007s3660.1.p	AALP_AA3G080900
OG0000162	Carub.0005s0230.1.p, Carub.0005s0229.1.p	AALP_AA5G021400
OG0000163	Carub.0003s2684.1.p	AALP_AA5G054900
OG0000163	Carub.0003s2686.1.p, Carub.0003s2685.1.p	AALP_AAs50142U000100
OG0000164	Carub.0007s1952.1.p	AALP_AA7G044300
OG0000164	Carub.0006s3275.1.p	AALP_AA6G054500
OG0000164	Carub.0007s1957.1.p, Carub.0007s1956.1.p, Carub.0007s1955.1.p	AALP_AA7G043600, AALP_AA7G043500
OG0000164	Carub.0222s0003.1.p, Carub.0007s1953.1.p, Carub.0222s0001.1.p, Carub.0007s1954.1.p, Carub.0222s0002.1.p	AALP_AA7G044100, AALP_AA7G044000, AALP_AA7G043800, AALP_AA7G043700, AALP_AA7G043900
OG0000164	Carub.0006s3274.1.p	AALP_AA6G054300, AALP_AA6G054400
OG0000167	Carub.0003s0854.1.p	AALP_AA3G100200
OG0000167	Carub.0006s0130.1.p	AALP_AA8G018100
OG0000170	Carub.0004s1083.1.p	AALP_AAs58904U000400
OG0000171	Carub.0006s3359.1.p	AALP_AA6G045600
OG0000173	Carub.0004s0822.1.p, Carub.0002s1331.1.p, Carub.0002s1330.1.p	AALP_AA8G133900
OG0000173	Carub.0007s2769.1.p	AALP_AA8G211400
OG0000174	Carub.0002s1305.1.p	AALP_AA2G084400
OG0000174	Carub.0005s1256.1.p, Carub.0005s1255.1.p	AALP_AA6G352500
OG0000174	Carub.0005s0785.1.p, Carub.0005s0784.1.p, Carub.0005s2416.1.p	AALP_AA1G079200
OG0000179	Carub.0001s3641.1.p	AALP_AAs38949U000100
OG0000179	Carub.0007s0139.1.p	AALP_AA7G273500
OG0000179	Carub.0007s0839.1.p	AALP_AA3G060700, AALP_AA6G057700
OG0000180	Carub.0002s2247.1.p	AALP_AA2G198800
OG0000180	Carub.0001s1943.1.p	AALP_AA1G217500
OG0000180	Carub.0007s0557.1.p	AALP_AA3G325100, AALP_AA7G266800, AALP_AA7G217800
OG0000181	Carub.0007s2445.1.p, Carub.0004s1123.1.p, Carub.0013s0014.1.p	AALP_AA7G146600, AALP_AA8G466200, AALP_AAs50665U000400
OG0000182	Carub.0007s2566.1.p, Carub.0001s2951.1.p	AALP_AA1G317200
OG0000182	Carub.0008s0344.1.p	AALP_AA6G137600
OG0000182	Carub.0001s1435.1.p	AALP_AA5G011000
OG0000183	Carub.0005s1390.1.p	AALP_AA5G099500
OG0000183	Carub.0008s2243.1.p	AALP_AA8G447700
OG0000183	Carub.0005s1389.1.p	AALP_AA5G099400
OG0000183	Carub.0005s1388.1.p	AALP_AA5G099200
OG0000184	Carub.0001s1231.1.p, Carub.0001s1246.1.p, Carub.0001s1189.1.p, Carub.0001s1249.1.p, Carub.0001s1230.1.p	AALP_AA1G139600, AALP_AA1G139900, AALP_AA1G135600
OG0000186	Carub.0004s0798.1.p	AALP_AA1G296900
OG0000186	Carub.0001s2704.1.p, Carub.0001s2705.1.p	AALP_AA1G297000
OG0000189	Carub.0005s2592.1.p	AALP_AAs55242U000100
OG0000189	Carub.0005s2598.1.p	AALP_AA5G246900
OG0000189	Carub.0005s2591.1.p	AALP_AA5G245700, AALP_AAs42053U000100
OG0000189	Carub.0007s2832.1.p	AALP_AA5G246200
OG0000189	Carub.0002s0624.1.p	AALP_AA2G099400
OG0000190	Carub.0004s0495.1.p, Carub.0001s1238.1.p, Carub.0001s1239.1.p	AALP_AA1G138600
OG0000191	Carub.0008s1708.1.p	AALP_AA8G353900
OG0000191	Carub.0003s3405.1.p	AALP_AA3G361600
OG0000191	Carub.0007s1122.1.p	AALP_AA7G141400
OG0000191	Carub.0007s1121.1.p	AALP_AA3G361400, AALP_AA7G141900
OG0000192	Carub.0007s2328.1.p	AALP_AAs50902U000500
OG0000193	Carub.0001s3760.1.p	AALP_AA4G076200
OG0000193	Carub.0003s1753.1.p	AALP_AA3G202500
OG0000193	Carub.0002s1219.1.p	AALP_AA2G077900
OG0000193	Carub.0007s3276.1.p	AALP_AA6G357500
OG0000193	Carub.0006s1478.1.p	AALP_AA8G173600
OG0000195	Carub.0007s3022.1.p	AALP_AA1G164500, AALP_AA2G173800
OG0000197	Carub.0007s0514.1.p, Carub.0008s2422.1.p	AALP_AA8G466800
OG0000198	Carub.0005s1136.1.p, Carub.0005s1131.1.p, Carub.0005s1135.1.p	AALP_AA6G289400
OG0000199	Carub.0006s0232.1.p	AALP_AA8G027200
OG0000199	Carub.0003s0922.1.p, Carub.0003s0900.1.p	AALP_AA3G101800
OG0000200	Carub.0011s0006.1.p, Carub.0005s1704.1.p, Carub.0008s0661.1.p	AALP_AAs53541U000100, AALP_AA3G297300
OG0000201	Carub.0007s0893.1.p	AALP_AA7G175100
OG0000201	Carub.0007s0885.1.p	AALP_AA7G176400, AALP_AA7G280000
OG0000201	Carub.0003s1035.1.p	AALP_AA3G119800, AALP_AA3G119900
OG0000203	Carub.0006s0221.1.p	AALP_AA8G033100, AALP_AAs74908U000200, AALP_AA6G004200, AALP_AAs47945U000100, AALP_AA3G106200, AALP_AAs74908U000300, AALP_AA8G027500, AALP_AAs47945U000300, AALP_AAs43189U000100, AALP_AAs44809U000200, AALP_AAs66664U000100
OG0000205	Carub.0001s1377.1.p	AALP_AA1G154900
OG0000205	Carub.0003s2926.1.p, Carub.0003s2925.1.p	AALP_AA3G319400
OG0000206	Carub.0004s0689.1.p	AALP_AAs71639U000100, AALP_AAs67142U000200, AALP_AAs59711U000100
OG0000208	Carub.0005s1074.1.p, Carub.0005s1072.1.p, Carub.0005s1073.1.p, Carub.0005s1075.1.p, Carub.0005s1076.1.p	AALP_AA5G253900
OG0000210	Carub.0006s2746.1.p, Carub.0006s2745.1.p, Carub.0008s0405.1.p	AALP_AA6G305000
OG0000210	Carub.0004s1194.1.p, Carub.0004s1196.1.p, Carub.0004s1197.1.p, Carub.0004s1198.1.p	AALP_AA6G089700
OG0000211	Carub.0001s2065.1.p	AALP_AA1G229800
OG0000211	Carub.0001s2066.1.p, Carub.0001s2067.1.p	AALP_AA1G235400, AALP_AA7G067700
OG0000211	Carub.0001s2064.1.p	AALP_AA1G229100
OG0000212	Carub.0001s1624.1.p, Carub.0002s1565.1.p	AALP_AAs55280U000100
OG0000216	Carub.0003s1374.1.p	AALP_AA3G158000
OG0000217	Carub.0002s1824.1.p, Carub.0002s1825.1.p, Carub.0005s0674.1.p	AALP_AAs62413U000100, AALP_AA2G150100, AALP_AA2G146600, AALP_AA2G146800, AALP_AA2G146500, AALP_AA2G150000
OG0000217	Carub.0003s0465.1.p	AALP_AA1G197300, AALP_AA1G197100
OG0000218	Carub.0008s2379.1.p	AALP_AA8G462800
OG0000218	Carub.0006s0808.1.p, Carub.0001s0346.1.p	AALP_AA1G037000
OG0000220	Carub.0004s0244.1.p, Carub.0002s1281.1.p, Carub.0002s0827.1.p, Carub.0002s1277.1.p	AALP_AA4G092400
OG0000220	Carub.0007s2093.1.p	AALP_AA7G036700, AALP_AA7G035600
OG0000220	Carub.0007s2094.1.p	AALP_AAs42715U000100, AALP_AAs48788U000100
OG0000223	Carub.0003s2048.1.p	AALP_AA3G234500
OG0000223	Carub.0008s1582.1.p	AALP_AA8G339300
OG0000223	Carub.0002s1327.1.p, Carub.0120s0002.1.p, Carub.0002s1325.1.p, Carub.0007s1416.1.p	AALP_AA7G100300
OG0000225	Carub.0007s3379.1.p	AALP_AA5G110900, AALP_AAs55388U000100, AALP_AA4G146600, AALP_AAs46730U000200
OG0000225	Carub.0007s2554.1.p, Carub.0007s3494.1.p, Carub.0007s3490.1.p, Carub.0007s3512.1.p	AALP_AA5G265900
OG0000226	Carub.0001s2374.1.p, Carub.0001s2373.1.p, Carub.0006s2778.1.p, Carub.0006s2777.1.p, Carub.0002s1671.1.p, Carub.0007s3135.1.p, Carub.0350s0001.1.p, Carub.0006s2752.1.p, Carub.0006s1321.1.p, Carub.0006s1320.1.p, Carub.0006s1319.1.p	AALP_AA6G341800, AALP_AAs45238U000100
OG0000227	Carub.0004s1130.1.p, Carub.0006s0552.1.p, Carub.0007s3106.1.p, Carub.0007s3105.1.p	AALP_AA5G116800, AALP_AA8G063200, AALP_AAs48794U000300, AALP_AA5G116100
OG0000228	Carub.0007s1779.1.p	AALP_AA7G063900
OG0000228	Carub.0006s3683.1.p	AALP_AA6G005800
OG0000228	Carub.0001s0060.1.p	AALP_AA1G005400
OG0000228	Carub.0004s2866.1.p	AALP_AA4G249600
OG0000229	Carub.0006s3338.1.p, Carub.0006s3341.1.p, Carub.0007s2914.1.p, Carub.0006s3337.1.p	AALP_AA6G211300
OG0000230	Carub.0001s2796.1.p	AALP_AA1G305100
OG0000230	Carub.0001s2792.1.p, Carub.0001s2794.1.p	AALP_AA1G304900
OG0000232	Carub.0001s3443.1.p, Carub.0008s1683.1.p, Carub.0008s1682.1.p	AALP_AA5G060400, AALP_AA1G328600, AALP_AA1G328100
OG0000234	Carub.0002s2523.1.p	AALP_AA2G226700
OG0000234	Carub.0002s2527.1.p	AALP_AA2G227300, AALP_AA2G227200
OG0000234	Carub.0001s1693.1.p, Carub.0001s1692.1.p	AALP_AA1G190000
OG0000234	Carub.0002s2525.1.p	AALP_AA2G227000
OG0000235	Carub.0003s1432.1.p	AALP_AA3G164500
OG0000235	Carub.0002s1139.1.p	AALP_AA3G164800
OG0000236	Carub.0001s3699.1.p, Carub.0001s3657.1.p, Carub.0001s3648.1.p, Carub.0001s3650.1.p, Carub.0001s3654.1.p	AALP_AA3G340700
OG0000237	Carub.0003s3241.1.p, Carub.0004s0252.1.p, Carub.0003s3007.1.p, Carub.0001s4236.1.p, Carub.0007s0113.1.p	AALP_AA7G246000
OG0000238	Carub.0008s2590.1.p, Carub.0008s2589.1.p, Carub.0002s2396.1.p	AALP_AA8G484300, AALP_AA8G484000
OG0000238	Carub.0008s2591.1.p, Carub.0008s2592.1.p	AALP_AA8G484400
OG0000239	Carub.0008s0155.1.p	AALP_AA3G091400
OG0000240	Carub.0004s0143.1.p	AALP_AA6G292500
OG0000240	Carub.0007s0182.1.p	AALP_AA7G277600
OG0000240	Carub.0006s0872.1.p	AALP_AA8G100400
OG0000240	Carub.0004s2716.1.p	AALP_AA4G235100
OG0000241	Carub.0001s4320.1.p	AALP_AA7G029700
OG0000241	Carub.0001s4355.1.p, Carub.0006s3323.1.p, Carub.0006s1895.1.p, Carub.0007s3174.1.p	AALP_AA3G105100
OG0000242	Carub.0007s2064.1.p, Carub.0007s2065.1.p	AALP_AA7G032200, AALP_AA7G032100, AALP_AA7G032000
OG0000242	Carub.0001s2461.1.p, Carub.0001s2462.1.p, Carub.0001s2460.1.p, Carub.0001s2463.1.p, Carub.0001s2459.1.p	AALP_AA8G474200
OG0000245	Carub.0007s2005.1.p, Carub.0002s1167.1.p	AALP_AA7G037900
OG0000245	Carub.0003s1133.1.p	AALP_AA3G129900
OG0000245	Carub.0007s2006.1.p	AALP_AA7G037600
OG0000249	Carub.0027s0001.1.p, Carub.0002s0847.1.p, Carub.0006s2603.1.p, Carub.0016s0011.1.p, Carub.0006s2616.1.p	AALP_AAs65934U000100
OG0000250	Carub.0006s1454.1.p, Carub.0006s1093.1.p, Carub.0006s1092.1.p	AALP_AA8G125200, AALP_AAs42612U000100
OG0000251	Carub.0005s0856.1.p, Carub.0005s0855.1.p	AALP_AA2G073600
OG0000251	Carub.0007s2660.1.p, Carub.0007s2663.1.p, Carub.0007s2665.1.p	AALP_AA5G063100, AALP_AAs50902U000700
OG0000252	Carub.0001s2188.1.p	AALP_AA1G244300, AALP_AA1G244500
OG0000252	Carub.0001s2191.1.p, Carub.0001s2190.1.p	AALP_AA1G244400
OG0000252	Carub.0001s2189.1.p	AALP_AA1G244100
OG0000252	Carub.0001s2193.1.p	AALP_AA1G282400, AALP_AA1G244800, AALP_AA1G244700, AALP_AA1G244600
OG0000253	Carub.0008s0693.1.p	AALP_AA1G341500, AALP_AA1G317600, AALP_AA1G201400, AALP_AA8G028900, AALP_AAs59482U000200, AALP_AA8G267400, AALP_AAs39677U000100
OG0000258	Carub.0005s0642.1.p	AALP_AA5G049700
OG0000258	Carub.0001s1294.1.p	AALP_AA1G145400
OG0000258	Carub.0005s0340.1.p	AALP_AA3G297100
OG0000259	Carub.0001s3274.1.p, Carub.0001s3273.1.p	AALP_AA7G232300
OG0000261	Carub.0003s2581.1.p, Carub.0006s2875.1.p, Carub.0006s2876.1.p, Carub.0007s3081.1.p, Carub.0006s2877.1.p, Carub.0006s2878.1.p, Carub.0009s0008.1.p, Carub.0003s2516.1.p, Carub.0003s2103.1.p	AALP_AA3G242800
OG0000262	Carub.0002s2559.1.p	AALP_AA1G333400
OG0000264	Carub.0002s1085.1.p, Carub.0002s1079.1.p, Carub.0002s1087.1.p, Carub.0002s1078.1.p, Carub.0002s1086.1.p, Carub.0002s1089.1.p, Carub.0002s1082.1.p, Carub.0002s1088.1.p, Carub.0002s1090.1.p, Carub.0002s1091.1.p, Carub.0002s1081.1.p, Carub.0002s1083.1.p, Carub.0002s1092.1.p	AALP_AA5G222300
OG0000265	Carub.0002s0783.1.p	AALP_AA4G000500
OG0000265	Carub.0006s3514.1.p	AALP_AA1G018800
OG0000266	Carub.0006s0725.1.p	AALP_AA8G080500, AALP_AA8G080400
OG0000266	Carub.0006s2114.1.p, Carub.0006s2113.1.p, Carub.0006s2115.1.p	AALP_AA3G212500, AALP_AA3G212600
OG0000267	Carub.0008s0839.1.p, Carub.0003s0523.1.p	AALP_AA3G057200, AALP_AA7G160600, AALP_AA7G160500
OG0000268	Carub.0003s3187.1.p	AALP_AA2G102500
OG0000268	Carub.0004s2695.1.p	AALP_AA4G232600
OG0000270	Carub.0002s0460.1.p	AALP_AAs39864U000300, AALP_AA6G048800
OG0000270	Carub.0002s0464.1.p	AALP_AA6G048900
OG0000270	Carub.0002s0465.1.p	AALP_AAs39864U000400, AALP_AA6G049000
OG0000272	Carub.0001s2223.1.p	AALP_AA1G247500
OG0000272	Carub.0002s1867.1.p, Carub.0002s1866.1.p	AALP_AA2G150200
OG0000273	Carub.0004s0768.1.p	AALP_AA6G239500
OG0000273	Carub.0004s0502.1.p, Carub.0003s2493.1.p, Carub.0002s0636.1.p, Carub.0008s0816.1.p	AALP_AA1G116300, AALP_AA6G044400
OG0000275	Carub.0003s2186.1.p, Carub.0003s2187.1.p, Carub.0008s0470.1.p, Carub.0003s2185.1.p, Carub.0005s0435.1.p, Carub.0003s2893.1.p	AALP_AA3G251800, AALP_AA3G251700
OG0000275	Carub.0007s2671.1.p, Carub.0007s2668.1.p	AALP_AAs61551U000200, AALP_AAs61551U000100
OG0000276	Carub.0001s4455.1.p	AALP_AA4G004900
OG0000276	Carub.0005s0777.1.p, Carub.0005s1070.1.p, Carub.0227s0001.1.p	AALP_AA8G203400
OG0000278	Carub.0030s0003.1.p, Carub.0008s1551.1.p	AALP_AAs42753U000300
OG0000278	Carub.0004s2249.1.p	AALP_AA4G189500
OG0000279	Carub.0001s4154.1.p	AALP_AA7G042100, AALP_AA2G117500
OG0000280	Carub.0004s1860.1.p	AALP_AA4G138400
OG0000280	Carub.0004s1864.1.p, Carub.0004s1863.1.p	AALP_AA4G138700, AALP_AA4G138500
OG0000280	Carub.0004s1861.1.p, Carub.0004s1862.1.p	AALP_AA4G138600
OG0000281	Carub.0002s2443.1.p	AALP_AA2G217300
OG0000281	Carub.0002s2442.1.p	AALP_AA2G217100
OG0000281	Carub.0003s3339.1.p	AALP_AA7G176100, AALP_AA7G175700
OG0000281	Carub.0002s0181.1.p, Carub.0002s0178.1.p	AALP_AA2G007600
OG0000282	Carub.0006s1333.1.p	AALP_AA8G155000
OG0000282	Carub.0001s2403.1.p	AALP_AA1G280300
OG0000282	Carub.0005s0740.1.p	AALP_AA5G056500
OG0000282	Carub.0007s3587.1.p	AALP_AA6G341300
OG0000287	Carub.0006s2727.1.p, Carub.0006s2728.1.p	AALP_AA6G200400
OG0000287	Carub.0009s0006.1.p	AALP_AA3G314000
OG0000287	Carub.0005s1531.1.p, Carub.0005s1532.1.p, Carub.0005s1536.1.p, Carub.0005s1534.1.p, Carub.0005s1535.1.p	AALP_AAs67539U000600
OG0000288	Carub.0004s0343.1.p	AALP_AA6G274800
OG0000288	Carub.0003s1329.1.p	AALP_AA3G152600
OG0000288	Carub.0001s4363.1.p	AALP_AA4G011800
OG0000288	Carub.0006s2293.1.p	AALP_AA8G426700
OG0000288	Carub.0006s0935.1.p	AALP_AA8G104100
OG0000289	Carub.0004s0896.1.p, Carub.0004s1094.1.p, Carub.0004s0097.1.p, Carub.0007s2762.1.p, Carub.0004s1095.1.p, Carub.0004s1092.1.p, Carub.0004s0098.1.p, Carub.0004s1093.1.p, Carub.0004s1067.1.p, Carub.0001s3070.1.p, Carub.0001s3069.1.p, Carub.0001s3068.1.p, Carub.0008s0973.1.p, Carub.0008s2041.1.p	AALP_AA1G225000
OG0000290	Carub.0005s2961.1.p	AALP_AA5G290300
OG0000290	Carub.0004s3059.1.p	AALP_AA4G270200
OG0000290	Carub.0001s0614.1.p	AALP_AA1G066100
OG0000291	Carub.0008s1431.1.p	AALP_AA8G323600
OG0000291	Carub.0006s2833.1.p, Carub.0006s2836.1.p, Carub.0006s2835.1.p, Carub.0006s2837.1.p, Carub.0006s2834.1.p, Carub.0006s2789.1.p, Carub.0008s1429.1.p	AALP_AA8G323200
OG0000293	Carub.0004s1041.1.p	AALP_AA3G091300
OG0000296	Carub.0003s2589.1.p	AALP_AA2G247400
OG0000296	Carub.0001s3122.1.p	AALP_AA6G119000
OG0000296	Carub.0001s4015.1.p, Carub.0001s4014.1.p, Carub.0001s4013.1.p	AALP_AA7G279300, AALP_AA4G046900
OG0000297	Carub.0001s2841.1.p, Carub.0001s2840.1.p	AALP_AA1G309500, AALP_AA8G487300
OG0000298	Carub.0001s0177.1.p	AALP_AA1G019500
OG0000299	Carub.0006s1812.1.p	AALP_AA8G217400, AALP_AA8G217300
OG0000300	Carub.0004s1966.1.p	AALP_AA4G153600
OG0000300	Carub.0006s3474.1.p, Carub.0006s3473.1.p	AALP_AA6G031500, AALP_AA6G031600
OG0000302	Carub.0001s1998.1.p	AALP_AA1G223400
OG0000302	Carub.0001s1995.1.p	AALP_AA1G222800
OG0000302	Carub.0001s1997.1.p	AALP_AA1G223300
OG0000302	Carub.0005s1249.1.p	AALP_AA1G223100
OG0000302	Carub.0001s1996.1.p	AALP_AA1G222900, AALP_AA1G223000
OG0000303	Carub.0001s0355.1.p	AALP_AA1G037900
OG0000303	Carub.0004s0728.1.p, Carub.0008s2022.1.p	AALP_AA8G388900
OG0000303	Carub.0008s2021.1.p	AALP_AA8G389000
OG0000304	Carub.0001s1571.1.p	AALP_AAs44791U000100
OG0000306	Carub.0025s0008.1.p, Carub.0003s1390.1.p	AALP_AA3G159100, AALP_AAs73856U000200
OG0000306	Carub.0001s4326.1.p	AALP_AA4G021700
OG0000307	Carub.0004s1906.1.p, Carub.0004s1907.1.p	AALP_AA4G145300
OG0000307	Carub.0005s1999.1.p	AALP_AA5G165800
OG0000308	Carub.0007s2481.1.p	AALP_AA8G260200
OG0000308	Carub.0001s2350.1.p	AALP_AA1G260600
OG0000308	Carub.0006s1438.1.p	AALP_AA8G168900
OG0000310	Carub.0005s1448.1.p	AALP_AA5G104300
OG0000311	Carub.0008s0320.1.p	AALP_AAs66747U000700
OG0000311	Carub.0003s2598.1.p, Carub.0007s2813.1.p, Carub.0007s2812.1.p	AALP_AAs72129U000100
OG0000314	Carub.0003s1314.1.p	AALP_AA3G149600
OG0000314	Carub.0003s1315.1.p	AALP_AA3G150200, AALP_AA3G150400, AALP_AA3G149700
OG0000315	Carub.0002s0080.1.p	AALP_AA3G321000
OG0000316	Carub.0001s1835.1.p, Carub.0001s1834.1.p	AALP_AA1G205500, AALP_AA7G248400
OG0000316	Carub.0007s3737.1.p, Carub.0003s1048.1.p, Carub.0002s2120.1.p	AALP_AA2G185100
OG0000317	Carub.0003s1535.1.p	AALP_AA3G176300
OG0000317	Carub.0001s4182.1.p	AALP_AA4G034200
OG0000317	Carub.0004s2083.1.p	AALP_AA4G170200
OG0000318	Carub.0004s2623.1.p	AALP_AA4G226200
OG0000318	Carub.0005s2646.1.p, Carub.0005s2644.1.p, Carub.0005s2645.1.p	AALP_AA5G251600, AALP_AA5G251500
OG0000318	Carub.0005s2642.1.p	AALP_AA5G251200, AALP_AA5G251300
OG0000319	Carub.0005s2686.1.p	AALP_AA1G050700, AALP_AA5G255400
OG0000319	Carub.0008s0362.1.p	AALP_AA5G109000
OG0000319	Carub.0004s2703.1.p	AALP_AA4G233400
OG0000322	Carub.0001s2311.1.p, Carub.0001s2313.1.p, Carub.0001s2312.1.p	AALP_AAs47394U000100, AALP_AA3G272000, AALP_AA1G257400, AALP_AA3G330000, AALP_AA1G257200
OG0000323	Carub.0004s1138.1.p, Carub.0004s1146.1.p	AALP_AAs65934U000400
OG0000324	Carub.0008s0689.1.p	AALP_AA2G093400
OG0000325	Carub.0001s3889.1.p, Carub.0005s0492.1.p	AALP_AA1G144100
OG0000327	Carub.0007s2673.1.p	AALP_AAs61551U000700
OG0000327	Carub.0004s1919.1.p	AALP_AA4G146800
OG0000328	Carub.0006s3153.1.p, Carub.0006s3152.1.p	AALP_AA6G288300
OG0000328	Carub.0006s3151.1.p	AALP_AA6G183500
OG0000329	Carub.0001s0380.1.p	AALP_AA1G040200
OG0000329	Carub.0005s0947.1.p, Carub.0005s0932.1.p	AALP_AA5G068800
OG0000329	Carub.0006s1928.1.p	AALP_AA8G231200
OG0000330	Carub.0003s2891.1.p	AALP_AA3G316000
OG0000330	Carub.0008s2062.1.p	AALP_AA8G394700
OG0000332	Carub.0004s0255.1.p	AALP_AA6G283800
OG0000332	Carub.0007s0631.1.p, Carub.0225s0001.1.p	AALP_AA7G209600
OG0000333	Carub.0004s1610.1.p	AALP_AA4G109200, AALP_AA2G243100, AALP_AA4G109300
OG0000333	Carub.0001s2814.1.p, Carub.0001s2813.1.p, Carub.0001s2815.1.p	AALP_AA1G306800, AALP_AA1G306700
OG0000334	Carub.0003s0860.1.p	AALP_AA3G100700
OG0000334	Carub.0006s0142.1.p, Carub.0005s2181.1.p, Carub.0004s2144.1.p	AALP_AA8G015700
OG0000335	Carub.0004s1760.1.p	AALP_AAs58241U000100
OG0000336	Carub.0007s3693.1.p, Carub.0007s3690.1.p, Carub.0007s3692.1.p	AALP_AA6G347300, AALP_AA6G347400
OG0000337	Carub.0007s2679.1.p	AALP_AAs65529U000100
OG0000337	Carub.0003s2230.1.p	AALP_AA8G053900
OG0000337	Carub.0002s0248.1.p	AALP_AA8G178300
OG0000338	Carub.0003s0158.1.p	AALP_AA3G018700
OG0000338	Carub.0006s1416.1.p	AALP_AA8G167200, AALP_AA8G167100
OG0000338	Carub.0008s1411.1.p	AALP_AA8G321300
OG0000338	Carub.0007s3711.1.p	AALP_AA6G347700
OG0000339	Carub.0006s2465.1.p, Carub.0006s2523.1.p	AALP_AA1G286100
OG0000340	Carub.0005s0897.1.p, Carub.0007s2035.1.p, Carub.0007s2041.1.p	AALP_AA7G224300
OG0000341	Carub.0001s3687.1.p, Carub.0012s0011.1.p, Carub.0001s3398.1.p, Carub.0008s0742.1.p, Carub.0008s0745.1.p, Carub.0004s0702.1.p, Carub.0045s0002.1.p, Carub.0025s0004.1.p, Carub.0006s2622.1.p, Carub.0076s0001.1.p, Carub.0016s0007.1.p, Carub.0016s0013.1.p, Carub.0005s0850.1.p	AALP_AAs65394U000300, AALP_AA3G177000
OG0000342	Carub.0005s0070.1.p, Carub.0001s1463.1.p	AALP_AA1G168500
OG0000342	Carub.0001s2540.1.p	AALP_AA1G266900
OG0000343	Carub.0002s2005.1.p	AALP_AA5G065900, AALP_AA2G169600, AALP_AA5G065800, AALP_AA2G169300, AALP_AAs43812U000100
OG0000344	Carub.0007s3095.1.p	AALP_AAs39707U000100, AALP_AAs70579U000100, AALP_AAs60086U000100, AALP_AAs54433U000100, AALP_AAs40229U000100
OG0000345	Carub.0007s0706.1.p	AALP_AA7G199700
OG0000345	Carub.0002s1859.1.p	AALP_AA2G149900
OG0000345	Carub.0001s3235.1.p	AALP_AA1G347300
OG0000346	Carub.0002s2619.1.p	AALP_AA2G243400
OG0000346	Carub.0002s2617.1.p	AALP_AA2G243200
OG0000346	Carub.0002s2616.1.p	AALP_AA1G283800
OG0000346	Carub.0002s2620.1.p	AALP_AA2G243500
OG0000347	Carub.0001s0400.1.p	AALP_AA1G041700
OG0000347	Carub.0004s1456.1.p	AALP_AA6G065800
OG0000347	Carub.0001s0399.1.p	AALP_AA1G041800
OG0000348	Carub.0001s4198.1.p	AALP_AA4G071200, AALP_AAs51730U000100
OG0000350	Carub.0003s1676.1.p	AALP_AA3G193000
OG0000350	Carub.0006s1619.1.p	AALP_AA8G193800
OG0000351	Carub.0003s1885.1.p	AALP_AA3G216900
OG0000352	Carub.0001s1667.1.p, Carub.0002s0493.1.p, Carub.0002s0480.1.p	AALP_AA6G317900
OG0000353	Carub.0006s0179.1.p, Carub.0005s1130.1.p, Carub.0004s0627.1.p, Carub.0006s0178.1.p, Carub.0001s4064.1.p, Carub.0001s4063.1.p, Carub.0006s0181.1.p	AALP_AA8G020700
OG0000354	Carub.0008s2238.1.p	AALP_AA8G447400
OG0000354	Carub.0006s0638.1.p	AALP_AA8G069500
OG0000354	Carub.0006s0639.1.p	AALP_AA8G069600
OG0000354	Carub.0006s0640.1.p	AALP_AA8G069700
OG0000355	Carub.0006s3435.1.p	AALP_AA6G037900
OG0000356	Carub.0005s1984.1.p, Carub.0005s1982.1.p	AALP_AA5G163900
OG0000356	Carub.0005s1983.1.p	AALP_AA5G164300
OG0000357	Carub.0006s2271.1.p	AALP_AA8G425100
OG0000357	Carub.0007s0918.1.p	AALP_AA8G037400
OG0000359	Carub.0003s0387.1.p, Carub.0002s0413.1.p, Carub.0009s0010.1.p	AALP_AAs74393U000200
OG0000360	Carub.0003s2508.1.p	AALP_AA3G287800
OG0000360	Carub.0007s2946.1.p	AALP_AA3G285000
OG0000360	Carub.0008s0862.1.p	AALP_AA6G091900
OG0000360	Carub.0003s0653.1.p	AALP_AA3G068900
OG0000361	Carub.0002s1640.1.p, Carub.0002s1639.1.p	AALP_AAs58191U000100, AALP_AA2G257100
OG0000362	Carub.0006s1933.1.p	AALP_AA7G031700
OG0000363	Carub.0003s3402.1.p	AALP_AA3G361000
OG0000364	Carub.0003s2065.1.p	AALP_AA3G238600
OG0000364	Carub.0008s1490.1.p	AALP_AA8G331000
OG0000364	Carub.0007s1364.1.p	AALP_AA7G106700
OG0000365	Carub.0001s4034.1.p, Carub.0002s0303.1.p, Carub.0001s4179.1.p	AALP_AA4G045000
OG0000366	Carub.0002s0474.1.p, Carub.0007s2704.1.p, Carub.0007s2701.1.p, Carub.0007s2702.1.p, Carub.0004s0451.1.p, Carub.0007s3226.1.p, Carub.0004s1631.1.p, Carub.0006s1461.1.p, Carub.0007s3269.1.p	AALP_AA6G322200
OG0000367	Carub.0005s2372.1.p	AALP_AA5G212600
OG0000368	Carub.0001s0187.1.p	AALP_AA1G020000, AALP_AA6G208700
OG0000369	Carub.0004s1308.1.p, Carub.0006s2658.1.p, Carub.0004s1307.1.p	AALP_AA6G079600, AALP_AA6G079700, AALP_AA8G130200
OG0000369	Carub.0001s0525.1.p	AALP_AA1G056000
OG0000369	Carub.0004s1283.1.p	AALP_AA6G082100
OG0000370	Carub.0004s2947.1.p	AALP_AA4G257300
