Orthogroup	Capsella_rubella	Tarenaya_hassleriana
OG0000157	Carub.0007s1452.1.p, Carub.0005s0547.1.p, Carub.0001s4255.1.p, Carub.0004s0932.1.p, Carub.0008s1441.1.p	Th2v22269
OG0000159	Carub.0001s1313.1.p, Carub.0005s1086.1.p, Carub.0001s1339.1.p, Carub.0007s2881.1.p, Carub.0007s2883.1.p	Th2v22006, Th2v28730, Th2v06471, Th2v15168, Th2v28732
OG0000160	Carub.0007s0174.1.p, Carub.0002s1680.1.p, Carub.0002s1679.1.p, Carub.0002s1672.1.p, Carub.0007s3660.1.p	Th2v24972
OG0000162	Carub.0005s0230.1.p, Carub.0005s0229.1.p, Carub.0005s0223.1.p, Carub.0005s0226.1.p, Carub.0005s0224.1.p, Carub.0005s0225.1.p, Carub.0002s0670.1.p	Th2v06156, Th2v14863
OG0000163	Carub.0003s2677.1.p, Carub.0003s2679.1.p, Carub.0003s2684.1.p, Carub.0003s2683.1.p, Carub.0003s2682.1.p, Carub.0003s2686.1.p, Carub.0003s2685.1.p	Th2v08546, Th2v08545, Th2v25209, Th2v25210
OG0000164	Carub.0007s1952.1.p, Carub.0006s3275.1.p, Carub.0007s1957.1.p, Carub.0007s1956.1.p, Carub.0007s1955.1.p, Carub.0222s0003.1.p, Carub.0007s1953.1.p, Carub.0222s0001.1.p, Carub.0007s1954.1.p, Carub.0222s0002.1.p, Carub.0006s3272.1.p, Carub.0006s3274.1.p, Carub.0006s3273.1.p	Th2v04403
OG0000166	Carub.0003s0498.1.p, Carub.0003s2902.1.p, Carub.0003s2899.1.p, Carub.0003s2900.1.p, Carub.0003s1030.1.p, Carub.0001s3297.1.p, Carub.0003s1037.1.p	Th2v11191, Th2v11196
OG0000167	Carub.0003s1192.1.p, Carub.0001s1584.1.p	Th2v10163
OG0000167	Carub.0003s0854.1.p, Carub.0006s0129.1.p, Carub.0006s0130.1.p	Th2v14287, Th2v22112, Th2v09213, Th2v17748, Th2v12608, Th2v08924, Th2v14466
OG0000170	Carub.0004s1083.1.p, Carub.0006s2795.1.p, Carub.0006s2796.1.p, Carub.0006s2798.1.p, Carub.0006s2797.1.p, Carub.0004s1084.1.p, Carub.0002s1306.1.p, Carub.0002s1308.1.p, Carub.0008s2398.1.p, Carub.0008s1380.1.p	Th2v07254
OG0000171	Carub.0106s0002.1.p, Carub.0006s3356.1.p, Carub.0006s3359.1.p, Carub.0006s3357.1.p, Carub.0006s3358.1.p, Carub.0006s3302.1.p, Carub.0007s2782.1.p, Carub.0007s2784.1.p, Carub.0007s2783.1.p, Carub.0006s3362.1.p, Carub.0006s3360.1.p, Carub.0008s1779.1.p, Carub.0006s3361.1.p	Th2v16193
OG0000173	Carub.0002s0441.1.p, Carub.0002s0435.1.p, Carub.0004s0822.1.p, Carub.0002s1331.1.p, Carub.0002s1330.1.p, Carub.0007s2769.1.p	Th2v11970, Th2v11980, Th2v23790, Th2v23791, Th2v27370, Th2v27371, Th2v23793, Th2v27369, Th2v11934, Th2v12111
OG0000174	Carub.0002s1305.1.p, Carub.0005s1254.1.p, Carub.0005s1256.1.p, Carub.0005s1255.1.p, Carub.0005s0785.1.p, Carub.0005s0784.1.p, Carub.0005s2416.1.p	Th2v00511
OG0000178	Carub.0001s0529.1.p, Carub.0003s2555.1.p, Carub.0001s0530.1.p, Carub.0007s1353.1.p	Th2v08177, Th2v08160, Th2v08159
OG0000180	Carub.0002s2247.1.p, Carub.0001s1943.1.p	Th2v04154, Th2v30638
OG0000180	Carub.0003s3030.1.p	Th2v03266
OG0000180	Carub.0007s0557.1.p	Th2v02305, Th2v02524, Th2v12572
OG0000182	Carub.0007s2566.1.p, Carub.0001s2951.1.p, Carub.0008s0344.1.p	Th2v16609
OG0000182	Carub.0001s1435.1.p	Th2v00065
OG0000183	Carub.0005s1390.1.p	Th2v13988
OG0000183	Carub.0172s0002.1.p, Carub.0008s2243.1.p, Carub.0005s1389.1.p, Carub.0005s1388.1.p	Th2v13987
OG0000186	Carub.0001s2703.1.p, Carub.0001s2994.1.p, Carub.0001s3030.1.p, Carub.0370s0001.1.p, Carub.0001s3028.1.p, Carub.0001s3029.1.p, Carub.0001s2706.1.p, Carub.0004s0798.1.p, Carub.0001s2704.1.p, Carub.0001s2705.1.p	Th2v01307, Th2v01308
OG0000190	Carub.0001s1235.1.p, Carub.0001s1237.1.p, Carub.0001s1236.1.p, Carub.0004s0495.1.p, Carub.0001s1238.1.p, Carub.0001s1239.1.p	Th2v06034, Th2v14743, Th2v06035, Th2v14744, Th2v20539, Th2v20540
OG0000191	Carub.0008s1708.1.p	Th2v02188, Th2v01645, Th2v12490
OG0000191	Carub.0003s3405.1.p, Carub.0007s1122.1.p	Th2v02189
OG0000191	Carub.0003s3404.1.p, Carub.0007s1121.1.p	Th2v01644, Th2v09531
OG0000192	Carub.0007s2328.1.p	Th2v27159
OG0000192	Carub.0001s0158.1.p	Th2v16340
OG0000192	Carub.0004s2973.1.p	Th2v07247, Th2v12980, Th2v22680
OG0000193	Carub.0001s3760.1.p, Carub.0003s1753.1.p	Th2v25548, Th2v26332, Th2v27637
OG0000193	Carub.0002s1219.1.p, Carub.0007s3276.1.p	Th2v00554, Th2v06285, Th2v14986
OG0000193	Carub.0006s1478.1.p	Th2v18588
OG0000194	Carub.0004s0485.1.p, Carub.0004s0484.1.p, Carub.0004s0486.1.p, Carub.0003s2674.1.p, Carub.0008s0809.1.p, Carub.0004s2270.1.p, Carub.0005s0831.1.p	Th2v06734
OG0000197	Carub.0007s0514.1.p, Carub.0008s2422.1.p, Carub.0008s2423.1.p, Carub.0008s1317.1.p, Carub.0008s0802.1.p, Carub.0008s1315.1.p, Carub.0004s0795.1.p	Th2v02682, Th2v02690, Th2v02687, Th2v02681, Th2v02692, Th2v29030, Th2v02691, Th2v02689, Th2v19142, Th2v20319, Th2v19150, Th2v19149, Th2v30073, Th2v19768, Th2v19769
OG0000199	Carub.0008s2063.1.p, Carub.0005s1191.1.p	Th2v18809, Th2v17860, Th2v21277
OG0000199	Carub.0006s0232.1.p, Carub.0003s0922.1.p, Carub.0003s0900.1.p, Carub.0005s2019.1.p	Th2v14614
OG0000201	Carub.0007s0893.1.p, Carub.0007s0885.1.p, Carub.0003s1035.1.p, Carub.0004s0425.1.p, Carub.0004s0431.1.p	Th2v12403, Th2v01847
OG0000203	Carub.0006s0221.1.p, Carub.0003s0897.1.p, Carub.0002s1559.1.p	Th2v16898, Th2v29156, Th2v29144, Th2v29157
OG0000205	Carub.0001s1377.1.p, Carub.0003s2926.1.p, Carub.0003s2925.1.p, Carub.0001s1376.1.p, Carub.0001s1379.1.p, Carub.0001s1378.1.p	Th2v28694
OG0000211	Carub.0001s2065.1.p, Carub.0007s3018.1.p, Carub.0001s2070.1.p, Carub.0001s2066.1.p, Carub.0001s2067.1.p, Carub.0001s2064.1.p	Th2v09832
OG0000212	Carub.0001s1624.1.p, Carub.0002s1565.1.p, Carub.0007s3131.1.p, Carub.0002s0549.1.p	Th2v30640, Th2v30741, Th2v25118, Th2v28038, Th2v28922, Th2v30164, Th2v29859, Th2v30142
OG0000214	Carub.0006s3230.1.p, Carub.0006s3239.1.p, Carub.0006s3238.1.p, Carub.0006s3235.1.p, Carub.0006s3237.1.p, Carub.0006s3233.1.p, Carub.0006s3231.1.p, Carub.0006s3232.1.p, Carub.0006s2699.1.p	Th2v04419, Th2v10796
OG0000216	Carub.0003s1374.1.p	Th2v23694, Th2v26123
OG0000216	Carub.0007s2293.1.p	Th2v07402, Th2v10676
OG0000216	Carub.0003s1414.1.p, Carub.0003s1413.1.p	Th2v00910
OG0000216	Carub.0002s2528.1.p	Th2v21096
OG0000218	Carub.0003s2769.1.p, Carub.0006s0806.1.p, Carub.0006s0807.1.p, Carub.0008s0501.1.p, Carub.0003s2768.1.p, Carub.0008s2379.1.p, Carub.0006s0808.1.p, Carub.0001s0346.1.p	Th2v08033, Th2v16117, Th2v19289, Th2v24582
OG0000219	Carub.0005s2785.1.p, Carub.0002s0802.1.p, Carub.0002s1314.1.p, Carub.0005s0920.1.p, Carub.0001s3631.1.p, Carub.0002s0801.1.p, Carub.0230s0002.1.p, Carub.0001s1285.1.p, Carub.0001s1284.1.p, Carub.0005s2783.1.p	Th2v04662, Th2v04663
OG0000220	Carub.0004s0244.1.p, Carub.0002s1281.1.p, Carub.0002s0827.1.p, Carub.0002s1277.1.p, Carub.0007s2093.1.p, Carub.0007s2094.1.p, Carub.0006s2747.1.p, Carub.0001s3795.1.p, Carub.0001s3796.1.p	Th2v24410, Th2v26018, Th2v31556, Th2v26019
OG0000222	Carub.0007s2650.1.p, Carub.0003s2166.1.p	Th2v26221
OG0000222	Carub.0001s1166.1.p, Carub.0002s0267.1.p	Th2v04921
OG0000222	Carub.0006s3217.1.p, Carub.0007s1920.1.p	Th2v04430
OG0000223	Carub.0003s2048.1.p	Th2v21819
OG0000223	Carub.0008s1582.1.p, Carub.0002s1327.1.p, Carub.0120s0002.1.p, Carub.0002s1325.1.p, Carub.0007s1416.1.p	Th2v09446, Th2v21656
OG0000226	Carub.0001s2374.1.p, Carub.0001s2373.1.p, Carub.0006s2778.1.p, Carub.0006s2777.1.p, Carub.0002s1671.1.p, Carub.0007s3135.1.p, Carub.0350s0001.1.p, Carub.0006s2752.1.p, Carub.0006s1321.1.p, Carub.0006s1320.1.p, Carub.0006s1319.1.p	Th2v07013
OG0000227	Carub.0004s1130.1.p, Carub.0006s0552.1.p, Carub.0007s3106.1.p, Carub.0007s3105.1.p, Carub.0005s0710.1.p, Carub.0001s2324.1.p	Th2v30189
OG0000228	Carub.0007s1779.1.p, Carub.0006s3683.1.p, Carub.0001s0060.1.p, Carub.0005s2812.1.p, Carub.0004s2866.1.p	Th2v07170, Th2v12873, Th2v22568, Th2v20231, Th2v20501, Th2v07809
OG0000229	Carub.0006s3338.1.p, Carub.0006s3341.1.p, Carub.0007s2914.1.p, Carub.0006s3337.1.p	Th2v04341
OG0000230	Carub.0001s2797.1.p, Carub.0001s2798.1.p	Th2v26562, Th2v26564
OG0000230	Carub.0001s2796.1.p, Carub.0001s2792.1.p, Carub.0001s2794.1.p, Carub.0001s2795.1.p	Th2v26563
OG0000234	Carub.0002s2523.1.p, Carub.0002s2527.1.p	Th2v10044
OG0000234	Carub.0001s1693.1.p, Carub.0001s1692.1.p, Carub.0002s2525.1.p	Th2v23289
OG0000235	Carub.0003s1432.1.p, Carub.0003s1436.1.p, Carub.0002s1139.1.p, Carub.0003s1434.1.p, Carub.0003s1435.1.p	Th2v00901, Th2v23742, Th2v23740, Th2v23741, Th2v27421
OG0000236	Carub.0001s3699.1.p, Carub.0001s3657.1.p, Carub.0001s3648.1.p, Carub.0001s3650.1.p, Carub.0001s3654.1.p	Th2v11181
OG0000237	Carub.0003s3241.1.p	Th2v12237, Th2v03017, Th2v21539
OG0000237	Carub.0004s0252.1.p	Th2v03091, Th2v12313
OG0000237	Carub.0003s3007.1.p	Th2v02534, Th2v02823
OG0000237	Carub.0001s4236.1.p	Th2v02322, Th2v03237, Th2v12547
OG0000238	Carub.0006s0860.1.p, Carub.0008s2590.1.p, Carub.0008s2589.1.p, Carub.0002s2396.1.p, Carub.0008s2591.1.p, Carub.0008s2592.1.p	Th2v11783, Th2v13634, Th2v13635
OG0000240	Carub.0004s0143.1.p, Carub.0007s0182.1.p	Th2v03187
OG0000240	Carub.0006s0872.1.p, Carub.0008s2582.1.p, Carub.0008s2583.1.p	Th2v13625, Th2v11779, Th2v31476
OG0000240	Carub.0004s2716.1.p	Th2v07107, Th2v18070, Th2v12770, Th2v22457
OG0000241	Carub.0001s4320.1.p	Th2v14446
OG0000241	Carub.0006s0698.1.p	Th2v04354
OG0000241	Carub.0006s0203.1.p	Th2v14448
OG0000241	Carub.0001s4355.1.p	Th2v08824
OG0000241	Carub.0006s3323.1.p	Th2v10763
OG0000242	Carub.0007s2064.1.p, Carub.0007s2065.1.p, Carub.0001s2461.1.p, Carub.0001s2462.1.p, Carub.0001s2460.1.p, Carub.0001s2463.1.p, Carub.0001s2459.1.p	Th2v04309, Th2v04310
OG0000245	Carub.0007s2005.1.p, Carub.0002s1167.1.p, Carub.0003s1133.1.p, Carub.0007s2006.1.p	Th2v10771
OG0000246	Carub.0006s2838.1.p, Carub.0006s3248.1.p, Carub.0003s2456.1.p, Carub.0003s2455.1.p	Th2v00475
OG0000247	Carub.0007s3555.1.p, Carub.0007s3558.1.p	Th2v09989
OG0000248	Carub.0004s1872.1.p	Th2v08838, Th2v20036
OG0000248	Carub.0004s2982.1.p	Th2v12985, Th2v22686, Th2v07255, Th2v27560
OG0000248	Carub.0006s3539.1.p, Carub.0001s0156.1.p	Th2v07889
OG0000250	Carub.0006s1454.1.p, Carub.0006s1093.1.p, Carub.0006s1092.1.p	Th2v09707
OG0000251	Carub.0005s0856.1.p, Carub.0005s0855.1.p, Carub.0007s2660.1.p, Carub.0007s2663.1.p, Carub.0007s2665.1.p	Th2v00717
OG0000252	Carub.0001s2192.1.p, Carub.0001s2188.1.p, Carub.0001s2191.1.p, Carub.0001s2190.1.p, Carub.0001s2189.1.p, Carub.0001s2193.1.p	Th2v21144, Th2v04200, Th2v27956
OG0000257	Carub.0002s0698.1.p, Carub.0002s0669.1.p, Carub.0001s0894.1.p, Carub.0001s0903.1.p	Th2v03799, Th2v28611, Th2v05070, Th2v06164, Th2v14869, Th2v24339
OG0000258	Carub.0005s0642.1.p	Th2v28926
OG0000258	Carub.0001s2483.1.p, Carub.0002s1525.1.p	Th2v24886
OG0000258	Carub.0001s1294.1.p, Carub.0005s0340.1.p	Th2v00183, Th2v06461, Th2v15159
OG0000259	Carub.0005s0810.1.p, Carub.0007s1290.1.p, Carub.0001s3274.1.p, Carub.0001s3273.1.p, Carub.0002s0121.1.p, Carub.0006s0250.1.p, Carub.0006s0247.1.p, Carub.0006s0248.1.p, Carub.0004s0236.1.p, Carub.0007s3750.1.p, Carub.0007s3746.1.p, Carub.0007s3747.1.p	Th2v20115, Th2v20116, Th2v20117, Th2v20118, Th2v20119
OG0000264	Carub.0002s1085.1.p, Carub.0002s1079.1.p, Carub.0002s1087.1.p, Carub.0002s1078.1.p, Carub.0002s1086.1.p, Carub.0002s1089.1.p, Carub.0002s1082.1.p, Carub.0002s1088.1.p, Carub.0002s1090.1.p, Carub.0002s1091.1.p, Carub.0002s1081.1.p, Carub.0002s1083.1.p, Carub.0002s1092.1.p, Carub.0003s2022.1.p	Th2v13204
OG0000265	Carub.0001s0850.1.p	Th2v05099
OG0000265	Carub.0005s2921.1.p	Th2v07320
OG0000265	Carub.0006s3514.1.p, Carub.0001s0166.1.p	Th2v16316
OG0000266	Carub.0006s0725.1.p, Carub.0006s2114.1.p, Carub.0006s2113.1.p, Carub.0006s2115.1.p	Th2v24131, Th2v11848, Th2v13802
OG0000267	Carub.0008s0839.1.p, Carub.0003s0523.1.p	Th2v11248
OG0000268	Carub.0008s0510.1.p, Carub.0004s2696.1.p, Carub.0004s2697.1.p, Carub.0003s3187.1.p, Carub.0004s2695.1.p, Carub.0007s3491.1.p	Th2v13146, Th2v12756, Th2v22444
OG0000269	Carub.0001s2217.1.p	Th2v27927
OG0000269	Carub.0001s3318.1.p, Carub.0006s2792.1.p	Th2v17153, Th2v04714
OG0000270	Carub.0002s0460.1.p, Carub.0002s0462.1.p, Carub.0002s0464.1.p, Carub.0002s0465.1.p	Th2v06114, Th2v14823, Th2v04983, Th2v20710
OG0000271	Carub.0008s0090.1.p, Carub.0008s0092.1.p, Carub.0008s0091.1.p, Carub.0008s0089.1.p	Th2v06834, Th2v15532
OG0000272	Carub.0001s2223.1.p, Carub.0006s0505.1.p, Carub.0007s2922.1.p, Carub.0002s1867.1.p, Carub.0002s1866.1.p	Th2v27919, Th2v30058
OG0000277	Carub.0001s0727.1.p, Carub.0001s0728.1.p, Carub.0008s2110.1.p, Carub.0001s0726.1.p	Th2v01062, Th2v01063, Th2v07596, Th2v15693, Th2v08316, Th2v08317, Th2v21249, Th2v18836, Th2v07737, Th2v15564
OG0000279	Carub.0006s3225.1.p	Th2v04426, Th2v16701
OG0000279	Carub.0002s0711.1.p	Th2v05079
OG0000279	Carub.0001s1158.1.p	Th2v04925, Th2v05997, Th2v14706, Th2v20611
OG0000279	Carub.0002s0271.1.p	Th2v20610
OG0000280	Carub.0004s1860.1.p, Carub.0004s1864.1.p, Carub.0004s1863.1.p, Carub.0004s1861.1.p, Carub.0004s1862.1.p	Th2v03647, Th2v11092, Th2v30056, Th2v11091, Th2v30054
OG0000281	Carub.0002s2443.1.p, Carub.0002s2442.1.p, Carub.0003s3339.1.p, Carub.0002s0179.1.p, Carub.0005s0434.1.p, Carub.0002s0181.1.p, Carub.0002s0178.1.p	Th2v04156
OG0000282	Carub.0006s1333.1.p	Th2v23117, Th2v24687
OG0000282	Carub.0001s2403.1.p	Th2v25008, Th2v25639
OG0000282	Carub.0005s0740.1.p, Carub.0007s3587.1.p	Th2v00381, Th2v23235
OG0000283	Carub.0004s1695.1.p, Carub.0004s0868.1.p, Carub.0004s0870.1.p, Carub.0004s0869.1.p, Carub.0004s2038.1.p, Carub.0004s1886.1.p, Carub.0004s0763.1.p, Carub.0187s0001.1.p	Th2v17282
OG0000287	Carub.0006s2727.1.p, Carub.0006s2728.1.p, Carub.0009s0006.1.p, Carub.0005s1531.1.p, Carub.0005s1532.1.p, Carub.0005s1536.1.p, Carub.0005s1534.1.p, Carub.0005s1535.1.p	Th2v17660, Th2v19042
OG0000288	Carub.0004s0343.1.p	Th2v01784
OG0000288	Carub.0003s1329.1.p, Carub.0001s4363.1.p	Th2v26092, Th2v00965
OG0000288	Carub.0006s2293.1.p, Carub.0006s0935.1.p	Th2v30695, Th2v17442, Th2v21398
OG0000290	Carub.0005s2961.1.p	Th2v07327, Th2v22768
OG0000290	Carub.0001s0614.1.p	Th2v08226, Th2v10455
OG0000291	Carub.0008s1431.1.p, Carub.0006s2833.1.p, Carub.0006s2836.1.p, Carub.0006s2835.1.p, Carub.0006s2837.1.p, Carub.0006s2834.1.p, Carub.0006s2789.1.p, Carub.0008s1429.1.p	Th2v09669
OG0000292	Carub.0006s2401.1.p, Carub.0007s3310.1.p, Carub.0006s2403.1.p, Carub.0006s2402.1.p, Carub.0002s1187.1.p, Carub.0007s3313.1.p, Carub.0007s3314.1.p, Carub.0007s3309.1.p, Carub.0007s3308.1.p	Th2v05300
OG0000293	Carub.0004s1018.1.p, Carub.0004s1032.1.p, Carub.0004s1042.1.p, Carub.0004s1043.1.p, Carub.0004s1030.1.p, Carub.0004s1031.1.p, Carub.0004s1019.1.p, Carub.0004s1040.1.p	Th2v07508, Th2v15765, Th2v07509, Th2v15764
OG0000298	Carub.0002s0902.1.p, Carub.0003s0626.1.p	Th2v11380, Th2v08998, Th2v18370
OG0000298	Carub.0007s2545.1.p	Th2v26274, Th2v25516
OG0000298	Carub.0001s0177.1.p, Carub.0006s3502.1.p	Th2v07916, Th2v16308
OG0000299	Carub.0002s0971.1.p	Th2v00676
OG0000299	Carub.0006s1813.1.p	Th2v02957, Th2v21598, Th2v19062
OG0000300	Carub.0004s1966.1.p, Carub.0006s3474.1.p, Carub.0006s3473.1.p	Th2v16941
OG0000302	Carub.0001s1998.1.p	Th2v05793, Th2v20887, Th2v28132
OG0000302	Carub.0001s1995.1.p	Th2v04099
OG0000302	Carub.0001s1997.1.p, Carub.0005s1249.1.p, Carub.0001s1996.1.p	Th2v28131
OG0000303	Carub.0001s0355.1.p, Carub.0004s0728.1.p, Carub.0008s2022.1.p, Carub.0008s2021.1.p	Th2v08035, Th2v08036
OG0000304	Carub.0002s2677.1.p	Th2v17744
OG0000304	Carub.0001s1571.1.p	Th2v10178, Th2v10177
OG0000305	Carub.0005s0829.1.p, Carub.0007s1053.1.p, Carub.0007s1058.1.p, Carub.0004s0306.1.p, Carub.0008s0696.1.p, Carub.0007s3775.1.p, Carub.0007s1055.1.p, Carub.0004s0716.1.p	Th2v02151, Th2v02152
OG0000306	Carub.0025s0008.1.p, Carub.0003s1390.1.p, Carub.0001s4326.1.p	Th2v00927, Th2v26083
OG0000307	Carub.0008s2134.1.p	Th2v07603, Th2v15687
OG0000307	Carub.0004s1906.1.p, Carub.0004s1907.1.p, Carub.0005s1999.1.p	Th2v16894
OG0000308	Carub.0001s2304.1.p	Th2v03572, Th2v30172
OG0000308	Carub.0007s2481.1.p, Carub.0001s2350.1.p, Carub.0006s1438.1.p, Carub.0007s2915.1.p	Th2v29250, Th2v06617, Th2v15316
OG0000310	Carub.0005s1447.1.p, Carub.0005s1446.1.p, Carub.0005s1449.1.p, Carub.0005s1445.1.p, Carub.0005s1444.1.p, Carub.0005s1448.1.p	Th2v14047, Th2v11952, Th2v02637, Th2v02638
OG0000314	Carub.0003s1314.1.p, Carub.0008s0886.1.p, Carub.0003s1315.1.p, Carub.0001s4374.1.p	Th2v00974
OG0000317	Carub.0003s1535.1.p	Th2v21984
OG0000317	Carub.0001s4182.1.p	Th2v20323, Th2v29602
OG0000317	Carub.0005s2118.1.p	Th2v03567, Th2v06588, Th2v15287
OG0000317	Carub.0004s2083.1.p	Th2v29720
OG0000318	Carub.0004s2623.1.p, Carub.0004s2624.1.p, Carub.0005s2646.1.p, Carub.0005s2644.1.p, Carub.0005s2645.1.p, Carub.0005s2642.1.p	Th2v03320
OG0000319	Carub.0005s2686.1.p, Carub.0008s0362.1.p, Carub.0004s2703.1.p	Th2v12759, Th2v22447, Th2v07115, Th2v18063, Th2v31360
OG0000321	Carub.0001s2447.1.p	Th2v31218, Th2v24928
OG0000321	Carub.0007s3661.1.p, Carub.0005s0807.1.p	Th2v24085
OG0000321	Carub.0003s0117.1.p, Carub.0006s1365.1.p	Th2v06331, Th2v15029, Th2v23090, Th2v24661
OG0000323	Carub.0004s0395.1.p, Carub.0004s0392.1.p, Carub.0002s0608.1.p, Carub.0004s1285.1.p, Carub.0004s1138.1.p, Carub.0004s1146.1.p	Th2v08237
OG0000327	Carub.0007s2673.1.p, Carub.0007s2674.1.p	Th2v19302
OG0000327	Carub.0005s2005.1.p, Carub.0004s1919.1.p	Th2v21263, Th2v16902
OG0000329	Carub.0001s0380.1.p, Carub.0004s0769.1.p	Th2v07712, Th2v15587, Th2v07711, Th2v15588
OG0000329	Carub.0005s0947.1.p, Carub.0005s0932.1.p	Th2v17982
OG0000329	Carub.0006s1928.1.p	Th2v17983
OG0000330	Carub.0003s2891.1.p	Th2v01251
OG0000330	Carub.0002s0794.1.p, Carub.0002s0793.1.p, Carub.0005s0930.1.p, Carub.0251s0002.1.p, Carub.0001s1005.1.p, Carub.0008s2062.1.p	Th2v28819
OG0000332	Carub.0004s0255.1.p	Th2v02398, Th2v03087
OG0000332	Carub.0007s0631.1.p, Carub.0225s0001.1.p	Th2v02562, Th2v02780
OG0000333	Carub.0004s1610.1.p, Carub.0004s1609.1.p, Carub.0001s2814.1.p, Carub.0001s2813.1.p, Carub.0001s2815.1.p	Th2v10398, Th2v26572
OG0000334	Carub.0003s0860.1.p	Th2v19991, Th2v08920, Th2v14459
OG0000334	Carub.0004s2144.1.p	Th2v22311, Th2v03525, Th2v06653, Th2v15352
OG0000335	Carub.0005s2086.1.p	Th2v30294
OG0000335	Carub.0005s1868.1.p	Th2v30378
OG0000336	Carub.0007s3693.1.p, Carub.0007s3690.1.p, Carub.0007s3692.1.p, Carub.0007s3689.1.p	Th2v00653, Th2v00654
OG0000337	Carub.0007s2679.1.p	Th2v24613, Th2v19310
OG0000337	Carub.0002s0248.1.p	Th2v20589
OG0000338	Carub.0003s0158.1.p, Carub.0006s1416.1.p	Th2v23045
OG0000338	Carub.0007s3711.1.p	Th2v06315, Th2v15013
OG0000342	Carub.0005s0070.1.p, Carub.0001s1463.1.p	Th2v05417, Th2v06539, Th2v15238
OG0000342	Carub.0002s1454.1.p, Carub.0001s2540.1.p	Th2v24819, Th2v03930, Th2v30519
OG0000343	Carub.0002s2005.1.p	Th2v28094, Th2v28095
OG0000344	Carub.0007s3095.1.p	Th2v30801, Th2v29090, Th2v30854, Th2v31040, Th2v31018, Th2v31497, Th2v31243, Th2v31248
OG0000345	Carub.0003s2821.1.p, Carub.0007s0706.1.p	Th2v02589, Th2v02669
OG0000345	Carub.0002s1859.1.p, Carub.0001s3235.1.p	Th2v04692, Th2v17139
OG0000346	Carub.0002s2618.1.p, Carub.0002s2619.1.p	Th2v10139
OG0000346	Carub.0002s2617.1.p, Carub.0002s2616.1.p	Th2v23361
OG0000346	Carub.0002s2620.1.p	Th2v10138
OG0000347	Carub.0001s0400.1.p, Carub.0004s1402.1.p	Th2v16060
OG0000347	Carub.0004s1456.1.p, Carub.0001s0399.1.p	Th2v08079, Th2v16058, Th2v27115
OG0000350	Carub.0003s1676.1.p, Carub.0006s1638.1.p, Carub.0006s1619.1.p	Th2v12063, Th2v19099
OG0000352	Carub.0001s1667.1.p, Carub.0002s0493.1.p, Carub.0002s0480.1.p	Th2v10071, Th2v30002, Th2v23304
OG0000353	Carub.0006s0179.1.p, Carub.0005s1130.1.p, Carub.0004s0627.1.p, Carub.0006s0178.1.p, Carub.0001s4064.1.p, Carub.0001s4063.1.p, Carub.0006s0181.1.p, Carub.0006s0180.1.p	Th2v19696
OG0000354	Carub.0008s2238.1.p, Carub.0006s0638.1.p, Carub.0006s0639.1.p, Carub.0006s0640.1.p	Th2v24043, Th2v13903, Th2v13904
OG0000355	Carub.0006s3430.1.p, Carub.0006s3436.1.p, Carub.0006s3432.1.p, Carub.0006s3431.1.p, Carub.0006s3435.1.p	Th2v16252
OG0000357	Carub.0006s0911.1.p, Carub.0006s2271.1.p	Th2v17425, Th2v29453
OG0000357	Carub.0007s0918.1.p	Th2v12385, Th2v02083, Th2v01819
OG0000358	Carub.0005s0132.1.p, Carub.0005s0131.1.p, Carub.0005s0134.1.p, Carub.0005s0130.1.p	Th2v00077
OG0000360	Carub.0003s2508.1.p, Carub.0007s2946.1.p	Th2v19562, Th2v25300
OG0000360	Carub.0008s0862.1.p	Th2v09236
OG0000362	Carub.0004s1437.1.p	Th2v08096
OG0000362	Carub.0006s1946.1.p, Carub.0006s1933.1.p	Th2v17973
OG0000362	Carub.0004s0753.1.p	Th2v07725, Th2v15576
OG0000363	Carub.0008s1719.1.p, Carub.0007s1472.1.p, Carub.0003s3402.1.p, Carub.0007s1115.1.p	Th2v12489, Th2v21706
OG0000364	Carub.0003s2065.1.p, Carub.0001s3996.1.p, Carub.0008s1490.1.p, Carub.0007s1364.1.p	Th2v24423, Th2v21836, Th2v28288, Th2v05469, Th2v20406
OG0000365	Carub.0007s2904.1.p, Carub.0007s1931.1.p, Carub.0007s2905.1.p	Th2v23869
OG0000365	Carub.0001s4034.1.p, Carub.0002s0303.1.p, Carub.0001s4179.1.p	Th2v17305
OG0000367	Carub.0004s2356.1.p, Carub.0005s2371.1.p, Carub.0005s2372.1.p	Th2v03440, Th2v06781, Th2v15479
OG0000368	Carub.0003s1649.1.p	Th2v26283, Th2v27687, Th2v18258, Th2v25507
OG0000368	Carub.0001s0187.1.p, Carub.0006s3493.1.p	Th2v07306, Th2v25801, Th2v31094, Th2v31564, Th2v13019, Th2v22725, Th2v27587, Th2v07922
OG0000369	Carub.0004s1308.1.p, Carub.0006s2658.1.p, Carub.0004s1307.1.p, Carub.0001s0525.1.p, Carub.0004s1283.1.p	Th2v01176, Th2v15932
OG0000370	Carub.0001s3062.1.p, Carub.0008s1697.1.p, Carub.0004s2945.1.p, Carub.0004s2946.1.p, Carub.0004s2947.1.p	Th2v06620, Th2v15319, Th2v07223, Th2v12953, Th2v22651
OG0000372	Carub.0001s2024.1.p	Th2v09783, Th2v28155
