Orthogroup	Capsella_rubella	Aethionema_arabicum
OG0000203	Carub.0006s0221.1.p, Carub.0003s0897.1.p, Carub.0002s1559.1.p	AA148G00010, AA137G00001, AA148G00008, AA93G00052, AA93G00035, AA63G00024, AA93G00039, AA93G00005, AA44G00523, AA137G00005, AA11G00026, AA40G00444, AA93G00033, AA40G00445, AA11G00028, AA11G00027, AA93G00047, AA93G00048, AA93G00051, AA81G00059, AA268G00004, AA46G00034, AA46G00079, AA93G00034, AA93G00049, AA93G00050, AA93G00002, AA93G00001, AA93G00038, AA93G00004, AA63G00023, AA93G00040
OG0000205	Carub.0001s1377.1.p, Carub.0003s2926.1.p, Carub.0003s2925.1.p	AA14G00016
OG0000207	Carub.0026s0003.1.p, Carub.0007s3152.1.p	AA240G00007
OG0000210	Carub.0007s2932.1.p	AA183G00004
OG0000210	Carub.0006s2746.1.p, Carub.0006s2745.1.p, Carub.0008s0405.1.p	AA40G00135, AA40G00133, AA356G00004, AA57G00265
OG0000210	Carub.0007s2092.1.p	AA131G00073, AA31G00003, AA31G00001, AA131G00074, AA131G00072
OG0000210	Carub.0006s2282.1.p, Carub.0004s1194.1.p, Carub.0004s1196.1.p, Carub.0004s1197.1.p, Carub.0004s1198.1.p	AA57G00264, AA57G00262, AA57G00508
OG0000211	Carub.0001s2065.1.p, Carub.0007s3018.1.p, Carub.0001s2070.1.p, Carub.0001s2066.1.p, Carub.0001s2067.1.p, Carub.0001s2064.1.p	AA39G00343, AA39G00814, AA205G00005, AA54G00014, AA54G00013, AA69G00031, AA39G00338, AA254G00002, AA16G00031, AA23G00080
OG0000214	Carub.0006s3230.1.p, Carub.0006s3239.1.p, Carub.0006s3238.1.p, Carub.0006s3235.1.p, Carub.0006s3237.1.p, Carub.0006s3233.1.p, Carub.0006s3231.1.p, Carub.0006s3232.1.p, Carub.0006s2699.1.p	AA57G00404, AA57G00400
OG0000216	Carub.0003s1374.1.p	AA15G00162, AA26G00135, AA26G00132
OG0000216	Carub.0007s2293.1.p	AA57G00117
OG0000216	Carub.0003s1414.1.p, Carub.0003s1413.1.p	AA26G00163
OG0000218	Carub.0006s0807.1.p, Carub.0008s0501.1.p, Carub.0003s2768.1.p, Carub.0008s2379.1.p	AA19G00127
OG0000219	Carub.0005s2785.1.p, Carub.0002s0802.1.p, Carub.0002s1314.1.p, Carub.0005s0920.1.p, Carub.0001s3631.1.p, Carub.0002s0801.1.p, Carub.0230s0002.1.p, Carub.0001s1285.1.p, Carub.0001s1284.1.p, Carub.0005s2783.1.p	AA61G00476
OG0000220	Carub.0004s0244.1.p, Carub.0002s1281.1.p, Carub.0002s0827.1.p, Carub.0002s1277.1.p	AA71G00009
OG0000220	Carub.0007s2093.1.p	AA131G00071
OG0000220	Carub.0007s2094.1.p	AA57G00261, AA192G00005, AA57G00263
OG0000222	Carub.0007s2650.1.p	AA87G00188
OG0000222	Carub.0003s2166.1.p	AA26G00806
OG0000222	Carub.0001s1166.1.p, Carub.0002s0267.1.p	AA53G01434
OG0000222	Carub.0006s3217.1.p	AA6G00280
OG0000222	Carub.0007s1920.1.p	AA57G00422
OG0000223	Carub.0008s1582.1.p	AA25G00090
OG0000223	Carub.0002s1327.1.p, Carub.0120s0002.1.p, Carub.0002s1325.1.p, Carub.0007s1416.1.p	AA10G00432
OG0000224	Carub.0003s3024.1.p, Carub.0007s0183.1.p, Carub.0002s2327.1.p, Carub.0003s0535.1.p, Carub.0003s2500.1.p, Carub.0008s0622.1.p, Carub.0007s0234.1.p	AA30G00349
OG0000226	Carub.0001s2374.1.p, Carub.0001s2373.1.p, Carub.0006s2778.1.p, Carub.0006s2777.1.p	AA2921G00001
OG0000227	Carub.0004s1130.1.p, Carub.0006s0552.1.p, Carub.0007s3106.1.p, Carub.0007s3105.1.p, Carub.0005s0710.1.p	AA53G00405
OG0000228	Carub.0007s1779.1.p	AA54G00312
OG0000228	Carub.0006s3683.1.p, Carub.0001s0060.1.p, Carub.0005s2812.1.p, Carub.0004s2866.1.p	AA61G00505, AA21G00332
OG0000229	Carub.0006s3338.1.p, Carub.0006s3341.1.p, Carub.0007s2914.1.p, Carub.0006s3337.1.p	AA6G00200, AA6G00199, AA6G00196, AA6G00194, AA6G00191, AA6G00180, AA6G00193, AA6G00176, AA6G00207, AA6G00206, AA6G00195, AA6G00205, AA6G00177, AA6G00175, AA6G00179, AA6G00192, AA6G00189, AA6G00198, AA6G00197, AA6G00178
OG0000230	Carub.0001s2797.1.p, Carub.0001s2798.1.p	AA54G00382
OG0000234	Carub.0001s1693.1.p, Carub.0001s1692.1.p, Carub.0002s2525.1.p	AA31G00137
OG0000235	Carub.0003s1432.1.p, Carub.0003s1436.1.p, Carub.0002s1139.1.p, Carub.0003s1434.1.p, Carub.0003s1435.1.p	AA26G00185
OG0000237	Carub.0003s3241.1.p	AA144G00002
OG0000237	Carub.0004s0252.1.p	AA46G00206
OG0000237	Carub.0001s4236.1.p	AA46G00084
OG0000237	Carub.0007s0113.1.p	AA20G00022
OG0000238	Carub.0006s0860.1.p	AA44G00277
OG0000238	Carub.0008s2591.1.p, Carub.0008s2592.1.p	AA4G00237
OG0000240	Carub.0004s0143.1.p, Carub.0007s0182.1.p	AA30G00350
OG0000240	Carub.0004s2716.1.p	AA21G00213
OG0000241	Carub.0006s3323.1.p	AA6G00219
OG0000242	Carub.0007s2064.1.p, Carub.0007s2065.1.p, Carub.0001s2461.1.p, Carub.0001s2462.1.p, Carub.0001s2460.1.p, Carub.0001s2463.1.p, Carub.0001s2459.1.p	AA57G00288
OG0000245	Carub.0007s2005.1.p, Carub.0002s1167.1.p, Carub.0003s1133.1.p, Carub.0007s2006.1.p	AA57G00342
OG0000246	Carub.0006s2838.1.p, Carub.0006s3248.1.p, Carub.0003s2456.1.p, Carub.0003s2455.1.p	AA164G00004, AA99G00001
OG0000247	Carub.0007s3555.1.p, Carub.0007s3558.1.p	AA31G00655
OG0000248	Carub.0004s1872.1.p	AA60G00102
OG0000248	Carub.0003s1712.1.p	AA26G00418
OG0000248	Carub.0004s2982.1.p	AA21G00433
OG0000248	Carub.0006s3539.1.p	AA32G00222
OG0000248	Carub.0001s0156.1.p	AA1G00007
OG0000252	Carub.0001s2192.1.p, Carub.0001s2188.1.p, Carub.0001s2191.1.p, Carub.0001s2190.1.p, Carub.0001s2189.1.p, Carub.0001s2193.1.p	AA1620G00001
OG0000257	Carub.0002s0698.1.p, Carub.0002s0669.1.p, Carub.0001s0894.1.p, Carub.0001s0903.1.p	AA65G00020, AA65G00009
OG0000258	Carub.0005s0642.1.p	AA53G01027
OG0000258	Carub.0001s2483.1.p	AA39G00670
OG0000258	Carub.0002s1525.1.p	AA112G00006
OG0000258	Carub.0001s1294.1.p	AA65G00363
OG0000258	Carub.0005s0340.1.p	AA53G00803
OG0000265	Carub.0001s0850.1.p	AA42G00048
OG0000265	Carub.0006s3514.1.p	AA7G00011, AA32G00242
OG0000266	Carub.0006s0725.1.p	AA44G00158
OG0000266	Carub.0006s2114.1.p, Carub.0006s2113.1.p, Carub.0006s2115.1.p	AA5G00225
OG0000267	Carub.0008s0839.1.p, Carub.0003s0523.1.p	AA10G00034, AA10G00033
OG0000268	Carub.0008s0510.1.p, Carub.0004s2696.1.p, Carub.0004s2697.1.p, Carub.0003s3187.1.p, Carub.0004s2695.1.p, Carub.0007s3491.1.p	AA21G00193
OG0000269	Carub.0001s2217.1.p	AA39G00454
OG0000269	Carub.0002s1878.1.p	AA31G00126
OG0000269	Carub.0001s3318.1.p	AA54G00097
OG0000269	Carub.0006s2792.1.p	AA9G00190
OG0000270	Carub.0002s0460.1.p	AA53G00504
OG0000271	Carub.0008s0090.1.p, Carub.0008s0092.1.p, Carub.0008s0091.1.p, Carub.0008s0089.1.p	AA99G00013, AA357G00001, AA357G00002
OG0000272	Carub.0001s2223.1.p	AA39G00460
OG0000272	Carub.0006s0505.1.p, Carub.0007s2922.1.p, Carub.0002s1867.1.p, Carub.0002s1866.1.p	AA31G00115
OG0000275	Carub.0003s2186.1.p, Carub.0003s2187.1.p, Carub.0008s0470.1.p, Carub.0003s2185.1.p, Carub.0005s0435.1.p, Carub.0003s2893.1.p, Carub.0007s2671.1.p, Carub.0007s2668.1.p	AA621G00004, AA315G00001, AA28G00038
OG0000276	Carub.0005s0774.1.p, Carub.0005s0769.1.p, Carub.0005s0768.1.p, Carub.0005s0772.1.p	AA87G00361, AA87G00357, AA87G00364, AA87G00368, AA87G00360
OG0000276	Carub.0001s4455.1.p	AA15G00306
OG0000276	Carub.0005s0777.1.p, Carub.0005s1070.1.p, Carub.0227s0001.1.p	AA31G00725
OG0000277	Carub.0001s0727.1.p, Carub.0001s0728.1.p, Carub.0008s2110.1.p, Carub.0001s0726.1.p	AA32G00864, AA32G00861, AA115G00012, AA8G00337
OG0000278	Carub.0004s2120.1.p, Carub.0007s2103.1.p, Carub.0002s0722.1.p, Carub.0030s0003.1.p, Carub.0008s1551.1.p, Carub.0004s2249.1.p	AA102G00230, AA33G00329, AA67G00037, AA118G00030, AA79G00012, AA40G00308, AA36G00016, AA33G00071, AA33G00327, AA96G00107, AA96G00108, AA96G00106
OG0000279	Carub.0006s3225.1.p	AA6G00276
OG0000279	Carub.0001s1158.1.p	AA65G00240
OG0000280	Carub.0004s1860.1.p	AA60G00116
OG0000280	Carub.0004s1864.1.p, Carub.0004s1863.1.p	AA60G00110, AA60G00113, AA23G00015
OG0000281	Carub.0002s2443.1.p, Carub.0002s2442.1.p, Carub.0003s3339.1.p, Carub.0002s0179.1.p, Carub.0005s0434.1.p, Carub.0002s0181.1.p, Carub.0002s0178.1.p	AA53G01380
OG0000282	Carub.0006s1333.1.p	AA40G00572
OG0000282	Carub.0005s0740.1.p	AA53G01073
OG0000282	Carub.0007s3587.1.p	AA9G00050
OG0000288	Carub.0004s0343.1.p	AA22G00094
OG0000288	Carub.0003s1329.1.p	AA26G00095
OG0000288	Carub.0001s4363.1.p	AA15G00196
OG0000288	Carub.0006s2293.1.p	AA12G00065
OG0000288	Carub.0006s0935.1.p	AA44G00345
OG0000290	Carub.0004s1170.1.p	AA32G00652
OG0000291	Carub.0008s1431.1.p	AA11G00064, AA11G00063
OG0000291	Carub.0006s2833.1.p, Carub.0006s2836.1.p, Carub.0006s2835.1.p, Carub.0006s2837.1.p, Carub.0006s2834.1.p, Carub.0006s2789.1.p, Carub.0008s1429.1.p	AA11G00062
OG0000292	Carub.0006s2401.1.p, Carub.0007s3310.1.p, Carub.0006s2403.1.p, Carub.0006s2402.1.p, Carub.0002s1187.1.p, Carub.0007s3313.1.p, Carub.0007s3314.1.p, Carub.0007s3309.1.p, Carub.0007s3308.1.p	AA60G00042
OG0000293	Carub.0004s1018.1.p, Carub.0004s1032.1.p, Carub.0004s1042.1.p, Carub.0004s1043.1.p, Carub.0004s1030.1.p, Carub.0004s1031.1.p, Carub.0004s1019.1.p, Carub.0004s1040.1.p	AA32G00753
OG0000298	Carub.0002s0902.1.p, Carub.0003s0626.1.p	AA29G00064
OG0000298	Carub.0007s2545.1.p	AA18G00184
OG0000299	Carub.0151s0003.1.p	AA2G00118
OG0000299	Carub.0002s0971.1.p	AA53G01256
OG0000300	Carub.0004s1966.1.p, Carub.0006s3474.1.p, Carub.0006s3473.1.p	AA135G00011
OG0000302	Carub.0001s1995.1.p	AA39G00292
OG0000303	Carub.0004s0728.1.p, Carub.0008s2022.1.p, Carub.0008s2021.1.p	AA1G00171, AA1G00168
OG0000304	Carub.0002s2677.1.p, Carub.0002s2675.1.p	AA31G00857
OG0000304	Carub.0001s1571.1.p	AA37G00156
OG0000305	Carub.0005s0829.1.p, Carub.0007s1053.1.p, Carub.0007s1058.1.p, Carub.0004s0306.1.p, Carub.0008s0696.1.p, Carub.0007s3775.1.p, Carub.0007s1055.1.p, Carub.0004s0716.1.p	AA102G00145
OG0000306	Carub.0025s0008.1.p, Carub.0003s1390.1.p	AA39G00113, AA93G00272
OG0000306	Carub.0001s4326.1.p	AA15G00154, AA15G00155, AA15G00156, AA15G00153
OG0000307	Carub.0008s2134.1.p	AA32G00870
OG0000307	Carub.0004s1906.1.p, Carub.0004s1907.1.p, Carub.0005s1999.1.p	AA36G00057, AA60G00062
OG0000308	Carub.0001s2304.1.p	AA753G00001
OG0000308	Carub.0007s2481.1.p	AA53G00306
OG0000308	Carub.0001s2350.1.p	AA39G00575
OG0000308	Carub.0006s1438.1.p, Carub.0007s2915.1.p	AA3G00158
OG0000310	Carub.0005s1447.1.p, Carub.0005s1446.1.p, Carub.0005s1449.1.p, Carub.0005s1445.1.p, Carub.0005s1444.1.p, Carub.0005s1448.1.p	AA96G00090
OG0000311	Carub.0008s0320.1.p, Carub.0003s2598.1.p, Carub.0007s2813.1.p, Carub.0007s2812.1.p, Carub.0007s2446.1.p	AA53G00270
OG0000314	Carub.0003s1314.1.p, Carub.0008s0886.1.p, Carub.0003s1315.1.p	AA26G00081
OG0000314	Carub.0001s4374.1.p	AA15G00188
OG0000316	Carub.0001s1835.1.p, Carub.0001s1834.1.p, Carub.0001s1836.1.p	AA39G00162
OG0000316	Carub.0007s3737.1.p, Carub.0003s1048.1.p, Carub.0002s2120.1.p	AA31G00506
OG0000317	Carub.0003s1535.1.p	AA26G00271
OG0000317	Carub.0001s4182.1.p	AA15G00060
OG0000317	Carub.0005s2118.1.p, Carub.0004s2083.1.p	AA60G00218
OG0000318	Carub.0004s2623.1.p, Carub.0004s2624.1.p	AA21G00143
OG0000318	Carub.0005s2646.1.p, Carub.0005s2644.1.p, Carub.0005s2645.1.p, Carub.0005s2642.1.p	AA61G00350
OG0000319	Carub.0005s2686.1.p	AA23G00040
OG0000319	Carub.0008s0362.1.p, Carub.0004s2703.1.p	AA21G00199, AA123G00110
OG0000321	Carub.0001s2447.1.p	AA39G00640
OG0000321	Carub.0005s0807.1.p	AA53G01108
OG0000321	Carub.0003s0117.1.p, Carub.0006s1365.1.p	AA10G00399, AA40G00544
OG0000323	Carub.0004s0395.1.p, Carub.0004s0392.1.p, Carub.0002s0608.1.p, Carub.0004s1285.1.p, Carub.0004s1138.1.p, Carub.0004s1146.1.p	AA32G00671
OG0000324	Carub.0008s0689.1.p	AA296G00005
OG0000325	Carub.0005s0411.1.p	AA65G00336
OG0000325	Carub.0003s2974.1.p, Carub.0001s3889.1.p, Carub.0005s0492.1.p	AA65G00335
OG0000326	Carub.0003s1746.1.p, Carub.0003s3132.1.p, Carub.0003s3133.1.p, Carub.0003s3128.1.p, Carub.0004s1988.1.p, Carub.0004s1987.1.p, Carub.0004s2469.1.p	AA37G00128
OG0000327	Carub.0007s2673.1.p, Carub.0007s2674.1.p	AA87G00200
OG0000327	Carub.0005s2005.1.p	AA62G00047, AA62G00078
OG0000327	Carub.0004s1919.1.p	AA60G00053
OG0000329	Carub.0001s0380.1.p	AA19G00094
OG0000329	Carub.0004s0769.1.p	AA32G00943
OG0000329	Carub.0006s1928.1.p	AA8G00200, AA8G00197
OG0000330	Carub.0003s2891.1.p	AA123G00098
OG0000332	Carub.0004s0255.1.p	AA46G00213, AA1173G00003
OG0000332	Carub.0007s0631.1.p, Carub.0225s0001.1.p	AA123G00077
OG0000333	Carub.0004s1610.1.p	AA18G00099
OG0000333	Carub.0001s2814.1.p, Carub.0001s2813.1.p, Carub.0001s2815.1.p	AA54G00401
OG0000334	Carub.0004s2144.1.p	AA60G00274
OG0000335	Carub.0005s2086.1.p	AA2G00174
OG0000335	Carub.0004s1760.1.p	AA95G00012
OG0000336	Carub.0007s3693.1.p, Carub.0007s3690.1.p, Carub.0007s3692.1.p	AA9G00002, AA9G00001, AA27G00001
OG0000337	Carub.0007s2679.1.p	AA87G00204
OG0000337	Carub.0003s2230.1.p	AA17G00025
OG0000337	Carub.0002s0248.1.p	AA53G01421
OG0000338	Carub.0003s0158.1.p, Carub.0006s1416.1.p	AA40G00505
OG0000338	Carub.0008s1411.1.p	AA11G00048
OG0000338	Carub.0007s3711.1.p	AA27G00010
OG0000339	Carub.0006s2465.1.p, Carub.0006s2523.1.p	AA26G00658, AA26G00657
OG0000340	Carub.0005s0897.1.p, Carub.0007s2035.1.p, Carub.0007s2041.1.p	AA57G00307
OG0000342	Carub.0005s0070.1.p, Carub.0001s1463.1.p	AA53G00656
OG0000342	Carub.0002s1454.1.p, Carub.0001s2540.1.p	AA39G00717, AA39G00715
OG0000343	Carub.0002s2005.1.p	AA394G00014, AA16G00105, AA16G00106
OG0000345	Carub.0003s2821.1.p	AA123G00154
OG0000345	Carub.0007s0706.1.p	AA29G00016, AA740G00001
OG0000345	Carub.0002s1859.1.p	AA31G00108
OG0000345	Carub.0001s3235.1.p	AA54G00136
OG0000346	Carub.0002s2620.1.p	AA31G00795
OG0000347	Carub.0001s0400.1.p, Carub.0004s1402.1.p	AA32G00486
OG0000347	Carub.0004s1456.1.p, Carub.0001s0399.1.p	AA19G00080
OG0000348	Carub.0001s4198.1.p, Carub.0003s3091.1.p, Carub.0008s0629.1.p, Carub.0006s0618.1.p, Carub.0004s1662.1.p	AA311G00003
OG0000350	Carub.0003s1676.1.p	AA40G00300
OG0000350	Carub.0006s1638.1.p, Carub.0006s1619.1.p	AA40G00302
OG0000351	Carub.0003s1885.1.p	AA26G00579
OG0000352	Carub.0001s1667.1.p	AA39G00014, AA59G00030
OG0000354	Carub.0008s2238.1.p, Carub.0006s0638.1.p, Carub.0006s0639.1.p, Carub.0006s0640.1.p	AA44G00023
OG0000355	Carub.0006s3432.1.p, Carub.0006s3431.1.p	AA32G00301
OG0000355	Carub.0006s3435.1.p	AA571G00005
OG0000356	Carub.0005s1984.1.p, Carub.0005s1982.1.p	AA36G00046
OG0000356	Carub.0005s1985.1.p, Carub.0005s1983.1.p	AA109G00001, AA53G00851, AA53G00850
OG0000357	Carub.0006s0911.1.p	AA44G00324
OG0000357	Carub.0007s0918.1.p	AA102G00289
OG0000359	Carub.0003s0387.1.p, Carub.0002s0413.1.p, Carub.0009s0010.1.p, Carub.0004s2287.1.p, Carub.0004s2283.1.p, Carub.0004s2276.1.p	AA403G00001
OG0000360	Carub.0003s2508.1.p	AA109G00012
OG0000360	Carub.0007s2946.1.p	AA69G00043
OG0000360	Carub.0008s0862.1.p	AA202G00003
OG0000360	Carub.0003s0653.1.p	AA29G00087
OG0000361	Carub.0002s1640.1.p, Carub.0002s1639.1.p, Carub.0003s3006.1.p	AA787G00001
OG0000362	Carub.0004s1437.1.p	AA32G00507
OG0000362	Carub.0006s1946.1.p, Carub.0006s1933.1.p	AA8G00216
OG0000362	Carub.0004s0753.1.p	AA32G00930
OG0000363	Carub.0008s1719.1.p, Carub.0007s1472.1.p, Carub.0003s3402.1.p, Carub.0007s1115.1.p	AA44G00717, AA33G00251
OG0000364	Carub.0003s2065.1.p	AA78G00045
OG0000364	Carub.0008s1490.1.p	AA25G00001
OG0000364	Carub.0007s1364.1.p	AA32G01111
OG0000365	Carub.0001s4034.1.p, Carub.0002s0303.1.p, Carub.0001s4179.1.p	AA131G00009, AA61G00025, AA61G00024
OG0000367	Carub.0004s2356.1.p, Carub.0005s2371.1.p, Carub.0005s2372.1.p	AA61G00163, AA61G00160
OG0000368	Carub.0003s1649.1.p	AA18G00170, AA7G00019
OG0000368	Carub.0001s0187.1.p, Carub.0006s3493.1.p	AA32G00256
OG0000369	Carub.0004s1308.1.p, Carub.0006s2658.1.p, Carub.0004s1307.1.p, Carub.0001s0525.1.p	AA114G00026
OG0000369	Carub.0004s1283.1.p	AA32G00584
OG0000370	Carub.0004s2945.1.p	AA60G00228
OG0000370	Carub.0004s2947.1.p	AA21G00404
OG0000372	Carub.0001s2024.1.p	AA33G00111
OG0000373	Carub.0005s1190.1.p, Carub.0001s0714.1.p, Carub.0008s2061.1.p	AA16G00071, AA32G00843, AA60G00122
OG0000376	Carub.0001s2734.1.p	AA54G00330
OG0000376	Carub.0007s2263.1.p, Carub.0008s0207.1.p	AA6G00015, AA57G00142
OG0000382	Carub.0005s1252.1.p, Carub.0005s1250.1.p, Carub.0005s1662.1.p, Carub.0005s1659.1.p, Carub.0005s1658.1.p	AA1241G00001
OG0000383	Carub.0008s2156.1.p, Carub.0003s1470.1.p	AA26G00216
OG0000383	Carub.0004s1558.1.p	AA43G00007
OG0000383	Carub.0001s2701.1.p	AA49G00047
OG0000387	Carub.0002s2580.1.p	AA31G00761
OG0000387	Carub.0001s1635.1.p, Carub.0002s2583.1.p, Carub.0002s2582.1.p	AA2270G00001, AA31G00762
OG0000389	Carub.0003s1202.1.p, Carub.0007s2086.1.p	AA57G00272
OG0000389	Carub.0004s1657.1.p, Carub.0001s2913.1.p	AA30G00035
OG0000390	Carub.0001s4325.1.p, Carub.0001s4323.1.p, Carub.0007s3451.1.p, Carub.0001s4321.1.p	AA15G00152, AA15G00150
OG0000391	Carub.0002s2182.1.p, Carub.0006s0008.1.p, Carub.0003s1108.1.p	AA19G00437
OG0000392	Carub.0007s2953.1.p	AA29G00097
OG0000393	Carub.0006s0500.1.p, Carub.0004s1792.1.p, Carub.0003s1083.1.p, Carub.0005s1900.1.p, Carub.0003s2995.1.p	AA52G00021, AA18G00042, AA60G00181
OG0000394	Carub.0003s1448.1.p	AA26G00196, AA118G00076, AA118G00075
OG0000394	Carub.0002s0594.1.p, Carub.0004s0436.1.p, Carub.0002s0603.1.p, Carub.0002s0596.1.p	AA53G00419, AA260G00008, AA773G00001, AA54G00405, AA247G00002, AA127G00020, AA101G00002, AA431G00001, AA773G00002, AA15G00148, AA56G00085
OG0000395	Carub.0001s0183.1.p	AA32G00251
OG0000395	Carub.0003s0220.1.p	AA10G00310
OG0000395	Carub.0006s1512.1.p	AA40G00409
OG0000396	Carub.0006s1888.1.p, Carub.0001s3140.1.p, Carub.0007s3203.1.p	AA8G00162
OG0000397	Carub.0008s1289.1.p, Carub.0008s1290.1.p, Carub.0008s1291.1.p, Carub.0008s1292.1.p, Carub.0008s1293.1.p	AA77G00009, AA77G00008, AA41G00012, AA41G00011, AA41G00010
OG0000398	Carub.0006s0332.1.p, Carub.0003s1080.1.p	AA52G00016, AA52G00013
OG0000399	Carub.0008s2183.1.p, Carub.0005s0830.1.p, Carub.0005s0826.1.p, Carub.0007s3678.1.p	AA27G00045, AA6G00347, AA57G00460
OG0000401	Carub.0001s4124.1.p	AA15G00027
OG0000401	Carub.0001s3847.1.p	AA2G00068
OG0000401	Carub.0003s1864.1.p	AA26G00561
OG0000402	Carub.0004s2627.1.p	AA21G00147
OG0000403	Carub.0007s1138.1.p	AA102G00072
OG0000403	Carub.0007s1467.1.p	AA81G00058, AA481G00002
OG0000403	Carub.0008s1711.1.p	AA44G00720
OG0000404	Carub.0006s2188.1.p, Carub.0006s2189.1.p, Carub.0006s2190.1.p, Carub.0006s2187.1.p	AA5G00287
OG0000405	Carub.0004s0919.1.p	AA32G00879
OG0000405	Carub.0005s2002.1.p	AA36G00062
OG0000405	Carub.0004s1911.1.p	AA60G00059
OG0000406	Carub.0006s2321.1.p	AA12G00089
OG0000406	Carub.0006s0970.1.p	AA44G00377
OG0000406	Carub.0004s0521.1.p	AA66G00022
OG0000407	Carub.0008s1444.1.p	AA11G00072
OG0000407	Carub.0007s1317.1.p, Carub.0007s1318.1.p	AA8G00201
OG0000408	Carub.0001s0344.1.p	AA19G00124, AA32G00414
OG0000408	Carub.0007s2766.1.p	AA87G00261
OG0000408	Carub.0003s2321.1.p	AA17G00101
OG0000409	Carub.0006s2492.1.p	AA40G00107
OG0000409	Carub.0006s0136.1.p	AA32G00842
OG0000409	Carub.0008s2057.1.p, Carub.0008s2058.1.p	AA97G00036
OG0000410	Carub.0008s2209.1.p	AA32G00650
OG0000411	Carub.0002s1649.1.p, Carub.0008s2321.1.p	AA5G00062
OG0000411	Carub.0001s1410.1.p	AA53G00721
OG0000412	Carub.0002s2776.1.p	AA89G00006
OG0000412	Carub.0003s3416.1.p	AA33G00267
OG0000412	Carub.0006s2363.1.p	AA12G00128
OG0000412	Carub.0006s1017.1.p	AA390G00005, AA44G00419
OG0000413	Carub.0006s1553.1.p	AA40G00376, AA40G00363
OG0000413	Carub.0002s1191.1.p	AA53G01137
OG0000413	Carub.0005s0102.1.p	AA53G00682
OG0000414	Carub.0003s3327.1.p	AA33G00192
OG0000414	Carub.0003s3330.1.p, Carub.0003s3329.1.p	AA33G00193
OG0000417	Carub.0005s1344.1.p, Carub.0006s2785.1.p, Carub.0008s2299.1.p	AA5G00081, AA96G00014, AA5G00080
OG0000418	Carub.0001s1072.1.p	AA65G00168, AA65G00221, AA65G00220
OG0000420	Carub.0001s1747.1.p	AA39G00072
OG0000420	Carub.0003s1928.1.p	AA26G00614, AA26G00616
OG0000420	Carub.0007s0618.1.p	AA118G00026
OG0000423	Carub.0007s3437.1.p, Carub.0007s3434.1.p	AA87G00074
OG0000423	Carub.0005s0491.1.p, Carub.0005s0494.1.p, Carub.0005s0495.1.p, Carub.0005s0493.1.p	AA53G00892
OG0000424	Carub.0003s2031.1.p	AA1177G00003
OG0000425	Carub.0001s3178.1.p, Carub.0001s3183.1.p, Carub.0001s3182.1.p, Carub.0001s3157.1.p, Carub.0001s3150.1.p	AA54G00188
OG0000426	Carub.0007s0982.1.p, Carub.0004s0329.1.p	AA5G00254, AA116G00015, AA96G00143
OG0000427	Carub.0007s3541.1.p, Carub.0007s3542.1.p	AA87G00152
OG0000427	Carub.0005s0664.1.p, Carub.0005s0662.1.p, Carub.0005s0663.1.p, Carub.0005s0665.1.p	AA53G01038
OG0000428	Carub.0005s2715.1.p, Carub.0005s2716.1.p, Carub.0005s2717.1.p	AA61G00404
OG0000431	Carub.0001s0241.1.p, Carub.0001s2450.1.p, Carub.0004s2996.1.p	AA21G00449
OG0000432	Carub.0001s3839.1.p	AA2G00064
OG0000433	Carub.0002s0412.1.p	AA134G00045
OG0000433	Carub.0005s0117.1.p	AA53G00690
OG0000435	Carub.0001s1982.1.p, Carub.0003s1725.1.p, Carub.0003s1946.1.p, Carub.0003s1945.1.p, Carub.0003s1944.1.p	AA26G00239
OG0000436	Carub.0001s3417.1.p, Carub.0001s0206.1.p, Carub.0001s0205.1.p	AA7G00034
OG0000436	Carub.0006s3461.1.p	AA32G00281
OG0000437	Carub.0004s3010.1.p, Carub.0008s2199.1.p, Carub.0005s2912.1.p	AA61G00585, AA21G00463
OG0000439	Carub.0005s0079.1.p	AA53G00662
OG0000439	Carub.0007s1092.1.p, Carub.0001s2545.1.p	AA39G00720
OG0000439	Carub.0002s1214.1.p	AA53G01127
OG0000440	Carub.0005s2775.1.p, Carub.0011s0010.1.p, Carub.0011s0011.1.p, Carub.0004s2837.1.p	AA44G00549, AA44G00509
OG0000442	Carub.0003s1299.1.p, Carub.0001s4384.1.p, Carub.0007s1462.1.p, Carub.0008s1702.1.p	AA44G00727
OG0000443	Carub.0002s0481.1.p, Carub.0002s0482.1.p, Carub.0002s0479.1.p	AA53G00486, AA53G00485
OG0000443	Carub.0002s0484.1.p, Carub.0002s0483.1.p	AA53G00488
OG0000444	Carub.0004s2424.1.p, Carub.0003s2663.1.p, Carub.0004s2423.1.p	AA21G00003, AA1193G00001, AA21G00004, AA19G00489
OG0000445	Carub.0004s0061.1.p	AA46G00082
OG0000446	Carub.0004s0382.1.p, Carub.0004s0421.1.p	AA82G00018
OG0000447	Carub.0008s1575.1.p	AA25G00088
OG0000448	Carub.0004s1908.1.p, Carub.0005s2000.1.p	AA36G00061
OG0000448	Carub.0008s2135.1.p	AA8G00319
OG0000449	Carub.0008s0772.1.p, Carub.0003s0741.1.p, Carub.0003s0742.1.p, Carub.0003s0740.1.p	AA29G00169
OG0000451	Carub.0008s1276.1.p	AA77G00005
