Orthogroup	Capsella_rubella	Eutrema_salsugineum
OG0000084	Carub.0002s0056.1.p	EUTSA_v10023744mg
OG0000084	Carub.0003s3054.1.p	EUTSA_v10022898mg
OG0000084	Carub.0008s1647.1.p	EUTSA_v10014935mg
OG0000084	Carub.0003s0782.1.p	EUTSA_v10021705mg
OG0000085	Carub.0007s0781.1.p	EUTSA_v10027331mg
OG0000085	Carub.0008s0420.1.p, Carub.0008s0416.1.p	EUTSA_v10029506mg
OG0000085	Carub.0006s0548.1.p	EUTSA_v10017690mg
OG0000085	Carub.0002s0899.1.p, Carub.0008s0417.1.p	EUTSA_v10005273mg
OG0000085	Carub.0007s3566.1.p, Carub.0007s3567.1.p	EUTSA_v10028348mg, EUTSA_v10028299mg
OG0000085	Carub.0003s0998.1.p	EUTSA_v10022347mg
OG0000085	Carub.0006s2253.1.p	EUTSA_v10029383mg
OG0000086	Carub.0007s1539.1.p	EUTSA_v10026532mg
OG0000086	Carub.0008s1247.1.p	EUTSA_v10014982mg
OG0000086	Carub.0001s0046.1.p	EUTSA_v10009057mg
OG0000086	Carub.0006s3653.1.p	EUTSA_v10029050mg
OG0000086	Carub.0005s1187.1.p	EUTSA_v10002704mg
OG0000086	Carub.0008s2056.1.p	EUTSA_v10014975mg
OG0000086	Carub.0005s1186.1.p	EUTSA_v10002714mg
OG0000088	Carub.0008s2102.1.p	EUTSA_v10012880mg
OG0000088	Carub.0008s2101.1.p	EUTSA_v10012788mg
OG0000088	Carub.0008s2099.1.p	EUTSA_v10012889mg
OG0000088	Carub.0008s2100.1.p	EUTSA_v10012851mg
OG0000088	Carub.0005s1123.1.p	EUTSA_v10002842mg
OG0000088	Carub.0005s1121.1.p	EUTSA_v10002427mg
OG0000088	Carub.0008s2103.1.p	EUTSA_v10015671mg
OG0000089	Carub.0007s3074.1.p, Carub.0002s1014.1.p, Carub.0002s1016.1.p, Carub.0004s0685.1.p	EUTSA_v10000512mg
OG0000090	Carub.0004s1184.1.p, Carub.0004s1182.1.p	EUTSA_v10017057mg, EUTSA_v10017909mg, EUTSA_v10017639mg, EUTSA_v10017106mg
OG0000090	Carub.0004s1036.1.p	EUTSA_v10017079mg, EUTSA_v10017118mg
OG0000090	Carub.0004s1035.1.p, Carub.0004s1034.1.p	EUTSA_v10017657mg
OG0000094	Carub.0002s0374.1.p, Carub.0002s0375.1.p	EUTSA_v10023285mg
OG0000094	Carub.0002s0379.1.p	EUTSA_v10023295mg
OG0000094	Carub.0002s0380.1.p	EUTSA_v10023279mg, EUTSA_v10023335mg
OG0000095	Carub.0007s1745.1.p, Carub.0007s1744.1.p	EUTSA_v10026489mg
OG0000095	Carub.0005s0443.1.p, Carub.0005s0446.1.p, Carub.0005s0445.1.p, Carub.0005s0444.1.p	EUTSA_v10026372mg
OG0000096	Carub.0002s0642.1.p	EUTSA_v10023377mg
OG0000096	Carub.0002s1339.1.p	EUTSA_v10018093mg, EUTSA_v10018082mg, EUTSA_v10018202mg, EUTSA_v10018158mg, EUTSA_v10018074mg
OG0000096	Carub.0004s0514.1.p, Carub.0002s0936.1.p	EUTSA_v10000563mg, EUTSA_v10000565mg, EUTSA_v10000451mg
OG0000098	Carub.0002s1323.1.p, Carub.0004s1818.1.p	EUTSA_v10016140mg
OG0000098	Carub.0004s0741.1.p	EUTSA_v10001880mg
OG0000098	Carub.0005s0873.1.p	EUTSA_v10005611mg
OG0000098	Carub.0001s1530.1.p	EUTSA_v10006564mg
OG0000098	Carub.0001s1496.1.p	EUTSA_v10006563mg
OG0000098	Carub.0002s0539.1.p	EUTSA_v10018005mg
OG0000098	Carub.0003s1609.1.p	EUTSA_v10019897mg
OG0000099	Carub.0001s0151.1.p	EUTSA_v10009982mg
OG0000099	Carub.0006s1284.1.p	EUTSA_v10014797mg
OG0000099	Carub.0004s2990.1.p	EUTSA_v10006262mg, EUTSA_v10001656mg
OG0000099	Carub.0001s1010.1.p	EUTSA_v10008885mg
OG0000102	Carub.0003s2678.1.p	EUTSA_v10029449mg
OG0000103	Carub.0006s2928.1.p, Carub.0006s2927.1.p, Carub.0006s2929.1.p	EUTSA_v10028454mg
OG0000103	Carub.0006s2931.1.p	EUTSA_v10028468mg
OG0000103	Carub.0006s2932.1.p	EUTSA_v10028448mg
OG0000103	Carub.0001s3126.1.p	EUTSA_v10006855mg
OG0000103	Carub.0001s3128.1.p	EUTSA_v10006863mg
OG0000104	Carub.0004s2425.1.p	EUTSA_v10016824mg
OG0000104	Carub.0006s1060.1.p	EUTSA_v10012027mg, EUTSA_v10012148mg, EUTSA_v10012166mg, EUTSA_v10012137mg, EUTSA_v10027196mg, EUTSA_v10000714mg, EUTSA_v10019424mg, EUTSA_v10015481mg, EUTSA_v10019430mg
OG0000104	Carub.0006s2504.1.p	EUTSA_v10015480mg
OG0000104	Carub.0004s2472.1.p, Carub.0004s2471.1.p, Carub.0004s2468.1.p, Carub.0006s2711.1.p	EUTSA_v10017907mg
OG0000106	Carub.0002s1057.1.p, Carub.0002s1060.1.p	EUTSA_v10019959mg
OG0000106	Carub.0001s4142.1.p, Carub.0008s2264.1.p, Carub.0008s2263.1.p, Carub.0008s2262.1.p, Carub.0004s0829.1.p, Carub.0004s0831.1.p	EUTSA_v10005405mg, EUTSA_v10005598mg, EUTSA_v10005669mg
OG0000108	Carub.0005s2130.1.p	EUTSA_v10010274mg
OG0000108	Carub.0004s2097.1.p	EUTSA_v10016497mg
OG0000108	Carub.0008s0524.1.p, Carub.0008s0526.1.p, Carub.0008s0525.1.p	EUTSA_v10003187mg, EUTSA_v10003336mg, EUTSA_v10003340mg, EUTSA_v10003184mg, EUTSA_v10003182mg, EUTSA_v10003186mg, EUTSA_v10003183mg
OG0000108	Carub.0008s0523.1.p	EUTSA_v10003348mg
OG0000109	Carub.0001s3978.1.p	EUTSA_v10011263mg
OG0000110	Carub.0007s2466.1.p	EUTSA_v10027480mg
OG0000110	Carub.0007s2465.1.p	EUTSA_v10027310mg
OG0000113	Carub.0005s2571.1.p	EUTSA_v10006370mg
OG0000113	Carub.0005s2075.1.p, Carub.0005s2916.1.p, Carub.0001s3465.1.p, Carub.0001s3523.1.p	EUTSA_v10006381mg, EUTSA_v10021060mg, EUTSA_v10020569mg
OG0000113	Carub.0005s2917.1.p	EUTSA_v10006436mg
OG0000114	Carub.0006s1688.1.p	EUTSA_v10015538mg
OG0000115	Carub.0006s1597.1.p, Carub.0006s1598.1.p	EUTSA_v10015279mg
OG0000115	Carub.0006s1599.1.p	EUTSA_v10013330mg
OG0000115	Carub.0007s3256.1.p, Carub.0003s3235.1.p, Carub.0003s3234.1.p	EUTSA_v10022958mg
OG0000115	Carub.0005s1734.1.p	EUTSA_v10010367mg, EUTSA_v10023872mg
OG0000115	Carub.0005s1732.1.p	EUTSA_v10010287mg, EUTSA_v10023809mg
OG0000116	Carub.0007s3200.1.p, Carub.0007s3199.1.p	EUTSA_v10028179mg
OG0000116	Carub.0008s0170.1.p	EUTSA_v10005486mg
OG0000116	Carub.0006s2323.1.p	EUTSA_v10005554mg
OG0000116	Carub.0006s0122.1.p, Carub.0006s0397.1.p	EUTSA_v10000484mg, EUTSA_v10015555mg
OG0000117	Carub.0004s2598.1.p	EUTSA_v10001697mg
OG0000119	Carub.0007s2358.1.p	EUTSA_v10027244mg
OG0000119	Carub.0004s1931.1.p	EUTSA_v10001524mg
OG0000119	Carub.0005s2945.1.p	EUTSA_v10005447mg
OG0000120	Carub.0001s0085.1.p	EUTSA_v10009233mg
OG0000120	Carub.0006s3612.1.p	EUTSA_v10029104mg
OG0000120	Carub.0008s1340.1.p	EUTSA_v10015741mg
OG0000120	Carub.0004s1159.1.p, Carub.0004s1158.1.p	EUTSA_v10017480mg
OG0000120	Carub.0004s2911.1.p	EUTSA_v10001695mg
OG0000121	Carub.0002s2274.1.p	EUTSA_v10019398mg
OG0000123	Carub.0005s2737.1.p	EUTSA_v10006314mg
OG0000123	Carub.0007s2497.1.p	EUTSA_v10026582mg
OG0000123	Carub.0002s0298.1.p	EUTSA_v10023763mg
OG0000123	Carub.0006s3246.1.p	EUTSA_v10029077mg
OG0000123	Carub.0007s1936.1.p	EUTSA_v10026531mg
OG0000125	Carub.0004s0420.1.p, Carub.0004s0422.1.p	EUTSA_v10000675mg
OG0000125	Carub.0004s0423.1.p, Carub.0004s0427.1.p, Carub.0004s0430.1.p	EUTSA_v10000198mg
OG0000125	Carub.0004s0424.1.p	EUTSA_v10000199mg, EUTSA_v10000460mg, EUTSA_v10000166mg
OG0000126	Carub.0007s3394.1.p, Carub.0007s3395.1.p	EUTSA_v10028273mg
OG0000129	Carub.0001s3085.1.p, Carub.0001s3084.1.p	EUTSA_v10009774mg
OG0000129	Carub.0001s3616.1.p	EUTSA_v10017596mg, EUTSA_v10009548mg
OG0000129	Carub.0003s2873.1.p, Carub.0003s2860.1.p, Carub.0003s2861.1.p, Carub.0003s2859.1.p, Carub.0003s2868.1.p, Carub.0003s2862.1.p, Carub.0003s2875.1.p, Carub.0003s2850.1.p, Carub.0003s1631.1.p, Carub.0003s2661.1.p, Carub.0003s2658.1.p, Carub.0003s1632.1.p	EUTSA_v10022086mg, EUTSA_v10021923mg, EUTSA_v10022412mg
OG0000132	Carub.0003s3248.1.p	EUTSA_v10023187mg
OG0000132	Carub.0007s0376.1.p	EUTSA_v10026710mg
OG0000132	Carub.0001s1908.1.p	EUTSA_v10009748mg
OG0000132	Carub.0002s2207.1.p	EUTSA_v10019367mg
OG0000132	Carub.0007s0117.1.p	EUTSA_v10027169mg
OG0000132	Carub.0004s0070.1.p	EUTSA_v10000389mg
OG0000133	Carub.0006s2553.1.p	EUTSA_v10009858mg
OG0000133	Carub.0002s1761.1.p, Carub.0002s1762.1.p	EUTSA_v10019117mg
OG0000133	Carub.0002s1766.1.p	EUTSA_v10019433mg
OG0000134	Carub.0008s0164.1.p	EUTSA_v10003136mg
OG0000134	Carub.0008s0650.1.p	EUTSA_v10000753mg
OG0000134	Carub.0008s0142.1.p, Carub.0008s0139.1.p	EUTSA_v10001229mg
OG0000134	Carub.0008s0143.1.p	EUTSA_v10001234mg
OG0000135	Carub.0002s1632.1.p	EUTSA_v10019457mg, EUTSA_v10019611mg
OG0000137	Carub.0001s2763.1.p, Carub.0001s2772.1.p	EUTSA_v10009028mg
OG0000137	Carub.0001s2766.1.p, Carub.0001s2768.1.p	EUTSA_v10009049mg, EUTSA_v10009531mg
OG0000138	Carub.0002s2530.1.p	EUTSA_v10018650mg
OG0000138	Carub.0004s1459.1.p	EUTSA_v10017763mg
OG0000138	Carub.0004s2255.1.p, Carub.0002s0725.1.p, Carub.0001s4371.1.p	EUTSA_v10017738mg
OG0000140	Carub.0003s2819.1.p	EUTSA_v10015694mg
OG0000140	Carub.0007s3161.1.p, Carub.0004s0698.1.p	EUTSA_v10002273mg, EUTSA_v10012310mg, EUTSA_v10003498mg, EUTSA_v10027407mg, EUTSA_v10019487mg, EUTSA_v10000546mg, EUTSA_v10017585mg, EUTSA_v10003049mg, EUTSA_v10021988mg, EUTSA_v10003081mg, EUTSA_v10023117mg, EUTSA_v10002206mg, EUTSA_v10002319mg, EUTSA_v10000658mg, EUTSA_v10011100mg
OG0000141	Carub.0002s1911.1.p	EUTSA_v10011433mg
OG0000143	Carub.0003s1843.1.p	EUTSA_v10022126mg
OG0000143	Carub.0008s2621.1.p	EUTSA_v10005313mg
OG0000143	Carub.0007s3594.1.p, Carub.0007s3559.1.p, Carub.0003s3325.1.p, Carub.0007s3561.1.p, Carub.0007s3592.1.p	EUTSA_v10028184mg, EUTSA_v10028281mg, EUTSA_v10028282mg
OG0000144	Carub.0005s2768.1.p	EUTSA_v10005888mg
OG0000144	Carub.0004s2818.1.p, Carub.0004s2817.1.p	EUTSA_v10010304mg
OG0000144	Carub.0004s2821.1.p, Carub.0004s2819.1.p	EUTSA_v10016531mg
OG0000144	Carub.0004s2820.1.p, Carub.0001s3189.1.p	EUTSA_v10001282mg
OG0000144	Carub.0004s2822.1.p	EUTSA_v10001412mg
OG0000146	Carub.0007s0518.1.p	EUTSA_v10027560mg, EUTSA_v10027348mg
OG0000146	Carub.0007s0510.1.p, Carub.0007s0519.1.p	EUTSA_v10026047mg
OG0000146	Carub.0003s3100.1.p	EUTSA_v10023198mg
OG0000146	Carub.0003s3101.1.p, Carub.0003s3102.1.p	EUTSA_v10023068mg, EUTSA_v10022833mg
OG0000149	Carub.0001s4475.1.p	EUTSA_v10000587mg, EUTSA_v10012006mg
OG0000149	Carub.0001s4390.1.p, Carub.0001s4392.1.p, Carub.0001s4394.1.p, Carub.0001s4391.1.p	EUTSA_v10016175mg
OG0000149	Carub.0001s4474.1.p, Carub.0001s4473.1.p	EUTSA_v10011215mg
OG0000150	Carub.0001s2150.1.p	EUTSA_v10009471mg
OG0000150	Carub.0001s2131.1.p, Carub.0006s2922.1.p, Carub.0005s1133.1.p, Carub.0001s2128.1.p, Carub.0001s2130.1.p	EUTSA_v10009885mg, EUTSA_v10009544mg, EUTSA_v10009676mg
OG0000150	Carub.0001s2141.1.p	EUTSA_v10009497mg
OG0000150	Carub.0001s2140.1.p	EUTSA_v10023052mg, EUTSA_v10022969mg, EUTSA_v10027249mg, EUTSA_v10027078mg
OG0000153	Carub.0008s2083.1.p, Carub.0008s2091.1.p	EUTSA_v10016021mg, EUTSA_v10015422mg, EUTSA_v10011949mg, EUTSA_v10015510mg
OG0000154	Carub.0001s3511.1.p, Carub.0004s2705.1.p	EUTSA_v10018387mg, EUTSA_v10001744mg
OG0000154	Carub.0005s2687.1.p, Carub.0004s0629.1.p	EUTSA_v10005858mg
OG0000154	Carub.0002s0665.1.p, Carub.0002s0666.1.p	EUTSA_v10001770mg
OG0000154	Carub.0004s2704.1.p	EUTSA_v10001756mg
OG0000155	Carub.0006s2585.1.p, Carub.0004s1242.1.p, Carub.0004s1240.1.p, Carub.0004s1227.1.p, Carub.0004s1241.1.p, Carub.0006s2584.1.p	EUTSA_v10017630mg, EUTSA_v10017608mg, EUTSA_v10017820mg, EUTSA_v10017853mg, EUTSA_v10017770mg, EUTSA_v10017858mg, EUTSA_v10017707mg, EUTSA_v10017568mg, EUTSA_v10026766mg
OG0000155	Carub.0004s1228.1.p	EUTSA_v10017510mg
OG0000156	Carub.0008s1776.1.p	EUTSA_v10013314mg
OG0000156	Carub.0005s0415.1.p, Carub.0005s0425.1.p	EUTSA_v10004067mg
OG0000156	Carub.0005s0423.1.p, Carub.0005s0421.1.p	EUTSA_v100040361mg
OG0000156	Carub.0005s0357.1.p, Carub.0005s0420.1.p	EUTSA_v10004078mg
OG0000156	Carub.0005s0419.1.p, Carub.0005s0418.1.p, Carub.0005s0417.1.p	EUTSA_v10004070mg
OG0000157	Carub.0007s1452.1.p, Carub.0005s0547.1.p, Carub.0001s4255.1.p, Carub.0004s0932.1.p, Carub.0008s1441.1.p	EUTSA_v10012274mg
OG0000157	Carub.0002s0384.1.p, Carub.0007s2613.1.p	EUTSA_v10011025mg
OG0000158	Carub.0001s3782.1.p, Carub.0001s3784.1.p, Carub.0001s3783.1.p	EUTSA_v10011352mg
OG0000158	Carub.0001s3781.1.p	EUTSA_v10012014mg, EUTSA_v10011483mg
OG0000158	Carub.0008s1151.1.p	EUTSA_v10015256mg
OG0000159	Carub.0001s1313.1.p	EUTSA_v10009721mg
OG0000159	Carub.0001s1339.1.p	EUTSA_v10002041mg, EUTSA_v10009882mg, EUTSA_v10008193mg, EUTSA_v10023962mg, EUTSA_v10024038mg, EUTSA_v10024068mg, EUTSA_v10022446mg, EUTSA_v10024157mg, EUTSA_v10022458mg, EUTSA_v10024127mg, EUTSA_v10008182mg, EUTSA_v10014092mg
OG0000160	Carub.0002s1672.1.p	EUTSA_v10019602mg
OG0000160	Carub.0007s3660.1.p	EUTSA_v10019156mg
OG0000162	Carub.0005s0230.1.p, Carub.0005s0229.1.p	EUTSA_v10005549mg
OG0000162	Carub.0005s0225.1.p	EUTSA_v10005569mg, EUTSA_v10004936mg
OG0000163	Carub.0003s2684.1.p	EUTSA_v10002748mg
OG0000163	Carub.0003s2683.1.p, Carub.0003s2682.1.p	EUTSA_v10011753mg, EUTSA_v10003123mg
OG0000164	Carub.0007s1952.1.p	EUTSA_v10026236mg
OG0000164	Carub.0006s3275.1.p	EUTSA_v10029338mg
OG0000164	Carub.0222s0003.1.p, Carub.0007s1953.1.p, Carub.0222s0001.1.p, Carub.0007s1954.1.p, Carub.0222s0002.1.p	EUTSA_v10026512mg
OG0000164	Carub.0006s3272.1.p	EUTSA_v10029054mg
OG0000166	Carub.0003s2900.1.p	EUTSA_v10003118mg
OG0000167	Carub.0003s1192.1.p	EUTSA_v10020257mg
OG0000167	Carub.0001s1584.1.p	EUTSA_v10007031mg
OG0000167	Carub.0003s0854.1.p	EUTSA_v10020258mg
OG0000167	Carub.0006s0130.1.p	EUTSA_v10012922mg
OG0000170	Carub.0004s1083.1.p	EUTSA_v10017796mg
OG0000170	Carub.0002s1306.1.p, Carub.0002s1308.1.p	EUTSA_v10019456mg
OG0000170	Carub.0008s1380.1.p	EUTSA_v10005328mg
OG0000171	Carub.0106s0002.1.p, Carub.0006s3356.1.p	EUTSA_v10028485mg
OG0000171	Carub.0006s3357.1.p, Carub.0006s3358.1.p	EUTSA_v10029249mg
OG0000171	Carub.0006s3302.1.p, Carub.0007s2782.1.p, Carub.0007s2784.1.p, Carub.0007s2783.1.p	EUTSA_v10002422mg, EUTSA_v10002620mg, EUTSA_v10002604mg
OG0000171	Carub.0008s1779.1.p	EUTSA_v10002443mg
OG0000173	Carub.0002s0441.1.p, Carub.0002s0435.1.p	EUTSA_v10023871mg, EUTSA_v10023813mg
OG0000173	Carub.0004s0822.1.p, Carub.0002s1331.1.p, Carub.0002s1330.1.p	EUTSA_v10023175mg, EUTSA_v10015623mg
OG0000174	Carub.0002s1305.1.p	EUTSA_v10019362mg
OG0000174	Carub.0005s1256.1.p, Carub.0005s1255.1.p	EUTSA_v10028232mg
OG0000174	Carub.0005s0785.1.p, Carub.0005s0784.1.p	EUTSA_v10005391mg, EUTSA_v10005534mg
OG0000174	Carub.0005s2416.1.p	EUTSA_v10029435mg, EUTSA_v10009184mg, EUTSA_v10009190mg
OG0000178	Carub.0001s0529.1.p	EUTSA_v10022269mg, EUTSA_v10009348mg
OG0000179	Carub.0001s3641.1.p	EUTSA_v10027722mg, EUTSA_v10028238mg
OG0000179	Carub.0007s3700.1.p	EUTSA_v10028261mg
OG0000179	Carub.0007s0139.1.p	EUTSA_v10027133mg
OG0000179	Carub.0007s0839.1.p	EUTSA_v10024958mg
OG0000180	Carub.0003s3030.1.p	EUTSA_v10022840mg
OG0000180	Carub.0007s0557.1.p	EUTSA_v10026432mg
OG0000181	Carub.0007s2445.1.p, Carub.0004s1123.1.p, Carub.0013s0014.1.p	EUTSA_v10011074mg
OG0000182	Carub.0007s2566.1.p	EUTSA_v10026794mg, EUTSA_v10027358mg
OG0000182	Carub.0001s2951.1.p	EUTSA_v10009446mg
OG0000182	Carub.0001s1435.1.p	EUTSA_v10025388mg, EUTSA_v10004358mg
OG0000183	Carub.0005s1390.1.p	EUTSA_v10010110mg
OG0000183	Carub.0172s0002.1.p	EUTSA_v10023276mg
OG0000183	Carub.0008s2243.1.p	EUTSA_v10003645mg
OG0000183	Carub.0005s1389.1.p	EUTSA_v10010102mg
OG0000183	Carub.0005s1388.1.p	EUTSA_v10010112mg, EUTSA_v10011002mg
OG0000184	Carub.0001s1241.1.p	EUTSA_v10020312mg, EUTSA_v10002441mg
OG0000184	Carub.0001s1231.1.p, Carub.0001s1246.1.p, Carub.0001s1189.1.p, Carub.0001s1249.1.p, Carub.0001s1230.1.p	EUTSA_v10007258mg, EUTSA_v10007046mg, EUTSA_v10007095mg, EUTSA_v10007048mg
OG0000185	Carub.0007s3252.1.p, Carub.0007s3280.1.p	EUTSA_v10001931mg
OG0000186	Carub.0001s2703.1.p	EUTSA_v10009438mg
OG0000186	Carub.0004s0798.1.p	EUTSA_v10006895mg
OG0000189	Carub.0005s2592.1.p	EUTSA_v10006442mg
OG0000189	Carub.0005s2597.1.p	EUTSA_v10006443mg
OG0000189	Carub.0005s2598.1.p	EUTSA_v10002546mg
OG0000189	Carub.0005s2591.1.p	EUTSA_v10005952mg, EUTSA_v10006403mg
OG0000189	Carub.0007s2832.1.p	EUTSA_v10005904mg
OG0000189	Carub.0005s2593.1.p	EUTSA_v10006219mg, EUTSA_v10005937mg
OG0000190	Carub.0001s1237.1.p, Carub.0001s1236.1.p	EUTSA_v10023017mg
OG0000190	Carub.0004s0495.1.p, Carub.0001s1238.1.p, Carub.0001s1239.1.p	EUTSA_v10009133mg
OG0000192	Carub.0007s2328.1.p	EUTSA_v10024238mg
OG0000192	Carub.0001s0158.1.p	EUTSA_v10006577mg
OG0000192	Carub.0004s2973.1.p	EUTSA_v10001285mg
OG0000193	Carub.0001s3760.1.p	EUTSA_v10011613mg
OG0000193	Carub.0003s1753.1.p	EUTSA_v10021026mg
OG0000193	Carub.0002s1219.1.p	EUTSA_v10018774mg
OG0000193	Carub.0007s3276.1.p	EUTSA_v10027817mg
OG0000193	Carub.0006s1478.1.p	EUTSA_v10013948mg
OG0000194	Carub.0004s0485.1.p, Carub.0004s0484.1.p, Carub.0004s0486.1.p	EUTSA_v10017873mg
OG0000194	Carub.0003s2674.1.p, Carub.0008s0809.1.p	EUTSA_v10017689mg, EUTSA_v10012296mg, EUTSA_v10011969mg
OG0000194	Carub.0004s2270.1.p	EUTSA_v10017581mg, EUTSA_v10017692mg, EUTSA_v10017253mg
OG0000194	Carub.0005s0831.1.p	EUTSA_v10029229mg
OG0000195	Carub.0007s3022.1.p	EUTSA_v10002217mg, EUTSA_v10015887mg, EUTSA_v10002797mg, EUTSA_v10000462mg, EUTSA_v10009766mg, EUTSA_v10005358mg
OG0000197	Carub.0007s0514.1.p, Carub.0008s2422.1.p	EUTSA_v10005158mg
OG0000197	Carub.0004s0795.1.p	EUTSA_v10005396mg
OG0000198	Carub.0005s1137.1.p	EUTSA_v10015687mg
OG0000198	Carub.0005s1136.1.p, Carub.0005s1131.1.p, Carub.0005s1135.1.p	EUTSA_v10003078mg
OG0000199	Carub.0008s2063.1.p	EUTSA_v10014643mg
OG0000199	Carub.0006s0232.1.p, Carub.0003s0922.1.p, Carub.0003s0900.1.p	EUTSA_v10021492mg
OG0000199	Carub.0005s2019.1.p	EUTSA_v10010710mg
OG0000200	Carub.0011s0006.1.p, Carub.0005s1704.1.p, Carub.0008s0661.1.p	EUTSA_v10012394mg, EUTSA_v10029223mg
OG0000201	Carub.0007s0885.1.p	EUTSA_v10026818mg
OG0000201	Carub.0003s1035.1.p	EUTSA_v10022336mg
OG0000202	Carub.0001s3717.1.p, Carub.0001s3981.1.p	EUTSA_v10011966mg, EUTSA_v10012059mg, EUTSA_v10015925mg
OG0000202	Carub.0002s1701.1.p	EUTSA_v10027439mg
OG0000202	Carub.0003s0941.1.p, Carub.0001s3671.1.p, Carub.0196s0001.1.p, Carub.0001s3670.1.p, Carub.0001s3666.1.p, Carub.0001s3663.1.p, Carub.0001s3672.1.p	EUTSA_v10012345mg, EUTSA_v10012245mg, EUTSA_v10012176mg, EUTSA_v10011993mg, EUTSA_v10012065mg, EUTSA_v10003413mg, EUTSA_v10003347mg, EUTSA_v10003313mg, EUTSA_v10017831mg, EUTSA_v10012114mg, EUTSA_v10011960mg
OG0000203	Carub.0006s0221.1.p	EUTSA_v10013853mg
OG0000203	Carub.0003s0897.1.p	EUTSA_v10021985mg
OG0000203	Carub.0002s1559.1.p	EUTSA_v10019605mg
OG0000204	Carub.0007s0165.1.p	EUTSA_v10026900mg
OG0000204	Carub.0007s0164.1.p, Carub.0004s0447.1.p, Carub.0002s0602.1.p, Carub.0006s2565.1.p	EUTSA_v10012131mg, EUTSA_v10023938mg
OG0000205	Carub.0001s1377.1.p	EUTSA_v10009946mg
OG0000205	Carub.0003s2926.1.p, Carub.0003s2925.1.p	EUTSA_v10022636mg
OG0000205	Carub.0001s1379.1.p	EUTSA_v10009405mg
OG0000210	Carub.0007s2932.1.p	EUTSA_v10027074mg
OG0000210	Carub.0006s2746.1.p	EUTSA_v10024976mg
OG0000211	Carub.0001s2065.1.p	EUTSA_v10009893mg
OG0000211	Carub.0001s2064.1.p	EUTSA_v10006909mg
OG0000213	Carub.0003s2294.1.p	EUTSA_v10015830mg, EUTSA_v10015464mg
OG0000214	Carub.0006s3230.1.p	EUTSA_v10028498mg
OG0000214	Carub.0006s3239.1.p, Carub.0006s3238.1.p, Carub.0006s3235.1.p, Carub.0006s3237.1.p	EUTSA_v10028504mg
OG0000214	Carub.0006s3233.1.p, Carub.0006s3231.1.p, Carub.0006s3232.1.p	EUTSA_v10028500mg, EUTSA_v10028501mg
OG0000214	Carub.0006s2699.1.p	EUTSA_v10029445mg
OG0000216	Carub.0007s2293.1.p	EUTSA_v10025514mg
OG0000216	Carub.0003s1414.1.p	EUTSA_v10020979mg
OG0000216	Carub.0003s1413.1.p	EUTSA_v10020982mg
OG0000216	Carub.0002s2528.1.p	EUTSA_v10018744mg
OG0000217	Carub.0002s1824.1.p, Carub.0002s1825.1.p, Carub.0005s0674.1.p	EUTSA_v10018341mg
OG0000217	Carub.0004s0336.1.p	EUTSA_v10027661mg
OG0000217	Carub.0003s0465.1.p	EUTSA_v10026970mg, EUTSA_v10024473mg, EUTSA_v10024400mg, EUTSA_v10024467mg, EUTSA_v10024443mg
OG0000218	Carub.0008s2379.1.p	EUTSA_v10005643mg
OG0000218	Carub.0001s0346.1.p	EUTSA_v10009006mg
OG0000219	Carub.0005s2785.1.p	EUTSA_v10017941mg
OG0000219	Carub.0002s0802.1.p, Carub.0002s1314.1.p, Carub.0005s0920.1.p	EUTSA_v10003401mg
OG0000219	Carub.0230s0002.1.p, Carub.0001s1285.1.p, Carub.0001s1284.1.p	EUTSA_v10006351mg, EUTSA_v10006468mg
OG0000220	Carub.0007s2094.1.p	EUTSA_v10027515mg
OG0000220	Carub.0001s3795.1.p, Carub.0001s3796.1.p	EUTSA_v10012385mg, EUTSA_v10012075mg
OG0000222	Carub.0007s2650.1.p	EUTSA_v10024504mg
OG0000222	Carub.0003s2166.1.p	EUTSA_v10020132mg
OG0000222	Carub.0001s1166.1.p	EUTSA_v10006870mg
OG0000222	Carub.0002s0267.1.p	EUTSA_v10023297mg
OG0000222	Carub.0006s3217.1.p	EUTSA_v10028449mg
OG0000222	Carub.0007s1920.1.p	EUTSA_v10024476mg
OG0000223	Carub.0003s2048.1.p	EUTSA_v10020151mg
OG0000223	Carub.0008s1582.1.p	EUTSA_v10012748mg
OG0000223	Carub.0002s1327.1.p, Carub.0120s0002.1.p, Carub.0002s1325.1.p	EUTSA_v10018170mg
OG0000223	Carub.0007s1416.1.p	EUTSA_v10024494mg
OG0000224	Carub.0007s0183.1.p, Carub.0002s2327.1.p	EUTSA_v10025580mg
OG0000224	Carub.0008s0622.1.p	EUTSA_v10022697mg, EUTSA_v10005562mg, EUTSA_v10005688mg
OG0000224	Carub.0007s0234.1.p	EUTSA_v10027306mg
OG0000225	Carub.0007s3379.1.p	EUTSA_v10018369mg, EUTSA_v10019472mg, EUTSA_v10018407mg
OG0000226	Carub.0001s2374.1.p, Carub.0001s2373.1.p, Carub.0006s2778.1.p, Carub.0006s2777.1.p	EUTSA_v10009361mg, EUTSA_v10009595mg
OG0000226	Carub.0002s1671.1.p, Carub.0007s3135.1.p, Carub.0350s0001.1.p, Carub.0006s2752.1.p	EUTSA_v10019296mg
OG0000228	Carub.0007s1779.1.p	EUTSA_v10025910mg
OG0000228	Carub.0006s3683.1.p	EUTSA_v10028860mg
OG0000228	Carub.0001s0060.1.p	EUTSA_v10008397mg
