Orthogroup	Brassica_oleracea	Boechera_stricta
OG0000025	Bo9g085730, Bo9g085780, Bo9g085770, Bo9g085750, Bo9g085760, Bo9g085740, Bo9g086860, Bo9g086870, Bo9g086850	Bostr.3148s0185.1.p, Bostr.29998s0001.1.p, Bostr.3148s0186.1.p, Bostr.3148s0188.1.p, Bostr.3148s0187.1.p
OG0000025	Bo7g072780, Bo6g099770, Bo6g099760	Bostr.20055s0055.1.p
OG0000029	Bo7g009860, Bo3g002060	Bostr.2128s0162.1.p
OG0000029	Bo14002s010	Bostr.30057s0026.1.p
OG0000029	Bo00828s100, Bo01919s010, Bo00828s080, Bo00828s120, Bo5g118920, Bo5g120120, Bo00828s090	Bostr.3877s0007.1.p
OG0000029	Bo4g025430	Bostr.9345s0063.1.p
OG0000029	Bo9g183270	Bostr.2128s0174.1.p
OG0000030	Bo9g036930, Bo4g094380	Bostr.25219s0298.1.p
OG0000030	Bo4g154190, Bo4g154200, Bo3g184090, Bo4g094200, Bo9g029020	Bostr.9600s0028.1.p
OG0000030	Bo5g088340	Bostr.29223s0186.1.p, Bostr.0597s0124.1.p, Bostr.22157s0042.1.p, Bostr.9600s0035.1.p, Bostr.22157s0035.1.p, Bostr.22157s0040.1.p, Bostr.22157s0013.1.p, Bostr.22157s0036.1.p, Bostr.22157s0037.1.p, Bostr.22157s0014.1.p, Bostr.22157s0012.1.p, Bostr.22157s0015.1.p, Bostr.14881s0004.1.p, Bostr.14881s0005.1.p, Bostr.10040s0004.1.p, Bostr.26959s0055.1.p, Bostr.10040s0197.1.p, Bostr.10040s0192.1.p, Bostr.10040s0195.1.p, Bostr.10040s0203.1.p, Bostr.22157s0135.1.p, Bostr.10040s0266.1.p, Bostr.10040s0145.1.p, Bostr.10040s0262.1.p, Bostr.10040s0260.1.p, Bostr.10040s0267.1.p, Bostr.10040s0212.1.p, Bostr.10040s0265.1.p
OG0000030	Bo9g029330	Bostr.8169s0052.1.p
OG0000031	Bo3g041970, Bo4g157420, Bo01239s010	Bostr.0556s0648.1.p, Bostr.29505s0015.1.p
OG0000031	Bo6g042410, Bo5g081350, Bo4g137360, Bo3g025250	Bostr.17584s0015.1.p, Bostr.25219s0531.1.p, Bostr.17584s0014.1.p, Bostr.9638s0123.1.p
OG0000031	Bo01080s020, Bo9g070180, Bo9g124850, Bo8g089830, Bo8g087200, Bo8g089930, Bo8g089910, Bo8g089900, Bo8g089820, Bo8g087170, Bo8g089840, Bo8g089920, Bo8g087180, Bo8g087190, Bo8g089810	Bostr.0697s0107.1.p
OG0000032	Bo4g137060, Bo6g058880	Bostr.12645s0038.1.p
OG0000032	Bo2g055090	Bostr.26959s0212.1.p
OG0000032	Bo2g055200, Bo02126s010, Bo2g055150, Bo6g103470, Bo6g102400	Bostr.26959s0220.1.p, Bostr.26959s0222.1.p, Bostr.26959s0237.1.p
OG0000032	Bo2g054020, Bo6g102390, Bo1g053730	Bostr.26959s0229.1.p, Bostr.26959s0228.1.p
OG0000032	Bo2g055170	Bostr.16189s0001.1.p, Bostr.26959s0226.1.p
OG0000032	Bo7g105860, Bo7g105830	Bostr.2021s0086.1.p
OG0000032	Bo9g163940	Bostr.22252s0171.1.p, Bostr.1040s0043.1.p
OG0000032	Bo4g065730, Bo4g137070, Bo2g136130, Bo4g137080, Bo6g059890	Bostr.16958s0001.1.p
OG0000032	Bo5g043300, Bo5g043320, Bo5g043330	Bostr.12645s0031.1.p, Bostr.12645s0033.1.p, Bostr.3359s0184.1.p
OG0000033	Bo9g028510, Bo4g142510, Bo9g037090, Bo1g094260, Bo9g037120	Bostr.29223s0212.1.p, Bostr.10040s0165.1.p, Bostr.29223s0213.1.p, Bostr.22157s0155.1.p, Bostr.9600s0006.1.p, Bostr.22157s0076.1.p, Bostr.22157s0029.1.p, Bostr.22157s0080.1.p, Bostr.22157s0070.1.p, Bostr.22157s0051.1.p, Bostr.22157s0073.1.p, Bostr.22157s0072.1.p, Bostr.22157s0081.1.p, Bostr.22157s0075.1.p
OG0000033	Bo8g062680, Bo6g010640	Bostr.13671s0231.1.p
OG0000033	Bo5g017050, Bo5g016990	Bostr.15774s0296.1.p
OG0000033	Bo8g108270, Bo8g107600	Bostr.13671s0229.1.p, Bostr.26675s0327.1.p, Bostr.26675s0378.1.p, Bostr.26675s0377.1.p
OG0000033	Bo8g062700, Bo00758s110, Bo8g108340, Bo8g108350, Bo6g072390, Bo8g108360	Bostr.13671s0238.1.p
OG0000033	Bo8g108280	Bostr.13671s0230.1.p
OG0000037	Bo4g121630, Bo8g083100, Bo4g187100, Bo4g030350, Bo3g031870, Bo1g040130	Bostr.23794s0315.1.p, Bostr.11793s0017.1.p
OG0000037	Bo1g116200, Bo5g117040, Bo3g071760	Bostr.26675s0249.1.p
OG0000037	Bo5g134740	Bostr.19424s1148.1.p
OG0000037	Bo3g018230, Bo3g117300	Bostr.18473s0306.1.p, Bostr.26833s0307.1.p
OG0000037	Bo6g049540, Bo6g049530	Bostr.3359s0051.1.p
OG0000037	Bo3g005290	Bostr.13129s0011.1.p
OG0000038	Bo7g084030, Bo7g084040, Bo7g084020	Bostr.0556s0362.1.p
OG0000038	Bo9g008050	Bostr.13404s0040.1.p, Bostr.6192s0005.1.p, Bostr.25375s0027.1.p
OG0000038	Bo5g049130	Bostr.6864s0092.1.p
OG0000038	Bo8g082120	Bostr.11793s0119.1.p
OG0000038	Bo4g161340, Bo4g161360, Bo4g197420	Bostr.18473s0053.1.p, Bostr.0556s0520.1.p, Bostr.6864s0279.1.p, Bostr.13671s0128.1.p, Bostr.8819s0183.1.p
OG0000039	Bo3g084330	Bostr.0146s0001.1.p, Bostr.7867s0106.1.p
OG0000039	Bo1g033180	Bostr.7867s0115.1.p
OG0000039	Bo2g155630	Bostr.25463s0206.1.p, Bostr.25463s0175.1.p
OG0000040	Bo9g162990	Bostr.2618s0001.1.p
OG0000040	Bo7g042340, Bo5g064350, Bo1g139480	Bostr.19424s1118.1.p
OG0000040	Bo4g139760, Bo4g151230	Bostr.30275s0249.1.p
OG0000040	Bo8g100760	Bostr.21942s0009.1.p
OG0000040	Bo5g137400, Bo4g139150	Bostr.22252s0018.1.p
OG0000040	Bo6g116690, Bo6g087890, Bo6g087850	Bostr.10273s0027.1.p
OG0000041	Bo9g094210, Bo01718s010	Bostr.29268s0005.1.p, Bostr.10040s0264.1.p
OG0000042	Bo6g076130, Bo1g116040, Bo4g025310, Bo02116s010	Bostr.12645s0008.1.p, Bostr.12645s0016.1.p, Bostr.12645s0017.1.p, Bostr.12645s0015.1.p, Bostr.12645s0006.1.p, Bostr.12645s0010.1.p, Bostr.12645s0014.1.p, Bostr.15774s0042.1.p
OG0000042	Bo4g108170	Bostr.20903s0148.1.p
OG0000042	Bo1g154960	Bostr.19046s0015.1.p
OG0000042	Bo8g100100, Bo3g026620	Bostr.20903s0054.1.p
OG0000042	Bo3g093700, Bo8g092980	Bostr.26326s0020.1.p, Bostr.20332s0001.1.p, Bostr.20332s0002.1.p
OG0000043	Bo9g151860, Bo3g015190	Bostr.26527s0156.1.p
OG0000043	Bo7g014680	Bostr.7128s0445.1.p, Bostr.25463s0352.1.p
OG0000043	Bo8g081350, Bo4g165460	Bostr.26675s0167.1.p
OG0000044	Bo3g134070	Bostr.18473s0264.1.p
OG0000044	Bo4g090390, Bo1g098790	Bostr.22157s0137.1.p
OG0000044	Bo01976s010, Bo9g040770, Bo9g040790, Bo4g091420, Bo1g098770	Bostr.22157s0134.1.p
OG0000044	Bo4g107670, Bo4g091490	Bostr.22157s0145.1.p
OG0000044	Bo9g040780	Bostr.10199s0042.1.p
OG0000045	Bo1g034330, Bo1g034430	Bostr.7867s0124.1.p, Bostr.7867s0126.1.p, Bostr.7867s0129.1.p
OG0000045	Bo3g165780	Bostr.7867s0103.1.p
OG0000045	Bo7g108520	Bostr.7867s0092.1.p, Bostr.7867s0104.1.p, Bostr.7867s0108.1.p
OG0000045	Bo1g033130, Bo1g033150	Bostr.7867s0107.1.p, Bostr.10040s0346.1.p
OG0000045	Bo7g108570, Bo7g108550, Bo1g033170, Bo8g030610	Bostr.7867s0109.1.p, Bostr.7867s0121.1.p
OG0000045	Bo4g128440, Bo4g133160	Bostr.9081s0002.1.p
OG0000045	Bo8g101290	Bostr.25542s0087.1.p
OG0000046	Bo3g154220, Bo7g117810	Bostr.7867s1479.1.p
OG0000046	Bo7g106700, Bo8g081460	Bostr.30275s0434.1.p
OG0000046	Bo9g061260	Bostr.5342s0008.1.p, Bostr.25599s0001.1.p
OG0000046	Bo9g061330	Bostr.8819s0008.1.p
OG0000046	Bo3g027680	Bostr.27895s0043.1.p
OG0000046	Bo2g126920	Bostr.8819s0019.1.p
OG0000046	Bo2g126880	Bostr.8819s0052.1.p
OG0000047	Bo8g092120, Bo4g064660, Bo8g081170, Bo9g148090, Bo9g084480, Bo12113s010, Bo6g049520, Bo6g039810, Bo7g026820, Bo7g026860, Bo1g053190, Bo6g018250, Bo4g045990, Bo3g153580, Bo2g100730, Bo3g151510, Bo6g094420, Bo9g076400, Bo1g098750, Bo5g128810, Bo6g033260, Bo6g056150, Bo3g143520, Bo9g062700, Bo7g037660, Bo3g100950, Bo9g043990, Bo5g122930, Bo5g122920, Bo5g082540, Bo5g125030, Bo1g102020, Bo7g062120, Bo8g021870, Bo6g110370, Bo5g041520, Bo6g048130, Bo7g104720, Bo8g002880, Bo4g043750, Bo5g103580, Bo7g080070, Bo9g123720, Bo4g021720, Bo4g112980, Bo5g010760, Bo5g049510, Bo2g045920, Bo4g106240, Bo3g044820, Bo2g025280, Bo6g029200, Bo13785s010, Bo7g014490, Bo3g117330, Bo2g085190, Bo3g099240, Bo10218s010, Bo9g092750, Bo5g115160, Bo9g059130, Bo3g054780, Bo2g138570, Bo9g175220, Bo4g149690, Bo5g118440, Bo5g136780, Bo1g051100, Bo7g090990, Bo00923s030, Bo5g017180, Bo7g038990, Bo3g052660, Bo5g072410, Bo3g084140, Bo3g084130, Bo2g130170, Bo5g048700, Bo2g068420, Bo2g112900, Bo5g049500, Bo6g104060, Bo1g025500, Bo01073s010, Bo7g010130, Bo3g122150, Bo4g188540, Bo3g181170, Bo00883s090, Bo5g027870, Bo2g049400, Bo9g152150, Bo6g056110, Bo4g137260, Bo18661s010, Bo6g041120, Bo4g182220, Bo5g082580, Bo15892s010, Bo7g094870, Bo7g065700, Bo5g057020, Bo6g068330, Bo09555s010, Bo8g054670, Bo5g105030, Bo8g023000, Bo1g122860, Bo2g094940, Bo4g116930, Bo2g105100, Bo2g105090, Bo3g045690, Bo5g132660, Bo8g051050, Bo3g128740, Bo3g107430, Bo15803s010, Bo3g107420, Bo25235s010, Bo9g021520	Bostr.26959s0288.1.p, Bostr.18351s0204.1.p, Bostr.25463s0052.1.p, Bostr.13158s0348.1.p, Bostr.21942s0006.1.p, Bostr.7128s0450.1.p, Bostr.7305s0007.1.p, Bostr.3053s0007.1.p, Bostr.12302s0046.1.p, Bostr.2021s0036.1.p, Bostr.10273s0376.1.p, Bostr.12302s0047.1.p, Bostr.13404s0011.1.p
OG0000048	Bo8g100640, Bo2g134370, Bo9g044030	Bostr.10199s0126.1.p
OG0000048	Bo6g095610, Bo4g044080, Bo6g098660, Bo5g030450, Bo9g070330, Bo7g062270, Bo5g017330, Bo01805s020, Bo3g106910, Bo9g123570, Bo1g052860, Bo7g067010, Bo2g083730, Bo8g112620, Bo9g061150, Bo6g095730, Bo5g123770, Bo5g048910, Bo01805s010	Bostr.15774s0297.1.p, Bostr.13083s0058.1.p, Bostr.25463s0305.1.p
OG0000048	Bo2g130000, Bo4g044210, Bo3g157250, Bo2g131790, Bo9g133230, Bo9g166540, Bo1g141520, Bo3g176070, Bo2g085170, Bo7g005940, Bo3g180940, Bo4g103650, Bo4g053870, Bo9g035210, Bo9g037210, Bo6g037240, Bo4g053880, Bo7g087060, Bo3g092090, Bo9g035200, Bo8g030600, Bo7g026720, Bo3g010680, Bo3g039930, Bo13896s010, Bo10343s010, Bo5g129160, Bo9g070380, Bo8g016610, Bo01038s040, Bo9g090750, Bo2g064580, Bo3g078590, Bo9g032100, Bo01834s010, Bo01604s020, Bo6g031350, Bo1g098390, Bo00932s050, Bo09601s010, Bo2g149380, Bo9g042270, Bo3g042200, Bo5g039120, Bo7g059930, Bo2g041170, Bo3g039250, Bo2g160580, Bo5g039110, Bo1g091700, Bo8g066390, Bo5g018060, Bo3g139840, Bo4g116800, Bo8g066380	Bostr.7305s0077.1.p
OG0000049	Bo4g094250, Bo1g068520	Bostr.25463s0404.1.p
OG0000049	Bo9g134720, Bo5g053530, Bo3g048270, Bo08732s010, Bo8g098410, Bo7g080610, Bo4g065850, Bo7g031480, Bo10344s010, Bo19898s010, Bo2g095060, Bo2g095050, Bo7g087270, Bo3g132750, Bo9g142400, Bo4g135960, Bo5g071100, Bo6g071180, Bo2g064280, Bo1g040720, Bo1g041800, Bo6g097370, Bo00947s020, Bo4g136200, Bo3g045240, Bo5g071110, Bo6g071170	Bostr.3148s0133.1.p
OG0000049	Bo4g137690, Bo8g036660, Bo9g069420, Bo4g078350, Bo7g082050, Bo4g052110	Bostr.29505s0001.1.p, Bostr.7867s0031.1.p, Bostr.2199s0013.1.p
OG0000049	Bo5g085070	Bostr.26833s0958.1.p, Bostr.26833s0959.1.p, Bostr.7903s0036.1.p
OG0000049	Bo1g040610, Bo9g111320, Bo3g170880, Bo1g040600, Bo9g130690, Bo8g030260, Bo11159s010, Bo9g069820, Bo4g154390, Bo3g043030, Bo7g014260, Bo4g078550, Bo4g038810, Bo6g010900, Bo4g107590, Bo6g058790, Bo7g095330, Bo8g027330, Bo7g095320, Bo4g038410, Bo6g058800, Bo01149s010, Bo7g014420, Bo2g075290, Bo1g048180, Bo4g029960, Bo3g158600	Bostr.19424s0075.1.p, Bostr.19424s0484.1.p, Bostr.9586s0002.1.p
OG0000050	Bo7g017540, Bo2g085140, Bo6g086210, Bo1g003080, Bo3g006860	Bostr.13175s0006.1.p, Bostr.25542s0196.1.p, Bostr.25542s0197.1.p, Bostr.3288s0212.1.p
OG0000050	Bo4g127240	Bostr.0568s0253.1.p
OG0000050	Bo3g005560	Bostr.13175s0061.1.p, Bostr.13175s0060.1.p, Bostr.0556s0417.1.p, Bostr.0568s0252.1.p, Bostr.25219s0026.1.p
OG0000051	Bo3g004900, Bo2g009070	Bostr.13129s0120.1.p
OG0000051	Bo2g140300, Bo7g084170	Bostr.0556s0378.1.p
OG0000051	Bo5g153890	Bostr.1460s0018.1.p
OG0000051	Bo2g011690	Bostr.2902s0148.1.p
OG0000051	Bo2g140290	Bostr.0556s0377.1.p
OG0000051	Bo4g140720	Bostr.7200s0107.1.p
OG0000051	Bo4g140730	Bostr.7200s0108.1.p
OG0000051	Bo5g153900	Bostr.1460s0019.1.p
OG0000051	Bo9g098660	Bostr.15774s0205.1.p
OG0000051	Bo3g112270, Bo01539s020, Bo01539s010, Bo8g077180	Bostr.18473s0087.1.p
OG0000052	Bo4g085050, Bo1g024410, Bo9g097010, Bo8g088440, Bo6g037220, Bo00689s030, Bo00689s010, Bo1g080150, Bo9g133650, Bo7g031460, Bo1g067340, Bo3g153730, Bo8g025680, Bo3g071640, Bo6g013280, Bo4g122790, Bo8g089960, Bo3g008710, Bo8g051150, Bo1g050660, Bo6g080870, Bo00889s010, Bo8g061180, Bo1g098230, Bo3g138510, Bo6g094100, Bo08068s010, Bo9g117700, Bo1g098720, Bo9g066990, Bo4g137700, Bo4g071840, Bo8g097960, Bo2g148100, Bo01394s010, Bo9g111340, Bo7g114250, Bo7g060230, Bo1g012020, Bo8g079440, Bo9g119110, Bo4g158890, Bo2g082110, Bo2g120630, Bo4g101210	Bostr.0556s0567.1.p, Bostr.24513s0206.1.p
OG0000053	Bo3g123590, Bo4g077000	Bostr.26527s0092.1.p, Bostr.0556s0690.1.p
OG0000053	Bo4g143910, Bo6g100960	Bostr.9638s0097.1.p
OG0000053	Bo6g055980, Bo8g038230	Bostr.0597s0077.1.p
OG0000053	Bo1g103630	Bostr.19424s0367.1.p
OG0000053	Bo3g035400, Bo6g072350, Bo4g112740	Bostr.29505s0034.1.p
OG0000054	Bo5g017210, Bo8g062550	Bostr.13671s0250.1.p
OG0000054	Bo02928s010, Bo9g037220	Bostr.22157s0089.1.p
OG0000054	Bo4g050960, Bo3g045750, Bo07665s010	Bostr.25463s0062.1.p
OG0000054	Bo3g037620	Bostr.25993s0256.1.p
OG0000054	Bo2g055670, Bo3g045820, Bo9g079630	Bostr.18060s0001.1.p
OG0000054	Bo3g045810, Bo9g079600	Bostr.25463s0053.1.p
OG0000054	Bo1g027300	Bostr.7867s0025.1.p
OG0000057	Bo9g133110	Bostr.26833s0521.1.p
OG0000057	Bo8g067040	Bostr.7128s0336.1.p
OG0000057	Bo2g164300	Bostr.0568s0540.1.p
OG0000057	Bo3g124970	Bostr.0556s0646.1.p
OG0000057	Bo3g086800	Bostr.24399s0004.1.p
OG0000057	Bo7g008350, Bo9g027480	Bostr.18351s0364.1.p
OG0000059	Bo3g109590, Bo6g079190, Bo1g021890, Bo9g019090, Bo2g167900, Bo9g165760, Bo1g153360, Bo3g028450, Bo4g182880, Bo7g057800, Bo4g049620, Bo4g101300, Bo4g086750, Bo6g115950, Bo9g014550, Bo5g116940, Bo5g104920, Bo8g104220, Bo00934s080, Bo17064s010, Bo11770s010, Bo18419s010, Bo4g137850, Bo9g009300, Bo03957s010, Bo04452s010, Bo7g105440, Bo6g095910, Bo7g040540, Bo5g017260, Bo6g072850, Bo4g191190, Bo4g068080, Bo6g098460, Bo6g087660, Bo4g165070, Bo5g004890, Bo3g068810, Bo2g082640, Bo6g039780, Bo2g116510	Bostr.7200s0112.1.p
OG0000060	Bo3g040070, Bo4g166700, Bo4g069220	Bostr.27991s0044.1.p
OG0000060	Bo3g017650, Bo3g017110, Bo9g148120	Bostr.10199s0157.1.p
OG0000060	Bo6g067610	Bostr.6251s0013.1.p, Bostr.23794s0337.1.p, Bostr.11793s0030.1.p
OG0000060	Bo2g025250, Bo9g140940	Bostr.26833s0243.1.p, Bostr.18473s0337.1.p, Bostr.18473s0341.1.p
OG0000062	Bo3g074690, Bo4g142380, Bo3g074700	Bostr.19424s0654.1.p
OG0000062	Bo3g074680	Bostr.19424s0655.1.p
OG0000062	Bo8g100820	Bostr.2983s0183.1.p, Bostr.0556s0560.1.p, Bostr.19424s0286.1.p, Bostr.0556s0558.1.p, Bostr.3053s0017.1.p
OG0000062	Bo5g111160	Bostr.23794s0651.1.p
OG0000064	Bo7g003750, Bo9g028130	Bostr.7903s0140.1.p
OG0000064	Bo1g017260	Bostr.7867s0716.1.p
OG0000064	Bo8g115720	Bostr.26675s0339.1.p
OG0000064	Bo3g026490	Bostr.24513s0034.1.p
OG0000064	Bo8g104800	Bostr.7128s0368.1.p
OG0000064	Bo3g015200, Bo2g021860	Bostr.26527s0155.1.p
OG0000064	Bo4g108610, Bo6g074590	Bostr.20903s0067.1.p
OG0000064	Bo9g056070	Bostr.13404s0031.1.p
OG0000064	Bo5g009220	Bostr.25219s0072.1.p
OG0000065	Bo6g119870	Bostr.20129s0012.1.p
OG0000065	Bo7g067360, Bo9g059850, Bo2g124350	Bostr.3148s0022.1.p
OG0000065	Bo3g162350, Bo1g022580, Bo7g107230	Bostr.10689s0041.1.p
OG0000065	Bo4g039350	Bostr.23794s0630.1.p
OG0000065	Bo9g169510	Bostr.20055s0004.1.p
OG0000065	Bo7g097420	Bostr.10199s0050.1.p
OG0000065	Bo4g061410, Bo4g169440	Bostr.27991s0217.1.p
OG0000065	Bo3g107240	Bostr.0568s0538.1.p
OG0000068	Bo3g155390	Bostr.7128s0617.1.p, Bostr.5022s0141.1.p
OG0000068	Bo6g119980, Bo2g086550, Bo6g085070	Bostr.20129s0032.1.p
OG0000068	Bo6g015710, Bo8g012800, Bo6g015720	Bostr.29344s0008.1.p
OG0000068	Bo4g106410, Bo4g106400	Bostr.29344s0009.1.p, Bostr.7867s1306.1.p
OG0000070	Bo1g002200, Bo7g119560	Bostr.25542s0066.1.p
OG0000070	Bo8g101930	Bostr.5022s0115.1.p
OG0000070	Bo9g026290, Bo7g012710, Bo3g093920	Bostr.18351s0268.1.p
OG0000070	Bo8g050070, Bo7g117780, Bo1g005930	Bostr.7867s1475.1.p
OG0000070	Bo6g086220, Bo6g119730	Bostr.3288s0210.1.p
OG0000070	Bo7g062200, Bo5g027790	Bostr.7128s0580.1.p
OG0000070	Bo7g017530, Bo3g091420	Bostr.18351s0119.1.p
OG0000070	Bo1g006970	Bostr.7867s1336.1.p
OG0000071	Bo2g010210, Bo5g093000	Bostr.9638s0060.1.p
OG0000071	Bo4g060070, Bo4g060020, Bo3g039880, Bo3g039890	Bostr.3640s0075.1.p
OG0000071	Bo05709s010	Bostr.4635s0001.1.p
OG0000072	Bo6g066330, Bo7g033040, Bo8g098430, Bo5g123040, Bo5g069390	Bostr.3640s0164.1.p
OG0000072	Bo4g139480, Bo8g024490, Bo4g052650, Bo9g018670, Bo7g030690, Bo1g071030, Bo2g104780, Bo4g069250	Bostr.18351s0003.1.p, Bostr.29505s0010.1.p
OG0000073	Bo6g121630, Bo2g160850, Bo9g024040, Bo4g158570	Bostr.26959s0420.1.p
OG0000074	Bo9g137000	Bostr.26833s0325.1.p
OG0000074	Bo3g132990	Bostr.18473s0275.1.p
OG0000074	Bo2g028300, Bo2g094780, Bo2g028330, Bo2g028350	Bostr.26833s0363.1.p, Bostr.26833s0364.1.p
OG0000074	Bo9g137050	Bostr.26833s0331.1.p
OG0000077	Bo3g027130	Bostr.23794s0795.1.p
OG0000077	Bo4g181800	Bostr.23794s0774.1.p
OG0000077	Bo3g026890, Bo4g045330	Bostr.23794s0796.1.p
OG0000077	Bo4g178190	Bostr.10199s0149.1.p
OG0000078	Bo8g069990, Bo7g061840	Bostr.7128s0610.1.p
OG0000078	Bo6g119920	Bostr.20129s0021.1.p
OG0000078	Bo1g006800, Bo7g016350	Bostr.7867s1361.1.p
OG0000078	Bo7g073960	Bostr.8819s0127.1.p
OG0000078	Bo3g093780	Bostr.7867s1460.1.p
OG0000079	Bo7g115740, Bo1g010450	Bostr.7867s1095.1.p
OG0000079	Bo3g003250, Bo2g006860	Bostr.13129s0448.1.p
OG0000079	Bo7g066970	Bostr.3148s0056.1.p
OG0000079	Bo3g012630	Bostr.26527s0472.1.p
OG0000079	Bo1g002500	Bostr.25542s0122.1.p
OG0000079	Bo3g005320	Bostr.13129s0005.1.p
OG0000080	Bo2g042010, Bo2g042040, Bo2g045810, Bo2g045800, Bo2g044760, Bo03563s010, Bo2g041670, Bo2g045980, Bo2g041970, Bo07718s010, Bo16290s010, Bo3g182760, Bo3g182690	Bostr.26833s0817.1.p
OG0000080	Bo2g041690, Bo2g041680	Bostr.26833s0830.1.p
OG0000080	Bo8g043470, Bo8g043490	Bostr.14511s0001.1.p
OG0000083	Bo7g110200, Bo8g050640, Bo7g110210	Bostr.7867s0344.1.p
OG0000083	Bo1g025610, Bo5g045030	Bostr.12659s0327.1.p, Bostr.1774s0033.1.p
OG0000083	Bo8g107080, Bo5g018130, Bo2g131680, Bo8g107090, Bo5g018050	Bostr.13671s0049.1.p
OG0000083	Bo9g073030	Bostr.0556s0141.1.p
OG0000083	Bo7g081030, Bo7g081050	Bostr.0556s0142.1.p
OG0000083	Bo9g073020, Bo2g136730, Bo05202s010, Bo7g081020	Bostr.0556s0140.1.p
OG0000084	Bo1g051090, Bo8g053010	Bostr.7867s0627.1.p
OG0000084	Bo3g022730, Bo2g045910	Bostr.26833s0951.1.p
OG0000084	Bo9g032580	Bostr.29223s0101.1.p
OG0000084	Bo3g091660, Bo7g016340	Bostr.18351s0135.1.p
OG0000084	Bo9g123500	Bostr.26833s0648.1.p
OG0000084	Bo3g062460, Bo5g139930, Bo1g144930	Bostr.22252s0201.1.p
OG0000085	Bo7g115760	Bostr.7867s1121.1.p
OG0000085	Bo9g058470	Bostr.12722s0005.1.p, Bostr.7200s0127.1.p
OG0000085	Bo9g025740, Bo7g010070	Bostr.17016s0018.1.p
OG0000085	Bo00576s130, Bo8g082930	Bostr.3853s0001.1.p
OG0000086	Bo7g110430, Bo1g040310	Bostr.7867s0370.1.p
OG0000086	Bo9g107090, Bo2g047920	Bostr.7305s0032.1.p
OG0000086	Bo9g002450	Bostr.10064s0040.1.p
OG0000086	Bo3g017680, Bo9g140920, Bo2g025270	Bostr.26833s0246.1.p
OG0000086	Bo3g130270	Bostr.18473s0340.1.p
OG0000087	Bo2g051240, Bo2g150110, Bo27102s010, Bo2g148040, Bo10677s010, Bo5g086530, Bo1g103450	Bostr.10199s0085.1.p
OG0000088	Bo3g129910	Bostr.18473s0382.1.p
OG0000088	Bo9g142470, Bo2g025000	Bostr.26833s0207.1.p
OG0000088	Bo3g017450, Bo9g142390, Bo9g142350	Bostr.26833s0208.1.p
OG0000088	Bo2g025010, Bo9g142330, Bo3g017460	Bostr.20905s0001.1.p
OG0000088	Bo9g142340	Bostr.26833s0209.1.p
OG0000088	Bo3g129930, Bo3g118520	Bostr.18473s0381.1.p
OG0000088	Bo3g129900, Bo7g014400	Bostr.18473s0383.1.p
OG0000088	Bo3g129880	Bostr.18473s0386.1.p
OG0000089	Bo21116s010	Bostr.2392s0058.1.p, Bostr.30275s0013.1.p, Bostr.29044s0058.1.p, Bostr.12645s0007.1.p, Bostr.0568s0073.1.p, Bostr.26326s0010.1.p, Bostr.0556s0217.1.p, Bostr.7128s0006.1.p, Bostr.26959s0204.1.p, Bostr.26833s0568.1.p, Bostr.13404s0073.1.p, Bostr.12659s0257.1.p, Bostr.10058s0053.1.p, Bostr.10273s0242.1.p, Bostr.21554s0018.1.p, Bostr.19424s0401.1.p, Bostr.7867s0248.1.p, Bostr.3148s0201.1.p, Bostr.2590s0001.1.p, Bostr.1774s0016.1.p, Bostr.3359s0146.1.p
OG0000089	Bo25317s010	Bostr.11175s0001.1.p
OG0000089	Bo4g083540	Bostr.11711s0001.1.p, Bostr.8819s0149.1.p, Bostr.25375s0013.1.p, Bostr.13404s0032.1.p
OG0000089	Bo6g095710, Bo5g081330	Bostr.26527s0460.1.p, Bostr.13083s0051.1.p, Bostr.29827s0219.1.p, Bostr.13129s0037.1.p, Bostr.10273s0348.1.p, Bostr.1040s0053.1.p, Bostr.26959s0421.1.p, Bostr.24513s0035.1.p, Bostr.29044s0112.1.p, Bostr.15654s0018.1.p, Bostr.24399s0021.1.p, Bostr.18351s0044.1.p
OG0000090	Bo4g055070, Bo4g055120, Bo4g169210, Bo4g055150, Bo4g063570	Bostr.24513s0167.1.p, Bostr.24513s0164.1.p, Bostr.24513s0169.1.p
OG0000090	Bo8g114070	Bostr.25219s0327.1.p
OG0000090	Bo3g039980, Bo4g169240, Bo4g169250, Bo4g169180, Bo3g040000	Bostr.27991s0189.1.p
OG0000093	Bo3g027940, Bo8g066820	Bostr.3148s0084.1.p
OG0000093	Bo8g040830	Bostr.18473s0155.1.p
OG0000094	Bo9g042150	Bostr.10040s0054.1.p
OG0000094	Bo9g042100, Bo1g098140, Bo4g086730, Bo9g042090	Bostr.10040s0044.1.p, Bostr.10040s0036.1.p, Bostr.10040s0041.1.p, Bostr.10040s0042.1.p, Bostr.10040s0045.1.p
OG0000094	Bo9g042110	Bostr.10040s0050.1.p
OG0000094	Bo4g086700	Bostr.10040s0055.1.p
OG0000095	Bo1g037040	Bostr.7867s0165.1.p, Bostr.7867s0166.1.p
OG0000095	Bo1g037070, Bo7g108980, Bo1g037050	Bostr.0556s0318.1.p
OG0000095	Bo8g106370	Bostr.7128s0109.1.p
OG0000095	Bo5g020330	Bostr.7128s0108.1.p
OG0000095	Bo2g134360	Bostr.2902s0371.1.p, Bostr.0597s0006.1.p
