Orthogroup	Brassica_oleracea	Arabidopsis_thaliana
OG0000069	Bo8g112850	AT5G59970
OG0000069	Bo4g069210	AT5G59970
OG0000069	Bo6g120620	AT5G59970
OG0000070	Bo1g002200, Bo7g119560	AT4G38860
OG0000070	Bo8g101930	AT2G21220
OG0000070	Bo9g026290, Bo7g012710, Bo3g093920	AT2G18010
OG0000070	Bo8g050070, Bo7g117780, Bo1g005930	AT4G36110
OG0000070	Bo6g086220, Bo6g119730	AT1G75580
OG0000070	Bo7g062200, Bo5g027790	AT1G19830
OG0000070	Bo7g017530, Bo3g091420	AT2G16580
OG0000070	Bo1g006970	AT4G34760
OG0000071	Bo4g164770	AT1G21990
OG0000071	Bo4g060070, Bo4g060020, Bo3g039880, Bo3g039890	AT2G29930, AT2G29910
OG0000071	Bo8g016600	AT5G12450
OG0000071	Bo05709s010	AT1G47920
OG0000072	Bo2g002370, Bo4g137370	AT4G07445
OG0000072	Bo1g033100	AT2G07505, AT2G06265
OG0000072	Bo9g018670, Bo7g030690, Bo1g071030, Bo2g104780, Bo4g069250	AT3G30165
OG0000073	Bo7g062110, Bo2g037760, Bo4g140530, Bo2g070710, Bo6g121630, Bo2g160850, Bo9g024040, Bo4g158570, Bo5g095850, Bo1g088100, Bo8g016360, Bo6g107250, Bo22511s010, Bo5g042820	AT1G43760, AT1G40390
OG0000074	Bo9g137000	AT5G59190
OG0000074	Bo3g132990	AT3G46840, AT3G46850
OG0000074	Bo3g018340	AT5G59130
OG0000074	Bo2g028300, Bo2g094780, Bo2g028330, Bo2g028350	AT5G58830, AT5G58820, AT5G58840
OG0000074	Bo9g137050	AT5G59090, AT5G59120
OG0000077	Bo4g045230, Bo4g045290	AT2G33060
OG0000077	Bo3g026890, Bo4g045330	AT2G33050
OG0000077	Bo4g178190	AT2G32680, AT2G33020, AT2G33080
OG0000078	Bo8g069990, Bo7g061840	AT1G20090
OG0000078	Bo6g119920	AT1G75840
OG0000078	Bo1g006800, Bo7g016350	AT4G35020
OG0000078	Bo7g073960	AT5G45970
OG0000078	Bo3g093780	AT4G35950
OG0000078	Bo1g006070, Bo7g117710	AT2G17800
OG0000078	Bo1g059260, Bo8g081690, Bo7g100890	AT3G51300
OG0000079	Bo7g115740, Bo1g010450	AT4G32410
OG0000079	Bo3g003250, Bo2g006860	AT5G05170
OG0000079	Bo7g066970	AT5G44030
OG0000079	Bo3g012630	AT5G17420
OG0000079	Bo1g002500	AT4G39350
OG0000079	Bo3g005320	AT5G09870
OG0000080	Bo2g041690, Bo2g041680	AT5G54550, AT5G54560
OG0000080	Bo8g043470, Bo8g043490	AT5G53230, AT5G53240, AT5G55270, AT5G55890, AT5G55880, AT5G54320, AT5G55870, AT5G54330, AT3G43170
OG0000083	Bo7g110200, Bo8g050640, Bo7g110210	AT4G25350
OG0000083	Bo1g025610, Bo5g045030	AT1G26730, AT1G35350
OG0000083	Bo8g107080, Bo5g018130, Bo2g131680, Bo8g107090, Bo5g018050	AT1G14040
OG0000083	Bo9g073030	AT2G03250
OG0000083	Bo7g081030, Bo7g081050	AT2G03260
OG0000083	Bo9g073020, Bo2g136730, Bo05202s010, Bo7g081020	AT2G03240
OG0000084	Bo1g051090, Bo8g053010	AT4G27960
OG0000084	Bo3g022730, Bo2g045910	AT5G53300
OG0000084	Bo3g091660, Bo7g016340	AT2G16740
OG0000084	Bo9g123500	AT5G56150
OG0000084	Bo3g062460, Bo5g139930, Bo1g144930	AT3G08690
OG0000085	Bo00576s130, Bo8g082930	AT3G53550
OG0000086	Bo7g110430, Bo1g040310	AT4G25590
OG0000086	Bo9g107090, Bo2g047920	AT5G52360
OG0000086	Bo9g002450	AT4G00680
OG0000086	Bo3g017670	AT5G59890
OG0000086	Bo3g017680, Bo9g140920, Bo2g025270	AT5G59880
OG0000086	Bo3g130270	AT3G46000
OG0000087	Bo3g158520, Bo7g021230, Bo21467s010, Bo7g021200, Bo1g118910, Bo3g039610	AT3G29638
OG0000087	Bo2g051240, Bo2g150110, Bo27102s010, Bo2g148040, Bo10677s010, Bo5g086530, Bo1g103450, Bo7g075780, Bo6g117990, Bo4g176320, Bo3g042420	AT2G16040
OG0000087	Bo8g079490	AT1G35150, AT2G06500
OG0000087	Bo5g028000, Bo1g101940, Bo1g101950	AT3G29794
OG0000088	Bo3g129910	AT3G45430
OG0000088	Bo9g142470, Bo2g025000	AT5G60310
OG0000088	Bo3g017450, Bo9g142390, Bo9g142350	AT5G60300
OG0000088	Bo2g025010, Bo9g142330, Bo3g017460	AT5G60270
OG0000088	Bo9g142340	AT5G60280
OG0000088	Bo3g129930, Bo3g118520	AT3G45440
OG0000088	Bo3g129900, Bo7g014400	AT3G45420
OG0000088	Bo3g129880	AT3G45390, AT3G45330
OG0000088	Bo3g017440	AT5G60320
OG0000089	Bo6g095710, Bo5g081330	AT2G06420
OG0000090	Bo4g064600	AT2G29330
OG0000090	Bo4g055070, Bo4g055120, Bo4g169210, Bo4g055150, Bo4g063570	AT2G30670
OG0000090	Bo3g039980, Bo4g169240, Bo4g169250, Bo4g169180, Bo3g040000	AT2G29300, AT2G29320
OG0000093	Bo5g109890, Bo4g136230, Bo8g029080, Bo1g136110, Bo3g121980, Bo4g083520, Bo6g068380, Bo3g158630, Bo5g057390, Bo3g179830, Bo7g081120, Bo5g025760, Bo1g011030, Bo5g089450, Bo5g067030, Bo9g085840, Bo9g117280, Bo3g040270, Bo3g044270, Bo3g175420	AT5G19270
OG0000093	Bo8g040830	AT4G03566
OG0000094	Bo9g042150	AT1G61370
OG0000094	Bo1g098150	AT1G61500
OG0000094	Bo9g042100, Bo1g098140, Bo4g086730, Bo9g042090	AT1G61420, AT1G61460, AT1G61475, AT1G61480
OG0000094	Bo7g017560, Bo8g099130, Bo4g158620	AT1G11280
OG0000094	Bo9g042110	AT1G61390
OG0000094	Bo4g086710, Bo1g098130	AT1G61380
OG0000094	Bo4g086700	AT1G61360
OG0000095	Bo1g037040	AT4G23670, AT4G23680
OG0000095	Bo1g037070, Bo7g108980, Bo1g037050	AT3G26460, AT3G26450
OG0000095	Bo5g020370	AT1G30990, AT1G14960
OG0000095	Bo8g106370	AT1G14950
OG0000095	Bo5g020330	AT1G14930, AT1G14940
OG0000095	Bo2g134360	AT2G01530, AT4G14060
OG0000096	Bo6g067230	AT3G53240
OG0000096	Bo2g081000	AT1G74190
OG0000096	Bo4g157210, Bo4g158560	AT2G25470, AT1G54470
OG0000096	Bo4g149890	AT5G49290
OG0000096	Bo2g080980, Bo6g118550	AT1G74180
OG0000098	Bo4g186210, Bo3g030080	AT1G66950, AT2G36380
OG0000098	Bo4g161200	AT2G26910
OG0000098	Bo7g088820	AT3G30842
OG0000098	Bo5g021040	AT1G15520
OG0000098	Bo5g020640, Bo5g020620, Bo8g066280	AT1G15210
OG0000098	Bo6g079920	AT1G59870
OG0000098	Bo5g126190	AT3G16340
OG0000099	Bo5g003170, Bo8g117460	AT1G02440, AT1G02430
OG0000099	Bo9g165730	AT5G14670
OG0000099	Bo6g111080	AT1G10630
OG0000099	Bo3g039560	AT3G62290
OG0000099	Bo00954s100	AT3G62290
OG0000099	Bo4g198490	AT3G62290
OG0000099	Bo8g074830	AT2G47170
OG0000099	Bo6g111090	AT1G23490
OG0000099	Bo2g068190	AT1G23490
OG0000099	Bo5g039650	AT1G23490
OG0000099	Bo7g056150	AT1G23490
OG0000099	Bo6g111090	AT1G70490
OG0000099	Bo2g068190	AT1G70490
OG0000099	Bo5g039650	AT1G70490
OG0000099	Bo7g056150	AT1G70490
OG0000100	Bo3g066890, Bo9g119070, Bo2g032700, Bo4g026210, Bo8g067940, Bo7g003850, Bo04429s010, Bo6g098600, Bo1g123200, Bo9g030840, Bo1g041810, Bo2g156360, Bo4g021700, Bo2g151650, Bo02419s010, Bo7g082070, Bo13682s010, Bo3g154030, Bo4g188750, Bo7g088750, Bo6g086690, Bo3g078710, Bo6g108260, Bo30795s010, Bo6g108250, Bo1g143720, Bo3g028340, Bo2g064600, Bo7g087080, Bo8g004630, Bo15292s010, Bo25551s010, Bo2g102200, Bo7g063840, Bo7g056500, Bo1g102370, Bo7g056490	AT3G26616
OG0000102	Bo6g094790	AT4G03740
OG0000103	Bo2g109300	AT4G10530, AT4G10520
OG0000103	Bo1g024330, Bo7g107470, Bo7g107480	AT4G21650, AT4G21640, AT4G21630
OG0000103	Bo9g088140	AT4G10540
OG0000103	Bo5g049470	AT1G32950, AT1G32960
OG0000104	Bo4g014610, Bo4g191220	AT2G41930
OG0000104	Bo4g016160	AT2G42550
OG0000104	Bo8g019170, Bo8g011190, Bo8g020650, Bo8g021670, Bo8g021680, Bo6g005860, Bo6g006940, Bo03151s010, Bo6g010560	AT5G12090
OG0000106	Bo2g051180	AT1G65200
OG0000106	Bo5g148240	AT1G65110, AT1G65120
OG0000106	Bo2g051160	AT1G65130
OG0000106	Bo2g161700, Bo2g161740	AT1G52450, AT1G52430, AT5G61950, AT5G61940, AT5G51530, AT2G27630, AT2G27650
OG0000108	Bo4g119740, Bo8g084860	AT3G54700
OG0000108	Bo4g026850, Bo4g026840, Bo4g026830, Bo3g033000, Bo4g187910	AT2G38940
OG0000108	Bo9g059100, Bo9g059170, Bo2g119310, Bo2g119320, Bo7g065370, Bo7g065360	AT5G43360, AT5G43350, AT5G43370
OG0000109	Bo01122s010, Bo6g023660, Bo01122s020	AT1G50790, AT1G48145
OG0000109	Bo6g022530	AT5G18510, AT1G50830
OG0000110	Bo1g053300, Bo1g053310	AT4G16730
OG0000110	Bo8g045810, Bo8g045830	AT4G16740
OG0000110	Bo3g042210, Bo3g044990	AT2G24210
OG0000110	Bo7g082170, Bo7g082200, Bo7g082080, Bo7g082180, Bo7g082140	AT3G25820, AT3G25830, AT3G25810
OG0000113	Bo1g094310	AT3G58960
OG0000113	Bo5g090570	AT3G58980
OG0000113	Bo1g059320	AT3G58920
OG0000114	Bo9g154740, Bo2g016620, Bo3g013240	AT5G18600
OG0000114	Bo1g056560, Bo01923s010	AT4G15670, AT4G15660
OG0000114	Bo8g040860	AT4G15690, AT4G15700
OG0000115	Bo9g159880, Bo3g012750, Bo3g012740, Bo2g013900	AT5G17760
OG0000115	Bo3g093990, Bo9g026170, Bo9g026160	AT2G18193, AT2G18190
OG0000115	Bo8g080470	AT3G50940
OG0000115	Bo8g080460, Bo7g100650	AT3G50930
OG0000116	Bo2g133690	AT5G60380
OG0000116	Bo2g158810, Bo8g104250, Bo2g158860, Bo4g040040, Bo2g159130, Bo2g157380, Bo2g157370, Bo2g158410, Bo2g159110	AT5G25415
OG0000116	Bo3g007130, Bo3g007160, Bo9g169970, Bo9g170000	AT5G11660
OG0000116	Bo2g009570	AT5G04933, AT5G04937
OG0000117	Bo4g020870, Bo4g019850	AT2G43510
OG0000117	Bo4g194410, Bo4g194400	AT2G43535
OG0000117	Bo3g036630	AT1G47540, AT2G43520
OG0000119	Bo7g105420	AT4G17780
OG0000119	Bo4g019710, Bo4g019700, Bo14212s010	AT2G43260, AT2G43445, AT2G43440
OG0000119	Bo4g179460, Bo3g010660, Bo3g010770	AT2G42955, AT2G30615, AT2G30385, AT1G49790
OG0000120	Bo8g117860	AT1G01380
OG0000120	Bo9g003750, Bo2g098940, Bo3g054440	AT4G01060
OG0000120	Bo9g110930, Bo2g046050, Bo3g022870, Bo1g051040	AT5G53200
OG0000120	Bo3g024610	AT2G30424, AT2G30420
OG0000120	Bo3g039260	AT2G46410
OG0000121	Bo6g086130, Bo6g086120, Bo33549s010	AT1G75830
OG0000121	Bo2g086430	AT1G55010
OG0000121	Bo2g085210	AT2G26020, AT2G26010, AT5G44430, AT5G44420
OG0000123	Bo6g073340, Bo3g037610	AT3G60640, AT2G45170
OG0000123	Bo8g044730, Bo1g053610, Bo7g104500	AT4G16520
OG0000123	Bo3g086720	AT2G05630
OG0000123	Bo4g091400	AT1G62040
OG0000123	Bo2g104590, Bo9g077910	AT4G04620
OG0000123	Bo3g162050, Bo1g025820, Bo7g107760	AT4G21980
OG0000124	Bo5g034180, Bo5g034190	AT1G21280
OG0000125	Bo4g156060	AT2G24250
OG0000126	Bo3g088650	AT4G04110
OG0000126	Bo6g056290, Bo8g050260, Bo6g095500, Bo5g148340	AT5G38344
OG0000128	Bo9g027790, Bo1g129790, Bo5g051880, Bo5g046300, Bo04184s010	AT2G13630, AT3G04660
OG0000129	Bo5g137300, Bo5g048490	AT1G32430
OG0000129	Bo5g048480, Bo5g137310	AT1G47390
OG0000129	Bo1g119020	AT3G16590
OG0000130	Bo2g103330, Bo4g174850, Bo01410s020, Bo5g083920, Bo00686s010, Bo6g081890	ATMG00850
OG0000130	Bo01836s010, Bo4g045250	ATMG00860
OG0000132	Bo3g094110	AT2G18328
OG0000132	Bo3g154100, Bo1g005570	AT4G36570
OG0000132	Bo7g062280	AT1G19510
OG0000132	Bo2g082620	AT1G75250
OG0000132	Bo1g002450	AT4G39250
OG0000132	Bo3g042360, Bo8g101590, Bo4g147040	AT2G21650
OG0000133	Bo01281s010, Bo8g072640	AT5G28000, AT5G28010
OG0000133	Bo6g112480	AT1G70840
OG0000133	Bo6g112500, Bo6g112490	AT1G70880
OG0000134	Bo7g075410	AT4G08450
OG0000134	Bo2g130080, Bo2g131620, Bo03244s010, Bo3g060320	AT5G46520, AT5G46510, AT5G46490, AT1G31540, AT5G46260, AT5G46500, AT5G46270
OG0000134	Bo2g010410, Bo2g130150, Bo2g057850	AT5G40060
OG0000134	Bo3g149260	AT5G46470
OG0000135	Bo6g095320, Bo6g095330, Bo2g064350, Bo2g064300, Bo2g064270	AT1G69660, AT1G69650
OG0000137	Bo5g059790, Bo5g059740	AT1G29450
OG0000137	Bo3g144120, Bo5g059730, Bo3g144110	AT1G29460
OG0000137	Bo3g144130	AT1G29490
OG0000138	Bo6g122010	AT1G78400
OG0000138	Bo4g181660, Bo3g027160	AT2G33160
OG0000138	Bo3g036840, Bo3g043070, Bo9g126100, Bo6g099220, Bo3g034890, Bo4g190010	AT1G43080, AT1G43090, AT1G43100, AT2G40310, AT4G13760, AT2G26620, AT2G15470, AT2G15460, AT2G15450
OG0000140	Bo8g028720, Bo9g075690, Bo00883s110, Bo16142s010, Bo09929s010, Bo7g001040, Bo2g024620, Bo7g094860, Bo00883s100, Bo2g085280, Bo11112s010, Bo8g022990, Bo01203s010, Bo24520s010, Bo3g153280, Bo3g107440, Bo1g107130, Bo4g116940, Bo3g155440, Bo8g051060, Bo2g094930, Bo4g127360, Bo03980s010, Bo10013s010, Bo2g085070, Bo9g040910, Bo9g074450, Bo4g096490, Bo9g037190, Bo1g079100, Bo2g086450, Bo19243s010, Bo5g132590, Bo1g078940, Bo5g143110, Bo4g112970, Bo4g105050, Bo7g015060, Bo1g055130, Bo4g044050, Bo6g048140, Bo1g119410, Bo9g076490, Bo9g069850, Bo6g065140, Bo2g159350, Bo5g077540, Bo3g142870, Bo7g031190, Bo9g098680, Bo9g120760, Bo6g039800	AT2G07200
OG0000143	Bo3g071680, Bo1g117390, Bo5g117290	AT3G18650
OG0000143	Bo00615s090	AT4G02235, AT5G65330, AT4G11250
OG0000143	Bo4g139620, Bo4g139560, Bo4g139640, Bo4g139260	AT5G40070, AT5G40120, AT5G41200, AT5G40220, AT5G38740, AT5G37415, AT5G39810, AT5G39750
OG0000144	Bo4g195610	AT2G45550
OG0000144	Bo4g195670, Bo4g195660	AT2G45570, AT2G45560
OG0000144	Bo4g195650	AT1G33730, AT1G33720
OG0000144	Bo8g095620	AT3G61040
OG0000144	Bo4g195680, Bo4g024790	AT2G45580
OG0000146	Bo3g167010, Bo7g117280	AT4G35200
OG0000146	Bo3g167020, Bo3g167000	AT4G35210
OG0000146	Bo7g015030, Bo3g092050, Bo3g092170	AT2G17070, AT2G17080
OG0000149	Bo01075s030, Bo6g074760	AT1G56145
OG0000149	Bo3g185820	AT1G56140, AT1G56130, AT1G56120
OG0000150	Bo5g034840	AT1G35035, AT1G34840, AT1G34850, AT1G34795, AT1G34830, AT1G34810, AT1G34815, AT1G34792, AT1G34825, AT1G34805, AT1G34820, AT1G34800, AT1G34930, AT1G34860, AT1G21835
OG0000150	Bo8g082150, Bo8g082130	AT1G21864, AT1G21866
OG0000153	Bo9g137200, Bo9g139540, Bo3g017990, Bo3g017950, Bo3g017930, Bo3g017970, Bo08177s010, Bo9g139550, Bo2g026600	AT1G21620
OG0000153	Bo2g025430, Bo3g017570, Bo3g017540, Bo3g021090, Bo9g141170, Bo9g141090, Bo9g140740	AT5G60110, AT5G60180
OG0000154	Bo4g106230, Bo8g094910	AT3G60140
OG0000154	Bo4g022760	AT2G44470
OG0000154	Bo4g194990	AT2G44460
OG0000155	Bo4g175940, Bo2g036420, Bo4g175960, Bo4g175950, Bo4g175920, Bo4g175930, Bo4g053720, Bo4g053690, Bo4g170800, Bo4g170790, Bo2g164260	AT2G26720, AT2G31050
OG0000156	Bo3g019410	AT5G57260
OG0000156	Bo9g007930, Bo2g139100	AT2G02580
OG0000156	Bo2g139040	AT3G26330, AT3G26320
OG0000156	Bo2g139020	AT3G26300, AT3G26310
OG0000156	Bo9g007900	AT3G26290
OG0000157	Bo1g039290	AT2G19146, AT1G60720
OG0000157	Bo3g098040	AT1G50080
OG0000157	Bo00737s020, Bo4g136590, Bo6g099740, Bo7g062100	AT1G33710
OG0000157	Bo2g136020	AT4G10613, AT3G25720
OG0000158	Bo6g010670	AT1G48660, AT1G48670
OG0000158	Bo3g023700, Bo2g050470	AT5G51470
OG0000159	Bo1g043090, Bo7g110800	AT4G26280
OG0000159	Bo9g037030, Bo9g029480, Bo01065s020, Bo4g094420, Bo4g094360, Bo01065s030, Bo3g003680, Bo3g003670, Bo3g003700	AT5G43690
OG0000160	Bo2g066890	AT1G70120
OG0000160	Bo6g110710, Bo6g110700	AT3G54410, AT1G70040
OG0000160	Bo6g110680	AT1G70020, AT5G39330
OG0000161	Bo5g028020, Bo3g130320	AT4G10305
OG0000162	Bo5g010080	AT1G09665
OG0000162	Bo2g136880, Bo7g081100	AT2G03030, AT2G03300
OG0000162	Bo1g087610	AT1G47370, AT1G57850
OG0000163	Bo3g086680	AT2G05530
OG0000164	Bo1g025620, Bo7g107610	AT4G21860
OG0000164	Bo9g077770	AT4G04800
OG0000164	Bo3g048350	AT4G04830, AT4G04810
OG0000166	Bo4g158850	AT3G05650, AT3G05660
OG0000166	Bo3g088590, Bo9g169800	AT2G15080, AT2G15042
OG0000166	Bo3g063960, Bo1g141270, Bo1g141280, Bo1g141290, Bo1g141230, Bo3g074860	AT3G28890, AT3G11010, AT5G27060, AT3G11080
OG0000167	Bo3g065020, Bo1g139130	AT3G12580
OG0000167	Bo8g066630, Bo5g021500	AT1G16030
OG0000167	Bo1g144470	AT3G09440
OG0000167	Bo4g176050, Bo9g183560	AT5G02500
OG0000170	Bo4g169560	AT2G29735
OG0000170	Bo3g093530, Bo2g148050	AT4G16165, AT1G66870, AT1G66852, AT1G66855
OG0000170	Bo3g104620	AT5G63230
OG0000171	Bo9g010750	AT4G03505, AT4G03470, AT4G05040, AT4G14400, AT4G14390
OG0000171	Bo01088s040	AT4G03480
OG0000171	Bo9g007610	AT4G03440
OG0000171	Bo2g052840	AT1G03670
OG0000171	Bo01088s030	AT4G03460
OG0000171	Bo2g149550, Bo8g086980	AT4G03500
OG0000173	Bo9g043530, Bo9g043470	AT1G60880, AT1G60920
OG0000173	Bo9g178940	AT5G04640, AT4G14530, AT1G46408
OG0000174	Bo6g101330, Bo2g053950	AT1G66850
OG0000174	Bo4g137010	AT5G38197, AT5G38195, AT5G38180
OG0000174	Bo8g010780, Bo8g010770, Bo9g043440, Bo5g008480, Bo5g008470, Bo5g008460, Bo02331s010	AT3G57310
OG0000178	Bo5g007120	AT1G05920
OG0000178	Bo5g048410	AT1G32030
OG0000178	Bo9g044130, Bo1g021710	AT5G24050, AT3G24850
OG0000178	Bo5g005620	AT1G05930
OG0000179	Bo7g119150	AT1G47620, AT1G66030
OG0000179	Bo4g137560	AT5G02900
OG0000179	Bo1g002560	AT4G39510
OG0000179	Bo7g119140	AT4G32170
OG0000180	Bo1g002240	AT4G34720
OG0000180	Bo3g091390	AT4G34720
OG0000180	Bo3g149660	AT4G34720
OG0000180	Bo1g002240	AT4G38920
OG0000180	Bo3g091390	AT4G38920
OG0000180	Bo3g149660	AT4G38920
OG0000180	Bo1g002240	AT2G16510
OG0000180	Bo3g091390	AT2G16510
OG0000180	Bo3g149660	AT2G16510
OG0000181	Bo9g154440, Bo9g174910, Bo10120s010, Bo3g040130, Bo7g116750, Bo5g088240, Bo1g019070, Bo9g175660, Bo1g101880, Bo5g075190	AT1G32225
OG0000182	Bo7g106880	AT4G19975
OG0000182	Bo7g069940	AT5G44820
OG0000182	Bo7g080170	AT1G14590
OG0000183	Bo3g114920	AT3G47790
OG0000183	Bo7g098970, Bo1g087530	AT5G61700
OG0000183	Bo7g099020	AT5G61740
OG0000183	Bo1g072440, Bo3g135870	AT3G47780
OG0000183	Bo3g135860	AT3G47750, AT3G47760, AT3G47770
OG0000183	Bo7g033010	AT3G47740
OG0000184	Bo8g107960	AT3G22470, AT1G12700
OG0000184	Bo9g102450, Bo8g106830, Bo8g107930, Bo9g152160, Bo8g107970, Bo8g107230, Bo8g107920, Bo8g092490, Bo1g101310, Bo8g109080, Bo3g084230, Bo8g108180, Bo8g108190, Bo8g064930, Bo8g064920, Bo8g107750, Bo1g101330	AT1G12775, AT1G12300, AT1G12620
OG0000185	Bo3g138500	AT5G37400, AT5G37650
OG0000186	Bo5g057110, Bo7g046950, Bo7g046960	AT1G28580, AT1G28570
OG0000188	Bo6g039660, Bo5g109880, Bo8g081220, Bo4g119650, Bo3g071410	AT3G32904
OG0000188	Bo4g085240	AT5G36080
OG0000189	Bo8g093140, Bo6g076220	AT3G59200
OG0000189	Bo6g076260, Bo6g076240	AT3G59250
OG0000189	Bo6g076230	AT3G59210
OG0000190	Bo8g108020, Bo8g108030	AT1G12660
OG0000190	Bo5g016720	AT1G12665, AT1G12663
OG0000190	Bo5g112280, Bo8g108000, Bo5g065530, Bo8g107990, Bo5g065540, Bo00969s070	AT1G12672
OG0000191	Bo3g019780, Bo9g126170	AT5G56600
OG0000191	Bo8g102560, Bo7g005460	AT2G19770
OG0000191	Bo3g178180, Bo1g016530, Bo7g113720	AT4G29340
OG0000191	Bo7g005470, Bo8g102570, Bo9g027880	AT2G19760
OG0000191	Bo1g016510	AT4G29350
OG0000192	Bo9g065400	AT5G46540
OG0000192	Bo7g105710	AT4G18050
OG0000192	Bo01094s020, Bo5g003210	AT1G02520, AT1G02530
OG0000192	Bo6g077630, Bo7g012990	AT4G01820, AT4G01830
OG0000192	Bo6g079280	AT3G62150
OG0000192	Bo4g197450, Bo4g005800, Bo00802s010	AT2G47000
OG0000193	Bo6g014300	AT1G48470
OG0000193	Bo3g070270, Bo5g122570, Bo1g119140	AT3G17820
OG0000193	Bo2g052760	AT1G66200
OG0000193	Bo4g136670	AT5G37600
OG0000193	Bo2g013150, Bo9g163050	AT5G16570
OG0000194	Bo3g034950, Bo3g034940, Bo3g034930	AT2G40450
OG0000195	Bo7g110070, Bo2g089970, Bo14909s010, Bo19491s010, Bo5g064320, Bo6g069960, Bo2g132060, Bo01298s010, Bo3g139850, Bo7g005860, Bo19492s010, Bo01710s010, Bo2g159560, Bo9g064330, Bo3g123860, Bo6g077150, Bo3g123870, Bo6g077160, Bo01682s020, Bo9g150370, Bo5g043820, Bo4g137090, Bo04980s010, Bo4g177570, Bo4g154050, Bo4g040000, Bo4g106450, Bo5g106290, Bo16691s010, Bo6g116590, Bo7g012900, Bo7g012890, Bo5g045230, Bo9g156060, Bo6g044320, Bo2g063130, Bo1g049380, Bo2g100320, Bo4g050920, Bo4g051010, Bo4g050900	AT1G14800
OG0000197	Bo2g165720, Bo7g087400	AT2G14378, AT4G35165
OG0000197	Bo06233s010, Bo2g046310, Bo2g046300	AT2G27315
OG0000198	Bo3g040420	AT2G26135, AT2G26130
OG0000198	Bo4g074170, Bo2g134410	AT3G45540
OG0000199	Bo9g140840	AT5G59840
OG0000199	Bo3g118420	AT3G46060
OG0000199	Bo3g002380	AT5G03520
OG0000199	Bo6g067590, Bo8g083000, Bo00576s180	AT3G53610
OG0000202	Bo6g022550	AT1G47730, AT1G48060
OG0000202	Bo3g093620, Bo7g014180, Bo7g014170, Bo7g014190, Bo3g026920	AT3G10240, AT1G47765
OG0000203	Bo4g195100, Bo4g196090	AT5G03390
OG0000203	Bo2g062800, Bo6g108510	AT1G68960
OG0000204	Bo3g152580, Bo3g152590	AT4G39756
OG0000204	Bo1g021410	AT4G39060
OG0000204	Bo1g002800, Bo3g152540, Bo3g152550, Bo3g152570, Bo9g177670, Bo9g177720, Bo9g179050	AT4G39753
OG0000204	Bo02836s010	AT5G28180, AT5G28160
OG0000205	Bo8g065840, Bo5g018160, Bo8g107050	AT1G14080
OG0000205	Bo9g023810, Bo7g021660	AT2G15390, AT2G15360, AT2G15370, AT2G15350
OG0000205	Bo8g065850	AT1G14110
OG0000205	Bo8g107040, Bo5g018170	AT1G14100
OG0000206	Bo2g016600	AT1G67020
OG0000208	Bo4g140790, Bo1g095840, Bo1g097920, Bo1g097910, Bo1g097850, Bo1g097950, Bo01209s020, Bo1g095850, Bo9g043560, Bo9g043610	AT3G59930, AT5G33355, AT1G34047
OG0000210	Bo1g055440	AT4G20235
OG0000210	Bo3g024820	AT1G11610, AT2G30750, AT2G30770
OG0000211	Bo5g034170	AT1G21250
OG0000211	Bo7g059570	AT1G21210
OG0000212	Bo4g044120	AT5G28823
OG0000213	Bo3g062210, Bo3g062230	AT3G22940, AT3G22421, AT2G38590, AT5G41490, AT5G41500, AT5G41510, AT4G33290
OG0000214	Bo3g048470	AT4G04510
OG0000214	Bo3g048570, Bo3g048560	AT4G04570
OG0000214	Bo2g131980, Bo2g104650	AT4G04540
OG0000216	Bo5g131690	AT3G14130
OG0000216	Bo1g019470, Bo7g105940	AT4G18360
OG0000216	Bo1g133310, Bo5g130300	AT3G14420
OG0000216	Bo3g066140, Bo1g133320	AT3G14415
OG0000217	Bo1g151640	AT3G05370
OG0000217	Bo01689s010, Bo6g112970, Bo6g094240, Bo2g072860, Bo3g083800, Bo6g098580	AT1G71400, AT1G71390
OG0000217	Bo5g025040	AT3G05360
OG0000218	Bo2g009380	AT5G09490
OG0000218	Bo9g017440	AT5G09500, AT5G43640, AT5G63070
OG0000218	Bo5g004420, Bo8g115670	AT1G04270
OG0000219	Bo03249s010, Bo4g158910	AT3G61182
OG0000219	Bo4g101530	AT3G43505
OG0000219	Bo9g151510	AT1G49435
OG0000219	Bo8g095710	AT3G61172
OG0000220	Bo4g070540	AT4G20210
OG0000220	Bo7g107010, Bo7g106990, Bo3g162140	AT1G66020, AT4G20200, AT4G20230
OG0000220	Bo3g159890	AT3G29190
OG0000220	Bo9g054610, Bo5g072860, Bo9g061470, Bo6g079460	AT1G48800, AT1G48820
OG0000222	Bo8g040660, Bo1g056830	AT4G15430
OG0000222	Bo3g078700	AT3G21620
OG0000222	Bo9g037460	AT1G62320
OG0000222	Bo3g048630	AT4G04340
OG0000222	Bo3g164150, Bo1g026980	AT4G22120
OG0000223	Bo5g108580, Bo2g133620, Bo3g076060	AT3G20520
OG0000223	Bo9g120610, Bo9g092670	AT5G55480
OG0000223	Bo6g099090, Bo9g091160, Bo2g055250	AT1G66980, AT1G66970
OG0000223	Bo1g046580, Bo7g111020	AT4G26690
OG0000224	Bo5g016420, Bo5g020220, Bo14772s010	AT2G14288
OG0000225	Bo8g067450	AT3G10845, AT1G45100, AT3G48835, AT3G48840
OG0000226	Bo5g041240	AT1G27220, AT1G27250
OG0000226	Bo9g165490	AT5G15040, AT5G15030
