Orthogroup	Brassica_oleracea	Arabidopsis_halleri
OG0000032	Bo2g054020, Bo6g102390, Bo1g053730	g23296, g08573, g23297
OG0000032	Bo9g163940	g31046
OG0000032	Bo4g065730, Bo4g137070, Bo2g136130, Bo4g137080, Bo6g059890	g23298
OG0000032	Bo6g103460, Bo6g103440	g23311
OG0000033	Bo8g062680, Bo6g010640	g04849
OG0000033	Bo5g017050, Bo5g016990, Bo8g108270, Bo8g107600	g04857
OG0000033	Bo8g062620, Bo8g062630	g04856
OG0000033	Bo8g108280	g04848
OG0000034	Bo3g089900	g05318
OG0000034	Bo5g057290, Bo6g001050, Bo00871s050, Bo3g044740	g13244
OG0000035	Bo07619s010	g26412
OG0000037	Bo4g121630, Bo8g083100, Bo4g187100, Bo4g030350, Bo3g031870, Bo1g040130	g11382, g03690
OG0000037	Bo1g116200	g31441
OG0000037	Bo5g117040	g31441
OG0000037	Bo1g116200	g21632
OG0000037	Bo5g117040	g21632
OG0000037	Bo5g134740	g05823
OG0000037	Bo3g018230, Bo3g117300	g11023, g12716, g12714
OG0000037	Bo6g049540, Bo6g049530, Bo9g173750, Bo3g005290, Bo2g009550	g19152
OG0000038	Bo7g084030, Bo7g084040, Bo7g084020	g20793
OG0000038	Bo9g008040	g08500, g20794
OG0000038	Bo9g008050	g20486, g20795, g27649, g28458, g28459, g27650, g28457
OG0000038	Bo9g012620	g20461, g32377
OG0000038	Bo5g049130	g14872
OG0000038	Bo8g082120	g20463, g23746, g20462
OG0000038	Bo4g161340, Bo4g161360, Bo4g197420	g16757, g16755, g16756, g16754, g16761, g16759, g16758
OG0000039	Bo7g108600	g14335
OG0000039	Bo7g104540	g14340
OG0000039	Bo6g048250, Bo1g031850, Bo3g165690, Bo3g165700, Bo1g031830, Bo7g108650	g32065, g32153
OG0000039	Bo3g084330	g14341
OG0000039	Bo9g092480	g20690
OG0000039	Bo1g033180	g20684
OG0000039	Bo9g092570	g20687
OG0000039	Bo2g155630	g20686, g20685
OG0000040	Bo9g162990	g00106
OG0000040	Bo7g042340, Bo5g064350, Bo1g139480	g05807
OG0000040	Bo4g139760, Bo4g151230	g20976
OG0000040	Bo8g100760	g20979
OG0000040	Bo6g116690, Bo6g087890, Bo6g087850	g17644, g04081, g32325, g04080
OG0000041	Bo9g094210, Bo01718s010	g26902
OG0000041	Bo5g123820, Bo9g108190, Bo7g003730, Bo7g003900, Bo3g179550, Bo9g151830, Bo7g005950, Bo5g091680, Bo8g033570, Bo1g119270, Bo5g115140, Bo4g154820, Bo01202s020	g28563
OG0000042	Bo6g076130, Bo1g116040, Bo4g025310, Bo02116s010	g32119, g31933, g25068, g25065, g25067, g25070, g21364, g25069, g16481, g16503, g16488
OG0000042	Bo4g108170	g16498
OG0000042	Bo1g154960	g22900, g31595, g02459
OG0000042	Bo8g100100, Bo3g026620	g16485, g16486, g16480
OG0000042	Bo3g093700	g16490
OG0000042	Bo8g092980	g18670, g31274, g31275
OG0000043	Bo4g045680	g25539
OG0000043	Bo9g151860, Bo3g015190	g12072
OG0000043	Bo3g018170, Bo3g018130, Bo1g131070, Bo3g017490, Bo00418s060	g23662
OG0000043	Bo3g052730, Bo5g115120, Bo4g038950	g26239
OG0000043	Bo8g081350, Bo4g165460	g12793
OG0000044	Bo3g134070	g12776
OG0000044	Bo4g090390, Bo1g098790	g17768
OG0000044	Bo01976s010, Bo9g040770, Bo9g040790, Bo4g091420, Bo1g098770	g17798, g17779, g17761, g08499, g17774
OG0000044	Bo4g107670, Bo4g091490	g17788
OG0000045	Bo1g033270, Bo1g033210	g14329
OG0000045	Bo1g034330, Bo1g034430	g14326, g14328
OG0000045	Bo7g108510	g14345
OG0000045	Bo3g165780	g14350
OG0000045	Bo7g108570, Bo7g108550, Bo1g033170, Bo8g030610	g32297, g32183
OG0000045	Bo7g106580, Bo7g108580, Bo7g108560, Bo8g101290	g14338
OG0000046	Bo9g061260	g26404, g05063, g28495, g26397
OG0000046	Bo2g014060, Bo9g159740	g13313
OG0000046	Bo3g012820	g13317
OG0000046	Bo9g061330	g29355
OG0000046	Bo2g126920	g32475
OG0000047	Bo8g092120, Bo4g064660, Bo8g081170, Bo9g148090, Bo9g084480, Bo12113s010, Bo6g049520, Bo6g039810, Bo7g026820, Bo7g026860, Bo1g053190, Bo6g018250, Bo4g045990, Bo3g153580, Bo2g100730, Bo3g151510, Bo6g094420, Bo9g076400, Bo1g098750, Bo5g128810, Bo6g033260, Bo6g056150, Bo3g143520, Bo9g062700, Bo7g037660, Bo3g100950, Bo9g043990, Bo5g122930, Bo5g122920, Bo5g082540, Bo5g125030, Bo1g102020, Bo7g062120, Bo8g021870, Bo6g110370, Bo5g041520, Bo6g048130, Bo7g104720, Bo8g002880, Bo4g043750, Bo5g103580, Bo7g080070, Bo9g123720, Bo4g021720, Bo4g112980, Bo5g010760, Bo5g049510, Bo2g045920, Bo4g106240, Bo3g044820, Bo2g025280, Bo6g029200, Bo13785s010, Bo7g014490, Bo3g117330, Bo2g085190, Bo3g099240, Bo10218s010, Bo9g092750, Bo5g115160, Bo9g059130, Bo3g054780, Bo2g138570, Bo9g175220, Bo4g149690, Bo5g118440, Bo5g136780, Bo1g051100, Bo7g090990, Bo00923s030, Bo5g017180, Bo7g038990, Bo3g052660, Bo5g072410, Bo3g084140, Bo3g084130, Bo2g130170, Bo5g048700, Bo2g068420, Bo2g112900, Bo5g049500, Bo6g104060, Bo1g025500, Bo01073s010, Bo7g010130, Bo3g122150, Bo4g188540, Bo3g181170, Bo00883s090, Bo5g027870, Bo2g049400, Bo9g152150, Bo6g056110, Bo4g137260, Bo18661s010, Bo6g041120, Bo4g182220, Bo5g082580, Bo15892s010, Bo7g094870, Bo7g065700, Bo5g057020, Bo6g068330, Bo09555s010, Bo8g054670, Bo5g105030, Bo8g023000, Bo1g122860, Bo2g094940, Bo4g116930, Bo2g105100, Bo2g105090, Bo3g045690, Bo5g132660, Bo8g051050, Bo3g128740, Bo3g107430, Bo15803s010, Bo3g107420, Bo25235s010, Bo9g021520	g08259, g07862
OG0000048	Bo01020s020, Bo12788s010, Bo6g032980, Bo8g001440, Bo7g065160, Bo21564s010, Bo01819s010, Bo01828s010, Bo01817s010	g02678
OG0000048	Bo6g095610, Bo4g044080, Bo6g098660, Bo5g030450, Bo9g070330, Bo7g062270, Bo5g017330, Bo01805s020, Bo3g106910, Bo9g123570, Bo1g052860, Bo7g067010, Bo2g083730, Bo8g112620, Bo9g061150, Bo6g095730, Bo5g123770, Bo5g048910, Bo01805s010	g21293, g26467, g27608, g31028, g29900
OG0000048	Bo6g031360	g25385
OG0000048	Bo17257s010, Bo00534s030	g24748
OG0000049	Bo1g040610, Bo9g111320, Bo3g170880, Bo1g040600, Bo9g130690, Bo8g030260, Bo11159s010, Bo9g069820, Bo4g154390, Bo3g043030, Bo7g014260, Bo4g078550, Bo4g038810, Bo6g010900, Bo4g107590, Bo6g058790, Bo7g095330, Bo8g027330, Bo7g095320, Bo4g038410, Bo6g058800, Bo01149s010, Bo7g014420, Bo2g075290, Bo1g048180, Bo4g029960, Bo3g158600	g19174
OG0000050	Bo6g086210	g10563
OG0000050	Bo1g003080	g10563
OG0000050	Bo3g006860	g10563
OG0000050	Bo6g086210	g32436
OG0000050	Bo1g003080	g32436
OG0000050	Bo3g006860	g32436
OG0000050	Bo2g149830	g24760
OG0000050	Bo2g009840	g24760
OG0000050	Bo9g058450	g24760
OG0000050	Bo9g018640	g24760
OG0000050	Bo9g172190	g24760
OG0000050	Bo4g127090	g24760
OG0000050	Bo2g149830	g10506
OG0000050	Bo2g009840	g10506
OG0000050	Bo9g058450	g10506
OG0000050	Bo9g018640	g10506
OG0000050	Bo9g172190	g10506
OG0000050	Bo4g127090	g10506
OG0000050	Bo2g149830	g20560
OG0000050	Bo2g009840	g20560
OG0000050	Bo9g058450	g20560
OG0000050	Bo9g018640	g20560
OG0000050	Bo9g172190	g20560
OG0000050	Bo4g127090	g20560
OG0000050	Bo2g149830	g18177
OG0000050	Bo2g009840	g18177
OG0000050	Bo9g058450	g18177
OG0000050	Bo9g018640	g18177
OG0000050	Bo9g172190	g18177
OG0000050	Bo4g127090	g18177
OG0000050	Bo2g149830	g10507
OG0000050	Bo2g009840	g10507
OG0000050	Bo9g058450	g10507
OG0000050	Bo9g018640	g10507
OG0000050	Bo9g172190	g10507
OG0000050	Bo4g127090	g10507
OG0000051	Bo3g004900, Bo2g009070	g30313
OG0000051	Bo2g140300, Bo7g084170	g20500
OG0000051	Bo5g153890	g25825
OG0000051	Bo4g140720	g22403
OG0000051	Bo4g140730	g22404
OG0000051	Bo5g153900	g25824
OG0000051	Bo3g112270, Bo01539s020, Bo01539s010, Bo8g077180	g16714
OG0000052	Bo4g085050, Bo1g024410, Bo9g097010, Bo8g088440, Bo6g037220, Bo00689s030, Bo00689s010, Bo1g080150, Bo9g133650, Bo7g031460, Bo1g067340, Bo3g153730, Bo8g025680, Bo3g071640, Bo6g013280, Bo4g122790, Bo8g089960, Bo3g008710, Bo8g051150, Bo1g050660, Bo6g080870, Bo00889s010, Bo8g061180, Bo1g098230, Bo3g138510, Bo6g094100, Bo08068s010, Bo9g117700, Bo1g098720, Bo9g066990, Bo4g137700, Bo4g071840, Bo8g097960, Bo2g148100, Bo01394s010, Bo9g111340, Bo7g114250, Bo7g060230, Bo1g012020, Bo8g079440, Bo9g119110, Bo4g158890	g31228, g09250
OG0000052	Bo2g082110, Bo2g120630, Bo4g101210	g28300, g08592, g15894, g06510, g14072, g30064, g20300, g07837, g26932, g29688, g26933, g27675, g27336, g31384, g31365, g22119, g25594
OG0000053	Bo3g123590, Bo4g077000	g11997
OG0000053	Bo6g055980, Bo8g038230	g23213
OG0000053	Bo1g103630	g22774
OG0000053	Bo3g035400	g21179
OG0000053	Bo6g072350	g21179
OG0000053	Bo4g112740	g21179
OG0000053	Bo3g035400	g24511
OG0000053	Bo6g072350	g24511
OG0000053	Bo4g112740	g24511
OG0000054	Bo5g017210, Bo8g062550	g04868
OG0000054	Bo02928s010, Bo9g037220	g17837
OG0000054	Bo4g050960, Bo3g045750, Bo07665s010	g30076, g30075
OG0000054	Bo3g037620	g09829
OG0000054	Bo1g027300	g14432
OG0000057	Bo9g133110	g16820, g26590
OG0000057	Bo8g067040	g09864
OG0000057	Bo2g164300	g12266
OG0000057	Bo3g124970	g30478
OG0000057	Bo3g086800	g29566
OG0000057	Bo7g008350, Bo9g027480	g22678
OG0000059	Bo3g109590, Bo6g079190, Bo1g021890, Bo9g019090, Bo2g167900, Bo9g165760, Bo1g153360, Bo3g028450, Bo4g182880, Bo7g057800, Bo4g049620, Bo4g101300, Bo4g086750, Bo6g115950, Bo9g014550, Bo5g116940, Bo5g104920, Bo8g104220, Bo00934s080, Bo17064s010, Bo11770s010, Bo18419s010, Bo4g137850, Bo9g009300, Bo03957s010, Bo04452s010, Bo7g105440, Bo6g095910, Bo7g040540, Bo5g017260, Bo6g072850, Bo4g191190, Bo4g068080, Bo6g098460, Bo6g087660, Bo4g165070, Bo5g004890, Bo3g068810, Bo2g082640, Bo6g039780, Bo2g116510	g26631, g19585, g27800, g07620, g31485, g27799, g07619
OG0000060	Bo3g017650, Bo3g017110, Bo9g148120	g27279
OG0000060	Bo6g067610	g19444, g06108, g11373
OG0000060	Bo8g083030, Bo4g121670	g03675
OG0000060	Bo2g025250, Bo9g140940	g10964, g29037, g29046
OG0000062	Bo3g074690, Bo4g142380, Bo3g074700	g29002
OG0000062	Bo1g110130, Bo1g110120	g08601, g08602
OG0000064	Bo7g003750, Bo9g028130	g20861
OG0000064	Bo1g017260	g04373
OG0000064	Bo9g059370, Bo7g066830	g17542
OG0000064	Bo8g115720	g02046
OG0000064	Bo3g026490	g07946
OG0000064	Bo8g104800	g25933
OG0000064	Bo3g015200, Bo2g021860	g12071
OG0000064	Bo4g108610, Bo6g074590	g16576
OG0000064	Bo9g056070	g30786
OG0000064	Bo5g009220	g18228
OG0000065	Bo7g067360, Bo9g059850, Bo2g124350	g28608
OG0000065	Bo7g097420	g29092
OG0000065	Bo3g116270	g12769
OG0000065	Bo3g134050	g12769
OG0000066	Bo7g103970	g22677, g29390, g29411
OG0000066	Bo6g018450, Bo5g042990	g25689
OG0000066	Bo9g174470	g13518, g07527
OG0000066	Bo7g055800	g13011, g12932, g13009, g13008
OG0000066	Bo7g054720, Bo7g054730, Bo7g054770, Bo7g054710, Bo7g054760	g13611, g13612, g13610
OG0000068	Bo3g155390	g28073, g28075, g13562
OG0000068	Bo6g119980, Bo2g086550, Bo6g085070	g01147
OG0000068	Bo6g015710, Bo8g012800, Bo6g015720	g05634
OG0000068	Bo4g106410, Bo4g106400	g05633, g11296, g11297, g31556, g00482
OG0000069	Bo2g025530	g02447
OG0000069	Bo3g017820	g02447
OG0000069	Bo4g166750	g02447
OG0000069	Bo3g040050	g02447
OG0000069	Bo3g031810	g02447
OG0000069	Bo3g130250	g02447
OG0000069	Bo5g008410	g02447
OG0000069	Bo4g030440	g02447
OG0000069	Bo8g010850	g02447
OG0000069	Bo8g112850	g02447
OG0000069	Bo4g069210	g02447
OG0000069	Bo6g120620	g02447
OG0000069	Bo2g025530	g11380
OG0000069	Bo3g017820	g11380
OG0000069	Bo4g166750	g11380
OG0000069	Bo3g040050	g11380
OG0000069	Bo3g031810	g11380
OG0000069	Bo3g130250	g11380
OG0000069	Bo5g008410	g11380
OG0000069	Bo4g030440	g11380
OG0000069	Bo8g010850	g11380
OG0000069	Bo8g112850	g11380
OG0000069	Bo4g069210	g11380
OG0000069	Bo6g120620	g11380
OG0000069	Bo2g025530	g02427
OG0000069	Bo3g017820	g02427
OG0000069	Bo4g166750	g02427
OG0000069	Bo3g040050	g02427
OG0000069	Bo3g031810	g02427
OG0000069	Bo3g130250	g02427
OG0000069	Bo5g008410	g02427
OG0000069	Bo4g030440	g02427
OG0000069	Bo8g010850	g02427
OG0000069	Bo8g112850	g02427
OG0000069	Bo4g069210	g02427
OG0000069	Bo6g120620	g02427
OG0000069	Bo2g025530	g12696
OG0000069	Bo3g017820	g12696
OG0000069	Bo4g166750	g12696
OG0000069	Bo3g040050	g12696
OG0000069	Bo3g031810	g12696
OG0000069	Bo3g130250	g12696
OG0000069	Bo5g008410	g12696
OG0000069	Bo4g030440	g12696
OG0000069	Bo8g010850	g12696
OG0000069	Bo8g112850	g12696
OG0000069	Bo4g069210	g12696
OG0000069	Bo6g120620	g12696
OG0000069	Bo2g025530	g10988
OG0000069	Bo3g017820	g10988
OG0000069	Bo4g166750	g10988
OG0000069	Bo3g040050	g10988
OG0000069	Bo3g031810	g10988
OG0000069	Bo3g130250	g10988
OG0000069	Bo5g008410	g10988
OG0000069	Bo4g030440	g10988
OG0000069	Bo8g010850	g10988
OG0000069	Bo8g112850	g10988
OG0000069	Bo4g069210	g10988
OG0000069	Bo6g120620	g10988
OG0000069	Bo2g025530	g10955
OG0000069	Bo3g017820	g10955
OG0000069	Bo4g166750	g10955
OG0000069	Bo3g040050	g10955
OG0000069	Bo3g031810	g10955
OG0000069	Bo3g130250	g10955
OG0000069	Bo5g008410	g10955
OG0000069	Bo4g030440	g10955
OG0000069	Bo8g010850	g10955
OG0000069	Bo8g112850	g10955
OG0000069	Bo4g069210	g10955
OG0000069	Bo6g120620	g10955
OG0000070	Bo1g002200, Bo7g119560	g02758
OG0000070	Bo8g101930	g23929
OG0000070	Bo9g026290, Bo7g012710, Bo3g093920	g24982
OG0000070	Bo8g050070, Bo7g117780, Bo1g005930	g03107
OG0000070	Bo6g086220, Bo6g119730	g01101
OG0000070	Bo7g062200, Bo5g027790	g13868
OG0000070	Bo7g017530, Bo3g091420	g31172
OG0000070	Bo1g006970	g00451
OG0000071	Bo2g010210, Bo5g093000	g20580, g32211, g15573
OG0000071	Bo4g164770	g13355
OG0000071	Bo4g060070, Bo4g060020, Bo3g039880, Bo3g039890	g24271, g24246, g32083, g12446, g05722, g30656, g30654, g18444
OG0000071	Bo05709s010	g04735, g04736, g17492
OG0000072	Bo1g033100	g05644
OG0000072	Bo9g043690, Bo6g095190	g21269, g24372
OG0000072	Bo4g098480	g04325
OG0000073	Bo4g140530	g20609
OG0000073	Bo6g107250	g24953, g08283, g18199
OG0000073	Bo22511s010	g21535, g18475, g00837, g26679, g28881, g30432, g26392
OG0000074	Bo9g137000	g11051
OG0000074	Bo3g132990	g12760, g12761
OG0000074	Bo3g018340	g11045
OG0000074	Bo2g028300, Bo2g094780, Bo2g028330, Bo2g028350	g30274, g08319
OG0000074	Bo9g137050	g11042, g11044
OG0000075	Bo5g123830, Bo8g067260	g00488
OG0000077	Bo4g043900	g03193
OG0000077	Bo3g027130	g03229
OG0000077	Bo4g045230, Bo4g045290	g03202
OG0000077	Bo4g181800	g03228
OG0000077	Bo3g026890, Bo4g045330	g03198
OG0000077	Bo4g157380, Bo4g179310, Bo4g181930, Bo4g169190, Bo4g182620, Bo4g177590, Bo4g179300, Bo4g045720	g18504
OG0000077	Bo4g178190	g03154, g03155, g03194
OG0000078	Bo7g061840	g13567
OG0000078	Bo6g119920	g01133
OG0000078	Bo1g006800, Bo7g016350	g00426
OG0000078	Bo3g093780	g00309
OG0000078	Bo1g006070, Bo7g117710	g25005
OG0000078	Bo1g059260, Bo8g081690, Bo7g100890	g14899
OG0000079	Bo7g115740, Bo1g010450	g00728
OG0000079	Bo3g003250, Bo2g006860	g26050
OG0000079	Bo7g066970	g17521
OG0000079	Bo3g012630	g00028
OG0000079	Bo1g002500	g02814
OG0000079	Bo3g005320	g19159
OG0000080	Bo01118s040	g09414, g29853
OG0000080	Bo16290s010	g09418
OG0000080	Bo3g182760, Bo3g182690	g23714
OG0000080	Bo2g041690, Bo2g041680	g09385
OG0000080	Bo8g043470, Bo8g043490	g19048, g09324, g09297, g09235, g09237, g09331, g09336, g09226, g09216, g10937, g30568, g10935, g09334, g16964, g19049
OG0000083	Bo1g025610, Bo5g045030	g08067, g24424
OG0000083	Bo8g107080, Bo5g018130, Bo2g131680, Bo8g107090, Bo5g018050	g04657
OG0000083	Bo9g073030	g23619
OG0000083	Bo7g081030, Bo7g081050	g23618
OG0000083	Bo9g073020, Bo2g136730, Bo05202s010, Bo7g081020	g13835
OG0000084	Bo1g051090, Bo8g053010	g04459
OG0000084	Bo3g022730, Bo2g045910	g23032
OG0000084	Bo9g032580	g29756
OG0000084	Bo3g091660, Bo7g016340	g23262
OG0000084	Bo9g123500	g23468
OG0000084	Bo3g062460, Bo5g139930, Bo1g144930	g11731
OG0000085	Bo7g115760	g00692
OG0000085	Bo00576s130, Bo8g082930	g20362
OG0000086	Bo7g110430, Bo1g040310	g10264
OG0000086	Bo9g002450	g19785
OG0000086	Bo3g017670	g10966
OG0000086	Bo3g017680, Bo9g140920, Bo2g025270	g10967
OG0000086	Bo3g130270	g29042
OG0000088	Bo3g129910	g29875
OG0000088	Bo3g017450, Bo9g142390, Bo9g142350	g10916
OG0000088	Bo2g025010, Bo9g142330, Bo3g017460	g10918
OG0000088	Bo9g142340	g10917
OG0000088	Bo3g129930, Bo3g118520	g29874, g29877
OG0000088	Bo3g129900, Bo7g014400	g29878
OG0000088	Bo3g129880	g29881
OG0000088	Bo3g017440	g10915
OG0000089	Bo25317s010	g30071
OG0000089	Bo4g083540	g29863
OG0000089	Bo6g095710, Bo5g081330	g08251, g08250
OG0000090	Bo4g064600	g06983, g06982
OG0000090	Bo4g055070, Bo4g055120, Bo4g169210, Bo4g055150, Bo4g063570	g30732
OG0000090	Bo20568s010	g06976
OG0000090	Bo8g114070	g02403
OG0000090	Bo3g039980, Bo4g169240, Bo4g169250, Bo4g169180, Bo3g040000	g06984
OG0000093	Bo5g109890, Bo4g136230, Bo8g029080, Bo1g136110, Bo3g121980, Bo4g083520, Bo6g068380, Bo3g158630, Bo5g057390, Bo3g179830, Bo7g081120, Bo5g025760, Bo1g011030, Bo5g089450, Bo5g067030, Bo9g085840, Bo9g117280, Bo3g040270, Bo3g044270, Bo3g175420	g13143
OG0000093	Bo3g027940, Bo8g066820	g08107
OG0000093	Bo8g040830	g00997, g03059, g16059, g19872, g00198, g20796, g19044, g30925, g18901, g17055, g25726, g31019, g32282, g18629, g29943, g31867, g08581, g25642, g29969, g08733, g02799, g27815, g23373, g17622, g17606, g17901, g04961, g03924, g19527, g25863, g18537, g22098, g21108, g27371, g25655, g19625, g22063, g18289, g25881, g14106, g23788, g23294, g25637, g18888, g31352, g18557, g31356, g24800, g19851, g07113, g26490, g13124, g26939, g22679, g31936, g08561, g26097, g27026, g31193, g06032, g17180, g25875, g28884
OG0000094	Bo9g042150	g19843
OG0000094	Bo1g098150	g19834
OG0000094	Bo9g042100, Bo1g098140, Bo4g086730, Bo9g042090	g19839, g19836
OG0000094	Bo9g042110	g19841
OG0000094	Bo4g086710, Bo1g098130	g19842
OG0000094	Bo4g086700	g19844
OG0000095	Bo1g037040	g10463, g10462
OG0000095	Bo1g037070, Bo7g108980, Bo1g037050	g20738
OG0000095	Bo5g020370	g10089
OG0000095	Bo8g106370	g10090
OG0000095	Bo5g020330	g10092, g10091
OG0000095	Bo2g134360	g21379
OG0000096	Bo1g087850	g24740
OG0000096	Bo6g067230	g20393
OG0000096	Bo2g081000	g00961, g00960
OG0000096	Bo6g087230, Bo6g118500, Bo6g087210, Bo6g085010, Bo6g087200	g00958
OG0000096	Bo4g157210, Bo4g158560	g13227, g30231, g30233
OG0000096	Bo4g149890	g25109
OG0000098	Bo4g186210, Bo3g030080	g23302, g03543
OG0000098	Bo4g161200	g29608
OG0000098	Bo7g088820	g28224
OG0000098	Bo5g021040	g10027
OG0000098	Bo5g020640, Bo5g020620, Bo8g066280	g31982
OG0000098	Bo6g079920	g26652
OG0000098	Bo5g126190	g06580
OG0000099	Bo5g003170, Bo8g117460	g28351
OG0000099	Bo6g111090	g03787
OG0000099	Bo2g068190	g03787
OG0000099	Bo5g039650	g03787
OG0000099	Bo7g056150	g03787
OG0000100	Bo7g063840	g19684
OG0000102	Bo6g094790	g06981
OG0000102	Bo8g054590, Bo00810s020, Bo7g039230, Bo8g054600, Bo6g027610, Bo8g034080, Bo8g106430, Bo2g078970, Bo4g039670, Bo2g118060, Bo3g111090, Bo1g079070, Bo1g021810, Bo6g092930, Bo9g137070, Bo3g074460, Bo6g095880, Bo4g039680, Bo3g049780, Bo8g079210, Bo4g148220, Bo1g128430, Bo4g098790, Bo4g135870, Bo6g094780, Bo3g097690, Bo2g032680, Bo4g024420, Bo3g045390, Bo1g065100, Bo3g081660, Bo3g068950, Bo9g120350, Bo2g034020, Bo2g064480, Bo5g128840, Bo3g120660, Bo01220s020, Bo1g124950, Bo7g081270, Bo21305s010, Bo2g083840, Bo4g045310, Bo4g112810, Bo2g024470, Bo10791s010, Bo07868s010, Bo9g135250, Bo2g149750, Bo08585s010, Bo6g073110, Bo9g025860, Bo9g071700, Bo8g020670, Bo9g108280, Bo20344s010, Bo3g107590, Bo8g070500, Bo3g143550, Bo4g128390, Bo06517s010, Bo03523s010, Bo18451s010, Bo05803s010, Bo09069s010, Bo2g125720, Bo05671s010, Bo1g121580, Bo7g064200, Bo1g129850, Bo9g037040, Bo12837s010, Bo2g100390, Bo5g062770, Bo2g056030, Bo4g133430, Bo2g121030, Bo6g056390, Bo9g175360, Bo00831s100, Bo4g166620, Bo7g032930, Bo00418s200, Bo2g053900, Bo6g030950, Bo7g092770, Bo6g066320, Bo4g161270, Bo2g032690, Bo3g065580, Bo4g059850, Bo4g130940	g21415
OG0000103	Bo2g109300	g25327
OG0000103	Bo1g024330, Bo7g107470, Bo7g107480	g21758
OG0000103	Bo9g088140	g25325
OG0000103	Bo5g049470	g17624, g17625
OG0000104	Bo4g014610, Bo4g191220	g17258
OG0000104	Bo4g016160	g17336
OG0000104	Bo8g019170, Bo8g011190, Bo8g020650, Bo8g021670, Bo8g021680, Bo6g005860, Bo6g006940, Bo03151s010, Bo6g010560	g10679
OG0000104	Bo4g017220, Bo4g015910	g17304
OG0000106	Bo2g051180	g26074, g31130, g31126, g27836
OG0000106	Bo5g148240	g26082, g26081
OG0000106	Bo2g051160	g26080
OG0000106	Bo2g161700, Bo2g161740	g15143, g08387, g28720
OG0000108	Bo4g119740, Bo8g084860	g11491
OG0000108	Bo4g026850, Bo4g026840, Bo4g026830, Bo3g033000, Bo4g187910	g12450
OG0000108	Bo9g059100, Bo9g059170, Bo2g119310, Bo2g119320, Bo7g065370, Bo7g065360	g17604, g17603, g17607
OG0000109	Bo01122s010, Bo6g023660, Bo01122s020	g25585, g25586
OG0000109	Bo6g022530	g13237, g13236, g25584, g25583, g25581
OG0000109	Bo4g026930	g25580
OG0000110	Bo1g053300, Bo1g053310	g17198
OG0000110	Bo8g045810, Bo8g045830	g17196
OG0000110	Bo3g042210, Bo3g044990	g08795, g08793, g08794
OG0000110	Bo7g082170, Bo7g082200, Bo7g082080, Bo7g082180, Bo7g082140	g19568, g21052, g19570
OG0000112	Bo3g040400, Bo6g011020, Bo7g078260, Bo7g078320, Bo7g078300, Bo7g078230, Bo7g078290	g01030
OG0000113	Bo1g094310	g09918, g16483, g16495, g16493
OG0000113	Bo5g090570	g16479
OG0000113	Bo1g059320	g16477, g22901, g31934, g32120
OG0000114	Bo8g040930	g00155
OG0000114	Bo1g056560, Bo01923s010	g20252, g20253
OG0000114	Bo8g040860	g20249, g20250
OG0000115	Bo9g159880, Bo3g012750, Bo3g012740, Bo2g013900	g13330
OG0000115	Bo3g093990, Bo9g026170, Bo9g026160	g24947, g24948, g24949
OG0000115	Bo1g060570	g14934
OG0000115	Bo8g080460, Bo7g100650	g14935
OG0000117	Bo4g020870, Bo4g019850	g29441, g18018
OG0000117	Bo4g194410, Bo4g194400	g18020
OG0000117	Bo3g036630	g18019
OG0000118	Bo1g110090	g31949
OG0000118	Bo8g105940	g20620, g01088, g16376, g19499, g03430, g18753, g02588, g15053
OG0000118	Bo7g011310, Bo7g081920, Bo05050s010	g14183
OG0000118	Bo4g119600	g30303
OG0000118	Bo6g011130, Bo3g070240, Bo2g119380	g19316, g27989, g27062
OG0000119	Bo4g019710, Bo4g019700, Bo14212s010	g17990, g17991, g18009
OG0000119	Bo5g009530, Bo4g019750	g03664
OG0000119	Bo4g194320	g18004
OG0000119	Bo7g054020, Bo7g052800	g05311
OG0000119	Bo4g145460	g12570
OG0000119	Bo4g179460, Bo3g010660, Bo3g010770	g30000, g12485
OG0000120	Bo8g117860	g01785
OG0000120	Bo1g051040	g23020
OG0000120	Bo3g024610	g24214
OG0000120	Bo3g039260, Bo4g009260, Bo4g197120	g09688
OG0000121	Bo6g086130, Bo6g086120, Bo33549s010	g01132, g25399
OG0000121	Bo2g086430	g28465
OG0000121	Bo2g085210	g28592, g32339, g30719
OG0000123	Bo6g073340, Bo3g037610	g05556, g09830
OG0000123	Bo8g044730, Bo1g053610, Bo7g104500	g23081
OG0000123	Bo3g086720	g29627
OG0000123	Bo4g091400	g17785
OG0000123	Bo3g162050, Bo1g025820, Bo7g107760	g21809
OG0000124	Bo24839s010	g17750
OG0000124	Bo3g153800	g11761
OG0000125	Bo4g155980	g28289
OG0000125	Bo4g156050, Bo4g156010, Bo4g156000	g28285, g28288, g08914
OG0000125	Bo4g156060	g08803, g08804, g08802, g08799, g08800, g08902, g08906
OG0000126	Bo9g034030, Bo9g029510, Bo4g096880, Bo9g029470, Bo9g034090, Bo00787s070, Bo9g037350, Bo7g106650, Bo4g142180	g28456
OG0000126	Bo3g088650	g27847
OG0000126	Bo6g056290, Bo8g050260, Bo6g095500, Bo5g148340	g26618
OG0000128	Bo9g027790, Bo1g129790, Bo5g051880, Bo5g046300, Bo04184s010	g06213
OG0000128	Bo1g151940, Bo1g151910	g06215, g06214
OG0000129	Bo5g137300, Bo5g048490	g16007, g16009
