Orthogroup	Brassica_oleracea	Capsella_rubella
OG0000057	Bo9g133110	Carub.0008s1787.1.p
OG0000057	Bo8g067040	Carub.0001s1701.1.p
OG0000057	Bo2g164300	Carub.0008s2342.1.p
OG0000057	Bo3g124970	Carub.0016s0001.1.p
OG0000057	Bo3g086800	Carub.0013s0011.1.p
OG0000057	Bo7g008350, Bo9g027480	Carub.0003s3319.1.p
OG0000059	Bo3g109590, Bo6g079190, Bo1g021890, Bo9g019090, Bo2g167900, Bo9g165760, Bo1g153360, Bo3g028450, Bo4g182880, Bo7g057800, Bo4g049620, Bo4g101300, Bo4g086750, Bo6g115950, Bo9g014550, Bo5g116940, Bo5g104920, Bo8g104220, Bo00934s080, Bo17064s010, Bo11770s010, Bo18419s010, Bo4g137850, Bo9g009300, Bo03957s010, Bo04452s010, Bo7g105440, Bo6g095910, Bo7g040540, Bo5g017260, Bo6g072850, Bo4g191190, Bo4g068080, Bo6g098460, Bo6g087660, Bo4g165070, Bo5g004890, Bo3g068810, Bo2g082640, Bo6g039780, Bo2g116510	Carub.0099s0002.1.p, Carub.0006s2597.1.p, Carub.0011s0002.1.p
OG0000059	Bo4g142480, Bo00285s490, Bo3g091340, Bo5g013580, Bo10803s010, Bo3g109710, Bo3g018850, Bo22267s010, Bo03130s010, Bo8g097990, Bo4g103690, Bo5g013620, Bo6g099370, Bo9g134920, Bo6g010850, Bo06470s010, Bo3g171050, Bo4g188320, Bo3g064400, Bo9g091300, Bo9g137250, Bo5g105070, Bo3g065970, Bo5g143660, Bo5g010830, Bo2g076770, Bo3g130020, Bo2g017630, Bo7g048370, Bo3g152790, Bo9g059290, Bo4g034550, Bo1g049570, Bo7g046940, Bo7g110620	Carub.0007s3076.1.p, Carub.0003s1040.1.p, Carub.0002s0948.1.p, Carub.0006s2645.1.p, Carub.0006s2648.1.p, Carub.0008s2840.1.p, Carub.0002s1040.1.p, Carub.0007s3075.1.p, Carub.0001s4113.1.p, Carub.0003s0398.1.p, Carub.0004s0663.1.p, Carub.0007s3079.1.p, Carub.0001s3710.1.p, Carub.0007s3086.1.p, Carub.0005s0910.1.p
OG0000060	Bo3g017650, Bo3g017110, Bo9g148120	Carub.0006s2066.1.p
OG0000060	Bo6g067610	Carub.0005s2023.1.p
OG0000060	Bo2g025250, Bo9g140940	Carub.0008s2052.1.p, Carub.0005s1183.1.p, Carub.0005s1189.1.p
OG0000061	Bo3g064000	Carub.0002s0328.1.p, Carub.0007s3755.1.p, Carub.0007s3756.1.p, Carub.0007s3751.1.p, Carub.0005s1237.1.p, Carub.0001s3826.1.p, Carub.0002s0647.1.p
OG0000062	Bo5g110080	Carub.0003s2005.1.p
OG0000062	Bo3g074690, Bo4g142380, Bo3g074700	Carub.0003s2001.1.p, Carub.0003s2002.1.p
OG0000062	Bo5g110090	Carub.0003s2000.1.p
OG0000062	Bo8g100820	Carub.0005s0773.1.p
OG0000062	Bo1g110130, Bo1g110120	Carub.0003s2669.1.p
OG0000064	Bo7g003750, Bo9g028130	Carub.0003s3462.1.p
OG0000064	Bo1g017260	Carub.0007s1193.1.p
OG0000064	Bo9g059370, Bo7g066830	Carub.0008s0469.1.p
OG0000064	Bo8g115720	Carub.0001s0331.1.p
OG0000064	Bo3g026490	Carub.0004s1320.1.p
OG0000064	Bo8g104800	Carub.0001s1734.1.p
OG0000064	Bo3g015200, Bo2g021860	Carub.0006s1882.1.p
OG0000064	Bo4g108610, Bo6g074590	Carub.0005s2501.1.p
OG0000064	Bo9g056070	Carub.0002s0909.1.p
OG0000064	Bo5g009220	Carub.0001s0808.1.p
OG0000065	Bo6g119870	Carub.0002s2263.1.p
OG0000065	Bo7g067360, Bo9g059850, Bo2g124350	Carub.0008s0413.1.p
OG0000065	Bo3g162350, Bo1g022580, Bo7g107230	Carub.0007s2054.1.p
OG0000065	Bo9g169510	Carub.0006s1076.1.p
OG0000065	Bo7g097420	Carub.0006s2158.1.p
OG0000065	Bo4g061410, Bo4g169440	Carub.0004s1060.1.p
OG0000066	Bo7g103970	Carub.0003s3340.1.p, Carub.0006s3079.1.p, Carub.0006s2997.1.p
OG0000066	Bo7g055800	Carub.0001s2694.1.p, Carub.0001s2632.1.p
OG0000066	Bo7g054720, Bo7g054730, Bo7g054770, Bo7g054710, Bo7g054760	Carub.0001s2342.1.p
OG0000068	Bo3g155390	Carub.0001s3799.1.p
OG0000068	Bo6g119980, Bo2g086550, Bo6g085070	Carub.0002s2286.1.p
OG0000068	Bo4g106410, Bo4g106400	Carub.0005s2675.1.p, Carub.0003s2192.1.p, Carub.0006s3234.1.p, Carub.0006s3236.1.p, Carub.0007s0583.1.p
OG0000070	Bo1g002200, Bo7g119560	Carub.0007s0072.1.p
OG0000070	Bo8g101930	Carub.0004s0025.1.p
OG0000070	Bo9g026290, Bo7g012710, Bo3g093920	Carub.0003s3215.1.p
OG0000070	Bo8g050070, Bo7g117780, Bo1g005930	Carub.0007s0412.1.p
OG0000070	Bo6g086220, Bo6g119730	Carub.0002s2243.1.p
OG0000070	Bo7g062200, Bo5g027790	Carub.0001s1934.1.p
OG0000070	Bo7g017530, Bo3g091420	Carub.0003s3033.1.p
OG0000070	Bo1g006970	Carub.0007s0553.1.p
OG0000071	Bo2g010210, Bo5g093000	Carub.0007s3253.1.p, Carub.0006s0530.1.p
OG0000071	Bo4g060070, Bo4g060020, Bo3g039880, Bo3g039890	Carub.0004s1101.1.p, Carub.0004s1100.1.p
OG0000071	Bo05709s010	Carub.0001s3703.1.p
OG0000072	Bo4g098480	Carub.0008s0706.1.p
OG0000073	Bo2g070710	Carub.0001s3395.1.p
OG0000073	Bo22511s010	Carub.0002s1008.1.p
OG0000074	Bo9g137000	Carub.0008s1976.1.p
OG0000074	Bo3g132990	Carub.0005s1307.1.p
OG0000074	Bo3g018340	Carub.0008s1982.1.p
OG0000074	Bo2g028300, Bo2g094780, Bo2g028330, Bo2g028350	Carub.0008s1946.1.p, Carub.0008s1945.1.p, Carub.0008s1947.1.p
OG0000074	Bo9g137050	Carub.0008s1985.1.p, Carub.0008s1983.1.p
OG0000077	Bo3g026890, Bo4g045330	Carub.0004s1453.1.p
OG0000077	Bo4g178190	Carub.0004s1404.1.p, Carub.0004s1403.1.p
OG0000078	Bo7g061840	Carub.0001s1962.1.p
OG0000078	Bo6g119920	Carub.0002s2275.1.p
OG0000078	Bo1g006800, Bo7g016350	Carub.0007s0529.1.p
OG0000078	Bo7g073960	Carub.0008s0195.1.p
OG0000078	Bo3g093780	Carub.0007s0427.1.p
OG0000078	Bo1g006070, Bo7g117710	Carub.0003s3195.1.p
OG0000078	Bo1g059260, Bo8g081690, Bo7g100890	Carub.0005s1767.1.p
OG0000079	Bo7g115740, Bo1g010450	Carub.0007s0816.1.p
OG0000079	Bo3g003250, Bo2g006860	Carub.0006s0410.1.p
OG0000079	Bo7g066970	Carub.0008s0451.1.p
OG0000079	Bo3g012630	Carub.0006s1564.1.p
OG0000079	Bo1g002500	Carub.0007s0125.1.p
OG0000079	Bo3g005320	Carub.0006s0830.1.p
OG0000080	Bo01118s040	Carub.0008s1461.1.p
OG0000080	Bo8g043470, Bo8g043490	Carub.0001s2878.1.p
OG0000083	Bo7g110200, Bo8g050640, Bo7g110210	Carub.0007s1566.1.p
OG0000083	Bo1g025610, Bo5g045030	Carub.0001s2429.1.p, Carub.0001s3299.1.p
OG0000083	Bo8g107080, Bo5g018130, Bo2g131680, Bo8g107090, Bo5g018050	Carub.0001s1373.1.p
OG0000083	Bo9g073030	Carub.0005s0217.1.p
OG0000083	Bo7g081030, Bo7g081050	Carub.0005s0218.1.p
OG0000083	Bo9g073020, Bo2g136730, Bo05202s010, Bo7g081020	Carub.0005s0216.1.p
OG0000084	Bo1g051090, Bo8g053010	Carub.0007s1287.1.p
OG0000084	Bo3g022730, Bo2g045910	Carub.0008s1348.1.p
OG0000084	Bo9g032580	Carub.0002s0056.1.p
OG0000084	Bo3g091660, Bo7g016340	Carub.0003s3054.1.p
OG0000084	Bo9g123500	Carub.0008s1647.1.p
OG0000084	Bo3g062460, Bo5g139930, Bo1g144930	Carub.0003s0782.1.p
OG0000085	Bo7g115760	Carub.0007s0781.1.p
OG0000085	Bo4g187690, Bo4g187680, Bo4g187670	Carub.0006s0548.1.p
OG0000085	Bo9g058470	Carub.0007s3566.1.p, Carub.0007s3567.1.p
OG0000085	Bo9g025740, Bo7g010070	Carub.0007s2619.1.p
OG0000086	Bo7g110430, Bo1g040310	Carub.0007s1539.1.p
OG0000086	Bo9g107090, Bo2g047920	Carub.0008s1247.1.p
OG0000086	Bo9g002450	Carub.0006s3653.1.p
OG0000086	Bo2g025260, Bo3g017670	Carub.0008s2054.1.p
OG0000086	Bo3g017680, Bo9g140920, Bo2g025270	Carub.0008s2056.1.p
OG0000086	Bo3g130270	Carub.0005s1186.1.p
OG0000088	Bo3g129910	Carub.0005s1126.1.p
OG0000088	Bo9g142470, Bo2g025000	Carub.0008s2102.1.p
OG0000088	Bo3g017450, Bo9g142390, Bo9g142350	Carub.0008s2101.1.p
OG0000088	Bo2g025010, Bo9g142330, Bo3g017460	Carub.0008s2099.1.p
OG0000088	Bo9g142340	Carub.0008s2100.1.p
OG0000088	Bo3g129930, Bo3g118520	Carub.0005s1127.1.p
OG0000088	Bo3g129900, Bo7g014400	Carub.0005s1125.1.p
OG0000088	Bo3g129880	Carub.0005s1121.1.p
OG0000088	Bo3g017440	Carub.0008s2103.1.p
OG0000089	Bo25317s010	Carub.0093s0002.1.p
OG0000089	Bo6g095710, Bo5g081330	Carub.0007s3074.1.p, Carub.0002s1014.1.p, Carub.0002s1016.1.p, Carub.0004s0685.1.p
OG0000090	Bo4g064600	Carub.0004s1037.1.p
OG0000090	Bo4g055070, Bo4g055120, Bo4g169210, Bo4g055150, Bo4g063570	Carub.0004s1184.1.p, Carub.0004s1182.1.p
OG0000090	Bo3g039980, Bo4g169240, Bo4g169250, Bo4g169180, Bo3g040000	Carub.0004s1036.1.p
OG0000090	Bo4g064610, Bo4g064620, Bo00898s040	Carub.0004s1035.1.p, Carub.0004s1034.1.p
OG0000094	Bo1g098150	Carub.0002s0372.1.p
OG0000094	Bo9g042100, Bo1g098140, Bo4g086730, Bo9g042090	Carub.0002s0374.1.p, Carub.0002s0375.1.p
OG0000094	Bo9g042110	Carub.0002s0379.1.p
OG0000094	Bo4g086710, Bo1g098130	Carub.0002s0380.1.p
OG0000095	Bo1g037040	Carub.0007s1745.1.p, Carub.0007s1744.1.p
OG0000095	Bo1g037070, Bo7g108980, Bo1g037050	Carub.0005s0443.1.p, Carub.0005s0446.1.p, Carub.0005s0445.1.p, Carub.0005s0444.1.p
OG0000095	Bo5g020370	Carub.0001s1473.1.p
OG0000095	Bo8g106370	Carub.0001s1472.1.p
OG0000096	Bo6g087230, Bo6g118500, Bo6g087210, Bo6g085010, Bo6g087200	Carub.0002s1339.1.p
OG0000096	Bo3g012490	Carub.0007s3543.1.p
OG0000096	Bo4g157210, Bo4g158560	Carub.0004s0512.1.p, Carub.0004s0515.1.p, Carub.0004s0513.1.p, Carub.0004s0514.1.p, Carub.0002s0936.1.p
OG0000098	Bo4g186210, Bo3g030080	Carub.0002s1323.1.p, Carub.0004s1818.1.p
OG0000098	Bo4g161200	Carub.0004s0741.1.p
OG0000098	Bo7g088820	Carub.0005s0873.1.p
OG0000098	Bo5g021040	Carub.0001s1530.1.p
OG0000098	Bo5g020640, Bo5g020620, Bo8g066280	Carub.0001s1496.1.p
OG0000098	Bo6g079920	Carub.0002s0539.1.p
OG0000098	Bo5g126190	Carub.0003s1609.1.p
OG0000099	Bo5g003170, Bo8g117460	Carub.0001s0151.1.p
OG0000099	Bo2g012090	Carub.0002s1717.1.p
OG0000099	Bo9g165730	Carub.0006s1284.1.p
OG0000099	Bo6g111080	Carub.0007s3039.1.p
OG0000099	Bo9g044070	Carub.0004s2990.1.p, Carub.0005s2901.1.p, Carub.0004s2991.1.p, Carub.0001s1010.1.p
OG0000100	Bo3g066890, Bo9g119070, Bo2g032700, Bo4g026210, Bo8g067940, Bo7g003850, Bo04429s010, Bo6g098600, Bo1g123200, Bo9g030840, Bo1g041810, Bo2g156360, Bo4g021700, Bo2g151650, Bo02419s010, Bo7g082070, Bo13682s010, Bo3g154030, Bo4g188750, Bo7g088750, Bo6g086690, Bo3g078710, Bo6g108260, Bo30795s010, Bo6g108250, Bo1g143720, Bo3g028340, Bo2g064600, Bo7g087080, Bo8g004630, Bo15292s010, Bo25551s010, Bo2g102200, Bo7g063840, Bo7g056500, Bo1g102370, Bo7g056490	Carub.0003s3035.1.p
OG0000100	Bo4g187070, Bo7g095050, Bo8g001300	Carub.0001s3283.1.p, Carub.0005s0763.1.p, Carub.0008s2858.1.p, Carub.0002s0838.1.p
OG0000102	Bo6g094790	Carub.0003s2678.1.p
OG0000103	Bo2g109300	Carub.0006s2928.1.p, Carub.0006s2927.1.p, Carub.0006s2929.1.p
OG0000103	Bo9g088140	Carub.0006s2931.1.p
OG0000103	Bo5g049470	Carub.0001s3127.1.p
OG0000104	Bo4g014610, Bo4g191220	Carub.0004s2425.1.p
OG0000104	Bo4g016160	Carub.0004s2500.1.p
OG0000104	Bo8g019170, Bo8g011190, Bo8g020650, Bo8g021670, Bo8g021680, Bo6g005860, Bo6g006940, Bo03151s010, Bo6g010560	Carub.0006s1060.1.p
OG0000104	Bo4g017220, Bo4g015910	Carub.0004s2472.1.p, Carub.0004s2471.1.p, Carub.0004s2468.1.p, Carub.0006s2711.1.p
OG0000106	Bo2g051180	Carub.0002s1066.1.p, Carub.0002s1069.1.p, Carub.0002s1065.1.p
OG0000106	Bo5g148240	Carub.0002s1057.1.p, Carub.0002s1060.1.p
OG0000106	Bo2g051160	Carub.0002s1061.1.p
OG0000106	Bo2g161700, Bo2g161740	Carub.0001s4142.1.p, Carub.0008s2264.1.p, Carub.0008s2263.1.p, Carub.0008s2262.1.p, Carub.0004s0829.1.p, Carub.0004s0831.1.p
OG0000108	Bo4g119740, Bo8g084860	Carub.0005s2130.1.p
OG0000108	Bo4g026850, Bo4g026840, Bo4g026830, Bo3g033000, Bo4g187910	Carub.0004s2097.1.p
OG0000108	Bo9g059100, Bo9g059170, Bo2g119310, Bo2g119320, Bo7g065370, Bo7g065360	Carub.0008s0524.1.p, Carub.0008s0526.1.p, Carub.0008s0525.1.p
OG0000108	Bo7g065380, Bo2g119350	Carub.0008s0523.1.p
OG0000109	Bo6g022530	Carub.0001s3978.1.p
OG0000110	Bo1g053300, Bo1g053310	Carub.0007s2466.1.p
OG0000110	Bo8g045810, Bo8g045830	Carub.0007s2465.1.p
OG0000110	Bo3g042210, Bo3g044990	Carub.0004s0348.1.p
OG0000110	Bo7g082170, Bo7g082200, Bo7g082080, Bo7g082180, Bo7g082140	Carub.0005s0364.1.p
OG0000113	Bo1g094310	Carub.0005s2571.1.p
OG0000113	Bo5g090570	Carub.0005s2572.1.p
OG0000113	Bo1g059320	Carub.0005s2596.1.p, Carub.0005s2575.1.p
OG0000114	Bo9g154740	Carub.0006s1688.1.p
OG0000114	Bo1g056560, Bo01923s010	Carub.0007s2614.1.p, Carub.0007s2612.1.p
OG0000114	Bo8g040860	Carub.0007s2610.1.p, Carub.0007s2603.1.p, Carub.0007s2605.1.p, Carub.0007s2607.1.p, Carub.0007s2608.1.p
OG0000115	Bo9g159880, Bo3g012750, Bo3g012740, Bo2g013900	Carub.0006s1599.1.p
OG0000115	Bo3g093990, Bo9g026170, Bo9g026160	Carub.0007s3256.1.p, Carub.0003s3235.1.p, Carub.0003s3234.1.p
OG0000115	Bo8g080470	Carub.0005s1734.1.p
OG0000115	Bo1g060570	Carub.0005s1733.1.p
OG0000115	Bo8g080460, Bo7g100650	Carub.0005s1732.1.p
OG0000116	Bo2g133690	Carub.0008s2108.1.p
OG0000116	Bo2g158810, Bo8g104250, Bo2g158860, Bo4g040040, Bo2g159130, Bo2g157380, Bo2g157370, Bo2g158410, Bo2g159110	Carub.0006s2323.1.p
OG0000116	Bo3g003190	Carub.0006s0122.1.p, Carub.0006s0397.1.p
OG0000116	Bo2g009570	Carub.0006s0373.1.p
OG0000117	Bo4g020870, Bo4g019850	Carub.0004s2597.1.p
OG0000117	Bo3g036630	Carub.0004s2598.1.p
OG0000119	Bo7g105420	Carub.0007s2358.1.p
OG0000119	Bo4g019710, Bo4g019700, Bo14212s010	Carub.0004s2574.1.p
OG0000119	Bo5g009530, Bo4g019750	Carub.0004s1931.1.p
OG0000119	Bo4g194320	Carub.0004s1440.1.p
OG0000119	Bo7g054020, Bo7g052800	Carub.0005s2945.1.p
OG0000120	Bo8g117860	Carub.0001s0085.1.p
OG0000120	Bo9g003750, Bo2g098940, Bo3g054440	Carub.0006s3612.1.p
OG0000120	Bo9g110930, Bo2g046050, Bo3g022870, Bo1g051040	Carub.0008s1340.1.p
OG0000120	Bo3g024610	Carub.0004s1159.1.p, Carub.0004s1158.1.p
OG0000120	Bo3g039260, Bo4g009260, Bo4g197120	Carub.0004s2911.1.p
OG0000121	Bo6g086130, Bo6g086120, Bo33549s010	Carub.0002s2274.1.p
OG0000121	Bo2g086430	Carub.0002s0817.1.p
OG0000123	Bo6g073340, Bo3g037610	Carub.0005s2737.1.p, Carub.0004s2779.1.p
OG0000123	Bo8g044730, Bo1g053610, Bo7g104500	Carub.0007s2497.1.p
OG0000123	Bo3g086720	Carub.0003s2690.1.p
OG0000123	Bo4g091400	Carub.0002s0298.1.p
OG0000123	Bo2g104590, Bo9g077910	Carub.0006s3246.1.p
OG0000123	Bo3g162050, Bo1g025820, Bo7g107760	Carub.0007s1936.1.p
OG0000125	Bo4g155980	Carub.0004s0420.1.p, Carub.0004s0422.1.p
OG0000125	Bo4g156050, Bo4g156010, Bo4g156000	Carub.0004s0429.1.p, Carub.0004s0432.1.p, Carub.0004s0433.1.p
OG0000125	Bo4g156060	Carub.0004s0352.1.p, Carub.0004s0353.1.p, Carub.0004s0356.1.p, Carub.0004s0354.1.p, Carub.0004s0357.1.p, Carub.0004s0426.1.p
OG0000126	Bo9g034030, Bo9g029510, Bo4g096880, Bo9g029470, Bo9g034090, Bo00787s070, Bo9g037350, Bo7g106650, Bo4g142180	Carub.0007s3394.1.p, Carub.0007s3395.1.p
OG0000129	Bo5g137300, Bo5g048490	Carub.0001s3085.1.p, Carub.0001s3084.1.p
OG0000129	Bo5g048480, Bo5g137310	Carub.0001s3616.1.p
OG0000129	Bo1g119020	Carub.0003s1632.1.p
OG0000130	Bo01836s010, Bo4g045250	Carub.0001s3392.1.p
OG0000132	Bo3g094110, Bo7g011290	Carub.0003s3248.1.p
OG0000132	Bo3g154100, Bo1g005570	Carub.0007s0376.1.p
OG0000132	Bo7g062280	Carub.0001s1908.1.p
OG0000132	Bo2g082620	Carub.0002s2207.1.p
OG0000132	Bo1g002450	Carub.0007s0117.1.p
OG0000132	Bo3g042360, Bo8g101590, Bo4g147040	Carub.0004s0070.1.p
OG0000133	Bo6g112520	Carub.0002s1763.1.p
OG0000133	Bo01281s010, Bo8g072640	Carub.0006s2553.1.p
OG0000133	Bo7g056280	Carub.0001s2267.1.p
OG0000133	Bo6g112480	Carub.0002s1760.1.p
OG0000133	Bo2g069590, Bo6g112450, Bo6g112470	Carub.0002s1761.1.p, Carub.0002s1762.1.p
OG0000133	Bo6g112500, Bo6g112490	Carub.0002s1766.1.p
OG0000134	Bo2g130080, Bo2g131620, Bo03244s010, Bo3g060320	Carub.0008s0164.1.p
OG0000134	Bo2g130150	Carub.0008s0650.1.p
OG0000134	Bo2g057850	Carub.0008s0141.1.p
OG0000134	Bo2g037810	Carub.0008s0142.1.p, Carub.0008s0139.1.p
OG0000134	Bo3g149260	Carub.0008s0144.1.p
OG0000134	Bo2g130110	Carub.0008s0627.1.p, Carub.0008s1088.1.p
OG0000135	Bo6g095320, Bo6g095330, Bo2g064350, Bo2g064300, Bo2g064270	Carub.0002s1632.1.p
OG0000137	Bo3g144120, Bo5g059730, Bo3g144110	Carub.0001s2773.1.p
OG0000138	Bo6g122010	Carub.0002s2530.1.p
OG0000138	Bo4g181660, Bo3g027160	Carub.0004s1459.1.p
OG0000138	Bo3g036840, Bo3g043070, Bo9g126100, Bo6g099220, Bo3g034890, Bo4g190010	Carub.0004s2255.1.p, Carub.0002s0725.1.p, Carub.0001s4371.1.p
OG0000140	Bo8g028720, Bo9g075690, Bo00883s110, Bo16142s010, Bo09929s010, Bo7g001040, Bo2g024620, Bo7g094860, Bo00883s100, Bo2g085280, Bo11112s010, Bo8g022990, Bo01203s010, Bo24520s010, Bo3g153280, Bo3g107440, Bo1g107130, Bo4g116940, Bo3g155440, Bo8g051060, Bo2g094930, Bo4g127360, Bo03980s010, Bo10013s010, Bo2g085070, Bo9g040910, Bo9g074450, Bo4g096490, Bo9g037190, Bo1g079100, Bo2g086450, Bo19243s010, Bo5g132590, Bo1g078940, Bo5g143110, Bo4g112970, Bo4g105050, Bo7g015060, Bo1g055130, Bo4g044050, Bo6g048140, Bo1g119410, Bo9g076490, Bo9g069850, Bo6g065140, Bo2g159350, Bo5g077540, Bo3g142870, Bo7g031190, Bo9g098680, Bo9g120760, Bo6g039800	Carub.0007s3161.1.p, Carub.0004s0698.1.p
OG0000141	Bo6g044170, Bo3g091450, Bo1g048110, Bo3g064250, Bo4g075480, Bo5g019880, Bo3g083260, Bo3g062680, Bo20032s010, Bo8g032210	Carub.0002s1911.1.p
OG0000143	Bo3g071680, Bo1g117390, Bo5g117290	Carub.0003s1843.1.p
OG0000143	Bo00615s090	Carub.0008s2621.1.p
OG0000143	Bo4g139620, Bo4g139560, Bo4g139640, Bo4g139260	Carub.0007s3594.1.p, Carub.0007s3559.1.p, Carub.0003s3325.1.p, Carub.0007s3561.1.p, Carub.0007s3592.1.p
OG0000144	Bo4g102580	Carub.0005s2768.1.p
OG0000144	Bo4g195610	Carub.0004s2818.1.p, Carub.0004s2817.1.p
OG0000144	Bo4g195670, Bo4g195660	Carub.0004s2821.1.p, Carub.0004s2819.1.p
OG0000144	Bo4g195650	Carub.0004s2820.1.p, Carub.0001s3189.1.p
OG0000144	Bo4g195680, Bo4g024790	Carub.0004s2822.1.p
OG0000146	Bo3g167010, Bo7g117280	Carub.0007s0518.1.p
OG0000146	Bo3g167020, Bo3g167000	Carub.0007s0510.1.p, Carub.0007s0519.1.p
OG0000146	Bo7g015020	Carub.0003s3099.1.p
OG0000146	Bo7g015030, Bo3g092050, Bo3g092170	Carub.0003s3101.1.p, Carub.0003s3102.1.p
OG0000149	Bo01075s030, Bo6g074760	Carub.0001s4475.1.p
OG0000149	Bo9g058940	Carub.0001s4390.1.p, Carub.0001s4392.1.p, Carub.0001s4394.1.p, Carub.0001s4391.1.p
OG0000149	Bo3g185820	Carub.0001s4474.1.p, Carub.0001s4473.1.p
OG0000150	Bo5g034840	Carub.0001s2131.1.p, Carub.0006s2922.1.p, Carub.0005s1133.1.p, Carub.0001s2128.1.p, Carub.0001s2130.1.p
OG0000150	Bo8g082150, Bo8g082130	Carub.0001s2140.1.p
OG0000153	Bo2g025430, Bo3g017570, Bo3g017540, Bo3g021090, Bo9g141170, Bo9g141090, Bo9g140740	Carub.0008s2083.1.p, Carub.0008s2091.1.p
OG0000154	Bo4g195000	Carub.0001s3511.1.p, Carub.0004s2705.1.p
OG0000154	Bo4g106230, Bo8g094910	Carub.0005s2687.1.p, Carub.0004s0629.1.p
OG0000154	Bo4g022760	Carub.0002s0665.1.p, Carub.0002s0666.1.p
OG0000154	Bo4g194990	Carub.0004s2704.1.p
OG0000155	Bo4g175940, Bo2g036420, Bo4g175960, Bo4g175950, Bo4g175920, Bo4g175930, Bo4g053720, Bo4g053690, Bo4g170800, Bo4g170790, Bo2g164260	Carub.0006s2585.1.p, Carub.0004s1242.1.p, Carub.0004s1240.1.p, Carub.0004s1227.1.p, Carub.0004s1241.1.p, Carub.0006s2584.1.p
OG0000155	Bo3g024960	Carub.0004s1228.1.p
OG0000156	Bo3g019410	Carub.0008s1776.1.p
OG0000156	Bo9g007930, Bo2g139100	Carub.0005s0415.1.p, Carub.0005s0425.1.p
OG0000156	Bo2g139040	Carub.0005s0423.1.p, Carub.0005s0421.1.p
OG0000156	Bo2g139020	Carub.0005s0357.1.p, Carub.0005s0420.1.p
OG0000156	Bo9g007900	Carub.0005s0419.1.p, Carub.0005s0418.1.p, Carub.0005s0417.1.p
OG0000157	Bo1g039290	Carub.0001s4272.1.p, Carub.0005s0878.1.p, Carub.0003s1889.1.p
OG0000157	Bo3g155630, Bo9g022300, Bo8g070600, Bo2g131690, Bo4g039940, Bo2g028470, Bo2g010750	Carub.0002s0384.1.p, Carub.0007s2613.1.p
OG0000157	Bo6g108800, Bo8g083180, Bo3g054860, Bo3g031600, Bo3g098040, Bo00737s020, Bo4g136590, Bo6g099740, Bo7g062100, Bo2g136020	Carub.0004s0983.1.p
OG0000158	Bo6g010670	Carub.0001s3782.1.p, Carub.0001s3784.1.p, Carub.0001s3783.1.p, Carub.0001s3781.1.p
OG0000158	Bo3g023700, Bo2g050470	Carub.0008s1151.1.p
OG0000159	Bo1g043090, Bo7g110800	Carub.0005s1086.1.p
OG0000159	Bo9g037030, Bo9g029480, Bo01065s020, Bo4g094420, Bo4g094360, Bo01065s030, Bo3g003680, Bo3g003670, Bo3g003700	Carub.0001s1339.1.p
OG0000159	Bo6g067810, Bo6g097270, Bo8g065620, Bo6g108470, Bo8g065610	Carub.0007s2881.1.p, Carub.0007s2883.1.p
OG0000160	Bo2g066890	Carub.0002s1680.1.p, Carub.0002s1679.1.p
OG0000160	Bo6g110710, Bo6g110700	Carub.0002s1672.1.p
OG0000160	Bo6g110680	Carub.0007s3660.1.p
OG0000162	Bo2g136880, Bo7g081100	Carub.0005s0230.1.p, Carub.0005s0229.1.p, Carub.0005s0223.1.p, Carub.0005s0226.1.p, Carub.0005s0224.1.p, Carub.0005s0225.1.p
OG0000162	Bo1g087610	Carub.0002s0670.1.p
OG0000163	Bo3g086690	Carub.0003s2677.1.p, Carub.0003s2679.1.p
OG0000163	Bo3g086680	Carub.0003s2686.1.p
OG0000164	Bo1g025620, Bo7g107610	Carub.0007s1952.1.p
OG0000164	Bo9g077770	Carub.0006s3272.1.p
OG0000164	Bo3g048350	Carub.0006s3274.1.p, Carub.0006s3273.1.p
OG0000166	Bo4g158850	Carub.0003s0498.1.p
OG0000166	Bo3g088590, Bo9g169800	Carub.0003s2902.1.p, Carub.0003s2899.1.p, Carub.0003s2900.1.p
OG0000166	Bo3g063960, Bo1g141270, Bo1g141280, Bo1g141290, Bo1g141230, Bo3g074860	Carub.0003s1030.1.p, Carub.0001s3297.1.p, Carub.0003s1037.1.p
OG0000167	Bo3g065020, Bo1g139130	Carub.0003s1192.1.p
OG0000167	Bo8g066630, Bo5g021500	Carub.0001s1584.1.p
OG0000167	Bo1g144470	Carub.0003s0854.1.p
OG0000167	Bo4g176050, Bo9g183560	Carub.0006s0130.1.p
OG0000170	Bo4g169560	Carub.0004s1083.1.p
OG0000170	Bo3g093530, Bo2g148050	Carub.0002s1306.1.p, Carub.0002s1308.1.p
OG0000171	Bo3g164350	Carub.0106s0002.1.p, Carub.0006s3356.1.p
OG0000171	Bo9g010750	Carub.0006s3357.1.p, Carub.0006s3358.1.p, Carub.0006s3302.1.p, Carub.0007s2782.1.p, Carub.0007s2784.1.p, Carub.0007s2783.1.p
OG0000171	Bo01088s040, Bo9g007610	Carub.0006s3362.1.p, Carub.0006s3360.1.p
OG0000171	Bo2g052840	Carub.0008s1779.1.p
OG0000171	Bo01088s030	Carub.0006s3361.1.p
OG0000173	Bo9g043530, Bo9g043470	Carub.0002s0441.1.p, Carub.0002s0435.1.p
