Orthogroup	Brassica_oleracea	Tarenaya_hassleriana
OG0000083	Bo2g150050	Th2v24944, Th2v30475
OG0000083	Bo8g107080, Bo5g018130, Bo2g131680, Bo8g107090, Bo5g018050, Bo9g073030, Bo7g081030, Bo7g081050, Bo9g073020, Bo2g136730, Bo05202s010, Bo7g081020	Th2v00125
OG0000084	Bo1g051090, Bo8g053010, Bo3g022730, Bo2g045910	Th2v26933
OG0000084	Bo3g091660, Bo7g016340	Th2v08986, Th2v12108
OG0000084	Bo3g021210	Th2v09500
OG0000086	Bo9g107090, Bo2g047920	Th2v28940, Th2v09763, Th2v26908
OG0000086	Bo9g002450	Th2v24520
OG0000086	Bo2g025260, Bo3g017670, Bo3g017680, Bo9g140920, Bo2g025270	Th2v18813
OG0000086	Bo3g130270	Th2v09212, Th2v14285, Th2v22109
OG0000087	Bo9g035450, Bo4g111070, Bo1g055340, Bo6g065100, Bo3g158520, Bo7g021230, Bo21467s010, Bo7g021200, Bo1g118910, Bo3g039610, Bo2g051240, Bo2g150110, Bo27102s010, Bo2g148040, Bo10677s010, Bo5g086530, Bo1g103450, Bo7g075780, Bo6g117990, Bo4g176320, Bo3g042420, Bo8g079490, Bo5g028000, Bo1g101940, Bo1g101950, Bo6g062120, Bo9g032660, Bo3g108230, Bo7g032950, Bo20330s010, Bo9g117300, Bo6g095870, Bo7g037690, Bo2g070720, Bo8g089530	Th2v02360, Th2v05287
OG0000088	Bo3g129910, Bo9g142470, Bo2g025000, Bo3g017450, Bo9g142390, Bo9g142350	Th2v17880
OG0000088	Bo2g025010, Bo9g142330, Bo3g017460	Th2v21255
OG0000088	Bo3g129900, Bo7g014400, Bo3g129880, Bo3g017440	Th2v21257
OG0000089	Bo21823s010, Bo21116s010, Bo25317s010, Bo4g083540, Bo6g095710, Bo5g081330	Th2v12193, Th2v27346, Th2v23807, Th2v27356, Th2v29410, Th2v29393, Th2v31221, Th2v03296
OG0000090	Bo20568s010	Th2v01089
OG0000090	Bo8g114070	Th2v07511, Th2v15762, Th2v07515
OG0000095	Bo1g037040, Bo1g037070, Bo7g108980, Bo1g037050, Bo3g154350, Bo1g144040, Bo1g037060, Bo5g020370, Bo8g106370, Bo5g020330, Bo2g134360, Bo7g078440, Bo9g070120	Th2v05429, Th2v06545, Th2v15244
OG0000096	Bo1g087850, Bo6g067230, Bo6g087170, Bo6g087180, Bo2g081000, Bo6g087230, Bo6g118500, Bo6g087210, Bo6g085010, Bo6g087200, Bo6g118510, Bo6g118520, Bo5g025640, Bo3g012490, Bo4g157210, Bo4g158560, Bo4g149890, Bo2g080980, Bo6g118550	Th2v03606, Th2v25101
OG0000098	Bo4g186210, Bo3g030080	Th2v14665, Th2v29108, Th2v30314
OG0000098	Bo4g161200	Th2v19789
OG0000098	Bo7g088820	Th2v19035
OG0000098	Bo5g021040	Th2v23425, Th2v10229
OG0000098	Bo5g020640, Bo5g020620, Bo8g066280, Bo6g079920	Th2v07760
OG0000098	Bo5g126190	Th2v00841, Th2v21911
OG0000099	Bo5g003170, Bo8g117460	Th2v16330
OG0000099	Bo2g012090	Th2v11724
OG0000099	Bo9g165730	Th2v06999, Th2v18163, Th2v06375, Th2v15075, Th2v23159, Th2v24711, Th2v25689
OG0000099	Bo9g044070	Th2v12990, Th2v22692, Th2v06107, Th2v14816, Th2v25053, Th2v20731
OG0000101	Bo3g044240	Th2v31270, Th2v30645, Th2v30510, Th2v30301, Th2v31001, Th2v31203, Th2v31090, Th2v31010, Th2v30621, Th2v30161, Th2v30990, Th2v31488, Th2v30709, Th2v30776, Th2v31162, Th2v31386, Th2v31245, Th2v30362, Th2v30623, Th2v30938, Th2v31168, Th2v31544, Th2v31150, Th2v31013, Th2v31087, Th2v30295, Th2v30523, Th2v30261, Th2v30681, Th2v29662, Th2v29867, Th2v31271, Th2v31470, Th2v30160, Th2v31450, Th2v31048, Th2v30012, Th2v25635, Th2v29865, Th2v30514, Th2v31289, Th2v31477, Th2v30268, Th2v30823, Th2v30825, Th2v30976, Th2v31086, Th2v30680, Th2v31404, Th2v31449, Th2v31179, Th2v31251, Th2v30817, Th2v30547, Th2v31402, Th2v31113, Th2v31088, Th2v31281, Th2v30526, Th2v30723, Th2v30799, Th2v30936, Th2v31337, Th2v30360, Th2v30721, Th2v31313, Th2v30953, Th2v31398, Th2v30818, Th2v30970, Th2v31437, Th2v31457, Th2v31173, Th2v29638, Th2v30494, Th2v30227, Th2v31382, Th2v30711, Th2v31391, Th2v30969, Th2v30501, Th2v31523, Th2v30228, Th2v31561, Th2v30949, Th2v30977, Th2v30768, Th2v30863, Th2v30619, Th2v29358, Th2v30029, Th2v30710, Th2v30538, Th2v31122, Th2v30408, Th2v28571, Th2v30948, Th2v31387, Th2v30548, Th2v31572, Th2v31485, Th2v30492, Th2v30524, Th2v30525, Th2v30358, Th2v30937, Th2v30919, Th2v30599, Th2v30499, Th2v22828
OG0000103	Bo1g024330, Bo7g107470, Bo7g107480	Th2v04362, Th2v16673
OG0000103	Bo2g109280, Bo9g088140, Bo5g049470	Th2v04621
OG0000104	Bo4g014610, Bo4g191220, Bo4g052590, Bo4g016160, Bo8g019170, Bo8g011190, Bo8g020650, Bo8g021670, Bo8g021680, Bo6g005860, Bo6g006940, Bo03151s010, Bo6g010560, Bo4g049600, Bo4g049590, Bo4g050680, Bo4g017220, Bo4g015910	Th2v13213, Th2v13214, Th2v28378, Th2v13260, Th2v25895, Th2v20552, Th2v20620
OG0000106	Bo2g051180, Bo5g148240, Bo2g051160, Bo2g161700, Bo2g161740	Th2v05230, Th2v05235
OG0000108	Bo4g119740, Bo8g084860, Bo4g026850, Bo4g026840, Bo4g026830, Bo3g033000, Bo4g187910	Th2v29171, Th2v03551, Th2v14691
OG0000108	Bo9g059100, Bo9g059170, Bo2g119310, Bo2g119320, Bo7g065370, Bo7g065360, Bo7g065380, Bo2g119350	Th2v08041, Th2v08044, Th2v08042, Th2v08043
OG0000109	Bo3g181470, Bo6g026070, Bo6g026090, Bo01122s010, Bo6g023660, Bo01122s020, Bo6g022530, Bo6g026060, Bo6g026080, Bo4g026930	Th2v21820
OG0000110	Bo1g053300, Bo1g053310, Bo8g045810, Bo8g045830	Th2v05855, Th2v20955, Th2v21803, Th2v20744, Th2v21802
OG0000110	Bo3g042210, Bo3g044990, Bo8g100000, Bo7g082170, Bo7g082200, Bo7g082080, Bo7g082180, Bo7g082140	Th2v20363, Th2v05137, Th2v05138, Th2v00751, Th2v00752, Th2v11008
OG0000114	Bo9g154740, Bo2g016620, Bo3g013240	Th2v26245
OG0000114	Bo01343s010, Bo7g103890, Bo8g040930, Bo8g040920, Bo8g040880, Bo1g056560, Bo01923s010, Bo8g040860	Th2v18224
OG0000115	Bo9g159880, Bo3g012750, Bo3g012740, Bo2g013900	Th2v22897
OG0000115	Bo3g093990, Bo9g026170, Bo9g026160	Th2v12233
OG0000115	Bo8g080470, Bo1g060570, Bo8g080460, Bo7g100650	Th2v12552, Th2v13448
OG0000116	Bo2g133690, Bo2g158810, Bo8g104250, Bo2g158860, Bo4g040040, Bo2g159130, Bo2g157380, Bo2g157370, Bo2g158410, Bo2g159110, Bo3g003190, Bo2g009560, Bo3g007130, Bo3g007160, Bo9g169970, Bo9g170000, Bo2g009570	Th2v21431, Th2v21430
OG0000117	Bo4g020870, Bo4g019850, Bo4g020880, Bo4g020910, Bo4g020890, Bo4g194410, Bo4g194400, Bo3g036630	Th2v03343, Th2v31327, Th2v13350, Th2v25972, Th2v13354, Th2v13352, Th2v13353, Th2v13355, Th2v13351, Th2v25973
OG0000120	Bo8g117860	Th2v07836, Th2v24542
OG0000120	Bo9g110930, Bo2g046050, Bo3g022870, Bo1g051040, Bo3g024610	Th2v28972, Th2v09721, Th2v26938
OG0000123	Bo6g073340, Bo3g037610	Th2v07064, Th2v18110
OG0000123	Bo3g086720	Th2v08541, Th2v19652
OG0000124	Bo1g116060, Bo24839s010, Bo3g153800, Bo8g011360	Th2v16742
OG0000124	Bo17356s010, Bo06312s010, Bo5g131570, Bo27449s010, Bo08758s010	Th2v31579
OG0000126	Bo3g013450, Bo9g158610, Bo01425s020, Bo9g034030, Bo9g029510, Bo4g096880, Bo9g029470, Bo9g034090, Bo00787s070, Bo9g037350, Bo7g106650, Bo4g142180, Bo2g130090, Bo9g064380, Bo3g088650, Bo9g064250, Bo6g056290, Bo8g050260, Bo6g095500, Bo5g148340, Bo3g164030, Bo02019s010, Bo04511s010, Bo6g030650	Th2v31160
OG0000128	Bo9g043780, Bo9g027790, Bo1g129790, Bo5g051880, Bo5g046300, Bo04184s010, Bo1g151940, Bo1g151910	Th2v00760, Th2v05131, Th2v05132
OG0000130	Bo01410s020	Th2v31049
OG0000130	Bo5g083920	Th2v31400
OG0000130	Bo01836s010	Th2v30537
OG0000130	Bo4g045250	Th2v30941
OG0000132	Bo3g094110, Bo7g011290, Bo3g154100, Bo1g005570	Th2v03024, Th2v21531
OG0000132	Bo7g062280	Th2v05854
OG0000132	Bo6g119390, Bo2g082620	Th2v14619
OG0000132	Bo1g002450, Bo3g042360, Bo8g101590, Bo4g147040	Th2v12544
OG0000133	Bo6g112520, Bo01281s010, Bo8g072640, Bo7g056280, Bo2g069670, Bo2g069600, Bo2g069610, Bo6g112480, Bo2g069590, Bo6g112450, Bo6g112470, Bo6g094510, Bo6g112500, Bo6g112490	Th2v04051, Th2v25728, Th2v25729
OG0000137	Bo5g059790, Bo5g059740, Bo3g144120, Bo5g059730, Bo3g144110, Bo3g144130, Bo3g144140	Th2v26551
OG0000138	Bo6g122010, Bo4g181660, Bo3g027160, Bo7g012750, Bo3g036840, Bo3g043070, Bo9g126100, Bo6g099220, Bo3g034890, Bo4g190010	Th2v05972, Th2v21097
OG0000141	Bo4g182700, Bo6g044170, Bo3g091450, Bo1g048110, Bo3g064250, Bo4g075480, Bo5g019880, Bo3g083260, Bo3g062680, Bo20032s010, Bo8g032210	Th2v25360, Th2v31079
OG0000142	Bo4g096800, Bo01421s010, Bo8g049480, Bo3g048490, Bo9g018110, Bo8g109110, Bo4g145280, Bo5g060900, Bo1g048020, Bo01088s020, Bo7g080770, Bo18139s010, Bo7g100720, Bo5g133640, Bo3g137070, Bo6g018290, Bo9g044200, Bo7g040800, Bo3g183900, Bo3g183890, Bo01379s030, Bo4g125790, Bo19921s010, Bo2g116800, Bo4g103710, Bo1g105740, Bo8g034140, Bo17813s010, Bo13063s010	Th2v06241, Th2v14942, Th2v27452, Th2v00233, Th2v23931, Th2v12459, Th2v21615, Th2v17456, Th2v23679, Th2v30901, Th2v29447, Th2v11099, Th2v29770, Th2v10101, Th2v25178, Th2v29719
OG0000143	Bo3g071680, Bo1g117390, Bo5g117290, Bo00615s090, Bo4g139620, Bo4g139560, Bo4g139640, Bo4g139260	Th2v17659
OG0000144	Bo4g102580, Bo4g102560, Bo4g195610, Bo4g195630, Bo4g195640, Bo7g040400, Bo7g040380, Bo4g195670, Bo4g195660, Bo4g195650, Bo8g095620, Bo4g195680, Bo4g024790	Th2v12845, Th2v22535, Th2v07141, Th2v00713, Th2v07139, Th2v22537, Th2v07142, Th2v12846, Th2v22536
OG0000146	Bo7g117290, Bo3g167010, Bo7g117280, Bo3g167020, Bo3g167000, Bo7g015020, Bo3g092040, Bo7g015030, Bo3g092050, Bo3g092170	Th2v12130, Th2v12137
OG0000149	Bo01075s030, Bo6g074760	Th2v13403
OG0000149	Bo2g068080, Bo6g110900, Bo2g118150, Bo9g058940, Bo2g118200, Bo2g057500, Bo2g057490, Bo9g058960, Bo7g065280, Bo3g185810, Bo3g185820	Th2v13402
OG0000150	Bo5g034840, Bo8g082150, Bo8g082130	Th2v06605, Th2v15305, Th2v27999, Th2v28000
OG0000151	Bo3g083680, Bo4g136600	Th2v30208
OG0000151	Bo3g135810	Th2v23223, Th2v19100, Th2v02556, Th2v29286, Th2v30685, Th2v29040, Th2v29663, Th2v29864, Th2v26636, Th2v30677, Th2v30533, Th2v22049
OG0000153	Bo9g137200, Bo9g139540, Bo3g017990, Bo3g017950, Bo3g017930, Bo3g017970, Bo08177s010, Bo9g139550, Bo2g026600, Bo2g025430, Bo3g017570, Bo3g017540, Bo3g021090, Bo9g141170, Bo9g141090, Bo9g140740	Th2v24202, Th2v24201, Th2v24203, Th2v24200, Th2v24204
OG0000154	Bo4g195000, Bo4g106230, Bo8g094910, Bo4g022760, Bo4g194990	Th2v31191, Th2v07114, Th2v18064
OG0000155	Bo4g175940, Bo2g036420, Bo4g175960, Bo4g175950, Bo4g175920, Bo4g175930, Bo4g053720, Bo4g053690, Bo4g170800, Bo4g170790, Bo2g164260	Th2v00749, Th2v15888
OG0000155	Bo3g024960, Bo8g098520	Th2v13092, Th2v22799
OG0000156	Bo3g019410, Bo9g007930, Bo2g139100, Bo2g139040, Bo2g139020, Bo9g007900, Bo7g082540, Bo7g082600	Th2v28524, Th2v28527
OG0000157	Bo6g009350, Bo2g116220	Th2v27227
OG0000157	Bo2g104840	Th2v29984
OG0000159	Bo1g043090, Bo7g110800, Bo9g037030, Bo9g029480, Bo01065s020, Bo4g094420, Bo4g094360, Bo01065s030, Bo3g003680, Bo3g003670, Bo3g003700, Bo6g067810, Bo6g097270, Bo8g065620, Bo6g108470, Bo8g065610	Th2v22006, Th2v28730, Th2v06471, Th2v15168, Th2v28732
OG0000160	Bo7g119420, Bo1g031950, Bo1g031930, Bo2g066890, Bo6g110710, Bo6g110700, Bo6g110680	Th2v24972
OG0000161	Bo5g028020, Bo3g130320	Th2v19852
OG0000161	Bo5g049250, Bo2g134670, Bo01061s040, Bo00576s090, Bo5g010520	Th2v18596
OG0000162	Bo5g010080, Bo7g106690, Bo3g102890, Bo3g092110, Bo2g136880, Bo7g081100, Bo1g087610	Th2v06156, Th2v14863
OG0000163	Bo4g173640, Bo3g086690, Bo01487s010, Bo3g086680	Th2v08546, Th2v08545, Th2v25209, Th2v25210
OG0000164	Bo1g025620, Bo7g107610, Bo9g077770, Bo3g048350	Th2v04403
OG0000166	Bo3g042800, Bo4g151370, Bo4g158850, Bo3g088590, Bo9g169800, Bo3g063960, Bo1g141270, Bo1g141280, Bo1g141290, Bo1g141230, Bo3g074860	Th2v11191, Th2v11196
OG0000167	Bo3g065020, Bo1g139130, Bo8g066630, Bo5g021500	Th2v10163
OG0000167	Bo1g144470, Bo4g176050, Bo9g183560, Bo3g091720, Bo00418s120, Bo4g081170, Bo1g087700	Th2v14287, Th2v22112, Th2v09213, Th2v17748, Th2v12608, Th2v08924, Th2v14466
OG0000170	Bo4g169560, Bo3g093530, Bo2g148050, Bo3g104620	Th2v07254
OG0000171	Bo5g004060, Bo3g164350, Bo9g010750, Bo01088s040, Bo9g007610, Bo2g052840, Bo01088s030, Bo2g149550, Bo8g086980	Th2v16193
OG0000173	Bo9g043530, Bo9g043470, Bo9g178940	Th2v11970, Th2v11980, Th2v23790, Th2v23791, Th2v27370, Th2v27371, Th2v23793, Th2v27369, Th2v11934, Th2v12111
OG0000174	Bo6g101330, Bo2g053950, Bo4g137010, Bo2g147700, Bo9g008830, Bo2g147810, Bo2g147710, Bo8g010780, Bo8g010770, Bo9g043440, Bo5g008480, Bo5g008470, Bo5g008460, Bo02331s010	Th2v00511
OG0000176	Bo9g032340, Bo4g134570	Th2v31107
OG0000178	Bo5g007120, Bo5g048410, Bo9g044130, Bo1g021710, Bo5g005620	Th2v08177, Th2v08160, Th2v08159
OG0000180	Bo5g029060, Bo7g061990, Bo8g069870	Th2v05693, Th2v05827, Th2v20775, Th2v20922
OG0000180	Bo7g119530, Bo1g002240, Bo3g091390, Bo3g149660, Bo3g167570	Th2v02305, Th2v02524, Th2v12572
OG0000182	Bo7g041120, Bo2g121160, Bo7g106880, Bo7g069910, Bo7g069940	Th2v16609
OG0000182	Bo7g080170	Th2v00065
OG0000183	Bo3g114920	Th2v13988
OG0000183	Bo7g098970, Bo1g087530, Bo7g099020, Bo1g072440, Bo3g135870, Bo3g135860, Bo7g033010	Th2v13987
OG0000186	Bo5g057070, Bo5g057110, Bo7g046950, Bo7g046960	Th2v01307, Th2v01308
OG0000190	Bo8g108020, Bo8g108030, Bo5g016730, Bo5g016720, Bo8g108010, Bo5g112280, Bo8g108000, Bo5g065530, Bo8g107990, Bo5g065540, Bo00969s070	Th2v06034, Th2v14743, Th2v06035, Th2v14744, Th2v20539, Th2v20540
OG0000191	Bo3g019780, Bo9g126170	Th2v02188, Th2v01645, Th2v12490
OG0000191	Bo8g102560, Bo7g005460, Bo3g178180, Bo1g016530, Bo7g113720	Th2v02189
OG0000191	Bo7g005470, Bo8g102570, Bo9g027880, Bo1g016510	Th2v01644, Th2v09531
OG0000192	Bo9g065400, Bo7g105710	Th2v27159
OG0000192	Bo01094s020, Bo5g003210, Bo6g077630, Bo7g012990	Th2v16340
OG0000192	Bo6g079280, Bo4g197450, Bo4g005800, Bo00802s010	Th2v07247, Th2v12980, Th2v22680
OG0000193	Bo6g014300, Bo3g070270, Bo5g122570, Bo1g119140	Th2v25548, Th2v26332, Th2v27637
OG0000193	Bo2g052760, Bo4g136670	Th2v00554, Th2v06285, Th2v14986
OG0000193	Bo2g013150, Bo9g163050	Th2v18588
OG0000194	Bo6g070010, Bo4g173800, Bo4g012580, Bo4g012570, Bo4g174820, Bo3g034950, Bo3g034940, Bo3g034930	Th2v06734
OG0000197	Bo2g165720, Bo7g087400, Bo3g046930, Bo06233s010, Bo2g046310, Bo2g046300	Th2v02682, Th2v02690, Th2v02687, Th2v02681, Th2v02692, Th2v29030, Th2v02691, Th2v02689, Th2v19142, Th2v20319, Th2v19150, Th2v19149, Th2v30073, Th2v19768, Th2v19769
OG0000199	Bo2g025330, Bo3g017730, Bo9g140840, Bo1g067400, Bo3g130300, Bo3g118420	Th2v18809, Th2v17860, Th2v21277
OG0000199	Bo5g137900, Bo3g002380, Bo6g067590, Bo8g083000, Bo00576s180	Th2v14614
OG0000201	Bo7g054150, Bo3g173740, Bo7g115120, Bo7g115340, Bo3g063920, Bo3g063950, Bo5g136880, Bo5g136890, Bo5g136900, Bo4g154890, Bo4g154830, Bo3g025330, Bo4g154900	Th2v12403, Th2v01847
OG0000203	Bo4g195100, Bo4g196090, Bo5g138050, Bo2g062800, Bo6g108510	Th2v16898, Th2v29156, Th2v29144, Th2v29157
OG0000205	Bo5g018150, Bo8g107060, Bo8g065840, Bo5g018160, Bo8g107050, Bo9g023810, Bo7g021660, Bo8g065850, Bo8g065900, Bo8g065920, Bo8g107040, Bo5g018170	Th2v28694
OG0000206	Bo00679s070	Th2v17405
OG0000206	Bo3g015400	Th2v14283, Th2v22107
OG0000211	Bo5g034160, Bo5g033120, Bo5g033100, Bo7g059560, Bo8g070800, Bo8g070850, Bo5g034170, Bo7g059570	Th2v09832
OG0000212	Bo8g083300, Bo7g002120, Bo3g009900, Bo4g098900, Bo5g015100, Bo3g032740, Bo5g027360, Bo6g099540, Bo3g148970, Bo14798s010, Bo2g047540, Bo4g044120	Th2v30640, Th2v30741, Th2v25118, Th2v28038, Th2v28922, Th2v30164, Th2v29859, Th2v30142
OG0000214	Bo3g048470, Bo7g070230, Bo9g078010, Bo3g048570, Bo3g048560, Bo2g131980, Bo2g104650, Bo9g078430, Bo9g078030, Bo2g104710	Th2v04419, Th2v10796
OG0000216	Bo3g065900, Bo5g131690	Th2v23694, Th2v26123
OG0000216	Bo1g019470, Bo7g105940	Th2v07402, Th2v10676
OG0000216	Bo1g133310, Bo5g130300, Bo3g066140, Bo1g133320	Th2v00910
OG0000218	Bo2g009380, Bo2g009390, Bo9g017440, Bo5g004420, Bo8g115670	Th2v08033, Th2v16117, Th2v19289, Th2v24582
OG0000219	Bo03249s010, Bo4g158910, Bo4g101530, Bo9g151510, Bo8g095700, Bo4g025140, Bo8g095710	Th2v04662, Th2v04663
OG0000220	Bo1g022270, Bo7g107050, Bo4g070540, Bo7g107010, Bo7g106990, Bo3g162140, Bo3g159890, Bo9g054610, Bo5g072860, Bo9g061470, Bo6g079460	Th2v24410, Th2v26018, Th2v31556, Th2v26019
OG0000222	Bo8g040660, Bo1g056830, Bo3g078700	Th2v26221
OG0000222	Bo9g037460	Th2v04921
OG0000222	Bo3g048630, Bo3g164150, Bo1g026980	Th2v04430
OG0000223	Bo5g108580, Bo2g133620, Bo3g076060	Th2v21819
OG0000223	Bo9g120610, Bo9g092670, Bo6g099090, Bo9g091160, Bo2g055250, Bo1g046580, Bo7g111020	Th2v09446, Th2v21656
OG0000226	Bo5g041240, Bo6g055960, Bo6g110690, Bo9g165490	Th2v07013
OG0000227	Bo5g039760, Bo7g056000, Bo8g074960	Th2v30189
OG0000228	Bo7g108740, Bo9g002310, Bo3g054790, Bo5g001010, Bo8g095940, Bo4g195940, Bo3g039050, Bo4g025110	Th2v07170, Th2v12873, Th2v22568, Th2v20231, Th2v20501, Th2v07809
OG0000229	Bo5g008280, Bo8g114010, Bo9g007710, Bo3g044940, Bo9g007740, Bo9g007700, Bo9g006430, Bo7g110100, Bo9g006400, Bo3g029750	Th2v04341
OG0000230	Bo7g045040, Bo7g045030	Th2v26562, Th2v26564
OG0000230	Bo3g146320, Bo3g145260, Bo7g045200, Bo5g060940, Bo7g045140, Bo7g045110, Bo5g085130, Bo7g045080, Bo7g045090, Bo5g060950, Bo3g145240, Bo3g146330	Th2v26563
OG0000234	Bo6g121960, Bo6g081650, Bo6g081610, Bo2g093380	Th2v10044
OG0000234	Bo5g023560, Bo8g105060, Bo8g105040, Bo8g105050, Bo8g105070, Bo5g023550, Bo6g121980, Bo6g121970	Th2v23289
OG0000235	Bo00948s040, Bo1g131100, Bo5g129010, Bo6g018570, Bo00948s030, Bo5g128960, Bo5g128980, Bo3g066340, Bo3g066350, Bo3g066360, Bo3g066370	Th2v00901, Th2v23742, Th2v23740, Th2v23741, Th2v27421
OG0000236	Bo3g080040, Bo8g093300, Bo9g024680, Bo7g014100, Bo2g149840	Th2v11181
OG0000237	Bo7g011400	Th2v12237, Th2v03017, Th2v21539
OG0000237	Bo4g151430	Th2v03091, Th2v12313
OG0000237	Bo8g101630, Bo4g190780, Bo01042s020	Th2v02322, Th2v03237, Th2v12547
OG0000238	Bo3g024250, Bo3g005470, Bo9g173370, Bo9g173400, Bo2g166500, Bo2g166560, Bo05168s010, Bo3g100540, Bo01054s030	Th2v11783, Th2v13634, Th2v13635
OG0000240	Bo7g118880	Th2v03187
OG0000240	Bo3g005500, Bo9g018490	Th2v13625, Th2v11779, Th2v31476
OG0000240	Bo4g023890, Bo3g037310	Th2v07107, Th2v18070, Th2v12770, Th2v22457
OG0000241	Bo3g040260, Bo5g107320, Bo3g169120, Bo9g076180	Th2v04354
OG0000241	Bo3g029800	Th2v08824
OG0000241	Bo3g096480	Th2v10763
OG0000242	Bo01178s050, Bo01178s040, Bo01502s010, Bo5g042840, Bo00825s010, Bo5g042850	Th2v04309, Th2v04310
OG0000245	Bo5g143280, Bo1g024110, Bo3g036060, Bo6g099520, Bo6g099510, Bo6g099500, Bo6g099550, Bo4g125850, Bo3g064730, Bo6g101170, Bo3g103360	Th2v10771
OG0000246	Bo7g035360	Th2v00475
OG0000247	Bo8g104750, Bo8g067360, Bo8g067380, Bo8g067340, Bo8g104790, Bo6g089250, Bo6g089280, Bo6g116310, Bo6g089270, Bo8g104700, Bo03215s010, Bo4g139610, Bo6g089300, Bo6g116270	Th2v09989
OG0000248	Bo4g031090, Bo3g031350, Bo4g186450	Th2v08838, Th2v20036
OG0000248	Bo4g005720	Th2v12985, Th2v22686, Th2v07255, Th2v27560
OG0000248	Bo3g053060, Bo9g004260	Th2v07889
OG0000250	Bo4g145360, Bo3g008800, Bo3g008810, Bo3g008790, Bo2g010940, Bo3g008780, Bo2g129910	Th2v09707
OG0000251	Bo7g103680	Th2v00716
OG0000251	Bo3g049950, Bo1g056950, Bo1g057010, Bo7g103690	Th2v00717
OG0000252	Bo7g058160, Bo8g071410, Bo5g035290, Bo5g036310, Bo5g036350, Bo7g058150	Th2v21144, Th2v04200, Th2v27956
OG0000255	Bo6g068220, Bo6g087340, Bo9g161460, Bo4g013230	Th2v05000, Th2v30445
OG0000257	Bo9g053400, Bo5g010020, Bo5g010100, Bo8g058790, Bo8g110940, Bo8g058710	Th2v03799, Th2v28611, Th2v05070, Th2v06164, Th2v14869, Th2v24339
OG0000258	Bo7g090880	Th2v28926
OG0000258	Bo7g052830, Bo6g107180, Bo6g095960	Th2v24886
OG0000258	Bo5g015270, Bo8g107540, Bo2g138500, Bo7g081820	Th2v00183, Th2v06461, Th2v15159
OG0000259	Bo7g111510, Bo4g187920, Bo2g104750, Bo3g002460, Bo3g002450, Bo9g161640, Bo5g139720, Bo3g175090, Bo1g095750, Bo4g144010, Bo6g059940	Th2v20115, Th2v20116, Th2v20117, Th2v20118, Th2v20119
OG0000264	Bo6g073050, Bo2g168310	Th2v13204
OG0000265	Bo8g058250	Th2v05099
OG0000265	Bo3g052780	Th2v16316
OG0000266	Bo3g004880, Bo7g097760, Bo2g160930, Bo2g160950, Bo2g160940, Bo9g014210, Bo7g097740, Bo7g097710	Th2v24131, Th2v11848, Th2v13802
OG0000267	Bo9g078450, Bo2g104820, Bo2g104810	Th2v11248
OG0000268	Bo4g021620, Bo3g037270, Bo4g194940, Bo4g194950, Bo8g043390, Bo4g021590, Bo4g194930, Bo6g064590	Th2v13146, Th2v12756, Th2v22444
OG0000269	Bo5g038740	Th2v27927
OG0000269	Bo3g167420	Th2v02521, Th2v02796
OG0000269	Bo5g085060, Bo3g044220	Th2v17153, Th2v04714
OG0000270	Bo1g094210, Bo9g043900, Bo9g043880, Bo9g043810, Bo9g043860	Th2v06114, Th2v14823, Th2v04983, Th2v20710
OG0000271	Bo2g131820, Bo2g130330, Bo2g131830, Bo3g102870, Bo9g066860, Bo2g131730	Th2v06834, Th2v15532
OG0000272	Bo5g038790, Bo7g057740, Bo3g003740, Bo9g176510, Bo6g092910, Bo2g075090, Bo7g116850, Bo6g114370	Th2v27919, Th2v30058
OG0000277	Bo3g017380, Bo2g024950, Bo2g024960, Bo4g050860, Bo8g112750, Bo9g142520, Bo5g008630, Bo8g112760	Th2v01062, Th2v01063, Th2v07596, Th2v15693, Th2v08316, Th2v08317, Th2v21249, Th2v18836, Th2v07737, Th2v15564
OG0000279	Bo9g078120, Bo3g048590	Th2v04426, Th2v16701
OG0000279	Bo9g054420	Th2v05079
OG0000279	Bo8g061450, Bo8g108560	Th2v04925, Th2v05997, Th2v14706, Th2v20611
OG0000279	Bo4g092600	Th2v20610
OG0000280	Bo4g031200, Bo4g186400, Bo4g031150, Bo4g031140, Bo3g030310, Bo3g030280, Bo4g186390, Bo4g031180, Bo4g031160, Bo3g030290	Th2v03647, Th2v11092, Th2v30056, Th2v11091, Th2v30054
OG0000281	Bo6g083290, Bo2g092680, Bo2g092620, Bo2g092580, Bo7g067290, Bo7g067250, Bo6g106680, Bo9g094320, Bo4g096520, Bo00795s080	Th2v04156
OG0000282	Bo2g012420, Bo00958s010, Bo3g010130	Th2v23117, Th2v24687
OG0000282	Bo5g045280, Bo7g054400, Bo8g076340	Th2v25008, Th2v25639
OG0000282	Bo7g086990, Bo9g008670, Bo2g146500, Bo6g063200	Th2v00381, Th2v23235
OG0000283	Bo4g183200, Bo4g183150, Bo4g183180, Bo3g032640, Bo3g036920, Bo7g077510, Bo4g028610, Bo4g029610, Bo7g077500, Bo4g029620	Th2v17282
OG0000286	Bo3g120800, Bo4g092780, Bo2g118180, Bo2g064540, Bo2g138780, Bo1g120440, Bo8g082980, Bo9g059240, Bo2g133900, Bo6g069690, Bo2g055380, Bo1g080220, Bo8g058560, Bo4g127370, Bo8g081800, Bo8g033790, Bo2g150330, Bo6g094520, Bo2g064520, Bo8g115900	Th2v21894, Th2v31507
