Orthogroup	Brassica_oleracea	Arabidopsis_lyrata
OG0000066	Bo7g103970	scaffold_304320.1, Al_scaffold_0003_3910, scaffold_303933.1, scaffold_201490.1
OG0000066	Bo6g018450, Bo5g042990	fgenesh1_pg.C_scaffold_1002421, Al_scaffold_0006_2726
OG0000066	Bo9g174470	fgenesh1_pm.C_scaffold_1000090
OG0000066	Bo7g055800	scaffold_103186.1
OG0000066	Bo7g054720, Bo7g054730, Bo7g054770, Bo7g054710, Bo7g054760	fgenesh2_kg.1__2612__AT1G23970.1
OG0000068	Bo3g155390	fgenesh2_kg.4__129__AT1G20140.1, scaffold_102256.1, scaffold_201394.1
OG0000068	Bo6g015710, Bo8g012800, Bo6g015720	scaffold_503225.1
OG0000068	Bo4g106410, Bo4g106400	scaffold_502393.1, scaffold_503226.1, scaffold_302606.1, scaffold_302607.1, scaffold_302608.1, scaffold_700685.1
OG0000069	Bo2g025530	fgenesh2_kg.4__847__AT2G28740.1
OG0000069	Bo3g017820	fgenesh2_kg.4__847__AT2G28740.1
OG0000069	Bo4g166750	fgenesh2_kg.4__847__AT2G28740.1
OG0000069	Bo3g040050	fgenesh2_kg.4__847__AT2G28740.1
OG0000069	Bo3g031810	fgenesh2_kg.4__847__AT2G28740.1
OG0000069	Bo3g130250	fgenesh2_kg.4__847__AT2G28740.1
OG0000069	Bo5g008410	fgenesh2_kg.4__847__AT2G28740.1
OG0000069	Bo4g030440	fgenesh2_kg.4__847__AT2G28740.1
OG0000069	Bo8g010850	fgenesh2_kg.4__847__AT2G28740.1
OG0000069	Bo8g112850	fgenesh2_kg.4__847__AT2G28740.1
OG0000069	Bo4g069210	fgenesh2_kg.4__847__AT2G28740.1
OG0000069	Bo6g120620	fgenesh2_kg.4__847__AT2G28740.1
OG0000069	Bo2g025530	fgenesh2_kg.5__1002__AT3G45930.1
OG0000069	Bo3g017820	fgenesh2_kg.5__1002__AT3G45930.1
OG0000069	Bo4g166750	fgenesh2_kg.5__1002__AT3G45930.1
OG0000069	Bo3g040050	fgenesh2_kg.5__1002__AT3G45930.1
OG0000069	Bo3g031810	fgenesh2_kg.5__1002__AT3G45930.1
OG0000069	Bo3g130250	fgenesh2_kg.5__1002__AT3G45930.1
OG0000069	Bo5g008410	fgenesh2_kg.5__1002__AT3G45930.1
OG0000069	Bo4g030440	fgenesh2_kg.5__1002__AT3G45930.1
OG0000069	Bo8g010850	fgenesh2_kg.5__1002__AT3G45930.1
OG0000069	Bo8g112850	fgenesh2_kg.5__1002__AT3G45930.1
OG0000069	Bo4g069210	fgenesh2_kg.5__1002__AT3G45930.1
OG0000069	Bo6g120620	fgenesh2_kg.5__1002__AT3G45930.1
OG0000069	Bo2g025530	fgenesh2_kg.5__1755__AT3G53730.1
OG0000069	Bo3g017820	fgenesh2_kg.5__1755__AT3G53730.1
OG0000069	Bo4g166750	fgenesh2_kg.5__1755__AT3G53730.1
OG0000069	Bo3g040050	fgenesh2_kg.5__1755__AT3G53730.1
OG0000069	Bo3g031810	fgenesh2_kg.5__1755__AT3G53730.1
OG0000069	Bo3g130250	fgenesh2_kg.5__1755__AT3G53730.1
OG0000069	Bo5g008410	fgenesh2_kg.5__1755__AT3G53730.1
OG0000069	Bo4g030440	fgenesh2_kg.5__1755__AT3G53730.1
OG0000069	Bo8g010850	fgenesh2_kg.5__1755__AT3G53730.1
OG0000069	Bo8g112850	fgenesh2_kg.5__1755__AT3G53730.1
OG0000069	Bo4g069210	fgenesh2_kg.5__1755__AT3G53730.1
OG0000069	Bo6g120620	fgenesh2_kg.5__1755__AT3G53730.1
OG0000069	Bo2g025530	fgenesh2_kg.5__963__AT3G45930.1
OG0000069	Bo3g017820	fgenesh2_kg.5__963__AT3G45930.1
OG0000069	Bo4g166750	fgenesh2_kg.5__963__AT3G45930.1
OG0000069	Bo3g040050	fgenesh2_kg.5__963__AT3G45930.1
OG0000069	Bo3g031810	fgenesh2_kg.5__963__AT3G45930.1
OG0000069	Bo3g130250	fgenesh2_kg.5__963__AT3G45930.1
OG0000069	Bo5g008410	fgenesh2_kg.5__963__AT3G45930.1
OG0000069	Bo4g030440	fgenesh2_kg.5__963__AT3G45930.1
OG0000069	Bo8g010850	fgenesh2_kg.5__963__AT3G45930.1
OG0000069	Bo8g112850	fgenesh2_kg.5__963__AT3G45930.1
OG0000069	Bo4g069210	fgenesh2_kg.5__963__AT3G45930.1
OG0000069	Bo6g120620	fgenesh2_kg.5__963__AT3G45930.1
OG0000069	Bo2g025530	fgenesh2_kg.8__1917__AT5G59690.1
OG0000069	Bo3g017820	fgenesh2_kg.8__1917__AT5G59690.1
OG0000069	Bo4g166750	fgenesh2_kg.8__1917__AT5G59690.1
OG0000069	Bo3g040050	fgenesh2_kg.8__1917__AT5G59690.1
OG0000069	Bo3g031810	fgenesh2_kg.8__1917__AT5G59690.1
OG0000069	Bo3g130250	fgenesh2_kg.8__1917__AT5G59690.1
OG0000069	Bo5g008410	fgenesh2_kg.8__1917__AT5G59690.1
OG0000069	Bo4g030440	fgenesh2_kg.8__1917__AT5G59690.1
OG0000069	Bo8g010850	fgenesh2_kg.8__1917__AT5G59690.1
OG0000069	Bo8g112850	fgenesh2_kg.8__1917__AT5G59690.1
OG0000069	Bo4g069210	fgenesh2_kg.8__1917__AT5G59690.1
OG0000069	Bo6g120620	fgenesh2_kg.8__1917__AT5G59690.1
OG0000070	Bo1g002200, Bo7g119560	scaffold_700078.1
OG0000070	Bo8g101930	scaffold_400034.1
OG0000070	Bo9g026290, Bo7g012710, Bo3g093920	scaffold_304129.1
OG0000070	Bo8g050070, Bo7g117780, Bo1g005930	fgenesh2_kg.7__453__AT4G36110.1
OG0000070	Bo6g086220, Bo6g119730	fgenesh2_kg.2__1835__AT1G75580.1
OG0000070	Bo7g062200, Bo5g027790	fgenesh2_kg.1__2161__AT1G19830.1
OG0000070	Bo7g017530, Bo3g091420	scaffold_303940.1
OG0000070	Bo1g006970	fgenesh2_kg.7__612__AT4G34760.1
OG0000071	Bo4g060070, Bo4g060020, Bo3g039880, Bo3g039890	scaffold_401462.1, scaffold_401461.1, scaffold_401458.1, fgenesh2_kg.3__1364__AT3G12981.1
OG0000071	Bo8g016600	fgenesh2_kg.6__1226__AT5G12450.1, fgenesh2_kg.6__1227__AT5G12450.1
OG0000071	Bo05709s010	fgenesh2_kg.1__3882__AT5G12450.1
OG0000072	Bo1g033100	fgenesh2_kg.7__3040__AT2G07505.1, fgenesh2_kg.1__3574__AT2G07505.1, fgenesh2_kg.9__20__AT2G07505.1
OG0000073	Bo6g107250	fgenesh1_pg.C_scaffold_488000002
OG0000074	Bo9g137000	scaffold_802534.1
OG0000074	Bo3g132990	scaffold_501597.1, fgenesh2_kg.5__1049__AT3G46850.1, Al_scaffold_0005_1477
OG0000074	Bo3g018340	fgenesh2_kg.48__4__AT5G59130.1, fgenesh2_kg.8__1860__AT5G59130.1
OG0000074	Bo2g028300, Bo2g094780, Bo2g028330, Bo2g028350	fgenesh2_kg.8__1825__AT5G58830.1, scaffold_28500001.1, scaffold_802490.1, fgenesh2_kg.8__1780__AT5G58820.1, Al_scaffold_0008_1574, Al_scaffold_0008_2368, fgenesh1_pm.C_scaffold_285000001
OG0000074	Bo9g137050	scaffold_4800001.1, fgenesh2_kg.8__1861__AT5G59120.1
OG0000075	Bo5g123830, Bo8g067260	Al_scaffold_0008_987, fgenesh1_pg.C_scaffold_8000074
OG0000077	Bo4g045230, Bo4g045290	fgenesh2_kg.348__3__AT2G33060.1, fgenesh2_kg.4__1304__AT2G33060.1
OG0000077	Bo3g026890, Bo4g045330	fgenesh2_kg.4__1303__AT2G33050.1
OG0000078	Bo8g069990, Bo7g061840	fgenesh2_kg.1__2189__AT1G20090.1
OG0000078	Bo6g119920	scaffold_202533.1
OG0000078	Bo1g006800, Bo7g016350	fgenesh2_kg.7__588__AT4G35020.1
OG0000078	Bo7g073960	fgenesh2_kg.8__197__AT5G45970.1
OG0000078	Bo3g093780	fgenesh2_kg.7__474__AT4G35950.1
OG0000078	Bo1g006070, Bo7g117710	fgenesh2_kg.3__3379__AT2G17800.1
OG0000078	Bo1g059260, Bo8g081690, Bo7g100890	scaffold_502181.1
OG0000079	Bo7g115740, Bo1g010450	fgenesh2_kg.7__919__AT4G32410.1
OG0000079	Bo3g003250, Bo2g006860	fgenesh2_kg.6__440__AT5G05170.1
OG0000079	Bo7g066970	fgenesh2_kg.8__409__AT5G44030.1
OG0000079	Bo3g012630	scaffold_601794.1
OG0000079	Bo1g002500	fgenesh2_kg.7__145__AT4G39350.1
OG0000079	Bo9g018320, Bo2g166370, Bo3g100970	Al_scaffold_0485_1
OG0000079	Bo3g005320	scaffold_600993.1
OG0000080	Bo2g041690, Bo2g041680	fgenesh2_kg.8__1351__AT5G54550.1
OG0000080	Bo8g043470, Bo8g043490	fgenesh2_kg.8__1429__AT5G55270.1, fgenesh2_kg.236__1__AT5G55880.1, fgenesh2_kg.8__1485__AT5G55890.1, fgenesh2_kg.8__1338__AT5G54320.1, fgenesh2_kg.8__1337__AT5G54330.1
OG0000083	Bo1g025610, Bo5g045030	scaffold_103971.1
OG0000084	Bo1g051090, Bo8g053010	scaffold_701472.1
OG0000084	Bo3g022730, Bo2g045910	fgenesh1_pm.C_scaffold_8001028
OG0000084	Bo9g032580	Al_scaffold_0002_69
OG0000084	Bo3g091660, Bo7g016340	fgenesh2_kg.3__3258__AT2G16740.1
OG0000084	Bo9g123500	fgenesh2_kg.8__1517__AT5G56150.1
OG0000084	Bo3g062460, Bo5g139930, Bo1g144930	fgenesh2_kg.3__873__AT3G08690.1
OG0000085	Bo4g187690, Bo4g187680, Bo4g187670	scaffold_701783.1
OG0000085	Bo9g058470	scaffold_704010.1
OG0000085	Bo9g025740, Bo7g010070	scaffold_702911.1
OG0000085	Bo00576s130, Bo8g082930	fgenesh2_kg.5__1728__AT3G53550.1
OG0000086	Bo7g110430, Bo1g040310	fgenesh2_kg.7__1701__AT4G25590.1
OG0000086	Bo9g107090, Bo2g047920	fgenesh2_kg.8__1121__AT5G52360.1
OG0000086	Bo9g002450	fgenesh2_kg.6__3635__AT4G00680.1
OG0000086	Bo3g017670	fgenesh1_pm.C_scaffold_8001603
OG0000086	Bo3g017680, Bo9g140920, Bo2g025270	fgenesh2_kg.8__1940__AT5G59880.1
OG0000086	Bo3g130270	fgenesh2_kg.5__971__AT3G46000.1
OG0000087	Bo3g158520, Bo7g021230, Bo21467s010, Bo7g021200, Bo1g118910, Bo3g039610	scaffold_104242.1
OG0000087	Bo9g117300, Bo6g095870, Bo7g037690, Bo2g070720, Bo8g089530	fgenesh1_pm.C_scaffold_1003147, fgenesh1_pm.C_scaffold_3000683
OG0000088	Bo9g142470, Bo2g025000	scaffold_802671.1
OG0000088	Bo3g017450, Bo9g142390, Bo9g142350	fgenesh2_kg.8__1982__AT5G60300.2
OG0000088	Bo2g025010, Bo9g142330, Bo3g017460	fgenesh2_kg.8__1979__AT5G60270.1
OG0000088	Bo9g142340	scaffold_802669.1
OG0000088	Bo3g129930, Bo3g118520	scaffold_501398.1
OG0000088	Bo3g129900, Bo7g014400	scaffold_501397.1
OG0000088	Bo3g129880	scaffold_501394.1
OG0000088	Bo3g017440	fgenesh2_kg.8__1985__AT5G60320.1
OG0000090	Bo4g055070, Bo4g055120, Bo4g169210, Bo4g055150, Bo4g063570	scaffold_401560.1
OG0000090	Bo8g114070	fgenesh2_kg.1__721__AT1G07450.1
OG0000093	Bo3g027940, Bo8g066820	scaffold_703534.1
OG0000093	Bo8g040830	Al_scaffold_0001_5240, fgenesh1_pg.C_scaffold_8002229, scaffold_703138.1, scaffold_603208.1, scaffold_800830.1, scaffold_703432.1, Al_scaffold_0004_1106, scaffold_100972.1
OG0000094	Bo9g042150	Al_scaffold_0002_396
OG0000094	Bo1g098150	Al_scaffold_0002_384
OG0000094	Bo9g042100, Bo1g098140, Bo4g086730, Bo9g042090	fgenesh2_kg.2__311__AT1G61420.1, fgenesh2_kg.2__308__AT1G61460.1, scaffold_200445.1
OG0000094	Bo7g017560, Bo8g099130, Bo4g158620	fgenesh2_kg.1__1218__AT1G11280.2
OG0000094	Bo9g042110	Al_scaffold_0002_394
OG0000094	Bo4g086710, Bo1g098130	fgenesh2_kg.2__315__AT1G61380.1
OG0000094	Bo8g059880	Al_scaffold_0001_1133
OG0000094	Bo4g086700	fgenesh2_kg.2__317__AT1G61360.1
OG0000095	Bo1g037040	scaffold_701972.1, fgenesh2_kg.7__1933__AT4G23680.1
OG0000095	Bo1g037070, Bo7g108980, Bo1g037050	fgenesh2_kg.5__401__AT3G26460.1
OG0000095	Bo5g020370	Al_scaffold_0001_3201, fgenesh2_kg.1__1638__AT1G14960.1
OG0000095	Bo8g106370	fgenesh2_kg.1__1637__AT1G14950.1
OG0000095	Bo5g020330	fgenesh1_pm.C_scaffold_1001269
OG0000095	Bo2g134360	fgenesh2_kg.7__2939__AT4G14060.1
OG0000096	Bo6g067230	fgenesh2_kg.5__1691__AT3G53240.1
OG0000096	Bo2g081000	fgenesh2_kg.2__1688__AT1G74190.1
OG0000096	Bo4g157210, Bo4g158560	fgenesh2_kg.4__458__AT2G25470.1, fgenesh2_kg.1__4677__AT1G54470.1
OG0000098	Bo4g186210, Bo3g030080	scaffold_201480.1, fgenesh2_kg.4__1673__AT2G36380.1
OG0000098	Bo4g161200	fgenesh2_kg.4__626__AT2G26910.1
OG0000098	Bo7g088820	fgenesh2_kg.5__745__AT3G30842.1
OG0000098	Bo5g021040	fgenesh2_kg.1__1707__AT1G15520.1
OG0000098	Bo5g020640, Bo5g020620, Bo8g066280	fgenesh2_kg.1__1667__AT1G15210.1
OG0000098	Bo6g079920	fgenesh2_kg.2__450__AT1G59870.1
OG0000098	Bo5g126190	fgenesh1_pm.C_scaffold_3001425
OG0000099	Bo5g003170, Bo8g117460	Al_scaffold_0001_159, Al_scaffold_0005_2107
OG0000099	Bo9g165730	fgenesh1_pm.C_scaffold_6001155
OG0000099	Bo3g039560	fgenesh2_kg.4__2953__AT2G47170.1
OG0000099	Bo00954s100	fgenesh2_kg.4__2953__AT2G47170.1
OG0000099	Bo4g198490	fgenesh2_kg.4__2953__AT2G47170.1
OG0000099	Bo9g044070	fgenesh2_kg.2__831__AT3G62290.1, fgenesh2_kg.5__2727__AT3G62290.1, scaffold_101133.1
OG0000099	Bo6g111090	fgenesh2_kg.1__2566__AT1G23490.1
OG0000099	Bo2g068190	fgenesh2_kg.1__2566__AT1G23490.1
OG0000099	Bo5g039650	fgenesh2_kg.1__2566__AT1G23490.1
OG0000099	Bo7g056150	fgenesh2_kg.1__2566__AT1G23490.1
OG0000101	Bo3g044240	fgenesh2_kg.6__3342__AT3G32340.1, fgenesh2_kg.8__717__AT3G32340.1
OG0000102	Bo6g094790	Al_scaffold_0008_851
OG0000102	Bo8g054590, Bo00810s020, Bo7g039230, Bo8g054600, Bo6g027610, Bo8g034080, Bo8g106430, Bo2g078970, Bo4g039670, Bo2g118060, Bo3g111090, Bo1g079070, Bo1g021810, Bo6g092930, Bo9g137070, Bo3g074460, Bo6g095880, Bo4g039680, Bo3g049780, Bo8g079210, Bo4g148220, Bo1g128430, Bo4g098790, Bo4g135870, Bo6g094780, Bo3g097690, Bo2g032680, Bo4g024420, Bo3g045390, Bo1g065100, Bo3g081660, Bo3g068950, Bo9g120350, Bo2g034020, Bo2g064480, Bo5g128840, Bo3g120660, Bo01220s020, Bo1g124950, Bo7g081270, Bo21305s010, Bo2g083840, Bo4g045310, Bo4g112810, Bo2g024470, Bo10791s010, Bo07868s010, Bo9g135250, Bo2g149750, Bo08585s010, Bo6g073110, Bo9g025860, Bo9g071700, Bo8g020670, Bo9g108280, Bo20344s010, Bo3g107590, Bo8g070500, Bo3g143550, Bo4g128390, Bo06517s010, Bo03523s010, Bo18451s010, Bo05803s010, Bo09069s010, Bo2g125720, Bo05671s010, Bo1g121580, Bo7g064200, Bo1g129850, Bo9g037040, Bo12837s010, Bo2g100390, Bo5g062770, Bo2g056030, Bo4g133430, Bo2g121030, Bo6g056390, Bo9g175360, Bo00831s100, Bo4g166620, Bo7g032930, Bo00418s200, Bo2g053900, Bo6g030950, Bo7g092770, Bo6g066320, Bo4g161270, Bo2g032690, Bo3g065580, Bo4g059850, Bo4g130940	scaffold_201220.1
OG0000103	Bo2g109300	fgenesh2_kg.6__3031__AT4G10520.1
OG0000103	Bo1g024330, Bo7g107470, Bo7g107480	fgenesh2_kg.7__2143__AT4G21650.1
OG0000103	Bo9g088140	fgenesh2_kg.6__3033__AT4G10540.1
OG0000103	Bo5g049470	Al_scaffold_0001_3370, scaffold_103673.1
OG0000104	Bo4g014610, Bo4g191220	fgenesh2_kg.4__2339__AT2G41930.1
OG0000104	Bo4g016160	fgenesh2_kg.4__2409__AT2G42550.1
OG0000104	Bo4g017220, Bo4g015910	fgenesh1_pg.C_scaffold_4002371, scaffold_403089.1
OG0000106	Bo2g051180	fgenesh1_pm.C_scaffold_2000514, fgenesh2_kg.2__657__AT1G65200.1
OG0000106	Bo5g148240	fgenesh1_pm.C_scaffold_2000507, scaffold_200953.1, fgenesh2_kg.2__651__AT1G65120.1
OG0000106	Bo2g051160	fgenesh2_kg.2__652__AT1G65130.1
OG0000106	Bo2g161700, Bo2g161740	scaffold_105048.1, fgenesh1_pm.C_scaffold_8001772, Al_scaffold_0008_2698, fgenesh2_kg.8__1041__AT5G51530.1, Al_scaffold_0004_1234, scaffold_401271.1, Al_scaffold_0004_1230
OG0000108	Bo4g119740, Bo8g084860	fgenesh2_kg.5__1867__AT3G54700.1
OG0000108	Bo4g026850, Bo4g026840, Bo4g026830, Bo3g033000, Bo4g187910	fgenesh2_kg.4__1973__AT2G38940.1
OG0000108	Bo9g059100, Bo9g059170, Bo2g119310, Bo2g119320, Bo7g065370, Bo7g065360	scaffold_11700004.1, Al_scaffold_0178_3, fgenesh1_pm.C_scaffold_8000402, fgenesh2_kg.8__480__AT5G43350.1, fgenesh2_kg.178__1__AT5G43350.1, fgenesh2_kg.8__478__AT5G43370.1
OG0000109	Bo01122s010, Bo6g023660, Bo01122s020	scaffold_104814.1
OG0000109	Bo6g022530	fgenesh1_pm.C_scaffold_6001480, fgenesh1_pg.C_scaffold_1003793
OG0000110	Bo1g053300, Bo1g053310	fgenesh1_pm.C_scaffold_7002067
OG0000110	Bo8g045810, Bo8g045830	fgenesh2_kg.7__2635__AT4G16740.1
OG0000110	Bo3g042210, Bo3g044990	scaffold_400433.1, Al_scaffold_0004_406, scaffold_400428.1
OG0000110	Bo7g082170, Bo7g082200, Bo7g082080, Bo7g082180, Bo7g082140	scaffold_500454.1, Al_scaffold_0005_401, scaffold_500460.1, fgenesh1_pm.C_scaffold_5000266
OG0000112	Bo3g040400, Bo6g011020, Bo7g078260, Bo7g078320, Bo7g078300, Bo7g078230, Bo7g078290	scaffold_202434.1
OG0000113	Bo1g094310	Al_scaffold_0005_2822, Al_scaffold_0005_2813
OG0000113	Bo3g092360	Al_scaffold_0005_2831
OG0000113	Bo6g064540, Bo4g140350	scaffold_503096.1
OG0000114	Bo2g016620, Bo3g013240	fgenesh2_kg.6__1878__AT5G18600.1
OG0000114	Bo1g056560, Bo01923s010	scaffold_702973.1
OG0000114	Bo8g040860	scaffold_702970.1, fgenesh2_kg.7__2750__AT4G15700.1, fgenesh2_kg.7__2752__AT4G15670.1
OG0000115	Bo9g159880, Bo3g012750, Bo3g012740, Bo2g013900	fgenesh1_pg.C_scaffold_6001478
OG0000115	Bo1g060570	scaffold_502143.1
OG0000116	Bo2g133690	fgenesh1_pm.C_scaffold_8001637
OG0000116	Bo2g158810, Bo8g104250, Bo2g158860, Bo4g040040, Bo2g159130, Bo2g157380, Bo2g157370, Bo2g158410, Bo2g159110	fgenesh1_pg.C_scaffold_6002146, scaffold_602654.1
OG0000116	Bo3g003190	scaffold_600162.1
OG0000117	Bo4g020870, Bo4g019850	Al_scaffold_0002_1289, fgenesh2_kg.4__2523__AT2G43510.1
OG0000117	Bo4g194410, Bo4g194400	scaffold_403245.1
OG0000117	Bo3g036630	fgenesh2_kg.1__3851__AT1G47540.2, fgenesh2_kg.4__2524__AT2G43520.1
OG0000118	Bo1g110090	scaffold_200886.1
OG0000118	Bo8g105940	Al_scaffold_0005_1532
OG0000119	Bo7g105420	fgenesh1_pg.C_scaffold_7002148
OG0000119	Bo4g019710, Bo4g019700, Bo14212s010	fgenesh2_kg.4__2515__AT2G43445.1
OG0000119	Bo5g009530, Bo4g019750	scaffold_402379.1, Al_scaffold_0004_2258
OG0000119	Bo4g194320	scaffold_403237.1, scaffold_403228.1
OG0000119	Bo4g145460	scaffold_402767.1, Al_scaffold_0004_2589
OG0000119	Bo4g179460, Bo3g010660, Bo3g010770	Al_scaffold_0004_2505
OG0000120	Bo8g117860	Al_scaffold_0001_92
OG0000120	Bo9g003750, Bo2g098940, Bo3g054440	fgenesh1_pm.C_scaffold_6002892
OG0000120	Bo9g110930, Bo2g046050, Bo3g022870, Bo1g051040	fgenesh1_pg.C_scaffold_8001350
OG0000120	Bo3g024610	scaffold_401531.1, Al_scaffold_0136_3, scaffold_401530.1
OG0000121	Bo6g086130, Bo6g086120, Bo33549s010	fgenesh2_kg.2__1861__AT1G75830.1
OG0000121	Bo2g086430	Al_scaffold_0001_5134
OG0000121	Bo2g085210	fgenesh1_pm.C_scaffold_8000296
OG0000123	Bo6g073340, Bo3g037610	scaffold_503299.1, fgenesh2_kg.4__2712__AT2G45170.1
OG0000123	Bo8g044730, Bo1g053610, Bo7g104500	scaffold_702834.1
OG0000123	Bo3g086720	fgenesh2_kg.3__2886__AT2G05630.1
OG0000123	Bo4g091400	fgenesh2_kg.2__262__AT1G62040.1
OG0000123	Bo2g104590, Bo9g077910	scaffold_603777.1
OG0000123	Bo3g162050, Bo1g025820, Bo7g107760	Al_scaffold_0007_1962
OG0000125	Bo4g155980	scaffold_400835.1
OG0000125	Bo4g156050, Bo4g156010, Bo4g156000	scaffold_400828.1, scaffold_400829.1, scaffold_400834.1
OG0000125	Bo4g156060	scaffold_400439.1, fgenesh1_pm.C_scaffold_4000292, scaffold_400551.1, scaffold_400550.1, scaffold_400549.1, scaffold_400562.1, scaffold_400830.1
OG0000126	Bo6g056290, Bo8g050260, Bo6g095500, Bo5g148340	Al_scaffold_0007_3914
OG0000128	Bo9g027790, Bo1g129790, Bo5g051880, Bo5g046300, Bo04184s010	fgenesh1_pg.C_scaffold_3000379
OG0000128	Bo1g151940, Bo1g151910	scaffold_300477.1, scaffold_300476.1
OG0000129	Bo5g137300, Bo5g048490	Al_scaffold_0001_3312, scaffold_103609.1
OG0000129	Bo5g048480, Bo5g137310	scaffold_104316.1
OG0000129	Bo1g119020	fgenesh1_pm.C_scaffold_3001446
OG0000132	Bo3g094110	fgenesh2_kg.3__3442__AT2G18328.1
OG0000132	Bo3g154100, Bo1g005570	scaffold_700452.1
OG0000132	Bo2g082620	fgenesh2_kg.2__1798__AT1G75250.2
OG0000132	Bo1g002450	scaffold_700126.1
OG0000132	Bo3g042360, Bo8g101590, Bo4g147040	fgenesh2_kg.4__92__AT2G21650.1
OG0000133	Bo6g112520	scaffold_201980.1, scaffold_201979.1
OG0000133	Bo01281s010, Bo8g072640	fgenesh1_pg.C_scaffold_6002380, fgenesh2_kg.6__2764__AT5G28010.1
OG0000133	Bo6g112480	fgenesh2_kg.173__1__AT1G70840.1, fgenesh2_kg.2__1348__AT1G70840.1
OG0000133	Bo6g112500, Bo6g112490	fgenesh2_kg.2__1353__AT1G70880.1
OG0000134	Bo7g075410	fgenesh2_kg.6__2885__AT4G08450.1
OG0000134	Bo6g101340	Al_scaffold_0008_178
OG0000134	Bo2g130080, Bo2g131620, Bo03244s010, Bo3g060320	Al_scaffold_0008_175, fgenesh2_kg.8__162__AT5G46260.1
OG0000134	Bo2g130150	Al_scaffold_0008_167
OG0000134	Bo2g037810	Al_scaffold_0008_176, Al_scaffold_0008_174
OG0000134	Bo3g149260	Al_scaffold_0008_807, fgenesh2_kg.8__141__AT5G46470.1
OG0000134	Bo2g130110	Al_scaffold_0008_806
OG0000135	Bo6g095320, Bo6g095330, Bo2g064350, Bo2g064300, Bo2g064270	fgenesh1_pm.C_scaffold_2001000, Al_scaffold_0002_1624
OG0000136	Bo1g150460, Bo4g098770, Bo6g005760	scaffold_104194.1
OG0000136	Bo2g095020	Al_scaffold_0006_2337, Al_scaffold_0008_1775, fgenesh1_pg.C_scaffold_4000422, fgenesh1_pg.C_scaffold_9000066, scaffold_201231.1, fgenesh1_pg.C_scaffold_3001890, fgenesh1_pg.C_scaffold_6003021
OG0000137	Bo3g144120, Bo5g059730, Bo3g144110	fgenesh2_kg.1__3111__AT1G29460.1
OG0000137	Bo3g144130	scaffold_104829.1
OG0000138	Bo6g122010	Al_scaffold_0002_2549
OG0000138	Bo4g181660, Bo3g027160	scaffold_401881.1
OG0000138	Bo3g036840, Bo3g043070, Bo9g126100, Bo6g099220, Bo3g034890, Bo4g190010	Al_scaffold_0001_3797, Al_scaffold_0006_3063, Al_scaffold_0004_2636, Al_scaffold_0004_2632
OG0000140	Bo8g028720, Bo9g075690, Bo00883s110, Bo16142s010, Bo09929s010, Bo7g001040, Bo2g024620, Bo7g094860, Bo00883s100, Bo2g085280, Bo11112s010, Bo8g022990, Bo01203s010, Bo24520s010, Bo3g153280, Bo3g107440, Bo1g107130, Bo4g116940, Bo3g155440, Bo8g051060, Bo2g094930, Bo4g127360, Bo03980s010, Bo10013s010, Bo2g085070, Bo9g040910, Bo9g074450, Bo4g096490, Bo9g037190, Bo1g079100, Bo2g086450, Bo19243s010, Bo5g132590, Bo1g078940, Bo5g143110, Bo4g112970, Bo4g105050, Bo7g015060, Bo1g055130, Bo4g044050, Bo6g048140, Bo1g119410, Bo9g076490, Bo9g069850, Bo6g065140, Bo2g159350, Bo5g077540, Bo3g142870, Bo7g031190, Bo9g098680, Bo9g120760, Bo6g039800	Al_scaffold_0001_3661, Al_scaffold_0002_2516
OG0000141	Bo4g182700, Bo6g044170, Bo3g091450, Bo1g048110, Bo3g064250, Bo4g075480, Bo5g019880, Bo3g083260, Bo3g062680, Bo20032s010, Bo8g032210	Al_scaffold_0481_1
OG0000143	Bo3g071680, Bo1g117390, Bo5g117290	fgenesh2_kg.3__2072__AT3G18650.1
OG0000143	Bo00615s090	fgenesh2_kg.8__2584__AT5G65330.1
OG0000143	Bo4g139620, Bo4g139560, Bo4g139640, Bo4g139260	scaffold_704060.1, fgenesh2_kg.7__3412__AT5G41200.1, Al_scaffold_0007_3741
OG0000144	Bo4g102580	Al_scaffold_0005_3026
OG0000144	Bo4g195670, Bo4g195660	fgenesh1_pg.C_scaffold_4002708, Al_scaffold_0004_3241
OG0000144	Bo8g095620	fgenesh2_kg.5__2562__AT3G61040.1
OG0000144	Bo4g195680, Bo4g024790	fgenesh1_pm.C_scaffold_4002268
OG0000146	Bo3g167020, Bo3g167000	fgenesh2_kg.7__562__AT4G35210.1
OG0000146	Bo7g015020	scaffold_304008.1
OG0000146	Bo3g092040	scaffold_304006.1
OG0000146	Bo7g015030, Bo3g092050, Bo3g092170	scaffold_304011.1, scaffold_304012.1
OG0000149	Bo01075s030, Bo6g074760	Al_scaffold_0001_5007
OG0000149	Bo3g185820	scaffold_105434.1, scaffold_105433.1, scaffold_105432.1
OG0000150	Bo5g034840	scaffold_102449.1
OG0000150	Bo8g082150, Bo8g082130	scaffold_102452.1
OG0000151	Bo3g083680, Bo4g136600	Al_scaffold_0005_1443, fgenesh2_kg.3__1302__AT3G12420.1
OG0000153	Bo9g137200, Bo9g139540, Bo3g017990, Bo3g017950, Bo3g017930, Bo3g017970, Bo08177s010, Bo9g139550, Bo2g026600	fgenesh1_pg.C_scaffold_1001965
