Orthogroup	Brassica_oleracea	Aethionema_arabicum
OG0000069	Bo2g025530	AA32G00839
OG0000069	Bo2g025530	AA32G00838
OG0000069	Bo2g025530	AA16G00055
OG0000069	Bo2g025530	AA16G00054
OG0000069	Bo2g025530	AA8G00363
OG0000069	Bo3g017820	AA32G00851
OG0000069	Bo3g017820	AA97G00021
OG0000069	Bo3g017820	AA62G00021
OG0000069	Bo3g017820	AA32G00839
OG0000069	Bo3g017820	AA32G00838
OG0000069	Bo3g017820	AA16G00055
OG0000069	Bo3g017820	AA16G00054
OG0000069	Bo3g017820	AA8G00363
OG0000069	Bo4g166750	AA32G00851
OG0000069	Bo4g166750	AA97G00021
OG0000069	Bo4g166750	AA62G00021
OG0000069	Bo4g166750	AA32G00839
OG0000069	Bo4g166750	AA32G00838
OG0000069	Bo4g166750	AA16G00055
OG0000069	Bo4g166750	AA16G00054
OG0000069	Bo4g166750	AA8G00363
OG0000069	Bo3g040050	AA32G00851
OG0000069	Bo3g040050	AA97G00021
OG0000069	Bo3g040050	AA62G00021
OG0000069	Bo3g040050	AA32G00839
OG0000069	Bo3g040050	AA32G00838
OG0000069	Bo3g040050	AA16G00055
OG0000069	Bo3g040050	AA16G00054
OG0000069	Bo3g040050	AA8G00363
OG0000069	Bo3g031810	AA32G00851
OG0000069	Bo3g031810	AA97G00021
OG0000069	Bo3g031810	AA62G00021
OG0000069	Bo3g031810	AA32G00839
OG0000069	Bo3g031810	AA32G00838
OG0000069	Bo3g031810	AA16G00055
OG0000069	Bo3g031810	AA16G00054
OG0000069	Bo3g031810	AA8G00363
OG0000069	Bo3g130250	AA32G00851
OG0000069	Bo3g130250	AA97G00021
OG0000069	Bo3g130250	AA62G00021
OG0000069	Bo3g130250	AA32G00839
OG0000069	Bo3g130250	AA32G00838
OG0000069	Bo3g130250	AA16G00055
OG0000069	Bo3g130250	AA16G00054
OG0000069	Bo3g130250	AA8G00363
OG0000069	Bo5g008410	AA32G00851
OG0000069	Bo5g008410	AA97G00021
OG0000069	Bo5g008410	AA62G00021
OG0000069	Bo5g008410	AA32G00839
OG0000069	Bo5g008410	AA32G00838
OG0000069	Bo5g008410	AA16G00055
OG0000069	Bo5g008410	AA16G00054
OG0000069	Bo5g008410	AA8G00363
OG0000069	Bo4g030440	AA32G00851
OG0000069	Bo4g030440	AA97G00021
OG0000069	Bo4g030440	AA62G00021
OG0000069	Bo4g030440	AA32G00839
OG0000069	Bo4g030440	AA32G00838
OG0000069	Bo4g030440	AA16G00055
OG0000069	Bo4g030440	AA16G00054
OG0000069	Bo4g030440	AA8G00363
OG0000069	Bo8g010850	AA32G00851
OG0000069	Bo8g010850	AA97G00021
OG0000069	Bo8g010850	AA62G00021
OG0000069	Bo8g010850	AA32G00839
OG0000069	Bo8g010850	AA32G00838
OG0000069	Bo8g010850	AA16G00055
OG0000069	Bo8g010850	AA16G00054
OG0000069	Bo8g010850	AA8G00363
OG0000069	Bo8g112850	AA32G00851
OG0000069	Bo8g112850	AA97G00021
OG0000069	Bo8g112850	AA62G00021
OG0000069	Bo8g112850	AA32G00839
OG0000069	Bo8g112850	AA32G00838
OG0000069	Bo8g112850	AA16G00055
OG0000069	Bo8g112850	AA16G00054
OG0000069	Bo8g112850	AA8G00363
OG0000069	Bo4g069210	AA32G00851
OG0000069	Bo4g069210	AA97G00021
OG0000069	Bo4g069210	AA62G00021
OG0000069	Bo4g069210	AA32G00839
OG0000069	Bo4g069210	AA32G00838
OG0000069	Bo4g069210	AA16G00055
OG0000069	Bo4g069210	AA16G00054
OG0000069	Bo4g069210	AA8G00363
OG0000069	Bo6g120620	AA32G00851
OG0000069	Bo6g120620	AA97G00021
OG0000069	Bo6g120620	AA62G00021
OG0000069	Bo6g120620	AA32G00839
OG0000069	Bo6g120620	AA32G00838
OG0000069	Bo6g120620	AA16G00055
OG0000069	Bo6g120620	AA16G00054
OG0000069	Bo6g120620	AA8G00363
OG0000070	Bo1g002200, Bo7g119560	AA20G00056
OG0000070	Bo8g101930	AA46G00050
OG0000070	Bo9g026290, Bo7g012710, Bo3g093920, Bo8g050070, Bo7g117780, Bo1g005930, Bo2g084030, Bo6g086220, Bo6g119730, Bo7g062200, Bo5g027790	AA31G00395
OG0000070	Bo7g017530, Bo3g091420	AA123G00001
OG0000070	Bo1g006970, Bo7g117030	AA45G00038
OG0000072	Bo4g139480, Bo8g024490, Bo4g052650	AA54G00429
OG0000073	Bo4g140530	AA3G00003, AA37G00028, AA93G00222
OG0000073	Bo5g042820	AA83G00002, AA51G00002, AA87G00402, AA65G00211, AA935G00001
OG0000074	Bo3g132990	AA16G00016
OG0000074	Bo2g026940	AA61G00254
OG0000074	Bo3g018340, Bo9g135670, Bo2g028300, Bo2g094780, Bo2g028330, Bo2g028350, Bo9g137050	AA56G00016, AA1G00185
OG0000077	Bo4g043900, Bo4g181620, Bo01855s010, Bo3g027110, Bo4g044220, Bo3g027130, Bo4g045230, Bo4g045290, Bo4g181800, Bo3g026890, Bo4g045330	AA32G00473
OG0000077	Bo4g045350, Bo4g157380, Bo4g179310, Bo4g181930, Bo4g169190, Bo4g182620, Bo4g177590, Bo4g179300, Bo4g045720, Bo4g178190	AA439G00002
OG0000078	Bo8g069990, Bo7g061840	AA39G00266
OG0000078	Bo6g119920	AA31G00371
OG0000078	Bo2g127620, Bo7g073960	AA56G00081
OG0000078	Bo3g093780	AA30G00117
OG0000078	Bo1g059260, Bo8g081690, Bo7g100890	AA13G00006
OG0000079	Bo7g115740, Bo1g010450	AA66G00015
OG0000079	Bo3g003250, Bo2g006860	AA35G00006
OG0000079	Bo7g066970	AA32G00384
OG0000079	Bo3g012630	AA40G00374
OG0000079	Bo1g002500	AA20G00013
OG0000079	Bo9g018320, Bo2g166370, Bo3g100970, Bo3g005320	AA44G00248
OG0000083	Bo7g110200, Bo8g050640, Bo7g110210, Bo1g025610, Bo5g045030	AA39G00629
OG0000083	Bo8g107080, Bo5g018130, Bo2g131680, Bo8g107090, Bo5g018050	AA14G00015, AA14G00011, AA169G00013
OG0000083	Bo9g073030, Bo7g081030, Bo7g081050, Bo9g073020, Bo2g136730, Bo05202s010, Bo7g081020	AA53G00745
OG0000084	Bo1g051090, Bo8g053010, Bo3g022730, Bo2g045910	AA1G00075
OG0000084	Bo9g032580	AA53G01315
OG0000084	Bo9g123500	AA25G00148
OG0000084	Bo3g062460, Bo5g139930, Bo1g144930	AA29G00201
OG0000086	Bo9g107090, Bo2g047920	AA55G00018, AA136G00006
OG0000086	Bo9g002450	AA32G00032
OG0000087	Bo9g035450, Bo4g111070, Bo1g055340	AA58G00021
OG0000087	Bo6g065100	AA554G00003, AA94G00012, AA129G00003, AA168G00015, AA239G00008, AA54G00030, AA813G00001, AA127G00005, AA168G00016, AA554G00002, AA125G00009, AA813G00002, AA193G00008
OG0000087	Bo3g158520, Bo7g021230, Bo21467s010, Bo7g021200, Bo1g118910, Bo3g039610	AA122G00005, AA59G00026, AA68G00001, AA58G00020
OG0000087	Bo2g051240, Bo2g150110, Bo27102s010, Bo2g148040, Bo10677s010, Bo5g086530, Bo1g103450	AA168G00045, AA203G00005
OG0000087	Bo6g117990, Bo4g176320	AA288G00008
OG0000087	Bo3g042420	AA288G00009, AA71G00018, AA193G00001, AA127G00013, AA1335G00001, AA111G00005, AA100G00003, AA280G00004
OG0000087	Bo8g079490	AA336G00013, AA245G00003, AA83G00009, AA441G00002, AA101G00009, AA83G00010, AA101G00008, AA371G00006, AA106G00003, AA127G00004
OG0000087	Bo5g028000, Bo1g101940, Bo1g101950	AA123G00157, AA106G00004, AA123G00156
OG0000087	Bo7g037690	AA875G00001
OG0000087	Bo2g070720	AA403G00005, AA91G00008
OG0000087	Bo8g089530	AA268G00001
OG0000088	Bo3g129910, Bo9g142470, Bo2g025000, Bo3g017450, Bo9g142390, Bo9g142350, Bo2g025010, Bo9g142330, Bo3g017460	AA8G00342
OG0000089	Bo21116s010	AA70G00037
OG0000089	Bo6g095710, Bo5g081330	AA106G00015
OG0000094	Bo7g017560, Bo8g099130, Bo4g158620	AA65G00184
OG0000094	Bo9g042110, Bo4g086710, Bo1g098130, Bo8g059880, Bo4g086700	AA53G00548
OG0000095	Bo1g037040	AA53G00636
OG0000095	Bo5g020370, Bo8g106370, Bo5g020330, Bo2g134360, Bo7g078440, Bo9g070120	AA53G00635, AA53G00634
OG0000096	Bo6g087170, Bo6g087180, Bo2g081000, Bo6g087230, Bo6g118500, Bo6g087210, Bo6g085010, Bo6g087200, Bo6g118510, Bo6g118520	AA31G00523
OG0000098	Bo4g186210, Bo3g030080	AA60G00154
OG0000098	Bo4g161200	AA32G00973
OG0000098	Bo7g088820	AA318G00003
OG0000098	Bo5g021040	AA37G00179
OG0000098	Bo5g020640, Bo5g020620, Bo8g066280	AA37G00199
OG0000098	Bo6g079920	AA57G00485
OG0000098	Bo5g126190	AA26G00336
OG0000099	Bo5g003170, Bo8g117460	AA30G00261
OG0000099	Bo9g165730	AA40G00612
OG0000099	Bo9g044070	AA21G00443, AA61G00578, AA39G00541, AA53G00483
OG0000099	Bo6g111090, Bo2g068190, Bo5g039650, Bo7g056150	AA87G00133
OG0000102	Bo6g094790, Bo8g054590, Bo00810s020, Bo7g039230, Bo8g054600, Bo6g027610, Bo8g034080, Bo8g106430, Bo2g078970, Bo4g039670, Bo2g118060, Bo3g111090, Bo1g079070, Bo1g021810, Bo6g092930, Bo9g137070, Bo3g074460, Bo6g095880, Bo4g039680, Bo3g049780, Bo8g079210, Bo4g148220, Bo1g128430, Bo4g098790, Bo4g135870, Bo6g094780, Bo3g097690, Bo2g032680, Bo4g024420, Bo3g045390, Bo1g065100, Bo3g081660, Bo3g068950, Bo9g120350, Bo2g034020, Bo2g064480, Bo5g128840, Bo3g120660, Bo01220s020, Bo1g124950, Bo7g081270, Bo21305s010, Bo2g083840, Bo4g045310, Bo4g112810, Bo2g024470, Bo10791s010, Bo07868s010, Bo9g135250, Bo2g149750, Bo08585s010, Bo6g073110, Bo9g025860, Bo9g071700, Bo8g020670, Bo9g108280, Bo20344s010, Bo3g107590, Bo8g070500, Bo3g143550, Bo4g128390, Bo06517s010, Bo03523s010, Bo18451s010, Bo05803s010, Bo09069s010, Bo2g125720, Bo05671s010, Bo1g121580, Bo7g064200, Bo1g129850, Bo9g037040, Bo12837s010, Bo2g100390, Bo5g062770, Bo2g056030, Bo4g133430, Bo2g121030, Bo6g056390, Bo9g175360, Bo00831s100, Bo4g166620, Bo7g032930, Bo00418s200, Bo2g053900, Bo6g030950, Bo7g092770, Bo6g066320, Bo4g161270, Bo2g032690, Bo3g065580, Bo4g059850, Bo4g130940	AA160G00002, AA134G00005
OG0000103	Bo2g109300	AA3G00089
OG0000103	Bo1g024330, Bo7g107470, Bo7g107480	AA57G00364
OG0000104	Bo4g052590	AA38G00063, AA86G00010, AA21G00046, AA21G00060
OG0000106	Bo2g051180, Bo5g148240, Bo2g051160, Bo2g161700, Bo2g161740	AA53G01180, AA53G01201
OG0000108	Bo4g119740, Bo8g084860	AA163G00013
OG0000108	Bo4g026850, Bo4g026840, Bo4g026830, Bo3g033000, Bo4g187910	AA60G00229
OG0000108	Bo9g059100, Bo9g059170, Bo2g119310, Bo2g119320, Bo7g065370, Bo7g065360, Bo7g065380, Bo2g119350	AA32G00432
OG0000109	Bo3g181470, Bo6g026070, Bo6g026090, Bo01122s010, Bo6g023660, Bo01122s020	AA2G00207
OG0000109	Bo6g022530, Bo6g026060, Bo6g026080, Bo4g026930	AA44G00671, AA2G00206
OG0000110	Bo8g045810, Bo8g045830	AA53G00288
OG0000110	Bo8g100000	AA3G00153, AA3G00154, AA343G00001
OG0000110	Bo7g082170, Bo7g082200, Bo7g082080, Bo7g082180, Bo7g082140	AA53G00820
OG0000112	Bo3g040400, Bo6g011020, Bo7g078260, Bo7g078320, Bo7g078300, Bo7g078230, Bo7g078290, Bo7g049710, Bo7g049770, Bo6g073070, Bo8g096100, Bo5g027020, Bo9g163930, Bo3g052840, Bo5g003160	AA19G00309, AA318G00007, AA123G00133, AA32G00112, AA32G00105, AA145G00002, AA32G00224, AA32G00220
OG0000114	Bo9g154740, Bo2g016620, Bo3g013240	AA40G00252
OG0000114	Bo01343s010, Bo7g103890, Bo8g040930, Bo8g040920, Bo8g040880, Bo1g056560, Bo01923s010, Bo8g040860	AA87G00183
OG0000115	Bo9g159880, Bo3g012750, Bo3g012740, Bo2g013900	AA40G00329
OG0000115	Bo3g093990, Bo9g026170, Bo9g026160	AA169G00004, AA33G00150
OG0000115	Bo8g080470, Bo1g060570, Bo8g080460, Bo7g100650	AA13G00031, AA13G00030, AA13G00028
OG0000117	Bo4g020870, Bo4g019850, Bo4g020880, Bo4g020910, Bo4g020890, Bo4g194410, Bo4g194400, Bo3g036630	AA21G00133, AA21G00095
OG0000120	Bo8g117860	AA1G00082
OG0000120	Bo9g110930, Bo2g046050, Bo3g022870, Bo1g051040, Bo3g024610	AA77G00034
OG0000123	Bo6g073340, Bo3g037610	AA61G00444
OG0000123	Bo8g044730, Bo1g053610, Bo7g104500	AA53G00314
OG0000123	Bo3g086720	AA116G00005
OG0000123	Bo2g104590, Bo9g077910	AA6G00269
OG0000123	Bo3g162050, Bo1g025820, Bo7g107760	AA57G00394
OG0000124	Bo1g116060	AA121G00010
OG0000126	Bo9g064380	AA93G00129
OG0000126	Bo3g164030	AA57G00418, AA57G00410
OG0000128	Bo9g043780, Bo9g027790, Bo1g129790, Bo5g051880, Bo5g046300, Bo04184s010, Bo1g151940, Bo1g151910	AA10G00184, AA10G00183
OG0000130	Bo2g103330, Bo4g174850	AA42G00005, AA439G00006
OG0000130	Bo01410s020	AA181G00003, AA352G00002, AA181G00004
OG0000130	Bo5g083920	AA394G00005, AA491G00006, AA58G00012
OG0000130	Bo00686s010, Bo6g081890	AA623G00002, AA223G00002, AA87G00336
OG0000131	Bo3g107960, Bo7g055860, Bo5g088370, Bo9g137120, Bo00774s050, Bo2g161280, Bo1g068450, Bo1g087540, Bo7g011490, Bo7g080190, Bo5g070880, Bo9g088420, Bo00285s250, Bo4g039550, Bo1g091630, Bo2g066860, Bo4g059960, Bo00613s210, Bo9g095430, Bo2g167890, Bo3g052300, Bo9g070350, Bo4g030360, Bo2g126890, Bo00895s020, Bo7g060120, Bo2g124380, Bo9g061190, Bo4g053700, Bo2g046030, Bo2g118090, Bo6g043820, Bo9g081950, Bo5g020170, Bo00829s030, Bo8g032350, Bo2g147800, Bo3g159800, Bo26975s010, Bo1g071100, Bo9g070340, Bo7g003720, Bo6g040020, Bo8g024510, Bo2g082400, Bo1g053120, Bo7g054370, Bo5g086580, Bo2g100670, Bo7g030840, Bo4g136790, Bo5g127550, Bo5g049410, Bo9g043650, Bo3g042910, Bo9g128510, Bo7g054390, Bo3g182810, Bo9g130700, Bo4g026590, Bo8g023060, Bo5g055920, Bo5g072760, Bo3g134150, Bo9g090730, Bo1g095740, Bo4g108120, Bo6g058890, Bo5g045090, Bo1g076940, Bo7g066900, Bo3g040280, Bo3g040210, Bo1g079090, Bo6g009400, Bo8g030140, Bo1g157590, Bo9g059860, Bo2g107560, Bo9g108210, Bo6g037180, Bo2g099150, Bo1g078200, Bo7g030450, Bo00692s050, Bo3g134330, Bo9g053190, Bo5g150140, Bo2g056210, Bo7g045400, Bo5g084010, Bo5g071040, Bo3g123420, Bo3g147910, Bo7g014130	AA125G00013
OG0000132	Bo3g094110, Bo7g011290	AA33G00143
OG0000132	Bo3g154100, Bo1g005570	AA30G00164
OG0000132	Bo7g062280	AA31G00430
OG0000132	Bo3g042360, Bo8g101590, Bo4g147040	AA46G00088
OG0000133	Bo01281s010, Bo8g072640	AA39G00504
OG0000133	Bo6g112500, Bo6g112490	AA38G00018, AA38G00017
OG0000135	Bo6g095320, Bo6g095330, Bo2g064350, Bo2g064300, Bo2g064270, Bo6g110270, Bo6g110260	AA2143G00001, AA17G00006, AA26G00829, AA17G00008, AA17G00001, AA17G00002, AA17G00020, AA17G00012, AA17G00003, AA26G00830, AA17G00007, AA26G00828, AA17G00009, AA1611G00001, AA26G00827, AA17G00013, AA17G00010, AA17G00011, AA17G00016, AA17G00015, AA17G00014, AA26G00826, AA396G00004
OG0000136	Bo17164s010, Bo1g150460, Bo4g098770, Bo6g005760, Bo2g095020, Bo1g078510, Bo9g135740, Bo7g064560, Bo7g044950, Bo08259s010, Bo3g143370, Bo6g099930, Bo8g005950, Bo8g065880, Bo1g117480, Bo9g059070, Bo5g126390, Bo26189s010, Bo8g054520	AA654G00002
OG0000137	Bo5g059790, Bo5g059740, Bo3g144120, Bo5g059730, Bo3g144110	AA54G00359, AA54G00361, AA496G00004
OG0000138	Bo6g122010	AA12G00218
OG0000138	Bo4g181660, Bo3g027160	AA32G00538, AA32G00462
OG0000138	Bo3g036840, Bo3g043070, Bo9g126100, Bo6g099220, Bo3g034890, Bo4g190010	AA39G00018, AA52G00022
OG0000142	Bo7g080770, Bo18139s010	AA68G00016
OG0000142	Bo8g034140, Bo17813s010, Bo13063s010	AA366G00001
OG0000144	Bo4g102580, Bo4g102560	AA61G00464
OG0000144	Bo4g195610, Bo4g195630, Bo4g195640, Bo7g040400, Bo7g040380, Bo4g195670, Bo4g195660, Bo4g195650	AA103G00017
OG0000144	Bo8g095620, Bo4g195680, Bo4g024790	AA21G00293
OG0000146	Bo7g117290, Bo3g167010, Bo7g117280, Bo3g167020, Bo3g167000	AA832G00002, AA79G00004, AA832G00001, AA79G00003, AA79G00009, AA79G00006
OG0000149	Bo01075s030, Bo6g074760	AA15G00319
OG0000149	Bo2g068080, Bo6g110900, Bo2g118150, Bo9g058940, Bo2g118200, Bo2g057500, Bo2g057490, Bo9g058960, Bo7g065280, Bo3g185810	AA15G00318
OG0000149	Bo3g185820	AA15G00317
OG0000150	Bo5g034840, Bo8g082150, Bo8g082130	AA39G00398, AA132G00001
OG0000153	Bo9g137200, Bo9g139540, Bo3g017990, Bo3g017950, Bo3g017930, Bo3g017970, Bo08177s010, Bo9g139550, Bo2g026600, Bo2g025430, Bo3g017570, Bo3g017540, Bo3g021090, Bo9g141170, Bo9g141090, Bo9g140740	AA8G00306, AA102G00310, AA1G00146
OG0000154	Bo4g195000	AA21G00201, AA21G00200
OG0000155	Bo4g175940, Bo2g036420, Bo4g175960, Bo4g175950, Bo4g175920, Bo4g175930, Bo4g053720, Bo4g053690, Bo4g170800, Bo4g170790, Bo2g164260, Bo3g024960, Bo8g098520	AA40G00171
OG0000156	Bo3g019410	AA44G00661
OG0000156	Bo9g007930, Bo2g139100, Bo2g139040, Bo2g139020, Bo9g007900, Bo7g082540, Bo7g082600	AA53G00852
OG0000158	Bo9g117680, Bo9g052150, Bo4g164910, Bo6g010670	AA2G00024, AA2G00022, AA2G00020, AA9G00015, AA90G00023, AA425G00002, AA73G00001, AA2G00019, AA2G00023, AA2G00021
OG0000158	Bo3g023700, Bo2g050470, Bo7g116220, Bo1g008000	AA39G00321
OG0000159	Bo1g043090, Bo7g110800, Bo9g037030, Bo9g029480, Bo01065s020, Bo4g094420, Bo4g094360, Bo01065s030, Bo3g003680, Bo3g003670, Bo3g003700, Bo6g067810, Bo6g097270, Bo8g065620, Bo6g108470, Bo8g065610	AA163G00005
OG0000164	Bo1g025620, Bo7g107610	AA57G00387
OG0000167	Bo3g065020, Bo1g139130	AA92G00001, AA250G00002, AA250G00001, AA226G00003, AA226G00001, AA250G00004, AA31G00015
OG0000167	Bo8g066630, Bo5g021500	AA37G00145
OG0000167	Bo1g144470	AA93G00109
OG0000167	Bo4g176050, Bo9g183560	AA19G00295
OG0000170	Bo3g093530, Bo2g148050	AA53G01117
OG0000170	Bo3g104620	AA71G00010
OG0000171	Bo5g004060, Bo3g164350, Bo9g010750, Bo01088s040, Bo9g007610, Bo2g052840, Bo01088s030, Bo2g149550, Bo8g086980	AA32G00354
OG0000174	Bo6g101330, Bo2g053950, Bo4g137010, Bo2g147700, Bo9g008830, Bo2g147810, Bo2g147710, Bo8g010780, Bo8g010770, Bo9g043440, Bo5g008480, Bo5g008470, Bo5g008460, Bo02331s010	AA27G00041, AA27G00039, AA27G00040
OG0000178	Bo5g007120, Bo5g048410, Bo9g044130, Bo1g021710, Bo5g005620	AA114G00014, AA114G00022, AA114G00015, AA114G00011
OG0000179	Bo4g137560, Bo1g002560, Bo7g119140, Bo7g085730	AA53G01010, AA53G01008
OG0000180	Bo5g029060	AA39G00254
OG0000180	Bo5g029060	AA31G00389
OG0000180	Bo7g061990	AA39G00254
OG0000180	Bo7g061990	AA31G00389
OG0000182	Bo7g041120, Bo2g121160	AA79G00038
OG0000182	Bo7g069910	AA57G00237
OG0000182	Bo7g069940	AA6G00125
OG0000182	Bo7g080170	AA53G00685
OG0000183	Bo3g114920	AA96G00044
OG0000183	Bo7g098970, Bo1g087530	AA5G00267
OG0000183	Bo7g099020	AA5G00129
OG0000183	Bo1g072440, Bo3g135870	AA96G00043, AA96G00042
OG0000183	Bo3g135860, Bo7g033010	AA96G00039
OG0000185	Bo3g138500, Bo3g185710, Bo4g136430, Bo4g136460	AA347G00003, AA227G00004
OG0000186	Bo5g057070	AA49G00019, AA49G00018
OG0000186	Bo5g057110, Bo7g046950, Bo7g046960	AA49G00020, AA49G00028, AA49G00026, AA49G00034, AA49G00024, AA49G00022, AA49G00021, AA49G00033, AA49G00039, AA49G00040, AA49G00031, AA49G00030
OG0000191	Bo3g019780, Bo9g126170	AA44G00723
OG0000191	Bo8g102560, Bo7g005460	AA33G00255
OG0000191	Bo3g178180, Bo1g016530, Bo7g113720	AA102G00084
OG0000191	Bo7g005470, Bo8g102570, Bo9g027880	AA33G00254
OG0000191	Bo1g016510	AA102G00085
OG0000192	Bo9g065400	AA56G00030
OG0000192	Bo7g105710	AA57G00079
OG0000192	Bo01094s020, Bo5g003210, Bo6g077630, Bo7g012990	AA32G00225
OG0000192	Bo6g079280	AA61G00571
OG0000192	Bo4g197450, Bo4g005800, Bo00802s010	AA21G00428
OG0000193	Bo6g014300	AA18G00244
OG0000193	Bo3g070270, Bo5g122570, Bo1g119140	AA26G00456
OG0000193	Bo2g052760	AA53G01122
OG0000193	Bo4g136670	AA27G00066
OG0000193	Bo2g013150, Bo9g163050	AA40G00454
OG0000197	Bo2g165720, Bo7g087400	AA4G00088
OG0000198	Bo9g160250, Bo9g160270, Bo7g099050	AA16G00107
OG0000198	Bo3g040420, Bo4g074170, Bo2g134410	AA120G00013, AA200G00002, AA16G00108
OG0000199	Bo2g025330, Bo3g017730, Bo9g140840, Bo1g067400, Bo3g130300, Bo3g118420	AA97G00034
OG0000199	Bo3g002380	AA19G00231
OG0000201	Bo3g173740, Bo7g115120, Bo7g115340	AA102G00329, AA1594G00001
OG0000201	Bo3g063920, Bo3g063950, Bo5g136880, Bo5g136890, Bo5g136900	AA82G00013, AA82G00009
OG0000201	Bo4g154890, Bo4g154830, Bo3g025330, Bo4g154900	AA82G00014, AA394G00001, AA82G00015
OG0000203	Bo4g195100, Bo4g196090, Bo5g138050, Bo2g062800, Bo6g108510	AA148G00010, AA137G00001, AA148G00008, AA93G00052, AA93G00035, AA63G00024, AA93G00039, AA93G00005, AA44G00523, AA137G00005, AA11G00026, AA40G00444, AA93G00033, AA40G00445, AA11G00028, AA11G00027, AA93G00047, AA93G00048, AA93G00051, AA81G00059, AA268G00004, AA46G00034, AA46G00079, AA93G00034, AA93G00049, AA93G00050, AA93G00002, AA93G00001, AA93G00038, AA93G00004, AA63G00023, AA93G00040
OG0000205	Bo5g018150, Bo8g107060, Bo8g065840, Bo5g018160, Bo8g107050, Bo9g023810, Bo7g021660	AA14G00016
OG0000207	Bo8g089680, Bo2g032670, Bo8g020560, Bo3g153250, Bo5g035070, Bo5g027090, Bo5g149960, Bo8g033530, Bo6g008080, Bo2g037600, Bo9g108480, Bo7g081740, Bo9g078190, Bo6g056490, Bo7g066840, Bo8g079460, Bo8g077000, Bo2g030180, Bo6g008090, Bo9g076630, Bo06239s010, Bo9g161510, Bo5g127400, Bo7g113730, Bo4g087060, Bo2g083800, Bo00758s030, Bo9g094070, Bo6g012170, Bo3g081690, Bo3g007510, Bo01384s010, Bo2g032870, Bo1g063970, Bo8g009600, Bo5g018210, Bo4g181790, Bo3g127510, Bo1g020070, Bo3g111180, Bo7g070240, Bo9g184870	AA240G00007
OG0000210	Bo1g057520, Bo2g159250	AA40G00135, AA40G00133, AA356G00004, AA57G00265
OG0000210	Bo1g055440	AA131G00073, AA31G00003, AA31G00001, AA131G00074, AA131G00072
OG0000210	Bo3g024820	AA57G00264, AA57G00262, AA57G00508
OG0000211	Bo5g034160, Bo5g033120, Bo5g033100, Bo7g059560, Bo8g070800, Bo8g070850, Bo5g034170, Bo7g059570	AA39G00343, AA39G00814, AA205G00005, AA54G00014, AA54G00013, AA69G00031, AA39G00338, AA254G00002, AA16G00031, AA23G00080
OG0000214	Bo3g048470, Bo7g070230, Bo9g078010, Bo3g048570, Bo3g048560, Bo2g131980, Bo2g104650, Bo9g078430, Bo9g078030, Bo2g104710	AA57G00404, AA57G00400
OG0000216	Bo3g065900, Bo5g131690	AA15G00162, AA26G00135, AA26G00132
OG0000216	Bo1g019470, Bo7g105940	AA57G00117
OG0000216	Bo1g133310, Bo5g130300, Bo3g066140, Bo1g133320	AA26G00163
OG0000218	Bo2g009390, Bo9g017440	AA19G00127
OG0000219	Bo03249s010, Bo4g158910, Bo4g101530, Bo9g151510, Bo8g095700, Bo4g025140, Bo8g095710	AA61G00476
OG0000220	Bo1g022270, Bo7g107050	AA131G00071
OG0000220	Bo4g070540, Bo7g107010, Bo7g106990, Bo3g162140, Bo3g159890	AA57G00261, AA192G00005, AA57G00263
OG0000222	Bo8g040660, Bo1g056830	AA87G00188
OG0000222	Bo3g078700	AA26G00806
OG0000222	Bo9g037460	AA53G01434
OG0000222	Bo3g048630	AA6G00280
OG0000222	Bo3g164150, Bo1g026980	AA57G00422
OG0000223	Bo9g120610, Bo9g092670	AA25G00090
OG0000223	Bo6g099090, Bo9g091160, Bo2g055250, Bo1g046580, Bo7g111020	AA10G00432
OG0000224	Bo5g016420, Bo5g020220, Bo14772s010, Bo7g113490, Bo1g014370, Bo7g118310, Bo5g007000, Bo5g008640, Bo01222s030, Bo2g013690, Bo7g004930, Bo2g056410, Bo8g050480, Bo9g120780, Bo7g117170	AA30G00349
OG0000226	Bo5g041240	AA2921G00001
OG0000227	Bo5g039760	AA53G00405
OG0000228	Bo7g108740	AA54G00312
OG0000228	Bo9g002310, Bo3g054790, Bo5g001010, Bo8g095940, Bo4g195940, Bo3g039050, Bo4g025110	AA61G00505, AA21G00332
OG0000229	Bo5g008280, Bo8g114010, Bo9g007710, Bo3g044940, Bo9g007740, Bo9g007700, Bo9g006430, Bo7g110100, Bo9g006400, Bo3g029750	AA6G00200, AA6G00199, AA6G00196, AA6G00194, AA6G00191, AA6G00180, AA6G00193, AA6G00176, AA6G00207, AA6G00206, AA6G00195, AA6G00205, AA6G00177, AA6G00175, AA6G00179, AA6G00192, AA6G00189, AA6G00198, AA6G00197, AA6G00178
OG0000230	Bo7g045040, Bo7g045030	AA54G00382
OG0000234	Bo5g023560, Bo8g105060, Bo8g105040, Bo8g105050, Bo8g105070, Bo5g023550, Bo6g121980, Bo6g121970	AA31G00137
OG0000235	Bo00948s040, Bo1g131100, Bo5g129010, Bo6g018570, Bo00948s030, Bo5g128960, Bo5g128980, Bo3g066340, Bo3g066350, Bo3g066360, Bo3g066370	AA26G00185
OG0000236	Bo3g080040	AA93G00258, AA93G00257
OG0000237	Bo7g011400	AA144G00002
OG0000237	Bo4g151430	AA46G00206
OG0000237	Bo8g101630, Bo4g190780, Bo01042s020	AA46G00084
OG0000237	Bo7g119300, Bo3g150070	AA20G00022
