Orthogroup	Brassica_oleracea	Camelina_sativa
OG0000038	Bo4g161340, Bo4g161360, Bo4g197420	Csa09g051340, Csa09g051260, Csa09g051250, Csa09g051280, Csa04g034230, Csa09g051290, Csa18g009750, Csa09g051240, Csa06g022870, Csa04g034220, Csa09g051300, Csa04g034240, Csa09g051320, Csa16g035620, Csa09g077460, Csa07g040060, Csa06g022900, Csa09g051350, Csa04g034270, Csa04g034310, Csa13g034260, Csa04g034300, Csa06g022920, Csa09g051370
OG0000039	Bo7g108600	Csa11g084410
OG0000039	Bo7g104540	Csa11g022780, Csa12g033330
OG0000039	Bo6g048250, Bo1g031850, Bo3g165690, Bo3g165700, Bo1g031830, Bo7g108650	Csa11g022840, Csa11g022820, Csa11g022800, Csa12g033410
OG0000039	Bo3g084330	Csa07g062400, Csa12g033460, Csa11g022880
OG0000039	Bo1g033180	Csa10g019890, Csa11g022700, Csa11g022690, Csa12g032280, Csa11g022710
OG0000039	Bo2g155630	Csa02g020100, Csa13g048620, Csa08g043730
OG0000040	Bo7g042340, Bo5g064350, Bo1g139480	Csa15g016130
OG0000040	Bo8g100760	Csa09g087290
OG0000040	Bo5g137400, Bo4g139150	Csa09g052050, Csa04g034950, Csa06g023520, Csa01g011310, Csa19g014070
OG0000040	Bo6g116690, Bo6g087890, Bo6g087850	Csa16g036020, Csa07g040480
OG0000041	Bo9g094210, Bo01718s010	Csa07g034430, Csa07g030170
OG0000041	Bo5g123820, Bo9g108190, Bo7g003730, Bo7g003900, Bo3g179550, Bo9g151830, Bo7g005950, Bo5g091680, Bo8g033570, Bo1g119270, Bo5g115140, Bo4g154820, Bo01202s020	Csa16g026580
OG0000042	Bo6g076130, Bo1g116040, Bo4g025310, Bo02116s010	Csa12g074250, Csa11g046510, Csa11g053250, Csa12g084320, Csa10g044450, Csa12g084310, Csa12g084290, Csa10g044460, Csa11g053270, Csa06g036570, Csa04g046340, Csa09g071440, Csa07g004880, Csa16g005740
OG0000042	Bo4g108170	Csa05g089410, Csa16g006810
OG0000042	Bo1g154960	Csa15g002760, Csa15g002750
OG0000042	Bo8g100100, Bo3g026620	Csa05g089340, Csa05g089330, Csa06g036640, Csa04g046400
OG0000042	Bo3g093700	Csa05g015340, Csa05g089310
OG0000043	Bo3g134250, Bo3g184230, Bo3g110840	Csa06g020930
OG0000043	Bo4g045680	Csa18g021010
OG0000043	Bo9g151860, Bo3g015190	Csa13g023390, Csa08g014290
OG0000043	Bo8g081350, Bo4g165460	Csa05g029530
OG0000044	Bo3g134070	Csa04g029830, Csa06g020750, Csa09g045300, Csa09g045280
OG0000044	Bo01976s010, Bo9g040770, Bo9g040790, Bo4g091420, Bo1g098770	Csa16g053880
OG0000044	Bo4g107670, Bo4g091490	Csa07g063410, Csa09g096710
OG0000045	Bo1g034330, Bo1g034430	Csa12g032250, Csa12g032160, Csa12g032210, Csa11g022650
OG0000045	Bo7g108520	Csa10g019920, Csa12g033430
OG0000045	Bo1g033130, Bo1g033150	Csa12g033450
OG0000045	Bo7g108570, Bo7g108550, Bo1g033170, Bo8g030610	Csa10g019910, Csa11g022850, Csa12g033420
OG0000045	Bo4g128440, Bo4g133160	Csa12g025780, Csa07g012450
OG0000045	Bo7g106580, Bo7g108580, Bo7g108560	Csa11g022730
OG0000045	Bo8g101290	Csa11g022950, Csa11g022940
OG0000046	Bo3g154220, Bo7g117810	Csa12g006220, Csa11g005540
OG0000046	Bo8g081460	Csa09g058610
OG0000046	Bo9g061260	Csa00874s010, Csa11g068430, Csa18g008100, Csa20g075840
OG0000046	Bo2g014060, Bo9g159740	Csa08g010220, Csa20g026140, Csa13g020710, Csa20g026070, Csa08g010190
OG0000046	Bo3g012820	Csa08g010170
OG0000046	Bo9g061330	Csa18g008160
OG0000046	Bo3g027690, Bo7g070170, Bo7g070210	Csa20g075880
OG0000046	Bo3g045090, Bo2g126880	Csa02g024770, Csa13g047990
OG0000047	Bo8g092120, Bo4g064660, Bo8g081170, Bo9g148090, Bo9g084480, Bo12113s010, Bo6g049520, Bo6g039810, Bo7g026820, Bo7g026860, Bo1g053190, Bo6g018250, Bo4g045990, Bo3g153580, Bo2g100730, Bo3g151510, Bo6g094420, Bo9g076400, Bo1g098750, Bo5g128810, Bo6g033260, Bo6g056150, Bo3g143520, Bo9g062700, Bo7g037660, Bo3g100950, Bo9g043990, Bo5g122930, Bo5g122920, Bo5g082540, Bo5g125030, Bo1g102020, Bo7g062120, Bo8g021870, Bo6g110370, Bo5g041520, Bo6g048130, Bo7g104720, Bo8g002880, Bo4g043750, Bo5g103580, Bo7g080070, Bo9g123720, Bo4g021720, Bo4g112980, Bo5g010760, Bo5g049510, Bo2g045920, Bo4g106240, Bo3g044820, Bo2g025280, Bo6g029200, Bo13785s010, Bo7g014490, Bo3g117330, Bo2g085190, Bo3g099240, Bo10218s010, Bo9g092750, Bo5g115160, Bo9g059130, Bo3g054780, Bo2g138570, Bo9g175220, Bo4g149690, Bo5g118440, Bo5g136780, Bo1g051100, Bo7g090990, Bo00923s030, Bo5g017180, Bo7g038990, Bo3g052660, Bo5g072410, Bo3g084140, Bo3g084130, Bo2g130170, Bo5g048700, Bo2g068420, Bo2g112900, Bo5g049500, Bo6g104060, Bo1g025500, Bo01073s010, Bo7g010130, Bo3g122150, Bo4g188540, Bo3g181170, Bo00883s090, Bo5g027870, Bo2g049400, Bo9g152150, Bo6g056110, Bo4g137260, Bo18661s010, Bo6g041120, Bo4g182220, Bo5g082580, Bo15892s010, Bo7g094870, Bo7g065700, Bo5g057020, Bo6g068330, Bo09555s010, Bo8g054670, Bo5g105030, Bo8g023000, Bo1g122860, Bo2g094940, Bo4g116930, Bo2g105100, Bo2g105090, Bo3g045690, Bo5g132660, Bo8g051050, Bo3g128740, Bo3g107430, Bo15803s010, Bo3g107420, Bo25235s010, Bo9g021520	Csa08g024060, Csa01g028300
OG0000048	Bo6g095610, Bo4g044080, Bo6g098660, Bo5g030450, Bo9g070330, Bo7g062270, Bo5g017330, Bo01805s020, Bo3g106910, Bo9g123570, Bo1g052860, Bo7g067010, Bo2g083730, Bo8g112620, Bo9g061150, Bo6g095730, Bo5g123770, Bo5g048910, Bo01805s010	Csa11g068370
OG0000048	Bo6g031360	Csa11g069580
OG0000048	Bo17257s010, Bo00534s030, Bo5g069460, Bo6g095130, Bo01347s030, Bo3g088460, Bo6g024840, Bo3g049880, Bo2g031350, Bo7g081070, Bo6g003250, Bo7g081060, Bo2g130000, Bo4g044210, Bo3g157250, Bo2g131790, Bo9g133230, Bo9g166540, Bo1g141520, Bo3g176070, Bo2g085170, Bo7g005940, Bo3g180940, Bo4g103650, Bo4g053870, Bo9g035210, Bo9g037210, Bo6g037240, Bo4g053880, Bo7g087060, Bo3g092090, Bo9g035200, Bo8g030600, Bo7g026720, Bo3g010680, Bo3g039930, Bo13896s010, Bo10343s010, Bo5g129160, Bo9g070380, Bo8g016610, Bo01038s040, Bo9g090750, Bo2g064580, Bo3g078590, Bo9g032100, Bo01834s010, Bo01604s020, Bo6g031350, Bo1g098390, Bo00932s050, Bo09601s010, Bo2g149380, Bo9g042270, Bo3g042200, Bo5g039120, Bo7g059930, Bo2g041170, Bo3g039250, Bo2g160580, Bo5g039110, Bo1g091700, Bo8g066390, Bo5g018060, Bo3g139840, Bo4g116800, Bo8g066380	Csa10g051690
OG0000050	Bo7g017540	Csa03g053100
OG0000050	Bo2g085140	Csa20g015710, Csa13g012160
OG0000050	Bo6g086210	Csa08g002110
OG0000050	Bo6g086210	Csa12g003040
OG0000050	Bo6g086210	Csa10g002880
OG0000050	Bo6g086210	Csa20g016350
OG0000050	Bo6g086210	Csa11g003200
OG0000050	Bo1g003080	Csa08g002110
OG0000050	Bo1g003080	Csa12g003040
OG0000050	Bo1g003080	Csa10g002880
OG0000050	Bo1g003080	Csa20g016350
OG0000050	Bo1g003080	Csa11g003200
OG0000050	Bo3g006860	Csa08g002110
OG0000050	Bo3g006860	Csa12g003040
OG0000050	Bo3g006860	Csa10g002880
OG0000050	Bo3g006860	Csa20g016350
OG0000050	Bo3g006860	Csa11g003200
OG0000050	Bo2g149830	Csa03g012600
OG0000050	Bo2g149830	Csa02g074460
OG0000050	Bo2g149830	Csa09g014310
OG0000050	Bo2g149830	Csa06g007410
OG0000050	Bo2g149830	Csa18g039260
OG0000050	Bo2g149830	Csa11g102690
OG0000050	Bo2g149830	Csa14g010640
OG0000050	Bo2g149830	Csa20g015700
OG0000050	Bo2g149830	Csa17g012690
OG0000050	Bo2g009840	Csa03g012600
OG0000050	Bo2g009840	Csa02g074460
OG0000050	Bo2g009840	Csa09g014310
OG0000050	Bo2g009840	Csa06g007410
OG0000050	Bo2g009840	Csa18g039260
OG0000050	Bo2g009840	Csa11g102690
OG0000050	Bo2g009840	Csa14g010640
OG0000050	Bo2g009840	Csa20g015700
OG0000050	Bo2g009840	Csa17g012690
OG0000050	Bo9g058450	Csa03g012600
OG0000050	Bo9g058450	Csa02g074460
OG0000050	Bo9g058450	Csa09g014310
OG0000050	Bo9g058450	Csa06g007410
OG0000050	Bo9g058450	Csa18g039260
OG0000050	Bo9g058450	Csa11g102690
OG0000050	Bo9g058450	Csa14g010640
OG0000050	Bo9g058450	Csa20g015700
OG0000050	Bo9g058450	Csa17g012690
OG0000050	Bo9g018640	Csa03g012600
OG0000050	Bo9g018640	Csa02g074460
OG0000050	Bo9g018640	Csa09g014310
OG0000050	Bo9g018640	Csa06g007410
OG0000050	Bo9g018640	Csa18g039260
OG0000050	Bo9g018640	Csa11g102690
OG0000050	Bo9g018640	Csa14g010640
OG0000050	Bo9g018640	Csa20g015700
OG0000050	Bo9g018640	Csa17g012690
OG0000050	Bo9g172190	Csa03g012600
OG0000050	Bo9g172190	Csa02g074460
OG0000050	Bo9g172190	Csa09g014310
OG0000050	Bo9g172190	Csa06g007410
OG0000050	Bo9g172190	Csa18g039260
OG0000050	Bo9g172190	Csa11g102690
OG0000050	Bo9g172190	Csa14g010640
OG0000050	Bo9g172190	Csa20g015700
OG0000050	Bo9g172190	Csa17g012690
OG0000050	Bo4g127090	Csa03g012600
OG0000050	Bo4g127090	Csa02g074460
OG0000050	Bo4g127090	Csa09g014310
OG0000050	Bo4g127090	Csa06g007410
OG0000050	Bo4g127090	Csa18g039260
OG0000050	Bo4g127090	Csa11g102690
OG0000050	Bo4g127090	Csa14g010640
OG0000050	Bo4g127090	Csa20g015700
OG0000050	Bo4g127090	Csa17g012690
OG0000051	Bo3g004900, Bo2g009070	Csa08g055950, Csa13g010440, Csa20g011840
OG0000051	Bo2g140300, Bo7g084170	Csa06g006910, Csa04g013760
OG0000051	Bo5g153890	Csa21410s010
OG0000051	Bo3g009630, Bo2g011690	Csa20g020570, Csa13g016880, Csa08g006120
OG0000051	Bo4g140720	Csa10g049510, Csa12g077610
OG0000051	Bo5g153900	Csa00555s140, Csa19g001000, Csa19g001010
OG0000051	Bo9g098660	Csa02g039250, Csa11g081990, Csa18g021340
OG0000051	Bo3g112270, Bo01539s020, Bo01539s010, Bo8g077180	Csa06g022420, Csa09g050710
OG0000052	Bo4g085050, Bo1g024410, Bo9g097010, Bo8g088440, Bo6g037220, Bo00689s030, Bo00689s010, Bo1g080150, Bo9g133650, Bo7g031460, Bo1g067340, Bo3g153730, Bo8g025680, Bo3g071640, Bo6g013280, Bo4g122790, Bo8g089960, Bo3g008710, Bo8g051150, Bo1g050660, Bo6g080870, Bo00889s010, Bo8g061180, Bo1g098230, Bo3g138510, Bo6g094100, Bo08068s010, Bo9g117700, Bo1g098720, Bo9g066990, Bo4g137700, Bo4g071840, Bo8g097960, Bo2g148100, Bo01394s010, Bo9g111340, Bo7g114250, Bo7g060230, Bo1g012020, Bo8g079440, Bo9g119110, Bo4g158890	Csa15g015250, Csa08g061450
OG0000052	Bo2g082110, Bo2g120630, Bo4g101210	Csa16g052820, Csa17g063360, Csa13g024890, Csa03g051460, Csa15g062000, Csa13g055820, Csa03g047070, Csa07g010780, Csa14g024410, Csa10g037360, Csa10g037340, Csa10g037350, Csa15g071140, Csa11g084220, Csa02g031930, Csa09g045430, Csa04g012420, Csa07g035790, Csa15g071130, Csa10g021710, Csa13g034450, Csa18g005710, Csa10g033600, Csa10g038690, Csa19g046240, Csa18g009270, Csa17g099450, Csa13g034460, Csa18g005720, Csa02g053490, Csa03g036340, Csa03g056230, Csa13g019900, Csa19g046410, Csa15g072270
OG0000053	Bo3g123590, Bo4g077000	Csa04g022630
OG0000053	Bo4g143910, Bo6g100960	Csa11g051580
OG0000053	Bo6g055980, Bo8g038230	Csa11g037310
OG0000053	Bo1g103630	Csa01g027300, Csa19g033220
OG0000053	Bo3g035400	Csa09g069190
OG0000053	Bo3g035400	Csa05g042060
OG0000053	Bo3g035400	Csa04g043180
OG0000053	Bo3g035400	Csa07g060560
OG0000053	Bo6g072350	Csa09g069190
OG0000053	Bo6g072350	Csa05g042060
OG0000053	Bo6g072350	Csa04g043180
OG0000053	Bo6g072350	Csa07g060560
OG0000053	Bo4g112740	Csa09g069190
OG0000053	Bo4g112740	Csa05g042060
OG0000053	Bo4g112740	Csa04g043180
OG0000053	Bo4g112740	Csa07g060560
OG0000054	Bo02928s010, Bo9g037220	Csa07g063800, Csa16g055260, Csa09g097130, Csa12520s010
OG0000054	Bo4g050960, Bo3g045750, Bo07665s010	Csa02g014360, Csa02g014350, Csa13g050920, Csa13g050930, Csa13g050910, Csa08g044830, Csa08g044820
OG0000054	Bo3g037620	Csa05g004080, Csa04g063080, Csa06g051570
OG0000054	Bo2g055670	Csa02g014280, Csa08g044900, Csa08g044890, Csa13g050980, Csa13g053000, Csa08g049240, Csa02g009880, Csa02g009910, Csa02g009890, Csa02g010910, Csa13g050970, Csa02g014290, Csa08g044880, Csa02g014260, Csa02g014250, Csa08g049250, Csa13g053010, Csa08g046920, Csa02g014240, Csa13g050990, Csa08g044920, Csa02g013240, Csa02g013230
OG0000054	Bo3g045810, Bo9g079600	Csa08g044870, Csa13g050960, Csa02g014300
OG0000054	Bo1g027300	Csa10g020760, Csa12g034400, Csa11g023770
OG0000057	Bo9g133110	Csa11g090900
OG0000057	Bo8g067040	Csa14g021480, Csa03g021030
OG0000057	Bo2g164300	Csa18g036100
OG0000057	Bo3g124970	Csa09g028410, Csa06g013070
OG0000057	Bo3g086800	Csa19g041080
OG0000057	Bo7g008350, Bo9g027480	Csa15g079720
OG0000059	Bo4g142480, Bo00285s490, Bo3g091340, Bo5g013580, Bo10803s010, Bo3g109710, Bo3g018850, Bo22267s010, Bo03130s010, Bo8g097990, Bo4g103690, Bo5g013620, Bo6g099370, Bo9g134920, Bo6g010850, Bo06470s010, Bo3g171050, Bo4g188320, Bo3g064400, Bo9g091300, Bo9g137250, Bo5g105070, Bo3g065970, Bo5g143660, Bo5g010830, Bo2g076770, Bo3g130020, Bo2g017630, Bo7g048370, Bo3g152790, Bo9g059290, Bo4g034550, Bo1g049570, Bo7g046940, Bo7g110620	Csa12g024890, Csa14g002060, Csa11g002580, Csa15g041920, Csa20g057250, Csa20g057240, Csa12g084340, Csa11g093210
OG0000060	Bo3g017650, Bo3g017110, Bo9g148120	Csa20g037720, Csa08g017210, Csa13g027500, Csa20g037650
OG0000060	Bo6g067610	Csa08g062070, Csa20g002640, Csa13g002470, Csa19g012960, Csa01g010270, Csa04g051060, Csa06g040210, Csa05g016380, Csa09g062070, Csa04g039690, Csa06g028110
OG0000060	Bo2g025250, Bo9g140940	Csa11g093780, Csa02g065740, Csa18g033220, Csa04g028680, Csa06g019730, Csa09g041040, Csa04g028760, Csa06g019770, Csa09g041100
OG0000061	Bo3g064000	Csa05g052190, Csa16g017980, Csa07g017650, Csa16g017960, Csa05g089870, Csa05g052170, Csa07g017630, Csa05g052220, Csa05g042110, Csa16g018040, Csa05g092280, Csa05g052200, Csa07g017660, Csa16g017990, Csa07g017670, Csa07g017710, Csa13g026120, Csa13g027300, Csa20g036510, Csa20g074730, Csa05g050800, Csa20g036490, Csa08g016080, Csa20g035960, Csa05g050790, Csa13g027310, Csa05g050810, Csa20g074720, Csa08g016070, Csa17g080730, Csa14g054980, Csa03g054930, Csa03g054940, Csa17g090090, Csa03g056270, Csa03g056290, Csa12g084190, Csa13g027440, Csa20g037800, Csa09g075730, Csa16g034930, Csa07g039260, Csa16g034890, Csa09g075750, Csa07g022080, Csa07g022050
OG0000062	Bo5g110080	Csa01g023190
OG0000062	Bo3g074690, Bo4g142380, Bo3g074700	Csa15g029260, Csa19g027910
OG0000062	Bo3g074680	Csa19g027880, Csa15g029230
OG0000062	Bo8g100820	Csa06g011420, Csa09g022540, Csa04g018390
OG0000062	Bo1g110130, Bo1g110120	Csa15g057200, Csa19g040260, Csa01g037840
OG0000064	Bo7g003750, Bo9g028130	Csa01g044140
OG0000064	Bo1g017260	Csa11g014810
OG0000064	Bo9g059370, Bo7g066830	Csa11g070910
OG0000064	Bo8g115720	Csa17g007260
OG0000064	Bo3g026490	Csa05g029250, Csa07g010910, Csa16g009640
OG0000064	Bo8g104800	Csa17g023320
OG0000064	Bo3g015200, Bo2g021860	Csa13g023400, Csa08g014300
OG0000064	Bo4g108610, Bo6g074590	Csa04g044690, Csa09g070760
OG0000064	Bo5g009220	Csa17g012230
OG0000065	Bo6g119870	Csa16g039800
OG0000065	Bo7g067360, Bo9g059850, Bo2g124350	Csa20g071430
OG0000065	Bo3g162350, Bo1g022580, Bo7g107230	Csa10g022620
OG0000065	Bo4g039350	Csa06g037240, Csa05g020460
OG0000065	Bo4g061410, Bo4g169440	Csa07g014850, Csa16g015400
OG0000065	Bo3g116270	Csa11g099520
OG0000065	Bo3g116270	Csa06g020710
OG0000065	Bo3g134050	Csa11g099520
OG0000065	Bo3g134050	Csa06g020710
OG0000065	Bo3g107240	Csa02g070900
OG0000066	Bo7g103970	Csa15g079940, Csa15g084200, Csa19g056390, Csa08g043970, Csa22991s010
OG0000066	Bo6g018450, Bo5g042990	Csa17g035800, Csa03g030340, Csa14g034710
OG0000066	Bo9g174470	Csa19g022980, Csa01g018760, Csa15g020950, Csa19g011220
OG0000066	Bo7g055800	Csa14g035410, Csa17g037600, Csa14g036190, Csa03g031090
OG0000066	Bo7g054720, Bo7g054730, Bo7g054770, Bo7g054710, Bo7g054760	Csa14g038290, Csa03g027720, Csa17g031060, Csa14g031050, Csa03g027750, Csa03g027710, Csa17g031040, Csa17g031110
OG0000068	Bo3g155390	Csa11g007120, Csa12g029530, Csa11g019950, Csa10g018280, Csa14g025430, Csa17g026030
OG0000068	Bo6g119980, Bo2g086550, Bo6g085070	Csa07g047470, Csa16g040060, Csa09g080670
OG0000068	Bo6g015710, Bo8g012800, Bo6g015720	Csa16g005950, Csa07g005060, Csa05g091620
OG0000068	Bo4g106410, Bo4g106400	Csa16g005940, Csa05g091640, Csa01g025080, Csa11g055610, Csa10g046980, Csa11g053590, Csa12g083980, Csa10g044710, Csa12g081860, Csa10g007660, Csa12g009110, Csa11g007460
OG0000069	Bo2g025530	Csa02g065780
OG0000069	Bo2g025530	Csa06g020130
OG0000069	Bo2g025530	Csa03g011270
OG0000069	Bo2g025530	Csa04g039760
OG0000069	Bo2g025530	Csa04g029130
OG0000069	Bo2g025530	Csa11g093510
OG0000069	Bo2g025530	Csa05g035660
OG0000069	Bo2g025530	Csa11g093870
OG0000069	Bo2g025530	Csa02g065410
OG0000069	Bo2g025530	Csa09g062160
OG0000069	Bo2g025530	Csa04g028570
OG0000069	Bo2g025530	Csa06g019650
OG0000069	Bo2g025530	Csa14g009040
OG0000069	Bo2g025530	Csa09g042470
OG0000069	Bo2g025530	Csa17g011250
OG0000069	Bo2g025530	Csa14g009220
OG0000069	Bo2g025530	Csa06g028200
OG0000069	Bo2g025530	Csa17g011050
OG0000069	Bo2g025530	Csa09g040980
OG0000069	Bo2g025530	Csa18g032960
OG0000069	Bo3g017820	Csa02g065780
OG0000069	Bo3g017820	Csa06g020130
OG0000069	Bo3g017820	Csa03g011270
OG0000069	Bo3g017820	Csa04g039760
OG0000069	Bo3g017820	Csa04g029130
OG0000069	Bo3g017820	Csa11g093510
OG0000069	Bo3g017820	Csa05g035660
OG0000069	Bo3g017820	Csa11g093870
OG0000069	Bo3g017820	Csa02g065410
OG0000069	Bo3g017820	Csa09g062160
OG0000069	Bo3g017820	Csa04g028570
OG0000069	Bo3g017820	Csa06g019650
OG0000069	Bo3g017820	Csa14g009040
OG0000069	Bo3g017820	Csa09g042470
OG0000069	Bo3g017820	Csa17g011250
OG0000069	Bo3g017820	Csa14g009220
OG0000069	Bo3g017820	Csa06g028200
OG0000069	Bo3g017820	Csa17g011050
OG0000069	Bo3g017820	Csa09g040980
OG0000069	Bo3g017820	Csa18g032960
OG0000069	Bo4g166750	Csa02g065780
OG0000069	Bo4g166750	Csa06g020130
OG0000069	Bo4g166750	Csa03g011270
OG0000069	Bo4g166750	Csa04g039760
OG0000069	Bo4g166750	Csa04g029130
OG0000069	Bo4g166750	Csa11g093510
OG0000069	Bo4g166750	Csa05g035660
OG0000069	Bo4g166750	Csa11g093870
OG0000069	Bo4g166750	Csa02g065410
OG0000069	Bo4g166750	Csa09g062160
OG0000069	Bo4g166750	Csa04g028570
OG0000069	Bo4g166750	Csa06g019650
OG0000069	Bo4g166750	Csa14g009040
OG0000069	Bo4g166750	Csa09g042470
OG0000069	Bo4g166750	Csa17g011250
OG0000069	Bo4g166750	Csa14g009220
OG0000069	Bo4g166750	Csa06g028200
OG0000069	Bo4g166750	Csa17g011050
OG0000069	Bo4g166750	Csa09g040980
OG0000069	Bo4g166750	Csa18g032960
OG0000069	Bo3g040050	Csa02g065780
OG0000069	Bo3g040050	Csa06g020130
OG0000069	Bo3g040050	Csa03g011270
OG0000069	Bo3g040050	Csa04g039760
OG0000069	Bo3g040050	Csa04g029130
OG0000069	Bo3g040050	Csa11g093510
OG0000069	Bo3g040050	Csa05g035660
OG0000069	Bo3g040050	Csa11g093870
OG0000069	Bo3g040050	Csa02g065410
OG0000069	Bo3g040050	Csa09g062160
OG0000069	Bo3g040050	Csa04g028570
OG0000069	Bo3g040050	Csa06g019650
OG0000069	Bo3g040050	Csa14g009040
OG0000069	Bo3g040050	Csa09g042470
OG0000069	Bo3g040050	Csa17g011250
OG0000069	Bo3g040050	Csa14g009220
OG0000069	Bo3g040050	Csa06g028200
OG0000069	Bo3g040050	Csa17g011050
OG0000069	Bo3g040050	Csa09g040980
OG0000069	Bo3g040050	Csa18g032960
OG0000069	Bo3g031810	Csa02g065780
OG0000069	Bo3g031810	Csa06g020130
OG0000069	Bo3g031810	Csa03g011270
OG0000069	Bo3g031810	Csa04g039760
OG0000069	Bo3g031810	Csa04g029130
OG0000069	Bo3g031810	Csa11g093510
OG0000069	Bo3g031810	Csa05g035660
OG0000069	Bo3g031810	Csa11g093870
OG0000069	Bo3g031810	Csa02g065410
OG0000069	Bo3g031810	Csa09g062160
OG0000069	Bo3g031810	Csa04g028570
OG0000069	Bo3g031810	Csa06g019650
OG0000069	Bo3g031810	Csa14g009040
OG0000069	Bo3g031810	Csa09g042470
OG0000069	Bo3g031810	Csa17g011250
OG0000069	Bo3g031810	Csa14g009220
OG0000069	Bo3g031810	Csa06g028200
OG0000069	Bo3g031810	Csa17g011050
OG0000069	Bo3g031810	Csa09g040980
OG0000069	Bo3g031810	Csa18g032960
OG0000069	Bo3g130250	Csa02g065780
OG0000069	Bo3g130250	Csa06g020130
OG0000069	Bo3g130250	Csa03g011270
OG0000069	Bo3g130250	Csa04g039760
OG0000069	Bo3g130250	Csa04g029130
OG0000069	Bo3g130250	Csa11g093510
OG0000069	Bo3g130250	Csa05g035660
OG0000069	Bo3g130250	Csa11g093870
OG0000069	Bo3g130250	Csa02g065410
OG0000069	Bo3g130250	Csa09g062160
OG0000069	Bo3g130250	Csa04g028570
OG0000069	Bo3g130250	Csa06g019650
OG0000069	Bo3g130250	Csa14g009040
OG0000069	Bo3g130250	Csa09g042470
OG0000069	Bo3g130250	Csa17g011250
OG0000069	Bo3g130250	Csa14g009220
OG0000069	Bo3g130250	Csa06g028200
OG0000069	Bo3g130250	Csa17g011050
OG0000069	Bo3g130250	Csa09g040980
OG0000069	Bo3g130250	Csa18g032960
OG0000069	Bo5g008410	Csa02g065780
OG0000069	Bo5g008410	Csa06g020130
OG0000069	Bo5g008410	Csa03g011270
OG0000069	Bo5g008410	Csa04g039760
OG0000069	Bo5g008410	Csa04g029130
OG0000069	Bo5g008410	Csa11g093510
OG0000069	Bo5g008410	Csa05g035660
OG0000069	Bo5g008410	Csa11g093870
OG0000069	Bo5g008410	Csa02g065410
OG0000069	Bo5g008410	Csa09g062160
OG0000069	Bo5g008410	Csa04g028570
OG0000069	Bo5g008410	Csa06g019650
OG0000069	Bo5g008410	Csa14g009040
OG0000069	Bo5g008410	Csa09g042470
OG0000069	Bo5g008410	Csa17g011250
OG0000069	Bo5g008410	Csa14g009220
OG0000069	Bo5g008410	Csa06g028200
OG0000069	Bo5g008410	Csa17g011050
OG0000069	Bo5g008410	Csa09g040980
OG0000069	Bo5g008410	Csa18g032960
OG0000069	Bo4g030440	Csa02g065780
OG0000069	Bo4g030440	Csa06g020130
OG0000069	Bo4g030440	Csa03g011270
OG0000069	Bo4g030440	Csa04g039760
OG0000069	Bo4g030440	Csa04g029130
OG0000069	Bo4g030440	Csa11g093510
OG0000069	Bo4g030440	Csa05g035660
OG0000069	Bo4g030440	Csa11g093870
OG0000069	Bo4g030440	Csa02g065410
OG0000069	Bo4g030440	Csa09g062160
OG0000069	Bo4g030440	Csa04g028570
OG0000069	Bo4g030440	Csa06g019650
OG0000069	Bo4g030440	Csa14g009040
OG0000069	Bo4g030440	Csa09g042470
OG0000069	Bo4g030440	Csa17g011250
OG0000069	Bo4g030440	Csa14g009220
OG0000069	Bo4g030440	Csa06g028200
OG0000069	Bo4g030440	Csa17g011050
OG0000069	Bo4g030440	Csa09g040980
OG0000069	Bo4g030440	Csa18g032960
OG0000069	Bo8g010850	Csa02g065780
OG0000069	Bo8g010850	Csa06g020130
OG0000069	Bo8g010850	Csa03g011270
OG0000069	Bo8g010850	Csa04g039760
OG0000069	Bo8g010850	Csa04g029130
OG0000069	Bo8g010850	Csa11g093510
OG0000069	Bo8g010850	Csa05g035660
OG0000069	Bo8g010850	Csa11g093870
OG0000069	Bo8g010850	Csa02g065410
OG0000069	Bo8g010850	Csa09g062160
OG0000069	Bo8g010850	Csa04g028570
OG0000069	Bo8g010850	Csa06g019650
OG0000069	Bo8g010850	Csa14g009040
OG0000069	Bo8g010850	Csa09g042470
OG0000069	Bo8g010850	Csa17g011250
OG0000069	Bo8g010850	Csa14g009220
OG0000069	Bo8g010850	Csa06g028200
OG0000069	Bo8g010850	Csa17g011050
OG0000069	Bo8g010850	Csa09g040980
OG0000069	Bo8g010850	Csa18g032960
OG0000069	Bo8g112850	Csa02g065780
OG0000069	Bo8g112850	Csa06g020130
OG0000069	Bo8g112850	Csa03g011270
OG0000069	Bo8g112850	Csa04g039760
OG0000069	Bo8g112850	Csa04g029130
OG0000069	Bo8g112850	Csa11g093510
OG0000069	Bo8g112850	Csa05g035660
OG0000069	Bo8g112850	Csa11g093870
OG0000069	Bo8g112850	Csa02g065410
OG0000069	Bo8g112850	Csa09g062160
OG0000069	Bo8g112850	Csa04g028570
OG0000069	Bo8g112850	Csa06g019650
OG0000069	Bo8g112850	Csa14g009040
OG0000069	Bo8g112850	Csa09g042470
OG0000069	Bo8g112850	Csa17g011250
OG0000069	Bo8g112850	Csa14g009220
OG0000069	Bo8g112850	Csa06g028200
OG0000069	Bo8g112850	Csa17g011050
OG0000069	Bo8g112850	Csa09g040980
OG0000069	Bo8g112850	Csa18g032960
OG0000069	Bo4g069210	Csa02g065780
OG0000069	Bo4g069210	Csa06g020130
