Orthogroup	Brassica_oleracea	Eutrema_salsugineum
OG0000048	Bo3g153840, Bo6g095600, Bo3g162090, Bo3g110910, Bo3g110930, Bo6g095610, Bo4g044080, Bo6g098660, Bo5g030450, Bo9g070330, Bo7g062270, Bo5g017330, Bo01805s020, Bo3g106910, Bo9g123570, Bo1g052860, Bo7g067010, Bo2g083730, Bo8g112620, Bo9g061150, Bo6g095730, Bo5g123770, Bo5g048910, Bo01805s010	EUTSA_v10000656mg, EUTSA_v10003071mg, EUTSA_v10023123mg
OG0000048	Bo17257s010, Bo00534s030	EUTSA_v10017580mg
OG0000048	Bo7g026720	EUTSA_v10012371mg
OG0000048	Bo3g010680, Bo3g039930	EUTSA_v10015528mg
OG0000048	Bo13896s010, Bo10343s010, Bo5g129160, Bo9g070380, Bo8g016610, Bo01038s040, Bo9g090750, Bo2g064580, Bo3g078590, Bo9g032100, Bo01834s010, Bo01604s020, Bo6g031350, Bo1g098390, Bo00932s050, Bo09601s010, Bo2g149380	EUTSA_v10002819mg
OG0000048	Bo9g042270, Bo3g042200, Bo5g039120, Bo7g059930, Bo2g041170, Bo3g039250, Bo2g160580, Bo5g039110, Bo1g091700, Bo8g066390, Bo5g018060, Bo3g139840, Bo4g116800	EUTSA_v10012218mg
OG0000048	Bo8g066380	EUTSA_v10019653mg
OG0000049	Bo4g094250, Bo1g068520	EUTSA_v10001868mg, EUTSA_v10011953mg, EUTSA_v10022584mg, EUTSA_v10028186mg, EUTSA_v10027556mg, EUTSA_v10024135mg, EUTSA_v10023166mg
OG0000049	Bo9g134720, Bo5g053530, Bo3g048270, Bo08732s010, Bo8g098410, Bo7g080610, Bo4g065850, Bo7g031480, Bo10344s010, Bo19898s010, Bo2g095060, Bo2g095050, Bo7g087270, Bo3g132750, Bo9g142400, Bo4g135960, Bo5g071100, Bo6g071180, Bo2g064280, Bo1g040720, Bo1g041800, Bo6g097370, Bo00947s020, Bo4g136200, Bo3g045240, Bo5g071110, Bo6g071170	EUTSA_v10012171mg
OG0000049	Bo4g137690, Bo8g036660, Bo9g069420, Bo4g078350, Bo7g082050, Bo4g052110	EUTSA_v10011093mg, EUTSA_v10011948mg, EUTSA_v10002772mg, EUTSA_v10012261mg, EUTSA_v10015783mg, EUTSA_v10012204mg
OG0000049	Bo4g136210	EUTSA_v10011986mg
OG0000049	Bo9g097580, Bo9g118820, Bo7g065590	EUTSA_v10023932mg, EUTSA_v10023173mg, EUTSA_v10002181mg, EUTSA_v10002330mg, EUTSA_v10019469mg, EUTSA_v10028046mg
OG0000049	Bo1g040610, Bo9g111320, Bo3g170880, Bo1g040600, Bo9g130690, Bo8g030260	EUTSA_v10002288mg, EUTSA_v10022494mg
OG0000049	Bo11159s010, Bo9g069820, Bo4g154390, Bo3g043030, Bo7g014260, Bo4g078550, Bo4g038810, Bo6g010900, Bo4g107590, Bo6g058790, Bo7g095330, Bo8g027330, Bo7g095320, Bo4g038410, Bo6g058800	EUTSA_v10024100mg, EUTSA_v10029343mg, EUTSA_v10023825mg, EUTSA_v10015352mg, EUTSA_v10002275mg, EUTSA_v10005675mg, EUTSA_v10023867mg, EUTSA_v10005333mg
OG0000049	Bo01149s010, Bo7g014420, Bo2g075290, Bo1g048180, Bo4g029960, Bo3g158600	EUTSA_v10012191mg
OG0000050	Bo2g085140	EUTSA_v10026962mg
OG0000050	Bo6g086210	EUTSA_v10014984mg
OG0000050	Bo6g086210	EUTSA_v10019309mg
OG0000050	Bo1g003080	EUTSA_v10014984mg
OG0000050	Bo1g003080	EUTSA_v10019309mg
OG0000050	Bo3g006860	EUTSA_v10014984mg
OG0000050	Bo3g006860	EUTSA_v10019309mg
OG0000050	Bo2g149830	EUTSA_v10014986mg
OG0000050	Bo2g149830	EUTSA_v10014985mg
OG0000050	Bo2g149830	EUTSA_v10029057mg
OG0000050	Bo2g149830	EUTSA_v10005111mg
OG0000050	Bo2g149830	EUTSA_v10005114mg
OG0000050	Bo2g009840	EUTSA_v10014986mg
OG0000050	Bo2g009840	EUTSA_v10014985mg
OG0000050	Bo2g009840	EUTSA_v10029057mg
OG0000050	Bo2g009840	EUTSA_v10005111mg
OG0000050	Bo2g009840	EUTSA_v10005114mg
OG0000050	Bo9g058450	EUTSA_v10014986mg
OG0000050	Bo9g058450	EUTSA_v10014985mg
OG0000050	Bo9g058450	EUTSA_v10029057mg
OG0000050	Bo9g058450	EUTSA_v10005111mg
OG0000050	Bo9g058450	EUTSA_v10005114mg
OG0000050	Bo9g018640	EUTSA_v10014986mg
OG0000050	Bo9g018640	EUTSA_v10014985mg
OG0000050	Bo9g018640	EUTSA_v10029057mg
OG0000050	Bo9g018640	EUTSA_v10005111mg
OG0000050	Bo9g018640	EUTSA_v10005114mg
OG0000050	Bo9g172190	EUTSA_v10014986mg
OG0000050	Bo9g172190	EUTSA_v10014985mg
OG0000050	Bo9g172190	EUTSA_v10029057mg
OG0000050	Bo9g172190	EUTSA_v10005111mg
OG0000050	Bo9g172190	EUTSA_v10005114mg
OG0000050	Bo4g127090	EUTSA_v10014986mg
OG0000050	Bo4g127090	EUTSA_v10014985mg
OG0000050	Bo4g127090	EUTSA_v10029057mg
OG0000050	Bo4g127090	EUTSA_v10005111mg
OG0000050	Bo4g127090	EUTSA_v10005114mg
OG0000051	Bo3g004900, Bo2g009070	EUTSA_v10015314mg
OG0000051	Bo3g009630, Bo2g011690	EUTSA_v10015204mg
OG0000051	Bo2g140290	EUTSA_v10005506mg
OG0000051	Bo4g140720	EUTSA_v10028016mg
OG0000051	Bo4g140730	EUTSA_v10028017mg
OG0000051	Bo5g153900	EUTSA_v10021883mg
OG0000051	Bo9g098660	EUTSA_v10015879mg
OG0000051	Bo3g112270, Bo01539s020, Bo01539s010	EUTSA_v10010885mg
OG0000052	Bo4g085050, Bo1g024410, Bo9g097010, Bo8g088440, Bo6g037220, Bo00689s030, Bo00689s010, Bo1g080150, Bo9g133650, Bo7g031460, Bo1g067340, Bo3g153730, Bo8g025680, Bo3g071640, Bo6g013280, Bo4g122790, Bo8g089960, Bo3g008710, Bo8g051150, Bo1g050660, Bo6g080870, Bo00889s010, Bo8g061180, Bo1g098230, Bo3g138510, Bo6g094100, Bo08068s010, Bo9g117700, Bo1g098720, Bo9g066990, Bo4g137700, Bo4g071840, Bo8g097960, Bo2g148100, Bo01394s010, Bo9g111340, Bo7g114250, Bo7g060230, Bo1g012020, Bo8g079440, Bo9g119110, Bo4g158890	EUTSA_v10027192mg
OG0000053	Bo2g023510	EUTSA_v10002700mg
OG0000053	Bo3g015550	EUTSA_v10002700mg
OG0000053	Bo9g149940	EUTSA_v10002700mg
OG0000053	Bo6g055980, Bo8g038230	EUTSA_v10026490mg
OG0000053	Bo1g103630, Bo3g081480	EUTSA_v10021692mg
OG0000053	Bo3g035400	EUTSA_v10017373mg
OG0000053	Bo3g035400	EUTSA_v10006295mg
OG0000053	Bo6g072350	EUTSA_v10017373mg
OG0000053	Bo6g072350	EUTSA_v10006295mg
OG0000053	Bo4g112740	EUTSA_v10017373mg
OG0000053	Bo4g112740	EUTSA_v10006295mg
OG0000054	Bo5g017210, Bo8g062550	EUTSA_v10009061mg
OG0000054	Bo02928s010, Bo9g037220	EUTSA_v10023747mg
OG0000054	Bo4g050960, Bo3g045750, Bo07665s010	EUTSA_v10029060mg
OG0000054	Bo3g037620	EUTSA_v10001680mg
OG0000054	Bo2g055670, Bo3g045820, Bo9g079630	EUTSA_v10029045mg
OG0000054	Bo3g045810, Bo9g079600	EUTSA_v10029313mg
OG0000054	Bo1g027300	EUTSA_v10026536mg
OG0000057	Bo9g133110	EUTSA_v10015530mg
OG0000057	Bo8g067040	EUTSA_v10006710mg
OG0000057	Bo2g164300	EUTSA_v10003603mg
OG0000057	Bo3g124970	EUTSA_v10002391mg
OG0000057	Bo3g086800	EUTSA_v10002390mg
OG0000057	Bo7g008350, Bo9g027480	EUTSA_v10022531mg
OG0000060	Bo3g040070, Bo4g166700, Bo4g069220	EUTSA_v10017370mg
OG0000060	Bo3g017650, Bo3g017110, Bo9g148120	EUTSA_v10014958mg
OG0000060	Bo6g067610	EUTSA_v10017408mg
OG0000060	Bo8g083030, Bo4g121670	EUTSA_v10010811mg
OG0000060	Bo2g025250, Bo9g140940	EUTSA_v10014927mg, EUTSA_v10002705mg, EUTSA_v10002699mg
OG0000061	Bo3g064000	EUTSA_v10002936mg
OG0000062	Bo5g110080	EUTSA_v10022051mg
OG0000064	Bo7g003750, Bo9g028130	EUTSA_v10001881mg
OG0000064	Bo1g017260	EUTSA_v10024210mg
OG0000064	Bo9g059370, Bo7g066830	EUTSA_v10003130mg
OG0000064	Bo8g115720	EUTSA_v10006554mg
OG0000064	Bo3g026490	EUTSA_v10016137mg
OG0000064	Bo8g104800	EUTSA_v10006551mg
OG0000064	Bo3g015200, Bo2g021860	EUTSA_v10012431mg
OG0000064	Bo4g108610, Bo6g074590	EUTSA_v10006411mg
OG0000064	Bo9g056070	EUTSA_v10023213mg
OG0000064	Bo5g009220	EUTSA_v10006560mg
OG0000065	Bo6g119870	EUTSA_v10018544mg
OG0000065	Bo7g067360, Bo9g059850, Bo2g124350	EUTSA_v10003210mg
OG0000065	Bo3g162350, Bo1g022580, Bo7g107230	EUTSA_v10025207mg
OG0000065	Bo4g039350	EUTSA_v10016629mg
OG0000065	Bo9g169510	EUTSA_v10013524mg
OG0000065	Bo7g097420	EUTSA_v10004208mg
OG0000065	Bo4g061410, Bo4g169440	EUTSA_v10016651mg
OG0000065	Bo3g116270, Bo3g134050, Bo3g107240	EUTSA_v10005520mg
OG0000066	Bo7g103970	EUTSA_v10028156mg, EUTSA_v10028328mg, EUTSA_v10028175mg
OG0000066	Bo6g018450, Bo5g042990	EUTSA_v10027826mg
OG0000066	Bo9g174470	EUTSA_v10009833mg
OG0000066	Bo7g054720, Bo7g054730, Bo7g054770, Bo7g054710, Bo7g054760	EUTSA_v10009725mg, EUTSA_v10009578mg
OG0000066	Bo6g066340	EUTSA_v10027954mg, EUTSA_v10028292mg
OG0000068	Bo3g155390	EUTSA_v10008964mg
OG0000068	Bo6g119980, Bo2g086550, Bo6g085070	EUTSA_v10019260mg
OG0000068	Bo6g015710, Bo8g012800, Bo6g015720	EUTSA_v10011957mg, EUTSA_v10012113mg, EUTSA_v10012186mg, EUTSA_v10012032mg, EUTSA_v10012272mg, EUTSA_v10012026mg, EUTSA_v10012363mg, EUTSA_v10012168mg, EUTSA_v10012355mg
OG0000069	Bo2g025530	EUTSA_v10017467mg
OG0000069	Bo2g025530	EUTSA_v10017468mg
OG0000069	Bo2g025530	EUTSA_v10010851mg
OG0000069	Bo2g025530	EUTSA_v10015098mg
OG0000069	Bo2g025530	EUTSA_v10016102mg
OG0000069	Bo2g025530	EUTSA_v10002736mg
OG0000069	Bo2g025530	EUTSA_v10002735mg
OG0000069	Bo2g025530	EUTSA_v10009172mg
OG0000069	Bo3g017820	EUTSA_v10017467mg
OG0000069	Bo3g017820	EUTSA_v10017468mg
OG0000069	Bo3g017820	EUTSA_v10010851mg
OG0000069	Bo3g017820	EUTSA_v10015098mg
OG0000069	Bo3g017820	EUTSA_v10016102mg
OG0000069	Bo3g017820	EUTSA_v10002736mg
OG0000069	Bo3g017820	EUTSA_v10002735mg
OG0000069	Bo3g017820	EUTSA_v10009172mg
OG0000069	Bo4g166750	EUTSA_v10017467mg
OG0000069	Bo4g166750	EUTSA_v10017468mg
OG0000069	Bo4g166750	EUTSA_v10010851mg
OG0000069	Bo4g166750	EUTSA_v10015098mg
OG0000069	Bo4g166750	EUTSA_v10016102mg
OG0000069	Bo4g166750	EUTSA_v10002736mg
OG0000069	Bo4g166750	EUTSA_v10002735mg
OG0000069	Bo4g166750	EUTSA_v10009172mg
OG0000069	Bo3g040050	EUTSA_v10017467mg
OG0000069	Bo3g040050	EUTSA_v10017468mg
OG0000069	Bo3g040050	EUTSA_v10010851mg
OG0000069	Bo3g040050	EUTSA_v10015098mg
OG0000069	Bo3g040050	EUTSA_v10016102mg
OG0000069	Bo3g040050	EUTSA_v10002736mg
OG0000069	Bo3g040050	EUTSA_v10002735mg
OG0000069	Bo3g040050	EUTSA_v10009172mg
OG0000069	Bo3g031810	EUTSA_v10017467mg
OG0000069	Bo3g031810	EUTSA_v10017468mg
OG0000069	Bo3g031810	EUTSA_v10010851mg
OG0000069	Bo3g031810	EUTSA_v10015098mg
OG0000069	Bo3g031810	EUTSA_v10016102mg
OG0000069	Bo3g031810	EUTSA_v10002736mg
OG0000069	Bo3g031810	EUTSA_v10002735mg
OG0000069	Bo3g031810	EUTSA_v10009172mg
OG0000069	Bo3g130250	EUTSA_v10017467mg
OG0000069	Bo3g130250	EUTSA_v10017468mg
OG0000069	Bo3g130250	EUTSA_v10010851mg
OG0000069	Bo3g130250	EUTSA_v10015098mg
OG0000069	Bo3g130250	EUTSA_v10016102mg
OG0000069	Bo3g130250	EUTSA_v10002736mg
OG0000069	Bo3g130250	EUTSA_v10002735mg
OG0000069	Bo3g130250	EUTSA_v10009172mg
OG0000069	Bo5g008410	EUTSA_v10017467mg
OG0000069	Bo5g008410	EUTSA_v10017468mg
OG0000069	Bo5g008410	EUTSA_v10010851mg
OG0000069	Bo5g008410	EUTSA_v10015098mg
OG0000069	Bo5g008410	EUTSA_v10016102mg
OG0000069	Bo5g008410	EUTSA_v10002736mg
OG0000069	Bo5g008410	EUTSA_v10002735mg
OG0000069	Bo5g008410	EUTSA_v10009172mg
OG0000069	Bo4g030440	EUTSA_v10017467mg
OG0000069	Bo4g030440	EUTSA_v10017468mg
OG0000069	Bo4g030440	EUTSA_v10010851mg
OG0000069	Bo4g030440	EUTSA_v10015098mg
OG0000069	Bo4g030440	EUTSA_v10016102mg
OG0000069	Bo4g030440	EUTSA_v10002736mg
OG0000069	Bo4g030440	EUTSA_v10002735mg
OG0000069	Bo4g030440	EUTSA_v10009172mg
OG0000069	Bo8g010850	EUTSA_v10017467mg
OG0000069	Bo8g010850	EUTSA_v10017468mg
OG0000069	Bo8g010850	EUTSA_v10010851mg
OG0000069	Bo8g010850	EUTSA_v10015098mg
OG0000069	Bo8g010850	EUTSA_v10016102mg
OG0000069	Bo8g010850	EUTSA_v10002736mg
OG0000069	Bo8g010850	EUTSA_v10002735mg
OG0000069	Bo8g010850	EUTSA_v10009172mg
OG0000069	Bo8g112850	EUTSA_v10017467mg
OG0000069	Bo8g112850	EUTSA_v10017468mg
OG0000069	Bo8g112850	EUTSA_v10010851mg
OG0000069	Bo8g112850	EUTSA_v10015098mg
OG0000069	Bo8g112850	EUTSA_v10016102mg
OG0000069	Bo8g112850	EUTSA_v10002736mg
OG0000069	Bo8g112850	EUTSA_v10002735mg
OG0000069	Bo8g112850	EUTSA_v10009172mg
OG0000069	Bo4g069210	EUTSA_v10017467mg
OG0000069	Bo4g069210	EUTSA_v10017468mg
OG0000069	Bo4g069210	EUTSA_v10010851mg
OG0000069	Bo4g069210	EUTSA_v10015098mg
OG0000069	Bo4g069210	EUTSA_v10016102mg
OG0000069	Bo4g069210	EUTSA_v10002736mg
OG0000069	Bo4g069210	EUTSA_v10002735mg
OG0000069	Bo4g069210	EUTSA_v10009172mg
OG0000069	Bo6g120620	EUTSA_v10017467mg
OG0000069	Bo6g120620	EUTSA_v10017468mg
OG0000069	Bo6g120620	EUTSA_v10010851mg
OG0000069	Bo6g120620	EUTSA_v10015098mg
OG0000069	Bo6g120620	EUTSA_v10016102mg
OG0000069	Bo6g120620	EUTSA_v10002736mg
OG0000069	Bo6g120620	EUTSA_v10002735mg
OG0000069	Bo6g120620	EUTSA_v10009172mg
OG0000070	Bo1g002200, Bo7g119560	EUTSA_v10026642mg
OG0000070	Bo8g101930	EUTSA_v10000385mg
OG0000070	Bo9g026290, Bo7g012710, Bo3g093920	EUTSA_v10023080mg
OG0000070	Bo8g050070, Bo7g117780, Bo1g005930	EUTSA_v10026647mg
OG0000070	Bo6g086220, Bo6g119730	EUTSA_v10019345mg
OG0000070	Bo7g062200, Bo5g027790	EUTSA_v10009412mg
OG0000070	Bo7g017530, Bo3g091420	EUTSA_v10023118mg
OG0000070	Bo1g006970, Bo7g117030	EUTSA_v10026631mg
OG0000071	Bo2g010210, Bo5g093000	EUTSA_v10028052mg, EUTSA_v10026785mg
OG0000071	Bo4g060070, Bo4g060020, Bo3g039880, Bo3g039890	EUTSA_v10016490mg
OG0000071	Bo05709s010	EUTSA_v10012238mg
OG0000072	Bo6g066330, Bo7g033040, Bo8g098430, Bo5g123040, Bo5g069390	EUTSA_v10011039mg, EUTSA_v10003362mg
OG0000072	Bo2g002370, Bo4g137370	EUTSA_v10003330mg, EUTSA_v10029337mg
OG0000072	Bo4g098480	EUTSA_v10022239mg, EUTSA_v10017745mg, EUTSA_v10002853mg
OG0000074	Bo9g137000	EUTSA_v10015491mg
OG0000074	Bo3g132990	EUTSA_v10010149mg
OG0000074	Bo3g018340	EUTSA_v10015748mg
OG0000074	Bo2g028300, Bo2g094780, Bo2g028330, Bo2g028350	EUTSA_v10015631mg, EUTSA_v10012810mg, EUTSA_v10012872mg, EUTSA_v10015939mg
OG0000074	Bo9g137050	EUTSA_v10012780mg
OG0000075	Bo5g103420, Bo2g091200, Bo3g023080, Bo5g080160, Bo9g097020, Bo8g079650, Bo3g064420, Bo5g118960, Bo5g126200, Bo7g113560, Bo3g069030, Bo9g043600, Bo8g077390, Bo9g154090, Bo3g165630, Bo7g081320, Bo1g123190, Bo00766s070, Bo4g059590, Bo2g134190, Bo2g134210, Bo2g120930, Bo5g110050, Bo00766s060, Bo8g033810, Bo8g054050, Bo3g143990, Bo7g065350, Bo3g147750, Bo4g142530, Bo4g151450, Bo5g079930, Bo6g043650, Bo8g004240, Bo3g185880, Bo00950s010, Bo3g030010, Bo7g108490, Bo3g091250, Bo1g117720, Bo4g021090, Bo4g142570, Bo6g066400, Bo7g077890, Bo3g128780, Bo4g061560, Bo01038s050, Bo7g005060, Bo7g007300, Bo4g050710, Bo4g182950, Bo7g005070, Bo4g045830, Bo01038s060, Bo7g007310, Bo4g050720, Bo7g007290, Bo2g030270, Bo4g136450, Bo4g142540, Bo7g120810, Bo4g013440, Bo9g058650, Bo00846s020, Bo9g065600, Bo5g021090, Bo5g007590, Bo6g072420	EUTSA_v10002234mg
OG0000075	Bo8g104320, Bo9g135280	EUTSA_v10005644mg
OG0000077	Bo4g045230	EUTSA_v10017694mg
OG0000077	Bo4g045290	EUTSA_v10016323mg
OG0000077	Bo4g181800	EUTSA_v10016279mg
OG0000077	Bo3g026890, Bo4g045330	EUTSA_v10016266mg, EUTSA_v10016267mg
OG0000077	Bo4g045350	EUTSA_v10016223mg
OG0000077	Bo4g178190	EUTSA_v10022625mg
OG0000078	Bo7g061840	EUTSA_v10008827mg
OG0000078	Bo6g119920	EUTSA_v10019171mg
OG0000078	Bo1g006800	EUTSA_v10026291mg
OG0000078	Bo7g016350	EUTSA_v10022857mg
OG0000078	Bo2g127620, Bo7g073960	EUTSA_v10001030mg
OG0000078	Bo1g059260, Bo8g081690, Bo7g100890	EUTSA_v10022861mg
OG0000079	Bo7g115740, Bo1g010450	EUTSA_v10024278mg
OG0000079	Bo3g003250, Bo2g006860	EUTSA_v10012528mg
OG0000079	Bo7g066970	EUTSA_v10003137mg
OG0000079	Bo3g012630	EUTSA_v10012538mg
OG0000079	Bo1g002500	EUTSA_v10024277mg
OG0000079	Bo9g018320, Bo2g166370, Bo3g100970	EUTSA_v100035740mg
OG0000079	Bo3g005320	EUTSA_v10012521mg
OG0000080	Bo2g042010, Bo2g042040, Bo2g045810, Bo2g045800, Bo2g044760, Bo03563s010, Bo2g041670, Bo2g045980, Bo2g041970, Bo07718s010, Bo16290s010, Bo3g182760, Bo3g182690	EUTSA_v10015326mg
OG0000080	Bo2g041690, Bo2g041680	EUTSA_v10015966mg
OG0000083	Bo7g110200, Bo8g050640, Bo7g110210	EUTSA_v10024522mg
OG0000083	Bo1g025610, Bo5g045030	EUTSA_v10028451mg, EUTSA_v10006900mg
OG0000083	Bo8g107080, Bo5g018130, Bo2g131680, Bo8g107090, Bo5g018050	EUTSA_v10006818mg
OG0000083	Bo9g073030	EUTSA_v10003709mg
OG0000083	Bo7g081030, Bo7g081050	EUTSA_v10003663mg
OG0000083	Bo9g073020, Bo2g136730, Bo05202s010, Bo7g081020	EUTSA_v10003656mg
OG0000084	Bo1g051090, Bo8g053010	EUTSA_v10026967mg
OG0000084	Bo3g022730, Bo2g045910	EUTSA_v10014941mg
OG0000084	Bo9g032580	EUTSA_v10023744mg
OG0000084	Bo3g091660, Bo7g016340	EUTSA_v10022898mg
OG0000084	Bo2g036520, Bo3g021210, Bo9g123500	EUTSA_v10014935mg
OG0000084	Bo3g062460, Bo5g139930, Bo1g144930	EUTSA_v10021705mg
OG0000085	Bo7g115760	EUTSA_v10027331mg
OG0000085	Bo4g187690, Bo4g187680, Bo4g187670	EUTSA_v10017690mg
OG0000085	Bo9g058470	EUTSA_v10028348mg, EUTSA_v10028299mg
OG0000085	Bo00576s130, Bo8g082930	EUTSA_v10011126mg
OG0000085	Bo7g067330	EUTSA_v100034020mg, EUTSA_v100034021mg
OG0000086	Bo7g110430, Bo1g040310	EUTSA_v10026532mg
OG0000086	Bo9g107090, Bo2g047920	EUTSA_v10014982mg
OG0000086	Bo9g002450	EUTSA_v10029050mg
OG0000086	Bo3g017680, Bo9g140920, Bo2g025270	EUTSA_v10014975mg
OG0000086	Bo3g130270	EUTSA_v10002714mg
OG0000087	Bo3g158520, Bo7g021230, Bo21467s010, Bo7g021200, Bo1g118910, Bo3g039610	EUTSA_v10016048mg, EUTSA_v10001096mg
OG0000087	Bo2g051240, Bo2g150110, Bo27102s010, Bo2g148040, Bo10677s010, Bo5g086530, Bo1g103450	EUTSA_v10009558mg, EUTSA_v10009736mg
OG0000087	Bo5g028000, Bo1g101940, Bo1g101950, Bo6g062120, Bo9g032660, Bo3g108230, Bo7g032950, Bo20330s010	EUTSA_v10017956mg
OG0000088	Bo9g142470, Bo2g025000	EUTSA_v10012880mg
OG0000088	Bo3g017450, Bo9g142390, Bo9g142350	EUTSA_v10012788mg
OG0000088	Bo2g025010, Bo9g142330, Bo3g017460	EUTSA_v10012889mg
OG0000088	Bo9g142340	EUTSA_v10012851mg
OG0000088	Bo3g129880	EUTSA_v10002427mg
OG0000088	Bo3g017440	EUTSA_v10015671mg
OG0000089	Bo6g095710, Bo5g081330	EUTSA_v10000512mg
OG0000090	Bo4g055070, Bo4g055120	EUTSA_v10017057mg, EUTSA_v10017909mg, EUTSA_v10017639mg
OG0000090	Bo4g169210, Bo4g055150, Bo4g063570	EUTSA_v10017106mg
OG0000090	Bo8g114070	EUTSA_v10009420mg
OG0000090	Bo4g169240, Bo4g169250, Bo4g169180	EUTSA_v10017118mg
OG0000090	Bo4g064610, Bo4g064620, Bo00898s040	EUTSA_v10017657mg
OG0000093	Bo5g109890, Bo4g136230, Bo8g029080, Bo1g136110, Bo3g121980, Bo4g083520, Bo6g068380, Bo3g158630, Bo5g057390, Bo3g179830, Bo7g081120, Bo5g025760, Bo1g011030, Bo5g089450, Bo5g067030, Bo9g085840, Bo9g117280, Bo3g040270, Bo3g044270, Bo3g175420	EUTSA_v10009535mg
OG0000094	Bo9g042150	EUTSA_v10023284mg
OG0000094	Bo1g098140	EUTSA_v10023285mg
OG0000094	Bo7g017560, Bo8g099130, Bo4g158620	EUTSA_v10023836mg, EUTSA_v10023852mg
OG0000094	Bo9g042110	EUTSA_v10023295mg
OG0000094	Bo4g086710, Bo1g098130	EUTSA_v10023279mg, EUTSA_v10023335mg
OG0000094	Bo8g059880	EUTSA_v10006804mg
OG0000094	Bo4g086700	EUTSA_v10023278mg
OG0000095	Bo1g037040	EUTSA_v10026489mg
OG0000095	Bo1g037070, Bo7g108980, Bo1g037050, Bo3g154350, Bo1g144040, Bo1g037060	EUTSA_v10026372mg
OG0000095	Bo2g134360	EUTSA_v10005071mg, EUTSA_v10005076mg
OG0000095	Bo7g078440, Bo9g070120	EUTSA_v10005073mg
OG0000096	Bo6g067230	EUTSA_v10010101mg
OG0000096	Bo2g081000	EUTSA_v10018087mg
OG0000096	Bo6g087230, Bo6g118500, Bo6g087210, Bo6g085010	EUTSA_v10018093mg
OG0000096	Bo6g087200	EUTSA_v10018082mg, EUTSA_v10018202mg, EUTSA_v10018158mg, EUTSA_v10018074mg
OG0000096	Bo4g157210, Bo4g158560	EUTSA_v10000563mg, EUTSA_v10000565mg, EUTSA_v10000451mg
OG0000098	Bo4g186210, Bo3g030080	EUTSA_v10016140mg
OG0000098	Bo4g161200	EUTSA_v10001880mg
OG0000098	Bo7g088820	EUTSA_v10005611mg
OG0000098	Bo5g021040	EUTSA_v10006564mg
OG0000098	Bo5g020640, Bo5g020620, Bo8g066280	EUTSA_v10006563mg
OG0000098	Bo6g079920	EUTSA_v10018005mg
OG0000098	Bo5g126190	EUTSA_v10019897mg
OG0000099	Bo5g003170, Bo8g117460	EUTSA_v10009982mg
OG0000099	Bo9g165730	EUTSA_v10014797mg
OG0000099	Bo9g044070	EUTSA_v10006262mg, EUTSA_v10001656mg, EUTSA_v10008885mg
OG0000099	Bo6g111090, Bo2g068190, Bo5g039650, Bo7g056150	EUTSA_v10008884mg
OG0000102	Bo6g094790	EUTSA_v10029449mg
OG0000103	Bo2g109300	EUTSA_v10028454mg
OG0000103	Bo1g024330, Bo7g107470, Bo7g107480	EUTSA_v10027359mg, EUTSA_v10024480mg
OG0000103	Bo9g088140	EUTSA_v10028468mg
OG0000104	Bo4g014610, Bo4g191220	EUTSA_v10016824mg
OG0000104	Bo4g052590	EUTSA_v10017904mg
OG0000104	Bo8g019170, Bo8g011190, Bo8g020650, Bo8g021670, Bo8g021680, Bo6g005860, Bo6g006940, Bo03151s010, Bo6g010560	EUTSA_v10012027mg, EUTSA_v10012148mg, EUTSA_v10012166mg, EUTSA_v10012137mg, EUTSA_v10027196mg, EUTSA_v10000714mg, EUTSA_v10019424mg, EUTSA_v10015481mg, EUTSA_v10019430mg
OG0000104	Bo4g017220, Bo4g015910	EUTSA_v10017907mg
OG0000106	Bo5g148240	EUTSA_v10019959mg
OG0000106	Bo2g161700, Bo2g161740	EUTSA_v10005405mg, EUTSA_v10005598mg, EUTSA_v10005669mg
OG0000108	Bo4g119740, Bo8g084860	EUTSA_v10010274mg
OG0000108	Bo4g026850, Bo4g026840, Bo4g026830, Bo3g033000, Bo4g187910	EUTSA_v10016497mg
OG0000108	Bo9g059100, Bo9g059170, Bo2g119310, Bo2g119320, Bo7g065370, Bo7g065360	EUTSA_v10003187mg, EUTSA_v10003336mg, EUTSA_v10003340mg, EUTSA_v10003184mg, EUTSA_v10003182mg, EUTSA_v10003186mg
OG0000108	Bo7g065380, Bo2g119350	EUTSA_v10003348mg
OG0000109	Bo3g181470, Bo6g026070, Bo6g026090	EUTSA_v10012297mg
OG0000109	Bo01122s010, Bo6g023660, Bo01122s020	EUTSA_v10012003mg
OG0000109	Bo6g022530	EUTSA_v10011263mg
OG0000109	Bo6g026060, Bo6g026080, Bo4g026930	EUTSA_v10011749mg
OG0000110	Bo1g053300, Bo1g053310	EUTSA_v10027480mg
OG0000110	Bo8g045810, Bo8g045830	EUTSA_v10027310mg
OG0000112	Bo3g040400, Bo6g011020, Bo7g078260, Bo7g078320, Bo7g078300, Bo7g078230, Bo7g078290	EUTSA_v10017919mg, EUTSA_v10017868mg, EUTSA_v10017558mg, EUTSA_v10017601mg, EUTSA_v10017521mg
OG0000112	Bo7g049710, Bo7g049770, Bo6g073070, Bo8g096100, Bo5g027020, Bo9g163930, Bo3g052840, Bo5g003160	EUTSA_v10009511mg
OG0000113	Bo1g094310	EUTSA_v10006370mg
OG0000113	Bo3g092360	EUTSA_v10023102mg
