Orthogroup	Brassica_rapa	Arabidopsis_halleri
OG0000217	Bra016141, Bra007978, Bra003925, Bra004069	g03892, g03894, g03893, g24658
OG0000218	Bra035862	g19123, g17576, g12311
OG0000218	Bra032519, Bra015299	g02057
OG0000219	Bra003441	g14715
OG0000220	Bra012513	g05172
OG0000220	Bra020921	g05171
OG0000220	Bra027931, Bra027609, Bra027608	g24285, g24286
OG0000222	Bra038083, Bra039550	g20285
OG0000222	Bra034495, Bra027052	g17817
OG0000222	Bra000789	g21403
OG0000222	Bra020857, Bra013587	g14478, g14479
OG0000223	Bra035774, Bra022155, Bra001790	g11135
OG0000223	Bra002904, Bra028979, Bra035208, Bra035209	g09278
OG0000223	Bra019073, Bra004101, Bra035244, Bra034037	g23307, g23306
OG0000223	Bra026409, Bra019092	g04595
OG0000224	Bra010649	g02881
OG0000224	Bra015438, Bra024166, Bra033965, Bra010480, Bra010479, Bra036985	g03013
OG0000224	Bra016582, Bra002895, Bra002893	g32521
OG0000225	Bra007989	g31258, g31259
OG0000226	Bra028394	g32528
OG0000226	Bra003968	g27396
OG0000227	Bra014807, Bra014810	g21362, g25081, g15596, g26951, g24818
OG0000227	Bra024614	g13632
OG0000228	Bra019307	g14313
OG0000228	Bra000974	g19810
OG0000228	Bra032644, Bra033248	g01756
OG0000228	Bra014437, Bra007603	g05468
OG0000228	Bra039301, Bra004950	g09740
OG0000230	Bra030169, Bra030170, Bra030174	g26347
OG0000230	Bra030161, Bra032331, Bra030166	g26350, g26352
OG0000233	Bra030341	g01315
OG0000234	Bra003648, Bra003646	g01396
OG0000234	Bra003644	g01399
OG0000234	Bra025994, Bra026684, Bra026681, Bra026679, Bra026680	g09872
OG0000234	Bra025995	g09873
OG0000235	Bra027324	g06785
OG0000235	Bra021570, Bra027320	g06781, g06782, g06779
OG0000235	Bra027321, Bra001562, Bra001563, Bra001564	g06783
OG0000236	Bra007453, Bra037254, Bra002085	g18966
OG0000237	Bra039625	g24941
OG0000237	Bra031203, Bra030290	g23968
OG0000237	Bra010695	g02801
OG0000238	Bra022771, Bra028599, Bra006051	g19190
OG0000238	Bra024350, Bra031888	g07462, g01263
OG0000238	Bra031884	g07460
OG0000239	Bra029236, Bra004324, Bra019230, Bra012572, Bra012573, Bra012628, Bra016784, Bra038605, Bra009785	g01740
OG0000240	Bra038535	g21673
OG0000240	Bra009046, Bra006054	g10490
OG0000240	Bra037802	g07468
OG0000240	Bra004850, Bra000355	g18143
OG0000241	Bra029570	g19380
OG0000241	Bra009542	g24863
OG0000242	Bra013473, Bra013472	g05205, g05206
OG0000242	Bra024717	g08102, g08101, g08104, g08100
OG0000242	Bra024719	g08103
OG0000243	Bra031212, Bra030282	g06916, g06942, g06944, g06943, g06915, g06945, g06917, g06919
OG0000244	Bra013946	g29210, g28660, g16314, g09438, g21003, g30707, g29531, g29530, g29285, g08584, g05535, g04173, g26073, g05156, g17617, g23649, g04306
OG0000245	Bra013522	g21726
OG0000245	Bra001432	g05838
OG0000245	Bra038767, Bra004179, Bra004182, Bra038635	g11521
OG0000246	Bra015021	g18592, g27669, g08916, g02481, g27664, g20009, g20012, g20008, g20011
OG0000247	Bra030998	g25931
OG0000247	Bra003867	g04042
OG0000248	Bra021241, Bra001661	g16169
OG0000248	Bra000914	g09183
OG0000250	Bra006162, Bra006161, Bra023377, Bra006160	g00142, g10715
OG0000251	Bra012793	g20116
OG0000251	Bra027948, Bra000843	g30622
OG0000251	Bra039554, Bra012792	g30270, g30269
OG0000252	Bra012322	g13773
OG0000252	Bra031386	g13776, g13777
OG0000252	Bra016382, Bra031388	g13774
OG0000252	Bra031387	g13775
OG0000252	Bra012324	g27551, g13772
OG0000253	Bra034477	g14042
OG0000256	Bra003043	g09471
OG0000256	Bra029060, Bra029061	g29980, g29977, g09495, g09496, g21912, g09497, g09500, g31651
OG0000257	Bra027910, Bra020009, Bra020000, Bra031673, Bra030787, Bra031682, Bra030792	g28836
OG0000258	Bra025307	g18957
OG0000258	Bra012469	g08125
OG0000258	Bra004332, Bra004020	g14719
OG0000258	Bra019818, Bra026919	g04748
OG0000258	Bra026515, Bra025150	g19601
OG0000259	Bra028407	g04978
OG0000262	Bra003638, Bra010092	g01433, g01431, g27424
OG0000264	Bra031855	g11100
OG0000265	Bra038169, Bra027937	g24788
OG0000265	Bra000895	g09151, g01869
OG0000266	Bra005987	g23802, g30317
OG0000266	Bra029370, Bra029368, Bra029369, Bra026502, Bra009675, Bra009674, Bra009672, Bra009677	g27744, g27743, g27745
OG0000268	Bra000352	g18116
OG0000268	Bra037654	g07121
OG0000268	Bra037653, Bra040653	g18117
OG0000268	Bra004826	g22156
OG0000268	Bra037655	g18113
OG0000268	Bra028465	g26903
OG0000269	Bra024527	g13744
OG0000269	Bra016091	g03954
OG0000269	Bra011567	g00441
OG0000269	Bra036761, Bra034413	g26451
OG0000269	Bra000681	g18552
OG0000270	Bra027134, Bra031486, Bra031485	g25453
OG0000271	Bra022050, Bra022081, Bra022088, Bra022087, Bra024997	g07763
OG0000271	Bra024978, Bra022076	g07762
OG0000272	Bra024532, Bra012340	g13738
OG0000272	Bra005883, Bra009167	g30943, g15539
OG0000272	Bra003906, Bra007991, Bra017654, Bra016103	g03941, g03940
OG0000275	Bra031310	g11287
OG0000275	Bra001847	g11289, g11292, g11288
OG0000275	Bra012795, Bra039557	g20186, g19932, g20188, g20185
OG0000276	Bra014144, Bra039931, Bra032183, Bra032184	g22002, g01410
OG0000276	Bra028769, Bra005843	g26053
OG0000277	Bra031605, Bra002483, Bra031602, Bra018669	g10910, g32209
OG0000278	Bra011309	g08245, g24162, g05160, g25819
OG0000278	Bra017020	g32517, g32518, g12611
OG0000279	Bra029492, Bra000794, Bra041109	g21407
OG0000279	Bra027916, Bra027915	g26264
OG0000279	Bra016805, Bra031790	g04892
OG0000279	Bra034478	g17811
OG0000280	Bra005246, Bra017463, Bra017224	g03583
OG0000280	Bra005242, Bra005241, Bra023081, Bra023079	g03585
OG0000280	Bra005245, Bra005243, Bra023080	g03584
OG0000281	Bra003682, Bra008316	g01311
OG0000281	Bra008313, Bra033733	g01310
OG0000281	Bra027815	g18704
OG0000282	Bra008716, Bra006286	g00258
OG0000282	Bra024672, Bra012435, Bra016299	g08031
OG0000282	Bra025358, Bra033063	g08643
OG0000282	Bra028443	g26768
OG0000287	Bra037877	g25651, g25645, g25644
OG0000287	Bra039816	g29816
OG0000287	Bra018007, Bra018006, Bra029933	g16767, g29597, g16768
OG0000288	Bra039235	g08785
OG0000288	Bra027401, Bra001521	g06892
OG0000288	Bra028563, Bra006079, Bra006080	g10547
OG0000290	Bra007718, Bra003517, Bra014379	g05289
OG0000290	Bra004424, Bra021444	g09536
OG0000290	Bra031540	g02324
OG0000290	Bra021641, Bra018307	g30011
OG0000291	Bra029046, Bra029045	g09452, g09451
OG0000291	Bra022688, Bra029049	g26484
OG0000292	Bra018266	g20849
OG0000292	Bra025434	g20634, g20629, g20630
OG0000293	Bra039976	g06996
OG0000294	Bra018659	g08877, g27304
OG0000295	Bra017994	g32123, g28264, g32090, g27427
OG0000297	Bra015433	g02193
OG0000297	Bra010792, Bra010791	g23696, g23698
OG0000297	Bra015434, Bra030614	g02194
OG0000297	Bra010846	g13069
OG0000298	Bra020649	g25119
OG0000298	Bra033534, Bra038043	g31749, g31751
OG0000298	Bra033342	g01881
OG0000298	Bra000891, Bra008559	g09138
OG0000299	Bra014232	g29115
OG0000300	Bra005168	g18308
OG0000300	Bra018553, Bra000881	g09107, g09106
OG0000301	Bra013195	g13805, g13803, g13802, g13804, g23927, g19941
OG0000302	Bra016463	g13524
OG0000302	Bra037198, Bra025822, Bra016466	g13527
OG0000302	Bra016464	g13525
OG0000302	Bra016465	g20824
OG0000302	Bra012232, Bra012233	g13526
OG0000303	Bra015311	g02067
OG0000303	Bra006711, Bra006713, Bra006712, Bra006710, Bra006714	g11004, g11006
OG0000303	Bra032515, Bra030566	g02064
OG0000304	Bra008440, Bra012589, Bra008441	g01566, g24178
OG0000304	Bra003585	g01563
OG0000306	Bra027358, Bra027359	g06826
OG0000306	Bra030913, Bra037957, Bra037954	g24897
OG0000306	Bra014374, Bra030912, Bra030915, Bra014372	g24900
OG0000307	Bra002462, Bra020238, Bra006650	g10887
OG0000307	Bra005215, Bra005216, Bra023102, Bra023103	g03639, g03640
OG0000307	Bra006997	g20376
OG0000308	Bra024603	g13646
OG0000308	Bra012702	g17215
OG0000308	Bra012416	g13596
OG0000309	Bra029189	g08442
OG0000310	Bra029898, Bra029897	g16681
OG0000310	Bra018069	g16682
OG0000311	Bra012688	g17176
OG0000311	Bra020693	g08376
OG0000312	Bra003042	g20014, g16378
OG0000312	Bra022665	g09492, g09491
OG0000312	Bra031284	g29984
OG0000313	Bra035408	g17605
OG0000313	Bra008161	g16337, g18996
OG0000314	Bra027410, Bra001516	g05636
OG0000314	Bra021497	g06911
OG0000314	Bra014354	g24843
OG0000315	Bra029153, Bra008868, Bra027767	g19673, g22977, g22982, g22978, g22983, g18582, g17799, g17800
OG0000315	Bra027766	g22906, g22987
OG0000315	Bra024467	g22979, g18599, g18600, g22976
OG0000316	Bra025678, Bra031041, Bra016546	g13976
OG0000316	Bra025681	g13975
OG0000316	Bra015911, Bra015912, Bra003801, Bra008149	g00983
OG0000317	Bra018984, Bra030365	g15109
OG0000317	Bra007080, Bra014808, Bra003188	g11477
OG0000317	Bra000097	g27233
OG0000318	Bra000319, Bra000320	g18039
OG0000318	Bra033984	g22818
OG0000318	Bra003386, Bra014532	g22820
OG0000319	Bra003401, Bra007508	g05618
OG0000319	Bra027873, Bra019555	g21525, g21516, g23652
OG0000319	Bra004836, Bra039970, Bra004835, Bra037651	g18126
OG0000321	Bra024708	g08084
OG0000321	Bra028430, Bra028234	g24665
OG0000321	Bra006303, Bra008695	g00222
OG0000322	Bra012381	g13637
OG0000323	Bra022848, Bra018234, Bra021725	g08863, g28155, g07910
OG0000323	Bra021626	g24238, g32199, g32365, g24228
OG0000325	Bra025193, Bra036344	g20711
OG0000325	Bra019809, Bra026930	g04761
OG0000325	Bra026933	g04762
OG0000325	Bra026936	g20782, g04764
OG0000326	Bra022237, Bra001679, Bra001680	g30590
OG0000326	Bra022227	g26100, g22205, g06590, g06553, g06554
OG0000327	Bra012797	g20178
OG0000327	Bra037088	g20177, g20176
OG0000327	Bra003137	g20370
OG0000327	Bra017198, Bra005207, Bra005208	g03652
OG0000328	Bra000770	g27808, g27811, g27807
OG0000328	Bra039846, Bra000751, Bra000750	g27681
OG0000328	Bra029448, Bra018474	g27680
OG0000329	Bra015330	g02089
OG0000329	Bra019448, Bra034975	g27351
OG0000329	Bra002347, Bra020140	g12022
OG0000330	Bra039830, Bra013115	g14200
OG0000330	Bra019917	g05045
OG0000330	Bra020281, Bra002526, Bra002525	g10973
OG0000331	Bra005142, Bra004072, Bra032070, Bra021684, Bra021683, Bra022778, Bra022777, Bra021608, Bra021609, Bra021610, Bra021607	g25865
OG0000332	Bra032172, Bra039195	g29938
OG0000332	Bra018797	g15265
OG0000332	Bra034603, Bra011488	g00532
OG0000332	Bra013104, Bra015220	g14255
OG0000333	Bra005425, Bra022976	g03340
OG0000333	Bra005423	g26330
OG0000334	Bra034070, Bra001306, Bra029771	g06106
OG0000334	Bra009577, Bra028867, Bra000131	g19439
OG0000335	Bra007060	g11446
OG0000335	Bra030439, Bra014262	g21921
OG0000335	Bra017287, Bra023033	g03485
OG0000336	Bra025428	g25011, g25009, g25008, g24631, g24630
OG0000336	Bra039727	g23212
OG0000337	Bra038089, Bra039563, Bra037084	g20170
OG0000337	Bra001852, Bra023850, Bra031329	g11329, g31664
OG0000337	Bra027040	g17836
OG0000338	Bra021436, Bra021457	g02520
OG0000338	Bra008661	g00174
OG0000338	Bra022674, Bra003033	g09473
OG0000339	Bra007138, Bra028020, Bra007139, Bra028019, Bra011039, Bra004071	g32187, g25699, g17894, g25700
OG0000340	Bra013494, Bra038789	g05234, g05228
OG0000341	Bra035333	g31655, g02225, g31013, g25519, g29160
OG0000342	Bra024854	g14562
OG0000342	Bra025859, Bra026800, Bra026184	g10103
OG0000342	Bra004279, Bra004053	g14801
OG0000342	Bra010978, Bra032784, Bra012493	g31794
OG0000343	Bra016007, Bra003850	g04079
OG0000345	Bra037006, Bra034562, Bra011439	g00608
OG0000345	Bra016112, Bra003911	g03931
OG0000346	Bra035107	g01495
OG0000346	Bra035108, Bra008407	g01498
OG0000346	Bra003613	g01494
OG0000346	Bra035109	g01499
OG0000347	Bra005568, Bra021804, Bra022893	g03153, g02108
OG0000347	Bra005523, Bra022926	g03204
OG0000347	Bra032493, Bra015345, Bra030588	g02107
OG0000348	Bra015747	g25760
OG0000348	Bra033477	g22591, g14785, g26930, g23723
OG0000349	Bra011300	g00683
OG0000350	Bra018430, Bra001647, Bra001648, Bra022189, Bra021943	g16224, g13413
OG0000350	Bra002132	g08736
OG0000350	Bra023652	g13298
OG0000351	Bra014193	g15232
OG0000351	Bra013092, Bra015245	g29325
OG0000351	Bra034594, Bra011483	g00545
OG0000351	Bra001730, Bra037543	g29031
OG0000352	Bra026014, Bra026015	g09898
OG0000352	Bra007858	g25401, g25398, g25402, g01606
OG0000353	Bra029097	g19405, g19402, g21960, g21962, g19404, g19401, g19403
OG0000354	Bra012932	g10776
OG0000354	Bra028699, Bra009265	g15681
OG0000354	Bra009264, Bra040910	g15682
OG0000354	Bra005934, Bra028698	g23896
OG0000355	Bra036241	g09064
OG0000355	Bra036242, Bra000866, Bra000865	g09066
OG0000356	Bra003129	g20389
OG0000356	Bra006988	g20387
OG0000356	Bra025192, Bra036345	g20710
OG0000356	Bra025191	g19523
OG0000357	Bra009017	g10529
OG0000357	Bra009799, Bra036525	g14169
OG0000357	Bra024011, Bra010240, Bra011267, Bra011264, Bra011265	g00860
OG0000357	Bra037443	g27461
OG0000358	Bra026603, Bra024822	g14625, g26405, g14628
OG0000358	Bra026608, Bra026606, Bra024823	g14622
OG0000359	Bra027564, Bra027565, Bra025110, Bra039527	g06222
OG0000359	Bra016984	g12644
OG0000360	Bra015070	g20084
OG0000360	Bra032696	g19960
OG0000360	Bra036155, Bra020672	g27446
OG0000360	Bra029614	g11868
OG0000361	Bra003598	g10772, g03700, g26929, g20093
OG0000361	Bra016370	g27507
OG0000362	Bra022918, Bra022057	g03185
OG0000362	Bra020152, Bra002361, Bra002360	g12002
OG0000362	Bra002349	g12017
OG0000362	Bra034318	g26201
OG0000363	Bra031094, Bra036709, Bra038580	g20923
OG0000364	Bra035755, Bra023937	g11153
OG0000364	Bra030460	g21889
OG0000364	Bra002970	g09374
OG0000364	Bra026367	g04543
OG0000365	Bra014287	g21885, g17069, g32154, g32250
OG0000365	Bra030473	g21927
OG0000366	Bra039570, Bra036925, Bra039571	g20152, g20153, g20155, g20158, g20156
OG0000367	Bra016946, Bra004609	g24495
OG0000367	Bra014659	g21155
OG0000367	Bra003260, Bra003261, Bra014970, Bra041013, Bra007290, Bra007289, Bra014971, Bra014653, Bra014657, Bra014654, Bra014658	g21154
OG0000368	Bra032586, Bra030509	g01887
OG0000368	Bra036285, Bra000887	g09127
OG0000369	Bra021742, Bra022865	g07929, g07927
OG0000369	Bra015463	g02236
OG0000369	Bra022845, Bra021726	g07908
OG0000370	Bra002814	g23415
OG0000370	Bra004512	g09650
OG0000370	Bra004511	g09648
OG0000370	Bra004510	g09647
OG0000371	Bra019304, Bra028158, Bra015056	g18898, g18900, g27468, g09681
OG0000372	Bra036077, Bra036079	g15003, g26266, g26267
OG0000373	Bra031590	g10972
OG0000373	Bra031590	g02443
OG0000373	Bra031590	g29047
OG0000376	Bra030122, Bra010850, Bra032290	g20430, g13058
OG0000376	Bra012585, Bra013328, Bra021001	g07632, g15341
OG0000377	Bra023323	g20218
OG0000377	Bra032611	g32106, g21718, g31416, g19247, g25844, g19227
OG0000379	Bra001557	g06792
OG0000379	Bra012955, Bra035927	g10800
OG0000380	Bra028984	g08334, g28485, g09290
OG0000380	Bra035570, Bra035569	g09292
OG0000380	Bra002910, Bra002911	g09288, g09287
OG0000381	Bra003686, Bra027064, Bra027063, Bra027061	g17805
OG0000381	Bra036663	g17769, g17804, g22338
OG0000382	Bra036069, Bra029999	g15015
OG0000382	Bra015058	g07300
OG0000383	Bra001581, Bra021589	g06737
OG0000383	Bra022959	g03296
OG0000387	Bra026038	g09933
OG0000387	Bra035079, Bra003630	g21060
OG0000388	Bra034516, Bra025475, Bra025473	g25121, g28547, g30256, g28546
OG0000388	Bra020392, Bra018840	g29754
OG0000389	Bra034745, Bra038742, Bra001465	g05763
OG0000389	Bra038807, Bra013456	g05181
OG0000389	Bra005384	g03381
OG0000389	Bra014891, Bra023137	g18824, g23745
OG0000390	Bra027356	g21831
OG0000390	Bra027357	g06824
OG0000390	Bra014375, Bra030916, Bra030917	g24901
OG0000390	Bra039701	g24903, g22405
OG0000391	Bra005668, Bra028910	g27915
OG0000391	Bra038677	g05864
OG0000392	Bra036669, Bra015088, Bra013239	g28236
OG0000392	Bra036161, Bra020681	g28953
OG0000393	Bra017258, Bra009165, Bra023052, Bra005296, Bra001406, Bra002045, Bra034833	g15534, g03515, g05886, g20471
OG0000394	Bra026636, Bra027951, Bra027950, Bra027858, Bra027859	g25135, g28149
OG0000395	Bra033344	g01884
OG0000395	Bra033554	g02694
OG0000395	Bra023588, Bra008583	g00079
OG0000396	Bra002311	g12064
OG0000396	Bra020100, Bra002295	g17645, g12083, g12084
OG0000397	Bra022607, Bra022605, Bra022606, Bra029107, Bra022609	g08232, g08230, g08229
OG0000398	Bra005802	g32401, g15745
OG0000398	Bra034838, Bra034836, Bra001405	g05889
OG0000399	Bra030279	g10834, g24195
OG0000399	Bra036207	g24192
OG0000401	Bra030395, Bra018959, Bra014320	g15166
OG0000401	Bra014179	g15190
OG0000401	Bra022360, Bra001724	g31874
OG0000402	Bra037684, Bra037686, Bra037685, Bra000322	g18044
OG0000402	Bra004780, Bra038473	g18047
OG0000403	Bra011387	g00682
OG0000403	Bra011089	g04318
OG0000403	Bra026452	g10189
OG0000403	Bra002801, Bra006864	g24079
OG0000404	Bra032779, Bra029393, Bra026465, Bra029392, Bra009738	g25278, g25280, g32228, g25283
OG0000404	Bra029391, Bra009737	g25276
OG0000405	Bra011962, Bra034399	g07116
OG0000405	Bra017202, Bra023107	g03644
OG0000406	Bra020498, Bra009838	g31826, g14111
OG0000406	Bra008981, Bra006092	g10588
OG0000406	Bra034256, Bra007795	g30237
OG0000406	Bra011343	g00730
OG0000407	Bra022699, Bra003010	g09434
OG0000407	Bra019034	g04492
OG0000407	Bra010396, Bra019035	g04491
OG0000407	Bra019036, Bra010397	g04493
OG0000408	Bra015298, Bra030560, Bra032520	g02055
OG0000408	Bra039855	g23202
OG0000408	Bra001900, Bra033886	g32340
OG0000409	Bra009949, Bra036619, Bra020581	g17936
OG0000409	Bra020278, Bra006688, Bra002523	g10969, g10968
OG0000410	Bra035930	g10807
OG0000410	Bra011418, Bra011421, Bra011419, Bra011420	g00640
OG0000411	Bra029252	g12245
OG0000411	Bra026833	g10160
OG0000411	Bra024808	g14665
OG0000411	Bra026582	g14665
OG0000412	Bra003738	g01679
OG0000412	Bra039029	g20902
OG0000412	Bra009866	g14052
OG0000412	Bra023336, Bra006107	g10636
OG0000413	Bra006396, Bra008561, Bra023612, Bra006397	g00038
OG0000413	Bra021090	g25975
OG0000414	Bra010304, Bra010306	g04210
OG0000414	Bra032218, Bra024451	g22687, g22686
OG0000416	Bra007487	g22807, g22837, g22806
OG0000418	Bra009627	g23753, g19513
OG0000420	Bra016589	g25918
OG0000420	Bra001747	g22524
OG0000420	Bra017637, Bra034616, Bra011506	g00517
OG0000421	Bra013714	g10470
OG0000422	Bra032117	g20699
OG0000422	Bra000748	g20703, g20702, g27584, g20697, g20701
OG0000423	Bra025519, Bra028488	g22418, g22420
OG0000423	Bra025232, Bra032956, Bra032957, Bra032959	g20781, g20785, g20784
OG0000424	Bra032150, Bra000640, Bra040904, Bra001786, Bra035787, Bra040903, Bra001787	g08154, g11110
OG0000425	Bra018121	g25361
OG0000425	Bra027994, Bra027995, Bra027996, Bra027991	g17667, g17661
OG0000426	Bra029928, Bra018026	g29104
OG0000426	Bra009706, Bra029381, Bra026484	g00921, g08773
OG0000427	Bra027523	g29011
OG0000427	Bra025320	g18927
OG0000427	Bra033037	g18926
OG0000428	Bra003410, Bra014490, Bra014491	g05580
OG0000428	Bra014489, Bra003411, Bra003412	g05578
OG0000428	Bra007535, Bra014487	g05577
OG0000430	Bra018202	g21838
OG0000430	Bra031102	g12736, g12733
OG0000431	Bra038440	g21995, g04944
OG0000431	Bra004469, Bra040223	g08087, g09599
OG0000432	Bra037562, Bra022354, Bra001721	g21630
OG0000432	Bra014175, Bra018780	g24335, g24334, g24333
OG0000433	Bra017421	g14611
OG0000434	Bra017521, Bra013987, Bra013989, Bra028136	g29339, g16978, g07129
OG0000435	Bra022437, Bra001754	g22539, g22538
OG0000436	Bra033358, Bra030515	g01908, g01907
OG0000436	Bra018543, Bra000876, Bra000875, Bra036259, Bra036260	g09092, g13809
OG0000437	Bra025580	g29526
OG0000437	Bra012969	g10818
OG0000437	Bra007677, Bra003498	g09586
OG0000438	Bra027627, Bra030828, Bra005334	g18694, g18699, g18691, g18693
OG0000439	Bra026631, Bra024852, Bra032313, Bra024858	g14568
OG0000439	Bra012495	g08183
OG0000439	Bra004149	g22094
OG0000440	Bra020722	g05519, g09770, g28130
OG0000440	Bra007572, Bra036186, Bra003437	g05518
OG0000441	Bra028225	g24647
OG0000441	Bra028467	g24646, g20811, g24645
OG0000442	Bra027425, Bra039397	g05653
OG0000442	Bra011914, Bra030868, Bra037993	g27947
OG0000442	Bra026448, Bra019114	g04640
OG0000442	Bra002808	g23409
OG0000443	Bra031502	g25420
OG0000443	Bra010250	g25422
OG0000443	Bra031505	g25418, g25419
OG0000446	Bra007848, Bra032087, Bra032092, Bra032086	g08850, g08849, g08844, g08845, g08899
OG0000447	Bra035573, Bra028981	g09283
OG0000447	Bra002906	g09280
OG0000447	Bra035574, Bra002914, Bra028980	g09281
