Orthogroup	Brassica_rapa	Arabis_alpina
OG0000193	Bra001686, Bra022247, Bra021276	AALP_AA3G202500
OG0000193	Bra039756	AALP_AA2G077900
OG0000193	Bra028132	AALP_AA6G357500
OG0000193	Bra023573, Bra008612	AALP_AA8G173600
OG0000195	Bra035007, Bra022234, Bra025146, Bra034105, Bra038393, Bra024745, Bra036268, Bra002701, Bra040784, Bra037893, Bra004868, Bra024525	AALP_AA1G164500, AALP_AA2G173800
OG0000197	Bra029220	AALP_AA8G466800
OG0000198	Bra011996, Bra026648	AALP_AA6G289400
OG0000199	Bra005767	AALP_AA8G027200
OG0000200	Bra030483, Bra035676	AALP_AAs46602U000100
OG0000201	Bra010225, Bra023988	AALP_AA7G176400, AALP_AA7G280000
OG0000201	Bra001387, Bra034869, Bra029892	AALP_AA3G119800, AALP_AA3G119900
OG0000203	Bra039286	AALP_AA8G033100, AALP_AAs74908U000200, AALP_AA6G004200, AALP_AAs47945U000100, AALP_AA3G106200, AALP_AAs74908U000300, AALP_AA8G027500, AALP_AAs47945U000300, AALP_AAs43189U000100, AALP_AAs44809U000200, AALP_AAs66664U000100
OG0000204	Bra040994	AALP_AA6G333000, AALP_AA7G274300
OG0000205	Bra016712, Bra019683, Bra026860	AALP_AA1G154900
OG0000205	Bra039838, Bra015217	AALP_AA3G319400
OG0000206	Bra033016	AALP_AAs71639U000100, AALP_AAs67142U000200, AALP_AAs59711U000100
OG0000208	Bra025525, Bra040963, Bra040964	AALP_AA5G253900
OG0000210	Bra036897, Bra020467	AALP_AA6G305000
OG0000210	Bra022813	AALP_AA6G089700
OG0000211	Bra012273	AALP_AA1G229800
OG0000211	Bra016428, Bra016426, Bra016427, Bra025884	AALP_AA1G235400, AALP_AA7G067700
OG0000211	Bra012272	AALP_AA1G229100
OG0000212	Bra028498, Bra027900, Bra028983, Bra013725, Bra037618	AALP_AAs55280U000100
OG0000212	Bra013682, Bra027100, Bra012250	AALP_AA8G022800
OG0000212	Bra011004, Bra032500, Bra032593, Bra005518	AALP_AA2G002600, AALP_AA8G183400
OG0000214	Bra029500	AALP_AA6G052000
OG0000216	Bra001536, Bra021533, Bra021535	AALP_AA3G158200
OG0000217	Bra040648	AALP_AA7G176800
OG0000217	Bra007978, Bra003925	AALP_AAs62413U000100
OG0000217	Bra004069	AALP_AA2G150100, AALP_AA2G146600, AALP_AA2G146800, AALP_AA2G146500, AALP_AA2G150000
OG0000217	Bra025934	AALP_AA1G197300, AALP_AA1G197100
OG0000218	Bra035862	AALP_AA8G462800
OG0000218	Bra032519, Bra015299	AALP_AA1G037000
OG0000220	Bra012513	AALP_AA7G036700, AALP_AA7G035600
OG0000220	Bra020921, Bra020953	AALP_AAs42715U000100, AALP_AAs48788U000100
OG0000223	Bra035774, Bra022155, Bra001790	AALP_AA3G234500
OG0000223	Bra002904, Bra028979, Bra035208, Bra035209	AALP_AA8G339300
OG0000223	Bra019073, Bra004101, Bra035244, Bra034037, Bra026409, Bra019092	AALP_AA7G100300
OG0000224	Bra015438, Bra024166, Bra033965, Bra010480, Bra010479	AALP_AA7G247500, AALP_AA8G282700, AALP_AA8G282600
OG0000225	Bra007989	AALP_AA5G110900, AALP_AAs55388U000100, AALP_AA4G146600, AALP_AAs46730U000200
OG0000225	Bra013787, Bra015527	AALP_AA1G044600
OG0000226	Bra024645, Bra012419, Bra037065, Bra037066, Bra028394, Bra003968	AALP_AA6G341800, AALP_AAs45238U000100
OG0000227	Bra014807, Bra014810	AALP_AA5G116800, AALP_AA8G063200, AALP_AAs48794U000300, AALP_AA5G116100
OG0000228	Bra019307	AALP_AA7G063900
OG0000228	Bra000974	AALP_AA6G005800
OG0000228	Bra032644, Bra033248	AALP_AA1G005400
OG0000228	Bra039301, Bra004950	AALP_AA4G249600
OG0000229	Bra015586, Bra031582, Bra034227, Bra034230, Bra034226, Bra000816, Bra000817	AALP_AA6G211300
OG0000230	Bra030161, Bra032331, Bra030166	AALP_AA1G304900
OG0000230	Bra028414	AALP_AA1G305000, AALP_AA1G304800, AALP_AA1G304700
OG0000232	Bra035617, Bra028928	AALP_AA5G060400, AALP_AA1G328600, AALP_AA1G328100
OG0000233	Bra013409, Bra013406, Bra013412, Bra002882, Bra030021	AALP_AAs62041U000100
OG0000234	Bra003648, Bra003646	AALP_AA2G226700
OG0000234	Bra003644	AALP_AA2G227300, AALP_AA2G227200
OG0000234	Bra025994, Bra026684, Bra026681, Bra026679, Bra026680, Bra025995	AALP_AA1G190000
OG0000234	Bra035031	AALP_AA2G226800
OG0000235	Bra027324	AALP_AA3G164500
OG0000235	Bra001560, Bra027322	AALP_AA3G164700
OG0000235	Bra018806, Bra021572, Bra027319	AALP_AA3G165300
OG0000237	Bra039625, Bra031203, Bra030290, Bra010695	AALP_AA7G246000
OG0000238	Bra024350, Bra031888	AALP_AA8G484300, AALP_AA8G484000
OG0000238	Bra031884	AALP_AA8G484400
OG0000240	Bra038535	AALP_AA6G292500
OG0000240	Bra017875	AALP_AA7G277600
OG0000240	Bra009046, Bra006054	AALP_AA8G100400
OG0000240	Bra037641	AALP_AA4G235100
OG0000241	Bra029570	AALP_AA7G029700
OG0000242	Bra013473, Bra013472	AALP_AA7G032200, AALP_AA7G032100, AALP_AA7G032000
OG0000242	Bra024717	AALP_AA8G474200
OG0000242	Bra024719	AALP_AA8G474000
OG0000245	Bra013522, Bra000261, Bra004130, Bra004129, Bra004131, Bra033474	AALP_AA7G037900
OG0000245	Bra001432	AALP_AA3G129900
OG0000245	Bra038767, Bra004179, Bra004182, Bra038635	AALP_AA7G037600
OG0000247	Bra008053	AALP_AA2G163300
OG0000247	Bra003867	AALP_AA2G162800
OG0000250	Bra006162, Bra006161, Bra023377	AALP_AA8G125200
OG0000250	Bra006160	AALP_AAs42612U000100
OG0000251	Bra012793	AALP_AAs50902U000800
OG0000251	Bra027948, Bra000843	AALP_AA2G073600
OG0000251	Bra039554, Bra012792	AALP_AA5G063100, AALP_AAs50902U000700
OG0000252	Bra031386	AALP_AA1G244300, AALP_AA1G244500
OG0000252	Bra016382, Bra031388	AALP_AA1G244400
OG0000252	Bra031387	AALP_AA1G244100
OG0000252	Bra012323, Bra012324	AALP_AA1G282400, AALP_AA1G244800, AALP_AA1G244700, AALP_AA1G244600
OG0000253	Bra034477	AALP_AA1G341500, AALP_AA1G317600, AALP_AA1G201400, AALP_AA8G028900, AALP_AAs59482U000200, AALP_AA8G267400, AALP_AAs39677U000100
OG0000257	Bra027910, Bra020009, Bra020000, Bra031673, Bra030787, Bra031682, Bra030792	AALP_AA1G102000, AALP_AA1G100500, AALP_AA2G061600, AALP_AA2G063600
OG0000258	Bra025307	AALP_AA5G049700
OG0000258	Bra019818, Bra026919	AALP_AA1G145400
OG0000258	Bra026515, Bra025150	AALP_AA3G297100
OG0000261	Bra022454, Bra014921, Bra031252	AALP_AA3G242800
OG0000262	Bra003638, Bra010092	AALP_AA1G333400
OG0000263	Bra006063, Bra036150	AALP_AA8G337500
OG0000265	Bra038169, Bra027937	AALP_AA4G000500
OG0000265	Bra000895	AALP_AA1G018800, AALP_AA6G024500
OG0000266	Bra005987	AALP_AA8G080500, AALP_AA8G080400
OG0000266	Bra029370, Bra029368, Bra029369, Bra026502, Bra009675, Bra009674, Bra009672, Bra009677	AALP_AA3G212600
OG0000267	Bra029469, Bra018490	AALP_AA3G057200, AALP_AA7G160600, AALP_AA7G160500
OG0000268	Bra004826	AALP_AA2G102500
OG0000268	Bra037655	AALP_AA4G232600
OG0000270	Bra027134, Bra031486, Bra031485	AALP_AAs39864U000300, AALP_AA6G048800
OG0000272	Bra024532, Bra012340	AALP_AA1G247500
OG0000272	Bra003906, Bra007991, Bra017654, Bra016103	AALP_AA2G150200
OG0000275	Bra031310	AALP_AA3G251600
OG0000275	Bra001847	AALP_AA3G251800, AALP_AA3G251700
OG0000275	Bra012795, Bra039557	AALP_AAs61551U000200, AALP_AAs61551U000100
OG0000276	Bra028769, Bra005843	AALP_AA8G203400
OG0000278	Bra011309	AALP_AAs42753U000300
OG0000278	Bra017020	AALP_AA4G189500
OG0000280	Bra005246, Bra017463, Bra017224	AALP_AA4G138400
OG0000280	Bra005242, Bra005241, Bra023081	AALP_AA4G138700
OG0000280	Bra023079	AALP_AA4G138500
OG0000280	Bra005245, Bra005243, Bra023080	AALP_AA4G138600
OG0000281	Bra003682, Bra008316	AALP_AA2G217300
OG0000281	Bra008313, Bra033733	AALP_AA2G217100
OG0000281	Bra010226, Bra011292	AALP_AA7G176100, AALP_AA7G175700
OG0000282	Bra023508, Bra008716, Bra006286	AALP_AA8G155000
OG0000282	Bra024672, Bra012435, Bra016299	AALP_AA1G280300
OG0000282	Bra025358, Bra033063	AALP_AA5G056500
OG0000282	Bra028443	AALP_AA6G341300
OG0000287	Bra037877	AALP_AA6G200400
OG0000287	Bra039816	AALP_AA3G314000
OG0000287	Bra018007, Bra018006, Bra029933	AALP_AAs67539U000600
OG0000288	Bra039235	AALP_AA6G274800
OG0000288	Bra027401, Bra001521	AALP_AA3G152600
OG0000288	Bra028563, Bra006079, Bra006080	AALP_AA8G104100
OG0000290	Bra007718, Bra003517, Bra014379	AALP_AA5G290300
OG0000290	Bra004424, Bra021444	AALP_AA4G270200
OG0000290	Bra031540	AALP_AA1G066100
OG0000291	Bra029046, Bra029045	AALP_AA8G323600
OG0000291	Bra022688, Bra029049	AALP_AA8G323200
OG0000293	Bra031575, Bra030683	AALP_AA1G074500
OG0000294	Bra018659	AALP_AAs43842U000100
OG0000296	Bra016369	AALP_AA6G119000
OG0000297	Bra010792, Bra010791	AALP_AA1G309500, AALP_AA8G487300
OG0000298	Bra033342	AALP_AA1G019500
OG0000299	Bra014232	AALP_AA3G226100
OG0000299	Bra014232	AALP_AA4G059800
OG0000300	Bra005168	AALP_AA4G153600
OG0000300	Bra018553, Bra000881	AALP_AA6G031500, AALP_AA6G031600
OG0000302	Bra016463	AALP_AA1G223400
OG0000302	Bra037198, Bra025822, Bra016466	AALP_AA1G222800
OG0000302	Bra016464	AALP_AA1G223300
OG0000302	Bra016465	AALP_AA1G223100
OG0000302	Bra012232, Bra012233	AALP_AA1G222900, AALP_AA1G223000
OG0000303	Bra015311	AALP_AA1G037900
OG0000303	Bra006711, Bra006713, Bra006712, Bra006710, Bra006714	AALP_AA8G388900, AALP_AA8G389000
OG0000303	Bra032515, Bra030566	AALP_AA1G037700
OG0000304	Bra008440, Bra012589, Bra008441	AALP_AA2G259200
OG0000304	Bra026740, Bra026094	AALP_AAs44791U000100
OG0000306	Bra027358, Bra027359	AALP_AA3G159100, AALP_AAs73856U000200
OG0000306	Bra030913, Bra037957, Bra037954	AALP_AA4G021600
OG0000306	Bra014374, Bra030912, Bra030915, Bra014372	AALP_AA4G021700
OG0000307	Bra006997	AALP_AA5G165800
OG0000308	Bra012702	AALP_AA8G260200
OG0000308	Bra012416	AALP_AA1G260600
OG0000308	Bra006343, Bra008638	AALP_AA8G168900
OG0000309	Bra029189	AALP_AA6G274500
OG0000310	Bra029898, Bra029897	AALP_AA5G104300
OG0000311	Bra012688	AALP_AAs66747U000700
OG0000311	Bra020693	AALP_AA8G289900
OG0000313	Bra035408	AALP_AAs54992U000100
OG0000314	Bra027410, Bra001516	AALP_AA3G149600
OG0000314	Bra021497	AALP_AA3G150200, AALP_AA3G150400, AALP_AA3G149700
OG0000314	Bra037985, Bra037986, Bra037987	AALP_AA3G147200, AALP_AA3G147300
OG0000315	Bra027676, Bra024467	AALP_AA3G321000
OG0000316	Bra025678, Bra031041, Bra016546	AALP_AA1G205500, AALP_AA7G248400
OG0000316	Bra015911, Bra015912, Bra003801, Bra008149	AALP_AA2G185100
OG0000317	Bra018984, Bra030365	AALP_AA4G034200
OG0000317	Bra000097	AALP_AA4G170200
OG0000318	Bra000319, Bra000320	AALP_AA4G226200
OG0000318	Bra037688	AALP_AA4G226300
OG0000318	Bra033984	AALP_AA5G251600, AALP_AA5G251500
OG0000318	Bra003386, Bra014532	AALP_AA5G251200, AALP_AA5G251300
OG0000319	Bra003401, Bra007508	AALP_AA1G050700, AALP_AA5G255400
OG0000319	Bra027873, Bra019555	AALP_AA5G109000
OG0000319	Bra004836, Bra039970, Bra004835, Bra037651	AALP_AA4G233400
OG0000322	Bra035912, Bra016338, Bra016341, Bra016337	AALP_AAs47394U000100, AALP_AA3G272000, AALP_AA1G257400, AALP_AA3G330000, AALP_AA1G257200
OG0000323	Bra021626	AALP_AAs65934U000400
OG0000324	Bra015622	AALP_AA5G099300, AALP_AA6G070400, AALP_AA2G240100, AALP_AAs42246U000100
OG0000325	Bra026936	AALP_AA1G144100
OG0000327	Bra012797	AALP_AAs61551U000700
OG0000327	Bra017198, Bra005207, Bra005208	AALP_AA4G146800
OG0000328	Bra000770, Bra039846, Bra000751, Bra000750	AALP_AA6G288300
OG0000328	Bra029448	AALP_AA6G183500
OG0000329	Bra015330	AALP_AA1G040200
OG0000329	Bra019448, Bra034975	AALP_AA5G068800
OG0000329	Bra002347, Bra020140	AALP_AA8G231200
OG0000330	Bra039830, Bra013115	AALP_AA3G316000
OG0000330	Bra020281, Bra002526, Bra002525	AALP_AA8G394700
OG0000332	Bra032172, Bra039195	AALP_AA6G283800
OG0000332	Bra018797	AALP_AA4G062600, AALP_AAs59809U000100
OG0000332	Bra034603, Bra011488	AALP_AA7G209600
OG0000332	Bra013104, Bra015220	AALP_AA3G319900
OG0000333	Bra005425, Bra022976	AALP_AA4G109200, AALP_AA2G243100, AALP_AA4G109300
OG0000333	Bra005423	AALP_AA1G306800, AALP_AA1G306700
OG0000334	Bra034070, Bra001306, Bra029771	AALP_AA3G100700
OG0000334	Bra009577, Bra028867, Bra000131	AALP_AA8G015700
OG0000335	Bra017287, Bra023033	AALP_AAs58241U000100
OG0000336	Bra025428	AALP_AA6G347300, AALP_AA6G347400
OG0000336	Bra039727	AALP_AAs70636U000400
OG0000337	Bra037084	AALP_AAs65529U000100
OG0000337	Bra001852, Bra023850, Bra031329	AALP_AA8G053900
OG0000337	Bra027040	AALP_AA8G178300
OG0000338	Bra021436, Bra021457	AALP_AA3G018700
OG0000338	Bra008661	AALP_AA8G167200, AALP_AA8G167100
OG0000338	Bra022674, Bra003033	AALP_AA8G321300
OG0000339	Bra007138, Bra028020, Bra007139, Bra028019, Bra011039, Bra004071	AALP_AA1G286100
OG0000340	Bra041062, Bra020881, Bra013493, Bra013490, Bra013492, Bra020880, Bra020910, Bra013494, Bra038789	AALP_AA7G224300
OG0000341	Bra035333	AALP_AAs65394U000300, AALP_AA3G177000
OG0000342	Bra024854, Bra025859, Bra026800, Bra026184	AALP_AA1G168500
OG0000342	Bra010978, Bra032784, Bra012493	AALP_AA1G266900
OG0000343	Bra027832, Bra016004, Bra016005, Bra016003, Bra008094, Bra008090, Bra008088, Bra008089, Bra016006, Bra016002, Bra000137, Bra008084, Bra008083, Bra008085	AALP_AA5G065900, AALP_AA2G169600, AALP_AA5G065800
OG0000343	Bra016007, Bra003850	AALP_AA2G169300, AALP_AAs43812U000100
OG0000345	Bra037006, Bra034562, Bra011439	AALP_AA7G199700
OG0000345	Bra016112, Bra003911	AALP_AA2G149900
OG0000346	Bra035108, Bra008407	AALP_AA2G243400
OG0000346	Bra003613	AALP_AA2G243200
OG0000346	Bra035106	AALP_AA1G283800
OG0000346	Bra035109	AALP_AA2G243500
OG0000347	Bra005568, Bra021804, Bra022893	AALP_AA1G041700, AALP_AA6G074500
OG0000347	Bra005523, Bra022926	AALP_AA6G065800
OG0000347	Bra032493, Bra015345, Bra030588	AALP_AA1G041800
OG0000348	Bra015747	AALP_AA4G188300, AALP_AA5G058500, AALP_AA4G100400, AALP_AA5G192600, AALP_AAs61025U000300, AALP_AA1G301200, AALP_AA4G086700, AALP_AA7G012500, AALP_AA4G131200, AALP_AA2G035900, AALP_AA4G232900, AALP_AA4G071200, AALP_AAs51730U000100
OG0000350	Bra037663	AALP_AA4G231100
OG0000350	Bra018430, Bra001647, Bra001648, Bra022189, Bra021943	AALP_AA3G193000
OG0000350	Bra023652	AALP_AA8G193800
OG0000351	Bra014193	AALP_AA4G065700
OG0000351	Bra013092, Bra015245	AALP_AA3G322800
OG0000351	Bra034594, Bra011483	AALP_AA7G207900
OG0000351	Bra001730, Bra037543	AALP_AA3G216900
OG0000352	Bra026014, Bra026015, Bra022348, Bra007858, Bra007024	AALP_AA6G317900
OG0000353	Bra029097	AALP_AA8G020700
OG0000354	Bra012932	AALP_AA8G447400
OG0000354	Bra028699, Bra009265	AALP_AA8G069500
OG0000354	Bra009264, Bra040910	AALP_AA8G069600
OG0000354	Bra005934, Bra028698	AALP_AA8G069700
OG0000355	Bra036242, Bra000866, Bra000865	AALP_AA6G037900
OG0000356	Bra003129	AALP_AA5G163900
OG0000356	Bra006988	AALP_AA5G164100
OG0000357	Bra036525	AALP_AA8G425100
OG0000357	Bra024011, Bra010240, Bra011267, Bra011264, Bra011265, Bra037443	AALP_AA8G037400
OG0000358	Bra026603, Bra024822	AALP_AA5G013300
OG0000359	Bra027564, Bra027565, Bra025110, Bra039527	AALP_AAs74393U000200
OG0000360	Bra015070	AALP_AA3G287800
OG0000360	Bra032696	AALP_AA3G285000
OG0000360	Bra036155, Bra020672	AALP_AA6G091900
OG0000360	Bra029614	AALP_AA3G068900
OG0000361	Bra003598	AALP_AAs58191U000100, AALP_AA2G257100
OG0000361	Bra016370, Bra030596, Bra030595, Bra015361	AALP_AA4G147800
OG0000362	Bra002349	AALP_AA7G031700
OG0000363	Bra006860, Bra035629, Bra026455, Bra002798, Bra010436	AALP_AA7G092700
OG0000363	Bra031094, Bra036709	AALP_AA3G361000
OG0000364	Bra035755, Bra023937	AALP_AA3G238600
OG0000364	Bra002970	AALP_AA8G331000
OG0000364	Bra026367	AALP_AA7G106700
OG0000365	Bra014287	AALP_AA4G045000
OG0000365	Bra030473	AALP_AA4G052300
OG0000366	Bra039570, Bra036925, Bra039571, Bra019334	AALP_AA6G322200
OG0000367	Bra003260, Bra003261, Bra014970, Bra041013, Bra007290, Bra007289, Bra014971, Bra014653, Bra014657, Bra014654, Bra014658	AALP_AA5G212600
OG0000368	Bra032586, Bra030509	AALP_AA1G020000, AALP_AA6G208700
OG0000369	Bra021742, Bra022865	AALP_AA6G079600, AALP_AA6G079700, AALP_AA8G130200
OG0000369	Bra015463	AALP_AA1G056000
OG0000369	Bra022845, Bra021726	AALP_AA6G082100
OG0000370	Bra004510	AALP_AA4G257300
OG0000376	Bra030122, Bra010850, Bra032290	AALP_AA1G297400
OG0000376	Bra012585, Bra013328, Bra021001	AALP_AA7G008600
OG0000376	Bra025047, Bra021996	AALP_AA6G122400
OG0000377	Bra023323	AALP_AA7G107600
OG0000377	Bra008108, Bra008109	AALP_AA6G267600
OG0000379	Bra021564, Bra021560, Bra021563, Bra021566	AALP_AA3G163500
OG0000380	Bra028984	AALP_AA8G338200
OG0000380	Bra002910, Bra002911	AALP_AA8G338700, AALP_AA8G338100
OG0000381	Bra036663	AALP_AA2G020000, AALP_AA2G019800, AALP_AA2G019900, AALP_AA2G020100
OG0000382	Bra036069, Bra029999	AALP_AA5G124900
OG0000383	Bra001581, Bra021589	AALP_AA3G169000
OG0000383	Bra022959	AALP_AA8G028400
OG0000383	Bra032914, Bra030105, Bra010860	AALP_AA1G294500
OG0000387	Bra026038	AALP_AA5G071200
OG0000388	Bra034516, Bra025475, Bra025473, Bra020392, Bra018840	AALP_AA6G009000
OG0000390	Bra014375, Bra030916, Bra030917	AALP_AA5G193300, AALP_AA5G193200
OG0000391	Bra038677	AALP_AA3G127300
OG0000392	Bra036669	AALP_AA3G290300
OG0000393	Bra001406	AALP_AA4G133600, AALP_AA8G055500
OG0000395	Bra033344	AALP_AA1G019700
OG0000395	Bra011900	AALP_AA7G260000
OG0000397	Bra003115, Bra003114, Bra022607, Bra022605, Bra022606, Bra029107, Bra022609	AALP_AA8G304700, AALP_AA8G304800, AALP_AA8G302900, AALP_AA8G304600
OG0000398	Bra012070	AALP_AA8G500400, AALP_AA8G500500
OG0000399	Bra030279	AALP_AA1G107200
OG0000401	Bra030395, Bra018959, Bra014320	AALP_AA3G182500
OG0000401	Bra014179	AALP_AA4G067800
OG0000401	Bra022360	AALP_AA7G244800
OG0000402	Bra000323	AALP_AA2G223000
OG0000402	Bra004779	AALP_AA4G226700
OG0000403	Bra011387	AALP_AA7G192500
OG0000403	Bra002801, Bra006864	AALP_AA8G354500
OG0000404	Bra032779, Bra029393, Bra026465, Bra029392, Bra009738	AALP_AA8G416900, AALP_AAs41881U000500
OG0000404	Bra031120	AALP_AA8G417000
OG0000405	Bra011962, Bra034399	AALP_AA8G023700
OG0000405	Bra017202, Bra023107	AALP_AA4G145900
OG0000406	Bra020498, Bra009838	AALP_AA8G429000
OG0000406	Bra008981, Bra006092	AALP_AA8G107800
OG0000406	Bra034256, Bra007795	AALP_AA6G261200
OG0000406	Bra011343	AALP_AA7G186600
OG0000407	Bra003010	AALP_AA8G324500
OG0000407	Bra010396, Bra019035	AALP_AA7G113800
OG0000408	Bra015298, Bra030560, Bra032520	AALP_AAs45060U000200, AALP_AA6G148100
OG0000408	Bra039855	AALP_AAs58011U000100
OG0000408	Bra001900, Bra033886	AALP_AA3G264300
OG0000409	Bra020581	AALP_AA8G255900
OG0000409	Bra028869	AALP_AA8G015200
OG0000409	Bra020278, Bra006688, Bra002523	AALP_AA8G393700
OG0000410	Bra021643, Bra021646, Bra018306, Bra035930	AALP_AAs64694U000300
OG0000411	Bra026833	AALP_AA1G159800
OG0000411	Bra024808	AALP_AA5G016200
OG0000411	Bra026582	AALP_AA5G016200
OG0000412	Bra003738	AALP_AA2G248700
OG0000412	Bra039029	AALP_AA3G363600
OG0000412	Bra009866	AALP_AA8G239500
OG0000412	Bra006107	AALP_AA8G113600
OG0000413	Bra006396, Bra008561, Bra023612, Bra006397	AALP_AA2G144700
OG0000413	Bra021090	AALP_AA2G076300
OG0000413	Bra017429, Bra026621	AALP_AA5G009800
OG0000414	Bra010304, Bra010306	AALP_AA7G151600
OG0000414	Bra038560, Bra038837	AALP_AA3G354400
OG0000414	Bra032218, Bra024451	AALP_AA3G354600, AALP_AA8G106800, AALP_AA3G354500, AALP_AA3G331800
OG0000415	Bra036473	AALP_AA7G187800
OG0000417	Bra029263, Bra029265	AALP_AA3G090600
OG0000420	Bra016589	AALP_AA1G196500
OG0000420	Bra001747	AALP_AA3G223000
OG0000420	Bra017637, Bra034616, Bra011506	AALP_AA2G125400
OG0000421	Bra013714	AALP_AA7G064600
OG0000423	Bra025519, Bra028488	AALP_AA6G321600
OG0000423	Bra025232, Bra032956, Bra032957, Bra032959	AALP_AA5G035300, AALP_AA5G035400
OG0000424	Bra032150, Bra000640	AALP_AA3G193700
OG0000424	Bra040904, Bra001786, Bra035787, Bra040903	AALP_AA3G236300, AALP_AA3G236100, AALP_AA3G236400
OG0000425	Bra018121	AALP_AA6G187800
OG0000425	Bra010194	AALP_AA1G340000
OG0000426	Bra029928, Bra018026	AALP_AA8G413500
OG0000426	Bra009706, Bra029381, Bra026484	AALP_AA5G112300, AALP_AA2G120000, AALP_AA7G161800
OG0000427	Bra027523	AALP_AA6G336700, AALP_AAs56120U000100
OG0000427	Bra025320	AALP_AA5G051200
OG0000428	Bra003410, Bra014490, Bra014491	AALP_AA5G260000
OG0000428	Bra014489, Bra003411, Bra003412	AALP_AA5G260200
OG0000428	Bra007535, Bra014487	AALP_AA5G260300
OG0000430	Bra018202, Bra031102	AALP_AAs44436U000100
OG0000431	Bra004469, Bra040223	AALP_AA4G264100, AALP_AA6G201900
OG0000432	Bra037562, Bra022354, Bra001721	AALP_AA7G244200
OG0000432	Bra018779, Bra018777	AALP_AA4G069500
OG0000433	Bra026615, Bra017421, Bra024832	AALP_AA5G011600
OG0000436	Bra033358, Bra030515	AALP_AA1G022400, AALP_AA1G022500
OG0000436	Bra018543, Bra000876, Bra000875, Bra036259, Bra036260	AALP_AA6G033300, AALP_AA6G033500, AALP_AA6G033400, AALP_AA6G034000, AALP_AA6G033800, AALP_AA6G033900
OG0000437	Bra025580	AALP_AA6G332300
OG0000438	Bra027627, Bra030828, Bra005334	AALP_AA8G233200, AALP_AA8G233100
OG0000439	Bra026631, Bra024852, Bra032313, Bra024858	AALP_AA1G335600
OG0000439	Bra012495	AALP_AA1G266600
OG0000439	Bra004149	AALP_AA2G077000
OG0000440	Bra007572	AALP_AA5G267800
OG0000440	Bra036186	AALP_AA5G267800
OG0000440	Bra003437	AALP_AA5G267800
OG0000441	Bra028225	AALP_AA6G344900, AALP_AA6G344800, AALP_AAs58370U000100
OG0000442	Bra027425	AALP_AA3G148700
OG0000442	Bra011914, Bra030868, Bra037993	AALP_AA4G010900
OG0000442	Bra002808	AALP_AA8G353500
OG0000443	Bra031502	AALP_AA2G039600, AALP_AA2G039700
OG0000443	Bra031505	AALP_AA2G039400
OG0000445	Bra031202, Bra030292, Bra033603, Bra010696, Bra011871	AALP_AA7G269800
OG0000447	Bra035573, Bra028981	AALP_AA8G338800
OG0000447	Bra035574, Bra002914, Bra028980	AALP_AA1G294700, AALP_AA8G338900, AALP_AA8G339100
OG0000448	Bra023104, Bra017204, Bra039787, Bra039782, Bra003134, Bra006998	AALP_AA4G145600
OG0000448	Bra002460	AALP_AA8G403900
OG0000449	Bra020716	AALP_AA6G096900
OG0000449	Bra040034, Bra040036, Bra001269	AALP_AA3G089200
OG0000449	Bra001268, Bra040032	AALP_AA3G089100
OG0000450	Bra013999, Bra032747, Bra032746, Bra007197, Bra036874, Bra036872, Bra036873, Bra036875, Bra036871	AALP_AAs69602U000300, AALP_AAs68076U000100, AALP_AA4G102200, AALP_AAs71336U000100
OG0000451	Bra003119	AALP_AA8G303900
OG0000451	Bra028948, Bra028952	AALP_AA8G175000, AALP_AA3G338900, AALP_AA7G099100, AALP_AA8G344900
OG0000451	Bra028924	AALP_AA3G136000
OG0000453	Bra018945	AALP_AA4G039500
OG0000454	Bra035409	AALP_AA2G046200
OG0000454	Bra037944	AALP_AA8G273900
OG0000455	Bra025453	AALP_AA6G313900
OG0000456	Bra000364, Bra004866	AALP_AA4G236600
OG0000456	Bra007522, Bra014501	AALP_AA5G116200
OG0000459	Bra008581, Bra006381	AALP_AA8G181100, AALP_AA8G181000
OG0000459	Bra032019	AALP_AA3G025100
OG0000460	Bra011208	AALP_AA7G160000
OG0000460	Bra024053, Bra011209	AALP_AA7G160100
OG0000461	Bra014540, Bra003378, Bra007452	AALP_AA3G348700, AALP_AA5G248700
OG0000461	Bra022839	AALP_AA6G083600
