Orthogroup	Brassica_rapa	Boechera_stricta
OG0000110	Bra025164, Bra025163	Bostr.17016s0008.1.p, Bostr.0556s0253.1.p, Bostr.7867s0848.1.p
OG0000112	Bra000502, Bra018711, Bra019625, Bra009934, Bra030053, Bra003293, Bra007617, Bra025706, Bra008686, Bra033326	Bostr.25463s0357.1.p
OG0000114	Bra023688, Bra006467	Bostr.26527s0351.1.p
OG0000114	Bra033499	Bostr.0597s0202.1.p
OG0000114	Bra038076	Bostr.0597s0205.1.p, Bostr.0597s0206.1.p
OG0000114	Bra033503, Bra033501	Bostr.0597s0204.1.p
OG0000115	Bra002103, Bra006418, Bra023635	Bostr.26527s0432.1.p
OG0000115	Bra024477, Bra037232	Bostr.18351s0286.1.p
OG0000115	Bra036846, Bra012877	Bostr.6864s0152.1.p
OG0000116	Bra014352	Bostr.26833s0203.1.p
OG0000116	Bra005841	Bostr.13129s0459.1.p
OG0000116	Bra002860, Bra008946, Bra008944	Bostr.20055s0072.1.p
OG0000117	Bra004768	Bostr.25993s0429.1.p
OG0000117	Bra000309	Bostr.25993s0428.1.p
OG0000120	Bra032635	Bostr.5325s0057.1.p
OG0000120	Bra037388, Bra008539, Bra000941	Bostr.7365s0058.1.p
OG0000120	Bra026297	Bostr.26833s0960.1.p
OG0000121	Bra015809	Bostr.20129s0018.1.p, Bostr.20129s0020.1.p
OG0000121	Bra025396	Bostr.13404s0082.1.p
OG0000121	Bra015811	Bostr.20129s0019.1.p
OG0000123	Bra003310, Bra000376	Bostr.13158s0063.1.p, Bostr.25993s0257.1.p
OG0000123	Bra040738, Bra012710	Bostr.30275s0106.1.p
OG0000123	Bra013172	Bostr.24399s0062.1.p
OG0000123	Bra029509	Bostr.2983s0003.1.p
OG0000123	Bra013578, Bra019407	Bostr.10089s0019.1.p
OG0000125	Bra000735, Bra032069	Bostr.8705s0002.1.p
OG0000125	Bra032068, Bra032065, Bra032064, Bra032113, Bra032112	Bostr.8705s0003.1.p
OG0000126	Bra027823, Bra027162	Bostr.10040s0223.1.p
OG0000126	Bra039483	Bostr.2570s0333.1.p
OG0000126	Bra031955	Bostr.2570s0308.1.p
OG0000128	Bra040127, Bra040270	Bostr.2570s0233.1.p
OG0000130	Bra017917, Bra040265	Bostr.27895s0044.1.p
OG0000132	Bra039617	Bostr.18351s0300.1.p
OG0000132	Bra010560, Bra011691	Bostr.7867s1513.1.p
OG0000132	Bra012183	Bostr.7128s0554.1.p
OG0000132	Bra008186	Bostr.3288s0173.1.p
OG0000132	Bra011870	Bostr.25542s0114.1.p
OG0000132	Bra000579, Bra031209, Bra030285	Bostr.5022s0065.1.p
OG0000133	Bra016178	Bostr.10273s0266.1.p
OG0000133	Bra012362, Bra016364	Bostr.29827s0029.1.p, Bostr.29827s0030.1.p
OG0000133	Bra007946, Bra007945, Bra016182	Bostr.10273s0267.1.p
OG0000133	Bra016180, Bra016181	Bostr.10273s0265.1.p, Bostr.10273s0262.1.p
OG0000134	Bra017542	Bostr.4485s0018.1.p, Bostr.3148s0208.1.p, Bostr.8819s0175.1.p
OG0000134	Bra022071, Bra022034, Bra001175	Bostr.4485s0004.1.p, Bostr.13083s0042.1.p, Bostr.28243s0020.1.p, Bostr.8819s0190.1.p, Bostr.28243s0018.1.p, Bostr.8819s0184.1.p, Bostr.4485s0002.1.p, Bostr.28243s0043.1.p, Bostr.28243s0017.1.p, Bostr.8819s0189.1.p, Bostr.28243s0042.1.p, Bostr.4485s0017.1.p, Bostr.7867s1043.1.p
OG0000135	Bra034175, Bra031322	Bostr.19424s0392.1.p
OG0000138	Bra035034	Bostr.20129s0275.1.p
OG0000138	Bra021830, Bra022928	Bostr.23794s0789.1.p
OG0000138	Bra025997	Bostr.7128s0326.1.p
OG0000140	Bra015114	Bostr.7128s0449.1.p, Bostr.13158s0349.1.p, Bostr.7305s0006.1.p, Bostr.3279s0005.1.p, Bostr.29223s0001.1.p, Bostr.12302s0045.1.p, Bostr.3053s0009.1.p, Bostr.13404s0012.1.p, Bostr.2021s0037.1.p, Bostr.10273s0375.1.p, Bostr.22685s0007.1.p, Bostr.25463s0051.1.p, Bostr.7128s0584.1.p, Bostr.15774s0164.1.p
OG0000142	Bra022382	Bostr.25849s0029.1.p
OG0000143	Bra037571, Bra022341	Bostr.19424s0797.1.p, Bostr.25375s0045.1.p, Bostr.25375s0043.1.p
OG0000143	Bra031864	Bostr.0568s0255.1.p
OG0000143	Bra025619, Bra025607, Bra025609	Bostr.10058s0014.1.p, Bostr.3751s0025.1.p, Bostr.3751s0030.1.p, Bostr.3751s0031.1.p, Bostr.3751s0039.1.p, Bostr.3751s0043.1.p
OG0000144	Bra039327, Bra039328	Bostr.25993s0217.1.p, Bostr.25993s0219.1.p
OG0000144	Bra039329	Bostr.25993s0218.1.p
OG0000144	Bra007571	Bostr.13158s0092.1.p
OG0000144	Bra004921	Bostr.25993s0216.1.p
OG0000146	Bra020804, Bra017704	Bostr.7867s1371.1.p
OG0000146	Bra020805	Bostr.10273s0473.1.p, Bostr.10273s0472.1.p
OG0000146	Bra002020	Bostr.18351s0166.1.p
OG0000146	Bra002019, Bra013031	Bostr.18351s0168.1.p, Bostr.18351s0169.1.p
OG0000149	Bra003333	Bostr.6758s0072.1.p
OG0000149	Bra027477	Bostr.26675s0154.1.p, Bostr.3359s0020.1.p, Bostr.2199s0046.1.p, Bostr.6758s0033.1.p, Bostr.2392s0057.1.p
OG0000149	Bra030813	Bostr.6758s0071.1.p, Bostr.17584s0012.1.p, Bostr.6758s0070.1.p
OG0000150	Bra012328	Bostr.12659s0033.1.p
OG0000150	Bra009566	Bostr.12659s0036.1.p
OG0000153	Bra020291, Bra006678, Bra038408, Bra002507, Bra002511, Bra002534	Bostr.26833s0223.1.p, Bostr.26833s0216.1.p, Bostr.25494s0002.1.p
OG0000154	Bra014510, Bra007510	Bostr.11654s0002.1.p
OG0000154	Bra004837, Bra037650	Bostr.25993s0325.1.p
OG0000155	Bra018283, Bra018282, Bra021616, Bra021613, Bra029251	Bostr.24513s0113.1.p, Bostr.24513s0125.1.p
OG0000155	Bra018281, Bra022823	Bostr.24513s0124.1.p
OG0000155	Bra007734	Bostr.13158s0323.1.p
OG0000156	Bra040819	Bostr.0556s0305.1.p
OG0000156	Bra040821	Bostr.0556s0303.1.p
OG0000156	Bra034237	Bostr.0556s0302.1.p
OG0000158	Bra040812	Bostr.25219s0525.1.p
OG0000158	Bra029173, Bra022550	Bostr.15774s0285.1.p
OG0000160	Bra033595, Bra013663	Bostr.25542s0090.1.p
OG0000160	Bra016243, Bra016242, Bra016222	Bostr.0697s0052.1.p, Bostr.10273s0352.1.p
OG0000161	Bra030131	Bostr.24399s0041.1.p, Bostr.0556s0443.1.p
OG0000162	Bra020002	Bostr.25494s0026.1.p
OG0000162	Bra026558, Bra017391	Bostr.26833s0460.1.p, Bostr.0556s0148.1.p, Bostr.0556s0150.1.p, Bostr.28243s0034.1.p, Bostr.0556s0158.1.p, Bostr.11774s0003.1.p, Bostr.0556s0151.1.p, Bostr.28243s0030.1.p, Bostr.3148s0098.1.p, Bostr.28243s0032.1.p, Bostr.0556s0154.1.p, Bostr.0556s0145.1.p, Bostr.13709s0001.1.p, Bostr.0556s0153.1.p
OG0000162	Bra038144	Bostr.30057s0052.1.p
OG0000163	Bra040764	Bostr.29827s0270.1.p, Bostr.20903s0119.1.p, Bostr.3053s0004.1.p, Bostr.3053s0005.1.p
OG0000163	Bra013176	Bostr.3053s0001.1.p
OG0000164	Bra013565, Bra038753	Bostr.10689s0112.1.p
OG0000164	Bra020868	Bostr.9638s0122.1.p, Bostr.10689s0114.1.p, Bostr.10689s0113.1.p
OG0000164	Bra000806	Bostr.2983s0020.1.p, Bostr.2983s0019.1.p
OG0000165	Bra034940, Bra037852, Bra040462	Bostr.29827s0020.1.p
OG0000166	Bra013112, Bra008930	Bostr.2199s0003.1.p, Bostr.18351s0001.1.p, Bostr.5776s0003.1.p
OG0000166	Bra001388, Bra034161, Bra034163	Bostr.10199s0122.1.p, Bostr.19424s1043.1.p, Bostr.19424s1026.1.p, Bostr.19424s1036.1.p, Bostr.19424s1033.1.p, Bostr.19424s1114.1.p, Bostr.19424s1113.1.p, Bostr.19424s1044.1.p
OG0000167	Bra038734	Bostr.3640s0030.1.p
OG0000167	Bra016644, Bra026084	Bostr.1166s0002.1.p
OG0000167	Bra009583	Bostr.6251s0022.1.p
OG0000170	Bra039998	Bostr.29246s0034.1.p, Bostr.20129s0165.1.p
OG0000171	Bra034210, Bra000823	Bostr.2983s0091.1.p
OG0000171	Bra034211	Bostr.7867s0788.1.p, Bostr.7867s0771.1.p
OG0000171	Bra020727	Bostr.2983s0096.1.p, Bostr.2983s0093.1.p
OG0000173	Bra040965, Bra027116	Bostr.10040s0123.1.p
OG0000173	Bra009436	Bostr.13129s0496.1.p, Bostr.26959s0207.1.p
OG0000174	Bra040627	Bostr.26959s0238.1.p
OG0000174	Bra028162	Bostr.12645s0043.1.p
OG0000174	Bra033087, Bra033084	Bostr.0556s0569.1.p, Bostr.0556s0568.1.p
OG0000178	Bra015465	Bostr.25219s0371.1.p
OG0000178	Bra027159	Bostr.19424s0112.1.p
OG0000178	Bra015425	Bostr.25219s0369.1.p, Bostr.25219s0370.1.p
OG0000179	Bra033624	Bostr.15654s0064.1.p
OG0000179	Bra010680	Bostr.11928s0001.1.p
OG0000179	Bra028210	Bostr.18809s0001.1.p
OG0000179	Bra011859	Bostr.25542s0138.1.p
OG0000179	Bra033625, Bra033626	Bostr.7867s1071.1.p
OG0000180	Bra016488	Bostr.3288s0214.1.p
OG0000180	Bra010719, Bra011556, Bra017674, Bra013066, Bra034649, Bra033584	Bostr.7867s1332.1.p, Bostr.25542s0075.1.p, Bostr.18351s0112.1.p
OG0000182	Bra012524	Bostr.30275s0468.1.p
OG0000182	Bra021946	Bostr.29514s0023.1.p
OG0000182	Bra024835	Bostr.24340s0005.1.p
OG0000183	Bra019513	Bostr.18473s0179.1.p
OG0000183	Bra033785, Bra018113	Bostr.18473s0180.1.p
OG0000183	Bra018115, Bra018114	Bostr.18473s0181.1.p
OG0000183	Bra015049	Bostr.18473s0183.1.p
OG0000184	Bra026957	Bostr.19424s0407.1.p, Bostr.13671s0187.1.p
OG0000184	Bra028267, Bra026882, Bra026958, Bra026954, Bra031731, Bra026884, Bra026836, Bra026971, Bra016762	Bostr.13671s0180.1.p, Bostr.13671s0051.1.p, Bostr.26326s0169.1.p, Bostr.15697s0234.1.p, Bostr.13671s0199.1.p, Bostr.9638s0092.1.p
OG0000185	Bra011005	Bostr.9638s0083.1.p
OG0000186	Bra032915	Bostr.15697s0178.1.p
OG0000186	Bra032917	Bostr.15697s0182.1.p
OG0000186	Bra030108, Bra030107, Bra030106	Bostr.15697s0180.1.p
OG0000188	Bra017689, Bra023147, Bra032406, Bra041113, Bra020565, Bra018174, Bra036960	Bostr.19424s0355.1.p, Bostr.26326s0177.1.p, Bostr.18351s0090.1.p
OG0000190	Bra024407, Bra026960	Bostr.13671s0195.1.p, Bostr.13671s0192.1.p
OG0000190	Bra019779	Bostr.13671s0193.1.p, Bostr.13671s0194.1.p
OG0000190	Bra035832, Bra023145, Bra035831	Bostr.1040s0041.1.p, Bostr.13671s0190.1.p
OG0000191	Bra006865, Bra002804	Bostr.26833s0598.1.p
OG0000191	Bra031101, Bra036705, Bra039019	Bostr.18351s0434.1.p
OG0000191	Bra010331, Bra024148, Bra011098	Bostr.7867s0783.1.p
OG0000191	Bra039018, Bra031097, Bra036707	Bostr.18351s0433.1.p
OG0000191	Bra011099	Bostr.7867s0784.1.p
OG0000192	Bra012621	Bostr.30275s0273.1.p
OG0000192	Bra030503, Bra033331	Bostr.4824s0023.1.p
OG0000192	Bra003445, Bra002094	Bostr.16335s0083.1.p
OG0000192	Bra003490	Bostr.13158s0220.1.p
OG0000192	Bra040475, Bra004484	Bostr.25993s0066.1.p
OG0000193	Bra018729	Bostr.25219s0551.1.p
OG0000193	Bra001686, Bra022247, Bra021276	Bostr.19424s0888.1.p
OG0000193	Bra039756	Bostr.26959s0298.1.p
OG0000193	Bra028132	Bostr.9638s0080.1.p
OG0000193	Bra023573, Bra008612	Bostr.2902s0394.1.p
OG0000194	Bra004569	Bostr.26326s0143.1.p
OG0000194	Bra037082	Bostr.2392s0017.1.p
OG0000194	Bra000186, Bra000185	Bostr.23794s0015.1.p, Bostr.5022s0129.1.p
OG0000197	Bra029220	Bostr.0568s0459.1.p, Bostr.7867s1377.1.p, Bostr.0568s0458.1.p
OG0000197	Bra029219	Bostr.7305s0085.1.p
OG0000197	Bra040935, Bra040936	Bostr.28794s0031.1.p
OG0000199	Bra002527	Bostr.26833s0252.1.p
OG0000199	Bra019475	Bostr.18473s0335.1.p
OG0000199	Bra005767	Bostr.2128s0102.1.p
OG0000199	Bra003149, Bra039807	Bostr.11793s0033.1.p, Bostr.23794s0338.1.p
OG0000201	Bra010225, Bra023988	Bostr.7867s1023.1.p
OG0000201	Bra001387, Bra034869, Bra029892	Bostr.19424s1041.1.p
OG0000201	Bra032078, Bra022855	Bostr.27895s0015.1.p
OG0000202	Bra018875	Bostr.15654s0027.1.p
OG0000202	Bra040679, Bra027025, Bra022909, Bra022911	Bostr.10058s0032.1.p, Bostr.15654s0053.1.p
OG0000204	Bra011836, Bra010661, Bra010660, Bra009425	Bostr.15774s0097.1.p
OG0000205	Bra016712, Bra019683, Bra026860	Bostr.13671s0046.1.p
OG0000205	Bra039838, Bra015217	Bostr.26925s0001.1.p
OG0000206	Bra033016	Bostr.14419s0078.1.p, Bostr.26675s0044.1.p
OG0000208	Bra025525, Bra040963, Bra040964	Bostr.10040s0126.1.p, Bostr.13158s0015.1.p, Bostr.25463s0427.1.p, Bostr.25463s0429.1.p
OG0000210	Bra022813	Bostr.12092s0001.1.p
OG0000211	Bra012272	Bostr.12845s0002.1.p
OG0000213	Bra032916, Bra024583, Bra001328, Bra001330, Bra024586, Bra035947	Bostr.7200s0161.1.p, Bostr.7200s0165.1.p, Bostr.10064s0002.1.p, Bostr.23794s0228.1.p, Bostr.7200s0117.1.p
OG0000214	Bra000799	Bostr.25463s0005.1.p
OG0000214	Bra029500	Bostr.7199s0004.1.p
OG0000214	Bra000797, Bra017551, Bra000796, Bra017552	Bostr.7199s0002.1.p, Bostr.7199s0001.1.p, Bostr.2983s0174.1.p, Bostr.25463s0001.1.p, Bostr.25463s0004.1.p, Bostr.25463s0002.1.p, Bostr.13130s0001.1.p
OG0000216	Bra013299, Bra012602	Bostr.30275s0305.1.p
OG0000217	Bra016141, Bra007978, Bra003925, Bra004069	Bostr.10273s0208.1.p, Bostr.10273s0212.1.p
OG0000218	Bra035862	Bostr.13129s0045.1.p, Bostr.3148s0107.1.p, Bostr.0568s0501.1.p
OG0000218	Bra032519, Bra015299	Bostr.13129s0044.1.p, Bostr.26675s0326.1.p
OG0000219	Bra034282	Bostr.28794s0004.1.p
OG0000219	Bra003441	Bostr.27991s0107.1.p, Bostr.26675s0229.1.p, Bostr.26675s0231.1.p, Bostr.26675s0227.1.p, Bostr.26675s0228.1.p, Bostr.26675s0230.1.p
OG0000219	Bra007579	Bostr.13158s0108.1.p
OG0000222	Bra038083, Bra039550	Bostr.0597s0169.1.p
OG0000222	Bra001837	Bostr.19424s0485.1.p
OG0000222	Bra019731	Bostr.13671s0262.1.p
OG0000222	Bra000789	Bostr.25463s0016.1.p
OG0000222	Bra020857, Bra013587	Bostr.10089s0032.1.p
OG0000223	Bra035774, Bra022155, Bra001790	Bostr.19424s0602.1.p
OG0000223	Bra002904, Bra028979, Bra035208, Bra035209	Bostr.26833s0712.1.p
OG0000223	Bra019073, Bra004101, Bra035244, Bra034037	Bostr.26959s0213.1.p, Bostr.26959s0216.1.p, Bostr.26959s0215.1.p
OG0000223	Bra026409, Bra019092	Bostr.7867s0491.1.p
OG0000224	Bra015438, Bra024166, Bra033965, Bra010480, Bra010479, Bra036985	Bostr.7867s1564.1.p
OG0000224	Bra016582, Bra002895, Bra002893	Bostr.7128s0664.1.p
OG0000226	Bra024645, Bra012419	Bostr.12659s0273.1.p, Bostr.12659s0272.1.p
OG0000226	Bra003968	Bostr.10273s0353.1.p
OG0000227	Bra014807, Bra014810	Bostr.13129s0309.1.p, Bostr.29044s0033.1.p, Bostr.0697s0071.1.p, Bostr.29044s0073.1.p, Bostr.29044s0091.1.p, Bostr.6884s0001.1.p, Bostr.29044s0090.1.p, Bostr.29044s0092.1.p, Bostr.21422s0001.1.p
OG0000227	Bra016333	Bostr.12659s0216.1.p
OG0000228	Bra019307	Bostr.7867s0134.1.p
OG0000228	Bra000974	Bostr.10064s0064.1.p
OG0000228	Bra032644, Bra033248	Bostr.5325s0083.1.p
OG0000228	Bra014437, Bra007603	Bostr.13158s0136.1.p
OG0000228	Bra039301, Bra004950	Bostr.25993s0173.1.p
OG0000229	Bra034227	Bostr.2983s0081.1.p
OG0000230	Bra030161, Bra032331, Bra030166	Bostr.25463s0428.1.p, Bostr.15697s0264.1.p
OG0000230	Bra030168, Bra032332, Bra010817	Bostr.15697s0267.1.p
OG0000230	Bra028414, Bra010816	Bostr.15697s0265.1.p
OG0000233	Bra030341	Bostr.20129s0193.1.p
OG0000233	Bra013409, Bra013406, Bra013412, Bra002882, Bra030021	Bostr.26833s0242.1.p, Bostr.13158s0337.1.p
OG0000233	Bra022949	Bostr.26959s0010.1.p
OG0000234	Bra003648, Bra003646	Bostr.20129s0269.1.p
OG0000234	Bra003644	Bostr.20129s0271.1.p
OG0000234	Bra025994, Bra026684, Bra026681, Bra026679, Bra026680	Bostr.7128s0329.1.p
OG0000234	Bra025995	Bostr.7128s0328.1.p
OG0000235	Bra027324	Bostr.28625s0243.1.p
OG0000237	Bra039625	Bostr.18351s0293.1.p, Bostr.7903s0173.1.p
OG0000237	Bra031203, Bra030290	Bostr.5022s0070.1.p
OG0000237	Bra010695	Bostr.25542s0110.1.p
OG0000238	Bra022771, Bra028599, Bra006051	Bostr.19272s0001.1.p
OG0000238	Bra024350, Bra031888	Bostr.4104s0001.1.p
OG0000238	Bra031884	Bostr.0568s0284.1.p
OG0000240	Bra038535	Bostr.5022s0005.1.p
OG0000240	Bra017875	Bostr.25542s0179.1.p
OG0000240	Bra009046, Bra006054	Bostr.13175s0073.1.p
OG0000240	Bra037802	Bostr.0568s0292.1.p
OG0000240	Bra000355	Bostr.25993s0310.1.p
OG0000241	Bra029570	Bostr.26959s0389.1.p, Bostr.29044s0026.1.p, Bostr.2128s0130.1.p
OG0000242	Bra024717	Bostr.12659s0358.1.p, Bostr.12659s0359.1.p, Bostr.12659s0356.1.p, Bostr.12659s0360.1.p, Bostr.12659s0355.1.p
OG0000243	Bra031212, Bra030282	Bostr.29246s0029.1.p, Bostr.21472s0001.1.p, Bostr.29863s0003.1.p
OG0000244	Bra013946	Bostr.3148s0097.1.p, Bostr.2199s0056.1.p, Bostr.18351s0236.1.p
OG0000245	Bra013522	Bostr.10689s0086.1.p
OG0000245	Bra004130, Bra004129, Bra004131	Bostr.23838s0001.1.p
OG0000245	Bra001432	Bostr.19424s1136.1.p
OG0000246	Bra015021	Bostr.2983s0005.1.p, Bostr.19424s0203.1.p, Bostr.19424s0202.1.p, Bostr.19424s0033.1.p
OG0000247	Bra016594	Bostr.7128s0371.1.p
OG0000248	Bra023084	Bostr.23794s0406.1.p
OG0000248	Bra021241, Bra001661	Bostr.19424s0925.1.p
OG0000248	Bra041036	Bostr.25993s0058.1.p
OG0000248	Bra000914	Bostr.16335s0081.1.p
OG0000250	Bra030347	Bostr.12722s0018.1.p
OG0000250	Bra006162, Bra006161, Bra023377, Bra006160	Bostr.2902s0012.1.p
OG0000250	Bra003060	Bostr.26833s0943.1.p
OG0000251	Bra039554, Bra012792	Bostr.0597s0163.1.p
OG0000252	Bra012322	Bostr.12659s0092.1.p
OG0000252	Bra031387	Bostr.12659s0089.1.p, Bostr.12659s0085.1.p, Bostr.12659s0086.1.p
OG0000252	Bra012323, Bra012324	Bostr.3359s0151.1.p
OG0000256	Bra013106	Bostr.26833s0918.1.p
OG0000256	Bra029060, Bra029061	Bostr.26833s0913.1.p
OG0000257	Bra027910, Bra020009, Bra020000, Bra031673, Bra030787, Bra031682, Bra030792	Bostr.18857s0001.1.p
OG0000258	Bra025307	Bostr.0556s0464.1.p
OG0000258	Bra012469	Bostr.12659s0388.1.p
OG0000258	Bra004332, Bra004020	Bostr.26959s0018.1.p
OG0000258	Bra019818, Bra026919	Bostr.13671s0125.1.p
OG0000258	Bra026515, Bra025150	Bostr.0556s0231.1.p
OG0000259	Bra028407	Bostr.27895s0166.1.p
OG0000261	Bra022454, Bra014921, Bra031252	Bostr.25463s0296.1.p
OG0000262	Bra003638, Bra010092	Bostr.20129s0306.1.p
OG0000264	Bra031855	Bostr.15697s0016.1.p
OG0000265	Bra038169, Bra027937	Bostr.8169s0048.1.p
OG0000265	Bra018576	Bostr.25219s0029.1.p
OG0000265	Bra000895	Bostr.4824s0030.1.p
OG0000266	Bra005987	Bostr.13129s0124.1.p
OG0000266	Bra029370, Bra029368, Bra029369, Bra026502, Bra009675, Bra009674, Bra009672, Bra009677	Bostr.10199s0115.1.p, Bostr.10199s0114.1.p, Bostr.10199s0116.1.p
OG0000268	Bra004828	Bostr.3148s0117.1.p
OG0000268	Bra037654	Bostr.27991s0099.1.p
OG0000268	Bra037653, Bra040653	Bostr.25993s0335.1.p
OG0000268	Bra037655	Bostr.25993s0333.1.p
OG0000268	Bra028465	Bostr.12722s0037.1.p, Bostr.7200s0057.1.p
OG0000269	Bra024527	Bostr.12659s0118.1.p
OG0000269	Bra016091	Bostr.10273s0153.1.p
OG0000269	Bra011567	Bostr.7867s1345.1.p
OG0000269	Bra036761, Bra034413	Bostr.1774s0017.1.p
OG0000269	Bra000681	Bostr.25463s0373.1.p
OG0000271	Bra022050, Bra022081, Bra022088, Bra022087, Bra024997	Bostr.28243s0037.1.p
OG0000271	Bra024978, Bra022076	Bostr.28243s0039.1.p, Bostr.28243s0038.1.p
OG0000272	Bra024532, Bra012340	Bostr.12659s0125.1.p
OG0000272	Bra005883, Bra009167	Bostr.13129s0356.1.p, Bostr.0556s0380.1.p, Bostr.10199s0011.1.p, Bostr.18351s0216.1.p
OG0000272	Bra003906, Bra007991, Bra017654, Bra016103	Bostr.10273s0164.1.p, Bostr.10273s0165.1.p
OG0000275	Bra031310	Bostr.19424s0467.1.p
OG0000275	Bra001847	Bostr.19424s0465.1.p, Bostr.19424s0466.1.p, Bostr.26833s0859.1.p
OG0000276	Bra014144, Bra039931, Bra032183, Bra032184	Bostr.20129s0284.1.p
OG0000276	Bra028769, Bra005843	Bostr.29442s0001.1.p
OG0000277	Bra031605, Bra002483, Bra031602, Bra018669	Bostr.26833s0201.1.p, Bostr.25219s0153.1.p
OG0000277	Bra030707	Bostr.25219s0361.1.p
OG0000278	Bra011309	Bostr.26675s0298.1.p
OG0000278	Bra017020	Bostr.23794s0031.1.p
OG0000279	Bra029492, Bra000794, Bra041109	Bostr.25463s0010.1.p
OG0000279	Bra027916, Bra027915	Bostr.30057s0002.1.p
OG0000279	Bra016805, Bra031790	Bostr.13671s0268.1.p
OG0000279	Bra034478	Bostr.22157s0127.1.p
OG0000280	Bra005246, Bra017463, Bra017224	Bostr.23794s0418.1.p
OG0000280	Bra005242, Bra005241, Bra023081, Bra023079	Bostr.23794s0415.1.p
OG0000280	Bra005245, Bra005243, Bra023080	Bostr.23794s0417.1.p, Bostr.23794s0416.1.p
OG0000281	Bra003682, Bra008316	Bostr.25463s0423.1.p
OG0000281	Bra008313, Bra033733	Bostr.20129s0187.1.p
OG0000281	Bra027815	Bostr.22157s0006.1.p
OG0000282	Bra008716, Bra006286	Bostr.2902s0250.1.p
OG0000282	Bra024672, Bra012435, Bra016299	Bostr.12659s0300.1.p
OG0000282	Bra025358, Bra033063	Bostr.0556s0535.1.p
OG0000282	Bra028443	Bostr.10058s0009.1.p
OG0000283	Bra017325, Bra017327, Bra017326	Bostr.23794s0576.1.p
OG0000287	Bra037877	Bostr.9686s0004.1.p, Bostr.9686s0005.1.p
OG0000287	Bra039816	Bostr.0556s0638.1.p
OG0000287	Bra018007, Bra018006, Bra029933	Bostr.18473s0040.1.p, Bostr.18473s0043.1.p, Bostr.18473s0039.1.p
OG0000288	Bra039235	Bostr.27895s0070.1.p
OG0000288	Bra027401, Bra001521	Bostr.3640s0174.1.p
OG0000288	Bra028563, Bra006079, Bra006080	Bostr.13175s0019.1.p
OG0000290	Bra007718, Bra003517, Bra014379	Bostr.13158s0298.1.p
OG0000290	Bra004424, Bra021444	Bostr.13208s0029.1.p
OG0000290	Bra021641, Bra018307	Bostr.24513s0182.1.p
OG0000291	Bra029046, Bra029045	Bostr.26833s0875.1.p, Bostr.26833s0858.1.p
OG0000291	Bra022688, Bra029049	Bostr.21554s0010.1.p
OG0000293	Bra039976	Bostr.27991s0179.1.p
OG0000296	Bra035892, Bra035891	Bostr.3148s0195.1.p, Bostr.9638s0024.1.p
OG0000296	Bra016369	Bostr.1040s0064.1.p
OG0000297	Bra015433	Bostr.25219s0417.1.p
OG0000298	Bra020649	Bostr.15774s0062.1.p
OG0000298	Bra033534, Bra038043	Bostr.30275s0056.1.p
OG0000298	Bra033342	Bostr.4824s0039.1.p
OG0000298	Bra000891, Bra008559	Bostr.16335s0040.1.p
OG0000300	Bra005168	Bostr.23794s0304.1.p
OG0000300	Bra018553, Bra000881	Bostr.16335s0001.1.p, Bostr.16335s0009.1.p, Bostr.9741s0003.1.p, Bostr.9741s0002.1.p, Bostr.9741s0008.1.p, Bostr.2983s0221.1.p, Bostr.2983s0225.1.p, Bostr.9741s0014.1.p, Bostr.16335s0004.1.p, Bostr.9741s0007.1.p, Bostr.9741s0010.1.p, Bostr.16335s0007.1.p, Bostr.2983s0222.1.p, Bostr.9741s0005.1.p, Bostr.16335s0010.1.p, Bostr.16335s0006.1.p, Bostr.16335s0002.1.p, Bostr.9741s0001.1.p
OG0000302	Bra016463	Bostr.29654s0001.1.p
OG0000302	Bra037198, Bra025822, Bra016466	Bostr.7128s0644.1.p
OG0000303	Bra015311	Bostr.26675s0316.1.p
OG0000303	Bra006711, Bra006713, Bra006712, Bra006710, Bra006714	Bostr.26833s0283.1.p, Bostr.26833s0285.1.p, Bostr.26833s0288.1.p, Bostr.26833s0291.1.p, Bostr.26833s0286.1.p
OG0000304	Bra003585	Bostr.20129s0430.1.p
OG0000304	Bra026740, Bra026094	Bostr.7128s0210.1.p
OG0000305	Bra024110	Bostr.27895s0104.1.p, Bostr.3148s0283.1.p, Bostr.12645s0024.1.p
OG0000305	Bra012502	Bostr.7867s0856.1.p
OG0000306	Bra027358, Bra027359	Bostr.28625s0280.1.p
OG0000306	Bra014374, Bra030912, Bra030915, Bra014372	Bostr.7128s0083.1.p
OG0000307	Bra002462, Bra020238, Bra006650	Bostr.26833s0172.1.p
OG0000307	Bra005215, Bra005216, Bra023102, Bra023103	Bostr.23794s0372.1.p, Bostr.23794s0367.1.p, Bostr.23794s0371.1.p
OG0000307	Bra006997	Bostr.11793s0052.1.p
OG0000308	Bra024603	Bostr.12659s0207.1.p
OG0000308	Bra012702	Bostr.30275s0115.1.p
OG0000308	Bra012416	Bostr.12659s0244.1.p
OG0000308	Bra006343, Bra008638	Bostr.2902s0355.1.p
OG0000309	Bra029189	Bostr.12302s0026.1.p, Bostr.13671s0426.1.p, Bostr.25463s0253.1.p
OG0000310	Bra029898, Bra029897	Bostr.18473s0120.1.p
OG0000312	Bra003042	Bostr.26833s0914.1.p
OG0000313	Bra035408	Bostr.18351s0147.1.p, Bostr.15774s0321.1.p, Bostr.26527s0297.1.p, Bostr.25993s0541.1.p
