Orthogroup	Brassica_rapa	Arabidopsis_lyrata
OG0000108	Bra005071, Bra005070, Bra005069, Bra000107, Bra017275, Bra017093	fgenesh2_kg.4__1973__AT2G38940.1
OG0000108	Bra027463, Bra027488, Bra035979, Bra027490, Bra035978, Bra033673, Bra035977, Bra033675, Bra027487	scaffold_11700004.1, Al_scaffold_0178_3, fgenesh1_pm.C_scaffold_8000402, fgenesh2_kg.8__480__AT5G43350.1, fgenesh2_kg.178__1__AT5G43350.1, fgenesh2_kg.8__478__AT5G43370.1
OG0000109	Bra018879, Bra018880	scaffold_104814.1
OG0000109	Bra018874	fgenesh1_pm.C_scaffold_6001480, fgenesh1_pg.C_scaffold_1003793
OG0000110	Bra038504	fgenesh1_pm.C_scaffold_7002067
OG0000110	Bra021082	fgenesh2_kg.7__2635__AT4G16740.1
OG0000110	Bra000568, Bra000727	scaffold_400433.1, Al_scaffold_0004_406, scaffold_400428.1
OG0000110	Bra025164, Bra025163	scaffold_500454.1, Al_scaffold_0005_401, scaffold_500460.1, fgenesh1_pm.C_scaffold_5000266
OG0000112	Bra000502, Bra018711, Bra019625, Bra009934	scaffold_202434.1
OG0000113	Bra031480	Al_scaffold_0005_2822, Al_scaffold_0005_2813
OG0000113	Bra025562	scaffold_503096.1
OG0000114	Bra023688, Bra006467	fgenesh2_kg.6__1878__AT5G18600.1
OG0000114	Bra033499	scaffold_702973.1
OG0000114	Bra038076	scaffold_702970.1, fgenesh2_kg.7__2750__AT4G15700.1, fgenesh2_kg.7__2752__AT4G15670.1
OG0000114	Bra033503, Bra033501	fgenesh2_kg.7__2751__AT4G15680.1
OG0000115	Bra002103, Bra006418, Bra023635	fgenesh1_pg.C_scaffold_6001478
OG0000115	Bra038874	scaffold_502143.1
OG0000116	Bra014352	fgenesh1_pm.C_scaffold_8001637
OG0000116	Bra038027, Bra020514, Bra020515, Bra020478	fgenesh1_pg.C_scaffold_6002146, scaffold_602654.1
OG0000116	Bra005841	scaffold_600162.1
OG0000117	Bra004768	Al_scaffold_0002_1289, fgenesh2_kg.4__2523__AT2G43510.1
OG0000117	Bra037705, Bra037707	scaffold_403245.1
OG0000117	Bra000309	fgenesh2_kg.1__3851__AT1G47540.2, fgenesh2_kg.4__2524__AT2G43520.1
OG0000119	Bra004755	fgenesh2_kg.4__2515__AT2G43445.1
OG0000119	Bra009933, Bra030340	scaffold_402767.1, Al_scaffold_0004_2589
OG0000119	Bra006331	Al_scaffold_0004_2505
OG0000120	Bra032635	Al_scaffold_0001_92
OG0000120	Bra037388, Bra008539, Bra000941	fgenesh1_pm.C_scaffold_6002892
OG0000120	Bra022637, Bra029089, Bra026297	fgenesh1_pg.C_scaffold_8001350
OG0000121	Bra015809	fgenesh2_kg.2__1861__AT1G75830.1
OG0000121	Bra025396	Al_scaffold_0001_5134
OG0000121	Bra015811	scaffold_703526.1, scaffold_105619.1
OG0000123	Bra003310, Bra000376	scaffold_503299.1, fgenesh2_kg.4__2712__AT2G45170.1
OG0000123	Bra040738, Bra012710	scaffold_702834.1
OG0000123	Bra013172	fgenesh2_kg.3__2886__AT2G05630.1
OG0000123	Bra029509	scaffold_603777.1
OG0000123	Bra013578, Bra019407	Al_scaffold_0007_1962
OG0000125	Bra000735, Bra032069	scaffold_400835.1
OG0000125	Bra032068	scaffold_400558.1, scaffold_400827.1, scaffold_400556.1
OG0000125	Bra032065, Bra032064	scaffold_400439.1, fgenesh1_pm.C_scaffold_4000292, scaffold_400551.1, scaffold_400550.1, scaffold_400549.1, scaffold_400562.1, scaffold_400830.1
OG0000126	Bra039483, Bra031955	Al_scaffold_0007_3914
OG0000128	Bra036715, Bra040124, Bra021590, Bra040128, Bra032811, Bra032858	fgenesh1_pg.C_scaffold_3000379
OG0000128	Bra040127, Bra040270	scaffold_300477.1, scaffold_300476.1
OG0000129	Bra023232, Bra029851	scaffold_104316.1
OG0000129	Bra021260	fgenesh1_pm.C_scaffold_3001446
OG0000132	Bra039617	fgenesh2_kg.3__3442__AT2G18328.1
OG0000132	Bra010560, Bra011691	scaffold_700452.1
OG0000132	Bra008186	fgenesh2_kg.2__1798__AT1G75250.2
OG0000132	Bra011870	scaffold_700126.1
OG0000132	Bra000579, Bra031209, Bra030285	fgenesh2_kg.4__92__AT2G21650.1
OG0000133	Bra016178	scaffold_201980.1, scaffold_201979.1
OG0000133	Bra012362, Bra016364	fgenesh1_pg.C_scaffold_6002380, fgenesh2_kg.6__2764__AT5G28010.1
OG0000133	Bra016180, Bra016181	fgenesh2_kg.2__1353__AT1G70880.1
OG0000134	Bra004192	Al_scaffold_0008_178
OG0000134	Bra022071, Bra022034, Bra001175	Al_scaffold_0008_175, fgenesh2_kg.8__162__AT5G46260.1
OG0000134	Bra022037	Al_scaffold_0008_167
OG0000134	Bra022036	Al_scaffold_0005_801
OG0000134	Bra017544	Al_scaffold_0008_807, fgenesh2_kg.8__141__AT5G46470.1
OG0000135	Bra003989, Bra007873, Bra007874	fgenesh1_pm.C_scaffold_2001000, Al_scaffold_0002_1624
OG0000137	Bra010827, Bra010826, Bra032321, Bra010828	fgenesh2_kg.1__3111__AT1G29460.1
OG0000138	Bra035034	Al_scaffold_0002_2549
OG0000138	Bra021830, Bra022928	scaffold_401881.1
OG0000138	Bra025997	fgenesh2_kg.1__1871__AT1G17150.1
OG0000138	Bra000327, Bra014753, Bra000645, Bra004111, Bra000183, Bra017014	Al_scaffold_0001_3797, Al_scaffold_0006_3063, Al_scaffold_0004_2636, Al_scaffold_0004_2632
OG0000140	Bra015114	Al_scaffold_0001_3661, Al_scaffold_0002_2516
OG0000141	Bra033932, Bra003479	Al_scaffold_0481_1
OG0000143	Bra037571, Bra022341	fgenesh2_kg.3__2072__AT3G18650.1
OG0000143	Bra031864	fgenesh2_kg.8__2584__AT5G65330.1
OG0000143	Bra025619, Bra025607, Bra025609	scaffold_704060.1, fgenesh2_kg.7__3412__AT5G41200.1, Al_scaffold_0007_3741
OG0000144	Bra014462, Bra014461	Al_scaffold_0005_3026
OG0000144	Bra039327, Bra039328	fgenesh1_pg.C_scaffold_4002708, Al_scaffold_0004_3241
OG0000144	Bra007571	fgenesh2_kg.5__2562__AT3G61040.1
OG0000144	Bra004921	fgenesh1_pm.C_scaffold_4002268
OG0000146	Bra020805	fgenesh2_kg.7__562__AT4G35210.1
OG0000146	Bra002020	scaffold_304008.1
OG0000146	Bra013032	scaffold_304006.1
OG0000146	Bra002019, Bra013031	scaffold_304011.1, scaffold_304012.1
OG0000149	Bra003333	Al_scaffold_0001_5007
OG0000149	Bra030813	scaffold_105434.1, scaffold_105433.1, scaffold_105432.1
OG0000150	Bra012328	scaffold_102449.1
OG0000150	Bra009566	scaffold_102452.1
OG0000151	Bra010505, Bra002389, Bra001081, Bra024684, Bra037882, Bra012262	Al_scaffold_0005_1443, fgenesh2_kg.3__1302__AT3G12420.1
OG0000153	Bra002580, Bra002553, Bra006705, Bra006704, Bra006703, Bra002550, Bra002551, Bra002548, Bra020306	fgenesh1_pg.C_scaffold_1001965
OG0000153	Bra020291, Bra006678, Bra038408, Bra002507, Bra002511, Bra002534	scaffold_802661.1, scaffold_7100006.1, scaffold_802650.1
OG0000154	Bra014510, Bra007510	fgenesh2_kg.5__2473__AT3G60140.1
OG0000154	Bra004837, Bra037650	scaffold_403369.1
OG0000155	Bra018283, Bra018282, Bra021616, Bra021613, Bra029251	Al_scaffold_0004_1554, Al_scaffold_0004_1382, scaffold_401638.1
OG0000155	Bra018281, Bra022823	scaffold_401623.1
OG0000155	Bra007734	scaffold_503606.1
OG0000156	Bra006829	fgenesh1_pm.C_scaffold_8001367
OG0000156	Bra032928	fgenesh1_pg.C_scaffold_5000386
OG0000156	Bra040819	fgenesh2_kg.5__388__AT3G26330.1
OG0000156	Bra040821	fgenesh1_pg.C_scaffold_5000381, fgenesh2_kg.5__386__AT3G26300.1, Al_scaffold_0005_456
OG0000156	Bra034237	fgenesh1_pg.C_scaffold_5000380, scaffold_500517.1
OG0000158	Bra040812	fgenesh2_kg.1__3961__AT1G48660.1
OG0000159	Bra026450, Bra041015	Al_scaffold_0007_1510
OG0000160	Bra007897	scaffold_201883.1, fgenesh1_pm.C_scaffold_2001037
OG0000160	Bra016243, Bra016242, Bra016222	Al_scaffold_0005_2345, scaffold_201870.1, fgenesh2_kg.2__1259__AT1G70040.1, scaffold_201873.1
OG0000162	Bra020002	Al_scaffold_0001_930
OG0000162	Bra026558, Bra017391	Al_scaffold_0005_262
OG0000162	Bra038144	scaffold_200810.1
OG0000163	Bra013175	fgenesh1_pg.C_scaffold_3002622
OG0000163	Bra013176	fgenesh2_kg.3__2874__AT2G05530.1
OG0000164	Bra013565, Bra038753	fgenesh2_kg.7__2119__AT4G21860.1
OG0000164	Bra020868	fgenesh1_pg.C_scaffold_7001765
OG0000164	Bra000806	fgenesh2_kg.6__3252__AT4G04830.1
OG0000166	Bra034278	fgenesh2_kg.3__558__AT3G05660.1
OG0000167	Bra038734	scaffold_301435.1
OG0000167	Bra016644, Bra026084	fgenesh2_kg.1__1758__AT1G16030.1
OG0000167	Bra009583	fgenesh2_kg.6__163__AT5G02500.1
OG0000170	Bra039998	scaffold_27800003.1, scaffold_401447.1
OG0000170	Bra038618	scaffold_83500002.1
OG0000173	Bra040965, Bra027116	fgenesh2_kg.2__374__AT1G60880.1, fgenesh2_kg.2__370__AT1G60920.1
OG0000173	Bra009436	fgenesh2_kg.6__380__AT5G04640.1
OG0000174	Bra040627	fgenesh2_kg.2__911__AT1G66850.1
OG0000174	Bra028162	scaffold_704290.1
OG0000174	Bra033087, Bra033084	scaffold_500906.1
OG0000174	Bra030699, Bra008375, Bra027114, Bra027111, Bra018687	scaffold_502897.1
OG0000178	Bra015465	fgenesh1_pm.C_scaffold_1000455
OG0000178	Bra023229	fgenesh2_kg.1__3340__AT1G32030.1
OG0000178	Bra027159	scaffold_303024.1, Al_scaffold_0003_2791, fgenesh2_kg.26__5__AT5G24050.1, scaffold_303102.1, fgenesh2_kg.3__2702__AT3G24850.1
OG0000178	Bra015425	fgenesh1_pm.C_scaffold_1000456, scaffold_701550.1, fgenesh1_pm.C_scaffold_7002839
OG0000179	Bra033624	scaffold_104352.1, scaffold_104351.1
OG0000179	Bra028210	scaffold_704175.1
OG0000179	Bra011859	fgenesh1_pg.C_scaffold_7000117, fgenesh2_kg.7__161__AT4G39510.1
OG0000179	Bra033625, Bra033626	fgenesh2_kg.7__950__AT4G32170.1
OG0000180	Bra011556	Al_scaffold_0007_581
OG0000180	Bra017674	Al_scaffold_0007_581
OG0000180	Bra013066	Al_scaffold_0007_581
OG0000180	Bra034649	Al_scaffold_0007_581
OG0000180	Bra033584	Al_scaffold_0007_581
OG0000180	Bra011556	fgenesh2_kg.3__3242__AT2G16510.1
OG0000180	Bra017674	fgenesh2_kg.3__3242__AT2G16510.1
OG0000180	Bra013066	fgenesh2_kg.3__3242__AT2G16510.1
OG0000180	Bra034649	fgenesh2_kg.3__3242__AT2G16510.1
OG0000180	Bra033584	fgenesh2_kg.3__3242__AT2G16510.1
OG0000180	Bra011556	scaffold_700087.1
OG0000180	Bra017674	scaffold_700087.1
OG0000180	Bra013066	scaffold_700087.1
OG0000180	Bra034649	scaffold_700087.1
OG0000180	Bra033584	scaffold_700087.1
OG0000181	Bra028178, Bra035308, Bra034409, Bra018358, Bra037423	Al_scaffold_0008_1039, scaffold_500968.1, scaffold_502829.1, scaffold_704294.1, scaffold_402730.1, scaffold_78200001.1
OG0000182	Bra027575, Bra014901, Bra038406, Bra012524, Bra025101, Bra021946, Bra025100	scaffold_500889.1
OG0000183	Bra019513	fgenesh2_kg.5__1132__AT3G47790.1
OG0000183	Bra033785, Bra018113	fgenesh2_kg.5__1131__AT3G47780.1
OG0000183	Bra018115, Bra018114	fgenesh2_kg.5__1129__AT3G47750.1, fgenesh2_kg.5__1130__AT3G47770.1
OG0000183	Bra015049	fgenesh2_kg.5__1128__AT3G47740.1
OG0000184	Bra026957	fgenesh2_kg.3__2466__AT3G22470.1, fgenesh2_kg.1__1374__AT1G12700.1
OG0000185	Bra011005	fgenesh2_kg.7__3151__AT5G37400.1, Al_scaffold_0007_3355
OG0000186	Bra032917	Al_scaffold_0004_1094
OG0000186	Bra030108, Bra030107, Bra030106	fgenesh2_kg.1__3032__AT1G28580.1
OG0000188	Bra017689, Bra023147, Bra032406	Al_scaffold_0005_109, fgenesh1_pm.C_scaffold_8000513
OG0000188	Bra041113	scaffold_801354.1, fgenesh2_kg.1__3985__AT3G32904.1, Al_scaffold_0001_3712, scaffold_800956.1, fgenesh2_kg.7__3181__AT3G32904.1
OG0000188	Bra018174, Bra036960	fgenesh1_pm.C_scaffold_5000608, Al_scaffold_0005_974
OG0000190	Bra024407, Bra026960	Al_scaffold_0001_1290
OG0000190	Bra019779	scaffold_101395.1, Al_scaffold_0001_1291
OG0000190	Bra035832, Bra023145, Bra035831	fgenesh2_kg.1__1372__AT1G12672.1
OG0000191	Bra006865, Bra002804	scaffold_802219.1
OG0000191	Bra031101, Bra036705, Bra039019	fgenesh2_kg.3__3193__AT2G19770.1
OG0000191	Bra010331, Bra024148, Bra011098	fgenesh1_pm.C_scaffold_7001001
OG0000191	Bra039018, Bra031097, Bra036707	fgenesh2_kg.3__3194__AT2G19760.1
OG0000191	Bra011099	scaffold_701315.1
OG0000192	Bra017539	fgenesh2_kg.8__139__AT5G46540.1
OG0000192	Bra012621	fgenesh2_kg.7__2498__AT4G18050.1
OG0000192	Bra030503, Bra033331	fgenesh2_kg.1__167__AT1G02530.1
OG0000192	Bra003445, Bra002094	fgenesh2_kg.6__3530__AT4G01830.1
OG0000192	Bra003490	fgenesh2_kg.5__2710__AT3G62150.1
OG0000192	Bra040475, Bra004484	fgenesh2_kg.4__2931__AT2G47000.1
OG0000193	Bra018729	scaffold_104462.1
OG0000193	Bra001686, Bra022247, Bra021276	fgenesh2_kg.3__1967__AT3G17820.1
OG0000193	Bra039756	fgenesh2_kg.2__853__AT1G66200.1
OG0000193	Bra028132	scaffold_703639.1
OG0000193	Bra023573, Bra008612	fgenesh2_kg.6__1649__AT5G16570.1
OG0000194	Bra004569	scaffold_400646.1, scaffold_400649.1, scaffold_400645.1
OG0000194	Bra037082	Al_scaffold_0003_2989, Al_scaffold_0008_1100, fgenesh1_pg.C_scaffold_8000843
OG0000194	Bra000186, Bra000185	fgenesh1_pg.C_scaffold_4002184
OG0000195	Bra035007, Bra022234, Bra025146, Bra034105, Bra038393, Bra024745, Bra036268, Bra002701, Bra040784, Bra037893, Bra004868, Bra024525	scaffold_102912.1, scaffold_603276.1, scaffold_400957.1, fgenesh1_pm.C_scaffold_3002838, fgenesh1_pm.C_scaffold_7002836, fgenesh1_pm.C_scaffold_9000019, fgenesh1_pm.C_scaffold_1001872, fgenesh1_pm.C_scaffold_4000441, fgenesh1_pm.C_scaffold_8001060
OG0000197	Bra029220	scaffold_700607.1, scaffold_803040.1
OG0000197	Bra029219	Al_scaffold_0008_1678, Al_scaffold_0008_1675
OG0000197	Bra040935, Bra040936	Al_scaffold_0004_1088
OG0000198	Bra015067	fgenesh1_pg.C_scaffold_5001034, scaffold_501421.1, scaffold_501164.1, Al_scaffold_0005_1091, Al_scaffold_0005_1321
OG0000198	Bra034292	Al_scaffold_0005_1435
OG0000198	Bra000504	Al_scaffold_0004_773, Al_scaffold_0004_772, Al_scaffold_0004_770
OG0000198	Bra011996, Bra026648	fgenesh2_kg.5__930__AT3G45540.1, scaffold_501409.1, scaffold_501417.1, scaffold_501418.1
OG0000199	Bra002527	fgenesh2_kg.8__1936__AT5G59840.1
OG0000199	Bra019475	fgenesh2_kg.5__977__AT3G46060.1
OG0000199	Bra003149, Bra039807	fgenesh2_kg.5__1739__AT3G53610.1
OG0000200	Bra030483, Bra035676	Al_scaffold_0027_3, scaffold_800943.1
OG0000201	Bra010225, Bra023988	scaffold_701038.1
OG0000201	Bra001387, Bra034869, Bra029892	fgenesh1_pm.C_scaffold_3000920
OG0000202	Bra018875	Al_scaffold_0001_4085, fgenesh1_pm.C_scaffold_1003020, fgenesh1_pg.C_scaffold_1003496
OG0000202	Bra040679, Bra027025, Bra022909, Bra022911	fgenesh1_pm.C_scaffold_1003003
OG0000203	Bra039286	Al_scaffold_0009_86, scaffold_600347.1, scaffold_600348.1, scaffold_600263.1
OG0000203	Bra004352	scaffold_201752.1
OG0000204	Bra010659	fgenesh1_pm.C_scaffold_7000153
OG0000204	Bra040994	fgenesh1_pg.C_scaffold_8000918, scaffold_801025.1
OG0000204	Bra011836, Bra010661, Bra010660, Bra009425	fgenesh1_pm.C_scaffold_8000716
OG0000205	Bra016712, Bra019683, Bra026860	fgenesh1_pm.C_scaffold_1001189
OG0000205	Bra039838, Bra015217	fgenesh2_kg.3__3107__AT2G15390.2, Al_scaffold_0003_3402
OG0000205	Bra016711	Al_scaffold_0001_1457
OG0000205	Bra026859, Bra019681, Bra019680	Al_scaffold_0001_1456
OG0000208	Bra025525, Bra040963, Bra040964	Al_scaffold_0005_2917, Al_scaffold_0001_3484, scaffold_103789.1
OG0000210	Bra036897, Bra020467	fgenesh1_pm.C_scaffold_8000297
OG0000210	Bra022813	fgenesh1_pm.C_scaffold_4000881, fgenesh2_kg.4__1054__AT2G30770.1
OG0000213	Bra032916, Bra024583, Bra001328, Bra001330, Bra024586, Bra035947	fgenesh2_kg.3__2458__AT3G22421.1, fgenesh1_pg.C_scaffold_3000343, fgenesh1_pm.C_scaffold_1003077, scaffold_402570.1, fgenesh2_kg.4__1928__AT2G38590.1, scaffold_703799.1, scaffold_402571.1, fgenesh1_pg.C_scaffold_4001964, fgenesh1_pg.C_scaffold_4001966, Al_scaffold_0003_2935
OG0000214	Bra000799	fgenesh2_kg.6__3232__AT4G04510.1
OG0000214	Bra000797, Bra017551, Bra000796, Bra017552	scaffold_603770.1
OG0000214	Bra022095, Bra018496	Al_scaffold_0006_3519
OG0000214	Bra029470, Bra029499, Bra018493, Bra018492	Al_scaffold_0001_3633
OG0000216	Bra013299, Bra012602	scaffold_702596.1
OG0000216	Bra001551, Bra021556, Bra027338	fgenesh2_kg.3__1563__AT3G14420.2
OG0000217	Bra016141, Bra007978, Bra003925, Bra004069	fgenesh2_kg.158__1__AT1G71400.1, fgenesh2_kg.2__1401__AT1G71400.1, fgenesh2_kg.2__1400__AT1G71390.1
OG0000217	Bra025934	fgenesh2_kg.3__525__AT3G05360.1
OG0000218	Bra035862	fgenesh2_kg.6__900__AT5G09500.1, fgenesh2_kg.390__2__AT5G43640.1, fgenesh2_kg.8__456__AT5G43640.1, scaffold_802989.1
OG0000218	Bra032519, Bra015299	fgenesh2_kg.1__358__AT1G04270.1
OG0000219	Bra034282	Al_scaffold_0005_3046
OG0000219	Bra003441	scaffold_201722.1, scaffold_501135.1, Al_scaffold_0005_1060, fgenesh1_pm.C_scaffold_1003143
OG0000219	Bra007579	fgenesh2_kg.5__2582__AT3G61172.1
OG0000220	Bra027931, Bra027609, Bra027608	Al_scaffold_0001_4173, Al_scaffold_0001_4175
OG0000222	Bra038083, Bra039550	fgenesh2_kg.7__2779__AT4G15430.1
OG0000222	Bra001837	fgenesh1_pg.C_scaffold_3002075
OG0000222	Bra019731	fgenesh1_pm.C_scaffold_1001006
OG0000222	Bra034495, Bra027052	fgenesh1_pg.C_scaffold_2000249
OG0000222	Bra000789	scaffold_603754.1
OG0000222	Bra020857, Bra013587	fgenesh2_kg.7__2091__AT4G22120.2
OG0000223	Bra035774, Bra022155, Bra001790	fgenesh2_kg.126__1__AT3G20520.1, fgenesh2_kg.3__2278__AT3G20520.1
OG0000223	Bra002904, Bra028979, Bra035208, Bra035209	fgenesh2_kg.8__1447__AT5G55480.1
OG0000223	Bra019073, Bra004101, Bra035244, Bra034037	fgenesh2_kg.2__923__AT1G66980.1, fgenesh2_kg.2__922__AT1G66970.1
OG0000223	Bra026409, Bra019092	fgenesh2_kg.7__1570__AT4G26690.1
OG0000224	Bra010649	scaffold_700220.1
OG0000224	Bra015438, Bra024166, Bra033965, Bra010480, Bra010479, Bra036985	fgenesh1_pg.C_scaffold_7000304
OG0000224	Bra016582, Bra002895, Bra002893	scaffold_700281.1
OG0000225	Bra007989	Al_scaffold_0003_3918
OG0000226	Bra024645, Bra012419	Al_scaffold_0001_2553, Al_scaffold_0001_2550, Al_scaffold_0001_2545, Al_scaffold_0001_2542
OG0000226	Bra028394	scaffold_102624.1
OG0000226	Bra003968	fgenesh2_kg.2__1258__AT1G70030.1, scaffold_603117.1
OG0000227	Bra014807, Bra014810	Al_scaffold_0008_1207, scaffold_600650.1, scaffold_600651.1, scaffold_304243.1
OG0000227	Bra016333	Al_scaffold_0001_2486
OG0000228	Bra019307	fgenesh2_kg.7__1969__AT4G23400.1
OG0000228	Bra000974	scaffold_604260.1
OG0000228	Bra032644, Bra033248	fgenesh2_kg.1__69__AT1G01620.1
OG0000228	Bra014437, Bra007603	fgenesh2_kg.5__2610__AT3G61430.2
OG0000228	Bra039301, Bra004950	fgenesh2_kg.4__2797__AT2G45960.1
OG0000230	Bra030169, Bra030170, Bra030174	fgenesh2_kg.1__3130__AT1G29740.1
OG0000230	Bra030161, Bra032331, Bra030166	Al_scaffold_0001_3031
OG0000232	Bra006832, Bra035616, Bra002820	scaffold_802187.1
OG0000233	Bra030341	scaffold_600621.1
OG0000233	Bra022949	scaffold_700890.1
OG0000234	Bra003648, Bra003646	fgenesh2_kg.2__2131__AT1G78340.1
OG0000234	Bra025994, Bra026684, Bra026681, Bra026679, Bra026680	Al_scaffold_0001_1778
OG0000234	Bra025995	fgenesh2_kg.1__1874__AT1G17170.1
OG0000235	Bra027324	fgenesh2_kg.3__1581__AT3G14610.1
OG0000235	Bra021570, Bra027320	fgenesh2_kg.3__1583__AT3G14660.1
OG0000237	Bra039625	fgenesh2_kg.3__3430__AT2G18240.2
OG0000237	Bra031203, Bra030290	fgenesh2_kg.4__87__AT2G21600.1
OG0000237	Bra010695	fgenesh2_kg.7__127__AT4G39220.1
OG0000238	Bra022771, Bra028599, Bra006051	scaffold_601028.1
OG0000238	Bra024350, Bra031888	fgenesh2_kg.233__4__AT5G65050.3, fgenesh2_kg.8__2543__AT5G65050.2, fgenesh2_kg.2__2000__AT1G77080.2
OG0000238	Bra031884	Al_scaffold_0008_3055
OG0000240	Bra038535	Al_scaffold_0004_171
OG0000240	Bra017875	scaffold_700219.1
OG0000240	Bra009046, Bra006054	fgenesh2_kg.6__986__AT5G10260.1
OG0000240	Bra037802	fgenesh2_kg.8__2535__AT5G64990.1
OG0000240	Bra004850, Bra000355	scaffold_403388.1
OG0000241	Bra029570	fgenesh2_kg.6__3404__AT4G05320.5, Al_scaffold_0006_3625, scaffold_603851.1
OG0000241	Bra009542	fgenesh2_kg.6__229__AT5G03240.1, Al_scaffold_0001_4880
OG0000242	Bra013473, Bra013472	fgenesh2_kg.7__2239__AT4G20800.1
OG0000242	Bra024717	Al_scaffold_0001_2665, fgenesh2_kg.1__2733__AT1G26410.1, fgenesh2_kg.1__2735__AT1G26380.1, fgenesh2_kg.1__2732__AT1G26420.1
OG0000242	Bra024719	fgenesh2_kg.1__2734__AT1G26390.1
OG0000243	Bra031212, Bra030282	Al_scaffold_0004_1406, fgenesh1_pm.C_scaffold_4000787, fgenesh1_pm.C_scaffold_4000801, scaffold_401425.1, fgenesh2_kg.4__957__AT2G29780.1, Al_scaffold_0004_1400
OG0000244	Bra013946	fgenesh1_pg.C_scaffold_3002782, scaffold_303553.1, Al_scaffold_0006_2660, Al_scaffold_0070_3, Al_scaffold_0003_1709, scaffold_400735.1, scaffold_200060.1, scaffold_800946.1
OG0000245	Bra013522	scaffold_702281.1
OG0000245	Bra004130, Bra004129, Bra004131	Al_scaffold_0002_1120, fgenesh2_kg.2__816__AT1G65790.1
OG0000245	Bra001432	Al_scaffold_0003_1217
OG0000246	Bra015021	scaffold_603313.1, scaffold_603672.1, scaffold_603784.1, Al_scaffold_0006_3536, scaffold_302961.1, fgenesh2_kg.3__2639__AT3G23950.1, Al_scaffold_0003_2659
OG0000247	Bra030994	Al_scaffold_0007_2953
OG0000247	Bra030998	fgenesh2_kg.1__1923__AT1G17600.1
OG0000247	Bra003867	Al_scaffold_0002_1975
OG0000248	Bra021241, Bra001661	fgenesh2_kg.3__1916__AT3G17390.1
OG0000248	Bra000914	scaffold_604104.1
OG0000250	Bra030347	scaffold_704020.1
OG0000250	Bra006162, Bra006161, Bra023377, Bra006160	fgenesh2_kg.6__1621__AT5G16350.1, fgenesh1_pg.C_scaffold_6001025, fgenesh2_kg.6__1223__AT5G12420.1
OG0000251	Bra012793	Al_scaffold_0007_2831
OG0000251	Bra027948, Bra000843	fgenesh1_pm.C_scaffold_5000576
OG0000251	Bra039554, Bra012792	fgenesh1_pg.C_scaffold_7002418, fgenesh2_kg.7__2787__AT4G15393.2
OG0000252	Bra012322	fgenesh1_pm.C_scaffold_1001903
OG0000252	Bra031386	fgenesh1_pm.C_scaffold_1001901, fgenesh1_pg.C_scaffold_1002043
OG0000252	Bra016382, Bra031388	fgenesh2_kg.1__2432__AT1G22370.2
OG0000252	Bra031387	fgenesh2_kg.1__2430__AT1G22360.2
OG0000252	Bra012323	fgenesh1_pm.C_scaffold_3002372
OG0000252	Bra012324	Al_scaffold_0001_3548, fgenesh2_kg.1__2434__AT1G22400.1
OG0000256	Bra013106	scaffold_801854.1
OG0000256	Bra003043	fgenesh2_kg.8__1276__AT5G53840.1
OG0000256	Bra029060, Bra029061	Al_scaffold_0008_1763, Al_scaffold_0008_1764
OG0000257	Bra027910, Bra020009, Bra020000, Bra031673, Bra030787, Bra031682, Bra030792	fgenesh2_kg.1__1011__AT1G09590.1
OG0000258	Bra025307	fgenesh2_kg.5__569__AT3G27870.1
OG0000258	Bra012469	scaffold_102929.1
OG0000258	Bra004332, Bra004020	fgenesh2_kg.2__1127__AT1G68710.1
OG0000258	Bra019818, Bra026919	fgenesh2_kg.1__1430__AT1G13210.1
OG0000258	Bra026515, Bra025150	fgenesh1_pm.C_scaffold_5000250
OG0000259	Bra028407	Al_scaffold_0004_273, scaffold_400290.1, fgenesh2_kg.7__3567__AT5G38435.1, scaffold_704226.1
OG0000263	Bra006063, Bra036150, Bra023735	scaffold_301893.1
OG0000264	Bra031855	scaffold_302410.1
OG0000265	Bra038169, Bra027937	fgenesh1_pg.C_scaffold_1004376
OG0000265	Bra018576	fgenesh2_kg.1__960__AT1G09180.1
OG0000265	Bra000895	scaffold_604077.1, scaffold_100193.1
OG0000266	Bra005987	fgenesh2_kg.6__803__AT5G08350.1
OG0000266	Bra029370, Bra029368, Bra029369, Bra026502, Bra009675, Bra009674, Bra009672, Bra009677	scaffold_602405.1, fgenesh2_kg.6__2330__AT5G23360.1, scaffold_602406.1
OG0000268	Bra004828	Al_scaffold_0008_638
OG0000269	Bra024527	fgenesh2_kg.1__2458__AT1G22650.1
OG0000269	Bra016091	fgenesh1_pm.C_scaffold_2001203
OG0000269	Bra011567	fgenesh2_kg.7__603__AT4G34860.1
OG0000269	Bra034659, Bra034661	scaffold_44600003.1
OG0000269	Bra036761, Bra034413	scaffold_104004.1
OG0000269	Bra000681	fgenesh2_kg.6__2937__AT4G09510.1
OG0000270	Bra027134, Bra031486, Bra031485	Al_scaffold_0002_473
OG0000271	Bra022050, Bra022081, Bra022088, Bra022087, Bra024997	scaffold_800126.1
OG0000271	Bra024978, Bra022076	scaffold_800128.1, fgenesh2_kg.8__100__AT5G46940.1
OG0000272	Bra024532, Bra012340	fgenesh2_kg.1__2467__AT1G22710.1
