Orthogroup	Brassica_rapa	Capsella_rubella
OG0000132	Bra010560, Bra011691	Carub.0007s0376.1.p
OG0000132	Bra012183, Bra025745	Carub.0001s1908.1.p
OG0000132	Bra008186	Carub.0002s2207.1.p
OG0000132	Bra011870	Carub.0007s0117.1.p
OG0000132	Bra000579, Bra031209, Bra030285	Carub.0004s0070.1.p
OG0000133	Bra016178	Carub.0002s1763.1.p
OG0000133	Bra012362, Bra016364	Carub.0006s2553.1.p
OG0000133	Bra007945, Bra016182	Carub.0002s1761.1.p, Carub.0002s1762.1.p
OG0000133	Bra016180, Bra016181	Carub.0002s1766.1.p
OG0000134	Bra022071, Bra022034, Bra001175	Carub.0008s0164.1.p
OG0000134	Bra022037	Carub.0008s0650.1.p
OG0000134	Bra022039	Carub.0008s0141.1.p
OG0000134	Bra022036	Carub.0008s0143.1.p
OG0000134	Bra017544	Carub.0008s0144.1.p
OG0000135	Bra003989, Bra007873, Bra007874	Carub.0002s1632.1.p
OG0000137	Bra010827, Bra010826, Bra032321, Bra010828	Carub.0001s2773.1.p
OG0000138	Bra035034	Carub.0002s2530.1.p
OG0000138	Bra021830, Bra022928	Carub.0004s1459.1.p
OG0000138	Bra000327, Bra014753, Bra000645, Bra004111, Bra000183, Bra017014	Carub.0004s2255.1.p, Carub.0002s0725.1.p, Carub.0001s4371.1.p
OG0000140	Bra015114	Carub.0007s3161.1.p, Carub.0004s0698.1.p
OG0000141	Bra003479	Carub.0002s1911.1.p
OG0000143	Bra037571, Bra022341	Carub.0003s1843.1.p
OG0000143	Bra031864	Carub.0008s2621.1.p
OG0000143	Bra025619, Bra025607, Bra025609	Carub.0007s3594.1.p, Carub.0007s3559.1.p, Carub.0003s3325.1.p, Carub.0007s3561.1.p, Carub.0007s3592.1.p
OG0000144	Bra014462, Bra014461	Carub.0005s2768.1.p
OG0000144	Bra039327, Bra039328	Carub.0004s2821.1.p, Carub.0004s2819.1.p
OG0000144	Bra039329	Carub.0004s2820.1.p, Carub.0001s3189.1.p
OG0000144	Bra004921	Carub.0004s2822.1.p
OG0000146	Bra020804, Bra017704	Carub.0007s0518.1.p
OG0000146	Bra020805	Carub.0007s0510.1.p, Carub.0007s0519.1.p
OG0000146	Bra002020	Carub.0003s3099.1.p
OG0000146	Bra002019, Bra013031	Carub.0003s3101.1.p, Carub.0003s3102.1.p
OG0000149	Bra003333	Carub.0001s4475.1.p
OG0000149	Bra027477	Carub.0001s4390.1.p, Carub.0001s4392.1.p, Carub.0001s4394.1.p, Carub.0001s4391.1.p
OG0000149	Bra030813	Carub.0001s4474.1.p, Carub.0001s4473.1.p
OG0000150	Bra012328	Carub.0001s2131.1.p, Carub.0006s2922.1.p, Carub.0005s1133.1.p, Carub.0001s2128.1.p, Carub.0001s2130.1.p
OG0000150	Bra009566	Carub.0001s2140.1.p
OG0000153	Bra020291, Bra006678, Bra038408, Bra002507, Bra002511, Bra002534	Carub.0008s2083.1.p, Carub.0008s2091.1.p
OG0000154	Bra004838, Bra037648	Carub.0001s3511.1.p, Carub.0004s2705.1.p
OG0000154	Bra014510, Bra007510	Carub.0005s2687.1.p, Carub.0004s0629.1.p
OG0000154	Bra004837, Bra037650	Carub.0004s2704.1.p
OG0000155	Bra018283, Bra018282, Bra021616, Bra021613, Bra029251	Carub.0006s2585.1.p, Carub.0004s1242.1.p, Carub.0004s1240.1.p, Carub.0004s1227.1.p, Carub.0004s1241.1.p, Carub.0006s2584.1.p
OG0000155	Bra018281, Bra022823	Carub.0004s1228.1.p
OG0000156	Bra006829	Carub.0008s1776.1.p
OG0000156	Bra032928	Carub.0005s0415.1.p, Carub.0005s0425.1.p
OG0000156	Bra040819	Carub.0005s0423.1.p, Carub.0005s0421.1.p
OG0000156	Bra040821	Carub.0005s0357.1.p, Carub.0005s0420.1.p
OG0000156	Bra034237	Carub.0005s0419.1.p, Carub.0005s0418.1.p, Carub.0005s0417.1.p
OG0000158	Bra040812	Carub.0001s3782.1.p, Carub.0001s3784.1.p, Carub.0001s3783.1.p
OG0000158	Bra029173, Bra022550	Carub.0008s1151.1.p
OG0000159	Bra026450, Bra041015	Carub.0005s1086.1.p
OG0000159	Bra027666, Bra034521, Bra034520, Bra009164, Bra005879, Bra005876, Bra005878	Carub.0001s1339.1.p
OG0000159	Bra004046, Bra004349, Bra016726	Carub.0007s2881.1.p, Carub.0007s2883.1.p
OG0000160	Bra007897	Carub.0002s1680.1.p, Carub.0002s1679.1.p
OG0000160	Bra016243, Bra016242, Bra016222	Carub.0002s1672.1.p
OG0000162	Bra026558, Bra017391	Carub.0005s0230.1.p, Carub.0005s0229.1.p, Carub.0005s0223.1.p, Carub.0005s0226.1.p, Carub.0005s0224.1.p, Carub.0005s0225.1.p
OG0000162	Bra038144	Carub.0002s0670.1.p
OG0000163	Bra013176	Carub.0003s2686.1.p
OG0000164	Bra013565, Bra038753	Carub.0007s1952.1.p
OG0000164	Bra020868	Carub.0222s0003.1.p, Carub.0007s1953.1.p, Carub.0222s0001.1.p, Carub.0007s1954.1.p, Carub.0222s0002.1.p
OG0000164	Bra000806	Carub.0006s3274.1.p, Carub.0006s3273.1.p
OG0000166	Bra034278	Carub.0003s0498.1.p
OG0000166	Bra013112, Bra008930	Carub.0003s2902.1.p, Carub.0003s2899.1.p, Carub.0003s2900.1.p
OG0000166	Bra001388, Bra034161, Bra034163	Carub.0003s1030.1.p, Carub.0001s3297.1.p, Carub.0003s1037.1.p
OG0000167	Bra038734	Carub.0003s1192.1.p
OG0000167	Bra016644, Bra026084	Carub.0001s1584.1.p
OG0000167	Bra009583	Carub.0006s0130.1.p
OG0000170	Bra039998	Carub.0004s1083.1.p
OG0000171	Bra034210, Bra000823	Carub.0106s0002.1.p, Carub.0006s3356.1.p
OG0000171	Bra034211	Carub.0006s3362.1.p, Carub.0006s3360.1.p
OG0000173	Bra040965, Bra027116	Carub.0002s0441.1.p, Carub.0002s0435.1.p
OG0000173	Bra009436	Carub.0004s0822.1.p, Carub.0002s1331.1.p, Carub.0002s1330.1.p
OG0000174	Bra040627	Carub.0002s1305.1.p
OG0000174	Bra028162	Carub.0005s1256.1.p, Carub.0005s1255.1.p
OG0000174	Bra033087, Bra033084	Carub.0005s0785.1.p, Carub.0005s0784.1.p
OG0000174	Bra030699, Bra008375, Bra027114, Bra027111, Bra018687	Carub.0005s2416.1.p
OG0000178	Bra015465	Carub.0001s0529.1.p
OG0000178	Bra027159	Carub.0003s2555.1.p
OG0000178	Bra015425	Carub.0001s0530.1.p, Carub.0007s1353.1.p
OG0000179	Bra033624	Carub.0001s3641.1.p
OG0000179	Bra028210	Carub.0007s3700.1.p
OG0000179	Bra011859	Carub.0007s0139.1.p
OG0000179	Bra033625, Bra033626	Carub.0007s0839.1.p
OG0000180	Bra010719, Bra011556, Bra017674, Bra013066, Bra034649, Bra033584	Carub.0007s0557.1.p
OG0000181	Bra028178, Bra035308, Bra034409, Bra018358, Bra037423	Carub.0007s2445.1.p, Carub.0004s1123.1.p, Carub.0013s0014.1.p
OG0000182	Bra014901, Bra038406	Carub.0001s2951.1.p
OG0000182	Bra021946	Carub.0008s0344.1.p
OG0000182	Bra024835	Carub.0001s1435.1.p
OG0000183	Bra019513	Carub.0005s1390.1.p
OG0000183	Bra033785, Bra018113	Carub.0005s1389.1.p
OG0000183	Bra018115, Bra018114	Carub.0005s1388.1.p
OG0000184	Bra026957	Carub.0001s1241.1.p
OG0000184	Bra028267, Bra026882, Bra026958, Bra026954, Bra031731, Bra026884, Bra026836, Bra026971, Bra016762	Carub.0001s1231.1.p, Carub.0001s1246.1.p, Carub.0001s1189.1.p, Carub.0001s1249.1.p, Carub.0001s1230.1.p
OG0000185	Bra011005	Carub.0007s3252.1.p, Carub.0007s3280.1.p
OG0000186	Bra032915	Carub.0001s2703.1.p
OG0000186	Bra032917	Carub.0004s0798.1.p
OG0000186	Bra030108, Bra030107, Bra030106	Carub.0001s2704.1.p, Carub.0001s2705.1.p
OG0000188	Bra017689, Bra023147, Bra032406, Bra041113, Bra020565	Carub.0007s3044.1.p, Carub.0007s3045.1.p, Carub.0012s0003.1.p, Carub.0007s3043.1.p, Carub.0007s3042.1.p
OG0000188	Bra018174, Bra036960	Carub.0007s3014.1.p, Carub.0005s0823.1.p
OG0000190	Bra024407, Bra026960	Carub.0001s1235.1.p
OG0000190	Bra019779	Carub.0001s1237.1.p, Carub.0001s1236.1.p
OG0000190	Bra035832, Bra023145, Bra035831	Carub.0004s0495.1.p, Carub.0001s1238.1.p, Carub.0001s1239.1.p
OG0000191	Bra006865, Bra002804	Carub.0008s1708.1.p
OG0000191	Bra031101, Bra036705, Bra039019	Carub.0003s3405.1.p
OG0000191	Bra010331, Bra024148, Bra011098	Carub.0007s1122.1.p
OG0000191	Bra039018, Bra031097, Bra036707	Carub.0003s3404.1.p
OG0000191	Bra011099	Carub.0007s1121.1.p
OG0000192	Bra012621	Carub.0007s2328.1.p
OG0000192	Bra030503, Bra033331	Carub.0001s0158.1.p
OG0000192	Bra040475, Bra004484	Carub.0004s2973.1.p
OG0000193	Bra018729	Carub.0001s3760.1.p
OG0000193	Bra001686, Bra022247, Bra021276	Carub.0003s1753.1.p
OG0000193	Bra039756	Carub.0002s1219.1.p
OG0000193	Bra028132	Carub.0007s3276.1.p
OG0000193	Bra023573, Bra008612	Carub.0006s1478.1.p
OG0000194	Bra004569	Carub.0004s0485.1.p, Carub.0004s0484.1.p, Carub.0004s0486.1.p
OG0000194	Bra037082	Carub.0003s2674.1.p, Carub.0008s0809.1.p
OG0000194	Bra000186, Bra000185	Carub.0004s2270.1.p
OG0000195	Bra035007, Bra022234, Bra025146, Bra034105, Bra038393, Bra024745, Bra036268, Bra002701, Bra040784, Bra037893, Bra004868, Bra024525	Carub.0007s3022.1.p
OG0000197	Bra029220	Carub.0007s0514.1.p, Carub.0008s2422.1.p
OG0000197	Bra029219	Carub.0008s1317.1.p, Carub.0008s0802.1.p, Carub.0008s1315.1.p
OG0000197	Bra040935, Bra040936	Carub.0004s0795.1.p
OG0000198	Bra015067	Carub.0005s1137.1.p, Carub.0005s0944.1.p, Carub.0005s0940.1.p, Carub.0005s0953.1.p
OG0000198	Bra000504	Carub.0004s0598.1.p, Carub.0004s0597.1.p
OG0000198	Bra011996, Bra026648	Carub.0005s1136.1.p, Carub.0005s1131.1.p, Carub.0005s1135.1.p
OG0000199	Bra002527	Carub.0008s2063.1.p
OG0000199	Bra019475	Carub.0005s1191.1.p
OG0000199	Bra005767	Carub.0006s0232.1.p
OG0000199	Bra003149, Bra039807	Carub.0005s2019.1.p
OG0000201	Bra010225, Bra023988	Carub.0007s0885.1.p
OG0000201	Bra001387, Bra034869, Bra029892	Carub.0003s1035.1.p
OG0000202	Bra018875	Carub.0001s3717.1.p, Carub.0001s3981.1.p
OG0000202	Bra040679, Bra027025, Bra022909, Bra022911	Carub.0003s0941.1.p, Carub.0001s3671.1.p, Carub.0196s0001.1.p, Carub.0001s3670.1.p, Carub.0001s3666.1.p, Carub.0001s3663.1.p, Carub.0001s3672.1.p
OG0000203	Bra039286	Carub.0006s0221.1.p
OG0000203	Bra004352	Carub.0002s1559.1.p
OG0000204	Bra010659	Carub.0007s0165.1.p
OG0000204	Bra011836, Bra010661, Bra010660, Bra009425	Carub.0007s0164.1.p, Carub.0004s0447.1.p
OG0000205	Bra016712, Bra019683, Bra026860	Carub.0001s1377.1.p
OG0000205	Bra039838, Bra015217	Carub.0003s2926.1.p, Carub.0003s2925.1.p
OG0000205	Bra016711	Carub.0001s1379.1.p
OG0000205	Bra026859, Bra019681, Bra019680	Carub.0001s1378.1.p
OG0000206	Bra033016	Carub.0004s0689.1.p
OG0000207	Bra023082	Carub.0007s3152.1.p
OG0000208	Bra025525	Carub.0005s1074.1.p, Carub.0005s1072.1.p, Carub.0005s1073.1.p
OG0000210	Bra036897	Carub.0006s2746.1.p
OG0000210	Bra020467	Carub.0006s2745.1.p
OG0000210	Bra033509, Bra013449	Carub.0007s2092.1.p
OG0000210	Bra022813	Carub.0004s1194.1.p, Carub.0004s1196.1.p, Carub.0004s1197.1.p, Carub.0004s1198.1.p
OG0000211	Bra012273	Carub.0001s2065.1.p
OG0000211	Bra025884	Carub.0001s2067.1.p
OG0000211	Bra012272	Carub.0001s2064.1.p
OG0000212	Bra028498, Bra027900, Bra028983, Bra013725, Bra037618	Carub.0001s1624.1.p, Carub.0002s1565.1.p
OG0000213	Bra032916, Bra024583, Bra001328, Bra001330, Bra024586, Bra035947	Carub.0003s2294.1.p, Carub.0007s3401.1.p, Carub.0004s0861.1.p, Carub.0006s2772.1.p
OG0000214	Bra000799	Carub.0006s3230.1.p
OG0000214	Bra000797, Bra017551, Bra000796, Bra017552	Carub.0006s3239.1.p, Carub.0006s3238.1.p, Carub.0006s3235.1.p, Carub.0006s3237.1.p
OG0000214	Bra022095, Bra018496	Carub.0006s3233.1.p, Carub.0006s3231.1.p, Carub.0006s3232.1.p
OG0000214	Bra029470, Bra029499, Bra018493, Bra018492	Carub.0006s2699.1.p
OG0000216	Bra013299, Bra012602	Carub.0007s2293.1.p
OG0000216	Bra001551, Bra021556, Bra027338	Carub.0003s1414.1.p
OG0000216	Bra001550, Bra021555	Carub.0003s1413.1.p
OG0000217	Bra016141, Bra007978, Bra003925, Bra004069	Carub.0002s1824.1.p, Carub.0002s1825.1.p, Carub.0005s0674.1.p
OG0000217	Bra025934	Carub.0003s0465.1.p
OG0000218	Bra035862	Carub.0006s0807.1.p, Carub.0008s0501.1.p, Carub.0003s2768.1.p, Carub.0008s2379.1.p
OG0000218	Bra032519, Bra015299	Carub.0006s0808.1.p, Carub.0001s0346.1.p
OG0000219	Bra034282	Carub.0005s2785.1.p
OG0000219	Bra003441	Carub.0002s0802.1.p, Carub.0002s1314.1.p, Carub.0005s0920.1.p, Carub.0001s3631.1.p, Carub.0002s0801.1.p
OG0000219	Bra007579	Carub.0005s2783.1.p
OG0000220	Bra012513	Carub.0007s2093.1.p
OG0000220	Bra020921	Carub.0007s2094.1.p
OG0000220	Bra002714	Carub.0006s2747.1.p
OG0000220	Bra027931, Bra027609, Bra027608	Carub.0001s3795.1.p, Carub.0001s3796.1.p
OG0000222	Bra038083, Bra039550	Carub.0007s2650.1.p
OG0000222	Bra001837	Carub.0003s2166.1.p
OG0000222	Bra019731	Carub.0001s1166.1.p
OG0000222	Bra034495, Bra027052	Carub.0002s0267.1.p
OG0000222	Bra000789	Carub.0006s3217.1.p
OG0000222	Bra020857, Bra013587	Carub.0007s1920.1.p
OG0000223	Bra035774, Bra022155, Bra001790	Carub.0003s2048.1.p
OG0000223	Bra002904, Bra028979, Bra035208, Bra035209	Carub.0008s1582.1.p
OG0000223	Bra019073, Bra004101, Bra035244, Bra034037	Carub.0002s1327.1.p, Carub.0120s0002.1.p, Carub.0002s1325.1.p
OG0000223	Bra026409, Bra019092	Carub.0007s1416.1.p
OG0000224	Bra010649	Carub.0007s0183.1.p, Carub.0002s2327.1.p
OG0000224	Bra016582, Bra002895, Bra002893	Carub.0007s0234.1.p
OG0000226	Bra024645, Bra012419	Carub.0001s2374.1.p, Carub.0001s2373.1.p, Carub.0006s2778.1.p, Carub.0006s2777.1.p
OG0000226	Bra003968	Carub.0002s1671.1.p, Carub.0007s3135.1.p, Carub.0350s0001.1.p, Carub.0006s2752.1.p
OG0000227	Bra014807, Bra014810	Carub.0004s1130.1.p, Carub.0006s0552.1.p, Carub.0007s3106.1.p, Carub.0007s3105.1.p, Carub.0005s0710.1.p
OG0000227	Bra024614	Carub.0001s2324.1.p
OG0000228	Bra019307	Carub.0007s1779.1.p
OG0000228	Bra000974	Carub.0006s3683.1.p
OG0000228	Bra032644, Bra033248	Carub.0001s0060.1.p
OG0000228	Bra014437, Bra007603	Carub.0005s2812.1.p
OG0000228	Bra039301, Bra004950	Carub.0004s2866.1.p
OG0000230	Bra030169, Bra030170, Bra030174	Carub.0001s2797.1.p, Carub.0001s2798.1.p
OG0000230	Bra030161, Bra032331, Bra030166	Carub.0001s2792.1.p, Carub.0001s2794.1.p
OG0000230	Bra030168, Bra032332, Bra010817	Carub.0001s2795.1.p
OG0000232	Bra006832, Bra035616, Bra002820	Carub.0008s1680.1.p
OG0000233	Bra030341	Carub.0002s2446.1.p
OG0000234	Bra003648, Bra003646	Carub.0002s2523.1.p
OG0000234	Bra003644	Carub.0002s2527.1.p
OG0000234	Bra025994, Bra026684, Bra026681, Bra026679, Bra026680	Carub.0001s1693.1.p
OG0000234	Bra025995	Carub.0001s1692.1.p
OG0000235	Bra027324	Carub.0003s1432.1.p
OG0000235	Bra021570, Bra027320	Carub.0003s1434.1.p, Carub.0003s1435.1.p
OG0000237	Bra039625	Carub.0003s3241.1.p
OG0000237	Bra031203, Bra030290	Carub.0001s4236.1.p
OG0000237	Bra010695	Carub.0007s0113.1.p
OG0000238	Bra022771, Bra028599, Bra006051	Carub.0006s0860.1.p
OG0000238	Bra024350, Bra031888	Carub.0008s2590.1.p, Carub.0008s2589.1.p, Carub.0002s2396.1.p
OG0000238	Bra031884	Carub.0008s2591.1.p, Carub.0008s2592.1.p
OG0000240	Bra038535	Carub.0004s0143.1.p
OG0000240	Bra017875	Carub.0007s0182.1.p
OG0000240	Bra009046, Bra006054	Carub.0006s0872.1.p
OG0000240	Bra037802	Carub.0008s2582.1.p, Carub.0008s2583.1.p
OG0000240	Bra004850, Bra000355, Bra037641	Carub.0004s2716.1.p
OG0000241	Bra029570	Carub.0001s4320.1.p, Carub.0002s1108.1.p, Carub.0006s0698.1.p
OG0000241	Bra009542	Carub.0006s0203.1.p
OG0000242	Bra013473, Bra013472	Carub.0007s2064.1.p, Carub.0007s2065.1.p
OG0000242	Bra024717	Carub.0001s2461.1.p, Carub.0001s2462.1.p, Carub.0001s2460.1.p, Carub.0001s2463.1.p, Carub.0001s2459.1.p
OG0000243	Bra031212, Bra030282	Carub.0004s1066.1.p, Carub.0001s3418.1.p, Carub.0004s1096.1.p, Carub.0001s3420.1.p, Carub.0004s1070.1.p, Carub.0004s1068.1.p, Carub.0004s1090.1.p, Carub.0004s1087.1.p, Carub.0004s1089.1.p, Carub.0004s1069.1.p
OG0000245	Bra013522	Carub.0007s2005.1.p
OG0000245	Bra004130, Bra004129, Bra004131	Carub.0002s1167.1.p
OG0000245	Bra001432	Carub.0003s1133.1.p
OG0000245	Bra038767, Bra004179, Bra004182, Bra038635	Carub.0007s2006.1.p
OG0000246	Bra015021	Carub.0006s2838.1.p, Carub.0006s3248.1.p, Carub.0003s2456.1.p, Carub.0003s2455.1.p
OG0000248	Bra023084, Bra005236, Bra017219	Carub.0004s1872.1.p
OG0000248	Bra021241, Bra001661	Carub.0003s1712.1.p
OG0000248	Bra041036	Carub.0004s2982.1.p
OG0000248	Bra000914	Carub.0006s3539.1.p
OG0000250	Bra006162, Bra006161, Bra023377, Bra006160	Carub.0006s1454.1.p, Carub.0006s1093.1.p, Carub.0006s1092.1.p
OG0000251	Bra027948, Bra000843	Carub.0005s0856.1.p, Carub.0005s0855.1.p
OG0000251	Bra039554, Bra012792	Carub.0007s2660.1.p, Carub.0007s2663.1.p, Carub.0007s2665.1.p
OG0000252	Bra012322	Carub.0001s2192.1.p
OG0000252	Bra031386	Carub.0001s2188.1.p
OG0000252	Bra016382, Bra031388	Carub.0001s2191.1.p, Carub.0001s2190.1.p
OG0000252	Bra031387	Carub.0001s2189.1.p
OG0000252	Bra012323, Bra012324	Carub.0001s2193.1.p
OG0000253	Bra034477	Carub.0008s0693.1.p
OG0000256	Bra013106	Carub.0008s1379.1.p, Carub.0008s1382.1.p
OG0000256	Bra003043	Carub.0008s1413.1.p
OG0000256	Bra029060, Bra029061	Carub.0008s1396.1.p, Carub.0008s1389.1.p, Carub.0008s1392.1.p, Carub.0008s1395.1.p, Carub.0008s1394.1.p, Carub.0008s1391.1.p, Carub.0008s1386.1.p, Carub.0008s1259.1.p, Carub.0008s1390.1.p
OG0000258	Bra025307	Carub.0005s0642.1.p
OG0000258	Bra012469	Carub.0001s2483.1.p
OG0000258	Bra004332, Bra004020	Carub.0002s1525.1.p
OG0000258	Bra019818, Bra026919	Carub.0001s1294.1.p
OG0000258	Bra026515, Bra025150	Carub.0005s0340.1.p
OG0000259	Bra028407	Carub.0004s0236.1.p, Carub.0007s3750.1.p, Carub.0007s3746.1.p, Carub.0007s3747.1.p
OG0000261	Bra014921, Bra031252	Carub.0009s0008.1.p
OG0000262	Bra003638, Bra010092	Carub.0002s2559.1.p
OG0000264	Bra031855	Carub.0003s2022.1.p
OG0000265	Bra038169, Bra027937	Carub.0002s0783.1.p
OG0000265	Bra018576	Carub.0001s0850.1.p
OG0000265	Bra000895	Carub.0006s3514.1.p, Carub.0001s0166.1.p
OG0000266	Bra005987	Carub.0006s0725.1.p
OG0000266	Bra029370, Bra029368, Bra029369, Bra026502, Bra009675, Bra009674, Bra009672, Bra009677	Carub.0006s2114.1.p, Carub.0006s2113.1.p, Carub.0006s2115.1.p
OG0000268	Bra004828	Carub.0008s0510.1.p
OG0000268	Bra000352	Carub.0004s2696.1.p
OG0000268	Bra037653, Bra040653	Carub.0004s2697.1.p
OG0000268	Bra004826	Carub.0003s3187.1.p
OG0000268	Bra037655	Carub.0004s2695.1.p
OG0000268	Bra028465	Carub.0007s3491.1.p
OG0000269	Bra024527	Carub.0001s2217.1.p
OG0000269	Bra016091	Carub.0002s1878.1.p
OG0000269	Bra011567	Carub.0007s0544.1.p
OG0000269	Bra036761, Bra034413	Carub.0001s3318.1.p
OG0000269	Bra000681	Carub.0006s2792.1.p
OG0000270	Bra027134, Bra031486, Bra031485	Carub.0002s0460.1.p
OG0000271	Bra022050, Bra022081, Bra022088, Bra022087, Bra024997	Carub.0008s0090.1.p
OG0000271	Bra024978, Bra022076	Carub.0008s0092.1.p, Carub.0008s0091.1.p
OG0000272	Bra024532, Bra012340	Carub.0001s2223.1.p
OG0000272	Bra005883, Bra009167	Carub.0006s0505.1.p, Carub.0007s2922.1.p
OG0000272	Bra003906, Bra007991, Bra017654, Bra016103	Carub.0002s1867.1.p, Carub.0002s1866.1.p
OG0000275	Bra001847	Carub.0003s2186.1.p, Carub.0003s2187.1.p, Carub.0008s0470.1.p, Carub.0003s2185.1.p, Carub.0005s0435.1.p, Carub.0003s2893.1.p
OG0000275	Bra012795, Bra039557	Carub.0007s2671.1.p, Carub.0007s2668.1.p
OG0000276	Bra014144, Bra039931, Bra032183, Bra032184	Carub.0005s0774.1.p, Carub.0005s0769.1.p, Carub.0005s0768.1.p, Carub.0005s0772.1.p
OG0000276	Bra028769, Bra005843	Carub.0005s0777.1.p, Carub.0005s1070.1.p, Carub.0227s0001.1.p
OG0000277	Bra031605, Bra002483, Bra031602, Bra018669	Carub.0001s0727.1.p, Carub.0001s0728.1.p, Carub.0008s2110.1.p, Carub.0001s0726.1.p
OG0000278	Bra011309	Carub.0004s2120.1.p, Carub.0007s2103.1.p, Carub.0002s0722.1.p, Carub.0030s0003.1.p, Carub.0008s1551.1.p
OG0000278	Bra017020	Carub.0004s2249.1.p
OG0000279	Bra029492, Bra000794, Bra041109	Carub.0006s3225.1.p
OG0000279	Bra027916, Bra027915	Carub.0002s0711.1.p
OG0000279	Bra016805, Bra031790	Carub.0001s1158.1.p
OG0000279	Bra034478	Carub.0002s0271.1.p
OG0000280	Bra005246, Bra017463, Bra017224	Carub.0004s1860.1.p
OG0000280	Bra005242, Bra005241, Bra023081, Bra023079	Carub.0004s1864.1.p, Carub.0004s1863.1.p
OG0000280	Bra005245, Bra005243, Bra023080	Carub.0004s1861.1.p, Carub.0004s1862.1.p
OG0000281	Bra003682, Bra008316	Carub.0002s2443.1.p
OG0000281	Bra008313, Bra033733	Carub.0002s2442.1.p
OG0000281	Bra010226, Bra011292	Carub.0003s3339.1.p
OG0000281	Bra027815	Carub.0002s0181.1.p, Carub.0002s0178.1.p
OG0000282	Bra008716, Bra006286	Carub.0006s1333.1.p
OG0000282	Bra024672, Bra012435, Bra016299	Carub.0001s2403.1.p
OG0000282	Bra025358, Bra033063	Carub.0005s0740.1.p
OG0000282	Bra028443	Carub.0007s3587.1.p
OG0000283	Bra017325, Bra017327, Bra017326	Carub.0004s1695.1.p
OG0000283	Bra000076, Bra000050	Carub.0004s0868.1.p, Carub.0004s0870.1.p, Carub.0004s0869.1.p
OG0000287	Bra037877	Carub.0006s2727.1.p, Carub.0006s2728.1.p
OG0000287	Bra039816	Carub.0009s0006.1.p
OG0000287	Bra018007, Bra018006, Bra029933	Carub.0005s1531.1.p, Carub.0005s1532.1.p, Carub.0005s1536.1.p, Carub.0005s1534.1.p, Carub.0005s1535.1.p
OG0000288	Bra039235	Carub.0004s0343.1.p
OG0000288	Bra027401, Bra001521	Carub.0003s1329.1.p
OG0000288	Bra028563, Bra006079, Bra006080	Carub.0006s0935.1.p
OG0000290	Bra007718, Bra003517, Bra014379	Carub.0005s2961.1.p
OG0000290	Bra004424, Bra021444	Carub.0004s3059.1.p
OG0000290	Bra031540	Carub.0001s0614.1.p
OG0000290	Bra021641, Bra018307	Carub.0004s1170.1.p
OG0000291	Bra029046, Bra029045	Carub.0008s1431.1.p
OG0000292	Bra018266	Carub.0006s2401.1.p
OG0000292	Bra025434	Carub.0007s3310.1.p
OG0000292	Bra028157, Bra000425	Carub.0002s1187.1.p, Carub.0007s3313.1.p, Carub.0007s3314.1.p, Carub.0007s3309.1.p, Carub.0007s3308.1.p
OG0000293	Bra039976	Carub.0004s1018.1.p, Carub.0004s1032.1.p
OG0000295	Bra017994	Carub.0002s0947.1.p, Carub.0027s0003.1.p, Carub.0008s0688.1.p
OG0000296	Bra035892, Bra035891	Carub.0007s3224.1.p, Carub.0007s3223.1.p
OG0000296	Bra016369	Carub.0001s3122.1.p
OG0000297	Bra015433	Carub.0001s0486.1.p
OG0000297	Bra010792, Bra010791	Carub.0001s2841.1.p, Carub.0001s2840.1.p
OG0000297	Bra015434, Bra030614, Bra010846	Carub.0003s3428.1.p
OG0000298	Bra033534, Bra038043	Carub.0007s2545.1.p
OG0000298	Bra033342	Carub.0001s0177.1.p
OG0000298	Bra000891, Bra008559	Carub.0006s3502.1.p
OG0000299	Bra006517, Bra002261, Bra002260	Carub.0006s1812.1.p
OG0000299	Bra020061, Bra020062	Carub.0006s1813.1.p
OG0000300	Bra005168	Carub.0004s1966.1.p
OG0000300	Bra018553, Bra000881	Carub.0006s3474.1.p, Carub.0006s3473.1.p
OG0000301	Bra013195	Carub.0003s2965.1.p, Carub.0001s2764.1.p, Carub.0006s2882.1.p, Carub.0005s0696.1.p, Carub.0003s3053.1.p, Carub.0003s3052.1.p, Carub.0003s2964.1.p, Carub.0003s2948.1.p, Carub.0003s2952.1.p, Carub.0003s2951.1.p, Carub.0003s2945.1.p, Carub.0005s0433.1.p, Carub.0005s0432.1.p, Carub.0005s0436.1.p, Carub.0003s2949.1.p, Carub.0003s2953.1.p
OG0000302	Bra016463	Carub.0001s1998.1.p
OG0000302	Bra037198, Bra025822, Bra016466	Carub.0001s1995.1.p
OG0000302	Bra016464	Carub.0001s1997.1.p
OG0000302	Bra016465	Carub.0005s1249.1.p
OG0000302	Bra012232, Bra012233	Carub.0001s1996.1.p
OG0000303	Bra015311	Carub.0001s0355.1.p
OG0000303	Bra006711, Bra006713, Bra006712, Bra006710, Bra006714	Carub.0004s0728.1.p, Carub.0008s2022.1.p, Carub.0008s2021.1.p
OG0000304	Bra008440, Bra012589, Bra008441	Carub.0002s2677.1.p
OG0000304	Bra003585	Carub.0002s2675.1.p
OG0000304	Bra026740, Bra026094	Carub.0001s1571.1.p
OG0000305	Bra024110	Carub.0004s0306.1.p, Carub.0008s0696.1.p, Carub.0007s3775.1.p
