Orthogroup	Brassica_rapa	Brassica_oleracea
OG0000012	Bra035329	Bo00703s100, Bo00893s030, Bo00703s110, Bo10669s010, Bo3g052100, Bo3g120740, Bo8g016220, Bo9g079620, Bo2g134680, Bo6g046830, Bo4g092750, Bo1g086090, Bo7g009480, Bo9g033900, Bo2g115090, Bo1g094420, Bo7g009470, Bo2g104620, Bo2g086650, Bo3g130000, Bo2g127530, Bo9g054460, Bo1g094410, Bo9g066650, Bo6g054820, Bo8g039510, Bo7g049850, Bo2g026990, Bo9g058560, Bo1g051600, Bo7g080820, Bo2g025580, Bo2g116420, Bo9g061380, Bo9g018120, Bo1g051610, Bo2g027050, Bo3g137140, Bo6g055830, Bo6g083340, Bo19250s010, Bo6g087530, Bo1g007310, Bo8g094800, Bo3g002730, Bo9g015180, Bo8g067370, Bo7g098810, Bo1g076880, Bo5g004540, Bo6g064950, Bo7g031020, Bo6g092920, Bo3g114990, Bo3g111190, Bo00737s040, Bo7g021680, Bo5g005090, Bo8g080640, Bo4g117110, Bo5g048870, Bo1g016570, Bo8g059300, Bo6g081860, Bo2g013950, Bo7g067510, Bo2g013460, Bo5g049030, Bo8g052760, Bo4g024210, Bo2g100330, Bo1g057680, Bo7g021160, Bo5g148210, Bo5g105040, Bo4g195340, Bo1g057000, Bo7g101080, Bo3g101620, Bo7g030540, Bo9g073140, Bo9g022370, Bo9g090710, Bo6g083640, Bo3g047170, Bo6g003260, Bo1g005050, Bo3g019660, Bo3g127300, Bo5g062440, Bo5g065850, Bo1g138730, Bo2g023570, Bo6g029460, Bo2g126830, Bo3g045730, Bo4g085060, Bo6g033200, Bo9g133440, Bo4g061520, Bo8g054260, Bo3g113410, Bo1g037350, Bo00578s050, Bo8g117850, Bo5g111120, Bo5g155170, Bo9g109810, Bo4g074150, Bo2g057590, Bo9g026040, Bo1g014520, Bo4g158650, Bo1g067410, Bo4g184640, Bo4g152950, Bo7g009840, Bo3g081260, Bo9g171540, Bo5g151550, Bo4g126990, Bo2g124390, Bo8g016910, Bo7g092710, Bo6g064930, Bo5g010460, Bo8g081760, Bo9g023780, Bo7g075150, Bo5g064440, Bo9g152010, Bo9g151610, Bo7g103800, Bo8g089850, Bo7g095770, Bo8g065190, Bo5g010660, Bo8g068040, Bo6g064610, Bo9g166420, Bo7g059760, Bo3g026930, Bo4g139890, Bo4g137170, Bo8g065180, Bo8g076690, Bo2g009230, Bo4g026810, Bo1g105220, Bo2g109290, Bo1g003140, Bo00805s010, Bo8g076380, Bo2g149260, Bo3g185150, Bo1g087670, Bo4g173770, Bo4g045740, Bo8g117800, Bo4g139830, Bo6g120400, Bo3g060540, Bo3g045680, Bo4g186330, Bo7g041010, Bo3g027280, Bo3g061000, Bo2g102070, Bo8g077010, Bo1g101550, Bo4g084970, Bo3g163900, Bo4g140740, Bo4g151610, Bo4g092530, Bo8g038010, Bo2g055740, Bo2g055430, Bo3g175140, Bo8g070400, Bo9g064110, Bo8g021760, Bo3g091810, Bo2g061340, Bo6g049380, Bo1g025460, Bo9g022440, Bo2g048130, Bo8g047200, Bo5g054570, Bo2g146510, Bo7g100540, Bo1g047880, Bo3g164380, Bo5g023490, Bo8g110870, Bo9g117450, Bo1g030720, Bo1g029620, Bo9g165790, Bo9g022210, Bo6g046530, Bo8g048290, Bo2g145000, Bo7g088800, Bo00579s160, Bo1g039690, Bo2g083750, Bo01337s010, Bo9g159800, Bo1g011420, Bo9g153910, Bo5g133250, Bo7g065780, Bo5g041140, Bo4g050660, Bo5g069550, Bo3g157240, Bo8g050990, Bo2g092630, Bo3g073100, Bo7g054420, Bo9g152390, Bo3g152810, Bo4g094110, Bo6g015630, Bo3g078800, Bo4g120570, Bo1g091750, Bo5g048780, Bo02037s010, Bo2g047490, Bo1g053440, Bo3g094100, Bo3g108090, Bo2g064340, Bo1g019270, Bo3g155450, Bo16122s010, Bo9g066710, Bo1g053430, Bo7g054350, Bo8g011500, Bo8g035440, Bo01222s010, Bo15464s010, Bo8g091220, Bo4g059990, Bo7g055840, Bo2g072930, Bo5g071070, Bo1g021750, Bo5g117100, Bo6g064840, Bo2g061240, Bo5g061040, Bo9g142310, Bo1g078980, Bo1g102090, Bo7g031770
OG0000013	Bra007406	Bo8g092760
OG0000013	Bra014211	Bo6g009320
OG0000013	Bra014075	Bo5g043420, Bo3g085410, Bo8g018090
OG0000013	Bra034647	Bo3g168640
OG0000013	Bra013538	Bo1g024280
OG0000013	Bra005085, Bra005082	Bo4g026940
OG0000013	Bra005083, Bra005080	Bo4g026920
OG0000014	Bra003329, Bra003328	Bo6g074640
OG0000014	Bra007387	Bo8g092590
OG0000014	Bra007388	Bo8g092620
OG0000014	Bra007386	Bo8g092570
OG0000014	Bra012666	Bo7g105090
OG0000014	Bra008697	Bo9g164110
OG0000014	Bra014572, Bra007392	Bo4g108480
OG0000014	Bra007390	Bo8g092630
OG0000014	Bra003331	Bo6g074660, Bo22660s010, Bo6g074690, Bo6g074710, Bo6g074670
OG0000014	Bra014575	Bo4g108500
OG0000014	Bra014574	Bo6g074730
OG0000014	Bra003330	Bo04151s010, Bo6g074680, Bo6g074650
OG0000015	Bra023133	Bo01401s010
OG0000015	Bra005292	Bo01374s030, Bo1g006200, Bo9g003880, Bo2g048020, Bo1g011240, Bo7g081940, Bo7g043670, Bo9g169070
OG0000015	Bra038808	Bo2g044710, Bo6g003320, Bo6g077530, Bo3g149540, Bo7g012760, Bo8g066400, Bo09761s010
OG0000015	Bra004304	Bo6g079980, Bo4g151120, Bo5g082620, Bo8g092440, Bo2g146200, Bo6g098820, Bo7g107020, Bo8g079590, Bo6g116240, Bo1g117530, Bo3g026390, Bo3g034990, Bo7g091410, Bo5g002940, Bo5g018120, Bo2g134280
OG0000015	Bra032513	Bo8g079450, Bo00802s040, Bo23988s010, Bo9g181120, Bo8g004710, Bo1g002140, Bo3g021730
OG0000015	Bra016418	Bo8g097790, Bo01477s010, Bo8g108860, Bo6g116300, Bo13088s010, Bo9g163030, Bo4g182830
OG0000015	Bra036505, Bra040556	Bo6g124260, Bo2g140430
OG0000015	Bra028797	Bo1g141260
OG0000015	Bra030904	Bo9g148420, Bo3g018050, Bo5g145410, Bo3g062180, Bo8g095250, Bo4g136310, Bo8g102750, Bo1g103780
OG0000015	Bra032440, Bra020642	Bo6g039980, Bo6g066390, Bo6g034500, Bo7g110670, Bo1g004950, Bo9g141270, Bo8g117180, Bo3g002540, Bo4g179370, Bo1g013170, Bo8g019360
OG0000015	Bra015270, Bra038141	Bo7g041140
OG0000016	Bra032736	Bo4g130720
OG0000016	Bra033580	Bo7g119570
OG0000016	Bra002122	Bo9g158560
OG0000016	Bra002128	Bo9g157540
OG0000016	Bra006431	Bo3g012880
OG0000016	Bra006434	Bo3g012910
OG0000016	Bra002123, Bra023658	Bo2g014180
OG0000016	Bra023655	Bo2g014150
OG0000016	Bra026597	Bo2g136230
OG0000016	Bra023660	Bo2g014200
OG0000016	Bra026598	Bo2g136220
OG0000016	Bra023663	Bo2g014130, Bo9g157520
OG0000016	Bra023659, Bra023653	Bo2g014190
OG0000016	Bra006438	Bo3g012950
OG0000016	Bra023654	Bo2g014170, Bo2g014140, Bo2g014210
OG0000016	Bra006430	Bo3g012870
OG0000016	Bra002121	Bo2g014250
OG0000016	Bra006433	Bo3g012900
OG0000016	Bra002126, Bra002130, Bra006435, Bra002124	Bo3g012920
OG0000016	Bra002127, Bra002125	Bo9g159650, Bo9g157510, Bo9g157550
OG0000016	Bra002120, Bra002131	Bo9g158570
OG0000016	Bra006432	Bo3g012890
OG0000016	Bra023656	Bo2g136210, Bo2g014160
OG0000017	Bra033908	Bo5g093440
OG0000017	Bra033850	Bo5g090520
OG0000017	Bra000514	Bo3g040540
OG0000017	Bra017982	Bo8g077820
OG0000017	Bra017983	Bo8g077790, Bo8g077800
OG0000017	Bra034015	Bo2g055560
OG0000017	Bra034016	Bo2g055540
OG0000017	Bra022876	Bo3g026550
OG0000017	Bra009129	Bo9g176950
OG0000017	Bra009128	Bo9g176970
OG0000017	Bra021730	Bo4g176340, Bo4g176330
OG0000017	Bra021767	Bo4g177740
OG0000017	Bra021785, Bra021783	Bo4g177950
OG0000017	Bra021782, Bra021784, Bra021781	Bo4g188690, Bo4g177940
OG0000017	Bra021788	Bo4g178000
OG0000017	Bra021768	Bo4g177770
OG0000017	Bra023809	Bo1g104890
OG0000017	Bra027364	Bo5g131630
OG0000017	Bra021780	Bo4g177930
OG0000017	Bra021789	Bo4g178010
OG0000017	Bra021769	Bo4g177780
OG0000017	Bra021772	Bo4g179270, Bo4g177750, Bo4g177810
OG0000017	Bra037636	Bo5g003710, Bo4g195170
OG0000017	Bra039989	Bo4g169460
OG0000017	Bra005631	Bo4g046240
OG0000017	Bra022877	Bo02391s010, Bo01740s010, Bo3g026560
OG0000017	Bra002055	Bo1g057420
OG0000017	Bra036902	Bo1g057440
OG0000017	Bra036901	Bo1g057450
OG0000018	Bra028499	Bo6g065250
OG0000018	Bra028500	Bo6g065260
OG0000018	Bra025494	Bo4g142160
OG0000018	Bra025467	Bo4g142440, Bo4g142450
OG0000018	Bra027772	Bo9g029450, Bo9g034000, Bo9g029500
OG0000018	Bra027660	Bo9g029350
OG0000018	Bra027791	Bo9g035320
OG0000018	Bra027790	Bo9g035300, Bo9g035360
OG0000018	Bra021754	Bo4g177630
OG0000018	Bra027778	Bo9g034100
OG0000018	Bra027779	Bo9g034110
OG0000019	Bra035657	Bo4g066920
OG0000019	Bra001827	Bo3g078550
OG0000019	Bra030414	Bo6g042330
OG0000019	Bra018933	Bo6g026350, Bo8g059690
OG0000019	Bra020298	Bo3g017850
OG0000019	Bra006700	Bo3g017830
OG0000019	Bra020300	Bo2g025550
OG0000019	Bra020303	Bo2g025570, Bo3g017920
OG0000019	Bra020299	Bo2g025540
OG0000019	Bra002545	Bo9g139570
OG0000019	Bra002543	Bo9g140580
OG0000019	Bra019608	Bo6g118790
OG0000019	Bra018213	Bo3g131510
OG0000019	Bra020918	Bo3g162240
OG0000019	Bra028386	Bo4g065900
OG0000019	Bra015587	Bo5g008290
OG0000019	Bra031584	Bo8g113980
OG0000021	Bra032234	Bo7g034300
OG0000021	Bra033764, Bra039724	Bo5g126510, Bo6g092590
OG0000021	Bra039883	Bo9g071450, Bo1g056980, Bo2g076830, Bo08426s010, Bo04868s010, Bo07808s010, Bo3g164460, Bo3g132690, Bo3g099340, Bo2g056360, Bo14985s010, Bo01074s010, Bo3g084080, Bo09543s010, Bo1g098600, Bo1g110080, Bo01131s010, Bo4g014550, Bo8g018030, Bo8g061260, Bo4g186620, Bo07058s010, Bo4g059950, Bo6g031710, Bo7g016390, Bo14782s010, Bo3g110920, Bo9g163230, Bo21641s010, Bo12251s010, Bo2g095380, Bo3g103380, Bo4g157270, Bo9g133070, Bo8g077240, Bo25062s010, Bo15746s010, Bo21652s010, Bo5g123560, Bo22409s010, Bo7g050550, Bo3g165570, Bo06116s010, Bo9g106000, Bo6g072540, Bo6g087570, Bo1g098870, Bo1g072460, Bo3g081680, Bo9g081840, Bo5g069600, Bo4g173220, Bo22125s010
OG0000021	Bra034934	Bo5g027890, Bo9g092660, Bo15358s010, Bo3g158620, Bo9g104740, Bo3g077440, Bo6g081370, Bo6g025950, Bo3g027890, Bo2g121130, Bo07176s010, Bo10635s010, Bo4g071680, Bo14575s010, Bo6g015800, Bo01171s010, Bo17927s010, Bo3g086990, Bo3g149430, Bo14099s010, Bo9g092510, Bo4g096970, Bo08377s010, Bo4g136830, Bo2g036360, Bo3g132920, Bo1g105870
OG0000021	Bra020736	Bo7g016410, Bo3g063970, Bo2g110750, Bo3g167310, Bo5g110000, Bo00667s080, Bo09125s010, Bo1g117520, Bo2g107580, Bo3g032990, Bo3g162330, Bo9g069690, Bo7g055780, Bo3g179720, Bo5g062530, Bo09464s010, Bo1g084670, Bo7g087010, Bo10947s010, Bo07572s010, Bo06422s010, Bo13806s010, Bo6g067430, Bo09654s010, Bo2g055070, Bo5g131560, Bo6g056420, Bo01039s020
OG0000021	Bra023183	Bo1g041780, Bo1g103670, Bo1g037490, Bo9g043620, Bo1g056790, Bo2g155150, Bo9g083200, Bo6g044110, Bo6g066430, Bo08491s010, Bo9g094350, Bo4g166870, Bo1g078720, Bo18202s010, Bo01941s010, Bo7g003630
OG0000021	Bra023801	Bo5g115570, Bo2g165630, Bo01449s010, Bo2g093460, Bo2g112870
OG0000021	Bra031825, Bra017860	Bo03887s010, Bo1g098180, Bo4g066990, Bo2g140500, Bo8g056950, Bo1g076990
OG0000023	Bra003308	Bo6g076430
OG0000023	Bra024648	Bo5g041310
OG0000023	Bra024647	Bo5g041300, Bo5g041270
OG0000023	Bra031743	Bo8g109220
OG0000023	Bra026587	Bo8g108970, Bo2g137160, Bo2g137180, Bo01367s010
OG0000023	Bra013543, Bra020901	Bo3g162480
OG0000023	Bra037593	Bo7g003450, Bo1g118830
OG0000023	Bra002310	Bo8g027420, Bo9g151810, Bo9g151800
OG0000023	Bra006494	Bo02936s010
OG0000023	Bra016701	Bo8g066040
OG0000023	Bra009957, Bra009956	Bo7g093630
OG0000023	Bra017173, Bra017172	Bo4g187050
OG0000024	Bra027866	Bo1g087950, Bo9g048820
OG0000024	Bra027834, Bra036206	Bo9g008940
OG0000024	Bra035424	Bo1g090360
OG0000024	Bra027843	Bo9g046560
OG0000024	Bra013134	Bo3g087240
OG0000024	Bra005277, Bra040841, Bra040891	Bo4g034680
OG0000024	Bra037448	Bo7g089600
OG0000025	Bra004152, Bra004151	Bo7g072780, Bo6g099770, Bo6g099760
OG0000026	Bra022043, Bra022042	Bo1g081390, Bo6g026270
OG0000028	Bra014980	Bo5g035200
OG0000028	Bra014728	Bo3g109640, Bo3g109670
OG0000028	Bra017562	Bo8g069790
OG0000028	Bra008409	Bo2g083990, Bo5g098150, Bo3g125080, Bo9g097570
OG0000028	Bra013930	Bo3g101350
OG0000028	Bra027576	Bo3g068780, Bo4g104800
OG0000028	Bra029504	Bo8g076640, Bo6g080550
OG0000028	Bra023218	Bo7g057910, Bo01042s070, Bo2g125790, Bo3g045050, Bo9g130960, Bo5g010490, Bo3g054430
OG0000028	Bra017590	Bo6g077510, Bo8g081590, Bo8g045870, Bo9g014000, Bo2g036400, Bo8g082260, Bo4g125360, Bo3g162420, Bo4g012710, Bo9g088390, Bo3g157050, Bo1g070840, Bo7g054670, Bo3g119550, Bo6g039860, Bo6g001060, Bo6g027540, Bo9g056090, Bo06244s010, Bo2g024750, Bo4g125880, Bo3g071920, Bo7g080090, Bo8g081890, Bo3g097880, Bo6g092970, Bo8g027060, Bo2g070700, Bo7g062070, Bo1g027210, Bo4g083580, Bo5g072450, Bo18338s010, Bo29168s010, Bo6g076640, Bo5g114010, Bo8g041000, Bo9g021640, Bo4g111290, Bo8g101140, Bo6g033220, Bo9g111390
OG0000029	Bra003852	Bo6g087940
OG0000029	Bra011980	Bo4g071960
OG0000029	Bra005753	Bo7g009860, Bo3g002060
OG0000029	Bra006011	Bo9g183190, Bo9g183290, Bo9g183280, Bo3g002120
OG0000029	Bra011614	Bo1g006480
OG0000029	Bra022301	Bo01919s010
OG0000029	Bra022284	Bo00828s080
OG0000029	Bra022285	Bo00828s120
OG0000029	Bra022305, Bra022303	Bo5g118920
OG0000029	Bra022362	Bo5g120120
OG0000029	Bra022299, Bra022286	Bo00828s090
OG0000029	Bra000175	Bo4g025440
OG0000029	Bra027905	Bo9g053310
OG0000029	Bra027903, Bra027901	Bo9g053300, Bo9g053320, Bo9g053280
OG0000029	Bra009558	Bo9g183270
OG0000030	Bra027658	Bo4g154200, Bo3g184090, Bo4g094200, Bo9g029020
OG0000031	Bra032036	Bo4g157420
OG0000031	Bra032049	Bo01239s010
OG0000031	Bra023058	Bo3g030020
OG0000031	Bra030421	Bo6g042410, Bo5g081350
OG0000031	Bra028194	Bo4g137360
OG0000031	Bra002819	Bo01080s020, Bo9g070180, Bo9g124850
OG0000031	Bra007115	Bo8g087200
OG0000031	Bra007168	Bo8g089930, Bo8g089910, Bo8g089900
OG0000031	Bra007169	Bo8g089820, Bo8g087170, Bo8g089840, Bo8g089920
OG0000031	Bra007113	Bo8g087180
OG0000031	Bra007114	Bo8g087190
OG0000031	Bra007112	Bo8g089810
OG0000032	Bra028402	Bo4g137060, Bo6g058880
OG0000032	Bra034036	Bo2g055260
OG0000032	Bra019074	Bo2g055090
OG0000032	Bra024056	Bo2g054070, Bo7g114650
OG0000032	Bra034038	Bo2g055210
OG0000032	Bra034039	Bo2g055200, Bo02126s010, Bo2g055150
OG0000032	Bra004199	Bo6g103470, Bo6g102400
OG0000032	Bra034042	Bo2g054020
OG0000032	Bra004198	Bo6g102390
OG0000032	Bra038467	Bo1g053730
OG0000032	Bra008687	Bo9g163940
OG0000032	Bra016274	Bo6g103460, Bo6g103440
OG0000033	Bra031482	Bo1g094260
OG0000033	Bra036054, Bra036053, Bra036046	Bo8g079520
OG0000033	Bra036045	Bo8g079390
OG0000033	Bra015597	Bo8g062680, Bo6g010640
OG0000033	Bra019755	Bo5g017050, Bo5g016990
OG0000033	Bra026978, Bra026924, Bra026923	Bo8g108270
OG0000033	Bra026977	Bo8g107600
OG0000033	Bra016785	Bo8g062620, Bo8g062630
OG0000033	Bra019753	Bo5g017010, Bo5g017060
OG0000033	Bra019751	Bo9g042300
OG0000033	Bra016782	Bo8g062700
OG0000033	Bra016781	Bo00758s110
OG0000033	Bra026985	Bo8g108340, Bo8g108350, Bo6g072390, Bo8g108360
OG0000033	Bra026979	Bo8g108280
OG0000035	Bra040650	Bo1g017040, Bo1g010080, Bo01034s020, Bo3g083580, Bo14873s010, Bo05566s010, Bo3g103370, Bo8g011160, Bo8g087290, Bo4g115550, Bo1g088120, Bo1g072470, Bo5g055880, Bo3g085590, Bo3g074560, Bo09653s010, Bo8g050180, Bo5g113920, Bo13087s010, Bo9g112590, Bo4g052490, Bo5g113610, Bo5g127720, Bo5g065670, Bo9g135850, Bo3g110790, Bo4g166680, Bo7g074130, Bo6g086370, Bo7g038870, Bo4g066960, Bo1g072510, Bo9g111070, Bo04698s010, Bo16777s010, Bo9g062890, Bo8g044700
OG0000036	Bra003051	Bo6g064500, Bo1g102070, Bo5g083770, Bo1g102080, Bo2g158740, Bo1g031750, Bo9g054620, Bo6g054770, Bo7g049840, Bo9g141010
OG0000036	Bra019604	Bo9g058550, Bo5g098310, Bo9g090780, Bo2g116440, Bo7g080810, Bo9g058540, Bo3g170770, Bo2g134690, Bo3g167510, Bo7g047010, Bo5g085390, Bo4g139380, Bo6g011010, Bo7g021260, Bo1g094430, Bo9g108380, Bo9g054450, Bo8g034310, Bo9g033880, Bo2g104630, Bo9g033890, Bo2g041510
OG0000036	Bra032221	Bo5g039220, Bo5g021840, Bo2g136380
OG0000036	Bra040304	Bo7g067110, Bo1g055520, Bo6g050980, Bo00858s040, Bo2g030280, Bo01889s010, Bo7g097350, Bo6g047910, Bo4g107810, Bo7g011280, Bo3g156940, Bo1g039860, Bo5g085250, Bo9g097560, Bo1g067320, Bo1g017660, Bo2g093280, Bo7g031370, Bo00285s300, Bo3g051090, Bo6g041160, Bo9g097180, Bo1g101770, Bo3g127280, Bo4g099040, Bo9g090840, Bo9g163110, Bo5g112400, Bo5g143060, Bo7g041260, Bo9g030700, Bo1g144440, Bo7g048250, Bo07779s010, Bo5g019290, Bo7g040930, Bo8g076510, Bo1g041850, Bo9g037020
OG0000036	Bra034970	Bo3g095290, Bo5g130470
OG0000036	Bra040961, Bra037616	Bo5g122730, Bo01389s010, Bo01008s020, Bo03614s010, Bo6g022490, Bo3g078810, Bo4g107980, Bo3g047270, Bo1g104880, Bo3g152890, Bo9g126130, Bo5g098510, Bo6g064560, Bo9g037130, Bo1g123590, Bo3g109330, Bo9g070020, Bo5g062830, Bo5g021830, Bo5g071310
OG0000037	Bra007025	Bo8g083100
OG0000037	Bra005178	Bo4g030350
OG0000037	Bra000010	Bo3g031870, Bo1g040130
OG0000037	Bra037560	Bo1g116200, Bo5g117040, Bo3g071760
OG0000037	Bra034778	Bo5g134740
OG0000037	Bra006719, Bra018210, Bra002571	Bo3g018230
OG0000037	Bra019486	Bo3g117300
OG0000037	Bra020319	Bo2g026760
OG0000037	Bra033819	Bo1g070760
OG0000037	Bra009081	Bo9g173750
OG0000037	Bra006033	Bo3g005290
OG0000037	Bra028615	Bo2g009550
OG0000038	Bra025236	Bo7g084030, Bo7g084040, Bo7g084020
OG0000038	Bra015355	Bo00751s040
OG0000038	Bra034248	Bo9g008050
OG0000038	Bra023272	Bo5g049130
OG0000038	Bra006939	Bo8g082120
OG0000038	Bra040480	Bo4g161340, Bo4g161360, Bo4g197420
OG0000039	Bra012706	Bo7g104540
OG0000039	Bra027990	Bo6g048250
OG0000039	Bra013661, Bra013659, Bra013658, Bra013660	Bo1g031850
OG0000039	Bra020828	Bo3g165690
OG0000039	Bra020827	Bo3g165700
OG0000039	Bra013657	Bo1g031830
OG0000039	Bra013199	Bo3g084330
OG0000039	Bra035221	Bo9g092530
OG0000039	Bra035222	Bo9g092480
OG0000039	Bra019319, Bra013679	Bo1g033180
OG0000039	Bra000745	Bo9g092570
OG0000039	Bra000744	Bo3g045310
OG0000040	Bra006362	Bo9g162990
OG0000040	Bra001440	Bo1g139500
OG0000040	Bra023128	Bo7g042340, Bo5g064350
OG0000040	Bra025601	Bo4g139760
OG0000040	Bra032189	Bo4g151230
OG0000040	Bra012153	Bo8g100760
OG0000040	Bra029842	Bo5g137400
OG0000040	Bra025640	Bo4g139150
OG0000040	Bra016001	Bo6g116690
OG0000041	Bra033927	Bo9g094210, Bo01718s010
OG0000041	Bra033922	Bo9g108190
OG0000041	Bra017679	Bo7g003730
OG0000041	Bra035991	Bo7g003900
OG0000041	Bra018033, Bra028038, Bra035314, Bra038115, Bra014805	Bo3g179550, Bo9g151830
OG0000041	Bra014058	Bo7g005950
OG0000041	Bra037613	Bo8g033570
OG0000041	Bra030392	Bo1g119270
OG0000042	Bra024503	Bo3g093700
OG0000043	Bra018164	Bo3g134260
OG0000043	Bra005562, Bra005563	Bo4g045680
OG0000043	Bra002305	Bo9g151860
OG0000043	Bra006560	Bo3g015190
OG0000043	Bra006717	Bo3g018170
OG0000043	Bra021289	Bo3g018130
OG0000043	Bra007256	Bo1g131070, Bo3g017490
OG0000043	Bra027572	Bo00418s060
OG0000043	Bra022422	Bo5g115120
OG0000043	Bra014313	Bo4g038950
OG0000043	Bra018128	Bo3g134690
OG0000043	Bra036778	Bo8g081350
OG0000043	Bra037076, Bra035695, Bra035694	Bo4g165460
OG0000044	Bra039426	Bo5g145280
OG0000044	Bra018182	Bo3g134070
OG0000044	Bra028374	Bo4g090390, Bo1g098790
OG0000044	Bra036658	Bo01976s010
OG0000044	Bra027069	Bo9g040770
OG0000044	Bra028375	Bo9g040790, Bo4g091420, Bo1g098770
OG0000044	Bra034464	Bo4g107670, Bo4g091490
OG0000044	Bra036659	Bo6g106640, Bo01960s010
OG0000044	Bra027041	Bo9g037270
OG0000044	Bra027066	Bo9g040710
OG0000045	Bra013596	Bo1g034330
OG0000045	Bra013683	Bo1g034430
OG0000045	Bra019329	Bo7g108510
OG0000045	Bra020821	Bo3g165780
OG0000045	Bra019324	Bo7g108520
OG0000045	Bra013676	Bo1g033130
OG0000045	Bra013677	Bo1g033150
OG0000045	Bra019322	Bo7g108570, Bo7g108550
OG0000045	Bra013678	Bo1g033170
OG0000045	Bra023844, Bra038935	Bo8g030610
OG0000045	Bra040998	Bo4g128440, Bo4g133160
OG0000045	Bra019323, Bra012544	Bo7g106580
OG0000045	Bra019320	Bo7g108580, Bo7g108560
OG0000045	Bra041081	Bo8g101290
OG0000046	Bra010552	Bo3g154220
OG0000046	Bra011666	Bo7g117810
OG0000046	Bra036790	Bo8g081460
OG0000046	Bra027599	Bo9g061260
OG0000046	Bra021956	Bo2g126920
OG0000046	Bra021953	Bo2g126880
OG0000047	Bra030120	Bo5g128810, Bo6g033260, Bo6g056150, Bo3g143520, Bo9g062700, Bo7g037660, Bo3g100950, Bo9g043990, Bo5g122930, Bo5g122920
OG0000047	Bra032680	Bo5g082540, Bo5g125030, Bo1g102020, Bo7g062120, Bo8g021870, Bo6g110370, Bo5g041520, Bo6g048130, Bo7g104720, Bo8g002880, Bo4g043750, Bo5g103580, Bo7g080070, Bo9g123720, Bo4g021720, Bo4g112980, Bo5g010760
OG0000047	Bra040765	Bo5g049510, Bo2g045920, Bo4g106240, Bo3g044820, Bo2g025280, Bo6g029200, Bo13785s010, Bo7g014490
OG0000047	Bra003058	Bo3g117330, Bo2g085190, Bo3g099240, Bo10218s010, Bo9g092750, Bo5g115160, Bo9g059130, Bo3g054780, Bo2g138570, Bo9g175220, Bo4g149690, Bo5g118440, Bo5g136780, Bo1g051100, Bo7g090990, Bo00923s030, Bo5g017180, Bo7g038990, Bo3g052660, Bo5g072410, Bo3g084140, Bo3g084130, Bo2g130170, Bo5g048700, Bo2g068420, Bo2g112900, Bo5g049500, Bo6g104060, Bo1g025500, Bo01073s010, Bo7g010130, Bo3g122150, Bo4g188540
OG0000047	Bra033203, Bra033202, Bra020938, Bra030257	Bo3g181170, Bo00883s090, Bo5g027870, Bo2g049400, Bo9g152150, Bo6g056110, Bo4g137260, Bo18661s010, Bo6g041120, Bo4g182220, Bo5g082580, Bo15892s010
OG0000047	Bra015151	Bo7g094870, Bo7g065700, Bo5g057020, Bo6g068330, Bo09555s010, Bo8g054670, Bo5g105030, Bo8g023000, Bo1g122860
OG0000047	Bra019496	Bo2g094940, Bo4g116930, Bo2g105100, Bo2g105090, Bo3g045690, Bo5g132660, Bo8g051050, Bo3g128740, Bo3g107430, Bo15803s010, Bo3g107420, Bo25235s010, Bo9g021520
OG0000048	Bra038150	Bo6g095610, Bo4g044080, Bo6g098660, Bo5g030450, Bo9g070330, Bo7g062270, Bo5g017330, Bo01805s020, Bo3g106910, Bo9g123570, Bo1g052860, Bo7g067010, Bo2g083730, Bo8g112620, Bo9g061150, Bo6g095730, Bo5g123770, Bo5g048910, Bo01805s010
OG0000048	Bra040797	Bo01834s010, Bo01604s020, Bo6g031350, Bo1g098390, Bo00932s050, Bo09601s010, Bo2g149380
OG0000050	Bra003745	Bo6g086210
OG0000050	Bra003745	Bo1g003080
OG0000050	Bra003745	Bo3g006860
OG0000051	Bra005989	Bo3g004900
OG0000051	Bra028659	Bo2g009070
OG0000051	Bra032978	Bo2g140300
OG0000051	Bra025247	Bo7g084170
OG0000051	Bra008777	Bo3g009630, Bo2g011690
OG0000051	Bra025246, Bra032977	Bo2g140290
OG0000051	Bra028480, Bra025532	Bo4g140720
OG0000051	Bra040553	Bo2g140280, Bo4g140730, Bo5g153900
OG0000051	Bra014066	Bo9g098660
OG0000051	Bra019556	Bo3g112270
OG0000051	Bra029911	Bo01539s020, Bo01539s010
OG0000051	Bra018044	Bo8g077180
OG0000052	Bra014726	Bo4g085050, Bo1g024410, Bo9g097010, Bo8g088440, Bo6g037220, Bo00689s030, Bo00689s010, Bo1g080150, Bo9g133650, Bo7g031460, Bo1g067340, Bo3g153730, Bo8g025680, Bo3g071640, Bo6g013280, Bo4g122790, Bo8g089960, Bo3g008710
OG0000052	Bra031447	Bo8g051150
OG0000052	Bra008247	Bo1g050660, Bo6g080870, Bo00889s010, Bo8g061180, Bo1g098230, Bo3g138510, Bo6g094100, Bo08068s010, Bo9g117700, Bo1g098720, Bo9g066990, Bo4g137700, Bo4g071840, Bo8g097960, Bo2g148100, Bo01394s010, Bo9g111340, Bo7g114250, Bo7g060230, Bo1g012020, Bo8g079440, Bo9g119110, Bo4g158890
OG0000052	Bra035315	Bo2g082110, Bo2g120630, Bo4g101210
OG0000053	Bra002368	Bo2g023510
OG0000053	Bra020155	Bo2g023510
