Orthogroup	Brassica_rapa	Thellungiella_parvula
OG0000188	Bra018174, Bra036960	Sp4g02630.1
OG0000190	Bra024407, Bra026960	Sp1g11250.1
OG0000190	Bra035832, Bra023145, Bra035831	Sp1g11270.1
OG0000191	Bra006865, Bra002804	Sp6g18380.1
OG0000191	Bra031101, Bra036705, Bra039019	Sp3g33100.1
OG0000191	Bra010331, Bra024148, Bra011098	Sp7g27220.1
OG0000191	Bra039018, Bra031097, Bra036707	Sp3g33090.1
OG0000191	Bra011099	Sp7g27230.1
OG0000192	Bra012621	Sp7g16080.1
OG0000192	Bra030503, Bra033331	Sp1g01570.1
OG0000192	Bra003445, Bra002094	Sp6g01670.1
OG0000192	Bra003490	Sp5g01220.1
OG0000192	Bra040475, Bra004484	Sp4g29000.1
OG0000193	Bra018729	Sp1g35420.1
OG0000193	Bra001686, Bra022247, Bra021276	Sp3g15940.1
OG0000193	Bra039756	Sp5g21260.1
OG0000193	Bra028132	Sp7g04500.1
OG0000193	Bra023573, Bra008612	Sp6g27590.1
OG0000194	Bra004569	Sp4g22790.1
OG0000194	Bra037082	Sp7g13200.1
OG0000197	Bra029220	Sp2g17840.1
OG0000197	Bra029219	Sp6g15130.1
OG0000198	Bra000504	Sp4g06090.1
OG0000198	Bra011996, Bra026648	Sp5g15900.1
OG0000199	Bra002527	Sp6g21520.1
OG0000199	Bra019475	Sp5g15550.1
OG0000199	Bra005767	Sp6g39230.1
OG0000199	Bra003149, Bra039807	Sp5g08740.1
OG0000201	Bra001387, Bra034869, Bra029892	Sp3g09390.1
OG0000201	Bra032078, Bra022855	Sp4g03630.1
OG0000202	Bra018875	Sp1g37610.1, Sp1g37770.1
OG0000202	Bra040679, Bra027025, Bra022909, Bra022911	Sp1g34800.1
OG0000203	Bra039286	Sp6g38430.1, Sp6g39340.1
OG0000205	Bra019685, Bra026861	Sp1g12420.1
OG0000205	Bra016712, Bra019683, Bra026860	Sp1g12430.1
OG0000205	Bra039838, Bra015217	Sp3g28690.1
OG0000205	Bra016711	Sp1g12450.1, Sp1g12440.1
OG0000206	Bra033016	Sp1g31410.1, Sp7g09030.1, SpUn0027_0100.1, Sp3g22620.1, Sp7g07830.1, Sp6g13440.1, Sp6g12040.1, Sp4g10160.1, Sp1g32560.1, Sp5g19760.1, Sp6g16040.1, Sp6g10260.1, Sp7g08150.1, Sp7g06650.1, Sp4g08930.1, Sp4g07980.1, Sp4g05780.1, Sp5g16940.1, Sp4g02590.1, SpUn0008_0090.1, SpUn0019_0060.1, Sp5g17490.1, SpUn0004_0150.1, Sp6g10530.1, SpUn0001_0220.1, Sp2g06690.1, Sp7g10840.1, Sp5g17430.1, Sp5g17370.1, Sp7g07320.1, Sp3g28500.1, Sp3g28830.1
OG0000206	Bra006582	Sp6g23650.1
OG0000207	Bra029322, Bra014669, Bra023557	Sp5g16920.1
OG0000208	Bra025525	Sp7g07650.1, Sp3g32460.1, SpUn1255_0010.1, Sp3g31250.1, Sp3g31220.1, Sp7g00850.1
OG0000208	Bra040963, Bra040964	Sp4g10780.1, Sp6g08720.1, Sp6g08680.1, Sp5g03380.1, Sp5g03390.1, Sp5g03400.1, Sp5g03420.1, Sp5g03410.1, Sp2g03760.1, Sp2g03780.1
OG0000210	Bra036897	Sp7g12870.1
OG0000210	Bra033509, Bra013449	Sp7g14120.1
OG0000210	Bra022813	Sp4g13260.1, Sp4g13270.1
OG0000211	Bra025882, Bra025883, Bra025886, Bra012273	Sp7g03550.1
OG0000211	Bra012272	Sp1g18850.1
OG0000212	Bra028498, Bra027900, Bra028983, Bra013725, Bra037618	Sp2g07330.1
OG0000213	Bra032916, Bra024583, Bra001328, Bra001330, Bra024586, Bra035947	Sp1g20770.1
OG0000214	Bra000799	Sp6g04370.1
OG0000214	Bra000797, Bra017551, Bra000796, Bra017552	Sp6g04390.1
OG0000214	Bra022095, Bra018496	Sp6g04380.1
OG0000216	Bra021533, Bra021535	Sp3g12390.1
OG0000216	Bra013299, Bra012602	Sp7g15710.1
OG0000216	Bra001551, Bra021556, Bra027338	Sp3g12720.1
OG0000216	Bra001550, Bra021555	Sp3g12710.1
OG0000217	Bra007978, Bra003925	Sp5g26550.1
OG0000217	Bra020979, Bra021024, Bra020998, Bra020999	Sp7g15720.1
OG0000218	Bra006024	Sp6g33840.1
OG0000218	Bra035862	SpUn1204_0010.1, Sp2g26200.1
OG0000218	Bra032519, Bra015299	Sp2g08430.1, Sp1g03080.1
OG0000219	Bra003441	Sp5g02207.1
OG0000219	Bra007579	Sp5g02203.1
OG0000220	Bra012513	Sp7g14110.1
OG0000222	Bra038083, Bra039550	Sp7g13630.1
OG0000222	Bra001837	Sp3g19640.1
OG0000222	Bra019731	Sp1g10650.1
OG0000222	Bra034495, Bra027052	Sp2g02300.1
OG0000222	Bra000789	Sp6g04510.1
OG0000222	Bra020857, Bra013587	Sp7g20270.1
OG0000223	Bra035774, Bra022155, Bra001790	Sp3g18520.1
OG0000223	Bra002904, Bra028979, Bra035208, Bra035209	Sp6g17360.1
OG0000223	Bra019073, Bra004101, Bra035244, Bra034037	Sp5g21930.1
OG0000223	Bra026409, Bra019092	Sp7g24660.1
OG0000224	Bra015438, Bra024166, Bra033965, Bra010480, Bra010479, Bra036985	Sp7g31430.1
OG0000225	Bra007989	Sp5g24500.1, Sp5g26900.1, SpUn0020_0070.1, Sp5g26910.1, Sp5g24210.1
OG0000226	Bra024645, Bra012419	Sp1g21550.1
OG0000226	Bra003968	Sp5g25130.1, Sp5g25170.1, Sp5g25160.1, Sp5g25150.1
OG0000227	Bra024614	SpUn0270_0010.1
OG0000227	Bra016333	SpUn2053_0010.1
OG0000228	Bra019307	Sp7g21310.1
OG0000228	Bra000974	Sp6g00460.1
OG0000228	Bra032644, Bra033248	Sp1g00700.1
OG0000228	Bra014437, Bra007603	Sp5g01970.1
OG0000228	Bra004950	Sp4g28030.1
OG0000229	Bra015586, Bra031582	Sp1g06280.1
OG0000229	Bra034227, Bra034230, Bra034226, Bra000816, Bra000817	SpUn0416_0020.1, Sp6g03620.1
OG0000230	Bra030169, Bra030170, Bra030174	Sp1g25630.1
OG0000230	Bra030168, Bra032332, Bra010817	Sp1g25590.1
OG0000230	Bra028414	Sp1g25620.1
OG0000231	Bra032217, Bra035346, Bra040615, Bra023244, Bra041051, Bra034945	Sp5g19110.1
OG0000232	Bra035617, Bra028928	Sp6g18220.1
OG0000234	Bra003648, Bra003646	Sp5g33440.1
OG0000234	Bra003644	Sp5g33470.1
OG0000234	Bra025994	Sp1g15320.1
OG0000234	Bra026684, Bra026681, Bra026679, Bra026680	Sp1g15325.1
OG0000234	Bra035031	Sp5g33450.1
OG0000235	Bra027324	Sp3g12880.1
OG0000235	Bra001560, Bra027322	Sp3g12900.1
OG0000235	Bra021570, Bra027320	Sp3g12920.1
OG0000235	Bra027321, Bra001562, Bra001563, Bra001564	Sp3g12910.1
OG0000237	Bra039625	Sp3g31650.1
OG0000237	Bra031203, Bra030290	Sp4g00760.1
OG0000237	Bra010695	Sp7g36620.1
OG0000238	Bra022771, Bra028599, Bra006051	Sp6g33260.1
OG0000238	Bra024350, Bra031888	Sp2g28130.1
OG0000238	Bra031884	Sp2g28150.1
OG0000240	Bra038535	Sp4g01330.1
OG0000240	Bra017875	Sp7g36000.1
OG0000240	Bra037802	Sp2g28070.1
OG0000240	Bra004850, Bra000355, Bra037641	Sp4g26700.1
OG0000241	Bra009542	Sp6g39490.1
OG0000242	Bra013473	Sp7g18880.1, Sp7g18900.1
OG0000242	Bra013472	Sp7g18870.1
OG0000242	Bra024717	Sp1g22300.1
OG0000242	Bra024719	Sp1g22310.1
OG0000244	Bra013946	Sp2g15540.1, Sp6g06150.1, Sp7g05090.1
OG0000245	Bra013522	Sp7g19500.1
OG0000245	Bra033474	Sp5g20750.1, Sp5g20740.1
OG0000245	Bra001432	Sp3g10230.1
OG0000245	Bra038767, Bra004179, Bra004182, Bra038635	Sp7g19490.1
OG0000246	Bra015021	Sp3g21990.1
OG0000247	Bra003867	Sp5g27880.1
OG0000248	Bra023084	Sp4g19160.1
OG0000248	Bra021241, Bra001661	Sp3g15570.1
OG0000248	Bra041036	Sp4g29070.1
OG0000248	Bra000914	Sp6g01690.1
OG0000250	Bra006162, Bra006161, Bra023377	Sp6g31210.1
OG0000250	Bra006160	Sp6g31220.1
OG0000251	Bra012793	Sp7g13500.1
OG0000251	Bra027948, Bra000843	Sp7g13540.1
OG0000251	Bra012792	Sp7g13550.1
OG0000252	Bra012322	Sp1g19860.1
OG0000252	Bra016382, Bra031388	Sp1g19850.1
OG0000252	Bra031387	Sp1g19830.1
OG0000252	Bra012323	Sp1g19870.1
OG0000252	Bra012324	Sp1g19880.1
OG0000253	Bra034477	Sp3g28800.1, Sp5g18420.1
OG0000256	Bra029060, Bra029061	Sp6g15740.1
OG0000257	Bra027910	Sp2g05830.1, Sp1g08280.1, Sp1g08200.1
OG0000257	Bra020009, Bra020000, Bra031673, Bra030787, Bra031682, Bra030792	Sp2g05630.1
OG0000258	Bra025307	Sp2g16930.1
OG0000258	Bra012469	Sp1g22530.1
OG0000258	Bra004332, Bra004020	Sp5g23810.1
OG0000258	Bra019818, Bra026919	SpUn0138_0010.1, Sp1g11730.1
OG0000258	Bra026515, Bra025150	Sp2g14890.1
OG0000259	Bra040076, Bra031451	Sp2g03330.1, SpUn0101_0030.1
OG0000259	Bra028407	Sp7g03610.1
OG0000263	Bra023735	Sp3g20980.1
OG0000264	Bra031855	Sp2g28600.1
OG0000265	Bra038169, Bra027937	Sp2g06570.1, Sp2g06540.1
OG0000265	Bra018576	Sp1g07800.1
OG0000265	Bra000895	Sp1g01620.1
OG0000266	Bra005987	Sp6g34590.1
OG0000266	Bra029370, Bra029368, Bra029369, Bra026502, Bra009675, Bra009674, Bra009672, Bra009677	Sp2g23800.1
OG0000267	Bra029469, Bra018490	Sp6g04880.1
OG0000268	Bra000352	Sp4g26460.1
OG0000268	Bra037654	Sp4g26440.1
OG0000268	Bra037653, Bra040653	Sp4g26470.1
OG0000268	Bra037655	Sp4g26430.1
OG0000269	Bra024527	Sp1g20160.1
OG0000269	Bra016091	Sp5g27070.1
OG0000269	Bra011567	Sp7g32630.1
OG0000269	Bra036761, Bra034413	Sp1g30310.1
OG0000269	Bra000681	Sp6g08130.1
OG0000270	Bra027134, Bra031486	Sp2g04010.1
OG0000271	Bra022050, Bra022081, Bra022088, Bra022087	Sp2g11750.1
OG0000271	Bra024997	Sp2g11730.1
OG0000271	Bra024978, Bra022076	Sp2g11720.1
OG0000272	Bra024532, Bra012340	Sp1g20220.1
OG0000272	Bra005883, Bra009167	Sp6g36710.1
OG0000272	Bra003906, Bra007991, Bra017654, Bra016103	Sp5g26960.1
OG0000275	Bra001847	Sp3g19800.1
OG0000275	Bra012795, Bra039557	Sp7g13480.1
OG0000276	Bra014144, Bra039931, Bra032183, Bra032184	Sp5g33590.1
OG0000276	Bra028769, Bra005843	Sp7g13520.1
OG0000277	Bra018242	Sp2g05140.1
OG0000278	Bra011309	Sp5g20790.1
OG0000279	Bra029492, Bra000794, Bra041109	Sp6g04440.1
OG0000279	Bra027916, Bra027915	Sp2g05940.1
OG0000279	Bra016805, Bra031790	Sp1g10560.1
OG0000279	Bra034478	Sp2g02340.1
OG0000280	Bra005246, Bra017463, Bra017224	Sp4g19030.1
OG0000280	Bra005242, Bra005241, Bra023081	Sp4g19060.1
OG0000280	Bra023079	Sp4g19040.1
OG0000280	Bra005245, Bra005243, Bra023080	Sp4g19050.1
OG0000281	Bra008313, Bra033733	Sp5g32700.1
OG0000281	Bra010226, Bra011292	Sp2g06080.1
OG0000282	Bra023508, Bra008716, Bra006286	Sp6g28910.1
OG0000282	Bra024672, Bra012435, Bra016299	Sp1g21830.1
OG0000282	Bra025358, Bra033063	Sp2g17480.1
OG0000282	Bra028443	Sp7g02200.1
OG0000283	Bra017325, Bra017327, Bra017326	Sp4g17470.1
OG0000283	Bra005119, Bra005120, Bra005121, Bra005122	Sp4g20610.1
OG0000286	Bra010141, Bra031238	Sp4g09210.1
OG0000287	Bra037877	Sp6g09010.1, Sp6g09020.1
OG0000287	Bra039816	Sp3g27850.1
OG0000287	Bra018007, Bra018006, Bra029933	Sp5g12960.1
OG0000288	Bra039235	Sp4g03110.1
OG0000288	Bra027401, Bra001521	Sp3g11970.1
OG0000288	Bra028563, Bra006079, Bra006080	Sp6g32620.1
OG0000289	Bra025813	Sp1g24840.1, SpUn0423_0010.1, Sp1g18100.1
OG0000290	Bra007718, Bra003517, Bra014379	Sp5g00560.1
OG0000290	Bra004424, Bra021444	Sp4g29790.1
OG0000290	Bra031540	Sp1g05560.1
OG0000290	Bra021641, Bra018307	Sp4g13090.1
OG0000291	Bra029046, Bra029045	Sp6g16080.1
OG0000291	Bra022688, Bra029049	Sp6g16060.1
OG0000292	Bra018266	Sp7g04100.1
OG0000295	Bra017994	Sp1g31020.1
OG0000298	Bra020649	Sp2g19660.1
OG0000298	Bra033534, Bra038043	Sp7g14620.1
OG0000298	Bra000891, Bra008559	Sp6g02050.1
OG0000300	Bra005168	Sp4g20080.1
OG0000300	Bra018553, Bra000881	Sp6g02320.1
OG0000302	Bra016463	Sp1g18220.1
OG0000302	Bra025822, Bra016466	Sp1g18190.1
OG0000302	Bra012232	Sp1g18195.1
OG0000302	Bra012233	Sp1g18200.1
OG0000303	Bra015311	Sp1g03190.1
OG0000303	Bra006711, Bra006713, Bra006712, Bra006710, Bra006714	Sp6g21240.1
OG0000303	Bra032515, Bra030566	Sp1g03155.1
OG0000304	Bra003585	Sp5g34970.1
OG0000304	Bra026740	Sp5g18070.1
OG0000304	Bra026094	Sp1g14210.1
OG0000305	Bra024110	Sp7g27870.1, Sp7g27880.1
OG0000305	Bra012502	Sp5g15500.1, Sp7g27850.1
OG0000306	Bra027358	SpUn0420_0010.1
OG0000306	Bra030913, Bra037957, Bra037954	Sp1g40450.1
OG0000306	Bra030912, Bra030915, Bra014372	Sp1g40440.1
OG0000307	Bra002462, Bra020238, Bra006650	Sp6g22230.1
OG0000307	Bra005215, Bra005216, Bra023102, Bra023103	Sp4g19490.1
OG0000307	Bra006997	Sp5g08920.1
OG0000308	Bra024603	Sp1g20900.1
OG0000308	Bra012702	Sp7g15210.1
OG0000308	Bra012416	Sp1g21390.1
OG0000308	Bra006343, Bra008638	Sp6g27960.1
OG0000309	Bra029189	Sp1g35035.1
OG0000310	Bra029893	Sp5g13760.1
OG0000310	Bra029898, Bra029897	Sp5g13740.1
OG0000310	Bra018069	Sp5g13730.1
OG0000311	Bra012688	Sp7g17220.1
OG0000314	Bra027410, Bra001516	Sp3g11850.1
OG0000314	Bra021496, Bra021495	Sp3g11860.1
OG0000314	Bra014354	Sp1g40900.1
OG0000315	Bra029153, Bra008868	Sp2g00680.1
OG0000316	Bra025678, Bra031041, Bra016546	Sp1g16700.1
OG0000316	Bra025681	Sp1g16710.1
OG0000316	Bra015911, Bra015912, Bra003801, Bra008149	Sp5g29600.1
OG0000317	Bra018984, Bra030365	Sp1g39310.1
OG0000317	Bra000097	Sp4g21200.1
OG0000318	Bra033984	Sp5g03460.1
OG0000318	Bra003386, Bra014532	Sp5g03480.1
OG0000319	Bra003401, Bra007508	Sp5g03080.1
OG0000319	Bra027873	Sp2g05280.1
OG0000319	Bra019555	Sp5g13370.1
OG0000319	Bra004836, Bra039970, Bra004835, Bra037651	Sp4g26530.1
OG0000321	Bra024708	Sp1g22210.1
OG0000321	Bra028430, Bra028234	Sp7g02670.1
OG0000321	Bra006303, Bra008695	Sp6g28610.1
OG0000322	Bra035912, Bra016338, Bra016341, Bra016337	Sp1g21000.1
OG0000322	Bra012381	Sp1g21060.1, Sp1g21100.1, Sp1g21090.1
OG0000323	Bra015542, Bra015541	Sp1g05700.1
OG0000323	Bra022848, Bra018234, Bra021725	Sp4g13990.1
OG0000325	Bra025193, Bra036344	Sp2g15400.1
OG0000325	Bra019809, Bra026930	Sp1g11640.1
OG0000325	Bra024465	Sp3g31920.1
OG0000325	Bra026933	Sp1g11630.1
OG0000325	Bra026936	Sp1g32170.1
OG0000327	Bra012797	Sp7g13440.1
OG0000327	Bra037088	Sp7g13430.1
OG0000327	Bra003137	Sp5g08860.1
OG0000327	Bra017198, Bra005207, Bra005208	Sp4g19600.1, Sp4g19595.1
OG0000328	Bra000770	Sp6g05180.1, Sp6g05200.1
OG0000328	Bra039846	Sp6g05700.1
OG0000328	Bra000751, Bra000750	Sp6g05210.1
OG0000328	Bra018474	Sp6g05220.1
OG0000329	Bra015330	Sp1g03420.1
OG0000329	Bra019448, Bra034975	Sp5g17560.1
OG0000329	Bra002347, Bra020140	Sp6g23560.1
OG0000330	Bra039830, Bra013115	Sp3g28350.1
OG0000330	Bra019917	Sp1g09260.1
OG0000330	Bra020281, Bra002526, Bra002525	Sp6g21530.1
OG0000331	Bra004072, Bra032070	Sp5g22490.1
OG0000331	Bra021684, Bra021683, Bra022778, Bra022777	Sp4g12680.1
OG0000332	Bra032172, Bra039195	Sp4g02340.1
OG0000332	Bra018797	Sp1g36650.1
OG0000332	Bra034603, Bra011488	Sp7g31820.1
OG0000332	Bra013104, Bra015220	Sp3g28770.1
OG0000333	Bra005425	Sp5g34370.1
OG0000334	Bra034070, Bra001306, Bra029771	Sp3g07860.1
OG0000334	Bra009577, Bra028867, Bra000131	Sp6g39900.1
OG0000335	Bra007060	Sp5g08120.1
OG0000335	Bra030439, Bra014262	Sp1g38100.1
OG0000335	Bra017287, Bra023033	Sp4g18100.1
OG0000336	Bra025428	Sp7g02930.1, Sp7g02920.1
OG0000337	Bra038089, Bra039563	Sp7g13380.1
OG0000337	Bra027040	Sp2g02090.1
OG0000338	Bra021436, Bra021457	Sp3g01520.1
OG0000338	Bra008661	Sp6g28150.1
OG0000338	Bra022674, Bra003033	Sp6g15890.1
OG0000339	Bra007138, Bra028020, Bra007139, Bra028019, Bra011039, Bra004071	Sp5g22080.1
OG0000340	Bra041062, Bra020881	Sp7g19130.1, Sp7g19110.1, Sp7g19120.1
OG0000340	Bra013493, Bra013490, Bra013492, Bra020880, Bra020910	Sp7g19080.1
OG0000340	Bra013494, Bra038789	Sp7g19090.1
OG0000342	Bra024854	Sp2g13200.1
OG0000342	Bra025859, Bra026800, Bra026184	Sp1g13280.1
OG0000342	Bra004279, Bra004053	Sp5g23060.1
OG0000342	Bra010978, Bra032784, Bra012493	Sp1g23090.1
OG0000343	Bra027832, Bra016004, Bra016005, Bra016003, Bra008094, Bra008090, Bra008088, Bra008089, Bra016006, Bra016002, Bra000137, Bra008084, Bra008083, Bra008085	Sp5g28240.1
OG0000343	Bra016007, Bra003850	Sp5g28230.1
OG0000345	Bra037006, Bra034562, Bra011439	Sp7g31130.1
OG0000345	Bra016112, Bra003911	SpUn0020_0110.1, Sp5g26860.1
OG0000346	Bra035108, Bra008407	Sp5g34390.1
OG0000346	Bra003613	Sp5g34380.1
OG0000346	Bra035109	Sp5g34400.1
OG0000347	Bra005568, Bra021804, Bra022893	Sp1g03590.1, Sp4g15000.1
OG0000347	Bra005523, Bra022926	Sp4g15440.1
OG0000347	Bra032493, Bra015345, Bra030588	Sp1g03580.1
OG0000349	Bra011300	Sp7g29610.1
OG0000350	Bra037663	Sp4g26250.1
OG0000350	Bra018430	Sp1g09320.1
OG0000350	Bra001647, Bra001648, Bra022189, Bra021943	Sp3g15230.1
OG0000350	Bra002132	Sp6g26220.1
OG0000350	Bra023652	Sp6g26290.1
OG0000351	Bra014193	Sp1g36330.1
OG0000351	Bra034594, Bra011483	Sp7g31700.1
OG0000351	Bra001730, Bra037543	Sp3g17120.1
OG0000352	Bra026014, Bra026015	Sp1g15070.1
OG0000352	Bra007858	Sp4g03380.1
OG0000354	Bra012932	Sp2g24890.1
OG0000354	Bra028699, Bra009265	Sp6g35460.1
OG0000354	Bra009264, Bra040910	Sp6g35450.1
OG0000354	Bra005934, Bra028698	Sp6g35440.1
OG0000355	Bra036241	Sp6g02780.1
OG0000355	Bra036242, Bra000866, Bra000865	Sp6g02760.1
OG0000356	Bra003129	Sp5g09060.1
OG0000356	Bra006988	Sp5g09030.1
OG0000357	Bra009017	Sp6g32820.1
OG0000357	Bra036525	Sp2g22590.1
OG0000357	Bra024011, Bra010240, Bra011267, Bra011264, Bra011265	Sp7g29240.1
OG0000357	Bra037443	Sp2g19370.1
OG0000358	Bra026603	Sp2g13640.1
OG0000358	Bra024822	Sp2g13635.1
OG0000358	Bra026604	Sp2g13630.1
OG0000358	Bra026608, Bra026606, Bra024823	Sp2g13620.1
OG0000359	Bra027564, Bra027565, Bra025110, Bra039527	Sp2g09540.1
OG0000360	Bra015070	Sp3g22440.1
OG0000360	Bra032696	Sp7g10680.1
OG0000360	Bra036155, Bra020672	Sp2g19290.1
OG0000360	Bra029614	Sp3g05950.1
OG0000362	Bra022918, Bra022057	Sp4g15300.1
OG0000362	Bra020152, Bra002361, Bra002360	Sp6g23370.1
OG0000362	Bra002349	Sp6g23510.1
OG0000362	Bra034318	Sp4g08240.1
OG0000363	Bra006860, Bra035629, Bra026455, Bra002798, Bra010436	Sp7g24230.1
OG0000363	Bra031094, Bra036709	Sp3g33070.1
OG0000363	Bra038580	Sp7g27270.1
OG0000364	Bra035755, Bra023937	Sp3g18710.1
OG0000364	Bra030460	Sp1g37780.1
OG0000364	Bra002970	Sp6g16600.1
OG0000364	Bra026367	Sp7g25150.1
OG0000365	Bra030473	SpUn0966_0010.1
OG0000366	Bra039570, Bra036925, Bra039571	Sp7g13250.1, Sp7g13240.1
OG0000366	Bra019334	Sp7g04120.1
OG0000367	Bra016946, Bra004609	Sp4g23560.1
OG0000367	Bra014659	Sp5g05610.1
OG0000367	Bra003260, Bra003261, Bra014970, Bra041013, Bra007290, Bra007289, Bra014971, Bra014653, Bra014657, Bra014654, Bra014658	Sp5g05600.1
OG0000368	Bra032586, Bra030509	Sp1g01740.1
OG0000368	Bra000887	Sp6g02130.1
OG0000369	Bra021742	Sp4g14160.1
OG0000369	Bra022865	Sp7g00980.1
OG0000369	Bra015463	Sp1g04720.1
OG0000369	Bra022845, Bra021726	Sp4g13970.1
OG0000370	Bra002814	Sp6g18280.1, Sp6g18290.1
OG0000370	Bra004512	Sp4g28770.1
OG0000370	Bra004511	Sp4g28780.1
OG0000370	Bra004510	Sp4g28790.1
OG0000371	Bra019304, Bra028158, Bra015056	SpUn0003_0080.1
OG0000372	Bra036077, Bra036079	Sp5g11780.1
OG0000372	Bra016452	Sp1g18490.1
OG0000373	Bra031590, Bra018689, Bra002524, Bra030697, Bra006689, Bra020280	Sp5g15560.1, Sp6g21540.1, Sp1g06420.1
OG0000374	Bra038710, Bra038713, Bra038711, Bra038712, Bra038720, Bra038718, Bra038719, Bra038699, Bra038709	Sp2g20590.1
OG0000376	Bra030122, Bra010850, Bra032290	Sp1g25070.1
OG0000376	Bra012585, Bra013328, Bra021001	Sp7g15430.1
OG0000376	Bra025047, Bra021996	Sp2g10800.1
OG0000377	Bra023323	Sp6g32200.1
OG0000379	Bra001555	Sp1g39450.1
OG0000379	Bra001557	Sp3g12810.1
OG0000379	Bra021564, Bra021560, Bra021563, Bra021566	Sp3g12790.1
OG0000380	Bra028984	Sp6g17260.1
OG0000380	Bra002910, Bra002911	Sp6g17280.1
OG0000381	Bra003686, Bra027064, Bra027063, Bra027061	Sp2g02460.1, Sp2g02470.1, Sp2g02400.1, Sp2g02420.1, Sp2g02440.1
OG0000382	Bra028166	Sp7g03950.1
OG0000382	Bra036069, Bra029999	Sp5g11900.1
OG0000383	Bra001581, Bra021589	Sp3g13260.1
OG0000383	Bra022959	Sp4g16300.1
OG0000383	Bra032914, Bra030105, Bra010860	Sp1g24800.1
OG0000384	Bra036691	Sp3g33440.1
OG0000384	Bra009961	Sp7g27910.1
OG0000387	Bra035079, Bra003630	Sp5g34010.1
OG0000389	Bra034745, Bra038742, Bra001465	Sp3g10820.1
OG0000389	Bra038807, Bra013456	Sp7g18660.1
OG0000389	Bra005384	Sp4g17170.1
OG0000389	Bra014891, Bra023137	Sp1g26710.1
OG0000390	Bra027357	Sp3g12510.1
OG0000390	Bra014375, Bra030916, Bra030917	Sp1g40430.1
OG0000391	Bra005668, Bra028910	Sp6g41010.1
OG0000391	Bra038677, Bra001419	Sp3g09970.1
OG0000392	Bra015088	SpUn0027_0050.1, Sp3g22570.1
OG0000392	Bra036161, Bra020681	Sp2g19170.1
OG0000393	Bra009165, Bra023052, Bra005296	Sp5g09720.1, Sp3g09750.1, Sp4g18390.1
OG0000393	Bra001406	Sp6g36780.1
OG0000394	Bra026636, Bra027951, Bra027950, Bra027858, Bra027859	SpUn0004_0290.1
OG0000395	Bra033344	Sp1g01710.1
OG0000395	Bra033554, Bra011900	Sp7g37560.1
OG0000395	Bra021377, Bra032022	Sp3g02090.1
OG0000395	Bra023588, Bra008583	Sp6g27200.1
OG0000396	Bra020100, Bra002295	Sp6g24090.1
OG0000397	Bra022607, Bra022605, Bra022606	Sp6g14910.1
OG0000397	Bra029107, Bra022609	Sp6g14900.1, Sp6g14880.1, Sp6g09500.1, Sp6g14870.1
OG0000398	Bra005802	Sp6g38360.1
OG0000398	Bra009458	Sp6g38350.1
OG0000398	Bra034838, Bra034836, Bra001405	Sp3g09710.1
OG0000399	Bra034255	Sp4g04750.1, Sp4g04620.1, Sp4g04610.1
OG0000401	Bra030395, Bra018959, Bra014320	Sp1g38810.1
OG0000401	Bra014179	Sp1g36180.1
OG0000401	Bra001724	Sp3g16910.1
OG0000402	Bra037685	Sp4g25800.1
OG0000402	Bra004780, Bra038473	Sp7g10340.1
OG0000403	Bra011387	Sp7g30610.1
OG0000403	Bra011089	Sp7g27150.1
OG0000403	Bra026452	Sp7g24260.1
OG0000403	Bra002801, Bra006864	Sp6g18410.1
OG0000404	Bra032779, Bra029393	Sp2g23160.1
OG0000404	Bra029391, Bra009737	Sp2g23170.1
OG0000405	Bra011962, Bra034399	Sp4g11080.1
OG0000405	Bra017202, Bra023107	Sp4g19530.1
OG0000406	Bra020498, Bra009838	Sp2g22150.1
OG0000406	Bra008981, Bra006092	Sp6g32330.1
OG0000406	Bra034256, Bra007795	Sp4g04800.1
OG0000406	Bra011343	Sp7g30170.1
OG0000408	Bra015298, Bra030560, Bra032520	Sp1g03060.1
OG0000408	Bra039855	Sp7g12640.1
OG0000408	Bra001900, Bra033886	Sp3g20720.1
OG0000409	Bra009949, Bra036619, Bra020581	Sp2g20830.1
OG0000409	Bra020278, Bra006688, Bra002523	Sp6g21570.1
OG0000410	Bra011418, Bra011421, Bra011419, Bra011420	Sp7g30890.1, Sp7g09720.1
OG0000411	Bra016264, Bra029252	Sp5g24910.1
OG0000411	Bra016703	Sp1g12770.1
OG0000411	Bra017410	Sp2g13870.1
OG0000412	Bra003738	Sp5g36030.1
OG0000412	Bra039029	Sp3g33230.1
OG0000412	Bra009866	Sp2g21770.1
OG0000412	Bra023336, Bra006107	Sp6g31940.1
OG0000413	Bra008561, Bra023612, Bra006397	Sp6g26900.1
OG0000413	Bra021090	Sp5g21030.1
OG0000413	Bra017429, Bra026621	SpUn1226_0010.1, Sp2g13430.1
OG0000414	Bra010304, Bra010306	Sp7g28000.1, Sp7g27990.1
OG0000414	Bra038560, Bra038837	Sp3g32440.1
OG0000414	Bra032218, Bra024451	Sp3g32470.1
OG0000417	Bra029263, Bra029265, Bra035895, Bra010078	Sp2g25580.1
OG0000417	Bra028263, Bra029167, Bra038226, Bra022554	Sp6g13770.1
OG0000418	Bra025603	Sp7g01870.1
OG0000420	Bra016589	Sp1g15820.1
OG0000420	Bra001747	Sp3g17530.1
OG0000420	Bra017637, Bra034616, Bra011506	Sp7g31970.1
OG0000421	Bra013714	Sp7g21520.1
