Orthogroup	Brassica_rapa	Arabidopsis_thaliana
OG0000182	Bra021946, Bra025100	AT5G44820
OG0000182	Bra024835	AT1G14590
OG0000183	Bra019513	AT3G47790
OG0000183	Bra033785, Bra018113	AT3G47780
OG0000183	Bra018115, Bra018114	AT3G47750, AT3G47760, AT3G47770
OG0000183	Bra015049	AT3G47740
OG0000184	Bra026957	AT3G22470, AT1G12700
OG0000184	Bra028267, Bra026882, Bra026958, Bra026954, Bra031731, Bra026884, Bra026836, Bra026971, Bra016762	AT1G12775, AT1G12300, AT1G12620
OG0000185	Bra011005	AT5G37400, AT5G37650
OG0000186	Bra032917	AT1G28610, AT2G27360
OG0000186	Bra030108, Bra030107, Bra030106	AT1G28580, AT1G28570
OG0000188	Bra041113	AT3G32904
OG0000190	Bra024407, Bra026960	AT1G12660
OG0000190	Bra019779	AT1G12665, AT1G12663
OG0000190	Bra035832, Bra023145, Bra035831	AT1G12672
OG0000191	Bra006865, Bra002804	AT5G56600
OG0000191	Bra031101, Bra036705, Bra039019	AT2G19770
OG0000191	Bra010331, Bra024148, Bra011098	AT4G29340
OG0000191	Bra039018, Bra031097, Bra036707	AT2G19760
OG0000191	Bra011099	AT4G29350
OG0000192	Bra017539	AT5G46540
OG0000192	Bra012621	AT4G18050
OG0000192	Bra030503, Bra033331	AT1G02520, AT1G02530
OG0000192	Bra003445, Bra002094	AT4G01820, AT4G01830
OG0000192	Bra003490	AT3G62150
OG0000192	Bra040475, Bra004484	AT2G47000
OG0000193	Bra018729	AT1G48470
OG0000193	Bra001686, Bra022247, Bra021276	AT3G17820
OG0000193	Bra039756	AT1G66200
OG0000193	Bra028132	AT5G37600
OG0000193	Bra023573, Bra008612	AT5G16570
OG0000194	Bra037082	AT2G05330, AT5G48510
OG0000194	Bra000186, Bra000185	AT2G40450
OG0000195	Bra035007, Bra022234, Bra025146, Bra034105, Bra038393, Bra024745, Bra036268, Bra002701, Bra040784, Bra037893, Bra004868, Bra024525	AT1G14800
OG0000197	Bra029220	AT2G14378, AT4G35165
OG0000197	Bra029219	AT5G52975, AT5G52965
OG0000197	Bra040935, Bra040936	AT2G27315
OG0000198	Bra015067	AT3G45555, AT3G43750, AT3G45570, AT3G45580
OG0000198	Bra000504	AT2G26135, AT2G26130
OG0000198	Bra011996, Bra026648	AT3G45540
OG0000199	Bra002527	AT5G59840
OG0000199	Bra019475	AT3G46060
OG0000199	Bra005767	AT5G03520
OG0000199	Bra003149, Bra039807	AT3G53610
OG0000202	Bra018875	AT1G47730, AT1G48060
OG0000202	Bra040679, Bra027025, Bra022909, Bra022911	AT3G10240, AT1G47765
OG0000203	Bra039286	AT5G03390
OG0000203	Bra004352	AT1G68960
OG0000204	Bra010659	AT4G39756
OG0000204	Bra011836, Bra010661, Bra010660, Bra009425	AT4G39753
OG0000205	Bra016712, Bra019683, Bra026860	AT1G14080
OG0000205	Bra039838, Bra015217	AT2G15390, AT2G15360, AT2G15370, AT2G15350
OG0000205	Bra016711	AT1G14110
OG0000205	Bra026859, Bra019681, Bra019680	AT1G14100
OG0000206	Bra033016	AT1G67020
OG0000208	Bra025525, Bra040963, Bra040964	AT3G59930, AT5G33355, AT1G34047
OG0000210	Bra033509, Bra013449	AT4G20235
OG0000210	Bra022813	AT1G11610, AT2G30750, AT2G30770
OG0000211	Bra025884	AT1G21250
OG0000211	Bra012272	AT1G21210
OG0000212	Bra011004, Bra032500, Bra032593, Bra005518	AT5G28823
OG0000213	Bra032916, Bra024583, Bra001328, Bra001330, Bra024586, Bra035947	AT3G22940, AT3G22421, AT2G38590, AT5G41490, AT5G41500, AT5G41510, AT4G33290
OG0000214	Bra000799	AT4G04510
OG0000214	Bra000797, Bra017551, Bra000796, Bra017552	AT4G04570
OG0000214	Bra022095, Bra018496	AT4G04540
OG0000216	Bra027370	AT3G14150
OG0000216	Bra013299, Bra012602	AT4G18360
OG0000216	Bra001551, Bra021556, Bra027338	AT3G14420
OG0000216	Bra001550, Bra021555	AT3G14415
OG0000217	Bra040648	AT3G05370
OG0000217	Bra016141, Bra007978, Bra003925, Bra004069	AT1G71400, AT1G71390
OG0000217	Bra025934	AT3G05360
OG0000218	Bra035862	AT5G09500, AT5G43640, AT5G63070
OG0000218	Bra032519, Bra015299	AT1G04270
OG0000219	Bra034282	AT3G61182
OG0000219	Bra003441	AT3G43505, AT1G49435
OG0000219	Bra007579	AT3G61172
OG0000220	Bra020921	AT1G66020, AT4G20200, AT4G20230
OG0000220	Bra020953	AT3G29190
OG0000220	Bra002714	AT3G29110
OG0000220	Bra027931, Bra027609, Bra027608	AT1G48800, AT1G48820
OG0000222	Bra038083, Bra039550	AT4G15430
OG0000222	Bra001837	AT3G21620
OG0000222	Bra019731	AT1G11960
OG0000222	Bra034495, Bra027052	AT1G62320
OG0000222	Bra000789	AT4G04340
OG0000222	Bra020857, Bra013587	AT4G22120
OG0000223	Bra035774, Bra022155, Bra001790	AT3G20520
OG0000223	Bra002904, Bra028979, Bra035208, Bra035209	AT5G55480
OG0000223	Bra019073, Bra004101, Bra035244, Bra034037	AT1G66980, AT1G66970
OG0000223	Bra026409, Bra019092	AT4G26690
OG0000226	Bra024645, Bra012419	AT1G27220, AT1G27250
OG0000226	Bra003968	AT1G70030
OG0000227	Bra014807, Bra014810	AT4G08410, AT4G08400, AT5G06640, AT4G13390, AT5G06630, AT2G24980, AT5G35190, AT3G28550
OG0000228	Bra019307	AT4G23400
OG0000228	Bra000974	AT4G00430
OG0000228	Bra032644, Bra033248	AT1G01620
OG0000228	Bra014437, Bra007603	AT3G61430
OG0000228	Bra039301, Bra004950	AT2G45960
OG0000229	Bra015586, Bra031582	AT4G03625
OG0000230	Bra030169, Bra030170, Bra030174	AT1G29730, AT1G29740
OG0000230	Bra028414, Bra010816	AT1G29720
OG0000233	Bra030341	AT1G77570
OG0000234	Bra003648, Bra003646	AT1G78340
OG0000234	Bra003644	AT1G78380
OG0000234	Bra025994, Bra026684, Bra026681, Bra026679, Bra026680	AT1G17180
OG0000234	Bra025995	AT1G17170
OG0000235	Bra027324	AT3G14610
OG0000235	Bra001560, Bra027322	AT3G14630
OG0000235	Bra021570, Bra027320	AT3G14650, AT3G14660, AT3G14690
OG0000235	Bra027321, Bra001562, Bra001563, Bra001564	AT3G14680, AT3G14640
OG0000236	Bra007453, Bra037254, Bra002085	AT1G45616
OG0000237	Bra039625	AT2G18240
OG0000237	Bra031203, Bra030290	AT2G21600
OG0000237	Bra010695	AT4G39220
OG0000238	Bra022771, Bra028599, Bra006051	AT5G10140
OG0000238	Bra024350, Bra031888	AT5G65050, AT5G65060, AT1G77080
OG0000238	Bra031884	AT5G65080, AT5G65070
OG0000240	Bra038535	AT2G22290
OG0000240	Bra017875	AT4G39890
OG0000240	Bra009046, Bra006054	AT5G10260
OG0000240	Bra037802	AT5G64990
OG0000240	Bra004850, Bra000355	AT2G44610
OG0000241	Bra029570	AT1G65350, AT5G37640, AT1G55060, AT4G05050
OG0000242	Bra013473, Bra013472	AT4G20800
OG0000242	Bra024717	AT1G26400, AT1G26410, AT1G26380, AT1G26420
OG0000242	Bra024719	AT1G26390
OG0000243	Bra031212, Bra030282	AT2G29810, AT2G29800, AT2G29600, AT2G29820, AT2G29830, AT2G29860, AT2G29780, AT2G29770
OG0000244	Bra013946	AT1G66045, AT4G03040, AT5G33330
OG0000245	Bra013522	AT4G21380
OG0000245	Bra004130, Bra004129, Bra004131	AT1G65800, AT1G65790
OG0000245	Bra001432	AT3G12000
OG0000246	Bra015021	AT3G23950, AT3G23970
OG0000247	Bra030998	AT1G17600
OG0000247	Bra003867	AT4G09430
OG0000248	Bra023084	AT2G36880
OG0000248	Bra021241, Bra001661	AT3G17390
OG0000248	Bra000914	AT4G01850
OG0000250	Bra006162, Bra006161, Bra023377, Bra006160	AT5G16350, AT5G12420
OG0000251	Bra012793	AT4G15310
OG0000251	Bra027948, Bra000843	AT3G30290
OG0000251	Bra039554, Bra012792	AT1G65670, AT4G15300, AT4G15396, AT4G15393
OG0000252	Bra012322	AT1G22380
OG0000252	Bra031386	AT1G22340
OG0000252	Bra016382, Bra031388	AT1G22370
OG0000252	Bra031387	AT1G22360
OG0000252	Bra012324	AT1G22400
OG0000256	Bra003043	AT5G53840
OG0000256	Bra029060, Bra029061	AT1G51370
OG0000258	Bra025307	AT3G27870
OG0000258	Bra012469	AT1G26130
OG0000258	Bra004332, Bra004020	AT1G68710
OG0000258	Bra019818, Bra026919	AT1G13210
OG0000258	Bra026515, Bra025150	AT3G25610
OG0000259	Bra028407	AT2G23142, AT2G23148, AT5G38435, AT5G38440
OG0000262	Bra003638, Bra010092	AT1G78740
OG0000265	Bra038169, Bra027937	AT1G56330
OG0000265	Bra018576	AT1G09180
OG0000265	Bra000895	AT4G02080, AT1G02620
OG0000266	Bra005987	AT5G08350
OG0000266	Bra029370, Bra029368, Bra029369, Bra026502, Bra009675, Bra009674, Bra009672, Bra009677	AT5G23360, AT5G23350, AT5G23370
OG0000268	Bra004828	AT5G43520
OG0000268	Bra037654	AT2G28270
OG0000268	Bra037653, Bra040653	AT2G44380, AT2G44390
OG0000268	Bra004826	AT2G17740
OG0000268	Bra037655	AT2G44370
OG0000268	Bra028465	AT5G40590
OG0000269	Bra024527	AT1G22650
OG0000269	Bra016091	AT1G72000
OG0000269	Bra011567	AT4G34860
OG0000269	Bra036761, Bra034413	AT1G35580
OG0000269	Bra000681	AT4G09510
OG0000270	Bra027134, Bra031486, Bra031485	AT1G60750
OG0000271	Bra022050, Bra022081, Bra022088, Bra022087, Bra024997	AT5G46950, AT5G46960
OG0000271	Bra024978, Bra022076	AT5G46930, AT5G46940
OG0000272	Bra024532, Bra012340	AT1G22710
OG0000272	Bra005883, Bra009167	AT5G06170, AT5G43610, AT2G14670, AT1G66570
OG0000272	Bra003906, Bra007991, Bra017654, Bra016103	AT1G71890, AT1G71880
OG0000275	Bra031310	AT3G21780
OG0000275	Bra001847	AT3G21800, AT3G21790
OG0000275	Bra012795, Bra039557	AT4G15270, AT4G15280, AT4G15260
OG0000276	Bra014144, Bra039931, Bra032183, Bra032184	AT5G48000, AT1G78490
OG0000276	Bra028769, Bra005843	AT3G44970
OG0000277	Bra031605, Bra002483, Bra031602, Bra018669	AT1G07920, AT1G07940, AT5G60390, AT1G07930
OG0000278	Bra011309	AT4G20095, AT2G20620
OG0000279	Bra029492, Bra000794, Bra041109	AT4G04460
OG0000279	Bra016805, Bra031790	AT1G11910
OG0000279	Bra034478	AT1G62290
OG0000280	Bra005246, Bra017463, Bra017224	AT2G36750
OG0000280	Bra005242, Bra005241, Bra023081, Bra023079	AT2G36790, AT2G36800
OG0000280	Bra005245, Bra005243, Bra023080	AT2G36770, AT2G36780
OG0000281	Bra003682, Bra008316	AT1G77530
OG0000281	Bra008313, Bra033733	AT1G77520
OG0000281	Bra027815	AT1G63140, AT1G62900
OG0000282	Bra008716, Bra006286	AT5G15160
OG0000282	Bra024672, Bra012435, Bra016299	AT1G26945
OG0000282	Bra025358, Bra033063	AT3G28857
OG0000282	Bra028443	AT5G39860
OG0000283	Bra017325, Bra017327, Bra017326	AT2G35250
OG0000283	Bra000076, Bra000050	AT2G27320, AT2G38255
OG0000287	Bra037877	AT4G08780, AT4G08770
OG0000287	Bra039816	AT3G32980
OG0000287	Bra018007, Bra018006, Bra029933	AT3G49110, AT3G49120
OG0000288	Bra039235	AT2G24170
OG0000288	Bra027401, Bra001521	AT3G13772
OG0000288	Bra028563, Bra006079, Bra006080	AT5G10840
OG0000290	Bra007718, Bra003517, Bra014379	AT3G62960
OG0000290	Bra004424, Bra021444	AT2G47880
OG0000290	Bra031540	AT1G06830
OG0000290	Bra021641, Bra018307	AT2G30540
OG0000291	Bra029046, Bra029045	AT5G54010
OG0000291	Bra022688, Bra029049	AT1G64910
OG0000292	Bra025434	AT5G37890
OG0000293	Bra031575	AT1G07450
OG0000293	Bra039976	AT2G29150
OG0000295	Bra017994	AT2G07190
OG0000297	Bra015433	AT1G05540
OG0000297	Bra010792, Bra010791	AT1G30160
OG0000297	Bra015434, Bra030614	AT1G05550
OG0000298	Bra020649	AT5G49310
OG0000298	Bra033534, Bra038043	AT4G16143
OG0000298	Bra033342	AT1G02690
OG0000298	Bra000891, Bra008559	AT4G02150
OG0000299	Bra018825	AT4G14960
OG0000299	Bra014232	AT1G50010
OG0000299	Bra014232	AT1G04820
OG0000300	Bra005168	AT2G37710
OG0000300	Bra018553, Bra000881	AT4G02420, AT4G02410
OG0000301	Bra013195	AT2G02890, AT2G02660, AT2G16220, AT2G16450, AT2G15640
OG0000302	Bra016463	AT1G20510
OG0000302	Bra037198, Bra025822, Bra016466	AT1G20480
OG0000302	Bra016465	AT5G38120
OG0000302	Bra012232, Bra012233	AT1G20500, AT1G20490
OG0000303	Bra015311	AT1G04380
OG0000303	Bra006711, Bra006713, Bra006712, Bra006710, Bra006714	AT5G59540, AT5G59530
OG0000303	Bra032515, Bra030566	AT1G04350
OG0000304	Bra008440, Bra012589, Bra008441	AT3G29375
OG0000304	Bra003585	AT1G80790
OG0000304	Bra026740, Bra026094	AT4G00380, AT1G15910
OG0000305	Bra024110	AT5G38330, AT5G42242, AT5G38317
OG0000305	Bra012502	AT4G30070
OG0000306	Bra027358, Bra027359	AT3G14210
OG0000306	Bra030913, Bra037957, Bra037954	AT1G54020
OG0000306	Bra014374, Bra030912, Bra030915, Bra014372	AT1G54000, AT1G54010
OG0000307	Bra002462, Bra020238, Bra006650	AT5G60660
OG0000307	Bra005215, Bra005216, Bra023102, Bra023103	AT2G37170, AT2G37180
OG0000307	Bra006997	AT3G53420
OG0000308	Bra024603	AT1G23480
OG0000308	Bra012702	AT4G16590
OG0000308	Bra012416	AT1G24070
OG0000308	Bra006343, Bra008638	AT5G16190
OG0000309	Bra029189	AT5G51105
OG0000310	Bra029898, Bra029897	AT3G48300
OG0000311	Bra020693	AT5G51630
OG0000312	Bra003042	AT5G25850
OG0000312	Bra022665	AT5G53640
OG0000313	Bra008161	AT1G40087, AT3G30200
OG0000314	Bra027410, Bra001516	AT3G13650
OG0000314	Bra021497	AT3G13662
OG0000314	Bra014354	AT1G55210
OG0000315	Bra029153, Bra008868, Bra027767	AT2G14540, AT1G62170, AT1G62160
OG0000315	Bra024467	AT1G64030
OG0000316	Bra025678, Bra031041, Bra016546	AT1G18710
OG0000316	Bra015911, Bra015912, Bra003801, Bra008149	AT1G74430
OG0000317	Bra018984, Bra030365	AT1G52740
OG0000317	Bra007080, Bra014808, Bra003188	AT3G54560
OG0000317	Bra000097	AT2G38810
OG0000318	Bra000319, Bra000320	AT2G43700
OG0000318	Bra033984	AT3G59730, AT3G59740, AT3G59750
OG0000318	Bra003386, Bra014532	AT3G59700
OG0000319	Bra003401, Bra007508	AT3G60130
OG0000319	Bra027873, Bra019555	AT2G25630, AT5G44640, AT5G42260
OG0000319	Bra004836, Bra039970, Bra004835, Bra037651	AT2G44450
OG0000321	Bra024708	AT1G26570
OG0000321	Bra028430, Bra028234	AT5G39320
OG0000321	Bra006303, Bra008695	AT5G15490
OG0000322	Bra035912, Bra016338, Bra016341, Bra016337	AT1G23570, AT1G23580
OG0000322	Bra012381	AT1G23600, AT1G23690
OG0000323	Bra022848, Bra018234, Bra021725	AT2G24560, AT1G58430, AT2G31550, AT2G31540
OG0000323	Bra021626	AT2G30220, AT2G30310
OG0000325	Bra025193, Bra036344	AT3G26210
OG0000325	Bra019809, Bra026930	AT1G13110
OG0000325	Bra026933	AT1G13100
OG0000325	Bra026936	AT3G26830, AT1G13090
OG0000326	Bra022227	AT2G17310, AT3G16555, AT3G51171
OG0000327	Bra012797	AT4G15233, AT4G15236
OG0000327	Bra037088	AT4G15230, AT4G15215
OG0000327	Bra003137	AT3G53480
OG0000327	Bra017198, Bra005207, Bra005208	AT2G37280
OG0000328	Bra000770	AT4G10695, AT4G10660, AT4G10700
OG0000328	Bra039846, Bra000751, Bra000750	AT4G00893, AT4G12382
OG0000328	Bra029448, Bra018474	AT4G12370
OG0000329	Bra015330	AT1G04580
OG0000329	Bra019448, Bra034975	AT3G43600
OG0000329	Bra002347, Bra020140	AT5G20960
OG0000330	Bra039830, Bra013115	AT2G14900
OG0000330	Bra019917	AT2G39540, AT1G10588
OG0000330	Bra020281, Bra002526, Bra002525	AT5G59845
OG0000332	Bra032172, Bra039195	AT2G23350
OG0000332	Bra018797	AT1G49760
OG0000332	Bra034603, Bra011488	AT4G34110
OG0000332	Bra013104, Bra015220	AT2G15500
OG0000333	Bra005425, Bra022976	AT2G34430
OG0000333	Bra005423	AT1G29930, AT1G29920, AT1G29910
OG0000334	Bra034070, Bra001306, Bra029771	AT3G09500
OG0000335	Bra007060	AT3G54270
OG0000335	Bra030439, Bra014262	AT1G51420
OG0000335	Bra017287, Bra023033	AT2G35840
OG0000336	Bra025428	AT5G38910, AT5G38940, AT5G38930
OG0000336	Bra027979	AT5G38960
OG0000336	Bra039727	AT4G14630
OG0000337	Bra038089, Bra039563, Bra037084	AT4G15160
OG0000337	Bra001852, Bra023850, Bra031329	AT3G22120
OG0000337	Bra027040	AT1G62500
OG0000338	Bra021436, Bra021457	AT3G02480
OG0000338	Bra008661	AT5G15970, AT5G15960
OG0000338	Bra022674, Bra003033	AT5G53820
OG0000339	Bra007138, Bra028020, Bra007139, Bra028019, Bra011039, Bra004071	AT5G26865, AT5G27944, AT5G27090, AT5G27070, AT5G26950, AT5G27050, AT5G27580
OG0000340	Bra013494, Bra038789	AT4G21080, AT4G21040, AT4G21030, AT4G21050
OG0000341	Bra035333	AT1G36510, AT3G32260
OG0000342	Bra024854	AT2G01750
OG0000342	Bra025859, Bra026800, Bra026184	AT1G14840
OG0000342	Bra004279, Bra004053	AT1G68060
OG0000342	Bra010978, Bra032784, Bra012493	AT1G24764
OG0000343	Bra016007, Bra003850	AT1G73260
OG0000345	Bra037006, Bra034562, Bra011439	AT4G33430
OG0000345	Bra016112, Bra003911	AT1G71830
OG0000346	Bra035107	AT1G79320
OG0000346	Bra035108, Bra008407	AT1G79330
OG0000346	Bra003613	AT1G79310
OG0000346	Bra035109	AT1G79340
OG0000347	Bra005568, Bra021804, Bra022893	AT2G32670, AT1G04760
OG0000347	Bra005523, Bra022926	AT2G33120
OG0000347	Bra032493, Bra015345, Bra030588	AT1G04750
OG0000349	Bra011300	AT3G43710
OG0000350	Bra018430, Bra001647, Bra001648, Bra022189, Bra021943	AT3G17010
OG0000350	Bra002132	AT5G18090
OG0000350	Bra023652	AT5G18000
OG0000351	Bra014193	AT1G49490
OG0000351	Bra013092, Bra015245	AT2G15880
OG0000351	Bra034594, Bra011483	AT4G33970
OG0000351	Bra001730, Bra037543	AT3G19020
OG0000352	Bra026014, Bra026015	AT1G16930, AT1G16945
OG0000352	Bra007858	AT1G60400, AT1G60410, AT1G80470
OG0000353	Bra029097	AT3G46050, AT5G03000, AT5G02990, AT5G02995, AT5G03020, AT5G03010, AT5G02980
OG0000354	Bra012932	AT5G61680
OG0000354	Bra028699, Bra009265	AT1G69940, AT5G07410
OG0000354	Bra009264, Bra040910	AT5G07420
OG0000354	Bra005934, Bra028698	AT5G07430
OG0000355	Bra036241	AT4G02760
OG0000355	Bra036242, Bra000866, Bra000865	AT4G02740
OG0000356	Bra003129	AT3G53280
OG0000356	Bra006988	AT3G53300, AT5G35715
OG0000356	Bra025192, Bra036345	AT3G26200
OG0000356	Bra025191	AT3G26190
OG0000357	Bra009017	AT5G10625
OG0000357	Bra009799, Bra036525	AT5G24860
OG0000357	Bra024011, Bra010240, Bra011267, Bra011264, Bra011265	AT4G31380
OG0000358	Bra026603, Bra024822	AT2G02360
OG0000358	Bra026608, Bra026606, Bra024823	AT2G02240
OG0000359	Bra016984	AT2G40560, AT2G40500
OG0000360	Bra015070	AT3G24670
OG0000360	Bra032696	AT4G13210
OG0000360	Bra036155, Bra020672	AT5G48900
OG0000360	Bra029614	AT3G07010
OG0000361	Bra003598	AT1G69730
OG0000362	Bra022918, Bra022057	AT2G32940
OG0000362	Bra020152, Bra002361, Bra002360	AT5G21150
OG0000362	Bra002349	AT5G21030
OG0000362	Bra034318	AT2G27040
OG0000363	Bra006860, Bra035629, Bra026455, Bra002798, Bra010436	AT4G26230
OG0000363	Bra031094, Bra036709	AT2G19740
OG0000364	Bra035755, Bra023937	AT3G20670
OG0000364	Bra030460	AT1G51060
OG0000364	Bra002970	AT5G54640
OG0000364	Bra026367	AT4G27230
OG0000365	Bra014287	AT1G51490, AT1G51470, AT1G47600
OG0000366	Bra039570, Bra036925, Bra039571	AT4G15050, AT1G10190, AT4G15056, AT4G15053
OG0000366	Bra019334	AT2G24950, AT5G37520
OG0000367	Bra016946, Bra004609	AT2G41240
OG0000367	Bra014659	AT3G56970
OG0000367	Bra003260, Bra003261, Bra014970, Bra041013, Bra007290, Bra007289, Bra014971, Bra014653, Bra014657, Bra014654, Bra014658	AT3G56980
OG0000368	Bra032586, Bra030509	AT1G02780
OG0000368	Bra036285, Bra000887	AT4G02230
OG0000369	Bra021742, Bra022865	AT2G31780, AT2G31770, AT2G31760
OG0000369	Bra015463	AT1G05890
OG0000369	Bra022845, Bra021726	AT2G31510
OG0000370	Bra002814	AT5G56470
OG0000370	Bra035623	AT1G32300, AT5G56490
OG0000370	Bra004512	AT2G46740
OG0000370	Bra004511	AT2G46750
OG0000370	Bra004510	AT2G46760
OG0000371	Bra033042	AT3G28330
OG0000371	Bra019304, Bra028158, Bra015056	AT3G28280, AT3G48220, AT3G28223
OG0000372	Bra036077, Bra036079	AT1G57565, AT1G57580
OG0000372	Bra016452	AT1G20790
OG0000373	Bra031590	AT5G59850
OG0000373	Bra031590	AT1G07770
OG0000373	Bra018689, Bra002524, Bra030697, Bra006689, Bra020280	AT3G46040
OG0000374	Bra038710, Bra038713, Bra038711, Bra038712, Bra038720, Bra038718, Bra038719, Bra038699, Bra038709	AT2G21655, AT3G29797, AT3G30247, AT2G21727
OG0000376	Bra030122, Bra010850, Bra032290	AT1G29140
OG0000376	Bra012585, Bra013328, Bra021001	AT5G45880, AT4G18596
OG0000379	Bra001555	AT3G32030
OG0000379	Bra001557	AT3G14490
OG0000379	Bra021564, Bra021560, Bra021563, Bra021566	AT3G29410
OG0000380	Bra028984	AT5G55340
OG0000380	Bra002910, Bra002911	AT5G55360
OG0000381	Bra003686, Bra027064, Bra027063, Bra027061	AT1G62225
OG0000381	Bra036663	AT1G62080, AT1G62000, AT1G62220, AT1G62060
OG0000382	Bra036069, Bra029999	AT3G50270
OG0000383	Bra001581, Bra021589	AT3G15060
OG0000383	Bra022959	AT2G33870
OG0000383	Bra032914, Bra030105, Bra010860	AT1G28550
OG0000384	Bra036691	AT2G20208
OG0000388	Bra034516, Bra025475, Bra025473, Bra020392, Bra018840	AT1G64255
OG0000389	Bra034745, Bra038742, Bra001465	AT3G12670
OG0000389	Bra038807, Bra013456	AT4G20320
OG0000389	Bra005384	AT2G34890
OG0000389	Bra014891, Bra023137	AT1G30820
OG0000390	Bra027357	AT3G14225
OG0000390	Bra014375, Bra030916, Bra030917	AT1G53990
OG0000390	Bra039701	AT1G53940, AT5G40990
OG0000391	Bra005668, Bra028910	AT5G01750
OG0000391	Bra038677	AT3G11740
OG0000392	Bra036669, Bra015088, Bra013239	AT3G24830
OG0000392	Bra036161, Bra020681	AT5G48760
OG0000393	Bra017258, Bra009165, Bra023052, Bra005296, Bra001406, Bra002045, Bra034833	AT2G36160, AT3G11510, AT3G52580
OG0000394	Bra026636, Bra027951, Bra027950, Bra027858, Bra027859	AT1G59406, AT1G59030, AT1G58725, AT3G43570, AT3G43550, AT1G58525
OG0000395	Bra033344	AT1G02730
OG0000395	Bra033554	AT4G38190
OG0000395	Bra021377, Bra032022	AT3G03050
OG0000395	Bra023588, Bra008583	AT5G16910
OG0000396	Bra020100, Bra002295	AT1G33220, AT5G20340, AT5G20330
OG0000397	Bra022607, Bra022605, Bra022606, Bra029107, Bra022609	AT5G52750, AT5G52760, AT5G52770
OG0000398	Bra005802	AT5G04370
OG0000398	Bra022603	AT5G04380
OG0000398	Bra012070	AT5G66430
OG0000398	Bra034838, Bra034836, Bra001405	AT3G11480
OG0000399	Bra030279	AT5G61160, AT3G29690, AT3G29680, AT3G29720
OG0000399	Bra025402, Bra033107	AT3G29635
OG0000401	Bra030395, Bra018959, Bra014320	AT1G52280
OG0000401	Bra014179	AT1G49300
OG0000401	Bra022360, Bra001724	AT3G18820
OG0000402	Bra000324	AT2G43730
OG0000403	Bra011387	AT4G32840
OG0000403	Bra011089	AT4G29220
OG0000403	Bra026452	AT4G26270
OG0000403	Bra002801, Bra006864	AT5G56630
OG0000404	Bra032779, Bra029393, Bra026465, Bra029392, Bra009738	AT5G24150, AT5G24160
OG0000404	Bra029391, Bra009737	AT5G24140
OG0000405	Bra011962, Bra034399	AT2G28305
OG0000405	Bra017202, Bra023107	AT2G37210
OG0000406	Bra020498, Bra009838	AT5G25400
OG0000406	Bra008981, Bra006092	AT5G11230
OG0000406	Bra034256, Bra007795	AT2G25520
OG0000406	Bra011343	AT4G32390
OG0000407	Bra022699, Bra003010	AT5G54145
OG0000407	Bra010396, Bra019035	AT4G27657
OG0000407	Bra019036, Bra010397	AT4G27652
OG0000408	Bra015298, Bra030560, Bra032520	AT1G04250
OG0000408	Bra039855	AT4G14550
OG0000409	Bra009949, Bra036619, Bra020581	AT5G27670
OG0000409	Bra028869	AT5G02560
OG0000409	Bra020278, Bra006688, Bra002523	AT5G59870
OG0000410	Bra035930	AT5G61412
OG0000410	Bra011418, Bra011421, Bra011419, Bra011420	AT4G33145
OG0000411	Bra029252	AT5G62540
OG0000411	Bra026833	AT1G14400
OG0000411	Bra024808	AT2G02760
OG0000411	Bra026582	AT2G02760
OG0000412	Bra003738	AT1G79750
OG0000412	Bra039029	AT2G19900
OG0000412	Bra009866	AT5G25880
OG0000412	Bra023336, Bra006107	AT5G11670
OG0000413	Bra006396, Bra008561, Bra023612, Bra006397	AT5G17330
OG0000413	Bra021090	AT1G65960
OG0000414	Bra010304, Bra010306	AT4G30140
OG0000414	Bra038560, Bra038837	AT2G19010
