Orthogroup	Brassica_rapa	Camelina_sativa
OG0000069	Bra000481	Csa04g028570
OG0000069	Bra000481	Csa06g019650
OG0000069	Bra000481	Csa14g009040
OG0000069	Bra000481	Csa09g042470
OG0000069	Bra000481	Csa17g011250
OG0000069	Bra000481	Csa14g009220
OG0000069	Bra000481	Csa06g028200
OG0000069	Bra000481	Csa17g011050
OG0000069	Bra000481	Csa09g040980
OG0000069	Bra000481	Csa18g032960
OG0000069	Bra020297, Bra030704	Csa03g011110
OG0000069	Bra000006	Csa07g015750, Csa07g015740
OG0000069	Bra038268, Bra011929	Csa18g033250
OG0000070	Bra011889, Bra033581	Csa11g001760, Csa12g001660, Csa10g001580
OG0000070	Bra031171	Csa09g085600, Csa07g051410
OG0000070	Bra037243, Bra039909, Bra024482	Csa15g076460, Csa01g039620, Csa19g054990
OG0000070	Bra010501, Bra017747, Bra011662	Csa11g005580, Csa12g006260
OG0000070	Bra003746, Bra015832	Csa16g039520, Csa07g047060, Csa09g080200
OG0000070	Bra025770	Csa14g025090, Csa03g023670, Csa17g025620
OG0000070	Bra013061	Csa01g034500, Csa12973s010, Csa15g072380
OG0000070	Bra011560	Csa10g007380, Csa12g008830, Csa11g007180
OG0000071	Bra034361	Csa17g028870, Csa14g027230, Csa03g025890
OG0000071	Bra000470	Csa16g015040, Csa05g034010, Csa07g013420, Csa05g033700, Csa16g014780, Csa07g013120, Csa04013s010, Csa17g078990
OG0000071	Bra014098	Csa08g004640
OG0000071	Bra002161	Csa17g074330, Csa17g072690, Csa17g072680, Csa17g079010, Csa14g054400, Csa03g053160
OG0000072	Bra002449	Csa04g015770, Csa20g062970, Csa16g026690, Csa03g059710, Csa09g019710, Csa11g053900, Csa17g009100, Csa09g001090, Csa04g063730, Csa01g039560, Csa03g058230, Csa03g058220, Csa06g005210, Csa04g008610, Csa07g017410, Csa18g028460, Csa06g029900, Csa03g051710, Csa13g034580, Csa12g065370, Csa19g019140, Csa04g009040, Csa03g061380, Csa09g039830, Csa11g097380, Csa10g033030, Csa15g056750, Csa12g065550, Csa08g019010, Csa17g078820, Csa20g081040, Csa03g038380, Csa14g006070, Csa06g052730, Csa20g020760, Csa13g031570, Csa11g064230, Csa04g003110, Csa19g018440, Csa14g048540, Csa16g040970, Csa16g016130, Csa07g037270, Csa16g048090, Csa12g075220
OG0000074	Bra002592	Csa02g064810, Csa11g092920
OG0000074	Bra018188	Csa06g020630, Csa04g029720, Csa09g044110
OG0000074	Bra006729	Csa02g064860
OG0000074	Bra020349, Bra020347, Bra020348, Bra020350, Bra020351	Csa02g064480, Csa18g032000
OG0000074	Bra006728, Bra002586	Csa18g032480, Csa11g093020, Csa02g064890, Csa18g032470, Csa11g092980, Csa18g032450, Csa11664s010, Csa02g064870
OG0000077	Bra021824	Csa16g008280
OG0000077	Bra005510	Csa07g008160
OG0000077	Bra005525	Csa07g008170, Csa16g008000, Csa05g023150
OG0000077	Bra005528, Bra005527	Csa16g008220
OG0000077	Bra022907, Bra005530	Csa07g008450, Csa16g008260
OG0000078	Bra016477, Bra012210	Csa14g025360, Csa03g023940
OG0000078	Bra003739	Csa17g025960
OG0000078	Bra015807	Csa09g080590, Csa16g039950, Csa07g047390
OG0000078	Bra011578, Bra001994	Csa12g008620, Csa11g006860
OG0000078	Bra025045	Csa20g077950, Csa11g066080, Csa18g005160
OG0000078	Bra037248, Bra002093, Bra040869	Csa10g006100, Csa12g007440
OG0000078	Bra011651, Bra017740	Csa15g076230
OG0000078	Bra038892, Bra036819, Bra012858	Csa06g025470, Csa09g058290, Csa04g037090
OG0000079	Bra023952, Bra011345	Csa10g010050
OG0000079	Bra029874	Csa15g014460
OG0000079	Bra005845, Bra028768	Csa13g007150
OG0000079	Bra033714	Csa20g070070, Csa18g009790
OG0000079	Bra006407	Csa08g009610
OG0000079	Bra011865	Csa10g002100, Csa11g002360
OG0000079	Bra006036	Csa13g011570, Csa20g013060
OG0000080	Bra010650	Csa03793s010
OG0000080	Bra022706, Bra022705, Bra022703	Csa11g087450
OG0000080	Bra022730, Bra022727	Csa02g055600, Csa18g025710, Csa02g055610, Csa22663s010
OG0000080	Bra002990, Bra024630	Csa17g043240, Csa03g033460, Csa14g037930, Csa02g057740, Csa18g026720, Csa02g058650, Csa02g058610, Csa18g028440, Csa11g094100, Csa18g033500, Csa11g092300, Csa12g051440, Csa10g029020, Csa11g033210
OG0000083	Bra010468	Csa11g019220, Csa12g027880, Csa10g017620
OG0000083	Bra016284, Bra024691	Csa14g031980, Csa17g034160, Csa03g028800, Csa17g063450, Csa14g046670, Csa03g038920, Csa14g046660
OG0000083	Bra019689, Bra026863, Bra019686, Bra026864, Bra019688, Bra019690	Csa17g019420, Csa14g017010, Csa03g017780
OG0000083	Bra017393	Csa06g003200
OG0000083	Bra024783, Bra024782	Csa06g003260, Csa06g003220, Csa04g008750, Csa09g005530
OG0000083	Bra017394, Bra017395, Bra026565, Bra024784	Csa09g005520, Csa04g008740, Csa06g003190
OG0000084	Bra029076, Bra022645	Csa18g024310, Csa11g085130, Csa02g049620
OG0000084	Bra027688, Bra027749	Csa16g056960
OG0000084	Bra013049, Bra001995	Csa01g033210, Csa01g033230, Csa00626s010, Csa19g053440
OG0000084	Bra002842	Csa02g059040, Csa11g089470, Csa18g028840
OG0000084	Bra001347, Bra041101	Csa01g009330, Csa15g009970
OG0000085	Bra024078, Bra023947	Csa12g013260, Csa11g010520, Csa10g009650, Csa11g010510
OG0000085	Bra024195	Csa18g009380, Csa11g070330, Csa20g071380
OG0000086	Bra013901, Bra019151, Bra010456	Csa11g018930, Csa10g017320, Csa12g026570
OG0000086	Bra028304, Bra029119	Csa02g045420, Csa18g023290, Csa11g084070
OG0000086	Bra033236	Csa14g001370, Csa03g001470, Csa17g002270
OG0000086	Bra006686	Csa02g065720, Csa11g093760, Csa18g033200
OG0000086	Bra006687, Bra002522, Bra020277	Csa11g093750, Csa18g033190, Csa02g065710
OG0000086	Bra038266	Csa04g028740, Csa06g019750
OG0000088	Bra038286	Csa06g019140
OG0000088	Bra006669, Bra002497	Csa02g067210, Csa18g033620
OG0000088	Bra020259, Bra002500, Bra002499, Bra006670	Csa02g067200, Csa18g033600, Csa11g094160
OG0000088	Bra019469	Csa09g039410, Csa06g019170
OG0000088	Bra006666, Bra006668	Csa02g067220
OG0000090	Bra018400	Csa05g034910
OG0000090	Bra018391, Bra039974, Bra039969, Bra018393, Bra018396	Csa05g031970, Csa16g014130, Csa05g031930, Csa05g031920, Csa17g098540, Csa16g014180, Csa05g031950, Csa03g050930, Csa07g012420
OG0000090	Bra039966	Csa13g008040, Csa05g035110
OG0000090	Bra039514, Bra000476, Bra018401, Bra018402, Bra018405, Bra018404	Csa05g034980, Csa05g034930
OG0000093	Bra021561	Csa20g028910
OG0000094	Bra027084, Bra031429	Csa07g062630
OG0000094	Bra034257	Csa17g015320, Csa03g014920, Csa14g014030
OG0000094	Bra031434	Csa16g053250, Csa07g062580, Csa04306s010
OG0000095	Bra013721, Bra034099	Csa11g021230, Csa05g016100, Csa00903s010, Csa10g019460, Csa11g021220, Csa11g021200, Csa10g019430, Csa12g030780, Csa12g030770, Csa11g021210
OG0000095	Bra019280, Bra019278	Csa04g011980, Csa06g006000, Csa09g009760, Csa09g009770, Csa09g010000
OG0000095	Bra010541	Csa06g005990
OG0000096	Bra035460	Csa16g018540
OG0000096	Bra008138, Bra015930, Bra003729, Bra008137, Bra003816	Csa09g078780, Csa07g044430, Csa16g038110
OG0000096	Bra008140	Csa07g045610
OG0000096	Bra032058, Bra034253	Csa16g047080, Csa16g047040, Csa16g047090, Csa09g091650, Csa16g047100, Csa05g059410, Csa07g023340, Csa16g020150
OG0000096	Bra015929	Csa09g078790
OG0000098	Bra017241, Bra023065	Csa00495s180, Csa05g079710, Csa06g039020, Csa04g049870
OG0000098	Bra034314	Csa16g051070, Csa07g060470
OG0000098	Bra025424	Csa00427s050, Csa06g013030
OG0000098	Bra026124	Csa03g019340
OG0000098	Bra026156, Bra026157, Bra016669	Csa17g020750, Csa03g018990
OG0000098	Bra003527	Csa07g016960, Csa05g048580, Csa16g017450
OG0000098	Bra021173, Bra027171	Csa15g021230
OG0000099	Bra032602	Csa14g002500, Csa03g002480, Csa17g001210
OG0000099	Bra008746	Csa13g017490, Csa20g021200
OG0000099	Bra027153	Csa07g002340, Csa04g066330, Csa16g002360
OG0000099	Bra016215	Csa14g030740
OG0000100	Bra014286, Bra012565, Bra010905	Csa03674s010, Csa06178s010
OG0000102	Bra010034, Bra031446, Bra005391, Bra040876, Bra034905, Bra038986, Bra038643	Csa14g057440
OG0000103	Bra033170	Csa02g026130, Csa02g026190, Csa08g040520, Csa02g026110, Csa08g040530, Csa13g047690
OG0000103	Bra013544, Bra038768, Bra038766	Csa11g024730, Csa12g036630
OG0000103	Bra023300, Bra023297	Csa14g042920
OG0000104	Bra004659, Bra016901	Csa05g009640, Csa06g047920, Csa04g057390
OG0000104	Bra004707	Csa05g032210, Csa07g012630, Csa07g012620, Csa06g048680, Csa05g009010, Csa04g058140
OG0000104	Bra014070, Bra014188, Bra014215, Bra015604	Csa13g014620, Csa20g017340, Csa08g002950, Csa14g036210
OG0000104	Bra004684	Csa05g009250, Csa04g057860, Csa06g048390, Csa19g015340, Csa15g015030, Csa01g012330
OG0000106	Bra022489	Csa05g067360, Csa02g073400, Csa11g102820, Csa02g074600
OG0000106	Bra040199, Bra040200	Csa16g021590, Csa05g067300, Csa05g067320, Csa07g027970, Csa07g027960, Csa16g021610
OG0000106	Bra022491	Csa20g030680, Csa07g027990, Csa16g021640, Csa16g021630, Csa05g094780, Csa20g030670
OG0000106	Bra029304, Bra029303, Bra029299	Csa14g061720, Csa02g069960, Csa05g041310, Csa16g051800, Csa07g061160, Csa16g051820, Csa05g041280
OG0000108	Bra014798, Bra007090	Csa04g040820, Csa06g029160
OG0000108	Bra005071, Bra005070, Bra005069, Bra000107, Bra017275, Bra017093	Csa05g014350, Csa06g042880
OG0000108	Bra027463, Bra027488, Bra035979, Bra027490, Bra035978, Bra033673, Bra035977, Bra033675, Bra027487	Csa20g067290, Csa11g071550, Csa20g067340, Csa11g071520, Csa18g010450, Csa20g067350, Csa11g071500, Csa11g071490, Csa20g067330, Csa20g067310, Csa11g071530, Csa11g071540, Csa20g067300
OG0000108	Bra033676, Bra035981	Csa11g071480
OG0000109	Bra018879, Bra018880	Csa17g085680, Csa14g056150, Csa03g055740, Csa06803s010
OG0000109	Bra038047	Csa12g053450, Csa11g034100, Csa10g029860
OG0000109	Bra018874	Csa13g021410, Csa08g011030, Csa08g011050, Csa20g026900, Csa08g011020, Csa03g056760, Csa17g088590, Csa03g055770, Csa17g088600, Csa07g002730, Csa14g051490
OG0000110	Bra038504	Csa11g033010, Csa12g051030, Csa10g028820
OG0000110	Bra021082	Csa12g051010, Csa10g028800, Csa11g033000, Csa12g051000, Csa10g028790
OG0000110	Bra000568, Bra000727	Csa16g045840, Csa16g045830, Csa07g054100, Csa09g088350
OG0000110	Bra025164, Bra025163	Csa04g011050, Csa09g008970, Csa09g008980, Csa06g005400, Csa09g008950, Csa09g009000, Csa06g005410, Csa04g011060, Csa09g008930, Csa04g011040, Csa06g005380
OG0000113	Bra031480	Csa04g046430, Csa05g089370, Csa14g021130, Csa17g022640, Csa05g089350, Csa05g089300, Csa06g036620
OG0000114	Bra002171	Csa20g026990
OG0000114	Bra023688, Bra006467	Csa08g011150, Csa13g021520
OG0000114	Bra033499	Csa11g034770, Csa10g030380, Csa11g034750
OG0000114	Bra038076	Csa16543s010, Csa12g054120, Csa10g030340, Csa11g034730, Csa20090s010, Csa12g054090, Csa11g034720, Csa10g030320, Csa12g054100, Csa10g030330, Csa12g054110
OG0000114	Bra033501	Csa12g054130, Csa10g030350, Csa11g034740
OG0000115	Bra002103, Bra006418, Bra023635	Csa08g010010, Csa14776s010, Csa13g020580
OG0000115	Bra024477, Bra037232	Csa15g076690, Csa01g041330, Csa15g076700, Csa19g057770, Csa15g076680, Csa04g020090
OG0000115	Bra038874	Csa04g036690, Csa09g057900
OG0000115	Bra036846, Bra012877	Csa20987s010, Csa04g036680, Csa10990s010, Csa09g002400, Csa06g025060
OG0000116	Bra014352	Csa02g067310, Csa18g033700, Csa11g094230
OG0000116	Bra038027, Bra020514, Bra020515, Bra020478	Csa05g089010, Csa08g023070, Csa20g048780, Csa13g031330, Csa20g048760, Csa09g048760, Csa06g021830, Csa09g048780, Csa18g002650
OG0000116	Bra028614	Csa08g059630, Csa20g006030, Csa13g006810
OG0000117	Bra004768	Csa05g006950, Csa04g056050, Csa04g061150, Csa06g049740
OG0000117	Bra037705, Bra037707	Csa05g006940
OG0000117	Bra000309	Csa06g049750, Csa04g061160
OG0000118	Bra022306, Bra033020, Bra016175	Csa03g053830
OG0000119	Bra004755	Csa06g049670, Csa04g061080
OG0000119	Bra012460	Csa07g001880, Csa16g001870
OG0000119	Bra009933, Bra030340	Csa06g044220, Csa06g007340, Csa16g016410, Csa05g035780
OG0000119	Bra006331	Csa05g016950, Csa15g032060, Csa19g029730, Csa06g049140, Csa06g025760, Csa04g060550, Csa05g007510, Csa06642s010, Csa06g043270, Csa05g013950, Csa04g053310, Csa07g008270, Csa05g023260, Csa12g084300
OG0000120	Bra032635	Csa17g001840, Csa03g001830, Csa14g001750
OG0000120	Bra037388, Bra008539, Bra000941	Csa13g056270, Csa02g002230, Csa08g053430
OG0000120	Bra022637, Bra029089, Bra026297	Csa18g024230, Csa11g085060, Csa02g049550
OG0000120	Bra004539, Bra039283	Csa05g002790, Csa04g065460, Csa06g052900
OG0000121	Bra015809	Csa07g047380, Csa09g080580, Csa16g039940
OG0000121	Bra008226, Bra003740, Bra015808	Csa16g039900, Csa07g047350, Csa16g039890, Csa07g047340, Csa09g080490
OG0000121	Bra025396	Csa07g023910, Csa05g060830
OG0000121	Bra008225	Csa05g073660, Csa05g073650, Csa16g023280
OG0000121	Bra015811	Csa13g034630, Csa09g080550, Csa07g047370, Csa09g080560, Csa09g080540, Csa13g034620, Csa16g039930, Csa09g080510, Csa09g080520, Csa16g039920, Csa09g080530, Csa09g080500, Csa16g039910, Csa07g047360, Csa09g080480, Csa16g039870, Csa07g047330, Csa10g040380, Csa11g046460, Csa12g074210
OG0000123	Bra003310, Bra000376	Csa16g004260, Csa07g004300, Csa05g092450, Csa04g063070, Csa05g004090
OG0000123	Bra040738, Bra012710	Csa10g029120, Csa12g051580, Csa11g033390, Csa04243s010
OG0000123	Bra013172	Csa19g040540, Csa15g058440, Csa01g038060
OG0000123	Bra029509	Csa13g052390, Csa02g011510, Csa08g048570
OG0000123	Bra013578, Bra019407	Csa11g024270, Csa10g021290, Csa12g036110
OG0000124	Bra029965	Csa09g013070, Csa04g015010
OG0000124	Bra025885	Csa00441s310, Csa00441s340, Csa17g027070, Csa14g026380, Csa14g026400, Csa17g027090
OG0000125	Bra000735, Bra032069	Csa07g054800
OG0000125	Bra032068	Csa16g046440, Csa09g089980
OG0000125	Bra032065, Bra032064	Csa09g088390, Csa16g045880, Csa02197s010, Csa07g054150, Csa09g088400, Csa16g045890, Csa16g046450
OG0000126	Bra039483, Bra031955, Bra019412, Bra020936, Bra023687, Bra027889	Csa17g098330
OG0000128	Bra036715, Bra040124, Bra021590, Bra040128, Bra032811, Bra032858	Csa15g005610, Csa19g006810, Csa01g005390
OG0000128	Bra040127, Bra040270	Csa19g006820, Csa15g005620, Csa15g005630, Csa19g006830
OG0000129	Bra023232, Bra029851	Csa14g051250, Csa17g072880, Csa03g051080, Csa07g011900
OG0000129	Bra021260	Csa15g021490, Csa19g023440, Csa01g019270, Csa05g038310
OG0000130	Bra017917	Csa09g005190
OG0000132	Bra039617	Csa01g041460, Csa28725s010, Csa15g076870
OG0000132	Bra010560, Bra011691	Csa11g005220, Csa12g004910, Csa10g004700
OG0000132	Bra012183, Bra025745	Csa14g024820, Csa03g023320
OG0000132	Bra008186	Csa07g046690, Csa09g079840
OG0000132	Bra011870	Csa10g002020, Csa12g002120, Csa11g002220
OG0000132	Bra000579, Bra031209, Bra030285	Csa07g051790, Csa16g043450, Csa09g086050, Csa07857s010
OG0000133	Bra016178	Csa07g037740, Csa09g072150, Csa16g032490, Csa09g072170, Csa07g037730, Csa16g032480
OG0000133	Bra012362, Bra016364	Csa20g057230, Csa08g029660
OG0000133	Bra007946, Bra007945, Bra016182	Csa16g032470
OG0000133	Bra016180, Bra016181	Csa16g032520, Csa07g037760
OG0000134	Bra022071, Bra022034, Bra001175	Csa20g079410, Csa00470s040, Csa18g003760
OG0000135	Bra034175, Bra031322	Csa01g025870, Csa19g031860, Csa15g038280
OG0000135	Bra003989, Bra007873, Bra007874	Csa05g086440, Csa05g087440
OG0000137	Bra010827, Bra010826, Bra032321, Bra010828	Csa17g042390, Csa03g032610
OG0000138	Bra035034	Csa09g085190, Csa16g042620, Csa07g051050
OG0000138	Bra021830, Bra022928	Csa07g008360, Csa05g023400, Csa16g008160
OG0000138	Bra025997	Csa17g022810, Csa17g030330, Csa03g020920, Csa17g022800, Csa14g021360
OG0000138	Bra000327, Bra014753, Bra000645, Bra004111, Bra000183, Bra017014	Csa05g012470, Csa06g044680, Csa04g054630, Csa17g099110, Csa07g026610, Csa07g016860, Csa16g017360, Csa05g048510
OG0000140	Bra015114	Csa06g021860, Csa03g061140
OG0000141	Bra003479	Csa19g033670, Csa17g021300, Csa17g090080, Csa16g008990, Csa04g041340, Csa17g059520, Csa20g041520, Csa18g002310, Csa16g014950, Csa02g055530, Csa16g020220, Csa09g062810, Csa17g069290, Csa12g079760, Csa10g042910, Csa18g018740, Csa09g011150, Csa09g059720, Csa08g053160, Csa18g029890, Csa03g032730, Csa11g072110, Csa04g035060, Csa14g037540, Csa04g035050, Csa15g082390, Csa03g015360
OG0000143	Bra037571, Bra022341	Csa19g026030, Csa15g025250, Csa01g021520
OG0000143	Bra031864	Csa20g011700, Csa02g074480, Csa09g002990, Csa18g039280
OG0000143	Bra025619, Bra025607, Bra025609	Csa07g016560, Csa03g004690, Csa12g037430, Csa11g070460, Csa15g048330, Csa15g027790, Csa17g094960, Csa17g095120, Csa17g092430, Csa10g047360, Csa10g046720, Csa01172s010, Csa11g057180, Csa11g055860, Csa11g057430, Csa12g081610, Csa17g025910, Csa17g025890, Csa16470s010
OG0000144	Bra014462, Bra014461	Csa16g003970, Csa07g003950
OG0000144	Bra039327, Bra039328	Csa06g051970
OG0000144	Bra039329	Csa17g057000, Csa03g037910, Csa14g043600
OG0000144	Bra007571	Csa16g003960, Csa07g003940
OG0000146	Bra020805	Csa10g006940, Csa11g006660, Csa12g008390, Csa12g008470
OG0000146	Bra002020	Csa01g032840, Csa15g074130, Csa19g053830
OG0000146	Bra013032	Csa01g032860, Csa01g032850
OG0000149	Bra003333	Csa17g097180, Csa14g069200, Csa14g069210
OG0000149	Bra027477	Csa14g066260, Csa17g095230, Csa17g095260, Csa03g062030, Csa03g062000, Csa14g066270, Csa17g095240, Csa03g062010, Csa17g095250
OG0000149	Bra030813	Csa14g068070, Csa14g069220, Csa17g096060, Csa17g096050, Csa14g068060
OG0000150	Bra012328	Csa17g028600, Csa03g025700, Csa17g028590, Csa17g028630, Csa17g028620
OG0000150	Bra009566	Csa17g028720, Csa07g013630
OG0000151	Bra010505, Bra002389, Bra001081, Bra024684, Bra037882, Bra012262	Csa20g077800, Csa11g069740, Csa07g040910, Csa12g042970, Csa08g063160, Csa12g042450, Csa17g050300, Csa12g042980, Csa01g043680, Csa05g038300, Csa13g015930, Csa14g002860, Csa14g002150, Csa04g013750, Csa04g011990, Csa05g085700, Csa00519s080, Csa01g026030, Csa19g054480, Csa19g054470, Csa01975s020, Csa07g029350, Csa03g053110, Csa17g033720
OG0000153	Bra002580, Bra002553, Bra006705, Bra006704, Bra006703, Bra002550, Bra002551, Bra002548, Bra020306	Csa03g025450, Csa00535s040, Csa14g026850, Csa03g025460
OG0000153	Bra020291, Bra006678, Bra038408, Bra002507, Bra002511, Bra002534	Csa11g094010, Csa18g033400, Csa02g066990, Csa11g094110, Csa18g033510, Csa02g067110
OG0000154	Bra014510, Bra007510	Csa05g091890, Csa07g004940, Csa16g005800, Csa09g092500, Csa07g057330, Csa16g047940, Csa09g092510
OG0000154	Bra004837, Bra037650	Csa04g062290, Csa05g005820
OG0000155	Bra018283, Bra018282, Bra021616, Bra021613, Bra029251	Csa05g030200, Csa07g011770, Csa05g045060, Csa18g003610, Csa20g079540, Csa05g045050, Csa07g061720, Csa16g052370, Csa07g011750, Csa16g012480, Csa05g030240, Csa05g030220, Csa05g030170, Csa05g030230, Csa05g030160, Csa07g011910, Csa16g012630, Csa05g030360, Csa16g012620, Csa07g011890, Csa05g030370, Csa05g030450
OG0000155	Bra018281, Bra022823	Csa17g098580, Csa05g062060, Csa07g026130
OG0000155	Bra007734	Csa16g001360, Csa07g001430, Csa05g095570
OG0000156	Bra006829	Csa02g061730, Csa11g090820, Csa18g030250
OG0000156	Bra040819	Csa09g009900, Csa04g011850, Csa06g006120, Csa03249s010, Csa04g011790
OG0000156	Bra034237	Csa06g006170, Csa09g009960, Csa04g011770, Csa06g006180, Csa09g009980, Csa04g011740, Csa06g005960
OG0000158	Bra000087, Bra034378	Csa17g055650, Csa03g037560, Csa14g043260
OG0000158	Bra040812	Csa03g053580, Csa14g054830, Csa17g080380, Csa03g053570, Csa14g054820, Csa17g080360
OG0000158	Bra029173, Bra022550	Csa02g043300, Csa18g022300, Csa11g083040
OG0000159	Bra026450, Bra041015	Csa06g018800, Csa00645s010, Csa04g025920
OG0000159	Bra027666, Bra034521, Bra034520	Csa07g063920
OG0000159	Bra004046, Bra004349, Bra016726	Csa12g062800, Csa11g041330, Csa10g033140
OG0000160	Bra033595, Bra013663	Csa11g051190
OG0000160	Bra007897	Csa05g089100, Csa07g036950, Csa05g089120, Csa16g031750, Csa07g036960, Csa05g089140, Csa05g089080
OG0000160	Bra016243, Bra016242, Bra016222	Csa16g031670
OG0000162	Bra026558, Bra017391	Csa06g003270, Csa04g008820, Csa09g005570, Csa05g015920, Csa06g003280, Csa04g008830, Csa09g005630, Csa06g004300, Csa04g008860, Csa04g008840, Csa06g003290, Csa09g005580, Csa09g005600, Csa01226s010, Csa07g027820
OG0000162	Bra038144	Csa05g065990
OG0000163	Bra040764	Csa19g040450
OG0000163	Bra013176	Csa01g038020, Csa15g057410, Csa19g040470
OG0000164	Bra013565, Bra038753	Csa10g021470, Csa11g024440, Csa12g036310
OG0000164	Bra020868	Csa12g036330, Csa12g036320, Csa10g021480
OG0000164	Bra000806	Csa08g048840, Csa13g052680, Csa13g052670
OG0000166	Bra034278	Csa01g006540
OG0000166	Bra013112, Bra008930	Csa19g046270
OG0000166	Bra001388, Bra034161, Bra034163	Csa01g012020, Csa01g012100, Csa01g012090, Csa19g015050, Csa19g014990, Csa15g014680, Csa19g014810, Csa19g014880, Csa19g013610, Csa19g014800, Csa19g014970, Csa19g015120, Csa19g014580, Csa19g013590, Csa15g014760, Csa15g014660, Csa19g014780, Csa19g015030, Csa19g014850, Csa19g014830, Csa19g015110, Csa19g014860, Csa19g015010
OG0000167	Bra038734	Csa19g016790, Csa15g016520
OG0000167	Bra009583	Csa17537s010, Csa13g002400
OG0000171	Bra020727	Csa08g049840
OG0000173	Bra040965, Bra027116	Csa07g062030, Csa09g095380, Csa16g052720, Csa07g062070, Csa16g052790, Csa09g095430
OG0000173	Bra009436	Csa13g006630, Csa01g032030, Csa01g032010, Csa01g032000, Csa19g049120, Csa19g054580, Csa05651s010, Csa15g075990, Csa12g034580, Csa07g032730, Csa03g058060, Csa05g041620, Csa05g081500, Csa16g024140, Csa05g079830, Csa09g051540, Csa09g050960, Csa09g050990, Csa07574s010, Csa09g048810, Csa04g034380, Csa04g034390, Csa04g033780, Csa08232s010, Csa04g034010, Csa06g022610, Csa06g022440, Csa06g021890, Csa09g050970, Csa09g052030
