Orthogroup	Brassica_rapa	Eutrema_salsugineum
OG0000103	Bra013544, Bra038768, Bra038766	EUTSA_v10027359mg, EUTSA_v10024480mg
OG0000103	Bra037906	EUTSA_v10028468mg
OG0000104	Bra004659, Bra016901	EUTSA_v10016824mg
OG0000104	Bra018274	EUTSA_v10017904mg
OG0000104	Bra014070, Bra014188, Bra014215, Bra015604	EUTSA_v10012027mg, EUTSA_v10012148mg, EUTSA_v10012166mg, EUTSA_v10012137mg, EUTSA_v10027196mg, EUTSA_v10000714mg, EUTSA_v10019424mg, EUTSA_v10015481mg, EUTSA_v10019430mg
OG0000104	Bra004684	EUTSA_v10017907mg
OG0000106	Bra040199, Bra040200	EUTSA_v10019959mg
OG0000106	Bra029304, Bra029303, Bra029299	EUTSA_v10005405mg, EUTSA_v10005598mg, EUTSA_v10005669mg
OG0000108	Bra014798, Bra007090	EUTSA_v10010274mg
OG0000108	Bra005071, Bra005070, Bra005069, Bra000107, Bra017275, Bra017093	EUTSA_v10016497mg
OG0000108	Bra027463, Bra027488, Bra035979, Bra027490, Bra035978, Bra033673	EUTSA_v10003187mg, EUTSA_v10003336mg, EUTSA_v10003340mg, EUTSA_v10003184mg, EUTSA_v10003182mg, EUTSA_v10003186mg
OG0000108	Bra035977, Bra033675, Bra027487	EUTSA_v10003183mg
OG0000108	Bra033676, Bra035981	EUTSA_v10003348mg
OG0000109	Bra018914	EUTSA_v10012297mg
OG0000109	Bra018879, Bra018880	EUTSA_v10012003mg
OG0000109	Bra038047	EUTSA_v10027173mg
OG0000109	Bra018874	EUTSA_v10011263mg
OG0000109	Bra018913, Bra018915	EUTSA_v10011749mg
OG0000110	Bra038504	EUTSA_v10027480mg
OG0000110	Bra021082	EUTSA_v10027310mg
OG0000112	Bra000502, Bra018711, Bra019625, Bra009934	EUTSA_v10017919mg, EUTSA_v10017868mg, EUTSA_v10017558mg, EUTSA_v10017601mg, EUTSA_v10017521mg
OG0000112	Bra030053, Bra003293, Bra007617, Bra025706, Bra008686, Bra033326	EUTSA_v10009511mg
OG0000113	Bra031480	EUTSA_v10006370mg
OG0000113	Bra025562	EUTSA_v10027779mg, EUTSA_v10027744mg
OG0000114	Bra002171	EUTSA_v10015538mg
OG0000114	Bra038075	EUTSA_v10026878mg
OG0000115	Bra002103, Bra006418, Bra023635	EUTSA_v10013330mg
OG0000115	Bra024477, Bra037232	EUTSA_v10022958mg
OG0000115	Bra036846, Bra012877	EUTSA_v10010287mg, EUTSA_v10023809mg
OG0000116	Bra038027	EUTSA_v10005554mg
OG0000116	Bra005841	EUTSA_v10000484mg, EUTSA_v10015555mg
OG0000116	Bra002860, Bra008946, Bra008944	EUTSA_v10015562mg, EUTSA_v10015383mg
OG0000117	Bra000309	EUTSA_v10001697mg
OG0000118	Bra022306, Bra033020, Bra016175	EUTSA_v10026817mg, EUTSA_v10009777mg
OG0000119	Bra012460	EUTSA_v10005447mg
OG0000119	Bra009933, Bra030340	EUTSA_v10016886mg
OG0000120	Bra032635	EUTSA_v10009233mg
OG0000120	Bra037388, Bra008539, Bra000941	EUTSA_v10029104mg
OG0000121	Bra015809	EUTSA_v10019398mg
OG0000121	Bra008226, Bra003740, Bra015808	EUTSA_v10019396mg
OG0000121	Bra015811	EUTSA_v10019394mg, EUTSA_v10019397mg
OG0000123	Bra003310, Bra000376	EUTSA_v10006314mg
OG0000123	Bra040738, Bra012710	EUTSA_v10026582mg
OG0000123	Bra029509	EUTSA_v10029077mg
OG0000123	Bra019407	EUTSA_v10026531mg
OG0000124	Bra029965	EUTSA_v10002979mg, EUTSA_v10029485mg, EUTSA_v10003107mg, EUTSA_v10012212mg, EUTSA_v10002201mg, EUTSA_v10003354mg
OG0000125	Bra000735, Bra032069	EUTSA_v10000675mg
OG0000125	Bra032068	EUTSA_v10000198mg
OG0000126	Bra019412, Bra020936	EUTSA_v10011769mg
OG0000128	Bra027130	EUTSA_v10003391mg, EUTSA_v10026790mg
OG0000128	Bra036715, Bra040124, Bra021590, Bra040128, Bra032811, Bra032858	EUTSA_v10022230mg
OG0000128	Bra040127, Bra040270	EUTSA_v10022001mg
OG0000129	Bra023232, Bra029851	EUTSA_v10017596mg, EUTSA_v10009548mg
OG0000129	Bra022169, Bra017284, Bra023037, Bra023039, Bra021260	EUTSA_v10022086mg, EUTSA_v10021923mg, EUTSA_v10022412mg
OG0000132	Bra039617	EUTSA_v10023187mg
OG0000132	Bra010560, Bra011691	EUTSA_v10026710mg
OG0000132	Bra012183, Bra025745	EUTSA_v10009748mg
OG0000132	Bra008186	EUTSA_v10019367mg
OG0000132	Bra011870	EUTSA_v10027169mg
OG0000132	Bra000579, Bra031209, Bra030285	EUTSA_v10000389mg
OG0000133	Bra012362, Bra016364	EUTSA_v10009858mg
OG0000133	Bra007945, Bra016182	EUTSA_v10019117mg
OG0000133	Bra016180, Bra016181	EUTSA_v10019433mg
OG0000134	Bra022071, Bra022034, Bra001175	EUTSA_v10003136mg
OG0000134	Bra022037	EUTSA_v10000753mg
OG0000134	Bra022036	EUTSA_v10001234mg
OG0000135	Bra034175, Bra031322	EUTSA_v10022077mg
OG0000135	Bra003989	EUTSA_v10019457mg, EUTSA_v10019611mg
OG0000138	Bra035034	EUTSA_v10018650mg
OG0000138	Bra021830, Bra022928	EUTSA_v10017763mg
OG0000138	Bra025997	EUTSA_v10009641mg
OG0000138	Bra000327, Bra014753, Bra000645, Bra004111, Bra000183, Bra017014	EUTSA_v10017738mg
OG0000140	Bra015114	EUTSA_v10021988mg, EUTSA_v10003081mg
OG0000141	Bra003479	EUTSA_v10011433mg
OG0000143	Bra037571, Bra022341	EUTSA_v10022126mg
OG0000143	Bra031864	EUTSA_v10005313mg
OG0000143	Bra025619, Bra025607, Bra025609	EUTSA_v10028184mg, EUTSA_v10028281mg, EUTSA_v10028282mg
OG0000144	Bra014462, Bra014461	EUTSA_v10005888mg
OG0000144	Bra014953	EUTSA_v10010304mg
OG0000144	Bra039327, Bra039328	EUTSA_v10016531mg
OG0000144	Bra039329	EUTSA_v10001282mg
OG0000144	Bra004921	EUTSA_v10001412mg
OG0000146	Bra020804, Bra017704	EUTSA_v10027560mg, EUTSA_v10027348mg
OG0000146	Bra020805	EUTSA_v10026047mg
OG0000146	Bra002019, Bra013031	EUTSA_v10023068mg
OG0000149	Bra003333	EUTSA_v10012006mg
OG0000149	Bra007907, Bra007909, Bra007908	EUTSA_v10018064mg
OG0000149	Bra027477	EUTSA_v10016175mg
OG0000149	Bra030815	EUTSA_v10012222mg
OG0000149	Bra030813	EUTSA_v10011215mg
OG0000150	Bra012328	EUTSA_v10009885mg, EUTSA_v10009544mg, EUTSA_v10009676mg
OG0000150	Bra009566	EUTSA_v10023052mg, EUTSA_v10022969mg, EUTSA_v10027249mg, EUTSA_v10027078mg
OG0000151	Bra010505, Bra002389, Bra001081, Bra024684, Bra037882, Bra012262	EUTSA_v10002285mg, EUTSA_v10015367mg, EUTSA_v10015497mg, EUTSA_v10017665mg, EUTSA_v10022289mg, EUTSA_v10009475mg, EUTSA_v10000459mg, EUTSA_v10024027mg, EUTSA_v10017828mg, EUTSA_v10003309mg
OG0000153	Bra002580	EUTSA_v10015334mg, EUTSA_v10015341mg
OG0000153	Bra002553, Bra006705, Bra006704, Bra006703, Bra002550, Bra002551, Bra002548, Bra020306	EUTSA_v10014036mg
OG0000153	Bra020291, Bra006678, Bra038408, Bra002507, Bra002511, Bra002534	EUTSA_v10016021mg, EUTSA_v10015422mg, EUTSA_v10011949mg, EUTSA_v10015510mg
OG0000154	Bra004838, Bra037648	EUTSA_v10018387mg
OG0000154	Bra014510, Bra007510	EUTSA_v10005858mg
OG0000154	Bra004837, Bra037650	EUTSA_v10001756mg
OG0000155	Bra018283, Bra018282	EUTSA_v10017858mg, EUTSA_v10017707mg, EUTSA_v10017568mg
OG0000155	Bra021616, Bra021613, Bra029251	EUTSA_v10026766mg
OG0000155	Bra018281, Bra022823	EUTSA_v10017510mg
OG0000156	Bra006829	EUTSA_v10013314mg
OG0000156	Bra032928	EUTSA_v10004067mg
OG0000156	Bra040819	EUTSA_v100040361mg
OG0000156	Bra040821	EUTSA_v10004078mg
OG0000156	Bra034237, Bra025198	EUTSA_v10004070mg
OG0000157	Bra015712, Bra038664, Bra040429, Bra007691, Bra037114, Bra031376	EUTSA_v10006435mg
OG0000157	Bra008578	EUTSA_v10009584mg
OG0000158	Bra002961, Bra027891	EUTSA_v10029358mg, EUTSA_v10012101mg
OG0000158	Bra000087, Bra034378	EUTSA_v10012389mg, EUTSA_v10011354mg, EUTSA_v10011355mg
OG0000158	Bra040812	EUTSA_v10011352mg
OG0000158	Bra029173, Bra022550	EUTSA_v10015256mg
OG0000159	Bra027666, Bra034521, Bra034520	EUTSA_v10002041mg, EUTSA_v10009882mg, EUTSA_v10008193mg, EUTSA_v10023962mg, EUTSA_v10024038mg, EUTSA_v10024068mg, EUTSA_v10022446mg, EUTSA_v10024157mg, EUTSA_v10022458mg, EUTSA_v10024127mg
OG0000159	Bra009164	EUTSA_v10014092mg
OG0000160	Bra016243, Bra016242, Bra016222	EUTSA_v10019602mg
OG0000162	Bra026558, Bra017391	EUTSA_v10005549mg, EUTSA_v10005569mg, EUTSA_v10004936mg
OG0000163	Bra013175	EUTSA_v10002728mg
OG0000163	Bra021675	EUTSA_v10017460mg
OG0000164	Bra013565, Bra038753	EUTSA_v10026236mg
OG0000164	Bra020868	EUTSA_v10026512mg
OG0000165	Bra034940, Bra037852, Bra040462	EUTSA_v10023094mg
OG0000166	Bra000618	EUTSA_v10000044mg, EUTSA_v10002360mg, EUTSA_v10000035mg, EUTSA_v10000552mg, EUTSA_v10000033mg, EUTSA_v10000034mg, EUTSA_v10002367mg, EUTSA_v10000632mg
OG0000166	Bra013112, Bra008930	EUTSA_v10003118mg
OG0000167	Bra038734	EUTSA_v10020257mg
OG0000167	Bra016644, Bra026084	EUTSA_v10007031mg
OG0000167	Bra009583	EUTSA_v10012922mg
OG0000170	Bra039998	EUTSA_v10017796mg
OG0000171	Bra034210, Bra000823	EUTSA_v10028485mg
OG0000173	Bra040965, Bra027116	EUTSA_v10023871mg, EUTSA_v10023813mg
OG0000173	Bra009436	EUTSA_v10023175mg, EUTSA_v10015623mg
OG0000174	Bra040627	EUTSA_v10019362mg
OG0000174	Bra028162	EUTSA_v10028232mg, EUTSA_v10028094mg, EUTSA_v10028000mg, EUTSA_v10028346mg, EUTSA_v10010852mg
OG0000174	Bra033087, Bra033084	EUTSA_v10005391mg, EUTSA_v10005534mg
OG0000174	Bra030699, Bra008375, Bra027114, Bra027111, Bra018687	EUTSA_v10029435mg, EUTSA_v10009184mg, EUTSA_v10009190mg
OG0000178	Bra015465	EUTSA_v10022269mg, EUTSA_v10009348mg
OG0000178	Bra023229	EUTSA_v10009508mg, EUTSA_v10009706mg, EUTSA_v10009730mg
OG0000179	Bra033624	EUTSA_v10027722mg, EUTSA_v10028238mg
OG0000179	Bra010680	EUTSA_v10010970mg
OG0000179	Bra028210	EUTSA_v10028261mg
OG0000179	Bra011859	EUTSA_v10027133mg
OG0000179	Bra033625, Bra033626	EUTSA_v10024958mg
OG0000179	Bra025289	EUTSA_v10005410mg, EUTSA_v10028064mg, EUTSA_v10027725mg
OG0000180	Bra016488	EUTSA_v10008949mg
OG0000180	Bra011556	EUTSA_v10026432mg
OG0000180	Bra017674	EUTSA_v10026432mg
OG0000180	Bra013066	EUTSA_v10026432mg
OG0000180	Bra034649	EUTSA_v10026432mg
OG0000180	Bra033584	EUTSA_v10026432mg
OG0000181	Bra028178, Bra035308, Bra034409, Bra018358, Bra037423	EUTSA_v10011074mg
OG0000182	Bra014901, Bra038406	EUTSA_v10009446mg
OG0000182	Bra012524	EUTSA_v10025579mg
OG0000182	Bra025101	EUTSA_v10000936mg, EUTSA_v10000933mg
OG0000182	Bra025100	EUTSA_v10000930mg
OG0000182	Bra024835	EUTSA_v10025388mg, EUTSA_v10004358mg
OG0000183	Bra019513	EUTSA_v10010110mg
OG0000183	Bra033785, Bra018113	EUTSA_v10010102mg
OG0000183	Bra018115	EUTSA_v10010112mg
OG0000183	Bra018114	EUTSA_v10011002mg
OG0000183	Bra015049	EUTSA_v10011038mg
OG0000184	Bra026957	EUTSA_v10020312mg, EUTSA_v10002441mg
OG0000184	Bra028267, Bra026882, Bra026958, Bra026954, Bra031731, Bra026884, Bra026836, Bra026971, Bra016762	EUTSA_v10007258mg, EUTSA_v10007046mg, EUTSA_v10007095mg, EUTSA_v10007048mg
OG0000185	Bra011005	EUTSA_v10001931mg
OG0000185	Bra028116, Bra020175, Bra028117	EUTSA_v10027691mg, EUTSA_v10027695mg
OG0000186	Bra032915	EUTSA_v10009438mg
OG0000186	Bra032917	EUTSA_v10006895mg
OG0000190	Bra024407, Bra026960	EUTSA_v10009569mg, EUTSA_v10009322mg
OG0000190	Bra019779	EUTSA_v10023017mg
OG0000190	Bra035832, Bra023145, Bra035831	EUTSA_v10009133mg
OG0000192	Bra012621	EUTSA_v10024238mg
OG0000192	Bra030503, Bra033331	EUTSA_v10006577mg
OG0000192	Bra003445, Bra002094	EUTSA_v10029333mg
OG0000192	Bra003490	EUTSA_v10005750mg
OG0000192	Bra040475, Bra004484	EUTSA_v10001285mg
OG0000193	Bra018729	EUTSA_v10011613mg
OG0000193	Bra001686, Bra022247, Bra021276	EUTSA_v10021026mg
OG0000193	Bra039756	EUTSA_v10018774mg
OG0000193	Bra028132	EUTSA_v10027817mg
OG0000193	Bra023573, Bra008612	EUTSA_v10013948mg
OG0000194	Bra021689, Bra021691, Bra021693	EUTSA_v10029325mg
OG0000194	Bra004569	EUTSA_v10017873mg
OG0000194	Bra037082	EUTSA_v10017689mg, EUTSA_v10012296mg, EUTSA_v10011969mg
OG0000194	Bra000186, Bra000185	EUTSA_v10017581mg, EUTSA_v10017692mg, EUTSA_v10017253mg
OG0000195	Bra035007, Bra022234, Bra025146, Bra034105, Bra038393, Bra024745, Bra036268, Bra002701, Bra040784, Bra037893, Bra004868, Bra024525	EUTSA_v10002217mg, EUTSA_v10015887mg, EUTSA_v10002797mg, EUTSA_v10000462mg, EUTSA_v10009766mg, EUTSA_v10005358mg
OG0000197	Bra029220	EUTSA_v10005158mg
OG0000197	Bra040935, Bra040936	EUTSA_v10005396mg
OG0000198	Bra015067	EUTSA_v10015687mg
OG0000198	Bra011996, Bra026648	EUTSA_v10003078mg
OG0000199	Bra002527	EUTSA_v10014643mg
OG0000199	Bra005767	EUTSA_v10021492mg
OG0000199	Bra039807	EUTSA_v10010710mg
OG0000201	Bra010225, Bra023988	EUTSA_v10026818mg
OG0000201	Bra001387, Bra034869, Bra029892	EUTSA_v10022336mg
OG0000201	Bra032078, Bra022855	EUTSA_v10000515mg
OG0000202	Bra018875	EUTSA_v10011966mg, EUTSA_v10012059mg, EUTSA_v10015925mg
OG0000202	Bra040679, Bra027025	EUTSA_v10003413mg, EUTSA_v10003347mg, EUTSA_v10003313mg, EUTSA_v10017831mg
OG0000202	Bra022909, Bra022911	EUTSA_v10012114mg, EUTSA_v10011960mg
OG0000203	Bra039286	EUTSA_v10013853mg
OG0000203	Bra004352	EUTSA_v10019605mg
OG0000204	Bra010659	EUTSA_v10026900mg
OG0000204	Bra040994	EUTSA_v10005635mg, EUTSA_v10005584mg
OG0000204	Bra011836, Bra010661, Bra010660, Bra009425	EUTSA_v10012131mg, EUTSA_v10023938mg
OG0000205	Bra019685, Bra026861	EUTSA_v10007297mg
OG0000205	Bra016712, Bra019683, Bra026860	EUTSA_v10009946mg
OG0000205	Bra039838, Bra015217	EUTSA_v10022636mg
OG0000205	Bra016711	EUTSA_v10009405mg
OG0000210	Bra036897	EUTSA_v10024976mg
OG0000211	Bra012273	EUTSA_v10009893mg
OG0000211	Bra012272	EUTSA_v10006909mg
OG0000212	Bra013682, Bra027100, Bra012250	EUTSA_v10024110mg, EUTSA_v10019699mg, EUTSA_v10006382mg, EUTSA_v10019607mg, EUTSA_v10026463mg, EUTSA_v10029505mg, EUTSA_v10005348mg
OG0000212	Bra011004, Bra032500, Bra032593, Bra005518	EUTSA_v10019718mg, EUTSA_v10016371mg, EUTSA_v10009948mg, EUTSA_v10029298mg
OG0000213	Bra032916, Bra024583, Bra001328, Bra001330, Bra024586, Bra035947	EUTSA_v10015830mg, EUTSA_v10015464mg, EUTSA_v10029509mg, EUTSA_v10009814mg, EUTSA_v10022089mg, EUTSA_v10021925mg
OG0000214	Bra000799	EUTSA_v10028498mg
OG0000214	Bra000797, Bra017551, Bra000796, Bra017552	EUTSA_v10028504mg
OG0000214	Bra022095, Bra018496	EUTSA_v10028500mg, EUTSA_v10028501mg
OG0000214	Bra029470, Bra029499, Bra018493, Bra018492	EUTSA_v10029445mg
OG0000216	Bra001536, Bra021533, Bra021535	EUTSA_v10020996mg
OG0000216	Bra013299, Bra012602	EUTSA_v10025514mg
OG0000216	Bra001551, Bra021556, Bra027338	EUTSA_v10020979mg
OG0000216	Bra001550, Bra021555	EUTSA_v10020982mg
OG0000217	Bra040648	EUTSA_v10018259mg
OG0000217	Bra007978, Bra003925	EUTSA_v10018341mg
OG0000217	Bra025934, Bra020979, Bra021024, Bra020998, Bra020999	EUTSA_v10026970mg, EUTSA_v10024473mg, EUTSA_v10024400mg, EUTSA_v10024467mg, EUTSA_v10024443mg
OG0000218	Bra006024	EUTSA_v10014919mg, EUTSA_v10003334mg
OG0000218	Bra035862	EUTSA_v10005643mg
OG0000218	Bra032519, Bra015299	EUTSA_v10009006mg
OG0000219	Bra034282	EUTSA_v10017941mg
OG0000219	Bra003441	EUTSA_v10003401mg, EUTSA_v10029330mg
OG0000220	Bra020921, Bra020953	EUTSA_v10027515mg
OG0000220	Bra027609, Bra027608	EUTSA_v10012075mg
OG0000222	Bra038083, Bra039550	EUTSA_v10024504mg
OG0000222	Bra001837	EUTSA_v10020132mg
OG0000222	Bra019731	EUTSA_v10006870mg
OG0000222	Bra034495, Bra027052	EUTSA_v10023297mg
OG0000222	Bra000789	EUTSA_v10028449mg
OG0000222	Bra020857, Bra013587	EUTSA_v10024476mg
OG0000223	Bra035774, Bra022155, Bra001790	EUTSA_v10020151mg
OG0000223	Bra002904, Bra028979, Bra035208, Bra035209	EUTSA_v10012748mg
OG0000223	Bra019073, Bra004101, Bra035244, Bra034037	EUTSA_v10018170mg
OG0000223	Bra026409, Bra019092	EUTSA_v10024494mg
OG0000224	Bra010649	EUTSA_v10025580mg
OG0000224	Bra015438, Bra024166, Bra033965, Bra010480, Bra010479	EUTSA_v10025324mg
OG0000224	Bra016582, Bra002895, Bra002893	EUTSA_v10027306mg
OG0000225	Bra007989	EUTSA_v10018369mg, EUTSA_v10019472mg, EUTSA_v10018407mg
OG0000226	Bra024645	EUTSA_v10009361mg, EUTSA_v10009595mg
OG0000226	Bra003968	EUTSA_v10019296mg
OG0000228	Bra019307	EUTSA_v10025910mg
OG0000228	Bra000974	EUTSA_v10028860mg
OG0000228	Bra032644, Bra033248	EUTSA_v10008397mg
OG0000228	Bra014437, Bra007603	EUTSA_v10006141mg
OG0000228	Bra039301, Bra004950	EUTSA_v10001573mg
OG0000229	Bra015586, Bra031582	EUTSA_v10009631mg, EUTSA_v10023830mg
OG0000229	Bra034227	EUTSA_v10028845mg
OG0000230	Bra030169, Bra030170, Bra030174	EUTSA_v10006680mg
OG0000230	Bra028414	EUTSA_v10009409mg
OG0000230	Bra010816	EUTSA_v10015261mg
OG0000232	Bra014863	EUTSA_v10015962mg
OG0000232	Bra035616	EUTSA_v10015540mg
OG0000232	Bra002820	EUTSA_v10013763mg
OG0000233	Bra030341	EUTSA_v10028027mg
OG0000233	Bra025611, Bra025606, Bra025635, Bra025608, Bra025632	EUTSA_v10028026mg
OG0000233	Bra013409, Bra013406, Bra013412, Bra002882, Bra030021	EUTSA_v10015077mg
OG0000233	Bra022949	EUTSA_v10026981mg, EUTSA_v10027510mg, EUTSA_v10026540mg
OG0000234	Bra003648, Bra003646	EUTSA_v10019120mg
OG0000234	Bra003644	EUTSA_v10019118mg
OG0000234	Bra025994, Bra026684, Bra026681, Bra026679, Bra026680	EUTSA_v10008735mg
OG0000234	Bra035031	EUTSA_v10019479mg
OG0000235	Bra027324	EUTSA_v10020533mg
OG0000235	Bra001560, Bra027322	EUTSA_v10021962mg
OG0000235	Bra018806, Bra021572, Bra027319	EUTSA_v10020534mg
OG0000235	Bra027321, Bra001562, Bra001563, Bra001564	EUTSA_v10020855mg
OG0000236	Bra007453, Bra037254, Bra002085	EUTSA_v10023121mg
OG0000237	Bra039625	EUTSA_v10022852mg
OG0000237	Bra031203, Bra030290	EUTSA_v10000333mg
OG0000237	Bra010695	EUTSA_v10026317mg
OG0000238	Bra022771, Bra028599, Bra006051	EUTSA_v10014726mg
OG0000238	Bra024350, Bra031888	EUTSA_v10005413mg
OG0000238	Bra031886, Bra024351, Bra031884	EUTSA_v10004949mg
OG0000239	Bra029236, Bra004324, Bra019230, Bra012572, Bra012573, Bra012628, Bra016784, Bra038605, Bra009785	EUTSA_v10005934mg
OG0000240	Bra038535	EUTSA_v10000663mg
OG0000240	Bra017875	EUTSA_v10026225mg
OG0000240	Bra009046, Bra006054	EUTSA_v10014689mg
OG0000240	Bra037802	EUTSA_v10005261mg
OG0000240	Bra004850, Bra000355, Bra037641	EUTSA_v10001633mg
OG0000241	Bra029570	EUTSA_v10022008mg
OG0000242	Bra013473	EUTSA_v10027093mg
OG0000242	Bra013472	EUTSA_v10027126mg
OG0000242	Bra024717	EUTSA_v10007352mg
OG0000242	Bra024719	EUTSA_v10007336mg
OG0000243	Bra031212	EUTSA_v10012053mg
OG0000243	Bra030282	EUTSA_v10009897mg
OG0000244	Bra013946	EUTSA_v10001198mg, EUTSA_v10012119mg
OG0000245	Bra004130, Bra004129, Bra004131	EUTSA_v10018108mg
OG0000245	Bra033474	EUTSA_v10018116mg, EUTSA_v10018118mg, EUTSA_v10018117mg
OG0000245	Bra001432	EUTSA_v10002984mg
OG0000245	Bra038767, Bra004179, Bra004182, Bra038635	EUTSA_v10024419mg
OG0000246	Bra015021	EUTSA_v10029227mg, EUTSA_v10023870mg, EUTSA_v10024137mg
OG0000248	Bra023084, Bra005236, Bra017219	EUTSA_v10016774mg
OG0000248	Bra021241, Bra001661	EUTSA_v10020887mg
OG0000248	Bra041036	EUTSA_v10001487mg
OG0000248	Bra000914	EUTSA_v10027815mg
OG0000248	Bra036311	EUTSA_v10028715mg
OG0000250	Bra006162, Bra006161, Bra023377	EUTSA_v10013397mg
OG0000251	Bra012793	EUTSA_v10027495mg, EUTSA_v10025084mg
OG0000251	Bra027948, Bra000843	EUTSA_v10027217mg, EUTSA_v10027528mg, EUTSA_v10027049mg
OG0000251	Bra039554	EUTSA_v10025137mg
OG0000251	Bra012792	EUTSA_v10027045mg
OG0000252	Bra016382, Bra031388	EUTSA_v10007502mg, EUTSA_v10007489mg
OG0000252	Bra031387	EUTSA_v100074990mg
OG0000252	Bra012324	EUTSA_v10009957mg
OG0000253	Bra034477	EUTSA_v10015760mg, EUTSA_v10029439mg, EUTSA_v10015776mg, EUTSA_v10012388mg, EUTSA_v10027512mg, EUTSA_v10002316mg, EUTSA_v10029293mg, EUTSA_v10024063mg, EUTSA_v10012362mg, EUTSA_v10002281mg, EUTSA_v10015254mg, EUTSA_v10024008mg, EUTSA_v10012358mg
OG0000256	Bra013106, Bra003043	EUTSA_v10023168mg, EUTSA_v10015239mg
OG0000256	Bra029060, Bra029061	EUTSA_v10015903mg, EUTSA_v10015428mg
OG0000257	Bra027910, Bra020009, Bra020000, Bra031673, Bra030787, Bra031682, Bra030792	EUTSA_v10008951mg, EUTSA_v10008955mg
OG0000258	Bra025307	EUTSA_v10003537mg
OG0000258	Bra012469	EUTSA_v10006594mg
OG0000258	Bra004332, Bra004020	EUTSA_v10018025mg
OG0000258	Bra019818, Bra026919	EUTSA_v10006589mg
OG0000258	Bra026515, Bra025150	EUTSA_v10003538mg
OG0000259	Bra005773, Bra005774	EUTSA_v10002994mg
OG0000259	Bra040076, Bra031451	EUTSA_v10002720mg, EUTSA_v10002986mg
OG0000259	Bra028407	EUTSA_v10028054mg
OG0000261	Bra022454	EUTSA_v10022418mg, EUTSA_v10022361mg, EUTSA_v10022270mg
OG0000261	Bra014921, Bra031252	EUTSA_v10022315mg
OG0000262	Bra003638, Bra010092	EUTSA_v10015993mg, EUTSA_v10015301mg, EUTSA_v10015350mg, EUTSA_v10015736mg, EUTSA_v10015884mg
OG0000263	Bra006063, Bra036150	EUTSA_v10022083mg
OG0000263	Bra023735	EUTSA_v10022355mg, EUTSA_v10021944mg, EUTSA_v10022314mg, EUTSA_v10021905mg, EUTSA_v10022208mg
OG0000265	Bra038169, Bra027937	EUTSA_v10023657mg, EUTSA_v10023704mg
OG0000265	Bra018576	EUTSA_v10008843mg
OG0000265	Bra000895	EUTSA_v10008842mg
OG0000266	Bra005987	EUTSA_v10014408mg
OG0000266	Bra029370, Bra029368, Bra029369, Bra026502, Bra009675, Bra009674, Bra009672, Bra009677	EUTSA_v10004897mg, EUTSA_v10004905mg
OG0000267	Bra029469, Bra018490	EUTSA_v10019481mg
OG0000268	Bra037654	EUTSA_v10002650mg, EUTSA_v10023934mg
OG0000268	Bra037653, Bra040653	EUTSA_v10001796mg
OG0000268	Bra037655	EUTSA_v10001601mg
OG0000269	Bra024527	EUTSA_v10007305mg
OG0000269	Bra016091	EUTSA_v10019647mg
OG0000269	Bra011567	EUTSA_v10024783mg
OG0000269	Bra036761, Bra034413	EUTSA_v10001814mg
OG0000269	Bra000681	EUTSA_v10028553mg
OG0000270	Bra027134, Bra031486, Bra031485	EUTSA_v10023569mg
OG0000270	Bra027142, Bra027140	EUTSA_v10023574mg
OG0000271	Bra024997	EUTSA_v10001199mg, EUTSA_v10001105mg
OG0000271	Bra024978, Bra022076	EUTSA_v10001100mg
OG0000272	Bra024532, Bra012340	EUTSA_v10009321mg
OG0000272	Bra005883, Bra009167	EUTSA_v10015600mg, EUTSA_v10023916mg, EUTSA_v10023799mg
OG0000272	Bra003906, Bra007991, Bra017654, Bra016103	EUTSA_v10018412mg
OG0000273	Bra018837	EUTSA_v10022944mg
OG0000275	Bra001847	EUTSA_v10021907mg
OG0000275	Bra012795, Bra039557	EUTSA_v10025075mg
OG0000276	Bra014144, Bra039931, Bra032183, Bra032184	EUTSA_v10016633mg
OG0000276	Bra028769, Bra005843	EUTSA_v10010943mg
OG0000277	Bra031605, Bra002483, Bra031602, Bra018669	EUTSA_v10013526mg, EUTSA_v10007618mg, EUTSA_v10007619mg, EUTSA_v10007620mg
OG0000278	Bra011309	EUTSA_v10024136mg, EUTSA_v10019458mg, EUTSA_v10000285mg, EUTSA_v10000284mg
OG0000279	Bra029492, Bra000794, Bra041109	EUTSA_v10028587mg
OG0000279	Bra016805, Bra031790	EUTSA_v10007418mg
OG0000279	Bra034478	EUTSA_v10023414mg
OG0000280	Bra005246, Bra017463, Bra017224	EUTSA_v10016560mg
OG0000280	Bra005242, Bra005241, Bra023081	EUTSA_v10016558mg
OG0000280	Bra023079	EUTSA_v10017544mg
OG0000281	Bra008313, Bra033733	EUTSA_v10018703mg
OG0000281	Bra010226, Bra011292	EUTSA_v10025490mg
OG0000282	Bra023508, Bra008716, Bra006286	EUTSA_v10015131mg
OG0000282	Bra024672, Bra012435, Bra016299	EUTSA_v10009197mg
OG0000282	Bra025358, Bra033063	EUTSA_v10005197mg
OG0000282	Bra028443	EUTSA_v10028074mg
OG0000283	Bra017325, Bra017327, Bra017326	EUTSA_v10017910mg
OG0000283	Bra000076, Bra000050	EUTSA_v10017827mg, EUTSA_v10009920mg
OG0000287	Bra037877	EUTSA_v10028769mg
OG0000287	Bra039816	EUTSA_v10022759mg
