Orthogroup	Brassica_rapa	Aethionema_arabicum
OG0000183	Bra033785, Bra018113	AA96G00043, AA96G00042
OG0000183	Bra018115, Bra018114, Bra015049	AA96G00039
OG0000185	Bra011005, Bra030824, Bra028116, Bra020175, Bra028117	AA347G00003, AA227G00004
OG0000186	Bra032915	AA49G00019, AA49G00018
OG0000186	Bra032917, Bra030108, Bra030107, Bra030106	AA49G00020, AA49G00028, AA49G00026, AA49G00034, AA49G00024, AA49G00022, AA49G00021, AA49G00033, AA49G00039, AA49G00040, AA49G00031, AA49G00030
OG0000191	Bra006865, Bra002804	AA44G00723
OG0000191	Bra031101, Bra036705, Bra039019	AA33G00255
OG0000191	Bra010331, Bra024148, Bra011098	AA102G00084
OG0000191	Bra039018, Bra031097, Bra036707	AA33G00254
OG0000191	Bra011099	AA102G00085
OG0000192	Bra017539	AA56G00030
OG0000192	Bra012621	AA57G00079
OG0000192	Bra030503, Bra033331, Bra003445, Bra002094	AA32G00225
OG0000192	Bra003490	AA61G00571
OG0000192	Bra040475, Bra004484	AA21G00428
OG0000193	Bra018729	AA18G00244
OG0000193	Bra001686, Bra022247, Bra021276	AA26G00456
OG0000193	Bra039756	AA53G01122
OG0000193	Bra028132	AA27G00066
OG0000193	Bra023573, Bra008612	AA40G00454
OG0000194	Bra037082	AA439G00003, AA240G00009
OG0000197	Bra029220	AA4G00088
OG0000198	Bra015067	AA16G00107
OG0000198	Bra000504, Bra011996, Bra026648	AA120G00013, AA200G00002, AA16G00108
OG0000199	Bra020282, Bra006690, Bra002527, Bra019475	AA97G00034
OG0000199	Bra005767	AA19G00231
OG0000201	Bra010225, Bra023988	AA102G00329, AA1594G00001
OG0000201	Bra001387, Bra034869, Bra029892	AA82G00013, AA82G00009
OG0000201	Bra032078, Bra022855	AA82G00014, AA394G00001, AA82G00015
OG0000203	Bra039286, Bra004352	AA148G00010, AA137G00001, AA148G00008, AA93G00052, AA93G00035, AA63G00024, AA93G00039, AA93G00005, AA44G00523, AA137G00005, AA11G00026, AA40G00444, AA93G00033, AA40G00445, AA11G00028, AA11G00027, AA93G00047, AA93G00048, AA93G00051, AA81G00059, AA268G00004, AA46G00034, AA46G00079, AA93G00034, AA93G00049, AA93G00050, AA93G00002, AA93G00001, AA93G00038, AA93G00004, AA63G00023, AA93G00040
OG0000205	Bra019685, Bra026861, Bra016712, Bra019683, Bra026860, Bra039838, Bra015217	AA14G00016
OG0000207	Bra029322, Bra014669, Bra023557, Bra023082	AA240G00007
OG0000210	Bra036897, Bra020467	AA40G00135, AA40G00133, AA356G00004, AA57G00265
OG0000210	Bra033509, Bra013449	AA131G00073, AA31G00003, AA31G00001, AA131G00074, AA131G00072
OG0000210	Bra022813	AA57G00264, AA57G00262, AA57G00508
OG0000211	Bra025882, Bra025883, Bra025886, Bra012273, Bra016428, Bra016426, Bra016427, Bra025884, Bra012272	AA39G00343, AA39G00814, AA205G00005, AA54G00014, AA54G00013, AA69G00031, AA39G00338, AA254G00002, AA16G00031, AA23G00080
OG0000214	Bra000799, Bra029500, Bra000797, Bra017551, Bra000796, Bra017552, Bra022095, Bra018496, Bra029470, Bra029499, Bra018493, Bra018492	AA57G00404, AA57G00400
OG0000216	Bra001536, Bra021533, Bra021535, Bra027370	AA15G00162, AA26G00135, AA26G00132
OG0000216	Bra013299, Bra012602	AA57G00117
OG0000216	Bra001551, Bra021556, Bra027338, Bra001550, Bra021555	AA26G00163
OG0000218	Bra006024, Bra035862	AA19G00127
OG0000219	Bra034282, Bra003441, Bra007579	AA61G00476
OG0000220	Bra012513	AA131G00071
OG0000220	Bra020921, Bra020953	AA57G00261, AA192G00005, AA57G00263
OG0000222	Bra038083, Bra039550	AA87G00188
OG0000222	Bra001837	AA26G00806
OG0000222	Bra019731, Bra034495, Bra027052	AA53G01434
OG0000222	Bra000789	AA6G00280
OG0000222	Bra020857, Bra013587	AA57G00422
OG0000223	Bra002904, Bra028979, Bra035208, Bra035209	AA25G00090
OG0000223	Bra019073, Bra004101, Bra035244, Bra034037, Bra026409, Bra019092	AA10G00432
OG0000224	Bra010649, Bra015438, Bra024166, Bra033965, Bra010480, Bra010479, Bra036985, Bra016582, Bra002895, Bra002893	AA30G00349
OG0000226	Bra024645, Bra012419	AA2921G00001
OG0000226	Bra028394	AA38G00085, AA38G00082, AA38G00083, AA31G00452
OG0000227	Bra014807, Bra014810	AA53G00405
OG0000228	Bra019307	AA54G00312
OG0000228	Bra000974, Bra032644, Bra033248, Bra014437, Bra007603, Bra039301, Bra004950	AA61G00505, AA21G00332
OG0000229	Bra015586, Bra031582, Bra034227, Bra034230, Bra034226, Bra000816, Bra000817	AA6G00200, AA6G00199, AA6G00196, AA6G00194, AA6G00191, AA6G00180, AA6G00193, AA6G00176, AA6G00207, AA6G00206, AA6G00195, AA6G00205, AA6G00177, AA6G00175, AA6G00179, AA6G00192, AA6G00189, AA6G00198, AA6G00197, AA6G00178
OG0000230	Bra030169, Bra030170, Bra030174	AA54G00382
OG0000234	Bra025994, Bra026684, Bra026681, Bra026679, Bra026680, Bra025995, Bra035031	AA31G00137
OG0000235	Bra027324, Bra001560, Bra027322, Bra018806, Bra021572, Bra027319, Bra021570, Bra027320, Bra027321, Bra001562, Bra001563, Bra001564	AA26G00185
OG0000237	Bra039625	AA144G00002
OG0000237	Bra031203, Bra030290	AA46G00084
OG0000237	Bra010695	AA20G00022
OG0000238	Bra022771, Bra028599, Bra006051	AA44G00277
OG0000238	Bra031884	AA4G00237
OG0000240	Bra038535, Bra017875	AA30G00350
OG0000240	Bra004850, Bra000355, Bra037641	AA21G00213
OG0000242	Bra013473, Bra013472, Bra024717, Bra024719	AA57G00288
OG0000244	Bra013946	AA543G00006, AA46G00126, AA73G00008, AA1111G00002, AA222G00002, AA598G00002, AA1469G00003
OG0000245	Bra013522, Bra000261, Bra004130, Bra004129, Bra004131, Bra033474, Bra001432, Bra038767, Bra004179, Bra004182, Bra038635	AA57G00342
OG0000246	Bra015021	AA164G00004, AA99G00001
OG0000247	Bra016594	AA39G00058, AA45G00002
OG0000247	Bra030998, Bra003867	AA31G00655
OG0000248	Bra023084, Bra005236, Bra017219	AA60G00102
OG0000248	Bra021241, Bra001661	AA26G00418
OG0000248	Bra041036	AA21G00433
OG0000248	Bra000914, Bra036311	AA32G00222
OG0000250	Bra003060	AA11G00105, AA11G00109, AA11G00108, AA11G00107, AA619G00001, AA513G00002, AA11G00106
OG0000252	Bra012322, Bra031386, Bra016382, Bra031388, Bra031387, Bra012323, Bra012324	AA1620G00001
OG0000257	Bra027910, Bra020009, Bra020000, Bra031673, Bra030787, Bra031682, Bra030792	AA65G00020, AA65G00009
OG0000258	Bra025307	AA53G01027
OG0000258	Bra012469	AA39G00670
OG0000258	Bra004332, Bra004020	AA112G00006
OG0000258	Bra019818, Bra026919	AA65G00363
OG0000258	Bra026515, Bra025150	AA53G00803
OG0000265	Bra018576	AA42G00048
OG0000265	Bra000895	AA7G00011, AA32G00242
OG0000266	Bra005987	AA44G00158
OG0000266	Bra029370, Bra029368, Bra029369, Bra026502, Bra009675, Bra009674, Bra009672, Bra009677	AA5G00225
OG0000267	Bra029469, Bra018490	AA10G00034, AA10G00033
OG0000268	Bra004828, Bra000352, Bra037654, Bra037653, Bra040653, Bra004826, Bra037655, Bra028465	AA21G00193
OG0000269	Bra024527	AA39G00454
OG0000269	Bra016091	AA31G00126
OG0000269	Bra036761, Bra034413	AA54G00097
OG0000269	Bra000681	AA9G00190
OG0000270	Bra027134, Bra031486, Bra031485	AA53G00504
OG0000271	Bra022050, Bra022081, Bra022088, Bra022087, Bra024997, Bra024978, Bra022076	AA99G00013, AA357G00001, AA357G00002
OG0000272	Bra024532, Bra012340	AA39G00460
OG0000272	Bra005883, Bra009167, Bra003906, Bra007991, Bra017654, Bra016103	AA31G00115
OG0000275	Bra031310, Bra001847, Bra012795, Bra039557	AA621G00004, AA315G00001, AA28G00038
OG0000276	Bra014144, Bra039931, Bra032183, Bra032184	AA87G00361, AA87G00357, AA87G00364, AA87G00368, AA87G00360
OG0000276	Bra028769, Bra005843	AA31G00725
OG0000277	Bra020251, Bra006661, Bra031605, Bra002483, Bra031602, Bra018669, Bra020253, Bra018242, Bra030707, Bra031601	AA32G00864, AA32G00861, AA115G00012, AA8G00337
OG0000278	Bra007155, Bra011273, Bra011309, Bra017020	AA102G00230, AA33G00329, AA67G00037, AA118G00030, AA79G00012, AA40G00308, AA36G00016, AA33G00071, AA33G00327, AA96G00107, AA96G00108, AA96G00106
OG0000279	Bra029492, Bra000794, Bra041109	AA6G00276
OG0000279	Bra016805, Bra031790	AA65G00240
OG0000280	Bra005246, Bra017463, Bra017224	AA60G00116
OG0000280	Bra005242, Bra005241, Bra023081, Bra023079	AA60G00110, AA60G00113, AA23G00015
OG0000281	Bra003682, Bra008316, Bra008313, Bra033733, Bra010226, Bra011292, Bra027815	AA53G01380
OG0000282	Bra023508, Bra008716, Bra006286	AA40G00572
OG0000282	Bra025358, Bra033063	AA53G01073
OG0000282	Bra028443	AA9G00050
OG0000286	Bra010141, Bra031238, Bra038145, Bra033150	AA87G00394
OG0000288	Bra039235	AA22G00094
OG0000288	Bra027401, Bra001521	AA26G00095
OG0000288	Bra028563, Bra006079, Bra006080	AA44G00345
OG0000290	Bra021641, Bra018307	AA32G00652
OG0000291	Bra029046, Bra029045	AA11G00064, AA11G00063
OG0000291	Bra022688, Bra029049	AA11G00062
OG0000292	Bra018266, Bra025434, Bra028157, Bra000425	AA60G00042
OG0000293	Bra031575, Bra030683	AA90G00064
OG0000293	Bra039976	AA32G00753
OG0000298	Bra020649	AA29G00064
OG0000298	Bra033534, Bra038043	AA18G00184
OG0000299	Bra018825, Bra039648, Bra014232	AA26G00638
OG0000300	Bra005168, Bra035326, Bra018553, Bra000881	AA135G00011
OG0000302	Bra037198, Bra025822, Bra016466	AA39G00292
OG0000303	Bra006711, Bra006713, Bra006712, Bra006710, Bra006714	AA1G00171, AA1G00168
OG0000303	Bra015306, Bra015307, Bra032515, Bra030566	AA19G00115
OG0000304	Bra008440, Bra012589, Bra008441, Bra003585	AA31G00857
OG0000304	Bra026740, Bra026094	AA37G00156
OG0000305	Bra024110, Bra012502	AA102G00145
OG0000306	Bra027358, Bra027359	AA39G00113, AA93G00272
OG0000306	Bra030913, Bra037957, Bra037954, Bra014374, Bra030912, Bra030915, Bra014372	AA15G00154, AA15G00155, AA15G00156, AA15G00153
OG0000307	Bra002462, Bra020238, Bra006650	AA32G00870
OG0000307	Bra005215, Bra005216, Bra023102, Bra023103, Bra006997	AA36G00057, AA60G00062
OG0000308	Bra024603	AA753G00001
OG0000308	Bra012702	AA53G00306
OG0000308	Bra012416	AA39G00575
OG0000308	Bra006343, Bra008638	AA3G00158
OG0000309	Bra029189	AA5G00181, AA123G00138, AA204G00005, AA123G00137
OG0000310	Bra029893, Bra019538, Bra029898, Bra029897, Bra018069	AA96G00090
OG0000311	Bra012688, Bra012689, Bra020693	AA53G00270
OG0000314	Bra027410, Bra001516, Bra021496, Bra021495, Bra021497	AA26G00081
OG0000314	Bra030878, Bra037985, Bra037986, Bra037987, Bra014354, Bra030876	AA15G00188
OG0000316	Bra025678, Bra031041, Bra016546, Bra025681	AA39G00162
OG0000316	Bra015911, Bra015912, Bra003801, Bra008149	AA31G00506
OG0000317	Bra018984, Bra030365	AA15G00060
OG0000317	Bra007080, Bra014808, Bra003188, Bra000097	AA60G00218
OG0000318	Bra000319, Bra000320, Bra037688, Bra004777	AA21G00143
OG0000318	Bra033984, Bra003386, Bra014532	AA61G00350
OG0000319	Bra003401, Bra007508	AA23G00040
OG0000319	Bra027873, Bra019555, Bra004836, Bra039970, Bra004835, Bra037651	AA21G00199, AA123G00110
OG0000321	Bra024708	AA39G00640
OG0000321	Bra006303, Bra008695	AA10G00399, AA40G00544
OG0000323	Bra015542, Bra015541	AA32G00582
OG0000323	Bra022848, Bra018234, Bra021725, Bra021626	AA32G00671
OG0000324	Bra015622	AA134G00004, AA204G00009, AA2230G00001, AA87G00321, AA190G00005, AA595G00002, AA68G00041, AA208G00006, AA484G00001, AA61G00014, AA65G00054, AA123G00178, AA816G00003
OG0000325	Bra025193, Bra036344	AA65G00336
OG0000325	Bra019809, Bra026930, Bra024465, Bra026929, Bra026933, Bra026936, Bra019808	AA65G00335
OG0000326	Bra022237, Bra001679, Bra001680, Bra022227, Bra011379	AA37G00128
OG0000327	Bra012797, Bra037088	AA87G00200
OG0000327	Bra003137	AA62G00047, AA62G00078
OG0000327	Bra017198, Bra005207, Bra005208	AA60G00053
OG0000329	Bra015330	AA19G00094
OG0000329	Bra002347, Bra020140	AA8G00200, AA8G00197
OG0000330	Bra039830, Bra013115	AA123G00098
OG0000332	Bra032172, Bra039195	AA46G00213, AA1173G00003
OG0000332	Bra018797	AA2G00102
OG0000332	Bra034603, Bra011488, Bra013104, Bra015220	AA123G00077
OG0000333	Bra005425, Bra022976	AA18G00099
OG0000333	Bra005423	AA54G00401
OG0000334	Bra009577, Bra028867, Bra000131	AA93G00112, AA63G00014
OG0000335	Bra007060	AA2G00174
OG0000335	Bra017287, Bra023033	AA95G00012
OG0000336	Bra025428	AA9G00002, AA9G00001, AA27G00001
OG0000336	Bra039727	AA53G01245
OG0000337	Bra038089, Bra039563, Bra037084	AA87G00204
OG0000337	Bra001852, Bra023850, Bra031329	AA17G00025
OG0000337	Bra027040	AA53G01421
OG0000338	Bra021436, Bra021457, Bra008661	AA40G00505
OG0000338	Bra022674, Bra003033	AA11G00048
OG0000339	Bra007138, Bra028020, Bra007139, Bra028019, Bra011039, Bra004071	AA26G00658, AA26G00657
OG0000340	Bra041062, Bra020881, Bra013493, Bra013490, Bra013492, Bra020880, Bra020910, Bra013494, Bra038789	AA57G00307
OG0000342	Bra024854, Bra025859, Bra026800, Bra026184	AA53G00656
OG0000342	Bra004279, Bra004053, Bra010978, Bra032784, Bra012493	AA39G00717, AA39G00715
OG0000343	Bra027832, Bra016004, Bra016005, Bra016003, Bra008094, Bra008090, Bra008088, Bra008089, Bra016006, Bra016002, Bra000137, Bra008084, Bra008083, Bra008085	AA394G00014, AA16G00105, AA16G00106
OG0000345	Bra037006, Bra034562, Bra011439	AA29G00016, AA740G00001
OG0000345	Bra016112, Bra003911	AA31G00108
OG0000346	Bra035109	AA31G00795
OG0000347	Bra005568, Bra021804, Bra022893	AA32G00486
OG0000347	Bra005523, Bra022926, Bra032493, Bra015345, Bra030588	AA19G00080
OG0000348	Bra015747, Bra033477	AA311G00003
OG0000350	Bra018430, Bra001647, Bra001648, Bra022189, Bra021943	AA40G00300
OG0000350	Bra002132, Bra023652	AA40G00302
OG0000351	Bra014193	AA2G00083
OG0000351	Bra013092, Bra015245, Bra017617, Bra034594, Bra011483	AA123G00059
OG0000351	Bra001730, Bra037543	AA26G00579
OG0000352	Bra026014, Bra026015	AA39G00014, AA59G00030
OG0000354	Bra012932, Bra028699, Bra009265, Bra009264, Bra040910, Bra005934, Bra028698	AA44G00023
OG0000355	Bra036242, Bra000866, Bra000865	AA571G00005
OG0000356	Bra003129	AA36G00046
OG0000356	Bra006988, Bra025192, Bra036345, Bra025191	AA109G00001, AA53G00851, AA53G00850
OG0000357	Bra009017	AA44G00324
OG0000357	Bra024011, Bra010240, Bra011267, Bra011264, Bra011265	AA102G00289
OG0000357	Bra037443	AA242G00005
OG0000359	Bra027564, Bra027565, Bra025110, Bra039527, Bra016984	AA403G00001
OG0000360	Bra015070	AA109G00012
OG0000360	Bra032696	AA69G00043
OG0000360	Bra036155, Bra020672	AA202G00003
OG0000360	Bra029614	AA29G00087
OG0000361	Bra003598	AA787G00001
OG0000362	Bra022918, Bra022057	AA32G00507
OG0000362	Bra020152, Bra002361, Bra002360, Bra002349	AA8G00216
OG0000362	Bra034318	AA32G00930
OG0000363	Bra006860, Bra035629, Bra026455, Bra002798, Bra010436, Bra031094, Bra036709, Bra038580	AA44G00717, AA33G00251
OG0000364	Bra035755, Bra023937	AA78G00045
OG0000364	Bra002970	AA25G00001
OG0000364	Bra026367	AA32G01111
OG0000365	Bra014287, Bra030473	AA131G00009, AA61G00025, AA61G00024
OG0000367	Bra016946, Bra004609, Bra014659, Bra003260, Bra003261, Bra014970, Bra041013, Bra007290, Bra007289, Bra014971, Bra014653, Bra014657, Bra014654, Bra014658	AA61G00163, AA61G00160
OG0000368	Bra032586, Bra030509, Bra036285, Bra000887	AA32G00256
OG0000369	Bra021742, Bra022865, Bra015463	AA114G00026
OG0000369	Bra022845, Bra021726	AA32G00584
OG0000370	Bra004512	AA60G00228
OG0000370	Bra004510	AA21G00404
OG0000372	Bra036077, Bra036079, Bra016452	AA33G00111
OG0000373	Bra031590	AA16G00071
OG0000373	Bra031590	AA32G00843
OG0000373	Bra031590	AA60G00122
OG0000376	Bra030122, Bra010850, Bra032290	AA54G00330
OG0000376	Bra012585, Bra013328, Bra021001, Bra025047, Bra021996, Bra040697, Bra017586	AA6G00015, AA57G00142
OG0000379	Bra012955, Bra035927	AA26G00168
OG0000382	Bra028166, Bra036069, Bra029999, Bra015058	AA1241G00001
OG0000383	Bra001581, Bra021589	AA26G00216
OG0000383	Bra022959	AA43G00007
OG0000383	Bra032914, Bra030105, Bra010860	AA49G00047
OG0000387	Bra026038, Bra035079, Bra003630	AA2270G00001, AA31G00762
OG0000389	Bra034745, Bra038742, Bra001465, Bra038807, Bra013456	AA57G00272
OG0000389	Bra005384, Bra014891, Bra023137	AA30G00035
OG0000390	Bra027357	AA26G00146
OG0000390	Bra014375, Bra030916, Bra030917, Bra039701	AA15G00152, AA15G00150
OG0000391	Bra031046, Bra031042, Bra005668, Bra028910, Bra038677, Bra001419	AA19G00437
OG0000393	Bra017258, Bra009165, Bra023052, Bra005296, Bra001406, Bra002045, Bra034833	AA52G00021, AA18G00042, AA60G00181
OG0000394	Bra010987, Bra026636, Bra027951, Bra027950, Bra027858, Bra027859	AA53G00419, AA260G00008, AA773G00001, AA54G00405, AA247G00002, AA127G00020, AA101G00002, AA431G00001, AA773G00002, AA15G00148, AA56G00085
OG0000395	Bra033344	AA32G00251
OG0000395	Bra021377, Bra032022	AA10G00310
OG0000395	Bra023588, Bra008583	AA40G00409
OG0000396	Bra002311, Bra020110, Bra020100, Bra002295	AA8G00162
OG0000397	Bra003115, Bra003114, Bra022607, Bra022605, Bra022606, Bra029107, Bra022609	AA77G00009, AA77G00008, AA41G00012, AA41G00011, AA41G00010
OG0000398	Bra005802, Bra036601, Bra009459, Bra009460, Bra009458, Bra022603, Bra012070, Bra034838, Bra034836, Bra001405	AA52G00016, AA52G00013
OG0000399	Bra028426	AA16G00003
OG0000399	Bra030279, Bra034255, Bra010711, Bra040586, Bra025402, Bra033107, Bra036207, Bra025401	AA27G00045, AA6G00347, AA57G00460
OG0000401	Bra030395, Bra018959, Bra014320	AA15G00027
OG0000401	Bra014179	AA2G00068
OG0000401	Bra022360, Bra001724	AA26G00561
OG0000402	Bra000324, Bra037684, Bra037686, Bra037685, Bra000322, Bra000323, Bra004779, Bra037683, Bra004780, Bra038473	AA21G00147
OG0000403	Bra011089	AA102G00072
OG0000403	Bra026452	AA81G00058, AA481G00002
OG0000403	Bra002801, Bra006864	AA44G00720
OG0000404	Bra032779, Bra029393, Bra026465, Bra029392, Bra009738, Bra031120, Bra029391, Bra009737	AA5G00287
OG0000405	Bra011962, Bra034399	AA32G00879
OG0000405	Bra017202, Bra023107	AA60G00059
OG0000406	Bra020498, Bra009838	AA12G00089
OG0000406	Bra008981, Bra006092	AA44G00377
OG0000406	Bra034256, Bra007795, Bra011343	AA66G00022
OG0000407	Bra022699, Bra003010	AA11G00072
OG0000407	Bra026323, Bra010395, Bra019033, Bra019034, Bra010396, Bra019035	AA8G00201
OG0000408	Bra015298, Bra030560, Bra032520	AA19G00124, AA32G00414
OG0000408	Bra039855	AA87G00261
OG0000408	Bra001900, Bra033886	AA17G00101
OG0000409	Bra009949, Bra036619, Bra020581	AA40G00107
OG0000409	Bra028869	AA32G00842
OG0000409	Bra020278, Bra006688, Bra002523	AA97G00036
OG0000410	Bra021643, Bra021646, Bra018306, Bra035930	AA32G00650
OG0000411	Bra016264, Bra029252	AA5G00062
OG0000411	Bra026833	AA14G00041
OG0000411	Bra016703, Bra016704, Bra026222	AA53G00721
OG0000412	Bra003738	AA89G00006
OG0000412	Bra039029	AA33G00267
OG0000412	Bra009866	AA12G00128
OG0000412	Bra023336, Bra006107	AA390G00005, AA44G00419
OG0000413	Bra006396, Bra008561, Bra023612, Bra006397	AA40G00376, AA40G00363
OG0000413	Bra021090	AA53G01137
OG0000413	Bra017429, Bra026621	AA53G00682
OG0000414	Bra038560, Bra038837	AA33G00192
OG0000414	Bra032218, Bra024451	AA33G00193
OG0000417	Bra029263, Bra029265, Bra035895, Bra010078	AA5G00081, AA96G00014, AA5G00080
OG0000417	Bra028263, Bra029167, Bra038226, Bra022554	AA41G00015
OG0000420	Bra016589	AA39G00072
OG0000420	Bra001747	AA26G00614, AA26G00616
OG0000420	Bra017637, Bra034616, Bra011506	AA118G00026
OG0000423	Bra025519, Bra028488	AA87G00074
OG0000423	Bra025232, Bra032956, Bra032957, Bra032959	AA53G00892
OG0000424	Bra032150, Bra000640, Bra040904, Bra001786, Bra035787, Bra040903, Bra001787	AA26G00705, AA169G00002
OG0000424	Bra001785	AA1177G00003
OG0000425	Bra027994, Bra027995, Bra027996, Bra027991	AA54G00188
OG0000426	Bra009706, Bra029381, Bra026484	AA5G00254, AA116G00015, AA96G00143
OG0000427	Bra027523	AA87G00152
OG0000427	Bra033037, Bra025321	AA53G01038
OG0000428	Bra003410, Bra014490, Bra014491, Bra014489, Bra003411, Bra003412, Bra007535, Bra014487	AA61G00404
OG0000431	Bra038440, Bra004469, Bra040223	AA21G00449
OG0000432	Bra014175, Bra018780	AA2G00064
OG0000433	Bra017421	AA53G00690
OG0000435	Bra001753, Bra038221, Bra022437, Bra001754	AA26G00239
OG0000436	Bra033358, Bra030515	AA7G00034
OG0000436	Bra018543, Bra000876, Bra000875, Bra036259, Bra036260	AA32G00281
OG0000437	Bra000450, Bra012969, Bra007677, Bra003498	AA61G00585, AA21G00463
OG0000439	Bra026631, Bra024852, Bra032313, Bra024858	AA53G00662
OG0000439	Bra012495	AA39G00720
OG0000439	Bra004149	AA53G01127
OG0000440	Bra020722	AA44G00549, AA44G00509
OG0000442	Bra027425, Bra039397, Bra011914, Bra030868, Bra037993, Bra026448, Bra019114, Bra002808	AA44G00727
OG0000443	Bra031502, Bra010250	AA53G00486, AA53G00485
OG0000443	Bra031505	AA53G00488
OG0000444	Bra018276, Bra018262, Bra022800, Bra022782	AA21G00003, AA1193G00001, AA21G00004, AA19G00489
OG0000446	Bra007848, Bra032087, Bra032092, Bra032086	AA82G00018
OG0000447	Bra035573, Bra028981	AA25G00088
OG0000448	Bra023104, Bra017204, Bra039787, Bra039782, Bra003134, Bra006998	AA36G00061
OG0000448	Bra002460	AA8G00319
OG0000449	Bra020716, Bra040034, Bra040036, Bra001269, Bra001268, Bra040032	AA29G00169
OG0000451	Bra003119	AA77G00005
OG0000451	Bra028948, Bra028952	AA25G00134, AA10G00464
OG0000453	Bra027095, Bra018945	AA374G00002, AA15G00012, AA15G00011, AA15G00014, AA15G00015, AA15G00010
OG0000454	Bra035409	AA53G00459
OG0000454	Bra037944	AA143G00004
OG0000454	Bra010129, Bra029239, Bra035875	AA5G00032
OG0000455	Bra025453	AA87G00021
OG0000456	Bra037634, Bra000364, Bra004866, Bra007522, Bra014501	AA61G00391
