Orthogroup	Brassica_rapa	Tarenaya_hassleriana
OG0000222	Bra019731, Bra034495, Bra027052	Th2v04921
OG0000222	Bra000789, Bra020857, Bra013587	Th2v04430
OG0000223	Bra035774, Bra022155, Bra001790	Th2v21819
OG0000223	Bra002904, Bra028979, Bra035208, Bra035209, Bra019073, Bra004101, Bra035244, Bra034037, Bra026409, Bra019092	Th2v09446, Th2v21656
OG0000226	Bra024645, Bra012419, Bra037065, Bra037066, Bra028394, Bra003968	Th2v07013
OG0000227	Bra014807, Bra014810, Bra024614, Bra016333	Th2v30189
OG0000228	Bra019307, Bra000974, Bra032644, Bra033248, Bra014437, Bra007603, Bra039301, Bra004950	Th2v07170, Th2v12873, Th2v22568, Th2v20231, Th2v20501, Th2v07809
OG0000229	Bra015586, Bra031582, Bra034227, Bra034230, Bra034226, Bra000816, Bra000817	Th2v04341
OG0000230	Bra030169, Bra030170, Bra030174	Th2v26562, Th2v26564
OG0000230	Bra030161, Bra032331, Bra030166, Bra030167, Bra034418, Bra030168, Bra032332, Bra010817, Bra028414, Bra010816	Th2v26563
OG0000234	Bra035029, Bra003648, Bra003646, Bra003644	Th2v10044
OG0000234	Bra025994, Bra026684, Bra026681, Bra026679, Bra026680, Bra025995, Bra035031	Th2v23289
OG0000235	Bra027324, Bra001560, Bra027322, Bra018806, Bra021572, Bra027319, Bra021570, Bra027320, Bra027321, Bra001562, Bra001563, Bra001564	Th2v00901, Th2v23742, Th2v23740, Th2v23741, Th2v27421
OG0000236	Bra007453, Bra037254, Bra002085	Th2v11181
OG0000237	Bra039625	Th2v12237, Th2v03017, Th2v21539
OG0000237	Bra031203, Bra030290	Th2v02322, Th2v03237, Th2v12547
OG0000238	Bra022771, Bra028599, Bra006051, Bra009055, Bra024350, Bra031888, Bra031886, Bra024351, Bra031884	Th2v11783, Th2v13634, Th2v13635
OG0000240	Bra038535, Bra017875	Th2v03187
OG0000240	Bra009046, Bra006054, Bra037802	Th2v13625, Th2v11779, Th2v31476
OG0000240	Bra004850, Bra000355, Bra037641	Th2v07107, Th2v18070, Th2v12770, Th2v22457
OG0000241	Bra029570	Th2v14446, Th2v10001, Th2v04354
OG0000241	Bra009542	Th2v14448
OG0000242	Bra013473, Bra013472, Bra024717, Bra024719	Th2v04309, Th2v04310
OG0000245	Bra013522, Bra000261, Bra004130, Bra004129, Bra004131, Bra033474, Bra001432, Bra038767, Bra004179, Bra004182, Bra038635	Th2v10771
OG0000246	Bra015021	Th2v00475
OG0000247	Bra016594, Bra030994, Bra008053, Bra030998, Bra003867	Th2v09989
OG0000248	Bra023084, Bra005236, Bra017219	Th2v08838, Th2v20036
OG0000248	Bra041036	Th2v12985, Th2v22686, Th2v07255, Th2v27560
OG0000248	Bra000914, Bra036311	Th2v07889
OG0000250	Bra030347, Bra006162, Bra006161, Bra023377, Bra006160, Bra003060	Th2v09707
OG0000251	Bra012793	Th2v00716
OG0000251	Bra027948, Bra000843, Bra039554, Bra012792	Th2v00717
OG0000252	Bra012322, Bra031386, Bra016382, Bra031388, Bra031387, Bra012323, Bra012324	Th2v21144, Th2v04200, Th2v27956
OG0000257	Bra027910, Bra020009, Bra020000, Bra031673, Bra030787, Bra031682, Bra030792	Th2v03799, Th2v28611, Th2v05070, Th2v06164, Th2v14869, Th2v24339
OG0000258	Bra025307	Th2v28926
OG0000258	Bra012469, Bra004332, Bra004020	Th2v24886
OG0000258	Bra019818, Bra026919, Bra026515, Bra025150	Th2v00183, Th2v06461, Th2v15159
OG0000259	Bra019041, Bra005773, Bra005774, Bra040076, Bra031451, Bra028407	Th2v20115, Th2v20116, Th2v20117, Th2v20118, Th2v20119
OG0000264	Bra031855	Th2v13204
OG0000265	Bra018576	Th2v05099
OG0000265	Bra000895	Th2v16316
OG0000266	Bra005987, Bra029370, Bra029368, Bra029369, Bra026502, Bra009675, Bra009674, Bra009672, Bra009677	Th2v24131, Th2v11848, Th2v13802
OG0000267	Bra029469, Bra018490	Th2v11248
OG0000268	Bra004828, Bra000352, Bra037654, Bra037653, Bra040653, Bra004826, Bra037655, Bra028465	Th2v13146, Th2v12756, Th2v22444
OG0000269	Bra024527	Th2v27927
OG0000269	Bra034659, Bra034661	Th2v02521, Th2v02796
OG0000269	Bra036761, Bra034413, Bra000681	Th2v17153, Th2v04714
OG0000270	Bra027134, Bra031486, Bra031485, Bra027142, Bra027140	Th2v06114, Th2v14823, Th2v04983, Th2v20710
OG0000271	Bra022050, Bra022081, Bra022088, Bra022087, Bra024997, Bra024978, Bra022076	Th2v06834, Th2v15532
OG0000272	Bra024532, Bra012340, Bra005883, Bra009167, Bra003906, Bra007991, Bra017654, Bra016103	Th2v27919, Th2v30058
OG0000277	Bra020251, Bra006661, Bra031605, Bra002483, Bra031602, Bra018669, Bra020253, Bra018242, Bra030707, Bra031601	Th2v01062, Th2v01063, Th2v07596, Th2v15693, Th2v08316, Th2v08317, Th2v21249, Th2v18836, Th2v07737, Th2v15564
OG0000279	Bra029492, Bra000794, Bra041109	Th2v04426, Th2v16701
OG0000279	Bra027916, Bra027915	Th2v05079
OG0000279	Bra016805, Bra031790	Th2v04925, Th2v05997, Th2v14706, Th2v20611
OG0000279	Bra034478	Th2v20610
OG0000280	Bra005246, Bra017463, Bra017224, Bra005242, Bra005241, Bra023081, Bra023079, Bra005245, Bra005243, Bra023080	Th2v03647, Th2v11092, Th2v30056, Th2v11091, Th2v30054
OG0000281	Bra003682, Bra008316, Bra008313, Bra033733, Bra010226, Bra011292, Bra027815	Th2v04156
OG0000282	Bra023508, Bra008716, Bra006286	Th2v23117, Th2v24687
OG0000282	Bra024672, Bra012435, Bra016299	Th2v25008, Th2v25639
OG0000282	Bra025358, Bra033063, Bra028443	Th2v00381, Th2v23235
OG0000283	Bra017325, Bra017327, Bra017326, Bra000076, Bra000050, Bra005119, Bra005120, Bra005121, Bra005122	Th2v17282
OG0000286	Bra010141, Bra031238, Bra038145, Bra033150	Th2v21894, Th2v31507
OG0000287	Bra037877, Bra039816, Bra018007, Bra018006, Bra029933	Th2v17660, Th2v19042
OG0000288	Bra039235	Th2v01784
OG0000288	Bra027401, Bra001521	Th2v26092, Th2v00965
OG0000288	Bra028563, Bra006079, Bra006080	Th2v30695, Th2v17442, Th2v21398
OG0000290	Bra007718, Bra003517, Bra014379	Th2v07327, Th2v22768
OG0000290	Bra031540	Th2v08226, Th2v10455
OG0000291	Bra029046, Bra029045, Bra022688, Bra029049	Th2v09669
OG0000292	Bra018266, Bra025434, Bra028157, Bra000425	Th2v05300
OG0000293	Bra039976	Th2v07508, Th2v15765, Th2v07509, Th2v15764
OG0000294	Bra018659	Th2v00185, Th2v13349
OG0000298	Bra020649	Th2v11380, Th2v08998, Th2v18370
OG0000298	Bra033534, Bra038043	Th2v26274, Th2v25516
OG0000298	Bra033342, Bra000891, Bra008559	Th2v07916, Th2v16308
OG0000299	Bra020061, Bra020062	Th2v02957, Th2v21598, Th2v19062
OG0000300	Bra005168, Bra035326, Bra018553, Bra000881	Th2v16941
OG0000302	Bra016463	Th2v05793, Th2v20887, Th2v28132
OG0000302	Bra037198, Bra025822, Bra016466	Th2v04099
OG0000302	Bra016464, Bra016465, Bra012232, Bra012233	Th2v28131
OG0000303	Bra015311, Bra006711, Bra006713, Bra006712, Bra006710, Bra006714, Bra015306, Bra015307, Bra032515, Bra030566	Th2v08035, Th2v08036
OG0000304	Bra008440, Bra012589, Bra008441	Th2v17744
OG0000304	Bra026740, Bra026094	Th2v10178, Th2v10177
OG0000305	Bra024110, Bra012502	Th2v02151, Th2v02152
OG0000306	Bra027358, Bra027359, Bra030913, Bra037957, Bra037954, Bra014374, Bra030912, Bra030915, Bra014372	Th2v00927, Th2v26083
OG0000307	Bra002462, Bra020238, Bra006650	Th2v07603, Th2v15687
OG0000307	Bra005215, Bra005216, Bra023102, Bra023103, Bra006997	Th2v16894
OG0000308	Bra024603	Th2v03572, Th2v30172
OG0000308	Bra012702, Bra012416, Bra006343, Bra008638	Th2v29250, Th2v06617, Th2v15316
OG0000310	Bra029893, Bra019538, Bra029898, Bra029897, Bra018069	Th2v14047, Th2v11952, Th2v02637, Th2v02638
OG0000314	Bra027410, Bra001516, Bra021496, Bra021495, Bra021497, Bra030878, Bra037985, Bra037986, Bra037987, Bra014354, Bra030876	Th2v00974
OG0000317	Bra018984, Bra030365	Th2v20323, Th2v29602
OG0000317	Bra007080, Bra014808, Bra003188	Th2v03567, Th2v06588, Th2v15287
OG0000317	Bra000097	Th2v29720
OG0000318	Bra000319, Bra000320, Bra037688, Bra004777, Bra033984, Bra003386, Bra014532	Th2v03320
OG0000319	Bra003401, Bra007508, Bra027873, Bra019555, Bra004836, Bra039970, Bra004835, Bra037651	Th2v12759, Th2v22447, Th2v07115, Th2v18063, Th2v31360
OG0000321	Bra024708	Th2v31218, Th2v24928
OG0000321	Bra028430, Bra028234	Th2v24085
OG0000321	Bra006303, Bra008695	Th2v06331, Th2v15029, Th2v23090, Th2v24661
OG0000323	Bra015542, Bra015541, Bra022848, Bra018234, Bra021725, Bra021626	Th2v08237
OG0000327	Bra012797, Bra037088	Th2v19302
OG0000327	Bra003137, Bra017198, Bra005207, Bra005208	Th2v21263, Th2v16902
OG0000329	Bra015330	Th2v07712, Th2v15587, Th2v07711, Th2v15588
OG0000329	Bra019448, Bra034975	Th2v17982
OG0000329	Bra002347, Bra020140	Th2v17983
OG0000330	Bra039830, Bra013115	Th2v01251
OG0000330	Bra019917, Bra020281, Bra002526, Bra002525	Th2v28819
OG0000332	Bra032172, Bra039195	Th2v02398, Th2v03087
OG0000332	Bra018797	Th2v29408, Th2v29117
OG0000332	Bra034603, Bra011488, Bra013104, Bra015220	Th2v02562, Th2v02780
OG0000333	Bra005425, Bra022976, Bra005423, Bra030182, Bra030181, Bra010807	Th2v10398, Th2v26572
OG0000334	Bra034070, Bra001306, Bra029771	Th2v19991, Th2v08920, Th2v14459
OG0000335	Bra007060	Th2v30294
OG0000336	Bra028424, Bra025428, Bra027979, Bra039727	Th2v00653, Th2v00654
OG0000337	Bra038089, Bra039563, Bra037084	Th2v24613, Th2v19310
OG0000337	Bra027040	Th2v20589
OG0000338	Bra021436, Bra021457, Bra008661	Th2v23045
OG0000342	Bra024854, Bra025859, Bra026800, Bra026184	Th2v05417, Th2v06539, Th2v15238
OG0000342	Bra004279, Bra004053, Bra010978, Bra032784, Bra012493	Th2v24819, Th2v03930, Th2v30519
OG0000343	Bra027832, Bra016004, Bra016005, Bra016003, Bra008094, Bra008090, Bra008088, Bra008089, Bra016006, Bra016002, Bra000137, Bra008084, Bra008083, Bra008085, Bra016007, Bra003850	Th2v28094, Th2v28095
OG0000345	Bra037006, Bra034562, Bra011439	Th2v02589, Th2v02669
OG0000345	Bra016112, Bra003911	Th2v04692, Th2v17139
OG0000346	Bra035107, Bra035108, Bra008407	Th2v10139
OG0000346	Bra003613, Bra035106	Th2v23361
OG0000346	Bra035109	Th2v10138
OG0000347	Bra005568, Bra021804, Bra022893	Th2v16060
OG0000347	Bra005523, Bra022926, Bra032493, Bra015345, Bra030588	Th2v08079, Th2v16058, Th2v27115
OG0000350	Bra037663, Bra018430, Bra001647, Bra001648, Bra022189, Bra021943, Bra002132, Bra023652	Th2v12063, Th2v19099
OG0000351	Bra014193	Th2v29543, Th2v30874
OG0000351	Bra013092, Bra015245, Bra017617, Bra034594, Bra011483	Th2v02859
OG0000352	Bra026014, Bra026015, Bra022348, Bra007858, Bra007024	Th2v10071, Th2v30002, Th2v23304
OG0000353	Bra029097	Th2v19696
OG0000354	Bra012932, Bra028699, Bra009265, Bra009264, Bra040910, Bra005934, Bra028698	Th2v24043, Th2v13903, Th2v13904
OG0000355	Bra036241, Bra036242, Bra000866, Bra000865	Th2v16252
OG0000357	Bra009017, Bra009799, Bra036525	Th2v17425, Th2v29453
OG0000357	Bra024011, Bra010240, Bra011267, Bra011264, Bra011265	Th2v12385, Th2v02083, Th2v01819
OG0000357	Bra037443	Th2v11403, Th2v09232
OG0000358	Bra026603, Bra024822, Bra026605, Bra026604, Bra026608, Bra026606, Bra024823	Th2v00077
OG0000360	Bra015070, Bra032696	Th2v19562, Th2v25300
OG0000360	Bra036155, Bra020672	Th2v09236
OG0000362	Bra022918, Bra022057	Th2v08096
OG0000362	Bra020152, Bra002361, Bra002360, Bra002349	Th2v17973
OG0000362	Bra034318	Th2v07725, Th2v15576
OG0000363	Bra006860, Bra035629, Bra026455, Bra002798, Bra010436, Bra031094, Bra036709, Bra038580	Th2v12489, Th2v21706
OG0000364	Bra035755, Bra023937, Bra014285, Bra030460, Bra002970, Bra026367	Th2v24423, Th2v21836, Th2v28288, Th2v05469, Th2v20406
OG0000365	Bra014287, Bra030473	Th2v17305
OG0000367	Bra016946, Bra004609, Bra014659, Bra003260, Bra003261, Bra014970, Bra041013, Bra007290, Bra007289, Bra014971, Bra014653, Bra014657, Bra014654, Bra014658	Th2v03440, Th2v06781, Th2v15479
OG0000368	Bra032586, Bra030509, Bra036285, Bra000887	Th2v07306, Th2v25801, Th2v31094, Th2v31564, Th2v13019, Th2v22725, Th2v27587, Th2v07922
OG0000369	Bra021742, Bra022865, Bra015463, Bra022845, Bra021726	Th2v01176, Th2v15932
OG0000370	Bra002814, Bra035623, Bra004512, Bra004511, Bra004510	Th2v06620, Th2v15319, Th2v07223, Th2v12953, Th2v22651
OG0000372	Bra036077, Bra036079, Bra016452	Th2v09783, Th2v28155
OG0000373	Bra031590, Bra018689, Bra002524, Bra030697, Bra006689, Bra020280, Bra038265	Th2v18810, Th2v19804, Th2v03796, Th2v06671, Th2v15371, Th2v22333, Th2v21276
OG0000374	Bra020482, Bra038710, Bra038713, Bra038711, Bra038712, Bra038720, Bra038718, Bra038719, Bra038699, Bra038709	Th2v17698, Th2v17699, Th2v28096, Th2v31037
OG0000376	Bra030122, Bra010850, Bra032290	Th2v01320, Th2v26520
OG0000376	Bra012585, Bra013328, Bra021001, Bra025047, Bra021996, Bra040697, Bra017586	Th2v16550, Th2v27268
OG0000379	Bra001555, Bra001557, Bra021564, Bra021560, Bra021563, Bra021566, Bra012955, Bra035927	Th2v19177
OG0000380	Bra028984, Bra035570, Bra035569, Bra002910, Bra002911	Th2v21652
OG0000383	Bra001581, Bra021589	Th2v23771, Th2v27392, Th2v00884, Th2v30084
OG0000383	Bra022959, Bra032914, Bra030105, Bra010860	Th2v01304
OG0000384	Bra036691, Bra013101, Bra009961	Th2v12463, Th2v12464, Th2v12422, Th2v12457, Th2v12462
OG0000387	Bra026038, Bra035079, Bra003630	Th2v23317, Th2v05667, Th2v23320, Th2v23318, Th2v23319
OG0000389	Bra034745, Bra038742, Bra001465, Bra038807, Bra013456	Th2v19840
OG0000389	Bra005384, Bra014891, Bra023137	Th2v10508, Th2v01397
OG0000390	Bra027356, Bra027357, Bra014375, Bra030916, Bra030917, Bra039701	Th2v26081
OG0000391	Bra031046, Bra031042, Bra005668, Bra028910, Bra038677, Bra001419	Th2v14514
OG0000392	Bra036669, Bra015088, Bra013239	Th2v19572, Th2v25292
OG0000392	Bra036161, Bra020681	Th2v24810, Th2v11431, Th2v18342
OG0000393	Bra017258, Bra009165, Bra023052, Bra005296, Bra001406, Bra002045, Bra034833	Th2v03615, Th2v14351, Th2v22175, Th2v08743
OG0000395	Bra033344	Th2v07918, Th2v16305
OG0000395	Bra033554, Bra011900	Th2v12628
OG0000395	Bra021377, Bra032022	Th2v09112, Th2v22977, Th2v18573
OG0000396	Bra002311, Bra020110, Bra020100, Bra002295	Th2v18993
OG0000397	Bra003115, Bra003114, Bra022607, Bra022605, Bra022606, Bra029107, Bra022609	Th2v26920
OG0000398	Bra005802, Bra036601, Bra009459, Bra009460, Bra009458, Bra022603, Bra012070, Bra034838, Bra034836, Bra001405	Th2v23928, Th2v11675, Th2v11673, Th2v11674
OG0000399	Bra028426, Bra030279, Bra034255, Bra010711, Bra040586, Bra025402, Bra033107, Bra036207, Bra025401	Th2v06326, Th2v15024
OG0000401	Bra030395, Bra018959, Bra014320, Bra037557, Bra014179, Bra022360, Bra001724	Th2v23863, Th2v27304, Th2v21935
OG0000403	Bra011387	Th2v01963
OG0000403	Bra011089	Th2v01639, Th2v02192
OG0000403	Bra026452, Bra002801, Bra006864	Th2v21704, Th2v05537, Th2v09532
OG0000404	Bra032779, Bra029393, Bra026465, Bra029392, Bra009738, Bra031120, Bra029391, Bra009737	Th2v30699, Th2v17325, Th2v17309, Th2v17324
OG0000405	Bra011962, Bra034399	Th2v08329
OG0000405	Bra017202, Bra023107	Th2v16895
OG0000406	Bra020498, Bra009838	Th2v17652
OG0000406	Bra008981, Bra006092, Bra034256, Bra007795, Bra011343	Th2v02046, Th2v11121
OG0000407	Bra022699, Bra003010, Bra026323, Bra010395, Bra019033, Bra019034, Bra010396, Bra019035, Bra019036, Bra010397	Th2v28338, Th2v09675, Th2v09676, Th2v09674, Th2v28337
OG0000408	Bra015298, Bra030560, Bra032520	Th2v08031, Th2v16122
OG0000408	Bra039855, Bra001900, Bra033886	Th2v24584, Th2v19386, Th2v30090
OG0000409	Bra020581	Th2v25441
OG0000409	Bra028869	Th2v07563, Th2v15721, Th2v08300, Th2v08921
OG0000410	Bra021643, Bra021646, Bra018306, Bra035930	Th2v01613, Th2v02201, Th2v02202
OG0000410	Bra011418, Bra011421, Bra011419, Bra011420	Th2v01614
OG0000411	Bra016264, Bra029252	Th2v05171, Th2v28677
OG0000411	Bra026833, Bra016703, Bra016704, Bra026222, Bra017410, Bra024808, Bra026582	Th2v25643, Th2v24004
OG0000412	Bra003738	Th2v05595, Th2v07759
OG0000412	Bra039029	Th2v02200
OG0000412	Bra009866, Bra023336, Bra006107	Th2v19280
OG0000413	Bra006396, Bra008561, Bra023612, Bra006397	Th2v09128
OG0000413	Bra021090	Th2v06275, Th2v14976
OG0000413	Bra017429, Bra026621	Th2v00061
OG0000414	Bra010304, Bra010306, Bra038560, Bra038837, Bra032218, Bra024451	Th2v01712, Th2v01710, Th2v01711
OG0000417	Bra029263, Bra029265, Bra035895, Bra010078	Th2v24015, Th2v27882, Th2v13953
OG0000417	Bra028263, Bra029167, Bra038226, Bra022554	Th2v05880, Th2v20983
OG0000418	Bra009628, Bra023543, Bra025603, Bra009627	Th2v14487
OG0000420	Bra016589	Th2v30783
OG0000420	Bra001747	Th2v29418
OG0000420	Bra017637, Bra034616, Bra011506	Th2v02766, Th2v02570, Th2v12029
OG0000421	Bra013712, Bra019294, Bra035214, Bra007610, Bra020813, Bra013714, Bra019291, Bra019293, Bra011025	Th2v01783, Th2v02106, Th2v03771
OG0000422	Bra021380, Bra004240, Bra032117, Bra000748	Th2v04522, Th2v16771
OG0000423	Bra025519, Bra028488, Bra025232, Bra032956, Bra032957, Bra032959	Th2v00261, Th2v06418, Th2v15117
OG0000424	Bra032150, Bra000640, Bra040904, Bra001786, Bra035787, Bra040903, Bra001787, Bra001785	Th2v08403
OG0000425	Bra018121, Bra010194, Bra027994, Bra027995, Bra027996, Bra027991	Th2v04646, Th2v10913
OG0000426	Bra029928, Bra018026, Bra009706, Bra029381, Bra026484	Th2v08505, Th2v19711, Th2v25254
OG0000427	Bra027523	Th2v00341
OG0000427	Bra025320	Th2v00342
OG0000427	Bra033037, Bra025321	Th2v28885
OG0000428	Bra003410, Bra014490, Bra014491, Bra014489, Bra003411, Bra003412, Bra007535, Bra014487	Th2v07084, Th2v18091, Th2v12793, Th2v22480
OG0000432	Bra037562, Bra022354, Bra001721, Bra014174, Bra018779, Bra018777, Bra014175, Bra018780	Th2v29435
OG0000433	Bra026615, Bra017421, Bra024832	Th2v28662
OG0000435	Bra001753, Bra038221, Bra022437, Bra001754	Th2v22018
OG0000436	Bra033358, Bra030515, Bra018543, Bra000876, Bra000875, Bra036259, Bra036260	Th2v16275
OG0000437	Bra025580	Th2v00322
OG0000437	Bra000450, Bra012969, Bra007677, Bra003498	Th2v07279, Th2v27577, Th2v30334
OG0000439	Bra026631, Bra024852, Bra032313, Bra024858	Th2v00047
OG0000439	Bra012495	Th2v28270
OG0000439	Bra004149	Th2v00563
OG0000440	Bra020722	Th2v03856, Th2v30786, Th2v30704
OG0000440	Bra007572, Bra036186, Bra003437, Bra000398	Th2v16452
OG0000441	Bra020560, Bra030358, Bra028225, Bra028467	Th2v00700
OG0000442	Bra027425, Bra039397, Bra011914, Bra030868, Bra037993, Bra026448, Bra019114, Bra002808	Th2v09527
OG0000443	Bra031502, Bra010250, Bra027151, Bra031505	Th2v20729, Th2v20727, Th2v20725, Th2v09728
OG0000445	Bra031202, Bra030292, Bra033603, Bra010696, Bra011871	Th2v02321, Th2v12548, Th2v03239
OG0000447	Bra035573, Bra028981, Bra002906, Bra035574, Bra002914, Bra028980	Th2v21654
OG0000448	Bra023104, Bra017204, Bra039787, Bra039782, Bra003134, Bra006998, Bra002460	Th2v21240, Th2v14630, Th2v18850
OG0000449	Bra020716, Bra040034, Bra040036, Bra001269, Bra001268, Bra040032	Th2v11517, Th2v11515, Th2v11516, Th2v11518
OG0000451	Bra003119	Th2v09742, Th2v26918
OG0000451	Bra028948, Bra028952, Bra028924, Bra035593	Th2v09083, Th2v26176, Th2v05512, Th2v09486, Th2v21680
OG0000452	Bra016248	Th2v24979
OG0000454	Bra035409	Th2v30424
OG0000454	Bra037944	Th2v23521
OG0000454	Bra010129, Bra029239, Bra035875	Th2v14017, Th2v09253, Th2v17393, Th2v23977
OG0000455	Bra025453	Th2v06956
OG0000456	Bra037634, Bra000364, Bra004866, Bra007522, Bra014501	Th2v07095, Th2v18081, Th2v12780, Th2v22467
OG0000458	Bra024959, Bra024960, Bra022109, Bra022108	Th2v10634
OG0000459	Bra008581, Bra006381, Bra024723, Bra032019	Th2v18570, Th2v22973
OG0000460	Bra032129, Bra026283	Th2v21772
OG0000460	Bra011208, Bra024053, Bra011209	Th2v01769, Th2v02117
OG0000461	Bra014540, Bra003378, Bra007452	Th2v13331, Th2v25961
OG0000461	Bra030634, Bra015468, Bra022839, Bra018248	Th2v08167, Th2v15928
OG0000462	Bra018745, Bra032261, Bra021294, Bra022282	Th2v25556, Th2v26350, Th2v27616, Th2v26351, Th2v27615
OG0000462	Bra016570, Bra025931, Bra031014	Th2v05917, Th2v21030, Th2v09927
OG0000463	Bra022233, Bra022232, Bra021265, Bra031529, Bra001678, Bra022235, Bra021266, Bra029958	Th2v25542, Th2v26324, Th2v27645
OG0000464	Bra011568	Th2v02520, Th2v02794, Th2v12099
OG0000464	Bra037296, Bra033574, Bra010728	Th2v03287
OG0000466	Bra001338, Bra029728, Bra001037, Bra039165, Bra021473, Bra006315, Bra008683, Bra023530	Th2v18626, Th2v09037, Th2v23072
OG0000467	Bra017759, Bra011680	Th2v02433
OG0000467	Bra032210, Bra027470	Th2v01216, Th2v29063
OG0000467	Bra015843	Th2v20937
OG0000469	Bra038717, Bra038722, Bra038721, Bra038723	Th2v14035, Th2v14038, Th2v14036, Th2v14037
OG0000470	Bra019719, Bra016728, Bra026901, Bra026902	Th2v06462, Th2v15160
OG0000471	Bra011856, Bra001343	Th2v08507
OG0000472	Bra036914	Th2v17517, Th2v17478, Th2v21608
OG0000472	Bra039705, Bra038094, Bra023838, Bra039823, Bra039825, Bra016676, Bra004012, Bra032343	Th2v17598, Th2v17596, Th2v17597
OG0000473	Bra014958, Bra014951, Bra014950, Bra001914, Bra023722	Th2v28762, Th2v19443, Th2v19441, Th2v03770, Th2v03790
OG0000479	Bra033351, Bra032582	Th2v13031, Th2v22738, Th2v29934, Th2v27020, Th2v07934
OG0000479	Bra039428, Bra001154, Bra040539, Bra009943	Th2v11211, Th2v18454
OG0000482	Bra035439, Bra016913, Bra004654, Bra000242	Th2v28997, Th2v17533, Th2v19179
OG0000483	Bra020021, Bra020019, Bra020020, Bra031666, Bra038342	Th2v08621, Th2v08622
OG0000484	Bra029331, Bra035939, Bra021478, Bra039150, Bra001028, Bra012980	Th2v13862, Th2v24086, Th2v18612, Th2v23088, Th2v24659
OG0000485	Bra004773, Bra004772, Bra000315, Bra000314, Bra037698, Bra000312	Th2v03326, Th2v03345
OG0000486	Bra040061, Bra006862, Bra005680, Bra005681, Bra017588, Bra028907	Th2v19889
OG0000487	Bra025280, Bra025281	Th2v27553
OG0000487	Bra004491, Bra004492	Th2v27554
OG0000488	Bra009142, Bra009143, Bra009144, Bra005869, Bra009146, Bra009147, Bra009145	Th2v08787
OG0000489	Bra013338, Bra020997, Bra012582, Bra025050, Bra017589	Th2v27272
OG0000490	Bra019431, Bra019464, Bra002416, Bra020195	Th2v18899
OG0000491	Bra020327, Bra020326, Bra002605	Th2v17848
OG0000495	Bra015718, Bra008277, Bra012271, Bra025879	Th2v04133, Th2v05743, Th2v20834
OG0000496	Bra006697, Bra020295, Bra002539, Bra018216	Th2v17856
OG0000499	Bra023214	Th2v08834, Th2v16430, Th2v24441, Th2v24476
OG0000501	Bra035658, Bra040932	Th2v07541, Th2v15741, Th2v08284
OG0000501	Bra007170, Bra014739, Bra005025	Th2v06680, Th2v15379, Th2v03362, Th2v22340
OG0000502	Bra021179, Bra001632, Bra021177, Bra021178, Bra001631, Bra022160	Th2v21899
